seconds,'uV','uV'.1,'uV'.2,'uV'.3
1900-01-01 00:00:35.748,-39.0,-134.0,-71.0,-71.0
1900-01-01 00:00:35.749,-38.5,-133.0,-70.0,-70.0
1900-01-01 00:00:35.750,-37.5,-132.0,-69.0,-68.5
1900-01-01 00:00:35.751,-36.0,-130.5,-67.0,-66.5
1900-01-01 00:00:35.752,-34.5,-128.5,-64.5,-64.0
1900-01-01 00:00:35.753,-32.5,-126.0,-61.5,-60.5
1900-01-01 00:00:35.754,-30.5,-123.0,-58.0,-57.0
1900-01-01 00:00:35.755,-28.5,-120.0,-54.0,-53.0
1900-01-01 00:00:35.756,-27.0,-117.0,-51.0,-49.5
1900-01-01 00:00:35.757,-26.0,-115.5,-48.5,-47.5
1900-01-01 00:00:35.758,-26.5,-115.5,-48.0,-47.0
1900-01-01 00:00:35.759,-27.5,-116.5,-49.5,-48.5
1900-01-01 00:00:35.760,-30.0,-119.5,-53.0,-51.5
1900-01-01 00:00:35.761,-33.0,-123.5,-57.0,-56.5
1900-01-01 00:00:35.762,-36.5,-127.5,-62.0,-62.0
1900-01-01 00:00:35.763,-39.0,-131.5,-66.5,-67.0
1900-01-01 00:00:35.764,-41.0,-134.0,-70.0,-70.5
1900-01-01 00:00:35.765,-41.5,-135.5,-72.0,-72.0
1900-01-01 00:00:35.766,-41.5,-135.5,-72.5,-72.5
1900-01-01 00:00:35.767,-40.5,-135.0,-72.0,-72.0
1900-01-01 00:00:35.768,-39.0,-133.5,-70.5,-70.5
1900-01-01 00:00:35.769,-37.5,-132.0,-68.5,-69.0
1900-01-01 00:00:35.770,-35.5,-129.5,-66.5,-66.5
1900-01-01 00:00:35.771,-33.5,-127.0,-63.5,-63.5
1900-01-01 00:00:35.772,-31.0,-124.0,-60.0,-59.5
1900-01-01 00:00:35.773,-28.5,-120.5,-56.0,-55.5
1900-01-01 00:00:35.774,-25.5,-117.0,-52.0,-51.0
1900-01-01 00:00:35.775,-22.0,-113.0,-47.0,-46.0
1900-01-01 00:00:35.776,-19.5,-110.0,-43.0,-42.0
1900-01-01 00:00:35.777,-18.5,-108.0,-40.5,-39.5
1900-01-01 00:00:35.778,-18.5,-108.0,-40.0,-39.0
1900-01-01 00:00:35.779,-20.5,-110.0,-42.0,-41.0
1900-01-01 00:00:35.780,-23.5,-113.0,-45.5,-45.5
1900-01-01 00:00:35.781,-27.5,-117.5,-50.5,-50.5
1900-01-01 00:00:35.782,-31.5,-122.0,-55.5,-56.5
1900-01-01 00:00:35.783,-34.5,-126.0,-60.5,-62.0
1900-01-01 00:00:35.784,-37.0,-129.5,-64.5,-65.5
1900-01-01 00:00:35.785,-38.5,-131.5,-67.0,-68.0
1900-01-01 00:00:35.786,-39.0,-132.5,-68.0,-69.0
1900-01-01 00:00:35.787,-39.0,-132.5,-68.5,-69.5
1900-01-01 00:00:35.788,-39.0,-132.5,-68.5,-69.0
1900-01-01 00:00:35.789,-38.5,-132.0,-68.0,-68.5
1900-01-01 00:00:35.790,-38.0,-131.0,-67.0,-67.5
1900-01-01 00:00:35.791,-37.0,-129.5,-65.5,-66.0
1900-01-01 00:00:35.792,-35.5,-128.0,-63.5,-64.0
1900-01-01 00:00:35.793,-34.0,-126.0,-61.0,-61.0
1900-01-01 00:00:35.794,-32.0,-123.0,-57.5,-57.5
1900-01-01 00:00:35.795,-29.5,-120.0,-53.5,-54.0
1900-01-01 00:00:35.796,-28.0,-117.5,-50.5,-50.5
1900-01-01 00:00:35.797,-27.0,-115.5,-48.5,-48.5
1900-01-01 00:00:35.798,-27.5,-115.5,-48.0,-48.5
1900-01-01 00:00:35.799,-29.0,-117.5,-50.0,-50.0
1900-01-01 00:00:35.800,-31.5,-120.5,-53.5,-53.5
1900-01-01 00:00:35.801,-35.0,-125.0,-58.0,-58.5
1900-01-01 00:00:35.802,-38.5,-129.5,-63.0,-64.0
1900-01-01 00:00:35.803,-42.0,-133.5,-68.5,-69.5
1900-01-01 00:00:35.804,-44.5,-137.0,-72.5,-73.5
1900-01-01 00:00:35.805,-46.5,-139.5,-75.0,-77.0
1900-01-01 00:00:35.806,-47.0,-141.0,-77.0,-78.5
1900-01-01 00:00:35.807,-47.5,-141.5,-77.5,-79.0
1900-01-01 00:00:35.808,-47.0,-141.0,-77.0,-78.5
1900-01-01 00:00:35.809,-46.5,-140.0,-76.0,-77.5
1900-01-01 00:00:35.810,-45.5,-139.0,-74.5,-76.0
1900-01-01 00:00:35.811,-44.0,-137.0,-72.5,-74.0
1900-01-01 00:00:35.812,-42.0,-134.5,-70.0,-71.5
1900-01-01 00:00:35.813,-39.5,-132.0,-66.5,-68.0
1900-01-01 00:00:35.814,-37.0,-128.5,-63.0,-64.0
1900-01-01 00:00:35.815,-34.5,-125.5,-58.5,-59.5
1900-01-01 00:00:35.816,-32.0,-122.5,-54.5,-55.0
1900-01-01 00:00:35.817,-30.0,-120.0,-51.5,-52.0
1900-01-01 00:00:35.818,-30.0,-119.5,-50.5,-51.5
1900-01-01 00:00:35.819,-31.0,-121.0,-52.0,-52.5
1900-01-01 00:00:35.820,-33.0,-123.5,-54.5,-55.5
1900-01-01 00:00:35.821,-36.0,-127.0,-59.0,-60.5
1900-01-01 00:00:35.822,-39.5,-131.5,-64.0,-65.5
1900-01-01 00:00:35.823,-42.5,-135.0,-68.5,-70.5
1900-01-01 00:00:35.824,-44.0,-138.0,-72.0,-74.0
1900-01-01 00:00:35.825,-45.0,-139.5,-74.0,-76.5
1900-01-01 00:00:35.826,-45.0,-140.0,-75.0,-77.5
1900-01-01 00:00:35.827,-45.0,-140.0,-75.0,-77.5
1900-01-01 00:00:35.828,-44.5,-140.0,-75.0,-77.0
1900-01-01 00:00:35.829,-44.0,-139.0,-74.0,-76.5
1900-01-01 00:00:35.830,-44.0,-138.5,-73.0,-75.5
1900-01-01 00:00:35.831,-43.0,-137.5,-72.0,-73.5
1900-01-01 00:00:35.832,-42.0,-136.0,-70.0,-71.5
1900-01-01 00:00:35.833,-40.5,-134.0,-67.5,-69.0
1900-01-01 00:00:35.834,-39.0,-131.5,-64.0,-65.5
1900-01-01 00:00:35.835,-36.5,-128.5,-60.5,-62.0
1900-01-01 00:00:35.836,-34.5,-125.5,-56.5,-58.0
1900-01-01 00:00:35.837,-33.0,-124.0,-54.0,-55.5
1900-01-01 00:00:35.838,-33.0,-123.5,-53.0,-55.0
1900-01-01 00:00:35.839,-34.0,-124.5,-54.0,-56.0
1900-01-01 00:00:35.840,-36.0,-127.0,-56.5,-59.0
1900-01-01 00:00:35.841,-38.5,-130.5,-61.0,-63.0
1900-01-01 00:00:35.842,-41.5,-134.5,-65.5,-68.0
1900-01-01 00:00:35.843,-44.0,-138.0,-70.0,-72.5
1900-01-01 00:00:35.844,-46.0,-140.5,-73.0,-76.0
1900-01-01 00:00:35.845,-46.0,-141.5,-75.0,-78.0
1900-01-01 00:00:35.846,-45.5,-141.5,-75.0,-78.0
1900-01-01 00:00:35.847,-44.5,-140.5,-74.5,-77.0
1900-01-01 00:00:35.848,-43.0,-139.0,-73.0,-75.5
1900-01-01 00:00:35.849,-41.5,-137.0,-71.5,-73.0
1900-01-01 00:00:35.850,-39.5,-135.0,-69.0,-71.0
1900-01-01 00:00:35.851,-37.5,-132.5,-66.0,-68.0
1900-01-01 00:00:35.852,-35.0,-129.5,-62.5,-64.0
1900-01-01 00:00:35.853,-32.0,-126.5,-58.5,-60.0
1900-01-01 00:00:35.854,-28.5,-122.5,-53.5,-55.0
1900-01-01 00:00:35.855,-25.5,-118.5,-49.0,-50.0
1900-01-01 00:00:35.856,-23.0,-114.5,-44.5,-45.5
1900-01-01 00:00:35.857,-21.0,-112.5,-41.5,-42.5
1900-01-01 00:00:35.858,-20.5,-111.5,-40.5,-41.5
1900-01-01 00:00:35.859,-21.5,-112.5,-41.0,-42.5
1900-01-01 00:00:35.860,-24.0,-115.0,-44.0,-45.5
1900-01-01 00:00:35.861,-27.5,-119.0,-49.0,-50.5
1900-01-01 00:00:35.862,-31.0,-123.5,-54.0,-56.0
1900-01-01 00:00:35.863,-34.5,-127.5,-59.5,-61.5
1900-01-01 00:00:35.864,-37.5,-131.5,-64.0,-66.0
1900-01-01 00:00:35.865,-39.5,-134.0,-67.0,-69.0
1900-01-01 00:00:35.866,-40.5,-136.0,-69.0,-71.0
1900-01-01 00:00:35.867,-41.0,-136.5,-70.0,-72.0
1900-01-01 00:00:35.868,-41.0,-136.5,-70.0,-72.0
1900-01-01 00:00:35.869,-40.5,-136.0,-69.5,-71.5
1900-01-01 00:00:35.870,-40.0,-135.0,-68.5,-70.5
1900-01-01 00:00:35.871,-39.0,-134.0,-67.0,-68.5
1900-01-01 00:00:35.872,-37.5,-132.0,-65.0,-66.0
1900-01-01 00:00:35.873,-35.5,-130.0,-62.0,-63.0
1900-01-01 00:00:35.874,-33.5,-127.0,-59.0,-59.5
1900-01-01 00:00:35.875,-31.0,-124.0,-55.0,-55.5
1900-01-01 00:00:35.876,-29.0,-121.5,-51.5,-51.5
1900-01-01 00:00:35.877,-28.0,-119.5,-49.0,-49.0
1900-01-01 00:00:35.878,-28.0,-119.0,-48.5,-48.5
1900-01-01 00:00:35.879,-29.0,-120.0,-49.5,-49.5
1900-01-01 00:00:35.880,-31.5,-122.5,-52.5,-52.5
1900-01-01 00:00:35.881,-34.5,-126.0,-57.0,-57.5
1900-01-01 00:00:35.882,-37.5,-130.5,-61.5,-62.5
1900-01-01 00:00:35.883,-40.5,-134.5,-66.0,-67.5
1900-01-01 00:00:35.884,-43.0,-137.5,-69.5,-71.5
1900-01-01 00:00:35.885,-44.5,-140.0,-72.5,-74.0
1900-01-01 00:00:35.886,-45.5,-141.0,-73.5,-75.5
1900-01-01 00:00:35.887,-45.5,-141.5,-74.5,-75.5
1900-01-01 00:00:35.888,-45.5,-141.0,-74.5,-75.5
1900-01-01 00:00:35.889,-45.0,-140.5,-74.0,-74.5
1900-01-01 00:00:35.890,-45.0,-140.0,-73.0,-73.5
1900-01-01 00:00:35.891,-44.0,-139.0,-72.0,-72.5
1900-01-01 00:00:35.892,-43.0,-138.0,-70.5,-70.5
1900-01-01 00:00:35.893,-42.0,-136.0,-68.0,-67.5
1900-01-01 00:00:35.894,-40.0,-134.0,-64.5,-64.5
1900-01-01 00:00:35.895,-38.0,-131.0,-61.0,-60.5
1900-01-01 00:00:35.896,-36.5,-128.5,-58.0,-57.5
1900-01-01 00:00:35.897,-35.5,-127.0,-55.5,-55.0
1900-01-01 00:00:35.898,-36.0,-126.5,-55.5,-55.0
1900-01-01 00:00:35.899,-37.5,-128.0,-57.0,-56.5
1900-01-01 00:00:35.900,-40.5,-131.0,-60.5,-60.0
1900-01-01 00:00:35.901,-44.0,-135.0,-65.0,-65.0
1900-01-01 00:00:35.902,-48.0,-139.5,-70.5,-70.5
1900-01-01 00:00:35.903,-51.0,-144.0,-75.0,-75.5
1900-01-01 00:00:35.904,-53.5,-147.0,-78.5,-79.0
1900-01-01 00:00:35.905,-54.5,-148.5,-81.0,-81.5
1900-01-01 00:00:35.906,-54.0,-149.0,-81.5,-82.0
1900-01-01 00:00:35.907,-53.5,-148.0,-81.0,-82.0
1900-01-01 00:00:35.908,-52.5,-147.0,-80.0,-81.0
1900-01-01 00:00:35.909,-51.0,-145.0,-78.5,-79.0
1900-01-01 00:00:35.910,-49.0,-143.0,-76.0,-77.0
1900-01-01 00:00:35.911,-46.5,-140.5,-73.0,-74.0
1900-01-01 00:00:35.912,-44.0,-137.5,-69.5,-70.5
1900-01-01 00:00:35.913,-41.0,-134.0,-65.5,-66.0
1900-01-01 00:00:35.914,-38.0,-130.5,-61.0,-61.0
1900-01-01 00:00:35.915,-34.5,-126.5,-55.5,-56.0
1900-01-01 00:00:35.916,-32.0,-123.0,-51.0,-51.0
1900-01-01 00:00:35.917,-30.0,-120.5,-48.0,-47.5
1900-01-01 00:00:35.918,-30.0,-119.5,-46.5,-46.0
1900-01-01 00:00:35.919,-30.5,-120.0,-47.0,-47.0
1900-01-01 00:00:35.920,-32.5,-122.0,-49.5,-49.5
1900-01-01 00:00:35.921,-35.0,-125.0,-53.5,-53.5
1900-01-01 00:00:35.922,-38.0,-128.5,-58.0,-58.5
1900-01-01 00:00:35.923,-41.0,-132.0,-62.5,-63.5
1900-01-01 00:00:35.924,-43.0,-135.0,-66.0,-67.0
1900-01-01 00:00:35.925,-44.5,-137.0,-68.5,-69.5
1900-01-01 00:00:35.926,-44.5,-137.5,-69.5,-70.5
1900-01-01 00:00:35.927,-44.5,-137.5,-70.0,-71.0
1900-01-01 00:00:35.928,-43.5,-137.0,-69.5,-70.5
1900-01-01 00:00:35.929,-42.5,-136.0,-68.5,-69.5
1900-01-01 00:00:35.930,-41.5,-135.0,-67.5,-68.0
1900-01-01 00:00:35.931,-40.5,-134.0,-66.0,-66.5
1900-01-01 00:00:35.932,-39.5,-132.5,-64.0,-64.5
1900-01-01 00:00:35.933,-38.0,-130.0,-61.0,-61.5
1900-01-01 00:00:35.934,-36.0,-127.5,-57.5,-57.5
1900-01-01 00:00:35.935,-34.0,-124.0,-53.5,-53.5
1900-01-01 00:00:35.936,-32.5,-121.5,-50.5,-50.0
1900-01-01 00:00:35.937,-31.5,-120.0,-48.0,-48.0
1900-01-01 00:00:35.938,-32.0,-120.0,-47.5,-47.5
1900-01-01 00:00:35.939,-34.0,-122.0,-49.5,-49.5
1900-01-01 00:00:35.940,-37.0,-125.0,-53.0,-53.0
1900-01-01 00:00:35.941,-40.5,-129.5,-58.0,-58.5
1900-01-01 00:00:35.942,-44.5,-134.5,-64.0,-64.0
1900-01-01 00:00:35.943,-48.5,-139.0,-69.5,-69.5
1900-01-01 00:00:35.944,-51.0,-142.5,-73.5,-74.0
1900-01-01 00:00:35.945,-53.0,-145.0,-76.5,-77.5
1900-01-01 00:00:35.946,-54.0,-146.5,-78.5,-79.0
1900-01-01 00:00:35.947,-54.0,-146.5,-78.5,-79.0
1900-01-01 00:00:35.948,-53.5,-146.0,-78.0,-78.5
1900-01-01 00:00:35.949,-52.5,-145.0,-77.0,-77.0
1900-01-01 00:00:35.950,-51.0,-143.0,-75.0,-75.0
1900-01-01 00:00:35.951,-49.5,-140.5,-72.5,-72.5
1900-01-01 00:00:35.952,-47.5,-138.0,-69.5,-69.5
1900-01-01 00:00:35.953,-44.5,-135.0,-66.0,-66.0
1900-01-01 00:00:35.954,-42.0,-131.5,-62.0,-61.5
1900-01-01 00:00:35.955,-39.0,-128.0,-58.0,-57.0
1900-01-01 00:00:35.956,-36.5,-124.5,-54.0,-53.0
1900-01-01 00:00:35.957,-35.0,-122.5,-51.0,-50.0
1900-01-01 00:00:35.958,-35.0,-122.0,-50.5,-49.0
1900-01-01 00:00:35.959,-36.5,-123.0,-51.5,-50.5
1900-01-01 00:00:35.960,-38.5,-125.5,-54.5,-53.5
1900-01-01 00:00:35.961,-41.5,-129.5,-58.5,-58.0
1900-01-01 00:00:35.962,-45.0,-133.5,-63.0,-63.0
1900-01-01 00:00:35.963,-48.0,-137.5,-68.0,-68.0
1900-01-01 00:00:35.964,-50.0,-140.5,-71.5,-72.0
1900-01-01 00:00:35.965,-51.5,-142.5,-74.0,-74.0
1900-01-01 00:00:35.966,-51.5,-143.5,-74.5,-75.0
1900-01-01 00:00:35.967,-51.5,-143.5,-75.0,-75.0
1900-01-01 00:00:35.968,-51.0,-142.5,-74.5,-74.5
1900-01-01 00:00:35.969,-50.5,-142.0,-73.5,-74.0
1900-01-01 00:00:35.970,-50.0,-141.0,-72.5,-73.0
1900-01-01 00:00:35.971,-49.0,-140.0,-71.5,-71.5
1900-01-01 00:00:35.972,-48.5,-139.0,-70.0,-69.5
1900-01-01 00:00:35.973,-47.0,-137.0,-67.5,-67.0
1900-01-01 00:00:35.974,-45.5,-134.5,-64.5,-64.0
1900-01-01 00:00:35.975,-43.5,-132.0,-61.0,-60.5
1900-01-01 00:00:35.976,-42.0,-129.5,-58.0,-57.5
1900-01-01 00:00:35.977,-42.0,-128.5,-56.5,-55.5
1900-01-01 00:00:35.978,-42.5,-129.0,-56.5,-56.0
1900-01-01 00:00:35.979,-45.0,-131.5,-59.0,-58.0
1900-01-01 00:00:35.980,-48.0,-135.0,-63.0,-62.5
1900-01-01 00:00:35.981,-52.0,-140.0,-68.0,-68.0
1900-01-01 00:00:35.982,-56.0,-145.0,-74.0,-74.5
1900-01-01 00:00:35.983,-59.5,-150.0,-79.5,-80.0
1900-01-01 00:00:35.984,-62.5,-153.5,-84.0,-85.0
1900-01-01 00:00:35.985,-64.5,-156.0,-86.5,-88.0
1900-01-01 00:00:35.986,-65.5,-157.5,-88.0,-90.0
1900-01-01 00:00:35.987,-65.5,-157.5,-88.5,-90.5
1900-01-01 00:00:35.988,-65.0,-157.5,-88.5,-90.5
1900-01-01 00:00:35.989,-64.0,-157.0,-87.5,-89.5
1900-01-01 00:00:35.990,-63.5,-156.0,-86.0,-88.0
1900-01-01 00:00:35.991,-62.0,-154.5,-84.0,-86.0
1900-01-01 00:00:35.992,-60.5,-152.5,-81.5,-83.0
1900-01-01 00:00:35.993,-58.5,-149.5,-78.5,-80.0
1900-01-01 00:00:35.994,-56.0,-146.0,-74.5,-75.5
1900-01-01 00:00:35.995,-53.5,-142.5,-70.5,-71.0
1900-01-01 00:00:35.996,-51.0,-139.0,-66.5,-67.0
1900-01-01 00:00:35.997,-49.5,-136.5,-63.5,-64.0
1900-01-01 00:00:35.998,-49.0,-136.0,-62.5,-62.5
1900-01-01 00:00:35.999,-49.5,-137.0,-63.0,-63.5
1900-01-01 00:00:36.000,-52.0,-139.5,-66.0,-66.5
1900-01-01 00:00:36.001,-55.0,-143.0,-70.0,-71.5
1900-01-01 00:00:36.002,-58.0,-147.5,-75.0,-76.5
1900-01-01 00:00:36.003,-61.0,-151.5,-80.0,-81.5
1900-01-01 00:00:36.004,-63.5,-154.5,-83.5,-85.5
1900-01-01 00:00:36.005,-64.5,-157.0,-86.0,-88.0
1900-01-01 00:00:36.006,-65.0,-158.0,-87.5,-89.5
1900-01-01 00:00:36.007,-65.5,-158.0,-87.5,-89.5
1900-01-01 00:00:36.008,-65.0,-157.5,-87.0,-89.0
1900-01-01 00:00:36.009,-64.0,-156.5,-86.0,-88.0
1900-01-01 00:00:36.010,-63.0,-155.5,-84.5,-86.5
1900-01-01 00:00:36.011,-61.5,-153.5,-82.5,-84.5
1900-01-01 00:00:36.012,-59.5,-151.0,-79.5,-81.5
1900-01-01 00:00:36.013,-57.0,-148.0,-76.0,-78.0
1900-01-01 00:00:36.014,-54.5,-144.5,-72.0,-73.5
1900-01-01 00:00:36.015,-51.5,-141.0,-67.5,-68.5
1900-01-01 00:00:36.016,-49.0,-137.0,-63.5,-64.0
1900-01-01 00:00:36.017,-47.5,-134.5,-60.0,-61.0
1900-01-01 00:00:36.018,-46.5,-133.5,-58.5,-59.5
1900-01-01 00:00:36.019,-47.5,-134.5,-59.5,-60.5
1900-01-01 00:00:36.020,-49.5,-137.0,-62.0,-64.0
1900-01-01 00:00:36.021,-52.5,-141.0,-66.5,-68.5
1900-01-01 00:00:36.022,-55.5,-145.0,-71.5,-74.0
1900-01-01 00:00:36.023,-59.0,-149.5,-76.5,-79.5
1900-01-01 00:00:36.024,-61.5,-153.0,-80.5,-83.5
1900-01-01 00:00:36.025,-63.0,-155.0,-83.0,-86.0
1900-01-01 00:00:36.026,-63.5,-155.5,-84.5,-87.0
1900-01-01 00:00:36.027,-63.0,-155.5,-84.5,-87.0
1900-01-01 00:00:36.028,-62.5,-154.5,-84.0,-86.5
1900-01-01 00:00:36.029,-61.5,-153.5,-83.0,-85.5
1900-01-01 00:00:36.030,-60.0,-152.5,-82.0,-84.0
1900-01-01 00:00:36.031,-59.0,-151.0,-80.0,-82.0
1900-01-01 00:00:36.032,-57.5,-149.0,-77.5,-79.5
1900-01-01 00:00:36.033,-55.5,-146.5,-74.5,-76.5
1900-01-01 00:00:36.034,-53.5,-144.0,-71.0,-72.5
1900-01-01 00:00:36.035,-51.5,-141.0,-67.5,-69.0
1900-01-01 00:00:36.036,-50.0,-139.0,-64.0,-65.5
1900-01-01 00:00:36.037,-49.5,-137.5,-62.5,-63.5
1900-01-01 00:00:36.038,-50.0,-138.0,-62.5,-63.5
1900-01-01 00:00:36.039,-52.0,-140.0,-64.5,-65.5
1900-01-01 00:00:36.040,-55.5,-143.5,-68.5,-69.0
1900-01-01 00:00:36.041,-59.0,-148.0,-73.5,-74.5
1900-01-01 00:00:36.042,-63.0,-152.5,-79.5,-80.5
1900-01-01 00:00:36.043,-66.5,-157.0,-84.5,-86.0
1900-01-01 00:00:36.044,-69.5,-160.5,-89.0,-90.0
1900-01-01 00:00:36.045,-71.0,-162.5,-92.0,-93.0
1900-01-01 00:00:36.046,-72.0,-164.0,-93.5,-94.5
1900-01-01 00:00:36.047,-72.0,-164.5,-93.5,-95.0
1900-01-01 00:00:36.048,-71.5,-164.0,-93.0,-94.5
1900-01-01 00:00:36.049,-70.0,-162.5,-91.5,-93.0
1900-01-01 00:00:36.050,-68.5,-160.5,-89.5,-91.0
1900-01-01 00:00:36.051,-66.5,-158.5,-87.0,-88.0
1900-01-01 00:00:36.052,-64.0,-155.5,-84.0,-85.0
1900-01-01 00:00:36.053,-61.5,-152.5,-80.0,-80.5
1900-01-01 00:00:36.054,-58.5,-148.5,-75.5,-76.0
1900-01-01 00:00:36.055,-55.5,-144.0,-70.5,-71.0
1900-01-01 00:00:36.056,-53.0,-140.5,-66.5,-66.5
1900-01-01 00:00:36.057,-51.5,-138.0,-63.5,-63.5
1900-01-01 00:00:36.058,-51.0,-137.5,-62.5,-62.5
1900-01-01 00:00:36.059,-52.5,-139.0,-63.5,-64.0
1900-01-01 00:00:36.060,-55.0,-142.0,-66.5,-67.5
1900-01-01 00:00:36.061,-58.0,-146.0,-71.5,-72.0
1900-01-01 00:00:36.062,-62.0,-150.5,-76.5,-77.5
1900-01-01 00:00:36.063,-65.0,-155.0,-82.0,-83.0
1900-01-01 00:00:36.064,-67.5,-158.5,-86.0,-87.5
1900-01-01 00:00:36.065,-69.5,-161.0,-89.0,-90.5
1900-01-01 00:00:36.066,-70.0,-162.0,-91.0,-92.0
1900-01-01 00:00:36.067,-70.0,-162.5,-91.5,-93.0
1900-01-01 00:00:36.068,-69.5,-162.5,-91.5,-93.0
1900-01-01 00:00:36.069,-69.0,-161.5,-91.0,-92.5
1900-01-01 00:00:36.070,-67.0,-160.0,-89.5,-91.0
1900-01-01 00:00:36.071,-65.0,-157.5,-87.0,-89.0
1900-01-01 00:00:36.072,-62.5,-155.0,-83.5,-85.5
1900-01-01 00:00:36.073,-59.5,-151.0,-79.0,-81.5
1900-01-01 00:00:36.074,-56.0,-146.5,-74.0,-76.0
1900-01-01 00:00:36.075,-52.5,-142.0,-68.5,-70.0
1900-01-01 00:00:36.076,-49.0,-137.5,-63.0,-64.0
1900-01-01 00:00:36.077,-46.5,-134.0,-59.0,-59.5
1900-01-01 00:00:36.078,-45.0,-132.5,-57.0,-57.5
1900-01-01 00:00:36.079,-45.5,-133.0,-56.5,-57.0
1900-01-01 00:00:36.080,-47.5,-135.0,-58.5,-59.5
1900-01-01 00:00:36.081,-50.0,-138.0,-62.0,-63.0
1900-01-01 00:00:36.082,-53.0,-142.0,-66.5,-68.0
1900-01-01 00:00:36.083,-56.0,-145.5,-71.0,-72.0
1900-01-01 00:00:36.084,-58.5,-148.5,-74.5,-75.5
1900-01-01 00:00:36.085,-60.0,-150.5,-77.0,-78.0
1900-01-01 00:00:36.086,-60.5,-152.0,-78.0,-79.0
1900-01-01 00:00:36.087,-60.5,-152.0,-78.5,-79.0
1900-01-01 00:00:36.088,-60.5,-151.5,-78.0,-78.5
1900-01-01 00:00:36.089,-59.5,-150.5,-77.5,-78.0
1900-01-01 00:00:36.090,-58.5,-149.5,-76.5,-76.5
1900-01-01 00:00:36.091,-57.5,-148.0,-74.5,-75.0
1900-01-01 00:00:36.092,-56.0,-146.0,-72.5,-72.5
1900-01-01 00:00:36.093,-54.0,-143.5,-69.5,-69.5
1900-01-01 00:00:36.094,-51.5,-140.5,-66.0,-66.0
1900-01-01 00:00:36.095,-49.5,-137.5,-62.5,-62.5
1900-01-01 00:00:36.096,-48.0,-135.5,-59.5,-59.5
1900-01-01 00:00:36.097,-47.5,-134.0,-57.5,-57.5
1900-01-01 00:00:36.098,-48.0,-134.5,-57.5,-57.5
1900-01-01 00:00:36.099,-50.0,-136.0,-59.5,-60.0
1900-01-01 00:00:36.100,-52.5,-139.5,-63.0,-63.5
1900-01-01 00:00:36.101,-56.0,-143.5,-67.5,-69.0
1900-01-01 00:00:36.102,-60.0,-148.5,-73.0,-74.5
1900-01-01 00:00:36.103,-63.5,-153.5,-78.5,-80.5
1900-01-01 00:00:36.104,-66.5,-157.5,-83.5,-85.0
1900-01-01 00:00:36.105,-68.5,-160.0,-86.5,-88.0
1900-01-01 00:00:36.106,-70.0,-161.5,-88.5,-90.0
1900-01-01 00:00:36.107,-70.0,-162.5,-89.5,-90.5
1900-01-01 00:00:36.108,-70.0,-162.5,-89.5,-90.5
1900-01-01 00:00:36.109,-69.5,-162.0,-89.0,-90.0
1900-01-01 00:00:36.110,-68.0,-160.5,-87.5,-88.5
1900-01-01 00:00:36.111,-66.5,-158.5,-85.0,-86.0
1900-01-01 00:00:36.112,-64.5,-156.0,-82.0,-82.5
1900-01-01 00:00:36.113,-62.0,-153.0,-78.0,-78.5
1900-01-01 00:00:36.114,-59.0,-149.0,-73.5,-74.0
1900-01-01 00:00:36.115,-56.0,-145.5,-69.0,-69.0
1900-01-01 00:00:36.116,-53.5,-142.0,-64.5,-65.0
1900-01-01 00:00:36.117,-52.5,-140.0,-62.0,-62.5
1900-01-01 00:00:36.118,-52.5,-140.0,-61.5,-62.0
1900-01-01 00:00:36.119,-54.0,-141.5,-63.0,-63.5
1900-01-01 00:00:36.120,-57.0,-144.5,-67.0,-67.5
1900-01-01 00:00:36.121,-61.0,-149.0,-72.0,-73.0
1900-01-01 00:00:36.122,-64.5,-153.5,-77.0,-78.5
1900-01-01 00:00:36.123,-68.0,-158.0,-82.0,-84.0
1900-01-01 00:00:36.124,-71.0,-161.5,-86.0,-88.0
1900-01-01 00:00:36.125,-72.5,-164.0,-88.5,-91.0
1900-01-01 00:00:36.126,-73.0,-165.0,-90.0,-92.0
1900-01-01 00:00:36.127,-73.0,-165.5,-90.5,-92.5
1900-01-01 00:00:36.128,-72.5,-165.0,-90.0,-92.0
1900-01-01 00:00:36.129,-71.5,-164.0,-89.0,-90.5
1900-01-01 00:00:36.130,-70.0,-162.5,-87.5,-88.5
1900-01-01 00:00:36.131,-68.5,-160.5,-85.0,-86.0
1900-01-01 00:00:36.132,-66.0,-157.5,-82.0,-83.0
1900-01-01 00:00:36.133,-63.5,-154.0,-78.5,-79.0
1900-01-01 00:00:36.134,-60.5,-150.5,-74.0,-74.5
1900-01-01 00:00:36.135,-57.0,-146.0,-69.5,-69.0
1900-01-01 00:00:36.136,-54.5,-142.5,-64.5,-64.5
1900-01-01 00:00:36.137,-52.5,-139.5,-61.0,-61.0
1900-01-01 00:00:36.138,-52.0,-138.5,-59.5,-60.0
1900-01-01 00:00:36.139,-52.5,-139.0,-60.0,-60.5
1900-01-01 00:00:36.140,-54.5,-141.5,-62.5,-63.0
1900-01-01 00:00:36.141,-57.0,-145.0,-66.5,-67.0
1900-01-01 00:00:36.142,-59.5,-149.0,-71.0,-71.5
1900-01-01 00:00:36.143,-62.0,-152.5,-75.0,-76.0
1900-01-01 00:00:36.144,-63.5,-155.0,-78.5,-79.5
1900-01-01 00:00:36.145,-64.5,-156.5,-80.5,-81.5
1900-01-01 00:00:36.146,-64.5,-156.5,-81.0,-82.0
