From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm)
2021-05-24 08:00:00,2021-05-24 09:00:00,,62.85,10.53,4.36,14.89,11.17,0.52,,,,,,
2021-05-24 09:00:00,2021-05-24 10:00:00,,55.34,10.59,4.26,14.84,11.59,0.49,,,,,,
2021-05-24 10:00:00,2021-05-24 11:00:00,,50.23,10.72,4.01,14.73,12.55,0.74,,,,,,
2021-05-24 11:00:00,2021-05-24 12:00:00,,59.19,10.51,4.19,14.7,12.82,0.99,,,,,,
2021-05-24 12:00:00,2021-05-24 13:00:00,,80.25,10.55,3.73,14.29,9.92,0.66,,,,,,
2021-05-24 13:00:00,2021-05-24 14:00:00,,112.26,11.22,3.82,15.04,10.76,0.65,,,,,,
2021-05-24 14:00:00,2021-05-24 15:00:00,,102.17,11.56,3.47,15.03,11.82,0.55,,,,,,
2021-05-24 15:00:00,2021-05-24 16:00:00,,77.81,11.55,3.42,14.98,15.72,0.62,,,,,,
2021-05-24 16:00:00,2021-05-24 17:00:00,,57.37,11.5,2.98,14.48,15.44,0.65,,,,,,
2021-05-24 17:00:00,2021-05-24 18:00:00,,88.41,11.43,2.91,14.34,21.19,0.82,,,,,,
2021-05-24 18:00:00,2021-05-24 19:00:00,,113.19,11.89,2.56,14.46,15.34,0.5,,,,,,
2021-05-24 19:00:00,2021-05-24 20:00:00,,94.34,12.12,2.54,14.67,18.96,0.58,,,,,,
2021-05-24 20:00:00,2021-05-24 21:00:00,,85.14,12.02,2.47,14.49,11.17,0.36,,,,,,
2021-05-24 21:00:00,2021-05-24 22:00:00,,95.55,12.01,2.36,14.37,9.16,0.51,,,,,,
2021-05-24 22:00:00,2021-05-24 23:00:00,,108.74,12.2,2.38,14.59,16.8,0.64,,,,,,
2021-05-24 23:00:00,2021-05-25 00:00:00,,120.62,12.37,2.42,14.79,13.16,0.65,,,,,,
2021-05-25 00:00:00,2021-05-25 01:00:00,,124.41,12.64,2.45,15.1,5.79,0.64,,,,,,
2021-05-25 01:00:00,2021-05-25 02:00:00,,118.19,12.45,2.48,14.92,1.3,0.64,,,,,,
2021-05-25 02:00:00,2021-05-25 03:00:00,,114.83,12.9,2.56,15.45,0.83,0.36,,,,,,
2021-05-25 03:00:00,2021-05-25 04:00:00,,119.25,12.2,2.9,15.1,,0.26,,,,,,
2021-05-25 04:00:00,2021-05-25 05:00:00,,109.55,12.07,2.82,14.89,0.2,0.57,,,,,,
2021-05-25 05:00:00,2021-05-25 06:00:00,,93.84,12.26,2.91,15.16,,0.69,,,,,,
2021-05-25 06:00:00,2021-05-25 07:00:00,,94.81,11.85,3.62,15.47,6.85,0.58,,,,,,
2021-05-25 07:00:00,2021-05-25 08:00:00,,111.65,11.7,3.24,14.95,1.83,0.28,,,,,,
2021-05-25 08:00:00,2021-05-25 09:00:00,,120.19,11.44,3.19,14.64,13.06,0.29,,,,,,
2021-05-25 09:00:00,2021-05-25 10:00:00,,110.51,11.49,3.4,14.89,12.89,0.24,,,,,,
2021-05-25 10:00:00,2021-05-25 11:00:00,,92.88,11.33,3.2,14.54,10.0,0.58,,,,,,
2021-05-25 11:00:00,2021-05-25 12:00:00,,94.72,11.01,3.33,14.35,10.4,0.68,,,,,,
2021-05-25 12:00:00,2021-05-25 13:00:00,,92.75,11.43,3.25,14.68,10.77,0.72,,,,,,
2021-05-25 13:00:00,2021-05-25 14:00:00,,76.37,11.35,3.03,14.38,12.46,0.76,,,,,,
2021-05-25 14:00:00,2021-05-25 15:00:00,,82.37,11.5,2.75,14.25,14.9,0.49,,,,,,
2021-05-25 15:00:00,2021-05-25 16:00:00,,77.48,11.45,2.88,14.32,21.69,0.52,,,,,,
2021-05-25 16:00:00,2021-05-25 17:00:00,,78.05,12.3,2.01,14.31,31.68,0.63,,,,,,
2021-05-25 17:00:00,2021-05-25 18:00:00,,75.86,11.87,1.93,13.8,39.02,0.67,,,,,,
2021-05-25 18:00:00,2021-05-25 19:00:00,,65.08,12.53,1.87,14.41,6.99,0.8,,,,,,
2021-05-25 19:00:00,2021-05-25 20:00:00,,62.23,12.7,1.33,14.02,13.25,0.94,,,,,,
2021-05-25 20:00:00,2021-05-25 21:00:00,,76.64,13.41,1.35,14.77,9.96,0.74,,,,,,
2021-05-25 21:00:00,2021-05-25 22:00:00,,129.83,13.64,1.44,15.08,7.79,0.77,,,,,,
2021-05-25 22:00:00,2021-05-25 23:00:00,,169.92,13.78,1.02,14.8,9.85,0.66,,,,,,
2021-05-25 23:00:00,2021-05-26 00:00:00,,150.18,13.19,1.16,14.35,6.1,0.88,,,,,,
2021-05-26 00:00:00,2021-05-26 01:00:00,,141.76,13.24,1.69,14.92,7.38,0.67,,,,,,
2021-05-26 01:00:00,2021-05-26 02:00:00,,180.7,13.82,1.24,15.06,0.9,0.53,,,,,,
2021-05-26 02:00:00,2021-05-26 03:00:00,,171.37,13.0,2.08,15.08,6.87,0.46,,,,,,
2021-05-26 03:00:00,2021-05-26 04:00:00,,178.64,13.34,1.75,15.09,0.17,0.46,,,,,,
2021-05-26 04:00:00,2021-05-26 05:00:00,,185.78,12.96,1.82,14.79,4.14,0.54,,,,,,
2021-05-26 05:00:00,2021-05-26 06:00:00,,175.17,12.84,2.25,15.1,,0.64,,,,,,
2021-05-26 06:00:00,2021-05-26 07:00:00,,154.87,12.27,2.46,14.74,7.48,0.39,,,,,,
2021-05-26 07:00:00,2021-05-26 08:00:00,,141.12,12.43,2.95,15.38,1.45,0.53,,,,,,
2021-05-26 08:00:00,2021-05-26 09:00:00,,175.2,11.94,2.88,14.81,24.91,0.61,,,,,,
2021-05-26 09:00:00,2021-05-26 10:00:00,,152.0,12.13,2.75,14.89,24.47,0.58,,,,,,
2021-05-26 10:00:00,2021-05-26 11:00:00,,110.45,11.69,2.88,14.57,10.78,0.64,,,,,,
2021-05-26 11:00:00,2021-05-26 12:00:00,,75.26,11.64,2.74,14.39,10.15,0.71,,,,,,
2021-05-26 12:00:00,2021-05-26 13:00:00,,49.37,12.21,2.67,14.88,11.42,0.58,,,,,,
2021-05-26 13:00:00,2021-05-26 14:00:00,,43.53,11.73,2.81,14.54,12.84,0.55,,,,,,
2021-05-26 14:00:00,2021-05-26 15:00:00,,42.11,11.57,2.75,14.32,1.03,0.55,,,,,,
2021-05-26 15:00:00,2021-05-26 16:00:00,,40.67,12.7,1.56,14.25,5.15,0.5,,,,,,
2021-05-26 16:00:00,2021-05-26 17:00:00,,37.5,12.4,1.43,13.83,27.76,0.66,,,,,,
2021-05-26 17:00:00,2021-05-26 18:00:00,,32.38,12.79,1.13,13.81,36.61,0.89,,,,,,
2021-05-26 18:00:00,2021-05-26 19:00:00,,32.95,12.81,1.55,14.36,16.34,0.7,,,,,,
2021-05-26 19:00:00,2021-05-26 20:00:00,,42.33,13.66,1.43,14.95,20.38,0.83,,,,,,
2021-05-26 20:00:00,2021-05-26 21:00:00,,86.32,14.11,0.65,14.77,9.02,0.59,,,,,,
2021-05-26 21:00:00,2021-05-26 22:00:00,,143.38,13.75,0.45,14.19,5.82,0.52,,,,,,
2021-05-26 22:00:00,2021-05-26 23:00:00,,166.74,14.15,0.8,14.86,9.05,0.54,,,,,,
2021-05-26 23:00:00,2021-05-27 00:00:00,,235.28,14.08,0.94,15.01,3.52,0.61,,,,,,
2021-05-27 00:00:00,2021-05-27 01:00:00,,313.86,13.93,0.72,14.66,8.61,0.42,,,,,,
2021-05-27 01:00:00,2021-05-27 02:00:00,,292.38,14.24,1.27,15.51,1.75,0.27,,,,,,
2021-05-27 02:00:00,2021-05-27 03:00:00,,240.82,13.64,1.37,15.02,4.56,0.66,,,,,,
2021-05-27 03:00:00,2021-05-27 04:00:00,,184.12,14.2,1.93,16.14,0.02,0.65,,,,,,
2021-05-27 04:00:00,2021-05-27 05:00:00,,149.39,14.13,1.93,16.06,3.68,0.51,,,,,,
2021-05-27 05:00:00,2021-05-27 06:00:00,,128.67,13.12,1.63,14.74,,0.51,,,,,,
2021-05-27 06:00:00,2021-05-27 07:00:00,,113.86,13.02,1.82,14.85,6.32,0.58,,,,,,
2021-05-27 07:00:00,2021-05-27 08:00:00,,118.72,12.25,2.42,14.68,0.99,0.54,,,,,,
2021-05-27 08:00:00,2021-05-27 09:00:00,,131.1,12.9,2.32,15.22,18.42,0.29,,,,,,
2021-05-27 09:00:00,2021-05-27 10:00:00,,111.94,11.78,2.63,14.42,17.04,0.13,,,,,,
2021-05-27 10:00:00,2021-05-27 11:00:00,,88.56,12.04,2.71,14.75,14.55,0.39,,,,,,
2021-05-27 11:00:00,2021-05-27 12:00:00,,71.06,11.95,1.94,13.89,15.57,0.4,,,,,,
2021-05-27 12:00:00,2021-05-27 13:00:00,,53.62,12.58,2.31,14.9,0.03,0.48,,,,,,
2021-05-27 13:00:00,2021-05-27 14:00:00,,50.77,12.79,1.92,14.71,0.2,0.26,,,,,,
2021-05-27 14:00:00,2021-05-27 15:00:00,,52.76,12.14,2.12,14.26,15.08,0.55,,,,,,
2021-05-27 15:00:00,2021-05-27 16:00:00,,58.76,12.78,2.16,14.94,22.39,0.61,,,,,,
2021-05-27 16:00:00,2021-05-27 17:00:00,,60.67,13.26,1.41,14.67,16.76,0.66,,,,,,
2021-05-27 17:00:00,2021-05-27 18:00:00,,56.95,13.43,1.3,14.72,25.14,0.95,,,,,,
2021-05-27 18:00:00,2021-05-27 19:00:00,,54.15,13.75,0.6,14.34,15.59,0.49,,,,,,
2021-05-27 19:00:00,2021-05-27 20:00:00,,58.57,14.97,0.69,15.28,19.64,0.78,,,,,,
2021-05-27 20:00:00,2021-05-27 21:00:00,,136.01,14.92,0.15,14.86,10.75,0.55,,,,,,
2021-05-27 21:00:00,2021-05-27 22:00:00,,198.74,15.0,0.1,14.71,7.32,0.57,,,,,,
2021-05-27 22:00:00,2021-05-27 23:00:00,,197.79,15.27,0.2,15.09,9.46,1.58,,,,,,
2021-05-27 23:00:00,2021-05-28 00:00:00,,167.44,,,,5.74,1.88,,,,,,
2021-05-28 00:00:00,2021-05-28 01:00:00,,121.56,,,,8.4,0.59,,,,,,
2021-05-28 01:00:00,2021-05-28 02:00:00,,91.99,,,,5.51,0.72,,,,,,
2021-05-28 02:00:00,2021-05-28 03:00:00,,79.22,,,,9.71,0.62,,,,,,
2021-05-28 03:00:00,2021-05-28 04:00:00,,69.61,,,,3.29,0.79,,,,,,
2021-05-28 04:00:00,2021-05-28 05:00:00,,61.5,,,,7.07,0.67,,,,,,
2021-05-28 05:00:00,2021-05-28 06:00:00,,51.47,,,,0.94,0.73,,,,,,
2021-05-28 06:00:00,2021-05-28 07:00:00,,46.12,147.97,,5.03,7.09,0.58,,,,,,
2021-05-28 07:00:00,2021-05-28 08:00:00,,45.83,9.39,,3.91,0.73,0.39,,,,,,
2021-05-28 08:00:00,2021-05-28 09:00:00,,52.03,16.54,,9.23,5.06,0.25,,,,,,
2021-05-28 09:00:00,2021-05-28 10:00:00,,57.61,19.19,,14.59,0.12,0.28,,,,,,
2021-05-28 10:00:00,2021-05-28 11:00:00,,65.09,18.19,0.1,14.87,12.64,0.63,,,,,,
2021-05-28 11:00:00,2021-05-28 12:00:00,,65.37,18.31,0.08,14.95,13.26,0.4,,,,,,
2021-05-28 12:00:00,2021-05-28 13:00:00,,55.9,17.45,0.07,14.47,11.17,0.65,,,,,,
2021-05-28 13:00:00,2021-05-28 14:00:00,,48.27,18.52,,14.57,14.19,0.67,,,,,,
2021-05-28 14:00:00,2021-05-28 15:00:00,,38.17,18.24,,14.13,14.67,0.47,,,,,,
2021-05-28 15:00:00,2021-05-28 16:00:00,,28.07,18.18,,13.66,20.4,0.34,,,,,,
2021-05-28 16:00:00,2021-05-28 17:00:00,,32.75,20.46,,14.68,,0.73,,,,,,
2021-05-28 17:00:00,2021-05-28 18:00:00,,38.73,20.1,,14.91,0.01,0.79,,,,,,
2021-05-28 18:00:00,2021-05-28 19:00:00,,37.3,20.72,,15.05,16.88,0.72,,,,,,
2021-05-28 19:00:00,2021-05-28 20:00:00,,52.8,21.13,,14.34,18.65,0.88,,,,,,
2021-05-28 20:00:00,2021-05-28 21:00:00,,93.81,20.62,,13.63,9.88,0.44,,,,,,
2021-05-28 21:00:00,2021-05-28 22:00:00,,144.8,20.96,,14.92,7.71,0.45,,,,,,
2021-05-28 22:00:00,2021-05-28 23:00:00,,168.11,21.86,0.08,15.62,8.76,0.64,,,,,,
2021-05-28 23:00:00,2021-05-29 00:00:00,,145.19,21.15,,14.44,6.05,0.57,,,,,,
2021-05-29 00:00:00,2021-05-29 01:00:00,,102.1,21.65,,15.26,12.69,0.57,,,,,,
2021-05-29 01:00:00,2021-05-29 02:00:00,,73.89,21.06,,13.57,6.14,0.58,,,,,,
2021-05-29 02:00:00,2021-05-29 03:00:00,,60.14,21.15,0.02,15.18,8.6,0.66,,,,,,
2021-05-29 03:00:00,2021-05-29 04:00:00,,56.18,21.67,,15.83,1.31,0.74,,,,,,
2021-05-29 04:00:00,2021-05-29 05:00:00,,47.48,21.23,,15.62,10.14,0.47,,,,,,
2021-05-29 05:00:00,2021-05-29 06:00:00,,44.89,20.48,,15.13,2.17,0.5,,,,,,
2021-05-29 06:00:00,2021-05-29 07:00:00,,47.62,19.52,,14.92,1.85,0.77,,,,,,
2021-05-29 07:00:00,2021-05-29 08:00:00,,52.42,19.07,,14.6,,0.79,,,,,,
2021-05-29 08:00:00,2021-05-29 09:00:00,,48.19,18.48,,14.52,2.88,0.47,,,,,,
2021-05-29 09:00:00,2021-05-29 10:00:00,,50.24,17.92,,15.4,0.05,0.47,,,,,,
2021-05-29 10:00:00,2021-05-29 11:00:00,,52.08,17.72,0.11,14.67,9.82,0.54,,,,,,
2021-05-29 11:00:00,2021-05-29 12:00:00,,47.52,17.7,0.16,14.32,9.04,0.56,,,,,,
2021-05-29 12:00:00,2021-05-29 13:00:00,,47.8,,,,13.65,0.39,,,,,,
2021-05-29 13:00:00,2021-05-29 14:00:00,,48.82,,,,15.49,0.41,,,,,,
2021-05-29 14:00:00,2021-05-29 15:00:00,,46.23,,,,12.43,0.8,,,,,,
2021-05-29 15:00:00,2021-05-29 16:00:00,,41.87,,,,16.23,1.18,,,,,,
2021-05-29 16:00:00,2021-05-29 17:00:00,,46.73,,,,14.6,1.0,,,,,,
2021-05-29 17:00:00,2021-05-29 18:00:00,,56.47,,,,19.11,1.44,,,,,,
2021-05-29 18:00:00,2021-05-29 19:00:00,,78.38,,,,11.97,0.54,,,,,,
2021-05-29 19:00:00,2021-05-29 20:00:00,,125.68,,,,11.37,0.54,,,,,,
2021-05-29 20:00:00,2021-05-29 21:00:00,,131.04,,,,11.5,0.47,,,,,,
2021-05-29 21:00:00,2021-05-29 22:00:00,,120.33,,,,8.54,0.45,,,,,,
2021-05-29 22:00:00,2021-05-29 23:00:00,,300.28,,,,1.76,0.54,,,,,,
2021-05-29 23:00:00,2021-05-30 00:00:00,,303.99,,,,,0.44,,,,,,
2021-05-30 00:00:00,2021-05-30 01:00:00,,159.52,,,,8.81,0.55,,,,,,
2021-05-30 01:00:00,2021-05-30 02:00:00,,102.22,,,,1.87,0.33,,,,,,
2021-05-30 02:00:00,2021-05-30 03:00:00,,76.55,20.25,0.01,14.7,5.78,0.41,,,,,,
2021-05-30 03:00:00,2021-05-30 04:00:00,,66.15,19.0,,15.04,,0.33,,,,,,
2021-05-30 04:00:00,2021-05-30 05:00:00,,51.73,19.41,,15.05,5.1,0.22,,,,,,
2021-05-30 05:00:00,2021-05-30 06:00:00,,39.52,19.9,,16.34,0.01,0.02,,,,,,
2021-05-30 06:00:00,2021-05-30 07:00:00,,58.13,19.41,,16.14,6.06,0.42,,,,,,
2021-05-30 07:00:00,2021-05-30 08:00:00,,65.39,18.38,,15.49,0.11,0.17,,,,,,
2021-05-30 08:00:00,2021-05-30 09:00:00,,52.17,18.82,0.09,14.31,7.82,0.61,,,,,,
2021-05-30 09:00:00,2021-05-30 10:00:00,,41.59,19.35,0.08,15.82,1.59,0.49,,,,,,
2021-05-30 10:00:00,2021-05-30 11:00:00,,38.83,17.62,0.08,13.78,0.3,0.48,,,,,,
2021-05-30 11:00:00,2021-05-30 12:00:00,,34.33,17.29,,14.02,,0.42,,,,,,
2021-05-30 12:00:00,2021-05-30 13:00:00,,28.04,17.23,0.22,15.38,12.48,0.62,,,,,,
2021-05-30 13:00:00,2021-05-30 14:00:00,,32.14,17.37,,15.31,14.4,0.57,,,,,,
2021-05-30 14:00:00,2021-05-30 15:00:00,,32.52,16.78,,14.18,10.12,0.55,,,,,,
2021-05-30 15:00:00,2021-05-30 16:00:00,,27.41,17.42,,15.39,12.23,0.62,,,,,,
2021-05-30 16:00:00,2021-05-30 17:00:00,,28.28,17.78,,15.19,4.46,0.64,,,,,,
2021-05-30 17:00:00,2021-05-30 18:00:00,,28.06,17.76,,14.64,8.64,0.69,,,,,,
2021-05-30 18:00:00,2021-05-30 19:00:00,,34.45,18.18,0.05,14.82,18.3,0.61,,,,,,
2021-05-30 19:00:00,2021-05-30 20:00:00,,41.92,18.14,,14.58,19.49,0.73,,,,,,
2021-05-30 20:00:00,2021-05-30 21:00:00,,87.73,18.68,,14.61,16.61,0.46,,,,,,
2021-05-30 21:00:00,2021-05-30 22:00:00,,110.37,19.45,,15.55,17.0,0.51,,,,,,
2021-05-30 22:00:00,2021-05-30 23:00:00,,96.72,21.4,,15.71,14.52,0.49,,,,,,
2021-05-30 23:00:00,2021-05-31 00:00:00,,80.61,20.77,,15.92,11.9,0.54,,,,,,
2021-05-31 00:00:00,2021-05-31 01:00:00,,82.49,19.85,,16.88,6.22,0.58,,,,,,
2021-05-31 01:00:00,2021-05-31 02:00:00,,74.81,19.44,,15.31,0.64,0.61,,,,,,
2021-05-31 02:00:00,2021-05-31 03:00:00,,59.85,19.76,,16.51,7.85,0.61,,,,,,
2021-05-31 03:00:00,2021-05-31 04:00:00,,58.61,19.0,,15.74,1.89,0.57,,,,,,
2021-05-31 04:00:00,2021-05-31 05:00:00,,54.97,18.26,,15.43,8.92,0.57,,,,,,
2021-05-31 05:00:00,2021-05-31 06:00:00,,54.46,18.32,,15.61,1.62,0.65,,,,,,
2021-05-31 06:00:00,2021-05-31 07:00:00,,59.82,17.73,,15.21,5.33,0.46,,,,,,
2021-05-31 07:00:00,2021-05-31 08:00:00,,69.17,18.26,0.18,15.83,0.58,0.39,,,,,,
2021-05-31 08:00:00,2021-05-31 09:00:00,,71.21,17.55,0.01,14.36,12.63,0.43,,,,,,
2021-05-31 09:00:00,2021-05-31 10:00:00,,67.97,17.93,,14.58,11.21,0.43,,,,,,
2021-05-31 10:00:00,2021-05-31 11:00:00,,57.18,18.68,0.07,14.59,6.51,0.56,,,,,,
2021-05-31 11:00:00,2021-05-31 12:00:00,,,,,,10.26,0.56,,,,,,
2021-05-31 12:00:00,2021-05-31 13:00:00,6.4,24.3,29.45,0.15,15.19,12.15,0.39,,,,,,
2021-05-31 13:00:00,2021-05-31 14:00:00,,,42.74,1.35,27.99,10.59,0.55,,,,,,
2021-05-31 14:00:00,2021-05-31 15:00:00,,,,,,,,,,,,,
2021-05-31 15:00:00,2021-05-31 16:00:00,0.25,134.59,29.92,,19.15,30.81,1.83,,,,,,
2021-05-31 16:00:00,2021-05-31 17:00:00,,392.21,29.62,,15.78,11.25,2.08,,,,,,
2021-05-31 17:00:00,2021-05-31 18:00:00,,560.22,28.28,,15.27,8.99,2.31,,,,,,
2021-05-31 18:00:00,2021-05-31 19:00:00,,419.64,29.39,,14.33,0.11,2.44,,,,,,
2021-05-31 19:00:00,2021-05-31 20:00:00,,281.3,27.66,,13.52,0.11,2.62,,,,,,
2021-05-31 20:00:00,2021-05-31 21:00:00,,530.79,29.45,,15.23,10.21,2.59,,,,,,
2021-05-31 21:00:00,2021-05-31 22:00:00,,645.96,29.43,,15.44,3.13,2.47,,,,,,
2021-05-31 22:00:00,2021-05-31 23:00:00,,400.76,29.11,,16.22,7.19,2.29,,,,,,
2021-05-31 23:00:00,2021-06-01 00:00:00,,232.29,28.84,,16.88,0.25,2.34,,,,,,
2021-06-01 00:00:00,2021-06-01 01:00:00,,116.44,27.65,,15.62,4.51,0.59,,,,,,
2021-06-01 01:00:00,2021-06-01 02:00:00,,69.57,27.0,,15.81,,0.26,,,,,,
2021-06-01 02:00:00,2021-06-01 03:00:00,,46.98,27.45,,16.8,4.61,0.53,,,,,,
2021-06-01 03:00:00,2021-06-01 04:00:00,,34.16,26.11,,15.59,,0.4,,,,,,
2021-06-01 04:00:00,2021-06-01 05:00:00,,34.05,26.19,,15.39,20.23,0.52,,,,,,
2021-06-01 05:00:00,2021-06-01 06:00:00,,45.23,25.52,,16.06,7.65,0.42,,,,,,
2021-06-01 06:00:00,2021-06-01 07:00:00,,48.74,24.68,,15.78,4.36,0.53,,,,,,
2021-06-01 07:00:00,2021-06-01 08:00:00,,38.99,24.36,,16.3,,0.38,,,,,,
2021-06-01 08:00:00,2021-06-01 09:00:00,,35.49,23.98,,15.23,9.73,0.52,,,,,,
2021-06-01 09:00:00,2021-06-01 10:00:00,,35.35,24.18,,16.09,5.91,0.16,,,,,,
2021-06-01 10:00:00,2021-06-01 11:00:00,,28.68,22.95,,15.12,9.73,0.4,,,,,,
2021-06-01 11:00:00,2021-06-01 12:00:00,,31.32,23.09,,14.89,6.04,0.38,,,,,,
2021-06-01 12:00:00,2021-06-01 13:00:00,,33.98,22.52,,14.65,12.05,0.68,,,,,,
2021-06-01 13:00:00,2021-06-01 14:00:00,,34.89,23.05,,15.54,10.88,0.61,,,,,,
2021-06-01 14:00:00,2021-06-01 15:00:00,,36.5,22.12,,14.83,12.0,0.76,,,,,,
2021-06-01 15:00:00,2021-06-01 16:00:00,,37.28,22.77,,15.33,12.59,0.78,,,,,,
2021-06-01 16:00:00,2021-06-01 17:00:00,,36.91,22.7,,15.54,1.96,0.53,,,,,,
2021-06-01 17:00:00,2021-06-01 18:00:00,,31.87,22.12,,15.12,2.65,0.59,,,,,,
2021-06-01 18:00:00,2021-06-01 19:00:00,,24.37,23.81,,16.25,17.03,0.66,,,,,,
2021-06-01 19:00:00,2021-06-01 20:00:00,,36.27,22.24,,13.49,17.75,0.66,,,,,,
2021-06-01 20:00:00,2021-06-01 21:00:00,,63.3,23.84,,14.89,10.62,0.78,,,,,,
2021-06-01 21:00:00,2021-06-01 22:00:00,,94.48,23.28,,14.41,8.36,0.78,,,,,,
2021-06-01 22:00:00,2021-06-01 23:00:00,,99.82,23.41,,14.7,10.53,0.5,,,,,,
2021-06-01 23:00:00,2021-06-02 00:00:00,,132.63,24.21,,15.55,7.57,0.45,,,,,,
2021-06-02 00:00:00,2021-06-02 01:00:00,,183.81,23.89,,15.81,10.63,0.5,,,,,,
2021-06-02 01:00:00,2021-06-02 02:00:00,,135.27,23.28,,14.59,5.27,0.54,,,,,,
2021-06-02 02:00:00,2021-06-02 03:00:00,,106.23,24.19,,15.98,12.66,0.56,,,,,,
2021-06-02 03:00:00,2021-06-02 04:00:00,,85.0,23.41,,16.2,7.7,0.52,,,,,,
2021-06-02 04:00:00,2021-06-02 05:00:00,,99.0,23.59,,16.81,9.25,0.59,,,,,,
2021-06-02 05:00:00,2021-06-02 06:00:00,,114.31,23.29,,16.08,3.51,0.52,,,,,,
2021-06-02 06:00:00,2021-06-02 07:00:00,,111.66,23.16,,16.08,4.7,0.51,,,,,,
2021-06-02 07:00:00,2021-06-02 08:00:00,,125.04,22.55,,15.82,0.98,0.4,,,,,,
2021-06-02 08:00:00,2021-06-02 09:00:00,,124.63,21.43,,15.11,11.36,0.66,,,,,,
2021-06-02 09:00:00,2021-06-02 10:00:00,,94.53,21.56,,15.04,11.18,0.62,,,,,,
2021-06-02 10:00:00,2021-06-02 11:00:00,,76.65,21.53,,14.89,11.47,0.64,,,,,,
2021-06-02 11:00:00,2021-06-02 12:00:00,,60.85,21.54,,14.67,10.93,0.71,,,,,,
2021-06-02 12:00:00,2021-06-02 13:00:00,,37.53,21.32,,14.79,9.72,0.66,,,,,,
2021-06-02 13:00:00,2021-06-02 14:00:00,,38.97,22.2,,15.16,9.45,0.71,,,,,,
2021-06-02 14:00:00,2021-06-02 15:00:00,,44.97,22.6,,15.1,10.78,0.64,,,,,,
2021-06-02 15:00:00,2021-06-02 16:00:00,,35.65,21.85,,14.25,15.21,0.76,,,,,,
2021-06-02 16:00:00,2021-06-02 17:00:00,,29.48,22.76,,14.98,14.46,0.39,,,,,,
2021-06-02 17:00:00,2021-06-02 18:00:00,,35.94,22.5,,14.8,19.6,0.54,,,,,,
2021-06-02 18:00:00,2021-06-02 19:00:00,,45.85,23.54,,15.49,10.53,0.75,,,,,,
2021-06-02 19:00:00,2021-06-02 20:00:00,,53.36,24.95,,16.19,10.73,0.95,,,,,,
2021-06-02 20:00:00,2021-06-02 21:00:00,,51.16,23.89,,14.63,10.21,0.72,,,,,,
2021-06-02 21:00:00,2021-06-02 22:00:00,,49.9,24.62,,15.69,11.41,0.8,,,,,,
2021-06-02 22:00:00,2021-06-02 23:00:00,,42.81,24.39,,15.14,15.89,0.49,,,,,,
2021-06-02 23:00:00,2021-06-03 00:00:00,,42.67,24.11,,14.53,13.44,0.48,,,,,,
2021-06-03 00:00:00,2021-06-03 01:00:00,,89.84,24.79,,15.32,2.72,0.53,,,,,,
2021-06-03 01:00:00,2021-06-03 02:00:00,,154.81,25.21,,15.86,0.35,0.53,,,,,,
2021-06-03 02:00:00,2021-06-03 03:00:00,,152.64,24.36,,15.32,27.17,0.64,,,,,,
2021-06-03 03:00:00,2021-06-03 04:00:00,,122.26,24.15,,15.32,21.29,0.58,,,,,,
2021-06-03 04:00:00,2021-06-03 05:00:00,,100.92,24.32,,16.2,17.63,0.44,,,,,,
2021-06-03 05:00:00,2021-06-03 06:00:00,,79.71,23.26,,15.04,11.57,0.49,,,,,,
2021-06-03 06:00:00,2021-06-03 07:00:00,,72.06,23.81,,16.09,3.52,0.68,,,,,,
2021-06-03 07:00:00,2021-06-03 08:00:00,,68.94,22.98,,14.77,0.07,0.6,,,,,,
2021-06-03 08:00:00,2021-06-03 09:00:00,,73.64,23.62,,16.13,1.79,0.62,,,,,,
2021-06-03 09:00:00,2021-06-03 10:00:00,,64.09,22.86,,15.15,0.37,0.67,,,,,,
2021-06-03 10:00:00,2021-06-03 11:00:00,,48.46,23.15,,15.61,9.63,0.72,,,,,,
2021-06-03 11:00:00,2021-06-03 12:00:00,,51.87,22.9,,15.62,5.92,0.73,,,,,,
2021-06-03 12:00:00,2021-06-03 13:00:00,,65.41,22.74,,14.97,8.38,0.54,,,,,,
2021-06-03 13:00:00,2021-06-03 14:00:00,,74.6,21.6,,14.62,4.76,0.48,,,,,,
2021-06-03 14:00:00,2021-06-03 15:00:00,,65.02,22.16,,15.05,9.3,0.64,,,,,,
2021-06-03 15:00:00,2021-06-03 16:00:00,,57.52,21.57,,14.91,10.15,0.56,,,,,,
2021-06-03 16:00:00,2021-06-03 17:00:00,,59.03,21.75,,14.79,22.02,0.6,,,,,,
2021-06-03 17:00:00,2021-06-03 18:00:00,,52.99,21.66,,14.58,22.18,0.57,,,,,,
2021-06-03 18:00:00,2021-06-03 19:00:00,,55.32,22.29,,14.96,11.8,0.53,,,,,,
2021-06-03 19:00:00,2021-06-03 20:00:00,,73.55,23.24,,16.12,10.83,0.48,,,,,,
2021-06-03 20:00:00,2021-06-03 21:00:00,,85.26,23.93,,16.01,10.31,0.62,,,,,,
2021-06-03 21:00:00,2021-06-03 22:00:00,,81.5,23.16,,15.18,8.18,0.61,,,,,,
