From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm),AT (degree C)
2021-07-27 18:00:00,2021-07-27 19:00:00,17.5,91.25,4.67,6.15,5.62,4.62,22.2,0.92,34.55,0.9,3.38,,,33.1,91.75,0.57,137.25,,741.0,,,31.62
2021-07-27 19:00:00,2021-07-27 20:00:00,17.75,81.25,1.3,4.08,1.0,8.65,22.25,1.05,36.71,0.93,3.58,,,33.75,92.5,0.57,146.25,,741.0,,,31.55
2021-07-27 20:00:00,2021-07-27 21:00:00,24.0,89.0,2.9,9.95,4.87,5.4,22.7,1.06,26.39,1.0,3.92,,,33.67,95.5,0.58,97.0,,741.0,,,31.17
2021-07-27 21:00:00,2021-07-27 22:00:00,26.75,94.25,3.9,9.6,2.83,6.0,22.28,0.89,19.85,1.0,4.52,,,33.92,95.75,0.55,85.0,,741.0,,,30.62
2021-07-27 22:00:00,2021-07-27 23:00:00,24.25,68.75,4.2,7.5,3.75,6.03,22.03,0.82,18.99,1.0,5.18,,,33.85,96.0,0.47,120.75,,741.0,,,30.25
2021-07-27 23:00:00,2021-07-28 00:00:00,18.75,47.5,8.9,8.28,7.23,6.5,22.52,0.81,18.77,0.97,5.6,,,33.2,95.25,0.57,86.0,,741.0,,,29.75
2021-07-28 00:00:00,2021-07-28 01:00:00,19.0,33.0,,9.3,1.4,6.5,19.77,0.82,17.89,0.9,5.55,,,33.48,95.5,0.6,133.0,,741.0,,,29.75
2021-07-28 01:00:00,2021-07-28 02:00:00,22.0,30.75,5.57,13.43,7.65,5.85,17.35,0.68,50.59,0.9,5.25,,,34.42,95.25,0.7,238.25,,741.0,,,28.48
2021-07-28 02:00:00,2021-07-28 03:00:00,,5.25,7.1,20.9,16.9,7.2,18.6,0.63,45.49,0.9,4.75,,,34.3,95.25,0.55,244.25,,741.0,,,28.1
2021-07-28 03:00:00,2021-07-28 04:00:00,,3.0,9.77,12.78,12.67,7.3,18.57,0.65,47.01,0.9,4.42,,,33.45,95.25,0.42,261.75,,741.0,,,27.98
2021-07-28 04:00:00,2021-07-28 05:00:00,,,10.75,17.68,14.87,5.87,18.02,0.68,49.41,0.9,4.2,,,33.95,95.75,0.43,198.25,,740.75,,,27.95
2021-07-28 05:00:00,2021-07-28 06:00:00,,,6.42,17.68,14.6,6.47,18.38,0.68,44.54,0.9,4.05,,,33.88,95.75,0.43,183.0,,741.0,,,28.07
2021-07-28 06:00:00,2021-07-28 07:00:00,,,12.4,17.65,9.07,5.2,18.27,0.71,41.27,0.85,3.88,,,34.05,95.5,0.45,179.25,,741.0,,,28.22
2021-07-28 07:00:00,2021-07-28 08:00:00,,2.0,6.3,26.27,14.53,3.28,18.22,0.86,31.79,0.85,3.8,,,34.5,95.0,0.5,144.25,,741.0,,,28.45
2021-07-28 08:00:00,2021-07-28 09:00:00,8.0,8.5,1.7,25.23,8.62,5.55,17.35,0.77,18.07,0.9,3.78,,,33.73,95.25,0.5,93.5,,741.0,,,28.57
2021-07-28 09:00:00,2021-07-28 10:00:00,8.25,26.0,1.3,8.78,4.42,7.0,17.65,0.8,23.32,0.9,3.85,,,33.45,95.25,0.62,100.0,,741.0,,,28.58
2021-07-28 10:00:00,2021-07-28 11:00:00,9.0,20.0,10.5,10.0,10.9,6.2,18.4,0.81,24.92,0.9,3.7,,,33.1,95.5,0.45,128.5,,741.0,,,28.55
2021-07-28 11:00:00,2021-07-28 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-07-28 12:00:00,2021-07-28 13:00:00,,8.0,21.95,25.2,31.25,6.95,15.85,0.56,21.7,0.87,3.33,,,33.17,96.0,0.7,306.25,,741.0,,,28.88
2021-07-28 13:00:00,2021-07-28 14:00:00,6.0,10.5,9.8,24.6,14.07,4.67,17.12,0.39,24.69,0.9,3.73,,,33.65,96.0,0.92,256.5,,741.0,,,29.55
2021-07-28 14:00:00,2021-07-28 15:00:00,6.0,18.25,8.6,25.77,10.28,4.27,17.92,0.44,30.7,0.88,3.48,,,33.77,96.0,0.73,220.25,,741.0,,,30.1
2021-07-28 15:00:00,2021-07-28 16:00:00,6.25,19.25,4.5,25.23,11.05,6.1,18.43,0.84,33.76,0.9,3.38,,,33.58,96.0,0.35,196.75,,741.0,,,30.33
2021-07-28 16:00:00,2021-07-28 17:00:00,6.75,20.5,6.5,21.9,12.68,6.55,18.77,0.8,37.15,0.9,3.3,,,33.67,96.0,0.6,179.75,,741.0,,,30.15
2021-07-28 17:00:00,2021-07-28 18:00:00,6.0,19.5,5.83,18.63,8.18,6.83,18.82,0.82,36.44,0.9,3.25,,,33.48,96.0,0.8,168.5,,741.0,,,29.45
2021-07-28 18:00:00,2021-07-28 19:00:00,5.5,11.0,3.5,21.52,10.97,4.6,18.77,0.8,35.05,0.9,3.22,,,33.4,96.0,0.65,183.25,,741.0,,,29.45
2021-07-28 19:00:00,2021-07-28 20:00:00,3.75,7.75,2.3,15.03,5.55,6.68,18.98,0.82,31.39,0.9,3.2,,,33.4,96.0,0.77,182.25,,741.0,,,29.2
2021-07-28 20:00:00,2021-07-28 21:00:00,3.67,8.25,6.27,15.52,11.12,5.9,20.02,0.81,28.77,0.9,3.2,,,33.65,96.0,0.57,184.75,,741.0,,,29.15
2021-07-28 21:00:00,2021-07-28 22:00:00,5.33,11.75,9.5,19.15,8.1,5.92,18.88,0.91,25.23,0.9,3.2,,,33.75,96.0,0.6,162.5,,741.0,,,29.25
2021-07-28 22:00:00,2021-07-28 23:00:00,7.67,15.5,5.15,12.75,9.07,6.43,18.72,0.92,20.84,0.9,3.28,,,33.52,96.0,0.65,164.5,,741.0,,,29.3
2021-07-28 23:00:00,2021-07-29 00:00:00,12.0,29.25,6.13,12.95,10.3,4.15,18.9,0.74,23.17,0.9,3.3,,,33.8,96.0,0.55,182.75,,741.0,,,29.15
2021-07-29 00:00:00,2021-07-29 01:00:00,15.75,31.25,4.8,12.82,7.27,6.3,18.27,0.81,21.06,0.9,3.3,,,33.8,96.0,0.57,170.25,,741.0,,,29.1
2021-07-29 01:00:00,2021-07-29 02:00:00,18.67,35.25,5.05,11.93,3.38,9.58,18.2,0.81,21.7,0.9,3.28,,,34.38,96.0,0.45,170.5,,741.0,,,29.1
2021-07-29 02:00:00,2021-07-29 03:00:00,20.25,36.0,,30.6,15.1,0.6,19.2,0.82,19.84,0.92,3.33,,,34.05,96.0,0.72,153.0,,741.0,,,29.02
2021-07-29 03:00:00,2021-07-29 04:00:00,21.75,34.25,7.3,11.12,11.37,6.05,18.7,0.84,20.93,0.9,3.2,,,33.82,96.0,0.65,155.0,,741.0,,,28.9
2021-07-29 04:00:00,2021-07-29 05:00:00,24.0,32.25,3.5,12.73,5.65,7.53,17.92,0.85,16.41,0.95,3.2,,,33.68,96.0,0.5,145.75,,741.0,,,28.87
2021-07-29 05:00:00,2021-07-29 06:00:00,21.67,39.75,4.5,16.45,10.3,5.47,18.15,0.86,14.19,1.0,3.2,,,34.12,96.0,0.65,159.5,,741.0,,,28.78
2021-07-29 06:00:00,2021-07-29 07:00:00,18.75,36.0,,7.2,0.4,8.7,17.45,0.92,11.35,0.97,3.2,,,34.35,96.0,0.5,105.25,,741.0,,,28.75
2021-07-29 07:00:00,2021-07-29 08:00:00,27.0,47.0,6.6,10.5,8.0,7.55,19.35,0.95,10.95,1.0,3.3,,,33.88,95.75,0.57,132.5,,741.0,,,29.0
2021-07-29 08:00:00,2021-07-29 09:00:00,32.75,56.75,5.1,11.8,6.12,7.4,19.1,1.06,22.9,0.97,3.55,,,33.65,95.25,0.58,141.5,,741.0,,,29.98
2021-07-29 09:00:00,2021-07-29 10:00:00,28.0,63.75,7.8,8.77,4.45,7.77,19.88,0.95,39.91,1.0,3.85,,,33.25,87.5,0.62,154.5,,741.0,,,31.17
2021-07-29 10:00:00,2021-07-29 11:00:00,14.75,47.0,,4.28,1.3,8.0,19.33,0.82,49.49,1.0,3.83,,,33.88,83.75,0.62,178.25,,741.0,,,31.82
2021-07-29 11:00:00,2021-07-29 12:00:00,10.25,34.75,,13.28,6.5,5.15,18.12,0.76,53.94,0.95,3.75,,,33.77,78.5,0.62,196.0,,741.0,,,32.62
2021-07-29 12:00:00,2021-07-29 13:00:00,8.0,34.0,7.7,5.03,1.57,7.6,17.68,0.74,56.0,0.9,3.5,,,33.73,76.25,0.6,236.75,,741.0,,,33.5
2021-07-29 13:00:00,2021-07-29 14:00:00,8.75,34.5,5.6,13.3,7.42,5.88,18.38,0.76,58.44,0.9,3.35,,,33.75,73.75,0.58,251.0,,741.0,,,34.18
2021-07-29 14:00:00,2021-07-29 15:00:00,12.0,35.75,1.0,7.77,3.57,7.02,18.52,0.76,57.72,0.9,3.2,,,33.65,80.75,0.6,290.0,,741.0,,,33.4
2021-07-29 15:00:00,2021-07-29 16:00:00,15.25,36.0,2.3,6.08,6.0,5.42,17.92,0.84,53.75,0.9,3.1,,,33.7,92.25,0.43,95.25,,741.0,,,32.55
2021-07-29 16:00:00,2021-07-29 17:00:00,16.75,39.75,7.93,10.3,8.1,5.78,17.98,0.93,51.62,0.9,3.1,,,33.83,90.25,0.48,141.0,,741.0,,,32.38
2021-07-29 17:00:00,2021-07-29 18:00:00,19.0,42.0,,,,7.6,18.2,0.97,46.14,0.9,3.1,,,33.4,91.0,0.8,170.0,,741.0,,,31.8
2021-07-29 18:00:00,2021-07-29 19:00:00,26.0,63.0,11.9,4.1,13.7,4.5,18.6,1.77,34.31,0.87,2.83,,,33.25,94.75,0.72,147.5,,741.0,,,31.08
2021-07-29 19:00:00,2021-07-29 20:00:00,25.75,62.0,4.8,4.17,6.5,6.3,20.77,1.53,28.9,1.0,3.7,,,33.5,95.0,0.7,118.25,,741.0,,,30.55
2021-07-29 20:00:00,2021-07-29 21:00:00,22.25,52.0,4.0,4.5,4.07,7.75,22.38,1.23,29.39,1.0,3.77,,,33.58,95.75,0.6,156.25,,741.0,,,29.85
2021-07-29 21:00:00,2021-07-29 22:00:00,14.25,33.25,9.67,9.4,11.37,7.92,21.2,0.83,34.38,1.0,3.72,,,33.7,95.75,0.7,255.75,,741.0,,,29.48
2021-07-29 22:00:00,2021-07-29 23:00:00,11.67,35.5,3.9,15.25,7.35,4.67,20.62,0.66,36.36,1.0,3.58,,,33.92,95.75,0.4,272.75,,741.0,,,29.02
2021-07-29 23:00:00,2021-07-30 00:00:00,5.75,22.25,3.65,17.5,12.27,5.18,20.08,0.67,31.59,1.0,3.48,,,33.77,95.5,0.38,283.25,,741.0,,,28.9
2021-07-30 00:00:00,2021-07-30 01:00:00,7.25,22.25,7.6,17.63,6.77,6.35,21.17,0.77,25.38,0.95,3.4,,,33.73,95.5,0.45,282.25,,741.0,,,28.95
2021-07-30 01:00:00,2021-07-30 02:00:00,4.25,19.25,6.7,16.23,7.62,8.45,21.38,0.72,29.32,0.9,3.4,,,34.22,95.5,0.5,290.0,,741.0,,,28.75
2021-07-30 02:00:00,2021-07-30 03:00:00,1.67,17.25,6.1,23.5,17.5,0.9,22.3,0.68,27.5,0.9,3.33,,,34.27,95.25,0.43,277.5,,741.0,,,28.52
2021-07-30 03:00:00,2021-07-30 04:00:00,1.0,16.75,8.75,20.65,15.63,9.45,21.7,0.72,26.37,0.9,3.22,,,33.73,95.75,0.5,262.25,,741.0,,,28.48
2021-07-30 04:00:00,2021-07-30 05:00:00,,16.5,1.5,19.4,9.87,6.15,21.73,0.77,23.44,0.9,3.2,,,33.8,95.25,0.58,281.25,,741.0,,,28.35
2021-07-30 05:00:00,2021-07-30 06:00:00,1.0,23.75,6.9,20.85,11.2,6.65,21.65,0.75,28.43,0.9,3.27,,,33.9,95.25,0.5,284.75,,741.0,,,28.22
2021-07-30 06:00:00,2021-07-30 07:00:00,1.0,14.75,7.2,22.35,10.08,5.9,21.9,0.77,25.9,0.9,3.2,,,33.7,95.5,0.55,268.25,,741.0,,,28.38
2021-07-30 07:00:00,2021-07-30 08:00:00,4.5,20.0,7.8,22.5,11.18,4.33,21.95,0.82,23.99,0.9,3.2,,,33.7,95.25,0.5,254.5,,741.0,,,28.73
2021-07-30 08:00:00,2021-07-30 09:00:00,13.67,31.5,7.7,23.98,11.63,8.18,21.8,0.85,25.13,0.9,3.2,,,33.85,95.5,0.5,286.5,,741.0,,,29.47
2021-07-30 09:00:00,2021-07-30 10:00:00,11.33,35.25,6.97,20.35,16.55,6.0,21.82,0.86,25.71,0.9,3.12,,,33.73,95.25,0.57,298.0,,741.0,,,30.55
2021-07-30 10:00:00,2021-07-30 11:00:00,12.0,24.0,4.15,20.57,11.27,5.33,22.1,0.83,34.32,0.9,3.1,,,33.63,89.0,0.47,260.33,,741.0,,,32.1
2021-07-30 11:00:00,2021-07-30 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-07-30 12:00:00,2021-07-30 13:00:00,9.0,24.0,,20.2,0.5,9.4,20.9,1.45,48.19,0.7,1.6,,,32.5,71.0,0.9,309.0,,741.0,,,34.3
2021-07-30 13:00:00,2021-07-30 14:00:00,5.0,19.0,8.2,21.2,17.93,6.75,19.38,1.52,46.97,0.8,2.93,,,33.2,79.75,0.75,297.5,,741.0,,,33.47
2021-07-30 14:00:00,2021-07-30 15:00:00,5.25,18.75,9.3,24.95,13.45,6.3,18.05,1.25,53.43,0.8,2.9,,,33.73,73.5,1.0,300.25,,741.0,,,34.55
2021-07-30 15:00:00,2021-07-30 16:00:00,4.33,17.75,6.2,14.03,10.1,8.47,18.52,1.08,51.72,0.8,2.8,,,33.83,77.5,0.77,252.75,,741.0,,,34.1
2021-07-30 16:00:00,2021-07-30 17:00:00,4.0,19.0,1.2,12.77,6.05,7.25,19.35,1.06,41.01,0.8,2.75,,,33.55,95.5,0.8,125.25,,741.0,,,30.38
2021-07-30 17:00:00,2021-07-30 18:00:00,11.75,23.75,4.67,19.38,12.72,5.75,19.05,1.06,34.55,0.8,2.75,,,33.62,96.0,0.38,206.5,,741.0,,,30.75
2021-07-30 18:00:00,2021-07-30 19:00:00,9.5,21.25,4.9,11.75,4.1,8.3,19.75,1.13,36.73,0.88,3.0,,,33.53,96.0,0.5,180.5,,741.0,,,30.9
2021-07-30 19:00:00,2021-07-30 20:00:00,15.75,29.75,3.9,12.75,6.72,6.25,19.83,1.51,25.5,0.93,3.3,,,33.8,95.25,0.67,156.5,,741.0,,,31.0
2021-07-30 20:00:00,2021-07-30 21:00:00,23.0,46.75,7.9,12.0,6.97,7.5,20.38,1.67,19.4,1.02,3.77,,,33.75,94.5,0.62,173.25,,741.0,,,31.0
2021-07-30 21:00:00,2021-07-30 22:00:00,22.67,52.25,,17.72,6.8,5.85,20.1,1.14,23.45,1.1,4.0,,,33.5,95.75,0.68,235.0,,741.0,,,30.5
2021-07-30 22:00:00,2021-07-30 23:00:00,13.5,42.5,5.87,11.3,10.77,5.62,19.9,0.93,22.98,1.08,3.75,,,33.77,95.5,0.62,253.0,,741.0,,,30.28
2021-07-30 23:00:00,2021-07-31 00:00:00,10.33,34.5,2.6,17.35,7.87,5.9,19.42,0.83,19.53,1.0,3.65,,,33.77,96.0,0.55,268.5,,741.0,,,30.0
2021-07-31 00:00:00,2021-07-31 01:00:00,5.75,23.75,3.7,14.15,4.62,6.53,20.07,0.65,16.1,1.0,3.55,,,33.9,95.25,0.47,244.5,,741.0,,,29.5
2021-07-31 01:00:00,2021-07-31 02:00:00,2.0,22.75,1.75,15.45,8.3,8.07,19.2,0.67,18.42,1.0,3.5,,,34.35,95.5,0.53,258.75,,741.0,,,29.45
2021-07-31 02:00:00,2021-07-31 03:00:00,2.33,23.75,,4.7,0.4,7.8,19.7,0.72,13.62,0.92,3.4,,,34.42,95.5,0.45,284.75,,741.0,,,29.52
2021-07-31 03:00:00,2021-07-31 04:00:00,3.0,28.5,3.65,17.65,7.88,4.6,19.95,0.74,13.49,0.9,3.38,,,33.83,95.75,0.47,280.75,,741.0,,,29.38
2021-07-31 04:00:00,2021-07-31 05:00:00,3.25,27.0,7.5,14.6,11.43,5.83,19.68,0.74,12.34,0.9,3.3,,,33.7,96.0,0.55,300.5,,741.0,,,29.12
2021-07-31 05:00:00,2021-07-31 06:00:00,4.0,27.0,10.15,20.4,12.35,6.3,19.35,0.73,17.98,0.9,3.3,,,33.8,95.25,0.58,306.0,,741.0,,,29.18
2021-07-31 06:00:00,2021-07-31 07:00:00,3.75,26.25,5.8,26.88,15.95,6.33,19.48,0.73,17.61,0.9,3.27,,,33.65,95.5,0.62,307.5,,741.0,,,29.35
2021-07-31 07:00:00,2021-07-31 08:00:00,5.25,25.25,10.4,23.15,18.23,7.37,19.75,0.76,22.15,0.9,3.2,,,33.48,94.75,0.8,320.0,,741.0,,,30.57
2021-07-31 08:00:00,2021-07-31 09:00:00,10.75,27.5,9.4,24.73,11.22,8.07,19.75,0.75,30.94,0.88,3.08,,,33.85,92.0,0.82,297.75,,741.0,,,31.25
2021-07-31 09:00:00,2021-07-31 10:00:00,7.75,23.0,8.1,25.77,17.05,8.6,20.02,0.78,36.49,0.8,2.95,,,33.88,89.5,0.78,280.75,,741.0,,,31.97
2021-07-31 10:00:00,2021-07-31 11:00:00,9.75,22.25,15.3,27.55,15.78,5.93,20.4,0.73,46.32,0.8,2.85,,,33.08,81.25,0.95,247.0,,741.0,,,33.17
2021-07-31 11:00:00,2021-07-31 12:00:00,10.0,22.25,1.6,23.62,8.7,6.23,19.5,0.74,55.34,0.8,2.68,,,33.67,80.5,0.8,220.25,,741.0,,,33.42
2021-07-31 12:00:00,2021-07-31 13:00:00,13.67,30.0,7.4,16.7,7.78,6.97,19.65,0.79,58.69,0.8,2.6,,,33.62,81.25,0.53,180.5,,741.0,,,33.43
2021-07-31 13:00:00,2021-07-31 14:00:00,17.0,33.0,0.5,18.4,9.2,4.75,19.8,0.81,52.02,0.9,2.6,,,32.95,83.5,0.6,133.5,,741.0,,,33.05
2021-07-31 14:00:00,2021-07-31 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2021-07-31 15:00:00,2021-07-31 16:00:00,17.0,33.0,,,,,,,38.48,0.7,1.3,,,32.4,68.5,0.4,118.5,,741.0,,,35.6
2021-07-31 16:00:00,2021-07-31 17:00:00,,,25.6,24.27,25.93,4.17,17.15,0.61,58.76,0.85,2.83,,,33.3,66.25,0.45,233.0,,741.0,,,36.17
2021-07-31 17:00:00,2021-07-31 18:00:00,,18.0,9.8,8.97,5.12,9.68,17.8,0.68,60.09,0.8,2.85,,,33.25,68.25,0.5,253.5,,741.0,,,35.88
2021-07-31 18:00:00,2021-07-31 19:00:00,6.5,21.25,7.57,11.3,7.4,7.6,19.57,0.64,50.06,0.8,2.8,,,33.35,79.0,0.53,233.5,,741.0,,,34.73
2021-07-31 19:00:00,2021-07-31 20:00:00,11.0,31.0,,,,6.6,,1.89,25.13,0.8,2.0,,,32.3,86.0,0.5,214.5,,741.0,,,33.35
2021-07-31 20:00:00,2021-07-31 21:00:00,29.0,62.0,9.15,6.43,7.85,7.0,19.68,1.99,30.12,0.9,2.9,,,33.08,86.25,0.45,198.0,,741.0,,,33.12
2021-07-31 21:00:00,2021-07-31 22:00:00,30.75,63.5,6.9,11.07,6.97,7.6,21.42,1.84,15.22,0.9,3.1,,,33.78,94.25,0.3,291.25,,741.0,,,32.48
2021-07-31 22:00:00,2021-07-31 23:00:00,35.0,66.25,6.95,11.65,8.0,4.12,20.6,1.61,12.32,1.0,3.23,,,33.97,94.5,0.38,218.75,,741.0,,,32.35
2021-07-31 23:00:00,2021-08-01 00:00:00,32.0,61.0,1.0,9.9,4.7,5.97,20.8,1.41,14.46,1.0,3.33,,,33.6,94.33,0.37,272.0,,741.0,,,32.1
2021-08-01 00:00:00,2021-08-01 01:00:00,27.75,75.25,3.2,14.6,5.93,4.82,20.13,1.04,7.84,1.0,3.4,,,33.73,95.5,0.35,70.25,,741.0,,,31.48
2021-08-01 01:00:00,2021-08-01 02:00:00,30.0,94.75,5.7,8.43,4.12,7.33,20.88,0.94,17.89,1.0,3.4,,,34.17,95.5,0.33,89.0,,741.0,,,31.48
2021-08-01 02:00:00,2021-08-01 03:00:00,30.75,84.25,1.5,4.1,3.4,7.3,21.4,0.78,8.63,1.0,3.4,,,34.3,96.0,0.32,157.25,,741.0,,,31.55
2021-08-01 03:00:00,2021-08-01 04:00:00,33.0,72.75,8.55,10.3,8.53,7.93,21.3,0.79,11.29,1.05,3.48,,,33.67,95.75,0.35,148.25,,741.0,,,31.55
2021-08-01 04:00:00,2021-08-01 05:00:00,33.67,73.75,4.0,14.9,4.3,5.78,20.77,0.81,7.12,1.1,3.5,,,33.65,95.5,0.32,241.75,,741.0,,,31.38
2021-08-01 05:00:00,2021-08-01 06:00:00,25.33,67.75,11.7,10.43,15.07,8.92,20.43,0.52,13.25,1.1,3.55,,,33.6,95.25,1.1,271.0,,741.0,,,29.35
2021-08-01 06:00:00,2021-08-01 07:00:00,6.0,26.0,10.8,31.55,22.1,4.6,19.98,0.29,25.58,0.97,3.1,,,33.27,95.25,0.65,273.0,,741.0,,,27.55
2021-08-01 07:00:00,2021-08-01 08:00:00,,2.0,5.7,24.17,10.3,7.42,20.12,0.36,23.0,0.9,2.95,,,33.33,95.25,0.5,164.5,,741.0,,,27.85
2021-08-01 08:00:00,2021-08-01 09:00:00,,3.25,5.4,25.3,13.4,6.07,20.5,0.44,21.54,0.9,2.93,,,33.15,95.5,0.65,118.0,,741.0,,,27.9
2021-08-01 09:00:00,2021-08-01 10:00:00,5.0,8.5,1.75,10.55,4.87,8.25,20.15,0.5,23.0,0.9,2.9,,,33.48,95.5,0.7,126.5,,741.0,,,28.5
2021-08-01 10:00:00,2021-08-01 11:00:00,6.0,16.5,4.5,4.33,4.9,7.08,21.45,0.68,33.18,0.9,2.88,,,33.92,93.75,0.72,153.25,,741.0,,,29.95
2021-08-01 11:00:00,2021-08-01 12:00:00,8.5,27.75,1.85,11.17,4.95,5.35,21.68,0.6,49.55,0.9,3.1,,,33.77,84.25,0.8,156.25,,741.0,,,31.6
2021-08-01 12:00:00,2021-08-01 13:00:00,7.0,29.5,1.35,7.82,4.13,6.93,21.75,0.49,58.23,0.9,3.0,,,33.35,72.25,0.75,135.5,,741.0,,,33.35
2021-08-01 13:00:00,2021-08-01 14:00:00,6.67,27.0,4.77,3.75,3.93,6.0,21.6,0.4,54.4,0.9,2.88,,,33.55,70.0,0.75,116.0,,741.0,,,33.58
2021-08-01 14:00:00,2021-08-01 15:00:00,5.25,22.75,3.45,4.73,2.9,6.4,21.48,0.42,59.23,0.9,2.75,,,33.88,71.75,0.68,131.0,,741.0,,,33.72
2021-08-01 15:00:00,2021-08-01 16:00:00,3.5,18.75,4.05,5.2,4.72,7.47,21.85,0.42,70.15,0.9,2.65,,,33.98,70.75,0.53,160.25,,741.0,,,34.35
2021-08-01 16:00:00,2021-08-01 17:00:00,5.0,20.75,,4.75,0.6,7.97,22.25,0.48,75.52,0.9,2.7,,,34.08,73.0,0.62,152.5,,741.0,,,34.3
2021-08-01 17:00:00,2021-08-01 18:00:00,4.75,27.5,4.6,4.93,4.5,5.07,21.48,0.47,60.86,0.9,2.7,,,33.77,78.0,0.75,186.5,,741.0,,,33.77
2021-08-01 18:00:00,2021-08-01 19:00:00,6.33,24.5,8.7,4.9,5.95,6.9,22.2,0.52,51.69,0.8,2.7,,,33.73,82.5,0.6,191.75,,741.0,,,32.85
2021-08-01 19:00:00,2021-08-01 20:00:00,13.75,33.0,10.5,2.6,8.2,6.33,22.27,0.71,40.42,0.88,2.78,,,33.8,85.5,0.35,214.75,,741.0,,,32.5
2021-08-01 20:00:00,2021-08-01 21:00:00,20.5,42.0,4.2,11.18,8.22,5.4,22.42,0.66,27.57,0.9,2.9,,,33.88,93.25,0.4,276.5,,741.0,,,31.98
2021-08-01 21:00:00,2021-08-01 22:00:00,16.5,36.0,5.85,3.03,5.4,8.12,22.12,0.67,18.81,0.9,2.98,,,33.85,96.0,0.4,305.25,,741.0,,,31.3
2021-08-01 22:00:00,2021-08-01 23:00:00,19.0,46.25,3.1,7.0,2.75,5.53,22.58,0.71,18.62,0.9,3.0,,,34.05,96.0,0.38,294.75,,741.0,,,31.05
2021-08-01 23:00:00,2021-08-02 00:00:00,20.5,47.0,2.77,11.38,6.2,6.45,23.0,0.64,17.88,0.9,3.05,,,34.02,96.0,0.43,302.25,,741.0,,,30.82
2021-08-02 00:00:00,2021-08-02 01:00:00,18.0,37.5,4.43,8.83,6.73,7.33,19.8,0.89,18.77,0.9,3.07,,,33.9,95.75,0.38,248.5,,741.0,,,30.88
2021-08-02 01:00:00,2021-08-02 02:00:00,14.33,34.25,8.35,7.88,10.98,6.47,18.77,0.84,22.07,0.9,3.05,,,34.3,95.5,0.4,262.75,,741.0,,,30.67
2021-08-02 02:00:00,2021-08-02 03:00:00,12.75,28.75,1.6,15.8,9.7,4.7,19.7,0.56,17.26,0.9,3.02,,,34.48,95.75,0.4,268.25,,741.0,,,30.42
2021-08-02 03:00:00,2021-08-02 04:00:00,11.0,28.0,7.07,13.78,13.73,5.45,18.48,0.58,16.71,0.9,3.02,,,34.22,95.5,0.6,318.5,,741.0,,,30.15
2021-08-02 04:00:00,2021-08-02 05:00:00,8.0,28.25,1.3,17.95,8.65,8.45,18.27,0.57,16.82,0.9,3.07,,,33.7,95.5,0.58,328.5,,741.0,,,30.15
2021-08-02 05:00:00,2021-08-02 06:00:00,10.5,29.25,4.2,23.05,9.67,4.28,17.68,0.6,15.8,0.9,3.07,,,33.67,95.75,0.6,324.25,,741.0,,,29.95
2021-08-02 06:00:00,2021-08-02 07:00:00,10.5,28.75,0.8,18.73,8.22,4.17,17.68,0.56,20.76,0.9,3.08,,,33.88,95.5,0.57,270.25,,741.0,,,29.58
2021-08-02 07:00:00,2021-08-02 08:00:00,8.33,22.25,6.75,15.25,8.55,8.6,18.32,0.53,29.58,0.9,3.05,,,33.9,95.5,0.38,242.5,,741.0,,,29.55
2021-08-02 08:00:00,2021-08-02 09:00:00,6.67,15.5,12.35,20.5,13.05,5.53,18.58,0.57,24.76,0.9,3.0,,,33.4,95.5,0.4,278.75,,741.0,,,30.12
2021-08-02 09:00:00,2021-08-02 10:00:00,6.5,19.75,4.1,19.25,10.97,5.88,18.62,0.59,27.73,0.9,3.0,,,33.77,90.75,0.57,291.25,,741.0,,,31.6
2021-08-02 10:00:00,2021-08-02 11:00:00,8.67,19.25,,16.2,4.78,6.72,18.95,0.53,38.44,0.9,2.95,,,33.45,82.75,0.72,293.25,,741.0,,,32.95
2021-08-02 11:00:00,2021-08-02 12:00:00,11.5,21.0,7.1,22.08,17.48,6.33,18.6,0.52,50.54,0.8,2.85,,,33.88,79.75,0.8,293.25,,741.0,,,32.98
2021-08-02 12:00:00,2021-08-02 13:00:00,15.33,24.75,4.5,19.05,6.72,8.47,18.5,0.51,54.21,0.8,2.8,,,33.8,75.25,0.68,277.75,,741.0,,,34.18
2021-08-02 13:00:00,2021-08-02 14:00:00,13.5,26.5,4.8,16.6,9.4,7.08,17.75,0.53,54.8,0.8,2.75,,,33.88,75.0,0.7,296.5,,741.0,,,34.38
2021-08-02 14:00:00,2021-08-02 15:00:00,11.25,23.25,,19.3,6.77,6.88,18.15,0.51,52.85,0.8,2.7,,,33.88,70.5,0.8,298.0,,741.0,,,34.95
