From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF ()
2021-10-26 11:00:00,2021-10-26 12:00:00,51.24,177.56,87.2,181.37,167.37,234.4,3.37,0.74,8.51,1.9,3.17,8.02,1.77,51.31,0.94,321.19,691.67,753.98,0.56,29.97,0.0
2021-10-26 12:00:00,2021-10-26 13:00:00,48.76,174.99,74.33,177.64,154.84,223.67,3.44,0.7,10.28,1.44,2.94,8.11,1.75,50.16,1.05,321.49,634.3,753.21,0.63,30.35,0.0
2021-10-26 13:00:00,2021-10-26 14:00:00,46.11,163.36,67.39,177.34,149.1,210.76,3.44,0.54,13.29,2.05,3.49,11.21,2.49,47.0,1.56,326.21,533.95,752.56,0.84,30.23,0.0
2021-10-26 14:00:00,2021-10-26 15:00:00,42.47,145.54,66.76,175.97,147.88,202.31,3.35,0.48,16.05,2.71,2.52,7.85,1.64,42.09,1.52,326.02,414.44,752.13,0.52,30.32,0.0
2021-10-26 15:00:00,2021-10-26 16:00:00,39.64,143.69,70.13,204.97,165.75,235.61,3.39,0.57,15.16,1.12,2.08,6.48,1.35,44.27,1.27,324.69,241.35,751.92,0.47,30.01,0.0
2021-10-26 16:00:00,2021-10-26 17:00:00,39.69,148.4,59.65,181.95,145.28,200.55,3.23,0.44,16.69,0.92,1.84,5.87,1.17,44.03,1.27,325.43,184.18,751.93,0.39,29.67,0.0
2021-10-26 17:00:00,2021-10-26 18:00:00,37.9,135.83,22.02,139.65,92.18,131.82,3.3,0.79,2.7,3.25,5.56,5.98,1.22,55.48,0.07,318.94,30.67,752.15,0.43,27.73,0.0
2021-10-26 18:00:00,2021-10-26 19:00:00,,,,,0.0,,,0.0,,0.0,0.0,,,,,,,,0.0,,0.0
2021-10-26 19:00:00,2021-10-26 20:00:00,41.37,169.45,91.8,106.61,131.34,184.88,4.05,2.4,0.66,2.06,5.86,11.74,2.59,71.02,0.06,164.15,10.69,753.05,1.11,24.05,0.0
2021-10-26 20:00:00,2021-10-26 21:00:00,49.75,213.48,153.49,132.86,195.46,274.63,4.0,2.35,0.44,2.55,7.05,14.58,3.39,76.31,0.07,126.1,10.79,753.64,1.54,23.42,0.0
2021-10-26 21:00:00,2021-10-26 22:00:00,55.03,258.86,9.11,54.27,36.27,42.5,3.64,1.52,1.28,2.9,7.81,16.41,3.97,79.99,0.02,148.17,10.89,754.18,1.83,23.23,0.0
2021-10-26 22:00:00,2021-10-26 23:00:00,62.19,262.01,13.88,51.1,38.47,45.32,3.77,1.38,1.05,3.12,8.29,17.52,4.37,82.73,0.05,292.79,10.85,754.34,2.09,22.93,0.0
2021-10-26 23:00:00,2021-10-27 00:00:00,65.15,230.69,19.88,50.42,42.98,51.25,3.5,1.02,0.68,3.01,8.44,17.15,4.37,87.08,0.06,145.7,10.8,754.26,2.1,22.38,0.0
2021-10-27 00:00:00,2021-10-27 01:00:00,69.72,222.51,7.22,39.79,27.04,28.64,3.42,0.68,1.24,2.55,8.38,15.15,3.91,87.99,0.11,296.78,10.92,754.12,1.83,22.18,0.0
2021-10-27 01:00:00,2021-10-27 02:00:00,68.28,202.75,,14.42,7.67,3.99,3.35,0.55,1.22,2.26,8.18,13.44,3.5,87.42,0.16,318.47,10.85,753.91,1.58,22.13,0.0
2021-10-27 02:00:00,2021-10-27 03:00:00,65.61,175.4,,,0.0,,3.22,0.46,1.25,2.01,8.3,11.83,3.12,86.69,0.53,319.69,10.67,753.76,1.36,22.1,0.0
2021-10-27 03:00:00,2021-10-27 04:00:00,62.55,164.22,,,0.0,,3.3,0.41,1.25,1.77,8.62,10.22,2.71,87.83,0.24,309.81,10.94,753.83,1.14,21.74,0.0
2021-10-27 04:00:00,2021-10-27 05:00:00,60.5,157.24,,,0.0,,3.4,0.64,0.96,1.55,8.86,8.97,2.38,93.35,0.05,213.29,10.91,754.06,0.97,20.83,0.0
2021-10-27 05:00:00,2021-10-27 06:00:00,60.24,146.38,,,0.0,,3.48,0.79,0.97,1.41,9.08,7.85,2.06,93.99,0.06,237.31,11.39,754.64,0.82,20.67,0.0
2021-10-27 06:00:00,2021-10-27 07:00:00,59.1,138.16,,,0.0,,3.55,0.88,1.12,1.38,9.32,7.15,1.85,94.11,0.24,248.73,38.12,755.22,0.73,20.75,0.0
2021-10-27 07:00:00,2021-10-27 08:00:00,58.22,144.13,,,0.0,,3.51,0.97,1.41,1.43,9.6,6.93,1.78,81.81,0.62,322.34,103.58,755.68,0.7,22.66,0.0
2021-10-27 08:00:00,2021-10-27 09:00:00,60.91,169.86,,,0.0,,3.35,0.96,2.44,1.62,10.0,7.16,1.82,72.56,0.88,323.02,404.8,756.05,0.71,24.83,0.0
2021-10-27 09:00:00,2021-10-27 10:00:00,61.25,192.32,,,0.0,,3.29,0.85,4.89,1.76,10.48,7.62,1.93,60.71,1.48,326.8,580.29,756.15,0.75,26.61,0.0
2021-10-27 10:00:00,2021-10-27 11:00:00,55.13,180.93,,1.61,0.21,0.8,3.18,0.56,13.01,1.61,6.98,9.94,2.36,48.19,1.78,328.88,697.58,755.91,0.85,28.14,0.0
2021-10-27 11:00:00,2021-10-27 12:00:00,48.97,164.6,7.54,26.02,13.45,23.55,3.19,0.54,16.24,1.34,3.19,13.7,3.16,40.4,1.74,326.52,736.21,755.36,1.06,29.05,0.0
2021-10-27 12:00:00,2021-10-27 13:00:00,50.97,159.99,0.78,7.06,3.91,4.49,3.23,0.4,17.54,0.81,2.33,9.48,2.02,36.32,1.85,326.74,690.42,754.59,0.77,29.42,0.0
2021-10-27 13:00:00,2021-10-27 14:00:00,52.09,146.37,0.95,19.68,10.85,13.11,3.17,0.44,20.41,0.68,1.74,7.03,1.42,32.26,1.81,325.71,595.87,753.89,0.49,29.85,0.0
2021-10-27 14:00:00,2021-10-27 15:00:00,47.45,143.59,0.43,12.39,6.76,12.04,3.19,0.46,23.19,0.67,1.59,6.59,1.26,35.88,1.77,324.9,415.1,753.26,0.64,29.57,0.0
2021-10-27 15:00:00,2021-10-27 16:00:00,44.7,152.33,15.75,155.61,92.37,124.42,3.33,0.6,15.19,8.0,1.91,5.86,1.17,36.6,1.76,325.85,242.72,752.96,0.56,29.15,0.0
2021-10-27 16:00:00,2021-10-27 17:00:00,43.33,155.54,23.95,173.25,111.62,153.47,3.17,0.79,10.62,21.5,5.99,16.14,3.78,41.24,1.08,324.68,67.53,752.98,1.56,27.84,0.0
2021-10-27 17:00:00,2021-10-27 18:00:00,40.8,162.83,47.09,207.94,148.89,204.88,3.28,1.17,8.04,11.33,5.59,18.2,4.39,52.47,0.49,327.33,13.03,753.21,1.77,25.92,0.0
2021-10-27 18:00:00,2021-10-27 19:00:00,42.04,179.2,206.92,371.24,365.69,413.99,3.62,1.95,2.02,3.91,4.29,19.94,5.44,65.77,0.04,168.2,10.76,753.7,2.14,23.77,0.0
2021-10-27 19:00:00,2021-10-27 20:00:00,49.97,201.47,53.19,78.39,84.65,22.39,3.75,2.1,1.32,3.42,4.58,23.91,6.7,72.97,0.07,150.31,10.71,754.31,2.91,22.79,0.0
2021-10-27 20:00:00,2021-10-27 21:00:00,56.7,234.85,15.32,39.18,33.3,22.86,3.76,1.57,1.24,3.4,4.43,23.52,6.53,76.53,0.04,149.21,10.72,754.71,5.34,22.08,0.0
2021-10-27 21:00:00,2021-10-27 22:00:00,56.73,252.11,18.07,42.27,37.18,25.45,3.71,1.51,1.29,2.95,3.75,18.61,5.07,79.9,0.06,157.88,10.71,754.8,3.04,21.47,0.0
2021-10-27 22:00:00,2021-10-27 23:00:00,59.79,243.22,15.76,37.64,32.84,22.62,3.62,1.28,1.29,2.72,3.11,13.8,3.65,81.06,0.09,125.67,10.69,754.8,1.83,21.22,0.0
2021-10-27 23:00:00,2021-10-28 00:00:00,68.87,229.88,17.63,38.99,35.07,24.36,3.58,0.98,1.15,2.41,2.88,13.14,3.43,84.03,0.06,197.69,10.75,754.69,1.71,20.74,0.0
2021-10-28 00:00:00,2021-10-28 01:00:00,73.14,237.29,12.44,29.79,25.96,18.22,3.47,0.7,0.97,1.81,1.9,6.21,1.37,88.39,0.06,179.82,10.69,754.4,0.98,20.19,0.0
2021-10-28 01:00:00,2021-10-28 02:00:00,72.33,215.49,9.72,24.89,21.14,14.77,3.33,0.66,0.94,1.61,1.61,4.41,0.93,90.68,0.08,188.39,10.71,754.13,0.72,19.82,0.0
2021-10-28 02:00:00,2021-10-28 03:00:00,70.0,177.86,8.87,23.71,19.82,13.79,3.27,0.59,0.88,1.44,1.45,3.34,0.72,92.64,0.07,186.07,10.69,754.13,0.55,19.42,0.0
2021-10-28 03:00:00,2021-10-28 04:00:00,68.07,169.09,9.9,25.48,21.6,15.35,3.24,0.46,0.9,1.16,1.23,2.28,0.54,90.53,0.1,270.81,10.69,754.23,0.39,19.4,0.0
2021-10-28 04:00:00,2021-10-28 05:00:00,66.09,164.13,6.72,22.7,17.54,12.05,3.48,0.52,0.78,0.93,1.06,1.59,0.41,86.42,0.29,311.54,10.29,754.4,0.27,19.74,0.0
2021-10-28 05:00:00,2021-10-28 06:00:00,65.78,153.1,11.22,27.62,23.81,16.52,3.96,0.72,1.68,1.5,1.27,1.9,0.51,85.08,0.41,300.89,10.76,754.76,0.29,19.8,0.0
2021-10-28 06:00:00,2021-10-28 07:00:00,67.87,153.67,13.12,30.2,26.73,18.5,3.75,0.95,0.83,1.28,1.48,4.07,0.92,89.43,0.1,155.38,36.31,755.36,0.36,19.32,0.0
2021-10-28 07:00:00,2021-10-28 08:00:00,71.49,162.77,9.18,28.2,22.46,15.12,3.77,1.17,1.41,1.93,2.08,7.67,1.8,75.53,0.16,217.0,96.36,755.89,0.63,22.07,0.0
2021-10-28 08:00:00,2021-10-28 09:00:00,73.53,180.62,5.09,21.08,15.36,10.72,3.47,0.99,6.27,1.95,2.42,9.68,2.31,59.82,0.75,322.3,422.97,756.46,0.78,24.42,0.0
2021-10-28 09:00:00,2021-10-28 10:00:00,71.04,180.96,4.09,19.8,13.86,9.64,3.58,0.93,13.79,2.61,2.64,9.36,2.17,54.26,0.89,325.06,594.28,756.61,0.78,25.9,0.0
2021-10-28 10:00:00,2021-10-28 11:00:00,68.54,182.02,1.76,12.61,8.14,6.11,3.38,0.82,14.57,2.28,4.05,14.62,3.49,41.72,1.09,325.64,709.56,756.39,1.25,27.87,0.0
2021-10-28 11:00:00,2021-10-28 12:00:00,,,0.47,8.7,5.01,3.83,3.31,0.54,19.85,2.01,6.58,10.86,2.47,37.34,1.39,326.9,730.49,755.89,0.9,28.59,0.0
2021-10-28 12:00:00,2021-10-28 13:00:00,,,0.45,9.31,5.32,3.69,3.29,0.56,21.12,1.56,7.29,10.83,2.48,35.77,1.08,321.21,674.09,755.28,0.89,29.04,0.0
2021-10-28 13:00:00,2021-10-28 14:00:00,32.91,138.4,0.07,7.83,4.19,3.16,3.23,0.58,23.2,1.48,6.69,10.86,2.51,35.67,0.97,321.23,572.1,754.67,0.87,29.3,0.0
2021-10-28 14:00:00,2021-10-28 15:00:00,34.19,154.34,0.11,6.41,3.5,2.69,3.29,0.76,21.14,2.03,6.66,10.72,2.51,35.83,0.92,321.01,397.15,754.35,0.83,29.41,0.0
2021-10-28 15:00:00,2021-10-28 16:00:00,31.54,155.75,1.06,12.92,7.74,5.34,3.35,0.72,23.85,2.21,7.48,10.73,2.51,37.96,0.85,320.52,220.22,754.32,0.86,28.73,0.0
2021-10-28 16:00:00,2021-10-28 17:00:00,28.86,158.83,0.8,13.74,7.96,5.59,3.27,0.83,12.35,2.15,6.63,10.48,2.42,45.16,0.42,267.75,65.48,754.3,0.82,27.43,0.0
2021-10-28 17:00:00,2021-10-28 18:00:00,31.31,182.56,6.46,29.94,21.18,14.24,3.79,1.72,2.26,2.26,6.83,11.41,6.91,62.46,0.11,128.39,12.69,754.48,0.99,24.42,0.0
2021-10-28 18:00:00,2021-10-28 19:00:00,36.66,212.93,16.97,48.1,39.38,26.75,3.98,2.83,1.62,3.77,5.92,28.61,47.36,68.52,0.07,147.25,10.69,754.85,3.97,23.18,0.0
2021-10-28 19:00:00,2021-10-28 20:00:00,45.53,243.3,19.58,49.5,42.25,28.94,3.95,2.67,1.49,4.61,5.94,30.57,14.84,74.45,0.08,129.35,10.62,755.39,4.66,22.34,0.0
2021-10-28 20:00:00,2021-10-28 21:00:00,54.88,268.47,15.84,41.48,34.94,24.14,3.7,1.96,1.66,4.21,4.83,24.76,10.18,78.09,0.07,168.24,10.7,755.73,3.49,21.83,0.0
2021-10-28 21:00:00,2021-10-28 22:00:00,66.48,290.89,17.4,43.17,37.11,25.69,3.69,2.0,2.02,4.59,4.32,20.85,12.92,80.95,0.06,190.74,10.72,755.9,3.07,21.34,0.0
2021-10-28 22:00:00,2021-10-28 23:00:00,75.58,284.81,18.32,41.61,37.03,25.51,3.66,1.61,1.54,4.14,3.47,15.29,8.31,85.06,0.08,137.86,10.69,756.0,2.37,20.76,0.0
2021-10-28 23:00:00,2021-10-29 00:00:00,78.0,264.96,21.66,44.68,41.38,28.63,3.52,1.44,1.53,3.23,2.79,11.37,4.81,86.96,0.05,189.81,10.71,755.83,1.77,20.42,0.0
2021-10-29 00:00:00,2021-10-29 01:00:00,75.31,235.8,12.53,30.89,26.62,18.48,3.52,1.04,1.39,2.71,2.11,7.64,4.93,87.14,0.1,267.9,10.7,755.7,1.39,20.16,0.0
2021-10-29 01:00:00,2021-10-29 02:00:00,76.36,229.58,9.91,26.82,22.32,15.56,3.4,0.85,1.43,2.13,1.61,5.8,3.87,89.74,0.06,154.96,10.72,755.7,1.32,19.62,0.0
2021-10-29 02:00:00,2021-10-29 03:00:00,73.36,211.52,8.21,23.55,19.2,13.44,3.33,0.72,1.41,1.7,1.35,4.17,3.38,91.39,0.09,131.84,10.69,755.66,0.82,19.41,0.0
2021-10-29 03:00:00,2021-10-29 04:00:00,66.32,182.95,9.27,24.33,20.48,14.43,3.25,0.7,1.2,1.38,1.2,3.06,1.49,91.01,0.07,197.12,10.72,755.6,0.54,19.37,0.0
2021-10-29 04:00:00,2021-10-29 05:00:00,57.91,154.88,12.93,29.47,26.19,18.03,3.44,0.65,0.88,1.27,1.21,2.92,1.87,91.22,0.08,186.83,10.74,755.73,0.49,19.11,0.0
2021-10-29 05:00:00,2021-10-29 06:00:00,57.47,161.97,15.37,32.93,30.01,20.51,3.74,1.17,1.26,1.8,1.67,5.1,2.65,92.15,0.09,278.78,11.24,756.13,0.65,18.99,0.0
2021-10-29 06:00:00,2021-10-29 07:00:00,60.21,183.23,22.88,43.54,41.76,28.65,4.1,1.88,1.64,2.51,2.54,9.7,4.2,91.06,0.06,206.47,37.31,756.73,1.06,19.39,0.0
2021-10-29 07:00:00,2021-10-29 08:00:00,67.56,217.0,15.31,37.43,24.27,22.09,4.09,1.75,1.67,3.62,3.46,15.18,5.19,75.0,0.31,316.51,88.98,757.32,1.77,22.17,0.0
2021-10-29 08:00:00,2021-10-29 09:00:00,65.0,200.49,,,0.0,,117.76,0.96,5.74,1.11,0.94,3.42,0.93,50.53,1.09,329.72,406.0,757.85,0.32,25.67,0.0
2021-10-29 09:00:00,2021-10-29 10:00:00,59.08,181.9,,,0.0,,102.05,0.64,16.82,1.43,2.04,6.75,1.72,40.15,1.63,329.32,564.91,757.95,0.54,27.03,0.0
2021-10-29 10:00:00,2021-10-29 11:00:00,51.87,167.08,0.75,7.93,2.41,4.12,37.93,0.44,21.11,1.26,2.34,7.95,2.01,34.24,1.92,329.15,682.04,757.58,0.54,27.97,0.0
2021-10-29 11:00:00,2021-10-29 12:00:00,42.59,142.08,0.39,7.39,4.25,3.48,3.12,0.44,21.12,1.44,6.41,6.84,2.22,31.46,1.84,328.19,711.11,756.99,0.56,28.72,0.0
2021-10-29 12:00:00,2021-10-29 13:00:00,33.11,131.22,0.7,10.21,6.0,4.21,3.39,0.3,25.25,2.6,6.69,8.38,2.68,31.1,1.99,326.5,653.57,756.28,0.69,28.74,0.0
2021-10-29 13:00:00,2021-10-29 14:00:00,30.55,129.11,2.96,15.23,10.5,7.31,3.42,0.28,39.74,1.3,1.75,4.34,1.08,32.57,1.83,325.76,559.17,755.53,0.34,28.73,0.0
2021-10-29 14:00:00,2021-10-29 15:00:00,29.5,137.95,2.51,15.66,10.38,7.35,3.49,0.33,40.98,0.91,1.07,3.85,0.86,34.75,1.94,326.87,384.54,755.0,0.29,28.72,0.0
2021-10-29 15:00:00,2021-10-29 16:00:00,27.93,132.09,0.18,12.04,6.55,4.63,3.46,0.4,31.02,4.83,1.91,4.84,1.14,36.06,1.78,326.8,221.44,754.81,0.34,28.1,0.0
2021-10-29 16:00:00,2021-10-29 17:00:00,25.6,133.22,0.46,14.21,7.93,5.4,3.25,0.87,17.98,2.49,3.29,9.2,2.19,40.69,0.92,324.37,63.94,754.8,0.73,27.01,0.0
2021-10-29 17:00:00,2021-10-29 18:00:00,28.75,157.98,4.22,25.43,16.96,11.56,3.41,1.62,4.08,1.84,3.56,12.1,2.96,55.8,0.11,316.06,12.71,754.87,1.15,24.57,0.0
2021-10-29 18:00:00,2021-10-29 19:00:00,35.76,191.01,11.48,39.06,30.11,20.5,3.63,2.39,1.75,2.81,4.09,20.09,5.75,66.51,0.08,135.45,10.71,755.35,2.48,22.81,0.0
2021-10-29 19:00:00,2021-10-29 20:00:00,40.97,204.5,12.82,39.44,31.4,21.55,3.66,2.43,1.53,3.56,4.61,24.16,6.84,70.32,0.06,237.41,10.73,755.86,2.89,22.07,0.0
2021-10-29 20:00:00,2021-10-29 21:00:00,46.1,222.12,15.39,41.59,34.64,23.86,3.75,2.07,1.56,3.27,3.97,20.08,5.56,72.87,0.07,136.66,10.68,756.26,2.25,21.32,0.0
2021-10-29 21:00:00,2021-10-29 22:00:00,56.47,240.96,16.56,40.55,35.03,24.27,3.7,2.08,1.89,3.04,3.37,16.23,4.37,78.08,0.05,171.54,10.71,756.49,1.83,20.68,0.0
2021-10-29 22:00:00,2021-10-29 23:00:00,62.12,249.8,11.97,33.9,27.77,19.25,3.5,1.53,1.63,2.79,2.87,12.87,3.54,79.12,0.07,184.26,10.68,756.53,1.61,20.45,0.0
2021-10-29 23:00:00,2021-10-30 00:00:00,64.98,244.13,15.13,37.43,32.21,21.86,3.6,1.2,1.61,2.1,1.88,7.57,1.81,81.37,0.06,145.05,10.85,756.43,1.01,20.1,0.0
2021-10-30 00:00:00,2021-10-30 01:00:00,68.63,214.37,8.2,24.63,19.77,13.79,3.27,0.99,1.17,1.9,1.47,5.52,1.2,83.08,0.12,262.02,10.7,756.26,1.11,19.67,0.0
2021-10-30 01:00:00,2021-10-30 02:00:00,71.02,212.51,7.24,23.55,18.41,12.86,3.21,0.93,1.46,1.73,1.31,3.92,0.88,82.08,0.08,277.94,10.82,756.0,0.71,19.59,0.0
2021-10-30 02:00:00,2021-10-30 03:00:00,68.74,208.03,6.9,22.85,17.77,12.62,3.12,0.81,1.67,1.46,1.24,3.16,0.71,76.8,0.54,326.93,10.52,755.71,0.52,20.14,0.0
2021-10-30 03:00:00,2021-10-30 04:00:00,64.35,182.09,5.2,20.72,15.25,10.54,3.07,0.71,1.81,1.21,1.04,1.97,0.51,81.5,0.29,184.89,10.99,755.69,0.38,19.34,0.0
2021-10-30 04:00:00,2021-10-30 05:00:00,61.0,162.8,11.43,29.97,25.24,17.47,3.25,0.9,0.95,1.17,1.15,2.38,0.6,85.81,0.09,219.61,10.75,755.89,0.35,18.47,0.0
2021-10-30 05:00:00,2021-10-30 06:00:00,59.71,165.09,6.97,23.79,18.33,12.56,3.14,0.89,1.61,1.12,1.11,2.23,0.57,84.97,0.08,217.8,11.14,756.26,0.32,18.16,0.0
2021-10-30 06:00:00,2021-10-30 07:00:00,59.28,157.99,10.77,30.77,25.12,17.27,3.39,1.26,1.95,1.35,1.34,3.5,0.83,80.79,0.15,302.8,37.69,756.73,0.33,18.49,0.0
2021-10-30 07:00:00,2021-10-30 08:00:00,61.31,171.82,6.76,23.79,18.15,12.52,3.29,1.19,3.83,2.44,1.94,6.65,1.64,71.48,0.34,310.61,105.97,757.21,0.52,20.48,0.0
2021-10-30 08:00:00,2021-10-30 09:00:00,61.17,173.28,4.78,19.37,14.19,10.17,3.33,0.98,10.75,2.91,2.16,7.94,1.87,62.55,1.04,325.76,407.08,757.55,0.58,22.89,0.0
2021-10-30 09:00:00,2021-10-30 10:00:00,61.91,177.33,4.0,19.92,13.84,9.64,3.43,1.07,20.47,1.85,1.98,7.35,1.71,51.19,0.77,320.53,570.83,757.52,0.6,25.64,0.0
2021-10-30 10:00:00,2021-10-30 11:00:00,58.38,164.52,3.33,18.2,12.39,9.03,3.34,0.76,31.04,1.44,2.05,8.1,1.79,41.13,0.99,321.88,682.69,757.09,0.57,27.34,0.0
2021-10-30 11:00:00,2021-10-30 12:00:00,50.89,150.66,3.36,16.98,11.76,8.99,3.34,0.72,37.91,0.93,1.62,5.28,1.13,37.53,1.1,320.06,704.96,756.38,0.37,28.16,0.0
2021-10-30 12:00:00,2021-10-30 13:00:00,45.8,144.97,2.22,15.17,9.88,7.04,3.23,0.6,38.16,0.87,1.33,3.93,0.83,34.42,1.7,326.15,644.44,755.28,0.3,28.32,0.0
2021-10-30 13:00:00,2021-10-30 14:00:00,42.26,145.68,0.06,9.6,5.14,3.84,3.23,0.77,32.93,1.91,2.79,5.62,1.2,33.78,1.11,321.75,537.84,754.42,0.38,28.62,0.0
2021-10-30 14:00:00,2021-10-30 15:00:00,39.83,142.63,0.2,7.6,4.21,3.14,3.22,0.75,32.92,1.23,5.03,6.86,1.53,31.35,0.99,319.84,353.8,754.01,0.49,28.7,0.0
2021-10-30 15:00:00,2021-10-30 16:00:00,38.22,142.65,0.34,9.11,5.13,3.61,3.28,0.81,27.64,1.48,6.59,7.42,1.71,32.63,0.4,312.13,193.49,753.68,0.57,28.38,0.0
2021-10-30 16:00:00,2021-10-30 17:00:00,34.89,148.31,1.32,18.27,10.79,7.32,3.45,1.0,16.55,1.48,5.51,7.54,1.68,43.6,0.22,260.6,44.74,753.68,0.58,26.41,0.0
2021-10-30 17:00:00,2021-10-30 18:00:00,33.28,156.92,0.47,15.52,8.63,5.92,3.35,0.97,13.86,1.87,5.55,8.79,2.0,54.12,0.12,125.17,12.43,753.92,0.7,23.97,0.0
2021-10-30 18:00:00,2021-10-30 19:00:00,32.31,154.08,0.64,13.33,7.61,5.37,3.48,1.23,6.97,1.38,4.52,8.67,1.98,57.79,0.09,140.5,10.64,754.37,0.74,22.75,0.0
2021-10-30 19:00:00,2021-10-30 20:00:00,36.96,156.04,1.32,12.26,7.6,5.46,3.46,1.59,4.99,1.5,5.59,8.89,2.07,59.55,0.08,315.49,10.65,754.9,0.81,22.29,0.0
2021-10-30 20:00:00,2021-10-30 21:00:00,42.27,162.31,1.84,12.32,8.05,5.69,3.33,1.22,3.61,1.78,6.84,9.41,2.26,60.96,0.05,153.46,10.74,755.25,0.9,21.78,0.0
2021-10-30 21:00:00,2021-10-30 22:00:00,47.13,186.38,1.77,11.71,7.66,5.4,3.24,1.06,5.13,1.86,7.26,9.27,2.27,63.82,0.03,243.38,10.78,755.47,0.91,21.38,0.0
2021-10-30 22:00:00,2021-10-30 23:00:00,52.43,191.52,1.35,10.65,6.77,4.77,3.19,0.98,6.69,1.88,7.27,8.61,2.13,66.83,0.05,225.39,10.96,755.37,0.85,21.03,0.0
2021-10-30 23:00:00,2021-10-31 00:00:00,54.51,182.07,1.04,9.65,5.98,4.24,3.21,0.88,6.21,1.82,7.21,7.88,1.98,69.29,0.03,218.53,11.01,755.21,0.78,20.64,0.0
2021-10-31 00:00:00,2021-10-31 01:00:00,52.48,165.42,1.39,9.9,6.4,4.5,3.21,0.58,6.13,1.69,7.12,6.85,1.75,70.47,0.17,307.43,11.05,754.89,0.68,20.49,0.0
2021-10-31 01:00:00,2021-10-31 02:00:00,53.94,159.51,1.42,9.76,6.34,4.47,3.07,0.52,6.54,1.56,7.07,6.0,1.56,72.04,0.06,254.86,11.07,754.69,0.6,20.2,0.0
2021-10-31 02:00:00,2021-10-31 03:00:00,53.5,152.88,1.49,9.76,6.41,4.5,3.11,0.51,5.15,1.41,6.98,5.13,1.35,75.88,0.12,310.12,11.11,754.4,0.53,19.6,0.0
2021-10-31 03:00:00,2021-10-31 04:00:00,50.22,141.36,1.96,10.1,6.97,4.89,3.04,0.47,5.69,1.3,6.95,4.41,1.18,77.24,0.16,305.38,11.08,754.38,0.46,19.27,0.0
2021-10-31 04:00:00,2021-10-31 05:00:00,46.65,129.46,1.77,9.3,6.39,4.51,3.29,0.51,3.98,1.2,7.01,3.9,1.07,79.06,0.14,302.26,11.08,754.58,0.42,18.98,0.0
2021-10-31 05:00:00,2021-10-31 06:00:00,44.58,125.98,2.11,9.49,6.76,4.75,3.43,0.59,3.91,1.11,7.46,3.42,0.96,79.17,0.13,315.1,11.39,754.85,0.38,18.87,0.0
2021-10-31 06:00:00,2021-10-31 07:00:00,44.86,130.2,2.84,10.38,7.84,5.47,3.48,0.69,3.13,1.09,7.97,3.15,0.9,79.16,0.15,304.84,35.8,755.34,0.36,18.89,0.0
2021-10-31 07:00:00,2021-10-31 08:00:00,44.06,133.1,2.89,10.38,7.87,5.46,3.52,0.72,6.62,1.15,8.47,3.32,0.94,72.72,0.27,307.09,110.12,755.88,0.37,20.47,0.0
2021-10-31 08:00:00,2021-10-31 09:00:00,43.8,136.3,2.23,9.32,6.77,4.75,3.46,0.75,10.8,1.28,9.06,3.75,1.03,67.04,0.55,315.7,341.84,756.33,0.39,22.66,0.0
2021-10-31 09:00:00,2021-10-31 10:00:00,47.08,149.15,1.58,8.51,5.81,4.11,3.52,0.85,15.78,1.45,9.66,4.44,1.18,61.45,0.89,323.66,505.07,756.34,0.44,24.8,0.0
2021-10-31 10:00:00,2021-10-31 11:00:00,48.62,151.67,1.05,8.17,5.2,3.69,3.56,0.77,25.27,1.73,10.17,5.57,1.44,47.84,1.39,328.6,628.83,756.01,0.54,27.05,0.0
2021-10-31 11:00:00,2021-10-31 12:00:00,46.66,146.01,0.47,7.29,4.26,3.04,3.64,0.76,29.6,2.04,10.75,6.91,1.75,42.59,1.13,324.51,661.46,755.32,0.66,28.37,0.0
2021-10-31 12:00:00,2021-10-31 13:00:00,43.98,137.91,0.29,7.02,3.97,2.79,3.42,0.73,31.47,2.6,11.35,8.11,2.03,40.5,1.29,321.67,595.95,754.58,0.83,28.71,0.0
2021-10-31 13:00:00,2021-10-31 14:00:00,44.77,143.67,0.19,6.07,3.38,2.54,3.46,0.64,35.81,3.36,11.17,8.56,2.13,42.0,1.06,321.92,509.09,753.84,0.91,28.97,0.0
2021-10-31 14:00:00,2021-10-31 15:00:00,44.02,150.48,0.18,5.79,3.23,2.38,3.51,0.69,34.2,2.85,10.46,8.55,2.14,43.74,0.88,316.56,320.99,753.55,1.02,28.98,0.0
2021-10-31 15:00:00,2021-10-31 16:00:00,40.62,146.66,0.17,5.96,3.31,2.39,3.57,0.71,34.13,2.46,9.82,8.45,2.13,45.66,0.94,324.88,131.22,753.43,1.12,28.34,0.0
2021-10-31 16:00:00,2021-10-31 17:00:00,38.9,142.8,0.29,6.5,3.7,2.62,3.53,0.79,10.35,2.97,9.42,8.92,2.26,57.77,0.17,167.44,33.9,753.46,1.56,26.32,0.0
