From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),AT ()
2021-07-29 20:00:00,2021-07-29 21:00:00,20.0,42.39,3.19,8.96,12.15,,35.01,1.9,14.73,,,,,,70.58,0.4,0.08,24.7
2021-07-29 21:00:00,2021-07-29 22:00:00,16.0,41.04,4.28,11.33,15.62,,35.78,1.81,9.0,,,,,,73.86,0.37,0.14,24.09
2021-07-29 22:00:00,2021-07-29 23:00:00,16.0,42.5,3.39,8.74,12.13,,35.83,1.94,9.86,,,,,,74.31,0.39,0.15,23.8
2021-07-29 23:00:00,2021-07-30 00:00:00,16.0,42.0,4.2,9.2,13.4,,35.26,1.9,8.99,,,,,,73.53,0.4,0.13,23.53
2021-07-30 00:00:00,2021-07-30 01:00:00,21.0,44.78,4.4,9.61,14.01,,35.69,1.79,8.38,,,,,,75.88,0.38,0.17,22.84
2021-07-30 01:00:00,2021-07-30 02:00:00,16.87,37.0,3.51,6.32,9.83,,35.36,1.82,10.84,,,,,,76.53,0.4,0.17,22.37
2021-07-30 02:00:00,2021-07-30 03:00:00,12.62,24.47,2.85,5.62,8.46,,36.0,1.9,12.03,,,,,,77.96,0.41,0.2,21.87
2021-07-30 03:00:00,2021-07-30 04:00:00,8.83,23.0,2.7,5.12,7.82,,36.66,1.87,11.4,,,,,,80.0,0.39,0.3,21.39
2021-07-30 04:00:00,2021-07-30 05:00:00,7.21,21.0,1.88,4.14,6.02,,37.85,1.69,12.4,,,,,,81.45,0.39,0.35,21.02
2021-07-30 05:00:00,2021-07-30 06:00:00,7.0,23.5,1.81,4.12,5.92,,37.12,1.88,11.82,,,,,,80.89,0.39,0.31,21.05
2021-07-30 06:00:00,2021-07-30 07:00:00,15.0,27.0,4.78,7.46,12.23,,36.5,1.91,8.66,,,,,,81.13,0.36,0.31,21.12
2021-07-30 07:00:00,2021-07-30 08:00:00,12.92,32.0,5.2,9.46,14.66,,37.34,1.97,8.41,,,,,,80.57,0.38,0.29,21.44
2021-07-30 08:00:00,2021-07-30 09:00:00,13.69,44.25,4.51,5.82,10.33,,37.31,1.94,14.96,,,,,,75.65,0.45,31.03,22.76
2021-07-30 09:00:00,2021-07-30 10:00:00,20.0,47.95,3.75,5.5,9.25,,37.55,2.08,19.86,,,,,,68.94,0.43,21.98,24.5
2021-07-30 10:00:00,2021-07-30 11:00:00,24.76,54.97,3.42,5.53,8.95,,35.37,1.98,23.7,,,,,,64.81,0.47,187.43,25.46
2021-07-30 11:00:00,2021-07-30 12:00:00,26.0,,6.66,1.2,7.84,,140.05,1.82,25.25,,,,,,60.45,0.46,164.86,26.63
2021-07-30 12:00:00,2021-07-30 13:00:00,,53.0,2.84,5.8,8.64,,28.54,1.67,25.77,,,,,,57.06,0.46,181.47,27.37
2021-07-30 13:00:00,2021-07-30 14:00:00,17.0,52.55,5.19,14.03,19.23,,30.76,1.75,26.76,,,,,,56.4,0.45,157.56,27.71
2021-07-30 14:00:00,2021-07-30 15:00:00,17.0,50.0,2.76,6.15,8.91,,36.88,1.69,26.05,,,,,,52.96,0.43,161.56,28.29
2021-07-30 15:00:00,2021-07-30 16:00:00,17.0,47.73,3.44,7.0,10.43,,37.49,1.81,27.16,,,,,,52.83,0.43,172.82,28.5
2021-07-30 16:00:00,2021-07-30 17:00:00,14.92,47.0,3.35,8.06,11.41,,34.44,5.87,26.02,,,,,,54.35,0.42,73.8,28.17
2021-07-30 17:00:00,2021-07-30 18:00:00,17.96,52.33,3.24,8.34,11.58,,34.97,0.02,23.8,,,,,,56.55,0.41,115.79,27.73
2021-07-30 18:00:00,2021-07-30 19:00:00,17.31,54.28,5.06,12.81,17.87,,38.74,3.42,16.67,,,,,,59.49,0.38,39.92,26.94
2021-07-30 19:00:00,2021-07-30 20:00:00,24.0,67.25,4.69,12.5,17.18,,35.27,0.02,14.0,,,,,,78.16,0.39,10.25,23.04
2021-07-30 20:00:00,2021-07-30 21:00:00,15.25,44.0,5.67,14.12,19.79,,31.3,3.23,7.39,,,,,,77.31,0.37,0.27,23.6
2021-07-30 21:00:00,2021-07-30 22:00:00,20.0,30.2,5.38,13.1,18.49,,33.74,7.44,8.1,,,,,,77.41,0.38,0.32,23.64
2021-07-30 22:00:00,2021-07-30 23:00:00,13.8,36.0,3.04,6.62,9.65,,35.09,7.12,9.62,,,,,,75.14,0.42,0.2,23.7
2021-07-30 23:00:00,2021-07-31 00:00:00,13.75,38.0,5.54,10.96,16.5,,35.88,7.59,2.93,,,,,,81.73,0.36,0.34,22.58
2021-07-31 00:00:00,2021-07-31 01:00:00,18.39,34.72,5.11,11.13,16.23,,35.14,8.03,2.28,,,,,,83.8,0.36,0.4,22.27
2021-07-31 01:00:00,2021-07-31 02:00:00,20.38,41.5,4.09,9.09,13.18,,35.62,6.25,4.5,,,,,,83.97,0.39,0.46,21.91
2021-07-31 02:00:00,2021-07-31 03:00:00,17.62,38.61,1.59,5.2,6.79,,35.84,4.88,9.29,,,,,,81.81,0.4,0.45,21.8
2021-07-31 03:00:00,2021-07-31 04:00:00,,,,,,,,,,,,,,,,,,
2021-07-31 04:00:00,2021-07-31 05:00:00,12.93,30.0,3.26,5.24,8.5,,36.86,2.85,7.78,,,,,,85.12,0.38,0.58,21.05
2021-07-31 05:00:00,2021-07-31 06:00:00,,,,,,,,,,,,,,,,,,
2021-07-31 06:00:00,2021-07-31 07:00:00,,,,,,,,,,,,,,,,,,
2021-07-31 07:00:00,2021-07-31 08:00:00,,,,,,,,,,,,,,,,,,
2021-07-31 08:00:00,2021-07-31 09:00:00,,,,,,,,,,,,,,,,,,
2021-07-31 09:00:00,2021-07-31 10:00:00,,,,,,,,,,,,,,,,,,
2021-07-31 10:00:00,2021-07-31 11:00:00,,,,,,,,,,,,,,,,,,
2021-07-31 11:00:00,2021-07-31 12:00:00,12.0,44.0,2.22,4.26,6.47,,33.51,0.11,24.75,,,,,,56.72,0.51,307.0,26.83
2021-07-31 12:00:00,2021-07-31 13:00:00,17.0,72.0,3.0,5.69,8.69,,27.24,4.66,25.76,,,,,,56.15,0.47,335.35,27.69
2021-07-31 13:00:00,2021-07-31 14:00:00,22.55,70.5,2.99,6.19,9.18,,32.2,5.02,25.03,,,,,,55.89,0.44,307.15,28.16
2021-07-31 14:00:00,2021-07-31 15:00:00,14.0,47.73,3.68,7.14,10.81,,33.84,4.47,25.98,,,,,,56.01,0.44,293.66,28.44
2021-07-31 15:00:00,2021-07-31 16:00:00,16.0,49.84,3.27,7.63,10.9,,32.24,5.55,26.93,,,,,,53.5,0.42,335.11,28.82
2021-07-31 16:00:00,2021-07-31 17:00:00,15.21,45.57,3.36,8.94,12.3,,32.35,4.46,27.47,,,,,,55.49,0.42,293.6,28.34
2021-07-31 17:00:00,2021-07-31 18:00:00,16.59,50.6,3.28,6.81,10.1,,37.18,5.17,22.04,,,,,,50.36,0.43,321.05,28.86
2021-07-31 18:00:00,2021-07-31 19:00:00,16.0,48.0,3.21,7.97,11.2,,28.9,9.66,18.55,,,,,,55.94,0.42,235.53,27.36
2021-07-31 19:00:00,2021-07-31 20:00:00,21.0,67.0,4.2,6.79,10.98,,31.98,4.89,14.37,,,,,,71.03,0.42,22.02,23.55
2021-07-31 20:00:00,2021-07-31 21:00:00,11.0,42.96,4.17,8.1,12.26,,34.08,8.23,12.35,,,,,,65.02,0.4,16.05,24.54
2021-07-31 21:00:00,2021-07-31 22:00:00,15.0,40.07,4.36,8.39,12.74,,34.99,4.55,11.03,,,,,,66.73,0.4,99.79,24.52
2021-07-31 22:00:00,2021-07-31 23:00:00,9.45,42.67,2.84,4.47,7.32,,34.5,3.66,12.77,,,,,,65.88,0.42,131.71,24.64
2021-07-31 23:00:00,2021-08-01 00:00:00,12.0,34.0,2.97,3.7,6.69,,35.07,4.1,13.52,,,,,,67.54,0.43,167.64,24.15
2021-08-01 00:00:00,2021-08-01 01:00:00,12.85,31.12,4.09,6.67,10.77,,35.29,3.43,9.51,,,,,,71.05,0.4,48.88,23.6
2021-08-01 01:00:00,2021-08-01 02:00:00,14.69,33.61,3.61,5.67,9.29,,35.32,3.74,9.18,,,,,,74.23,0.41,16.09,23.18
2021-08-01 02:00:00,2021-08-01 03:00:00,11.62,31.39,2.7,4.93,7.64,,36.06,3.21,8.59,,,,,,77.21,0.41,0.19,22.59
2021-08-01 03:00:00,2021-08-01 04:00:00,11.85,24.93,2.6,3.42,6.01,,37.64,2.82,11.04,,,,,,78.0,0.39,0.26,22.18
2021-08-01 04:00:00,2021-08-01 05:00:00,7.78,23.0,2.44,3.43,5.87,,37.12,3.2,10.66,,,,,,80.17,0.39,0.31,21.67
2021-08-01 05:00:00,2021-08-01 06:00:00,10.39,18.67,2.64,4.92,7.57,,37.58,3.36,8.83,,,,,,83.12,0.41,0.45,21.27
2021-08-01 06:00:00,2021-08-01 07:00:00,13.54,23.52,4.46,5.92,10.38,,37.05,2.05,7.1,,,,,,83.12,0.4,0.43,21.23
2021-08-01 07:00:00,2021-08-01 08:00:00,11.47,28.89,5.76,7.53,13.3,,37.45,0.02,8.46,,,,,,80.2,0.41,0.35,21.86
2021-08-01 08:00:00,2021-08-01 09:00:00,10.15,35.08,4.85,6.31,11.16,,37.3,0.02,12.51,,,,,,74.96,0.41,0.17,22.76
2021-08-01 09:00:00,2021-08-01 10:00:00,12.53,39.9,4.17,4.84,9.02,,35.0,0.02,18.12,,,,,,66.62,0.43,120.94,24.73
2021-08-01 10:00:00,2021-08-01 11:00:00,16.38,41.73,3.46,4.79,8.24,,36.19,0.02,20.46,,,,,,63.18,0.46,233.55,25.62
2021-08-01 11:00:00,2021-08-01 12:00:00,14.47,44.17,3.27,5.06,8.32,,33.2,0.03,21.58,,,,,,59.54,0.45,312.54,26.7
2021-08-01 12:00:00,2021-08-01 13:00:00,14.84,45.0,3.58,5.21,8.8,,37.2,3.62,24.12,,,,,,57.69,0.46,323.26,27.28
2021-08-01 13:00:00,2021-08-01 14:00:00,16.69,45.73,2.85,5.84,8.69,,41.43,0.02,25.68,,,,,,56.88,0.44,302.23,27.4
2021-08-01 14:00:00,2021-08-01 15:00:00,13.62,43.83,2.83,6.39,9.22,,33.65,3.92,26.17,,,,,,58.52,0.43,270.3,27.38
2021-08-01 15:00:00,2021-08-01 16:00:00,13.85,43.0,3.15,5.62,8.77,,38.62,0.04,24.1,,,,,,53.7,0.43,272.76,28.29
2021-08-01 16:00:00,2021-08-01 17:00:00,15.69,50.98,3.57,6.84,10.4,,34.78,3.8,25.7,,,,,,55.38,0.42,287.3,28.25
2021-08-01 17:00:00,2021-08-01 18:00:00,14.31,48.22,4.1,8.75,12.85,,36.38,3.61,21.28,,,,,,54.68,0.43,223.52,27.92
2021-08-01 18:00:00,2021-08-01 19:00:00,16.52,50.37,3.64,7.47,11.12,,38.7,0.03,17.67,,,,,,53.79,0.42,128.95,27.24
2021-08-01 19:00:00,2021-08-01 20:00:00,13.62,46.95,4.13,6.59,10.73,,36.78,0.03,14.6,,,,,,54.38,0.42,77.85,26.39
2021-08-01 20:00:00,2021-08-01 21:00:00,12.15,39.2,4.38,8.67,13.05,,37.2,1.31,11.78,,,,,,59.33,0.39,40.92,25.61
2021-08-01 21:00:00,2021-08-01 22:00:00,12.84,47.83,3.52,8.54,12.07,,33.79,0.12,11.01,,,,,,61.14,0.41,75.86,25.15
2021-08-01 22:00:00,2021-08-01 23:00:00,13.0,46.91,3.85,7.13,10.98,,31.52,0.14,11.16,,,,,,64.65,0.41,34.63,24.42
2021-08-01 23:00:00,2021-08-02 00:00:00,13.0,36.3,3.72,9.73,13.45,,34.69,0.17,6.4,,,,,,71.23,0.38,0.12,23.19
2021-08-02 00:00:00,2021-08-02 01:00:00,16.38,29.39,3.12,7.35,10.46,,34.51,0.26,8.79,,,,,,74.14,0.39,0.15,22.52
2021-08-02 01:00:00,2021-08-02 02:00:00,14.46,25.82,2.8,6.86,9.67,,35.19,0.13,8.87,,,,,,79.25,0.38,0.27,21.73
2021-08-02 02:00:00,2021-08-02 03:00:00,14.84,22.1,1.92,4.59,6.51,,34.82,0.35,10.8,,,,,,79.16,0.4,0.3,21.47
2021-08-02 03:00:00,2021-08-02 04:00:00,12.47,20.27,2.21,3.64,5.86,,35.02,0.98,11.96,,,,,,78.58,0.39,0.3,21.35
2021-08-02 04:00:00,2021-08-02 05:00:00,12.85,22.18,2.3,3.25,5.55,,34.82,1.38,11.86,,,,,,80.81,0.39,0.33,21.08
2021-08-02 05:00:00,2021-08-02 06:00:00,13.0,23.0,2.32,3.72,6.04,,35.21,1.62,12.06,,,,,,82.02,0.4,0.39,20.91
2021-08-02 06:00:00,2021-08-02 07:00:00,13.0,21.55,3.16,5.0,8.16,,37.9,1.62,10.38,,,,,,82.89,0.4,0.43,20.78
2021-08-02 07:00:00,2021-08-02 08:00:00,13.84,28.98,4.43,6.4,10.82,,38.11,1.62,12.83,,,,,,77.54,0.4,0.27,21.94
2021-08-02 08:00:00,2021-08-02 09:00:00,24.98,39.98,4.96,7.43,12.38,,38.1,1.62,16.5,,,,,,72.52,0.45,66.18,23.11
2021-08-02 09:00:00,2021-08-02 10:00:00,30.38,51.67,3.74,6.88,10.63,,38.05,1.62,20.28,,,,,,67.97,0.46,167.48,24.36
2021-08-02 10:00:00,2021-08-02 11:00:00,42.82,74.5,4.54,7.89,12.44,,38.55,1.62,21.93,,,,,,63.49,0.46,239.35,25.54
2021-08-02 11:00:00,2021-08-02 12:00:00,44.16,79.1,3.63,6.45,10.08,,37.27,1.62,26.92,,,,,,58.47,0.47,331.08,26.73
2021-08-02 12:00:00,2021-08-02 13:00:00,29.69,62.05,3.1,7.4,10.51,,37.36,1.62,29.5,,,,,,55.55,0.44,345.93,27.73
2021-08-02 13:00:00,2021-08-02 14:00:00,33.75,56.0,3.56,6.54,10.1,,39.56,1.62,29.69,,,,,,56.06,0.46,358.88,27.59
2021-08-02 14:00:00,2021-08-02 15:00:00,33.31,59.62,3.21,6.74,9.96,,36.38,1.63,27.1,,,,,,57.72,0.46,358.87,27.37
2021-08-02 15:00:00,2021-08-02 16:00:00,23.71,43.6,3.2,6.18,9.37,,36.52,0.61,30.31,,,,,,54.57,0.45,359.02,28.41
2021-08-02 16:00:00,2021-08-02 17:00:00,19.48,41.35,3.4,8.04,11.44,,40.35,0.08,22.18,,,,,,53.9,0.44,343.2,28.27
2021-08-02 17:00:00,2021-08-02 18:00:00,42.64,61.85,3.83,11.55,15.38,,42.01,0.11,23.92,,,,,,54.89,0.42,352.94,27.82
2021-08-02 18:00:00,2021-08-02 19:00:00,58.82,89.3,5.08,15.49,20.57,,40.12,0.17,16.12,,,,,,56.25,0.36,122.46,27.2
2021-08-02 19:00:00,2021-08-02 20:00:00,39.89,75.97,4.3,21.84,26.14,,39.0,0.17,8.65,,,,,,61.32,0.33,0.08,26.17
2021-08-02 20:00:00,2021-08-02 21:00:00,23.33,64.28,4.51,20.34,24.85,,39.15,0.17,8.92,,,,,,63.48,0.34,6.73,25.67
2021-08-02 21:00:00,2021-08-02 22:00:00,18.47,58.35,4.19,14.05,18.24,,39.44,0.17,10.29,,,,,,62.88,0.38,89.78,25.55
2021-08-02 22:00:00,2021-08-02 23:00:00,21.37,53.88,4.33,12.22,16.56,,40.62,0.17,8.73,,,,,,65.74,0.38,85.06,24.87
2021-08-02 23:00:00,2021-08-03 00:00:00,30.45,62.08,6.47,14.34,20.81,,42.29,0.17,6.99,,,,,,69.44,0.39,0.11,24.13
2021-08-03 00:00:00,2021-08-03 01:00:00,45.47,64.63,5.86,9.54,15.41,,42.12,0.17,7.98,,,,,,74.06,0.4,0.15,23.17
2021-08-03 01:00:00,2021-08-03 02:00:00,52.16,59.0,4.15,6.9,11.04,,42.03,0.17,9.24,,,,,,77.39,0.42,0.22,22.45
2021-08-03 02:00:00,2021-08-03 03:00:00,28.7,45.04,3.37,5.51,8.88,,41.99,0.17,10.34,,,,,,79.18,0.42,0.27,22.06
2021-08-03 03:00:00,2021-08-03 04:00:00,19.62,33.73,2.96,4.72,7.69,,41.95,0.17,10.54,,,,,,79.66,0.41,0.29,21.83
2021-08-03 04:00:00,2021-08-03 05:00:00,32.45,38.67,3.25,4.83,8.08,,41.6,0.17,10.04,,,,,,79.94,0.41,0.3,21.74
2021-08-03 05:00:00,2021-08-03 06:00:00,25.87,43.0,3.23,5.37,8.61,,38.34,0.17,10.45,,,,,,80.29,0.42,0.3,21.65
2021-08-03 06:00:00,2021-08-03 07:00:00,16.87,35.04,3.53,6.29,9.82,,40.59,0.17,9.84,,,,,,80.49,0.42,0.33,21.58
2021-08-03 07:00:00,2021-08-03 08:00:00,18.37,33.87,4.4,6.57,10.97,,38.56,0.17,11.63,,,,,,78.1,0.45,0.21,22.14
2021-08-03 08:00:00,2021-08-03 09:00:00,16.47,41.12,3.97,4.76,8.72,,37.17,0.17,15.19,,,,,,72.41,0.46,155.66,23.47
2021-08-03 09:00:00,2021-08-03 10:00:00,16.0,44.59,2.96,4.18,7.13,,38.66,0.17,19.08,,,,,,66.07,0.45,235.31,24.95
2021-08-03 10:00:00,2021-08-03 11:00:00,16.84,43.35,3.33,4.09,7.42,,39.67,0.17,20.64,,,,,,60.9,0.46,192.46,26.43
2021-08-03 11:00:00,2021-08-03 12:00:00,15.41,44.2,3.0,3.29,6.28,,39.38,0.17,20.73,,,,,,61.14,0.43,203.88,26.46
2021-08-03 12:00:00,2021-08-03 13:00:00,15.0,43.82,,,,,39.2,,,,,,,,,,,
2021-08-03 13:00:00,2021-08-03 14:00:00,12.62,39.41,,,,,38.59,,,,,,,,,,,
2021-08-03 14:00:00,2021-08-03 15:00:00,13.0,36.94,3.81,6.37,10.2,,37.81,,,,,,,,,,,
2021-08-03 15:00:00,2021-08-03 16:00:00,17.22,40.24,3.67,7.47,11.13,,38.82,0.17,24.26,,,,,,55.02,0.41,160.97,28.24
2021-08-03 16:00:00,2021-08-03 17:00:00,12.93,44.0,3.87,9.77,13.63,,38.55,0.17,25.34,,,,,,55.25,0.38,46.62,28.85
2021-08-03 17:00:00,2021-08-03 18:00:00,17.07,42.41,3.91,10.54,14.43,,40.72,0.17,23.89,,,,,,52.3,0.38,41.94,29.01
2021-08-03 18:00:00,2021-08-03 19:00:00,15.47,44.72,3.26,11.15,14.41,,37.29,0.17,17.97,,,,,,59.13,0.4,214.4,27.11
2021-08-03 19:00:00,2021-08-03 20:00:00,15.0,42.16,4.44,10.59,15.03,,41.31,0.17,12.12,,,,,,65.34,0.4,175.15,25.8
2021-08-03 20:00:00,2021-08-03 21:00:00,15.84,36.47,4.62,12.46,17.08,,36.58,0.17,8.71,,,,,,68.16,0.38,70.89,25.28
2021-08-03 21:00:00,2021-08-03 22:00:00,16.0,38.65,5.0,14.62,19.62,,36.34,0.17,3.85,,,,,,71.43,0.36,0.13,24.58
2021-08-03 22:00:00,2021-08-03 23:00:00,16.84,35.16,4.4,10.75,15.16,,39.59,0.17,4.63,,,,,,73.96,0.37,0.16,23.86
2021-08-03 23:00:00,2021-08-04 00:00:00,17.0,28.4,4.37,9.28,13.66,,39.97,0.17,5.8,,,,,,74.67,0.39,0.14,23.45
2021-08-04 00:00:00,2021-08-04 01:00:00,13.63,24.35,4.23,8.28,12.51,,37.39,0.17,5.11,,,,,,76.92,0.38,0.19,22.9
2021-08-04 01:00:00,2021-08-04 02:00:00,16.38,25.18,3.58,6.76,10.33,,38.86,0.17,6.78,,,,,,78.04,0.4,0.21,22.82
2021-08-04 02:00:00,2021-08-04 03:00:00,10.25,19.51,2.16,2.87,5.03,,35.7,0.17,9.04,,,,,,79.13,0.41,0.25,22.66
2021-08-04 03:00:00,2021-08-04 04:00:00,8.16,10.41,2.0,1.73,3.73,,38.21,0.17,9.34,,,,,,79.49,0.41,0.27,22.49
2021-08-04 04:00:00,2021-08-04 05:00:00,6.3,9.53,2.23,3.15,5.38,,36.36,0.17,8.14,,,,,,81.11,0.41,0.31,22.22
2021-08-04 05:00:00,2021-08-04 06:00:00,6.0,13.18,2.24,2.56,4.79,,32.39,0.17,8.78,,,,,,80.97,0.41,0.34,22.21
2021-08-04 06:00:00,2021-08-04 07:00:00,4.32,14.93,3.6,3.41,7.0,,39.72,0.17,6.98,,,,,,80.41,0.4,0.38,22.35
2021-08-04 07:00:00,2021-08-04 08:00:00,9.89,17.2,5.8,5.05,10.84,,37.2,0.17,6.27,,,,,,78.31,0.4,0.31,22.94
2021-08-04 08:00:00,2021-08-04 09:00:00,9.31,23.18,6.66,2.89,9.54,,39.2,0.17,7.73,,,,,,76.63,0.42,0.22,23.22
2021-08-04 09:00:00,2021-08-04 10:00:00,12.0,32.37,,,,,39.07,,,,,,,,,,,
2021-08-04 10:00:00,2021-08-04 11:00:00,12.0,40.13,2.98,4.73,7.71,,34.92,0.17,19.24,,,,,,62.22,0.43,167.1,26.58
2021-08-04 11:00:00,2021-08-04 12:00:00,13.69,44.65,2.25,1.41,3.67,,37.17,0.17,21.09,,,,,,61.48,0.46,291.06,26.76
2021-08-04 12:00:00,2021-08-04 13:00:00,12.0,43.3,2.51,1.65,4.16,,38.44,0.17,19.87,,,,,,60.05,0.46,342.88,27.03
2021-08-04 13:00:00,2021-08-04 14:00:00,18.73,44.77,2.44,1.34,3.79,,35.0,0.17,21.57,,,,,,59.1,0.46,263.03,27.33
2021-08-04 14:00:00,2021-08-04 15:00:00,13.25,49.0,2.58,1.33,3.91,,39.43,0.17,20.68,,,,,,57.74,0.44,222.59,27.73
2021-08-04 15:00:00,2021-08-04 16:00:00,12.0,48.47,2.91,1.48,4.37,,32.34,0.17,22.04,,,,,,56.02,0.43,224.76,28.4
2021-08-04 16:00:00,2021-08-04 17:00:00,11.16,46.93,2.48,2.8,5.27,,34.38,0.17,23.7,,,,,,57.11,0.43,235.37,28.16
2021-08-04 17:00:00,2021-08-04 18:00:00,8.47,50.77,2.97,3.59,6.56,,36.39,0.17,18.55,,,,,,58.99,0.41,115.77,27.35
2021-08-04 18:00:00,2021-08-04 19:00:00,16.72,48.63,2.53,2.92,5.46,,36.54,0.17,18.89,,,,,,60.9,0.43,123.84,26.85
2021-08-04 19:00:00,2021-08-04 20:00:00,15.59,44.07,,,,,36.44,,,,,,,,,,,
2021-08-04 20:00:00,2021-08-04 21:00:00,17.17,38.1,,,,,36.44,,,,,,,,,,,
2021-08-04 21:00:00,2021-08-04 22:00:00,17.21,35.72,2.75,4.92,7.67,,36.53,,,,,,,,,,,
2021-08-04 22:00:00,2021-08-04 23:00:00,17.0,36.33,,,,,36.33,,,,,,,,,,,
2021-08-04 23:00:00,2021-08-05 00:00:00,17.0,33.47,,,,,37.94,,,,,,,,,,,
2021-08-05 00:00:00,2021-08-05 01:00:00,15.0,31.42,,,,,,,,,,,,,,,,
2021-08-05 01:00:00,2021-08-05 02:00:00,13.63,32.67,2.31,2.4,4.71,,38.52,,,,,,,,,,,
2021-08-05 02:00:00,2021-08-05 03:00:00,13.0,28.1,2.38,2.06,4.43,,38.58,0.17,,,,,,,,,,
2021-08-05 03:00:00,2021-08-05 04:00:00,13.0,22.0,2.12,1.56,3.66,,37.45,,,,,,,,,,,
2021-08-05 04:00:00,2021-08-05 05:00:00,15.53,22.53,,,,,38.53,,,,,,,,,,,
2021-08-05 05:00:00,2021-08-05 06:00:00,10.0,23.53,,,,,35.27,,,,,,,,,,,
2021-08-05 06:00:00,2021-08-05 07:00:00,11.59,27.71,2.43,1.29,3.73,,34.97,,,,,,,,,,,
2021-08-05 07:00:00,2021-08-05 08:00:00,15.41,34.73,,,,,38.39,,,,,,,,,,,
2021-08-05 08:00:00,2021-08-05 09:00:00,15.31,40.12,,,,,32.44,,,,,,,,,,,
2021-08-05 09:00:00,2021-08-05 10:00:00,21.0,48.9,,,,,36.48,,,,,,,,,,,
2021-08-05 10:00:00,2021-08-05 11:00:00,12.32,53.94,2.37,1.6,3.96,,37.41,0.17,15.97,,,,,,67.29,0.43,119.65,25.51
2021-08-05 11:00:00,2021-08-05 12:00:00,14.21,54.6,2.45,1.64,4.09,,37.76,0.17,17.12,,,,,,65.69,0.41,125.52,25.95
2021-08-05 12:00:00,2021-08-05 13:00:00,16.68,57.59,2.46,1.81,4.26,,37.59,0.17,18.07,,,,,,62.58,0.42,105.61,26.72
2021-08-05 13:00:00,2021-08-05 14:00:00,17.84,56.35,2.77,2.43,5.19,,37.77,0.17,19.56,,,,,,60.8,0.39,84.63,27.47
2021-08-05 14:00:00,2021-08-05 15:00:00,20.53,55.59,2.5,2.92,5.41,,37.61,0.17,23.08,,,,,,56.86,0.4,18.06,28.37
2021-08-05 15:00:00,2021-08-05 16:00:00,21.0,61.24,2.54,2.94,5.46,,37.05,0.17,23.62,,,,,,57.77,0.41,194.17,28.19
2021-08-05 16:00:00,2021-08-05 17:00:00,22.68,60.2,2.44,3.5,5.95,,38.82,0.17,22.22,,,,,,56.09,0.38,359.13,28.67
2021-08-05 17:00:00,2021-08-05 18:00:00,20.48,56.53,2.45,4.9,7.35,,37.31,0.17,18.54,,,,,,61.66,0.38,19.47,27.35
2021-08-05 18:00:00,2021-08-05 19:00:00,18.42,49.04,,,,,35.05,,,,,,,,,,,
2021-08-05 19:00:00,2021-08-05 20:00:00,22.8,38.82,3.11,8.0,11.13,,37.04,,,,,,,,,,,
2021-08-05 20:00:00,2021-08-05 21:00:00,17.87,28.57,,,,,38.16,,,,,,,,,,,
2021-08-05 21:00:00,2021-08-05 22:00:00,21.0,24.65,,,,,46.22,,,,,,,,,,,
2021-08-05 22:00:00,2021-08-05 23:00:00,18.0,28.07,,,,,31.37,,,,,,,,,,,
2021-08-05 23:00:00,2021-08-06 00:00:00,8.0,19.93,,,,,35.04,,,,,,,,,,,
2021-08-06 00:00:00,2021-08-06 01:00:00,11.0,14.12,,,,,,,,,,,,,,,,
2021-08-06 01:00:00,2021-08-06 02:00:00,12.69,21.87,2.8,2.65,5.45,,39.31,,,,,,,,,,,
2021-08-06 02:00:00,2021-08-06 03:00:00,18.0,25.41,,,,,,,,,,,,,,,,
2021-08-06 03:00:00,2021-08-06 04:00:00,12.11,25.59,1.97,1.64,3.61,,35.94,0.17,,,,,,,,,,
2021-08-06 04:00:00,2021-08-06 05:00:00,11.84,27.0,1.82,1.07,2.89,,39.08,0.17,5.0,,,,,,,,,
2021-08-06 05:00:00,2021-08-06 06:00:00,12.0,31.27,2.75,1.55,4.3,,38.3,0.17,3.5,,,,,,,,,
2021-08-06 06:00:00,2021-08-06 07:00:00,14.0,32.88,3.65,2.46,6.1,,32.31,,,,,,,,,,,
2021-08-06 07:00:00,2021-08-06 08:00:00,13.0,33.12,3.77,1.96,5.73,,35.15,,,,,,,,,,,
2021-08-06 08:00:00,2021-08-06 09:00:00,13.0,29.7,2.75,1.11,3.88,,36.63,0.17,9.8,,,,,,,,,
2021-08-06 09:00:00,2021-08-06 10:00:00,13.0,30.84,2.52,1.16,3.68,,37.34,0.17,12.38,,,,,,71.83,0.43,358.73,24.63
2021-08-06 10:00:00,2021-08-06 11:00:00,13.0,36.12,2.74,1.38,4.12,,37.36,0.17,13.84,,,,,,69.74,0.42,358.86,25.18
2021-08-06 11:00:00,2021-08-06 12:00:00,16.44,38.0,2.04,1.1,3.15,,37.27,0.17,27.55,,,,,,63.51,0.45,358.99,26.75
2021-08-06 12:00:00,2021-08-06 13:00:00,17.0,38.53,2.06,1.13,3.19,,37.63,0.17,21.86,,,,,,59.43,0.46,343.07,27.92
