From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3)
2021-11-26 13:00:00,2021-11-26 14:00:00,22.75,,,14.89,,,7.13,0.34
2021-11-26 14:00:00,2021-11-26 15:00:00,45.3,,,14.82,,,7.13,0.33
2021-11-26 15:00:00,2021-11-26 16:00:00,25.58,,,14.84,,,7.13,0.36
2021-11-26 16:00:00,2021-11-26 17:00:00,49.82,,,14.89,,,7.13,0.1
2021-11-26 17:00:00,2021-11-26 18:00:00,59.58,,,14.88,,,7.13,0.0
2021-11-26 18:00:00,2021-11-26 19:00:00,65.51,,,14.88,,,7.13,0.0
2021-11-26 19:00:00,2021-11-26 20:00:00,65.45,,,14.91,,,7.13,0.0
2021-11-26 20:00:00,2021-11-26 21:00:00,53.07,,,14.89,,,7.13,0.32
2021-11-26 21:00:00,2021-11-26 22:00:00,53.12,,,14.91,,,7.13,0.21
2021-11-26 22:00:00,2021-11-26 23:00:00,65.53,,,14.85,,,7.13,0.23
2021-11-26 23:00:00,2021-11-27 00:00:00,83.41,,,14.88,,,7.13,0.17
2021-11-27 00:00:00,2021-11-27 01:00:00,49.52,,,14.91,,,7.13,0.13
2021-11-27 01:00:00,2021-11-27 02:00:00,38.63,,,14.87,,,7.13,0.03
2021-11-27 02:00:00,2021-11-27 03:00:00,36.27,,,14.83,,,7.13,0.01
2021-11-27 03:00:00,2021-11-27 04:00:00,40.92,,,14.85,,,7.13,0.04
2021-11-27 04:00:00,2021-11-27 05:00:00,21.61,,,14.89,,,7.13,0.08
2021-11-27 05:00:00,2021-11-27 06:00:00,31.02,,,14.82,,,7.13,0.02
2021-11-27 06:00:00,2021-11-27 07:00:00,25.98,,,14.88,,,7.13,0.05
2021-11-27 07:00:00,2021-11-27 08:00:00,31.11,,,14.84,,,7.13,0.03
2021-11-27 08:00:00,2021-11-27 09:00:00,43.72,,,14.87,,,7.13,0.2
2021-11-27 09:00:00,2021-11-27 10:00:00,51.01,,,14.87,,,7.13,0.27
2021-11-27 10:00:00,2021-11-27 11:00:00,48.88,,,14.89,,,7.13,0.39
2021-11-27 11:00:00,2021-11-27 12:00:00,54.24,,,14.87,,,7.13,0.27
2021-11-27 12:00:00,2021-11-27 13:00:00,53.57,,,14.87,,,7.13,0.1
2021-11-27 13:00:00,2021-11-27 14:00:00,60.29,,,14.87,,,7.13,0.33
2021-11-27 14:00:00,2021-11-27 15:00:00,48.32,,,14.82,,,7.13,0.56
2021-11-27 15:00:00,2021-11-27 16:00:00,41.11,,,14.84,,,7.13,0.42
2021-11-27 16:00:00,2021-11-27 17:00:00,42.09,,,14.86,,,7.13,0.07
2021-11-27 17:00:00,2021-11-27 18:00:00,38.1,,,14.87,,,7.13,0.05
2021-11-27 18:00:00,2021-11-27 19:00:00,48.73,,,14.82,,,7.13,0.0
2021-11-27 19:00:00,2021-11-27 20:00:00,60.71,,,14.93,,,7.13,0.0
2021-11-27 20:00:00,2021-11-27 21:00:00,50.26,,,14.86,,,7.13,0.16
2021-11-27 21:00:00,2021-11-27 22:00:00,47.02,,,14.82,,,7.13,0.12
2021-11-27 22:00:00,2021-11-27 23:00:00,46.19,,,14.83,,,7.13,0.14
2021-11-27 23:00:00,2021-11-28 00:00:00,43.59,,,14.9,,,7.13,0.16
2021-11-28 00:00:00,2021-11-28 01:00:00,33.05,,,14.84,,,7.13,0.07
2021-11-28 01:00:00,2021-11-28 02:00:00,27.39,,,14.84,,,7.13,0.05
2021-11-28 02:00:00,2021-11-28 03:00:00,31.82,,,14.86,,,7.13,0.1
2021-11-28 03:00:00,2021-11-28 04:00:00,27.28,,,14.81,,,7.13,0.2
2021-11-28 04:00:00,2021-11-28 05:00:00,26.06,,,14.88,,,7.13,0.22
2021-11-28 05:00:00,2021-11-28 06:00:00,28.88,,,14.93,,,7.13,0.46
2021-11-28 06:00:00,2021-11-28 07:00:00,36.01,,,14.93,,,7.13,0.26
2021-11-28 07:00:00,2021-11-28 08:00:00,35.9,,,14.91,,,7.13,0.16
2021-11-28 08:00:00,2021-11-28 09:00:00,44.53,,,14.87,,,7.13,0.4
2021-11-28 09:00:00,2021-11-28 10:00:00,48.28,,,14.85,,,7.13,0.59
2021-11-28 10:00:00,2021-11-28 11:00:00,44.61,,,14.84,,,7.13,0.63
2021-11-28 11:00:00,2021-11-28 12:00:00,42.35,,,14.84,,,7.13,0.67
2021-11-28 12:00:00,2021-11-28 13:00:00,41.5,,,14.86,,,7.13,0.3
2021-11-28 13:00:00,2021-11-28 14:00:00,48.0,,,14.9,,,7.13,0.34
2021-11-28 14:00:00,2021-11-28 15:00:00,42.85,,,14.85,,,7.13,0.25
2021-11-28 15:00:00,2021-11-28 16:00:00,39.44,,,14.88,,,7.58,0.25
2021-11-28 16:00:00,2021-11-28 17:00:00,43.45,,,14.88,,,7.89,0.1
2021-11-28 17:00:00,2021-11-28 18:00:00,45.05,,,14.88,,,7.58,0.02
2021-11-28 18:00:00,2021-11-28 19:00:00,50.06,,,14.86,,,8.11,0.0
2021-11-28 19:00:00,2021-11-28 20:00:00,51.6,,,14.83,,,8.52,0.0
2021-11-28 20:00:00,2021-11-28 21:00:00,48.71,,,14.84,,,9.8,0.22
2021-11-28 21:00:00,2021-11-28 22:00:00,62.48,,,14.87,,,9.91,0.35
2021-11-28 22:00:00,2021-11-28 23:00:00,65.71,,,14.86,,,11.49,0.09
2021-11-28 23:00:00,2021-11-29 00:00:00,75.22,,,14.85,,,11.95,0.15
2021-11-29 00:00:00,2021-11-29 01:00:00,59.29,,,14.86,,,12.29,0.01
2021-11-29 01:00:00,2021-11-29 02:00:00,69.64,,,14.9,,,12.57,0.14
2021-11-29 02:00:00,2021-11-29 03:00:00,50.41,,,14.9,,,12.19,0.13
2021-11-29 03:00:00,2021-11-29 04:00:00,46.84,,,14.9,,,12.01,0.14
2021-11-29 04:00:00,2021-11-29 05:00:00,48.81,,,14.86,,,12.68,0.14
2021-11-29 05:00:00,2021-11-29 06:00:00,42.51,,,14.84,,,12.62,0.03
2021-11-29 06:00:00,2021-11-29 07:00:00,40.65,,,14.89,,,12.76,0.05
2021-11-29 07:00:00,2021-11-29 08:00:00,44.54,,,14.9,,,13.02,0.0
2021-11-29 08:00:00,2021-11-29 09:00:00,50.1,,,14.88,,,12.88,0.4
2021-11-29 09:00:00,2021-11-29 10:00:00,48.21,,,14.86,,,12.45,0.41
2021-11-29 10:00:00,2021-11-29 11:00:00,45.18,,,14.84,,,12.36,0.6
2021-11-29 11:00:00,2021-11-29 12:00:00,45.75,,,14.87,,,12.33,0.69
2021-11-29 12:00:00,2021-11-29 13:00:00,48.61,,,14.84,,,12.37,0.25
2021-11-29 13:00:00,2021-11-29 14:00:00,47.49,,,14.88,,,11.94,0.36
2021-11-29 14:00:00,2021-11-29 15:00:00,50.71,,,14.84,,,10.45,0.15
2021-11-29 15:00:00,2021-11-29 16:00:00,36.98,,,14.91,,,6.88,0.0
2021-11-29 16:00:00,2021-11-29 17:00:00,28.55,,,14.82,,,6.12,0.48
2021-11-29 17:00:00,2021-11-29 18:00:00,34.1,,,14.82,,,6.06,0.44
2021-11-29 18:00:00,2021-11-29 19:00:00,28.59,,,14.82,,,7.62,0.49
2021-11-29 19:00:00,2021-11-29 20:00:00,21.65,,,14.84,,,6.28,0.42
2021-11-29 20:00:00,2021-11-29 21:00:00,34.27,,,14.89,,,6.21,0.18
2021-11-29 21:00:00,2021-11-29 22:00:00,42.13,,,14.86,,,6.82,0.08
2021-11-29 22:00:00,2021-11-29 23:00:00,50.26,,,14.85,,,9.59,0.12
2021-11-29 23:00:00,2021-11-30 00:00:00,48.46,,,14.84,,,6.17,0.07
2021-11-30 00:00:00,2021-11-30 01:00:00,41.72,,,14.81,,,6.15,0.01
2021-11-30 01:00:00,2021-11-30 02:00:00,52.61,,,14.86,,,6.57,0.05
2021-11-30 02:00:00,2021-11-30 03:00:00,63.01,,,14.84,,,8.83,0.07
2021-11-30 03:00:00,2021-11-30 04:00:00,60.27,,,14.89,,,4.47,0.06
2021-11-30 04:00:00,2021-11-30 05:00:00,47.9,,,14.85,,,5.05,0.05
2021-11-30 05:00:00,2021-11-30 06:00:00,48.18,,,14.89,,,4.89,0.13
2021-11-30 06:00:00,2021-11-30 07:00:00,95.22,,,14.88,,,5.99,0.21
2021-11-30 07:00:00,2021-11-30 08:00:00,121.17,,,14.91,,,6.18,0.12
2021-11-30 08:00:00,2021-11-30 09:00:00,143.45,,,14.85,,,6.22,0.18
2021-11-30 09:00:00,2021-11-30 10:00:00,150.66,,,14.82,,,6.22,0.09
2021-11-30 10:00:00,2021-11-30 11:00:00,119.94,,,14.82,,,8.65,0.12
2021-11-30 11:00:00,2021-11-30 12:00:00,101.52,,,14.85,,,6.7,0.23
2021-11-30 12:00:00,2021-11-30 13:00:00,82.67,,,14.85,,,6.16,0.17
2021-11-30 13:00:00,2021-11-30 14:00:00,88.75,,,14.86,,,6.01,0.07
2021-11-30 14:00:00,2021-11-30 15:00:00,88.98,,,14.83,,,8.62,0.05
2021-11-30 15:00:00,2021-11-30 16:00:00,82.38,,,14.88,,,6.62,0.11
2021-11-30 16:00:00,2021-11-30 17:00:00,78.61,,,14.87,,,5.81,0.2
2021-11-30 17:00:00,2021-11-30 18:00:00,77.22,,,14.86,,,5.78,0.23
2021-11-30 18:00:00,2021-11-30 19:00:00,107.81,,,14.87,,,7.7,0.13
2021-11-30 19:00:00,2021-11-30 20:00:00,141.6,,,14.88,,,8.89,0.05
2021-11-30 20:00:00,2021-11-30 21:00:00,120.09,,,14.88,,,7.87,0.21
2021-11-30 21:00:00,2021-11-30 22:00:00,89.67,,,14.84,,,8.18,0.25
2021-11-30 22:00:00,2021-11-30 23:00:00,71.88,,,14.91,,,10.71,0.31
2021-11-30 23:00:00,2021-12-01 00:00:00,60.6,,,14.83,,,7.19,0.22
2021-12-01 00:00:00,2021-12-01 01:00:00,77.13,,,14.84,,,7.17,0.27
2021-12-01 01:00:00,2021-12-01 02:00:00,90.77,,,14.83,,,6.98,0.2
2021-12-01 02:00:00,2021-12-01 03:00:00,76.2,,,14.8,,,9.84,0.21
2021-12-01 03:00:00,2021-12-01 04:00:00,63.35,,,14.86,,,7.23,0.2
2021-12-01 04:00:00,2021-12-01 05:00:00,53.7,,,14.89,,,7.22,0.23
2021-12-01 05:00:00,2021-12-01 06:00:00,44.86,,,14.9,,,6.96,0.27
2021-12-01 06:00:00,2021-12-01 07:00:00,47.87,,,14.95,,,10.31,0.18
2021-12-01 07:00:00,2021-12-01 08:00:00,48.91,,,14.86,,,6.4,0.26
2021-12-01 08:00:00,2021-12-01 09:00:00,54.86,,,14.89,,,6.19,0.09
2021-12-01 09:00:00,2021-12-01 10:00:00,54.29,,,14.86,,,6.14,0.03
2021-12-01 10:00:00,2021-12-01 11:00:00,56.25,,,14.87,,,9.26,0.05
2021-12-01 11:00:00,2021-12-01 12:00:00,53.97,,,14.88,,,6.91,0.16
2021-12-01 12:00:00,2021-12-01 13:00:00,55.62,,,14.87,,,6.87,0.12
2021-12-01 13:00:00,2021-12-01 14:00:00,48.86,,,13.04,,,6.3,0.14
2021-12-01 14:00:00,2021-12-01 15:00:00,58.44,,,14.85,,,8.55,0.35
2021-12-01 15:00:00,2021-12-01 16:00:00,60.52,,,14.9,,,6.11,0.66
2021-12-01 16:00:00,2021-12-01 17:00:00,56.4,,,14.87,,,6.96,0.2
2021-12-01 17:00:00,2021-12-01 18:00:00,48.51,,,14.85,,,7.44,0.0
2021-12-01 18:00:00,2021-12-01 19:00:00,55.69,,,14.9,,,7.21,0.0
2021-12-01 19:00:00,2021-12-01 20:00:00,67.02,,,14.88,,,7.43,0.01
2021-12-01 20:00:00,2021-12-01 21:00:00,66.98,,,14.81,,,7.74,0.08
2021-12-01 21:00:00,2021-12-01 22:00:00,59.1,,,14.86,,,7.74,0.12
2021-12-01 22:00:00,2021-12-01 23:00:00,58.09,,,14.84,,,7.76,0.2
2021-12-01 23:00:00,2021-12-02 00:00:00,50.46,,,14.85,,,8.27,0.11
2021-12-02 00:00:00,2021-12-02 01:00:00,50.29,,,14.91,,,8.14,0.07
2021-12-02 01:00:00,2021-12-02 02:00:00,49.44,,,14.87,,,8.31,0.07
2021-12-02 02:00:00,2021-12-02 03:00:00,55.16,,,14.87,,,7.48,0.13
2021-12-02 03:00:00,2021-12-02 04:00:00,60.81,,,14.84,,,6.25,0.13
2021-12-02 04:00:00,2021-12-02 05:00:00,63.93,,,14.86,,,6.83,0.16
2021-12-02 05:00:00,2021-12-02 06:00:00,65.15,,,14.89,,,6.51,0.14
2021-12-02 06:00:00,2021-12-02 07:00:00,68.69,,,14.88,,,6.96,0.2
2021-12-02 07:00:00,2021-12-02 08:00:00,76.47,,,14.87,,,7.25,0.08
2021-12-02 08:00:00,2021-12-02 09:00:00,82.26,,,14.87,,,6.58,0.1
2021-12-02 09:00:00,2021-12-02 10:00:00,77.23,,,14.87,,,6.3,0.4
2021-12-02 10:00:00,2021-12-02 11:00:00,71.44,,,14.89,,,8.12,0.61
2021-12-02 11:00:00,2021-12-02 12:00:00,71.25,,,14.82,,,7.69,0.83
2021-12-02 12:00:00,2021-12-02 13:00:00,94.72,,,14.9,,,8.52,0.18
2021-12-02 13:00:00,2021-12-02 14:00:00,96.11,,,14.88,,,8.52,0.01
2021-12-02 14:00:00,2021-12-02 15:00:00,94.0,,,14.89,,,9.74,0.0
2021-12-02 15:00:00,2021-12-02 16:00:00,74.05,,,14.84,,,7.77,0.0
2021-12-02 16:00:00,2021-12-02 17:00:00,69.34,,,14.89,,,7.55,0.1
2021-12-02 17:00:00,2021-12-02 18:00:00,74.04,,,14.88,,,7.48,0.14
2021-12-02 18:00:00,2021-12-02 19:00:00,83.67,,,14.87,,,9.26,0.17
2021-12-02 19:00:00,2021-12-02 20:00:00,84.07,,,14.86,,,7.57,0.1
2021-12-02 20:00:00,2021-12-02 21:00:00,77.9,,,14.8,,,6.9,0.25
2021-12-02 21:00:00,2021-12-02 22:00:00,73.67,,,14.85,,,7.34,0.33
2021-12-02 22:00:00,2021-12-02 23:00:00,75.18,,,14.87,,,7.67,0.36
2021-12-02 23:00:00,2021-12-03 00:00:00,71.67,,,14.91,,,5.89,0.29
2021-12-03 00:00:00,2021-12-03 01:00:00,55.42,,,14.94,,,6.09,0.15
2021-12-03 01:00:00,2021-12-03 02:00:00,57.34,,,14.88,,,6.08,0.08
2021-12-03 02:00:00,2021-12-03 03:00:00,61.71,,,14.84,,,5.28,0.21
2021-12-03 03:00:00,2021-12-03 04:00:00,58.63,,,14.79,,,6.37,0.14
2021-12-03 04:00:00,2021-12-03 05:00:00,61.83,,,14.93,,,6.33,0.07
2021-12-03 05:00:00,2021-12-03 06:00:00,63.68,,,14.87,,,6.47,0.15
2021-12-03 06:00:00,2021-12-03 07:00:00,68.85,,,14.9,,,6.61,0.06
2021-12-03 07:00:00,2021-12-03 08:00:00,67.1,,,14.93,,,7.9,0.2
2021-12-03 08:00:00,2021-12-03 09:00:00,69.78,,,14.89,,,7.52,0.14
2021-12-03 09:00:00,2021-12-03 10:00:00,59.17,,,14.88,,,7.25,0.3
2021-12-03 10:00:00,2021-12-03 11:00:00,59.19,,,14.87,,,9.0,0.26
2021-12-03 11:00:00,2021-12-03 12:00:00,79.82,,,14.86,,,7.32,0.31
2021-12-03 12:00:00,2021-12-03 13:00:00,96.99,,,14.92,,,7.05,0.15
2021-12-03 13:00:00,2021-12-03 14:00:00,107.53,,,14.84,,,7.12,0.24
2021-12-03 14:00:00,2021-12-03 15:00:00,100.78,,,14.88,,,8.54,0.11
2021-12-03 15:00:00,2021-12-03 16:00:00,103.09,,,14.87,,,6.79,0.18
2021-12-03 16:00:00,2021-12-03 17:00:00,102.63,,,14.86,,,7.15,0.05
2021-12-03 17:00:00,2021-12-03 18:00:00,98.57,,,14.88,,,7.24,0.1
2021-12-03 18:00:00,2021-12-03 19:00:00,95.72,,,14.83,,,9.0,0.01
2021-12-03 19:00:00,2021-12-03 20:00:00,,,,14.84,,,7.17,0.0
2021-12-03 20:00:00,2021-12-03 21:00:00,,,,14.84,,,7.1,0.13
2021-12-03 21:00:00,2021-12-03 22:00:00,,,,14.9,,,7.35,0.08
2021-12-03 22:00:00,2021-12-03 23:00:00,,,,14.81,,,7.79,0.1
2021-12-03 23:00:00,2021-12-04 00:00:00,,,,14.87,,,8.27,0.14
2021-12-04 00:00:00,2021-12-04 01:00:00,,,,14.82,,,8.03,0.12
2021-12-04 01:00:00,2021-12-04 02:00:00,,,,14.88,,,8.09,0.13
2021-12-04 02:00:00,2021-12-04 03:00:00,,,,14.87,,,8.88,0.24
2021-12-04 03:00:00,2021-12-04 04:00:00,,,,14.91,,,7.53,0.26
2021-12-04 04:00:00,2021-12-04 05:00:00,,,,14.94,,,6.96,0.31
2021-12-04 05:00:00,2021-12-04 06:00:00,,,,14.88,,,6.95,0.26
2021-12-04 06:00:00,2021-12-04 07:00:00,,,,14.89,,,7.34,0.19
2021-12-04 07:00:00,2021-12-04 08:00:00,,,,14.86,,,7.28,0.04
2021-12-04 08:00:00,2021-12-04 09:00:00,,,,14.86,,,6.04,0.14
2021-12-04 09:00:00,2021-12-04 10:00:00,,,,14.84,,,5.67,0.06
2021-12-04 10:00:00,2021-12-04 11:00:00,,,,14.86,,,7.93,0.23
2021-12-04 11:00:00,2021-12-04 12:00:00,,,,14.81,,,5.04,0.28
2021-12-04 12:00:00,2021-12-04 13:00:00,,,,14.87,,,5.06,0.41
2021-12-04 13:00:00,2021-12-04 14:00:00,,,,14.9,,,4.19,0.48
2021-12-04 14:00:00,2021-12-04 15:00:00,,,,14.89,,,6.75,0.64
2021-12-04 15:00:00,2021-12-04 16:00:00,,,,14.85,,,6.7,0.6
2021-12-04 16:00:00,2021-12-04 17:00:00,,,,14.85,,,6.7,0.12
2021-12-04 17:00:00,2021-12-04 18:00:00,,,,14.88,,,7.53,0.05
2021-12-04 18:00:00,2021-12-04 19:00:00,,,,14.88,,,7.91,0.0
2021-12-04 19:00:00,2021-12-04 20:00:00,,,,14.86,,,7.39,0.0
2021-12-04 20:00:00,2021-12-04 21:00:00,,,,14.9,,,7.35,0.08
2021-12-04 21:00:00,2021-12-04 22:00:00,,,,14.85,,,7.64,0.07
2021-12-04 22:00:00,2021-12-04 23:00:00,,,,14.87,,,8.78,0.12
2021-12-04 23:00:00,2021-12-05 00:00:00,,,,14.84,,,8.53,0.1
2021-12-05 00:00:00,2021-12-05 01:00:00,,,,14.88,,,8.42,0.26
2021-12-05 01:00:00,2021-12-05 02:00:00,,,,14.88,,,8.9,0.15
2021-12-05 02:00:00,2021-12-05 03:00:00,,,,14.88,,,8.39,0.17
2021-12-05 03:00:00,2021-12-05 04:00:00,,,,14.85,,,5.42,0.22
2021-12-05 04:00:00,2021-12-05 05:00:00,,,,14.89,,,5.44,0.17
2021-12-05 05:00:00,2021-12-05 06:00:00,,,,14.8,,,5.58,0.11
2021-12-05 06:00:00,2021-12-05 07:00:00,,,,14.86,,,6.2,0.14
2021-12-05 07:00:00,2021-12-05 08:00:00,,,,14.84,,,7.99,0.15
2021-12-05 08:00:00,2021-12-05 09:00:00,,,,14.9,,,7.71,0.2
2021-12-05 09:00:00,2021-12-05 10:00:00,100.69,,,14.82,,,7.77,0.18
2021-12-05 10:00:00,2021-12-05 11:00:00,102.42,,,14.88,,,9.68,0.21
2021-12-05 11:00:00,2021-12-05 12:00:00,104.76,,,14.89,,,6.94,0.26
2021-12-05 12:00:00,2021-12-05 13:00:00,99.33,,,14.87,,,6.64,0.06
2021-12-05 13:00:00,2021-12-05 14:00:00,92.84,,,14.86,,,6.42,0.07
2021-12-05 14:00:00,2021-12-05 15:00:00,83.92,,,14.87,,,6.89,0.2
2021-12-05 15:00:00,2021-12-05 16:00:00,77.08,,,14.88,,,5.67,0.34
2021-12-05 16:00:00,2021-12-05 17:00:00,80.06,,,14.88,,,6.77,0.35
2021-12-05 17:00:00,2021-12-05 18:00:00,85.69,,,14.88,,,6.7,0.29
2021-12-05 18:00:00,2021-12-05 19:00:00,83.76,,,14.88,,,7.94,0.37
2021-12-05 19:00:00,2021-12-05 20:00:00,75.83,,,14.87,,,7.09,0.24
2021-12-05 20:00:00,2021-12-05 21:00:00,67.09,,,14.88,,,6.43,0.21
2021-12-05 21:00:00,2021-12-05 22:00:00,63.87,,,14.89,,,6.92,0.29
2021-12-05 22:00:00,2021-12-05 23:00:00,66.69,,,14.94,,,8.84,0.16
2021-12-05 23:00:00,2021-12-06 00:00:00,66.24,,,14.79,,,6.97,0.25
2021-12-06 00:00:00,2021-12-06 01:00:00,71.08,,,14.8,,,6.7,0.47
2021-12-06 01:00:00,2021-12-06 02:00:00,72.18,,,14.91,,,7.07,0.33
2021-12-06 02:00:00,2021-12-06 03:00:00,72.14,,,14.85,,,9.45,0.47
2021-12-06 03:00:00,2021-12-06 04:00:00,76.71,,,14.91,,,6.74,0.55
2021-12-06 04:00:00,2021-12-06 05:00:00,74.1,,,14.87,,,6.86,0.03
2021-12-06 05:00:00,2021-12-06 06:00:00,70.33,,,14.85,,,6.46,0.03
2021-12-06 06:00:00,2021-12-06 07:00:00,73.09,,,14.91,,,7.17,0.01
2021-12-06 07:00:00,2021-12-06 08:00:00,73.38,,,14.88,,,6.47,0.05
2021-12-06 08:00:00,2021-12-06 09:00:00,73.34,,,14.83,,,6.0,0.35
2021-12-06 09:00:00,2021-12-06 10:00:00,68.98,,,14.92,,,6.28,0.64
2021-12-06 10:00:00,2021-12-06 11:00:00,61.66,,,14.93,,,6.85,0.28
2021-12-06 11:00:00,2021-12-06 12:00:00,55.14,,,14.74,,,15.3,0.03
2021-12-06 12:00:00,2021-12-06 13:00:00,44.23,,,14.86,,,28.45,1.56
2021-12-06 13:00:00,2021-12-06 14:00:00,37.16,,,14.75,,,29.61,2.5
2021-12-06 14:00:00,2021-12-06 15:00:00,42.43,,,14.85,,,8.73,0.0
2021-12-06 15:00:00,2021-12-06 16:00:00,54.77,,,14.86,,,7.8,0.0
2021-12-06 16:00:00,2021-12-06 17:00:00,54.28,,,14.89,,,7.81,0.1
2021-12-06 17:00:00,2021-12-06 18:00:00,52.23,,,14.99,,,8.57,0.12
2021-12-06 18:00:00,2021-12-06 19:00:00,52.3,,,14.85,,,10.76,0.07
2021-12-06 19:00:00,2021-12-06 20:00:00,49.77,,,14.87,,,5.64,0.05
2021-12-06 20:00:00,2021-12-06 21:00:00,50.32,,,14.82,,,5.95,0.1
2021-12-06 21:00:00,2021-12-06 22:00:00,56.83,,,14.85,,,6.1,0.09
2021-12-06 22:00:00,2021-12-06 23:00:00,62.95,,,14.87,,,6.12,0.14
2021-12-06 23:00:00,2021-12-07 00:00:00,60.97,,,14.85,,,5.44,0.1
2021-12-07 00:00:00,2021-12-07 01:00:00,60.62,,,14.8,,,5.56,0.18
2021-12-07 01:00:00,2021-12-07 02:00:00,57.12,,,14.89,,,5.28,0.19
2021-12-07 02:00:00,2021-12-07 03:00:00,55.12,,,14.91,,,5.36,0.28
2021-12-07 03:00:00,2021-12-07 04:00:00,53.72,,,14.87,,,6.57,0.18
2021-12-07 04:00:00,2021-12-07 05:00:00,51.17,,,14.87,,,6.32,0.26
2021-12-07 05:00:00,2021-12-07 06:00:00,48.96,,,14.89,,,6.96,0.29
2021-12-07 06:00:00,2021-12-07 07:00:00,43.11,,,14.95,,,6.44,0.34
2021-12-07 07:00:00,2021-12-07 08:00:00,38.44,,,14.88,,,6.79,0.21
2021-12-07 08:00:00,2021-12-07 09:00:00,38.62,,,14.8,,,6.49,0.14
2021-12-07 09:00:00,2021-12-07 10:00:00,41.15,,,14.88,,,6.19,0.18
2021-12-07 10:00:00,2021-12-07 11:00:00,47.19,,,14.9,,,8.43,0.27
2021-12-07 11:00:00,2021-12-07 12:00:00,47.05,,,14.85,,,6.5,0.5
2021-12-07 12:00:00,2021-12-07 13:00:00,41.46,,,14.88,,,6.72,0.25
2021-12-07 13:00:00,2021-12-07 14:00:00,36.64,,,14.91,,,6.09,0.2
2021-12-07 14:00:00,2021-12-07 15:00:00,32.08,,,14.85,,,3.23,0.36
2021-12-07 15:00:00,2021-12-07 16:00:00,38.29,,,14.86,,,6.65,0.48
2021-12-07 16:00:00,2021-12-07 17:00:00,35.91,,,14.93,,,7.12,0.24
2021-12-07 17:00:00,2021-12-07 18:00:00,32.36,,,14.97,,,7.2,0.21
2021-12-07 18:00:00,2021-12-07 19:00:00,40.83,,,14.94,,,11.43,0.12
2021-12-07 19:00:00,2021-12-07 20:00:00,44.39,,,14.8,,,6.56,0.01
2021-12-07 20:00:00,2021-12-07 21:00:00,47.78,,,14.86,,,6.32,0.34
2021-12-07 21:00:00,2021-12-07 22:00:00,53.42,,,14.71,,,6.58,0.25
2021-12-07 22:00:00,2021-12-07 23:00:00,54.42,,,14.86,,,5.38,0.21
2021-12-07 23:00:00,2021-12-08 00:00:00,54.72,,,14.9,,,6.29,0.33
2021-12-08 00:00:00,2021-12-08 01:00:00,48.16,,,14.82,,,6.0,0.13
2021-12-08 01:00:00,2021-12-08 02:00:00,41.75,,,14.87,,,6.22,0.14
2021-12-08 02:00:00,2021-12-08 03:00:00,36.08,,,14.82,,,5.52,0.3
2021-12-08 03:00:00,2021-12-08 04:00:00,33.76,,,14.81,,,8.2,0.48
2021-12-08 04:00:00,2021-12-08 05:00:00,27.93,,,14.94,,,7.49,0.4
2021-12-08 05:00:00,2021-12-08 06:00:00,26.2,,,14.82,,,7.64,0.66
2021-12-08 06:00:00,2021-12-08 07:00:00,30.14,,,14.87,,,7.27,0.51
2021-12-08 07:00:00,2021-12-08 08:00:00,41.2,,,14.81,,,6.92,0.5
2021-12-08 08:00:00,2021-12-08 09:00:00,48.99,,,14.88,,,6.56,0.24
2021-12-08 09:00:00,2021-12-08 10:00:00,52.99,,,14.88,,,6.29,0.47
2021-12-08 10:00:00,2021-12-08 11:00:00,51.0,,,14.8,,,5.61,0.66
2021-12-08 11:00:00,2021-12-08 12:00:00,52.75,,,14.84,,,7.78,0.69
2021-12-08 12:00:00,2021-12-08 13:00:00,58.39,,,14.84,,,7.75,0.42
2021-12-08 13:00:00,2021-12-08 14:00:00,55.37,,,14.79,,,7.42,0.18
2021-12-08 14:00:00,2021-12-08 15:00:00,44.13,,,14.87,,,7.06,0.02
2021-12-08 15:00:00,2021-12-08 16:00:00,35.3,,,14.91,,,6.75,0.06
2021-12-08 16:00:00,2021-12-08 17:00:00,34.49,,,14.83,,,7.3,0.07
2021-12-08 17:00:00,2021-12-08 18:00:00,40.52,,,14.93,,,7.96,0.0
2021-12-08 18:00:00,2021-12-08 19:00:00,50.37,,,14.85,,,9.08,0.0
2021-12-08 19:00:00,2021-12-08 20:00:00,52.62,,,14.9,,,7.86,0.0
2021-12-08 20:00:00,2021-12-08 21:00:00,47.83,,,14.79,,,7.97,0.13
2021-12-08 21:00:00,2021-12-08 22:00:00,44.14,,,14.87,,,8.43,0.49
2021-12-08 22:00:00,2021-12-08 23:00:00,40.66,,,14.92,,,6.49,0.29
2021-12-08 23:00:00,2021-12-09 00:00:00,40.01,,,14.83,,,8.35,0.14
2021-12-09 00:00:00,2021-12-09 01:00:00,44.25,,,14.91,,,7.31,0.05
2021-12-09 01:00:00,2021-12-09 02:00:00,38.7,,,14.82,,,8.12,0.19
2021-12-09 02:00:00,2021-12-09 03:00:00,33.6,,,14.86,,,10.66,0.3
2021-12-09 03:00:00,2021-12-09 04:00:00,38.31,,,14.8,,,6.79,0.22
2021-12-09 04:00:00,2021-12-09 05:00:00,47.91,,,14.85,,,5.77,0.32
