From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2021-12-30 04:00:00,2021-12-30 05:00:00,83.5,136.5,12.5,25.67,23.8,23.62,1.04,5.78,26.75,47.48,,82.0,0.8,100.0,6.0,752.0,-0.18,15.85,0.0
2021-12-30 05:00:00,2021-12-30 06:00:00,68.5,103.25,9.95,20.45,18.98,24.93,1.09,6.02,21.82,40.52,,82.0,0.7,176.75,6.0,752.0,-0.18,15.52,0.0
2021-12-30 06:00:00,2021-12-30 07:00:00,64.25,98.0,22.62,24.32,31.33,24.0,1.05,5.78,17.6,35.1,,82.0,0.77,142.75,6.0,752.0,-0.18,15.3,0.0
2021-12-30 07:00:00,2021-12-30 08:00:00,65.0,94.5,15.95,29.75,28.78,26.6,1.16,6.8,16.9,33.9,,82.0,0.78,139.25,36.25,752.0,-0.19,15.68,0.0
2021-12-30 08:00:00,2021-12-30 09:00:00,65.25,108.75,15.05,31.55,29.0,24.48,1.07,8.5,17.8,32.77,,82.0,0.62,120.0,76.0,752.0,-0.18,16.27,0.0
2021-12-30 09:00:00,2021-12-30 10:00:00,59.0,103.5,5.15,22.7,16.27,24.9,1.09,15.12,16.65,30.38,,78.25,0.75,196.0,167.75,752.0,-0.19,17.52,0.0
2021-12-30 10:00:00,2021-12-30 11:00:00,40.5,64.75,5.3,18.65,14.23,23.02,1.01,20.43,14.98,29.73,,73.25,1.27,199.25,352.75,751.5,-0.19,18.68,0.0
2021-12-30 11:00:00,2021-12-30 12:00:00,46.25,69.75,3.82,14.48,10.8,26.1,1.14,25.38,13.93,29.7,,71.25,1.48,208.0,319.25,751.0,-0.19,19.1,0.0
2021-12-30 12:00:00,2021-12-30 13:00:00,38.0,61.0,2.75,11.7,8.43,23.4,1.02,28.23,15.2,36.58,,67.5,0.73,192.75,252.75,751.5,-0.19,19.9,0.0
2021-12-30 13:00:00,2021-12-30 14:00:00,27.75,43.5,2.8,13.38,9.38,26.7,1.17,26.97,16.33,45.23,,68.5,1.02,184.5,103.5,752.0,-0.19,19.68,0.0
2021-12-30 14:00:00,2021-12-30 15:00:00,26.0,48.75,3.88,16.65,11.98,25.3,1.1,24.82,18.8,54.85,,71.0,1.3,203.0,112.25,752.0,-0.19,19.25,0.0
2021-12-30 15:00:00,2021-12-30 16:00:00,32.75,59.75,3.0,15.65,10.8,29.03,1.27,27.52,21.65,65.17,,69.25,1.07,207.25,115.75,752.0,-0.19,19.43,0.0
2021-12-30 16:00:00,2021-12-30 17:00:00,36.0,64.0,2.77,18.57,12.12,27.2,1.19,24.8,21.32,71.25,,71.25,0.72,190.5,33.75,752.0,-0.19,19.2,0.0
2021-12-30 17:00:00,2021-12-30 18:00:00,39.0,63.0,3.33,27.45,17.32,28.0,1.23,19.07,21.62,70.1,,75.5,0.78,112.5,6.0,752.0,-0.19,18.55,0.0
2021-12-30 18:00:00,2021-12-30 19:00:00,74.25,130.25,7.25,44.1,29.35,26.23,1.15,11.5,26.38,82.28,,77.5,0.82,205.0,6.0,752.0,-0.19,18.25,0.0
2021-12-30 19:00:00,2021-12-30 20:00:00,78.0,116.0,13.62,50.9,38.15,30.33,1.32,9.5,31.52,88.88,,81.0,0.8,187.25,6.0,752.0,-0.19,17.8,0.0
2021-12-30 20:00:00,2021-12-30 21:00:00,115.5,190.25,24.7,49.08,46.2,25.62,1.12,8.7,34.4,85.9,,82.0,0.8,185.75,5.75,752.0,-0.18,17.55,0.0
2021-12-30 21:00:00,2021-12-30 22:00:00,121.25,199.75,56.75,50.9,73.2,28.27,1.24,8.22,33.73,83.03,,82.0,0.8,185.0,5.0,752.0,-0.15,17.3,0.0
2021-12-30 22:00:00,2021-12-30 23:00:00,141.5,214.0,85.67,46.67,94.5,25.6,1.12,10.12,39.0,94.6,,82.0,0.65,139.5,5.5,752.0,-0.17,16.9,0.0
2021-12-30 23:00:00,2021-12-31 00:00:00,184.75,319.0,82.38,42.88,89.83,30.33,1.33,8.12,44.08,103.12,,82.0,0.75,134.5,6.0,752.0,-0.18,16.65,0.0
2021-12-31 00:00:00,2021-12-31 01:00:00,150.25,273.25,14.53,32.95,29.35,25.77,1.13,5.7,35.7,81.6,,82.0,1.1,139.0,6.0,752.0,-0.19,16.5,0.0
2021-12-31 01:00:00,2021-12-31 02:00:00,100.75,161.75,5.65,26.95,18.9,24.53,1.07,5.7,22.23,46.23,,82.0,1.05,144.75,6.0,752.0,-0.19,16.38,0.0
2021-12-31 02:00:00,2021-12-31 03:00:00,93.0,142.25,4.95,21.97,15.72,22.1,0.97,5.93,17.42,30.45,,82.0,0.83,136.25,5.25,752.0,-0.16,16.23,0.0
2021-12-31 03:00:00,2021-12-31 04:00:00,87.25,137.5,3.78,20.1,13.75,25.0,1.09,6.38,15.45,25.5,,82.0,0.95,147.75,6.0,752.0,-0.19,15.85,0.0
2021-12-31 04:00:00,2021-12-31 05:00:00,75.5,117.25,2.48,17.8,11.5,24.55,1.07,7.18,13.25,20.95,,82.0,0.8,134.75,5.25,752.0,-0.16,15.6,0.0
2021-12-31 05:00:00,2021-12-31 06:00:00,62.0,96.5,9.45,17.05,16.75,28.23,1.23,7.35,11.37,18.23,,82.0,0.7,160.25,5.5,752.0,-0.17,15.5,0.0
2021-12-31 06:00:00,2021-12-31 07:00:00,53.0,83.25,16.25,17.65,22.6,25.98,1.14,8.78,10.3,18.08,,82.0,0.92,128.0,5.75,752.0,-0.18,15.35,0.0
2021-12-31 07:00:00,2021-12-31 08:00:00,,70.0,8.45,14.58,14.62,28.2,1.23,10.57,9.43,17.57,,82.0,0.88,156.0,6.0,752.0,-0.2,15.4,0.0
2021-12-31 08:00:00,2021-12-31 09:00:00,,68.0,11.8,16.08,18.12,27.4,1.2,10.35,9.9,14.27,,82.0,1.07,155.25,23.5,752.0,-0.19,15.62,0.0
2021-12-31 09:00:00,2021-12-31 10:00:00,,84.5,16.38,23.28,25.68,31.9,1.4,8.82,11.85,16.4,,82.0,1.0,147.5,84.5,752.0,-0.2,16.05,0.0
2021-12-31 10:00:00,2021-12-31 11:00:00,,121.0,15.6,27.05,27.1,25.85,1.13,11.3,15.3,28.57,,82.0,0.98,139.75,209.5,752.0,-0.18,16.85,0.0
2021-12-31 11:00:00,2021-12-31 12:00:00,,150.25,9.35,20.18,18.32,25.53,1.11,16.9,19.8,44.72,,76.0,1.0,147.75,406.25,752.0,-0.19,18.2,0.0
2021-12-31 12:00:00,2021-12-31 13:00:00,,120.75,5.17,17.4,13.45,25.65,1.12,24.45,17.1,38.7,,68.75,1.1,163.75,477.75,752.0,-0.19,19.57,0.0
2021-12-31 13:00:00,2021-12-31 14:00:00,,95.5,4.58,17.95,13.3,29.2,1.28,32.97,15.02,34.72,,62.75,1.0,165.0,426.5,752.0,-0.19,20.43,0.0
2021-12-31 14:00:00,2021-12-31 15:00:00,,72.75,5.82,24.65,17.9,26.85,1.18,38.45,12.1,26.1,,61.25,0.82,147.5,302.0,752.0,-0.19,20.75,0.0
2021-12-31 15:00:00,2021-12-31 16:00:00,,82.0,7.1,30.25,21.9,30.5,1.33,32.7,11.47,23.38,,61.25,0.93,144.75,166.0,752.0,-0.17,20.6,0.0
2021-12-31 16:00:00,2021-12-31 17:00:00,,67.75,7.28,33.22,23.6,25.15,1.1,27.05,9.2,18.62,,64.75,1.1,172.75,32.5,752.0,-0.18,19.65,0.0
2021-12-31 17:00:00,2021-12-31 18:00:00,,71.5,3.15,27.4,17.12,22.1,0.96,23.52,9.28,17.7,,74.25,1.2,186.0,6.0,752.0,-0.19,18.62,0.0
2021-12-31 18:00:00,2021-12-31 19:00:00,,103.75,3.9,31.93,20.17,23.8,1.04,14.38,11.88,22.68,,80.0,1.05,181.25,6.0,752.0,-0.2,17.57,0.0
2021-12-31 19:00:00,2021-12-31 20:00:00,,115.0,6.78,43.2,28.45,30.87,1.34,9.68,14.48,26.62,,82.0,0.95,178.0,5.75,752.0,-0.18,16.98,0.0
2021-12-31 20:00:00,2021-12-31 21:00:00,,152.5,36.1,45.32,53.5,27.62,1.21,7.35,20.12,45.9,,82.0,0.85,157.25,6.0,752.0,-0.19,16.57,0.0
2021-12-31 21:00:00,2021-12-31 22:00:00,,178.25,59.4,40.67,69.92,30.83,1.35,6.83,24.2,54.93,,82.0,1.1,150.75,5.25,752.0,-0.17,16.23,0.0
2021-12-31 22:00:00,2021-12-31 23:00:00,,195.5,39.67,36.98,51.95,26.15,1.14,6.53,24.7,68.95,,82.0,1.08,158.25,5.0,752.0,-0.16,16.03,0.0
2021-12-31 23:00:00,2022-01-01 00:00:00,,193.33,31.0,35.27,43.97,27.37,1.2,6.43,24.3,76.5,,82.0,1.03,168.33,5.0,752.0,-0.16,15.83,0.0
2022-01-01 00:00:00,2022-01-01 01:00:00,,196.0,21.4,31.28,34.02,24.35,1.06,6.0,24.27,76.98,,82.0,0.93,128.0,5.0,752.0,-0.16,15.78,0.0
2022-01-01 01:00:00,2022-01-01 02:00:00,,154.75,9.3,23.17,19.93,26.5,1.16,8.35,18.2,58.02,,82.0,1.12,133.75,5.0,752.0,-0.16,15.53,0.0
2022-01-01 02:00:00,2022-01-01 03:00:00,,123.25,2.52,12.67,8.78,24.88,1.09,13.1,14.82,39.4,,82.0,0.75,163.75,5.0,752.0,-0.16,15.38,0.0
2022-01-01 03:00:00,2022-01-01 04:00:00,,108.0,2.02,16.2,10.27,26.67,1.17,11.5,13.42,30.23,,82.0,0.67,184.0,5.0,752.0,-0.16,15.4,0.0
2022-01-01 04:00:00,2022-01-01 05:00:00,,110.75,2.75,20.33,13.07,25.02,1.09,9.78,12.93,26.27,,82.0,0.8,169.25,5.0,752.0,-0.16,15.32,0.0
2022-01-01 05:00:00,2022-01-01 06:00:00,,137.75,4.55,23.88,16.38,27.57,1.2,7.1,13.12,25.55,,82.0,0.77,163.0,5.0,752.0,-0.16,15.17,0.0
2022-01-01 06:00:00,2022-01-01 07:00:00,,132.25,7.47,24.68,19.2,26.0,1.14,9.22,13.47,23.95,,82.0,0.92,148.75,5.0,752.0,-0.17,14.85,0.0
2022-01-01 07:00:00,2022-01-01 08:00:00,,155.5,3.83,22.07,14.85,27.67,1.2,12.32,14.2,22.65,,82.0,0.9,172.0,7.25,752.0,-0.18,14.68,0.0
2022-01-01 08:00:00,2022-01-01 09:00:00,,179.75,3.85,18.52,13.03,25.75,1.12,14.2,13.9,19.7,,82.0,0.8,189.0,48.25,752.0,-0.2,14.8,0.0
2022-01-01 09:00:00,2022-01-01 10:00:00,,188.75,6.0,21.93,16.55,28.2,1.23,14.83,13.47,19.35,,81.75,0.98,174.75,178.75,752.0,-0.2,15.5,0.0
2022-01-01 10:00:00,2022-01-01 11:00:00,,236.0,7.97,28.68,21.75,25.5,1.12,22.1,13.53,19.45,,72.5,0.82,179.5,354.0,752.0,-0.2,17.52,0.0
2022-01-01 11:00:00,2022-01-01 12:00:00,,247.25,6.17,36.88,24.62,26.07,1.15,35.38,14.9,22.25,,63.0,0.83,160.5,419.5,752.0,-0.19,19.07,0.0
2022-01-01 12:00:00,2022-01-01 13:00:00,222.0,240.5,4.78,35.83,22.95,24.32,1.06,51.45,16.2,25.05,,55.75,0.82,159.25,430.75,752.0,-0.19,20.25,0.0
2022-01-01 13:00:00,2022-01-01 14:00:00,222.0,235.75,2.95,26.7,16.57,28.37,1.24,60.15,17.23,27.85,,49.0,0.9,151.75,383.75,752.0,-0.19,21.0,0.0
2022-01-01 14:00:00,2022-01-01 15:00:00,,171.0,2.82,23.88,15.02,26.35,1.15,51.88,12.47,21.77,,48.25,1.0,152.5,254.75,752.0,-0.54,21.05,0.0
2022-01-01 15:00:00,2022-01-01 16:00:00,,121.25,5.17,37.35,24.07,27.03,1.18,45.62,10.07,17.12,,50.5,0.8,129.75,130.0,752.0,-2.71,20.7,0.0
2022-01-01 16:00:00,2022-01-01 17:00:00,,128.75,2.45,32.98,19.52,26.15,1.15,46.55,9.48,17.4,,50.0,0.95,127.0,38.5,752.0,-3.21,20.23,0.0
2022-01-01 17:00:00,2022-01-01 18:00:00,,126.5,5.45,53.33,32.83,28.6,1.25,33.0,10.4,21.32,,53.75,1.17,114.25,6.0,752.0,-1.91,19.17,0.0
2022-01-01 18:00:00,2022-01-01 19:00:00,,160.0,8.0,61.38,39.17,26.9,1.18,21.57,17.0,49.08,,57.5,0.9,122.0,6.0,752.0,-1.45,18.48,0.0
2022-01-01 19:00:00,2022-01-01 20:00:00,170.0,188.25,19.6,79.17,58.05,33.07,1.45,13.05,27.4,60.83,,62.0,1.12,125.5,6.0,752.0,-1.39,18.0,0.0
2022-01-01 20:00:00,2022-01-01 21:00:00,,229.75,7.72,70.22,43.65,28.77,1.26,15.55,30.82,65.32,,65.5,1.17,111.0,6.0,752.0,-0.55,17.45,0.0
2022-01-01 21:00:00,2022-01-01 22:00:00,,231.0,5.12,71.45,42.2,29.87,1.31,15.82,30.55,61.77,,68.5,0.98,128.25,6.0,752.0,-0.19,17.1,0.0
2022-01-01 22:00:00,2022-01-01 23:00:00,,271.0,4.95,67.95,40.12,22.9,1.0,15.53,29.5,61.7,,70.75,1.05,122.5,6.0,752.0,-0.19,16.88,0.0
2022-01-01 23:00:00,2022-01-02 00:00:00,,282.75,3.65,59.85,34.8,23.83,1.04,17.7,26.88,59.1,,71.75,1.02,121.5,6.0,752.0,-0.19,16.55,0.0
2022-01-02 00:00:00,2022-01-02 01:00:00,,255.75,14.88,44.0,35.5,21.7,0.95,23.47,23.6,55.4,,73.5,1.1,124.75,6.0,752.0,-0.19,16.18,0.0
2022-01-02 01:00:00,2022-01-02 02:00:00,192.0,217.0,18.15,33.85,32.73,23.63,1.03,25.48,19.25,46.95,,74.5,0.88,125.75,6.0,752.0,-0.19,15.78,0.0
2022-01-02 02:00:00,2022-01-02 03:00:00,,188.0,3.73,20.2,13.78,24.12,1.05,29.3,17.72,38.62,,75.5,0.83,119.25,6.0,752.0,-0.2,15.53,0.0
2022-01-02 03:00:00,2022-01-02 04:00:00,,181.33,20.57,38.73,37.32,27.9,1.22,16.35,16.75,36.65,,77.75,0.8,117.25,6.0,752.0,-0.19,15.2,0.0
2022-01-02 04:00:00,2022-01-02 05:00:00,,,1.9,20.1,12.27,26.75,1.17,25.62,16.3,35.75,,78.25,0.85,99.0,6.0,752.0,-0.19,15.03,0.0
2022-01-02 05:00:00,2022-01-02 06:00:00,,,3.97,23.3,15.62,29.9,1.31,23.7,15.6,34.83,,78.5,0.95,105.25,6.0,752.0,-0.19,14.82,0.0
2022-01-02 06:00:00,2022-01-02 07:00:00,173.25,203.25,54.42,47.35,69.45,27.75,1.22,10.78,15.73,37.7,,79.5,0.8,124.25,6.0,752.0,-0.19,14.6,0.0
2022-01-02 07:00:00,2022-01-02 08:00:00,87.0,218.67,20.97,45.68,41.35,30.27,1.32,11.52,19.05,39.12,,80.5,0.78,100.25,11.5,752.0,-0.2,14.68,0.0
2022-01-02 08:00:00,2022-01-02 09:00:00,,,20.2,54.47,45.38,27.58,1.2,12.45,29.0,45.4,,76.25,0.77,186.5,111.5,752.0,-0.2,15.73,0.0
2022-01-02 09:00:00,2022-01-02 10:00:00,,,7.57,49.35,32.4,30.23,1.32,27.02,28.48,44.12,,66.0,0.78,134.75,236.75,752.0,-0.2,17.62,0.0
2022-01-02 10:00:00,2022-01-02 11:00:00,,,5.07,40.15,25.45,26.8,1.17,46.0,22.4,35.73,,57.0,0.8,148.0,315.75,752.0,-0.19,19.0,0.0
2022-01-02 11:00:00,2022-01-02 12:00:00,,271.0,3.87,28.6,18.33,27.25,1.19,61.93,18.57,30.43,,52.33,1.03,136.33,348.33,752.0,-0.19,19.77,0.0
2022-01-02 12:00:00,2022-01-02 13:00:00,,210.75,3.4,25.42,16.3,25.35,1.11,65.62,14.88,24.85,,48.5,1.02,163.5,462.5,752.0,-0.19,21.15,0.0
2022-01-02 13:00:00,2022-01-02 14:00:00,,181.75,3.58,27.93,17.75,25.97,1.14,62.65,12.58,21.18,,46.75,0.98,157.5,402.0,752.0,-0.19,21.45,0.0
2022-01-02 14:00:00,2022-01-02 15:00:00,,145.75,4.3,33.28,21.2,25.93,1.13,59.15,10.43,17.33,,47.5,0.93,140.5,294.25,752.0,-0.19,21.5,0.0
2022-01-02 15:00:00,2022-01-02 16:00:00,,131.75,3.95,34.4,21.55,30.07,1.31,57.3,9.45,15.15,,47.5,1.05,145.75,153.5,752.0,-0.19,21.07,0.0
2022-01-02 16:00:00,2022-01-02 17:00:00,,125.5,5.33,44.75,28.18,27.85,1.22,47.0,8.53,13.9,,50.0,0.85,167.75,30.5,752.0,-0.19,20.15,0.0
2022-01-02 17:00:00,2022-01-02 18:00:00,,139.75,11.18,56.9,39.35,29.83,1.31,36.0,10.53,20.75,,54.5,0.75,168.5,6.0,752.0,-0.19,19.2,0.0
2022-01-02 18:00:00,2022-01-02 19:00:00,,183.5,35.97,106.62,85.92,26.48,1.16,11.13,15.53,35.15,,57.25,0.8,146.75,6.0,752.0,-0.19,18.6,0.0
2022-01-02 19:00:00,2022-01-02 20:00:00,,273.25,35.02,103.5,83.55,32.4,1.42,11.05,32.98,66.05,,64.5,0.75,202.0,6.0,752.0,-0.19,17.8,0.0
2022-01-02 20:00:00,2022-01-02 21:00:00,,350.0,58.4,102.92,102.25,26.73,1.17,10.57,44.4,85.45,,66.5,0.82,166.75,6.0,752.0,-0.19,17.52,0.0
2022-01-02 21:00:00,2022-01-02 22:00:00,,388.25,37.57,99.7,83.6,28.47,1.25,10.35,51.15,99.85,,68.5,1.0,138.0,6.0,752.0,-0.19,17.4,0.0
2022-01-02 22:00:00,2022-01-02 23:00:00,,414.0,6.67,70.25,42.8,22.75,0.99,13.62,40.6,79.28,,70.5,0.95,109.25,6.0,752.0,-0.19,16.95,0.0
2022-01-02 23:00:00,2022-01-03 00:00:00,,332.0,9.55,52.47,35.65,20.43,0.89,18.82,31.25,61.22,,73.0,0.9,109.25,6.0,752.0,-0.19,16.48,0.0
2022-01-03 00:00:00,2022-01-03 01:00:00,,272.5,2.85,32.5,19.62,21.9,0.96,26.57,24.02,44.98,,74.75,0.85,113.25,6.0,752.0,-0.19,16.2,0.0
2022-01-03 01:00:00,2022-01-03 02:00:00,,241.0,2.2,24.98,15.1,25.57,1.12,31.0,19.25,36.05,,75.75,0.7,130.75,6.0,752.0,-0.19,16.0,0.0
2022-01-03 02:00:00,2022-01-03 03:00:00,,224.5,2.65,29.15,17.65,25.55,1.11,23.62,16.93,31.78,,78.0,0.75,108.5,6.0,752.0,-0.2,15.65,0.0
2022-01-03 03:00:00,2022-01-03 04:00:00,,231.0,1.78,20.2,12.18,29.93,1.31,27.52,16.75,31.0,,79.75,0.88,118.25,6.0,752.0,-0.19,15.35,0.0
2022-01-03 04:00:00,2022-01-03 05:00:00,,221.0,9.9,24.68,21.18,27.35,1.19,21.65,15.45,31.52,,80.75,0.95,137.75,6.0,752.0,-0.19,15.07,0.0
2022-01-03 05:00:00,2022-01-03 06:00:00,,218.5,2.2,24.48,14.77,29.43,1.29,24.65,15.83,34.3,,80.25,0.85,113.75,6.0,752.0,-0.19,14.85,0.0
2022-01-03 06:00:00,2022-01-03 07:00:00,,219.5,10.12,38.6,28.73,27.75,1.21,17.75,15.18,37.08,,80.0,1.07,116.0,6.0,752.0,-0.19,14.65,0.0
2022-01-03 07:00:00,2022-01-03 08:00:00,,237.75,6.65,40.17,26.75,31.27,1.37,16.12,16.28,37.0,,80.75,0.8,117.25,19.5,752.0,-0.2,14.52,0.0
2022-01-03 08:00:00,2022-01-03 09:00:00,,256.75,9.1,47.83,32.83,28.53,1.24,17.85,19.73,34.58,,75.75,0.62,114.75,122.0,752.0,-0.2,15.72,0.0
2022-01-03 09:00:00,2022-01-03 10:00:00,,310.5,6.9,49.45,31.9,29.13,1.28,30.62,21.5,36.02,,67.0,0.88,136.25,240.75,752.0,-0.19,17.5,0.0
2022-01-03 10:00:00,2022-01-03 11:00:00,,337.75,6.17,49.78,31.48,28.3,1.24,44.75,23.27,45.78,,60.5,0.8,140.75,344.25,752.0,-0.19,18.98,0.0
2022-01-03 11:00:00,2022-01-03 12:00:00,,321.0,4.47,41.02,25.45,34.4,1.5,57.65,21.9,44.52,,55.75,1.2,128.75,406.75,752.0,-0.18,19.95,0.0
2022-01-03 12:00:00,2022-01-03 13:00:00,,291.75,3.72,29.8,18.9,28.68,1.25,65.35,17.45,32.98,,52.5,1.15,135.5,412.0,752.0,-0.19,20.9,0.0
2022-01-03 13:00:00,2022-01-03 14:00:00,,243.75,3.58,32.62,20.27,27.67,1.21,69.62,16.23,26.82,,48.5,1.0,163.5,393.0,752.0,-0.19,21.55,0.0
2022-01-03 14:00:00,2022-01-03 15:00:00,,213.75,4.68,33.33,21.5,25.57,1.11,68.85,13.82,21.03,,46.75,0.97,169.75,279.0,752.0,-0.19,21.62,0.0
2022-01-03 15:00:00,2022-01-03 16:00:00,,176.25,4.03,38.8,23.93,27.77,1.22,66.25,12.23,18.27,,47.5,1.15,156.75,155.0,752.0,-0.19,21.35,0.0
2022-01-03 16:00:00,2022-01-03 17:00:00,,175.0,3.35,45.9,27.1,25.7,1.12,56.28,12.93,20.8,,52.5,0.82,150.5,37.0,752.0,-0.19,20.65,0.0
2022-01-03 17:00:00,2022-01-03 18:00:00,,214.5,2.33,73.42,40.98,26.9,1.18,37.92,14.27,27.85,,56.75,1.03,152.0,6.0,752.0,-0.19,19.6,0.0
2022-01-03 18:00:00,2022-01-03 19:00:00,,290.25,24.4,115.23,81.1,26.28,1.15,13.2,24.67,55.27,,59.25,1.18,157.25,6.0,752.0,-0.2,19.05,0.0
2022-01-03 19:00:00,2022-01-03 20:00:00,,294.0,38.83,117.78,94.28,34.33,1.5,10.68,38.5,94.8,,63.0,0.77,169.75,6.0,752.0,-0.2,18.33,0.0
2022-01-03 20:00:00,2022-01-03 21:00:00,,375.25,23.18,108.38,76.47,27.77,1.21,9.22,51.5,119.03,,65.0,0.8,175.25,6.0,752.0,-0.19,18.02,0.0
2022-01-03 21:00:00,2022-01-03 22:00:00,,319.25,123.75,107.85,158.0,32.8,1.43,13.68,59.05,134.88,,71.75,0.78,188.0,6.0,752.0,-0.19,17.27,0.0
2022-01-03 22:00:00,2022-01-03 23:00:00,,463.5,87.2,106.97,127.78,23.0,1.0,10.68,65.25,147.97,,73.0,0.8,227.0,6.0,752.0,-0.2,16.9,0.0
2022-01-03 23:00:00,2022-01-04 00:00:00,,423.0,47.92,97.1,90.6,24.23,1.06,8.05,56.95,121.52,,74.75,0.8,253.75,6.0,752.0,-0.2,16.57,0.0
2022-01-04 00:00:00,2022-01-04 01:00:00,,351.5,47.15,94.75,88.77,20.82,0.91,6.85,49.87,103.83,,78.0,0.78,251.0,6.0,752.0,-0.2,16.18,0.0
2022-01-04 01:00:00,2022-01-04 02:00:00,,326.5,58.62,85.53,93.17,20.4,0.89,5.93,42.52,86.12,,78.5,0.9,146.75,6.0,752.0,-0.2,16.1,0.0
2022-01-04 02:00:00,2022-01-04 03:00:00,,308.0,91.5,79.25,116.55,19.88,0.86,5.67,37.2,70.4,,77.25,0.98,119.75,6.0,752.0,-0.19,16.12,0.0
2022-01-04 03:00:00,2022-01-04 04:00:00,,262.75,4.0,55.2,32.62,23.13,1.02,7.9,33.0,60.77,,78.25,0.98,127.0,5.25,752.0,-0.16,15.78,0.0
2022-01-04 04:00:00,2022-01-04 05:00:00,,240.5,12.77,40.12,31.73,22.67,0.99,12.8,27.32,48.42,,79.0,0.75,118.0,6.0,752.0,-0.19,15.53,0.0
2022-01-04 05:00:00,2022-01-04 06:00:00,,213.75,6.93,45.92,30.07,27.13,1.19,13.72,22.3,37.45,,79.25,0.75,121.75,6.0,752.0,-0.19,15.4,0.0
2022-01-04 06:00:00,2022-01-04 07:00:00,,228.0,12.95,48.25,36.23,26.9,1.18,13.0,22.83,36.48,,80.25,0.8,129.25,6.0,752.0,-0.2,15.3,0.0
2022-01-04 07:00:00,2022-01-04 08:00:00,,221.5,7.8,46.35,30.95,32.3,1.42,15.98,22.57,33.9,,80.25,0.75,134.75,15.25,752.0,-0.2,15.38,0.0
2022-01-04 08:00:00,2022-01-04 09:00:00,,244.5,6.25,47.1,30.15,27.83,1.22,20.95,29.4,36.52,,75.5,0.73,126.0,108.25,752.0,-0.2,16.43,0.0
2022-01-04 09:00:00,2022-01-04 10:00:00,,270.75,10.47,61.0,40.98,27.3,1.19,23.02,29.5,41.83,,69.25,0.62,127.25,227.5,752.0,-0.2,18.07,0.0
2022-01-04 10:00:00,2022-01-04 11:00:00,,276.75,5.72,47.27,29.77,23.4,1.02,40.95,26.98,51.73,,58.5,0.67,202.25,324.75,752.0,-0.2,20.25,0.0
2022-01-04 11:00:00,2022-01-04 12:00:00,,281.75,3.15,36.65,22.07,24.57,1.07,57.85,22.7,43.05,,50.75,0.68,140.75,401.5,752.0,-0.19,21.5,0.0
2022-01-04 12:00:00,2022-01-04 13:00:00,,191.25,3.1,35.95,21.65,24.12,1.06,66.08,18.77,37.65,,49.0,0.9,152.75,422.75,752.0,-0.2,22.03,0.0
2022-01-04 13:00:00,2022-01-04 14:00:00,,178.25,3.6,30.83,19.3,25.3,1.11,72.9,16.02,30.82,,46.5,0.93,158.75,369.75,752.0,-0.19,22.5,0.0
2022-01-04 14:00:00,2022-01-04 15:00:00,,172.5,3.42,36.17,22.07,25.25,1.1,74.12,15.68,26.08,,46.0,1.08,147.25,280.25,752.0,-0.19,22.52,0.0
2022-01-04 15:00:00,2022-01-04 16:00:00,,172.75,3.7,35.5,21.93,28.77,1.26,67.03,14.23,22.95,,47.5,1.05,151.0,157.75,752.0,-0.19,22.3,0.0
2022-01-04 16:00:00,2022-01-04 17:00:00,,160.75,3.17,47.52,27.88,25.55,1.11,59.68,13.28,21.1,,50.5,0.95,155.75,39.5,752.0,-0.19,21.55,0.0
2022-01-04 17:00:00,2022-01-04 18:00:00,,184.5,9.45,102.75,62.35,27.1,1.19,28.85,15.78,30.62,,55.5,0.8,165.25,6.0,752.0,-0.19,20.48,0.0
2022-01-04 18:00:00,2022-01-04 19:00:00,83.0,202.0,5.42,100.73,58.0,26.37,1.17,20.05,22.35,52.85,,62.5,0.85,218.25,6.0,752.0,-0.18,19.5,0.0
2022-01-04 19:00:00,2022-01-04 20:00:00,105.0,252.0,12.15,110.33,68.57,33.43,1.46,14.2,34.42,77.47,,67.5,0.8,151.5,6.0,752.0,-0.18,18.85,0.0
2022-01-04 20:00:00,2022-01-04 21:00:00,167.75,399.5,6.4,95.45,55.95,27.48,1.2,12.55,46.23,96.25,,70.5,0.3,146.75,6.0,752.0,-0.19,18.52,0.0
2022-01-04 21:00:00,2022-01-04 22:00:00,218.75,310.25,31.75,110.53,84.62,29.53,1.29,11.7,46.38,103.3,,72.5,0.47,181.75,6.0,752.0,-0.19,18.2,0.0
2022-01-04 22:00:00,2022-01-04 23:00:00,234.25,336.5,74.28,100.88,114.05,24.1,1.05,10.45,57.1,129.6,,75.25,1.5,226.5,6.0,752.0,-0.18,17.77,0.0
2022-01-04 23:00:00,2022-01-05 00:00:00,213.75,346.0,7.73,42.78,29.05,21.93,0.96,6.63,51.2,100.77,,82.0,1.23,249.0,6.0,752.0,-0.19,16.8,0.0
2022-01-05 00:00:00,2022-01-05 01:00:00,187.75,232.75,15.2,40.5,33.9,21.38,0.94,5.45,35.02,61.32,,82.0,1.05,205.25,6.0,752.0,-0.19,16.4,0.0
