From Date,To Date,PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm)
2022-04-06 12:00:00,2022-04-06 13:00:00,22.75,3.47,11.8,9.1,,8.6,,8.77,0.65,1.4,,,23.73,47.5,6.78,83.75,435.75,733.75,,
2022-04-06 13:00:00,2022-04-06 14:00:00,26.0,4.33,11.95,9.88,,9.6,0.25,7.55,0.65,1.0,,,23.8,51.5,7.45,97.25,435.5,734.0,,
2022-04-06 14:00:00,2022-04-06 15:00:00,21.75,5.67,11.58,10.78,,8.93,0.26,9.07,0.5,0.73,,,23.85,56.25,5.07,155.25,403.75,734.25,,
2022-04-06 15:00:00,2022-04-06 16:00:00,27.5,3.45,13.0,9.7,,9.9,0.26,10.81,0.55,1.32,,,24.18,57.25,6.17,114.25,412.75,736.0,,
2022-04-06 16:00:00,2022-04-06 17:00:00,27.75,4.62,9.07,8.57,,3.17,0.27,10.35,0.3,0.8,,,24.33,57.75,6.78,101.5,397.5,736.75,,
2022-04-06 17:00:00,2022-04-06 18:00:00,36.0,3.73,12.12,9.47,,2.08,0.26,6.42,0.38,1.08,,,24.4,58.5,4.62,116.25,365.75,737.0,,
2022-04-06 18:00:00,2022-04-06 19:00:00,72.5,4.22,13.12,10.43,,2.25,0.26,4.06,0.95,1.9,,,24.4,59.25,4.35,128.5,194.0,737.0,,
2022-04-06 19:00:00,2022-04-06 20:00:00,69.25,2.83,11.53,8.43,,2.4,0.26,8.34,0.78,2.15,,,24.4,62.0,3.65,133.25,29.5,737.0,,
2022-04-06 20:00:00,2022-04-06 21:00:00,59.75,3.62,13.38,10.05,,4.83,,4.95,0.85,2.23,,,24.4,66.0,1.87,137.75,21.25,737.0,,
2022-04-06 21:00:00,2022-04-06 22:00:00,64.75,6.0,15.23,12.98,,5.3,,3.98,1.23,4.7,,,24.4,69.75,1.15,126.75,17.0,737.0,,
2022-04-06 22:00:00,2022-04-06 23:00:00,38.25,4.88,17.02,13.03,,5.6,,3.57,1.42,5.17,,,24.38,71.0,0.62,152.5,14.0,737.0,,
2022-04-06 23:00:00,2022-04-07 00:00:00,54.25,5.23,15.97,12.73,,6.03,,4.9,1.85,5.65,,,24.3,72.75,0.68,94.25,12.75,728.75,,
2022-04-07 00:00:00,2022-04-07 01:00:00,88.0,3.75,13.82,10.38,,4.53,0.23,5.5,1.48,4.88,,,24.3,74.0,0.8,112.0,10.25,722.0,,
2022-04-07 01:00:00,2022-04-07 02:00:00,76.25,14.67,12.62,18.68,,4.6,0.23,4.93,1.93,4.67,,,24.25,75.25,0.45,245.25,8.75,717.75,,
2022-04-07 02:00:00,2022-04-07 03:00:00,68.0,21.9,14.3,25.45,,4.65,0.23,2.04,1.95,5.38,,,24.23,76.75,0.35,279.75,8.75,712.0,,
2022-04-07 03:00:00,2022-04-07 04:00:00,64.75,21.57,15.78,25.95,,5.03,0.23,0.31,1.85,5.25,,,24.1,77.25,0.3,280.5,7.75,713.5,,
2022-04-07 04:00:00,2022-04-07 05:00:00,54.25,12.43,15.55,18.38,,3.33,0.22,4.62,1.95,5.95,,,24.1,78.75,0.3,288.5,7.25,713.75,,
2022-04-07 05:00:00,2022-04-07 06:00:00,55.25,14.08,14.28,19.05,,2.33,0.19,2.63,2.18,7.58,,,24.0,80.25,0.57,279.25,13.75,713.5,,
2022-04-07 06:00:00,2022-04-07 07:00:00,61.25,12.4,13.98,17.5,,2.73,0.19,4.78,2.2,7.45,,,23.95,80.75,0.72,283.5,319.0,713.5,,
2022-04-07 07:00:00,2022-04-07 08:00:00,50.25,10.85,13.97,16.25,,4.0,0.18,4.61,4.53,7.5,,,23.9,70.75,0.62,257.5,389.0,721.0,,
2022-04-07 08:00:00,2022-04-07 09:00:00,54.75,6.68,13.97,12.85,,7.2,,4.21,2.58,5.65,,,23.9,56.25,1.0,148.0,406.0,730.75,,
2022-04-07 09:00:00,2022-04-07 10:00:00,85.0,10.28,14.35,15.97,,7.9,,8.16,1.73,4.33,,,23.85,48.75,1.6,115.75,418.75,734.0,,
2022-04-07 10:00:00,2022-04-07 11:00:00,127.75,3.27,13.35,9.73,,7.27,,12.48,1.55,4.3,,,23.85,44.75,3.02,122.75,428.5,734.0,,
2022-04-07 11:00:00,2022-04-07 12:00:00,82.5,4.2,12.43,10.0,,7.05,,15.96,1.58,5.2,,,23.82,40.0,4.47,99.75,435.5,734.0,,
2022-04-07 12:00:00,2022-04-07 13:00:00,74.0,5.07,13.8,11.43,,6.37,0.22,11.98,1.25,4.83,,,23.83,37.5,4.62,101.75,437.0,734.0,,
2022-04-07 13:00:00,2022-04-07 14:00:00,69.5,4.75,13.95,11.25,,6.1,0.2,14.63,1.1,4.47,,,23.88,39.0,5.33,74.25,437.0,734.75,,
2022-04-07 14:00:00,2022-04-07 15:00:00,119.0,10.15,18.62,18.12,,6.73,0.23,6.14,0.82,2.55,,,23.83,40.5,6.0,96.5,432.5,734.0,,
2022-04-07 15:00:00,2022-04-07 16:00:00,222.5,8.68,15.05,15.05,,5.8,0.24,6.33,0.67,1.88,,,24.07,44.0,6.8,88.75,427.0,735.5,,
2022-04-07 16:00:00,2022-04-07 17:00:00,41.25,5.35,14.47,12.03,,5.93,0.27,5.57,0.53,1.35,,,24.38,51.75,7.45,95.5,415.25,737.0,,
2022-04-07 17:00:00,2022-04-07 18:00:00,28.25,4.88,11.22,9.97,,6.97,0.28,10.03,2.25,1.73,,,24.6,57.0,6.8,110.0,366.25,738.0,,
2022-04-07 18:00:00,2022-04-07 19:00:00,44.75,3.6,14.65,10.72,,5.97,0.28,10.03,1.7,1.97,,,24.52,62.25,4.8,124.5,214.75,737.5,,
2022-04-07 19:00:00,2022-04-07 20:00:00,57.0,3.6,13.1,9.88,,6.27,0.28,9.94,2.5,3.0,,,24.5,67.0,4.35,129.25,18.5,736.5,,
2022-04-07 20:00:00,2022-04-07 21:00:00,60.5,3.75,15.07,11.05,,6.13,0.21,11.46,2.02,3.08,,,24.55,70.5,4.1,121.5,9.75,735.5,,
2022-04-07 21:00:00,2022-04-07 22:00:00,63.25,3.98,13.25,10.28,,4.97,0.21,8.31,2.15,3.35,,,24.5,71.25,3.38,131.0,9.5,734.0,,
2022-04-07 22:00:00,2022-04-07 23:00:00,75.75,4.0,11.6,9.42,,5.17,0.21,11.02,1.75,2.7,,,24.52,74.75,2.23,131.75,8.5,732.25,,
2022-04-07 23:00:00,2022-04-08 00:00:00,87.25,3.5,15.6,11.15,,4.73,0.21,9.38,1.62,3.1,,,24.5,75.75,1.1,176.75,6.75,731.25,,
2022-04-08 00:00:00,2022-04-08 01:00:00,49.5,3.85,14.55,10.88,,8.47,0.23,6.53,0.4,3.15,,,24.42,76.25,0.52,279.0,8.25,730.75,,
2022-04-08 01:00:00,2022-04-08 02:00:00,67.75,4.5,16.88,12.63,,8.65,0.22,4.64,0.3,3.05,,,24.4,76.0,0.3,293.0,9.5,730.75,,
2022-04-08 02:00:00,2022-04-08 03:00:00,78.5,4.72,18.15,13.5,,9.02,0.22,4.9,0.8,2.8,,,24.37,76.0,0.35,294.5,9.25,730.25,,
2022-04-08 03:00:00,2022-04-08 04:00:00,130.75,4.42,19.1,13.73,,9.0,0.22,3.21,1.18,3.28,,,24.38,76.0,0.6,296.5,9.0,732.5,,
2022-04-08 04:00:00,2022-04-08 05:00:00,132.75,3.57,15.85,11.38,,4.87,0.21,4.24,1.2,3.65,,,24.3,75.0,1.58,299.5,7.5,730.0,,
2022-04-08 05:00:00,2022-04-08 06:00:00,55.75,4.1,16.1,12.0,,5.2,0.26,8.02,1.5,4.67,,,27.38,79.75,2.62,206.0,156.5,707.0,,
2022-04-08 06:00:00,2022-04-08 07:00:00,38.0,,19.9,13.15,,,0.24,29.52,2.17,3.88,,,33.92,83.0,2.05,92.5,278.25,709.5,,
2022-04-08 07:00:00,2022-04-08 08:00:00,21.25,,18.62,14.55,,,0.25,163.88,1.65,3.8,,,35.95,83.5,1.4,140.75,341.75,716.25,,
2022-04-08 08:00:00,2022-04-08 09:00:00,22.5,6.2,15.03,13.6,,10.1,,18.93,1.77,4.57,,,28.38,81.25,0.42,283.0,397.75,740.0,,
2022-04-08 09:00:00,2022-04-08 10:00:00,41.25,6.55,13.93,12.73,,12.82,,3.72,1.57,4.47,,,25.38,68.5,0.85,275.75,411.75,,,
2022-04-08 10:00:00,2022-04-08 11:00:00,37.25,7.82,11.85,12.65,,14.7,,3.29,1.1,3.45,,,24.98,57.75,0.73,195.75,410.25,708.0,,
2022-04-08 11:00:00,2022-04-08 12:00:00,33.25,4.9,12.7,10.73,,14.55,,8.81,1.65,3.0,,,24.8,50.0,1.5,107.0,417.5,714.5,,
2022-04-08 12:00:00,2022-04-08 13:00:00,40.0,5.47,20.4,15.3,,10.8,0.18,13.78,1.27,3.33,,,24.67,50.25,3.0,114.0,426.0,727.75,,
2022-04-08 13:00:00,2022-04-08 14:00:00,51.5,4.75,15.72,12.23,,10.62,0.17,12.39,1.2,3.08,,,24.45,53.25,4.0,104.25,429.0,731.0,,
2022-04-08 14:00:00,2022-04-08 15:00:00,53.5,4.8,19.38,14.2,,9.12,0.18,9.81,0.9,2.0,,,24.4,55.25,5.38,91.0,437.0,736.5,,
2022-04-08 15:00:00,2022-04-08 16:00:00,34.5,4.92,15.12,12.05,,9.4,0.19,8.8,0.65,1.52,,,24.48,54.75,5.75,89.0,431.5,737.5,,
2022-04-08 16:00:00,2022-04-08 17:00:00,28.25,5.38,23.68,16.98,,2.2,0.25,5.3,0.55,1.2,,,24.6,59.0,5.3,89.25,402.75,736.25,,
2022-04-08 17:00:00,2022-04-08 18:00:00,30.75,5.1,29.5,19.82,,0.8,0.26,6.47,0.9,1.65,,,25.38,66.0,4.47,111.25,329.5,738.0,,
2022-04-08 18:00:00,2022-04-08 19:00:00,25.25,4.5,26.33,17.68,,1.05,0.25,3.69,0.78,1.5,,,24.77,65.25,2.3,263.0,154.5,736.5,,
2022-04-08 19:00:00,2022-04-08 20:00:00,18.25,4.9,27.95,18.82,,2.07,0.24,7.14,0.73,1.95,,,24.52,69.0,4.1,224.0,9.25,735.25,,
2022-04-08 20:00:00,2022-04-08 21:00:00,13.0,4.2,36.0,22.55,,4.77,0.28,9.16,0.43,0.78,,,24.45,74.25,2.77,244.0,3.0,733.5,,
2022-04-08 21:00:00,2022-04-08 22:00:00,14.0,3.3,27.05,17.07,,6.22,0.26,9.6,0.4,0.82,,,24.35,75.25,1.13,269.75,,728.75,,
2022-04-08 22:00:00,2022-04-08 23:00:00,14.25,4.32,16.03,12.05,,6.03,0.26,8.92,0.5,1.27,,,24.3,77.25,0.5,269.5,,717.0,,
2022-04-08 23:00:00,2022-04-09 00:00:00,6.25,3.73,17.88,12.55,,6.23,0.26,6.52,0.57,1.75,,,24.2,79.25,0.62,279.5,,711.75,,
2022-04-09 00:00:00,2022-04-09 01:00:00,9.0,5.67,18.7,14.57,,4.53,0.26,3.47,0.7,1.65,,,24.15,80.25,0.47,270.25,,706.75,,
2022-04-09 01:00:00,2022-04-09 02:00:00,15.0,3.95,16.43,11.97,,4.6,0.25,3.35,0.73,1.73,,,24.05,81.5,0.7,247.5,,706.0,,
2022-04-09 02:00:00,2022-04-09 03:00:00,16.0,4.45,16.68,12.5,,4.95,0.25,4.59,0.88,1.88,,,24.0,82.0,0.35,263.75,,704.75,,
2022-04-09 03:00:00,2022-04-09 04:00:00,17.75,4.7,14.7,11.65,,4.6,0.25,3.37,1.0,2.1,,,24.0,83.0,0.65,242.75,,705.25,,
2022-04-09 04:00:00,2022-04-09 05:00:00,16.0,4.38,16.82,12.5,,6.5,0.26,3.61,1.07,2.25,,,23.92,83.0,0.42,251.5,,704.25,,
2022-04-09 05:00:00,2022-04-09 06:00:00,19.0,5.53,15.8,12.9,,6.3,0.24,2.88,0.95,2.83,,,23.87,83.0,0.38,285.0,45.0,705.75,,
2022-04-09 06:00:00,2022-04-09 07:00:00,11.75,8.43,16.52,15.65,,7.58,0.24,4.41,1.23,3.25,,,23.8,83.75,0.98,236.75,329.0,708.0,,
2022-04-09 07:00:00,2022-04-09 08:00:00,24.5,9.5,14.2,15.33,,6.73,0.23,4.35,1.93,4.25,,,23.73,74.25,1.55,240.0,395.5,720.25,,
2022-04-09 08:00:00,2022-04-09 09:00:00,40.5,4.22,10.75,9.12,,6.37,0.21,3.83,1.8,3.92,,,23.62,56.0,0.68,167.25,407.0,731.25,,
2022-04-09 09:00:00,2022-04-09 10:00:00,26.0,4.92,11.9,10.35,,5.8,0.19,7.65,1.12,2.9,,,23.6,50.25,1.6,145.75,420.25,732.0,,
2022-04-09 10:00:00,2022-04-09 11:00:00,44.25,3.58,12.68,9.62,,5.77,0.28,12.03,1.42,3.52,,,23.63,46.5,2.68,130.0,430.25,733.0,,
2022-04-09 11:00:00,2022-04-09 12:00:00,58.75,4.3,11.4,9.6,,4.95,0.19,18.71,1.17,2.92,,,23.62,44.75,3.68,104.75,435.0,733.0,,
2022-04-09 12:00:00,2022-04-09 13:00:00,80.25,4.4,16.3,12.27,,7.4,0.24,25.37,1.1,2.77,,,23.75,49.0,5.53,78.75,439.75,733.5,,
2022-04-09 13:00:00,2022-04-09 14:00:00,90.75,3.5,15.0,10.82,,7.9,0.25,14.85,0.98,2.53,,,24.48,49.0,4.2,188.5,404.0,737.5,,
2022-04-09 14:00:00,2022-04-09 15:00:00,50.75,2.4,11.83,8.25,,6.6,0.23,12.65,0.65,1.38,,,24.02,63.25,3.75,189.75,400.25,734.25,,
2022-04-09 15:00:00,2022-04-09 16:00:00,28.75,2.18,11.55,7.95,,7.7,0.24,12.81,,0.95,,,24.48,56.25,3.67,113.25,418.5,736.75,,
2022-04-09 16:00:00,2022-04-09 17:00:00,21.0,3.75,9.93,8.38,,6.0,0.24,16.62,,0.65,,,25.23,52.25,4.67,127.5,390.0,741.75,,
2022-04-09 17:00:00,2022-04-09 18:00:00,33.5,4.12,14.18,10.9,,6.68,0.2,12.59,,1.02,,,24.35,55.5,3.7,162.5,357.75,736.5,,
2022-04-09 18:00:00,2022-04-09 19:00:00,45.5,3.7,11.68,9.22,,7.0,0.2,6.43,,2.43,,,24.28,64.75,2.48,233.25,179.75,735.0,,
2022-04-09 19:00:00,2022-04-09 20:00:00,19.75,2.05,12.08,8.1,,6.27,0.19,8.98,,1.0,,,24.12,68.75,2.05,269.75,,733.25,,
2022-04-09 20:00:00,2022-04-09 21:00:00,11.75,3.98,10.55,8.82,,6.3,0.23,9.99,,1.48,,,24.1,69.75,2.83,272.5,,734.0,,
2022-04-09 21:00:00,2022-04-09 22:00:00,16.0,3.72,10.68,8.72,,5.48,0.22,14.15,,1.35,,,24.1,73.0,1.57,264.25,,735.0,,
2022-04-09 22:00:00,2022-04-09 23:00:00,14.0,2.9,12.28,8.88,,4.62,0.22,11.59,0.3,2.38,,,24.02,75.5,1.9,250.0,,734.0,,
2022-04-09 23:00:00,2022-04-10 00:00:00,16.0,2.93,12.62,9.1,,4.4,0.22,10.71,0.38,2.35,,,23.92,77.0,1.07,272.5,,733.5,,
2022-04-10 00:00:00,2022-04-10 01:00:00,12.25,2.67,11.35,8.2,,7.03,0.26,8.74,0.43,2.05,,,23.98,78.25,0.53,274.5,,728.25,,
2022-04-10 01:00:00,2022-04-10 02:00:00,11.0,3.5,12.6,9.57,,6.6,0.25,8.04,0.47,2.5,,,24.0,80.5,0.5,251.0,,731.25,,
2022-04-10 02:00:00,2022-04-10 03:00:00,14.75,4.38,15.18,11.62,,7.43,0.26,4.82,0.53,2.85,,,24.02,81.25,0.3,280.25,,731.0,,
2022-04-10 03:00:00,2022-04-10 04:00:00,18.25,4.75,16.4,12.55,,7.23,0.26,3.25,0.7,3.1,,,24.0,82.0,0.3,284.75,,730.0,,
2022-04-10 04:00:00,2022-04-10 05:00:00,24.75,3.48,17.6,12.22,,7.7,0.26,2.79,0.73,3.43,,,24.0,82.5,0.3,295.0,,728.5,,
2022-04-10 05:00:00,2022-04-10 06:00:00,31.75,5.7,18.77,14.62,,6.65,0.24,3.5,0.75,3.67,,,23.95,83.0,0.3,211.5,11.0,727.5,,
2022-04-10 06:00:00,2022-04-10 07:00:00,27.75,9.0,17.95,16.9,,6.35,0.24,4.12,1.68,5.07,,,23.9,83.0,0.47,219.25,311.0,727.25,,
2022-04-10 07:00:00,2022-04-10 08:00:00,33.5,7.53,16.0,14.62,,6.73,0.24,4.34,1.5,4.67,,,23.8,75.0,0.57,228.25,391.5,731.25,,
2022-04-10 08:00:00,2022-04-10 09:00:00,45.0,4.38,12.87,10.4,,6.87,0.22,4.31,1.73,4.05,,,23.6,52.75,1.2,238.25,407.75,732.75,,
2022-04-10 09:00:00,2022-04-10 10:00:00,19.25,4.53,12.95,10.55,,6.93,0.2,8.67,1.08,2.77,,,23.6,44.5,2.4,198.0,424.0,732.5,,
2022-04-10 10:00:00,2022-04-10 11:00:00,20.0,3.53,14.18,10.4,,6.57,0.27,15.65,1.05,2.45,,,23.52,44.75,3.45,90.25,428.75,732.0,,
2022-04-10 11:00:00,2022-04-10 12:00:00,35.5,2.8,11.33,8.33,,6.9,0.2,15.32,1.27,3.42,,,23.58,42.75,4.42,99.5,438.75,732.5,,
2022-04-10 12:00:00,2022-04-10 13:00:00,26.5,5.23,9.93,9.53,,6.93,0.25,11.68,0.97,3.05,,,23.58,46.0,3.98,87.75,404.0,732.25,,
2022-04-10 13:00:00,2022-04-10 14:00:00,25.75,3.5,10.88,8.62,,8.07,0.24,15.88,0.92,3.25,,,24.07,54.5,4.6,62.75,409.5,736.75,,
2022-04-10 14:00:00,2022-04-10 15:00:00,33.5,3.6,9.4,7.92,,7.15,0.26,16.12,0.88,2.9,,,24.65,60.5,4.97,77.75,411.75,735.5,,
2022-04-10 15:00:00,2022-04-10 16:00:00,27.25,5.55,14.25,12.1,,7.53,0.25,13.09,0.7,1.95,,,24.28,58.25,4.18,84.5,420.0,736.5,,
2022-04-10 16:00:00,2022-04-10 17:00:00,42.25,5.4,17.35,13.6,,5.83,0.16,7.33,0.78,1.6,,,25.12,61.5,4.17,78.25,391.75,741.25,,
2022-04-10 17:00:00,2022-04-10 18:00:00,44.5,3.43,10.77,8.7,,4.33,0.12,8.94,0.85,1.67,,,25.48,72.5,3.5,205.0,264.75,721.25,,
2022-04-10 18:00:00,2022-04-10 19:00:00,27.75,4.5,10.75,7.95,,3.9,0.14,14.36,1.77,1.85,,,26.32,81.5,1.18,242.25,214.0,,,
2022-04-10 19:00:00,2022-04-10 20:00:00,16.0,4.13,12.82,10.68,,4.15,0.13,5.14,1.0,2.07,,,25.5,83.5,0.95,168.5,243.0,744.33,,
2022-04-10 20:00:00,2022-04-10 21:00:00,14.0,4.28,17.88,13.03,,8.53,0.25,6.43,1.08,2.95,,,25.1,85.75,2.2,163.5,213.5,,,
2022-04-10 21:00:00,2022-04-10 22:00:00,23.0,4.3,13.03,10.45,,8.25,0.23,4.79,0.82,2.9,,,24.65,87.0,3.08,196.0,201.0,701.0,,
2022-04-10 22:00:00,2022-04-10 23:00:00,12.5,3.08,12.28,9.03,,7.88,0.23,5.17,0.7,2.4,,,24.3,87.25,1.05,263.25,161.0,,,
2022-04-10 23:00:00,2022-04-11 00:00:00,8.75,3.45,10.98,8.62,,9.57,0.23,5.77,0.7,2.7,,,24.12,87.25,1.42,227.25,169.25,,,
2022-04-11 00:00:00,2022-04-11 01:00:00,12.0,3.55,10.95,8.7,,6.67,0.26,4.64,0.5,1.55,,,24.0,88.0,1.4,249.0,167.25,,,
2022-04-11 01:00:00,2022-04-11 02:00:00,14.0,2.68,11.88,8.5,,5.5,0.25,5.37,0.5,1.55,,,24.0,87.25,1.02,249.5,162.0,,,
2022-04-11 02:00:00,2022-04-11 03:00:00,11.5,4.3,11.65,9.65,,5.48,0.25,4.23,0.53,2.12,,,24.0,87.0,0.45,246.0,146.5,,,
2022-04-11 03:00:00,2022-04-11 04:00:00,15.5,3.72,13.0,9.93,,5.97,0.26,0.47,0.58,2.62,,,23.95,86.25,0.3,173.75,108.25,,,
2022-04-11 04:00:00,2022-04-11 05:00:00,19.75,3.38,12.68,9.45,,5.0,0.24,5.13,0.75,3.25,,,23.8,86.0,0.3,285.75,92.0,,,
2022-04-11 05:00:00,2022-04-11 06:00:00,12.25,5.53,12.42,11.12,,6.4,0.23,4.2,0.75,3.5,,,23.77,86.0,0.45,224.0,95.75,,,
2022-04-11 06:00:00,2022-04-11 07:00:00,22.75,11.25,12.42,15.78,,5.75,0.23,4.23,1.38,4.65,,,24.5,86.25,0.68,175.5,300.75,,,
2022-04-11 07:00:00,2022-04-11 08:00:00,30.5,5.9,11.25,10.77,,5.33,0.23,5.85,2.5,5.77,,,24.25,84.75,0.98,204.25,391.75,,,
2022-04-11 08:00:00,2022-04-11 09:00:00,19.25,6.03,10.93,10.72,,2.57,0.21,4.05,1.23,3.93,,,23.62,76.5,1.43,201.25,406.0,,,
2022-04-11 09:00:00,2022-04-11 10:00:00,18.25,5.1,10.4,9.65,,1.65,0.19,4.29,1.03,3.55,,,23.58,63.5,1.97,231.25,426.75,711.0,,
2022-04-11 10:00:00,2022-04-11 11:00:00,24.0,3.95,8.23,7.6,,2.77,0.3,11.16,0.7,2.17,,,24.03,54.0,1.8,241.0,413.0,717.0,,
2022-04-11 11:00:00,2022-04-11 12:00:00,45.5,3.13,9.73,7.73,,2.75,0.22,13.75,0.78,2.25,,,25.23,55.0,1.15,190.75,392.75,712.75,,
2022-04-11 12:00:00,2022-04-11 13:00:00,77.25,3.67,8.93,7.77,,5.47,0.17,18.6,0.85,2.95,,,24.23,52.75,1.98,96.5,417.25,716.75,,
2022-04-11 13:00:00,2022-04-11 14:00:00,48.25,3.5,11.23,8.82,,7.47,0.15,18.21,0.88,3.38,,,24.35,50.25,3.35,137.25,417.25,726.25,,
2022-04-11 14:00:00,2022-04-11 15:00:00,78.75,5.1,11.82,10.45,,7.17,0.16,20.77,0.68,3.25,,,23.9,52.5,4.3,74.0,423.25,724.25,,
2022-04-11 15:00:00,2022-04-11 16:00:00,43.0,3.75,11.43,9.15,,7.1,0.16,82.32,0.6,2.77,,,23.8,56.0,5.42,117.25,382.75,724.75,,
2022-04-11 16:00:00,2022-04-11 17:00:00,64.5,2.4,10.27,7.43,,8.8,0.24,23.04,0.62,4.45,,,23.87,66.5,4.22,294.5,335.75,723.25,,
2022-04-11 17:00:00,2022-04-11 18:00:00,43.0,2.62,11.77,8.4,,9.07,0.23,23.23,0.4,2.67,,,23.77,74.75,2.98,231.75,274.75,717.75,,
2022-04-11 18:00:00,2022-04-11 19:00:00,46.0,3.6,10.62,8.6,,10.05,0.22,15.19,0.38,1.6,,,23.77,80.5,3.83,214.75,101.33,713.75,,
2022-04-11 19:00:00,2022-04-11 20:00:00,17.0,2.23,11.85,8.1,,9.63,0.23,,0.35,1.25,,,23.8,83.5,2.92,198.0,,702.0,,
2022-04-11 20:00:00,2022-04-11 21:00:00,10.25,3.35,11.53,8.85,,3.13,0.26,,0.45,1.72,,,23.7,84.75,1.65,174.5,161.0,731.67,,
2022-04-11 21:00:00,2022-04-11 22:00:00,9.0,3.38,11.68,8.97,,1.57,0.24,,0.47,1.92,,,23.68,86.25,2.7,185.0,209.0,736.0,,
2022-04-11 22:00:00,2022-04-11 23:00:00,12.75,2.3,12.5,8.53,,1.62,0.23,,0.57,2.48,,,23.62,87.0,1.48,207.0,224.5,725.5,,
2022-04-11 23:00:00,2022-04-12 00:00:00,15.75,4.0,10.32,8.75,,1.47,0.24,,0.62,2.7,,,23.62,87.5,1.9,254.25,201.5,713.67,,
2022-04-12 00:00:00,2022-04-12 01:00:00,16.5,3.77,9.35,8.07,,4.23,0.27,,0.72,2.35,,,23.6,88.0,1.57,265.75,213.75,720.0,,
2022-04-12 01:00:00,2022-04-12 02:00:00,12.25,2.75,8.53,6.78,,4.7,0.25,,0.77,2.47,,,23.63,88.0,1.02,290.25,155.5,700.0,,
2022-04-12 02:00:00,2022-04-12 03:00:00,16.25,2.73,9.0,6.97,,5.97,0.26,,0.77,2.7,,,23.6,88.0,0.95,283.0,159.75,,,
2022-04-12 03:00:00,2022-04-12 04:00:00,24.75,3.47,9.8,8.03,,5.47,0.26,,0.88,3.1,,,23.6,88.5,0.93,257.25,172.75,,,
2022-04-12 04:00:00,2022-04-12 05:00:00,18.75,4.03,12.52,9.93,,4.17,0.25,46.53,1.05,2.98,,,23.5,89.0,1.2,235.75,181.5,,,
2022-04-12 05:00:00,2022-04-12 06:00:00,12.0,3.2,10.25,8.05,,4.42,0.24,,0.83,2.95,,,23.5,89.0,0.78,265.0,179.25,,,
2022-04-12 06:00:00,2022-04-12 07:00:00,14.0,5.0,11.7,10.3,,4.4,0.23,,0.92,3.33,,,23.48,89.0,0.72,267.25,323.5,,,
2022-04-12 07:00:00,2022-04-12 08:00:00,25.0,8.57,11.53,13.12,,4.9,0.23,,2.9,5.4,,,23.45,86.25,1.15,264.75,397.5,,,
2022-04-12 08:00:00,2022-04-12 09:00:00,35.5,5.77,10.52,10.25,,5.8,0.15,195.61,2.17,3.98,,,23.3,72.75,2.05,278.5,413.0,705.0,,
2022-04-12 09:00:00,2022-04-12 10:00:00,22.5,3.13,10.3,7.95,,6.33,0.13,,1.45,2.95,,,24.65,60.0,4.05,304.25,430.0,719.0,,
2022-04-12 10:00:00,2022-04-12 11:00:00,19.25,2.1,11.72,9.5,,,0.41,,1.08,2.27,,,31.3,57.0,3.72,261.0,427.0,727.5,,
2022-04-12 11:00:00,2022-04-12 12:00:00,6.67,1.0,9.23,5.83,,,0.3,,0.75,1.4,,,34.17,55.25,3.4,255.25,432.0,741.25,,
2022-04-12 12:00:00,2022-04-12 13:00:00,9.25,,7.87,7.77,,,0.18,,0.55,1.0,,,29.4,53.75,5.53,283.5,418.25,741.75,,
2022-04-12 13:00:00,2022-04-12 14:00:00,8.25,5.75,8.78,9.38,,18.05,0.14,,0.43,0.8,,,25.4,63.0,1.9,275.75,407.75,722.5,,
2022-04-12 14:00:00,2022-04-12 15:00:00,11.5,5.7,25.82,18.33,,21.32,0.25,,0.38,0.85,,,24.55,54.0,2.53,287.25,396.5,731.0,,
2022-04-12 15:00:00,2022-04-12 16:00:00,10.25,2.2,35.43,22.47,,,0.27,16.54,0.43,1.52,,,25.32,61.0,3.92,177.25,397.0,719.5,,
2022-04-12 16:00:00,2022-04-12 17:00:00,12.5,3.1,15.75,11.55,,7.3,0.27,19.6,0.43,2.35,,,25.55,68.0,3.3,126.25,370.25,709.75,,
2022-04-12 17:00:00,2022-04-12 18:00:00,16.75,,14.57,10.97,,,0.29,4.29,0.6,4.8,,,27.2,72.25,3.25,71.0,346.5,710.75,,
2022-04-12 18:00:00,2022-04-12 19:00:00,16.0,4.52,12.08,10.1,,1.8,0.18,7.32,0.85,5.35,,,24.65,73.25,3.58,78.0,186.0,702.25,,
2022-04-12 19:00:00,2022-04-12 20:00:00,18.25,3.85,14.12,10.62,,2.53,0.16,11.14,0.95,10.6,,,24.17,73.5,3.1,101.0,25.5,701.0,,
2022-04-12 20:00:00,2022-04-12 21:00:00,25.25,4.03,12.15,9.72,,7.1,0.24,3.83,1.0,9.43,,,24.02,75.75,4.05,155.25,15.0,702.67,,
2022-04-12 21:00:00,2022-04-12 22:00:00,21.75,2.65,38.65,24.18,,7.05,0.27,24.93,0.6,4.82,,,25.23,78.75,4.95,199.75,18.25,704.5,,
