From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree),RF (mm)
2022-01-12 17:00:00,2022-01-12 18:00:00,19.21,38.44,5.18,9.52,14.7,24.3,7.54,0.41,27.25,8.59,,,3.29,1.53,32.83,0.68,58.96,,,20.26,0.0
2022-01-12 18:00:00,2022-01-12 19:00:00,24.65,49.68,5.45,9.48,14.93,25.25,5.44,0.45,17.25,8.39,,,3.19,1.5,39.29,0.2,53.79,,,18.69,0.0
2022-01-12 19:00:00,2022-01-12 20:00:00,29.01,56.12,5.64,9.5,15.14,25.1,5.58,0.66,8.25,8.39,,,3.33,1.5,45.09,0.13,119.13,,,17.63,0.0
2022-01-12 20:00:00,2022-01-12 21:00:00,38.84,72.68,4.86,9.6,14.45,23.79,5.8,1.01,6.0,8.1,,,3.26,1.53,48.34,0.18,178.41,,,16.92,0.0
2022-01-12 21:00:00,2022-01-12 22:00:00,56.55,100.78,5.39,9.34,14.73,25.13,6.1,1.0,5.25,8.33,,,3.22,1.51,48.22,0.14,47.36,,,16.5,0.0
2022-01-12 22:00:00,2022-01-12 23:00:00,55.12,98.5,5.5,9.53,15.03,24.72,6.5,1.25,5.75,8.35,,,3.14,1.45,51.7,0.2,260.37,,,15.69,0.0
2022-01-12 23:00:00,2022-01-13 00:00:00,71.21,125.98,5.52,9.46,14.98,25.11,6.0,1.31,5.67,8.25,,,3.21,1.52,55.91,0.15,236.45,,,14.81,0.0
2022-01-13 00:00:00,2022-01-13 01:00:00,60.9,110.74,5.35,9.4,14.75,24.9,5.72,1.26,5.5,8.54,,,3.19,1.46,58.27,0.29,187.92,,,14.16,0.0
2022-01-13 01:00:00,2022-01-13 02:00:00,43.43,81.24,5.7,9.58,15.28,25.15,7.85,0.76,9.75,8.48,,,3.28,1.49,52.42,0.62,57.93,,,14.73,0.0
2022-01-13 02:00:00,2022-01-13 03:00:00,30.82,59.69,5.92,9.32,15.24,25.6,16.72,0.56,8.5,8.5,,,3.24,1.54,51.74,0.85,55.62,,,14.26,0.0
2022-01-13 03:00:00,2022-01-13 04:00:00,37.54,74.35,5.13,9.58,14.7,24.6,9.93,0.42,14.5,8.41,,,3.21,1.49,53.18,0.85,55.38,,,13.72,0.0
2022-01-13 04:00:00,2022-01-13 05:00:00,31.44,62.33,5.12,9.65,14.77,24.45,8.97,0.28,15.0,8.39,,,3.3,1.51,53.0,1.02,59.0,,,13.31,0.0
2022-01-13 05:00:00,2022-01-13 06:00:00,36.37,67.41,5.3,9.66,14.96,24.66,21.71,0.15,9.75,8.46,,,3.13,1.48,55.75,1.22,61.87,,,12.73,0.0
2022-01-13 06:00:00,2022-01-13 07:00:00,31.74,61.14,5.38,9.6,14.97,24.95,40.42,0.07,6.5,8.47,,,3.21,1.5,59.83,1.21,66.1,,,12.14,0.0
2022-01-13 07:00:00,2022-01-13 08:00:00,23.41,43.84,5.41,9.64,15.04,24.77,15.77,0.05,14.25,8.38,,,3.12,1.5,61.11,1.76,71.18,,,12.04,0.0
2022-01-13 08:00:00,2022-01-13 09:00:00,28.39,55.91,5.12,9.4,14.53,24.57,10.23,0.04,16.5,8.47,,,3.17,1.53,61.7,1.72,68.18,,,12.72,0.0
2022-01-13 09:00:00,2022-01-13 10:00:00,32.76,64.1,4.87,9.63,14.5,24.24,9.13,0.18,18.25,8.36,,,3.28,1.49,58.69,1.73,68.45,,,14.16,0.0
2022-01-13 10:00:00,2022-01-13 11:00:00,33.22,64.94,5.37,9.48,14.85,24.98,8.23,0.09,25.5,8.24,,,3.43,1.49,51.03,1.89,74.92,,,16.39,0.0
2022-01-13 11:00:00,2022-01-13 12:00:00,33.1,67.63,5.22,9.68,14.91,24.73,15.08,0.03,29.25,8.46,,,3.24,1.47,42.84,1.78,74.25,,,18.44,0.0
2022-01-13 12:00:00,2022-01-13 13:00:00,23.53,49.13,5.51,9.35,14.87,25.08,22.28,0.02,28.5,8.22,,,3.34,1.55,41.03,1.55,58.33,,,19.42,0.0
2022-01-13 13:00:00,2022-01-13 14:00:00,23.36,46.86,5.4,9.78,15.18,24.74,20.06,0.01,30.25,8.3,,,3.12,1.48,37.27,1.34,72.61,,,20.68,0.0
2022-01-13 14:00:00,2022-01-13 15:00:00,25.93,52.7,5.6,9.47,15.08,24.91,7.77,0.01,31.25,8.2,,,3.27,1.49,33.43,0.87,113.27,,,21.57,0.0
2022-01-13 15:00:00,2022-01-13 16:00:00,32.24,65.05,5.4,9.47,14.86,24.64,6.93,0.02,30.75,8.47,,,3.25,1.52,29.11,0.8,44.76,,,22.23,0.0
2022-01-13 16:00:00,2022-01-13 17:00:00,23.48,46.61,5.29,9.72,15.0,24.74,6.84,0.05,29.5,8.3,,,3.34,1.48,30.39,0.73,29.13,,,22.02,0.0
2022-01-13 17:00:00,2022-01-13 18:00:00,25.0,49.43,5.89,9.28,15.16,25.65,6.2,0.08,26.25,8.37,,,3.28,1.48,33.61,0.72,41.98,,,20.95,0.0
2022-01-13 18:00:00,2022-01-13 19:00:00,23.55,45.28,5.84,9.54,15.38,25.72,5.34,0.15,19.75,8.41,,,3.26,1.48,38.67,0.49,19.5,,,19.29,0.0
2022-01-13 19:00:00,2022-01-13 20:00:00,31.69,59.44,5.65,9.46,15.12,24.93,5.94,0.32,8.25,8.26,,,3.27,1.53,43.3,0.25,95.02,,,18.05,0.0
2022-01-13 20:00:00,2022-01-13 21:00:00,46.56,85.76,5.11,9.63,14.59,24.22,7.07,0.49,6.0,8.39,,,3.31,1.49,44.4,0.38,91.49,,,17.04,0.0
2022-01-13 21:00:00,2022-01-13 22:00:00,38.51,70.56,5.21,9.7,14.89,24.7,6.39,0.38,8.25,8.38,,,3.4,1.49,42.57,0.43,13.52,,,16.46,0.0
2022-01-13 22:00:00,2022-01-13 23:00:00,36.19,69.24,5.28,9.81,15.09,24.54,5.82,0.21,12.0,8.27,,,2.99,1.45,43.28,0.78,7.48,,,16.16,0.0
2022-01-13 23:00:00,2022-01-14 00:00:00,40.55,82.07,5.61,9.59,15.19,25.51,5.55,0.17,15.33,8.2,,,3.22,1.47,46.45,0.69,13.47,,,15.65,0.0
2022-01-14 00:00:00,2022-01-14 01:00:00,29.43,56.22,5.57,9.56,15.12,25.05,5.96,0.17,14.0,8.48,,,3.32,1.52,50.65,0.42,12.11,,,14.93,0.0
2022-01-14 01:00:00,2022-01-14 02:00:00,32.77,62.08,5.45,9.59,15.04,24.92,6.3,0.12,14.25,8.5,,,3.2,1.49,52.33,0.32,8.33,,,14.42,0.0
2022-01-14 02:00:00,2022-01-14 03:00:00,32.07,63.17,5.47,9.48,14.96,25.05,7.33,0.03,15.75,8.36,,,3.14,1.47,46.69,0.61,44.24,,,14.66,0.0
2022-01-14 03:00:00,2022-01-14 04:00:00,28.48,55.35,5.67,9.46,15.14,25.1,17.38,0.0,10.75,8.37,,,3.23,1.48,47.95,0.92,59.47,,,14.16,0.0
2022-01-14 04:00:00,2022-01-14 05:00:00,24.9,48.19,5.89,9.6,15.49,25.51,26.1,0.0,11.75,8.25,,,3.19,1.53,51.41,1.31,63.07,,,13.61,0.0
2022-01-14 05:00:00,2022-01-14 06:00:00,31.38,61.66,5.66,9.49,15.15,25.12,25.75,0.0,11.5,8.35,,,3.34,1.46,53.37,1.41,57.95,,,13.33,0.0
2022-01-14 06:00:00,2022-01-14 07:00:00,23.72,49.14,5.69,9.63,15.32,25.0,22.72,0.0,13.0,8.5,,,3.33,1.49,57.09,1.45,55.1,,,13.31,0.0
2022-01-14 07:00:00,2022-01-14 08:00:00,23.51,47.8,5.36,9.44,14.8,24.83,25.67,0.0,11.5,8.52,,,3.2,1.54,60.82,1.64,63.05,,,12.9,0.0
2022-01-14 08:00:00,2022-01-14 09:00:00,26.47,50.61,5.32,9.58,14.91,24.76,37.84,0.0,11.75,8.24,,,3.35,1.47,60.09,1.78,61.28,,,13.49,0.0
2022-01-14 09:00:00,2022-01-14 10:00:00,30.5,59.74,5.12,9.77,14.88,24.58,26.89,0.0,19.0,8.42,,,3.13,1.53,56.19,2.3,68.72,,,15.02,0.0
2022-01-14 10:00:00,2022-01-14 11:00:00,32.05,66.06,5.52,9.54,15.05,24.99,10.41,0.0,27.0,8.38,,,3.34,1.53,49.81,1.81,75.35,,,17.26,0.0
2022-01-14 11:00:00,2022-01-14 12:00:00,24.61,60.34,5.68,9.44,15.12,25.15,11.18,0.0,29.75,8.39,,,3.22,1.5,44.09,1.71,70.78,,,19.1,0.0
2022-01-14 12:00:00,2022-01-14 13:00:00,21.08,42.91,5.12,9.73,14.85,24.53,22.01,0.14,27.5,8.46,,,3.19,1.46,39.44,1.48,63.09,,,20.56,0.0
2022-01-14 13:00:00,2022-01-14 14:00:00,23.46,51.79,5.36,9.64,15.01,24.42,10.88,0.67,30.25,8.37,,,3.41,1.46,32.46,1.22,52.81,,,21.86,0.0
2022-01-14 14:00:00,2022-01-14 15:00:00,22.37,45.08,5.55,9.58,15.13,24.72,6.1,0.61,31.25,8.55,,,3.15,1.52,28.58,0.91,45.47,,,22.74,0.0
2022-01-14 15:00:00,2022-01-14 16:00:00,29.17,66.56,5.42,9.62,15.04,24.88,6.5,0.7,31.0,8.28,,,3.27,1.47,25.95,0.79,131.38,,,23.19,0.0
2022-01-14 16:00:00,2022-01-14 17:00:00,25.93,56.05,5.74,9.5,15.24,25.01,7.67,0.73,28.25,8.43,,,3.36,1.55,25.03,0.76,37.77,,,23.13,0.0
2022-01-14 17:00:00,2022-01-14 18:00:00,25.65,49.35,5.41,9.57,14.98,24.81,8.02,0.74,27.33,8.45,,,3.43,1.46,25.03,0.73,29.32,,,22.08,0.0
2022-01-14 18:00:00,2022-01-14 19:00:00,24.46,49.09,5.86,9.69,15.54,25.25,6.22,0.75,19.0,8.42,,,3.12,1.47,31.23,0.28,13.69,,,19.82,0.0
2022-01-14 19:00:00,2022-01-14 20:00:00,33.45,64.08,6.14,9.66,15.8,25.49,6.99,0.73,10.0,8.43,,,3.17,1.5,34.58,0.22,8.41,,,18.52,0.0
2022-01-14 20:00:00,2022-01-14 21:00:00,44.59,82.8,5.46,9.5,14.96,24.49,6.99,0.88,6.5,8.12,,,3.12,1.53,38.69,0.19,96.83,,,17.67,0.0
2022-01-14 21:00:00,2022-01-14 22:00:00,38.03,68.26,5.41,9.43,14.85,24.58,6.29,0.92,6.75,8.14,,,3.27,1.5,39.88,0.1,91.84,,,17.1,0.0
2022-01-14 22:00:00,2022-01-14 23:00:00,51.53,95.59,5.26,9.71,14.96,24.58,6.43,0.97,5.5,8.41,,,3.3,1.42,41.64,0.15,128.68,,,16.52,0.0
2022-01-14 23:00:00,2022-01-15 00:00:00,44.76,82.15,5.23,9.58,14.82,24.74,7.23,1.09,6.67,8.03,,,3.24,1.55,42.35,0.27,132.98,,,16.03,0.0
2022-01-15 00:00:00,2022-01-15 01:00:00,41.2,76.4,4.88,9.74,14.61,24.05,6.05,1.04,10.5,8.52,,,3.17,1.52,39.98,0.45,59.56,,,15.97,0.0
2022-01-15 01:00:00,2022-01-15 02:00:00,31.52,59.64,5.56,9.66,15.22,24.9,6.08,0.85,18.5,8.42,,,3.24,1.47,39.9,0.77,67.38,,,15.7,0.0
2022-01-15 02:00:00,2022-01-15 03:00:00,28.73,55.7,5.04,9.8,14.85,24.06,6.58,0.7,21.25,8.34,,,3.19,1.53,45.03,1.2,65.99,,,14.94,0.0
2022-01-15 03:00:00,2022-01-15 04:00:00,28.84,56.01,5.39,9.54,14.92,24.88,18.89,0.6,15.5,8.51,,,3.22,1.5,51.14,1.07,56.36,,,14.16,0.0
2022-01-15 04:00:00,2022-01-15 05:00:00,30.11,59.45,5.65,9.55,15.2,25.21,21.0,0.53,13.5,8.34,,,3.17,1.46,53.95,1.35,55.91,,,13.72,0.0
2022-01-15 05:00:00,2022-01-15 06:00:00,23.9,48.74,4.98,9.6,14.59,24.98,20.92,0.49,16.25,8.27,,,3.35,1.47,59.02,1.37,72.24,,,13.52,0.0
2022-01-15 06:00:00,2022-01-15 07:00:00,18.44,37.73,5.26,9.55,14.82,24.56,8.14,0.46,20.75,8.55,,,3.17,1.54,63.31,1.63,75.41,,,12.86,0.0
2022-01-15 07:00:00,2022-01-15 08:00:00,23.99,44.84,5.59,9.54,15.12,25.25,7.29,0.38,20.5,8.65,,,3.24,1.53,66.29,1.71,70.59,,,12.52,0.0
2022-01-15 08:00:00,2022-01-15 09:00:00,33.56,62.05,5.59,9.56,15.15,25.2,11.92,0.48,19.5,8.36,,,3.39,1.53,63.27,1.75,76.36,,,13.45,0.0
2022-01-15 09:00:00,2022-01-15 10:00:00,47.13,90.08,5.6,9.55,15.15,25.11,9.49,0.45,22.5,8.47,,,3.29,1.54,57.78,1.71,64.17,,,14.85,0.0
2022-01-15 10:00:00,2022-01-15 11:00:00,40.16,84.57,5.6,9.56,15.16,24.75,8.53,0.45,27.25,8.42,,,3.19,1.54,51.18,1.81,75.28,,,17.11,0.0
2022-01-15 11:00:00,2022-01-15 12:00:00,29.45,59.33,5.47,9.65,15.12,24.95,9.98,0.43,28.75,8.41,,,3.21,1.45,45.88,1.69,71.95,,,19.58,0.0
2022-01-15 12:00:00,2022-01-15 13:00:00,27.37,56.77,5.24,9.43,14.67,24.82,21.19,0.4,26.33,8.35,,,3.3,1.47,42.18,1.63,69.28,,,21.12,0.0
2022-01-15 13:00:00,2022-01-15 14:00:00,27.65,54.11,5.46,9.56,15.02,25.02,9.8,0.4,32.25,8.5,,,3.21,1.44,37.68,1.24,76.76,,,22.61,0.0
2022-01-15 14:00:00,2022-01-15 15:00:00,26.8,54.94,5.76,9.75,15.51,25.14,7.86,0.46,33.25,8.61,,,3.4,1.55,33.96,1.12,87.69,,,23.46,0.0
2022-01-15 15:00:00,2022-01-15 16:00:00,27.49,58.64,5.35,9.64,14.99,24.82,9.77,0.52,27.75,8.49,,,3.33,1.49,29.72,0.78,77.14,,,24.09,0.0
2022-01-15 16:00:00,2022-01-15 17:00:00,29.12,58.79,5.0,9.91,14.91,24.43,11.12,0.5,29.75,8.5,,,3.25,1.5,31.39,1.01,63.69,,,23.58,0.0
2022-01-15 17:00:00,2022-01-15 18:00:00,31.63,69.61,5.22,9.59,14.81,24.11,9.11,0.51,26.5,8.39,,,3.25,1.53,33.16,0.71,54.82,,,22.64,0.0
2022-01-15 18:00:00,2022-01-15 19:00:00,30.32,67.69,5.4,9.55,14.95,25.19,5.89,0.54,20.5,8.27,,,3.14,1.56,36.36,0.33,28.11,,,20.79,0.0
2022-01-15 19:00:00,2022-01-15 20:00:00,31.6,60.83,5.54,9.86,15.4,25.25,6.81,0.61,12.75,8.36,,,3.12,1.48,38.44,0.13,18.48,,,19.42,0.0
2022-01-15 20:00:00,2022-01-15 21:00:00,38.54,79.93,6.0,9.54,15.54,25.53,7.54,0.8,8.75,8.21,,,3.28,1.48,41.23,0.15,8.97,,,18.62,0.0
2022-01-15 21:00:00,2022-01-15 22:00:00,44.97,85.23,5.63,9.55,15.18,24.78,7.24,0.75,13.25,8.19,,,3.22,1.49,40.55,0.61,44.82,,,18.7,0.0
2022-01-15 22:00:00,2022-01-15 23:00:00,32.5,65.86,5.38,9.56,14.95,24.86,18.07,0.51,14.75,8.18,,,3.2,1.48,40.01,0.73,57.65,,,18.28,0.0
2022-01-15 23:00:00,2022-01-16 00:00:00,33.04,63.71,5.81,9.5,15.31,25.64,24.29,0.47,10.67,8.32,,,3.35,1.56,44.13,0.93,59.56,,,17.59,0.0
2022-01-16 00:00:00,2022-01-16 01:00:00,29.6,63.06,5.47,9.41,14.89,24.88,8.7,0.4,27.0,8.33,,,3.16,1.5,49.53,1.79,76.42,,,17.2,0.0
2022-01-16 01:00:00,2022-01-16 02:00:00,24.58,54.95,5.12,9.48,14.6,24.44,7.08,0.28,27.5,8.5,,,3.22,1.52,52.86,1.73,74.43,,,16.7,0.0
2022-01-16 02:00:00,2022-01-16 03:00:00,24.59,49.41,6.1,9.61,15.7,25.61,6.44,0.21,26.75,8.28,,,3.28,1.51,55.99,1.67,76.31,,,16.12,0.0
2022-01-16 03:00:00,2022-01-16 04:00:00,26.34,53.24,6.14,9.68,15.82,25.94,6.14,0.22,25.75,8.19,,,3.35,1.49,58.77,1.73,79.35,,,15.63,0.0
2022-01-16 04:00:00,2022-01-16 05:00:00,28.86,58.39,5.37,9.5,14.87,24.71,6.19,0.17,26.5,8.35,,,3.21,1.49,60.2,2.05,81.33,,,15.31,0.0
2022-01-16 05:00:00,2022-01-16 06:00:00,29.67,59.44,5.29,9.54,14.82,24.55,6.11,0.12,26.25,8.48,,,3.23,1.43,62.53,2.01,79.27,,,14.79,0.0
2022-01-16 06:00:00,2022-01-16 07:00:00,22.79,44.04,5.61,9.54,15.14,25.16,6.53,0.14,24.0,8.49,,,3.22,1.54,65.5,1.99,78.53,,,14.25,0.0
2022-01-16 07:00:00,2022-01-16 08:00:00,30.9,59.77,5.69,9.58,15.28,25.01,6.3,0.17,22.5,8.36,,,3.28,1.54,68.11,1.94,79.98,,,13.9,0.0
2022-01-16 08:00:00,2022-01-16 09:00:00,34.13,68.0,5.96,9.55,15.51,25.02,5.74,0.23,20.5,8.14,,,3.38,1.53,68.47,1.71,78.15,,,14.21,0.0
2022-01-16 09:00:00,2022-01-16 10:00:00,34.29,70.03,5.47,9.67,15.14,24.83,6.06,0.27,22.0,8.36,,,3.2,1.44,63.63,1.85,80.95,,,15.65,0.0
2022-01-16 10:00:00,2022-01-16 11:00:00,33.25,67.03,5.28,9.63,14.9,24.74,7.41,0.35,25.25,8.41,,,3.23,1.5,57.94,2.01,86.04,,,17.54,0.0
2022-01-16 11:00:00,2022-01-16 12:00:00,35.66,70.24,5.03,9.39,14.43,24.73,8.47,0.4,30.25,8.33,,,3.16,1.48,52.27,1.87,101.77,,,19.69,0.0
2022-01-16 12:00:00,2022-01-16 13:00:00,37.04,72.41,5.29,9.69,14.99,24.73,7.39,0.47,35.5,8.51,,,3.16,1.46,47.51,1.52,94.54,,,21.51,0.0
2022-01-16 13:00:00,2022-01-16 14:00:00,34.54,72.88,5.63,9.62,15.25,25.43,6.92,0.41,38.25,8.65,,,3.18,1.44,43.13,1.34,87.28,,,23.13,0.0
2022-01-16 14:00:00,2022-01-16 15:00:00,32.27,69.11,5.09,9.72,14.81,24.77,9.69,0.41,35.75,8.29,,,3.18,1.5,40.59,1.04,77.98,,,24.29,0.0
2022-01-16 15:00:00,2022-01-16 16:00:00,36.34,70.67,4.99,9.66,14.65,24.43,18.89,0.38,32.0,8.38,,,3.33,1.51,39.15,1.09,69.08,,,24.53,0.0
2022-01-16 16:00:00,2022-01-16 17:00:00,30.23,59.82,5.66,9.45,15.12,25.23,9.84,0.38,29.5,8.36,,,3.19,1.46,35.62,0.76,70.67,,,24.59,0.0
2022-01-16 17:00:00,2022-01-16 18:00:00,36.5,80.72,5.71,9.46,15.18,25.03,11.83,0.41,30.0,8.12,,,3.29,1.47,41.12,0.89,81.83,,,23.42,0.0
2022-01-16 18:00:00,2022-01-16 19:00:00,42.95,87.56,5.44,9.5,14.94,24.67,6.14,0.47,19.25,8.45,,,3.26,1.5,46.4,0.39,53.19,,,21.68,0.0
2022-01-16 19:00:00,2022-01-16 20:00:00,50.79,99.19,5.64,9.72,15.37,24.97,6.31,0.63,10.5,8.46,,,3.27,1.52,51.18,0.23,29.59,,,20.43,0.0
2022-01-16 20:00:00,2022-01-16 21:00:00,41.7,78.49,5.07,9.7,14.77,24.19,5.4,0.73,9.75,8.19,,,3.22,1.49,53.5,0.27,31.01,,,19.75,0.0
2022-01-16 21:00:00,2022-01-16 22:00:00,46.05,86.46,5.04,9.42,14.45,24.47,8.9,0.78,9.0,8.61,,,3.2,1.48,55.18,0.51,50.34,,,19.42,0.0
2022-01-16 22:00:00,2022-01-16 23:00:00,41.09,79.62,5.26,9.57,15.05,25.22,7.77,0.51,17.25,8.46,,,3.19,1.47,55.7,1.11,72.17,,,18.97,0.0
2022-01-16 23:00:00,2022-01-17 00:00:00,33.52,71.51,,,,,6.36,0.45,15.67,8.36,,,3.3,1.51,57.3,0.77,66.12,,,18.29,0.0
2022-01-17 00:00:00,2022-01-17 01:00:00,36.64,78.14,,,,,6.62,0.38,18.75,8.46,,,3.36,1.59,58.54,1.16,72.71,,,17.68,0.0
2022-01-17 01:00:00,2022-01-17 02:00:00,31.09,64.03,,,,,6.11,0.29,18.25,8.49,,,3.19,1.5,63.02,1.12,71.59,,,17.12,0.0
2022-01-17 02:00:00,2022-01-17 03:00:00,28.02,55.58,,,,,5.59,0.23,17.75,8.45,,,3.23,1.47,69.13,1.2,69.45,,,16.35,0.0
2022-01-17 03:00:00,2022-01-17 04:00:00,33.18,66.66,,,,,5.24,0.19,18.0,8.37,,,3.27,1.47,74.33,1.58,80.49,,,15.69,0.0
2022-01-17 04:00:00,2022-01-17 05:00:00,29.36,61.91,,,,,5.16,0.15,16.0,8.37,,,3.29,1.46,78.73,1.26,74.83,,,15.19,0.0
2022-01-17 05:00:00,2022-01-17 06:00:00,23.36,44.99,,,,,5.1,0.16,15.0,8.41,,,3.23,1.57,80.78,1.34,73.44,,,14.79,0.0
2022-01-17 06:00:00,2022-01-17 07:00:00,28.6,55.59,,,,,4.9,0.18,15.0,8.3,,,3.31,1.54,79.0,1.42,78.22,,,14.68,0.0
2022-01-17 07:00:00,2022-01-17 08:00:00,29.06,54.69,,,,,4.75,0.16,12.75,8.27,,,3.32,1.51,80.9,1.13,70.11,,,14.24,0.0
2022-01-17 08:00:00,2022-01-17 09:00:00,44.35,85.31,,,,,5.16,0.22,12.0,8.26,,,3.34,1.55,78.34,1.17,78.09,,,14.68,0.0
2022-01-17 09:00:00,2022-01-17 10:00:00,65.76,127.63,,,,,5.84,0.3,14.5,8.38,,,3.27,1.5,70.24,1.51,84.1,,,16.41,0.0
2022-01-17 10:00:00,2022-01-17 11:00:00,50.46,98.73,5.26,9.8,15.06,24.75,7.18,0.34,21.0,8.43,,,3.4,1.56,62.51,1.49,89.28,,,18.45,0.0
2022-01-17 11:00:00,2022-01-17 12:00:00,51.25,101.89,5.87,9.81,15.67,24.86,8.77,0.33,31.0,8.48,,,3.19,1.5,55.84,1.56,104.62,,,20.66,0.0
2022-01-17 12:00:00,2022-01-17 13:00:00,46.81,95.67,5.26,9.71,14.98,24.71,10.47,0.33,35.0,8.49,,,3.21,1.52,49.61,0.88,99.59,,,22.95,0.0
2022-01-17 13:00:00,2022-01-17 14:00:00,49.69,97.39,5.8,9.45,15.26,24.65,13.55,0.31,34.5,8.51,,,3.19,1.5,43.98,0.4,50.14,,,24.93,0.0
2022-01-17 14:00:00,2022-01-17 15:00:00,47.63,92.87,5.5,9.64,15.14,24.66,22.21,0.23,35.5,8.26,,,3.31,1.51,38.55,0.34,106.6,,,26.0,0.0
2022-01-17 15:00:00,2022-01-17 16:00:00,56.3,114.47,5.62,9.63,15.25,24.74,14.46,0.22,42.5,8.41,,,3.33,1.57,38.44,0.52,128.47,,,26.22,0.0
2022-01-17 16:00:00,2022-01-17 17:00:00,51.57,104.6,5.62,9.47,15.1,24.65,8.69,0.26,35.25,8.35,,,3.16,1.52,37.26,0.29,186.97,,,26.57,0.0
2022-01-17 17:00:00,2022-01-17 18:00:00,51.54,97.19,5.63,9.61,15.24,25.42,8.83,0.25,33.75,8.36,,,3.19,1.52,39.97,0.58,220.38,,,25.07,0.0
2022-01-17 18:00:00,2022-01-17 19:00:00,66.96,124.72,5.92,9.53,15.46,25.55,7.42,0.32,17.25,8.71,,,3.43,1.48,46.06,0.14,8.58,,,23.05,0.0
2022-01-17 19:00:00,2022-01-17 20:00:00,69.83,128.96,5.56,9.56,15.13,24.67,6.97,0.5,7.75,8.26,,,3.28,1.45,50.78,0.1,16.67,,,21.76,0.0
2022-01-17 20:00:00,2022-01-17 21:00:00,69.05,127.99,5.75,9.54,15.29,24.92,6.35,0.72,5.75,8.27,,,3.09,1.52,55.35,0.15,184.12,,,20.91,0.0
2022-01-17 21:00:00,2022-01-17 22:00:00,68.22,122.23,5.09,9.7,14.79,24.47,6.68,0.71,5.0,8.42,,,3.34,1.52,58.25,0.19,6.16,,,20.11,0.0
2022-01-17 22:00:00,2022-01-17 23:00:00,67.47,122.25,6.02,9.25,15.27,25.37,6.03,0.49,7.0,8.36,,,3.26,1.49,59.89,0.36,15.65,,,19.56,0.0
2022-01-17 23:00:00,2022-01-18 00:00:00,48.46,94.44,5.24,9.57,14.81,24.33,5.95,0.32,14.0,8.47,,,3.2,1.52,58.07,0.59,11.33,,,19.07,0.0
2022-01-18 00:00:00,2022-01-18 01:00:00,41.82,78.4,5.66,9.54,15.2,25.04,5.27,0.2,14.75,8.3,,,3.22,1.46,57.78,0.4,21.95,,,18.18,0.0
2022-01-18 01:00:00,2022-01-18 02:00:00,50.77,100.22,5.84,9.53,15.37,25.29,5.59,0.17,15.25,8.42,,,3.42,1.52,60.6,0.42,17.09,,,17.51,0.0
2022-01-18 02:00:00,2022-01-18 03:00:00,48.64,95.52,5.66,9.6,15.26,25.14,5.27,0.12,10.25,8.3,,,3.14,1.5,64.01,0.15,25.84,,,16.95,0.0
2022-01-18 03:00:00,2022-01-18 04:00:00,57.8,108.18,4.96,9.75,14.71,24.0,5.14,0.08,9.25,8.14,,,3.25,1.59,67.62,0.13,30.56,,,16.6,0.0
2022-01-18 04:00:00,2022-01-18 05:00:00,49.52,90.38,5.27,9.56,14.82,24.32,5.0,0.0,9.0,8.56,,,3.36,1.48,72.92,0.16,44.33,,,16.48,0.0
2022-01-18 05:00:00,2022-01-18 06:00:00,42.25,78.8,5.13,9.37,14.51,24.42,5.04,0.0,11.75,8.19,,,3.2,1.53,74.88,0.63,75.58,,,16.53,0.0
2022-01-18 06:00:00,2022-01-18 07:00:00,39.69,72.51,5.5,9.56,15.05,24.9,5.18,0.0,9.75,8.39,,,3.27,1.5,80.08,0.48,51.62,,,16.05,0.0
2022-01-18 07:00:00,2022-01-18 08:00:00,43.55,77.47,5.54,9.74,15.28,24.81,6.16,0.0,6.75,8.34,,,3.24,1.48,85.55,0.53,62.41,,,15.62,0.0
2022-01-18 08:00:00,2022-01-18 09:00:00,54.05,102.07,5.28,9.65,14.93,24.32,7.02,0.0,9.0,8.33,,,3.2,1.47,83.01,0.81,79.54,,,16.24,0.0
2022-01-18 09:00:00,2022-01-18 10:00:00,70.15,131.37,5.74,9.46,15.2,25.27,6.79,0.01,13.5,8.32,,,3.2,1.49,72.51,1.12,89.64,,,18.33,0.0
2022-01-18 10:00:00,2022-01-18 11:00:00,52.42,97.79,5.57,9.76,15.33,25.41,6.56,0.04,23.5,8.26,,,3.2,1.51,63.06,1.29,95.81,,,20.59,0.0
2022-01-18 11:00:00,2022-01-18 12:00:00,48.29,95.8,5.11,9.48,14.6,24.69,6.29,0.01,34.75,8.5,,,3.29,1.49,54.8,1.22,98.84,,,22.8,0.0
2022-01-18 12:00:00,2022-01-18 13:00:00,41.33,84.16,5.57,9.59,15.15,24.78,17.18,0.0,33.25,8.34,,,3.25,1.56,46.99,0.88,83.04,,,24.72,0.0
2022-01-18 13:00:00,2022-01-18 14:00:00,34.04,67.82,5.95,9.71,15.66,25.41,10.05,0.0,38.5,8.45,,,3.16,1.56,40.82,1.07,22.75,,,25.59,0.0
2022-01-18 14:00:00,2022-01-18 15:00:00,33.1,65.01,5.96,9.45,15.41,25.35,10.29,0.0,34.25,8.47,,,3.15,1.49,35.1,1.01,174.46,,,26.61,0.0
