From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),Xylene (ug/m3),AT (degree C),RF (mm)
2022-06-05 17:00:00,2022-06-05 18:00:00,52.78,98.38,,,,,,1.38,10.11,,,,,,13.93,0.79,8.44,,39.99,0.0
2022-06-05 18:00:00,2022-06-05 19:00:00,56.6,103.18,,,,,,3.17,7.56,,,,,,14.89,0.5,8.55,,38.75,0.0
2022-06-05 19:00:00,2022-06-05 20:00:00,61.42,111.53,,,,,,2.6,6.0,,,,,,15.4,0.2,6.31,,37.04,0.0
2022-06-05 20:00:00,2022-06-05 21:00:00,59.33,107.85,,,,,,0.94,6.41,,,,,,33.51,1.05,1.32,,34.23,0.0
2022-06-05 21:00:00,2022-06-05 22:00:00,49.25,96.85,,,,,,0.96,8.55,,,,,,43.79,1.16,7.71,,32.09,0.0
2022-06-05 22:00:00,2022-06-05 23:00:00,50.07,101.67,,,,,,1.33,7.0,,,,,,44.45,0.83,17.88,,31.18,0.0
2022-06-05 23:00:00,2022-06-06 00:00:00,40.7,78.8,,,,,,2.05,6.38,,,,,,48.15,0.29,136.68,,30.72,0.0
2022-06-06 00:00:00,2022-06-06 01:00:00,53.67,102.05,,,,,,0.87,5.09,,,,,,32.4,0.45,251.9,,31.19,0.0
2022-06-06 01:00:00,2022-06-06 02:00:00,44.38,84.65,,,,,,0.92,5.06,,,,,,25.04,0.51,46.58,,30.68,0.0
2022-06-06 02:00:00,2022-06-06 03:00:00,39.92,72.82,,,,,,0.86,4.79,,,,,,30.06,0.44,56.05,,29.9,0.0
2022-06-06 03:00:00,2022-06-06 04:00:00,40.65,73.95,,,,,,1.21,4.25,,,,,,36.54,0.2,167.22,,29.02,0.0
2022-06-06 04:00:00,2022-06-06 05:00:00,40.95,75.8,,,,,,0.96,4.51,,,,,,41.81,0.24,191.46,,28.49,0.0
2022-06-06 05:00:00,2022-06-06 06:00:00,44.35,80.75,,,,,,1.01,4.37,,,,,,52.88,0.31,196.75,,27.92,0.0
2022-06-06 06:00:00,2022-06-06 07:00:00,45.17,83.53,,,,,,1.05,3.84,,,,,,58.36,0.28,170.29,,27.76,0.0
2022-06-06 07:00:00,2022-06-06 08:00:00,45.5,85.53,,,,,2.21,1.03,3.87,,,,,,58.69,0.53,189.18,,28.55,0.0
2022-06-06 08:00:00,2022-06-06 09:00:00,44.75,85.28,,,,,3.15,1.29,5.08,,,,,,53.39,0.42,166.47,,29.91,0.0
2022-06-06 09:00:00,2022-06-06 10:00:00,52.08,95.7,,,,,,1.08,8.57,,,,,,47.48,0.32,98.0,,31.22,0.0
2022-06-06 10:00:00,2022-06-06 11:00:00,56.83,105.07,,,,,8.83,1.15,9.33,,,,,,40.14,0.49,145.92,,32.96,0.0
2022-06-06 11:00:00,2022-06-06 12:00:00,53.77,102.12,,,,,19.07,1.21,9.62,,,,,,33.92,0.51,175.13,,34.49,0.0
2022-06-06 12:00:00,2022-06-06 13:00:00,49.67,95.97,,,,,4.84,2.44,9.36,,,,,,29.35,0.85,89.8,,36.07,0.0
2022-06-06 13:00:00,2022-06-06 14:00:00,53.2,100.7,,,,,,1.96,12.59,,,,,,23.76,0.89,12.28,,37.89,0.0
2022-06-06 14:00:00,2022-06-06 15:00:00,56.67,107.52,,,,,,0.9,12.91,,,,,,19.62,1.08,14.43,,39.06,0.0
2022-06-06 15:00:00,2022-06-06 16:00:00,57.15,114.45,,,,,,1.02,10.18,,,,,,16.63,1.22,4.4,,39.84,0.0
2022-06-06 16:00:00,2022-06-06 17:00:00,45.83,93.03,,,,,,2.25,8.34,,,,,,15.51,1.23,,,40.15,0.0
2022-06-06 17:00:00,2022-06-06 18:00:00,54.53,103.53,,,,,,3.48,10.27,,,,,,16.39,1.16,,,39.62,0.0
2022-06-06 18:00:00,2022-06-06 19:00:00,61.75,115.1,,,,,,1.56,10.3,,,,,,20.01,0.73,7.16,,38.45,0.0
2022-06-06 19:00:00,2022-06-06 20:00:00,76.18,146.15,,,,,,1.0,8.09,,,,,,40.17,1.31,4.0,,34.42,0.0
2022-06-06 20:00:00,2022-06-06 21:00:00,63.17,126.15,,,,,,1.12,7.53,,,,,,51.78,1.28,4.44,,32.4,0.0
2022-06-06 21:00:00,2022-06-06 22:00:00,57.47,112.8,,,,,,2.25,4.99,,,,,,57.33,1.44,0.17,,31.34,0.0
2022-06-06 22:00:00,2022-06-06 23:00:00,44.95,91.4,,,,,,1.44,4.82,,,,,,58.77,0.94,3.65,,30.65,0.0
2022-06-06 23:00:00,2022-06-07 00:00:00,40.2,78.6,,,,,,0.92,5.29,,,,,,59.98,0.66,,,30.36,0.0
2022-06-07 00:00:00,2022-06-07 01:00:00,43.98,82.55,,,,,,0.93,4.17,,,,,,56.74,0.44,359.85,,30.45,0.0
2022-06-07 01:00:00,2022-06-07 02:00:00,43.45,83.72,,,,,,1.22,2.81,,,,,,48.69,1.04,359.98,,30.62,0.0
2022-06-07 02:00:00,2022-06-07 03:00:00,27.47,54.25,,,,,,1.57,3.23,,,,,,52.54,1.01,359.81,,29.77,0.0
2022-06-07 03:00:00,2022-06-07 04:00:00,32.0,64.4,,,,,,0.87,3.99,,,,,,55.67,0.82,356.79,,29.02,0.0
2022-06-07 04:00:00,2022-06-07 05:00:00,33.28,61.15,,,,,,1.0,4.28,,,,,,60.42,0.69,350.74,,28.35,0.0
2022-06-07 05:00:00,2022-06-07 06:00:00,33.22,59.62,,,,,,0.93,3.87,,,,,,64.56,0.7,350.28,,27.82,0.0
2022-06-07 06:00:00,2022-06-07 07:00:00,33.75,61.1,,,,,,1.43,3.45,,,,,,68.41,0.87,354.65,,27.63,0.0
2022-06-07 07:00:00,2022-06-07 08:00:00,31.82,58.27,,,,,,1.05,4.55,,,,,,69.96,1.1,,,28.06,0.0
2022-06-07 08:00:00,2022-06-07 09:00:00,34.67,64.03,,,,,,1.1,5.65,,,,,,65.47,1.21,,,29.12,0.0
2022-06-07 09:00:00,2022-06-07 10:00:00,40.7,76.57,,,,,,1.11,5.21,,,,,,57.92,1.29,,,30.71,0.0
2022-06-07 10:00:00,2022-06-07 11:00:00,41.08,75.47,,,,,2.17,1.73,4.41,,,,,,50.0,1.25,182.81,,32.66,0.0
2022-06-07 11:00:00,2022-06-07 12:00:00,45.32,85.1,,,,,2.77,2.52,6.73,,,,,,42.99,1.21,348.75,,34.36,0.0
2022-06-07 12:00:00,2022-06-07 13:00:00,40.2,78.6,,,,,,1.01,9.33,,,,,,36.26,1.35,3.62,,35.96,0.0
2022-06-07 13:00:00,2022-06-07 14:00:00,37.83,74.7,,,,,,1.04,8.77,,,,,,31.57,1.03,6.71,,37.47,0.0
2022-06-07 14:00:00,2022-06-07 15:00:00,51.9,103.75,,,,,,1.35,7.64,,,,,,29.72,1.51,0.18,,38.35,0.0
2022-06-07 15:00:00,2022-06-07 16:00:00,51.62,109.05,,,,,,2.91,7.02,,,,,,27.01,1.26,2.29,,39.14,0.0
2022-06-07 16:00:00,2022-06-07 17:00:00,51.9,103.2,,,,,,2.58,11.04,,,,,,26.82,1.42,0.33,,39.14,0.0
2022-06-07 17:00:00,2022-06-07 18:00:00,56.02,111.03,,,,,,0.94,12.24,,,,,,27.51,0.87,5.92,,38.83,0.0
2022-06-07 18:00:00,2022-06-07 19:00:00,80.4,156.32,,,,,,1.11,8.78,,,,,,32.66,0.7,12.72,,37.5,0.0
2022-06-07 19:00:00,2022-06-07 20:00:00,144.25,293.95,,,,,,1.99,7.0,,,,,,48.78,1.23,178.9,,33.08,0.0
2022-06-07 20:00:00,2022-06-07 21:00:00,85.22,171.9,,,,,,2.51,10.39,,,,,,49.75,1.6,180.18,,31.05,0.0
2022-06-07 21:00:00,2022-06-07 22:00:00,68.17,134.38,,,,,,0.93,11.1,,,,,,50.51,1.13,,,30.66,0.0
2022-06-07 22:00:00,2022-06-07 23:00:00,56.45,112.67,,,,,,1.01,9.06,,,,,,48.95,0.7,,,30.7,0.0
2022-06-07 23:00:00,2022-06-08 00:00:00,43.3,85.93,,,,,,0.93,6.99,,,,,,47.7,0.6,,,31.45,0.0
2022-06-08 00:00:00,2022-06-08 01:00:00,39.05,72.4,,,,,,1.56,6.23,,,,,,53.97,0.93,,,31.12,0.0
2022-06-08 01:00:00,2022-06-08 02:00:00,30.23,55.92,,,,,,1.07,6.61,,,,,,57.92,0.95,359.52,,30.51,0.0
2022-06-08 02:00:00,2022-06-08 03:00:00,33.22,61.17,,,,,,0.99,6.2,,,,,,63.35,1.16,357.12,,30.02,0.0
2022-06-08 03:00:00,2022-06-08 04:00:00,32.82,60.3,,,,,,0.99,5.07,,,,,,65.52,0.53,352.14,,29.57,0.0
2022-06-08 04:00:00,2022-06-08 05:00:00,31.65,58.55,,,,,,1.17,3.57,,,,,,66.86,0.43,350.38,,29.0,0.0
2022-06-08 05:00:00,2022-06-08 06:00:00,24.55,45.05,,,,,,1.47,3.76,,,,,,68.22,0.57,352.23,,28.72,0.0
2022-06-08 06:00:00,2022-06-08 07:00:00,29.0,54.4,,,,,,1.04,5.03,,,,,,68.92,0.66,355.07,,28.65,0.0
2022-06-08 07:00:00,2022-06-08 08:00:00,26.85,52.08,,,,,,1.13,5.47,,,,,,66.89,0.99,,,29.29,0.0
2022-06-08 08:00:00,2022-06-08 09:00:00,30.38,59.53,,,,,,1.09,4.82,,,,,,63.34,0.99,,,30.3,0.0
2022-06-08 09:00:00,2022-06-08 10:00:00,36.4,70.35,,,,,0.04,1.79,4.43,,,,,,57.66,1.23,,,31.67,0.0
2022-06-08 10:00:00,2022-06-08 11:00:00,39.73,74.88,,,,,,1.31,7.17,,,,,,52.69,1.35,,,32.7,0.0
2022-06-08 11:00:00,2022-06-08 12:00:00,45.95,89.12,,,,,,1.15,10.18,,,,,,46.56,1.26,2.45,,34.27,0.0
2022-06-08 12:00:00,2022-06-08 13:00:00,33.4,64.42,,,,,,1.12,9.06,,,,,,42.04,1.44,1.37,,35.47,0.0
2022-06-08 13:00:00,2022-06-08 14:00:00,42.3,84.42,,,,,,2.08,9.34,,,,,,40.35,1.27,,,36.7,0.0
2022-06-08 14:00:00,2022-06-08 15:00:00,39.27,76.93,,,,,,3.03,12.04,,,,,,37.21,1.45,0.66,,37.44,0.0
2022-06-08 15:00:00,2022-06-08 16:00:00,37.28,71.65,,,,,,1.33,15.26,,,,,,34.47,1.47,0.06,,37.94,0.0
2022-06-08 16:00:00,2022-06-08 17:00:00,37.3,75.78,,,,,,0.97,13.75,,,,,,33.38,1.44,1.96,,38.12,0.0
2022-06-08 17:00:00,2022-06-08 18:00:00,33.88,70.42,,,,,,1.54,10.21,,,,,,33.73,0.89,6.18,,37.67,0.0
2022-06-08 18:00:00,2022-06-08 19:00:00,34.75,68.95,,,,,,3.22,9.07,,,,,,32.87,0.72,8.91,,37.53,0.0
2022-06-08 19:00:00,2022-06-08 20:00:00,54.67,110.05,,,,,,2.18,10.0,,,,,,46.75,1.49,91.96,,34.9,0.0
2022-06-08 20:00:00,2022-06-08 21:00:00,58.52,115.92,,,,,,0.89,8.96,,,,,,49.91,1.45,358.71,,32.2,0.0
2022-06-08 21:00:00,2022-06-08 22:00:00,37.75,73.28,,,,,,0.97,8.05,,,,,,45.67,0.93,,,31.91,0.0
2022-06-08 22:00:00,2022-06-08 23:00:00,34.75,67.4,,,,,,1.39,7.22,,,,,,47.17,1.01,,,31.62,0.0
2022-06-08 23:00:00,2022-06-09 00:00:00,34.3,63.57,,,,,,1.98,7.41,,,,,,48.27,1.2,,,31.58,0.0
2022-06-09 00:00:00,2022-06-09 01:00:00,33.02,65.88,,,,,,0.82,6.14,,,,,,51.96,1.2,353.45,,30.95,0.0
2022-06-09 01:00:00,2022-06-09 02:00:00,33.6,65.95,,,,,,0.96,6.24,,,,,,56.35,1.47,359.77,,29.94,0.0
2022-06-09 02:00:00,2022-06-09 03:00:00,22.35,45.88,,,,,,0.92,5.5,,,,,,61.23,1.02,355.81,,29.04,0.0
2022-06-09 03:00:00,2022-06-09 04:00:00,20.1,38.8,,,,,,1.48,4.9,,,,,,67.58,0.87,350.49,,28.43,0.0
2022-06-09 04:00:00,2022-06-09 05:00:00,26.0,50.0,,,,,,1.03,5.89,,,,,,70.75,0.71,350.61,,28.1,0.0
2022-06-09 05:00:00,2022-06-09 06:00:00,27.32,50.4,,,,,,1.03,5.99,,,,,,71.3,0.69,353.5,,28.01,0.0
2022-06-09 06:00:00,2022-06-09 07:00:00,28.12,52.2,,,,,,1.04,5.51,,,,,,71.01,0.84,358.97,,28.02,0.0
2022-06-09 07:00:00,2022-06-09 08:00:00,28.18,52.55,,,,,,1.12,4.36,,,,,,67.78,0.94,,,28.68,0.0
2022-06-09 08:00:00,2022-06-09 09:00:00,23.62,48.07,,,,,,1.29,5.48,,,,,,64.2,1.04,0.3,,29.62,0.0
2022-06-09 09:00:00,2022-06-09 10:00:00,31.72,60.83,,,,,,1.13,6.9,,,,,,58.75,1.05,4.22,,30.69,0.0
2022-06-09 10:00:00,2022-06-09 11:00:00,39.08,77.27,,,,,,1.18,7.43,,,,,,51.87,1.02,,,32.45,0.0
2022-06-09 11:00:00,2022-06-09 12:00:00,29.15,57.27,,,,,,1.36,7.31,,,,,,47.6,1.15,,,33.81,0.0
2022-06-09 12:00:00,2022-06-09 13:00:00,33.27,65.53,,,,,,2.61,8.68,,,,,,43.91,1.52,,,34.72,0.0
2022-06-09 13:00:00,2022-06-09 14:00:00,29.75,61.3,,,,,,1.84,13.63,,,,,,40.51,1.63,2.7,,35.7,0.0
2022-06-09 14:00:00,2022-06-09 15:00:00,31.95,70.5,,,,,,0.95,13.82,,,,,,36.73,1.39,6.55,,36.94,0.0
2022-06-09 15:00:00,2022-06-09 16:00:00,37.12,82.8,,,,,,1.07,11.52,,,,,,34.45,1.28,1.81,,37.81,0.0
2022-06-09 16:00:00,2022-06-09 17:00:00,31.42,66.72,,,,,,2.34,9.04,,,,,,31.66,1.09,2.56,,38.36,0.0
2022-06-09 17:00:00,2022-06-09 18:00:00,35.12,73.48,,,,,,3.39,10.17,,,,,,31.44,0.75,7.82,,38.23,0.0
2022-06-09 18:00:00,2022-06-09 19:00:00,39.78,81.43,,,,,,1.53,10.71,,,,,,32.72,0.52,8.51,,37.42,0.0
2022-06-09 19:00:00,2022-06-09 20:00:00,63.25,127.85,,,,,,1.1,8.79,,,,,,39.91,0.81,3.47,,35.95,0.0
2022-06-09 20:00:00,2022-06-09 21:00:00,44.5,86.83,,,,,,1.21,7.64,,,,,,53.29,1.07,247.91,,33.57,0.0
2022-06-09 21:00:00,2022-06-09 22:00:00,41.38,103.8,,,,,,2.28,5.87,,,,,,61.69,1.34,,,31.93,0.0
2022-06-09 22:00:00,2022-06-09 23:00:00,29.78,64.27,,,,,,1.4,5.63,,,,,,64.17,0.99,,,31.45,0.0
2022-06-09 23:00:00,2022-06-10 00:00:00,31.87,62.1,,,,,,0.96,6.23,,,,,,65.83,0.71,,,30.88,0.0
2022-06-10 00:00:00,2022-06-10 01:00:00,30.25,55.42,,,,,,0.94,5.33,,,,,,59.88,0.93,,,31.02,0.0
2022-06-10 01:00:00,2022-06-10 02:00:00,32.25,61.05,,,,,,1.24,3.91,,,,,,59.04,1.33,359.45,,30.46,0.0
2022-06-10 02:00:00,2022-06-10 03:00:00,26.15,49.8,,,,,,1.46,4.83,,,,,,62.61,1.02,355.72,,29.84,0.0
2022-06-10 03:00:00,2022-06-10 04:00:00,28.02,51.38,,,,,,0.94,6.14,,,,,,64.68,0.69,350.32,,29.41,0.0
2022-06-10 04:00:00,2022-06-10 05:00:00,31.03,57.13,,,,,,1.04,5.88,,,,,,66.14,0.67,349.63,,29.01,0.0
2022-06-10 05:00:00,2022-06-10 06:00:00,28.7,52.45,,,,,,0.99,4.71,,,,,,68.53,0.84,354.79,,28.57,0.0
2022-06-10 06:00:00,2022-06-10 07:00:00,32.02,57.58,,,,,,1.55,4.04,,,,,,69.15,0.87,,,28.53,0.0
2022-06-10 07:00:00,2022-06-10 08:00:00,33.1,63.08,,,,,,1.08,4.88,,,,,,63.44,1.02,,,29.37,0.0
2022-06-10 08:00:00,2022-06-10 09:00:00,35.2,68.62,,,,,,1.13,6.36,,,,,,57.27,1.03,,,30.6,0.0
2022-06-10 09:00:00,2022-06-10 10:00:00,47.47,89.95,,,,,2.55,1.12,6.0,,,,,,52.33,1.04,,,32.04,0.0
2022-06-10 10:00:00,2022-06-10 11:00:00,65.82,128.35,,,,,5.75,1.81,5.79,,,,,,48.2,1.22,,,33.27,0.0
2022-06-10 11:00:00,2022-06-10 12:00:00,45.57,87.65,,,,,1.59,2.42,9.04,,,,,,43.55,1.16,2.75,,34.55,0.0
2022-06-10 12:00:00,2022-06-10 13:00:00,44.65,83.57,,,,,,0.97,12.76,,,,,,38.98,1.52,7.38,,35.63,0.0
2022-06-10 13:00:00,2022-06-10 14:00:00,47.15,92.83,,,,,,1.04,12.99,,,,,,37.48,1.21,14.74,,36.71,0.0
2022-06-10 14:00:00,2022-06-10 15:00:00,39.3,79.47,,,,,,1.47,10.09,,,,,,33.52,1.3,3.96,,38.16,0.0
2022-06-10 15:00:00,2022-06-10 16:00:00,40.15,78.33,,,,,,3.13,9.88,,,,,,32.05,1.35,0.64,,38.58,0.0
2022-06-10 16:00:00,2022-06-10 17:00:00,39.07,76.78,,,,,,2.51,13.67,,,,,,31.64,1.15,2.49,,38.58,0.0
2022-06-10 17:00:00,2022-06-10 18:00:00,34.55,63.97,,,,,,0.9,13.38,,,,,,32.21,0.81,8.8,,38.4,0.0
2022-06-10 18:00:00,2022-06-10 19:00:00,42.33,84.1,,,,,,1.06,10.69,,,,,,40.42,0.86,14.48,,36.58,0.0
2022-06-10 19:00:00,2022-06-10 20:00:00,46.38,94.5,,,,,,2.22,7.14,,,,,,47.97,1.39,4.5,,34.41,0.0
2022-06-10 20:00:00,2022-06-10 21:00:00,47.9,93.75,,,,,,2.65,5.81,,,,,,54.74,1.44,7.32,,32.64,0.0
2022-06-10 21:00:00,2022-06-10 22:00:00,42.75,84.85,,,,,,0.93,8.05,,,,,,49.29,0.9,29.21,,32.2,0.0
2022-06-10 22:00:00,2022-06-10 23:00:00,34.12,67.55,,,,,,0.98,8.75,,,,,,47.38,0.53,,,31.43,0.0
2022-06-10 23:00:00,2022-06-11 00:00:00,29.6,61.95,,,,,,0.92,7.69,,,,,,47.62,0.58,1.01,,31.26,0.0
2022-06-11 00:00:00,2022-06-11 01:00:00,23.83,47.43,,,,,,1.71,7.95,,,,,,50.39,0.54,,,30.5,0.0
2022-06-11 01:00:00,2022-06-11 02:00:00,22.65,41.75,,,,,,1.02,9.77,,,,,,54.41,0.61,359.85,,30.0,0.0
2022-06-11 02:00:00,2022-06-11 03:00:00,23.3,44.12,,,,,,0.98,7.87,,,,,,59.12,0.7,356.73,,29.62,0.0
2022-06-11 03:00:00,2022-06-11 04:00:00,26.95,51.58,,,,,,0.96,6.0,,,,,,63.45,0.85,352.42,,29.34,0.0
2022-06-11 04:00:00,2022-06-11 05:00:00,29.65,52.65,,,,,,1.18,4.63,,,,,,65.88,0.71,350.16,,29.12,0.0
2022-06-11 05:00:00,2022-06-11 06:00:00,26.07,48.03,,,,,,1.29,5.26,,,,,,68.26,0.7,355.43,,28.8,0.0
2022-06-11 06:00:00,2022-06-11 07:00:00,28.0,52.47,,,,,,1.04,5.84,,,,,,69.82,0.65,,,28.79,0.0
2022-06-11 07:00:00,2022-06-11 08:00:00,39.5,72.75,,,,,,1.1,6.7,,,,,,68.31,0.81,,,29.26,0.0
2022-06-11 08:00:00,2022-06-11 09:00:00,42.7,78.72,,,,,,1.09,5.43,,,,,,63.63,0.85,,,30.26,0.0
2022-06-11 09:00:00,2022-06-11 10:00:00,47.65,88.1,,,,,,1.83,5.1,,,,,,56.16,0.84,,,32.01,0.0
2022-06-11 10:00:00,2022-06-11 11:00:00,64.38,121.82,,,,,,1.23,9.18,,,,,,49.98,0.91,2.14,,33.34,0.0
2022-06-11 11:00:00,2022-06-11 12:00:00,43.05,84.2,,,,,,1.11,11.1,,,,,,45.08,1.01,9.44,,34.6,0.0
2022-06-11 12:00:00,2022-06-11 13:00:00,38.65,75.67,,,,,,1.17,10.42,,,,,,40.69,0.9,9.09,,35.95,0.0
2022-06-11 13:00:00,2022-06-11 14:00:00,33.93,64.3,,,,,,2.44,10.8,,,,,,40.01,1.06,,,36.33,0.0
2022-06-11 14:00:00,2022-06-11 15:00:00,32.25,63.65,,,,,,3.1,11.34,,,,,,37.33,1.02,0.35,,37.36,0.0
2022-06-11 15:00:00,2022-06-11 16:00:00,30.9,74.73,,,,,,1.07,12.64,,,,,,33.57,1.01,2.6,,38.25,0.0
2022-06-11 16:00:00,2022-06-11 17:00:00,25.1,55.65,,,,,,0.97,11.99,,,,,,31.73,1.18,1.31,,38.44,0.0
2022-06-11 17:00:00,2022-06-11 18:00:00,33.33,64.85,,,,,,1.64,9.52,,,,,,34.5,0.77,6.67,,37.34,0.0
2022-06-11 18:00:00,2022-06-11 19:00:00,39.27,75.28,,,,,,3.31,8.35,,,,,,42.09,0.79,17.06,,35.56,0.0
2022-06-11 19:00:00,2022-06-11 20:00:00,59.3,122.47,,,,,,1.62,7.59,,,,,,52.56,1.63,1.73,,33.12,0.0
2022-06-11 20:00:00,2022-06-11 21:00:00,40.4,84.5,,,,,,0.86,7.15,,,,,,59.7,1.83,0.13,,31.95,0.0
2022-06-11 21:00:00,2022-06-11 22:00:00,35.38,72.42,,,,,,0.95,7.05,,,,,,64.32,1.82,120.52,,31.13,0.0
2022-06-11 22:00:00,2022-06-11 23:00:00,27.08,55.38,,,,,,1.7,5.1,,,,,,65.75,1.62,2.36,,30.68,0.0
2022-06-11 23:00:00,2022-06-12 00:00:00,24.07,47.47,,,,,,2.2,5.3,,,,,,57.39,1.18,1.09,,31.04,0.0
2022-06-12 00:00:00,2022-06-12 01:00:00,29.45,59.42,,,,,,0.82,6.83,,,,,,59.01,1.35,5.54,,30.62,0.0
2022-06-12 01:00:00,2022-06-12 02:00:00,15.05,27.78,,,,,,0.95,6.35,,,,,,62.53,1.19,359.95,,29.87,0.0
2022-06-12 02:00:00,2022-06-12 03:00:00,19.57,38.85,,,,,,1.02,5.05,,,,,,63.67,1.01,359.8,,29.34,0.0
2022-06-12 03:00:00,2022-06-12 04:00:00,21.02,45.52,,,,,,1.81,3.92,,,,,,64.55,0.74,355.52,,29.02,0.0
2022-06-12 04:00:00,2022-06-12 05:00:00,23.5,44.5,,,,,,1.03,4.5,,,,,,65.78,0.4,349.9,,28.75,0.0
2022-06-12 05:00:00,2022-06-12 06:00:00,21.88,43.3,,,,,,1.04,5.17,,,,,,66.85,0.56,348.82,,28.62,0.1
2022-06-12 06:00:00,2022-06-12 07:00:00,25.88,50.67,,,,,,1.02,5.42,,,,,,77.91,0.65,355.11,,27.11,0.05
2022-06-12 07:00:00,2022-06-12 08:00:00,17.82,36.4,,,,,0.25,1.37,3.6,,,,,,68.98,0.81,,,28.69,0.0
2022-06-12 08:00:00,2022-06-12 09:00:00,23.92,45.85,,,,,,1.48,4.75,,,,,,62.19,0.51,,,30.37,0.0
2022-06-12 09:00:00,2022-06-12 10:00:00,29.2,55.73,,,,,,1.09,7.26,,,,,,60.26,0.54,,,30.81,0.0
2022-06-12 10:00:00,2022-06-12 11:00:00,24.62,47.6,,,,,,1.11,6.91,,,,,,52.36,0.65,1.44,,32.93,0.0
2022-06-12 11:00:00,2022-06-12 12:00:00,27.38,53.1,,,,,,1.29,6.42,,,,,,46.62,0.7,3.5,,34.44,0.0
2022-06-12 12:00:00,2022-06-12 13:00:00,23.35,45.55,,,,,,2.48,6.7,,,,,,41.3,0.77,2.19,,35.53,0.0
2022-06-12 13:00:00,2022-06-12 14:00:00,24.65,47.77,,,,,,1.67,10.12,,,,,,39.21,0.8,6.63,,36.07,0.0
2022-06-12 14:00:00,2022-06-12 15:00:00,23.73,47.47,,,,,,0.96,11.29,,,,,,37.94,1.04,5.56,,36.39,0.0
2022-06-12 15:00:00,2022-06-12 16:00:00,20.92,47.62,,,,,,1.11,9.55,,,,,,41.9,1.36,,,35.79,0.0
2022-06-12 16:00:00,2022-06-12 17:00:00,24.93,50.58,,,,,,2.48,7.27,,,,,,43.85,1.45,0.01,,35.36,0.0
2022-06-12 17:00:00,2022-06-12 18:00:00,29.27,58.23,,,,,,2.98,9.28,,,,,,48.41,1.28,359.8,,32.86,0.0
2022-06-12 18:00:00,2022-06-12 19:00:00,25.73,52.25,,,,,,1.02,8.7,,,,,,51.35,1.02,269.28,,32.35,0.0
2022-06-12 19:00:00,2022-06-12 20:00:00,25.48,52.85,,,,,,0.95,8.15,,,,,,53.21,1.08,267.45,,31.95,0.0
2022-06-12 20:00:00,2022-06-12 21:00:00,21.23,42.17,,,,,,1.09,5.95,,,,,,57.98,1.14,269.55,,31.35,0.0
2022-06-12 21:00:00,2022-06-12 22:00:00,26.4,53.77,,,,,1.43,2.09,5.54,,,,,,75.96,1.06,11.46,,28.83,0.4
2022-06-12 22:00:00,2022-06-12 23:00:00,20.6,40.62,,,,,,1.11,5.88,,,,,,91.14,0.47,228.51,,25.59,1.8
2022-06-12 23:00:00,2022-06-13 00:00:00,11.63,20.53,,,,,,1.07,7.39,,,,,,91.79,0.23,56.87,,26.18,0.0
2022-06-13 00:00:00,2022-06-13 01:00:00,18.45,34.83,,,,,,1.02,6.88,,,,,,79.07,0.43,44.1,,28.15,0.0
2022-06-13 01:00:00,2022-06-13 02:00:00,19.1,34.8,,,,,,1.08,4.75,,,,,,75.56,0.55,31.72,,28.57,0.07
2022-06-13 02:00:00,2022-06-13 03:00:00,14.53,27.35,,,,,,1.22,5.41,,,,,,74.22,0.64,358.78,,28.48,0.0
2022-06-13 03:00:00,2022-06-13 04:00:00,15.1,29.1,,,,,,1.05,5.62,,,,,,72.62,0.53,354.42,,28.43,0.0
2022-06-13 04:00:00,2022-06-13 05:00:00,15.47,31.1,,,,,,1.09,6.37,,,,,,71.77,0.59,349.04,,28.41,0.0
2022-06-13 05:00:00,2022-06-13 06:00:00,19.5,37.25,,,,,,1.1,4.47,,,,,,72.67,0.33,350.66,,28.28,0.0
2022-06-13 06:00:00,2022-06-13 07:00:00,19.0,40.55,,,,,,1.73,3.29,,,,,,71.86,0.57,354.37,,28.47,0.0
2022-06-13 07:00:00,2022-06-13 08:00:00,16.82,32.25,,,,,,1.1,4.42,,,,,,74.83,0.91,8.49,,27.86,0.0
2022-06-13 08:00:00,2022-06-13 09:00:00,21.23,38.35,,,,,,1.16,5.5,,,,,,77.55,0.82,,,27.13,0.0
2022-06-13 09:00:00,2022-06-13 10:00:00,30.38,55.45,,,,,,1.17,5.04,,,,,,70.89,0.89,,,28.88,0.0
2022-06-13 10:00:00,2022-06-13 11:00:00,34.3,65.2,,,,,,1.46,3.83,,,,,,70.78,0.8,,,29.55,0.1
2022-06-13 11:00:00,2022-06-13 12:00:00,28.6,53.45,,,,,,1.6,5.85,,,,,,61.42,0.88,359.44,,31.32,0.0
2022-06-13 12:00:00,2022-06-13 13:00:00,24.92,45.52,,,,,,1.16,7.92,,,,,,57.04,1.07,359.53,,31.67,0.0
2022-06-13 13:00:00,2022-06-13 14:00:00,36.1,68.62,,,,,,1.19,8.17,,,,,,55.07,1.28,180.76,,32.55,0.0
2022-06-13 14:00:00,2022-06-13 15:00:00,25.15,51.15,,,,,,1.34,5.89,,,,,,56.66,0.74,162.51,,32.03,0.0
