From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm),AT (degree C)
2022-07-06 16:00:00,2022-07-06 17:00:00,19.75,29.0,1.05,13.38,182.32,5.6,14.97,0.0,71.75,0.28,1.15,,,,,59.25,4.45,89.25,182.25,740.0,0.23,0.0,39.75
2022-07-06 17:00:00,2022-07-06 18:00:00,24.25,31.25,1.82,11.25,101.67,5.22,16.15,0.0,71.05,0.22,1.4,,,,,61.25,5.0,69.25,101.75,740.0,0.3,0.0,38.98
2022-07-06 18:00:00,2022-07-06 19:00:00,24.5,31.5,0.9,12.07,37.88,4.88,17.3,0.0,66.7,0.25,1.5,,,,,64.5,4.55,49.25,37.75,740.0,0.3,0.0,38.17
2022-07-06 19:00:00,2022-07-06 20:00:00,33.0,39.75,0.25,14.7,10.05,5.47,17.3,0.0,60.38,0.32,1.5,,,,,69.0,3.77,31.0,10.25,740.0,0.3,0.0,36.92
2022-07-06 20:00:00,2022-07-06 21:00:00,38.5,43.5,1.08,19.25,8.47,7.75,17.62,0.0,47.6,0.47,1.5,,,,,73.0,1.98,35.75,8.25,740.0,0.43,0.0,36.27
2022-07-06 21:00:00,2022-07-06 22:00:00,45.5,48.0,1.43,17.2,8.38,7.03,17.32,0.0,39.3,0.73,1.48,,,,,75.5,2.8,40.0,8.0,740.0,0.4,0.0,35.65
2022-07-06 22:00:00,2022-07-06 23:00:00,41.75,47.0,1.18,16.38,8.43,6.77,17.73,0.0,40.6,0.77,1.5,,,,,74.25,3.2,37.75,8.0,740.0,0.4,0.0,35.7
2022-07-06 23:00:00,2022-07-07 00:00:00,35.25,43.75,0.53,19.12,8.38,7.43,16.28,0.0,35.1,0.7,1.52,,,,,75.25,3.2,45.25,8.0,740.0,0.4,0.0,35.62
2022-07-07 00:00:00,2022-07-07 01:00:00,35.0,42.0,1.15,17.52,8.33,7.17,15.95,0.0,35.6,0.62,1.52,,,,,76.0,4.3,47.0,8.0,740.0,0.38,0.0,35.3
2022-07-07 01:00:00,2022-07-07 02:00:00,33.25,40.5,1.88,20.82,8.3,8.8,14.85,0.0,32.5,0.5,1.48,,,,,76.0,3.95,45.0,8.0,740.0,0.38,0.0,35.05
2022-07-07 02:00:00,2022-07-07 03:00:00,37.0,44.25,0.5,25.6,8.38,9.8,16.4,0.0,25.18,0.55,1.48,,,,,77.0,2.7,43.5,8.0,740.0,0.4,0.0,34.85
2022-07-07 03:00:00,2022-07-07 04:00:00,35.5,41.25,0.9,21.75,8.43,8.6,15.5,0.0,25.1,0.53,1.48,,,,,76.25,4.55,40.25,8.0,740.0,0.43,0.0,34.5
2022-07-07 04:00:00,2022-07-07 05:00:00,30.75,38.0,1.8,19.32,8.5,8.17,14.3,0.0,29.35,0.47,1.37,,,,,74.0,5.65,38.0,8.0,740.0,0.35,0.0,34.7
2022-07-07 05:00:00,2022-07-07 06:00:00,29.25,36.25,1.73,19.1,10.25,8.12,13.18,0.0,26.22,0.4,1.35,,,,,76.0,4.33,38.0,10.25,740.0,0.3,0.0,34.3
2022-07-07 06:00:00,2022-07-07 07:00:00,26.5,39.75,1.77,20.65,52.18,8.7,11.95,0.0,24.7,0.4,1.4,,,,,75.5,6.15,48.5,52.0,740.0,0.3,0.0,34.5
2022-07-07 07:00:00,2022-07-07 08:00:00,24.25,39.0,2.55,17.68,148.1,8.03,12.22,0.0,31.45,0.38,1.28,,,,,69.5,7.7,76.5,148.25,740.0,0.3,0.0,36.03
2022-07-07 08:00:00,2022-07-07 09:00:00,21.0,39.5,0.62,16.93,219.33,6.62,12.5,0.0,44.52,0.3,1.2,,,,,63.75,6.78,98.5,219.5,740.0,0.3,0.0,37.27
2022-07-07 09:00:00,2022-07-07 10:00:00,17.25,40.0,1.25,16.2,273.6,6.72,11.35,0.0,49.25,0.3,1.3,,,,,57.5,4.45,137.25,273.75,740.0,0.3,0.0,38.73
2022-07-07 10:00:00,2022-07-07 11:00:00,15.0,36.0,1.17,14.7,354.02,6.18,10.4,0.0,55.55,0.22,1.4,,,,,55.25,4.9,190.25,354.0,740.0,0.3,0.0,39.3
2022-07-07 11:00:00,2022-07-07 12:00:00,15.0,35.75,1.43,13.62,354.55,5.67,12.95,0.0,61.43,0.2,1.37,,,,,54.0,5.03,196.0,354.75,740.0,0.28,0.0,39.45
2022-07-07 12:00:00,2022-07-07 13:00:00,15.5,42.25,1.0,12.62,349.8,5.28,13.77,0.0,61.67,0.2,1.1,,,,,52.0,5.42,198.5,350.0,740.0,0.2,0.0,39.65
2022-07-07 13:00:00,2022-07-07 14:00:00,16.0,36.0,0.7,13.15,318.62,4.85,14.43,0.0,56.7,0.17,0.85,,,,,50.5,4.95,177.75,318.75,740.0,0.17,0.0,39.88
2022-07-07 14:00:00,2022-07-07 15:00:00,13.75,33.25,0.65,11.9,315.35,4.8,17.35,0.0,65.1,0.17,1.08,,,,,49.75,5.58,168.0,315.25,740.0,0.17,0.0,40.32
2022-07-07 15:00:00,2022-07-07 16:00:00,16.0,33.5,1.62,10.9,245.2,5.0,14.45,0.0,73.12,1.4,1.2,,,,,49.5,6.2,119.75,245.25,740.0,0.2,0.0,40.1
2022-07-07 16:00:00,2022-07-07 17:00:00,14.25,30.5,1.3,11.72,197.57,4.85,14.47,0.0,70.47,0.47,0.7,,,,,47.0,5.85,96.5,197.75,740.0,0.1,0.0,40.68
2022-07-07 17:00:00,2022-07-07 18:00:00,10.0,25.25,0.88,11.08,107.05,4.62,16.32,0.0,72.88,0.2,1.05,,,,,48.25,4.9,71.75,106.75,740.0,0.22,0.0,40.35
2022-07-07 18:00:00,2022-07-07 19:00:00,11.25,23.25,0.87,12.22,43.05,5.05,17.5,0.0,65.18,0.2,1.22,,,,,51.5,3.62,51.5,43.0,740.0,0.23,0.0,39.52
2022-07-07 19:00:00,2022-07-07 20:00:00,7.75,26.25,0.87,14.03,11.43,5.6,17.27,0.0,59.25,0.23,1.33,,,,,56.75,2.57,42.75,11.25,740.0,0.3,0.0,38.1
2022-07-07 20:00:00,2022-07-07 21:00:00,13.5,37.0,1.32,17.28,9.2,7.17,17.58,0.0,48.35,0.32,1.4,,,,,59.75,2.2,40.75,9.0,740.0,0.38,0.0,37.12
2022-07-07 21:00:00,2022-07-07 22:00:00,16.0,48.0,1.95,19.9,8.4,8.5,16.78,0.0,47.25,0.4,1.4,,,,,60.75,2.88,30.5,8.0,740.0,0.45,0.0,36.45
2022-07-07 22:00:00,2022-07-07 23:00:00,19.5,43.5,1.0,18.9,8.4,7.6,20.27,0.0,48.12,0.45,1.38,,,,,61.25,3.08,35.75,8.0,740.0,0.38,0.0,36.25
2022-07-07 23:00:00,2022-07-08 00:00:00,21.25,38.75,1.28,18.45,8.45,7.6,21.55,0.0,43.83,0.45,1.48,,,,,62.75,2.98,37.0,8.5,740.0,0.4,0.0,35.92
2022-07-08 00:00:00,2022-07-08 01:00:00,23.75,40.5,0.97,22.43,8.53,8.9,19.32,0.0,35.15,0.5,1.52,,,,,65.0,2.77,38.75,8.25,740.0,0.53,0.0,35.73
2022-07-08 01:00:00,2022-07-08 02:00:00,28.25,46.0,1.2,24.27,8.5,9.68,17.4,0.0,34.0,0.53,1.58,,,,,67.0,2.68,42.25,8.75,740.0,0.6,0.0,35.42
2022-07-08 02:00:00,2022-07-08 03:00:00,25.25,39.75,1.6,24.5,8.57,10.1,16.6,0.0,30.27,0.5,1.5,,,,,69.25,2.2,41.5,9.0,740.0,0.53,0.0,34.92
2022-07-08 03:00:00,2022-07-08 04:00:00,23.25,39.75,0.5,25.55,8.55,9.62,15.4,0.0,26.3,0.58,1.5,,,,,71.5,2.15,42.25,8.5,740.0,0.45,0.0,34.55
2022-07-08 04:00:00,2022-07-08 05:00:00,24.5,42.5,1.65,23.97,8.53,9.88,12.13,0.0,26.0,0.55,1.5,,,,,72.75,2.27,42.75,8.75,740.0,0.4,0.0,34.17
2022-07-08 05:00:00,2022-07-08 06:00:00,27.5,45.0,0.9,23.97,10.62,9.45,15.85,0.0,24.57,0.62,1.48,,,,,73.75,2.38,38.5,10.75,740.0,0.4,0.0,33.88
2022-07-08 06:00:00,2022-07-08 07:00:00,33.0,49.5,1.9,26.73,20.73,11.03,18.8,0.0,22.27,0.6,1.48,,,,,74.5,3.03,40.5,21.0,740.0,0.4,0.0,33.9
2022-07-08 07:00:00,2022-07-08 08:00:00,37.75,56.75,2.58,26.5,104.25,11.32,18.2,0.0,24.18,0.6,1.5,,,,,72.75,3.3,60.25,104.25,740.0,0.43,0.0,34.7
2022-07-08 08:00:00,2022-07-08 09:00:00,39.75,63.5,1.65,24.43,214.6,10.05,18.2,0.0,43.92,0.65,1.5,,,,,62.75,4.25,93.75,214.75,740.0,0.47,0.0,37.4
2022-07-08 09:00:00,2022-07-08 10:00:00,28.5,57.0,2.27,21.1,287.43,9.15,17.5,0.0,58.68,0.5,1.55,,,,,56.0,4.75,140.5,287.25,740.0,0.57,0.0,38.98
2022-07-08 10:00:00,2022-07-08 11:00:00,22.5,49.25,0.73,17.45,355.85,6.92,14.63,0.0,65.47,0.35,1.45,,,,,51.0,4.08,191.25,355.75,740.0,0.35,0.0,40.22
2022-07-08 11:00:00,2022-07-08 12:00:00,16.75,43.75,0.95,12.8,399.48,4.95,16.35,0.0,65.25,0.2,1.3,,,,,47.75,3.97,224.5,399.5,740.0,0.3,0.0,41.15
2022-07-08 12:00:00,2022-07-08 13:00:00,14.25,43.5,0.3,14.98,346.57,5.62,16.58,0.0,77.82,0.2,1.25,,,,,46.75,3.58,192.25,346.5,740.0,0.25,0.0,41.6
2022-07-08 13:00:00,2022-07-08 14:00:00,19.0,46.5,0.73,15.78,347.53,6.23,28.88,0.0,80.22,0.2,1.35,,,,,45.5,4.5,188.25,347.5,740.0,0.3,0.0,41.33
2022-07-08 14:00:00,2022-07-08 15:00:00,21.25,48.0,1.87,13.3,326.62,5.7,26.3,0.0,79.55,0.2,1.45,,,,,44.25,3.77,172.0,326.75,740.0,0.3,0.0,41.65
2022-07-08 15:00:00,2022-07-08 16:00:00,17.5,38.5,1.83,12.25,270.6,5.33,21.12,0.0,74.85,0.25,1.45,,,,,43.75,3.85,128.75,270.75,740.0,0.3,0.0,42.05
2022-07-08 16:00:00,2022-07-08 17:00:00,12.75,35.75,1.2,11.2,195.53,4.85,16.4,0.0,72.9,0.2,1.25,,,,,45.0,3.8,87.0,195.5,740.0,0.28,0.0,41.45
2022-07-08 17:00:00,2022-07-08 18:00:00,12.25,33.0,0.43,10.5,114.9,4.2,14.7,0.0,71.95,0.2,1.35,,,,,45.75,3.7,60.75,114.75,740.0,0.3,0.0,40.95
2022-07-08 18:00:00,2022-07-08 19:00:00,12.5,42.0,0.67,11.18,44.4,4.42,14.28,0.0,64.77,0.2,1.35,,,,,48.5,1.93,44.75,44.25,740.0,0.3,0.0,40.33
2022-07-08 19:00:00,2022-07-08 20:00:00,12.0,57.5,0.43,16.83,9.65,6.45,15.55,0.0,58.47,0.25,1.4,,,,,52.5,1.23,41.25,9.5,740.0,0.38,0.0,38.9
2022-07-08 20:00:00,2022-07-08 21:00:00,16.25,50.5,0.1,21.3,8.2,7.7,15.65,0.0,53.55,0.38,1.42,,,,,55.75,2.05,45.75,8.0,740.0,0.43,0.0,38.1
2022-07-08 21:00:00,2022-07-08 22:00:00,21.5,53.0,0.85,21.38,8.3,8.45,16.8,0.0,46.95,0.43,1.45,,,,,60.0,3.08,41.25,8.0,740.0,0.47,0.0,37.35
2022-07-08 22:00:00,2022-07-08 23:00:00,26.75,54.0,0.68,19.45,8.33,7.62,14.7,0.0,40.4,0.45,1.42,,,,,63.75,2.88,41.75,8.0,740.0,0.43,0.0,36.58
2022-07-08 23:00:00,2022-07-09 00:00:00,29.0,48.5,0.97,20.2,8.5,7.72,13.3,0.0,37.83,0.47,1.4,,,,,67.25,3.43,32.0,8.25,740.0,0.4,0.0,35.75
2022-07-09 00:00:00,2022-07-09 01:00:00,28.5,48.5,1.4,19.68,8.53,8.12,13.18,0.0,32.57,0.5,1.38,,,,,70.25,3.2,36.5,8.75,740.0,0.4,0.0,35.2
2022-07-09 01:00:00,2022-07-09 02:00:00,28.75,44.5,1.02,20.35,8.53,8.15,13.57,0.0,31.4,0.4,1.38,,,,,75.25,4.08,36.75,9.0,740.0,0.35,0.0,34.42
2022-07-09 02:00:00,2022-07-09 03:00:00,33.5,44.25,0.4,17.5,8.47,6.7,15.2,0.0,27.35,0.45,1.4,,,,,76.25,3.88,39.0,8.5,740.0,0.4,0.0,34.3
2022-07-09 03:00:00,2022-07-09 04:00:00,31.75,39.75,1.3,19.6,8.43,7.82,14.4,0.0,22.53,0.5,1.5,,,,,78.0,4.32,44.75,8.0,740.0,0.4,0.0,34.2
2022-07-09 04:00:00,2022-07-09 05:00:00,30.0,41.25,1.02,20.5,8.4,8.23,15.1,0.0,21.68,0.5,1.5,,,,,78.0,3.95,45.0,8.0,739.5,0.4,0.0,34.2
2022-07-09 05:00:00,2022-07-09 06:00:00,28.25,40.0,1.25,21.93,9.93,8.85,16.48,0.0,17.55,0.53,1.5,,,,,78.25,2.42,44.25,10.0,739.75,0.4,0.0,34.15
2022-07-09 06:00:00,2022-07-09 07:00:00,33.5,46.25,2.17,26.2,33.5,11.0,16.95,0.0,15.88,0.65,1.52,,,,,77.5,2.52,49.75,33.5,740.0,0.47,0.0,34.42
2022-07-09 07:00:00,2022-07-09 08:00:00,37.0,56.75,2.52,23.18,34.8,10.05,15.9,0.0,22.42,0.7,1.5,,,,,76.5,4.08,41.5,34.75,740.0,0.47,0.0,34.5
2022-07-09 08:00:00,2022-07-09 09:00:00,32.25,56.25,0.73,21.3,53.18,8.33,16.85,0.0,30.05,0.55,1.48,,,,,73.75,4.5,44.5,53.25,740.0,0.4,0.0,34.8
2022-07-09 09:00:00,2022-07-09 10:00:00,26.25,47.75,0.53,17.23,92.2,6.62,16.85,0.0,40.9,0.35,1.4,,,,,69.25,2.83,56.5,92.25,740.0,0.35,0.0,35.35
2022-07-09 10:00:00,2022-07-09 11:00:00,23.0,46.5,1.55,18.05,168.92,7.58,17.77,0.0,44.65,0.3,1.4,,,,,62.25,5.05,77.25,169.25,740.0,0.32,0.0,36.52
2022-07-09 11:00:00,2022-07-09 12:00:00,18.25,42.0,0.65,14.4,155.9,5.72,19.83,0.0,50.5,0.33,1.15,,,,,62.75,8.2,77.0,156.0,740.0,0.3,0.0,35.95
2022-07-09 12:00:00,2022-07-09 13:00:00,15.5,38.25,1.57,14.22,167.62,6.2,19.02,0.0,41.75,0.3,1.12,,,,,69.0,10.07,79.75,167.5,740.0,0.28,0.0,35.33
2022-07-09 13:00:00,2022-07-09 14:00:00,19.5,54.25,1.35,13.1,227.55,5.65,18.07,0.0,45.6,0.27,1.05,,,,,66.0,11.22,105.0,227.5,740.0,0.2,0.0,35.08
2022-07-09 14:00:00,2022-07-09 15:00:00,8.25,47.0,1.47,10.4,146.25,4.45,17.67,0.0,51.8,0.2,0.97,,,,,67.0,10.75,74.5,146.0,740.0,0.18,0.0,33.83
2022-07-09 15:00:00,2022-07-09 16:00:00,5.25,19.75,1.23,9.55,123.38,4.28,18.03,0.0,55.2,0.2,0.9,,,,,67.25,10.05,70.25,123.25,740.0,0.1,0.0,33.15
2022-07-09 16:00:00,2022-07-09 17:00:00,2.5,10.0,1.05,9.62,83.18,4.17,18.87,0.0,54.8,0.2,0.9,,,,,66.0,8.1,58.75,83.25,740.0,0.12,0.0,33.23
2022-07-09 17:00:00,2022-07-09 18:00:00,1.75,11.75,0.73,12.32,66.25,5.0,17.05,0.0,53.17,0.2,1.12,,,,,65.0,5.7,50.75,66.5,740.0,0.23,0.0,33.5
2022-07-09 18:00:00,2022-07-09 19:00:00,3.5,15.5,1.25,10.65,23.38,4.65,15.93,0.0,49.58,0.22,1.17,,,,,69.0,6.55,40.25,23.25,740.0,0.3,0.0,33.03
2022-07-09 19:00:00,2022-07-09 20:00:00,2.5,12.25,1.22,12.27,9.12,5.25,16.48,0.0,44.58,0.23,1.2,,,,,71.25,4.45,38.25,9.25,740.0,0.3,0.0,32.55
2022-07-09 20:00:00,2022-07-09 21:00:00,6.25,19.25,0.65,16.38,8.58,6.47,16.57,0.0,36.35,0.38,1.35,,,,,75.0,3.65,44.5,9.0,739.75,0.42,0.0,32.2
2022-07-09 21:00:00,2022-07-09 22:00:00,12.25,26.25,0.95,13.2,8.55,5.45,16.12,0.0,35.55,0.35,1.48,,,,,77.5,3.15,42.25,9.0,739.75,0.45,0.0,32.05
2022-07-09 22:00:00,2022-07-09 23:00:00,10.25,17.75,1.4,12.2,8.55,5.32,14.97,0.0,32.23,0.3,1.4,,,,,78.0,1.57,41.25,9.0,740.0,0.33,0.0,32.18
2022-07-09 23:00:00,2022-07-10 00:00:00,11.0,17.0,0.97,13.32,8.57,5.33,14.27,0.0,25.8,0.3,1.38,,,,,78.5,1.4,41.25,9.0,740.0,0.3,0.0,32.17
2022-07-10 00:00:00,2022-07-10 01:00:00,10.75,16.5,0.78,13.88,8.6,5.6,14.98,0.0,20.45,0.4,1.4,,,,,79.0,0.42,38.75,9.0,740.0,0.3,0.0,31.98
2022-07-10 01:00:00,2022-07-10 02:00:00,10.25,16.0,1.1,16.15,8.55,6.65,14.12,0.0,18.1,0.4,1.35,,,,,81.0,1.1,37.75,9.0,740.0,0.35,0.0,31.75
2022-07-10 02:00:00,2022-07-10 03:00:00,12.25,20.25,0.2,13.9,8.6,5.3,17.2,0.0,20.73,0.4,1.38,,,,,79.5,2.7,38.0,9.0,740.0,0.33,0.0,32.0
2022-07-10 03:00:00,2022-07-10 04:00:00,15.75,23.75,1.17,13.38,8.57,5.65,16.1,0.0,19.3,0.4,1.35,,,,,78.75,3.38,38.0,9.0,740.0,0.3,0.0,32.08
2022-07-10 04:00:00,2022-07-10 05:00:00,15.0,22.5,2.0,14.77,8.53,6.03,16.87,0.0,17.12,0.43,1.4,,,,,78.0,3.45,45.0,8.75,740.0,0.3,0.0,32.1
2022-07-10 05:00:00,2022-07-10 06:00:00,16.75,23.5,1.03,18.33,11.2,7.25,18.15,0.0,16.12,0.53,1.4,,,,,78.0,3.2,44.25,11.25,740.0,0.3,0.0,32.18
2022-07-10 06:00:00,2022-07-10 07:00:00,22.0,29.75,1.1,16.6,30.3,6.6,17.78,0.0,16.38,0.6,1.4,,,,,77.75,4.35,47.25,30.25,740.0,0.33,0.0,32.32
2022-07-10 07:00:00,2022-07-10 08:00:00,20.25,24.75,2.35,15.53,67.8,7.12,17.27,0.0,22.08,0.43,1.32,,,,,75.5,5.72,55.5,68.0,740.0,0.3,0.0,32.9
2022-07-10 08:00:00,2022-07-10 09:00:00,16.67,22.25,0.8,16.88,137.12,6.62,17.82,0.0,28.85,0.38,1.23,,,,,70.5,6.15,71.0,137.25,740.0,0.3,0.0,33.93
2022-07-10 09:00:00,2022-07-10 10:00:00,18.0,26.5,1.2,16.08,283.2,6.65,19.43,0.0,40.15,0.4,1.17,,,,,63.0,6.55,136.5,283.25,740.0,0.3,0.0,35.85
2022-07-10 10:00:00,2022-07-10 11:00:00,13.0,29.5,0.93,13.15,295.18,5.45,18.73,0.0,47.42,0.33,1.15,,,,,58.0,4.72,149.0,295.0,740.0,0.28,0.0,37.55
2022-07-10 11:00:00,2022-07-10 12:00:00,15.25,34.0,1.38,12.65,180.25,5.5,18.15,0.0,57.92,0.28,1.2,,,,,57.5,3.6,75.0,180.0,740.0,0.2,0.0,37.45
2022-07-10 12:00:00,2022-07-10 13:00:00,13.25,33.25,1.88,14.47,250.93,6.47,20.27,0.0,64.12,0.22,1.2,,,,,56.5,3.9,117.25,251.0,740.0,0.22,0.0,38.17
2022-07-10 13:00:00,2022-07-10 14:00:00,14.25,31.5,1.2,13.8,109.73,5.85,21.67,0.0,64.47,0.2,1.3,,,,,62.0,6.2,75.0,109.75,740.0,0.2,0.0,35.77
2022-07-10 14:00:00,2022-07-10 15:00:00,10.67,25.75,0.75,10.5,49.03,4.33,21.38,0.0,56.08,0.15,1.32,,,,,80.25,3.68,54.0,49.0,740.0,0.2,0.0,31.27
2022-07-10 15:00:00,2022-07-10 16:00:00,2.5,4.5,0.95,10.65,80.33,4.5,17.65,0.0,45.63,0.1,1.22,,,,,75.75,1.62,60.75,80.5,740.0,0.25,0.0,33.02
2022-07-10 16:00:00,2022-07-10 17:00:00,4.25,6.75,0.75,11.1,60.6,4.57,16.57,0.0,42.18,0.2,1.3,,,,,73.25,1.2,54.0,60.5,740.0,0.3,0.0,33.77
2022-07-10 17:00:00,2022-07-10 18:00:00,6.25,9.5,0.1,10.9,42.25,3.92,13.7,0.0,37.08,0.2,1.3,,,,,72.25,0.53,42.5,42.5,740.0,0.25,0.0,34.2
2022-07-10 18:00:00,2022-07-10 19:00:00,10.75,12.25,0.93,12.97,18.25,5.35,10.3,0.0,28.8,0.25,1.32,,,,,75.5,1.15,39.25,18.25,740.0,0.3,0.0,33.88
2022-07-10 19:00:00,2022-07-10 20:00:00,14.75,18.5,0.93,16.23,9.67,6.58,11.95,0.0,27.98,0.42,1.4,,,,,77.0,1.83,37.5,9.75,740.0,0.42,0.0,33.42
2022-07-10 20:00:00,2022-07-10 21:00:00,19.5,24.75,1.25,15.25,8.65,6.4,12.88,0.0,23.9,0.4,1.4,,,,,78.0,0.4,39.5,9.0,740.0,0.4,0.0,33.05
2022-07-10 21:00:00,2022-07-10 22:00:00,18.0,21.5,1.03,16.42,8.7,6.7,12.32,0.0,20.0,0.4,1.42,,,,,78.5,0.85,44.75,9.0,740.0,0.43,0.0,33.27
2022-07-10 22:00:00,2022-07-10 23:00:00,18.0,23.0,0.83,18.25,8.77,7.25,12.27,0.0,16.58,0.4,1.42,,,,,79.0,0.93,58.25,9.0,740.0,0.45,0.0,33.3
2022-07-10 23:00:00,2022-07-11 00:00:00,24.0,26.0,1.5,17.98,8.78,7.55,14.75,0.0,14.12,0.45,1.4,,,,,79.5,0.38,46.75,9.0,740.0,0.4,0.0,33.17
2022-07-11 00:00:00,2022-07-11 01:00:00,23.75,25.5,1.0,18.5,9.55,7.47,15.45,0.0,10.03,0.47,1.4,,,,,83.25,0.5,85.5,9.75,740.0,0.4,0.0,32.6
2022-07-11 01:00:00,2022-07-11 02:00:00,23.0,24.0,0.57,16.85,8.75,6.5,17.25,0.0,15.3,0.47,1.38,,,,,84.0,0.3,38.75,9.0,740.0,0.38,0.0,32.18
2022-07-11 02:00:00,2022-07-11 03:00:00,26.0,28.0,2.7,13.8,8.78,6.7,19.0,0.0,13.98,0.45,1.3,,,,,84.0,0.53,37.25,9.0,740.0,0.35,0.0,32.08
2022-07-11 03:00:00,2022-07-11 04:00:00,25.75,27.5,1.85,18.27,8.8,7.85,18.58,0.0,9.55,0.5,1.35,,,,,84.0,0.68,37.0,9.0,740.0,0.35,0.0,31.73
2022-07-11 04:00:00,2022-07-11 05:00:00,25.0,26.0,1.1,20.5,8.83,8.25,18.0,0.0,7.53,0.5,1.35,,,,,84.0,0.73,44.75,9.0,740.0,0.32,0.0,31.72
2022-07-11 05:00:00,2022-07-11 06:00:00,,,1.75,21.43,11.57,8.93,14.02,0.0,6.45,0.53,1.4,,,,,84.0,0.85,45.25,11.5,740.0,0.35,0.0,31.9
2022-07-11 06:00:00,2022-07-11 07:00:00,,,2.35,20.88,51.83,9.07,13.43,0.0,9.25,0.57,1.4,,,,,82.0,0.55,53.0,52.0,740.0,0.42,0.0,32.88
2022-07-11 07:00:00,2022-07-11 08:00:00,61.0,64.0,2.08,21.9,127.15,9.32,13.8,0.0,21.43,0.8,1.42,,,,,74.0,1.82,71.5,127.25,740.0,0.5,0.0,34.75
2022-07-11 08:00:00,2022-07-11 09:00:00,58.75,61.75,1.1,23.98,205.68,9.53,14.93,0.0,43.0,1.08,1.48,,,,,61.75,1.1,91.25,205.5,740.0,0.5,0.0,37.23
2022-07-11 09:00:00,2022-07-11 10:00:00,48.25,51.0,1.3,18.05,256.72,7.2,18.73,0.0,54.88,0.88,1.35,,,,,58.25,2.0,122.0,256.5,740.0,0.35,0.0,37.92
2022-07-11 10:00:00,2022-07-11 11:00:00,32.75,36.0,1.02,12.73,328.5,5.35,21.43,0.0,57.95,0.5,1.23,,,,,55.0,2.17,171.25,328.5,740.0,0.27,0.0,39.02
2022-07-11 11:00:00,2022-07-11 12:00:00,19.75,25.75,1.12,11.6,396.1,4.92,18.52,0.0,58.35,0.33,1.1,,,,,52.0,2.12,222.0,396.25,740.0,0.2,0.0,40.02
2022-07-11 12:00:00,2022-07-11 13:00:00,17.5,23.0,0.88,12.4,380.2,5.15,18.85,0.0,63.45,0.22,1.2,,,,,49.75,2.1,212.25,380.25,740.0,0.22,0.0,40.4
2022-07-11 13:00:00,2022-07-11 14:00:00,12.5,24.0,1.8,9.85,384.3,4.2,17.85,0.0,61.15,0.2,1.2,,,,,47.25,2.67,213.25,384.25,740.0,0.2,0.0,41.02
2022-07-11 14:00:00,2022-07-11 15:00:00,10.75,19.25,1.3,10.73,347.07,4.55,16.18,0.0,62.2,0.2,1.2,,,,,47.25,2.77,185.0,347.0,740.0,0.2,0.0,41.47
2022-07-11 15:00:00,2022-07-11 16:00:00,12.0,29.5,0.63,12.85,219.2,4.95,15.5,0.0,73.62,0.2,1.45,,,,,53.0,8.82,117.75,219.25,740.0,0.25,0.0,38.88
2022-07-11 16:00:00,2022-07-11 17:00:00,15.0,51.5,0.3,14.43,156.5,5.3,14.87,0.0,83.53,0.25,1.6,,,,,55.75,4.65,82.25,156.5,740.0,0.33,0.0,37.1
2022-07-11 17:00:00,2022-07-11 18:00:00,10.0,52.0,1.33,15.92,103.62,6.4,15.68,0.0,86.18,0.28,1.93,,,,,56.75,3.45,55.25,103.5,740.0,0.35,0.0,37.6
2022-07-11 18:00:00,2022-07-11 19:00:00,23.25,31.75,0.7,16.93,36.8,6.58,16.73,0.0,70.08,0.3,2.4,,,,,59.5,1.17,40.0,36.75,740.0,0.55,0.0,37.38
2022-07-11 19:00:00,2022-07-11 20:00:00,26.5,34.0,0.93,20.52,9.45,8.0,16.95,0.0,51.75,0.28,1.8,,,,,64.75,0.3,38.0,9.5,740.0,0.45,0.0,36.27
2022-07-11 20:00:00,2022-07-11 21:00:00,25.75,36.25,1.18,19.95,8.67,8.1,17.4,0.0,43.0,0.3,1.55,,,,,68.75,0.3,39.25,9.0,740.0,0.53,0.0,35.78
2022-07-11 21:00:00,2022-07-11 22:00:00,27.5,41.75,0.7,20.3,9.23,7.97,16.62,0.0,30.15,0.4,1.65,,,,,72.75,0.55,54.5,9.25,740.0,0.7,0.0,35.52
2022-07-11 22:00:00,2022-07-11 23:00:00,27.5,37.75,1.27,20.82,10.05,8.5,16.03,0.0,34.62,0.4,1.75,,,,,73.5,0.6,53.75,10.0,740.0,0.65,0.0,35.38
2022-07-11 23:00:00,2022-07-12 00:00:00,32.0,37.5,1.18,33.75,10.2,13.27,15.47,0.0,15.73,0.43,1.9,,,,,77.75,0.55,52.25,10.0,740.0,0.73,0.0,34.88
2022-07-12 00:00:00,2022-07-12 01:00:00,32.0,39.0,1.1,25.73,10.2,10.2,14.6,0.0,21.95,0.5,2.07,,,,,78.5,0.62,50.75,10.0,740.0,0.7,0.0,34.62
2022-07-12 01:00:00,2022-07-12 02:00:00,,,2.15,23.62,10.25,10.03,15.1,0.0,26.3,0.45,2.05,,,,,79.0,0.3,39.75,10.0,740.0,0.62,0.0,34.3
