From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),RF (mm)
2022-04-12 15:00:00,2022-04-12 16:00:00,25.48,41.41,0.79,24.12,13.24,180.22,,,7.0,,4.59,,,,23.85,34.2,0.17,220.98,260.38,,0.0
2022-04-12 16:00:00,2022-04-12 17:00:00,29.24,41.6,0.16,24.01,12.67,159.78,,,7.0,,4.49,,,,24.59,34.25,0.33,127.96,285.61,,0.0
2022-04-12 17:00:00,2022-04-12 18:00:00,28.71,46.23,0.03,23.82,12.46,159.0,,,7.01,,4.96,,,,23.28,39.62,0.22,158.8,201.54,,0.0
2022-04-12 18:00:00,2022-04-12 19:00:00,27.28,52.29,0.07,25.51,13.36,164.78,,,7.04,,4.7,,,,21.4,40.88,0.24,173.55,56.89,,0.0
2022-04-12 19:00:00,2022-04-12 20:00:00,24.53,53.78,1.47,28.58,15.81,189.67,,,7.0,,4.28,,,,19.37,50.02,0.11,157.79,3.55,,0.0
2022-04-12 20:00:00,2022-04-12 21:00:00,23.34,52.35,1.98,32.39,18.51,194.15,,,7.0,,4.28,,,,18.86,46.73,0.41,257.1,0.86,,0.0
2022-04-12 21:00:00,2022-04-12 22:00:00,20.83,47.42,2.27,27.35,16.11,189.25,,,7.0,,4.21,,,,17.86,43.15,0.34,194.75,,,0.0
2022-04-12 22:00:00,2022-04-12 23:00:00,18.84,43.13,2.49,25.29,15.21,179.2,,,7.0,,4.28,,,,16.04,56.42,0.23,175.79,0.19,,0.0
2022-04-12 23:00:00,2022-04-13 00:00:00,19.0,41.93,1.98,24.83,14.57,161.7,,,7.0,,4.49,,,,15.35,65.92,0.42,135.25,0.89,,0.0
2022-04-13 00:00:00,2022-04-13 01:00:00,19.43,44.69,1.45,22.23,12.77,153.5,,,7.0,,4.42,,,,15.36,66.47,0.39,136.91,2.04,,0.0
2022-04-13 01:00:00,2022-04-13 02:00:00,19.03,43.13,0.76,21.74,11.98,156.85,,,7.0,,4.43,,,,16.18,59.07,0.81,167.27,1.78,,0.0
2022-04-13 02:00:00,2022-04-13 03:00:00,17.92,42.76,1.1,21.3,12.01,182.52,,,7.0,,4.63,,,,15.19,61.62,0.68,196.5,1.29,,0.0
2022-04-13 03:00:00,2022-04-13 04:00:00,16.56,38.13,2.19,21.36,12.91,214.57,,,7.18,,4.54,,,,13.27,78.44,0.57,28.58,1.77,,0.01
2022-04-13 04:00:00,2022-04-13 05:00:00,15.27,25.74,1.51,19.06,11.17,209.75,,,8.59,,4.58,,,,12.19,89.11,0.7,239.78,1.59,,0.01
2022-04-13 05:00:00,2022-04-13 06:00:00,11.84,17.3,1.76,16.61,10.09,200.5,,,7.87,,4.41,,,,11.42,93.81,0.7,291.24,2.51,,0.01
2022-04-13 06:00:00,2022-04-13 07:00:00,8.48,13.12,1.91,16.18,9.99,176.22,,,7.0,,4.81,,,,10.78,97.35,0.45,179.0,10.41,,0.0
2022-04-13 07:00:00,2022-04-13 08:00:00,6.85,11.01,1.05,16.21,9.31,150.65,,,7.0,,4.81,,,,10.9,99.9,0.29,220.82,50.33,,0.01
2022-04-13 08:00:00,2022-04-13 09:00:00,6.14,10.35,0.82,16.66,9.36,149.12,,,7.0,,5.04,,,,11.6,92.48,0.37,293.56,193.35,,0.0
2022-04-13 09:00:00,2022-04-13 10:00:00,5.78,8.66,0.97,17.27,9.8,160.18,,,7.0,,4.91,,,,13.02,86.3,0.45,216.16,343.98,,0.0
2022-04-13 10:00:00,2022-04-13 11:00:00,6.26,8.11,2.26,18.79,11.63,199.03,,,7.08,,4.94,,,,14.0,81.12,0.6,313.23,388.32,,0.0
2022-04-13 11:00:00,2022-04-13 12:00:00,,,1.9,21.0,12.37,201.9,,,7.56,,4.83,,,,15.02,75.46,0.76,280.06,470.5,,0.0
2022-04-13 12:00:00,2022-04-13 13:00:00,,,2.99,19.65,12.67,207.55,,,7.0,,4.95,,,,16.13,70.32,0.62,151.45,647.86,,0.0
2022-04-13 13:00:00,2022-04-13 14:00:00,,,3.49,18.84,12.65,191.2,,,7.0,,4.85,,,,17.5,65.27,0.6,114.62,618.83,,0.0
2022-04-13 14:00:00,2022-04-13 15:00:00,8.36,17.42,1.51,18.71,10.69,164.35,,,7.29,,5.08,,,,18.19,61.78,0.78,68.7,560.98,,0.0
2022-04-13 15:00:00,2022-04-13 16:00:00,7.64,17.71,,17.91,9.36,160.3,,,7.19,,4.74,,,,19.16,56.08,0.59,137.19,440.77,,0.0
2022-04-13 16:00:00,2022-04-13 17:00:00,8.88,18.78,,16.78,8.77,168.03,,,7.0,,5.07,,,,17.53,59.21,0.72,286.57,236.42,,0.0
2022-04-13 17:00:00,2022-04-13 18:00:00,7.04,20.99,34.32,17.45,6.47,94.4,,0.0,8.38,,1.28,,,,16.31,63.23,0.19,192.56,73.19,,0.0
2022-04-13 18:00:00,2022-04-13 19:00:00,8.06,21.36,0.23,,0.04,0.1,,0.0,7.5,,1.78,,,,15.14,73.23,0.72,270.11,5.12,,0.0
2022-04-13 19:00:00,2022-04-13 20:00:00,9.56,19.3,0.72,20.65,2.84,189.6,,,7.0,,4.7,,,,13.69,80.59,0.65,164.25,0.92,,0.0
2022-04-13 20:00:00,2022-04-13 21:00:00,9.91,18.51,1.38,19.83,11.46,191.1,,,7.0,,4.78,,,,12.88,87.77,0.65,156.04,3.81,,0.0
2022-04-13 21:00:00,2022-04-13 22:00:00,9.68,20.54,1.8,20.23,12.01,185.1,,,7.0,,4.72,,,,12.52,88.33,0.43,214.74,2.15,,0.0
2022-04-13 22:00:00,2022-04-13 23:00:00,7.29,20.59,0.47,18.95,10.08,156.12,,,7.0,,4.84,,,,12.06,89.59,0.19,149.42,1.22,,0.0
2022-04-13 23:00:00,2022-04-14 00:00:00,5.6,19.6,0.01,17.06,8.92,158.33,,,7.0,,5.11,,,,11.62,89.55,0.11,170.04,1.5,,0.0
2022-04-14 00:00:00,2022-04-14 01:00:00,4.34,17.4,2.76,17.25,11.23,163.18,,,7.0,,4.92,,,,10.28,97.75,0.18,111.81,0.79,,0.0
2022-04-14 01:00:00,2022-04-14 02:00:00,4.36,18.54,3.72,16.61,11.66,173.9,,,7.0,,4.61,,,,9.56,99.36,0.24,115.27,,,0.0
2022-04-14 02:00:00,2022-04-14 03:00:00,4.8,19.16,5.25,15.27,12.19,173.7,,,7.0,,4.64,,,,9.07,99.11,0.22,128.53,,,0.0
2022-04-14 03:00:00,2022-04-14 04:00:00,4.44,20.34,6.67,15.58,13.49,146.6,,,7.0,,4.59,,,,8.68,99.7,0.08,138.12,0.76,,0.0
2022-04-14 04:00:00,2022-04-14 05:00:00,4.46,20.64,5.74,15.8,12.86,116.8,,,7.0,,4.62,,,,7.9,,0.12,84.25,,,0.0
2022-04-14 05:00:00,2022-04-14 06:00:00,4.2,20.16,3.45,12.25,9.17,66.67,,,7.0,,4.69,,,,7.64,,0.16,109.1,0.71,,0.0
2022-04-14 06:00:00,2022-04-14 07:00:00,5.0,21.5,3.16,13.9,9.79,64.7,,,7.0,,5.09,,,,7.67,,0.13,81.8,31.83,,0.0
2022-04-14 07:00:00,2022-04-14 08:00:00,9.55,23.07,3.84,15.2,11.02,62.52,,,7.0,,4.71,,,,8.97,97.92,0.44,87.33,97.73,,0.0
2022-04-14 08:00:00,2022-04-14 09:00:00,11.42,23.63,4.35,17.48,12.62,63.53,,,7.0,,4.96,,,,10.29,96.8,0.7,203.98,126.22,,0.0
2022-04-14 09:00:00,2022-04-14 10:00:00,9.52,24.65,5.18,21.84,15.56,68.85,,,7.0,,4.6,,,,11.13,90.5,0.39,176.51,178.91,,0.0
2022-04-14 10:00:00,2022-04-14 11:00:00,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,0.0
2022-04-14 11:00:00,2022-04-14 12:00:00,5.0,20.0,6.09,20.61,3.91,129.8,,0.0,7.0,,0.0,,,,15.6,61.69,0.96,306.93,742.32,,0.0
2022-04-14 12:00:00,2022-04-14 13:00:00,7.7,20.22,2.18,25.3,14.53,132.88,,,7.0,,3.57,,,,16.69,59.14,0.78,244.11,768.12,,0.0
2022-04-14 13:00:00,2022-04-14 14:00:00,10.62,20.72,0.55,12.81,0.12,63.0,,0.0,7.05,,1.28,,,,17.46,58.06,0.51,224.17,604.61,,0.0
2022-04-14 14:00:00,2022-04-14 15:00:00,10.15,20.74,23.01,,4.43,1.4,,,7.98,,3.13,,,,17.41,56.45,0.42,219.19,319.8,,0.0
2022-04-14 15:00:00,2022-04-14 16:00:00,9.63,19.62,16.86,14.5,12.16,201.35,,,8.32,,5.13,,,,16.87,57.6,0.42,243.27,242.51,,0.0
2022-04-14 16:00:00,2022-04-14 17:00:00,8.84,21.41,0.84,14.35,8.01,188.55,,,7.0,,4.51,,,,16.14,57.92,0.89,185.86,182.06,,0.0
2022-04-14 17:00:00,2022-04-14 18:00:00,9.01,24.95,0.63,14.59,8.13,218.33,,,7.0,,4.56,,,,15.35,55.32,0.78,164.19,123.12,,0.0
2022-04-14 18:00:00,2022-04-14 19:00:00,9.27,27.47,0.38,13.55,7.31,165.77,,,7.0,,5.13,,,,14.5,59.65,0.86,161.73,59.44,,0.0
2022-04-14 19:00:00,2022-04-14 20:00:00,9.61,28.24,,12.67,6.62,147.68,,,7.0,,4.87,,,,13.37,63.0,0.68,131.94,10.77,,0.0
2022-04-14 20:00:00,2022-04-14 21:00:00,9.33,27.65,,12.42,6.49,141.38,,,7.0,,4.72,,,,12.44,65.69,0.22,126.76,,,0.0
2022-04-14 21:00:00,2022-04-14 22:00:00,9.86,28.1,1.87,13.55,7.45,142.85,,,7.0,,4.87,,,,11.34,74.19,0.29,173.36,0.61,,0.0
2022-04-14 22:00:00,2022-04-14 23:00:00,10.73,29.16,2.96,15.26,10.35,162.0,,,7.0,,4.63,,,,10.21,85.23,0.2,203.76,0.15,,0.0
2022-04-14 23:00:00,2022-04-15 00:00:00,10.59,30.27,5.03,16.41,12.61,179.1,,,7.0,,4.57,,,,9.47,89.28,0.25,181.54,0.27,,0.0
2022-04-15 00:00:00,2022-04-15 01:00:00,10.31,30.62,5.68,15.86,12.84,169.25,,,7.0,,4.54,,,,8.39,94.85,0.2,114.22,0.18,,0.0
2022-04-15 01:00:00,2022-04-15 02:00:00,10.81,31.68,5.24,16.5,12.82,124.58,,,7.0,,4.63,,,,8.27,95.19,0.22,248.64,0.65,,0.0
2022-04-15 02:00:00,2022-04-15 03:00:00,10.79,31.5,4.1,16.36,11.83,117.53,,,7.0,,4.73,,,,7.82,96.0,0.17,190.51,0.18,,0.0
2022-04-15 03:00:00,2022-04-15 04:00:00,10.35,30.22,3.22,16.93,11.43,123.58,,,7.0,,4.83,,,,7.24,99.47,0.53,139.99,1.06,,0.0
2022-04-15 04:00:00,2022-04-15 05:00:00,10.55,29.75,2.23,18.29,11.34,141.42,,,7.0,,4.59,,,,6.68,99.28,0.62,153.99,0.34,,0.0
2022-04-15 05:00:00,2022-04-15 06:00:00,9.71,28.01,2.9,15.1,10.21,170.62,,,7.0,,4.72,,,,6.21,97.75,0.6,138.32,0.39,,0.0
2022-04-15 06:00:00,2022-04-15 07:00:00,8.74,25.53,4.39,12.27,9.94,153.18,,,7.0,,4.72,,,,5.75,99.97,0.44,124.55,27.51,,0.0
2022-04-15 07:00:00,2022-04-15 08:00:00,7.75,23.03,6.0,12.94,11.57,127.87,,,7.0,,4.55,,,,7.24,91.52,0.3,160.61,153.1,,0.0
2022-04-15 08:00:00,2022-04-15 09:00:00,9.17,23.09,7.21,15.0,13.62,117.1,,,7.0,,4.8,,,,10.01,84.54,0.42,190.15,355.77,,0.0
2022-04-15 09:00:00,2022-04-15 10:00:00,11.59,24.89,5.84,23.41,16.91,104.95,,,7.0,,4.84,,,,13.08,71.38,0.48,57.19,594.15,,0.0
2022-04-15 10:00:00,2022-04-15 11:00:00,10.04,25.56,3.18,20.69,13.36,221.57,,,7.0,,4.84,,,,15.37,58.56,0.68,67.48,821.75,,0.0
2022-04-15 11:00:00,2022-04-15 12:00:00,9.08,24.78,1.73,17.49,10.53,292.45,,,7.0,,4.71,,,,17.33,49.03,0.62,100.84,959.36,,0.0
2022-04-15 12:00:00,2022-04-15 13:00:00,8.76,24.59,1.42,17.61,7.76,268.07,,,9.32,,3.55,,,,18.2,46.85,0.66,133.78,986.16,,0.0
2022-04-15 13:00:00,2022-04-15 14:00:00,7.4,24.16,0.64,11.95,4.81,241.17,,,8.94,,2.93,,,,20.31,39.02,0.49,209.6,999.99,,0.0
2022-04-15 14:00:00,2022-04-15 15:00:00,6.43,24.21,0.84,15.21,8.28,234.9,,,7.11,,4.64,,,,21.68,30.14,0.41,146.82,798.63,,0.0
2022-04-15 15:00:00,2022-04-15 16:00:00,5.92,24.92,1.47,15.79,9.43,226.75,,,7.0,,4.63,,,,20.8,32.33,0.48,260.9,408.77,,0.0
2022-04-15 16:00:00,2022-04-15 17:00:00,6.83,25.17,2.18,16.93,10.6,222.2,,,7.0,,4.63,,,,19.77,37.72,0.28,152.5,201.97,,0.0
2022-04-15 17:00:00,2022-04-15 18:00:00,8.37,25.82,1.67,17.95,10.72,204.85,,,7.0,,4.83,,,,19.51,42.68,0.14,123.21,144.11,,0.0
2022-04-15 18:00:00,2022-04-15 19:00:00,8.97,26.79,0.69,19.55,10.76,188.28,,,7.54,,4.81,,,,17.99,51.01,0.09,67.17,55.22,,0.0
2022-04-15 19:00:00,2022-04-15 20:00:00,9.82,30.56,0.42,22.36,12.02,178.78,,,7.62,,4.54,,,,15.82,62.7,0.1,55.65,24.47,,0.0
2022-04-15 20:00:00,2022-04-15 21:00:00,11.5,35.51,1.29,21.39,12.21,183.22,,,7.0,,4.81,,,,14.27,74.53,0.12,137.16,0.69,,0.0
2022-04-15 21:00:00,2022-04-15 22:00:00,13.63,39.49,3.08,21.37,3.34,214.0,,0.0,7.0,,2.25,,,,13.48,77.27,0.04,248.45,0.14,,0.0
2022-04-15 22:00:00,2022-04-15 23:00:00,15.69,38.04,4.54,19.17,9.33,203.4,,0.0,7.0,,1.38,,,,12.52,81.18,0.1,109.99,1.08,,0.0
2022-04-15 23:00:00,2022-04-16 00:00:00,20.72,38.84,4.95,26.75,17.95,202.07,,,7.0,,4.4,,,,11.99,81.79,0.07,132.76,0.96,,0.0
2022-04-16 00:00:00,2022-04-16 01:00:00,19.04,37.03,7.67,20.98,8.53,225.1,,0.0,7.0,,3.49,,,,11.22,84.1,0.14,222.43,0.58,,0.0
2022-04-16 01:00:00,2022-04-16 02:00:00,15.32,32.48,21.72,1.12,12.71,1.4,,0.0,7.03,,1.36,,,,10.23,93.28,0.17,123.56,0.88,,0.0
2022-04-16 02:00:00,2022-04-16 03:00:00,13.75,31.09,12.57,20.61,17.96,106.65,,,7.02,,3.76,,,,9.78,96.31,0.3,127.97,0.67,,0.0
2022-04-16 03:00:00,2022-04-16 04:00:00,12.76,31.42,4.58,23.02,15.7,115.4,,,7.0,,4.91,,,,9.03,99.09,0.36,123.32,0.29,,0.0
2022-04-16 04:00:00,2022-04-16 05:00:00,11.93,30.12,2.76,25.03,14.73,177.78,,,7.0,,4.68,,,,8.44,,0.26,128.36,,,0.0
2022-04-16 05:00:00,2022-04-16 06:00:00,12.27,28.4,5.47,21.16,15.44,209.07,,,7.0,,4.54,,,,7.98,99.31,0.22,104.77,0.48,,0.0
2022-04-16 06:00:00,2022-04-16 07:00:00,11.27,27.77,5.43,19.75,14.67,176.18,,,7.0,,5.09,,,,7.96,98.52,0.34,119.16,36.36,,0.0
2022-04-16 07:00:00,2022-04-16 08:00:00,10.47,28.52,6.12,20.66,15.7,179.5,,,7.0,,4.62,,,,8.77,94.17,0.56,146.99,126.65,,0.0
2022-04-16 08:00:00,2022-04-16 09:00:00,,,,,,,,,,,,,,,,,,,,,
2022-04-16 09:00:00,2022-04-16 10:00:00,,,,,,,,,,,,,,,,,,,,,
2022-04-16 10:00:00,2022-04-16 11:00:00,12.96,41.34,26.29,8.96,5.55,184.85,,0.0,10.96,,1.28,,,,18.47,48.35,0.48,155.57,887.01,,0.0
2022-04-16 11:00:00,2022-04-16 12:00:00,13.14,39.42,0.06,13.56,5.34,238.2,,0.0,10.11,,1.62,,,,21.04,41.34,0.45,128.79,993.1,,0.0
2022-04-16 12:00:00,2022-04-16 13:00:00,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,0.0
2022-04-16 13:00:00,2022-04-16 14:00:00,5.0,31.49,0.12,13.41,3.53,199.95,,0.0,11.64,,1.34,,,,23.4,32.97,0.47,164.89,999.99,,0.0
2022-04-16 14:00:00,2022-04-16 15:00:00,9.57,31.38,0.92,12.08,6.68,191.57,,,7.46,,4.93,,,,24.15,29.77,0.6,234.22,811.58,,0.0
2022-04-16 15:00:00,2022-04-16 16:00:00,15.61,30.02,0.98,16.13,9.21,186.93,,,7.16,,5.03,,,,25.45,26.2,0.47,209.55,427.54,,0.0
2022-04-16 16:00:00,2022-04-16 17:00:00,15.5,27.71,0.82,15.74,8.88,166.77,,,7.31,,4.67,,,,25.29,27.5,0.74,75.22,375.03,,0.0
2022-04-16 17:00:00,2022-04-16 18:00:00,16.88,26.49,0.86,16.41,9.26,152.07,,,7.03,,4.71,,,,24.35,30.25,0.91,63.67,448.43,,0.0
2022-04-16 18:00:00,2022-04-16 19:00:00,15.69,25.09,0.13,17.47,9.36,153.25,,,7.06,,4.68,,,,23.41,32.4,0.66,47.25,168.06,,0.0
2022-04-16 19:00:00,2022-04-16 20:00:00,15.43,25.09,,18.22,6.31,67.37,,,7.01,,4.54,,,,22.13,37.0,0.59,43.96,60.0,,0.0
2022-04-16 20:00:00,2022-04-16 21:00:00,15.63,35.81,,,15.34,1.33,,,7.14,,0.0,,,,16.19,71.14,0.21,77.23,0.56,,0.0
2022-04-16 21:00:00,2022-04-16 22:00:00,16.52,42.78,8.46,31.13,11.54,164.17,,0.0,7.0,,1.3,,,,15.19,68.75,0.04,100.13,,,0.0
2022-04-16 22:00:00,2022-04-16 23:00:00,21.67,45.94,10.19,22.68,1.56,168.65,,,7.0,,2.57,,,,14.12,62.94,0.06,185.55,0.54,,0.0
2022-04-16 23:00:00,2022-04-17 00:00:00,23.26,44.41,,10.07,3.51,152.27,,,7.0,,4.54,,,,13.58,60.06,0.1,179.05,0.49,,0.0
2022-04-17 00:00:00,2022-04-17 01:00:00,17.62,32.68,5.18,18.88,14.02,167.5,,,7.0,,4.98,,,,12.43,72.01,0.12,229.82,,,0.0
2022-04-17 01:00:00,2022-04-17 02:00:00,17.12,32.97,6.12,19.15,14.91,172.35,,,7.0,,5.14,,,,11.62,79.07,0.12,127.72,0.49,,0.0
2022-04-17 02:00:00,2022-04-17 03:00:00,14.84,33.52,5.66,19.27,14.61,161.85,,,7.0,,5.14,,,,11.11,81.76,0.17,125.56,0.7,,0.0
2022-04-17 03:00:00,2022-04-17 04:00:00,12.2,32.72,4.36,19.54,13.71,155.7,,,7.0,,5.09,,,,10.21,86.94,0.1,103.84,0.1,,0.0
2022-04-17 04:00:00,2022-04-17 05:00:00,12.61,33.1,3.41,19.65,13.0,160.73,,,7.0,,5.05,,,,9.61,90.34,0.27,159.35,1.15,,0.0
2022-04-17 05:00:00,2022-04-17 06:00:00,12.01,31.45,3.5,19.05,3.23,176.85,,0.0,7.08,,2.53,,,,8.5,95.24,0.13,89.46,3.29,,0.0
2022-04-17 06:00:00,2022-04-17 07:00:00,11.16,33.51,2.89,9.87,4.45,168.57,,0.0,7.11,,2.09,,,,8.76,93.59,0.33,109.28,41.44,,0.0
2022-04-17 07:00:00,2022-04-17 08:00:00,11.63,34.81,0.01,15.21,7.95,169.9,,,7.0,,5.06,,,,10.63,83.3,0.4,113.27,170.71,,0.0
2022-04-17 08:00:00,2022-04-17 09:00:00,12.8,34.56,,16.11,8.42,195.23,,,7.0,,5.07,,,,13.87,65.97,0.55,111.59,386.27,,0.0
2022-04-17 09:00:00,2022-04-17 10:00:00,12.9,34.98,,12.26,6.4,203.57,,,7.0,,4.97,,,,17.22,51.55,0.43,112.84,626.28,,0.0
2022-04-17 10:00:00,2022-04-17 11:00:00,14.54,34.73,,7.04,3.68,193.35,,,7.0,,5.04,,,,19.93,42.06,0.47,108.79,828.57,,0.0
2022-04-17 11:00:00,2022-04-17 12:00:00,15.69,35.45,,3.75,1.96,188.53,,,7.0,,5.14,,,,22.36,36.84,0.5,96.42,968.86,,0.0
2022-04-17 12:00:00,2022-04-17 13:00:00,15.47,33.85,,1.74,0.91,193.48,,,7.0,,5.14,,,,23.71,31.25,0.39,165.0,999.99,,0.0
2022-04-17 13:00:00,2022-04-17 14:00:00,14.66,31.01,,0.76,0.4,199.62,,,7.0,,5.14,,,,25.59,25.44,0.41,178.84,999.99,,0.0
2022-04-17 14:00:00,2022-04-17 15:00:00,14.05,28.72,,1.22,0.64,218.75,,,7.0,,5.06,,,,26.43,22.69,0.28,122.78,820.41,,0.0
2022-04-17 15:00:00,2022-04-17 16:00:00,14.57,27.38,,0.86,0.23,207.05,,,7.0,,5.01,,,,26.88,20.68,0.28,234.29,422.53,,0.0
2022-04-17 16:00:00,2022-04-17 17:00:00,12.95,26.21,,,0.0,194.07,,,7.0,,4.88,,,,25.48,20.64,0.27,159.52,215.87,,0.0
2022-04-17 17:00:00,2022-04-17 18:00:00,12.51,24.89,1.44,13.58,6.19,180.15,,,7.0,,4.84,,,,23.5,27.91,0.2,106.08,129.31,,0.0
2022-04-17 18:00:00,2022-04-17 19:00:00,14.01,24.0,1.35,17.93,10.47,178.33,,,7.0,,5.05,,,,22.28,32.49,0.16,75.88,92.1,,0.0
2022-04-17 19:00:00,2022-04-17 20:00:00,14.73,29.3,29.55,19.8,19.66,185.75,,,7.0,,3.61,,,,21.18,36.45,0.16,86.25,77.49,,0.0
2022-04-17 20:00:00,2022-04-17 21:00:00,16.83,46.36,8.5,22.47,13.92,173.27,,,7.0,,3.17,,,,17.54,50.23,0.11,157.0,,,0.0
2022-04-17 21:00:00,2022-04-17 22:00:00,18.71,50.21,1.71,21.66,12.69,174.82,,,7.0,,4.92,,,,16.62,53.59,0.29,161.48,1.38,,0.0
2022-04-17 22:00:00,2022-04-17 23:00:00,19.06,50.57,1.86,22.77,13.38,173.68,,,7.0,,4.62,,,,15.7,58.43,0.16,206.13,,,0.0
2022-04-17 23:00:00,2022-04-18 00:00:00,18.59,48.18,3.04,23.17,14.54,91.25,,,7.0,,5.14,,,,13.96,71.66,0.04,141.99,,,0.0
2022-04-18 00:00:00,2022-04-18 01:00:00,19.62,49.34,2.53,20.24,12.09,182.85,,,7.0,,3.33,,,,12.71,77.45,0.13,164.06,0.34,,0.0
2022-04-18 01:00:00,2022-04-18 02:00:00,20.09,51.26,11.27,21.99,20.52,183.8,,,7.0,,4.61,,,,11.92,81.19,0.12,104.67,1.52,,0.0
2022-04-18 02:00:00,2022-04-18 03:00:00,19.54,51.07,10.96,21.15,19.84,185.88,,,7.0,,4.73,,,,11.08,80.24,0.12,61.22,0.23,,0.0
2022-04-18 03:00:00,2022-04-18 04:00:00,17.04,47.11,9.81,21.14,18.91,174.15,,,7.0,,4.63,,,,10.34,81.59,0.11,190.58,0.49,,0.0
2022-04-18 04:00:00,2022-04-18 05:00:00,14.54,42.88,8.13,22.25,13.45,161.15,,,7.0,,4.96,,,,9.86,84.94,0.17,91.57,0.63,,0.0
2022-04-18 05:00:00,2022-04-18 06:00:00,13.41,38.47,5.45,24.69,11.86,156.2,,,7.0,,2.47,,,,9.18,89.84,0.16,183.01,1.01,,0.0
2022-04-18 06:00:00,2022-04-18 07:00:00,11.85,36.52,3.61,17.26,11.19,197.85,,,7.0,,3.84,,,,8.97,89.35,0.19,62.29,31.02,,0.0
2022-04-18 07:00:00,2022-04-18 08:00:00,12.89,39.79,5.53,20.28,15.03,211.22,,,7.0,,4.78,,,,10.77,81.69,0.25,108.84,160.04,,0.0
2022-04-18 08:00:00,2022-04-18 09:00:00,13.75,38.84,8.47,21.5,18.02,208.3,,,7.0,,4.66,,,,13.85,67.82,0.28,126.03,367.01,,0.0
2022-04-18 09:00:00,2022-04-18 10:00:00,14.18,37.88,8.31,24.12,13.85,155.97,,,7.0,,4.78,,,,17.31,53.11,0.35,123.26,591.7,,0.0
2022-04-18 10:00:00,2022-04-18 11:00:00,17.34,37.73,21.01,25.25,11.41,110.95,,,9.97,,2.39,,,,20.35,43.96,0.72,85.24,821.44,,0.0
2022-04-18 11:00:00,2022-04-18 12:00:00,18.98,36.24,2.15,,0.82,0.3,,,8.39,,4.35,,,,22.41,37.41,0.57,142.56,943.01,,0.0
2022-04-18 12:00:00,2022-04-18 13:00:00,21.59,37.46,,,0.0,,,,7.0,,4.97,,,,24.16,32.96,0.49,255.03,977.97,,0.0
2022-04-18 13:00:00,2022-04-18 14:00:00,22.92,38.12,,,0.0,,,,7.01,,4.75,,,,25.44,29.35,0.59,125.42,996.18,,0.0
2022-04-18 14:00:00,2022-04-18 15:00:00,22.88,37.94,,,0.0,,,0.0,7.0,,2.42,,,,26.86,25.34,0.58,168.27,959.1,,0.0
2022-04-18 15:00:00,2022-04-18 16:00:00,18.94,35.36,,4.42,0.58,155.4,,0.0,7.2,,1.46,,,,26.87,20.97,0.57,291.63,196.31,,0.0
2022-04-18 16:00:00,2022-04-18 17:00:00,16.93,33.02,2.25,21.13,3.21,138.4,,,7.0,,4.94,,,,25.34,25.38,0.54,248.53,178.63,,0.0
2022-04-18 17:00:00,2022-04-18 18:00:00,17.52,35.51,2.4,21.33,13.07,207.15,,,7.0,,4.72,,,,23.55,31.96,0.19,166.89,107.58,,0.0
2022-04-18 18:00:00,2022-04-18 19:00:00,16.77,34.4,2.61,23.71,4.83,2.7,,0.0,7.0,,1.5,,,,21.94,38.51,0.02,253.8,33.76,,0.0
2022-04-18 19:00:00,2022-04-18 20:00:00,19.91,38.76,,24.47,3.2,189.65,,0.0,7.07,,1.06,,,,20.23,41.51,0.2,260.14,1.19,,0.0
2022-04-18 20:00:00,2022-04-18 21:00:00,17.5,40.18,,4.51,0.59,184.3,,,7.0,,3.76,,,,19.82,45.88,0.22,151.46,1.04,,0.0
2022-04-18 21:00:00,2022-04-18 22:00:00,11.98,43.22,5.86,27.13,4.72,177.88,,,7.0,,5.08,,,,18.55,51.36,0.32,160.85,0.42,,0.0
2022-04-18 22:00:00,2022-04-18 23:00:00,10.88,44.12,5.56,26.05,18.07,190.0,,,7.0,,4.96,,,,17.0,56.35,0.15,189.28,,,0.0
2022-04-18 23:00:00,2022-04-19 00:00:00,13.21,45.93,7.08,27.49,20.04,192.57,,,7.0,,4.9,,,,15.86,60.79,0.16,153.69,0.1,,0.0
2022-04-19 00:00:00,2022-04-19 01:00:00,14.59,45.97,7.15,25.97,19.3,179.62,,,7.0,,4.34,,,,13.84,63.89,0.1,183.69,0.13,,0.0
2022-04-19 01:00:00,2022-04-19 02:00:00,12.93,44.47,5.88,23.61,17.06,183.55,,,7.0,,4.54,,,,12.7,67.94,0.15,89.64,0.41,,0.0
2022-04-19 02:00:00,2022-04-19 03:00:00,12.83,43.05,5.71,22.33,16.24,188.65,,,7.0,,4.7,,,,12.36,69.91,0.22,123.45,0.45,,0.0
2022-04-19 03:00:00,2022-04-19 04:00:00,12.84,40.9,6.01,22.31,16.47,205.73,,,7.0,,4.96,,,,11.64,73.61,0.24,163.07,0.71,,0.0
