From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-02-19 01:00:00,2023-02-19 02:00:00,174.0,,2.4,1.68,2.88,32.43,9.38,1.67,4.6,0.4,2.15,0.17,0.1,0.12,74.25,0.38,162.5,5.0,,16.9,0.0,
2023-02-19 02:00:00,2023-02-19 03:00:00,173.0,,2.38,1.9,2.98,62.93,16.65,1.18,14.67,0.4,2.18,0.17,,0.2,67.75,0.53,167.5,5.25,,16.9,0.0,
2023-02-19 03:00:00,2023-02-19 04:00:00,139.5,,2.6,1.75,3.03,97.9,20.25,1.21,15.6,0.4,2.08,0.18,0.17,0.12,70.5,0.12,154.75,5.0,,16.73,0.0,
2023-02-19 04:00:00,2023-02-19 05:00:00,141.5,,2.52,1.88,3.08,89.1,17.8,1.18,6.77,0.38,1.88,0.15,0.15,0.17,77.0,0.15,57.0,5.0,,16.58,0.0,
2023-02-19 05:00:00,2023-02-19 06:00:00,133.5,,2.47,1.9,3.05,56.83,10.65,1.12,5.87,0.3,1.75,0.08,0.03,0.08,77.5,0.25,73.5,5.0,,16.5,0.0,
2023-02-19 06:00:00,2023-02-19 07:00:00,137.0,,2.32,2.05,2.98,42.02,4.45,1.02,6.42,0.3,1.65,,,0.15,78.0,0.2,179.5,7.5,,16.4,0.0,
2023-02-19 07:00:00,2023-02-19 08:00:00,143.0,,2.45,1.82,2.98,37.77,3.7,1.08,15.22,0.3,1.32,0.05,0.1,0.1,69.75,0.3,227.25,36.5,,16.8,0.0,
2023-02-19 08:00:00,2023-02-19 09:00:00,144.5,,2.75,1.7,3.15,36.55,4.8,1.08,22.02,0.3,1.45,0.08,,0.08,55.0,0.65,185.75,81.5,,17.3,0.0,
2023-02-19 09:00:00,2023-02-19 10:00:00,124.25,,2.55,1.85,3.08,64.83,10.48,1.08,38.8,0.3,1.45,0.08,0.05,0.08,47.5,0.68,161.0,82.25,,18.02,0.0,
2023-02-19 10:00:00,2023-02-19 11:00:00,114.0,,2.55,1.82,3.05,113.1,18.75,1.01,42.2,0.3,1.45,0.12,0.1,0.25,39.75,0.75,161.25,75.0,,18.67,0.0,
2023-02-19 11:00:00,2023-02-19 12:00:00,85.25,,2.65,1.72,3.05,102.12,18.15,0.99,48.55,0.3,1.4,0.08,0.12,0.08,33.25,0.85,147.0,84.75,,19.05,0.0,
2023-02-19 12:00:00,2023-02-19 13:00:00,84.75,,2.62,1.82,3.12,87.42,17.73,0.94,52.42,0.3,1.37,0.12,0.1,0.1,27.75,0.97,175.0,88.75,,19.35,0.0,
2023-02-19 13:00:00,2023-02-19 14:00:00,71.75,,2.5,1.95,3.05,47.68,9.7,0.69,54.85,0.27,1.25,0.1,0.12,0.03,25.75,0.73,210.5,81.0,,19.57,0.0,
2023-02-19 14:00:00,2023-02-19 15:00:00,65.25,,2.35,1.83,2.85,36.67,3.15,0.56,56.15,0.2,1.1,,,0.05,22.25,0.82,239.75,69.5,,19.78,0.0,
2023-02-19 15:00:00,2023-02-19 16:00:00,59.25,,2.65,1.77,3.08,35.28,3.38,0.56,57.23,0.2,1.0,,0.03,0.05,21.75,0.98,274.25,54.0,,19.75,0.0,
2023-02-19 16:00:00,2023-02-19 17:00:00,50.5,,2.52,1.98,3.07,31.07,4.3,0.6,60.75,0.2,0.9,0.03,,0.08,28.25,0.72,115.75,33.75,,19.6,0.0,
2023-02-19 17:00:00,2023-02-19 18:00:00,59.0,,2.58,1.9,3.1,50.88,11.23,0.94,48.55,0.2,0.9,0.03,,0.05,35.25,0.45,104.0,15.5,,19.17,0.0,
2023-02-19 18:00:00,2023-02-19 19:00:00,65.75,,2.52,1.72,3.0,52.62,17.2,1.82,22.88,0.23,1.0,0.08,0.05,0.17,43.75,0.25,89.0,5.75,,18.65,0.0,
2023-02-19 19:00:00,2023-02-19 20:00:00,104.5,,2.6,2.02,3.17,59.75,17.45,1.84,13.5,0.3,1.55,0.15,0.1,0.15,53.75,0.12,216.33,5.0,,18.1,0.0,
2023-02-19 20:00:00,2023-02-19 21:00:00,107.75,,2.33,1.98,2.98,59.6,17.73,2.1,8.88,0.3,1.77,0.15,0.25,0.2,57.0,0.15,189.0,5.75,,17.93,0.0,
2023-02-19 21:00:00,2023-02-19 22:00:00,113.5,,2.33,1.82,2.85,41.28,12.15,1.69,12.1,0.3,1.9,0.1,0.12,0.12,51.75,0.78,186.75,6.0,,18.1,0.0,
2023-02-19 22:00:00,2023-02-19 23:00:00,114.5,,2.6,1.8,3.08,38.55,7.02,1.07,23.65,0.3,1.87,0.1,,0.15,51.25,1.3,180.0,6.0,,18.0,0.0,
2023-02-19 23:00:00,2023-02-20 00:00:00,102.0,,2.45,2.03,3.05,33.77,5.98,0.89,30.92,0.3,1.75,0.1,,0.12,49.5,1.15,179.25,6.0,,17.92,0.0,
2023-02-20 00:00:00,2023-02-20 01:00:00,77.0,,2.4,1.7,2.88,29.75,3.6,0.66,32.45,0.3,1.62,0.1,,0.15,48.5,1.58,180.75,6.0,,17.85,0.0,
2023-02-20 01:00:00,2023-02-20 02:00:00,64.0,,2.8,1.7,3.12,35.28,7.42,0.66,29.6,0.3,1.48,0.08,0.08,0.12,47.75,1.4,184.25,6.0,,17.72,0.0,
2023-02-20 02:00:00,2023-02-20 03:00:00,56.75,,2.62,1.9,3.15,54.17,13.78,0.65,34.45,0.3,1.4,0.12,0.08,0.08,44.5,1.02,190.0,6.0,,17.78,0.0,
2023-02-20 03:00:00,2023-02-20 04:00:00,46.5,,2.47,1.9,3.02,61.97,12.8,0.68,29.07,0.2,1.25,0.1,0.08,0.1,53.0,0.38,205.25,5.0,,17.35,0.0,
2023-02-20 04:00:00,2023-02-20 05:00:00,59.0,,2.2,1.75,2.73,56.2,11.63,0.75,18.6,0.2,1.2,0.05,,0.03,62.0,0.35,224.75,5.0,,17.05,0.0,
2023-02-20 05:00:00,2023-02-20 06:00:00,77.0,,2.52,2.08,3.15,36.05,5.88,0.66,14.73,0.2,1.12,0.08,0.08,0.08,64.5,0.45,182.75,5.0,,16.9,0.0,
2023-02-20 06:00:00,2023-02-20 07:00:00,85.25,,2.67,1.85,3.17,31.12,0.6,0.74,13.3,0.2,1.02,0.05,,0.08,64.75,0.62,178.5,6.75,,16.8,0.0,
2023-02-20 07:00:00,2023-02-20 08:00:00,99.5,,2.52,1.85,3.05,28.1,,0.64,21.08,0.2,0.97,0.03,0.05,0.08,59.0,1.25,179.75,30.5,,17.15,0.0,
2023-02-20 08:00:00,2023-02-20 09:00:00,72.0,,2.7,1.85,3.15,26.5,1.9,0.7,20.7,0.2,0.9,0.03,,0.03,55.0,1.47,180.5,57.0,,17.35,0.0,
2023-02-20 09:00:00,2023-02-20 10:00:00,61.75,,2.77,1.82,3.2,45.58,9.62,0.87,29.9,0.2,0.9,0.03,0.05,0.1,45.0,0.93,168.0,73.5,,17.93,0.0,
2023-02-20 10:00:00,2023-02-20 11:00:00,69.0,,2.62,1.95,3.15,48.1,15.88,0.73,30.88,0.2,0.9,0.03,0.08,0.05,36.5,0.82,180.25,82.5,,18.65,0.0,
2023-02-20 11:00:00,2023-02-20 12:00:00,51.25,,2.58,1.88,3.12,54.75,14.93,0.66,34.55,0.2,0.92,0.1,0.03,0.05,28.75,0.62,173.25,87.25,,19.38,0.0,
2023-02-20 12:00:00,2023-02-20 13:00:00,42.0,,2.5,1.67,2.9,56.35,15.08,0.69,41.38,0.2,0.97,0.1,0.03,0.08,25.0,0.82,134.75,86.0,,19.77,0.0,
2023-02-20 13:00:00,2023-02-20 14:00:00,40.0,,2.62,1.77,3.05,33.28,8.05,0.36,45.6,0.12,1.05,0.05,0.05,0.03,14.5,1.02,246.25,81.75,,20.2,0.0,
2023-02-20 14:00:00,2023-02-20 15:00:00,27.25,,2.6,1.73,3.0,24.5,1.22,0.27,51.4,0.1,0.97,,,0.03,9.0,1.28,246.5,69.0,,20.35,0.0,
2023-02-20 15:00:00,2023-02-20 16:00:00,23.25,,2.73,1.72,3.12,22.83,1.5,0.27,51.48,0.1,0.75,,,,8.75,0.88,246.25,50.75,,20.4,0.0,
2023-02-20 16:00:00,2023-02-20 17:00:00,19.75,,2.62,2.08,3.25,22.15,1.97,0.43,54.83,0.1,0.72,,,0.03,13.75,0.65,148.0,33.25,,20.3,0.0,
2023-02-20 17:00:00,2023-02-20 18:00:00,24.75,,2.38,1.85,2.92,36.15,10.25,0.76,39.95,0.1,0.85,,0.03,0.08,20.25,0.33,131.0,14.5,,19.82,0.0,
2023-02-20 18:00:00,2023-02-20 19:00:00,29.75,,2.58,2.18,3.23,38.77,15.15,1.24,19.38,0.12,0.97,0.05,0.05,0.1,32.5,0.25,133.0,7.75,,19.03,0.0,
2023-02-20 19:00:00,2023-02-20 20:00:00,38.75,,2.45,1.77,2.95,46.32,15.73,0.9,31.33,0.2,1.18,0.1,,0.1,38.75,0.45,178.75,7.25,,18.73,0.0,
2023-02-20 20:00:00,2023-02-20 21:00:00,40.75,,2.62,1.62,3.0,47.08,15.72,1.17,18.53,0.2,1.33,0.12,0.2,0.1,46.25,0.25,190.75,7.25,,18.4,0.0,
2023-02-20 21:00:00,2023-02-20 22:00:00,62.25,,2.52,1.83,3.02,31.38,8.0,1.43,8.03,0.2,1.4,0.08,0.12,0.1,49.5,0.2,158.0,6.75,,18.12,0.0,
2023-02-20 22:00:00,2023-02-20 23:00:00,99.0,,2.45,1.78,2.95,30.13,4.8,1.23,14.03,0.2,1.5,0.05,0.1,0.08,44.25,0.35,157.25,7.0,,18.2,0.0,
2023-02-20 23:00:00,2023-02-21 00:00:00,110.0,,2.42,1.85,2.92,28.85,5.82,0.98,15.15,0.2,1.55,0.1,,0.17,43.25,0.75,179.5,7.0,,18.2,0.0,
2023-02-21 00:00:00,2023-02-21 01:00:00,95.5,,2.33,2.0,2.98,26.3,4.97,0.66,21.1,0.25,1.52,0.1,,0.25,42.75,0.52,161.5,7.0,,18.02,0.0,
2023-02-21 01:00:00,2023-02-21 02:00:00,49.25,,2.52,1.85,3.05,31.15,10.53,0.72,20.62,0.23,1.5,0.1,,0.15,44.75,0.5,187.75,7.0,,17.88,0.0,
2023-02-21 02:00:00,2023-02-21 03:00:00,52.75,,2.47,1.98,3.07,41.8,17.15,0.65,23.33,0.27,1.5,0.08,0.05,0.08,44.75,0.97,184.25,7.0,,17.6,0.0,
2023-02-21 03:00:00,2023-02-21 04:00:00,32.5,,2.62,1.9,3.12,52.95,16.38,0.61,23.95,0.2,1.4,0.05,0.08,0.17,45.25,1.18,192.75,7.0,,17.4,0.0,
2023-02-21 04:00:00,2023-02-21 05:00:00,24.0,,2.5,2.1,3.15,50.5,14.93,0.59,21.82,0.2,1.23,0.1,0.15,0.1,51.25,1.77,182.5,7.0,,17.12,0.0,
2023-02-21 05:00:00,2023-02-21 06:00:00,25.25,,2.58,1.88,3.1,32.73,7.2,0.47,25.07,0.2,1.03,0.08,,0.03,50.75,1.65,179.5,7.0,,17.08,0.0,
2023-02-21 06:00:00,2023-02-21 07:00:00,33.75,,2.45,1.78,2.95,27.77,2.25,0.47,23.27,0.2,0.8,,,0.03,51.0,1.57,186.5,8.0,,16.95,0.0,
2023-02-21 07:00:00,2023-02-21 08:00:00,38.5,,2.38,1.9,2.92,24.85,0.98,0.48,25.17,0.15,0.78,,,,47.75,2.23,185.5,24.0,,17.38,0.0,
2023-02-21 08:00:00,2023-02-21 09:00:00,35.5,,2.65,1.9,3.1,24.25,1.15,0.55,25.5,0.1,0.62,,,0.05,38.5,2.23,187.0,60.0,,17.93,0.0,
2023-02-21 09:00:00,2023-02-21 10:00:00,31.75,,2.48,1.92,3.05,43.38,9.68,0.63,35.3,0.17,0.6,,,,29.0,2.38,186.5,68.0,,18.48,0.0,
2023-02-21 10:00:00,2023-02-21 11:00:00,29.25,,2.58,1.85,3.07,42.85,14.45,0.58,32.67,0.17,0.6,,,,18.75,1.85,218.25,81.5,,19.2,0.0,
2023-02-21 11:00:00,2023-02-21 12:00:00,25.0,,2.52,1.75,3.0,45.8,13.75,0.51,35.53,0.12,0.6,,,0.05,15.5,1.73,226.75,91.75,,19.52,0.0,
2023-02-21 12:00:00,2023-02-21 13:00:00,18.75,,2.45,1.98,3.0,46.9,14.9,0.5,38.7,0.1,0.55,,0.03,,15.25,1.42,246.25,93.5,,19.82,0.0,
2023-02-21 13:00:00,2023-02-21 14:00:00,17.0,,2.65,1.88,3.12,23.65,8.57,0.17,40.3,0.1,0.43,,,,16.0,1.4,259.0,86.25,,19.95,0.0,
2023-02-21 14:00:00,2023-02-21 15:00:00,17.75,,2.48,1.85,3.03,19.5,,0.39,41.1,0.1,0.3,,,,15.5,1.35,270.25,71.0,,20.02,0.0,
2023-02-21 15:00:00,2023-02-21 16:00:00,21.5,,2.42,1.95,3.0,20.4,3.47,0.42,41.48,0.1,0.45,,,,15.75,1.1,269.5,52.5,,20.1,0.0,
2023-02-21 16:00:00,2023-02-21 17:00:00,25.5,,2.38,1.98,3.0,19.7,4.47,0.51,39.7,0.1,0.35,,,,18.25,1.05,278.5,32.0,,19.98,0.0,
2023-02-21 17:00:00,2023-02-21 18:00:00,32.25,,2.3,1.95,2.88,33.0,12.78,0.73,33.88,0.1,0.5,,,,26.25,0.57,189.25,14.5,,19.6,0.0,
2023-02-21 18:00:00,2023-02-21 19:00:00,31.5,,2.58,2.0,3.15,33.77,17.9,1.35,18.57,0.1,0.7,0.03,,0.03,40.25,0.12,149.5,10.5,,18.8,0.0,
2023-02-21 19:00:00,2023-02-21 20:00:00,63.75,,2.72,1.88,3.22,41.07,18.85,1.86,8.65,0.25,1.27,0.1,0.08,0.12,42.75,0.2,121.25,10.0,,18.52,0.0,
2023-02-21 20:00:00,2023-02-21 21:00:00,96.75,,2.5,1.65,2.92,41.55,20.08,2.09,3.07,0.3,1.57,0.08,0.15,0.12,48.5,0.12,202.75,9.75,,18.32,0.0,
2023-02-21 21:00:00,2023-02-21 22:00:00,113.75,,2.38,1.95,2.97,22.7,12.07,2.69,8.43,0.32,1.75,0.1,,0.18,53.75,0.2,185.0,9.0,,18.2,0.0,
2023-02-21 22:00:00,2023-02-21 23:00:00,177.0,,2.45,1.7,2.95,19.0,10.4,2.5,2.7,0.4,2.15,0.1,,0.25,56.75,0.17,210.5,9.0,,18.02,0.0,
2023-02-21 23:00:00,2023-02-22 00:00:00,149.75,,2.42,1.98,3.03,17.75,11.02,2.05,2.4,0.4,2.35,0.17,,0.15,58.75,0.12,190.25,8.75,,17.9,0.0,
2023-02-22 00:00:00,2023-02-22 01:00:00,119.75,,2.5,1.92,3.02,23.25,9.97,1.1,3.2,0.4,2.38,0.12,,0.17,57.0,0.4,256.25,8.0,,17.88,0.0,
2023-02-22 01:00:00,2023-02-22 02:00:00,87.5,,2.55,1.85,3.05,38.17,16.8,0.86,8.72,0.4,2.3,0.2,,0.15,57.25,0.55,258.5,8.0,,17.68,0.0,
2023-02-22 02:00:00,2023-02-22 03:00:00,79.0,,2.48,2.0,3.05,74.6,26.8,0.97,10.98,0.4,2.12,0.2,,0.2,59.25,0.85,274.0,8.25,,17.48,0.0,
2023-02-22 03:00:00,2023-02-22 04:00:00,85.75,,2.48,2.1,3.15,81.7,47.17,1.13,11.58,0.38,1.93,0.12,0.1,0.12,58.5,0.92,274.75,8.5,,17.4,0.0,
2023-02-22 04:00:00,2023-02-22 05:00:00,124.0,,2.78,1.75,3.17,73.38,45.65,1.14,13.22,0.3,1.75,0.17,,0.1,61.75,0.73,272.0,8.0,,17.2,0.0,
2023-02-22 05:00:00,2023-02-22 06:00:00,129.0,,2.4,1.82,2.9,46.35,16.53,1.13,17.3,0.3,1.57,0.12,,0.1,68.0,0.7,250.0,8.25,,17.05,0.0,
2023-02-22 06:00:00,2023-02-22 07:00:00,165.0,,2.52,2.0,3.12,40.6,10.45,1.08,14.72,0.3,1.4,0.08,,0.1,73.0,0.7,259.5,9.5,,17.05,0.0,
2023-02-22 07:00:00,2023-02-22 08:00:00,187.25,,2.4,2.07,3.02,35.5,8.3,1.19,12.8,0.3,1.4,0.08,0.1,0.1,73.25,0.88,272.75,23.25,,17.32,0.0,
2023-02-22 08:00:00,2023-02-22 09:00:00,233.25,,2.35,1.95,2.95,42.75,8.85,1.55,11.65,0.3,1.23,0.1,0.05,0.05,73.5,0.92,271.75,44.75,,17.48,0.0,
2023-02-22 09:00:00,2023-02-22 10:00:00,299.75,,2.35,1.98,2.93,67.62,22.38,1.67,26.5,0.35,1.5,0.12,0.03,0.08,67.5,0.7,249.5,56.0,,17.88,0.0,
2023-02-22 10:00:00,2023-02-22 11:00:00,309.75,,2.25,2.05,2.93,67.42,26.88,1.61,29.52,0.4,1.68,0.18,0.2,0.1,59.0,0.62,210.25,70.0,,18.43,0.0,
2023-02-22 11:00:00,2023-02-22 12:00:00,276.25,,2.55,1.88,3.05,75.92,26.62,1.6,39.12,0.4,1.62,0.1,0.15,0.08,49.5,0.73,159.5,76.25,,18.98,0.0,
2023-02-22 12:00:00,2023-02-22 13:00:00,249.75,,2.55,1.82,3.07,75.03,26.7,1.52,42.88,0.4,1.6,0.2,0.12,0.15,43.0,0.88,208.5,74.0,,19.23,0.0,
2023-02-22 13:00:00,2023-02-22 14:00:00,209.5,,2.42,1.93,2.98,35.43,12.2,0.88,42.22,0.4,1.45,0.12,0.08,0.08,30.0,0.85,215.5,74.75,,19.6,0.0,
2023-02-22 14:00:00,2023-02-22 15:00:00,114.25,,2.45,2.0,3.08,34.98,5.32,0.61,38.6,0.33,1.0,0.08,,0.05,18.5,1.02,135.5,66.5,,19.8,0.0,
2023-02-22 15:00:00,2023-02-22 16:00:00,66.5,,2.4,1.9,2.92,31.8,6.08,0.51,36.73,0.25,1.25,0.03,0.05,0.08,14.75,1.12,102.5,43.5,,19.75,0.0,
2023-02-22 16:00:00,2023-02-22 17:00:00,50.5,,2.48,1.73,2.95,28.7,6.88,0.55,33.38,0.2,1.1,0.08,,0.08,19.25,0.82,96.5,27.75,,19.52,0.0,
2023-02-22 17:00:00,2023-02-22 18:00:00,46.5,,2.23,1.8,2.77,45.83,15.95,0.92,23.9,0.28,1.1,0.12,0.05,0.1,24.5,0.73,234.75,15.25,,19.23,0.0,
2023-02-22 18:00:00,2023-02-22 19:00:00,71.5,,2.42,1.9,2.98,53.83,20.85,1.11,23.05,0.3,1.1,0.1,0.05,0.2,30.5,0.95,266.25,11.0,,18.9,0.0,
2023-02-22 19:00:00,2023-02-22 20:00:00,100.5,,2.3,1.88,2.88,58.05,20.5,1.08,20.93,0.3,1.18,0.1,0.1,0.17,34.75,0.53,169.0,10.0,,18.55,0.0,
2023-02-22 20:00:00,2023-02-22 21:00:00,87.5,,2.47,2.08,3.12,54.35,19.75,1.17,14.6,0.3,1.2,0.05,0.08,0.05,41.25,0.45,62.5,10.0,,18.18,0.0,
2023-02-22 21:00:00,2023-02-22 22:00:00,89.5,,2.3,2.02,2.93,34.08,10.08,0.97,17.52,0.3,1.2,0.08,,0.08,41.0,0.33,58.5,7.5,,17.98,0.0,
2023-02-22 22:00:00,2023-02-22 23:00:00,87.25,,2.52,1.8,2.97,32.83,7.58,0.93,12.73,0.2,1.2,0.05,,0.1,47.25,0.12,231.0,7.75,,17.62,0.0,
2023-02-22 23:00:00,2023-02-23 00:00:00,98.25,,2.48,1.75,2.93,26.98,6.9,1.05,11.2,0.2,1.2,0.08,0.03,0.05,50.75,0.15,235.5,8.0,,17.6,0.0,
2023-02-23 00:00:00,2023-02-23 01:00:00,122.5,,2.65,1.73,3.08,24.88,8.03,1.04,2.77,0.2,1.1,,0.03,0.08,54.25,0.28,261.5,8.0,,17.45,0.0,
2023-02-23 01:00:00,2023-02-23 02:00:00,120.75,,2.47,1.88,3.0,36.6,14.97,1.16,10.0,0.28,1.15,0.08,,0.15,54.75,0.58,270.5,8.0,,17.4,0.0,
2023-02-23 02:00:00,2023-02-23 03:00:00,126.0,,2.42,1.85,3.0,53.35,21.75,1.26,12.0,0.3,1.22,0.08,0.15,0.08,57.0,0.45,261.25,8.0,,17.23,0.0,
2023-02-23 03:00:00,2023-02-23 04:00:00,131.75,,2.5,1.98,3.08,66.12,21.95,1.21,16.7,0.3,1.25,0.1,0.05,0.08,61.0,0.55,250.0,8.0,,17.12,0.0,
2023-02-23 04:00:00,2023-02-23 05:00:00,129.5,,2.67,1.93,3.2,61.83,20.65,1.04,17.73,0.3,1.2,0.05,,,65.5,0.7,258.5,8.0,,17.05,0.0,
2023-02-23 05:00:00,2023-02-23 06:00:00,127.75,,2.52,1.85,3.05,37.23,10.93,0.94,21.85,0.3,1.12,,,0.03,66.75,0.68,251.75,8.0,,17.0,0.0,
2023-02-23 06:00:00,2023-02-23 07:00:00,133.5,,2.38,1.88,2.95,35.65,7.85,1.0,16.65,0.3,1.02,,0.05,0.03,65.25,0.55,243.0,9.25,,16.9,0.0,
2023-02-23 07:00:00,2023-02-23 08:00:00,150.75,,2.6,1.85,3.07,33.25,7.03,1.16,14.47,0.28,1.0,,,,57.5,0.53,230.25,22.5,,17.35,0.0,
2023-02-23 08:00:00,2023-02-23 09:00:00,171.75,,2.5,1.95,3.1,31.55,7.6,1.21,19.18,0.28,1.08,,,0.08,51.0,0.68,255.5,49.0,,17.68,0.0,
2023-02-23 09:00:00,2023-02-23 10:00:00,169.25,,2.52,1.85,3.05,54.8,20.98,1.32,30.7,0.3,1.2,0.08,0.12,0.05,47.75,0.8,257.5,63.0,,17.93,0.0,
2023-02-23 10:00:00,2023-02-23 11:00:00,154.5,,2.58,1.88,3.05,65.57,30.1,1.28,37.4,0.3,1.38,0.1,0.03,0.1,41.0,0.95,259.75,76.0,,18.35,0.0,
2023-02-23 11:00:00,2023-02-23 12:00:00,120.25,,2.42,1.92,2.98,64.35,24.48,0.91,42.0,0.3,1.3,0.1,,0.03,26.0,1.03,247.25,84.5,,18.77,0.0,
2023-02-23 12:00:00,2023-02-23 13:00:00,65.75,,2.17,1.82,2.77,54.8,20.85,0.77,40.48,0.3,1.17,0.15,0.03,,18.25,1.07,251.0,84.0,,19.12,0.0,
2023-02-23 13:00:00,2023-02-23 14:00:00,40.25,,2.38,1.88,2.95,25.77,8.6,0.45,41.35,0.22,1.0,0.05,,,14.5,1.18,259.75,79.5,,19.27,0.0,
2023-02-23 14:00:00,2023-02-23 15:00:00,30.25,,2.53,1.95,3.08,25.82,5.75,0.45,41.22,0.2,0.88,,,0.08,13.75,1.12,250.5,68.25,,19.4,0.0,
2023-02-23 15:00:00,2023-02-23 16:00:00,27.75,,2.78,1.8,3.22,24.38,6.12,0.49,45.42,0.2,0.77,,,0.05,17.75,1.1,261.0,52.0,,19.4,0.0,
2023-02-23 16:00:00,2023-02-23 17:00:00,35.75,,2.62,1.7,3.05,25.23,7.3,0.49,47.45,0.2,0.68,,,0.05,17.5,1.03,269.25,32.0,,19.38,0.0,
2023-02-23 17:00:00,2023-02-23 18:00:00,29.75,,2.55,1.7,3.0,35.93,16.12,0.74,35.1,0.2,0.8,0.08,0.03,0.08,24.75,0.47,127.75,15.0,,19.07,0.0,
2023-02-23 18:00:00,2023-02-23 19:00:00,37.5,,2.58,2.0,3.15,38.98,18.95,1.24,16.45,0.2,0.83,0.1,0.03,0.03,40.5,0.18,169.5,8.25,,18.33,0.0,
2023-02-23 19:00:00,2023-02-23 20:00:00,85.25,,2.42,1.8,2.92,49.33,19.5,2.11,4.9,0.2,0.97,0.05,0.05,,46.5,0.12,108.0,8.0,,18.0,0.0,
2023-02-23 20:00:00,2023-02-23 21:00:00,228.5,,2.5,1.92,3.05,47.3,19.85,1.75,1.92,0.23,1.22,0.15,0.12,0.08,49.5,0.2,146.0,8.0,,17.92,0.0,
2023-02-23 21:00:00,2023-02-23 22:00:00,126.5,,2.62,1.75,3.03,30.4,11.2,1.21,11.52,0.2,1.27,0.1,,0.2,41.5,0.47,242.25,8.25,,17.98,0.0,
2023-02-23 22:00:00,2023-02-23 23:00:00,106.5,,2.4,1.9,2.93,30.05,10.97,1.09,20.88,0.3,1.4,0.08,,0.08,42.0,0.53,195.75,9.0,,17.88,0.0,
2023-02-23 23:00:00,2023-02-24 00:00:00,105.75,,2.52,1.9,3.03,25.75,13.48,0.95,15.5,0.25,1.32,0.1,0.03,,46.25,0.3,197.5,9.0,,17.62,0.0,
2023-02-24 00:00:00,2023-02-24 01:00:00,87.75,,2.67,2.1,3.3,25.83,12.4,0.84,13.4,0.2,1.37,0.03,,0.1,48.75,0.78,190.0,9.0,,17.48,0.0,
2023-02-24 01:00:00,2023-02-24 02:00:00,84.75,,2.38,1.9,2.98,40.1,19.22,0.88,10.55,0.25,1.35,0.05,0.12,0.08,52.5,0.22,237.25,8.75,,17.28,0.0,
2023-02-24 02:00:00,2023-02-24 03:00:00,72.75,,2.45,2.02,3.08,59.7,23.0,0.94,1.5,0.28,1.3,0.08,,0.1,54.75,0.25,215.5,8.0,,17.18,0.0,
2023-02-24 03:00:00,2023-02-24 04:00:00,72.75,,2.6,1.9,3.1,59.55,20.48,0.94,2.95,0.2,1.28,0.05,,0.08,52.5,0.15,215.5,8.0,,17.17,0.0,
2023-02-24 04:00:00,2023-02-24 05:00:00,79.0,,2.33,2.05,2.95,53.3,19.62,0.9,11.4,0.2,1.23,0.1,,0.05,51.5,0.15,206.75,8.0,,17.08,0.0,
2023-02-24 05:00:00,2023-02-24 06:00:00,90.0,,2.42,1.83,2.92,35.35,9.95,0.9,16.57,0.2,1.17,,0.03,0.08,52.75,0.22,220.0,8.0,,16.98,0.0,
2023-02-24 06:00:00,2023-02-24 07:00:00,102.75,,2.58,1.8,3.05,32.43,7.5,1.17,13.7,0.2,1.1,,,0.03,55.5,0.2,219.0,10.25,,16.9,0.0,
2023-02-24 07:00:00,2023-02-24 08:00:00,143.25,,2.58,2.08,3.17,27.9,6.83,1.23,10.23,0.23,1.08,0.03,,0.08,51.0,0.55,210.5,28.5,,17.38,0.0,
2023-02-24 08:00:00,2023-02-24 09:00:00,146.75,,2.8,1.9,3.3,28.85,8.9,0.94,17.3,0.3,1.08,0.03,,0.08,47.25,0.82,201.25,51.0,,17.6,0.0,
2023-02-24 09:00:00,2023-02-24 10:00:00,90.5,,2.57,1.77,3.02,51.47,21.6,0.94,37.8,0.3,1.1,0.03,0.05,0.1,41.0,0.85,247.75,57.75,,17.95,0.0,
2023-02-24 10:00:00,2023-02-24 11:00:00,71.0,,2.55,1.85,3.05,63.08,24.5,1.0,40.5,0.27,1.05,0.1,,,37.5,0.62,233.25,66.5,,18.3,0.0,
2023-02-24 11:00:00,2023-02-24 12:00:00,76.5,,2.47,1.93,3.05,61.15,37.67,1.17,46.83,0.2,1.0,0.08,0.03,0.08,29.25,0.65,219.0,71.25,,18.6,0.0,
2023-02-24 12:00:00,2023-02-24 13:00:00,70.0,,2.47,1.95,3.02,50.5,23.77,0.84,47.05,0.2,0.9,0.05,0.03,0.08,25.5,0.75,216.5,66.75,,18.77,0.0,
2023-02-24 13:00:00,2023-02-24 14:00:00,41.25,,2.38,1.85,2.92,26.82,8.7,0.63,51.88,0.2,0.8,,,,28.5,0.78,254.75,53.25,,18.8,0.0,
2023-02-24 14:00:00,2023-02-24 15:00:00,45.0,,2.7,1.8,3.17,47.05,24.9,0.88,46.58,0.2,0.85,0.03,0.05,,31.5,0.85,261.75,46.25,,18.85,0.0,
