From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2023-01-06 09:00:00,2023-01-06 10:00:00,42.7,88.61,8.7,6.27,14.67,13.99,9.04,0.78,20.19,1.04,0.95,0.86,8.87,,63.9,0.85,110.96,16.75,7.54,20.37,0.0
2023-01-06 10:00:00,2023-01-06 11:00:00,40.62,85.13,9.66,6.85,16.5,14.12,8.98,0.87,15.33,0.92,1.15,1.08,7.46,,61.45,1.09,114.44,79.9,6.15,21.4,0.0
2023-01-06 11:00:00,2023-01-06 12:00:00,41.44,82.67,10.07,7.32,17.25,14.37,8.9,0.9,12.81,0.88,1.22,1.17,6.68,,53.53,0.74,114.42,178.65,5.75,22.94,0.0
2023-01-06 12:00:00,2023-01-06 13:00:00,39.99,83.49,10.03,7.2,17.56,14.36,8.85,0.9,12.76,0.88,1.24,1.15,6.76,,52.72,0.7,116.94,81.02,5.75,23.29,0.0
2023-01-06 13:00:00,2023-01-06 14:00:00,43.59,95.5,10.27,7.3,17.41,14.29,8.97,0.92,13.04,0.9,1.23,1.17,6.92,,54.44,0.58,104.45,78.88,5.71,23.32,0.0
2023-01-06 14:00:00,2023-01-06 15:00:00,48.53,101.6,10.27,7.35,17.11,14.34,8.96,0.92,13.04,0.9,1.21,1.17,6.79,,50.15,0.43,75.48,110.65,5.74,24.64,0.0
2023-01-06 15:00:00,2023-01-06 16:00:00,52.26,97.11,10.1,7.17,17.68,14.36,9.05,0.91,12.84,0.89,1.25,1.15,6.81,,45.72,0.67,109.53,79.23,5.75,25.44,0.0
2023-01-06 16:00:00,2023-01-06 17:00:00,50.27,96.4,10.41,7.32,17.29,14.18,9.01,0.93,13.2,0.91,1.22,1.17,6.79,,43.23,0.39,85.55,19.68,5.65,25.76,0.0
2023-01-06 17:00:00,2023-01-06 18:00:00,45.75,94.14,9.63,6.53,16.37,13.66,8.27,0.81,10.49,0.98,1.18,1.1,6.53,,44.89,0.56,99.62,0.0,5.16,24.73,0.0
2023-01-06 18:00:00,2023-01-06 19:00:00,45.19,97.92,9.47,5.33,14.76,12.43,7.39,0.73,7.64,1.09,0.97,0.89,5.7,,49.67,0.24,101.68,0.0,3.3,23.76,0.0
2023-01-06 19:00:00,2023-01-06 20:00:00,46.98,98.67,9.53,5.21,14.78,12.31,7.44,0.74,7.72,1.1,0.97,0.88,5.79,,53.8,0.53,108.6,0.0,3.24,23.1,0.0
2023-01-06 20:00:00,2023-01-06 21:00:00,48.06,98.73,9.36,5.44,14.66,12.2,7.3,0.71,7.51,1.08,0.96,0.91,5.78,,57.06,0.51,103.62,0.0,3.19,22.59,0.0
2023-01-06 21:00:00,2023-01-06 22:00:00,46.15,92.48,9.43,5.25,14.65,12.25,7.36,0.73,7.59,1.08,0.96,0.88,5.73,,60.36,0.4,92.48,0.0,3.21,21.68,0.0
2023-01-06 22:00:00,2023-01-06 23:00:00,45.02,90.89,9.39,5.39,14.75,12.35,7.33,0.72,7.54,1.08,0.97,0.9,5.56,,63.15,0.24,121.26,0.0,3.26,20.8,0.0
2023-01-06 23:00:00,2023-01-07 00:00:00,51.29,104.2,9.39,5.31,14.76,12.36,7.33,0.72,7.54,1.08,0.97,0.89,5.8,,62.31,0.51,113.36,0.0,3.27,20.84,0.0
2023-01-07 00:00:00,2023-01-07 01:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-07 01:00:00,2023-01-07 02:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-07 02:00:00,2023-01-07 03:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-07 03:00:00,2023-01-07 04:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-07 04:00:00,2023-01-07 05:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-07 05:00:00,2023-01-07 06:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-07 06:00:00,2023-01-07 07:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-07 07:00:00,2023-01-07 08:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-07 08:00:00,2023-01-07 09:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-07 09:00:00,2023-01-07 10:00:00,,,,,,,,,,,,,,,,,,,,,
2023-01-07 10:00:00,2023-01-07 11:00:00,51.64,126.58,9.24,5.33,,12.25,7.22,0.71,7.37,1.07,0.98,0.89,5.71,,25.59,1.85,117.62,469.85,3.21,24.0,0.0
2023-01-07 11:00:00,2023-01-07 12:00:00,50.6,106.85,9.78,6.03,15.44,12.13,8.38,0.83,10.68,0.92,0.83,1.06,6.89,,22.05,1.43,106.31,493.12,4.71,25.72,0.0
2023-01-07 12:00:00,2023-01-07 13:00:00,51.06,97.21,9.85,6.27,16.27,11.9,8.84,0.86,12.21,0.84,0.8,1.11,7.49,,20.63,1.1,95.47,402.17,5.35,27.0,0.0
2023-01-07 13:00:00,2023-01-07 14:00:00,56.95,99.3,9.82,6.2,16.32,11.7,8.87,0.86,12.18,0.83,0.8,1.1,7.36,,19.34,0.78,103.14,334.9,5.25,27.84,0.0
2023-01-07 14:00:00,2023-01-07 15:00:00,52.01,102.34,10.0,6.3,15.75,11.64,8.96,0.89,12.4,0.85,0.77,1.12,7.38,,20.16,0.72,131.67,208.28,5.23,28.33,0.0
2023-01-07 15:00:00,2023-01-07 16:00:00,46.84,106.19,9.73,6.22,15.85,11.72,8.89,0.85,12.06,0.83,0.77,1.11,7.42,,21.4,0.41,195.38,72.67,5.26,28.23,0.0
2023-01-07 16:00:00,2023-01-07 17:00:00,46.63,104.71,9.83,6.31,16.15,11.74,8.84,0.86,12.19,0.83,0.79,1.12,7.54,,22.78,0.4,179.4,20.55,5.28,26.74,0.0
2023-01-07 17:00:00,2023-01-07 18:00:00,52.96,96.48,9.79,6.16,16.04,11.88,8.79,0.86,12.13,0.83,0.78,1.1,7.51,,25.9,0.38,234.97,0.0,5.34,24.8,0.0
2023-01-07 18:00:00,2023-01-07 19:00:00,47.69,91.21,9.9,6.25,16.15,11.89,8.96,0.87,12.27,0.84,0.79,1.11,7.48,,30.5,0.2,258.71,0.0,5.34,22.8,0.0
2023-01-07 19:00:00,2023-01-07 20:00:00,44.07,90.0,9.64,6.19,16.32,11.86,8.79,0.84,11.95,0.82,0.8,1.1,7.48,,34.73,0.19,266.97,0.0,5.33,21.59,0.0
2023-01-07 20:00:00,2023-01-07 21:00:00,44.6,97.29,9.9,6.37,16.27,11.96,8.89,0.87,12.27,0.84,0.8,1.13,7.37,,33.22,0.28,123.92,0.0,5.38,21.78,0.0
2023-01-07 21:00:00,2023-01-07 22:00:00,46.27,95.33,9.79,6.25,16.09,11.86,9.0,0.86,12.14,0.83,0.79,1.11,7.53,,36.51,0.09,111.54,0.0,5.33,20.47,0.0
2023-01-07 22:00:00,2023-01-07 23:00:00,45.78,93.41,9.83,6.26,16.27,12.0,8.79,0.86,12.18,0.83,0.8,1.11,7.45,,39.94,0.14,211.36,0.0,5.4,19.04,0.0
2023-01-07 23:00:00,2023-01-08 00:00:00,44.29,89.78,9.91,6.09,16.29,11.85,8.92,0.87,12.29,0.84,0.8,1.08,7.37,,42.64,0.18,198.44,0.0,5.32,17.88,0.0
2023-01-08 00:00:00,2023-01-08 01:00:00,47.18,88.31,9.71,6.16,15.94,11.82,8.84,0.85,12.03,0.82,0.78,1.1,7.55,,47.08,0.2,215.7,0.0,5.31,16.67,0.0
2023-01-08 01:00:00,2023-01-08 02:00:00,46.31,97.02,9.61,6.23,16.09,11.77,8.83,0.84,11.9,0.81,0.79,1.11,7.36,,51.47,0.35,285.6,0.0,5.29,16.24,0.0
2023-01-08 02:00:00,2023-01-08 03:00:00,47.31,99.62,9.91,6.12,16.25,11.78,8.91,0.87,12.29,0.84,0.8,1.09,7.52,,62.82,0.46,295.88,0.0,5.29,15.04,0.0
2023-01-08 03:00:00,2023-01-08 04:00:00,45.2,94.2,9.82,6.21,16.29,11.76,8.89,0.86,12.17,0.83,0.8,1.1,7.47,,62.52,0.34,287.66,0.0,5.28,13.77,0.0
2023-01-08 04:00:00,2023-01-08 05:00:00,45.82,91.76,9.93,6.33,15.91,11.56,8.9,0.88,12.32,0.84,0.78,1.12,7.37,,61.55,0.28,284.47,0.0,5.19,13.07,0.0
2023-01-08 05:00:00,2023-01-08 06:00:00,47.63,89.59,9.86,6.19,16.01,11.8,8.93,0.87,12.22,0.84,0.78,1.1,7.48,,63.12,0.09,98.27,0.0,5.3,12.37,0.0
2023-01-08 06:00:00,2023-01-08 07:00:00,46.01,94.47,9.97,6.3,16.28,11.87,9.08,0.88,12.37,0.85,0.8,1.12,7.62,,68.03,0.31,159.88,0.0,5.33,11.29,0.0
2023-01-08 07:00:00,2023-01-08 08:00:00,47.63,92.73,9.91,6.38,15.83,11.91,8.97,0.87,12.29,0.84,0.77,1.14,7.3,,60.84,0.42,208.25,42.58,5.35,13.14,0.0
2023-01-08 08:00:00,2023-01-08 09:00:00,51.86,103.74,9.8,6.21,16.12,11.76,8.95,0.86,12.14,0.83,0.79,1.11,7.6,,44.28,0.37,164.62,230.05,5.29,19.11,0.0
2023-01-08 09:00:00,2023-01-08 10:00:00,35.26,77.61,9.86,6.24,16.19,11.75,8.85,0.87,12.22,0.84,0.79,1.11,7.33,,20.42,0.57,80.3,431.23,5.28,22.66,0.0
2023-01-08 10:00:00,2023-01-08 11:00:00,62.98,145.99,9.92,6.21,15.88,11.84,8.78,0.88,12.3,0.85,0.77,1.1,7.58,,17.29,0.81,91.42,563.6,5.32,23.67,0.0
2023-01-08 11:00:00,2023-01-08 12:00:00,64.49,144.52,9.78,6.28,16.16,11.85,8.86,0.86,12.13,0.83,0.79,1.12,7.47,,8.5,0.74,83.41,520.62,5.32,24.93,0.0
2023-01-08 12:00:00,2023-01-08 13:00:00,60.85,130.19,9.75,6.16,16.24,11.96,8.96,0.85,12.08,0.83,0.8,1.1,7.5,,4.65,0.99,87.68,445.95,5.38,26.32,0.0
2023-01-08 13:00:00,2023-01-08 14:00:00,57.49,120.92,9.78,6.28,16.19,11.92,8.84,0.86,12.12,0.83,0.79,1.12,7.45,,4.1,0.83,90.18,367.95,5.36,27.7,0.0
2023-01-08 14:00:00,2023-01-08 15:00:00,54.29,112.17,9.93,6.26,16.21,11.89,8.86,0.88,12.31,0.84,0.8,1.12,7.53,,3.83,0.69,111.36,240.8,5.34,28.37,0.0
2023-01-08 15:00:00,2023-01-08 16:00:00,51.24,103.93,9.88,6.23,16.48,11.76,8.9,0.87,12.24,0.84,0.82,1.11,7.53,,4.37,0.91,87.37,68.83,5.29,28.22,0.0
2023-01-08 16:00:00,2023-01-08 17:00:00,46.6,99.08,9.7,6.22,16.57,11.83,8.74,0.85,12.02,0.82,0.82,1.1,7.52,,5.49,0.36,90.88,15.98,5.31,27.99,0.0
2023-01-08 17:00:00,2023-01-08 18:00:00,42.73,96.39,9.68,6.21,15.9,11.84,8.87,0.85,11.99,0.82,0.77,1.11,7.49,,7.52,0.29,152.47,0.0,5.32,25.11,0.0
2023-01-08 18:00:00,2023-01-08 19:00:00,41.19,95.03,9.8,6.29,16.27,11.76,9.02,0.86,12.15,0.83,0.8,1.12,7.34,,10.78,0.18,188.66,0.0,5.28,22.07,0.0
2023-01-08 19:00:00,2023-01-08 20:00:00,41.73,90.86,9.87,6.21,15.9,11.77,8.89,0.87,12.23,0.84,0.77,1.1,7.42,,14.58,0.38,136.03,0.0,5.29,20.57,0.0
2023-01-08 20:00:00,2023-01-08 21:00:00,42.32,86.79,9.79,6.27,16.07,11.89,8.75,0.86,12.14,0.83,0.78,1.12,7.43,,16.36,0.5,119.46,0.0,5.35,20.22,0.0
2023-01-08 21:00:00,2023-01-08 22:00:00,40.37,85.83,9.87,6.19,16.14,11.73,8.68,0.87,12.24,0.84,0.79,1.1,7.48,,23.62,0.17,122.13,0.0,5.27,17.6,0.0
2023-01-08 22:00:00,2023-01-08 23:00:00,38.36,86.26,9.89,6.27,16.14,11.95,8.94,0.87,12.26,0.84,0.79,1.12,7.39,,29.98,0.1,185.04,0.0,5.37,15.77,0.0
2023-01-08 23:00:00,2023-01-09 00:00:00,42.35,85.1,9.94,6.17,16.1,11.67,8.85,0.88,12.33,0.85,0.79,1.1,7.42,,43.58,0.3,304.57,0.0,5.24,14.34,0.0
2023-01-09 00:00:00,2023-01-09 01:00:00,43.24,88.09,9.97,6.35,15.98,11.79,8.91,0.88,12.37,0.85,0.78,1.13,7.4,,45.72,0.23,256.33,0.0,5.3,13.01,0.0
2023-01-09 01:00:00,2023-01-09 02:00:00,45.83,85.81,9.8,6.24,16.18,11.83,8.98,0.86,12.14,0.83,0.79,1.11,7.51,,47.89,0.51,279.5,0.0,5.31,12.78,0.0
2023-01-09 02:00:00,2023-01-09 03:00:00,43.75,90.36,10.03,6.27,16.17,11.66,8.82,0.89,12.44,0.85,0.79,1.12,7.49,,44.48,0.55,282.95,0.0,5.23,12.02,0.0
2023-01-09 03:00:00,2023-01-09 04:00:00,44.98,95.03,9.92,6.29,16.0,11.78,8.78,0.88,12.3,0.84,0.78,1.12,7.46,,44.21,0.58,283.23,0.0,5.29,11.46,0.0
2023-01-09 04:00:00,2023-01-09 05:00:00,46.99,99.99,9.87,6.23,16.41,11.96,8.75,0.87,12.23,0.84,0.81,1.11,7.47,,46.47,0.52,294.86,0.0,5.38,10.71,0.0
2023-01-09 05:00:00,2023-01-09 06:00:00,50.34,95.23,9.98,6.35,16.55,11.69,8.69,0.88,12.38,0.85,0.82,1.13,7.48,,47.53,0.24,292.12,0.0,5.25,10.12,0.0
2023-01-09 06:00:00,2023-01-09 07:00:00,50.45,91.21,10.09,6.15,16.07,11.92,8.99,0.9,12.51,0.86,0.79,1.09,7.49,,53.12,0.17,108.84,0.0,5.36,9.4,0.0
2023-01-09 07:00:00,2023-01-09 08:00:00,51.02,94.57,9.81,6.21,16.16,11.84,8.62,0.86,12.16,0.83,0.79,1.11,7.37,,59.39,0.47,116.2,39.48,5.32,10.35,0.0
2023-01-09 08:00:00,2023-01-09 09:00:00,49.48,100.66,9.93,6.18,16.18,11.87,8.94,0.88,12.31,0.84,0.79,1.1,7.56,,46.84,0.5,177.38,220.53,5.33,16.03,0.0
2023-01-09 09:00:00,2023-01-09 10:00:00,48.53,104.27,9.63,6.12,16.1,11.94,8.91,0.84,11.94,0.81,0.79,1.09,7.44,,36.38,0.81,238.27,379.8,5.36,20.07,0.0
2023-01-09 10:00:00,2023-01-09 11:00:00,53.8,117.21,9.95,6.14,16.42,11.82,8.84,0.88,12.34,0.85,0.81,1.09,7.48,,17.48,0.89,152.89,474.4,5.31,24.31,0.0
2023-01-09 11:00:00,2023-01-09 12:00:00,62.26,113.4,10.86,6.68,17.39,13.74,9.22,0.88,14.7,1.13,0.86,0.99,8.86,,13.1,0.44,79.99,491.02,5.89,26.2,0.0
2023-01-09 12:00:00,2023-01-09 13:00:00,58.91,118.12,10.93,6.75,17.36,14.05,9.16,0.88,14.91,1.15,0.85,0.98,9.06,,11.32,0.49,106.45,426.6,5.93,27.52,0.0
2023-01-09 13:00:00,2023-01-09 14:00:00,57.92,116.98,10.84,6.71,17.72,14.05,9.04,0.87,14.82,1.14,0.87,0.98,8.99,,9.0,0.92,94.43,367.5,5.94,28.62,0.0
2023-01-09 14:00:00,2023-01-09 15:00:00,56.7,113.89,11.06,6.8,17.94,14.05,9.27,0.89,19.37,1.16,0.88,0.99,9.01,,7.68,0.78,91.84,255.2,5.94,29.93,0.0
2023-01-09 15:00:00,2023-01-09 16:00:00,74.29,137.25,10.95,6.75,17.55,13.93,9.18,0.88,19.95,1.15,0.87,0.98,9.01,,4.86,1.07,110.76,66.27,5.87,29.71,0.0
2023-01-09 16:00:00,2023-01-09 17:00:00,102.53,151.32,10.97,6.69,17.51,13.87,9.2,0.88,19.98,1.15,0.87,0.97,9.01,,5.55,0.92,119.24,13.2,5.83,29.01,0.0
2023-01-09 17:00:00,2023-01-09 18:00:00,118.96,160.77,10.75,6.58,17.55,13.82,9.01,0.86,19.7,1.13,0.87,0.96,8.91,,9.18,0.43,110.52,0.0,5.79,26.13,0.0
2023-01-09 18:00:00,2023-01-09 19:00:00,99.26,149.12,10.84,6.74,17.52,14.1,9.09,0.86,14.35,1.14,0.86,0.97,8.98,,16.82,0.2,162.61,0.0,6.0,21.77,0.0
2023-01-09 19:00:00,2023-01-09 20:00:00,81.08,130.51,10.99,6.91,17.71,13.83,9.21,0.88,6.49,1.15,0.87,1.01,8.91,,21.05,0.13,74.35,0.0,5.8,19.46,0.0
2023-01-09 20:00:00,2023-01-09 21:00:00,75.18,125.91,10.97,6.74,17.78,13.81,9.19,0.88,6.46,1.15,0.88,0.98,8.88,,21.04,0.37,99.81,0.0,5.79,19.35,0.0
2023-01-09 21:00:00,2023-01-09 22:00:00,64.89,112.53,10.87,6.74,17.93,13.86,9.15,0.85,6.29,1.12,0.86,0.99,9.06,,27.13,0.16,231.84,0.0,5.76,18.0,0.0
2023-01-09 22:00:00,2023-01-09 23:00:00,57.51,101.87,10.95,6.72,17.47,13.93,9.11,0.87,6.17,1.14,0.87,0.98,8.88,,29.77,0.37,187.37,0.0,5.83,18.01,0.0
2023-01-09 23:00:00,2023-01-10 00:00:00,52.09,101.35,10.85,6.76,17.52,13.96,9.19,0.88,6.36,1.15,0.86,0.99,8.91,,33.48,0.24,178.8,0.0,5.8,17.52,0.0
2023-01-10 00:00:00,2023-01-10 01:00:00,46.9,95.1,10.85,6.66,17.32,13.93,9.21,0.89,6.22,1.16,0.89,0.97,8.84,,42.65,0.21,298.81,0.0,5.88,14.85,0.0
2023-01-10 01:00:00,2023-01-10 02:00:00,47.69,97.77,11.11,6.79,17.7,14.01,9.16,0.87,6.26,1.14,0.87,0.99,9.04,,51.55,0.22,170.06,0.0,5.76,13.76,0.0
2023-01-10 02:00:00,2023-01-10 03:00:00,50.79,98.24,11.06,6.75,17.85,14.11,9.02,0.88,6.42,1.15,0.87,0.98,8.97,,56.0,0.32,92.84,0.0,5.85,12.1,0.0
2023-01-10 03:00:00,2023-01-10 04:00:00,51.4,98.68,10.74,6.8,17.67,13.71,9.13,0.88,6.31,1.15,0.86,0.99,8.9,,51.28,0.33,87.41,0.0,5.79,11.26,0.0
2023-01-10 04:00:00,2023-01-10 05:00:00,50.34,93.29,10.82,6.64,17.72,13.87,9.16,0.89,6.34,1.16,0.88,0.97,8.95,,54.26,0.2,99.11,0.0,5.78,10.25,0.0
2023-01-10 05:00:00,2023-01-10 06:00:00,46.42,94.13,10.81,6.67,17.57,14.02,8.94,0.88,6.41,1.15,0.87,0.97,9.05,,57.73,0.21,133.3,0.0,5.83,9.94,0.0
2023-01-10 06:00:00,2023-01-10 07:00:00,44.71,94.21,10.82,6.72,17.49,13.97,9.11,0.88,6.56,1.15,0.88,0.99,8.93,,63.37,0.16,188.82,0.0,5.86,9.73,0.0
2023-01-10 07:00:00,2023-01-10 08:00:00,49.59,103.33,10.97,6.7,17.59,13.77,9.21,0.87,6.12,1.14,0.86,1.0,9.02,,60.94,0.34,172.74,40.2,5.98,11.28,0.0
2023-01-10 08:00:00,2023-01-10 09:00:00,52.03,98.15,10.97,6.63,17.54,13.91,9.16,0.86,6.53,1.14,0.88,0.96,9.0,,47.85,0.53,229.99,227.15,5.77,16.87,0.0
2023-01-10 09:00:00,2023-01-10 10:00:00,54.25,100.61,10.77,6.87,17.7,13.83,9.01,0.88,6.19,1.14,0.89,0.97,8.96,,32.42,0.53,174.76,367.28,5.85,22.61,0.0
2023-01-10 10:00:00,2023-01-10 11:00:00,56.49,99.35,9.93,6.36,16.3,13.47,8.94,0.83,12.37,0.94,1.04,1.05,9.4,,17.52,1.25,109.36,489.58,6.2,25.48,0.0
2023-01-10 11:00:00,2023-01-10 12:00:00,65.36,124.81,9.6,6.1,15.57,13.26,8.76,0.79,15.89,0.85,1.11,1.1,9.48,,13.08,1.35,110.77,558.65,6.25,27.24,0.0
2023-01-10 12:00:00,2023-01-10 13:00:00,72.52,129.59,9.58,6.11,15.57,13.45,8.75,0.79,15.86,0.85,1.12,1.1,9.31,,11.18,1.18,107.12,523.57,6.4,29.2,0.0
2023-01-10 13:00:00,2023-01-10 14:00:00,88.28,146.09,9.5,6.12,15.59,13.2,8.69,0.78,15.76,0.84,1.12,1.1,9.4,,10.29,1.09,111.03,425.0,6.21,29.86,0.0
2023-01-10 14:00:00,2023-01-10 15:00:00,112.22,163.8,9.5,6.22,15.81,13.3,8.71,0.79,16.52,0.84,1.12,1.11,9.3,,9.38,0.73,111.53,261.77,6.27,31.15,0.0
2023-01-10 15:00:00,2023-01-10 16:00:00,98.09,173.7,9.66,6.19,15.82,13.31,8.81,0.8,19.99,0.86,1.12,1.11,9.48,,10.19,0.72,99.75,61.7,6.28,31.37,0.0
2023-01-10 16:00:00,2023-01-10 17:00:00,99.77,181.11,9.71,6.03,16.01,13.26,8.86,0.8,20.05,0.86,1.13,1.09,9.41,,12.63,1.11,110.33,17.27,6.25,29.79,0.0
2023-01-10 17:00:00,2023-01-10 18:00:00,103.22,170.79,9.57,6.24,15.11,13.28,8.74,0.79,19.88,0.85,1.1,1.11,9.41,,15.43,0.72,88.48,0.0,6.26,27.49,0.0
2023-01-10 18:00:00,2023-01-10 19:00:00,98.5,144.16,9.59,6.14,15.67,13.4,8.76,0.79,19.91,0.85,1.12,1.1,9.52,,20.15,0.6,93.76,0.0,6.35,24.82,0.0
2023-01-10 19:00:00,2023-01-10 20:00:00,82.04,127.22,9.49,5.97,15.49,13.36,8.67,0.79,19.79,0.84,1.11,1.08,9.43,,25.89,0.26,57.47,0.0,6.32,22.62,0.0
2023-01-10 20:00:00,2023-01-10 21:00:00,65.75,113.59,9.52,6.08,16.02,13.25,8.69,0.79,19.81,0.85,1.13,1.1,9.47,,35.43,0.15,317.88,0.0,6.24,19.88,0.0
2023-01-10 21:00:00,2023-01-10 22:00:00,54.96,108.08,9.42,6.13,15.69,13.47,8.6,0.78,19.69,0.84,1.12,1.1,9.29,,41.4,0.09,240.86,0.0,6.4,18.23,0.0
2023-01-10 22:00:00,2023-01-10 23:00:00,50.47,104.09,9.52,6.25,15.74,13.47,8.7,0.79,19.82,0.85,1.12,1.11,9.43,,46.51,0.13,188.59,0.0,6.39,16.93,0.0
2023-01-10 23:00:00,2023-01-11 00:00:00,55.22,103.8,9.41,6.06,15.68,13.23,8.6,0.78,19.67,0.84,1.12,1.09,9.51,,50.01,0.18,224.56,0.0,6.23,15.68,0.0
2023-01-11 00:00:00,2023-01-11 01:00:00,57.8,103.02,9.48,6.13,15.72,13.47,8.67,0.78,19.77,0.84,1.12,1.1,9.48,,51.28,0.2,275.13,0.0,6.4,15.14,0.0
2023-01-11 01:00:00,2023-01-11 02:00:00,52.39,98.7,9.67,6.2,15.35,13.42,8.83,0.8,20.01,0.86,1.11,1.11,9.29,,58.14,0.2,207.32,0.0,6.37,14.43,0.0
2023-01-11 02:00:00,2023-01-11 03:00:00,48.6,105.7,9.68,6.14,15.97,13.48,8.84,0.8,20.02,0.86,1.13,1.1,9.62,,61.28,0.18,118.84,0.0,6.4,13.32,0.0
2023-01-11 03:00:00,2023-01-11 04:00:00,45.1,102.72,9.54,6.22,16.26,13.49,8.71,0.79,19.84,0.85,1.14,1.11,9.45,,63.99,0.16,206.94,0.0,6.41,12.67,0.0
2023-01-11 04:00:00,2023-01-11 05:00:00,54.59,102.26,9.57,6.14,15.46,13.46,8.74,0.79,19.88,0.85,1.11,1.1,9.48,,64.17,0.2,171.54,0.0,6.39,12.02,0.0
2023-01-11 05:00:00,2023-01-11 06:00:00,58.77,96.55,9.56,6.1,15.42,13.5,8.72,0.79,19.86,0.85,1.11,1.1,9.5,,64.5,0.27,110.08,0.0,6.42,11.39,0.0
2023-01-11 06:00:00,2023-01-11 07:00:00,56.82,93.15,9.52,6.18,15.82,13.41,8.69,0.79,19.81,0.85,1.13,1.11,9.42,,67.26,0.3,88.1,0.0,6.35,10.59,0.0
2023-01-11 07:00:00,2023-01-11 08:00:00,50.91,92.37,9.63,6.01,15.55,13.51,8.79,0.8,19.96,0.85,1.12,1.08,9.54,,62.2,0.3,126.07,29.35,6.42,12.04,0.0
2023-01-11 08:00:00,2023-01-11 09:00:00,51.67,100.28,9.63,6.17,15.92,13.4,8.8,0.8,19.96,0.85,1.13,1.1,9.56,,44.56,0.82,235.68,216.65,6.35,17.9,0.0
2023-01-11 09:00:00,2023-01-11 10:00:00,52.56,96.39,9.59,6.1,15.67,13.46,8.75,0.79,19.91,0.85,1.12,1.09,9.45,,32.39,0.67,239.48,387.95,6.39,22.37,0.0
2023-01-11 10:00:00,2023-01-11 11:00:00,62.33,107.75,9.63,6.15,15.43,13.43,8.79,0.8,19.96,0.86,1.11,1.11,9.58,,24.55,0.56,243.89,447.9,6.37,25.4,0.0
2023-01-11 11:00:00,2023-01-11 12:00:00,62.28,106.49,9.61,6.14,15.66,13.46,8.77,0.79,19.93,0.85,1.12,1.1,9.55,,16.8,0.37,135.86,498.18,6.39,28.74,0.0
2023-01-11 12:00:00,2023-01-11 13:00:00,55.0,107.88,9.49,5.96,15.82,13.41,8.67,0.79,19.78,0.84,1.12,1.08,9.55,,11.89,0.56,145.69,494.5,6.36,29.62,0.0
2023-01-11 13:00:00,2023-01-11 14:00:00,48.59,100.06,9.44,6.14,15.63,13.43,8.56,0.78,19.71,0.84,1.12,1.1,9.62,,11.11,0.58,121.44,383.05,6.36,30.74,0.0
2023-01-11 14:00:00,2023-01-11 15:00:00,47.42,99.37,9.6,6.22,16.01,13.41,7.92,0.78,19.68,0.77,1.03,0.96,8.26,,8.9,0.71,117.27,268.27,5.8,31.25,0.0
2023-01-11 15:00:00,2023-01-11 16:00:00,55.5,104.83,9.85,6.44,16.11,13.16,7.41,0.79,19.85,0.74,0.98,0.9,7.68,,9.62,0.39,138.47,67.57,5.32,31.43,0.0
2023-01-11 16:00:00,2023-01-11 17:00:00,52.84,98.46,9.78,6.32,16.11,13.24,7.33,0.78,19.75,0.73,0.97,0.88,7.69,,10.89,0.38,164.81,15.85,5.36,30.55,0.0
2023-01-11 17:00:00,2023-01-11 18:00:00,47.67,92.33,10.01,6.26,16.14,13.27,7.58,0.81,20.1,0.76,0.97,0.88,7.63,,17.79,0.35,268.82,0.0,5.37,27.05,0.0
2023-01-11 18:00:00,2023-01-11 19:00:00,43.19,92.41,9.8,6.44,16.16,13.32,7.36,0.79,19.79,0.74,0.98,0.9,7.6,,21.72,0.23,143.26,0.0,5.4,24.04,0.0
2023-01-11 19:00:00,2023-01-11 20:00:00,42.04,89.98,9.85,6.39,16.36,13.44,7.41,0.79,19.85,0.74,0.99,0.9,7.57,,24.72,0.26,145.77,0.0,5.45,22.61,0.0
2023-01-11 20:00:00,2023-01-11 21:00:00,50.37,86.36,9.99,6.5,16.2,13.38,7.55,0.8,20.06,0.75,0.98,0.91,7.41,,27.57,0.39,102.65,0.0,5.43,21.71,0.0
2023-01-11 21:00:00,2023-01-11 22:00:00,51.78,91.28,9.95,6.41,16.03,13.34,7.51,0.8,20.01,0.75,0.97,0.9,7.58,,32.55,0.35,79.99,0.0,5.41,20.16,0.0
2023-01-11 22:00:00,2023-01-11 23:00:00,47.33,90.81,9.86,6.53,16.51,13.34,7.42,0.79,19.87,0.74,0.99,0.91,7.53,,33.28,0.47,68.32,0.0,5.4,19.84,0.0
