From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),RF (mm),Xylene (ug/m3),AT (degree C)
2023-02-20 05:00:00,2023-02-20 06:00:00,7.98,56.94,3.18,14.14,9.94,2.96,3.84,0.72,,3.5,3.0,1.0,2.0,85.45,0.53,108.13,9.04,0.0,,17.75
2023-02-20 06:00:00,2023-02-20 07:00:00,8.5,64.42,2.91,13.86,9.57,3.23,4.14,0.63,0.13,3.5,3.0,0.99,2.0,81.15,0.98,94.16,38.3,0.0,,18.05
2023-02-20 07:00:00,2023-02-20 08:00:00,7.53,58.77,3.02,14.79,10.14,3.28,4.07,0.67,0.04,3.5,3.0,1.0,2.0,76.84,0.52,75.42,137.82,0.0,,19.03
2023-02-20 08:00:00,2023-02-20 09:00:00,5.55,62.33,2.95,14.75,10.07,2.89,4.29,0.68,0.14,3.5,3.0,1.0,2.0,72.9,0.85,105.59,289.05,0.0,,20.62
2023-02-20 09:00:00,2023-02-20 10:00:00,5.97,59.95,1.35,15.03,8.93,3.28,4.24,0.61,5.49,3.5,3.0,1.0,2.0,66.32,0.75,121.57,436.35,0.0,,22.99
2023-02-20 10:00:00,2023-02-20 11:00:00,5.54,61.91,0.17,12.13,6.47,3.02,5.08,0.71,14.08,3.5,2.99,1.0,2.0,58.71,0.96,100.99,557.42,0.0,,24.89
2023-02-20 11:00:00,2023-02-20 12:00:00,31.09,68.7,0.18,11.84,6.33,2.76,7.65,0.72,11.89,3.5,3.0,1.0,2.0,51.91,0.43,140.56,613.26,0.0,,26.81
2023-02-20 12:00:00,2023-02-20 13:00:00,30.76,79.35,0.1,12.71,6.73,2.85,6.25,0.7,25.99,3.5,3.0,1.0,2.0,45.98,0.66,223.73,608.33,0.0,,28.14
2023-02-20 13:00:00,2023-02-20 14:00:00,,87.39,0.07,12.09,6.36,,6.69,0.64,42.35,3.49,3.0,1.0,2.0,41.02,0.96,221.55,518.09,0.0,,29.12
2023-02-20 14:00:00,2023-02-20 15:00:00,,98.87,0.05,11.7,6.12,3.1,4.02,0.72,25.15,3.5,3.0,1.0,2.0,41.02,0.94,258.75,384.51,0.0,,29.61
2023-02-20 15:00:00,2023-02-20 16:00:00,,,0.11,13.62,7.2,3.38,3.34,0.61,15.21,3.5,3.0,1.0,2.0,40.29,0.9,282.75,218.88,0.0,,29.54
2023-02-20 16:00:00,2023-02-20 17:00:00,,92.0,0.14,31.29,16.46,3.2,3.02,0.67,18.23,3.5,3.0,1.0,2.0,45.59,0.94,311.67,70.03,0.0,,28.43
2023-02-20 17:00:00,2023-02-20 18:00:00,,,0.28,45.49,23.99,4.02,3.68,0.77,14.19,3.5,3.0,1.0,2.0,52.91,0.78,319.59,11.96,0.0,,26.61
2023-02-20 18:00:00,2023-02-20 19:00:00,,,2.07,46.23,38.08,4.3,4.88,0.85,9.58,3.5,3.0,1.0,2.0,58.31,0.51,307.46,8.52,0.0,,25.55
2023-02-20 19:00:00,2023-02-20 20:00:00,,,10.5,,56.42,4.56,9.46,0.87,3.03,3.5,3.0,1.0,2.0,66.27,0.21,192.28,8.63,0.0,,23.93
2023-02-20 20:00:00,2023-02-20 21:00:00,24.99,,15.93,71.96,51.59,3.67,10.7,0.77,0.24,3.5,3.0,1.0,2.0,72.85,0.29,75.86,8.52,0.0,,22.94
2023-02-20 21:00:00,2023-02-20 22:00:00,25.0,,8.99,56.4,36.67,4.46,5.06,0.97,0.32,3.5,3.0,1.0,2.0,74.69,0.36,98.49,8.31,0.0,,22.41
2023-02-20 22:00:00,2023-02-20 23:00:00,25.01,,5.34,36.3,23.25,5.45,5.6,0.9,0.62,3.51,3.0,1.0,2.0,77.45,0.25,90.19,8.37,0.0,,21.72
2023-02-20 23:00:00,2023-02-21 00:00:00,24.99,,5.43,28.79,19.39,4.5,7.26,0.91,,3.5,3.0,1.0,2.0,84.58,0.38,56.4,8.58,0.0,,20.73
2023-02-21 00:00:00,2023-02-21 01:00:00,25.0,,6.5,31.48,21.66,4.56,3.85,0.8,0.42,3.5,3.0,1.0,2.0,84.22,1.04,100.13,8.25,0.0,,20.23
2023-02-21 01:00:00,2023-02-21 02:00:00,25.0,,4.37,25.96,17.06,4.87,3.89,0.68,0.64,3.5,2.99,1.0,2.01,88.06,0.79,160.87,8.5,0.0,,19.54
2023-02-21 02:00:00,2023-02-21 03:00:00,25.0,,3.77,25.54,16.36,4.28,5.2,0.71,,3.5,3.0,1.0,2.0,90.44,0.61,206.02,8.41,0.0,,18.95
2023-02-21 03:00:00,2023-02-21 04:00:00,25.0,92.43,2.99,27.58,16.81,5.2,5.49,0.64,0.33,3.5,3.0,1.0,2.0,85.16,0.4,42.74,8.15,0.0,,19.38
2023-02-21 04:00:00,2023-02-21 05:00:00,25.0,81.77,2.72,20.05,12.66,4.39,5.54,0.6,0.07,3.5,3.0,1.0,2.0,81.45,0.46,93.63,8.61,0.0,,19.5
2023-02-21 05:00:00,2023-02-21 06:00:00,24.98,83.41,2.24,23.57,14.11,4.22,6.14,0.62,0.19,3.49,3.0,1.01,2.0,86.53,0.49,113.57,8.87,0.0,,19.01
2023-02-21 06:00:00,2023-02-21 07:00:00,34.16,85.33,2.17,21.45,12.95,4.99,5.88,0.58,0.34,1.74,1.01,4.2,4.46,89.98,0.92,96.91,33.42,0.0,,18.85
2023-02-21 07:00:00,2023-02-21 08:00:00,39.22,76.08,2.58,19.04,12.02,4.07,6.16,0.61,,3.62,0.03,24.97,24.31,86.37,0.75,80.18,88.62,0.0,,19.55
2023-02-21 08:00:00,2023-02-21 09:00:00,39.23,81.8,2.48,21.63,13.29,4.12,6.48,0.54,0.37,3.71,0.06,24.86,23.96,80.97,0.9,97.94,201.45,0.0,,20.82
2023-02-21 09:00:00,2023-02-21 10:00:00,36.29,84.38,1.27,18.43,10.65,4.69,5.53,0.59,1.49,3.95,1.03,25.38,23.67,75.03,0.53,113.08,303.69,0.0,,22.56
2023-02-21 10:00:00,2023-02-21 11:00:00,40.16,86.63,0.39,13.84,7.55,3.44,5.02,0.57,5.05,4.25,0.06,10.64,11.45,70.08,0.69,101.55,397.04,0.0,,24.16
2023-02-21 11:00:00,2023-02-21 12:00:00,,88.12,0.27,10.9,5.92,2.52,5.52,0.61,3.54,4.94,0.05,5.6,7.2,61.15,0.51,196.18,461.83,0.0,,26.02
2023-02-21 12:00:00,2023-02-21 13:00:00,,79.14,0.36,11.98,6.55,3.47,8.39,0.6,7.42,4.91,0.03,8.05,9.49,56.38,0.44,206.19,469.53,0.0,,27.49
2023-02-21 13:00:00,2023-02-21 14:00:00,,84.1,0.26,12.13,6.55,3.03,7.44,0.58,4.26,3.38,0.51,8.16,9.84,56.15,0.65,247.31,401.67,0.0,,28.02
2023-02-21 14:00:00,2023-02-21 15:00:00,,93.22,0.1,11.28,5.98,2.84,6.77,0.55,10.8,3.44,0.61,7.25,8.21,58.17,0.9,236.27,270.71,0.0,,28.04
2023-02-21 15:00:00,2023-02-21 16:00:00,,87.58,0.34,15.6,8.43,2.82,6.15,0.52,11.43,,0.11,4.9,5.85,57.69,0.74,258.53,167.16,0.0,,27.97
2023-02-21 16:00:00,2023-02-21 17:00:00,58.2,92.03,0.47,11.96,6.63,2.5,6.82,0.65,0.8,,0.63,7.15,8.13,60.8,0.33,177.93,64.92,0.0,,27.45
2023-02-21 17:00:00,2023-02-21 18:00:00,55.25,93.05,1.11,13.24,7.81,2.5,7.87,0.67,0.63,,1.05,11.58,13.3,67.48,0.17,213.46,12.36,0.0,,25.93
2023-02-21 18:00:00,2023-02-21 19:00:00,44.23,,4.43,15.63,11.72,2.66,8.46,0.68,0.02,,1.09,15.47,19.14,75.02,0.31,239.42,8.75,0.0,,24.48
2023-02-21 19:00:00,2023-02-21 20:00:00,46.34,,18.44,40.97,36.2,3.18,8.57,0.74,0.01,,1.4,16.98,28.22,82.16,0.43,55.56,8.65,0.0,,23.33
2023-02-21 20:00:00,2023-02-21 21:00:00,,,16.33,21.01,24.07,3.08,8.82,0.81,,,1.63,16.46,32.03,84.58,0.46,70.83,8.54,0.0,,22.91
2023-02-21 21:00:00,2023-02-21 22:00:00,38.88,,12.29,15.15,17.77,2.88,9.54,0.91,,,1.66,18.86,31.91,86.08,0.48,111.55,8.62,0.0,,22.66
2023-02-21 22:00:00,2023-02-21 23:00:00,39.01,,7.71,14.07,13.54,2.9,10.33,0.76,,,0.67,19.94,30.25,87.55,0.77,83.63,8.71,0.0,,22.31
2023-02-21 23:00:00,2023-02-22 00:00:00,36.81,,4.52,11.83,9.81,2.8,10.66,0.77,,,1.46,19.78,27.84,91.0,0.81,129.19,8.76,0.0,,21.75
2023-02-22 00:00:00,2023-02-22 01:00:00,27.94,99.33,3.54,11.24,8.71,3.14,1.99,0.93,0.01,,1.38,19.88,26.46,93.27,0.37,120.45,8.82,0.0,,21.5
2023-02-22 01:00:00,2023-02-22 02:00:00,27.74,84.95,3.47,11.98,9.04,3.23,2.83,0.98,,,1.58,20.29,25.12,95.84,0.58,61.62,8.7,0.0,,20.88
2023-02-22 02:00:00,2023-02-22 03:00:00,24.85,85.0,3.45,11.68,8.86,3.21,2.77,0.88,,,1.57,20.39,24.22,96.61,1.09,97.86,8.57,0.0,,20.54
2023-02-22 03:00:00,2023-02-22 04:00:00,21.85,84.66,3.16,10.43,7.98,3.16,3.33,0.91,0.01,,1.41,19.78,22.97,94.85,0.55,136.13,8.79,0.0,,20.71
2023-02-22 04:00:00,2023-02-22 05:00:00,22.06,74.62,3.41,9.28,7.59,3.3,3.99,0.85,,,1.43,20.01,22.13,92.56,0.41,152.91,8.54,0.0,,20.82
2023-02-22 05:00:00,2023-02-22 06:00:00,17.16,66.48,3.65,9.41,7.84,3.15,4.09,0.77,0.02,,1.55,21.02,22.4,95.46,0.52,66.77,9.17,0.0,,20.36
2023-02-22 06:00:00,2023-02-22 07:00:00,19.1,63.85,3.56,10.82,8.51,3.08,4.42,0.82,0.06,,1.53,21.09,22.03,94.21,0.49,85.76,48.76,0.0,,20.51
2023-02-22 07:00:00,2023-02-22 08:00:00,21.76,60.42,3.83,9.35,7.96,3.18,4.84,0.81,,,1.51,20.84,21.47,89.56,0.61,106.05,127.53,0.0,,21.43
2023-02-22 08:00:00,2023-02-22 09:00:00,16.36,62.46,3.63,10.04,8.16,3.05,4.19,0.79,0.15,,1.66,21.11,21.48,82.75,0.69,71.1,264.24,0.0,,22.92
2023-02-22 09:00:00,2023-02-22 10:00:00,23.41,67.57,1.93,11.55,7.59,3.02,4.29,0.83,2.07,4.75,1.67,20.34,20.52,73.1,0.56,39.09,368.82,0.0,,24.92
2023-02-22 10:00:00,2023-02-22 11:00:00,21.68,65.07,0.31,10.23,5.59,2.8,2.94,0.78,3.95,4.95,1.24,12.19,13.63,70.04,1.02,259.9,352.23,0.0,,25.39
2023-02-22 11:00:00,2023-02-22 12:00:00,,67.7,0.22,11.36,6.12,2.82,3.17,0.79,4.07,4.91,1.12,8.73,10.21,68.61,1.29,332.37,397.58,0.0,,25.95
2023-02-22 12:00:00,2023-02-22 13:00:00,,83.64,0.35,11.8,6.45,2.88,3.42,0.74,3.86,,1.21,8.02,9.85,68.97,1.87,338.94,404.65,0.0,,25.42
2023-02-22 13:00:00,2023-02-22 14:00:00,,87.93,0.3,13.07,7.08,2.88,3.0,0.79,5.14,4.63,1.1,7.09,8.8,63.19,1.49,327.42,464.53,0.0,,26.29
2023-02-22 14:00:00,2023-02-22 15:00:00,,87.31,0.3,12.91,6.99,3.04,3.35,0.71,3.6,4.45,1.14,7.1,8.44,65.28,1.5,326.25,374.72,0.0,,26.49
2023-02-22 15:00:00,2023-02-22 16:00:00,45.2,70.55,0.55,10.87,6.12,3.41,3.45,0.77,2.36,1.1,1.44,7.98,7.77,64.32,1.07,329.25,233.53,0.0,,26.69
2023-02-22 16:00:00,2023-02-22 17:00:00,40.42,64.8,0.35,10.41,5.72,3.45,3.82,0.81,1.64,0.0,1.48,8.41,8.46,66.76,0.98,334.02,84.87,0.0,,25.99
2023-02-22 17:00:00,2023-02-22 18:00:00,22.11,64.22,0.54,13.74,7.61,3.64,4.26,0.8,0.81,3.33,1.35,8.77,8.85,72.16,0.59,206.47,13.13,0.0,,24.89
2023-02-22 18:00:00,2023-02-22 19:00:00,18.44,70.08,1.32,24.69,13.96,3.99,5.08,0.81,0.78,4.58,1.41,9.68,11.18,75.47,0.24,201.16,8.58,0.0,,24.23
2023-02-22 19:00:00,2023-02-22 20:00:00,30.01,95.16,5.1,19.47,14.27,4.04,5.62,0.99,0.16,,0.87,9.37,14.39,83.98,0.34,245.8,8.72,0.0,,22.89
2023-02-22 20:00:00,2023-02-22 21:00:00,30.16,91.62,9.78,15.49,15.93,4.29,6.48,1.12,,,1.74,11.88,15.75,87.02,0.22,165.65,8.48,0.0,,22.37
2023-02-22 21:00:00,2023-02-22 22:00:00,32.36,94.22,16.5,12.46,19.75,4.29,7.28,0.86,0.05,,2.09,13.58,17.5,88.22,0.3,98.14,8.49,0.0,,22.18
2023-02-22 22:00:00,2023-02-22 23:00:00,31.23,93.01,15.68,14.21,20.01,4.16,7.39,0.98,0.2,,1.98,14.36,18.61,90.24,0.48,141.75,8.85,0.0,,21.84
2023-02-22 23:00:00,2023-02-23 00:00:00,27.96,91.53,12.65,12.94,16.9,4.19,7.89,1.01,0.01,,2.1,14.39,17.52,91.0,0.68,84.43,8.77,0.0,,21.47
2023-02-23 00:00:00,2023-02-23 01:00:00,25.29,84.42,10.35,11.42,14.27,3.46,2.41,0.62,0.09,,2.13,14.67,17.63,89.48,0.28,166.11,8.67,0.0,,21.52
2023-02-23 01:00:00,2023-02-23 02:00:00,26.24,76.29,7.54,11.96,12.29,3.42,2.96,0.49,0.03,,1.89,14.83,17.11,90.07,0.45,212.93,8.9,0.0,,21.38
2023-02-23 02:00:00,2023-02-23 03:00:00,24.25,65.99,7.81,9.83,11.4,3.43,2.5,0.59,,,1.96,15.49,17.04,90.17,0.7,98.51,8.81,0.0,,21.29
2023-02-23 03:00:00,2023-02-23 04:00:00,21.69,66.33,7.77,10.45,11.69,3.32,3.02,0.52,0.07,,1.91,15.12,16.96,92.05,0.38,86.52,8.75,0.0,,20.95
2023-02-23 04:00:00,2023-02-23 05:00:00,20.16,63.33,7.89,11.1,12.13,3.34,3.58,0.56,0.01,,1.81,15.05,16.55,92.06,0.35,194.38,8.75,0.0,,21.01
2023-02-23 05:00:00,2023-02-23 06:00:00,20.45,58.93,7.48,10.05,11.25,3.32,4.03,0.56,,,1.87,15.86,16.76,93.4,0.3,147.21,9.07,0.0,,20.57
2023-02-23 06:00:00,2023-02-23 07:00:00,18.51,57.12,6.36,10.34,10.51,3.24,4.57,0.53,0.01,,1.93,15.98,17.15,92.97,0.57,115.45,46.14,0.0,,20.58
2023-02-23 07:00:00,2023-02-23 08:00:00,18.7,59.21,5.62,11.04,10.28,3.23,4.55,0.46,,,1.82,16.0,16.52,89.55,0.74,107.15,83.56,0.0,,21.37
2023-02-23 08:00:00,2023-02-23 09:00:00,19.1,57.48,6.99,11.36,11.54,3.2,4.92,0.52,,4.93,1.7,15.98,16.3,89.95,0.85,109.69,71.05,0.0,,21.54
2023-02-23 09:00:00,2023-02-23 10:00:00,19.09,62.41,5.93,10.54,10.27,3.04,5.11,0.5,0.08,4.94,1.74,15.44,15.8,87.79,0.6,99.31,90.91,0.0,,22.11
2023-02-23 10:00:00,2023-02-23 11:00:00,20.64,64.73,2.66,12.13,8.47,2.92,4.32,0.53,0.2,,1.46,14.0,13.62,79.94,0.96,67.48,357.73,0.0,,23.71
2023-02-23 11:00:00,2023-02-23 12:00:00,26.04,69.9,1.01,10.65,6.38,2.87,4.38,0.61,2.04,3.91,1.81,12.09,12.3,68.26,0.57,82.95,432.01,0.0,,25.62
2023-02-23 12:00:00,2023-02-23 13:00:00,45.95,67.54,0.37,10.51,5.79,2.78,3.98,0.49,5.44,4.75,1.69,9.0,9.43,61.47,1.01,211.97,524.81,0.0,,26.99
2023-02-23 13:00:00,2023-02-23 14:00:00,53.19,70.34,0.61,10.2,5.82,3.1,4.11,0.53,2.68,4.37,1.55,7.96,7.92,58.18,0.61,202.47,455.9,0.0,,27.94
2023-02-23 14:00:00,2023-02-23 15:00:00,50.73,74.3,0.61,11.23,6.36,3.65,4.92,0.58,1.69,4.44,2.4,8.88,10.36,58.19,0.74,256.45,357.58,0.0,,28.15
2023-02-23 15:00:00,2023-02-23 16:00:00,41.18,68.17,0.64,11.84,6.7,3.81,5.22,0.49,2.33,4.12,2.33,9.0,9.69,59.13,0.7,182.81,228.7,0.0,,27.99
2023-02-23 16:00:00,2023-02-23 17:00:00,36.04,61.73,0.68,12.16,6.89,3.83,5.52,0.52,1.39,4.11,2.44,9.73,10.88,61.67,0.7,179.36,89.31,0.0,,27.29
2023-02-23 17:00:00,2023-02-23 18:00:00,31.19,65.93,1.34,15.44,9.13,3.97,5.98,0.48,0.73,4.1,2.24,10.09,11.26,69.12,0.28,104.56,13.56,0.0,,25.82
2023-02-23 18:00:00,2023-02-23 19:00:00,30.44,73.35,6.11,36.73,24.09,4.37,6.28,0.56,,,1.9,10.53,11.94,74.02,0.36,267.44,8.66,0.0,,24.76
2023-02-23 19:00:00,2023-02-23 20:00:00,36.09,93.09,6.9,19.81,15.88,4.27,6.91,0.6,0.01,,1.68,11.89,14.28,81.49,0.49,122.84,8.75,0.0,,23.53
2023-02-23 20:00:00,2023-02-23 21:00:00,33.43,97.73,6.52,17.3,14.27,4.44,8.07,0.6,0.03,,2.11,13.61,16.16,87.08,0.37,113.04,8.49,0.0,,22.42
2023-02-23 21:00:00,2023-02-23 22:00:00,29.89,92.79,8.87,15.03,14.96,4.47,8.79,0.51,,,2.08,15.31,17.27,87.36,0.23,142.73,8.31,0.0,,21.99
2023-02-23 22:00:00,2023-02-23 23:00:00,28.09,76.19,8.48,16.47,15.4,4.48,9.72,0.62,0.12,,2.46,16.19,18.97,90.26,0.4,134.39,8.21,0.0,,21.45
2023-02-23 23:00:00,2023-02-24 00:00:00,25.81,75.02,8.69,15.71,15.17,4.56,10.33,0.64,0.04,,2.3,16.81,19.01,94.12,0.33,172.08,8.42,0.0,,20.77
2023-02-24 00:00:00,2023-02-24 01:00:00,25.17,67.25,10.93,13.9,16.02,4.1,3.14,1.01,,,2.4,17.64,19.82,98.26,0.47,101.83,8.53,0.0,,19.89
2023-02-24 01:00:00,2023-02-24 02:00:00,23.63,68.07,10.28,15.95,16.58,4.19,3.86,0.88,,,2.49,18.23,20.09,94.14,0.44,85.34,7.95,0.0,,19.81
2023-02-24 02:00:00,2023-02-24 03:00:00,21.45,64.0,8.79,16.38,15.61,4.33,4.31,0.85,,,2.42,18.55,19.46,89.21,0.64,75.81,8.23,0.0,,19.83
2023-02-24 03:00:00,2023-02-24 04:00:00,21.84,60.38,7.23,17.06,14.71,4.2,4.45,0.82,,,2.33,18.48,19.28,89.26,0.45,95.57,8.91,0.0,,19.41
2023-02-24 04:00:00,2023-02-24 05:00:00,20.9,55.32,5.99,16.76,13.56,4.18,4.68,0.78,0.01,,2.27,18.36,18.89,96.05,0.71,317.51,9.22,0.0,,18.7
2023-02-24 05:00:00,2023-02-24 06:00:00,19.08,55.69,4.83,16.57,12.53,4.07,4.55,0.85,,4.73,2.09,17.91,17.7,97.14,0.51,157.05,9.82,0.0,,17.92
2023-02-24 06:00:00,2023-02-24 07:00:00,16.82,44.75,4.44,17.52,12.71,4.03,4.86,0.93,0.02,4.16,1.9,17.86,17.85,96.48,0.35,243.66,57.1,0.0,,18.52
2023-02-24 07:00:00,2023-02-24 08:00:00,14.74,40.78,4.43,17.69,12.79,4.1,5.33,0.81,0.01,3.78,1.97,17.9,17.9,87.08,0.5,104.7,177.71,0.0,,20.42
2023-02-24 08:00:00,2023-02-24 09:00:00,14.4,35.98,4.43,17.15,12.51,3.99,5.51,0.88,0.02,3.65,2.04,18.51,18.43,84.64,0.49,122.68,234.26,0.0,,21.23
2023-02-24 09:00:00,2023-02-24 10:00:00,13.04,36.98,3.05,16.39,11.01,3.71,5.11,0.79,1.59,3.88,2.18,18.06,18.61,80.3,0.91,106.93,416.64,0.0,,22.7
2023-02-24 10:00:00,2023-02-24 11:00:00,12.06,39.64,0.44,13.3,7.3,3.45,3.94,0.84,1.77,3.37,1.29,10.77,9.41,73.27,0.62,149.11,586.01,0.0,,24.7
2023-02-24 11:00:00,2023-02-24 12:00:00,,50.74,0.11,12.64,6.67,3.36,3.74,1.04,3.5,3.51,2.1,9.41,9.54,67.33,0.49,109.61,500.74,0.0,,26.05
2023-02-24 12:00:00,2023-02-24 13:00:00,27.43,48.23,,12.97,6.78,3.3,3.88,0.98,3.77,,2.7,8.45,9.03,59.66,0.7,335.17,675.11,0.0,,27.57
2023-02-24 13:00:00,2023-02-24 14:00:00,27.43,49.99,0.16,11.7,6.24,3.38,4.09,0.88,2.4,,2.61,8.73,8.79,57.16,0.85,210.53,617.61,0.0,,28.12
2023-02-24 14:00:00,2023-02-24 15:00:00,,48.08,0.2,10.96,5.88,3.33,4.49,0.98,2.68,,3.24,9.59,10.94,55.18,0.9,265.88,423.17,0.0,,28.37
2023-02-24 15:00:00,2023-02-24 16:00:00,20.7,45.18,,10.15,5.3,2.88,3.91,0.87,6.34,,3.2,9.02,10.37,54.38,0.68,259.45,266.07,0.0,,28.56
2023-02-24 16:00:00,2023-02-24 17:00:00,17.8,46.14,0.3,11.61,6.3,3.41,4.24,0.85,1.42,4.5,2.17,7.57,7.44,57.26,0.63,298.26,91.58,0.0,,27.94
2023-02-24 17:00:00,2023-02-24 18:00:00,21.16,45.43,0.32,22.88,12.15,3.09,3.85,0.93,7.98,4.5,1.85,8.53,8.63,67.22,0.4,117.32,14.37,0.0,,25.86
2023-02-24 18:00:00,2023-02-24 19:00:00,34.9,62.7,1.83,46.27,25.64,3.38,3.68,0.97,1.86,,1.44,6.07,9.29,74.24,0.32,121.39,8.66,0.0,,24.4
2023-02-24 19:00:00,2023-02-24 20:00:00,32.58,79.28,1.71,24.14,13.98,3.47,3.97,0.97,,,1.44,8.43,11.74,76.83,0.46,115.87,8.46,0.0,,23.48
2023-02-24 20:00:00,2023-02-24 21:00:00,17.99,75.17,1.82,15.12,9.37,3.03,4.62,0.95,0.15,,1.87,11.61,14.31,76.73,0.54,62.0,8.54,0.0,,22.93
2023-02-24 21:00:00,2023-02-24 22:00:00,18.66,59.94,2.24,14.23,9.23,3.29,5.61,0.98,0.13,,1.97,12.83,15.04,78.67,0.39,62.99,8.59,0.0,,22.38
2023-02-24 22:00:00,2023-02-24 23:00:00,14.3,57.92,2.9,13.76,9.51,3.29,5.81,0.97,0.84,,3.16,14.09,17.01,82.05,0.45,83.95,8.5,0.0,,21.66
2023-02-24 23:00:00,2023-02-25 00:00:00,35.36,55.96,5.94,15.93,13.09,3.23,6.66,1.17,0.73,,4.91,14.04,18.58,79.04,0.93,94.73,8.23,0.0,,21.34
2023-02-25 00:00:00,2023-02-25 01:00:00,42.11,66.58,8.6,19.08,16.87,3.83,2.86,0.72,0.94,,4.56,15.03,19.46,77.29,0.58,71.47,8.47,0.0,,20.95
2023-02-25 01:00:00,2023-02-25 02:00:00,36.44,64.51,7.35,16.82,14.68,3.55,3.15,0.77,0.95,,5.11,16.08,21.42,81.9,0.71,53.96,8.55,0.0,,20.23
2023-02-25 02:00:00,2023-02-25 03:00:00,28.99,57.36,3.24,17.33,11.65,3.43,3.76,0.81,0.74,,5.16,15.42,21.12,79.92,0.49,73.02,8.53,0.0,,19.96
2023-02-25 03:00:00,2023-02-25 04:00:00,24.04,47.6,1.96,16.0,9.93,3.61,3.93,0.79,0.88,,5.87,16.88,21.85,82.08,0.54,100.32,8.19,0.0,,19.52
2023-02-25 04:00:00,2023-02-25 05:00:00,25.76,44.4,1.34,15.1,8.96,3.25,3.99,0.76,0.72,,6.56,17.63,22.24,83.36,0.57,235.13,8.64,0.0,,19.59
2023-02-25 05:00:00,2023-02-25 06:00:00,23.46,42.61,1.46,16.64,9.86,3.57,4.94,0.8,0.12,,6.42,17.09,22.05,85.74,0.78,47.97,9.29,0.0,,19.42
2023-02-25 06:00:00,2023-02-25 07:00:00,19.14,48.81,1.46,17.13,10.12,3.59,5.18,0.71,0.43,,6.74,18.18,21.82,87.05,1.44,95.13,23.05,0.0,,19.3
2023-02-25 07:00:00,2023-02-25 08:00:00,20.87,44.68,1.3,16.38,9.61,3.22,5.2,0.71,0.43,,6.21,15.92,21.38,88.89,0.92,108.81,66.69,0.0,,20.09
2023-02-25 08:00:00,2023-02-25 09:00:00,22.71,45.98,1.71,16.79,10.14,3.54,5.64,0.72,0.5,,6.25,16.55,21.08,80.41,1.1,94.38,140.29,0.0,,21.23
2023-02-25 09:00:00,2023-02-25 10:00:00,20.05,40.2,0.93,16.35,9.29,3.31,5.04,0.69,0.85,,6.23,16.53,20.64,69.27,1.79,97.8,242.93,0.0,,22.13
2023-02-25 10:00:00,2023-02-25 11:00:00,19.2,39.5,0.66,17.12,9.48,3.12,4.92,0.56,0.92,,4.62,14.06,17.97,57.74,1.9,93.73,549.96,0.0,,24.32
2023-02-25 11:00:00,2023-02-25 12:00:00,17.34,38.84,0.86,18.2,10.2,3.29,4.92,0.58,1.19,,3.94,14.27,16.7,50.15,1.06,96.9,701.0,0.0,,26.59
2023-02-25 12:00:00,2023-02-25 13:00:00,12.18,43.66,0.61,17.52,9.64,3.08,4.42,0.51,1.74,,3.92,14.25,16.78,43.3,0.47,93.17,724.69,0.0,,28.75
2023-02-25 13:00:00,2023-02-25 14:00:00,13.61,40.08,0.57,18.35,10.04,2.98,4.81,0.43,1.54,,4.14,13.63,15.85,36.22,0.64,323.31,646.74,0.0,,30.39
2023-02-25 14:00:00,2023-02-25 15:00:00,15.9,47.68,0.55,18.71,10.22,3.08,4.12,0.49,1.8,,4.38,14.04,16.49,33.16,0.84,321.76,483.35,0.0,,31.02
2023-02-25 15:00:00,2023-02-25 16:00:00,12.25,45.18,0.34,18.86,10.12,2.86,3.91,0.52,2.23,4.44,3.67,13.57,16.17,33.91,1.06,290.55,285.16,0.0,,30.48
2023-02-25 16:00:00,2023-02-25 17:00:00,9.35,43.55,0.48,19.01,10.31,3.02,3.86,0.44,1.89,4.02,3.06,13.28,14.93,43.85,1.07,276.72,107.65,0.0,,29.21
2023-02-25 17:00:00,2023-02-25 18:00:00,10.85,46.2,0.74,19.04,10.54,3.02,3.4,0.54,0.79,3.64,3.11,14.03,15.87,52.26,0.52,289.52,15.82,0.0,,27.44
2023-02-25 18:00:00,2023-02-25 19:00:00,16.12,61.33,1.23,23.66,13.34,2.84,3.99,0.53,0.53,4.16,3.02,14.01,16.28,59.0,0.5,279.4,8.56,0.0,,25.8
2023-02-25 19:00:00,2023-02-25 20:00:00,18.72,73.69,2.11,24.09,14.28,3.21,4.04,0.6,0.34,4.92,3.05,15.21,17.6,66.34,0.36,278.29,8.61,0.0,,24.29
2023-02-25 20:00:00,2023-02-25 21:00:00,20.32,84.47,3.69,23.68,15.33,3.01,3.99,0.49,0.08,,3.07,16.49,19.14,74.99,0.4,102.93,8.59,0.0,,22.62
2023-02-25 21:00:00,2023-02-25 22:00:00,24.3,93.36,4.37,23.99,16.04,3.0,4.52,0.59,,,2.9,17.12,18.96,78.45,0.28,175.22,8.46,0.0,,21.55
