From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2021-06-22 08:00:00,2021-06-22 09:00:00,32.75,122.5,3.2,22.93,14.8,9.32,6.45,0.65,38.93,78.75,1.2,228.75,277.0,709.0,25.65,0.0
2021-06-22 09:00:00,2021-06-22 10:00:00,38.33,142.25,3.75,23.58,15.62,10.32,10.68,0.88,45.4,75.5,1.38,226.0,392.75,709.0,26.7,0.0
2021-06-22 10:00:00,2021-06-22 11:00:00,45.5,160.25,4.45,25.5,17.2,10.68,14.67,1.11,48.97,71.25,1.25,229.0,422.75,709.0,28.1,0.0
2021-06-22 11:00:00,2021-06-22 12:00:00,45.0,159.75,3.4,20.33,13.6,10.0,11.75,1.12,61.4,62.75,1.2,228.75,460.0,709.75,30.7,0.0
2021-06-22 12:00:00,2021-06-22 13:00:00,40.0,169.25,2.05,11.7,7.85,6.5,11.6,1.06,72.47,55.25,1.25,239.25,457.25,710.0,32.7,0.0
2021-06-22 13:00:00,2021-06-22 14:00:00,43.5,183.25,2.55,13.57,9.28,6.3,9.55,1.03,77.6,53.25,1.62,269.75,451.0,710.25,33.08,0.0
2021-06-22 14:00:00,2021-06-22 15:00:00,44.5,185.5,4.48,26.95,17.98,9.05,8.92,0.81,84.8,51.0,1.3,212.25,460.0,711.0,34.08,0.0
2021-06-22 15:00:00,2021-06-22 16:00:00,43.25,180.25,4.22,25.82,17.15,9.28,9.9,0.81,94.15,47.5,1.15,220.5,425.5,711.0,35.1,0.0
2021-06-22 16:00:00,2021-06-22 17:00:00,40.75,160.25,3.7,27.75,17.77,9.7,10.0,0.63,81.0,73.75,1.58,182.25,29.25,711.0,27.77,0.17
2021-06-22 17:00:00,2021-06-22 18:00:00,31.0,99.75,4.0,43.12,26.23,9.05,19.23,1.4,61.4,79.5,0.77,197.25,55.75,708.5,26.62,0.1
2021-06-22 18:00:00,2021-06-22 19:00:00,27.75,72.5,2.95,26.88,16.7,9.73,29.38,0.99,69.3,81.75,1.05,182.0,14.0,708.0,25.93,0.05
2021-06-22 19:00:00,2021-06-22 20:00:00,17.5,55.5,4.7,30.97,20.33,9.07,31.8,1.14,70.83,78.75,1.1,217.75,12.75,708.0,25.72,0.0
2021-06-22 20:00:00,2021-06-22 21:00:00,17.0,56.0,2.9,24.27,15.3,9.52,32.98,0.92,74.03,82.0,1.5,189.25,13.75,708.0,25.55,0.0
2021-06-22 21:00:00,2021-06-22 22:00:00,19.0,58.75,2.58,22.88,14.25,10.38,26.95,0.88,71.0,81.25,1.15,200.5,13.25,708.0,25.65,0.0
2021-06-22 22:00:00,2021-06-22 23:00:00,14.75,45.25,2.58,22.15,13.88,10.08,26.17,0.68,82.28,78.0,1.25,223.25,12.75,708.0,25.23,0.0
2021-06-22 23:00:00,2021-06-23 00:00:00,12.25,37.75,2.62,21.15,13.38,9.72,21.93,0.61,75.25,80.0,1.25,226.75,13.75,708.0,25.17,0.0
2021-06-23 00:00:00,2021-06-23 01:00:00,18.25,53.0,2.52,20.7,13.05,8.97,30.6,0.54,59.02,83.5,1.02,228.75,11.5,708.0,25.08,0.0
2021-06-23 01:00:00,2021-06-23 02:00:00,25.5,68.25,2.7,20.75,13.27,9.18,34.27,0.77,52.88,84.25,1.0,222.0,12.0,708.0,24.95,0.0
2021-06-23 02:00:00,2021-06-23 03:00:00,25.5,78.25,2.67,21.2,13.45,9.12,38.0,0.86,46.9,85.5,0.93,204.5,12.75,708.0,24.75,0.0
2021-06-23 03:00:00,2021-06-23 04:00:00,21.75,79.0,2.83,20.73,13.32,9.35,41.85,0.84,48.75,85.25,1.03,222.5,12.75,708.0,24.68,0.0
2021-06-23 04:00:00,2021-06-23 05:00:00,23.75,81.75,2.73,20.7,13.25,9.88,39.12,0.83,48.02,85.0,0.95,226.5,11.5,708.0,24.77,0.0
2021-06-23 05:00:00,2021-06-23 06:00:00,25.25,91.5,2.85,20.73,13.38,11.27,35.15,0.89,49.23,84.25,0.95,217.0,14.0,708.0,24.87,0.0
2021-06-23 06:00:00,2021-06-23 07:00:00,32.0,96.75,2.9,22.03,14.05,11.88,35.88,0.74,46.2,84.75,0.88,232.25,30.75,708.0,24.92,0.0
2021-06-23 07:00:00,2021-06-23 08:00:00,32.0,96.75,3.07,22.1,14.27,10.88,29.95,0.67,47.75,83.0,1.02,215.75,111.0,708.0,25.38,0.0
2021-06-23 08:00:00,2021-06-23 09:00:00,32.0,95.25,3.1,22.27,14.35,10.3,31.8,0.7,45.03,81.0,1.12,240.75,292.75,708.0,26.0,0.0
2021-06-23 09:00:00,2021-06-23 10:00:00,33.25,117.25,3.7,23.6,15.55,12.12,29.4,0.87,44.55,78.25,0.9,226.0,384.25,708.0,27.12,0.0
2021-06-23 10:00:00,2021-06-23 11:00:00,38.0,140.25,4.47,25.18,17.02,12.3,38.83,1.0,51.23,70.25,1.25,227.5,466.5,708.0,29.4,0.0
2021-06-23 11:00:00,2021-06-23 12:00:00,41.67,157.0,3.5,20.83,13.9,11.7,20.7,0.99,60.6,62.5,1.25,238.0,472.75,709.0,31.45,0.0
2021-06-23 12:00:00,2021-06-23 13:00:00,43.5,169.25,2.45,14.7,9.8,10.25,22.35,0.96,67.05,63.0,1.35,220.75,451.75,710.0,31.7,0.0
2021-06-23 13:00:00,2021-06-23 14:00:00,44.0,176.25,2.93,16.93,11.38,11.2,17.73,0.86,72.5,63.75,1.62,206.75,461.5,710.0,32.05,0.0
2021-06-23 14:00:00,2021-06-23 15:00:00,38.75,156.5,3.02,21.08,13.68,10.45,17.02,0.87,74.57,59.75,1.52,223.5,293.5,710.0,32.25,0.0
2021-06-23 15:00:00,2021-06-23 16:00:00,28.75,123.25,3.48,24.45,15.85,11.45,15.4,0.66,81.47,84.25,2.4,195.25,17.0,710.0,23.55,0.1
2021-06-23 16:00:00,2021-06-23 17:00:00,17.75,43.25,4.03,23.75,15.95,11.88,14.5,0.55,75.7,81.25,0.97,188.5,203.75,710.0,25.25,0.1
2021-06-23 17:00:00,2021-06-23 18:00:00,16.75,38.25,3.77,31.5,19.85,12.88,15.8,0.99,71.5,81.5,1.82,187.75,26.25,707.75,24.92,0.05
2021-06-23 18:00:00,2021-06-23 19:00:00,18.5,41.75,4.28,33.1,21.1,13.12,25.73,0.89,65.08,88.75,1.02,196.25,11.75,707.0,23.78,0.05
2021-06-23 19:00:00,2021-06-23 20:00:00,17.0,41.0,3.52,31.68,19.73,11.62,27.9,1.12,60.97,87.25,0.85,199.5,12.5,707.0,23.88,0.05
2021-06-23 20:00:00,2021-06-23 21:00:00,20.0,43.25,3.85,31.6,19.95,12.8,28.95,0.99,63.55,88.25,1.18,186.5,14.75,707.0,23.55,0.1
2021-06-23 21:00:00,2021-06-23 22:00:00,24.0,46.5,2.92,21.7,13.92,13.65,19.5,0.71,81.53,89.25,1.32,182.5,13.0,707.0,23.27,0.05
2021-06-23 22:00:00,2021-06-23 23:00:00,8.5,33.0,2.8,20.55,13.2,13.52,16.88,0.5,81.1,88.75,1.28,205.5,12.0,707.0,23.32,0.05
2021-06-23 23:00:00,2021-06-24 00:00:00,6.75,25.0,2.8,20.68,13.27,12.72,14.23,0.42,81.08,89.0,1.05,199.75,13.25,707.0,22.98,0.05
2021-06-24 00:00:00,2021-06-24 01:00:00,7.25,30.25,2.67,19.65,12.62,11.28,20.2,0.32,80.72,88.25,1.05,190.25,11.5,707.0,22.95,0.05
2021-06-24 01:00:00,2021-06-24 02:00:00,11.5,36.0,2.58,19.95,12.7,11.4,24.72,0.58,75.97,87.0,0.75,200.25,9.5,707.0,23.3,0.05
2021-06-24 02:00:00,2021-06-24 03:00:00,12.5,30.75,2.92,19.7,12.85,11.55,29.17,0.62,68.25,88.0,0.58,214.25,13.25,707.0,23.42,0.0
2021-06-24 03:00:00,2021-06-24 04:00:00,11.75,27.0,2.83,19.98,12.9,12.02,31.8,0.64,65.22,87.25,0.85,227.75,12.5,707.0,23.62,0.05
2021-06-24 04:00:00,2021-06-24 05:00:00,15.0,41.75,2.62,19.67,12.62,12.7,29.95,0.62,61.4,87.0,1.02,219.75,12.25,707.0,23.95,0.0
2021-06-24 05:00:00,2021-06-24 06:00:00,19.5,65.75,2.75,19.85,12.77,13.47,24.05,0.44,54.45,87.0,1.05,208.75,13.5,707.0,23.92,0.0
2021-06-24 06:00:00,2021-06-24 07:00:00,25.0,88.0,2.95,21.88,14.03,13.97,23.85,0.11,47.67,86.75,1.2,231.25,97.75,707.0,24.23,0.0
2021-06-24 07:00:00,2021-06-24 08:00:00,29.0,97.25,2.9,22.2,14.13,12.97,22.15,0.14,41.7,85.5,1.25,227.5,258.0,707.0,24.9,0.0
2021-06-24 08:00:00,2021-06-24 09:00:00,34.25,109.25,3.33,22.23,14.55,13.03,21.85,0.19,40.63,83.0,1.25,225.5,369.0,707.0,26.05,0.0
2021-06-24 09:00:00,2021-06-24 10:00:00,41.0,119.5,3.55,22.95,15.08,14.35,21.12,0.36,49.45,77.25,1.48,227.25,440.0,707.5,27.73,0.12
2021-06-24 10:00:00,2021-06-24 11:00:00,40.5,129.25,3.83,23.52,15.62,14.47,29.1,0.49,50.33,73.75,1.43,215.0,461.75,707.0,28.82,0.0
2021-06-24 11:00:00,2021-06-24 12:00:00,38.0,125.0,3.5,21.17,14.1,13.33,28.3,0.55,59.73,67.0,1.52,235.0,483.75,708.0,30.85,0.0
2021-06-24 12:00:00,2021-06-24 13:00:00,35.5,122.0,3.8,26.2,17.1,10.85,28.45,0.55,64.88,63.75,1.5,229.25,466.5,709.0,31.55,0.0
2021-06-24 13:00:00,2021-06-24 14:00:00,31.75,124.0,3.92,26.38,17.2,10.2,22.7,0.53,74.95,61.0,1.55,237.75,452.25,709.25,32.17,0.0
2021-06-24 14:00:00,2021-06-24 15:00:00,35.75,124.0,3.88,27.55,17.85,9.78,20.88,0.4,77.78,57.0,1.58,232.5,466.25,709.0,33.68,0.0
2021-06-24 15:00:00,2021-06-24 16:00:00,39.5,133.0,3.8,26.75,17.32,10.88,19.25,0.37,82.25,56.25,1.45,229.5,416.0,709.0,33.6,0.0
2021-06-24 16:00:00,2021-06-24 17:00:00,35.75,134.0,3.8,28.7,18.4,11.45,19.3,0.63,82.78,56.5,1.33,217.25,374.75,709.0,33.4,0.0
2021-06-24 17:00:00,2021-06-24 18:00:00,37.0,134.5,3.7,28.88,18.4,11.78,20.3,0.87,82.17,59.75,1.62,237.5,145.5,709.25,31.2,0.0
2021-06-24 18:00:00,2021-06-24 19:00:00,30.0,110.0,3.5,29.35,18.43,11.18,28.32,0.99,78.05,77.5,1.3,211.0,13.25,709.0,26.0,0.05
2021-06-24 19:00:00,2021-06-24 20:00:00,18.0,59.0,4.45,37.58,23.6,10.85,30.07,1.43,54.95,79.0,1.07,190.0,10.25,709.0,26.07,0.05
2021-06-24 20:00:00,2021-06-24 21:00:00,26.0,68.0,3.1,30.57,18.75,10.7,30.45,1.05,62.52,80.25,1.12,165.5,12.75,709.0,25.83,0.05
2021-06-24 21:00:00,2021-06-24 22:00:00,25.5,64.75,2.95,23.73,15.0,10.72,27.95,0.86,71.58,80.5,1.45,195.25,12.75,709.0,25.28,0.05
2021-06-24 22:00:00,2021-06-24 23:00:00,20.75,50.5,2.8,22.68,14.35,11.62,25.18,0.72,70.3,82.75,0.92,154.75,12.5,709.0,24.63,0.0
2021-06-24 23:00:00,2021-06-25 00:00:00,10.75,37.5,2.6,22.3,13.98,10.82,30.37,0.68,72.28,80.0,0.82,154.25,11.75,709.0,24.83,0.0
2021-06-25 00:00:00,2021-06-25 01:00:00,10.5,42.0,2.95,24.42,15.4,10.53,15.8,0.68,67.17,86.25,1.02,149.25,11.5,709.0,23.98,0.0
2021-06-25 01:00:00,2021-06-25 02:00:00,13.0,49.75,2.7,21.55,13.7,10.28,14.02,0.72,71.95,88.0,0.98,163.0,10.5,709.0,23.25,0.05
2021-06-25 02:00:00,2021-06-25 03:00:00,17.25,43.25,2.73,22.83,14.35,9.68,22.15,0.86,61.42,90.0,0.68,189.0,9.0,709.0,23.02,0.05
2021-06-25 03:00:00,2021-06-25 04:00:00,18.5,30.75,2.5,21.75,13.6,9.22,23.8,0.88,62.7,91.0,0.88,179.25,9.0,709.0,22.75,0.0
2021-06-25 04:00:00,2021-06-25 05:00:00,9.5,17.75,2.35,20.52,12.82,9.1,23.75,0.82,63.38,92.0,0.9,177.0,11.25,709.0,22.63,0.05
2021-06-25 05:00:00,2021-06-25 06:00:00,5.0,17.75,2.58,20.05,12.78,9.53,22.73,0.83,66.1,92.0,1.1,194.5,10.75,709.0,22.55,0.05
2021-06-25 06:00:00,2021-06-25 07:00:00,4.0,20.75,2.77,19.88,12.8,10.58,14.47,0.62,75.8,91.75,1.0,208.75,46.25,709.0,22.27,0.0
2021-06-25 07:00:00,2021-06-25 08:00:00,5.75,26.5,2.67,20.67,13.15,9.7,16.43,0.61,70.8,89.75,0.7,232.75,212.75,709.0,22.95,0.05
2021-06-25 08:00:00,2021-06-25 09:00:00,11.0,37.0,2.62,21.23,13.4,10.03,12.9,0.65,72.3,83.25,1.1,211.0,385.0,709.0,24.73,0.0
2021-06-25 09:00:00,2021-06-25 10:00:00,10.5,38.5,3.4,22.38,14.65,11.4,13.48,0.63,78.65,70.5,1.25,225.5,480.5,709.0,27.6,0.05
2021-06-25 10:00:00,2021-06-25 11:00:00,9.75,43.5,3.47,23.48,15.32,11.07,21.5,0.91,79.47,64.0,1.43,227.75,490.0,709.0,29.72,0.0
2021-06-25 11:00:00,2021-06-25 12:00:00,11.5,47.0,3.63,21.37,14.3,11.13,19.9,0.91,70.45,63.25,1.62,225.25,489.5,708.5,30.43,0.0
2021-06-25 12:00:00,2021-06-25 13:00:00,10.25,53.5,4.6,27.7,18.45,12.15,25.88,0.96,67.55,63.0,1.38,226.5,466.0,707.0,30.92,0.0
2021-06-25 13:00:00,2021-06-25 14:00:00,12.75,60.5,4.2,27.48,18.0,10.57,25.78,1.06,67.15,64.25,1.33,238.0,437.25,707.25,30.83,0.0
2021-06-25 14:00:00,2021-06-25 15:00:00,18.75,79.75,4.25,26.75,17.7,10.38,16.73,0.8,64.97,61.25,1.4,223.0,463.75,707.0,32.05,0.0
2021-06-25 15:00:00,2021-06-25 16:00:00,21.75,94.75,4.1,25.88,17.05,11.98,13.82,0.88,69.05,60.5,1.18,215.75,409.75,707.0,32.25,0.0
2021-06-25 16:00:00,2021-06-25 17:00:00,25.75,116.75,3.83,26.82,17.33,12.3,13.23,0.68,68.52,65.5,0.98,201.0,274.0,707.0,31.0,0.0
2021-06-25 17:00:00,2021-06-25 18:00:00,30.5,117.75,4.45,29.82,19.52,12.72,14.18,0.78,70.3,66.75,1.07,226.75,135.75,707.0,30.18,0.0
2021-06-25 18:00:00,2021-06-25 19:00:00,28.5,104.0,3.9,34.52,21.5,12.0,22.0,1.15,70.6,68.0,0.62,228.25,12.0,707.0,28.35,0.0
2021-06-25 19:00:00,2021-06-25 20:00:00,27.5,103.25,3.68,32.83,20.42,12.82,23.58,1.17,69.75,68.5,0.73,201.0,12.5,707.0,28.05,0.0
2021-06-25 20:00:00,2021-06-25 21:00:00,32.25,113.25,4.33,52.02,31.23,10.95,24.25,1.64,34.85,72.0,0.55,169.5,11.75,707.0,27.62,0.0
2021-06-25 21:00:00,2021-06-25 22:00:00,40.0,122.5,3.05,42.98,25.35,12.0,23.38,1.44,39.55,76.75,0.7,154.0,11.0,707.0,26.93,0.0
2021-06-25 22:00:00,2021-06-25 23:00:00,32.25,113.0,3.23,34.95,21.17,12.75,20.48,0.96,49.6,77.0,0.78,162.5,14.25,707.0,26.75,0.0
2021-06-25 23:00:00,2021-06-26 00:00:00,27.0,86.5,2.98,25.62,16.05,11.55,16.6,0.66,58.75,78.5,0.93,171.25,11.75,707.0,26.63,0.0
2021-06-26 00:00:00,2021-06-26 01:00:00,26.75,78.5,2.7,22.12,13.95,10.55,17.62,0.59,55.1,77.5,1.02,214.75,12.5,707.0,26.42,0.0
2021-06-26 01:00:00,2021-06-26 02:00:00,26.25,77.25,2.77,22.27,14.1,10.15,19.35,0.71,58.9,77.0,1.15,232.25,9.0,707.0,25.88,0.0
2021-06-26 02:00:00,2021-06-26 03:00:00,28.25,78.25,2.72,21.28,13.57,10.67,25.82,0.98,62.42,78.5,1.2,241.5,11.5,707.0,25.45,0.0
2021-06-26 03:00:00,2021-06-26 04:00:00,31.75,80.5,2.33,21.38,13.25,10.75,26.83,0.97,57.08,80.0,1.23,247.5,12.25,707.0,25.17,0.0
2021-06-26 04:00:00,2021-06-26 05:00:00,30.25,86.25,2.7,20.8,13.3,10.8,27.25,0.98,53.22,81.5,1.6,282.5,10.0,707.0,25.08,0.0
2021-06-26 05:00:00,2021-06-26 06:00:00,27.75,88.5,2.98,21.82,14.03,10.8,26.85,1.03,50.15,82.0,1.15,245.75,9.25,707.0,24.8,0.0
2021-06-26 06:00:00,2021-06-26 07:00:00,25.75,82.25,2.7,22.53,14.12,11.85,21.52,0.87,52.67,81.0,1.22,278.5,37.5,707.0,25.0,0.0
2021-06-26 07:00:00,2021-06-26 08:00:00,22.0,78.25,3.23,23.18,14.97,11.18,28.52,0.84,60.7,76.25,1.38,272.0,123.5,707.0,26.02,0.0
2021-06-26 08:00:00,2021-06-26 09:00:00,23.5,91.5,3.5,22.93,15.03,11.3,26.95,0.88,64.33,72.75,1.4,246.25,319.75,707.0,27.92,0.0
2021-06-26 09:00:00,2021-06-26 10:00:00,28.75,121.25,3.68,23.75,15.62,12.35,18.75,0.86,69.55,66.25,1.43,249.5,453.25,707.25,29.77,0.0
2021-06-26 10:00:00,2021-06-26 11:00:00,32.0,127.0,4.0,24.95,16.52,12.62,24.2,1.13,72.0,61.75,1.48,260.0,470.25,707.5,31.27,0.0
2021-06-26 11:00:00,2021-06-26 12:00:00,35.25,132.75,4.33,27.1,17.97,12.8,26.0,1.16,75.07,59.75,1.3,260.25,445.25,707.0,32.28,0.0
2021-06-26 12:00:00,2021-06-26 13:00:00,34.5,142.0,5.95,31.2,21.4,10.85,27.42,1.22,80.95,53.75,1.72,264.75,466.0,707.0,33.27,0.0
2021-06-26 13:00:00,2021-06-26 14:00:00,29.0,142.0,4.88,30.38,20.15,10.25,27.55,1.33,86.12,48.0,1.55,259.75,453.75,707.25,34.1,0.0
2021-06-26 14:00:00,2021-06-26 15:00:00,24.75,102.0,4.95,32.15,21.12,9.48,20.35,1.04,90.0,43.25,1.57,231.5,456.0,707.0,35.1,0.0
2021-06-26 15:00:00,2021-06-26 16:00:00,23.5,92.25,4.78,31.38,20.57,10.32,16.65,1.06,89.42,43.25,1.35,253.5,434.25,707.0,35.4,0.0
2021-06-26 16:00:00,2021-06-26 17:00:00,29.5,100.25,4.55,37.08,23.45,9.97,15.75,0.85,85.5,43.0,0.97,267.0,257.5,707.0,35.02,0.0
2021-06-26 17:00:00,2021-06-26 18:00:00,26.25,103.75,3.38,29.45,18.4,11.9,16.05,0.74,76.62,60.75,1.23,190.0,46.5,707.0,30.92,0.0
2021-06-26 18:00:00,2021-06-26 19:00:00,28.5,97.5,3.6,26.38,16.95,10.85,24.3,0.91,76.25,64.5,1.55,196.5,14.25,707.0,28.65,0.0
2021-06-26 19:00:00,2021-06-26 20:00:00,23.5,78.75,3.83,30.6,19.4,10.18,26.27,1.12,63.75,67.25,0.85,207.0,13.75,707.0,27.9,0.0
2021-06-26 20:00:00,2021-06-26 21:00:00,21.75,78.0,4.65,35.85,22.85,10.95,28.3,1.28,51.1,70.5,0.78,231.25,12.75,707.0,27.38,0.0
2021-06-26 21:00:00,2021-06-26 22:00:00,20.25,87.5,3.4,25.52,16.32,11.1,27.72,0.88,68.85,70.5,0.65,197.75,14.0,707.0,27.13,0.0
2021-06-26 22:00:00,2021-06-26 23:00:00,17.0,61.5,2.52,23.7,14.7,11.22,21.75,0.76,78.95,68.25,0.97,195.25,14.5,707.0,27.18,0.0
2021-06-26 23:00:00,2021-06-27 00:00:00,16.25,61.75,3.15,24.88,15.75,10.88,26.13,0.7,71.62,73.5,1.97,187.25,14.0,707.0,26.45,0.05
2021-06-27 00:00:00,2021-06-27 01:00:00,21.75,61.0,2.98,21.68,13.92,10.2,14.15,0.57,82.03,88.5,1.55,262.25,11.5,707.0,23.18,0.2
2021-06-27 01:00:00,2021-06-27 02:00:00,17.0,39.0,2.95,20.18,13.15,9.3,12.38,0.6,83.92,89.75,0.72,273.5,10.75,707.0,22.9,0.15
2021-06-27 02:00:00,2021-06-27 03:00:00,15.25,28.0,2.43,21.25,13.3,9.72,19.35,0.81,78.75,89.75,0.88,258.75,14.0,707.0,23.2,0.15
2021-06-27 03:00:00,2021-06-27 04:00:00,18.25,31.25,2.73,20.1,12.9,9.82,19.3,0.86,83.1,88.5,0.97,254.25,15.75,707.0,23.42,0.1
2021-06-27 04:00:00,2021-06-27 05:00:00,16.25,35.0,3.1,20.2,13.32,10.12,20.48,0.84,77.75,86.75,0.65,241.75,13.0,707.0,24.0,0.05
2021-06-27 05:00:00,2021-06-27 06:00:00,17.25,45.25,2.62,20.22,12.9,10.38,20.58,0.88,69.82,85.0,1.1,280.5,12.25,707.0,24.55,0.0
2021-06-27 06:00:00,2021-06-27 07:00:00,17.75,48.25,2.77,21.0,13.42,11.2,12.05,0.81,70.38,82.0,1.43,302.25,94.75,707.0,25.12,0.0
2021-06-27 07:00:00,2021-06-27 08:00:00,16.5,46.75,2.8,21.18,13.55,10.98,13.35,0.76,70.98,79.0,1.62,281.0,216.5,707.0,25.83,0.0
2021-06-27 08:00:00,2021-06-27 09:00:00,15.75,51.0,3.2,22.48,14.57,11.03,13.05,0.79,66.77,76.75,1.67,296.0,360.75,707.0,26.77,0.0
2021-06-27 09:00:00,2021-06-27 10:00:00,18.5,60.25,3.7,24.62,16.1,11.65,9.65,0.77,76.6,70.25,1.6,297.0,446.5,707.25,28.57,0.0
2021-06-27 10:00:00,2021-06-27 11:00:00,20.5,70.5,3.65,25.15,16.38,11.62,17.03,1.04,86.78,63.5,1.85,272.25,492.0,707.0,30.3,0.0
2021-06-27 11:00:00,2021-06-27 12:00:00,24.0,74.5,3.73,27.53,17.67,11.77,19.85,1.03,92.78,58.75,1.5,274.5,493.75,707.0,32.25,0.0
2021-06-27 12:00:00,2021-06-27 13:00:00,29.75,83.75,3.4,26.9,17.0,13.1,21.62,0.99,115.03,53.5,1.67,243.25,484.75,707.0,33.4,0.0
2021-06-27 13:00:00,2021-06-27 14:00:00,29.5,91.25,3.8,27.43,17.68,11.63,20.35,1.07,117.4,49.0,1.47,242.25,458.25,707.0,34.55,0.0
2021-06-27 14:00:00,2021-06-27 15:00:00,31.25,98.25,3.33,26.1,16.6,11.5,14.03,0.84,119.95,45.5,1.1,238.75,434.75,707.0,35.62,0.0
2021-06-27 15:00:00,2021-06-27 16:00:00,32.75,103.5,4.28,32.77,20.9,11.8,11.15,1.07,108.2,46.0,1.05,216.5,295.75,707.0,35.0,0.0
2021-06-27 16:00:00,2021-06-27 17:00:00,33.75,117.0,2.95,32.12,19.5,12.12,10.62,0.93,96.35,55.0,0.32,227.0,70.0,707.0,32.95,0.0
2021-06-27 17:00:00,2021-06-27 18:00:00,34.0,120.75,3.5,42.7,25.55,12.47,9.95,1.29,83.78,57.0,0.33,244.75,58.5,707.0,32.32,0.0
2021-06-27 18:00:00,2021-06-27 19:00:00,45.0,130.25,3.38,50.45,29.6,12.45,17.6,1.5,47.2,65.0,0.73,149.5,13.0,707.0,30.87,0.0
2021-06-27 19:00:00,2021-06-27 20:00:00,41.25,123.25,2.92,39.7,23.48,12.78,20.0,1.4,57.62,67.75,0.93,151.75,11.0,707.0,29.95,0.0
2021-06-27 20:00:00,2021-06-27 21:00:00,36.5,110.5,3.25,33.88,20.65,12.8,20.12,1.15,56.95,72.25,0.85,152.5,11.5,707.0,29.12,0.0
2021-06-27 21:00:00,2021-06-27 22:00:00,28.25,84.25,2.98,26.08,16.3,11.88,20.38,0.88,75.35,71.25,0.97,177.25,10.75,707.0,28.6,0.0
2021-06-27 22:00:00,2021-06-27 23:00:00,23.25,69.5,2.92,22.55,14.38,13.05,15.67,0.79,95.35,74.5,0.88,272.5,14.5,707.0,27.23,0.0
2021-06-27 23:00:00,2021-06-28 00:00:00,15.0,57.0,2.83,25.88,16.07,12.53,20.93,0.76,77.57,79.0,0.38,164.75,13.5,707.0,26.38,0.0
2021-06-28 00:00:00,2021-06-28 01:00:00,15.0,48.25,2.92,25.5,15.9,11.35,15.38,0.66,71.85,80.0,0.35,178.0,11.75,707.0,26.02,0.0
2021-06-28 01:00:00,2021-06-28 02:00:00,18.5,47.75,3.02,27.38,17.02,10.53,13.53,0.63,52.62,81.75,0.38,153.25,10.5,707.0,25.9,0.0
2021-06-28 02:00:00,2021-06-28 03:00:00,26.75,67.5,2.77,23.45,14.75,10.53,17.32,0.83,70.55,79.5,0.7,255.0,10.25,707.0,25.55,0.0
2021-06-28 03:00:00,2021-06-28 04:00:00,19.5,54.0,2.78,20.85,13.32,10.57,18.82,0.77,83.6,78.5,0.68,248.25,11.5,707.0,25.15,0.0
2021-06-28 04:00:00,2021-06-28 05:00:00,18.5,44.5,2.4,20.55,12.88,10.9,19.77,0.78,78.73,81.0,0.47,210.75,10.5,707.0,24.75,0.0
2021-06-28 05:00:00,2021-06-28 06:00:00,18.25,43.75,2.83,21.43,13.73,10.97,20.1,0.79,65.58,82.75,0.52,217.0,12.0,707.0,24.45,0.0
2021-06-28 06:00:00,2021-06-28 07:00:00,12.5,48.0,3.02,22.4,14.4,12.4,15.47,0.8,68.12,81.5,0.75,198.75,41.0,707.0,24.98,0.0
2021-06-28 07:00:00,2021-06-28 08:00:00,12.25,55.25,3.08,22.27,14.35,12.38,16.48,0.69,66.25,77.75,0.98,208.25,181.0,707.0,25.98,0.0
2021-06-28 08:00:00,2021-06-28 09:00:00,16.75,59.25,3.3,22.85,14.88,11.85,19.55,0.69,68.27,74.0,1.7,258.0,360.25,707.0,27.1,0.0
2021-06-28 09:00:00,2021-06-28 10:00:00,20.5,65.33,3.95,25.02,16.52,12.6,11.18,0.69,71.5,68.0,1.55,274.75,458.75,707.0,29.2,0.0
2021-06-28 10:00:00,2021-06-28 11:00:00,24.5,79.25,3.67,25.82,16.73,12.5,16.77,0.95,78.8,62.5,1.2,241.5,479.0,707.0,31.15,0.0
2021-06-28 11:00:00,2021-06-28 12:00:00,23.25,86.0,4.03,26.3,17.3,12.57,19.6,0.99,88.25,57.0,1.03,220.75,488.25,707.0,33.12,0.0
2021-06-28 12:00:00,2021-06-28 13:00:00,22.0,81.0,3.65,27.0,17.35,12.85,21.12,0.95,98.28,52.0,1.02,230.5,476.0,707.0,34.7,0.0
2021-06-28 13:00:00,2021-06-28 14:00:00,18.0,94.25,3.6,25.45,16.45,11.27,19.7,0.94,101.75,46.75,0.97,241.0,440.5,707.0,35.55,0.0
2021-06-28 14:00:00,2021-06-28 15:00:00,25.75,99.5,4.3,31.33,20.15,11.73,13.7,1.03,97.78,48.5,1.25,238.5,392.5,707.25,34.33,0.0
2021-06-28 15:00:00,2021-06-28 16:00:00,31.75,104.25,4.15,34.5,21.75,12.05,10.72,1.06,95.88,49.25,1.08,195.25,352.0,707.0,33.45,0.0
2021-06-28 16:00:00,2021-06-28 17:00:00,32.5,106.75,4.45,41.03,25.47,12.03,9.9,1.1,82.9,56.75,0.7,183.0,195.0,707.0,31.75,0.0
