From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-04-17 06:00:00,2022-04-17 07:00:00,14.0,27.75,2.22,12.65,8.55,9.38,12.57,0.47,27.09,0.38,4.6,,,,28.0,83.0,1.52,186.25,7.75,752.5,,27.42,0.0
2022-04-17 07:00:00,2022-04-17 08:00:00,17.25,37.5,3.85,17.12,12.25,12.3,20.3,0.44,25.51,0.53,5.1,,,,29.3,80.75,1.85,233.5,35.75,753.0,,27.9,0.0
2022-04-17 08:00:00,2022-04-17 09:00:00,18.5,49.67,2.4,9.7,7.13,14.6,8.27,0.19,41.37,0.62,4.85,,,,30.38,71.75,1.65,296.5,68.5,754.0,,30.35,0.0
2022-04-17 09:00:00,2022-04-17 10:00:00,19.0,47.25,1.65,6.72,4.92,12.95,17.33,0.63,53.32,0.62,4.5,,,,30.65,63.75,1.62,285.25,98.5,754.0,,32.25,0.0
2022-04-17 10:00:00,2022-04-17 11:00:00,16.0,46.75,1.45,5.5,4.1,10.6,13.87,1.44,55.88,0.6,4.47,,,,30.2,61.25,1.77,258.0,120.75,754.0,,33.33,0.0
2022-04-17 11:00:00,2022-04-17 12:00:00,21.33,44.0,1.3,4.9,3.67,9.2,18.1,,58.07,0.6,4.45,,,,28.23,61.0,1.65,248.0,178.0,753.25,,34.3,0.0
2022-04-17 12:00:00,2022-04-17 13:00:00,30.25,45.75,1.55,4.85,3.85,7.1,35.43,0.38,59.68,0.65,4.4,,,,27.93,61.25,3.1,212.5,456.75,753.0,,33.68,0.0
2022-04-17 13:00:00,2022-04-17 14:00:00,23.75,40.25,1.6,4.08,3.45,6.53,15.73,,55.77,0.47,4.03,,,,28.15,66.0,3.67,201.5,413.5,752.0,,32.78,0.0
2022-04-17 14:00:00,2022-04-17 15:00:00,22.0,37.0,1.35,4.88,3.7,8.57,19.18,0.13,65.69,0.4,3.77,,,,28.1,66.75,3.28,197.25,334.5,751.0,,33.08,0.0
2022-04-17 15:00:00,2022-04-17 16:00:00,26.5,43.33,1.33,3.67,3.03,10.75,29.6,1.36,60.52,0.4,3.38,,,,29.67,63.75,2.9,195.0,275.25,750.25,,33.48,0.0
2022-04-17 16:00:00,2022-04-17 17:00:00,19.5,41.0,1.18,3.45,2.78,11.28,10.85,0.16,54.04,0.4,3.15,,,,30.75,65.0,2.88,190.75,173.0,750.0,,33.25,0.0
2022-04-17 17:00:00,2022-04-17 18:00:00,11.25,29.75,1.3,3.6,2.95,10.4,3.03,0.29,48.08,0.38,3.12,,,,30.83,75.25,2.9,189.75,56.5,750.5,,31.78,0.0
2022-04-17 18:00:00,2022-04-17 19:00:00,10.25,23.0,1.25,4.08,3.2,9.85,12.6,0.6,45.72,0.43,3.08,,,,30.68,78.75,2.7,200.0,2.0,752.0,,31.15,0.0
2022-04-17 19:00:00,2022-04-17 20:00:00,14.0,22.75,1.07,3.6,2.8,9.2,13.73,0.04,30.34,0.45,3.4,,,,29.25,81.75,3.15,208.5,1.0,753.25,,30.82,0.0
2022-04-17 20:00:00,2022-04-17 21:00:00,12.75,21.5,0.97,2.8,2.27,7.4,2.83,,13.0,0.4,3.45,,,,28.35,83.5,2.77,224.0,1.0,753.75,,30.8,0.0
2022-04-17 21:00:00,2022-04-17 22:00:00,10.0,22.25,1.18,4.35,3.28,5.8,0.9,0.1,26.62,0.4,3.73,,,,28.45,81.5,2.1,251.25,1.0,754.5,,30.73,0.0
2022-04-17 22:00:00,2022-04-17 23:00:00,15.25,33.0,1.28,5.8,4.12,5.85,9.95,0.58,33.43,0.4,3.55,,,,28.47,71.25,1.9,295.25,1.0,755.0,,29.93,0.0
2022-04-17 23:00:00,2022-04-18 00:00:00,22.5,47.5,1.05,9.02,5.65,8.72,19.93,0.38,46.14,0.4,3.55,,,,29.4,67.75,1.83,300.5,1.0,755.0,,28.82,0.0
2022-04-18 00:00:00,2022-04-18 01:00:00,24.25,50.5,1.4,6.75,4.72,10.1,5.73,,46.08,0.47,3.42,,,,30.27,74.5,2.5,282.5,1.0,755.0,,27.15,0.0
2022-04-18 01:00:00,2022-04-18 02:00:00,23.0,33.25,1.3,6.28,4.38,10.03,,,42.85,0.4,3.15,,,,30.35,79.5,2.05,211.0,1.0,754.0,,26.62,0.0
2022-04-18 02:00:00,2022-04-18 03:00:00,17.5,23.5,1.25,5.8,4.1,10.88,11.05,,44.54,0.5,3.1,,,,30.27,78.25,1.35,145.0,1.0,753.0,,27.47,0.0
2022-04-18 03:00:00,2022-04-18 04:00:00,22.0,29.67,1.18,6.62,4.48,10.53,21.07,,42.95,0.57,3.38,,,,28.88,76.75,0.83,64.75,1.0,752.5,,27.98,0.0
2022-04-18 04:00:00,2022-04-18 05:00:00,27.5,32.67,0.93,6.42,4.17,9.97,14.55,,36.59,0.6,3.4,,,,27.67,80.0,0.95,74.25,1.0,753.0,,27.75,0.0
2022-04-18 05:00:00,2022-04-18 06:00:00,17.33,33.0,1.0,7.18,4.65,10.4,10.07,0.33,36.88,0.6,3.58,,,,27.75,80.0,1.07,219.5,1.0,753.75,,27.9,0.0
2022-04-18 06:00:00,2022-04-18 07:00:00,18.25,40.0,1.2,8.12,5.32,9.97,9.95,0.35,33.68,0.6,3.75,,,,27.9,80.5,1.3,258.5,21.75,754.75,,28.0,0.0
2022-04-18 07:00:00,2022-04-18 08:00:00,17.0,50.75,1.57,11.1,7.2,10.75,16.4,,29.9,0.6,4.47,,,,29.07,79.25,1.4,281.75,72.5,755.75,,28.42,0.0
2022-04-18 08:00:00,2022-04-18 09:00:00,14.5,56.0,2.12,10.07,7.1,12.25,6.0,1.2,38.73,0.6,4.47,,,,30.43,72.0,1.15,243.0,103.25,756.5,,30.32,0.0
2022-04-18 09:00:00,2022-04-18 10:00:00,19.25,49.75,1.73,8.38,5.88,11.78,6.87,1.2,51.31,0.72,4.7,,,,30.75,64.25,1.05,253.5,132.75,757.0,,32.45,0.0
2022-04-18 10:00:00,2022-04-18 11:00:00,20.0,56.5,1.6,7.33,5.2,11.12,17.43,2.55,59.74,0.78,5.05,,,,30.42,66.25,2.35,176.25,126.5,756.0,,32.45,0.0
2022-04-18 11:00:00,2022-04-18 12:00:00,23.0,52.5,1.77,6.57,4.9,10.57,11.3,1.89,69.36,0.7,4.3,,,,28.98,60.75,1.92,167.75,193.0,755.5,,33.6,0.0
2022-04-18 12:00:00,2022-04-18 13:00:00,32.75,54.25,1.5,4.9,3.8,9.1,20.12,2.6,69.85,0.7,4.4,,,,27.85,59.5,2.45,179.5,451.25,754.75,,33.8,0.0
2022-04-18 13:00:00,2022-04-18 14:00:00,34.75,54.5,1.48,5.5,4.15,8.93,13.03,3.0,70.59,0.6,4.3,,,,28.07,60.75,2.62,184.0,435.75,753.5,,33.5,0.0
2022-04-18 14:00:00,2022-04-18 15:00:00,34.25,53.25,1.35,4.75,3.6,9.2,15.4,3.42,68.84,0.53,3.8,,,,28.05,64.0,2.73,182.5,380.75,752.75,,33.35,0.0
2022-04-18 15:00:00,2022-04-18 16:00:00,29.67,53.0,1.5,4.33,3.52,9.05,16.73,1.31,61.13,0.5,3.72,,,,29.25,66.75,2.88,185.5,289.25,752.0,,33.0,0.0
2022-04-18 16:00:00,2022-04-18 17:00:00,19.5,50.67,1.47,3.57,3.12,9.48,3.0,,64.01,0.43,3.77,,,,30.7,67.5,3.15,185.0,175.5,752.0,,32.45,0.0
2022-04-18 17:00:00,2022-04-18 18:00:00,23.67,53.0,1.0,4.3,3.1,11.2,,,64.73,0.4,3.9,,,,30.85,70.5,3.15,186.75,44.5,752.25,,31.85,0.0
2022-04-18 18:00:00,2022-04-18 19:00:00,25.33,50.5,1.0,5.83,3.9,10.18,16.95,,56.45,0.43,4.08,,,,30.85,72.25,2.75,196.5,1.25,753.0,,31.38,0.0
2022-04-18 19:00:00,2022-04-18 20:00:00,18.5,34.25,0.97,6.42,4.2,9.88,11.1,0.9,50.85,0.5,4.88,,,,29.68,74.25,2.25,199.5,1.0,753.75,,31.23,0.0
2022-04-18 20:00:00,2022-04-18 21:00:00,19.0,33.75,1.18,5.9,4.1,9.72,4.0,,46.17,0.43,4.45,,,,28.12,76.5,2.18,200.25,1.0,755.0,,31.17,0.0
2022-04-18 21:00:00,2022-04-18 22:00:00,15.5,29.25,1.2,4.83,3.52,8.58,,,40.5,0.43,4.72,,,,28.45,79.5,2.15,207.75,1.0,756.0,,31.08,0.0
2022-04-18 22:00:00,2022-04-18 23:00:00,13.25,27.0,1.08,2.92,2.45,7.3,12.9,0.1,48.73,0.43,4.47,,,,28.45,80.0,1.95,217.25,1.0,757.0,,30.82,0.0
2022-04-18 23:00:00,2022-04-19 00:00:00,10.0,27.0,0.82,2.27,1.9,7.12,19.17,1.38,44.81,0.4,4.17,,,,29.23,82.25,1.3,257.25,1.0,756.25,,30.38,0.0
2022-04-19 00:00:00,2022-04-19 01:00:00,7.75,25.5,0.8,3.5,2.53,9.0,7.8,0.29,39.76,0.4,4.68,,,,30.3,81.25,1.02,261.5,1.0,756.0,,30.05,0.0
2022-04-19 01:00:00,2022-04-19 02:00:00,9.75,26.75,0.9,5.25,3.5,10.67,,0.75,32.62,0.47,4.47,,,,30.65,81.75,1.15,275.75,1.0,755.25,,29.8,0.0
2022-04-19 02:00:00,2022-04-19 03:00:00,9.0,25.5,0.95,6.2,4.05,9.95,6.62,1.09,30.36,0.43,4.15,,,,30.6,82.75,1.05,273.75,1.0,755.0,,29.58,0.0
2022-04-19 03:00:00,2022-04-19 04:00:00,10.0,23.0,0.93,5.38,3.65,8.85,17.57,,27.95,0.43,4.33,,,,29.57,84.5,0.85,273.0,1.0,755.0,,29.38,0.0
2022-04-19 04:00:00,2022-04-19 05:00:00,13.33,20.0,1.1,4.62,3.35,7.35,12.52,,16.83,0.4,4.43,,,,28.05,85.0,0.92,252.5,1.0,755.0,,29.52,0.0
2022-04-19 05:00:00,2022-04-19 06:00:00,13.25,21.33,1.25,7.02,4.75,6.03,7.57,,12.95,0.4,5.65,,,,28.35,85.0,1.0,225.25,1.0,755.75,,29.73,0.0
2022-04-19 06:00:00,2022-04-19 07:00:00,11.33,30.25,1.27,8.1,5.3,5.38,9.27,0.24,11.46,0.4,5.23,,,,28.38,85.25,0.82,228.5,19.0,756.0,,29.95,0.0
2022-04-19 07:00:00,2022-04-19 08:00:00,10.75,32.5,1.38,7.75,5.22,5.25,21.77,4.32,18.46,0.5,5.3,,,,28.98,79.25,1.05,215.75,74.25,756.75,,31.27,0.0
2022-04-19 08:00:00,2022-04-19 09:00:00,7.75,38.75,2.33,7.27,5.75,7.7,16.55,,22.71,0.5,4.7,,,,30.48,70.0,1.3,237.75,72.75,757.0,,32.85,0.0
2022-04-19 09:00:00,2022-04-19 10:00:00,9.0,41.0,1.62,4.65,3.77,11.82,18.27,,26.29,0.43,4.43,,,,30.9,70.0,2.3,209.5,88.25,757.0,,33.0,0.0
2022-04-19 10:00:00,2022-04-19 11:00:00,6.0,33.0,1.23,3.47,2.85,10.82,14.97,,30.8,0.43,4.22,,,,30.5,68.25,2.73,200.0,104.5,757.0,,33.4,0.0
2022-04-19 11:00:00,2022-04-19 12:00:00,8.0,34.5,1.53,3.0,2.87,10.0,13.2,,31.75,0.4,5.32,,,,29.85,68.75,2.67,194.75,183.5,756.75,,33.77,0.0
2022-04-19 12:00:00,2022-04-19 13:00:00,14.5,32.0,1.8,3.25,3.15,7.0,18.27,,34.88,0.4,5.12,,,,27.43,68.5,2.78,189.25,461.75,756.0,,34.15,0.0
2022-04-19 13:00:00,2022-04-19 14:00:00,14.5,34.5,1.4,2.58,2.48,6.28,11.13,,16.44,0.4,4.72,,,,27.7,71.0,3.0,179.5,437.75,755.0,,33.83,0.0
2022-04-19 14:00:00,2022-04-19 15:00:00,9.5,29.0,1.42,2.43,2.45,5.28,11.03,0.57,27.58,0.38,4.15,,,,27.62,72.75,2.93,185.5,381.0,754.0,,33.72,0.0
2022-04-19 15:00:00,2022-04-19 16:00:00,7.25,23.75,1.07,1.82,1.83,5.57,12.03,3.12,49.8,0.3,3.2,,,,28.25,73.0,3.22,175.25,286.75,753.25,,33.15,0.0
2022-04-19 16:00:00,2022-04-19 17:00:00,4.75,18.67,1.27,1.98,2.08,7.17,12.27,3.94,28.39,0.28,2.4,,,,30.48,75.75,3.15,172.0,174.0,753.25,,32.73,0.0
2022-04-19 17:00:00,2022-04-19 18:00:00,5.67,21.5,1.17,2.15,2.1,6.38,14.93,2.42,25.33,0.3,2.45,,,,30.6,80.0,2.95,177.25,46.25,753.5,,31.93,0.0
2022-04-19 18:00:00,2022-04-19 19:00:00,8.75,22.75,1.2,3.72,3.0,7.05,4.67,,21.02,0.3,2.92,,,,30.58,82.0,2.72,193.75,1.25,754.25,,31.5,0.0
2022-04-19 19:00:00,2022-04-19 20:00:00,7.67,29.5,1.15,4.7,3.42,7.67,,,23.77,0.3,3.17,,,,30.45,80.25,2.35,197.25,1.0,755.0,,31.37,0.0
2022-04-19 20:00:00,2022-04-19 21:00:00,8.0,25.0,1.22,4.2,3.23,6.6,11.65,,18.29,0.35,3.6,,,,27.98,80.75,2.28,203.0,1.0,756.0,,31.2,0.0
2022-04-19 21:00:00,2022-04-19 22:00:00,9.75,24.75,1.05,4.38,3.18,5.72,7.27,,2.74,0.33,3.78,,,,28.15,84.25,1.98,198.75,1.0,756.0,,30.98,0.0
2022-04-19 22:00:00,2022-04-19 23:00:00,5.5,23.25,1.3,2.85,2.55,5.18,4.78,,2.21,0.3,3.83,,,,28.33,85.5,2.03,196.75,1.0,756.0,,30.85,0.0
2022-04-19 23:00:00,2022-04-20 00:00:00,3.75,19.0,1.02,2.48,2.15,4.53,1.53,,8.25,0.3,3.67,,,,28.58,86.25,1.68,197.0,1.0,756.0,,30.7,0.0
2022-04-20 00:00:00,2022-04-20 01:00:00,3.0,13.25,0.9,1.55,1.57,4.4,1.7,,31.03,0.25,3.28,,,,30.07,87.0,1.02,209.75,1.0,756.0,,30.55,0.0
2022-04-20 01:00:00,2022-04-20 02:00:00,2.75,14.0,1.0,2.33,2.0,4.38,5.93,,15.09,0.25,3.2,,,,30.62,88.75,0.95,260.25,1.0,755.0,,30.08,0.0
2022-04-20 02:00:00,2022-04-20 03:00:00,5.0,19.0,1.05,10.03,6.2,6.08,11.72,,8.99,0.35,4.3,,,,30.6,90.0,0.97,332.0,1.0,755.0,,29.55,0.0
2022-04-20 03:00:00,2022-04-20 04:00:00,13.33,32.25,1.28,13.62,8.28,6.9,17.73,,7.71,0.5,4.15,,,,30.08,90.0,0.4,328.0,1.0,754.25,,29.4,0.0
2022-04-20 04:00:00,2022-04-20 05:00:00,13.75,27.5,0.85,9.78,5.85,6.35,12.93,,1.9,0.5,3.75,,,,28.33,89.25,0.43,328.0,1.0,754.0,,29.72,0.0
2022-04-20 05:00:00,2022-04-20 06:00:00,18.25,29.67,1.2,5.5,3.9,5.98,7.23,,15.37,0.6,4.08,,,,28.43,89.75,1.05,239.75,1.0,754.5,,29.62,0.0
2022-04-20 06:00:00,2022-04-20 07:00:00,15.5,34.0,1.32,6.02,4.28,5.88,10.35,,19.62,0.62,4.9,,,,28.55,89.75,0.57,247.5,18.0,755.0,,29.68,0.0
2022-04-20 07:00:00,2022-04-20 08:00:00,14.5,44.67,1.88,6.08,4.72,5.48,11.63,,3.9,0.62,7.12,,,,28.48,85.5,1.15,234.25,62.25,756.0,,30.67,0.0
2022-04-20 08:00:00,2022-04-20 09:00:00,13.5,50.75,2.17,5.2,4.53,5.22,9.05,0.32,32.41,0.5,5.12,,,,30.07,81.5,1.6,256.0,96.25,756.0,,31.35,0.0
2022-04-20 09:00:00,2022-04-20 10:00:00,6.25,55.0,1.62,3.73,3.3,5.83,13.6,,26.62,0.5,4.95,,,,30.8,71.25,2.03,205.75,122.5,756.0,,33.15,0.0
2022-04-20 10:00:00,2022-04-20 11:00:00,10.0,46.0,1.65,4.55,3.77,10.3,15.3,0.67,28.11,0.43,4.32,,,,30.6,67.75,2.53,199.0,114.25,756.0,,33.98,0.0
2022-04-20 11:00:00,2022-04-20 12:00:00,18.0,48.25,1.73,3.87,3.47,13.13,11.4,0.6,27.7,0.47,6.5,,,,30.58,67.75,2.83,189.75,173.5,755.0,,34.0,0.0
2022-04-20 12:00:00,2022-04-20 13:00:00,17.5,36.5,1.1,2.85,2.4,4.8,14.8,0.54,27.3,0.4,5.95,,,,27.8,65.75,3.17,180.0,469.25,754.25,,34.2,0.0
2022-04-20 13:00:00,2022-04-20 14:00:00,18.33,34.75,1.43,2.2,2.33,4.97,9.47,0.41,21.89,0.4,5.12,,,,27.6,68.5,3.53,174.25,442.75,753.0,,33.77,0.0
2022-04-20 14:00:00,2022-04-20 15:00:00,9.67,33.0,1.35,2.0,2.2,5.7,8.18,0.4,22.71,0.3,4.3,,,,27.48,69.5,3.47,177.0,381.75,752.0,,33.45,0.0
2022-04-20 15:00:00,2022-04-20 16:00:00,6.75,31.75,1.12,1.98,1.98,5.5,9.3,0.38,16.2,0.3,3.85,,,,27.38,71.5,3.38,181.25,291.5,752.0,,33.1,0.0
2022-04-20 16:00:00,2022-04-20 17:00:00,5.67,35.75,1.38,1.9,2.15,6.67,26.02,0.33,22.78,0.23,3.18,,,,29.73,74.5,3.58,193.75,176.5,752.0,,32.38,0.0
2022-04-20 17:00:00,2022-04-20 18:00:00,5.5,31.75,1.77,2.3,2.65,12.78,18.93,0.41,22.02,0.28,3.15,,,,30.67,75.75,3.07,188.0,59.0,752.0,,31.93,0.0
2022-04-20 18:00:00,2022-04-20 19:00:00,7.5,31.25,1.3,3.73,3.02,12.05,21.42,0.45,21.51,0.28,3.22,,,,30.7,77.25,2.73,193.0,2.5,752.75,,31.48,0.0
2022-04-20 19:00:00,2022-04-20 20:00:00,8.33,32.0,1.12,4.85,3.5,10.3,17.63,0.41,20.65,0.35,3.7,,,,30.62,77.5,2.33,195.75,1.0,753.25,,31.28,0.0
2022-04-20 20:00:00,2022-04-20 21:00:00,9.0,30.33,1.32,5.77,4.12,8.35,11.15,0.42,12.11,0.35,4.03,,,,28.3,79.25,2.22,195.75,1.0,754.0,,31.12,0.0
2022-04-20 21:00:00,2022-04-20 22:00:00,13.75,26.0,1.15,4.65,3.4,6.3,12.87,0.34,11.21,0.3,4.12,,,,28.0,81.0,2.12,187.75,1.0,754.75,,30.98,0.0
2022-04-20 22:00:00,2022-04-20 23:00:00,9.5,21.0,0.8,3.38,2.47,5.15,10.65,0.32,14.72,0.3,3.92,,,,28.0,82.0,2.35,192.0,1.0,755.0,,30.82,0.0
2022-04-20 23:00:00,2022-04-21 00:00:00,7.5,14.75,0.9,2.4,2.0,4.57,8.67,0.29,14.93,0.3,3.7,,,,27.88,82.5,2.2,193.25,1.0,755.0,,30.65,0.0
2022-04-21 00:00:00,2022-04-21 01:00:00,5.25,14.0,1.32,1.47,1.85,4.67,10.05,0.16,17.98,0.3,3.32,,,,29.47,83.25,2.17,197.5,1.0,754.0,,30.5,0.0
2022-04-21 01:00:00,2022-04-21 02:00:00,2.75,13.75,1.15,1.48,1.75,8.42,4.6,0.27,21.19,0.3,3.1,,,,30.42,84.0,2.1,197.5,1.0,754.0,,30.32,0.0
2022-04-21 02:00:00,2022-04-21 03:00:00,2.0,11.67,1.12,1.48,1.7,10.78,4.47,0.24,20.69,0.22,2.93,,,,30.42,83.0,2.2,195.0,1.0,753.5,,30.27,0.0
2022-04-21 03:00:00,2022-04-21 04:00:00,3.0,9.33,1.23,0.97,1.52,10.05,16.6,0.27,20.08,0.2,3.0,,,,30.12,82.75,1.4,202.5,1.0,753.0,,30.25,0.0
2022-04-21 04:00:00,2022-04-21 05:00:00,4.25,12.0,1.15,0.77,1.35,8.97,11.85,0.34,13.4,0.2,3.1,,,,28.5,83.25,0.98,223.25,1.0,753.5,,30.08,0.0
2022-04-21 05:00:00,2022-04-21 06:00:00,9.75,22.25,1.5,12.03,7.62,6.45,9.0,0.47,4.43,0.28,3.47,,,,27.7,86.5,0.65,223.0,1.0,754.0,,29.53,0.0
2022-04-21 06:00:00,2022-04-21 07:00:00,17.75,40.75,2.73,16.7,11.07,6.82,15.75,0.75,6.54,0.6,4.62,,,,27.85,88.5,0.7,223.0,18.75,754.25,,29.35,0.0
2022-04-21 07:00:00,2022-04-21 08:00:00,29.75,66.25,4.33,14.45,11.2,6.92,17.9,0.78,7.79,1.1,5.7,,,,27.85,84.0,0.9,223.0,74.0,755.0,,30.58,0.0
2022-04-21 08:00:00,2022-04-21 09:00:00,33.25,80.25,2.4,6.6,5.47,6.98,13.6,0.54,18.64,1.0,5.3,,,,29.4,78.25,1.5,240.0,89.0,755.5,,31.48,0.0
2022-04-21 09:00:00,2022-04-21 10:00:00,8.67,46.75,2.0,3.8,3.65,17.9,11.9,0.37,18.12,0.78,4.83,,,,30.52,68.25,2.1,195.5,98.25,755.5,,33.05,0.0
2022-04-21 10:00:00,2022-04-21 11:00:00,6.25,40.0,1.82,2.77,2.95,17.07,7.97,0.34,19.23,0.7,5.3,,,,30.5,67.0,2.72,202.5,88.5,755.0,,33.15,0.0
2022-04-21 11:00:00,2022-04-21 12:00:00,7.5,29.25,1.67,1.87,2.33,13.0,7.3,0.38,20.18,0.62,6.65,,,,30.05,68.5,3.18,180.25,173.75,754.5,,33.15,0.0
2022-04-21 12:00:00,2022-04-21 13:00:00,9.0,23.75,2.1,1.4,2.45,6.2,9.8,0.42,18.92,0.47,4.95,,,,28.38,71.75,3.68,174.75,475.0,754.0,,32.83,0.0
2022-04-21 13:00:00,2022-04-21 14:00:00,8.5,24.5,1.48,1.73,2.12,6.4,4.1,0.3,17.06,0.4,4.12,,,,27.35,69.75,3.6,182.5,453.25,753.0,,32.98,0.0
2022-04-21 14:00:00,2022-04-21 15:00:00,7.75,26.5,1.35,1.45,1.88,5.72,19.88,0.3,16.88,0.3,3.55,,,,27.55,68.25,3.6,179.25,392.5,752.25,,32.82,0.0
2022-04-21 15:00:00,2022-04-21 16:00:00,8.67,19.25,1.18,1.48,1.73,13.18,19.47,0.34,15.35,0.2,2.8,,,,29.6,70.0,3.6,176.25,304.0,752.0,,32.53,0.0
2022-04-21 16:00:00,2022-04-21 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 17:00:00,2022-04-21 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 18:00:00,2022-04-21 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 19:00:00,2022-04-21 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 20:00:00,2022-04-21 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 21:00:00,2022-04-21 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 22:00:00,2022-04-21 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21 23:00:00,2022-04-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 00:00:00,2022-04-22 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 01:00:00,2022-04-22 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 02:00:00,2022-04-22 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 03:00:00,2022-04-22 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 04:00:00,2022-04-22 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 05:00:00,2022-04-22 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 06:00:00,2022-04-22 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 07:00:00,2022-04-22 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-04-22 08:00:00,2022-04-22 09:00:00,12.67,54.33,2.03,4.2,3.87,10.47,12.63,0.38,14.0,0.87,7.3,,,,30.73,72.67,1.37,259.0,74.67,756.67,,31.33,0.0
2022-04-22 09:00:00,2022-04-22 10:00:00,9.25,37.0,2.12,4.5,4.08,9.43,14.03,0.39,18.22,0.8,6.65,,,,28.65,71.25,1.32,228.5,94.0,756.5,,31.82,0.0
2022-04-22 10:00:00,2022-04-22 11:00:00,11.5,42.0,1.55,2.42,2.52,8.48,16.6,0.18,16.02,0.73,6.47,,,,27.3,64.0,2.42,174.0,54.75,756.0,,33.08,0.0
2022-04-22 11:00:00,2022-04-22 12:00:00,6.25,21.75,1.7,1.77,2.33,7.67,18.0,0.2,15.4,0.65,5.97,,,,27.23,60.25,3.0,183.25,165.25,756.0,,33.38,0.0
2022-04-22 12:00:00,2022-04-22 13:00:00,4.5,22.5,1.9,2.0,2.6,3.95,14.48,0.16,15.78,0.5,5.12,,,,27.45,57.75,3.0,175.75,499.0,755.75,,33.75,0.0
2022-04-22 13:00:00,2022-04-22 14:00:00,5.0,17.25,1.75,1.85,2.38,3.23,17.9,0.23,17.26,0.43,4.67,,,,28.75,59.25,3.2,188.0,475.25,755.0,,33.57,0.0
2022-04-22 14:00:00,2022-04-22 15:00:00,2.0,16.0,1.75,1.93,2.42,5.45,10.3,0.22,19.59,0.4,4.07,,,,30.55,62.0,2.88,173.75,411.0,754.0,,33.57,0.0
2022-04-22 15:00:00,2022-04-22 16:00:00,1.0,19.25,1.18,2.12,2.05,6.47,3.77,0.25,18.4,0.27,3.18,,,,30.75,66.75,3.12,173.25,322.5,753.0,,32.95,0.0
2022-04-22 16:00:00,2022-04-22 17:00:00,1.0,19.25,1.6,1.68,2.17,6.65,11.7,0.22,14.23,0.2,3.3,,,,30.77,69.75,2.92,161.75,207.0,753.0,,32.55,0.0
2022-04-22 17:00:00,2022-04-22 18:00:00,3.67,17.0,1.17,1.8,1.95,7.42,12.27,0.3,13.75,0.2,2.92,,,,29.12,73.25,2.98,168.75,77.25,753.25,,32.0,0.0
2022-04-22 18:00:00,2022-04-22 19:00:00,9.25,19.5,1.15,3.38,2.73,7.62,6.2,0.38,11.08,0.23,3.12,,,,27.82,75.5,2.65,173.5,2.5,754.25,,31.42,0.0
2022-04-22 19:00:00,2022-04-22 20:00:00,10.0,27.33,1.25,4.92,3.67,6.33,,0.42,11.45,0.4,3.88,,,,28.05,75.25,2.52,172.5,1.0,755.0,,31.3,0.0
2022-04-22 20:00:00,2022-04-22 21:00:00,9.5,27.33,1.28,4.58,3.45,6.8,9.07,0.38,13.18,0.43,3.98,,,,28.08,74.25,2.78,173.5,1.0,756.0,,31.2,0.0
2022-04-22 21:00:00,2022-04-22 22:00:00,6.75,23.0,1.23,3.9,3.1,9.38,14.13,0.31,12.83,0.45,3.9,,,,28.93,73.75,2.32,175.0,1.0,757.0,,31.2,0.0
2022-04-22 22:00:00,2022-04-22 23:00:00,3.0,17.0,1.25,4.03,3.17,11.95,4.1,0.26,12.54,0.45,3.75,,,,30.25,75.0,2.12,177.0,1.0,757.0,,31.15,0.0
2022-04-22 23:00:00,2022-04-23 00:00:00,3.67,15.5,1.1,2.35,2.15,10.82,0.3,0.29,13.59,0.45,3.58,,,,30.48,76.0,2.05,181.5,1.0,756.75,,31.08,0.0
2022-04-23 00:00:00,2022-04-23 01:00:00,4.75,11.0,0.93,2.35,2.0,9.78,9.95,0.32,12.53,0.4,3.33,,,,30.5,77.75,1.57,182.5,1.0,756.0,,30.87,0.0
