From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Xylene (ug/m3)
2021-09-04 00:00:00,2021-09-04 01:00:00,16.16,49.92,20.8,8.59,22.19,7.39,2.21,0.75,0.0,0.0,,,0.0
2021-09-04 01:00:00,2021-09-04 02:00:00,20.94,47.05,20.78,8.67,22.24,7.12,2.26,0.75,0.0,0.0,,,0.0
2021-09-04 02:00:00,2021-09-04 03:00:00,19.38,49.36,20.87,8.56,22.24,7.24,2.35,0.75,0.0,0.0,,,0.0
2021-09-04 03:00:00,2021-09-04 04:00:00,31.28,63.26,20.82,8.59,22.21,7.34,2.28,0.74,0.0,0.0,,,0.0
2021-09-04 04:00:00,2021-09-04 05:00:00,40.22,73.05,20.85,8.41,22.08,7.37,2.17,0.75,0.0,0.0,,,0.0
2021-09-04 05:00:00,2021-09-04 06:00:00,46.62,74.56,20.88,8.47,22.15,7.46,2.31,0.75,0.0,0.0,,,0.0
2021-09-04 06:00:00,2021-09-04 07:00:00,34.5,57.12,20.89,8.51,22.21,7.41,2.21,0.74,0.0,0.0,,,0.0
2021-09-04 07:00:00,2021-09-04 08:00:00,18.78,24.08,20.81,8.57,22.19,7.35,2.1,0.72,0.0,0.0,,,0.0
2021-09-04 08:00:00,2021-09-04 09:00:00,12.44,27.52,20.81,8.58,22.18,7.13,2.29,0.73,0.0,0.0,,,0.0
2021-09-04 09:00:00,2021-09-04 10:00:00,25.66,46.41,20.97,8.55,22.34,7.37,2.17,0.77,0.0,0.0,,,0.0
2021-09-04 10:00:00,2021-09-04 11:00:00,14.94,24.0,20.94,8.56,22.31,7.5,2.38,0.79,0.0,0.0,,,0.0
2021-09-04 11:00:00,2021-09-04 12:00:00,12.94,23.95,20.9,8.55,22.25,7.37,2.33,0.76,0.0,0.0,,,0.0
2021-09-04 12:00:00,2021-09-04 13:00:00,11.15,21.95,20.9,8.64,22.33,7.61,2.39,0.74,0.0,0.0,,,0.0
2021-09-04 13:00:00,2021-09-04 14:00:00,15.69,19.8,20.95,8.65,22.38,7.71,2.33,0.72,0.0,0.0,,,0.0
2021-09-04 14:00:00,2021-09-04 15:00:00,5.97,12.13,20.85,8.61,22.26,7.36,0.76,0.72,0.0,0.0,,,0.0
2021-09-04 15:00:00,2021-09-04 16:00:00,5.12,17.3,20.91,8.55,22.27,7.37,1.94,0.73,0.0,0.0,,,0.0
2021-09-04 16:00:00,2021-09-04 17:00:00,9.65,29.25,20.94,8.54,22.29,7.37,2.06,0.75,0.0,0.0,,,0.0
2021-09-04 17:00:00,2021-09-04 18:00:00,29.56,38.77,20.85,8.49,22.14,7.12,2.02,0.76,0.0,0.0,,,0.0
2021-09-04 18:00:00,2021-09-04 19:00:00,15.81,29.87,20.88,8.64,22.32,7.38,2.27,0.75,0.0,0.0,,,0.0
2021-09-04 19:00:00,2021-09-04 20:00:00,10.22,25.48,20.85,8.52,22.17,7.2,2.15,0.78,0.0,0.0,,,0.0
2021-09-04 20:00:00,2021-09-04 21:00:00,17.12,43.84,21.0,8.57,22.37,7.54,2.33,0.83,0.0,0.0,,,0.0
2021-09-04 21:00:00,2021-09-04 22:00:00,20.81,37.84,21.02,8.51,22.33,7.39,2.28,0.83,0.0,0.0,,,0.0
2021-09-04 22:00:00,2021-09-04 23:00:00,14.88,31.97,20.9,8.55,22.26,7.44,2.31,0.82,0.0,0.0,,,0.0
2021-09-04 23:00:00,2021-09-05 00:00:00,11.05,31.12,20.95,8.54,22.31,7.58,2.34,0.8,0.0,0.0,,,0.0
2021-09-05 00:00:00,2021-09-05 01:00:00,12.9,35.62,20.91,8.59,22.32,7.41,1.96,0.78,0.0,0.0,,,0.0
2021-09-05 01:00:00,2021-09-05 02:00:00,9.88,20.84,20.85,8.52,22.18,7.26,2.0,0.75,0.0,0.0,,,0.0
2021-09-05 02:00:00,2021-09-05 03:00:00,6.06,15.28,20.84,8.56,22.21,7.09,2.35,0.7,0.0,0.0,,,0.0
2021-09-05 03:00:00,2021-09-05 04:00:00,8.12,26.02,20.89,8.53,22.21,7.28,2.44,0.68,0.0,0.0,,,0.0
2021-09-05 04:00:00,2021-09-05 05:00:00,12.0,26.84,20.83,8.62,22.26,7.24,2.68,0.65,0.0,0.0,,,0.0
2021-09-05 05:00:00,2021-09-05 06:00:00,11.9,21.08,20.73,8.62,22.15,7.11,2.14,0.63,0.0,0.0,,,0.0
2021-09-05 06:00:00,2021-09-05 07:00:00,8.9,23.79,20.78,8.49,22.09,7.31,2.27,0.62,0.0,0.0,,,0.0
2021-09-05 07:00:00,2021-09-05 08:00:00,6.0,16.08,20.79,8.63,22.21,7.41,2.19,0.62,0.0,0.0,,,0.0
2021-09-05 08:00:00,2021-09-05 09:00:00,6.11,19.02,20.76,8.57,22.12,7.47,2.17,0.62,0.0,0.0,,,0.0
2021-09-05 09:00:00,2021-09-05 10:00:00,9.9,19.82,20.64,8.69,22.14,6.96,1.64,0.62,0.0,0.0,,,0.0
2021-09-05 10:00:00,2021-09-05 11:00:00,6.97,12.85,20.59,8.65,22.05,7.13,2.18,0.6,0.0,0.0,,,0.0
2021-09-05 11:00:00,2021-09-05 12:00:00,5.91,7.03,20.59,8.6,21.99,7.14,1.99,0.59,0.0,0.0,,,0.0
2021-09-05 12:00:00,2021-09-05 13:00:00,2.91,8.05,20.65,8.6,22.04,7.3,2.05,0.57,0.0,0.0,,,0.0
2021-09-05 13:00:00,2021-09-05 14:00:00,,10.1,20.68,8.63,22.09,7.34,2.1,0.56,0.0,0.0,,,0.0
2021-09-05 14:00:00,2021-09-05 15:00:00,,13.84,20.6,8.68,22.08,7.24,0.82,0.55,0.0,0.0,,,0.0
2021-09-05 15:00:00,2021-09-05 16:00:00,0.25,8.05,20.54,8.68,22.02,7.35,1.86,0.54,0.0,0.0,,,0.0
2021-09-05 16:00:00,2021-09-05 17:00:00,1.94,10.08,20.51,8.65,21.94,6.96,2.07,0.53,0.0,0.0,,,0.0
2021-09-05 17:00:00,2021-09-05 18:00:00,,13.05,20.46,8.64,21.91,7.0,2.21,0.53,0.0,0.0,,,0.0
2021-09-05 18:00:00,2021-09-05 19:00:00,0.8,15.18,20.51,8.65,21.96,7.04,2.15,0.53,0.0,0.0,,,0.0
2021-09-05 19:00:00,2021-09-05 20:00:00,7.06,21.82,20.54,8.56,21.91,6.98,2.22,0.55,0.0,0.0,,,0.0
2021-09-05 20:00:00,2021-09-05 21:00:00,8.97,15.31,20.64,8.6,22.04,7.42,2.0,0.58,0.0,0.0,,,0.0
2021-09-05 21:00:00,2021-09-05 22:00:00,8.15,26.9,20.68,8.58,22.08,7.4,2.21,0.59,0.0,0.0,,,0.0
2021-09-05 22:00:00,2021-09-05 23:00:00,12.78,22.64,20.66,8.51,21.96,7.28,2.16,0.58,0.0,0.0,,,0.0
2021-09-05 23:00:00,2021-09-06 00:00:00,5.83,9.04,20.63,8.53,21.98,7.16,2.17,0.56,0.0,0.0,,,0.0
2021-09-06 00:00:00,2021-09-06 01:00:00,,10.92,20.65,8.51,21.98,7.25,2.12,0.55,0.0,0.0,,,0.0
2021-09-06 01:00:00,2021-09-06 02:00:00,,7.97,20.55,8.71,22.07,7.1,2.02,0.53,0.0,0.0,,,0.0
2021-09-06 02:00:00,2021-09-06 03:00:00,,7.08,20.58,8.66,22.05,7.2,2.08,0.52,0.0,0.0,,,0.0
2021-09-06 03:00:00,2021-09-06 04:00:00,,10.05,20.67,8.46,21.94,7.35,2.16,0.51,0.0,0.0,,,0.0
2021-09-06 04:00:00,2021-09-06 05:00:00,,11.97,20.62,8.53,21.95,7.22,2.5,0.5,0.0,0.0,,,0.0
2021-09-06 05:00:00,2021-09-06 06:00:00,,10.95,20.64,8.51,21.94,7.29,2.22,0.51,0.0,0.0,,,0.0
2021-09-06 06:00:00,2021-09-06 07:00:00,,9.23,20.54,8.56,21.92,7.14,2.04,0.51,0.0,0.0,,,0.0
2021-09-06 07:00:00,2021-09-06 08:00:00,1.25,18.34,20.62,8.52,21.93,7.1,1.98,0.53,0.0,0.0,,,0.0
2021-09-06 08:00:00,2021-09-06 09:00:00,9.94,31.02,20.65,8.63,22.09,7.32,2.16,0.56,0.0,0.0,,,0.0
2021-09-06 09:00:00,2021-09-06 10:00:00,8.05,32.48,20.68,8.61,22.09,7.17,1.75,0.59,0.0,0.0,,,0.0
2021-09-06 10:00:00,2021-09-06 11:00:00,9.97,50.72,20.8,8.46,22.09,7.15,1.27,0.65,0.0,0.0,,,0.0
2021-09-06 11:00:00,2021-09-06 12:00:00,8.9,39.87,20.8,8.58,22.18,7.49,2.23,0.66,0.0,0.0,,,0.0
2021-09-06 12:00:00,2021-09-06 13:00:00,5.91,34.59,20.71,8.58,22.11,6.99,2.1,0.67,0.0,0.0,,,0.0
2021-09-06 13:00:00,2021-09-06 14:00:00,2.94,18.97,20.83,8.51,22.13,7.3,2.37,0.66,0.0,0.0,,,0.0
2021-09-06 14:00:00,2021-09-06 15:00:00,1.08,18.13,20.8,8.68,22.27,7.4,2.5,0.67,0.0,0.0,,,0.0
2021-09-06 15:00:00,2021-09-06 16:00:00,4.09,23.13,20.84,8.46,22.11,7.34,2.2,0.68,0.0,0.0,,,0.0
2021-09-06 16:00:00,2021-09-06 17:00:00,6.97,28.26,20.95,8.48,22.23,7.48,2.4,0.7,0.0,0.0,,,0.0
2021-09-06 17:00:00,2021-09-06 18:00:00,5.94,37.97,20.88,8.66,22.34,7.32,2.26,0.71,0.0,0.0,,,0.0
2021-09-06 18:00:00,2021-09-06 19:00:00,4.03,36.84,20.92,8.62,22.34,7.69,1.93,0.75,0.0,0.0,,,0.0
2021-09-06 19:00:00,2021-09-06 20:00:00,5.03,30.95,21.0,8.61,22.41,7.53,2.46,0.77,0.0,0.0,,,0.0
2021-09-06 20:00:00,2021-09-06 21:00:00,6.03,29.95,20.83,8.62,22.24,7.36,2.3,0.77,0.0,0.0,,,0.0
2021-09-06 21:00:00,2021-09-06 22:00:00,7.23,66.03,20.83,8.66,22.3,7.2,2.21,0.77,0.0,0.0,,,0.0
2021-09-06 22:00:00,2021-09-06 23:00:00,14.86,66.51,20.93,8.56,22.28,7.34,2.35,0.76,0.0,0.0,,,0.0
2021-09-06 23:00:00,2021-09-07 00:00:00,10.0,47.42,20.94,8.5,22.23,7.59,2.41,0.75,0.0,0.0,,,0.0
2021-09-07 00:00:00,2021-09-07 01:00:00,9.81,22.62,20.85,8.53,22.19,7.31,2.0,0.72,0.0,0.0,,,0.0
2021-09-07 01:00:00,2021-09-07 02:00:00,3.88,8.03,20.73,8.62,22.15,7.15,2.2,0.68,0.0,0.0,,,0.0
2021-09-07 02:00:00,2021-09-07 03:00:00,,9.03,20.75,8.57,22.12,7.17,2.2,0.65,0.0,0.0,,,0.0
2021-09-07 03:00:00,2021-09-07 04:00:00,1.5,10.13,20.8,8.57,22.19,7.38,1.89,0.62,0.0,0.0,,,0.0
2021-09-07 04:00:00,2021-09-07 05:00:00,12.09,15.38,20.75,8.59,22.15,7.25,1.88,0.61,0.0,0.0,,,0.0
2021-09-07 05:00:00,2021-09-07 06:00:00,14.83,29.92,20.65,8.59,22.05,6.92,2.17,0.6,0.0,0.0,,,0.0
2021-09-07 06:00:00,2021-09-07 07:00:00,9.0,27.0,20.75,8.53,22.1,7.21,2.17,0.6,0.0,0.0,,,0.0
2021-09-07 07:00:00,2021-09-07 08:00:00,8.97,27.13,20.63,8.53,21.98,7.15,2.26,0.6,0.0,0.0,,,0.0
2021-09-07 08:00:00,2021-09-07 09:00:00,7.97,31.57,20.78,8.55,22.13,7.19,1.98,0.6,0.0,0.0,,,0.0
2021-09-07 09:00:00,2021-09-07 10:00:00,6.94,15.2,20.68,8.67,22.15,7.32,1.87,0.62,0.0,0.0,,,0.0
2021-09-07 10:00:00,2021-09-07 11:00:00,5.03,23.1,20.64,8.64,22.09,6.87,2.2,0.64,0.0,0.0,,,0.0
2021-09-07 11:00:00,2021-09-07 12:00:00,5.83,26.03,21.27,9.25,22.71,5.86,2.34,0.73,0.0,0.0,,,0.0
2021-09-07 12:00:00,2021-09-07 13:00:00,4.03,18.28,21.65,9.6,23.06,5.45,2.51,0.82,0.0,0.0,,,0.0
2021-09-07 13:00:00,2021-09-07 14:00:00,4.91,29.13,21.5,9.6,22.89,5.08,1.84,0.82,0.0,0.0,,,0.0
2021-09-07 14:00:00,2021-09-07 15:00:00,1.94,33.64,21.59,9.52,22.9,5.16,0.85,0.77,0.0,0.0,,,0.0
2021-09-07 15:00:00,2021-09-07 16:00:00,,20.25,21.55,9.57,22.94,5.18,0.79,0.73,0.0,0.0,,,0.0
2021-09-07 16:00:00,2021-09-07 17:00:00,0.91,30.13,21.56,9.61,22.97,5.4,2.62,0.73,0.0,0.0,,,0.0
2021-09-07 17:00:00,2021-09-07 18:00:00,7.94,35.2,21.53,9.59,22.92,5.3,2.31,0.76,0.0,0.0,,,0.0
2021-09-07 18:00:00,2021-09-07 19:00:00,5.91,42.67,21.59,9.59,22.97,5.56,2.05,0.76,0.0,0.0,,,0.0
2021-09-07 19:00:00,2021-09-07 20:00:00,3.11,30.0,21.54,9.51,22.87,5.29,2.19,0.75,0.0,0.0,,,0.0
2021-09-07 20:00:00,2021-09-07 21:00:00,6.91,30.1,21.55,9.42,22.8,5.1,2.11,0.74,0.0,0.0,,,0.0
2021-09-07 21:00:00,2021-09-07 22:00:00,4.11,33.87,21.5,9.58,22.9,5.3,2.4,0.73,0.0,0.0,,,0.0
2021-09-07 22:00:00,2021-09-07 23:00:00,8.03,28.82,21.64,9.48,22.93,5.46,2.08,0.72,0.0,0.0,,,0.0
2021-09-07 23:00:00,2021-09-08 00:00:00,8.86,21.91,21.52,9.6,22.91,5.28,2.15,0.7,0.0,0.0,,,0.0
2021-09-08 00:00:00,2021-09-08 01:00:00,3.87,18.0,21.55,9.61,22.98,5.35,2.17,0.68,0.0,0.0,,,0.0
2021-09-08 01:00:00,2021-09-08 02:00:00,,18.23,21.57,9.57,22.94,5.51,2.17,0.66,0.0,0.0,,,0.0
2021-09-08 02:00:00,2021-09-08 03:00:00,0.91,27.02,21.49,9.59,22.88,5.18,2.23,0.65,0.0,0.0,,,0.0
2021-09-08 03:00:00,2021-09-08 04:00:00,7.97,27.8,21.55,9.5,22.86,5.4,2.03,0.64,0.0,0.0,,,0.0
2021-09-08 04:00:00,2021-09-08 05:00:00,7.0,20.02,21.5,9.54,22.84,5.31,1.38,0.65,0.0,0.0,,,0.0
2021-09-08 05:00:00,2021-09-08 06:00:00,7.05,21.23,21.47,9.61,22.89,5.21,2.1,0.64,0.0,0.0,,,0.0
2021-09-08 06:00:00,2021-09-08 07:00:00,9.17,30.1,21.5,9.58,22.89,5.19,2.13,0.66,0.0,0.0,,,0.0
2021-09-08 07:00:00,2021-09-08 08:00:00,14.81,33.87,21.64,9.56,22.99,5.41,2.22,0.7,0.0,0.0,,,0.0
2021-09-08 08:00:00,2021-09-08 09:00:00,9.03,29.2,21.68,9.54,23.04,5.49,0.67,0.72,0.0,0.0,,,0.0
2021-09-08 09:00:00,2021-09-08 10:00:00,9.88,36.82,21.58,9.64,23.02,5.42,1.64,0.72,0.0,0.0,,,0.0
2021-09-08 10:00:00,2021-09-08 11:00:00,6.0,30.25,21.61,9.52,22.94,5.36,1.85,0.73,0.0,0.0,,,0.0
2021-09-08 11:00:00,2021-09-08 12:00:00,5.94,39.87,21.54,9.54,22.88,5.2,2.1,0.73,0.0,0.0,,,0.0
2021-09-08 12:00:00,2021-09-08 13:00:00,4.0,34.84,21.54,9.54,22.91,5.51,2.22,0.72,0.0,0.0,,,0.0
2021-09-08 13:00:00,2021-09-08 14:00:00,4.0,29.18,21.59,9.61,23.01,5.47,2.19,0.72,0.0,0.0,,,0.0
2021-09-08 14:00:00,2021-09-08 15:00:00,3.94,36.1,21.6,9.56,22.97,5.51,2.12,0.71,0.0,0.0,,,0.0
2021-09-08 15:00:00,2021-09-08 16:00:00,2.03,40.15,21.57,9.61,22.98,5.52,2.21,0.71,0.0,0.0,,,0.0
2021-09-08 16:00:00,2021-09-08 17:00:00,3.03,46.18,21.49,9.57,22.84,5.06,2.23,0.73,0.0,0.0,,,0.0
2021-09-08 17:00:00,2021-09-08 18:00:00,4.08,53.43,21.59,9.65,23.05,5.4,2.41,0.77,0.0,0.0,,,0.0
2021-09-08 18:00:00,2021-09-08 19:00:00,7.0,69.87,21.61,9.55,22.97,5.16,2.21,0.8,0.0,0.0,,,0.0
2021-09-08 19:00:00,2021-09-08 20:00:00,7.08,65.05,21.65,9.64,23.08,5.24,2.25,0.86,0.0,0.0,,,0.0
2021-09-08 20:00:00,2021-09-08 21:00:00,10.0,67.03,21.72,9.54,23.07,5.54,2.36,0.88,0.0,0.0,,,0.0
2021-09-08 21:00:00,2021-09-08 22:00:00,10.23,68.61,21.76,9.56,23.14,5.67,2.21,0.89,0.0,0.0,,,0.0
2021-09-08 22:00:00,2021-09-08 23:00:00,17.54,90.62,21.71,9.64,23.15,5.47,1.99,0.88,0.0,0.0,,,0.0
2021-09-08 23:00:00,2021-09-09 00:00:00,2.26,38.18,21.63,9.62,23.04,5.33,1.79,0.83,0.0,0.0,,,0.0
2021-09-09 00:00:00,2021-09-09 01:00:00,10.88,45.92,21.64,9.58,23.03,5.52,0.41,0.8,0.0,0.0,,,0.0
2021-09-09 01:00:00,2021-09-09 02:00:00,7.2,43.18,21.68,9.49,22.95,5.41,2.18,0.77,0.0,0.0,,,0.0
2021-09-09 02:00:00,2021-09-09 03:00:00,14.34,50.15,21.67,9.52,23.0,5.43,2.3,0.78,0.0,0.0,,,0.0
2021-09-09 03:00:00,2021-09-09 04:00:00,26.29,56.23,21.69,9.48,22.98,5.5,2.17,0.8,0.0,0.0,,,0.0
2021-09-09 04:00:00,2021-09-09 05:00:00,35.86,64.87,21.7,9.54,23.06,5.6,1.92,0.81,0.0,0.0,,,0.0
2021-09-09 05:00:00,2021-09-09 06:00:00,31.2,60.1,21.67,9.59,23.05,5.48,2.03,0.81,0.0,0.0,,,0.0
2021-09-09 06:00:00,2021-09-09 07:00:00,38.0,64.28,21.68,9.62,23.1,5.36,2.04,0.84,0.0,0.0,,,0.0
2021-09-09 07:00:00,2021-09-09 08:00:00,37.97,74.95,21.71,9.52,23.04,5.33,2.17,0.87,0.0,0.0,,,0.0
2021-09-09 08:00:00,2021-09-09 09:00:00,36.71,72.72,21.77,9.55,23.14,5.21,1.9,0.9,0.0,0.0,,,0.0
2021-09-09 09:00:00,2021-09-09 10:00:00,26.51,61.74,21.93,9.47,23.21,5.53,2.09,0.94,0.0,0.0,,,0.0
2021-09-09 10:00:00,2021-09-09 11:00:00,9.88,52.0,21.83,9.62,23.25,5.77,1.9,0.93,0.0,0.0,,,0.0
2021-09-09 11:00:00,2021-09-09 12:00:00,6.08,52.0,21.85,9.59,23.23,5.53,1.47,0.9,0.0,0.0,,,0.0
2021-09-09 12:00:00,2021-09-09 13:00:00,8.97,52.05,21.8,9.59,23.19,5.29,2.38,0.88,0.0,0.0,,,0.0
2021-09-09 13:00:00,2021-09-09 14:00:00,7.91,53.87,21.79,9.49,23.09,5.48,2.25,0.85,0.0,0.0,,,0.0
2021-09-09 14:00:00,2021-09-09 15:00:00,4.94,49.18,21.62,9.68,23.11,5.17,2.19,0.83,0.0,0.0,,,0.0
2021-09-09 15:00:00,2021-09-09 16:00:00,3.03,55.95,21.66,9.59,23.05,5.5,2.88,0.86,0.0,0.0,,,0.0
2021-09-09 16:00:00,2021-09-09 17:00:00,4.03,53.9,21.58,9.63,23.0,5.14,1.81,0.83,0.0,0.0,,,0.0
2021-09-09 17:00:00,2021-09-09 18:00:00,5.03,50.27,21.71,9.63,23.14,5.42,2.15,0.83,0.0,0.0,,,0.0
2021-09-09 18:00:00,2021-09-09 19:00:00,6.29,62.14,21.75,9.56,23.12,5.62,2.39,0.88,0.0,0.0,,,0.0
2021-09-09 19:00:00,2021-09-09 20:00:00,16.03,68.11,21.65,9.62,23.07,5.29,1.91,0.9,0.0,0.0,,,0.0
2021-09-09 20:00:00,2021-09-09 21:00:00,16.86,72.89,21.82,9.55,23.18,5.5,1.94,0.92,0.0,0.0,,,0.0
2021-09-09 21:00:00,2021-09-09 22:00:00,12.09,67.1,21.75,9.47,23.02,5.2,2.13,0.91,0.0,0.0,,,0.0
2021-09-09 22:00:00,2021-09-09 23:00:00,14.65,29.0,21.8,9.43,23.05,5.45,2.06,0.89,0.0,0.0,,,0.0
2021-09-09 23:00:00,2021-09-10 00:00:00,3.03,28.67,21.76,9.58,23.14,5.36,1.86,0.86,0.0,0.0,,,0.0
2021-09-10 00:00:00,2021-09-10 01:00:00,4.03,15.65,21.7,9.57,23.07,5.42,2.16,0.84,0.0,0.0,,,0.0
2021-09-10 01:00:00,2021-09-10 02:00:00,5.0,42.63,21.78,9.54,23.14,5.68,1.85,0.81,0.0,0.0,,,0.0
2021-09-10 02:00:00,2021-09-10 03:00:00,4.94,26.77,21.67,9.42,22.89,5.2,2.23,0.8,0.0,0.0,,,0.0
2021-09-10 03:00:00,2021-09-10 04:00:00,3.0,17.25,21.57,9.61,22.98,5.22,1.67,0.76,0.0,0.0,,,0.0
2021-09-10 04:00:00,2021-09-10 05:00:00,3.2,27.38,21.53,9.66,22.98,5.15,2.0,0.73,0.0,0.0,,,0.0
2021-09-10 05:00:00,2021-09-10 06:00:00,10.2,41.91,21.62,9.66,23.05,5.3,2.01,0.72,0.0,0.0,,,0.0
2021-09-10 06:00:00,2021-09-10 07:00:00,17.37,38.37,21.71,9.53,23.04,5.49,2.24,0.75,0.0,0.0,,,0.0
2021-09-10 07:00:00,2021-09-10 08:00:00,30.17,54.43,21.71,9.57,23.08,5.48,2.1,0.8,0.0,0.0,,,0.0
2021-09-10 08:00:00,2021-09-10 09:00:00,35.57,70.93,21.74,9.55,23.11,5.25,2.25,0.84,0.0,0.0,,,0.0
2021-09-10 09:00:00,2021-09-10 10:00:00,20.8,67.81,21.72,9.59,23.11,5.58,2.02,0.86,0.0,0.0,,,0.0
2021-09-10 10:00:00,2021-09-10 11:00:00,13.8,59.1,21.73,9.54,23.07,5.41,1.92,0.88,0.0,0.0,,,0.0
2021-09-10 11:00:00,2021-09-10 12:00:00,6.91,21.39,21.8,9.56,23.15,5.55,2.16,0.88,0.0,0.0,,,0.0
2021-09-10 12:00:00,2021-09-10 13:00:00,4.05,38.3,21.8,9.59,23.2,5.8,1.48,0.88,0.0,0.0,,,0.0
2021-09-10 13:00:00,2021-09-10 14:00:00,5.97,50.91,21.73,9.66,23.2,5.5,2.32,0.87,0.0,0.0,,,0.0
2021-09-10 14:00:00,2021-09-10 15:00:00,4.91,46.95,21.63,9.57,23.0,5.13,1.96,0.84,0.0,0.0,,,0.0
2021-09-10 15:00:00,2021-09-10 16:00:00,2.11,45.18,21.67,9.64,23.09,5.55,2.15,0.83,0.0,0.0,,,0.0
2021-09-10 16:00:00,2021-09-10 17:00:00,5.97,52.92,21.67,9.56,23.03,5.51,1.91,0.84,0.0,0.0,,,0.0
2021-09-10 17:00:00,2021-09-10 18:00:00,4.97,50.32,21.72,9.58,23.11,5.45,2.14,0.85,0.0,0.0,,,0.0
2021-09-10 18:00:00,2021-09-10 19:00:00,4.14,64.13,21.77,9.6,23.18,5.58,2.45,0.89,0.0,0.0,,,0.0
2021-09-10 19:00:00,2021-09-10 20:00:00,9.03,68.82,21.79,9.55,23.15,5.57,2.01,0.92,0.0,0.0,,,0.0
2021-09-10 20:00:00,2021-09-10 21:00:00,10.17,62.1,21.72,9.7,23.24,5.44,2.18,0.93,0.0,0.0,,,0.0
2021-09-10 21:00:00,2021-09-10 22:00:00,15.62,65.77,21.73,9.64,23.18,5.42,2.17,0.91,0.0,0.0,,,0.0
2021-09-10 22:00:00,2021-09-10 23:00:00,3.0,55.81,21.74,9.6,23.15,5.64,2.34,0.89,0.0,0.0,,,0.0
2021-09-10 23:00:00,2021-09-11 00:00:00,3.0,47.88,21.7,9.62,23.12,5.51,2.18,0.85,0.0,0.0,,,0.0
2021-09-11 00:00:00,2021-09-11 01:00:00,2.94,42.42,21.81,9.49,23.09,5.54,2.55,0.82,0.0,0.0,,,0.0
2021-09-11 01:00:00,2021-09-11 02:00:00,0.97,18.16,21.67,9.6,23.08,5.54,2.42,0.79,0.0,0.0,,,0.0
2021-09-11 02:00:00,2021-09-11 03:00:00,0.11,24.82,21.57,9.57,22.95,5.38,1.99,0.74,0.0,0.0,,,0.0
2021-09-11 03:00:00,2021-09-11 04:00:00,1.46,18.32,21.51,9.64,22.97,5.2,2.19,0.72,0.0,0.0,,,0.0
2021-09-11 04:00:00,2021-09-11 05:00:00,17.0,32.07,21.53,9.7,23.04,5.39,1.72,0.72,0.0,0.0,,,0.0
2021-09-11 05:00:00,2021-09-11 06:00:00,17.2,35.32,21.57,9.61,22.97,5.42,2.18,0.73,0.0,0.0,,,0.0
2021-09-11 06:00:00,2021-09-11 07:00:00,24.09,49.09,21.59,9.45,22.83,5.05,2.07,0.76,0.0,0.0,,,0.0
2021-09-11 07:00:00,2021-09-11 08:00:00,27.29,53.33,21.47,9.62,22.89,5.0,2.09,0.79,0.0,0.0,,,0.0
2021-09-11 08:00:00,2021-09-11 09:00:00,36.31,65.36,21.66,9.58,23.05,5.38,2.01,0.8,0.0,0.0,,,0.0
2021-09-11 09:00:00,2021-09-11 10:00:00,12.83,37.74,21.68,9.56,23.04,5.5,2.19,0.79,0.0,0.0,,,0.0
2021-09-11 10:00:00,2021-09-11 11:00:00,6.8,26.86,21.66,9.54,23.0,5.37,2.39,0.77,0.0,0.0,,,0.0
2021-09-11 11:00:00,2021-09-11 12:00:00,0.22,21.14,21.65,9.61,23.05,5.38,1.92,0.74,0.0,0.0,,,0.0
2021-09-11 12:00:00,2021-09-11 13:00:00,1.97,26.91,21.53,9.57,22.93,5.36,2.09,0.72,0.0,0.0,,,0.0
2021-09-11 13:00:00,2021-09-11 14:00:00,0.97,23.05,21.57,9.6,22.98,5.63,2.2,0.7,0.0,0.0,,,0.0
2021-09-11 14:00:00,2021-09-11 15:00:00,,24.98,21.52,9.64,22.97,5.4,2.07,0.69,0.0,0.0,,,0.0
2021-09-11 15:00:00,2021-09-11 16:00:00,,24.18,21.43,9.73,22.98,5.23,2.12,0.68,0.0,0.0,,,0.0
2021-09-11 16:00:00,2021-09-11 17:00:00,1.03,32.07,21.51,9.7,23.01,5.34,2.28,0.7,0.0,0.0,,,0.0
2021-09-11 17:00:00,2021-09-11 18:00:00,8.97,34.66,21.5,9.62,22.93,5.22,2.05,0.72,0.0,0.0,,,0.0
2021-09-11 18:00:00,2021-09-11 19:00:00,7.94,20.07,21.57,9.59,22.96,5.18,2.35,0.75,0.0,0.0,,,0.0
2021-09-11 19:00:00,2021-09-11 20:00:00,6.0,23.02,21.52,9.66,23.0,5.16,2.13,0.76,0.0,0.0,,,0.0
2021-09-11 20:00:00,2021-09-11 21:00:00,5.97,24.27,21.54,9.62,22.96,5.42,2.03,0.78,0.0,0.0,,,0.0
2021-09-11 21:00:00,2021-09-11 22:00:00,4.94,35.98,21.55,9.66,23.03,5.14,2.13,0.78,0.0,0.0,,,0.0
2021-09-11 22:00:00,2021-09-11 23:00:00,2.94,34.95,21.63,9.52,22.94,5.23,2.08,0.76,0.0,0.0,,,0.0
2021-09-11 23:00:00,2021-09-12 00:00:00,1.0,32.67,21.62,9.54,22.96,5.51,2.13,0.74,0.0,0.0,,,0.0
