From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (),NO2 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (),CO2 (mg/m3),RF (mm)
2020-10-01 20:00:00,2020-10-01 21:00:00,29.02,124.88,3.81,14.0,17.81,1.03,21.99,,
2020-10-01 21:00:00,2020-10-01 22:00:00,,135.55,3.99,17.5,21.49,1.24,11.85,,
2020-10-01 22:00:00,2020-10-01 23:00:00,,145.76,5.3,24.55,29.85,1.4,7.64,,
2020-10-01 23:00:00,2020-10-02 00:00:00,,182.06,6.5,23.96,30.45,1.43,6.23,,
2020-10-02 00:00:00,2020-10-02 01:00:00,,227.44,16.68,29.86,46.52,1.73,6.19,,
2020-10-02 01:00:00,2020-10-02 02:00:00,,244.51,22.99,33.25,56.24,1.78,5.84,,
2020-10-02 02:00:00,2020-10-02 03:00:00,,215.55,15.91,24.97,40.88,1.49,5.5,,
2020-10-02 03:00:00,2020-10-02 04:00:00,,161.09,12.71,21.01,33.73,1.32,5.84,,
2020-10-02 04:00:00,2020-10-02 05:00:00,,162.64,8.68,18.56,27.25,1.17,6.02,,
2020-10-02 05:00:00,2020-10-02 06:00:00,,131.07,5.81,15.0,20.8,1.08,5.5,,
2020-10-02 06:00:00,2020-10-02 07:00:00,,134.82,10.65,14.28,24.92,1.09,5.77,,
2020-10-02 07:00:00,2020-10-02 08:00:00,,160.82,13.21,18.3,31.51,1.15,7.98,,
2020-10-02 08:00:00,2020-10-02 09:00:00,,161.65,6.52,18.76,25.28,1.01,36.06,,
2020-10-02 09:00:00,2020-10-02 10:00:00,,214.54,4.52,12.97,17.48,0.96,77.81,,
2020-10-02 10:00:00,2020-10-02 11:00:00,,180.95,4.18,10.28,14.45,0.87,93.08,,
2020-10-02 11:00:00,2020-10-02 12:00:00,,168.24,4.16,9.4,13.56,0.83,100.55,,
2020-10-02 12:00:00,2020-10-02 13:00:00,,146.52,4.08,7.77,11.85,0.72,99.46,,
2020-10-02 13:00:00,2020-10-02 14:00:00,,135.88,4.06,7.9,11.96,0.66,107.06,,
2020-10-02 14:00:00,2020-10-02 15:00:00,,125.31,4.11,7.44,11.55,0.59,98.8,,
2020-10-02 15:00:00,2020-10-02 16:00:00,,104.1,4.07,7.31,11.39,0.6,110.11,,
2020-10-02 16:00:00,2020-10-02 17:00:00,,135.46,4.15,7.63,11.79,0.67,119.6,,
2020-10-02 17:00:00,2020-10-02 18:00:00,,153.79,4.35,8.95,13.3,0.78,112.38,,
2020-10-02 18:00:00,2020-10-02 19:00:00,,150.82,3.84,9.62,13.46,0.85,72.73,,
2020-10-02 19:00:00,2020-10-02 20:00:00,,154.34,3.75,11.73,15.48,0.97,44.27,,
2020-10-02 20:00:00,2020-10-02 21:00:00,,174.4,3.74,14.55,18.29,1.2,29.34,,
2020-10-02 21:00:00,2020-10-02 22:00:00,,194.44,3.89,17.72,21.61,1.38,16.55,,
2020-10-02 22:00:00,2020-10-02 23:00:00,,210.65,4.05,19.96,24.01,1.53,12.43,,
2020-10-02 23:00:00,2020-10-03 00:00:00,,192.87,4.08,17.53,21.61,1.44,13.45,,
2020-10-03 00:00:00,2020-10-03 01:00:00,,160.24,4.23,15.21,19.44,1.42,9.25,,
2020-10-03 01:00:00,2020-10-03 02:00:00,,175.98,4.49,15.42,19.91,1.4,7.15,,
2020-10-03 02:00:00,2020-10-03 03:00:00,,167.46,4.82,13.54,18.36,1.33,6.91,,
2020-10-03 03:00:00,2020-10-03 04:00:00,,149.55,4.74,10.39,15.13,1.32,6.47,,
2020-10-03 04:00:00,2020-10-03 05:00:00,,148.01,4.65,8.82,13.48,1.23,6.27,,
2020-10-03 05:00:00,2020-10-03 06:00:00,,137.66,4.81,8.13,12.93,1.2,5.73,,
2020-10-03 06:00:00,2020-10-03 07:00:00,,137.81,8.82,10.27,19.08,1.24,6.25,,
2020-10-03 07:00:00,2020-10-03 08:00:00,,153.0,15.22,16.13,31.32,1.32,8.13,,
2020-10-03 08:00:00,2020-10-03 09:00:00,,268.43,15.76,38.5,54.29,1.5,22.71,,
2020-10-03 09:00:00,2020-10-03 10:00:00,,265.92,6.31,27.49,33.8,1.26,72.76,,
2020-10-03 10:00:00,2020-10-03 11:00:00,,208.84,4.46,15.61,20.07,1.0,120.63,,
2020-10-03 11:00:00,2020-10-03 12:00:00,,201.27,4.27,13.29,17.56,0.91,140.04,,
2020-10-03 12:00:00,2020-10-03 13:00:00,115.51,165.76,4.5,8.89,13.39,0.7,128.85,,
2020-10-03 13:00:00,2020-10-03 14:00:00,110.58,122.23,4.17,8.72,12.9,0.7,137.59,,
2020-10-03 14:00:00,2020-10-03 15:00:00,79.25,132.43,4.1,8.42,12.51,0.7,138.19,,
2020-10-03 15:00:00,2020-10-03 16:00:00,61.53,121.16,4.05,8.17,12.23,0.69,134.83,,
2020-10-03 16:00:00,2020-10-03 17:00:00,52.56,114.99,4.01,8.48,12.49,0.67,120.42,,
2020-10-03 17:00:00,2020-10-03 18:00:00,44.22,110.17,4.0,10.64,14.65,0.67,99.59,,
2020-10-03 18:00:00,2020-10-03 19:00:00,43.65,128.66,3.88,13.23,17.11,0.76,65.8,,
2020-10-03 19:00:00,2020-10-03 20:00:00,49.65,136.38,3.82,15.93,19.75,0.93,39.36,,
2020-10-03 20:00:00,2020-10-03 21:00:00,58.89,176.78,3.96,22.79,26.75,1.15,21.23,,
2020-10-03 21:00:00,2020-10-03 22:00:00,76.19,191.92,4.27,30.08,34.35,1.5,12.06,,
2020-10-03 22:00:00,2020-10-03 23:00:00,74.63,206.28,4.64,34.2,38.84,1.66,8.82,,
2020-10-03 23:00:00,2020-10-04 00:00:00,78.74,171.3,4.86,27.85,32.71,1.66,7.87,,
2020-10-04 00:00:00,2020-10-04 01:00:00,71.84,160.62,4.79,24.28,29.06,1.6,8.16,,
2020-10-04 01:00:00,2020-10-04 02:00:00,70.28,156.07,5.49,24.46,29.94,1.63,7.79,,
2020-10-04 02:00:00,2020-10-04 03:00:00,72.56,160.47,15.77,25.6,41.35,1.62,6.69,,
2020-10-04 03:00:00,2020-10-04 04:00:00,72.61,164.25,12.73,27.58,40.33,1.37,7.03,,
2020-10-04 04:00:00,2020-10-04 05:00:00,73.85,181.21,8.32,24.34,32.66,1.28,6.66,,
2020-10-04 05:00:00,2020-10-04 06:00:00,77.82,170.56,8.11,16.33,24.43,1.2,6.3,,
2020-10-04 06:00:00,2020-10-04 07:00:00,72.08,138.64,7.18,13.85,21.03,1.14,6.49,,
2020-10-04 07:00:00,2020-10-04 08:00:00,63.4,126.82,8.36,13.12,21.48,1.14,9.0,,
2020-10-04 08:00:00,2020-10-04 09:00:00,75.08,171.21,8.14,28.49,36.63,1.36,37.43,,
2020-10-04 09:00:00,2020-10-04 10:00:00,89.15,226.59,5.16,21.06,26.22,1.07,89.47,,
2020-10-04 10:00:00,2020-10-04 11:00:00,63.61,175.96,4.55,14.94,19.5,0.87,113.33,,
2020-10-04 11:00:00,2020-10-04 12:00:00,54.66,161.52,4.36,11.95,16.31,0.77,123.66,,
2020-10-04 12:00:00,2020-10-04 13:00:00,38.48,102.61,16.62,12.04,28.58,0.8,136.39,,
2020-10-04 13:00:00,2020-10-04 14:00:00,,,4.6,11.8,16.41,0.76,133.04,,
2020-10-04 14:00:00,2020-10-04 15:00:00,,,9.62,13.45,23.1,0.71,124.53,,
2020-10-04 15:00:00,2020-10-04 16:00:00,,,,,,,,,
2020-10-04 16:00:00,2020-10-04 17:00:00,,,,,,,,,
2020-10-04 17:00:00,2020-10-04 18:00:00,,,346.79,90.23,199.18,1.76,90.07,,
2020-10-04 18:00:00,2020-10-04 19:00:00,,,12.13,13.38,25.6,1.31,89.55,,
2020-10-04 19:00:00,2020-10-04 20:00:00,,16.37,3.61,15.72,19.33,1.36,51.74,,
2020-10-04 20:00:00,2020-10-04 21:00:00,,91.84,3.59,18.62,22.21,1.41,35.89,,
2020-10-04 21:00:00,2020-10-04 22:00:00,20.54,113.39,3.62,20.97,24.58,1.44,30.44,,
2020-10-04 22:00:00,2020-10-04 23:00:00,4.98,101.01,3.56,17.97,21.53,1.32,30.33,,
2020-10-04 23:00:00,2020-10-05 00:00:00,29.68,110.81,3.62,20.27,23.89,1.28,21.14,,
2020-10-05 00:00:00,2020-10-05 01:00:00,60.64,108.42,3.65,17.74,21.38,1.24,11.95,,
2020-10-05 01:00:00,2020-10-05 02:00:00,27.13,120.5,3.83,15.12,18.95,1.19,11.12,,
2020-10-05 02:00:00,2020-10-05 03:00:00,41.17,111.53,3.85,15.09,18.94,1.23,10.22,,
2020-10-05 03:00:00,2020-10-05 04:00:00,63.14,153.62,4.04,14.78,18.82,1.25,7.93,,
2020-10-05 04:00:00,2020-10-05 05:00:00,66.99,153.92,4.61,13.8,18.41,1.25,6.52,,
2020-10-05 05:00:00,2020-10-05 06:00:00,73.36,162.6,5.01,18.49,23.5,1.23,7.23,,
2020-10-05 06:00:00,2020-10-05 07:00:00,62.05,147.21,4.28,17.35,21.63,1.2,9.69,,
2020-10-05 07:00:00,2020-10-05 08:00:00,69.58,146.86,7.04,19.18,26.22,1.28,11.24,,
2020-10-05 08:00:00,2020-10-05 09:00:00,69.4,154.77,6.43,23.48,29.91,1.26,41.71,,
2020-10-05 09:00:00,2020-10-05 10:00:00,71.81,216.03,5.01,22.98,27.99,1.28,84.98,,
2020-10-05 10:00:00,2020-10-05 11:00:00,94.04,252.85,4.63,20.58,25.22,1.28,117.39,,
2020-10-05 11:00:00,2020-10-05 12:00:00,83.62,216.63,4.24,15.22,19.46,1.13,143.12,,
2020-10-05 12:00:00,2020-10-05 13:00:00,73.87,179.86,4.65,9.38,14.03,0.89,129.44,,
2020-10-05 13:00:00,2020-10-05 14:00:00,45.02,128.52,4.04,8.38,12.42,0.81,123.76,,
2020-10-05 14:00:00,2020-10-05 15:00:00,37.22,122.42,4.08,7.88,11.97,0.79,119.85,,
2020-10-05 15:00:00,2020-10-05 16:00:00,29.61,121.85,3.95,7.66,11.61,0.78,115.93,,
2020-10-05 16:00:00,2020-10-05 17:00:00,27.19,127.06,3.94,7.74,11.68,0.78,114.04,,
2020-10-05 17:00:00,2020-10-05 18:00:00,28.33,118.9,3.88,9.1,12.98,0.78,108.64,,
2020-10-05 18:00:00,2020-10-05 19:00:00,25.97,123.7,3.88,13.44,17.32,0.85,79.06,,
2020-10-05 19:00:00,2020-10-05 20:00:00,33.05,141.92,3.8,23.52,27.33,1.15,40.23,,
2020-10-05 20:00:00,2020-10-05 21:00:00,54.03,176.88,3.83,23.49,27.32,1.35,26.57,,
2020-10-05 21:00:00,2020-10-05 22:00:00,57.54,159.11,3.83,25.14,28.97,1.42,21.08,,
2020-10-05 22:00:00,2020-10-05 23:00:00,63.87,161.25,3.96,24.21,28.17,1.35,15.64,,
2020-10-05 23:00:00,2020-10-06 00:00:00,59.65,152.47,3.82,21.03,24.84,1.32,14.88,,
2020-10-06 00:00:00,2020-10-06 01:00:00,62.58,145.02,3.99,23.52,27.51,1.31,12.35,,
2020-10-06 01:00:00,2020-10-06 02:00:00,68.93,152.02,4.26,21.8,26.05,1.35,11.17,,
2020-10-06 02:00:00,2020-10-06 03:00:00,67.4,159.88,4.68,20.72,25.39,1.32,8.95,,
2020-10-06 03:00:00,2020-10-06 04:00:00,70.33,160.38,5.61,20.19,25.8,1.38,6.5,,
2020-10-06 04:00:00,2020-10-06 05:00:00,73.46,163.73,9.62,18.96,28.57,1.4,5.88,,
2020-10-06 05:00:00,2020-10-06 06:00:00,75.66,173.72,10.83,19.82,30.64,1.34,7.6,,
2020-10-06 06:00:00,2020-10-06 07:00:00,73.52,169.13,13.4,18.94,32.35,1.3,6.64,,
2020-10-06 07:00:00,2020-10-06 08:00:00,73.17,137.69,18.79,20.05,38.81,1.37,7.86,,
2020-10-06 08:00:00,2020-10-06 09:00:00,77.19,204.96,15.04,37.82,52.9,1.42,28.48,,
2020-10-06 09:00:00,2020-10-06 10:00:00,74.64,212.07,5.38,21.2,26.58,1.15,75.02,,
2020-10-06 10:00:00,2020-10-06 11:00:00,75.5,226.31,4.71,19.8,24.51,1.18,113.98,,
2020-10-06 11:00:00,2020-10-06 12:00:00,91.32,225.42,4.36,17.2,21.56,1.16,142.05,,
2020-10-06 12:00:00,2020-10-06 13:00:00,68.39,220.97,4.22,12.11,16.34,1.0,140.89,,
2020-10-06 13:00:00,2020-10-06 14:00:00,54.09,164.68,4.15,10.48,14.63,0.92,139.48,,
2020-10-06 14:00:00,2020-10-06 15:00:00,45.31,140.16,3.99,8.25,12.24,0.83,118.09,,
2020-10-06 15:00:00,2020-10-06 16:00:00,34.79,117.77,3.95,7.59,11.54,0.78,105.62,,
2020-10-06 16:00:00,2020-10-06 17:00:00,42.81,135.62,4.06,8.97,13.04,0.77,105.29,,
2020-10-06 17:00:00,2020-10-06 18:00:00,39.62,178.95,3.94,10.14,14.08,0.83,99.73,,
2020-10-06 18:00:00,2020-10-06 19:00:00,33.73,130.94,3.64,13.0,16.64,0.94,70.02,,
2020-10-06 19:00:00,2020-10-06 20:00:00,36.98,125.43,247.54,45.34,181.01,1.76,43.28,,
2020-10-06 20:00:00,2020-10-06 21:00:00,,,6.51,26.24,32.78,1.63,22.51,,
2020-10-06 21:00:00,2020-10-06 22:00:00,,,4.37,30.5,34.87,1.87,14.48,,
2020-10-06 22:00:00,2020-10-06 23:00:00,4.11,46.65,4.97,28.15,33.12,2.11,6.94,,
2020-10-06 23:00:00,2020-10-07 00:00:00,7.11,116.06,10.35,31.31,41.65,2.34,6.93,,
2020-10-07 00:00:00,2020-10-07 01:00:00,15.7,108.51,9.21,29.7,38.91,2.25,6.51,,
2020-10-07 01:00:00,2020-10-07 02:00:00,30.31,130.35,15.33,26.24,41.55,2.42,6.6,,
2020-10-07 02:00:00,2020-10-07 03:00:00,41.18,129.74,19.71,26.24,45.95,2.38,6.77,,
2020-10-07 03:00:00,2020-10-07 04:00:00,43.44,135.19,17.14,24.4,41.54,2.19,6.91,,
2020-10-07 04:00:00,2020-10-07 05:00:00,64.89,141.52,16.52,23.78,40.29,1.97,6.62,,
2020-10-07 05:00:00,2020-10-07 06:00:00,52.86,158.37,28.21,20.58,48.78,1.92,6.39,,
2020-10-07 06:00:00,2020-10-07 07:00:00,66.3,163.31,33.37,19.41,52.79,1.83,6.76,,
2020-10-07 07:00:00,2020-10-07 08:00:00,69.03,154.47,30.66,25.51,56.16,1.8,8.16,,
2020-10-07 08:00:00,2020-10-07 09:00:00,89.84,232.87,21.66,49.19,70.89,1.78,23.34,,
2020-10-07 09:00:00,2020-10-07 10:00:00,102.23,285.24,7.15,37.08,44.23,1.42,75.26,,
2020-10-07 10:00:00,2020-10-07 11:00:00,84.31,255.14,4.73,21.74,26.48,1.14,124.79,,
2020-10-07 11:00:00,2020-10-07 12:00:00,63.34,199.81,4.62,19.35,23.97,1.03,140.86,,
2020-10-07 12:00:00,2020-10-07 13:00:00,61.17,193.64,4.36,15.5,19.86,0.95,162.33,,
2020-10-07 13:00:00,2020-10-07 14:00:00,64.19,176.39,4.2,11.24,15.44,0.84,152.41,,
2020-10-07 14:00:00,2020-10-07 15:00:00,40.91,153.91,4.1,8.68,12.78,0.75,133.52,,
2020-10-07 15:00:00,2020-10-07 16:00:00,2.88,134.65,4.14,8.0,12.14,0.72,126.03,,
2020-10-07 16:00:00,2020-10-07 17:00:00,,107.13,4.09,7.49,11.59,0.67,103.62,,
2020-10-07 17:00:00,2020-10-07 18:00:00,10.92,100.32,3.88,8.45,12.33,0.7,96.96,,
2020-10-07 18:00:00,2020-10-07 19:00:00,23.05,133.46,3.88,11.46,15.34,0.83,75.4,,
2020-10-07 19:00:00,2020-10-07 20:00:00,28.12,147.95,3.86,16.0,19.86,1.01,50.95,,
2020-10-07 20:00:00,2020-10-07 21:00:00,36.61,184.18,3.89,25.81,29.7,1.47,30.38,,
2020-10-07 21:00:00,2020-10-07 22:00:00,75.47,232.76,4.02,33.14,37.15,1.67,19.42,,
2020-10-07 22:00:00,2020-10-07 23:00:00,80.18,195.77,4.14,29.77,33.91,1.66,14.57,,
2020-10-07 23:00:00,2020-10-08 00:00:00,80.52,175.63,4.16,25.56,29.72,1.59,11.87,,
2020-10-08 00:00:00,2020-10-08 01:00:00,71.73,173.36,4.17,21.05,25.22,1.48,10.24,,
2020-10-08 01:00:00,2020-10-08 02:00:00,65.58,170.11,4.33,19.95,24.28,1.41,9.64,,
2020-10-08 02:00:00,2020-10-08 03:00:00,64.51,134.74,4.94,18.17,23.11,1.38,6.91,,
2020-10-08 03:00:00,2020-10-08 04:00:00,63.15,131.31,5.36,16.42,21.78,1.36,6.57,,
2020-10-08 04:00:00,2020-10-08 05:00:00,62.92,126.59,5.09,11.91,17.0,1.2,6.95,,
2020-10-08 05:00:00,2020-10-08 06:00:00,59.1,118.25,4.79,11.07,15.86,1.09,6.39,,
2020-10-08 06:00:00,2020-10-08 07:00:00,60.85,118.35,5.99,12.98,18.96,1.13,6.68,,
2020-10-08 07:00:00,2020-10-08 08:00:00,74.74,174.66,14.04,15.79,29.83,1.21,8.08,,
2020-10-08 08:00:00,2020-10-08 09:00:00,75.17,194.36,21.18,38.01,59.2,1.39,16.99,,
2020-10-08 09:00:00,2020-10-08 10:00:00,106.34,288.76,8.47,43.72,52.2,1.54,67.2,,
2020-10-08 10:00:00,2020-10-08 11:00:00,107.75,315.88,5.6,37.89,43.49,1.48,134.74,,
2020-10-08 11:00:00,2020-10-08 12:00:00,93.82,280.77,4.4,19.15,23.55,1.17,167.99,,
2020-10-08 12:00:00,2020-10-08 13:00:00,92.23,231.38,4.38,13.56,17.94,0.94,161.1,,
2020-10-08 13:00:00,2020-10-08 14:00:00,64.79,178.5,4.26,10.11,14.37,0.81,138.6,,
2020-10-08 14:00:00,2020-10-08 15:00:00,50.75,141.26,4.11,9.43,13.54,0.84,147.57,,
2020-10-08 15:00:00,2020-10-08 16:00:00,52.68,135.3,4.07,7.88,11.95,0.75,127.08,,
2020-10-08 16:00:00,2020-10-08 17:00:00,40.47,116.64,4.09,9.83,13.92,0.82,123.39,,
2020-10-08 17:00:00,2020-10-08 18:00:00,52.96,153.95,3.94,11.73,15.67,1.03,115.19,,
2020-10-08 18:00:00,2020-10-08 19:00:00,51.05,145.64,3.88,17.2,21.07,1.03,73.22,,
2020-10-08 19:00:00,2020-10-08 20:00:00,48.88,154.97,3.92,20.26,24.18,1.16,43.64,,
2020-10-08 20:00:00,2020-10-08 21:00:00,60.42,179.92,3.96,25.41,29.37,1.48,30.68,,
2020-10-08 21:00:00,2020-10-08 22:00:00,65.51,184.86,3.99,28.28,32.27,1.58,22.9,,
2020-10-08 22:00:00,2020-10-08 23:00:00,70.91,190.53,4.05,29.03,33.08,1.62,15.91,,
2020-10-08 23:00:00,2020-10-09 00:00:00,71.63,181.91,4.02,25.62,29.63,1.49,18.07,,
2020-10-09 00:00:00,2020-10-09 01:00:00,72.26,160.88,4.16,22.52,26.68,1.48,11.87,,
2020-10-09 01:00:00,2020-10-09 02:00:00,69.65,150.09,4.27,20.15,24.42,1.48,8.97,,
2020-10-09 02:00:00,2020-10-09 03:00:00,64.5,145.4,4.44,16.74,21.18,1.43,8.09,,
2020-10-09 03:00:00,2020-10-09 04:00:00,60.78,140.39,4.74,17.15,21.89,1.36,7.43,,
2020-10-09 04:00:00,2020-10-09 05:00:00,65.9,135.44,5.97,17.38,23.35,1.32,6.54,,
2020-10-09 05:00:00,2020-10-09 06:00:00,61.54,124.29,8.67,15.34,24.01,1.26,6.49,,
2020-10-09 06:00:00,2020-10-09 07:00:00,69.0,161.71,16.35,16.73,33.08,1.29,6.6,,
2020-10-09 07:00:00,2020-10-09 08:00:00,73.35,147.34,17.71,16.14,33.85,1.29,8.25,,
2020-10-09 08:00:00,2020-10-09 09:00:00,78.12,187.78,27.43,44.62,72.06,1.49,12.58,,
2020-10-09 09:00:00,2020-10-09 10:00:00,99.65,268.43,15.65,46.17,61.79,1.54,40.86,,
2020-10-09 10:00:00,2020-10-09 11:00:00,75.05,226.87,5.21,23.49,28.7,1.19,106.91,,
2020-10-09 11:00:00,2020-10-09 12:00:00,80.42,226.81,4.34,13.33,17.67,1.12,134.74,,
2020-10-09 12:00:00,2020-10-09 13:00:00,80.45,198.22,4.17,9.2,13.37,1.07,146.97,,
2020-10-09 13:00:00,2020-10-09 14:00:00,89.32,200.77,4.17,10.02,14.19,1.07,165.77,,
2020-10-09 14:00:00,2020-10-09 15:00:00,80.4,195.72,4.17,12.82,16.99,1.11,185.13,,
2020-10-09 15:00:00,2020-10-09 16:00:00,68.56,173.77,4.16,11.58,15.75,1.03,175.92,,
2020-10-09 16:00:00,2020-10-09 17:00:00,62.39,173.63,4.03,11.38,15.41,0.95,144.92,,
2020-10-09 17:00:00,2020-10-09 18:00:00,54.88,147.01,3.93,11.69,15.62,0.95,123.18,,
2020-10-09 18:00:00,2020-10-09 19:00:00,54.31,146.16,3.91,15.35,19.26,1.03,80.17,,
2020-10-09 19:00:00,2020-10-09 20:00:00,59.67,168.05,3.92,20.45,24.37,1.25,49.2,,
2020-10-09 20:00:00,2020-10-09 21:00:00,63.24,174.72,3.86,25.34,29.2,1.39,28.29,,
2020-10-09 21:00:00,2020-10-09 22:00:00,64.58,183.14,3.99,27.89,31.88,1.52,39.07,,
2020-10-09 22:00:00,2020-10-09 23:00:00,72.46,190.07,4.02,22.42,26.44,1.41,36.34,,
2020-10-09 23:00:00,2020-10-10 00:00:00,72.25,164.1,3.99,20.71,24.7,1.4,24.36,,
2020-10-10 00:00:00,2020-10-10 01:00:00,66.09,153.92,4.02,18.55,22.57,1.4,15.85,,
2020-10-10 01:00:00,2020-10-10 02:00:00,69.96,153.01,4.11,17.45,21.55,1.42,11.87,,
2020-10-10 02:00:00,2020-10-10 03:00:00,64.67,138.34,4.12,16.04,20.16,1.38,9.96,,
2020-10-10 03:00:00,2020-10-10 04:00:00,66.7,139.34,4.5,19.17,23.67,1.37,7.94,,
2020-10-10 04:00:00,2020-10-10 05:00:00,67.3,138.56,5.08,17.71,22.78,1.38,6.89,,
2020-10-10 05:00:00,2020-10-10 06:00:00,62.02,127.77,7.04,16.55,23.64,1.37,6.93,,
2020-10-10 06:00:00,2020-10-10 07:00:00,71.0,140.6,25.78,19.55,45.34,1.49,6.87,,
2020-10-10 07:00:00,2020-10-10 08:00:00,72.62,147.74,28.99,19.32,48.38,1.5,7.75,,
2020-10-10 08:00:00,2020-10-10 09:00:00,88.15,197.27,22.01,48.78,70.77,1.74,20.98,,
2020-10-10 09:00:00,2020-10-10 10:00:00,103.24,261.07,9.24,41.77,50.94,1.64,56.31,,
2020-10-10 10:00:00,2020-10-10 11:00:00,85.71,221.03,4.75,19.59,24.31,1.24,115.73,,
2020-10-10 11:00:00,2020-10-10 12:00:00,78.21,216.73,4.38,18.06,22.43,1.23,156.51,,
2020-10-10 12:00:00,2020-10-10 13:00:00,79.53,190.21,4.31,13.17,17.48,1.09,148.41,,
2020-10-10 13:00:00,2020-10-10 14:00:00,72.79,180.06,4.21,11.7,15.91,1.08,149.72,,
2020-10-10 14:00:00,2020-10-10 15:00:00,73.76,173.1,4.14,9.46,13.59,1.02,141.7,,
2020-10-10 15:00:00,2020-10-10 16:00:00,57.19,141.62,4.06,8.84,12.91,0.99,142.34,,
2020-10-10 16:00:00,2020-10-10 17:00:00,60.66,150.46,4.18,11.83,16.01,1.05,141.47,,
2020-10-10 17:00:00,2020-10-10 18:00:00,63.16,157.62,4.01,12.43,16.45,1.06,115.56,,
2020-10-10 18:00:00,2020-10-10 19:00:00,61.67,163.65,3.92,17.04,20.97,1.18,74.37,,
2020-10-10 19:00:00,2020-10-10 20:00:00,66.67,174.34,3.96,20.1,24.06,1.32,50.06,,
2020-10-10 20:00:00,2020-10-10 21:00:00,66.54,171.8,3.88,20.69,24.58,1.41,47.78,,
2020-10-10 21:00:00,2020-10-10 22:00:00,72.09,189.69,3.99,26.96,30.96,1.59,40.64,,
2020-10-10 22:00:00,2020-10-10 23:00:00,86.26,215.44,4.02,30.6,34.62,1.6,23.86,,
2020-10-10 23:00:00,2020-10-11 00:00:00,89.88,213.57,3.92,28.65,32.58,1.55,22.51,,
2020-10-11 00:00:00,2020-10-11 01:00:00,90.59,220.51,4.06,24.86,28.92,1.51,14.35,,
2020-10-11 01:00:00,2020-10-11 02:00:00,83.31,190.28,4.26,23.06,27.32,1.51,9.78,,
2020-10-11 02:00:00,2020-10-11 03:00:00,78.56,183.21,4.76,19.46,24.23,1.51,7.54,,
2020-10-11 03:00:00,2020-10-11 04:00:00,81.73,169.31,5.36,18.9,24.25,1.53,6.89,,
2020-10-11 04:00:00,2020-10-11 05:00:00,78.37,178.93,6.49,18.53,25.02,1.53,6.08,,
2020-10-11 05:00:00,2020-10-11 06:00:00,77.55,166.43,6.42,19.03,25.45,1.46,6.7,,
2020-10-11 06:00:00,2020-10-11 07:00:00,78.21,175.13,5.38,16.6,21.98,1.4,6.88,,
2020-10-11 07:00:00,2020-10-11 08:00:00,77.06,188.75,7.96,18.78,26.73,1.47,9.76,,
2020-10-11 08:00:00,2020-10-11 09:00:00,75.11,196.83,8.53,29.23,37.76,1.59,25.51,,
2020-10-11 09:00:00,2020-10-11 10:00:00,80.68,216.19,5.74,23.21,28.95,1.37,59.64,,
2020-10-11 10:00:00,2020-10-11 11:00:00,81.58,222.5,5.05,20.31,25.37,1.34,95.47,,
2020-10-11 11:00:00,2020-10-11 12:00:00,90.12,213.45,4.71,17.4,22.11,1.29,126.93,,
2020-10-11 12:00:00,2020-10-11 13:00:00,85.63,212.68,4.5,15.74,20.24,1.24,145.28,,
2020-10-11 13:00:00,2020-10-11 14:00:00,82.72,216.94,4.46,15.35,19.81,1.12,142.9,,
2020-10-11 14:00:00,2020-10-11 15:00:00,75.31,191.64,4.48,14.58,19.06,1.04,131.66,,
2020-10-11 15:00:00,2020-10-11 16:00:00,49.78,138.25,4.16,12.18,16.34,0.99,126.93,,
2020-10-11 16:00:00,2020-10-11 17:00:00,64.98,178.05,4.16,10.63,14.79,0.95,124.73,,
2020-10-11 17:00:00,2020-10-11 18:00:00,50.81,137.02,4.07,10.34,14.41,1.0,110.95,,
2020-10-11 18:00:00,2020-10-11 19:00:00,48.53,130.55,4.02,15.15,19.17,1.13,73.87,,
2020-10-11 19:00:00,2020-10-11 20:00:00,50.62,150.81,4.01,20.73,24.74,1.3,50.62,,
2020-10-11 20:00:00,2020-10-11 21:00:00,66.69,174.53,4.0,25.08,29.08,1.46,34.52,,
2020-10-11 21:00:00,2020-10-11 22:00:00,74.57,176.87,4.03,24.7,28.73,1.43,23.11,,
2020-10-11 22:00:00,2020-10-11 23:00:00,71.98,200.28,4.06,27.66,31.71,1.58,20.39,,
2020-10-11 23:00:00,2020-10-12 00:00:00,81.3,200.26,4.19,26.27,30.46,1.68,11.93,,
2020-10-12 00:00:00,2020-10-12 01:00:00,76.46,186.86,4.29,23.36,27.65,1.64,10.13,,
2020-10-12 01:00:00,2020-10-12 02:00:00,77.24,189.88,4.33,19.94,24.27,1.68,10.16,,
2020-10-12 02:00:00,2020-10-12 03:00:00,81.66,172.16,4.35,16.06,20.42,1.65,8.45,,
2020-10-12 03:00:00,2020-10-12 04:00:00,81.13,160.9,4.75,17.39,22.14,1.64,7.14,,
2020-10-12 04:00:00,2020-10-12 05:00:00,75.43,156.11,5.27,17.3,22.57,1.64,6.81,,
2020-10-12 05:00:00,2020-10-12 06:00:00,79.67,165.78,10.21,20.48,30.68,1.7,6.35,,
2020-10-12 06:00:00,2020-10-12 07:00:00,80.47,162.12,21.53,20.15,41.67,1.72,6.55,,
2020-10-12 07:00:00,2020-10-12 08:00:00,76.98,151.08,22.4,19.69,42.09,1.69,7.83,,
