From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2023-01-09 15:00:00,2023-01-09 16:00:00,97.25,181.0,4.05,42.77,26.05,51.18,30.02,1.78,96.33,1.98,8.68,3.7,0.25,40.75,1.07,140.75,97.25,23.35,0.0,1.8
2023-01-09 16:00:00,2023-01-09 17:00:00,120.75,211.75,4.08,68.52,39.72,48.73,33.8,2.31,75.4,2.38,9.35,4.9,0.35,45.5,0.93,163.5,41.5,22.88,0.0,2.65
2023-01-09 17:00:00,2023-01-09 18:00:00,159.75,276.5,16.98,124.7,80.12,56.0,32.52,3.53,21.5,4.25,17.48,8.3,0.8,59.25,0.7,159.75,14.25,21.85,0.0,4.92
2023-01-09 18:00:00,2023-01-09 19:00:00,225.75,346.0,14.85,101.07,65.82,63.88,24.02,3.47,5.95,4.75,18.82,13.15,1.02,69.0,0.53,186.0,12.0,21.05,0.0,6.3
2023-01-09 19:00:00,2023-01-09 20:00:00,279.0,374.75,7.8,83.0,50.5,69.48,21.05,2.66,9.93,5.0,16.58,10.25,0.9,73.5,0.38,213.5,12.0,20.73,0.0,5.5
2023-01-09 20:00:00,2023-01-09 21:00:00,312.0,389.25,12.9,75.83,50.85,67.97,20.57,2.99,11.53,4.97,12.03,6.4,0.62,76.5,0.38,282.75,12.0,20.25,0.0,4.2
2023-01-09 21:00:00,2023-01-09 22:00:00,370.75,436.25,27.45,77.47,63.52,72.92,29.25,3.56,1.57,7.02,17.1,8.38,0.8,78.25,0.43,307.0,12.0,19.75,0.0,4.7
2023-01-09 22:00:00,2023-01-09 23:00:00,477.25,560.25,10.22,63.3,41.98,59.52,20.4,2.47,1.68,6.55,16.38,4.07,0.95,79.25,0.38,309.25,12.0,19.45,0.0,3.7
2023-01-09 23:00:00,2023-01-10 00:00:00,345.25,416.75,2.6,48.3,27.83,56.28,25.17,1.59,12.3,5.1,12.05,4.1,0.52,77.5,0.47,294.0,12.0,19.28,0.0,2.48
2023-01-10 00:00:00,2023-01-10 01:00:00,266.0,340.25,4.38,55.08,32.85,52.73,27.15,1.19,4.93,4.12,9.08,2.9,0.25,76.5,0.4,319.25,12.0,19.08,0.0,1.35
2023-01-10 01:00:00,2023-01-10 02:00:00,231.5,313.25,3.45,49.5,29.15,51.0,28.03,0.99,7.57,3.55,7.15,1.67,0.18,78.0,0.5,245.5,12.0,18.9,0.0,0.9
2023-01-10 02:00:00,2023-01-10 03:00:00,203.5,293.5,3.0,45.95,26.88,51.17,25.3,1.0,4.15,3.55,6.6,1.3,0.12,78.5,0.45,320.5,12.0,18.88,0.0,0.78
2023-01-10 03:00:00,2023-01-10 04:00:00,193.0,284.75,2.27,41.77,24.05,51.35,24.8,0.88,6.03,3.6,6.05,1.25,0.12,80.75,0.45,311.75,12.0,18.62,0.0,0.7
2023-01-10 04:00:00,2023-01-10 05:00:00,203.0,255.0,2.55,37.35,21.95,56.75,23.55,0.85,5.78,3.27,6.2,1.3,0.1,82.75,0.5,324.25,12.0,18.28,0.0,0.7
2023-01-10 05:00:00,2023-01-10 06:00:00,194.0,250.75,3.15,39.05,23.33,58.95,25.1,0.97,4.28,3.0,5.55,1.05,0.1,84.0,0.45,317.75,12.0,18.12,0.0,0.53
2023-01-10 06:00:00,2023-01-10 07:00:00,206.0,276.75,3.9,37.42,23.1,58.88,22.6,1.05,2.28,3.2,5.83,1.27,0.1,83.25,0.42,311.0,12.5,18.1,0.0,0.67
2023-01-10 07:00:00,2023-01-10 08:00:00,217.75,304.25,5.78,38.07,24.95,60.65,21.18,1.14,10.6,3.13,5.9,1.23,0.1,82.5,0.47,315.75,29.5,18.15,0.0,0.77
2023-01-10 08:00:00,2023-01-10 09:00:00,265.25,346.75,14.35,69.17,48.48,71.82,30.42,2.06,15.45,4.12,6.97,2.52,0.23,73.5,0.28,273.5,81.25,19.48,0.0,1.3
2023-01-10 09:00:00,2023-01-10 10:00:00,385.5,483.25,11.62,87.5,55.98,78.55,38.3,2.29,55.67,5.53,10.2,3.77,0.38,60.5,0.38,153.0,145.5,21.42,0.0,2.9
2023-01-10 10:00:00,2023-01-10 11:00:00,383.0,485.0,6.65,62.67,38.75,69.9,35.05,1.61,104.0,4.55,12.58,6.13,0.47,45.75,0.43,154.75,205.5,22.73,0.0,3.48
2023-01-10 11:00:00,2023-01-10 12:00:00,266.0,376.75,3.7,47.65,28.4,57.73,25.1,1.39,125.05,2.38,14.88,3.48,0.32,41.0,0.6,108.0,236.75,23.58,0.0,2.5
2023-01-10 12:00:00,2023-01-10 13:00:00,166.25,288.5,3.37,49.0,28.83,57.9,26.23,1.41,134.5,2.35,16.4,3.0,0.3,44.75,0.95,112.0,233.0,23.88,0.0,2.3
2023-01-10 13:00:00,2023-01-10 14:00:00,176.75,311.5,2.82,35.72,21.33,56.72,24.8,1.03,127.35,2.1,13.65,2.42,0.22,43.0,1.15,88.5,209.5,24.45,0.0,1.42
2023-01-10 14:00:00,2023-01-10 15:00:00,139.25,248.0,2.9,32.02,19.4,55.43,26.5,1.14,127.95,1.87,11.42,3.1,0.23,46.25,1.3,79.25,156.25,24.37,0.0,1.55
2023-01-10 15:00:00,2023-01-10 16:00:00,132.25,241.25,2.73,34.8,20.75,56.45,29.12,1.31,114.4,2.17,9.22,2.98,0.22,51.5,1.15,117.75,96.0,24.05,0.0,1.52
2023-01-10 16:00:00,2023-01-10 17:00:00,147.75,244.5,2.45,43.08,24.9,58.83,30.3,1.56,102.6,2.6,7.27,3.62,0.25,55.5,1.0,133.25,40.25,23.65,0.0,1.83
2023-01-10 17:00:00,2023-01-10 18:00:00,174.75,267.75,3.55,56.88,33.1,60.12,27.2,1.86,64.05,2.93,7.67,3.98,0.3,61.0,0.88,134.25,14.5,22.77,0.0,2.02
2023-01-10 18:00:00,2023-01-10 19:00:00,198.25,297.25,12.23,100.53,63.38,66.1,23.52,3.09,8.03,4.35,15.78,8.97,0.75,69.25,0.4,179.5,12.0,22.03,0.0,4.65
2023-01-10 19:00:00,2023-01-10 20:00:00,258.5,359.5,45.15,103.6,91.8,67.2,22.35,4.54,0.67,5.15,22.88,13.03,1.18,72.5,0.3,163.75,12.0,21.62,0.0,6.33
2023-01-10 20:00:00,2023-01-10 21:00:00,311.75,414.75,69.65,97.17,108.3,79.1,22.9,5.35,0.97,7.08,36.3,19.7,1.8,75.75,0.3,256.5,12.0,21.23,0.0,8.93
2023-01-10 21:00:00,2023-01-10 22:00:00,417.25,528.75,53.97,76.88,84.75,89.6,35.38,4.42,0.57,8.47,28.6,17.07,1.43,80.0,0.4,333.25,12.0,20.58,0.0,7.75
2023-01-10 22:00:00,2023-01-10 23:00:00,494.75,609.5,30.88,60.75,57.42,83.78,31.17,3.29,,6.53,17.85,8.75,0.78,81.5,0.35,335.0,12.0,20.18,0.0,4.5
2023-01-10 23:00:00,2023-01-11 00:00:00,380.0,479.25,14.62,42.75,34.62,76.35,22.93,2.21,1.4,6.17,15.48,6.75,0.57,82.5,0.5,309.0,12.0,19.77,0.0,3.62
2023-01-11 00:00:00,2023-01-11 01:00:00,306.75,399.25,3.8,46.38,27.75,74.28,21.4,0.96,1.7,4.1,12.9,4.0,0.33,84.0,0.45,319.25,12.0,19.58,0.0,2.0
2023-01-11 01:00:00,2023-01-11 02:00:00,258.75,348.0,15.22,43.45,35.48,70.12,19.73,1.15,,5.15,13.3,3.5,0.3,83.5,0.33,232.5,12.0,19.42,0.0,1.65
2023-01-11 02:00:00,2023-01-11 03:00:00,267.5,360.0,18.48,40.97,36.83,70.75,22.27,1.08,,7.08,14.2,3.85,0.3,83.5,0.42,311.5,12.0,19.3,0.0,1.88
2023-01-11 03:00:00,2023-01-11 04:00:00,264.0,352.0,13.95,36.5,30.75,69.62,22.52,0.83,0.2,5.07,12.4,3.25,0.25,84.5,0.47,299.75,12.0,18.98,0.0,1.15
2023-01-11 04:00:00,2023-01-11 05:00:00,241.5,315.75,3.48,36.23,22.1,67.38,25.38,0.72,0.97,4.72,9.1,2.45,0.18,85.75,0.53,315.5,12.0,18.8,0.0,1.05
2023-01-11 05:00:00,2023-01-11 06:00:00,227.0,298.75,2.22,31.97,18.82,63.15,22.18,0.55,2.3,3.73,7.57,1.97,0.1,86.0,0.52,315.5,12.0,18.65,0.0,0.8
2023-01-11 06:00:00,2023-01-11 07:00:00,208.25,280.75,2.17,30.38,17.95,60.72,20.23,0.56,6.07,3.1,6.57,1.88,0.1,86.25,0.53,322.5,12.5,18.52,0.0,0.77
2023-01-11 07:00:00,2023-01-11 08:00:00,223.5,297.75,5.68,39.73,25.73,62.25,21.45,0.84,7.38,3.27,6.5,2.0,0.1,84.0,0.57,316.5,30.25,18.57,0.0,0.8
2023-01-11 08:00:00,2023-01-11 09:00:00,281.5,355.0,9.65,52.32,35.67,65.7,31.6,1.0,15.05,3.95,7.38,2.98,0.23,73.25,0.45,303.25,82.25,19.75,0.0,0.97
2023-01-11 09:00:00,2023-01-11 10:00:00,324.25,408.5,7.9,50.3,33.18,60.0,44.3,0.81,61.3,3.3,7.6,3.25,0.28,55.5,0.33,295.5,147.75,21.82,0.0,1.7
2023-01-11 10:00:00,2023-01-11 11:00:00,222.5,327.75,3.92,33.6,21.05,56.27,42.5,1.09,92.48,2.33,8.97,3.57,0.23,48.0,0.58,254.0,203.25,23.05,0.0,1.3
2023-01-11 11:00:00,2023-01-11 12:00:00,151.0,253.5,2.6,32.8,19.55,54.8,29.3,1.27,101.48,1.75,12.25,2.62,0.2,48.0,0.65,229.0,233.0,23.92,0.0,1.25
2023-01-11 12:00:00,2023-01-11 13:00:00,134.0,208.25,2.57,31.17,18.63,53.03,26.05,1.04,104.1,1.4,13.47,2.65,0.15,49.5,1.0,257.25,233.5,24.38,0.0,1.18
2023-01-11 13:00:00,2023-01-11 14:00:00,110.25,173.5,2.52,29.65,17.85,52.23,22.68,1.07,106.88,1.27,12.2,2.17,0.1,46.75,0.9,271.25,204.5,25.05,0.0,0.95
2023-01-11 14:00:00,2023-01-11 15:00:00,92.0,156.25,3.22,33.08,20.25,50.9,21.62,1.09,105.9,1.15,11.3,2.48,0.17,47.25,0.8,219.5,148.0,25.15,0.0,1.12
2023-01-11 15:00:00,2023-01-11 16:00:00,77.5,155.0,3.17,38.2,22.9,49.08,21.95,1.21,97.92,1.18,8.57,2.57,0.15,48.0,0.68,211.0,94.75,25.12,0.0,1.15
2023-01-11 16:00:00,2023-01-11 17:00:00,64.0,150.25,4.18,57.2,33.8,50.43,24.73,1.79,73.5,1.62,10.17,4.45,0.5,54.0,0.68,196.0,41.5,24.45,0.0,2.35
2023-01-11 17:00:00,2023-01-11 18:00:00,90.5,191.0,4.95,68.62,40.52,58.7,26.67,2.29,46.73,2.85,13.1,8.18,0.65,66.25,1.05,180.25,14.75,23.0,0.0,2.23
2023-01-11 18:00:00,2023-01-11 19:00:00,175.25,263.75,7.15,78.5,47.6,58.62,22.75,2.5,24.05,3.27,13.35,8.1,0.62,73.0,1.23,171.0,12.0,22.05,0.0,2.55
2023-01-11 19:00:00,2023-01-11 20:00:00,192.75,267.75,6.25,54.6,34.12,59.0,18.55,2.42,23.98,3.22,10.1,6.12,0.4,78.0,1.05,180.5,12.0,21.25,0.0,3.1
2023-01-11 20:00:00,2023-01-11 21:00:00,218.5,282.0,6.55,46.92,30.25,59.18,16.05,2.72,24.3,3.77,10.6,6.02,0.43,81.5,0.8,185.0,12.0,20.75,0.0,2.52
2023-01-11 21:00:00,2023-01-11 22:00:00,261.25,320.0,5.7,42.88,27.45,58.58,14.78,2.61,20.62,3.95,10.88,5.35,0.35,84.0,0.7,185.25,12.0,20.38,0.0,2.43
2023-01-11 22:00:00,2023-01-11 23:00:00,267.25,318.75,4.4,38.5,24.05,57.8,13.8,2.34,16.77,3.85,8.97,4.55,0.3,85.5,0.48,187.75,12.0,20.1,0.0,2.2
2023-01-11 23:00:00,2023-01-12 00:00:00,267.75,315.25,2.75,28.6,17.43,57.12,14.07,2.17,19.35,3.77,7.0,2.47,0.18,87.5,0.57,226.0,12.0,19.9,0.0,1.15
2023-01-12 00:00:00,2023-01-12 01:00:00,248.0,306.25,1.97,29.0,17.0,56.3,16.45,1.78,21.52,3.77,6.12,1.45,0.17,86.25,0.5,206.0,12.0,19.82,0.0,0.68
2023-01-12 01:00:00,2023-01-12 02:00:00,235.5,290.75,1.8,21.65,12.98,55.83,22.4,1.82,28.05,3.35,5.98,0.93,0.08,88.25,0.9,243.0,12.0,19.6,0.0,0.45
2023-01-12 02:00:00,2023-01-12 03:00:00,241.75,299.5,1.77,20.9,12.55,54.92,16.12,1.75,21.5,3.55,5.85,0.9,0.08,89.0,0.78,256.0,12.0,19.48,0.0,0.4
2023-01-12 03:00:00,2023-01-12 04:00:00,243.25,323.75,1.38,20.68,12.12,53.02,15.78,1.69,20.98,3.47,5.57,0.85,0.05,89.25,1.03,257.25,12.0,19.6,0.0,0.38
2023-01-12 04:00:00,2023-01-12 05:00:00,244.5,339.0,1.48,18.88,11.23,53.8,16.45,1.62,19.27,3.55,5.22,0.75,0.03,89.75,0.73,211.25,12.0,19.62,0.0,0.22
2023-01-12 05:00:00,2023-01-12 06:00:00,231.75,308.25,1.88,23.55,14.0,58.02,15.45,1.65,12.6,2.98,5.1,0.72,0.25,91.5,0.5,212.5,12.0,19.4,0.0,0.3
2023-01-12 06:00:00,2023-01-12 07:00:00,221.25,333.75,2.25,23.12,14.12,53.17,17.3,1.54,12.13,2.9,5.0,0.9,,93.75,0.6,193.5,12.25,19.12,0.0,0.35
2023-01-12 07:00:00,2023-01-12 08:00:00,186.75,290.5,3.2,20.75,13.65,44.62,15.07,1.46,11.23,2.7,5.0,0.95,0.03,94.75,0.68,231.75,20.25,18.9,0.0,0.38
2023-01-12 08:00:00,2023-01-12 09:00:00,151.75,222.0,8.15,26.07,20.52,42.88,15.38,1.56,10.1,2.78,5.35,1.33,0.05,93.5,0.55,207.75,46.5,19.12,0.0,0.57
2023-01-12 09:00:00,2023-01-12 10:00:00,173.75,262.5,9.38,25.15,21.0,46.45,16.35,1.69,12.57,2.9,5.85,2.03,0.1,89.5,0.67,217.25,85.5,19.52,0.0,0.7
2023-01-12 10:00:00,2023-01-12 11:00:00,200.5,297.75,7.7,29.75,22.1,46.9,18.15,1.86,24.83,2.6,5.93,1.68,0.12,80.75,0.7,278.25,166.5,20.43,0.0,0.72
2023-01-12 11:00:00,2023-01-12 12:00:00,186.25,260.5,7.1,37.7,25.8,48.47,21.75,1.98,49.72,2.7,11.35,3.27,0.3,69.25,0.6,201.75,232.25,21.7,0.0,1.25
2023-01-12 12:00:00,2023-01-12 13:00:00,186.25,277.75,6.77,51.77,33.0,51.9,22.48,2.31,67.22,2.67,15.82,4.45,0.32,64.0,0.85,185.75,221.75,22.55,0.0,2.25
2023-01-12 13:00:00,2023-01-12 14:00:00,202.75,304.25,5.5,44.05,27.87,53.52,21.0,2.26,75.88,3.12,13.97,4.08,0.3,64.75,1.12,112.0,197.5,22.62,0.0,2.15
2023-01-12 14:00:00,2023-01-12 15:00:00,225.25,334.5,6.55,51.85,32.92,63.28,20.73,2.13,85.92,2.88,15.83,3.55,0.35,64.25,1.22,121.75,146.25,22.8,0.0,0.12
2023-01-12 15:00:00,2023-01-12 16:00:00,208.75,323.25,5.4,45.85,28.75,56.6,20.18,1.81,82.75,2.78,9.8,3.4,0.27,65.5,1.07,113.0,89.25,22.7,0.0,0.73
2023-01-12 16:00:00,2023-01-12 17:00:00,199.5,301.25,5.2,63.33,37.92,50.35,22.6,2.06,63.02,3.23,9.47,4.78,0.33,67.75,0.93,164.5,40.75,22.58,0.0,1.52
2023-01-12 17:00:00,2023-01-12 18:00:00,205.5,313.0,6.7,74.5,45.08,52.93,20.1,2.44,30.05,3.4,13.07,7.05,0.62,74.0,0.85,174.5,14.75,21.95,0.0,1.02
2023-01-12 18:00:00,2023-01-12 19:00:00,207.5,317.0,13.08,73.55,49.75,54.07,18.62,2.62,8.15,3.95,15.02,9.25,0.67,78.75,0.6,176.5,12.0,21.48,0.0,0.0
2023-01-12 19:00:00,2023-01-12 20:00:00,201.25,290.25,23.12,73.28,57.78,57.45,17.8,3.13,2.17,4.38,16.35,10.65,0.75,79.75,0.43,178.25,12.0,21.45,0.0,3.9
2023-01-12 20:00:00,2023-01-12 21:00:00,235.0,314.25,40.05,76.5,73.25,60.3,18.07,3.66,0.58,5.3,20.5,13.75,1.05,80.75,0.47,180.25,12.0,21.35,0.0,3.52
2023-01-12 21:00:00,2023-01-12 22:00:00,279.75,366.0,31.0,72.55,63.78,65.08,17.62,2.99,0.2,5.12,19.3,13.72,0.97,82.5,0.43,189.25,12.0,21.2,0.0,2.38
2023-01-12 22:00:00,2023-01-12 23:00:00,258.0,348.5,9.62,59.93,39.73,65.2,16.7,1.49,5.12,4.67,13.9,8.95,0.68,82.5,0.38,207.5,12.0,21.12,0.0,3.82
2023-01-12 23:00:00,2023-01-13 00:00:00,232.75,303.5,2.28,31.55,18.62,62.9,17.17,0.99,19.92,4.08,7.72,3.92,0.28,84.75,0.38,260.0,12.0,20.85,0.0,0.6
2023-01-13 00:00:00,2023-01-13 01:00:00,202.25,263.0,3.05,35.73,21.48,57.62,17.25,1.08,9.77,3.57,7.52,2.48,0.35,86.0,0.53,293.75,12.0,20.7,0.0,0.62
2023-01-13 01:00:00,2023-01-13 02:00:00,190.25,253.5,2.55,38.38,22.45,53.67,15.95,0.76,19.02,3.32,6.72,1.8,0.17,85.25,0.53,308.75,12.0,20.77,0.0,0.67
2023-01-13 02:00:00,2023-01-13 03:00:00,178.25,254.0,1.27,18.2,10.7,53.2,15.45,0.57,47.2,2.35,4.05,0.95,0.03,83.5,0.75,282.75,12.0,21.02,0.0,0.35
2023-01-13 03:00:00,2023-01-13 04:00:00,153.25,215.5,1.4,15.48,9.4,53.7,15.2,0.59,45.6,2.1,3.23,0.58,,84.0,0.62,259.75,12.0,20.98,0.0,0.23
2023-01-13 04:00:00,2023-01-13 05:00:00,154.75,202.25,1.73,17.3,10.57,53.8,14.55,0.58,42.73,2.05,3.3,0.62,,85.75,0.38,260.75,12.0,20.78,0.0,0.25
2023-01-13 05:00:00,2023-01-13 06:00:00,153.5,202.25,1.65,15.85,9.78,53.4,14.53,0.58,36.95,2.03,3.23,0.57,,88.0,0.55,254.0,12.0,20.55,0.0,0.15
2023-01-13 06:00:00,2023-01-13 07:00:00,148.75,204.25,1.43,18.0,10.72,53.08,13.93,0.64,22.6,2.33,3.6,0.77,0.03,91.0,0.43,295.0,12.5,20.28,0.0,0.3
2023-01-13 07:00:00,2023-01-13 08:00:00,160.0,227.5,2.85,27.7,17.05,56.1,15.82,0.9,13.2,2.67,4.53,1.2,0.03,92.25,0.53,291.0,34.25,20.25,0.0,0.47
2023-01-13 08:00:00,2023-01-13 09:00:00,191.25,264.75,6.85,34.0,23.68,57.47,17.48,0.96,17.1,3.25,4.97,1.9,0.12,84.0,0.72,303.25,83.5,20.98,0.0,0.78
2023-01-13 09:00:00,2023-01-13 10:00:00,187.0,258.75,6.1,24.93,18.23,52.3,20.77,0.77,49.2,2.4,5.0,2.4,0.12,69.0,1.83,14.5,152.75,22.55,0.0,0.98
2023-01-13 10:00:00,2023-01-13 11:00:00,76.0,195.0,3.48,20.82,13.95,49.78,20.75,0.82,57.38,0.97,4.97,1.43,0.05,57.5,1.68,34.0,212.25,23.4,0.0,0.6
2023-01-13 11:00:00,2023-01-13 12:00:00,30.5,172.75,3.95,22.55,15.25,43.85,18.6,0.7,68.78,0.93,7.57,1.92,0.1,47.5,1.9,16.5,252.0,23.98,0.0,0.83
2023-01-13 12:00:00,2023-01-13 13:00:00,14.0,188.75,3.47,22.7,14.87,38.38,17.93,0.77,71.92,0.73,8.75,1.9,0.1,45.25,1.35,51.5,251.0,24.48,0.0,0.8
2023-01-13 13:00:00,2023-01-13 14:00:00,19.0,179.0,3.38,24.92,16.02,35.23,18.43,0.85,75.47,0.75,9.72,1.85,0.1,45.5,1.27,118.25,160.25,24.62,0.0,0.75
2023-01-13 14:00:00,2023-01-13 15:00:00,12.0,181.0,4.05,31.12,19.88,34.73,19.1,1.03,78.5,0.95,6.83,2.52,0.12,48.0,1.38,134.25,97.25,24.43,0.0,1.07
2023-01-13 15:00:00,2023-01-13 16:00:00,15.67,195.75,4.28,32.4,20.73,36.1,20.5,1.17,77.75,1.12,5.92,2.92,0.17,52.25,1.35,120.25,62.5,24.2,0.0,0.97
2023-01-13 16:00:00,2023-01-13 17:00:00,53.33,207.0,4.45,45.77,27.98,35.08,21.68,1.59,64.7,1.55,7.08,4.08,0.25,52.5,0.97,147.5,45.25,24.2,0.0,1.07
2023-01-13 17:00:00,2023-01-13 18:00:00,88.75,232.25,14.03,105.85,67.72,39.85,21.25,2.51,23.7,2.67,12.7,8.03,0.55,60.5,0.68,161.25,14.75,23.6,0.0,4.27
2023-01-13 18:00:00,2023-01-13 19:00:00,84.25,270.25,37.12,105.73,86.4,51.03,23.17,4.29,4.13,4.55,23.0,15.7,1.12,65.75,0.58,161.0,12.0,23.12,0.0,7.73
2023-01-13 19:00:00,2023-01-13 20:00:00,156.5,327.5,6.33,53.53,33.62,51.95,22.03,2.35,26.25,4.78,18.7,12.3,0.93,70.5,0.73,81.5,12.0,22.6,0.0,4.25
2023-01-13 20:00:00,2023-01-13 21:00:00,180.0,335.0,6.85,50.25,32.33,56.1,19.67,2.52,31.32,3.62,12.5,7.2,0.47,72.25,0.77,81.75,12.0,22.35,0.0,3.53
2023-01-13 21:00:00,2023-01-13 22:00:00,184.5,312.0,8.75,55.12,36.4,59.28,22.4,2.43,24.9,3.9,11.7,7.48,0.47,74.75,0.62,58.0,12.0,22.07,0.0,3.78
2023-01-13 22:00:00,2023-01-13 23:00:00,223.75,336.0,6.3,51.85,32.72,60.6,19.8,2.38,23.73,3.27,8.28,4.6,0.3,79.0,0.43,122.0,12.0,21.77,0.0,2.27
2023-01-13 23:00:00,2023-01-14 00:00:00,278.0,353.25,12.95,74.15,49.95,72.72,20.17,3.39,0.63,4.12,10.12,5.67,0.35,82.0,0.33,295.75,12.0,21.25,0.0,3.07
2023-01-14 00:00:00,2023-01-14 01:00:00,325.75,411.25,7.73,48.1,31.9,70.42,19.92,1.89,1.4,4.0,8.47,4.28,0.33,85.0,0.47,313.0,12.0,20.7,0.0,1.02
2023-01-14 01:00:00,2023-01-14 02:00:00,237.5,340.0,6.75,29.5,21.18,66.95,18.18,1.17,21.63,2.92,5.83,2.05,0.12,91.75,1.3,28.25,12.0,20.47,0.0,0.88
2023-01-14 02:00:00,2023-01-14 03:00:00,193.25,295.25,1.43,14.9,9.07,63.78,14.98,1.17,22.05,2.5,3.52,0.68,,97.25,1.77,46.25,12.0,20.12,0.0,0.27
2023-01-14 03:00:00,2023-01-14 04:00:00,187.75,256.25,1.32,14.0,8.5,60.3,14.32,1.19,18.02,2.47,3.6,0.65,0.17,97.5,2.1,49.25,12.0,19.9,0.0,0.3
2023-01-14 04:00:00,2023-01-14 05:00:00,187.75,272.25,1.38,15.38,9.28,55.55,14.18,0.84,22.55,2.4,3.53,0.73,0.3,93.25,2.2,54.75,12.0,19.88,0.0,0.3
2023-01-14 05:00:00,2023-01-14 06:00:00,176.75,289.75,1.48,17.25,10.38,52.33,14.28,0.75,22.0,2.12,3.33,0.75,0.6,92.75,1.98,64.0,12.0,19.75,0.0,0.3
2023-01-14 06:00:00,2023-01-14 07:00:00,175.5,284.0,1.57,16.3,9.95,49.35,14.88,0.67,25.18,2.0,3.12,0.65,0.6,89.0,1.32,73.25,12.25,19.88,0.0,0.25
2023-01-14 07:00:00,2023-01-14 08:00:00,172.0,288.5,1.8,15.72,9.82,48.97,14.97,0.72,25.02,1.98,3.28,0.7,0.38,89.0,1.6,54.75,25.25,19.73,0.0,0.3
2023-01-14 08:00:00,2023-01-14 09:00:00,164.5,280.25,2.27,16.08,10.4,47.02,15.3,0.59,36.1,2.17,3.17,0.8,0.03,84.5,2.2,50.75,77.0,19.68,0.0,0.3
2023-01-14 09:00:00,2023-01-14 10:00:00,164.5,282.25,3.17,18.9,12.62,44.8,17.32,0.58,44.4,2.28,3.17,0.78,0.03,78.75,2.12,48.25,135.75,19.88,0.0,0.32
2023-01-14 10:00:00,2023-01-14 11:00:00,178.75,283.25,3.6,20.2,13.7,43.45,19.65,1.42,49.83,3.77,3.65,1.25,0.08,75.0,1.9,55.25,190.25,20.22,0.0,0.5
2023-01-14 11:00:00,2023-01-14 12:00:00,172.75,280.0,4.0,21.25,14.6,42.82,18.6,1.44,57.2,1.82,3.92,1.18,0.05,71.5,1.67,54.0,220.75,20.6,0.0,0.57
2023-01-14 12:00:00,2023-01-14 13:00:00,171.25,280.5,3.87,23.43,15.63,42.82,18.88,1.41,71.47,1.7,4.6,1.55,0.1,67.5,1.7,58.75,227.5,21.05,0.0,0.68
2023-01-14 13:00:00,2023-01-14 14:00:00,167.0,270.25,3.68,22.55,14.97,41.02,18.62,1.4,78.08,1.6,4.88,1.73,0.08,65.5,1.68,66.5,209.5,21.45,0.0,0.75
2023-01-14 14:00:00,2023-01-14 15:00:00,161.33,258.75,3.3,23.4,15.15,40.6,18.52,1.42,76.62,1.55,5.1,2.38,0.28,63.75,1.42,69.25,159.0,21.8,0.0,1.15
2023-01-14 15:00:00,2023-01-14 16:00:00,135.67,249.0,3.55,23.33,15.3,39.75,17.9,1.42,76.3,1.52,4.5,1.97,0.12,63.75,1.27,81.5,99.25,21.85,0.0,0.95
2023-01-14 16:00:00,2023-01-14 17:00:00,123.5,242.75,3.17,26.85,16.85,40.38,17.78,1.51,69.83,1.52,5.33,1.8,0.1,67.25,1.4,66.0,46.25,21.5,0.0,0.92
2023-01-14 17:00:00,2023-01-14 18:00:00,162.5,272.0,4.62,43.4,26.85,41.48,17.0,1.93,39.92,2.1,6.28,3.22,0.23,74.25,1.02,96.5,15.25,20.9,0.0,1.68
2023-01-14 18:00:00,2023-01-14 19:00:00,188.5,327.25,8.42,51.3,34.12,41.72,16.57,2.3,22.75,2.75,7.68,4.58,0.3,79.25,1.02,139.0,12.0,20.45,0.0,2.38
2023-01-14 19:00:00,2023-01-14 20:00:00,214.5,341.0,8.7,51.9,34.68,43.75,15.75,2.45,18.53,3.45,8.75,5.1,0.33,81.25,0.85,129.75,12.0,20.25,0.0,2.73
2023-01-14 20:00:00,2023-01-14 21:00:00,238.5,349.5,9.9,53.72,36.6,43.48,16.0,2.68,11.32,4.05,10.72,6.38,0.43,83.0,0.47,185.0,12.0,20.05,0.0,3.43
2023-01-14 21:00:00,2023-01-14 22:00:00,244.25,363.25,23.33,55.23,48.35,46.75,16.77,3.02,1.85,4.08,10.38,6.42,0.42,85.5,0.47,281.0,12.0,19.68,0.0,3.45
2023-01-14 22:00:00,2023-01-14 23:00:00,255.75,392.5,11.15,40.4,30.55,49.95,18.72,2.16,10.6,4.98,11.42,5.33,0.67,85.25,0.78,255.25,12.0,19.35,0.0,2.82
2023-01-14 23:00:00,2023-01-15 00:00:00,227.25,359.25,1.57,25.97,15.1,42.7,17.37,1.15,38.33,3.25,4.95,1.93,0.12,75.25,1.15,57.0,12.0,19.38,0.0,0.85
2023-01-15 00:00:00,2023-01-15 01:00:00,139.25,233.75,1.55,19.3,11.52,37.85,15.45,0.69,54.65,5.0,3.35,0.75,0.12,66.0,1.35,43.0,12.0,19.02,0.0,0.27
