From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2023-03-20 18:00:00,2023-03-20 19:00:00,,,13.14,52.06,38.38,1.13,2.99,44.57
2023-03-20 19:00:00,2023-03-20 20:00:00,,,4.15,28.12,18.33,,1.94,48.26
2023-03-20 20:00:00,2023-03-20 21:00:00,,,4.93,29.95,19.94,,1.94,36.49
2023-03-20 21:00:00,2023-03-20 22:00:00,,,2.04,14.77,9.52,,1.42,45.81
2023-03-20 22:00:00,2023-03-20 23:00:00,,,1.86,18.21,11.21,,1.44,28.12
2023-03-20 23:00:00,2023-03-21 00:00:00,,,1.67,18.96,11.44,,1.51,18.33
2023-03-21 00:00:00,2023-03-21 01:00:00,,,1.53,14.55,8.99,,1.35,25.62
2023-03-21 01:00:00,2023-03-21 02:00:00,,,1.27,16.43,9.78,,1.27,25.61
2023-03-21 02:00:00,2023-03-21 03:00:00,,,1.32,7.15,4.88,,1.12,39.93
2023-03-21 03:00:00,2023-03-21 04:00:00,,,1.31,8.5,5.58,,1.1,35.67
2023-03-21 04:00:00,2023-03-21 05:00:00,,,1.25,6.07,4.25,,1.08,33.53
2023-03-21 05:00:00,2023-03-21 06:00:00,,,1.33,6.78,4.69,,1.12,31.09
2023-03-21 06:00:00,2023-03-21 07:00:00,,,1.79,9.19,6.33,,1.19,31.42
2023-03-21 07:00:00,2023-03-21 08:00:00,,,2.73,11.0,8.07,,1.38,36.79
2023-03-21 08:00:00,2023-03-21 09:00:00,,,2.38,10.66,7.61,,1.65,51.02
2023-03-21 09:00:00,2023-03-21 10:00:00,,,2.66,17.58,11.52,,2.29,58.78
2023-03-21 10:00:00,2023-03-21 11:00:00,,,3.08,27.67,17.22,,3.35,63.76
2023-03-21 11:00:00,2023-03-21 12:00:00,,,3.56,27.06,17.29,,3.44,67.3
2023-03-21 12:00:00,2023-03-21 13:00:00,,,4.01,28.4,18.38,,3.58,63.11
2023-03-21 13:00:00,2023-03-21 14:00:00,,,,,,,0.0,
2023-03-21 14:00:00,2023-03-21 15:00:00,5.61,,6.96,25.81,19.39,,1.86,91.1
2023-03-21 15:00:00,2023-03-21 16:00:00,84.12,,5.8,29.05,20.16,,2.58,44.46
2023-03-21 16:00:00,2023-03-21 17:00:00,79.59,,6.8,34.67,23.97,,2.87,42.08
2023-03-21 17:00:00,2023-03-21 18:00:00,73.5,,19.55,57.96,46.73,,3.44,16.87
2023-03-21 18:00:00,2023-03-21 19:00:00,78.9,,11.04,23.21,20.88,0.2,1.85,35.84
2023-03-21 19:00:00,2023-03-21 20:00:00,43.36,,47.56,59.07,70.19,1.0,2.5,27.66
2023-03-21 20:00:00,2023-03-21 21:00:00,34.66,,4.57,29.52,19.42,,2.02,33.95
2023-03-21 21:00:00,2023-03-21 22:00:00,27.0,,3.59,25.7,16.59,,2.18,22.51
2023-03-21 22:00:00,2023-03-21 23:00:00,51.2,,1.71,22.97,13.6,,3.39,19.72
2023-03-21 23:00:00,2023-03-22 00:00:00,99.0,,1.14,22.65,12.97,,3.99,12.78
2023-03-22 00:00:00,2023-03-22 01:00:00,122.12,,1.11,14.7,8.72,,2.27,18.98
2023-03-22 01:00:00,2023-03-22 02:00:00,81.5,,0.87,7.41,4.65,,1.39,30.64
2023-03-22 02:00:00,2023-03-22 03:00:00,52.09,,0.9,7.65,4.8,,1.48,22.75
2023-03-22 03:00:00,2023-03-22 04:00:00,51.29,,0.85,7.82,4.85,,1.37,26.09
2023-03-22 04:00:00,2023-03-22 05:00:00,45.03,,0.81,4.87,3.25,,1.29,39.38
2023-03-22 05:00:00,2023-03-22 06:00:00,41.0,,1.41,8.97,5.92,,1.34,26.76
2023-03-22 06:00:00,2023-03-22 07:00:00,41.66,,3.46,16.58,11.63,,1.68,17.35
2023-03-22 07:00:00,2023-03-22 08:00:00,70.69,,9.94,34.17,26.26,,5.46,22.34
2023-03-22 08:00:00,2023-03-22 09:00:00,182.17,,5.7,31.26,21.26,,5.79,36.44
2023-03-22 09:00:00,2023-03-22 10:00:00,173.74,,4.2,24.79,16.6,,4.09,59.57
2023-03-22 10:00:00,2023-03-22 11:00:00,127.94,,3.58,20.59,13.87,,2.29,63.84
2023-03-22 11:00:00,2023-03-22 12:00:00,71.1,,2.97,22.82,14.55,,1.57,65.46
2023-03-22 12:00:00,2023-03-22 13:00:00,,,,,,,,
2023-03-22 13:00:00,2023-03-22 14:00:00,24.6,,2.73,9.41,7.22,2.37,1.9,87.98
2023-03-22 14:00:00,2023-03-22 15:00:00,1.55,,2.75,10.83,7.99,1.32,1.93,91.55
2023-03-22 15:00:00,2023-03-22 16:00:00,23.23,,2.2,9.57,6.88,0.94,1.82,93.3
2023-03-22 16:00:00,2023-03-22 17:00:00,25.25,,2.35,12.34,8.47,1.06,1.86,89.44
2023-03-22 17:00:00,2023-03-22 18:00:00,28.03,,4.72,29.77,19.68,2.4,2.55,69.36
2023-03-22 18:00:00,2023-03-22 19:00:00,30.42,,15.62,54.92,41.92,14.45,3.75,36.22
2023-03-22 19:00:00,2023-03-22 20:00:00,73.73,,31.14,66.66,60.78,26.47,4.99,18.67
2023-03-22 20:00:00,2023-03-22 21:00:00,111.52,,25.46,60.86,53.06,26.74,5.13,15.93
2023-03-22 21:00:00,2023-03-22 22:00:00,130.45,,37.79,61.64,63.52,26.25,5.79,15.36
2023-03-22 22:00:00,2023-03-22 23:00:00,145.04,,19.98,55.16,45.59,19.1,5.06,13.95
2023-03-22 23:00:00,2023-03-23 00:00:00,134.94,,7.43,41.29,28.0,18.38,3.77,19.64
2023-03-23 00:00:00,2023-03-23 01:00:00,107.02,,1.78,16.41,10.18,10.61,1.95,55.1
2023-03-23 01:00:00,2023-03-23 02:00:00,66.41,,1.64,16.48,10.1,4.96,1.68,48.13
2023-03-23 02:00:00,2023-03-23 03:00:00,55.87,,1.76,24.62,14.53,5.47,1.9,35.97
2023-03-23 03:00:00,2023-03-23 04:00:00,77.48,,1.62,15.39,9.51,4.49,1.6,53.91
2023-03-23 04:00:00,2023-03-23 05:00:00,58.59,,2.0,14.96,9.58,4.02,1.54,55.46
2023-03-23 05:00:00,2023-03-23 06:00:00,51.82,,1.83,17.15,10.61,3.73,1.61,50.24
2023-03-23 06:00:00,2023-03-23 07:00:00,53.52,,3.71,26.82,17.28,5.73,2.01,37.26
2023-03-23 07:00:00,2023-03-23 08:00:00,72.48,,3.51,26.08,16.73,10.79,2.31,63.86
2023-03-23 08:00:00,2023-03-23 09:00:00,83.64,,3.44,26.66,16.98,19.83,2.69,80.72
2023-03-23 09:00:00,2023-03-23 10:00:00,115.44,,2.47,22.68,14.07,25.9,3.19,106.87
2023-03-23 10:00:00,2023-03-23 11:00:00,111.04,,3.29,16.59,11.5,8.93,2.21,96.55
2023-03-23 11:00:00,2023-03-23 12:00:00,65.67,,4.74,16.01,12.35,0.65,1.5,75.04
2023-03-23 12:00:00,2023-03-23 13:00:00,28.35,,5.13,16.8,13.1,0.17,1.54,79.65
2023-03-23 13:00:00,2023-03-23 14:00:00,25.19,,5.62,22.32,16.44,0.23,1.67,77.8
2023-03-23 14:00:00,2023-03-23 15:00:00,24.43,,3.31,13.03,9.62,,1.46,81.52
2023-03-23 15:00:00,2023-03-23 16:00:00,14.38,,2.78,14.08,9.75,,1.56,84.37
2023-03-23 16:00:00,2023-03-23 17:00:00,13.39,,3.55,17.12,12.0,0.12,1.61,78.81
2023-03-23 17:00:00,2023-03-23 18:00:00,18.67,,6.98,32.44,22.94,1.43,2.18,64.51
2023-03-23 18:00:00,2023-03-23 19:00:00,23.11,,16.14,60.33,45.22,7.41,3.14,41.77
2023-03-23 19:00:00,2023-03-23 20:00:00,47.71,,17.85,61.25,47.09,5.94,3.3,31.64
2023-03-23 20:00:00,2023-03-23 21:00:00,53.78,,7.27,41.05,27.74,4.17,2.42,45.09
2023-03-23 21:00:00,2023-03-23 22:00:00,46.81,,2.82,26.94,16.62,2.49,2.01,55.06
2023-03-23 22:00:00,2023-03-23 23:00:00,41.7,,2.76,30.98,18.73,1.65,2.02,42.98
2023-03-23 23:00:00,2023-03-24 00:00:00,41.32,,1.96,30.69,17.92,1.09,1.9,32.09
2023-03-24 00:00:00,2023-03-24 01:00:00,36.55,,1.51,26.56,15.35,0.3,1.68,39.39
2023-03-24 01:00:00,2023-03-24 02:00:00,33.66,,1.34,25.03,14.4,0.26,1.74,34.33
2023-03-24 02:00:00,2023-03-24 03:00:00,37.27,,8.47,40.05,28.18,5.57,2.5,16.13
2023-03-24 03:00:00,2023-03-24 04:00:00,54.42,,25.12,53.86,49.07,29.7,4.28,15.57
2023-03-24 04:00:00,2023-03-24 05:00:00,120.5,,18.6,50.37,41.91,33.48,5.04,15.77
2023-03-24 05:00:00,2023-03-24 06:00:00,132.66,,17.12,42.75,36.67,24.17,4.94,15.73
2023-03-24 06:00:00,2023-03-24 07:00:00,142.25,,21.98,48.27,43.55,34.82,5.03,19.95
2023-03-24 07:00:00,2023-03-24 08:00:00,162.83,,9.16,46.63,32.25,53.68,4.43,37.13
2023-03-24 08:00:00,2023-03-24 09:00:00,152.99,,3.7,39.62,24.09,88.64,5.94,81.69
2023-03-24 09:00:00,2023-03-24 10:00:00,174.78,,1.58,15.84,9.71,33.17,3.54,118.83
2023-03-24 10:00:00,2023-03-24 11:00:00,113.56,,1.42,11.99,7.52,16.93,2.47,132.1
2023-03-24 11:00:00,2023-03-24 12:00:00,64.36,,1.62,17.12,10.43,26.0,2.79,152.85
2023-03-24 12:00:00,2023-03-24 13:00:00,85.27,,1.94,17.11,10.67,16.63,2.6,128.28
2023-03-24 13:00:00,2023-03-24 14:00:00,71.12,,2.33,15.61,10.19,15.75,2.79,126.31
2023-03-24 14:00:00,2023-03-24 15:00:00,54.13,,2.81,18.17,11.94,11.97,2.31,132.9
2023-03-24 15:00:00,2023-03-24 16:00:00,38.6,,2.04,19.43,12.0,9.61,2.04,133.38
2023-03-24 16:00:00,2023-03-24 17:00:00,50.64,,2.65,32.94,19.68,9.71,2.47,114.2
2023-03-24 17:00:00,2023-03-24 18:00:00,58.84,,7.3,52.36,33.79,5.29,2.88,73.65
2023-03-24 18:00:00,2023-03-24 19:00:00,67.76,,8.79,60.73,39.45,6.04,3.56,43.43
2023-03-24 19:00:00,2023-03-24 20:00:00,107.54,,16.55,79.54,55.77,11.84,4.72,23.67
2023-03-24 20:00:00,2023-03-24 21:00:00,156.9,,13.2,79.21,52.86,11.96,4.04,18.16
2023-03-24 21:00:00,2023-03-24 22:00:00,132.89,,2.28,57.34,32.36,15.73,3.54,28.64
2023-03-24 22:00:00,2023-03-24 23:00:00,108.45,,1.32,30.98,17.55,14.69,2.57,60.1
2023-03-24 23:00:00,2023-03-25 00:00:00,93.6,,1.04,18.8,10.85,11.07,2.2,58.36
2023-03-25 00:00:00,2023-03-25 01:00:00,81.68,,1.2,22.6,13.0,6.99,2.17,38.49
2023-03-25 01:00:00,2023-03-25 02:00:00,80.75,,1.23,24.0,13.77,4.66,2.19,21.86
2023-03-25 02:00:00,2023-03-25 03:00:00,89.59,,1.7,26.38,15.42,3.56,2.28,13.33
2023-03-25 03:00:00,2023-03-25 04:00:00,77.35,,2.11,27.62,16.4,3.52,2.26,12.31
2023-03-25 04:00:00,2023-03-25 05:00:00,92.11,,2.48,27.82,16.81,2.48,2.32,8.19
2023-03-25 05:00:00,2023-03-25 06:00:00,98.81,,4.08,26.67,17.51,2.41,2.53,8.18
2023-03-25 06:00:00,2023-03-25 07:00:00,94.21,,13.26,38.41,31.21,11.05,3.88,9.78
2023-03-25 07:00:00,2023-03-25 08:00:00,154.28,,7.56,47.84,31.59,64.83,5.85,32.52
2023-03-25 08:00:00,2023-03-25 09:00:00,200.01,,3.6,34.03,21.03,57.29,4.63,67.16
2023-03-25 09:00:00,2023-03-25 10:00:00,182.62,,2.28,32.43,19.1,59.37,4.63,117.04
2023-03-25 10:00:00,2023-03-25 11:00:00,165.5,,2.29,30.27,17.96,53.12,3.89,116.9
2023-03-25 11:00:00,2023-03-25 12:00:00,135.5,,2.13,18.9,11.78,25.22,2.86,121.6
2023-03-25 12:00:00,2023-03-25 13:00:00,94.26,,5.03,22.37,15.99,14.06,2.47,114.9
2023-03-25 13:00:00,2023-03-25 14:00:00,79.93,,2.58,20.59,13.05,12.72,2.4,107.49
2023-03-25 14:00:00,2023-03-25 15:00:00,69.76,,2.03,19.11,11.82,9.86,2.26,97.15
2023-03-25 15:00:00,2023-03-25 16:00:00,61.41,,1.9,16.1,10.11,7.39,2.48,73.96
2023-03-25 16:00:00,2023-03-25 17:00:00,67.61,,4.87,28.17,18.95,7.64,2.84,66.39
2023-03-25 17:00:00,2023-03-25 18:00:00,57.14,,17.23,67.37,49.84,8.18,4.96,9.7
2023-03-25 18:00:00,2023-03-25 19:00:00,107.8,,35.59,57.36,59.44,5.94,6.05,
2023-03-25 19:00:00,2023-03-25 20:00:00,161.39,,31.5,63.62,59.45,6.03,6.42,
2023-03-25 20:00:00,2023-03-25 21:00:00,208.5,,55.52,53.73,73.72,7.09,7.08,
2023-03-25 21:00:00,2023-03-25 22:00:00,225.9,,33.26,50.86,54.09,8.0,5.65,1.49
2023-03-25 22:00:00,2023-03-25 23:00:00,200.78,,1.38,24.09,13.94,10.97,2.87,22.73
2023-03-25 23:00:00,2023-03-26 00:00:00,122.83,,1.27,18.42,10.83,9.0,2.59,23.76
2023-03-26 00:00:00,2023-03-26 01:00:00,112.63,,1.19,17.2,10.12,4.91,2.38,14.42
2023-03-26 01:00:00,2023-03-26 02:00:00,102.75,,1.97,23.86,14.29,3.33,2.39,3.75
2023-03-26 02:00:00,2023-03-26 03:00:00,105.36,,2.62,23.16,14.45,2.25,2.36,
2023-03-26 03:00:00,2023-03-26 04:00:00,103.05,,1.75,19.34,11.71,1.63,2.3,0.52
2023-03-26 04:00:00,2023-03-26 05:00:00,100.15,,3.23,21.69,14.17,1.78,2.39,0.06
2023-03-26 05:00:00,2023-03-26 06:00:00,109.42,,3.34,25.71,16.39,4.06,2.77,3.17
2023-03-26 06:00:00,2023-03-26 07:00:00,128.84,,5.17,24.91,17.45,6.02,3.18,4.68
2023-03-26 07:00:00,2023-03-26 08:00:00,161.1,,9.44,35.48,26.54,20.78,3.48,13.14
2023-03-26 08:00:00,2023-03-26 09:00:00,178.25,,2.33,18.77,11.88,22.07,2.89,59.69
2023-03-26 09:00:00,2023-03-26 10:00:00,139.58,,1.77,13.1,8.4,16.18,2.55,83.69
2023-03-26 10:00:00,2023-03-26 11:00:00,102.27,,2.04,9.22,6.57,7.42,1.97,98.22
2023-03-26 11:00:00,2023-03-26 12:00:00,64.86,,1.62,7.46,5.29,3.14,1.67,98.56
2023-03-26 12:00:00,2023-03-26 13:00:00,44.96,,5.87,22.38,16.67,2.79,1.7,90.73
2023-03-26 13:00:00,2023-03-26 14:00:00,42.58,,2.94,14.59,10.11,2.42,1.66,99.52
2023-03-26 14:00:00,2023-03-26 15:00:00,41.5,,8.96,38.51,27.77,3.03,1.83,75.47
2023-03-26 15:00:00,2023-03-26 16:00:00,41.77,,3.92,24.08,15.96,5.86,2.3,77.47
2023-03-26 16:00:00,2023-03-26 17:00:00,63.33,,1.06,12.25,7.38,4.66,2.13,86.74
2023-03-26 17:00:00,2023-03-26 18:00:00,59.51,,0.91,16.25,9.39,5.83,1.98,77.43
2023-03-26 18:00:00,2023-03-26 19:00:00,60.76,,13.02,54.62,39.63,15.65,3.68,36.59
2023-03-26 19:00:00,2023-03-26 20:00:00,88.47,,10.1,61.27,40.8,21.36,4.29,21.17
2023-03-26 20:00:00,2023-03-26 21:00:00,115.78,,1.77,35.18,20.16,26.98,3.01,47.34
2023-03-26 21:00:00,2023-03-26 22:00:00,107.95,,1.05,17.64,10.24,11.56,2.17,63.68
2023-03-26 22:00:00,2023-03-26 23:00:00,81.23,,0.94,20.6,11.72,8.11,2.25,53.11
2023-03-26 23:00:00,2023-03-27 00:00:00,82.92,,0.88,17.7,10.13,6.62,2.14,49.14
2023-03-27 00:00:00,2023-03-27 01:00:00,84.03,,0.99,15.29,8.94,6.87,2.25,40.76
2023-03-27 01:00:00,2023-03-27 02:00:00,91.89,,1.03,26.87,15.13,10.36,2.74,22.73
2023-03-27 02:00:00,2023-03-27 03:00:00,109.45,,0.96,21.27,12.09,9.71,3.05,28.7
2023-03-27 03:00:00,2023-03-27 04:00:00,118.37,,1.6,22.86,13.46,8.99,3.36,24.36
2023-03-27 04:00:00,2023-03-27 05:00:00,128.29,,1.34,18.05,10.69,10.26,2.91,30.45
2023-03-27 05:00:00,2023-03-27 06:00:00,115.65,,1.31,19.54,11.45,11.99,2.28,34.9
2023-03-27 06:00:00,2023-03-27 07:00:00,100.33,,2.36,19.33,12.19,10.84,2.04,39.44
2023-03-27 07:00:00,2023-03-27 08:00:00,84.31,,3.37,21.17,14.0,11.04,2.04,47.52
2023-03-27 08:00:00,2023-03-27 09:00:00,78.61,,2.34,13.27,8.96,7.39,1.62,66.25
2023-03-27 09:00:00,2023-03-27 10:00:00,49.31,,2.58,13.53,9.29,3.79,1.66,77.33
2023-03-27 10:00:00,2023-03-27 11:00:00,38.07,,1.62,9.73,6.5,2.11,1.64,88.71
2023-03-27 11:00:00,2023-03-27 12:00:00,36.5,,1.76,11.54,7.57,2.21,1.77,94.93
2023-03-27 12:00:00,2023-03-27 13:00:00,36.96,,2.02,13.06,8.59,6.04,2.4,104.5
2023-03-27 13:00:00,2023-03-27 14:00:00,63.39,,2.37,16.77,10.85,5.38,2.37,107.53
2023-03-27 14:00:00,2023-03-27 15:00:00,33.45,,2.46,15.55,10.27,0.37,1.68,100.37
2023-03-27 15:00:00,2023-03-27 16:00:00,24.6,,1.74,12.48,8.05,0.07,1.65,97.09
2023-03-27 16:00:00,2023-03-27 17:00:00,30.75,,3.58,28.41,18.02,0.56,2.13,82.09
2023-03-27 17:00:00,2023-03-27 18:00:00,39.7,,7.26,44.6,29.63,3.46,2.74,62.78
2023-03-27 18:00:00,2023-03-27 19:00:00,57.66,,3.08,31.81,19.43,12.32,2.69,60.1
2023-03-27 19:00:00,2023-03-27 20:00:00,67.29,,6.4,47.81,30.64,19.38,3.66,39.18
2023-03-27 20:00:00,2023-03-27 21:00:00,96.31,,7.31,51.11,33.12,23.79,4.67,27.91
2023-03-27 21:00:00,2023-03-27 22:00:00,102.58,,1.65,33.77,19.3,28.26,3.41,48.43
2023-03-27 22:00:00,2023-03-27 23:00:00,89.13,,1.25,24.49,14.04,14.08,2.69,50.83
2023-03-27 23:00:00,2023-03-28 00:00:00,72.93,,1.19,20.87,12.06,9.26,2.44,47.8
2023-03-28 00:00:00,2023-03-28 01:00:00,68.95,,1.18,21.05,12.16,5.38,2.44,35.41
2023-03-28 01:00:00,2023-03-28 02:00:00,78.09,,1.26,22.08,12.77,3.28,2.4,20.4
2023-03-28 02:00:00,2023-03-28 03:00:00,77.46,,1.49,23.28,13.59,2.42,2.51,14.42
2023-03-28 03:00:00,2023-03-28 04:00:00,75.47,,2.01,26.29,15.61,3.04,2.89,7.81
2023-03-28 04:00:00,2023-03-28 05:00:00,91.54,,1.9,25.41,15.06,5.55,3.1,10.28
2023-03-28 05:00:00,2023-03-28 06:00:00,93.95,,2.73,28.4,17.32,7.51,3.08,10.02
2023-03-28 06:00:00,2023-03-28 07:00:00,97.49,,5.92,28.56,20.0,9.89,3.02,21.84
2023-03-28 07:00:00,2023-03-28 08:00:00,121.02,,4.24,28.03,18.36,18.88,3.23,46.42
2023-03-28 08:00:00,2023-03-28 09:00:00,150.61,,1.88,14.11,9.04,10.64,2.08,76.57
2023-03-28 09:00:00,2023-03-28 10:00:00,91.56,,1.46,9.51,6.24,3.08,1.73,92.5
2023-03-28 10:00:00,2023-03-28 11:00:00,59.52,,1.64,8.6,5.91,0.74,1.66,96.03
2023-03-28 11:00:00,2023-03-28 12:00:00,48.51,,1.72,9.37,6.38,0.74,1.74,100.01
2023-03-28 12:00:00,2023-03-28 13:00:00,43.24,,1.91,10.96,7.38,6.49,2.27,121.9
2023-03-28 13:00:00,2023-03-28 14:00:00,57.29,,1.42,14.28,8.75,6.68,1.76,139.35
2023-03-28 14:00:00,2023-03-28 15:00:00,56.99,,0.86,10.99,6.54,5.56,1.45,157.1
2023-03-28 15:00:00,2023-03-28 16:00:00,62.47,,0.38,8.63,4.89,5.08,1.43,144.61
2023-03-28 16:00:00,2023-03-28 17:00:00,66.51,,0.46,8.54,4.92,6.98,1.31,146.34
2023-03-28 17:00:00,2023-03-28 18:00:00,55.33,,0.37,13.45,7.46,4.39,1.25,131.9
2023-03-28 18:00:00,2023-03-28 19:00:00,63.3,,0.47,29.71,16.18,5.11,1.6,82.63
2023-03-28 19:00:00,2023-03-28 20:00:00,75.95,,2.27,54.29,30.72,8.31,2.8,47.94
2023-03-28 20:00:00,2023-03-28 21:00:00,120.05,,12.19,80.14,52.54,3.66,3.75,9.87
2023-03-28 21:00:00,2023-03-28 22:00:00,129.29,,5.32,82.41,48.16,6.84,3.17,7.48
2023-03-28 22:00:00,2023-03-28 23:00:00,140.24,,3.26,61.52,35.38,8.6,2.58,11.69
2023-03-28 23:00:00,2023-03-29 00:00:00,124.57,,1.01,31.57,17.62,4.61,1.99,36.66
2023-03-29 00:00:00,2023-03-29 01:00:00,99.32,,0.99,28.03,15.72,4.32,1.8,29.79
2023-03-29 01:00:00,2023-03-29 02:00:00,101.04,,0.84,22.57,12.69,4.93,1.61,38.3
2023-03-29 02:00:00,2023-03-29 03:00:00,114.96,,0.81,22.75,12.76,3.21,1.55,40.7
2023-03-29 03:00:00,2023-03-29 04:00:00,94.47,,0.77,11.21,6.59,1.53,1.23,64.93
2023-03-29 04:00:00,2023-03-29 05:00:00,63.35,,0.7,11.53,6.7,,1.23,70.56
2023-03-29 05:00:00,2023-03-29 06:00:00,54.71,,0.83,13.37,7.79,0.23,1.41,59.48
2023-03-29 06:00:00,2023-03-29 07:00:00,61.48,,2.13,24.07,14.54,2.54,1.84,38.96
2023-03-29 07:00:00,2023-03-29 08:00:00,96.02,,1.38,15.79,9.52,7.03,1.99,56.51
2023-03-29 08:00:00,2023-03-29 09:00:00,108.62,,1.61,14.26,8.89,5.24,1.97,79.11
2023-03-29 09:00:00,2023-03-29 10:00:00,97.66,,1.2,10.81,6.72,3.36,1.69,96.41
2023-03-29 10:00:00,2023-03-29 11:00:00,77.27,,0.92,7.27,4.62,0.52,1.46,108.43
2023-03-29 11:00:00,2023-03-29 12:00:00,57.79,,0.98,5.65,3.8,,1.29,116.3
2023-03-29 12:00:00,2023-03-29 13:00:00,45.24,,1.11,8.7,5.53,0.41,1.65,120.05
2023-03-29 13:00:00,2023-03-29 14:00:00,41.61,,0.91,7.0,4.46,0.84,1.6,135.82
2023-03-29 14:00:00,2023-03-29 15:00:00,41.89,,1.03,9.82,6.06,0.44,1.5,127.92
2023-03-29 15:00:00,2023-03-29 16:00:00,41.58,,0.96,9.58,5.88,0.03,1.45,128.28
2023-03-29 16:00:00,2023-03-29 17:00:00,40.28,,2.14,16.63,10.59,,1.64,108.5
2023-03-29 17:00:00,2023-03-29 18:00:00,50.92,,4.39,41.33,25.55,0.22,2.59,78.38
2023-03-29 18:00:00,2023-03-29 19:00:00,58.68,,10.97,78.98,50.93,1.32,3.69,28.38
2023-03-29 19:00:00,2023-03-29 20:00:00,81.75,,12.58,70.3,47.65,2.88,3.66,26.48
2023-03-29 20:00:00,2023-03-29 21:00:00,131.67,,12.57,68.34,46.58,2.52,3.79,19.73
2023-03-29 21:00:00,2023-03-29 22:00:00,135.36,,4.32,69.73,40.6,1.36,3.7,11.96
2023-03-29 22:00:00,2023-03-29 23:00:00,109.25,,0.78,27.08,15.05,2.94,2.41,61.58
2023-03-29 23:00:00,2023-03-30 00:00:00,94.72,,0.49,19.68,10.87,0.93,2.3,45.93
2023-03-30 00:00:00,2023-03-30 01:00:00,102.0,,0.62,26.08,14.38,,2.37,14.87
2023-03-30 01:00:00,2023-03-30 02:00:00,119.3,,0.63,23.92,13.24,,2.4,7.14
2023-03-30 02:00:00,2023-03-30 03:00:00,84.55,,0.76,24.2,13.48,,2.53,1.46
2023-03-30 03:00:00,2023-03-30 04:00:00,111.43,,0.66,22.58,12.55,,2.61,1.57
2023-03-30 04:00:00,2023-03-30 05:00:00,124.83,,0.91,23.93,13.47,,2.63,4.73
2023-03-30 05:00:00,2023-03-30 06:00:00,109.09,,1.28,26.3,15.03,,2.72,5.29
2023-03-30 06:00:00,2023-03-30 07:00:00,126.7,,4.88,35.85,23.04,,3.21,2.27
2023-03-30 07:00:00,2023-03-30 08:00:00,150.49,,2.33,29.07,17.36,,3.1,22.95
2023-03-30 08:00:00,2023-03-30 09:00:00,143.85,,1.43,17.77,10.62,,2.72,48.4
2023-03-30 09:00:00,2023-03-30 10:00:00,134.0,,1.16,17.31,10.15,0.21,2.39,69.13
2023-03-30 10:00:00,2023-03-30 11:00:00,86.62,,0.97,13.64,8.05,3.43,1.72,100.96
2023-03-30 11:00:00,2023-03-30 12:00:00,64.01,,0.68,7.59,4.6,4.85,1.86,135.3
2023-03-30 12:00:00,2023-03-30 13:00:00,59.02,,0.63,8.55,5.06,6.19,2.13,146.72
2023-03-30 13:00:00,2023-03-30 14:00:00,66.41,,0.55,10.35,5.96,5.24,2.21,141.61
2023-03-30 14:00:00,2023-03-30 15:00:00,72.97,,0.61,9.44,5.52,5.0,2.17,144.31
2023-03-30 15:00:00,2023-03-30 16:00:00,71.48,,0.45,9.64,5.5,4.89,2.27,146.75
2023-03-30 16:00:00,2023-03-30 17:00:00,70.19,,0.49,10.32,5.89,7.84,2.52,131.26
2023-03-30 17:00:00,2023-03-30 18:00:00,75.58,,1.26,15.43,9.23,15.22,3.46,107.58
2023-03-30 18:00:00,2023-03-30 19:00:00,86.77,,28.26,48.9,46.6,21.62,4.64,73.6
2023-03-30 19:00:00,2023-03-30 20:00:00,108.89,,31.69,56.79,53.41,45.8,5.74,65.56
2023-03-30 20:00:00,2023-03-30 21:00:00,113.94,,8.36,34.94,25.38,30.74,4.64,74.76
2023-03-30 21:00:00,2023-03-30 22:00:00,,,,,,,,
2023-03-30 22:00:00,2023-03-30 23:00:00,,,,,,,,
2023-03-30 23:00:00,2023-03-31 00:00:00,,,,,,,,
2023-03-31 00:00:00,2023-03-31 01:00:00,,,,,,,,
2023-03-31 01:00:00,2023-03-31 02:00:00,,,,,,,,
2023-03-31 02:00:00,2023-03-31 03:00:00,,,,,,,,
2023-03-31 03:00:00,2023-03-31 04:00:00,,,,,,,,
2023-03-31 04:00:00,2023-03-31 05:00:00,,,,,,,,
2023-03-31 05:00:00,2023-03-31 06:00:00,,,,,,,,
2023-03-31 06:00:00,2023-03-31 07:00:00,,,,,,,,
2023-03-31 07:00:00,2023-03-31 08:00:00,,,,,,,,
2023-03-31 08:00:00,2023-03-31 09:00:00,,,,,,,,
2023-03-31 09:00:00,2023-03-31 10:00:00,,,,,,,,
2023-03-31 10:00:00,2023-03-31 11:00:00,,,,,,,,
2023-03-31 11:00:00,2023-03-31 12:00:00,,,,,,,,
2023-03-31 12:00:00,2023-03-31 13:00:00,,,,,,,,
2023-03-31 13:00:00,2023-03-31 14:00:00,,,,,,,,
2023-03-31 14:00:00,2023-03-31 15:00:00,,,,,,,,
2023-03-31 15:00:00,2023-03-31 16:00:00,,,,,,,,
2023-03-31 16:00:00,2023-03-31 17:00:00,,,,,,,,
2023-03-31 17:00:00,2023-03-31 18:00:00,,,,,,,,
2023-03-31 18:00:00,2023-03-31 19:00:00,,,,,,,,
2023-03-31 19:00:00,2023-03-31 20:00:00,,,,,,,,
