From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree),RF (mm)
2022-09-14 14:00:00,2022-09-14 15:00:00,14.57,43.5,1.28,7.8,9.09,3.91,18.34,0.41,20.02,0.0,,,,,59.48,3.14,103.17,611.07,736.37,,32.68,0.0
2022-09-14 15:00:00,2022-09-14 16:00:00,10.19,46.88,0.98,7.97,8.95,2.38,18.67,0.38,20.33,0.48,,,,,64.77,2.56,109.48,253.92,736.03,,30.88,0.0
2022-09-14 16:00:00,2022-09-14 17:00:00,11.39,50.79,1.21,8.27,9.48,3.69,17.97,0.39,18.58,0.09,,,0.45,,67.41,2.13,106.4,173.4,736.05,,30.32,0.0
2022-09-14 17:00:00,2022-09-14 18:00:00,12.93,36.59,1.72,8.47,10.19,5.73,18.4,0.42,14.52,0.33,,,1.44,,68.01,2.03,87.72,146.92,736.1,,30.56,0.0
2022-09-14 18:00:00,2022-09-14 19:00:00,12.63,34.25,1.28,9.41,10.68,3.99,18.89,0.47,16.28,0.56,,,1.73,,73.09,2.07,71.97,1.39,736.61,,29.27,0.0
2022-09-14 19:00:00,2022-09-14 20:00:00,16.6,37.64,1.42,9.19,10.61,4.84,17.98,0.54,14.23,0.53,,,2.18,,75.16,2.12,82.22,0.0,736.97,,28.77,0.0
2022-09-14 20:00:00,2022-09-14 21:00:00,17.07,33.98,1.91,9.1,11.02,5.72,18.09,0.58,13.32,0.1,,,1.82,,76.89,1.7,76.86,0.0,737.52,,28.11,0.0
2022-09-14 21:00:00,2022-09-14 22:00:00,14.13,26.39,1.3,9.27,10.57,4.24,18.43,0.58,16.43,0.26,,,1.57,,77.09,1.66,89.71,0.0,737.98,,28.05,0.0
2022-09-14 22:00:00,2022-09-14 23:00:00,13.41,25.7,1.57,8.06,9.64,4.79,17.79,0.55,16.54,0.07,,,1.76,,77.42,1.52,80.71,0.0,737.87,,28.02,0.0
2022-09-14 23:00:00,2022-09-15 00:00:00,14.55,26.28,1.86,7.34,9.21,5.01,17.98,0.54,12.76,0.04,,,0.46,,78.63,1.98,74.62,0.0,737.57,,27.63,0.0
2022-09-15 00:00:00,2022-09-15 01:00:00,10.0,19.23,1.26,7.24,8.49,4.22,18.35,0.46,17.4,0.41,,,0.82,,79.03,1.89,90.27,0.0,737.1,,27.48,0.0
2022-09-15 01:00:00,2022-09-15 02:00:00,13.47,16.92,1.34,6.04,7.37,4.38,17.75,0.42,14.52,0.08,,,,,80.42,2.21,82.94,0.0,736.63,,27.16,0.0
2022-09-15 02:00:00,2022-09-15 03:00:00,10.96,14.18,1.55,5.34,6.89,4.66,17.95,0.39,13.99,0.23,,,,,81.17,2.13,64.39,0.0,736.01,,27.0,0.0
2022-09-15 03:00:00,2022-09-15 04:00:00,8.68,13.21,1.16,4.82,5.99,2.85,18.25,0.36,14.84,0.26,,,,,81.84,1.79,58.78,0.0,735.81,,26.89,0.0
2022-09-15 04:00:00,2022-09-15 05:00:00,10.84,15.06,1.29,4.71,5.99,3.78,17.71,0.35,14.69,0.26,,,,,82.32,1.91,69.42,0.0,735.7,,26.82,0.0
2022-09-15 05:00:00,2022-09-15 06:00:00,,,1.67,4.54,6.21,4.82,18.18,0.36,13.42,0.0,,,,,83.0,1.8,71.9,0.0,735.66,,26.62,0.0
2022-09-15 06:00:00,2022-09-15 07:00:00,10.99,22.12,1.33,5.64,6.98,4.05,18.6,0.38,17.37,0.4,,,,,82.45,1.64,72.56,10.29,735.82,,26.77,0.0
2022-09-15 07:00:00,2022-09-15 08:00:00,32.32,42.99,1.59,5.69,7.28,4.14,18.23,0.42,13.08,0.0,,,,,80.4,1.84,113.96,119.97,736.19,,27.32,0.0
2022-09-15 08:00:00,2022-09-15 09:00:00,20.91,36.9,1.96,6.48,8.44,4.78,18.31,0.46,13.63,0.0,,,,,77.85,2.6,76.64,139.26,736.51,,27.55,0.0
2022-09-15 09:00:00,2022-09-15 10:00:00,18.73,34.23,1.25,7.47,8.71,2.87,18.7,0.46,16.19,0.49,,,,,80.42,2.66,78.13,164.03,736.7,,27.13,0.07
2022-09-15 10:00:00,2022-09-15 11:00:00,22.29,36.84,1.48,8.34,9.81,3.34,17.94,0.47,17.15,0.0,,,,,82.08,2.9,68.82,198.27,736.72,,26.78,0.03
2022-09-15 11:00:00,2022-09-15 12:00:00,20.06,32.24,1.52,9.03,10.55,3.29,18.41,0.47,18.31,0.0,,,,,81.51,3.12,77.67,290.73,736.3,,26.95,0.0
2022-09-15 12:00:00,2022-09-15 13:00:00,19.75,38.62,1.23,9.3,10.53,2.46,18.52,0.42,21.31,0.0,,,,,76.37,3.92,86.46,430.97,735.85,,27.89,0.01
2022-09-15 13:00:00,2022-09-15 14:00:00,15.6,47.15,1.44,9.91,11.36,3.22,17.96,0.41,17.04,0.0,,,,,87.62,3.19,77.17,175.88,735.32,,25.33,0.09
2022-09-15 14:00:00,2022-09-15 15:00:00,16.39,19.31,1.47,9.77,11.24,3.22,18.09,0.41,19.18,0.0,,,,,84.09,3.67,79.55,214.29,734.76,,25.64,0.0
2022-09-15 15:00:00,2022-09-15 16:00:00,6.54,12.84,1.32,10.52,11.84,2.47,18.64,0.4,18.5,0.23,,,,,78.81,2.95,92.81,165.51,734.45,,26.98,0.0
2022-09-15 16:00:00,2022-09-15 17:00:00,11.52,21.91,1.58,11.68,13.25,3.24,17.97,0.4,17.89,0.0,,,,,76.96,3.1,91.4,109.87,734.45,,26.91,0.0
2022-09-15 17:00:00,2022-09-15 18:00:00,12.36,28.18,1.53,11.02,12.55,3.62,18.09,0.41,17.91,0.0,,,1.22,,79.83,2.88,85.15,19.11,734.66,,26.04,0.0
2022-09-15 18:00:00,2022-09-15 19:00:00,9.17,19.9,1.28,11.34,12.62,2.64,18.56,0.43,17.66,0.32,,,0.76,,81.05,3.11,87.92,0.0,734.75,,25.47,0.0
2022-09-15 19:00:00,2022-09-15 20:00:00,13.49,18.33,1.56,10.34,11.9,3.42,17.79,0.46,15.95,0.0,,,0.66,,81.78,2.42,60.05,0.0,735.07,,25.23,0.0
2022-09-15 20:00:00,2022-09-15 21:00:00,9.66,16.63,2.03,9.14,11.17,3.97,17.98,0.49,12.24,0.0,,,,,84.61,1.63,65.37,0.0,735.5,,24.99,0.0
2022-09-15 21:00:00,2022-09-15 22:00:00,6.36,11.27,1.6,7.88,9.48,3.12,18.42,0.49,14.85,0.22,,,1.08,,86.38,1.72,65.07,0.0,735.6,,24.88,0.0
2022-09-15 22:00:00,2022-09-15 23:00:00,8.59,13.48,1.82,6.25,8.08,4.39,17.74,0.5,12.48,0.07,,,0.07,,87.85,2.19,113.17,0.0,735.6,,24.71,0.0
2022-09-15 23:00:00,2022-09-16 00:00:00,7.18,9.65,1.72,5.46,7.18,4.54,17.84,0.49,11.94,0.0,,,0.47,,85.72,1.61,80.04,0.0,735.16,,25.1,0.0
2022-09-16 00:00:00,2022-09-16 01:00:00,5.89,9.18,1.64,5.91,7.55,4.53,18.41,0.43,14.78,0.0,,,,,84.5,1.52,78.99,0.0,734.7,,25.31,0.0
2022-09-16 01:00:00,2022-09-16 02:00:00,9.22,12.98,1.69,5.58,7.27,4.72,18.26,0.39,17.14,0.0,,,,,84.59,1.19,142.77,0.0,734.31,,25.4,0.0
2022-09-16 02:00:00,2022-09-16 03:00:00,10.71,11.34,2.03,5.28,7.31,4.69,18.36,0.41,12.68,0.0,,,,,85.8,1.4,97.74,0.0,733.78,,25.25,0.0
2022-09-16 03:00:00,2022-09-16 04:00:00,5.75,13.6,1.71,4.5,6.21,3.5,18.52,0.4,13.37,0.33,,,,,91.23,1.65,89.61,0.0,733.51,,24.37,0.09
2022-09-16 04:00:00,2022-09-16 05:00:00,7.86,8.8,1.73,4.17,5.91,3.84,17.84,0.38,14.15,0.11,,,,,93.07,1.47,79.47,0.0,733.37,,24.33,0.12
2022-09-16 05:00:00,2022-09-16 06:00:00,5.86,6.68,1.92,3.81,5.73,4.18,18.14,0.38,11.16,0.0,,,,,93.28,1.8,69.02,0.0,733.51,,24.25,0.0
2022-09-16 06:00:00,2022-09-16 07:00:00,6.26,9.08,1.63,4.18,5.82,3.63,18.34,0.37,13.83,0.0,,,,,93.47,1.66,92.34,0.34,733.77,,24.26,2.79
2022-09-16 07:00:00,2022-09-16 08:00:00,11.68,12.59,1.89,4.93,6.82,3.93,17.84,0.39,12.37,0.0,,,,,93.79,1.5,83.19,23.75,734.11,,24.23,16.06
2022-09-16 08:00:00,2022-09-16 09:00:00,8.3,12.88,2.18,5.96,8.15,4.12,18.08,0.43,10.69,0.0,,,,,93.11,1.54,137.92,181.88,734.48,,24.66,2.38
2022-09-16 09:00:00,2022-09-16 10:00:00,12.93,13.98,1.99,5.82,7.82,3.62,18.46,0.47,13.48,0.17,,,,,90.08,1.38,175.88,230.09,734.67,,25.4,0.0
2022-09-16 10:00:00,2022-09-16 11:00:00,11.8,16.32,2.14,5.55,7.7,4.06,17.86,0.5,14.3,0.0,,,,,83.95,1.34,169.91,471.98,734.45,,27.03,0.0
2022-09-16 11:00:00,2022-09-16 12:00:00,12.61,18.35,1.76,5.0,6.75,4.12,18.07,0.47,20.86,0.2,,,,,73.22,1.38,247.78,737.42,734.06,,29.74,0.0
2022-09-16 12:00:00,2022-09-16 13:00:00,12.67,18.48,1.04,5.82,6.85,3.56,17.83,0.39,27.78,0.07,,,,,70.01,1.66,185.91,409.23,733.42,,30.29,0.0
2022-09-16 13:00:00,2022-09-16 14:00:00,,,1.04,5.02,6.07,3.77,17.69,0.39,21.17,0.0,,,,,76.28,1.99,300.55,296.11,732.87,,28.55,0.0
2022-09-16 14:00:00,2022-09-16 15:00:00,8.68,12.6,1.38,4.44,5.82,3.92,17.98,0.4,15.88,0.0,,,,,77.46,1.94,279.88,189.11,732.29,,28.12,0.0
2022-09-16 15:00:00,2022-09-16 16:00:00,6.12,11.29,1.05,4.41,5.46,3.09,18.29,0.4,21.16,0.0,,,,,74.79,2.0,297.59,233.1,731.91,,28.96,0.0
2022-09-16 16:00:00,2022-09-16 17:00:00,6.67,17.04,1.44,5.2,6.64,3.67,17.76,0.4,17.6,0.0,,,,,78.83,1.87,144.99,43.55,732.3,,27.0,0.0
2022-09-16 17:00:00,2022-09-16 18:00:00,9.67,15.59,1.95,7.47,9.42,4.24,18.02,0.44,14.74,0.26,,,,,81.75,1.23,161.47,32.17,732.38,,26.14,0.0
2022-09-16 18:00:00,2022-09-16 19:00:00,7.86,21.51,1.9,14.3,16.21,3.79,18.32,0.62,21.91,0.0,,,0.76,,84.47,1.08,187.41,0.17,732.61,,25.65,0.22
2022-09-16 19:00:00,2022-09-16 20:00:00,11.12,16.13,2.43,11.99,14.43,4.53,17.75,0.7,17.18,0.34,,,0.39,,86.93,0.53,212.33,0.0,732.98,,25.53,0.09
2022-09-16 20:00:00,2022-09-16 21:00:00,16.06,21.52,3.06,12.69,15.75,4.67,17.96,0.79,13.35,0.07,,,0.47,,88.42,0.92,264.21,0.0,733.2,,25.41,0.0
2022-09-16 21:00:00,2022-09-16 22:00:00,18.22,29.13,3.64,13.27,16.91,4.39,18.15,0.73,16.62,0.59,,,0.06,,89.24,1.03,144.69,0.0,733.68,,25.11,0.0
2022-09-16 22:00:00,2022-09-16 23:00:00,17.68,22.91,2.61,9.29,11.9,4.32,17.73,0.68,15.84,0.97,,,0.22,,90.89,1.3,156.13,0.0,733.68,,24.21,0.0
2022-09-16 23:00:00,2022-09-17 00:00:00,,,2.57,7.96,10.52,4.48,18.0,0.66,12.74,0.12,,,0.6,,91.67,0.7,150.79,0.0,733.84,,23.79,0.0
2022-09-17 00:00:00,2022-09-17 01:00:00,5.81,5.95,2.35,9.75,12.1,3.59,18.13,0.59,14.73,0.78,,,0.38,,92.53,1.02,65.97,0.0,733.75,,23.93,0.1
2022-09-17 01:00:00,2022-09-17 02:00:00,,,2.35,7.33,9.68,4.21,17.66,0.56,12.86,0.0,,,0.73,,92.89,1.32,63.3,0.0,733.74,,23.8,0.01
2022-09-17 02:00:00,2022-09-17 03:00:00,5.87,6.87,2.54,6.0,8.54,4.69,17.89,0.52,12.67,0.0,,,0.55,,92.68,0.86,107.23,0.0,733.82,,23.71,0.0
2022-09-17 03:00:00,2022-09-17 04:00:00,3.25,3.65,1.56,5.0,6.56,4.08,18.23,0.42,19.42,0.54,,,0.63,,92.25,0.86,287.01,0.0,734.03,,23.78,0.0
2022-09-17 04:00:00,2022-09-17 05:00:00,,,1.72,4.34,6.05,4.46,17.88,0.4,18.86,0.39,,,,,92.62,0.91,293.78,0.0,734.28,,23.75,0.0
2022-09-17 05:00:00,2022-09-17 06:00:00,,,2.01,4.05,6.07,4.57,17.96,0.42,14.0,0.0,,,,,93.47,0.9,281.33,0.0,734.6,,23.93,0.0
2022-09-17 06:00:00,2022-09-17 07:00:00,,,1.48,4.66,6.13,4.54,18.31,0.37,20.68,0.0,,,0.64,,93.7,1.0,245.45,37.37,734.94,,24.19,0.0
2022-09-17 07:00:00,2022-09-17 08:00:00,8.03,11.07,2.07,4.29,6.36,4.44,17.89,0.42,14.91,0.0,,,,,91.09,0.94,266.48,196.13,735.53,,25.13,0.0
2022-09-17 08:00:00,2022-09-17 09:00:00,14.73,19.48,2.15,4.41,6.56,4.42,18.25,0.45,14.0,0.0,,,,,84.29,0.7,218.88,326.71,736.1,,26.53,0.16
2022-09-17 09:00:00,2022-09-17 10:00:00,19.0,20.15,1.85,4.86,6.71,3.48,18.61,0.47,16.83,0.64,,,,,73.35,0.65,144.99,497.07,736.57,,29.26,0.26
2022-09-17 10:00:00,2022-09-17 11:00:00,,,1.69,5.22,6.92,4.31,18.28,0.48,20.08,0.08,,,,,70.17,0.93,144.05,533.67,736.95,,29.82,0.0
2022-09-17 11:00:00,2022-09-17 12:00:00,17.67,22.3,1.97,5.12,7.09,4.72,18.65,0.5,16.14,0.0,,,,,68.98,1.08,214.3,427.88,737.0,,30.21,0.07
2022-09-17 12:00:00,2022-09-17 13:00:00,13.55,25.09,1.29,5.34,6.63,4.04,18.81,0.49,23.79,0.8,,,,,77.67,1.56,139.14,78.29,736.84,,27.95,0.31
2022-09-17 13:00:00,2022-09-17 14:00:00,15.14,23.96,1.78,6.42,8.2,4.36,18.11,0.53,15.21,0.33,,,,,84.37,1.42,65.59,232.28,736.46,,26.54,3.69
2022-09-17 14:00:00,2022-09-17 15:00:00,16.18,18.62,2.04,6.86,8.9,4.95,18.34,0.55,14.3,0.0,,,,,80.28,1.42,58.37,207.22,736.09,,27.17,0.09
2022-09-17 15:00:00,2022-09-17 16:00:00,6.27,10.98,1.33,5.94,7.27,3.27,18.57,0.52,16.2,0.79,,,0.18,,79.97,1.56,55.58,221.76,735.68,,27.06,0.0
2022-09-17 16:00:00,2022-09-17 17:00:00,4.62,10.17,1.61,4.94,6.55,4.54,17.97,0.48,15.77,0.36,,,0.06,,75.92,1.51,94.37,268.97,735.47,,27.97,0.0
2022-09-17 17:00:00,2022-09-17 18:00:00,5.4,7.33,1.61,4.58,6.19,4.33,17.8,0.47,13.71,0.0,,,,,80.05,1.78,77.29,126.76,735.72,,27.04,0.27
2022-09-17 18:00:00,2022-09-17 19:00:00,7.27,12.52,1.23,5.63,6.86,3.24,17.54,0.48,15.23,0.29,,,,,85.05,2.33,87.69,4.67,736.03,,25.81,0.04
2022-09-17 19:00:00,2022-09-17 20:00:00,13.59,16.03,1.46,6.06,7.52,4.23,16.92,0.54,13.43,0.0,,,,,91.06,2.16,89.37,0.0,736.55,,24.59,0.0
2022-09-17 20:00:00,2022-09-17 21:00:00,12.03,14.01,1.96,6.52,8.47,4.56,17.31,0.58,14.16,0.0,,,,,92.14,1.1,114.67,0.0,737.07,,24.47,0.0
2022-09-17 21:00:00,2022-09-17 22:00:00,10.85,15.57,1.54,6.44,7.98,3.84,17.54,0.58,15.14,0.0,,,0.14,,90.74,1.74,92.2,0.0,737.36,,24.73,0.0
2022-09-17 22:00:00,2022-09-17 23:00:00,15.51,18.18,1.73,5.8,7.52,4.39,17.19,0.57,13.42,0.0,,,0.05,,90.5,1.61,70.43,0.0,737.58,,24.75,0.0
2022-09-17 23:00:00,2022-09-18 00:00:00,19.82,25.43,1.74,5.37,7.11,4.35,17.52,0.57,13.34,0.11,,,,,90.57,1.44,78.37,0.0,737.58,,24.76,0.0
2022-09-18 00:00:00,2022-09-18 01:00:00,8.87,19.4,1.5,5.4,6.89,3.77,17.74,0.51,17.07,0.2,,,,,90.3,1.42,81.19,0.0,737.45,,24.86,0.0
2022-09-18 01:00:00,2022-09-18 02:00:00,16.72,22.91,1.67,4.64,6.31,4.15,17.32,0.47,15.82,0.07,,,,,89.82,1.93,140.91,0.0,737.38,,24.71,0.0
2022-09-18 02:00:00,2022-09-18 03:00:00,9.82,11.84,1.42,4.29,5.71,3.99,17.27,0.46,12.84,0.0,,,,,90.79,3.34,47.79,0.0,737.18,,24.41,0.01
2022-09-18 03:00:00,2022-09-18 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 04:00:00,2022-09-18 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 05:00:00,2022-09-18 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 06:00:00,2022-09-18 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 07:00:00,2022-09-18 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 08:00:00,2022-09-18 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 09:00:00,2022-09-18 10:00:00,,,,,0.0,,,0.0,,0.0,,,,,,,,0.0,,,,0.0
2022-09-18 10:00:00,2022-09-18 11:00:00,19.74,22.33,1.76,5.6,7.37,4.04,17.34,0.51,18.43,0.0,,,,,79.98,1.08,121.93,357.23,739.11,,28.52,0.0
2022-09-18 11:00:00,2022-09-18 12:00:00,18.33,23.44,2.11,4.89,7.01,4.35,17.69,0.54,12.86,0.0,,,,,74.62,1.38,81.31,591.29,738.99,,30.0,0.0
2022-09-18 12:00:00,2022-09-18 13:00:00,14.27,22.21,1.32,4.66,5.98,2.89,17.94,0.51,17.58,0.53,,,,,68.97,1.15,129.28,568.15,738.74,,31.56,0.0
2022-09-18 13:00:00,2022-09-18 14:00:00,14.95,15.19,1.44,4.23,5.68,3.86,17.32,0.47,22.49,0.72,,,,,62.99,1.1,130.33,688.45,738.14,,32.77,0.0
2022-09-18 14:00:00,2022-09-18 15:00:00,13.11,15.03,1.67,3.93,5.59,3.89,17.67,0.48,16.46,0.42,,,,,58.0,1.36,198.46,746.06,737.54,,34.11,0.0
2022-09-18 15:00:00,2022-09-18 16:00:00,11.38,16.23,1.09,4.04,5.13,2.66,18.21,0.44,25.19,0.6,,,,,60.22,1.71,265.0,558.16,737.02,,33.49,0.0
2022-09-18 16:00:00,2022-09-18 17:00:00,9.3,14.34,1.15,3.93,5.08,3.81,17.37,0.41,35.86,0.09,,,,,57.72,1.56,276.03,502.75,736.76,,33.86,0.0
2022-09-18 17:00:00,2022-09-18 18:00:00,13.5,20.05,1.41,4.02,5.43,4.25,17.59,0.43,25.43,0.27,,,,,61.84,1.44,287.33,216.47,736.96,,32.55,0.0
2022-09-18 18:00:00,2022-09-18 19:00:00,14.19,25.23,1.9,16.23,18.13,4.55,18.04,0.71,34.17,0.45,,,,,73.94,1.0,179.31,6.64,737.31,,30.06,0.0
2022-09-18 19:00:00,2022-09-18 20:00:00,26.02,51.87,3.38,22.06,25.45,4.88,17.52,0.94,21.01,0.07,,,0.46,,77.86,0.56,172.61,0.0,737.58,,29.22,0.0
2022-09-18 20:00:00,2022-09-18 21:00:00,33.24,58.28,4.02,19.5,23.52,5.53,17.91,0.98,14.01,0.43,,,0.19,,78.63,0.49,148.86,0.0,737.77,,28.68,0.0
2022-09-18 21:00:00,2022-09-18 22:00:00,36.09,66.84,2.83,17.06,19.89,4.92,18.08,0.93,19.43,0.93,,,,,81.73,1.21,167.57,0.0,738.0,,27.73,0.0
2022-09-18 22:00:00,2022-09-18 23:00:00,26.21,47.84,3.16,18.21,21.37,4.95,17.32,0.75,18.01,1.08,,,0.38,,84.65,0.67,189.96,0.0,737.9,,26.97,0.0
2022-09-18 23:00:00,2022-09-19 00:00:00,22.66,39.0,3.1,10.89,14.0,5.0,17.75,0.86,12.24,0.6,,,0.9,,84.71,1.04,166.33,0.0,737.89,,26.96,0.0
2022-09-19 00:00:00,2022-09-19 01:00:00,22.14,41.91,2.38,13.65,16.04,5.42,17.81,0.67,21.48,0.48,,,0.25,,85.16,0.79,182.26,0.0,737.91,,26.86,0.0
2022-09-19 01:00:00,2022-09-19 02:00:00,23.89,37.35,2.34,12.69,15.03,5.1,17.25,0.61,20.51,0.82,,,0.32,,85.31,0.57,169.11,0.0,737.84,,26.75,0.0
2022-09-19 02:00:00,2022-09-19 03:00:00,19.75,31.84,2.89,8.4,11.29,5.77,17.57,0.7,14.85,0.32,,,0.78,,85.99,0.49,159.43,0.0,737.65,,26.71,0.0
2022-09-19 03:00:00,2022-09-19 04:00:00,17.1,27.7,2.52,9.89,12.42,6.49,17.74,0.59,20.15,0.63,,,0.29,,85.51,0.42,158.53,0.0,737.57,,26.74,0.0
2022-09-19 04:00:00,2022-09-19 05:00:00,16.81,25.93,3.62,15.22,18.84,6.26,17.09,0.54,14.87,0.2,,,,,86.81,0.38,77.32,0.0,737.73,,26.58,0.0
2022-09-19 05:00:00,2022-09-19 06:00:00,20.8,33.18,5.77,11.72,17.49,7.96,17.58,0.66,10.35,0.35,,,0.38,,88.39,0.63,266.88,0.0,737.94,,26.32,0.0
2022-09-19 06:00:00,2022-09-19 07:00:00,18.31,34.46,4.04,12.68,16.72,9.21,17.77,0.58,15.09,0.9,,,,,89.81,0.68,267.37,38.24,738.29,,26.08,0.0
2022-09-19 07:00:00,2022-09-19 08:00:00,21.15,29.59,4.46,8.23,12.69,7.72,17.45,0.63,12.86,0.24,,,0.19,,81.7,0.47,192.37,281.5,738.74,,28.25,0.0
2022-09-19 08:00:00,2022-09-19 09:00:00,25.95,39.5,4.18,8.69,12.87,11.16,17.72,0.69,12.86,0.38,,,,,73.13,0.45,105.16,225.82,739.17,,30.09,0.0
2022-09-19 09:00:00,2022-09-19 10:00:00,31.37,57.44,3.14,13.07,16.21,12.27,18.39,0.8,22.74,0.9,,,,,69.94,0.73,125.01,501.7,739.36,,30.84,0.0
2022-09-19 10:00:00,2022-09-19 11:00:00,52.45,80.71,2.23,11.46,13.7,10.3,18.04,0.76,24.89,1.29,,,0.24,,59.41,1.13,164.72,754.99,739.37,,33.9,0.0
2022-09-19 11:00:00,2022-09-19 12:00:00,38.54,61.77,2.05,9.15,11.2,9.54,17.92,0.75,18.68,0.81,,,,,61.55,1.06,151.06,618.9,739.24,,33.42,0.0
2022-09-19 12:00:00,2022-09-19 13:00:00,25.58,40.59,1.77,9.11,10.88,9.57,18.66,0.66,29.16,0.7,,,,,58.48,1.04,133.81,763.3,738.92,,34.48,0.0
2022-09-19 13:00:00,2022-09-19 14:00:00,22.35,37.43,1.71,8.28,9.98,8.98,17.8,0.64,30.0,0.74,,,0.25,,57.47,1.31,88.11,580.18,738.39,,34.06,0.0
2022-09-19 14:00:00,2022-09-19 15:00:00,29.64,41.77,1.73,7.22,8.95,7.87,17.81,0.63,20.66,0.58,,,0.43,,55.21,1.14,108.69,524.64,737.48,,34.43,0.0
2022-09-19 15:00:00,2022-09-19 16:00:00,24.25,36.36,1.3,7.62,8.93,6.87,18.3,0.57,33.22,0.83,,,,,56.06,1.14,87.93,375.08,736.92,,34.36,0.0
2022-09-19 16:00:00,2022-09-19 17:00:00,24.27,38.21,1.38,6.41,7.79,7.62,17.73,0.54,35.19,1.17,,,,,61.85,1.35,88.04,199.71,736.8,,32.64,0.0
2022-09-19 17:00:00,2022-09-19 18:00:00,20.29,30.29,1.8,6.24,8.05,7.99,17.78,0.56,21.12,0.85,,,,,67.51,1.54,66.95,86.25,736.8,,31.49,0.0
2022-09-19 18:00:00,2022-09-19 19:00:00,11.03,26.27,1.58,13.01,14.59,8.24,18.05,0.72,35.3,0.93,,,0.43,,72.22,0.98,69.41,2.18,736.97,,30.4,0.0
2022-09-19 19:00:00,2022-09-19 20:00:00,19.68,33.91,3.1,21.19,24.29,6.9,17.39,0.92,21.97,0.71,,,1.25,,73.04,0.69,64.23,0.0,737.45,,30.01,0.0
2022-09-19 20:00:00,2022-09-19 21:00:00,28.5,52.29,5.26,25.51,30.77,7.07,17.93,1.16,13.81,0.59,,,0.38,,74.85,0.57,71.52,0.0,738.13,,29.72,0.0
2022-09-19 21:00:00,2022-09-19 22:00:00,38.3,69.56,6.6,36.98,43.58,7.51,18.14,1.41,18.0,0.85,,,0.09,,74.91,0.54,116.69,0.0,738.57,,29.63,0.16
2022-09-19 22:00:00,2022-09-19 23:00:00,36.82,70.17,4.62,32.83,37.44,6.36,17.49,1.19,16.25,1.11,,,0.36,,76.6,0.48,225.04,0.0,738.59,,29.22,0.05
2022-09-19 23:00:00,2022-09-20 00:00:00,31.1,75.85,5.0,18.1,23.1,7.38,17.91,1.15,11.62,1.0,,,0.34,,80.54,0.53,230.79,0.0,738.68,,28.7,0.0
2022-09-20 00:00:00,2022-09-20 01:00:00,35.72,66.71,3.71,20.79,24.5,9.45,18.01,0.83,19.3,0.98,,,0.54,,80.94,0.47,155.8,0.0,738.68,,28.23,0.0
2022-09-20 01:00:00,2022-09-20 02:00:00,31.0,58.47,4.62,26.37,30.99,7.59,17.42,0.74,16.1,1.12,,,0.33,,79.0,0.53,95.46,0.0,738.41,,28.43,0.0
2022-09-20 02:00:00,2022-09-20 03:00:00,28.89,43.72,5.54,17.86,23.4,9.91,18.77,0.89,10.7,0.93,,,,,82.69,0.76,74.18,0.0,738.09,,27.95,0.0
2022-09-20 03:00:00,2022-09-20 04:00:00,29.89,48.15,3.46,13.18,16.65,13.43,18.78,0.78,14.68,1.17,,,0.16,,84.94,0.79,72.14,0.0,737.88,,27.44,0.0
2022-09-20 04:00:00,2022-09-20 05:00:00,25.5,34.34,3.2,9.36,12.56,11.71,17.95,0.8,12.67,0.88,,,0.69,,86.9,1.4,75.85,0.0,738.0,,26.94,0.0
2022-09-20 05:00:00,2022-09-20 06:00:00,23.49,37.46,3.38,8.27,11.64,12.48,18.06,0.79,11.29,0.88,,,1.19,,87.41,1.46,69.76,0.0,738.17,,26.58,0.0
2022-09-20 06:00:00,2022-09-20 07:00:00,21.34,37.66,3.42,9.26,12.68,11.1,18.2,0.71,14.66,1.11,,,0.6,,86.4,1.25,84.92,63.26,738.28,,26.79,0.0
2022-09-20 07:00:00,2022-09-20 08:00:00,43.39,59.05,3.74,8.61,12.35,9.62,17.95,0.75,13.36,0.91,,,1.29,,76.91,1.0,94.57,287.18,738.54,,28.86,0.0
2022-09-20 08:00:00,2022-09-20 09:00:00,80.5,102.22,3.72,9.71,13.43,9.95,18.47,0.79,13.08,0.37,,,1.63,,66.68,0.98,139.49,528.64,738.97,,31.77,0.0
2022-09-20 09:00:00,2022-09-20 10:00:00,38.19,64.64,2.29,8.98,11.27,7.47,18.77,0.72,20.85,0.41,,,0.48,,61.58,0.99,154.14,690.81,739.33,,33.59,0.0
2022-09-20 10:00:00,2022-09-20 11:00:00,28.91,51.39,2.03,8.05,10.08,8.36,18.49,0.67,31.92,1.05,,,1.3,,57.03,0.93,157.64,742.79,739.29,,34.84,0.0
