From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C),RF (mm)
2021-12-05 14:00:00,2021-12-05 15:00:00,15.5,41.88,0.61,5.38,5.66,1.24,40.8,0.2,129.77,0.0,,,,,39.58,0.35,130.53,172.04,990.49,,,32.02,0.0
2021-12-05 15:00:00,2021-12-05 16:00:00,12.83,40.25,0.97,5.43,6.21,1.55,40.2,0.22,79.3,0.0,,,,,50.04,0.33,243.92,61.93,990.32,,,28.76,0.0
2021-12-05 16:00:00,2021-12-05 17:00:00,10.71,54.92,3.0,9.89,13.04,4.47,37.65,0.28,114.95,0.0,,,,,68.3,0.38,143.32,2.61,990.45,,,22.58,0.0
2021-12-05 17:00:00,2021-12-05 18:00:00,19.33,122.21,5.82,13.5,20.19,7.88,36.52,0.38,42.69,0.0,,,,,77.19,0.26,202.77,,991.04,,,19.95,0.0
2021-12-05 18:00:00,2021-12-05 19:00:00,28.2,118.35,14.84,19.19,37.79,15.7,39.3,0.69,90.53,0.0,,,,,82.78,0.26,205.24,,991.59,,,18.93,0.0
2021-12-05 19:00:00,2021-12-05 20:00:00,41.67,236.83,6.39,17.48,24.53,9.86,39.61,0.71,88.63,0.0,,,,,84.32,0.47,206.97,,992.11,,,18.09,0.0
2021-12-05 20:00:00,2021-12-05 21:00:00,36.0,139.95,9.14,13.1,24.4,9.85,39.77,0.78,107.21,0.0,,,,,87.88,0.22,218.82,,992.32,,,17.15,0.0
2021-12-05 21:00:00,2021-12-05 22:00:00,32.33,179.75,7.94,11.33,21.18,8.27,39.77,0.82,70.3,0.0,,,,,89.78,0.18,206.44,,992.63,,,16.47,0.0
2021-12-05 22:00:00,2021-12-05 23:00:00,36.21,144.5,8.95,10.63,21.93,8.46,39.93,0.82,110.5,0.0,,,,,91.36,0.2,182.51,,992.74,,,15.98,0.0
2021-12-05 23:00:00,2021-12-06 00:00:00,32.78,129.17,8.27,10.53,20.9,8.24,40.23,0.73,152.9,0.0,,,,,90.33,0.62,219.96,,992.42,,,16.09,0.0
2021-12-06 00:00:00,2021-12-06 01:00:00,22.0,67.0,4.47,8.1,13.41,4.85,39.37,0.56,,0.0,,,,,91.55,0.42,171.41,,991.9,,,15.58,0.0
2021-12-06 01:00:00,2021-12-06 02:00:00,17.83,52.62,2.89,6.51,9.85,3.19,39.48,0.47,123.47,0.0,,,,,91.4,0.26,194.35,,991.64,,,15.59,0.0
2021-12-06 02:00:00,2021-12-06 03:00:00,10.55,32.05,2.86,6.04,9.36,2.81,39.13,0.39,120.79,0.0,,,,,91.05,0.36,134.88,,991.07,,,15.83,0.0
2021-12-06 03:00:00,2021-12-06 04:00:00,9.17,38.67,2.09,5.86,8.16,2.34,39.22,0.32,101.73,0.0,,,,,89.01,0.46,228.44,,990.89,,,16.22,0.0
2021-12-06 04:00:00,2021-12-06 05:00:00,5.08,21.79,2.79,5.44,8.75,2.7,39.27,0.28,67.47,0.0,,,,,89.79,0.33,194.87,,991.01,,,16.14,0.0
2021-12-06 05:00:00,2021-12-06 06:00:00,4.17,23.92,9.28,7.26,19.3,7.4,38.94,0.28,110.3,0.0,,,,,90.76,0.48,223.78,1.24,991.36,,,16.05,0.0
2021-12-06 06:00:00,2021-12-06 07:00:00,10.73,42.0,6.61,8.48,16.76,6.07,39.47,0.26,69.46,0.0,,,,,88.99,0.62,241.94,20.89,992.27,,,16.64,0.0
2021-12-06 07:00:00,2021-12-06 08:00:00,8.83,38.17,8.64,9.66,20.64,8.02,39.02,0.31,86.98,0.0,,,,,85.44,0.47,211.59,59.33,992.82,,,17.95,0.0
2021-12-06 08:00:00,2021-12-06 09:00:00,13.0,61.96,8.45,10.29,20.94,8.29,39.09,0.39,56.39,0.0,,,,,79.81,0.36,199.29,103.32,993.26,,,20.02,0.0
2021-12-06 09:00:00,2021-12-06 10:00:00,19.83,95.58,6.87,12.38,20.62,8.01,38.96,0.43,120.02,0.0,,,,,68.59,0.29,164.31,112.44,993.18,,,23.87,0.0
2021-12-06 10:00:00,2021-12-06 11:00:00,21.83,114.96,2.05,9.65,11.52,3.91,38.86,0.37,88.04,0.0,,,,,51.83,0.36,195.16,180.44,992.62,,,27.97,0.0
2021-12-06 11:00:00,2021-12-06 12:00:00,17.83,63.5,0.98,8.35,8.86,2.81,39.6,0.3,146.01,0.0,,,,,47.56,0.6,121.92,279.47,991.62,,,29.97,0.0
2021-12-06 12:00:00,2021-12-06 13:00:00,16.29,64.83,0.56,6.98,7.01,2.16,40.77,0.26,100.94,0.0,,,,,47.08,0.51,109.27,273.09,990.49,,,29.86,0.0
2021-12-06 13:00:00,2021-12-06 14:00:00,30.2,61.4,0.79,5.54,6.05,1.52,40.87,0.21,190.28,0.0,,,,,44.59,0.61,139.38,164.51,989.67,,,29.52,0.0
2021-12-06 14:00:00,2021-12-06 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06 15:00:00,2021-12-06 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06 16:00:00,2021-12-06 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06 17:00:00,2021-12-06 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06 18:00:00,2021-12-06 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06 19:00:00,2021-12-06 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06 20:00:00,2021-12-06 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06 21:00:00,2021-12-06 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06 22:00:00,2021-12-06 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-06 23:00:00,2021-12-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 00:00:00,2021-12-07 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 01:00:00,2021-12-07 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 02:00:00,2021-12-07 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 03:00:00,2021-12-07 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 04:00:00,2021-12-07 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 05:00:00,2021-12-07 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 06:00:00,2021-12-07 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 07:00:00,2021-12-07 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 08:00:00,2021-12-07 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 09:00:00,2021-12-07 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 10:00:00,2021-12-07 11:00:00,10.0,22.0,0.34,7.5,6.93,2.09,39.9,0.26,,0.0,,,,,52.51,0.55,50.64,256.3,992.3,,,28.15,0.0
2021-12-07 11:00:00,2021-12-07 12:00:00,13.2,45.9,0.91,7.89,8.33,2.61,41.62,0.25,160.5,0.0,,,,,51.18,0.44,148.16,214.49,991.82,,,28.88,0.0
2021-12-07 12:00:00,2021-12-07 13:00:00,41.5,104.46,1.05,9.26,9.78,3.35,41.62,0.24,106.13,0.0,,,,,52.79,0.69,166.57,204.99,990.98,,,27.97,0.0
2021-12-07 13:00:00,2021-12-07 14:00:00,44.33,67.83,1.18,8.9,9.65,3.54,42.04,0.26,,0.0,,,,,52.95,0.66,156.27,158.09,990.63,,,28.02,0.0
2021-12-07 14:00:00,2021-12-07 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 15:00:00,2021-12-07 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 16:00:00,2021-12-07 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 17:00:00,2021-12-07 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 18:00:00,2021-12-07 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 19:00:00,2021-12-07 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 20:00:00,2021-12-07 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 21:00:00,2021-12-07 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 22:00:00,2021-12-07 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-07 23:00:00,2021-12-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 00:00:00,2021-12-08 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 01:00:00,2021-12-08 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 02:00:00,2021-12-08 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 03:00:00,2021-12-08 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 04:00:00,2021-12-08 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 05:00:00,2021-12-08 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 06:00:00,2021-12-08 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 07:00:00,2021-12-08 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 08:00:00,2021-12-08 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 09:00:00,2021-12-08 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 10:00:00,2021-12-08 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 11:00:00,2021-12-08 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 12:00:00,2021-12-08 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 13:00:00,2021-12-08 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 14:00:00,2021-12-08 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 15:00:00,2021-12-08 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 16:00:00,2021-12-08 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 17:00:00,2021-12-08 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 18:00:00,2021-12-08 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 19:00:00,2021-12-08 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 20:00:00,2021-12-08 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 21:00:00,2021-12-08 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 22:00:00,2021-12-08 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08 23:00:00,2021-12-09 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09 00:00:00,2021-12-09 01:00:00,,,,,,,,,,,,,,,93.81,0.2,171.55,,994.94,,,16.74,0.0
2021-12-09 01:00:00,2021-12-09 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09 02:00:00,2021-12-09 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09 03:00:00,2021-12-09 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09 04:00:00,2021-12-09 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09 05:00:00,2021-12-09 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09 06:00:00,2021-12-09 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09 07:00:00,2021-12-09 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09 08:00:00,2021-12-09 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09 09:00:00,2021-12-09 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09 10:00:00,2021-12-09 11:00:00,33.0,40.5,0.8,6.67,7.08,2.01,40.63,0.24,,0.0,,,,,49.31,0.54,97.59,129.82,996.37,,,30.28,0.0
2021-12-09 11:00:00,2021-12-09 12:00:00,22.85,67.8,0.73,7.29,7.53,2.35,41.22,0.24,72.21,0.0,,,,,45.99,0.65,146.81,304.56,995.5,,,31.12,0.0
2021-12-09 12:00:00,2021-12-09 13:00:00,27.6,49.8,0.67,8.0,8.11,2.73,41.14,0.21,127.27,0.0,,,,,43.42,0.64,121.38,302.31,994.28,,,31.66,0.0
2021-12-09 13:00:00,2021-12-09 14:00:00,20.0,40.61,0.67,7.6,7.75,2.54,41.51,0.21,99.49,0.0,,,,,45.55,0.65,146.39,249.95,993.62,,,31.21,0.0
2021-12-09 14:00:00,2021-12-09 15:00:00,20.0,34.38,1.33,8.75,9.71,2.91,40.77,0.24,93.28,0.0,,,,,46.03,0.56,147.5,180.24,993.12,,,31.48,0.0
2021-12-09 15:00:00,2021-12-09 16:00:00,11.67,64.67,0.81,8.03,8.34,2.45,39.66,0.25,75.85,0.0,,,,,51.95,0.36,139.37,66.2,992.91,,,29.19,0.0
2021-12-09 16:00:00,2021-12-09 17:00:00,10.83,52.58,2.88,10.87,13.75,4.98,39.54,0.32,107.79,0.0,,,,,71.3,0.28,197.41,2.99,992.96,,,23.46,0.0
2021-12-09 17:00:00,2021-12-09 18:00:00,13.5,161.25,4.38,13.85,18.49,6.78,39.46,0.36,103.36,0.0,,,,,79.5,0.22,161.76,,993.43,,,21.05,0.0
2021-12-09 18:00:00,2021-12-09 19:00:00,16.5,103.71,6.64,14.96,22.62,8.68,39.67,0.5,70.26,0.0,,,,,83.75,0.21,236.53,,993.92,,,19.79,0.0
2021-12-09 19:00:00,2021-12-09 20:00:00,20.33,119.21,15.26,16.05,31.39,14.63,39.84,0.8,78.45,0.0,,,,,87.14,0.18,236.58,,994.4,,,18.92,0.0
2021-12-09 20:00:00,2021-12-09 21:00:00,28.5,203.92,10.07,17.2,29.39,11.93,39.62,0.84,79.14,0.0,,,,,87.93,0.54,230.73,,994.87,,,18.65,0.0
2021-12-09 21:00:00,2021-12-09 22:00:00,32.5,141.96,7.62,14.16,23.26,9.02,39.62,0.8,117.81,0.0,,,,,88.11,0.7,246.28,,995.23,,,18.18,0.0
2021-12-09 22:00:00,2021-12-09 23:00:00,27.35,87.18,3.43,12.86,16.32,6.0,39.61,0.62,114.91,0.0,,,,,85.64,0.6,238.38,,995.11,,,18.33,0.0
2021-12-09 23:00:00,2021-12-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10 00:00:00,2021-12-10 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10 01:00:00,2021-12-10 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10 02:00:00,2021-12-10 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10 03:00:00,2021-12-10 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10 04:00:00,2021-12-10 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10 05:00:00,2021-12-10 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10 06:00:00,2021-12-10 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10 07:00:00,2021-12-10 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10 08:00:00,2021-12-10 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10 09:00:00,2021-12-10 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10 10:00:00,2021-12-10 11:00:00,9.0,32.67,0.94,6.23,6.9,1.82,39.75,0.25,,0.0,,,,,48.07,0.62,165.72,294.87,994.19,,,28.4,0.0
2021-12-10 11:00:00,2021-12-10 12:00:00,9.0,43.3,0.81,7.61,8.01,2.31,40.44,0.25,90.03,0.0,,,,,47.91,0.77,164.28,324.97,993.42,,,29.52,0.0
2021-12-10 12:00:00,2021-12-10 13:00:00,23.4,80.45,0.87,8.19,8.59,2.8,40.88,0.24,96.8,0.0,,,,,51.84,0.46,199.0,116.44,992.38,,,28.3,0.0
2021-12-10 13:00:00,2021-12-10 14:00:00,21.05,57.55,0.61,5.45,5.72,1.42,41.41,0.21,83.03,0.0,,,,,53.61,0.52,153.78,78.83,991.61,,,26.38,0.0
2021-12-10 14:00:00,2021-12-10 15:00:00,16.67,62.36,0.83,12.24,12.13,4.3,41.72,0.3,71.09,0.0,,,,,61.58,0.38,152.85,39.92,991.26,,,24.36,0.0
2021-12-10 15:00:00,2021-12-10 16:00:00,23.5,104.38,1.35,11.27,11.99,4.19,40.46,0.39,80.88,0.0,,,,,80.53,0.22,209.55,18.84,991.07,,,21.37,0.0
2021-12-10 16:00:00,2021-12-10 17:00:00,24.17,73.17,3.04,11.48,14.57,5.19,39.8,0.42,92.82,0.0,,,,,89.8,0.32,201.57,3.87,991.09,,,19.55,0.0
2021-12-10 17:00:00,2021-12-10 18:00:00,15.67,49.12,3.29,9.59,13.19,4.59,39.59,0.51,31.07,0.0,,,,,92.2,0.3,176.35,,991.62,,,18.69,0.0
2021-12-10 18:00:00,2021-12-10 19:00:00,15.67,74.83,7.64,9.81,19.37,7.3,39.46,0.63,61.22,0.0,,,,,93.2,0.27,229.05,,992.14,,,18.23,0.0
2021-12-10 19:00:00,2021-12-10 20:00:00,21.0,73.12,8.02,9.7,19.8,7.73,39.54,0.69,100.22,0.0,,,,,93.89,0.35,247.94,,992.57,,,17.8,0.0
2021-12-10 20:00:00,2021-12-10 21:00:00,20.9,68.4,15.89,10.18,31.12,12.81,40.5,0.87,116.58,0.0,,,,,95.22,0.36,162.63,,992.69,,,17.27,0.0
2021-12-10 21:00:00,2021-12-10 22:00:00,27.83,90.58,14.09,10.1,28.56,11.52,40.63,0.9,81.36,0.0,,,,,95.5,0.44,235.92,,993.05,,,17.04,0.0
2021-12-10 22:00:00,2021-12-10 23:00:00,31.02,79.0,8.9,8.4,19.85,7.79,40.71,0.8,123.92,0.0,,,,,94.49,0.38,222.91,,992.91,,,16.89,0.0
2021-12-10 23:00:00,2021-12-11 00:00:00,26.0,54.0,8.23,8.92,19.36,7.3,40.39,0.72,98.28,0.0,,,,,94.13,0.45,218.89,,992.37,,,16.98,0.0
2021-12-11 00:00:00,2021-12-11 01:00:00,21.0,56.0,6.34,7.18,15.23,5.63,38.8,0.66,139.02,0.0,,,,,94.09,0.42,173.36,,992.15,,,17.03,0.0
2021-12-11 01:00:00,2021-12-11 02:00:00,20.17,43.54,3.22,6.82,10.54,3.43,39.12,0.55,81.33,0.0,,,,,93.23,0.59,162.98,,992.17,,,17.4,0.01
2021-12-11 02:00:00,2021-12-11 03:00:00,15.83,39.17,1.31,5.91,7.13,1.95,39.41,0.43,75.02,0.0,,,,,94.4,0.53,181.55,,992.44,,,17.25,0.0
2021-12-11 03:00:00,2021-12-11 04:00:00,10.0,24.54,0.97,4.15,5.05,0.99,39.01,0.36,73.45,0.0,,,,,94.49,0.28,119.75,,992.7,,,17.46,0.0
2021-12-11 04:00:00,2021-12-11 05:00:00,7.33,19.38,0.9,4.35,5.15,1.01,38.08,0.33,78.87,0.0,,,,,95.21,0.43,202.49,,992.78,,,17.2,0.0
2021-12-11 05:00:00,2021-12-11 06:00:00,10.33,26.5,1.85,4.91,6.97,1.81,38.14,0.31,108.64,0.0,,,,,95.17,0.5,168.64,0.41,993.83,,,17.06,0.0
2021-12-11 06:00:00,2021-12-11 07:00:00,11.37,27.05,3.99,5.87,10.79,3.5,38.53,0.33,77.31,0.0,,,,,94.88,0.45,112.39,13.98,995.2,,,17.37,0.0
2021-12-11 07:00:00,2021-12-11 08:00:00,16.5,34.2,2.02,6.71,8.88,2.63,38.72,0.33,75.11,0.0,,,,,91.41,0.34,129.41,57.85,996.5,,,18.34,0.0
2021-12-11 08:00:00,2021-12-11 09:00:00,23.0,52.29,1.58,7.39,8.82,2.45,38.74,0.33,,0.0,,,,,90.79,0.37,120.03,23.93,997.46,,,18.42,0.0
2021-12-11 09:00:00,2021-12-11 10:00:00,24.0,37.04,1.72,7.39,9.06,2.54,38.56,0.33,,0.0,,,,,92.9,0.29,201.71,42.78,997.66,,,18.29,0.01
2021-12-11 10:00:00,2021-12-11 11:00:00,14.67,25.0,1.04,6.9,7.64,2.31,38.2,0.3,,0.0,,,,,90.45,0.35,220.92,71.0,997.25,,,18.67,0.01
2021-12-11 11:00:00,2021-12-11 12:00:00,10.0,15.58,1.83,8.36,10.01,3.47,39.77,0.33,128.61,0.0,,,,,87.94,0.35,143.72,110.88,996.33,,,19.44,0.0
2021-12-11 12:00:00,2021-12-11 13:00:00,16.25,28.88,0.87,7.78,8.23,2.54,39.83,0.33,124.83,0.0,,,,,82.72,0.23,154.39,183.75,995.57,,,20.94,0.0
2021-12-11 13:00:00,2021-12-11 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11 14:00:00,2021-12-11 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11 15:00:00,2021-12-11 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11 16:00:00,2021-12-11 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11 17:00:00,2021-12-11 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11 18:00:00,2021-12-11 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11 19:00:00,2021-12-11 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11 20:00:00,2021-12-11 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11 21:00:00,2021-12-11 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11 22:00:00,2021-12-11 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11 23:00:00,2021-12-12 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 00:00:00,2021-12-12 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 01:00:00,2021-12-12 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 02:00:00,2021-12-12 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 03:00:00,2021-12-12 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 04:00:00,2021-12-12 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 05:00:00,2021-12-12 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 06:00:00,2021-12-12 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 07:00:00,2021-12-12 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 08:00:00,2021-12-12 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 09:00:00,2021-12-12 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 10:00:00,2021-12-12 11:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 11:00:00,2021-12-12 12:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 12:00:00,2021-12-12 13:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 13:00:00,2021-12-12 14:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 14:00:00,2021-12-12 15:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 15:00:00,2021-12-12 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 16:00:00,2021-12-12 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 17:00:00,2021-12-12 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 18:00:00,2021-12-12 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 19:00:00,2021-12-12 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 20:00:00,2021-12-12 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 21:00:00,2021-12-12 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 22:00:00,2021-12-12 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-12 23:00:00,2021-12-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 00:00:00,2021-12-13 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 01:00:00,2021-12-13 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 02:00:00,2021-12-13 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 03:00:00,2021-12-13 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 04:00:00,2021-12-13 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 05:00:00,2021-12-13 06:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 06:00:00,2021-12-13 07:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 07:00:00,2021-12-13 08:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 08:00:00,2021-12-13 09:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 09:00:00,2021-12-13 10:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 10:00:00,2021-12-13 11:00:00,18.0,29.7,0.56,3.12,2.21,1.3,37.23,0.17,14.83,0.0,,,,,48.28,0.41,109.53,136.59,896.04,,,23.12,0.0
2021-12-13 11:00:00,2021-12-13 12:00:00,,,0.27,7.27,5.08,2.0,36.78,0.23,14.1,0.0,,,,,51.39,0.54,125.8,333.48,994.58,,,26.68,0.0
2021-12-13 12:00:00,2021-12-13 13:00:00,10.0,22.04,0.1,5.52,4.73,1.38,38.61,0.21,15.72,0.0,,,,,46.53,0.56,132.81,307.33,993.12,,,27.75,0.0
2021-12-13 13:00:00,2021-12-13 14:00:00,11.25,29.56,0.31,6.15,5.84,1.77,39.27,0.21,14.79,0.0,,,,,43.71,0.55,118.85,256.68,991.8,,,28.55,0.0
2021-12-13 14:00:00,2021-12-13 15:00:00,15.33,29.17,0.47,7.36,7.31,2.34,39.66,0.22,13.86,0.0,,,,,43.84,0.55,157.7,220.27,991.21,,,28.27,0.0
2021-12-13 15:00:00,2021-12-13 16:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 16:00:00,2021-12-13 17:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 17:00:00,2021-12-13 18:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 18:00:00,2021-12-13 19:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 19:00:00,2021-12-13 20:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 20:00:00,2021-12-13 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 21:00:00,2021-12-13 22:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 22:00:00,2021-12-13 23:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-13 23:00:00,2021-12-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-14 00:00:00,2021-12-14 01:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-14 01:00:00,2021-12-14 02:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-14 02:00:00,2021-12-14 03:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-14 03:00:00,2021-12-14 04:00:00,,,,,,,,,,,,,,,,,,,,,,,
2021-12-14 04:00:00,2021-12-14 05:00:00,,,,,,,,,,,,,,,,,,,,,,,
