From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C),RF (mm)
2022-10-31 12:00:00,2022-10-31 13:00:00,48.5,90.5,1.05,5.28,3.65,11.93,27.77,0.94,41.83,0.77,2.17,,,,,54.75,0.72,214.25,219.75,746.5,,0.53,31.6,0.0
2022-10-31 13:00:00,2022-10-31 14:00:00,43.5,85.0,1.05,5.08,3.58,12.6,25.52,0.99,41.12,0.88,3.05,,,,,51.0,0.55,214.5,202.5,745.5,,1.05,33.15,0.0
2022-10-31 14:00:00,2022-10-31 15:00:00,41.5,83.75,1.07,5.85,3.98,11.85,23.78,0.99,40.62,1.02,4.15,,,,,50.0,0.45,233.25,158.25,745.0,,1.85,33.42,0.0
2022-10-31 15:00:00,2022-10-31 16:00:00,40.0,87.75,1.08,6.48,4.35,12.0,22.18,1.11,38.62,1.07,4.42,,,,,53.75,0.3,298.25,86.75,744.0,,1.85,32.35,0.0
2022-10-31 16:00:00,2022-10-31 17:00:00,40.75,92.0,1.18,7.75,5.08,10.7,18.68,1.34,30.9,1.38,5.6,,,,,62.5,0.32,235.75,28.0,744.0,,2.67,29.78,0.0
2022-10-31 17:00:00,2022-10-31 18:00:00,44.25,125.25,6.55,24.1,18.15,9.93,16.95,2.19,13.83,1.53,6.27,,,,,76.0,0.3,16.5,12.0,744.5,,4.3,26.15,0.0
2022-10-31 18:00:00,2022-10-31 19:00:00,51.0,151.75,2.65,20.3,12.95,11.18,15.4,1.71,8.65,2.02,9.62,,,,,83.5,0.3,16.0,10.25,745.0,,7.88,23.62,0.0
2022-10-31 19:00:00,2022-10-31 20:00:00,61.5,140.25,1.45,16.85,10.15,12.08,14.52,1.48,7.35,1.48,4.97,,,,,86.25,0.3,16.25,10.0,746.0,,3.45,22.42,0.0
2022-10-31 20:00:00,2022-10-31 21:00:00,68.25,117.75,1.55,15.62,9.57,12.62,15.65,1.6,6.9,1.52,4.38,,,,,88.5,0.3,16.25,9.5,746.0,,2.57,21.55,0.0
2022-10-31 21:00:00,2022-10-31 22:00:00,76.25,124.25,1.22,10.45,6.52,13.53,17.27,1.59,7.47,1.6,4.2,,,,,90.0,0.38,60.25,9.25,746.5,,2.43,20.9,0.0
2022-10-31 22:00:00,2022-10-31 23:00:00,83.0,134.75,1.7,10.9,7.2,13.22,17.42,1.89,7.28,1.75,4.2,,,,,90.75,0.3,274.75,9.0,747.0,,2.45,20.35,0.0
2022-10-31 23:00:00,2022-11-01 00:00:00,92.0,128.0,1.7,11.23,7.4,12.87,17.23,1.74,6.1,1.97,4.57,,,,,91.33,0.3,275.0,9.67,746.67,,2.77,19.87,0.0
2022-11-01 00:00:00,2022-11-01 01:00:00,73.75,104.0,3.77,9.25,8.0,11.65,12.38,1.2,5.22,1.68,3.9,,,,,92.0,0.3,275.0,10.0,746.0,,2.1,19.05,0.0
2022-11-01 01:00:00,2022-11-01 02:00:00,67.25,91.0,4.75,11.3,9.88,11.95,11.07,1.29,7.7,1.8,4.03,,,,,92.0,0.3,274.5,10.0,746.0,,2.2,18.52,0.0
2022-11-01 02:00:00,2022-11-01 03:00:00,65.5,85.5,6.22,10.18,10.45,12.23,10.07,1.17,5.3,1.65,3.73,,,,,92.25,0.3,275.0,10.0,745.75,,1.88,18.1,0.0
2022-11-01 03:00:00,2022-11-01 04:00:00,57.25,75.5,7.2,9.35,10.8,11.0,9.6,1.1,4.6,1.52,3.88,,,,,92.75,0.3,137.5,9.25,745.0,,1.6,17.68,0.0
2022-11-01 04:00:00,2022-11-01 05:00:00,54.25,67.0,7.8,7.62,10.43,10.43,12.25,1.03,4.38,1.45,3.48,,,,,93.0,0.3,51.0,9.25,745.0,,1.38,17.3,0.0
2022-11-01 05:00:00,2022-11-01 06:00:00,50.5,61.5,6.33,8.2,9.47,10.3,14.35,0.96,3.67,1.32,3.67,,,,,93.0,0.3,51.0,9.0,745.5,,1.1,17.0,0.0
2022-11-01 06:00:00,2022-11-01 07:00:00,45.25,54.5,5.75,6.88,8.32,9.95,12.8,0.88,3.48,1.23,3.7,,,,,93.0,0.3,51.0,11.25,746.0,,0.92,16.7,0.12
2022-11-01 07:00:00,2022-11-01 08:00:00,43.5,56.0,6.12,6.85,8.62,10.57,13.22,0.89,4.1,1.17,3.83,,,,,94.0,0.3,51.0,41.0,747.0,,0.9,19.12,0.0
2022-11-01 08:00:00,2022-11-01 09:00:00,52.25,68.0,5.05,16.02,12.62,13.88,18.05,1.17,10.27,1.45,4.9,,,,,92.5,0.4,202.5,93.75,747.5,,1.0,22.07,0.0
2022-11-01 09:00:00,2022-11-01 10:00:00,70.0,108.0,2.55,12.8,8.88,11.45,25.38,0.92,16.67,1.45,5.45,,,,,75.25,0.45,241.0,145.25,748.0,,0.9,26.12,0.0
2022-11-01 10:00:00,2022-11-01 11:00:00,56.75,117.0,2.08,14.17,9.2,11.32,25.23,1.02,24.25,1.15,4.48,,,,,60.0,0.65,197.25,183.5,748.0,,1.2,29.0,0.0
2022-11-01 11:00:00,2022-11-01 12:00:00,53.75,107.0,1.35,10.93,6.88,11.53,26.0,0.98,34.2,1.0,3.35,,,,,55.0,0.67,165.75,207.5,748.0,,0.88,30.88,0.0
2022-11-01 12:00:00,2022-11-01 13:00:00,55.0,102.5,0.97,7.42,4.75,11.12,27.12,0.89,40.08,0.97,2.98,,,,,51.25,0.73,189.5,218.5,747.0,,0.8,32.05,0.0
2022-11-01 13:00:00,2022-11-01 14:00:00,51.0,97.25,1.02,6.53,4.3,11.85,26.07,0.87,41.3,0.88,2.85,,,,,47.5,0.77,221.75,190.5,746.0,,0.68,33.05,0.0
2022-11-01 14:00:00,2022-11-01 15:00:00,51.0,99.5,1.0,7.82,4.97,12.07,25.0,0.9,43.9,0.9,3.78,,,,,48.25,0.9,282.25,143.25,745.25,,1.1,32.33,0.0
2022-11-01 15:00:00,2022-11-01 16:00:00,55.5,107.75,1.07,7.45,4.88,11.67,20.38,0.88,33.98,0.95,4.05,,,,,53.0,0.53,270.0,78.75,745.0,,1.25,31.67,0.0
2022-11-01 16:00:00,2022-11-01 17:00:00,41.75,96.75,1.23,11.03,6.88,11.55,16.1,1.93,23.27,1.3,5.9,,,,,62.75,0.33,349.0,28.25,745.0,,3.75,29.12,0.0
2022-11-01 17:00:00,2022-11-01 18:00:00,44.75,135.25,2.27,28.95,17.25,9.57,13.4,2.77,10.53,2.15,8.93,,,,,74.25,0.3,291.5,11.5,745.0,,6.72,26.05,0.0
2022-11-01 18:00:00,2022-11-01 19:00:00,58.75,201.0,2.6,25.5,15.65,10.8,12.68,2.34,6.05,2.25,9.68,,,,,81.0,0.3,330.25,10.0,745.75,,7.33,23.98,0.0
2022-11-01 19:00:00,2022-11-01 20:00:00,71.0,172.5,1.48,17.77,10.62,12.45,12.65,2.21,7.5,1.92,6.78,,,,,84.75,0.3,331.75,10.0,746.0,,5.25,22.7,0.0
2022-11-01 20:00:00,2022-11-01 21:00:00,84.5,150.0,1.43,15.8,9.57,12.82,12.65,2.25,7.08,2.12,6.45,,,,,86.5,0.3,334.75,10.0,747.0,,4.38,22.08,0.0
2022-11-01 21:00:00,2022-11-01 22:00:00,87.75,147.75,1.23,17.12,10.12,13.4,15.45,2.06,8.88,2.05,6.22,,,,,86.75,0.35,321.0,9.5,747.0,,4.38,22.17,0.0
2022-11-01 22:00:00,2022-11-01 23:00:00,81.75,135.75,1.05,15.57,9.15,13.5,16.58,1.39,11.35,1.6,4.7,,,,,80.75,0.58,306.75,9.0,747.0,,2.88,23.28,0.0
2022-11-01 23:00:00,2022-11-02 00:00:00,72.5,113.0,1.05,11.18,6.8,12.35,13.9,1.27,7.95,1.2,3.42,,,,,82.25,0.3,334.0,9.75,746.5,,1.75,21.98,0.0
2022-11-02 00:00:00,2022-11-02 01:00:00,63.25,88.5,1.12,8.4,5.38,11.5,15.1,0.94,5.93,1.1,3.18,,,,,87.0,0.3,334.0,9.25,746.0,,1.48,20.85,0.0
2022-11-02 01:00:00,2022-11-02 02:00:00,58.75,79.0,1.12,8.7,5.58,12.48,12.25,1.12,6.4,1.1,2.95,,,,,89.0,0.3,334.0,10.0,746.0,,1.1,20.25,0.0
2022-11-02 02:00:00,2022-11-02 03:00:00,62.25,83.5,1.07,8.62,5.5,13.2,11.5,1.14,5.48,1.52,3.17,,,,,90.25,0.3,340.75,10.0,745.25,,1.15,19.9,0.0
2022-11-02 03:00:00,2022-11-02 04:00:00,65.0,86.0,1.33,7.95,5.33,11.68,11.37,0.97,4.47,1.35,2.82,,,,,91.0,0.3,354.0,10.0,745.0,,0.98,19.5,0.0
2022-11-02 04:00:00,2022-11-02 05:00:00,61.5,79.5,1.4,7.1,4.9,11.2,10.85,0.79,4.3,1.2,2.52,,,,,91.25,0.33,179.0,10.0,745.0,,0.8,19.15,0.0
2022-11-02 05:00:00,2022-11-02 06:00:00,59.5,76.75,1.4,7.47,5.12,11.18,15.45,0.65,3.77,1.25,2.57,,,,,92.0,0.3,73.0,9.25,745.0,,0.75,18.77,0.0
2022-11-02 06:00:00,2022-11-02 07:00:00,58.0,76.25,1.98,7.0,5.33,11.45,14.45,0.6,3.48,1.3,2.65,,,,,92.0,0.3,73.0,11.25,745.0,,0.75,18.42,0.0
2022-11-02 07:00:00,2022-11-02 08:00:00,57.0,84.0,2.65,7.28,6.0,11.73,14.12,0.6,4.1,1.12,2.62,,,,,93.0,0.3,73.0,31.5,745.25,,0.7,19.62,0.0
2022-11-02 08:00:00,2022-11-02 09:00:00,56.0,81.5,3.62,13.73,10.25,13.0,15.53,1.23,6.25,1.32,3.22,,,,,91.25,0.5,200.75,75.0,746.0,,1.0,21.73,0.0
2022-11-02 09:00:00,2022-11-02 10:00:00,55.5,87.25,2.42,10.1,7.35,11.0,14.7,1.18,10.75,1.18,2.73,,,,,76.25,0.98,255.5,122.5,746.0,,0.88,25.05,0.0
2022-11-02 10:00:00,2022-11-02 11:00:00,36.0,74.25,1.3,5.62,4.1,10.3,14.5,1.18,17.07,0.65,1.85,,,,,61.5,0.57,241.25,166.0,746.0,,0.53,28.82,0.0
2022-11-02 11:00:00,2022-11-02 12:00:00,38.5,84.25,1.18,5.62,3.9,11.25,16.38,1.21,24.55,0.72,2.1,,,,,56.0,0.55,140.25,192.0,745.0,,0.47,31.05,0.0
2022-11-02 12:00:00,2022-11-02 13:00:00,49.0,108.0,1.1,7.52,4.9,12.2,19.48,1.84,29.45,1.02,3.38,,,,,53.0,0.65,136.5,195.25,743.75,,0.85,32.35,0.0
2022-11-02 13:00:00,2022-11-02 14:00:00,59.75,124.25,0.92,4.9,3.3,13.85,22.1,1.47,32.0,1.0,3.25,,,,,52.25,0.97,133.5,176.0,743.0,,1.0,32.5,0.0
2022-11-02 14:00:00,2022-11-02 15:00:00,65.25,127.5,0.97,5.38,3.65,15.47,24.55,1.75,33.2,0.88,2.45,,,,,53.5,1.12,135.75,134.5,742.0,,0.57,31.98,0.0
2022-11-02 15:00:00,2022-11-02 16:00:00,67.75,136.5,1.2,7.7,5.05,15.95,28.67,2.18,32.08,1.2,3.95,,,,,56.75,0.6,121.5,78.25,741.75,,1.8,31.6,0.0
2022-11-02 16:00:00,2022-11-02 17:00:00,71.75,162.75,1.7,12.97,8.28,15.38,24.2,2.66,25.5,1.43,6.38,,,,,64.5,0.45,114.0,30.75,741.0,,4.5,29.52,0.0
2022-11-02 17:00:00,2022-11-02 18:00:00,68.5,147.75,3.0,16.05,10.95,12.75,18.15,2.98,15.57,1.78,7.85,,,,,76.75,0.35,72.75,11.5,741.75,,5.05,26.35,0.0
2022-11-02 18:00:00,2022-11-02 19:00:00,70.5,143.0,1.27,13.35,8.15,11.5,15.15,2.38,13.03,1.48,6.35,,,,,83.0,0.3,27.75,10.25,742.0,,4.55,24.12,0.0
2022-11-02 19:00:00,2022-11-02 20:00:00,72.0,121.25,1.3,9.75,6.25,12.5,13.72,1.65,13.9,1.12,3.8,,,,,85.75,0.3,61.0,10.0,742.0,,2.05,22.98,0.0
2022-11-02 20:00:00,2022-11-02 21:00:00,73.0,117.75,1.02,7.2,4.67,12.93,13.53,1.23,12.3,1.18,2.6,,,,,86.5,0.3,56.75,10.0,743.0,,0.9,22.25,0.0
2022-11-02 21:00:00,2022-11-02 22:00:00,76.25,115.25,1.12,6.75,4.53,13.52,14.9,1.18,9.2,1.3,2.38,,,,,88.75,0.3,51.75,9.25,743.0,,0.68,21.3,0.0
2022-11-02 22:00:00,2022-11-02 23:00:00,76.25,115.0,0.88,6.65,4.28,14.18,14.52,1.15,9.22,1.32,2.62,,,,,90.0,0.3,51.75,9.0,743.0,,0.67,20.95,0.0
2022-11-02 23:00:00,2022-11-03 00:00:00,75.25,105.25,0.88,7.05,4.5,13.85,14.68,1.27,8.9,1.42,2.98,,,,,90.5,0.3,52.0,9.0,743.0,,0.85,20.68,0.0
2022-11-03 00:00:00,2022-11-03 01:00:00,78.0,110.0,1.2,6.8,4.6,13.4,16.0,0.98,6.65,1.55,3.15,,,,,91.0,0.3,44.0,9.0,743.0,,0.97,20.3,0.0
2022-11-03 01:00:00,2022-11-03 02:00:00,75.25,103.0,1.32,8.88,5.8,14.18,13.85,1.06,5.3,1.55,3.58,,,,,91.25,0.3,41.5,10.0,743.0,,1.12,19.85,0.0
2022-11-03 02:00:00,2022-11-03 03:00:00,76.0,101.5,2.95,10.4,7.9,13.95,11.85,1.1,4.88,1.65,4.92,,,,,92.0,0.3,28.75,10.0,742.75,,1.9,19.48,0.0
2022-11-03 03:00:00,2022-11-03 04:00:00,82.5,131.25,6.62,13.27,12.45,13.57,12.8,1.27,5.05,1.9,6.3,,,,,92.0,0.3,28.25,10.0,742.0,,2.8,19.23,0.0
2022-11-03 04:00:00,2022-11-03 05:00:00,99.0,186.25,10.62,14.57,16.38,13.13,12.95,1.24,4.78,1.98,6.7,,,,,92.0,0.3,28.0,10.0,742.0,,2.92,18.88,0.0
2022-11-03 05:00:00,2022-11-03 06:00:00,87.75,119.25,8.25,10.85,12.45,12.75,15.4,1.28,4.38,1.92,6.2,,,,,92.5,0.3,28.0,9.5,742.75,,2.6,18.38,0.0
2022-11-03 06:00:00,2022-11-03 07:00:00,77.25,97.75,5.85,12.75,11.53,12.93,16.65,1.31,3.57,1.85,5.85,,,,,93.0,0.3,28.0,10.5,743.25,,2.5,18.02,0.0
2022-11-03 07:00:00,2022-11-03 08:00:00,65.0,78.0,5.62,10.88,10.32,13.0,14.88,1.33,4.03,1.72,5.1,,,,,93.0,0.3,28.0,26.0,744.0,,2.1,18.43,0.0
2022-11-03 08:00:00,2022-11-03 09:00:00,71.0,96.5,4.0,14.05,10.75,15.88,16.62,1.66,7.35,1.95,4.47,,,,,93.0,0.6,159.0,63.25,745.0,,1.62,20.0,0.0
2022-11-03 09:00:00,2022-11-03 10:00:00,96.75,130.5,4.47,15.07,11.7,15.28,15.05,1.71,6.28,2.08,3.9,,,,,92.0,1.0,204.5,78.25,745.0,,1.32,20.6,0.0
2022-11-03 10:00:00,2022-11-03 11:00:00,102.5,131.5,4.1,17.0,12.4,15.82,16.6,1.73,11.57,1.95,4.15,,,,,91.5,1.0,246.0,141.75,745.0,,1.6,22.83,0.0
2022-11-03 11:00:00,2022-11-03 12:00:00,131.25,171.5,1.95,15.88,10.0,16.67,20.08,1.67,20.9,1.72,4.22,,,,,79.5,0.8,208.75,162.5,744.5,,1.5,26.6,0.0
2022-11-03 12:00:00,2022-11-03 13:00:00,133.5,189.5,1.38,15.0,9.12,17.25,21.5,1.63,27.3,1.75,5.03,,,,,68.5,0.8,217.75,166.5,743.5,,2.1,28.9,0.0
2022-11-03 13:00:00,2022-11-03 14:00:00,136.75,193.5,1.25,12.17,7.5,18.2,24.88,1.53,31.12,1.65,4.22,,,,,63.75,0.75,174.5,150.25,742.75,,1.35,30.12,0.0
2022-11-03 14:00:00,2022-11-03 15:00:00,132.5,191.25,1.2,9.57,6.08,20.23,29.18,1.48,32.77,1.5,3.53,,,,,62.5,0.92,172.5,112.0,742.0,,0.88,30.08,0.0
2022-11-03 15:00:00,2022-11-03 16:00:00,131.75,192.25,0.97,9.65,5.95,20.02,23.45,1.63,27.95,1.45,3.77,,,,,65.5,0.68,132.25,64.75,742.0,,1.02,29.65,0.0
2022-11-03 16:00:00,2022-11-03 17:00:00,135.75,208.5,1.38,15.18,9.18,18.38,21.0,2.38,18.07,1.62,6.03,,,,,73.5,0.35,197.0,27.5,742.0,,5.95,28.45,0.0
2022-11-03 17:00:00,2022-11-03 18:00:00,140.25,222.75,2.1,16.82,10.62,17.83,19.88,2.49,10.35,1.82,8.72,,,,,82.25,0.3,196.0,11.5,742.0,,17.53,25.6,0.0
2022-11-03 18:00:00,2022-11-03 19:00:00,147.0,215.0,1.9,15.57,9.82,17.9,17.8,2.96,9.75,2.27,9.72,,,,,87.25,0.3,85.0,10.25,742.5,,11.93,23.82,0.0
2022-11-03 19:00:00,2022-11-03 20:00:00,166.0,227.0,1.73,10.02,6.75,17.48,16.32,2.42,8.65,2.33,6.72,,,,,89.25,0.3,65.5,10.0,743.0,,5.62,22.88,0.0
2022-11-03 20:00:00,2022-11-03 21:00:00,139.75,186.5,1.9,8.82,6.25,17.2,15.8,1.95,7.78,2.05,6.58,,,,,90.5,0.3,43.25,10.0,744.0,,5.53,22.27,0.0
2022-11-03 21:00:00,2022-11-03 22:00:00,134.75,176.75,7.45,11.57,12.2,17.75,17.48,2.35,7.45,2.12,6.05,,,,,91.0,0.3,24.75,9.75,744.0,,4.53,21.57,0.0
2022-11-03 22:00:00,2022-11-03 23:00:00,140.5,187.5,6.53,11.8,11.6,19.07,18.4,2.84,7.42,2.3,5.83,,,,,91.25,0.3,164.5,9.0,744.75,,3.88,21.2,0.0
2022-11-03 23:00:00,2022-11-04 00:00:00,142.5,186.25,8.8,12.45,13.77,18.43,18.68,2.97,7.6,2.4,5.85,,,,,92.0,0.3,321.5,9.0,744.0,,4.22,20.7,0.0
2022-11-04 00:00:00,2022-11-04 01:00:00,141.0,182.0,8.18,10.82,12.38,17.75,16.27,2.0,7.17,2.48,5.78,,,,,92.0,0.3,321.75,9.0,744.0,,3.42,20.2,0.0
2022-11-04 01:00:00,2022-11-04 02:00:00,130.0,162.5,7.12,9.03,10.58,18.35,15.33,2.0,6.5,2.52,5.7,,,,,92.0,0.3,321.75,9.5,744.0,,3.42,19.65,0.0
2022-11-04 02:00:00,2022-11-04 03:00:00,119.0,139.75,5.08,8.67,8.7,18.07,11.4,1.87,5.68,2.7,5.43,,,,,92.0,0.3,321.75,10.0,744.0,,2.73,19.15,0.0
2022-11-04 03:00:00,2022-11-04 04:00:00,100.5,109.5,5.33,6.68,7.88,15.87,11.25,1.73,5.07,2.62,5.25,,,,,93.0,0.3,321.75,10.0,744.0,,2.7,18.68,0.0
2022-11-04 04:00:00,2022-11-04 05:00:00,89.5,103.0,5.5,6.53,7.95,14.98,10.3,1.44,4.83,2.2,4.38,,,,,93.0,0.3,321.75,10.0,744.0,,2.05,18.58,0.0
2022-11-04 05:00:00,2022-11-04 06:00:00,84.0,98.5,9.2,8.62,12.05,13.72,12.05,1.59,3.83,2.03,4.1,,,,,93.0,0.3,322.0,9.75,744.25,,1.9,18.3,0.0
2022-11-04 06:00:00,2022-11-04 07:00:00,70.5,75.0,9.3,8.65,12.18,13.78,14.8,1.48,3.15,1.78,3.83,,,,,93.0,0.3,321.5,10.25,745.0,,1.67,18.2,0.0
2022-11-04 07:00:00,2022-11-04 08:00:00,67.0,72.75,9.6,8.62,12.43,14.35,13.6,1.51,3.6,1.75,3.75,,,,,93.25,0.3,239.25,25.75,746.0,,1.6,18.83,0.0
2022-11-04 08:00:00,2022-11-04 09:00:00,78.5,89.0,10.1,14.28,15.8,18.4,16.45,1.91,6.38,2.12,4.15,,,,,94.0,0.35,267.25,63.25,746.75,,1.65,21.32,0.0
2022-11-04 09:00:00,2022-11-04 10:00:00,97.5,133.0,2.7,17.72,11.62,17.95,16.07,0.88,8.97,1.97,4.65,,,,,92.25,1.12,303.75,107.75,747.5,,2.12,23.57,0.0
2022-11-04 10:00:00,2022-11-04 11:00:00,79.0,140.75,1.73,12.47,8.02,15.73,15.7,0.28,13.9,1.23,3.5,,,,,83.5,1.45,299.5,144.75,747.5,,1.35,25.85,0.0
2022-11-04 11:00:00,2022-11-04 12:00:00,49.5,87.25,1.5,12.93,8.1,16.05,18.27,0.56,18.35,1.25,3.92,,,,,72.5,1.35,289.25,163.25,747.0,,1.6,28.12,0.0
2022-11-04 12:00:00,2022-11-04 13:00:00,51.0,88.75,1.27,10.93,6.85,16.07,18.62,1.09,21.32,1.2,3.85,,,,,69.0,1.32,284.75,134.75,746.0,,1.55,29.07,0.0
2022-11-04 13:00:00,2022-11-04 14:00:00,50.5,89.25,1.08,9.03,5.7,16.45,19.4,1.19,23.52,1.1,3.45,,,,,66.5,1.35,273.0,139.75,745.25,,1.18,29.62,0.0
2022-11-04 14:00:00,2022-11-04 15:00:00,48.0,83.25,1.0,7.98,5.08,18.15,19.9,1.06,23.52,1.0,2.95,,,,,63.0,1.12,292.0,116.25,744.5,,0.9,30.5,0.0
2022-11-04 15:00:00,2022-11-04 16:00:00,44.75,80.25,1.05,7.53,4.88,17.3,18.28,1.04,22.43,0.92,2.62,,,,,64.5,1.05,284.25,62.75,744.0,,0.68,29.88,0.0
2022-11-04 16:00:00,2022-11-04 17:00:00,45.0,100.25,1.52,11.38,7.25,16.28,17.2,1.57,14.5,1.07,3.48,,,,,71.5,0.48,311.5,26.0,744.0,,1.07,28.55,0.0
2022-11-04 17:00:00,2022-11-04 18:00:00,48.5,157.25,2.57,18.82,12.1,15.62,15.15,2.45,8.25,2.02,10.1,,,,,82.25,0.3,332.0,10.75,744.5,,6.55,25.6,0.0
2022-11-04 18:00:00,2022-11-04 19:00:00,49.25,118.25,1.92,14.2,9.12,14.73,12.23,0.94,5.57,1.98,8.72,,,,,86.25,0.3,333.5,10.5,745.0,,5.83,23.9,0.0
2022-11-04 19:00:00,2022-11-04 20:00:00,48.25,89.25,1.23,11.78,7.25,15.9,12.28,0.82,4.7,1.48,6.38,,,,,88.5,0.3,338.0,10.25,745.75,,4.5,23.1,0.0
2022-11-04 20:00:00,2022-11-04 21:00:00,54.5,90.75,1.5,12.05,7.6,17.38,12.82,1.16,5.1,1.85,6.23,,,,,89.5,0.3,338.0,10.25,746.0,,3.97,22.47,0.0
2022-11-04 21:00:00,2022-11-04 22:00:00,64.0,93.0,1.85,11.35,7.53,18.15,14.35,1.32,5.5,2.25,6.53,,,,,90.5,0.3,338.0,10.0,746.25,,4.17,22.08,0.0
2022-11-04 22:00:00,2022-11-04 23:00:00,68.75,93.25,2.62,11.8,8.4,19.12,16.1,1.23,5.15,2.35,6.35,,,,,91.0,0.3,338.0,9.0,746.75,,4.0,21.73,0.0
2022-11-04 23:00:00,2022-11-05 00:00:00,64.5,91.25,3.48,10.3,8.3,17.57,15.98,1.18,4.97,2.2,6.22,,,,,91.5,0.3,338.0,9.0,746.0,,3.85,21.2,0.0
2022-11-05 00:00:00,2022-11-05 01:00:00,63.25,84.0,2.58,10.7,7.83,17.23,14.83,1.6,5.05,2.12,5.95,,,,,92.0,0.3,337.75,9.0,746.0,,3.55,21.08,0.0
2022-11-05 01:00:00,2022-11-05 02:00:00,64.0,88.25,1.45,15.72,9.55,19.4,13.68,1.31,4.1,1.82,4.6,,,,,92.0,0.3,293.75,9.5,746.0,,2.35,21.52,0.0
2022-11-05 02:00:00,2022-11-05 03:00:00,63.5,91.5,1.0,15.35,9.0,19.88,11.32,1.35,5.65,1.6,4.2,,,,,92.0,0.35,266.25,10.0,746.0,,2.15,21.55,0.0
2022-11-05 03:00:00,2022-11-05 04:00:00,59.25,86.25,0.93,13.88,8.12,17.8,10.75,1.93,5.38,1.43,4.8,,,,,92.0,0.38,286.0,10.0,746.0,,3.15,21.2,0.0
2022-11-05 04:00:00,2022-11-05 05:00:00,49.25,71.75,1.12,10.9,6.72,16.65,9.82,1.74,3.9,1.28,4.23,,,,,92.0,0.3,301.0,10.0,746.0,,2.67,20.23,0.0
2022-11-05 05:00:00,2022-11-05 06:00:00,43.0,59.5,1.4,7.38,5.03,15.65,10.43,1.64,3.32,1.2,3.83,,,,,92.75,0.3,301.0,10.0,747.0,,2.25,19.65,0.0
2022-11-05 06:00:00,2022-11-05 07:00:00,39.0,53.25,1.15,9.02,5.75,15.72,13.03,1.55,3.17,1.1,3.33,,,,,93.0,0.3,295.25,10.75,747.25,,1.48,19.88,0.0
2022-11-05 07:00:00,2022-11-05 08:00:00,73.0,118.25,1.5,10.78,6.92,15.18,12.65,1.62,4.22,1.07,2.67,,,,,93.0,0.42,298.25,28.25,748.25,,0.75,20.62,0.0
2022-11-05 08:00:00,2022-11-05 09:00:00,80.25,133.25,1.77,12.25,7.92,14.75,15.35,1.84,5.85,1.12,2.9,,,,,91.25,0.77,287.5,67.0,749.25,,0.75,22.2,0.0
2022-11-05 09:00:00,2022-11-05 10:00:00,89.0,151.0,1.88,13.95,8.95,14.97,18.27,1.75,9.9,1.2,3.85,,,,,81.0,1.32,298.0,110.25,750.0,,1.35,25.08,0.0
2022-11-05 10:00:00,2022-11-05 11:00:00,95.5,178.75,1.45,9.97,6.5,14.12,14.97,1.55,13.77,1.08,4.22,,,,,72.0,1.55,301.75,151.25,750.0,,1.6,27.18,0.0
2022-11-05 11:00:00,2022-11-05 12:00:00,69.75,159.25,1.3,8.55,5.57,14.52,15.8,1.54,15.95,0.93,3.85,,,,,67.5,1.48,295.75,178.25,749.0,,1.38,28.77,0.0
2022-11-05 12:00:00,2022-11-05 13:00:00,69.75,146.0,1.18,7.03,4.67,14.77,16.45,0.88,18.85,1.02,4.38,,,,,64.0,1.33,284.25,176.5,748.25,,1.73,29.82,0.0
2022-11-05 13:00:00,2022-11-05 14:00:00,72.5,139.25,1.05,6.3,4.2,14.78,16.25,0.73,20.42,0.95,3.92,,,,,60.5,0.9,222.0,155.5,747.25,,1.53,31.07,0.0
2022-11-05 14:00:00,2022-11-05 15:00:00,73.0,136.75,0.92,5.68,3.75,16.55,16.4,0.63,20.28,0.93,3.5,,,,,57.75,0.85,256.0,123.25,747.0,,1.15,31.45,0.0
2022-11-05 15:00:00,2022-11-05 16:00:00,72.5,141.25,1.0,8.05,5.12,16.62,17.68,0.9,19.18,0.93,3.58,,,,,61.0,0.6,293.25,71.0,746.0,,1.1,30.8,0.0
2022-11-05 16:00:00,2022-11-05 17:00:00,82.0,166.25,1.42,12.1,7.6,16.38,14.95,1.44,14.1,1.1,4.62,,,,,69.75,0.38,125.0,28.5,746.0,,1.82,29.0,0.0
2022-11-05 17:00:00,2022-11-05 18:00:00,87.75,220.0,1.57,16.7,10.18,15.43,15.53,1.99,7.4,1.65,7.7,,,,,79.25,0.3,10.0,11.25,746.25,,5.08,25.92,0.0
2022-11-05 18:00:00,2022-11-05 19:00:00,87.25,267.5,2.23,17.77,11.27,13.3,11.45,1.07,5.45,1.85,9.0,,,,,85.5,0.3,12.0,10.5,747.0,,6.42,23.88,0.0
2022-11-05 19:00:00,2022-11-05 20:00:00,97.25,181.25,1.53,13.73,8.55,15.52,11.43,2.29,5.12,1.6,6.92,,,,,88.25,0.3,15.0,10.0,747.25,,5.28,22.95,0.0
