From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree)
2022-11-20 08:00:00,2022-11-20 09:00:00,5.9,44.79,1.03,1.07,2.1,1.02,0.59,8.16,82.59,0.65,231.95,167.36,800.24,15.52
2022-11-20 09:00:00,2022-11-20 10:00:00,9.44,74.31,1.17,2.17,3.34,0.98,0.61,13.85,68.64,1.07,250.94,272.74,800.24,18.52
2022-11-20 10:00:00,2022-11-20 11:00:00,27.58,90.41,0.94,2.65,3.6,0.92,0.62,33.65,57.18,1.18,270.97,352.55,800.24,21.29
2022-11-20 11:00:00,2022-11-20 12:00:00,47.4,103.62,0.79,2.17,2.95,0.94,0.59,61.13,49.87,1.43,252.21,391.86,800.24,23.14
2022-11-20 12:00:00,2022-11-20 13:00:00,37.78,80.74,0.68,0.89,1.56,0.86,0.51,69.23,43.22,1.98,287.23,391.62,800.23,24.16
2022-11-20 13:00:00,2022-11-20 14:00:00,25.02,62.03,0.67,0.6,1.27,0.93,0.47,66.49,42.44,1.9,265.8,351.18,800.24,25.14
2022-11-20 14:00:00,2022-11-20 15:00:00,23.65,62.45,0.66,0.33,0.99,0.91,0.46,59.8,44.22,2.52,287.01,274.57,800.24,25.09
2022-11-20 15:00:00,2022-11-20 16:00:00,27.76,78.02,0.66,0.67,1.33,0.92,0.47,60.75,44.19,2.5,283.65,169.97,800.24,24.77
2022-11-20 16:00:00,2022-11-20 17:00:00,39.03,96.5,0.65,1.03,1.69,0.96,0.49,61.79,51.33,1.54,259.03,62.74,800.24,23.76
2022-11-20 17:00:00,2022-11-20 18:00:00,17.01,83.9,0.64,0.78,1.42,0.92,0.48,30.28,80.44,0.59,185.06,3.62,800.24,18.57
2022-11-20 18:00:00,2022-11-20 19:00:00,19.34,64.53,0.64,1.35,1.99,1.23,0.57,12.43,86.57,0.34,150.79,0.62,800.24,16.51
2022-11-20 19:00:00,2022-11-20 20:00:00,39.53,59.33,0.63,0.94,1.56,1.07,0.62,11.23,87.84,0.46,149.94,0.61,800.24,15.61
2022-11-20 20:00:00,2022-11-20 21:00:00,51.56,66.31,0.69,3.16,3.85,1.39,0.84,4.97,90.56,0.31,152.33,0.62,800.24,15.02
2022-11-20 21:00:00,2022-11-20 22:00:00,75.89,108.03,0.72,4.74,5.47,1.43,1.11,2.27,91.71,0.31,140.48,0.63,800.24,14.27
2022-11-20 22:00:00,2022-11-20 23:00:00,64.66,94.43,0.64,2.35,2.98,1.2,0.92,6.65,91.69,0.31,168.11,0.69,800.24,13.62
2022-11-20 23:00:00,2022-11-21 00:00:00,55.64,67.32,0.62,1.23,1.84,1.01,0.74,6.5,91.69,0.31,148.49,0.7,800.26,13.42
2022-11-21 00:00:00,2022-11-21 01:00:00,41.94,56.0,0.67,0.96,1.61,0.91,0.61,7.91,91.3,0.31,150.89,0.64,800.23,12.87
2022-11-21 01:00:00,2022-11-21 02:00:00,32.9,43.3,0.61,0.42,1.04,0.89,0.55,8.94,92.5,0.31,154.04,0.65,800.24,12.36
2022-11-21 02:00:00,2022-11-21 03:00:00,30.75,43.68,0.61,0.82,1.44,0.89,0.55,8.6,93.7,0.31,188.3,0.64,800.24,11.88
2022-11-21 03:00:00,2022-11-21 04:00:00,39.47,53.11,0.62,1.94,2.57,0.93,0.59,5.65,94.34,0.31,188.2,0.67,800.24,11.77
2022-11-21 04:00:00,2022-11-21 05:00:00,41.27,58.48,0.62,1.5,2.12,0.82,0.6,5.96,94.57,0.31,193.17,0.65,800.24,11.42
2022-11-21 05:00:00,2022-11-21 06:00:00,39.47,53.06,0.65,0.74,1.39,0.84,0.56,9.39,94.92,0.31,218.96,0.67,800.24,11.29
2022-11-21 06:00:00,2022-11-21 07:00:00,38.75,54.57,0.64,0.48,1.11,0.74,0.61,11.04,95.07,0.41,183.24,2.19,800.24,11.15
2022-11-21 07:00:00,2022-11-21 08:00:00,35.18,52.97,0.93,0.75,1.68,0.88,0.63,8.78,92.29,0.56,187.39,65.01,800.24,12.59
2022-11-21 08:00:00,2022-11-21 09:00:00,15.04,67.2,1.66,1.97,3.62,1.07,0.65,7.76,75.76,0.55,206.09,179.98,800.24,16.73
2022-11-21 09:00:00,2022-11-21 10:00:00,12.95,80.45,1.22,1.89,3.11,0.97,0.61,14.98,64.04,1.76,266.22,288.93,800.24,18.01
2022-11-21 10:00:00,2022-11-21 11:00:00,28.47,66.57,0.87,1.26,2.13,0.94,0.56,24.88,55.0,1.39,258.97,369.46,800.24,20.48
2022-11-21 11:00:00,2022-11-21 12:00:00,25.2,74.02,0.79,1.53,2.33,0.83,0.55,43.45,45.52,1.92,296.21,411.08,800.23,22.27
2022-11-21 12:00:00,2022-11-21 13:00:00,25.29,89.28,0.73,1.18,1.92,0.78,0.52,51.8,44.06,2.27,258.29,339.12,800.23,22.89
2022-11-21 13:00:00,2022-11-21 14:00:00,23.3,85.79,0.69,0.65,1.34,0.8,0.48,53.03,40.28,2.42,257.52,354.63,800.24,24.25
2022-11-21 14:00:00,2022-11-21 15:00:00,21.47,63.28,0.7,0.88,1.57,0.83,0.48,51.98,43.53,2.48,244.31,246.82,800.24,24.29
2022-11-21 15:00:00,2022-11-21 16:00:00,22.27,61.26,0.67,0.54,1.22,0.85,0.47,46.96,48.09,2.52,245.19,128.93,800.24,23.65
2022-11-21 16:00:00,2022-11-21 17:00:00,22.82,69.17,0.69,1.26,1.95,1.0,0.54,42.65,70.36,0.71,203.76,42.22,800.24,20.91
2022-11-21 17:00:00,2022-11-21 18:00:00,7.92,105.11,0.73,1.91,2.64,0.97,0.62,18.27,82.64,0.44,176.28,3.39,800.24,17.83
2022-11-21 18:00:00,2022-11-21 19:00:00,37.28,171.39,0.63,2.04,2.67,1.07,0.73,27.99,84.75,0.48,147.44,0.62,800.24,15.89
2022-11-21 19:00:00,2022-11-21 20:00:00,66.55,135.01,0.62,2.29,2.91,1.12,0.83,21.02,85.19,0.31,163.46,0.64,800.24,15.01
2022-11-21 20:00:00,2022-11-21 21:00:00,81.75,112.85,0.61,2.27,2.89,1.17,0.86,20.3,85.5,0.34,143.43,0.63,800.24,14.49
2022-11-21 21:00:00,2022-11-21 22:00:00,84.85,117.67,0.65,4.11,4.76,1.09,1.04,10.1,88.52,0.38,130.95,0.62,800.24,13.9
2022-11-21 22:00:00,2022-11-21 23:00:00,92.75,130.23,0.62,5.04,5.65,1.27,1.21,7.19,89.28,0.32,178.14,0.65,800.23,13.37
2022-11-21 23:00:00,2022-11-22 00:00:00,78.21,100.68,0.62,1.4,2.02,1.02,0.88,12.56,90.95,0.32,146.27,0.65,800.24,12.69
2022-11-22 00:00:00,2022-11-22 01:00:00,50.66,55.86,0.62,0.2,0.82,0.76,0.61,16.95,92.0,0.36,146.69,0.64,800.23,12.04
2022-11-22 01:00:00,2022-11-22 02:00:00,43.63,50.28,0.61,0.21,0.82,0.89,0.56,17.12,92.53,0.39,159.28,0.65,800.24,11.75
2022-11-22 02:00:00,2022-11-22 03:00:00,44.82,55.49,0.61,0.62,1.24,1.0,0.61,11.14,92.77,0.35,230.38,0.72,800.24,11.47
2022-11-22 03:00:00,2022-11-22 04:00:00,47.01,63.2,0.61,0.49,1.11,0.79,0.58,10.25,93.62,0.58,206.03,0.67,800.24,11.12
2022-11-22 04:00:00,2022-11-22 05:00:00,43.11,59.43,0.61,0.85,1.46,0.79,0.57,10.02,94.11,0.31,204.44,0.64,800.24,10.93
2022-11-22 05:00:00,2022-11-22 06:00:00,38.51,60.13,0.65,1.17,1.81,0.83,0.59,10.95,93.38,0.63,193.19,0.67,800.24,10.94
2022-11-22 06:00:00,2022-11-22 07:00:00,43.32,61.51,0.69,1.25,1.94,0.85,0.65,10.88,93.81,0.79,212.75,2.0,800.24,10.66
2022-11-22 07:00:00,2022-11-22 08:00:00,42.64,71.17,0.96,1.13,2.1,0.96,0.7,8.49,90.64,0.65,184.72,60.31,800.24,11.88
2022-11-22 08:00:00,2022-11-22 09:00:00,19.79,95.81,1.44,2.21,3.65,0.93,0.7,9.68,74.4,0.69,206.83,175.75,800.24,15.57
2022-11-22 09:00:00,2022-11-22 10:00:00,19.26,88.33,1.05,1.77,2.81,0.85,0.63,17.34,56.9,1.28,263.81,282.39,800.24,17.79
2022-11-22 10:00:00,2022-11-22 11:00:00,23.75,97.47,0.92,1.84,2.75,0.74,0.6,26.85,49.68,1.15,246.48,364.03,800.24,19.95
2022-11-22 11:00:00,2022-11-22 12:00:00,18.19,81.43,0.76,1.22,1.98,0.79,0.56,39.7,48.01,1.3,258.84,404.69,800.25,22.11
2022-11-22 12:00:00,2022-11-22 13:00:00,17.23,82.34,0.69,0.93,1.62,0.76,0.52,49.38,46.05,1.54,254.31,401.73,800.23,23.71
2022-11-22 13:00:00,2022-11-22 14:00:00,20.3,61.85,0.67,0.87,1.53,0.9,0.52,60.14,46.11,1.52,213.1,356.59,800.24,24.61
2022-11-22 14:00:00,2022-11-22 15:00:00,22.74,61.15,0.65,0.4,1.05,0.86,0.52,61.2,50.03,2.31,200.21,271.67,800.24,24.07
2022-11-22 15:00:00,2022-11-22 16:00:00,35.48,81.47,0.65,0.78,1.42,0.86,0.57,61.22,50.92,2.28,219.29,156.95,800.24,23.43
2022-11-22 16:00:00,2022-11-22 17:00:00,50.09,102.73,0.63,1.51,2.15,0.91,0.66,62.17,61.39,1.35,215.23,53.17,800.24,21.46
2022-11-22 17:00:00,2022-11-22 18:00:00,46.5,131.64,0.65,2.48,3.14,1.08,0.76,37.2,76.9,0.35,189.94,3.5,800.24,17.88
2022-11-22 18:00:00,2022-11-22 19:00:00,56.06,143.9,0.62,2.4,3.03,1.23,0.85,34.22,85.19,0.37,139.19,0.62,800.24,15.46
2022-11-22 19:00:00,2022-11-22 20:00:00,94.93,140.67,0.62,2.81,3.42,1.3,0.96,29.3,87.03,0.31,136.01,0.63,800.24,14.54
2022-11-22 20:00:00,2022-11-22 21:00:00,101.18,143.69,0.62,2.67,3.3,1.11,1.0,28.55,88.41,0.31,150.92,0.63,800.24,13.82
2022-11-22 21:00:00,2022-11-22 22:00:00,105.08,130.78,0.62,2.51,3.13,1.05,0.98,23.67,89.87,0.32,144.05,0.63,800.24,13.33
2022-11-22 22:00:00,2022-11-22 23:00:00,106.45,134.4,0.61,2.2,2.81,1.07,0.97,17.6,91.34,0.31,171.69,0.64,800.24,12.89
2022-11-22 23:00:00,2022-11-23 00:00:00,87.61,107.33,0.62,1.63,2.24,1.11,0.88,12.33,92.12,0.32,146.0,0.64,800.24,12.6
2022-11-23 00:00:00,2022-11-23 01:00:00,78.02,97.85,0.61,1.3,1.91,1.0,0.83,10.02,92.98,0.32,133.01,0.63,800.24,12.12
2022-11-23 01:00:00,2022-11-23 02:00:00,55.61,70.97,0.61,0.21,0.83,0.85,0.64,16.16,91.88,0.31,141.46,0.65,800.24,11.81
2022-11-23 02:00:00,2022-11-23 03:00:00,43.37,52.99,0.62,0.12,0.69,0.81,0.57,15.63,92.53,0.31,205.97,0.65,800.24,11.21
2022-11-23 03:00:00,2022-11-23 04:00:00,36.38,51.85,0.61,0.27,0.86,0.84,0.56,13.8,93.73,0.31,187.53,0.65,800.24,10.76
2022-11-23 04:00:00,2022-11-23 05:00:00,44.7,62.44,0.61,0.93,1.54,0.78,0.61,12.95,94.41,0.31,189.38,0.68,800.24,10.64
2022-11-23 05:00:00,2022-11-23 06:00:00,48.11,65.28,0.62,0.83,1.45,0.93,0.63,12.53,94.91,0.31,189.15,0.78,800.24,10.37
2022-11-23 06:00:00,2022-11-23 07:00:00,53.48,66.28,0.69,1.17,1.83,0.95,0.69,11.58,95.36,0.31,195.32,1.92,800.29,10.2
2022-11-23 07:00:00,2022-11-23 08:00:00,54.86,85.18,0.96,1.68,2.64,0.94,0.76,9.07,94.5,0.33,182.38,54.18,800.27,11.27
2022-11-23 08:00:00,2022-11-23 09:00:00,40.26,128.98,2.13,4.5,6.63,1.14,0.84,8.52,79.41,0.43,209.86,167.73,800.24,14.87
2022-11-23 09:00:00,2022-11-23 10:00:00,36.27,133.72,1.35,3.32,4.67,0.97,0.79,18.36,64.49,0.6,249.96,277.74,800.24,16.92
2022-11-23 10:00:00,2022-11-23 11:00:00,34.86,104.37,0.89,2.34,3.23,0.93,0.71,30.77,53.95,1.09,239.33,357.93,800.24,19.66
2022-11-23 11:00:00,2022-11-23 12:00:00,25.85,92.63,0.7,1.47,2.17,0.84,0.65,52.43,46.68,0.74,225.37,400.72,800.24,21.62
2022-11-23 12:00:00,2022-11-23 13:00:00,23.97,81.06,0.69,1.27,1.95,0.9,0.6,60.09,41.91,1.92,257.39,399.03,800.24,23.03
2022-11-23 13:00:00,2022-11-23 14:00:00,21.03,69.18,0.66,0.49,1.16,0.89,0.54,51.79,40.26,2.36,276.64,359.26,800.24,23.51
2022-11-23 14:00:00,2022-11-23 15:00:00,14.89,50.91,0.66,0.52,1.18,0.96,0.52,60.95,36.37,2.09,280.32,280.62,800.24,24.18
2022-11-23 15:00:00,2022-11-23 16:00:00,25.92,63.92,0.67,0.92,1.57,0.89,0.56,55.41,46.54,2.18,248.74,169.45,800.24,23.72
2022-11-23 16:00:00,2022-11-23 17:00:00,46.19,89.73,0.65,1.72,2.37,1.06,0.65,48.09,59.98,1.53,210.95,61.78,800.24,21.78
2022-11-23 17:00:00,2022-11-23 18:00:00,36.09,119.6,0.63,2.47,3.1,1.07,0.75,28.55,76.55,0.44,190.06,3.53,800.24,17.87
2022-11-23 18:00:00,2022-11-23 19:00:00,53.53,128.07,0.63,2.37,3.0,1.1,0.87,30.46,85.58,0.31,137.72,0.62,800.24,15.18
2022-11-23 19:00:00,2022-11-23 20:00:00,84.96,131.84,0.61,2.47,3.08,1.11,0.92,32.38,86.15,0.31,133.53,0.63,800.24,14.24
2022-11-23 20:00:00,2022-11-23 21:00:00,99.35,147.48,0.61,2.85,3.46,1.09,0.96,28.25,87.48,0.31,149.25,0.64,800.24,13.63
2022-11-23 21:00:00,2022-11-23 22:00:00,104.7,144.06,0.62,2.56,3.18,1.07,1.0,21.42,88.97,0.31,144.86,0.62,800.24,13.12
2022-11-23 22:00:00,2022-11-23 23:00:00,93.09,112.74,0.64,2.03,2.66,0.84,0.93,15.43,90.26,0.31,130.0,0.65,800.23,12.8
2022-11-23 23:00:00,2022-11-24 00:00:00,66.03,85.19,0.61,0.65,1.26,0.95,0.75,18.11,88.92,0.31,138.36,0.65,800.24,12.7
2022-11-24 00:00:00,2022-11-24 01:00:00,49.94,70.36,0.68,1.18,1.87,0.89,0.73,11.89,90.44,0.31,213.26,0.64,800.24,12.08
2022-11-24 01:00:00,2022-11-24 02:00:00,58.21,72.27,0.65,0.37,1.01,0.82,0.66,15.1,92.52,0.31,130.51,0.65,800.24,11.72
2022-11-24 02:00:00,2022-11-24 03:00:00,59.77,69.6,0.61,0.26,0.87,0.86,0.67,15.77,93.59,0.31,209.67,0.64,800.24,11.43
2022-11-24 03:00:00,2022-11-24 04:00:00,58.73,76.0,0.62,0.18,0.81,0.8,0.66,14.47,94.53,0.31,194.44,0.65,800.25,10.93
2022-11-24 04:00:00,2022-11-24 05:00:00,46.67,59.33,0.67,0.52,1.19,0.72,0.61,11.92,94.77,0.31,188.37,0.66,800.24,10.42
2022-11-24 05:00:00,2022-11-24 06:00:00,36.62,54.9,2.02,2.93,4.93,0.76,0.61,6.25,94.25,0.31,157.59,0.66,800.24,10.39
2022-11-24 06:00:00,2022-11-24 07:00:00,38.27,60.42,0.66,1.0,1.67,0.83,0.68,12.46,94.26,0.31,206.16,1.87,800.25,10.34
2022-11-24 07:00:00,2022-11-24 08:00:00,53.53,80.06,0.76,1.32,2.08,0.93,0.81,8.52,93.08,0.32,146.97,53.72,800.24,11.59
2022-11-24 08:00:00,2022-11-24 09:00:00,36.33,86.34,1.42,2.61,4.03,0.95,0.88,9.82,83.56,0.73,214.21,169.15,800.24,14.83
2022-11-24 09:00:00,2022-11-24 10:00:00,35.4,129.16,1.52,3.9,5.41,1.13,0.87,16.85,64.66,1.31,273.28,276.61,800.24,17.77
2022-11-24 10:00:00,2022-11-24 11:00:00,46.03,124.36,0.91,2.84,3.75,0.95,0.79,34.34,56.17,1.08,247.92,350.84,800.24,19.61
2022-11-24 11:00:00,2022-11-24 12:00:00,48.33,139.13,0.73,2.27,3.0,0.92,0.75,55.8,50.72,1.53,273.76,391.8,800.24,21.69
2022-11-24 12:00:00,2022-11-24 13:00:00,40.33,115.89,0.7,1.36,2.06,0.88,0.65,56.3,46.67,2.05,246.14,390.53,800.23,23.11
2022-11-24 13:00:00,2022-11-24 14:00:00,25.9,101.72,0.83,1.44,2.27,0.82,0.6,48.08,46.48,2.91,272.89,346.72,800.23,23.07
2022-11-24 14:00:00,2022-11-24 15:00:00,20.2,114.89,0.74,1.14,1.87,0.86,0.37,47.56,40.4,2.55,270.79,268.13,800.24,23.64
2022-11-24 15:00:00,2022-11-24 16:00:00,26.62,107.78,0.71,1.13,1.83,0.8,0.28,54.3,45.83,1.95,254.83,166.81,800.24,23.59
2022-11-24 16:00:00,2022-11-24 17:00:00,41.43,96.28,0.71,2.17,2.89,0.92,0.35,39.33,62.33,1.1,209.33,54.76,800.24,21.66
2022-11-24 17:00:00,2022-11-24 18:00:00,31.21,101.45,0.63,2.03,2.66,1.15,0.44,36.41,75.77,0.58,162.43,3.17,800.24,17.75
2022-11-24 18:00:00,2022-11-24 19:00:00,68.57,134.23,0.62,1.71,2.33,1.51,0.53,31.79,81.02,0.45,142.88,0.62,800.24,15.39
2022-11-24 19:00:00,2022-11-24 20:00:00,67.39,112.01,0.61,1.73,2.34,1.06,0.55,23.63,85.39,0.31,161.91,0.63,800.24,14.2
2022-11-24 20:00:00,2022-11-24 21:00:00,80.68,108.95,0.64,1.99,2.63,1.06,0.61,18.02,88.75,0.31,142.18,0.62,800.24,13.75
2022-11-24 21:00:00,2022-11-24 22:00:00,81.89,114.63,0.62,1.12,1.74,0.96,0.56,17.84,90.93,0.31,139.64,0.62,800.24,13.41
2022-11-24 22:00:00,2022-11-24 23:00:00,71.92,90.0,0.61,0.85,1.47,0.88,0.53,15.97,91.47,0.31,137.25,0.63,800.24,13.09
2022-11-24 23:00:00,2022-11-25 00:00:00,69.81,87.1,0.63,0.98,1.6,1.04,0.5,12.34,92.55,0.31,132.47,0.63,800.24,12.71
2022-11-25 00:00:00,2022-11-25 01:00:00,61.88,81.44,0.61,0.38,0.99,0.88,0.42,13.35,92.77,0.31,148.25,0.62,800.24,12.41
2022-11-25 01:00:00,2022-11-25 02:00:00,50.92,70.2,0.61,0.29,0.9,0.92,0.39,13.4,92.55,0.35,107.54,0.66,800.24,12.43
2022-11-25 02:00:00,2022-11-25 03:00:00,53.66,69.29,0.61,0.03,0.64,0.9,0.37,15.79,92.31,0.31,110.75,0.65,800.24,12.2
2022-11-25 03:00:00,2022-11-25 04:00:00,55.34,69.45,0.61,0.01,0.52,0.92,0.35,15.06,92.71,0.31,131.0,0.66,800.24,11.85
2022-11-25 04:00:00,2022-11-25 05:00:00,53.46,61.4,0.61,,0.44,0.91,0.34,15.66,93.68,0.31,140.36,0.65,800.24,11.52
2022-11-25 05:00:00,2022-11-25 06:00:00,53.45,59.91,0.61,0.25,0.76,0.89,0.35,13.56,94.65,0.35,218.05,0.65,800.24,11.38
2022-11-25 06:00:00,2022-11-25 07:00:00,61.42,74.32,0.68,1.26,1.94,0.93,0.45,8.53,94.81,0.4,193.58,1.44,800.24,11.61
2022-11-25 07:00:00,2022-11-25 08:00:00,66.23,98.0,1.03,2.27,3.3,1.13,0.54,6.4,94.08,0.33,190.41,38.08,800.24,12.4
2022-11-25 08:00:00,2022-11-25 09:00:00,53.34,160.82,2.93,5.16,8.09,1.21,0.72,6.33,86.62,0.51,218.82,144.07,800.24,14.9
2022-11-25 09:00:00,2022-11-25 10:00:00,41.07,174.1,1.28,3.76,5.04,1.15,0.64,18.42,72.59,1.68,261.33,235.97,800.24,16.82
2022-11-25 10:00:00,2022-11-25 11:00:00,46.79,135.35,0.92,3.2,4.12,0.97,0.57,32.84,65.05,1.74,256.62,331.11,800.24,19.04
2022-11-25 11:00:00,2022-11-25 12:00:00,57.67,141.97,0.72,2.48,3.2,1.15,0.53,56.34,57.49,1.58,260.44,370.62,800.24,21.79
2022-11-25 12:00:00,2022-11-25 13:00:00,57.12,106.35,0.65,0.97,1.61,0.98,0.41,57.27,50.3,1.78,221.81,379.88,800.24,23.21
2022-11-25 13:00:00,2022-11-25 14:00:00,29.75,53.02,0.63,0.06,0.6,0.99,0.27,59.95,42.29,2.1,188.54,351.6,800.24,23.96
2022-11-25 14:00:00,2022-11-25 15:00:00,19.19,45.84,0.65,0.39,0.98,1.03,0.28,67.05,45.85,2.01,229.8,257.01,800.24,24.34
2022-11-25 15:00:00,2022-11-25 16:00:00,37.91,91.64,0.64,0.7,1.34,1.22,0.33,76.66,51.27,2.4,287.92,157.0,800.24,23.89
2022-11-25 16:00:00,2022-11-25 17:00:00,45.1,99.14,0.69,1.66,2.35,1.16,0.41,58.15,62.29,1.37,240.17,59.32,800.24,22.44
2022-11-25 17:00:00,2022-11-25 18:00:00,9.88,107.4,0.68,2.02,2.7,1.19,0.49,23.1,82.23,0.35,208.87,3.5,800.24,18.49
2022-11-25 18:00:00,2022-11-25 19:00:00,24.98,101.71,0.67,1.86,2.53,1.1,0.54,11.35,88.89,0.31,158.97,0.61,800.24,16.34
2022-11-25 19:00:00,2022-11-25 20:00:00,53.39,86.22,0.64,1.89,0.63,0.86,0.15,10.57,89.91,0.08,38.47,0.17,800.24,15.8
2022-11-25 20:00:00,2022-11-25 21:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-25 21:00:00,2022-11-25 22:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-25 22:00:00,2022-11-25 23:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-25 23:00:00,2022-11-26 00:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 00:00:00,2022-11-26 01:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 01:00:00,2022-11-26 02:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 02:00:00,2022-11-26 03:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 03:00:00,2022-11-26 04:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 04:00:00,2022-11-26 05:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 05:00:00,2022-11-26 06:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 06:00:00,2022-11-26 07:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 07:00:00,2022-11-26 08:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 08:00:00,2022-11-26 09:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 09:00:00,2022-11-26 10:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 10:00:00,2022-11-26 11:00:00,24.93,110.7,1.05,2.74,0.95,1.6,0.13,22.5,61.34,0.31,67.57,85.2,800.24,19.2
2022-11-26 11:00:00,2022-11-26 12:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 12:00:00,2022-11-26 13:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 13:00:00,2022-11-26 14:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 14:00:00,2022-11-26 15:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 15:00:00,2022-11-26 16:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 16:00:00,2022-11-26 17:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 17:00:00,2022-11-26 18:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 18:00:00,2022-11-26 19:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 19:00:00,2022-11-26 20:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 20:00:00,2022-11-26 21:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 21:00:00,2022-11-26 22:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 22:00:00,2022-11-26 23:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-26 23:00:00,2022-11-27 00:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 00:00:00,2022-11-27 01:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 01:00:00,2022-11-27 02:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 02:00:00,2022-11-27 03:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 03:00:00,2022-11-27 04:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 04:00:00,2022-11-27 05:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 05:00:00,2022-11-27 06:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 06:00:00,2022-11-27 07:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 07:00:00,2022-11-27 08:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 08:00:00,2022-11-27 09:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 09:00:00,2022-11-27 10:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 10:00:00,2022-11-27 11:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 11:00:00,2022-11-27 12:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 12:00:00,2022-11-27 13:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 13:00:00,2022-11-27 14:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 14:00:00,2022-11-27 15:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 15:00:00,2022-11-27 16:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 16:00:00,2022-11-27 17:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 17:00:00,2022-11-27 18:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 18:00:00,2022-11-27 19:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 19:00:00,2022-11-27 20:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 20:00:00,2022-11-27 21:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 21:00:00,2022-11-27 22:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 22:00:00,2022-11-27 23:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-27 23:00:00,2022-11-28 00:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 00:00:00,2022-11-28 01:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 01:00:00,2022-11-28 02:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 02:00:00,2022-11-28 03:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 03:00:00,2022-11-28 04:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 04:00:00,2022-11-28 05:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 05:00:00,2022-11-28 06:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 06:00:00,2022-11-28 07:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 07:00:00,2022-11-28 08:00:00,,,,,0.0,,0.0,,,,,0.0,,
2022-11-28 08:00:00,2022-11-28 09:00:00,,,,,0.0,,0.0,,,,,0.0,,
