From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),Xylene (ug/m3),AT (degree C),RF (mm)
2022-08-27 23:00:00,2022-08-28 00:00:00,24.5,116.75,2.6,18.1,11.75,3.73,0.5,0.77,4.83,,,,,,28.8,80.25,0.92,55.25,11.0,,27.8,0.0
2022-08-28 00:00:00,2022-08-28 01:00:00,19.5,92.0,2.85,15.72,10.68,3.82,0.3,0.78,5.22,,,,,,28.97,82.5,0.88,109.0,11.5,,27.62,0.0
2022-08-28 01:00:00,2022-08-28 02:00:00,18.75,81.0,2.8,13.48,9.45,3.9,0.62,0.78,6.9,,,,,,28.92,80.25,0.9,90.0,11.75,,27.6,0.0
2022-08-28 02:00:00,2022-08-28 03:00:00,7.5,56.25,2.23,12.0,8.2,3.92,1.05,0.63,9.6,,,,,,26.98,78.5,0.92,72.5,11.25,,27.4,0.0
2022-08-28 03:00:00,2022-08-28 04:00:00,6.0,27.25,2.18,13.55,8.95,3.95,1.73,0.48,16.88,,,,,,21.4,80.5,0.88,201.75,11.5,,26.8,1.0
2022-08-28 04:00:00,2022-08-28 05:00:00,,61.5,1.58,14.47,9.0,3.88,1.87,0.46,18.73,,,,,,19.98,85.0,0.85,73.75,11.75,,25.5,22.5
2022-08-28 05:00:00,2022-08-28 06:00:00,,110.75,1.7,13.85,8.72,3.83,1.8,0.41,20.85,,,,,,19.75,88.0,0.9,150.25,12.0,,25.05,8.93
2022-08-28 06:00:00,2022-08-28 07:00:00,,109.5,1.07,13.98,8.3,3.75,1.27,0.29,17.63,,,,,,24.22,89.0,0.9,163.5,15.5,,24.88,0.7
2022-08-28 07:00:00,2022-08-28 08:00:00,,216.75,1.33,12.77,7.87,3.8,0.8,0.4,15.1,,,,,,28.73,89.0,0.8,229.5,26.5,,24.88,0.38
2022-08-28 08:00:00,2022-08-28 09:00:00,,363.5,1.45,12.5,7.8,3.8,1.25,0.52,12.83,0.38,1.25,2.05,5.65,,28.32,89.0,0.77,197.0,36.5,2.17,25.53,0.75
2022-08-28 09:00:00,2022-08-28 10:00:00,,,2.78,13.45,9.43,3.88,1.5,0.61,8.9,0.47,1.97,2.92,8.23,,28.77,89.0,0.85,59.5,42.75,3.33,26.05,0.25
2022-08-28 10:00:00,2022-08-28 11:00:00,2.0,,2.88,13.62,9.6,3.95,1.7,0.6,9.7,0.5,2.1,2.38,5.52,,25.95,88.75,0.95,80.0,108.75,2.0,26.88,0.12
2022-08-28 11:00:00,2022-08-28 12:00:00,,,2.0,12.1,7.2,3.7,2.0,0.3,17.8,0.4,1.8,1.3,3.0,,21.1,86.0,1.15,286.5,105.5,0.8,27.5,0.0
2022-08-28 12:00:00,2022-08-28 13:00:00,,,1.63,19.35,11.6,4.12,0.67,0.67,19.6,,,,,,19.75,78.75,1.1,275.75,104.25,,28.7,0.0
2022-08-28 13:00:00,2022-08-28 14:00:00,,,2.25,22.23,13.65,3.83,0.77,0.77,17.1,,,,,,19.9,75.0,0.97,100.0,71.5,,28.73,0.0
2022-08-28 14:00:00,2022-08-28 15:00:00,3.0,,2.05,24.35,14.6,3.7,0.73,0.74,13.92,,,,,,25.17,72.75,1.15,34.75,57.0,,28.7,0.0
2022-08-28 15:00:00,2022-08-28 16:00:00,,602.0,2.6,24.35,15.05,3.78,0.4,0.6,12.6,,,,,,29.2,73.0,1.2,56.25,43.0,,28.4,0.0
2022-08-28 16:00:00,2022-08-28 17:00:00,,,3.27,23.27,15.07,3.85,0.9,0.66,11.95,,,,,,28.97,75.25,1.3,60.75,26.0,,28.1,0.0
2022-08-28 17:00:00,2022-08-28 18:00:00,,,4.65,21.2,15.08,3.83,1.25,0.7,8.25,,,,,,29.02,76.0,0.95,52.5,18.5,,27.85,0.0
2022-08-28 18:00:00,2022-08-28 19:00:00,,,5.7,20.82,15.73,3.9,1.52,0.76,6.72,,,,,,25.25,75.0,0.78,89.5,11.25,,27.55,0.0
2022-08-28 19:00:00,2022-08-28 20:00:00,,,3.1,24.0,15.33,3.93,2.22,0.75,9.0,,,,,,20.8,78.25,0.88,233.5,11.25,,27.17,0.0
2022-08-28 20:00:00,2022-08-28 21:00:00,,,1.35,15.7,9.45,4.05,,0.0,8.15,,,,,,19.55,82.0,0.75,301.5,12.0,,26.9,0.0
2022-08-28 21:00:00,2022-08-28 22:00:00,,,1.68,17.45,10.65,3.9,,0.92,11.23,,,,,,19.97,81.25,0.75,210.0,11.0,,26.9,0.0
2022-08-28 22:00:00,2022-08-28 23:00:00,14.25,541.0,1.42,18.32,10.93,3.7,,0.85,8.95,,,,,,25.5,82.5,0.67,295.25,11.5,,26.78,0.0
2022-08-28 23:00:00,2022-08-29 00:00:00,2.0,630.0,2.12,17.12,10.82,3.73,,0.67,7.03,,,,,,29.25,83.75,0.75,255.5,11.5,,26.57,0.0
2022-08-29 00:00:00,2022-08-29 01:00:00,,493.5,1.45,14.8,9.05,3.82,0.68,0.7,7.68,,,,,,29.12,85.0,0.8,235.0,11.25,,26.32,0.0
2022-08-29 01:00:00,2022-08-29 02:00:00,,,1.9,12.4,8.12,3.9,1.18,0.7,7.3,,,,,,28.98,85.0,0.82,242.5,11.25,,26.2,0.0
2022-08-29 02:00:00,2022-08-29 03:00:00,,,2.35,11.02,7.78,3.98,1.52,0.61,8.92,,,,,,24.25,83.25,0.75,228.0,11.25,,26.2,0.0
2022-08-29 03:00:00,2022-08-29 04:00:00,,,2.15,14.55,9.5,3.95,1.85,0.54,11.05,,,,,,20.48,83.0,0.7,174.5,11.75,,26.15,0.0
2022-08-29 04:00:00,2022-08-29 05:00:00,,724.0,2.67,16.15,10.75,3.85,2.27,0.58,9.28,,,,,,19.8,83.75,0.65,235.5,11.25,,25.9,0.0
2022-08-29 05:00:00,2022-08-29 06:00:00,12.0,655.75,2.65,17.9,11.67,3.85,2.08,0.58,8.95,,,,,,20.4,84.75,0.7,223.25,15.0,,25.88,0.0
2022-08-29 06:00:00,2022-08-29 07:00:00,,,,,,,,0.0,,,,,,,25.5,85.0,0.8,302.0,35.0,,26.5,0.0
2022-08-29 07:00:00,2022-08-29 08:00:00,,,2.15,15.6,9.37,4.07,0.3,0.82,9.92,,,,,,28.53,78.5,1.0,164.25,30.25,,27.83,0.0
2022-08-29 08:00:00,2022-08-29 09:00:00,,,1.9,14.05,9.05,3.75,0.2,0.93,14.05,,,,,,28.65,71.5,1.0,294.5,64.0,,29.88,0.0
2022-08-29 09:00:00,2022-08-29 10:00:00,,,1.9,12.25,8.05,3.82,0.62,1.01,12.05,,,,,,29.08,64.25,1.0,175.25,131.0,,32.15,0.0
2022-08-29 10:00:00,2022-08-29 11:00:00,,,2.48,11.93,8.35,3.8,0.97,1.05,22.93,,,,,,26.4,60.75,0.97,110.67,114.75,,32.55,0.0
2022-08-29 11:00:00,2022-08-29 12:00:00,,66.0,2.33,13.45,9.03,3.8,1.4,1.07,19.1,0.6,1.9,0.4,0.75,,26.95,59.25,0.93,131.75,150.5,0.5,33.33,0.0
2022-08-29 12:00:00,2022-08-29 13:00:00,,74.75,3.12,11.65,8.72,3.78,1.4,0.7,11.43,1.0,4.2,2.1,6.4,,31.28,57.75,1.0,62.5,138.75,2.0,33.7,0.0
2022-08-29 13:00:00,2022-08-29 14:00:00,3.75,60.25,2.9,11.27,8.38,3.85,1.53,0.66,10.93,0.9,4.33,2.33,5.72,,30.45,55.5,0.95,116.25,137.25,2.35,34.3,0.0
2022-08-29 14:00:00,2022-08-29 15:00:00,12.5,55.0,3.27,11.95,9.03,3.9,1.9,0.71,16.65,0.95,4.95,2.73,7.62,,27.88,56.75,1.0,57.75,91.5,2.9,33.33,0.0
2022-08-29 15:00:00,2022-08-29 16:00:00,21.0,73.0,2.9,12.6,9.07,3.87,2.13,0.73,18.43,0.9,5.0,2.97,8.47,,28.03,56.0,0.9,69.67,71.67,3.2,33.33,0.0
2022-08-29 16:00:00,2022-08-29 17:00:00,,,2.9,18.95,15.0,4.3,,0.78,15.05,,,,,,28.25,57.0,,,20.0,,32.3,0.0
2022-08-29 17:00:00,2022-08-29 18:00:00,,,6.93,31.65,22.45,4.0,0.23,1.08,16.73,0.82,4.8,1.95,7.45,,29.7,59.25,0.8,56.33,15.75,2.95,31.83,0.0
2022-08-29 18:00:00,2022-08-29 19:00:00,17.75,92.25,7.9,33.9,24.45,3.78,0.3,1.07,10.97,1.1,5.68,3.32,8.85,,32.25,62.75,0.7,59.5,11.5,3.67,30.9,0.0
2022-08-29 19:00:00,2022-08-29 20:00:00,28.5,117.5,11.63,33.42,27.23,3.82,0.88,1.44,8.2,1.25,6.6,3.52,8.7,,32.38,67.75,0.7,73.5,12.0,4.03,30.25,0.0
2022-08-29 20:00:00,2022-08-29 21:00:00,49.75,139.0,14.68,29.73,27.73,3.83,0.88,1.47,3.33,1.4,7.1,3.65,8.48,,32.35,71.5,0.65,176.0,12.0,4.2,29.85,0.0
2022-08-29 21:00:00,2022-08-29 22:00:00,61.25,157.5,13.55,24.6,24.12,3.85,1.07,1.28,5.83,1.3,6.5,3.52,9.6,,30.03,73.0,0.65,122.5,12.0,3.95,29.48,0.0
2022-08-29 22:00:00,2022-08-29 23:00:00,43.75,105.0,13.72,23.6,23.7,3.9,1.3,1.21,10.43,1.25,6.35,3.12,9.68,,28.1,74.25,0.68,159.25,11.25,3.85,29.05,0.0
2022-08-29 23:00:00,2022-08-30 00:00:00,51.25,112.5,12.27,20.42,20.88,3.88,0.83,1.09,7.9,1.15,6.03,3.55,8.6,,28.25,76.75,0.65,152.25,11.0,3.98,28.73,0.0
2022-08-30 00:00:00,2022-08-30 01:00:00,46.0,136.0,11.43,17.35,18.52,3.83,,0.96,7.2,1.1,5.8,3.57,9.88,,28.2,77.5,0.62,159.75,11.0,3.95,28.43,0.0
2022-08-30 01:00:00,2022-08-30 02:00:00,49.5,,10.88,16.75,17.75,3.83,,0.94,6.1,1.08,5.6,3.62,9.9,,30.4,79.25,0.85,65.0,11.25,4.15,28.35,0.0
2022-08-30 02:00:00,2022-08-30 03:00:00,43.75,113.0,9.2,14.5,15.2,3.82,,0.81,7.3,0.97,5.25,3.6,9.68,,32.3,80.25,0.85,42.0,11.5,4.1,28.0,0.0
2022-08-30 03:00:00,2022-08-30 04:00:00,30.0,,7.32,13.7,13.2,3.82,,0.7,5.4,0.88,4.9,3.43,9.3,,32.23,81.0,0.85,50.0,11.25,3.93,,0.0
2022-08-30 04:00:00,2022-08-30 05:00:00,27.25,,6.2,13.38,12.12,3.88,,0.65,8.37,0.8,4.65,3.38,9.18,,32.3,82.75,0.77,152.75,11.75,3.8,,0.0
2022-08-30 05:00:00,2022-08-30 06:00:00,28.0,,5.35,13.22,11.38,3.88,,0.58,5.03,0.75,4.6,3.1,9.15,,29.52,83.0,0.8,254.75,12.25,3.72,,0.0
2022-08-30 06:00:00,2022-08-30 07:00:00,,,4.6,12.35,10.3,3.85,,0.6,9.7,0.7,4.62,2.58,9.17,,28.25,84.0,0.9,234.25,20.5,3.67,,0.0
2022-08-30 07:00:00,2022-08-30 08:00:00,,,3.5,10.9,8.63,3.9,,0.58,3.2,0.68,4.57,3.1,8.92,,27.78,82.5,0.8,224.25,30.25,3.57,,0.0
2022-08-30 08:00:00,2022-08-30 09:00:00,,,3.65,12.0,9.35,3.85,,0.67,10.45,0.72,4.72,3.17,9.1,,28.0,79.0,0.87,16.67,40.5,3.65,,0.0
2022-08-30 09:00:00,2022-08-30 10:00:00,,,3.3,12.3,9.23,3.8,,0.76,11.6,0.8,4.87,3.33,9.5,,30.07,77.0,,,44.67,3.9,,0.0
2022-08-30 10:00:00,2022-08-30 11:00:00,,,3.07,10.93,8.33,3.8,,0.72,8.23,0.75,4.62,3.25,8.88,,33.0,75.67,1.07,262.0,59.33,3.88,29.8,0.0
2022-08-30 11:00:00,2022-08-30 12:00:00,,,3.23,10.6,8.27,3.9,,0.68,9.33,0.77,4.92,3.03,8.97,,32.77,73.25,0.97,278.0,74.5,3.93,30.4,0.0
2022-08-30 12:00:00,2022-08-30 13:00:00,,,2.98,10.65,8.07,3.9,1.35,0.62,10.85,0.8,4.9,3.05,7.58,,32.48,70.0,1.03,233.75,85.0,3.62,31.12,0.0
2022-08-30 13:00:00,2022-08-30 14:00:00,,,2.73,10.0,7.53,3.9,2.6,0.57,12.82,0.82,4.8,2.95,6.95,,28.78,66.25,0.9,286.0,94.75,3.38,32.5,0.0
2022-08-30 14:00:00,2022-08-30 15:00:00,8.25,40.25,2.6,9.85,7.4,3.8,2.8,0.65,13.0,0.8,4.78,3.0,8.38,,27.72,62.25,0.8,71.67,70.75,3.35,32.92,0.0
2022-08-30 15:00:00,2022-08-30 16:00:00,14.75,52.25,2.52,11.03,7.95,3.8,2.8,0.68,11.95,0.85,4.93,3.3,8.27,,27.95,64.5,0.8,87.0,39.5,3.62,32.33,0.0
2022-08-30 16:00:00,2022-08-30 17:00:00,20.75,54.25,3.12,11.9,8.85,3.85,3.28,0.79,9.53,0.9,5.08,3.73,8.48,,27.8,66.75,0.75,53.0,18.0,3.95,31.25,0.0
2022-08-30 17:00:00,2022-08-30 18:00:00,20.25,58.5,4.0,13.72,10.55,3.83,2.92,0.95,12.43,0.97,5.53,4.18,10.5,,31.15,69.5,0.72,60.5,12.75,4.45,30.55,0.0
2022-08-30 18:00:00,2022-08-30 19:00:00,20.75,57.75,3.8,14.07,10.55,3.85,2.7,0.96,5.7,1.0,5.67,4.18,10.33,,32.55,72.5,0.83,62.75,11.0,4.38,30.0,0.0
2022-08-30 19:00:00,2022-08-30 20:00:00,22.75,54.0,4.05,13.75,10.6,3.83,2.68,1.04,12.45,1.02,5.73,3.67,10.3,,32.58,76.5,0.88,60.25,11.25,4.32,29.52,0.0
2022-08-30 20:00:00,2022-08-30 21:00:00,33.25,66.25,4.38,12.45,10.22,3.88,2.8,0.96,11.23,1.02,5.5,3.93,10.15,,32.55,79.0,1.2,81.25,11.25,4.25,28.72,2.0
2022-08-30 21:00:00,2022-08-30 22:00:00,35.0,48.25,4.03,11.38,9.35,3.88,2.92,0.81,9.6,0.92,5.3,3.95,10.45,,28.62,82.25,0.77,89.75,12.0,4.17,26.78,0.0
2022-08-30 22:00:00,2022-08-30 23:00:00,,12.25,3.77,10.92,8.88,3.85,3.2,0.77,8.22,0.82,5.22,3.45,10.88,,28.18,83.0,0.7,90.0,11.75,4.22,26.75,0.0
2022-08-30 23:00:00,2022-08-31 00:00:00,7.5,33.75,3.25,10.55,8.22,3.88,3.1,0.72,8.82,0.73,5.2,4.03,11.25,,28.27,83.0,0.75,98.5,11.5,4.47,26.68,0.0
2022-08-31 00:00:00,2022-08-31 01:00:00,4.5,28.75,3.33,9.78,7.93,3.82,2.9,0.65,11.07,0.7,5.2,4.17,11.65,,28.4,83.0,0.77,86.75,11.75,4.57,26.82,0.0
2022-08-31 01:00:00,2022-08-31 02:00:00,3.0,21.25,3.3,9.78,7.9,3.8,2.62,0.61,11.5,0.6,5.15,3.8,11.62,,31.88,82.0,0.78,137.75,11.5,4.88,26.88,0.0
2022-08-31 02:00:00,2022-08-31 03:00:00,,7.5,2.35,9.43,6.9,3.88,2.5,0.52,10.35,0.55,4.95,4.05,11.02,,32.62,81.5,0.85,160.5,11.5,4.6,26.65,0.0
2022-08-31 03:00:00,2022-08-31 04:00:00,1.0,5.0,2.88,10.6,7.95,3.88,2.58,0.48,6.22,0.47,4.62,3.77,10.38,,32.62,82.25,0.73,91.0,11.75,4.33,26.38,0.0
2022-08-31 04:00:00,2022-08-31 05:00:00,7.0,,3.4,11.03,8.58,3.8,2.6,0.44,7.8,0.43,4.53,3.77,10.3,,32.5,82.75,0.77,173.5,11.75,4.3,26.5,0.0
2022-08-31 05:00:00,2022-08-31 06:00:00,7.0,,3.48,11.12,8.72,3.88,2.92,0.38,12.5,0.4,4.62,3.9,10.8,,28.12,83.75,1.05,83.5,13.25,4.35,25.98,0.38
2022-08-31 06:00:00,2022-08-31 07:00:00,,,4.35,11.5,9.62,3.83,2.85,0.39,9.8,0.4,4.78,4.03,9.85,,28.08,85.25,0.85,63.5,22.25,4.5,25.63,0.0
2022-08-31 07:00:00,2022-08-31 08:00:00,6.0,,4.97,11.8,10.33,3.87,2.93,0.46,6.3,0.43,4.82,4.0,11.5,,27.77,85.0,0.8,36.25,40.75,4.58,25.95,0.0
2022-08-31 08:00:00,2022-08-31 09:00:00,13.0,21.0,4.15,10.9,9.15,3.9,3.0,0.48,10.57,0.5,5.08,3.6,11.78,,27.92,83.0,0.8,239.0,69.25,4.67,26.95,0.0
2022-08-31 09:00:00,2022-08-31 10:00:00,11.5,22.0,2.73,10.57,7.85,3.8,2.75,0.47,8.45,0.5,5.05,4.18,11.72,,31.95,77.75,0.8,258.75,66.75,4.88,28.52,0.0
2022-08-31 10:00:00,2022-08-31 11:00:00,6.25,22.0,2.85,9.55,7.4,3.82,2.88,0.49,10.68,0.5,4.95,3.95,9.53,,32.73,75.0,0.9,265.25,49.75,4.38,29.27,0.0
2022-08-31 11:00:00,2022-08-31 12:00:00,3.0,22.0,2.37,9.75,7.0,3.43,2.1,0.51,8.2,0.5,4.8,3.8,10.6,,32.67,72.5,0.88,227.25,74.0,4.4,30.4,0.0
2022-08-31 12:00:00,2022-08-31 13:00:00,,,2.4,9.97,7.25,3.88,2.17,0.62,11.15,,,,,,32.17,69.75,0.82,121.25,84.25,,31.4,0.0
2022-08-31 13:00:00,2022-08-31 14:00:00,15.0,49.75,2.88,10.1,7.7,3.9,2.48,0.67,16.0,,,,,,28.1,67.25,0.82,56.75,51.75,,31.33,0.0
2022-08-31 14:00:00,2022-08-31 15:00:00,21.5,51.0,3.22,10.38,8.15,3.88,2.45,0.69,12.55,0.83,4.77,3.17,5.2,,28.08,67.0,0.85,147.25,62.75,3.7,31.8,0.0
2022-08-31 15:00:00,2022-08-31 16:00:00,15.25,40.75,2.7,9.8,7.42,3.88,2.47,0.68,14.2,0.7,5.47,3.6,11.07,,28.1,71.0,0.82,222.5,29.0,4.75,30.62,0.0
2022-08-31 16:00:00,2022-08-31 17:00:00,14.25,32.5,2.67,10.32,7.72,3.85,2.73,0.72,12.3,0.72,5.62,4.27,11.9,,28.42,73.25,0.9,204.25,34.5,4.48,30.4,0.0
2022-08-31 17:00:00,2022-08-31 18:00:00,18.75,46.25,2.85,11.2,8.28,3.8,2.6,0.71,6.68,0.8,5.88,4.08,12.12,,32.3,73.75,0.8,189.0,16.25,5.12,30.15,0.0
2022-08-31 18:00:00,2022-08-31 19:00:00,17.0,47.5,2.1,10.95,7.55,3.88,2.55,0.61,10.1,0.7,5.7,4.0,11.72,,32.7,79.0,0.8,220.25,11.75,4.95,28.85,1.38
2022-08-31 19:00:00,2022-08-31 20:00:00,13.75,34.5,2.55,12.05,8.5,3.82,2.55,0.72,5.6,0.75,5.75,4.2,11.57,,32.7,83.0,0.8,98.5,11.75,4.78,27.7,0.0
2022-08-31 20:00:00,2022-08-31 21:00:00,11.25,27.5,3.33,11.42,8.8,3.9,2.9,0.66,8.78,0.73,5.65,4.25,11.75,,31.65,83.0,0.73,122.0,12.0,4.95,26.92,0.12
2022-08-31 21:00:00,2022-08-31 22:00:00,13.0,24.0,3.37,11.32,8.78,3.9,3.1,0.66,10.62,0.7,5.73,4.33,12.32,,28.0,84.0,0.7,76.0,11.75,4.95,26.95,0.0
2022-08-31 22:00:00,2022-08-31 23:00:00,12.5,25.0,2.93,10.5,7.97,3.85,3.57,0.64,7.38,0.7,5.8,4.47,12.7,,28.23,84.5,0.75,63.25,11.75,5.08,26.78,0.0
2022-08-31 23:00:00,2022-09-01 00:00:00,6.5,19.75,3.0,9.62,7.57,3.8,2.93,0.6,6.65,0.62,5.78,4.57,13.07,,28.32,84.0,0.7,159.0,11.5,5.2,26.55,0.0
2022-09-01 00:00:00,2022-09-01 01:00:00,5.0,16.75,2.45,9.5,7.05,3.83,2.1,0.57,10.4,0.6,5.77,4.65,11.2,,29.12,84.25,0.7,80.5,11.5,5.25,26.45,0.0
2022-09-01 01:00:00,2022-09-01 02:00:00,4.25,21.75,3.1,8.98,7.33,3.8,1.8,0.54,5.7,0.6,5.65,4.72,12.95,,32.5,85.5,0.8,57.75,11.75,5.45,26.48,0.0
2022-09-01 02:00:00,2022-09-01 03:00:00,2.25,17.0,3.17,9.07,7.4,3.88,2.02,0.52,7.5,0.53,5.53,4.6,12.73,,32.73,85.0,0.8,95.25,11.75,5.33,26.35,0.0
2022-09-01 03:00:00,2022-09-01 04:00:00,4.25,16.75,3.3,10.07,8.05,3.82,2.1,0.48,4.5,0.5,5.38,4.57,12.57,,32.7,85.0,0.73,181.75,11.5,5.28,26.43,0.0
2022-09-01 04:00:00,2022-09-01 05:00:00,6.0,15.5,4.25,11.75,9.72,3.85,2.23,0.46,6.3,0.5,5.28,4.45,12.45,,31.05,85.0,0.65,207.0,11.75,4.97,26.52,0.0
2022-09-01 05:00:00,2022-09-01 06:00:00,8.75,15.75,4.5,11.55,9.8,3.9,2.1,0.47,5.0,0.5,5.45,4.53,12.9,,28.15,85.0,0.67,238.25,13.0,5.12,26.52,0.0
2022-09-01 06:00:00,2022-09-01 07:00:00,17.0,21.5,3.85,11.45,9.22,3.9,2.62,0.46,6.93,0.5,5.47,4.6,13.18,,28.22,85.0,0.8,232.75,21.5,5.28,26.57,0.0
2022-09-01 07:00:00,2022-09-01 08:00:00,10.5,21.5,3.83,10.87,8.9,3.9,2.5,0.48,8.1,0.5,5.38,3.95,12.78,,27.77,84.0,0.77,267.5,50.75,5.03,27.3,0.0
2022-09-01 08:00:00,2022-09-01 09:00:00,11.0,30.0,3.4,10.45,8.4,3.8,2.4,0.49,8.82,0.5,5.4,4.43,12.6,,29.05,79.25,1.08,254.5,68.5,5.08,28.6,0.0
2022-09-01 09:00:00,2022-09-01 10:00:00,7.5,29.5,2.2,9.23,6.68,3.8,2.2,0.47,8.15,0.5,5.12,4.25,11.93,,32.6,74.0,1.38,238.25,76.5,5.1,29.62,0.0
2022-09-01 10:00:00,2022-09-01 11:00:00,8.25,25.25,1.9,8.35,6.0,3.85,2.23,0.47,10.5,0.5,4.5,3.55,9.97,,32.62,77.75,1.3,238.5,28.5,4.2,28.35,0.0
2022-09-01 11:00:00,2022-09-01 12:00:00,4.25,17.75,2.32,8.25,6.25,3.88,2.1,0.53,8.62,0.6,4.38,3.05,8.57,,33.08,78.75,1.0,279.5,31.75,3.65,28.0,0.0
2022-09-01 12:00:00,2022-09-01 13:00:00,3.5,17.75,2.45,8.62,6.58,3.88,2.47,0.59,9.6,0.6,4.6,3.1,6.6,,30.5,77.25,0.95,334.75,52.5,3.6,28.48,0.0
2022-09-01 13:00:00,2022-09-01 14:00:00,9.75,25.0,3.1,8.78,7.2,3.85,2.52,0.65,12.15,0.62,4.35,2.42,7.88,,27.75,76.25,0.95,249.5,35.75,3.07,28.73,0.0
2022-09-01 14:00:00,2022-09-01 15:00:00,12.25,30.25,2.98,9.12,7.25,3.83,2.47,0.7,12.1,0.97,5.07,3.6,10.7,,28.02,75.5,0.95,130.25,50.5,4.15,29.02,0.0
2022-09-01 15:00:00,2022-09-01 16:00:00,11.25,37.75,3.1,9.68,7.7,3.85,2.73,0.73,10.2,0.92,5.17,3.9,11.32,,27.98,73.0,0.93,65.25,63.5,4.45,30.45,0.0
2022-09-01 16:00:00,2022-09-01 17:00:00,16.25,50.75,3.55,11.48,9.0,3.85,2.73,0.8,8.93,0.9,5.38,4.08,11.57,,29.48,72.75,0.9,48.25,25.25,4.72,30.1,0.0
2022-09-01 17:00:00,2022-09-01 18:00:00,16.5,58.75,4.9,13.1,10.95,3.8,2.48,0.86,7.58,0.92,5.55,4.35,11.68,,32.17,75.5,0.88,46.25,13.5,4.95,28.82,0.0
2022-09-01 18:00:00,2022-09-01 19:00:00,15.75,50.5,5.2,14.6,12.03,3.85,2.52,0.95,5.57,1.0,5.85,4.5,11.88,,32.4,77.75,0.88,99.5,10.5,4.95,28.15,0.0
2022-09-01 19:00:00,2022-09-01 20:00:00,20.5,52.75,4.6,14.0,11.22,3.88,2.58,0.95,5.0,1.02,5.92,4.4,11.82,,32.43,79.0,0.8,160.25,11.0,4.93,27.73,0.0
2022-09-01 20:00:00,2022-09-01 21:00:00,27.0,51.75,4.0,12.5,9.9,3.85,2.8,0.86,5.75,1.05,5.92,4.3,10.05,,29.7,80.0,0.82,168.5,11.25,4.88,27.5,0.0
2022-09-01 21:00:00,2022-09-01 22:00:00,19.5,35.25,2.52,10.28,7.5,3.9,3.05,0.8,13.7,1.0,5.97,3.78,10.38,,28.17,81.5,0.8,249.25,11.75,4.85,27.2,0.0
2022-09-01 22:00:00,2022-09-01 23:00:00,16.75,31.5,1.38,8.88,5.83,3.9,2.9,0.74,10.53,0.9,5.77,4.33,12.23,,28.2,82.75,0.7,274.5,11.5,4.93,27.02,0.0
2022-09-01 23:00:00,2022-09-02 00:00:00,11.75,27.5,1.72,7.9,5.55,3.9,2.73,0.72,10.27,0.85,5.78,4.38,12.4,,28.23,82.0,0.73,146.25,11.75,4.95,27.02,0.0
2022-09-02 00:00:00,2022-09-02 01:00:00,9.75,34.5,2.27,8.6,6.47,3.8,1.53,0.74,9.6,0.8,5.72,4.53,12.53,,30.52,82.5,0.7,101.5,11.25,5.25,26.77,0.0
2022-09-02 01:00:00,2022-09-02 02:00:00,8.5,36.5,2.9,8.53,6.9,3.8,1.5,0.67,5.7,0.75,5.5,4.4,12.12,,32.32,83.25,0.7,72.0,11.5,5.15,26.65,0.0
2022-09-02 02:00:00,2022-09-02 03:00:00,6.75,25.0,3.1,9.47,7.55,3.85,1.52,0.63,6.13,0.7,5.38,4.3,10.23,,32.38,83.0,0.62,197.5,11.25,5.0,26.5,0.0
2022-09-02 03:00:00,2022-09-02 04:00:00,10.5,28.75,3.62,9.12,7.78,3.88,1.32,0.61,5.2,0.65,5.15,4.2,11.78,,32.35,83.5,0.67,141.5,11.5,4.93,26.42,0.0
2022-09-02 04:00:00,2022-09-02 05:00:00,13.0,26.5,3.2,9.55,7.7,3.88,1.63,0.57,6.0,0.6,5.15,4.28,11.98,,29.3,83.5,0.67,212.75,11.25,4.97,26.5,0.0
2022-09-02 05:00:00,2022-09-02 06:00:00,13.75,23.75,2.5,9.07,6.85,3.88,1.9,0.58,4.35,0.6,5.35,4.38,12.35,,28.3,85.0,0.77,227.0,14.0,5.07,26.58,0.0
2022-09-02 06:00:00,2022-09-02 07:00:00,13.75,37.25,2.25,8.18,6.15,3.83,2.02,0.6,10.7,0.6,5.38,4.47,12.58,,28.18,85.0,0.8,225.75,21.0,5.17,26.82,0.0
2022-09-02 07:00:00,2022-09-02 08:00:00,4.75,53.75,2.47,7.37,5.97,3.83,1.93,0.62,3.4,0.6,5.22,4.22,12.1,,27.75,84.5,0.82,248.75,19.5,4.82,27.12,0.0
2022-09-02 08:00:00,2022-09-02 09:00:00,15.5,57.5,2.65,8.65,6.75,3.8,1.55,0.64,4.83,0.65,5.25,4.2,10.3,,30.62,84.0,0.8,262.75,18.0,5.02,27.4,0.0
2022-09-02 09:00:00,2022-09-02 10:00:00,15.25,44.75,2.33,8.7,6.5,3.85,1.55,0.66,8.05,0.7,5.27,4.22,10.9,,32.62,84.0,0.82,268.5,29.5,5.08,27.0,0.0
