From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF ()
2022-01-30 14:00:00,2022-01-30 15:00:00,55.5,177.0,6.95,32.02,22.67,31.05,13.65,1.22,2.02,,,,,,26.25,0.95,248.5,161.0,740.0,,24.78,0.0
2022-01-30 15:00:00,2022-01-30 16:00:00,47.0,162.75,6.78,32.33,22.7,29.45,14.9,1.27,1.75,,,,,,26.5,0.93,249.5,136.25,740.0,,24.73,0.0
2022-01-30 16:00:00,2022-01-30 17:00:00,47.0,132.0,6.5,31.55,22.07,29.5,17.1,0.93,1.6,,,,,,30.75,0.78,249.5,77.75,740.0,,23.9,0.0
2022-01-30 17:00:00,2022-01-30 18:00:00,58.25,119.5,7.25,38.0,26.1,32.68,15.35,0.89,1.5,,,,,,36.25,0.6,246.25,36.5,740.0,,22.7,0.0
2022-01-30 18:00:00,2022-01-30 19:00:00,88.0,150.5,9.43,52.67,35.73,39.47,15.7,1.28,1.23,,,,,,48.25,0.57,244.5,22.0,740.0,,20.05,0.0
2022-01-30 19:00:00,2022-01-30 20:00:00,116.67,191.75,10.53,51.25,35.83,43.08,15.62,1.58,1.58,,,,,,56.0,0.6,244.75,22.0,740.0,,18.48,0.0
2022-01-30 20:00:00,2022-01-30 21:00:00,132.0,203.75,13.6,63.67,44.95,46.45,14.95,1.45,2.05,,,,,,66.5,0.47,235.0,22.0,740.0,,17.5,0.0
2022-01-30 21:00:00,2022-01-30 22:00:00,165.5,255.25,10.3,56.52,38.42,47.78,14.03,0.89,1.7,,,,,,73.25,0.43,193.75,22.0,740.0,,16.3,0.0
2022-01-30 22:00:00,2022-01-30 23:00:00,141.75,239.0,9.92,57.6,38.73,46.35,14.82,1.28,1.3,,,,,,79.25,0.3,101.0,22.0,740.0,,15.43,0.0
2022-01-30 23:00:00,2022-01-31 00:00:00,148.5,245.75,7.57,45.82,30.52,45.55,13.43,1.26,1.75,,,,,,83.0,0.3,145.25,22.0,740.0,,14.93,0.0
2022-01-31 00:00:00,2022-01-31 01:00:00,154.0,269.75,7.72,41.17,28.18,46.15,12.53,1.32,1.3,,,,,,85.25,0.3,135.25,22.0,740.0,,14.5,0.0
2022-01-31 01:00:00,2022-01-31 02:00:00,155.75,224.25,5.42,37.33,24.27,46.6,10.4,,1.3,,,,,,86.25,0.3,140.0,22.0,740.0,,14.15,0.0
2022-01-31 02:00:00,2022-01-31 03:00:00,151.5,213.0,6.3,44.6,28.9,35.9,20.8,0.95,1.1,,,,,,88.0,0.3,142.5,22.0,740.0,,13.65,0.0
2022-01-31 03:00:00,2022-01-31 04:00:00,150.75,205.75,9.08,42.9,30.18,39.72,17.95,0.87,1.53,,,,,,89.25,0.35,100.25,22.0,740.0,,13.18,0.0
2022-01-31 04:00:00,2022-01-31 05:00:00,153.0,194.25,5.6,34.2,22.77,38.83,12.38,0.86,1.8,,,,,,91.0,0.43,103.25,22.0,740.0,,10.7,0.0
2022-01-31 05:00:00,2022-01-31 06:00:00,,145.75,7.2,30.32,22.0,31.1,9.4,0.97,1.97,,,,,,91.0,0.5,106.75,22.0,740.0,,9.68,0.0
2022-01-31 06:00:00,2022-01-31 07:00:00,,149.5,8.35,27.08,21.18,30.25,10.85,0.92,1.55,,,,,,91.0,0.43,122.75,22.0,740.0,,10.12,0.0
2022-01-31 07:00:00,2022-01-31 08:00:00,,145.25,7.23,27.07,20.23,30.48,10.85,0.87,1.52,,,,,,91.0,0.47,112.75,24.5,740.0,,10.98,0.0
2022-01-31 08:00:00,2022-01-31 09:00:00,,142.5,8.53,25.88,20.7,30.98,12.2,0.93,1.9,,,,,,91.0,0.47,112.25,34.25,740.0,,11.45,0.0
2022-01-31 09:00:00,2022-01-31 10:00:00,,150.25,12.48,29.5,25.85,34.85,12.0,0.87,1.7,,,,,,91.0,0.5,116.25,44.75,740.0,,12.0,0.0
2022-01-31 10:00:00,2022-01-31 11:00:00,,211.25,17.52,33.8,32.23,39.9,11.65,0.84,2.67,,,,,,91.0,0.5,117.75,50.5,740.0,,12.67,0.0
2022-01-31 11:00:00,2022-01-31 12:00:00,,247.67,11.37,29.8,25.1,39.53,7.93,0.89,5.37,,,,,,91.0,0.53,90.33,58.67,739.33,,13.33,0.0
2022-01-31 12:00:00,2022-01-31 13:00:00,,275.75,9.08,25.73,21.07,35.0,5.1,0.83,3.3,,,,,,90.5,0.55,93.75,81.25,739.0,,14.17,0.0
2022-01-31 13:00:00,2022-01-31 14:00:00,,262.25,8.28,24.3,19.67,36.83,2.05,1.39,1.35,,,,,,85.5,0.5,99.75,100.0,739.0,,15.0,0.0
2022-01-31 14:00:00,2022-01-31 15:00:00,,276.25,23.45,39.5,40.08,50.05,8.8,0.9,0.9,,,,,,81.25,0.47,92.0,135.0,740.0,,16.02,0.0
2022-01-31 15:00:00,2022-01-31 16:00:00,159.0,239.75,18.7,42.75,37.97,58.25,11.38,0.32,2.0,,,,,,74.25,0.45,107.25,112.75,740.0,,17.48,0.0
2022-01-31 16:00:00,2022-01-31 17:00:00,159.0,228.5,6.73,33.2,23.1,57.67,14.8,,0.88,,,,,,75.0,0.43,86.25,64.75,740.0,,17.67,0.0
2022-01-31 17:00:00,2022-01-31 18:00:00,160.0,237.0,6.9,40.78,27.27,54.08,12.38,,1.28,,,,,,79.5,0.35,81.5,31.75,740.0,,16.98,0.0
2022-01-31 18:00:00,2022-01-31 19:00:00,179.5,280.75,13.93,62.92,44.8,52.7,9.2,,1.1,,,,,,86.0,0.3,90.0,22.0,740.0,,16.02,0.0
2022-01-31 19:00:00,2022-01-31 20:00:00,231.25,373.0,25.68,58.4,51.9,54.38,9.28,,1.12,,,,,,89.0,0.32,81.0,22.0,740.0,,15.3,0.0
2022-01-31 20:00:00,2022-01-31 21:00:00,237.5,357.25,10.72,50.4,35.5,54.52,9.5,,1.4,,,,,,91.0,0.32,93.25,22.0,740.0,,14.73,0.0
2022-01-31 21:00:00,2022-01-31 22:00:00,241.5,337.5,9.57,47.75,33.2,54.67,9.12,0.79,1.18,,,,,,91.0,0.33,101.75,22.0,740.0,,14.0,0.0
2022-01-31 22:00:00,2022-01-31 23:00:00,249.5,329.5,10.62,43.35,31.67,50.35,9.03,0.68,1.43,,,,,,91.0,0.3,131.25,22.0,740.0,,13.25,0.0
2022-01-31 23:00:00,2022-02-01 00:00:00,224.0,301.0,39.83,35.5,51.3,39.17,9.37,1.05,1.47,,,,,,91.0,0.3,157.67,22.0,740.0,,12.33,0.33
2022-02-01 00:00:00,2022-02-01 01:00:00,187.75,205.5,113.9,37.62,112.62,35.98,11.77,0.71,1.05,,,,,,91.0,0.3,210.75,22.0,740.0,,11.45,0.0
2022-02-01 01:00:00,2022-02-01 02:00:00,176.75,185.25,74.7,33.85,78.72,37.35,12.35,0.95,1.25,,,,,,91.0,0.3,221.5,22.0,740.0,,10.95,0.0
2022-02-01 02:00:00,2022-02-01 03:00:00,141.67,159.75,12.8,37.2,30.2,21.7,16.2,,1.2,,,,,,91.0,0.4,232.25,22.0,740.0,,10.27,0.0
2022-02-01 03:00:00,2022-02-01 04:00:00,115.0,117.0,9.88,35.85,27.08,22.08,15.1,,0.88,,,,,,91.0,0.38,248.0,22.0,740.0,,10.22,0.0
2022-02-01 04:00:00,2022-02-01 05:00:00,94.0,95.0,7.45,35.12,24.7,22.62,13.5,,0.72,,,,,,91.0,0.4,267.0,22.0,740.0,,10.0,0.0
2022-02-01 05:00:00,2022-02-01 06:00:00,93.5,96.5,8.93,32.5,24.55,25.02,12.6,0.06,0.95,,,,,,91.0,0.32,249.0,22.0,740.0,,9.97,0.0
2022-02-01 06:00:00,2022-02-01 07:00:00,90.67,98.5,9.97,32.9,25.62,24.27,11.77,,0.78,,,,,,91.0,0.43,247.75,22.0,740.0,,9.62,0.25
2022-02-01 07:00:00,2022-02-01 08:00:00,88.25,93.5,7.9,28.27,21.48,23.35,11.95,,1.1,,,,,,91.0,0.43,230.0,26.0,740.0,,9.4,0.0
2022-02-01 08:00:00,2022-02-01 09:00:00,92.0,103.25,14.12,27.8,26.22,24.23,11.53,0.02,1.12,,,,,,91.0,0.4,241.5,41.5,740.0,,9.72,0.0
2022-02-01 09:00:00,2022-02-01 10:00:00,105.5,115.75,17.62,31.0,30.8,25.78,11.25,0.02,1.12,,,,,,91.0,0.45,260.5,61.75,740.0,,10.62,0.0
2022-02-01 10:00:00,2022-02-01 11:00:00,129.0,145.5,18.85,36.1,34.52,33.2,12.25,0.01,0.9,,,,,,91.0,0.43,249.5,84.0,740.0,,11.82,0.0
2022-02-01 11:00:00,2022-02-01 12:00:00,169.67,195.25,14.4,44.65,35.45,43.08,12.3,,1.3,,,,,,91.0,0.53,238.5,151.5,740.0,,13.15,0.0
2022-02-01 12:00:00,2022-02-01 13:00:00,194.0,235.25,9.72,42.5,30.52,45.72,12.4,,2.57,,,,,,78.5,0.62,263.0,229.25,740.0,,17.25,0.0
2022-02-01 13:00:00,2022-02-01 14:00:00,200.75,246.25,7.92,42.57,29.1,52.7,13.15,,1.7,,,,,,57.25,0.62,250.0,211.25,740.0,,20.0,0.0
2022-02-01 14:00:00,2022-02-01 15:00:00,185.25,242.0,6.62,42.6,28.02,57.67,13.35,,1.07,,,,,,45.5,0.7,259.5,177.25,740.0,,21.75,0.0
2022-02-01 15:00:00,2022-02-01 16:00:00,148.0,209.25,5.7,40.07,25.95,50.58,17.17,,1.12,,,,,,36.0,0.82,266.0,124.75,740.0,,22.38,0.0
2022-02-01 16:00:00,2022-02-01 17:00:00,115.5,183.5,5.5,40.58,26.05,42.97,12.78,1.27,1.4,,,,,,41.0,0.67,260.5,73.5,740.0,,21.95,0.0
2022-02-01 17:00:00,2022-02-01 18:00:00,125.25,195.25,5.9,47.3,29.98,45.6,12.62,0.21,1.23,,,,,,51.0,0.62,253.0,33.75,740.0,,20.2,0.0
2022-02-01 18:00:00,2022-02-01 19:00:00,164.25,239.25,7.1,56.9,36.02,49.53,11.9,,1.95,,,,,,64.0,0.53,251.0,22.75,740.0,,17.93,0.0
2022-02-01 19:00:00,2022-02-01 20:00:00,220.5,293.75,12.65,67.58,46.2,55.23,11.6,0.09,1.33,,,,,,80.5,0.47,240.75,22.5,740.0,,16.57,0.0
2022-02-01 20:00:00,2022-02-01 21:00:00,249.25,319.75,11.45,44.88,33.18,55.47,11.62,0.19,1.05,,,,,,89.25,0.62,244.0,22.5,740.0,,15.62,0.0
2022-02-01 21:00:00,2022-02-01 22:00:00,207.25,258.75,9.23,35.92,26.62,51.17,11.97,0.82,1.25,,,,,,91.0,0.6,248.5,23.0,740.0,,14.9,0.0
2022-02-01 22:00:00,2022-02-01 23:00:00,182.5,234.75,7.28,32.77,23.38,47.58,14.95,1.13,0.88,,,,,,91.0,0.57,257.5,22.5,740.0,,14.38,0.0
2022-02-01 23:00:00,2022-02-02 00:00:00,168.5,223.75,7.38,32.1,23.07,45.95,11.6,,0.92,,,,,,91.0,0.62,263.25,23.0,740.0,,14.13,0.0
2022-02-02 00:00:00,2022-02-02 01:00:00,167.75,238.0,5.85,30.22,20.8,47.05,10.67,0.9,1.4,,,,,,91.0,0.62,257.75,22.75,740.0,,14.9,0.0
2022-02-02 01:00:00,2022-02-02 02:00:00,174.33,238.75,6.28,29.73,20.93,47.77,12.88,1.26,0.9,,,,,,91.0,0.57,257.0,22.25,740.0,,14.97,0.0
2022-02-02 02:00:00,2022-02-02 03:00:00,185.0,243.25,6.1,29.3,20.6,44.3,23.6,0.31,0.3,,,,,,91.0,0.58,262.5,23.0,740.0,,14.78,0.0
2022-02-02 03:00:00,2022-02-02 04:00:00,187.0,244.0,5.85,26.38,18.77,45.1,22.27,0.2,0.87,,,,,,91.0,0.6,258.0,22.75,740.25,,14.65,0.0
2022-02-02 04:00:00,2022-02-02 05:00:00,175.75,226.0,5.65,25.8,18.27,45.62,15.65,0.22,1.38,,,,,,91.0,0.57,259.0,23.0,740.0,,14.38,0.0
2022-02-02 05:00:00,2022-02-02 06:00:00,173.75,223.25,5.33,24.32,17.23,43.35,15.68,0.27,1.6,,,,,,91.0,0.55,258.75,22.5,740.0,,14.12,0.0
2022-02-02 06:00:00,2022-02-02 07:00:00,159.75,212.25,5.67,26.67,18.82,41.27,17.7,0.13,1.42,,,,,,91.0,0.5,264.75,23.0,740.0,,13.82,0.0
2022-02-02 07:00:00,2022-02-02 08:00:00,168.0,224.0,6.67,33.17,23.07,44.33,11.1,0.12,1.35,,,,,,90.25,0.43,240.0,25.75,740.0,,14.0,0.0
2022-02-02 08:00:00,2022-02-02 09:00:00,200.0,276.0,8.15,35.58,25.55,44.2,10.3,0.11,1.07,,,,,,87.5,0.53,251.75,41.75,740.0,,14.03,0.0
2022-02-02 09:00:00,2022-02-02 10:00:00,184.0,247.0,8.38,33.85,24.85,42.35,11.0,0.12,0.9,,,,,,83.5,0.45,226.25,76.0,740.0,,14.53,0.0
2022-02-02 10:00:00,2022-02-02 11:00:00,173.75,234.0,7.93,39.33,27.35,41.15,11.05,0.12,1.15,,,,,,75.25,0.45,203.25,153.75,740.0,,16.02,0.0
2022-02-02 11:00:00,2022-02-02 12:00:00,177.75,239.75,9.28,41.6,29.68,44.4,11.8,0.14,0.55,,,,,,67.0,0.45,196.25,182.25,740.0,,17.85,0.0
2022-02-02 12:00:00,2022-02-02 13:00:00,173.25,236.25,8.58,37.72,27.05,41.95,11.9,0.29,1.77,,,,,,61.0,0.4,173.0,165.5,739.0,,18.68,0.0
2022-02-02 13:00:00,2022-02-02 14:00:00,167.0,227.5,6.8,33.88,23.55,36.55,8.62,0.57,2.78,,,,,,52.75,0.4,158.5,177.75,739.0,,20.48,0.0
2022-02-02 14:00:00,2022-02-02 15:00:00,152.0,222.5,11.98,41.38,31.73,47.2,11.2,0.21,0.47,,,,,,45.0,0.4,101.25,153.75,740.25,,21.35,0.0
2022-02-02 15:00:00,2022-02-02 16:00:00,140.25,208.75,52.53,89.5,90.28,44.05,9.98,1.0,0.7,,,,,,42.25,0.4,150.25,116.75,740.5,,22.1,0.0
2022-02-02 16:00:00,2022-02-02 17:00:00,133.25,207.5,25.32,66.4,55.9,47.75,10.62,1.87,1.15,,,,,,45.25,0.45,113.75,63.25,740.75,,21.35,0.0
2022-02-02 17:00:00,2022-02-02 18:00:00,137.0,233.0,45.4,107.67,94.23,46.33,9.97,1.19,0.85,,,,,,51.33,0.4,124.33,34.33,741.0,,20.6,0.0
2022-02-02 18:00:00,2022-02-02 19:00:00,187.0,304.0,6.27,85.13,50.37,52.2,,0.77,,,,,,,,,,,,,,
2022-02-02 19:00:00,2022-02-02 20:00:00,,,5.93,75.23,44.83,48.5,,0.15,,,,,,,,,,,,,,
2022-02-02 20:00:00,2022-02-02 21:00:00,171.0,246.0,6.35,80.85,48.17,44.3,,,,,,,,,,,,,,,,
2022-02-02 21:00:00,2022-02-02 22:00:00,,,6.8,86.5,51.53,42.98,,,,,,,,,,,,,,,,
2022-02-02 22:00:00,2022-02-02 23:00:00,182.0,251.0,6.15,85.6,50.53,39.75,,,,,,,,,,,,,,,,
2022-02-02 23:00:00,2022-02-03 00:00:00,,,5.33,86.97,50.6,35.6,,,,,,,,,,,,,,,,
2022-02-03 00:00:00,2022-02-03 01:00:00,175.0,215.0,5.75,88.05,51.55,32.95,,,,,,,,,,,,,,,,
2022-02-03 01:00:00,2022-02-03 02:00:00,,,5.3,87.83,51.02,31.88,6.07,,2.1,,,,,,,,,,,,,
2022-02-03 02:00:00,2022-02-03 03:00:00,164.0,218.0,4.3,88.3,50.63,29.9,5.5,,0.65,,,,,,,,,,,,,
2022-02-03 03:00:00,2022-02-03 04:00:00,,,5.5,86.77,50.52,28.38,6.18,,1.75,,,,,,,,,,,,,
2022-02-03 04:00:00,2022-02-03 05:00:00,171.0,230.0,5.77,88.53,52.03,28.87,5.57,,1.4,,,,,,,,,,,,,
2022-02-03 05:00:00,2022-02-03 06:00:00,,,6.8,85.57,51.05,27.08,5.0,,1.4,,,,,,,,,,,,,
2022-02-03 06:00:00,2022-02-03 07:00:00,149.0,186.0,5.88,85.43,50.25,25.45,4.45,0.05,1.7,,,,,,,,,,,,,
2022-02-03 07:00:00,2022-02-03 08:00:00,,,7.55,80.7,49.15,22.42,4.75,0.7,0.6,,,,,,,,,,,,,
2022-02-03 08:00:00,2022-02-03 09:00:00,130.0,157.0,6.0,81.4,48.23,14.62,4.1,,2.7,,,,,,,,,,,,,
2022-02-03 09:00:00,2022-02-03 10:00:00,,,8.45,75.7,47.03,10.97,3.05,0.29,3.85,,,,,,,,,,,,,
2022-02-03 10:00:00,2022-02-03 11:00:00,,,9.47,69.0,44.3,8.9,,0.61,2.8,,,,,,,,,,,,,
2022-02-03 11:00:00,2022-02-03 12:00:00,,,6.37,51.17,32.43,8.33,,0.92,,,,,,,,,,,,,,
2022-02-03 12:00:00,2022-02-03 13:00:00,32.0,,46.9,201.05,154.05,16.1,1.0,0.51,3.33,,,,,,56.0,1.17,95.33,57.33,740.0,,18.03,0.0
2022-02-03 13:00:00,2022-02-03 14:00:00,36.0,77.0,12.38,26.8,24.32,10.6,5.95,0.75,4.47,,,,,,55.0,1.2,94.75,132.0,740.0,,18.75,0.0
2022-02-03 14:00:00,2022-02-03 15:00:00,35.5,66.0,6.75,22.08,17.25,13.48,5.65,,2.92,,,,,,59.5,1.27,96.75,116.5,739.5,,19.1,0.0
2022-02-03 15:00:00,2022-02-03 16:00:00,50.5,94.0,6.28,14.35,12.72,14.7,4.03,0.49,1.58,,,,,,59.75,1.07,97.0,60.25,739.25,,18.85,0.0
2022-02-03 16:00:00,2022-02-03 17:00:00,48.75,86.0,5.62,15.8,12.98,14.8,3.77,0.68,1.42,,,,,,64.0,0.85,101.75,34.5,739.5,,18.38,0.0
2022-02-03 17:00:00,2022-02-03 18:00:00,52.75,84.0,6.2,15.58,13.35,14.68,2.8,,1.95,,,,,,69.5,0.82,96.75,27.5,739.75,,17.88,0.0
2022-02-03 18:00:00,2022-02-03 19:00:00,40.5,67.0,5.83,17.65,14.1,13.82,2.58,0.11,1.33,,,,,,72.25,0.7,98.75,22.25,740.0,,17.6,0.0
2022-02-03 19:00:00,2022-02-03 20:00:00,41.0,56.0,5.7,21.4,16.02,14.38,2.73,0.08,1.05,,,,,,82.75,0.5,122.75,22.0,739.75,,16.88,1.5
2022-02-03 20:00:00,2022-02-03 21:00:00,37.0,53.0,6.53,22.77,17.42,14.35,3.12,0.07,1.2,,,,,,85.25,0.5,139.0,22.0,739.25,,16.93,2.25
2022-02-03 21:00:00,2022-02-03 22:00:00,33.75,47.0,5.8,18.2,14.4,14.75,3.05,1.03,1.25,,,,,,97.75,0.5,121.0,22.0,739.75,,16.12,5.0
2022-02-03 22:00:00,2022-02-03 23:00:00,33.5,40.0,5.08,15.6,12.43,14.93,2.65,1.22,1.35,,,,,,98.0,0.43,108.75,22.0,739.5,,16.68,2.0
2022-02-03 23:00:00,2022-02-04 00:00:00,35.0,39.0,5.25,16.35,12.95,15.75,3.07,0.89,1.32,,,,,,98.75,0.4,144.0,22.0,739.5,,17.12,0.25
2022-02-04 00:00:00,2022-02-04 01:00:00,46.0,48.0,8.43,32.02,23.93,26.22,8.23,,1.32,,,,,,99.0,0.38,197.75,22.0,739.75,,17.52,0.0
2022-02-04 01:00:00,2022-02-04 02:00:00,104.0,140.0,10.82,28.93,24.17,26.73,16.75,,1.4,,,,,,99.0,0.4,196.5,22.0,739.75,,17.27,0.0
2022-02-04 02:00:00,2022-02-04 03:00:00,97.75,134.0,9.9,27.75,22.85,24.0,15.8,,1.1,,,,,,99.0,0.4,188.0,22.0,739.75,,16.98,0.0
2022-02-04 03:00:00,2022-02-04 04:00:00,75.25,100.0,7.0,22.07,17.45,22.15,16.05,0.47,1.15,,,,,,99.0,0.4,246.75,22.0,739.75,,16.78,0.0
2022-02-04 04:00:00,2022-02-04 05:00:00,63.5,85.0,7.92,24.17,19.28,21.73,16.45,,0.88,,,,,,99.0,0.3,221.5,22.0,740.0,,16.65,0.0
2022-02-04 05:00:00,2022-02-04 06:00:00,61.5,78.0,6.2,19.73,15.5,21.65,17.1,0.6,1.12,,,,,,99.0,0.33,203.5,22.0,740.0,,16.58,0.0
2022-02-04 06:00:00,2022-02-04 07:00:00,59.75,74.0,5.45,19.3,14.7,21.87,16.12,,1.3,,,,,,99.0,0.3,109.0,22.0,739.75,,16.85,0.0
2022-02-04 07:00:00,2022-02-04 08:00:00,59.25,78.0,5.2,17.5,13.5,18.1,19.2,1.03,1.2,,,,,,99.0,0.33,150.25,23.5,740.0,,16.9,0.0
2022-02-04 08:00:00,2022-02-04 09:00:00,61.75,74.0,5.98,19.67,15.32,20.6,18.32,1.05,1.7,,,,,,99.0,0.35,78.0,27.5,740.0,,17.1,1.0
2022-02-04 09:00:00,2022-02-04 10:00:00,68.75,75.0,7.1,20.95,16.95,22.98,16.73,1.16,1.38,,,,,,99.0,0.33,95.0,37.5,740.0,,17.27,0.0
2022-02-04 10:00:00,2022-02-04 11:00:00,76.25,95.0,8.25,22.98,18.95,24.32,17.55,1.06,1.15,,,,,,98.5,0.32,84.5,47.5,740.0,,17.77,0.0
2022-02-04 11:00:00,2022-02-04 12:00:00,83.75,94.0,9.68,23.02,20.12,25.5,16.62,1.08,1.7,,,,,,97.0,0.38,77.0,49.0,740.0,,18.08,0.0
2022-02-04 12:00:00,2022-02-04 13:00:00,86.5,110.0,8.35,23.18,19.1,31.3,16.62,0.87,1.43,,,,,,97.33,0.5,70.25,47.5,740.25,,17.95,0.0
2022-02-04 13:00:00,2022-02-04 14:00:00,90.5,112.0,10.2,26.42,22.35,34.05,12.8,0.64,1.15,,,,,,99.0,0.53,86.5,52.25,740.0,,17.3,0.0
2022-02-04 14:00:00,2022-02-04 15:00:00,92.25,136.0,11.3,25.38,22.7,29.7,14.27,0.32,1.5,,,,,,99.0,0.53,82.75,47.0,740.0,,17.05,0.0
2022-02-04 15:00:00,2022-02-04 16:00:00,73.25,100.0,10.55,24.8,21.75,26.62,14.55,1.14,1.15,,,,,,98.25,0.45,91.25,57.75,740.0,,17.55,0.0
2022-02-04 16:00:00,2022-02-04 17:00:00,72.25,92.0,9.05,25.95,21.12,25.82,15.67,1.62,1.15,,,,,,94.25,0.4,111.75,51.5,740.0,,18.12,0.0
2022-02-04 17:00:00,2022-02-04 18:00:00,84.25,102.0,10.32,26.18,22.32,26.85,15.82,0.26,1.27,,,,,,97.5,0.4,102.5,30.75,740.0,,17.68,0.0
2022-02-04 18:00:00,2022-02-04 19:00:00,89.33,112.0,11.95,30.45,25.9,28.35,16.12,0.5,1.53,,,,,,99.0,0.38,83.0,22.25,740.0,,17.05,0.0
2022-02-04 19:00:00,2022-02-04 20:00:00,102.0,139.0,13.1,30.48,26.88,28.78,17.2,0.8,1.5,,,,,,99.0,0.35,94.5,22.0,740.0,,16.6,0.0
2022-02-04 20:00:00,2022-02-04 21:00:00,92.25,136.0,11.18,28.85,24.4,27.25,17.4,0.11,1.05,,,,,,98.0,0.4,74.5,22.0,740.0,,16.23,0.0
2022-02-04 21:00:00,2022-02-04 22:00:00,82.25,121.0,9.3,26.75,21.8,27.25,13.32,0.9,1.23,,,,,,98.5,0.38,89.5,22.0,740.0,,16.23,0.0
2022-02-04 22:00:00,2022-02-04 23:00:00,86.0,124.0,41.27,38.9,54.25,26.25,16.23,0.21,0.97,,,,,,98.75,0.3,217.75,22.0,740.0,,15.82,0.0
2022-02-04 23:00:00,2022-02-05 00:00:00,82.67,162.0,26.6,38.95,42.38,25.5,15.75,0.12,1.27,,,,,,98.0,0.35,156.0,22.0,740.0,,15.1,0.0
2022-02-05 00:00:00,2022-02-05 01:00:00,70.75,146.0,16.35,35.6,32.25,21.15,13.9,0.21,1.55,,,,,,98.0,0.43,252.5,22.0,740.0,,14.48,0.0
2022-02-05 01:00:00,2022-02-05 02:00:00,52.0,96.0,7.07,27.97,20.6,19.7,15.25,,1.07,,,,,,98.0,0.4,226.25,22.0,740.0,,14.22,0.0
2022-02-05 02:00:00,2022-02-05 03:00:00,49.75,72.0,5.82,27.28,19.23,22.07,15.42,1.32,1.3,,,,,,98.0,0.35,219.75,22.0,740.0,,14.2,0.25
2022-02-05 03:00:00,2022-02-05 04:00:00,57.25,86.0,6.5,31.15,21.9,25.75,14.55,0.95,1.38,,,,,,98.0,0.45,271.0,22.0,740.0,,13.95,0.0
2022-02-05 04:00:00,2022-02-05 05:00:00,47.0,74.0,5.88,23.52,17.27,20.05,17.27,0.97,1.85,,,,,,98.0,0.5,274.75,22.0,740.0,,13.88,0.0
2022-02-05 05:00:00,2022-02-05 06:00:00,51.5,72.0,6.7,23.68,18.05,21.23,17.5,,1.48,,,,,,98.0,0.45,193.0,22.0,740.0,,14.0,0.0
2022-02-05 06:00:00,2022-02-05 07:00:00,54.75,90.0,6.5,30.62,21.55,21.62,17.17,,0.87,,,,,,98.0,0.4,204.0,22.0,740.0,,14.17,0.0
2022-02-05 07:00:00,2022-02-05 08:00:00,50.5,96.0,8.1,35.8,25.6,17.7,24.2,0.78,0.98,,,,,,97.5,0.4,235.25,28.5,740.0,,13.68,0.0
2022-02-05 08:00:00,2022-02-05 09:00:00,52.25,88.0,9.85,39.42,29.0,25.88,21.25,0.78,0.8,,,,,,97.0,0.38,235.25,44.75,740.0,,13.45,0.0
2022-02-05 09:00:00,2022-02-05 10:00:00,59.33,111.0,11.17,33.1,26.65,23.68,18.65,0.73,1.48,,,,,,97.25,0.45,246.25,59.25,740.0,,14.18,0.0
2022-02-05 10:00:00,2022-02-05 11:00:00,52.67,90.0,8.75,26.35,21.15,21.55,16.82,0.72,0.85,,,,,,93.75,0.43,190.0,124.5,740.0,,15.88,0.0
2022-02-05 11:00:00,2022-02-05 12:00:00,49.33,68.0,8.48,26.9,21.18,25.55,16.88,0.77,1.18,,,,,,80.0,0.4,125.25,249.0,740.0,,17.55,0.0
2022-02-05 12:00:00,2022-02-05 13:00:00,48.67,58.0,9.33,31.57,24.38,30.77,16.75,0.69,0.95,,,,,,70.0,0.47,225.25,257.0,740.0,,20.6,0.0
2022-02-05 13:00:00,2022-02-05 14:00:00,51.0,72.0,9.7,30.27,24.0,32.2,16.35,0.69,1.25,,,,,,60.5,0.45,230.25,237.0,740.0,,21.95,0.0
2022-02-05 14:00:00,2022-02-05 15:00:00,52.75,77.0,8.33,34.15,24.98,31.9,17.1,0.78,0.6,,,,,,55.0,0.53,235.75,203.75,740.0,,22.17,0.0
2022-02-05 15:00:00,2022-02-05 16:00:00,49.5,78.0,7.2,29.62,21.65,29.88,16.5,0.73,0.93,,,,,,50.5,0.5,236.5,148.0,740.0,,23.18,0.0
2022-02-05 16:00:00,2022-02-05 17:00:00,41.5,66.0,8.45,39.75,28.02,25.27,16.33,0.91,0.85,,,,,,50.75,0.5,235.0,81.75,740.0,,22.35,0.0
2022-02-05 17:00:00,2022-02-05 18:00:00,43.0,79.0,9.9,48.35,33.75,27.4,17.5,0.93,0.95,,,,,,61.75,0.45,249.0,35.5,740.0,,21.35,0.0
2022-02-05 18:00:00,2022-02-05 19:00:00,58.0,112.0,16.75,62.8,47.05,28.05,17.15,,1.25,,,,,,70.75,0.45,249.0,22.25,740.0,,19.55,0.0
2022-02-05 19:00:00,2022-02-05 20:00:00,105.0,,15.75,64.62,47.15,34.2,16.98,,0.9,,,,,,77.25,0.45,269.75,22.0,740.0,,18.2,0.0
