From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3)
2021-12-30 17:00:00,2021-12-30 18:00:00,,,6.67,11.76,18.0,1.0,3.94
2021-12-30 18:00:00,2021-12-30 19:00:00,,,6.89,11.56,17.98,1.02,3.24
2021-12-30 19:00:00,2021-12-30 20:00:00,,,10.12,13.03,21.65,1.05,3.12
2021-12-30 20:00:00,2021-12-30 21:00:00,,,6.82,12.38,18.87,1.16,3.03
2021-12-30 21:00:00,2021-12-30 22:00:00,,,5.6,11.68,17.18,1.14,3.15
2021-12-30 22:00:00,2021-12-30 23:00:00,,,8.21,11.71,19.75,0.95,3.0
2021-12-30 23:00:00,2021-12-31 00:00:00,,,7.82,11.39,18.77,0.91,2.0
2021-12-31 00:00:00,2021-12-31 01:00:00,,,,,0.0,0.0,
2021-12-31 01:00:00,2021-12-31 02:00:00,,,8.44,12.09,4.63,0.28,2.0
2021-12-31 02:00:00,2021-12-31 03:00:00,,,5.22,11.96,16.22,1.04,2.0
2021-12-31 03:00:00,2021-12-31 04:00:00,,,6.28,12.74,18.67,0.99,2.0
2021-12-31 04:00:00,2021-12-31 05:00:00,,,10.23,12.37,22.6,1.0,2.0
2021-12-31 05:00:00,2021-12-31 06:00:00,,,7.98,11.48,19.36,1.11,2.0
2021-12-31 06:00:00,2021-12-31 07:00:00,,,5.62,11.61,16.68,1.06,2.0
2021-12-31 07:00:00,2021-12-31 08:00:00,,,8.94,12.55,21.25,1.08,2.0
2021-12-31 08:00:00,2021-12-31 09:00:00,,,8.32,11.92,20.22,1.08,2.0
2021-12-31 09:00:00,2021-12-31 10:00:00,,,7.46,11.95,19.33,1.05,2.0
2021-12-31 10:00:00,2021-12-31 11:00:00,,,8.56,11.76,20.2,1.08,2.25
2021-12-31 11:00:00,2021-12-31 12:00:00,,,7.84,11.7,19.39,1.05,5.25
2021-12-31 12:00:00,2021-12-31 13:00:00,,,10.43,11.76,22.14,0.98,9.75
2021-12-31 13:00:00,2021-12-31 14:00:00,,,8.76,11.61,20.31,0.99,16.0
2021-12-31 14:00:00,2021-12-31 15:00:00,,,7.69,12.12,19.79,1.04,15.0
2021-12-31 15:00:00,2021-12-31 16:00:00,,,6.73,11.97,18.57,1.02,24.5
2021-12-31 16:00:00,2021-12-31 17:00:00,,,7.87,11.73,19.6,0.98,9.75
2021-12-31 17:00:00,2021-12-31 18:00:00,,,6.98,11.66,18.64,1.01,23.75
2021-12-31 18:00:00,2021-12-31 19:00:00,,,6.51,11.73,18.24,1.06,11.5
2021-12-31 19:00:00,2021-12-31 20:00:00,,,6.77,11.79,18.48,1.04,2.5
2021-12-31 20:00:00,2021-12-31 21:00:00,,,7.15,11.67,18.82,1.13,2.0
2021-12-31 21:00:00,2021-12-31 22:00:00,,,7.5,11.55,19.05,1.15,2.0
2021-12-31 22:00:00,2021-12-31 23:00:00,,,7.76,11.57,19.33,1.13,2.0
2021-12-31 23:00:00,2022-01-01 00:00:00,,,7.69,11.75,19.44,1.12,2.0
2022-01-01 00:00:00,2022-01-01 01:00:00,,,,,0.0,0.0,
2022-01-01 01:00:00,2022-01-01 02:00:00,,,7.69,11.51,4.8,0.25,2.0
2022-01-01 02:00:00,2022-01-01 03:00:00,,,7.74,11.7,19.42,1.0,2.0
2022-01-01 03:00:00,2022-01-01 04:00:00,,,7.25,11.71,18.86,0.9,2.0
2022-01-01 04:00:00,2022-01-01 05:00:00,,,9.03,11.32,20.35,0.89,2.0
2022-01-01 05:00:00,2022-01-01 06:00:00,,,7.76,11.64,19.4,0.9,2.0
2022-01-01 06:00:00,2022-01-01 07:00:00,,,7.65,11.69,19.34,0.88,2.0
2022-01-01 07:00:00,2022-01-01 08:00:00,,,8.89,11.79,20.68,0.96,2.0
2022-01-01 08:00:00,2022-01-01 09:00:00,,,9.08,11.49,20.34,1.01,2.0
2022-01-01 09:00:00,2022-01-01 10:00:00,,,6.19,12.0,17.98,1.06,2.0
2022-01-01 10:00:00,2022-01-01 11:00:00,,,11.2,12.11,21.85,1.0,5.75
2022-01-01 11:00:00,2022-01-01 12:00:00,,,8.06,12.06,18.86,1.16,15.78
2022-01-01 12:00:00,2022-01-01 13:00:00,,,7.81,12.21,19.89,0.99,19.75
2022-01-01 13:00:00,2022-01-01 14:00:00,,,8.01,11.13,18.87,1.0,21.75
2022-01-01 14:00:00,2022-01-01 15:00:00,,,12.13,10.78,22.05,1.02,20.0
2022-01-01 15:00:00,2022-01-01 16:00:00,,,9.08,11.61,19.96,0.99,26.25
2022-01-01 16:00:00,2022-01-01 17:00:00,,,8.3,11.88,18.5,0.98,18.75
2022-01-01 17:00:00,2022-01-01 18:00:00,,,8.37,11.97,19.4,0.97,9.0
2022-01-01 18:00:00,2022-01-01 19:00:00,,,5.46,12.02,15.83,1.06,5.0
2022-01-01 19:00:00,2022-01-01 20:00:00,,,7.28,12.54,18.96,1.06,8.5
2022-01-01 20:00:00,2022-01-01 21:00:00,,,6.62,11.49,17.3,1.12,6.75
2022-01-01 21:00:00,2022-01-01 22:00:00,,,7.57,11.39,18.77,1.19,4.75
2022-01-01 22:00:00,2022-01-01 23:00:00,,,4.86,11.86,16.24,1.11,2.5
2022-01-01 23:00:00,2022-01-02 00:00:00,,,5.12,11.63,16.07,1.06,3.15
2022-01-02 00:00:00,2022-01-02 01:00:00,,,,,0.0,0.0,
2022-01-02 01:00:00,2022-01-02 02:00:00,,,6.69,11.26,4.49,0.24,2.0
2022-01-02 02:00:00,2022-01-02 03:00:00,,,7.09,11.44,18.19,0.99,9.25
2022-01-02 03:00:00,2022-01-02 04:00:00,,,8.66,11.94,20.21,1.08,17.33
2022-01-02 04:00:00,2022-01-02 05:00:00,,,7.99,11.7,19.58,1.0,2.25
2022-01-02 05:00:00,2022-01-02 06:00:00,,,8.88,11.51,20.34,0.96,2.25
2022-01-02 06:00:00,2022-01-02 07:00:00,,,7.15,11.49,18.52,0.92,2.25
2022-01-02 07:00:00,2022-01-02 08:00:00,,,8.34,11.76,19.82,0.98,2.0
2022-01-02 08:00:00,2022-01-02 09:00:00,,,6.67,11.85,18.38,1.06,2.0
2022-01-02 09:00:00,2022-01-02 10:00:00,,,7.97,11.76,18.73,1.06,2.0
2022-01-02 10:00:00,2022-01-02 11:00:00,,,9.26,11.44,20.64,0.98,4.75
2022-01-02 11:00:00,2022-01-02 12:00:00,,,8.36,11.17,19.42,1.08,18.25
2022-01-02 12:00:00,2022-01-02 13:00:00,,,7.9,11.69,19.55,1.01,18.0
2022-01-02 13:00:00,2022-01-02 14:00:00,,,5.03,11.82,16.49,1.0,
2022-01-02 14:00:00,2022-01-02 15:00:00,,,5.61,11.93,16.92,0.96,69.25
2022-01-02 15:00:00,2022-01-02 16:00:00,,,5.41,11.61,16.7,1.0,16.25
2022-01-02 16:00:00,2022-01-02 17:00:00,,,5.66,11.76,17.25,0.98,33.75
2022-01-02 17:00:00,2022-01-02 18:00:00,,,5.77,11.43,16.99,1.03,28.75
2022-01-02 18:00:00,2022-01-02 19:00:00,,,6.46,11.26,17.72,1.02,26.25
2022-01-02 19:00:00,2022-01-02 20:00:00,,,7.36,11.72,18.86,1.03,33.5
2022-01-02 20:00:00,2022-01-02 21:00:00,,,11.85,11.64,23.31,1.03,35.0
2022-01-02 21:00:00,2022-01-02 22:00:00,,,12.96,11.67,23.77,1.13,30.25
2022-01-02 22:00:00,2022-01-02 23:00:00,,,10.19,11.75,21.81,1.1,25.5
2022-01-02 23:00:00,2022-01-03 00:00:00,,,40.02,25.67,53.14,0.99,19.67
2022-01-03 00:00:00,2022-01-03 01:00:00,,,,,0.0,0.0,
2022-01-03 01:00:00,2022-01-03 02:00:00,,,7.92,24.11,4.17,0.24,21.11
2022-01-03 02:00:00,2022-01-03 03:00:00,,,10.0,11.64,21.21,0.95,18.29
2022-01-03 03:00:00,2022-01-03 04:00:00,,,10.07,13.61,22.61,1.05,22.9
2022-01-03 04:00:00,2022-01-03 05:00:00,,,7.75,14.59,20.65,1.01,19.31
2022-01-03 05:00:00,2022-01-03 06:00:00,,,8.89,12.25,20.73,0.98,18.38
2022-01-03 06:00:00,2022-01-03 07:00:00,,,9.3,12.24,21.24,0.97,17.23
2022-01-03 07:00:00,2022-01-03 08:00:00,,,5.86,11.34,16.66,1.01,18.42
2022-01-03 08:00:00,2022-01-03 09:00:00,,,7.27,11.54,18.03,1.03,16.04
2022-01-03 09:00:00,2022-01-03 10:00:00,,,6.37,12.28,17.67,1.03,14.67
2022-01-03 10:00:00,2022-01-03 11:00:00,,,7.32,12.48,19.4,1.08,21.19
2022-01-03 11:00:00,2022-01-03 12:00:00,,,8.93,11.26,19.86,1.01,23.05
2022-01-03 12:00:00,2022-01-03 13:00:00,,,8.62,11.51,20.0,0.99,18.54
2022-01-03 13:00:00,2022-01-03 14:00:00,,,7.96,10.77,18.57,0.95,15.18
2022-01-03 14:00:00,2022-01-03 15:00:00,,,6.5,10.47,16.48,0.94,14.24
2022-01-03 15:00:00,2022-01-03 16:00:00,,,7.61,10.14,17.71,0.89,21.13
2022-01-03 16:00:00,2022-01-03 17:00:00,,,7.98,11.63,19.43,0.91,30.85
2022-01-03 17:00:00,2022-01-03 18:00:00,,,7.61,10.99,18.51,0.98,14.87
2022-01-03 18:00:00,2022-01-03 19:00:00,,,8.62,11.02,19.59,1.02,8.37
2022-01-03 19:00:00,2022-01-03 20:00:00,,,7.33,11.84,18.43,1.08,13.09
2022-01-03 20:00:00,2022-01-03 21:00:00,,,6.73,11.68,17.79,1.15,13.35
2022-01-03 21:00:00,2022-01-03 22:00:00,,,7.95,12.45,20.32,1.11,10.07
2022-01-03 22:00:00,2022-01-03 23:00:00,,,6.58,12.6,18.81,1.09,5.6
2022-01-03 23:00:00,2022-01-04 00:00:00,,,5.94,12.96,18.52,0.96,2.67
2022-01-04 00:00:00,2022-01-04 01:00:00,,,,,0.0,0.0,
2022-01-04 01:00:00,2022-01-04 02:00:00,,,7.26,11.27,4.62,0.23,3.21
2022-01-04 02:00:00,2022-01-04 03:00:00,,,7.75,10.97,18.6,0.93,3.27
2022-01-04 03:00:00,2022-01-04 04:00:00,,,6.07,11.61,17.34,0.94,3.19
2022-01-04 04:00:00,2022-01-04 05:00:00,,,7.55,11.64,19.12,0.9,3.21
2022-01-04 05:00:00,2022-01-04 06:00:00,,,7.79,11.69,19.47,0.97,3.05
2022-01-04 06:00:00,2022-01-04 07:00:00,,,7.01,11.69,18.58,1.12,3.0
2022-01-04 07:00:00,2022-01-04 08:00:00,,,6.95,11.44,18.26,1.03,18.6
2022-01-04 08:00:00,2022-01-04 09:00:00,,,7.86,12.37,20.24,1.04,70.2
2022-01-04 09:00:00,2022-01-04 10:00:00,,,7.08,12.23,19.14,1.05,19.77
2022-01-04 10:00:00,2022-01-04 11:00:00,,,7.2,11.78,18.88,1.1,7.87
2022-01-04 11:00:00,2022-01-04 12:00:00,,,8.77,12.59,21.36,1.15,17.16
2022-01-04 12:00:00,2022-01-04 13:00:00,,,8.36,12.7,21.02,0.9,17.82
2022-01-04 13:00:00,2022-01-04 14:00:00,,,7.76,11.43,19.14,0.88,15.76
2022-01-04 14:00:00,2022-01-04 15:00:00,,,6.54,11.7,17.99,0.94,15.78
2022-01-04 15:00:00,2022-01-04 16:00:00,,,7.28,11.09,18.1,1.03,23.78
2022-01-04 16:00:00,2022-01-04 17:00:00,,,6.61,12.05,18.31,0.98,25.35
2022-01-04 17:00:00,2022-01-04 18:00:00,,,8.01,12.36,20.1,0.95,8.83
2022-01-04 18:00:00,2022-01-04 19:00:00,,,7.29,11.12,17.91,1.07,3.27
2022-01-04 19:00:00,2022-01-04 20:00:00,,,8.51,10.67,19.18,1.09,11.94
2022-01-04 20:00:00,2022-01-04 21:00:00,,,9.7,10.53,20.14,1.07,15.18
2022-01-04 21:00:00,2022-01-04 22:00:00,,,8.16,10.74,18.84,1.21,8.5
2022-01-04 22:00:00,2022-01-04 23:00:00,,,6.27,10.63,16.57,1.35,4.98
2022-01-04 23:00:00,2022-01-05 00:00:00,,,7.01,11.56,18.06,1.04,2.0
2022-01-05 00:00:00,2022-01-05 01:00:00,,,,,0.0,0.0,
2022-01-05 01:00:00,2022-01-05 02:00:00,,,9.34,12.63,5.49,0.24,2.0
2022-01-05 02:00:00,2022-01-05 03:00:00,,,7.71,12.03,19.66,0.92,2.0
2022-01-05 03:00:00,2022-01-05 04:00:00,,,7.68,10.63,18.0,0.89,2.0
2022-01-05 04:00:00,2022-01-05 05:00:00,,,5.34,11.64,16.72,0.9,2.0
2022-01-05 05:00:00,2022-01-05 06:00:00,,,6.22,11.78,17.91,0.99,2.0
2022-01-05 06:00:00,2022-01-05 07:00:00,,,6.99,11.71,18.68,1.0,2.0
2022-01-05 07:00:00,2022-01-05 08:00:00,,,7.05,11.0,18.03,1.05,2.0
2022-01-05 08:00:00,2022-01-05 09:00:00,,,6.7,11.5,18.18,1.1,2.0
2022-01-05 09:00:00,2022-01-05 10:00:00,,,6.94,11.44,18.06,0.98,2.0
2022-01-05 10:00:00,2022-01-05 11:00:00,,,6.12,11.6,16.99,0.99,2.75
2022-01-05 11:00:00,2022-01-05 12:00:00,,,5.54,11.55,16.85,1.06,17.5
2022-01-05 12:00:00,2022-01-05 13:00:00,,,7.41,11.41,18.4,0.9,21.5
2022-01-05 13:00:00,2022-01-05 14:00:00,,,7.91,11.57,19.07,1.21,4.75
2022-01-05 14:00:00,2022-01-05 15:00:00,,,8.3,11.89,20.14,0.93,10.25
2022-01-05 15:00:00,2022-01-05 16:00:00,,,5.92,11.74,17.52,0.94,23.0
2022-01-05 16:00:00,2022-01-05 17:00:00,,,6.19,11.5,17.57,0.94,18.5
2022-01-05 17:00:00,2022-01-05 18:00:00,,,7.53,11.89,19.41,0.87,7.75
2022-01-05 18:00:00,2022-01-05 19:00:00,,,7.51,12.06,19.47,0.95,21.25
2022-01-05 19:00:00,2022-01-05 20:00:00,,,7.48,11.66,19.12,0.93,24.5
2022-01-05 20:00:00,2022-01-05 21:00:00,,,6.09,11.65,17.68,1.02,14.75
2022-01-05 21:00:00,2022-01-05 22:00:00,,,7.31,11.66,18.97,1.06,7.25
2022-01-05 22:00:00,2022-01-05 23:00:00,,,7.03,11.57,18.6,1.21,2.25
2022-01-05 23:00:00,2022-01-06 00:00:00,,,7.8,11.41,19.21,1.07,3.5
2022-01-06 00:00:00,2022-01-06 01:00:00,,,,,0.0,0.0,
2022-01-06 01:00:00,2022-01-06 02:00:00,,,7.56,11.89,4.86,0.23,2.0
2022-01-06 02:00:00,2022-01-06 03:00:00,,,7.45,11.77,19.22,0.86,2.0
2022-01-06 03:00:00,2022-01-06 04:00:00,,,7.31,11.58,18.89,0.88,2.0
2022-01-06 04:00:00,2022-01-06 05:00:00,,,7.14,11.45,18.59,0.97,2.0
2022-01-06 05:00:00,2022-01-06 06:00:00,,,6.79,11.47,18.25,1.01,2.0
2022-01-06 06:00:00,2022-01-06 07:00:00,,,7.25,11.51,18.75,1.01,2.0
2022-01-06 07:00:00,2022-01-06 08:00:00,,,7.53,11.77,19.29,1.07,2.0
2022-01-06 08:00:00,2022-01-06 09:00:00,,,7.55,11.71,19.27,1.14,2.0
2022-01-06 09:00:00,2022-01-06 10:00:00,,,7.24,11.59,18.83,1.1,2.0
2022-01-06 10:00:00,2022-01-06 11:00:00,,,7.74,11.59,19.33,1.06,4.5
2022-01-06 11:00:00,2022-01-06 12:00:00,,,6.9,11.56,18.46,1.14,18.0
2022-01-06 12:00:00,2022-01-06 13:00:00,,,7.18,11.57,18.75,1.03,30.0
2022-01-06 13:00:00,2022-01-06 14:00:00,,,7.06,11.46,18.52,1.04,28.5
2022-01-06 14:00:00,2022-01-06 15:00:00,,,7.28,11.74,19.01,0.98,16.25
2022-01-06 15:00:00,2022-01-06 16:00:00,,,7.54,11.75,19.29,1.0,22.75
2022-01-06 16:00:00,2022-01-06 17:00:00,,,7.35,11.6,18.95,0.91,14.25
2022-01-06 17:00:00,2022-01-06 18:00:00,,,6.98,11.68,18.66,0.97,6.5
2022-01-06 18:00:00,2022-01-06 19:00:00,,,7.48,11.59,19.07,0.95,12.75
2022-01-06 19:00:00,2022-01-06 20:00:00,,,7.68,11.5,19.19,1.04,23.0
2022-01-06 20:00:00,2022-01-06 21:00:00,,,7.9,11.56,19.46,1.06,18.37
2022-01-06 21:00:00,2022-01-06 22:00:00,,,7.18,11.68,18.86,0.99,14.25
2022-01-06 22:00:00,2022-01-06 23:00:00,,,7.25,11.8,19.05,1.02,10.75
2022-01-06 23:00:00,2022-01-07 00:00:00,,,7.51,11.87,19.38,1.02,6.0
2022-01-07 00:00:00,2022-01-07 01:00:00,,,,,0.0,0.0,
2022-01-07 01:00:00,2022-01-07 02:00:00,,,6.81,11.86,4.67,0.26,3.92
2022-01-07 02:00:00,2022-01-07 03:00:00,,,6.86,11.66,18.52,1.02,3.27
2022-01-07 03:00:00,2022-01-07 04:00:00,,,7.26,11.68,18.8,0.98,3.06
2022-01-07 04:00:00,2022-01-07 05:00:00,,,7.48,11.62,19.1,0.99,3.23
2022-01-07 05:00:00,2022-01-07 06:00:00,,,7.3,11.51,18.81,0.99,3.05
2022-01-07 06:00:00,2022-01-07 07:00:00,,,7.99,11.71,19.7,1.02,3.2
2022-01-07 07:00:00,2022-01-07 08:00:00,,,8.96,11.66,20.6,1.08,3.06
2022-01-07 08:00:00,2022-01-07 09:00:00,,,8.77,11.7,20.45,1.15,3.02
2022-01-07 09:00:00,2022-01-07 10:00:00,,,8.49,11.57,20.06,1.14,3.08
2022-01-07 10:00:00,2022-01-07 11:00:00,,,7.36,11.22,18.58,1.0,3.3
2022-01-07 11:00:00,2022-01-07 12:00:00,,,7.25,11.98,19.21,1.07,15.92
2022-01-07 12:00:00,2022-01-07 13:00:00,,,7.53,11.97,19.46,0.99,20.61
2022-01-07 13:00:00,2022-01-07 14:00:00,,,7.96,11.56,19.5,1.02,23.3
2022-01-07 14:00:00,2022-01-07 15:00:00,,,6.41,11.75,17.97,0.92,15.63
2022-01-07 15:00:00,2022-01-07 16:00:00,,,5.97,11.67,17.64,0.93,15.02
2022-01-07 16:00:00,2022-01-07 17:00:00,,,6.85,11.66,18.38,0.87,14.73
2022-01-07 17:00:00,2022-01-07 18:00:00,,,7.07,11.98,19.05,0.9,6.2
2022-01-07 18:00:00,2022-01-07 19:00:00,,,6.77,11.67,18.43,0.97,21.01
2022-01-07 19:00:00,2022-01-07 20:00:00,,,7.03,11.47,18.5,1.03,24.1
2022-01-07 20:00:00,2022-01-07 21:00:00,,,7.24,11.3,18.51,0.96,17.96
2022-01-07 21:00:00,2022-01-07 22:00:00,,,7.88,11.82,19.68,0.99,10.96
2022-01-07 22:00:00,2022-01-07 23:00:00,,,7.1,11.44,18.41,0.91,5.54
2022-01-07 23:00:00,2022-01-08 00:00:00,,,6.27,11.34,16.6,0.94,3.64
2022-01-08 00:00:00,2022-01-08 01:00:00,,,,,0.0,0.0,
2022-01-08 01:00:00,2022-01-08 02:00:00,,,7.73,11.55,4.82,0.25,2.0
2022-01-08 02:00:00,2022-01-08 03:00:00,,,7.44,11.63,19.07,1.0,2.0
2022-01-08 03:00:00,2022-01-08 04:00:00,,,7.03,11.68,18.71,0.97,2.0
2022-01-08 04:00:00,2022-01-08 05:00:00,,,7.4,11.69,19.09,1.0,2.0
2022-01-08 05:00:00,2022-01-08 06:00:00,,,6.92,11.71,18.53,0.99,2.0
2022-01-08 06:00:00,2022-01-08 07:00:00,,,7.26,11.66,18.92,1.02,2.0
2022-01-08 07:00:00,2022-01-08 08:00:00,,,6.95,11.63,18.58,1.1,2.0
2022-01-08 08:00:00,2022-01-08 09:00:00,,,6.61,11.68,18.29,1.08,2.0
2022-01-08 09:00:00,2022-01-08 10:00:00,,,6.83,11.74,18.56,0.98,2.25
2022-01-08 10:00:00,2022-01-08 11:00:00,,,6.75,11.86,18.62,1.01,3.25
2022-01-08 11:00:00,2022-01-08 12:00:00,,,7.14,11.9,18.95,1.11,10.0
2022-01-08 12:00:00,2022-01-08 13:00:00,,,6.91,11.65,18.56,0.97,10.0
2022-01-08 13:00:00,2022-01-08 14:00:00,,,7.46,11.56,19.02,0.95,14.75
2022-01-08 14:00:00,2022-01-08 15:00:00,,,7.1,11.63,18.69,0.98,13.25
2022-01-08 15:00:00,2022-01-08 16:00:00,,,7.29,11.7,18.99,0.97,17.25
2022-01-08 16:00:00,2022-01-08 17:00:00,,,8.04,11.62,19.66,0.97,17.0
2022-01-08 17:00:00,2022-01-08 18:00:00,,,8.67,11.6,20.23,0.95,7.75
2022-01-08 18:00:00,2022-01-08 19:00:00,,,9.05,12.02,20.61,0.95,2.0
2022-01-08 19:00:00,2022-01-08 20:00:00,,,7.32,11.66,18.7,0.97,9.0
2022-01-08 20:00:00,2022-01-08 21:00:00,,,7.06,11.22,18.29,1.01,2.25
2022-01-08 21:00:00,2022-01-08 22:00:00,,,7.89,11.54,19.36,0.98,7.75
2022-01-08 22:00:00,2022-01-08 23:00:00,,,6.95,11.61,18.53,0.98,10.25
2022-01-08 23:00:00,2022-01-09 00:00:00,,,6.73,12.0,18.46,1.0,9.67
2022-01-09 00:00:00,2022-01-09 01:00:00,,,,,0.0,0.0,
2022-01-09 01:00:00,2022-01-09 02:00:00,,,7.19,11.34,4.57,0.24,10.0
2022-01-09 02:00:00,2022-01-09 03:00:00,,,7.92,11.52,19.25,1.0,13.0
2022-01-09 03:00:00,2022-01-09 04:00:00,,,7.63,11.67,19.1,1.03,9.25
2022-01-09 04:00:00,2022-01-09 05:00:00,,,7.08,11.66,18.73,1.0,9.25
2022-01-09 05:00:00,2022-01-09 06:00:00,,,7.4,11.54,18.94,0.98,8.5
2022-01-09 06:00:00,2022-01-09 07:00:00,,,8.49,11.54,20.03,1.01,9.0
2022-01-09 07:00:00,2022-01-09 08:00:00,,,7.28,11.71,18.98,1.04,5.5
2022-01-09 08:00:00,2022-01-09 09:00:00,,,7.07,12.23,18.82,1.01,6.25
2022-01-09 09:00:00,2022-01-09 10:00:00,,,7.15,12.07,19.07,1.01,5.75
2022-01-09 10:00:00,2022-01-09 11:00:00,,,7.39,11.68,19.08,1.01,2.25
2022-01-09 11:00:00,2022-01-09 12:00:00,,,7.2,11.86,18.41,1.11,7.75
2022-01-09 12:00:00,2022-01-09 13:00:00,,,7.59,11.45,19.04,1.01,8.5
2022-01-09 13:00:00,2022-01-09 14:00:00,,,7.69,11.78,19.46,1.05,10.5
2022-01-09 14:00:00,2022-01-09 15:00:00,,,7.63,11.11,18.13,0.98,15.5
2022-01-09 15:00:00,2022-01-09 16:00:00,,,6.94,10.96,17.75,0.96,17.25
2022-01-09 16:00:00,2022-01-09 17:00:00,,,5.83,11.74,17.57,0.94,20.25
2022-01-09 17:00:00,2022-01-09 18:00:00,,,7.74,11.64,19.23,0.89,7.75
2022-01-09 18:00:00,2022-01-09 19:00:00,,,6.21,11.52,17.63,0.89,17.12
2022-01-09 19:00:00,2022-01-09 20:00:00,,,6.05,11.46,17.37,0.95,23.5
2022-01-09 20:00:00,2022-01-09 21:00:00,,,7.34,11.57,18.91,1.04,15.75
2022-01-09 21:00:00,2022-01-09 22:00:00,,,7.49,12.12,19.5,1.04,7.75
2022-01-09 22:00:00,2022-01-09 23:00:00,,,6.61,12.75,19.36,1.09,2.8
2022-01-09 23:00:00,2022-01-10 00:00:00,,,7.51,11.77,19.28,1.08,2.0
2022-01-10 00:00:00,2022-01-10 01:00:00,,,,,0.0,0.0,
2022-01-10 01:00:00,2022-01-10 02:00:00,,,7.94,11.52,4.87,0.25,2.0
2022-01-10 02:00:00,2022-01-10 03:00:00,,,7.9,11.74,19.53,0.98,2.0
2022-01-10 03:00:00,2022-01-10 04:00:00,,,7.56,11.86,19.08,1.01,2.0
2022-01-10 04:00:00,2022-01-10 05:00:00,,,7.33,11.76,19.09,1.07,2.0
2022-01-10 05:00:00,2022-01-10 06:00:00,,,7.2,11.76,18.84,1.06,2.0
2022-01-10 06:00:00,2022-01-10 07:00:00,,,6.84,11.93,18.77,1.03,2.0
2022-01-10 07:00:00,2022-01-10 08:00:00,,,6.9,11.81,18.71,1.02,2.0
2022-01-10 08:00:00,2022-01-10 09:00:00,,,7.31,11.81,19.11,1.05,2.0
2022-01-10 09:00:00,2022-01-10 10:00:00,,,7.04,11.8,18.7,1.11,2.25
2022-01-10 10:00:00,2022-01-10 11:00:00,,,7.33,11.77,19.09,1.03,2.5
2022-01-10 11:00:00,2022-01-10 12:00:00,,,7.45,11.73,19.18,1.06,14.75
2022-01-10 12:00:00,2022-01-10 13:00:00,,,6.86,11.7,18.4,0.99,25.75
2022-01-10 13:00:00,2022-01-10 14:00:00,,,6.44,11.49,17.93,1.03,19.75
2022-01-10 14:00:00,2022-01-10 15:00:00,,,7.39,11.6,19.0,0.98,15.0
2022-01-10 15:00:00,2022-01-10 16:00:00,,,7.93,11.73,19.66,0.95,12.25
2022-01-10 16:00:00,2022-01-10 17:00:00,,,7.22,11.7,18.91,0.99,7.75
2022-01-10 17:00:00,2022-01-10 18:00:00,,,7.35,11.71,19.05,0.96,4.5
2022-01-10 18:00:00,2022-01-10 19:00:00,,,7.26,11.63,18.89,1.03,10.0
2022-01-10 19:00:00,2022-01-10 20:00:00,,,7.07,11.62,18.31,1.09,6.5
2022-01-10 20:00:00,2022-01-10 21:00:00,,,7.54,11.59,19.13,1.07,2.0
2022-01-10 21:00:00,2022-01-10 22:00:00,,,7.27,11.62,18.84,1.05,2.25
2022-01-10 22:00:00,2022-01-10 23:00:00,,,7.3,11.68,18.98,1.1,2.0
2022-01-10 23:00:00,2022-01-11 00:00:00,,,7.76,11.94,19.7,1.13,2.0
2022-01-11 00:00:00,2022-01-11 01:00:00,,,,,0.0,0.0,
2022-01-11 01:00:00,2022-01-11 02:00:00,,,8.19,11.66,4.96,0.26,2.0
2022-01-11 02:00:00,2022-01-11 03:00:00,,,7.56,11.62,19.19,1.0,2.0
2022-01-11 03:00:00,2022-01-11 04:00:00,,,6.88,11.55,18.44,0.95,2.0
2022-01-11 04:00:00,2022-01-11 05:00:00,,,7.51,11.77,19.29,0.94,2.0
2022-01-11 05:00:00,2022-01-11 06:00:00,,,7.2,11.79,18.98,1.02,2.0
2022-01-11 06:00:00,2022-01-11 07:00:00,,,7.15,11.6,18.75,1.07,2.0
2022-01-11 07:00:00,2022-01-11 08:00:00,,,6.91,11.57,18.47,1.2,2.0
2022-01-11 08:00:00,2022-01-11 09:00:00,,,6.71,11.45,18.15,1.26,2.0
2022-01-11 09:00:00,2022-01-11 10:00:00,,,6.82,11.46,18.28,1.13,2.0
2022-01-11 10:00:00,2022-01-11 11:00:00,,,7.2,11.73,18.93,1.07,2.25
2022-01-11 11:00:00,2022-01-11 12:00:00,,,7.6,11.66,19.25,1.16,8.0
2022-01-11 12:00:00,2022-01-11 13:00:00,,,7.5,11.53,19.03,0.98,19.0
2022-01-11 13:00:00,2022-01-11 14:00:00,,,7.24,11.71,18.95,0.88,18.0
2022-01-11 14:00:00,2022-01-11 15:00:00,,,7.08,11.67,18.74,0.93,16.75
2022-01-11 15:00:00,2022-01-11 16:00:00,,,7.71,11.51,19.21,0.97,13.25
2022-01-11 16:00:00,2022-01-11 17:00:00,,,7.62,11.69,19.32,1.03,4.25
2022-01-11 17:00:00,2022-01-11 18:00:00,,,7.11,11.55,18.66,0.96,2.75
2022-01-11 18:00:00,2022-01-11 19:00:00,,,7.06,11.75,18.81,1.03,8.0
2022-01-11 19:00:00,2022-01-11 20:00:00,,,6.6,11.85,18.55,1.03,26.33
2022-01-11 20:00:00,2022-01-11 21:00:00,,,,,,,
