From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3)
2020-08-07 13:00:00,2020-08-07 14:00:00,5.35,15.01,1.27,6.48,7.74,5.66
2020-08-07 14:00:00,2020-08-07 15:00:00,1.75,3.21,1.24,6.16,7.4,5.77
2020-08-07 15:00:00,2020-08-07 16:00:00,1.16,3.13,1.34,5.56,6.89,5.51
2020-08-07 16:00:00,2020-08-07 17:00:00,5.66,23.75,1.34,5.33,6.66,5.44
2020-08-07 17:00:00,2020-08-07 18:00:00,1.93,17.46,1.22,5.01,6.23,5.71
2020-08-07 18:00:00,2020-08-07 19:00:00,6.13,20.37,1.32,5.28,6.6,5.63
2020-08-07 19:00:00,2020-08-07 20:00:00,2.71,18.83,1.32,6.87,8.19,5.65
2020-08-07 20:00:00,2020-08-07 21:00:00,6.97,18.27,1.18,6.24,7.43,5.66
2020-08-07 21:00:00,2020-08-07 22:00:00,10.64,29.1,1.73,5.98,7.7,5.44
2020-08-07 22:00:00,2020-08-07 23:00:00,5.01,23.73,1.01,4.31,5.31,5.36
2020-08-07 23:00:00,2020-08-08 00:00:00,4.67,14.48,0.91,3.2,4.11,5.49
2020-08-08 00:00:00,2020-08-08 01:00:00,0.19,13.29,0.96,2.87,3.82,5.47
2020-08-08 01:00:00,2020-08-08 02:00:00,4.47,26.96,1.01,2.62,3.63,5.42
2020-08-08 02:00:00,2020-08-08 03:00:00,13.05,31.75,0.97,2.67,3.64,5.38
2020-08-08 03:00:00,2020-08-08 04:00:00,8.56,35.55,0.96,2.74,3.69,5.43
2020-08-08 04:00:00,2020-08-08 05:00:00,12.48,34.34,1.02,2.61,3.63,5.3
2020-08-08 05:00:00,2020-08-08 06:00:00,20.36,38.25,1.39,2.55,3.94,5.37
2020-08-08 06:00:00,2020-08-08 07:00:00,9.37,36.94,1.28,2.86,4.13,5.69
2020-08-08 07:00:00,2020-08-08 08:00:00,25.98,55.8,1.27,3.29,4.56,5.78
2020-08-08 08:00:00,2020-08-08 09:00:00,18.96,46.25,1.42,3.46,4.89,5.77
2020-08-08 09:00:00,2020-08-08 10:00:00,12.14,45.94,1.38,3.89,5.29,5.79
2020-08-08 10:00:00,2020-08-08 11:00:00,10.91,53.63,1.27,4.31,5.56,5.55
2020-08-08 11:00:00,2020-08-08 12:00:00,10.3,44.78,1.69,4.66,6.34,5.61
2020-08-08 12:00:00,2020-08-08 13:00:00,2.0,34.95,1.48,5.22,6.7,6.05
2020-08-08 13:00:00,2020-08-08 14:00:00,4.4,47.98,1.3,4.44,5.73,5.62
2020-08-08 14:00:00,2020-08-08 15:00:00,24.78,55.93,1.6,5.55,7.16,5.87
2020-08-08 15:00:00,2020-08-08 16:00:00,34.64,48.01,1.29,5.96,7.26,5.87
2020-08-08 16:00:00,2020-08-08 17:00:00,15.16,33.46,1.19,5.01,6.2,5.68
2020-08-08 17:00:00,2020-08-08 18:00:00,12.98,59.46,1.21,5.71,6.93,5.54
2020-08-08 18:00:00,2020-08-08 19:00:00,6.48,53.73,1.16,6.87,8.04,6.0
2020-08-08 19:00:00,2020-08-08 20:00:00,13.46,47.92,1.3,6.5,7.8,5.94
2020-08-08 20:00:00,2020-08-08 21:00:00,17.44,22.68,0.96,5.45,6.41,5.74
2020-08-08 21:00:00,2020-08-08 22:00:00,9.13,19.94,1.02,4.51,5.53,5.48
2020-08-08 22:00:00,2020-08-08 23:00:00,15.45,23.6,1.08,3.73,4.81,5.7
2020-08-08 23:00:00,2020-08-09 00:00:00,,16.87,1.07,3.29,4.36,5.64
2020-08-09 00:00:00,2020-08-09 01:00:00,6.5,15.34,1.09,2.91,4.0,5.39
2020-08-09 01:00:00,2020-08-09 02:00:00,0.38,2.01,1.06,2.65,3.71,5.72
2020-08-09 02:00:00,2020-08-09 03:00:00,0.9,4.37,1.06,2.76,3.82,5.54
2020-08-09 03:00:00,2020-08-09 04:00:00,1.34,2.03,1.05,2.57,3.62,5.41
2020-08-09 04:00:00,2020-08-09 05:00:00,0.45,4.59,1.05,2.65,3.7,5.52
2020-08-09 05:00:00,2020-08-09 06:00:00,2.66,3.32,1.25,2.58,3.83,5.44
2020-08-09 06:00:00,2020-08-09 07:00:00,2.45,7.27,1.16,2.96,4.12,5.61
2020-08-09 07:00:00,2020-08-09 08:00:00,3.16,12.59,1.05,2.88,3.93,5.49
2020-08-09 08:00:00,2020-08-09 09:00:00,2.9,5.95,1.28,2.96,4.25,5.66
2020-08-09 09:00:00,2020-08-09 10:00:00,8.7,16.02,1.14,3.34,4.47,5.64
2020-08-09 10:00:00,2020-08-09 11:00:00,15.07,29.75,1.26,3.08,4.34,5.76
2020-08-09 11:00:00,2020-08-09 12:00:00,15.43,25.78,1.19,3.19,4.37,5.39
2020-08-09 12:00:00,2020-08-09 13:00:00,17.61,27.97,1.12,3.09,4.22,5.47
2020-08-09 13:00:00,2020-08-09 14:00:00,2.43,16.57,1.12,3.14,4.26,5.47
2020-08-09 14:00:00,2020-08-09 15:00:00,,10.36,1.06,3.05,4.12,5.34
2020-08-09 15:00:00,2020-08-09 16:00:00,5.28,14.18,1.03,3.17,4.2,5.45
2020-08-09 16:00:00,2020-08-09 17:00:00,8.62,14.06,1.19,3.06,4.25,5.5
2020-08-09 17:00:00,2020-08-09 18:00:00,19.05,34.76,1.12,3.17,4.29,5.44
2020-08-09 18:00:00,2020-08-09 19:00:00,13.71,22.08,1.15,3.47,4.61,5.87
2020-08-09 19:00:00,2020-08-09 20:00:00,7.65,13.94,0.98,3.77,4.75,5.59
2020-08-09 20:00:00,2020-08-09 21:00:00,14.79,17.11,1.05,3.55,4.61,5.62
2020-08-09 21:00:00,2020-08-09 22:00:00,7.14,24.12,1.05,3.57,4.61,5.49
2020-08-09 22:00:00,2020-08-09 23:00:00,10.95,25.43,1.0,3.64,4.65,5.45
2020-08-09 23:00:00,2020-08-10 00:00:00,5.4,25.17,1.0,3.48,4.5,5.22
2020-08-10 00:00:00,2020-08-10 01:00:00,6.53,23.54,1.02,3.41,4.43,5.62
2020-08-10 01:00:00,2020-08-10 02:00:00,12.06,25.25,0.96,3.38,4.35,5.77
2020-08-10 02:00:00,2020-08-10 03:00:00,9.87,19.07,1.08,3.08,4.16,5.5
2020-08-10 03:00:00,2020-08-10 04:00:00,11.95,21.03,0.97,3.12,4.08,5.6
2020-08-10 04:00:00,2020-08-10 05:00:00,11.29,20.12,0.98,3.31,4.28,5.43
2020-08-10 05:00:00,2020-08-10 06:00:00,4.42,9.97,0.98,3.44,4.41,5.38
2020-08-10 06:00:00,2020-08-10 07:00:00,,,1.11,3.68,4.79,5.13
2020-08-10 07:00:00,2020-08-10 08:00:00,11.17,11.41,1.19,4.1,5.29,5.86
2020-08-10 08:00:00,2020-08-10 09:00:00,1.25,18.36,1.37,4.6,5.96,6.08
2020-08-10 09:00:00,2020-08-10 10:00:00,5.34,12.17,1.48,4.99,6.47,5.69
2020-08-10 10:00:00,2020-08-10 11:00:00,8.77,21.21,1.4,5.67,7.06,5.88
2020-08-10 11:00:00,2020-08-10 12:00:00,16.91,18.54,1.67,6.81,8.48,5.75
2020-08-10 12:00:00,2020-08-10 13:00:00,14.34,21.52,1.51,7.68,9.19,5.71
2020-08-10 13:00:00,2020-08-10 14:00:00,22.85,34.67,1.51,7.52,9.03,5.68
2020-08-10 14:00:00,2020-08-10 15:00:00,6.79,17.07,1.44,6.32,7.78,5.8
2020-08-10 15:00:00,2020-08-10 16:00:00,14.7,21.01,1.86,6.49,8.34,5.79
2020-08-10 16:00:00,2020-08-10 17:00:00,13.84,43.27,2.26,8.8,11.08,6.35
2020-08-10 17:00:00,2020-08-10 18:00:00,30.01,46.28,1.42,7.28,8.69,6.24
2020-08-10 18:00:00,2020-08-10 19:00:00,15.52,38.31,1.6,7.22,8.81,6.28
2020-08-10 19:00:00,2020-08-10 20:00:00,23.7,42.92,1.47,9.24,10.7,6.49
2020-08-10 20:00:00,2020-08-10 21:00:00,32.54,51.0,1.77,9.91,11.67,7.18
2020-08-10 21:00:00,2020-08-10 22:00:00,36.34,74.67,1.55,8.09,9.64,6.86
2020-08-10 22:00:00,2020-08-10 23:00:00,25.62,52.79,1.52,6.58,8.1,6.98
2020-08-10 23:00:00,2020-08-11 00:00:00,21.98,45.73,1.17,5.72,6.89,6.62
2020-08-11 00:00:00,2020-08-11 01:00:00,16.09,34.94,1.02,4.23,5.26,6.67
2020-08-11 01:00:00,2020-08-11 02:00:00,20.44,38.56,1.08,3.76,4.84,6.43
2020-08-11 02:00:00,2020-08-11 03:00:00,28.76,37.63,1.06,3.36,4.41,6.34
2020-08-11 03:00:00,2020-08-11 04:00:00,15.84,47.05,1.22,3.08,4.31,6.38
2020-08-11 04:00:00,2020-08-11 05:00:00,17.15,34.15,1.3,3.13,4.43,6.4
2020-08-11 05:00:00,2020-08-11 06:00:00,21.45,31.39,1.19,2.91,4.12,6.15
2020-08-11 06:00:00,2020-08-11 07:00:00,21.3,35.67,1.12,3.54,4.67,6.26
2020-08-11 07:00:00,2020-08-11 08:00:00,20.1,30.81,1.14,4.12,5.26,6.28
2020-08-11 08:00:00,2020-08-11 09:00:00,18.05,38.93,1.25,4.02,5.27,6.16
2020-08-11 09:00:00,2020-08-11 10:00:00,23.88,41.31,1.26,4.27,5.52,6.42
2020-08-11 10:00:00,2020-08-11 11:00:00,23.8,45.43,1.41,4.42,5.83,6.88
2020-08-11 11:00:00,2020-08-11 12:00:00,19.11,49.82,1.54,5.17,6.71,6.6
2020-08-11 12:00:00,2020-08-11 13:00:00,26.91,44.06,1.42,5.13,6.55,6.62
2020-08-11 13:00:00,2020-08-11 14:00:00,12.7,40.45,1.66,4.99,6.66,6.61
2020-08-11 14:00:00,2020-08-11 15:00:00,18.96,54.92,1.68,5.74,7.42,6.6
2020-08-11 15:00:00,2020-08-11 16:00:00,20.57,56.94,1.52,6.19,7.71,6.58
2020-08-11 16:00:00,2020-08-11 17:00:00,18.96,35.81,1.41,6.26,7.67,6.48
2020-08-11 17:00:00,2020-08-11 18:00:00,3.52,39.3,1.53,5.83,7.37,6.56
2020-08-11 18:00:00,2020-08-11 19:00:00,8.03,42.19,1.48,7.1,8.59,7.06
2020-08-11 19:00:00,2020-08-11 20:00:00,9.32,50.07,1.37,8.59,9.96,7.11
2020-08-11 20:00:00,2020-08-11 21:00:00,5.13,48.12,2.0,9.62,11.61,7.56
2020-08-11 21:00:00,2020-08-11 22:00:00,14.0,39.61,1.54,8.21,9.75,7.45
2020-08-11 22:00:00,2020-08-11 23:00:00,4.9,18.36,1.09,5.02,6.11,7.04
2020-08-11 23:00:00,2020-08-12 00:00:00,9.6,16.51,1.16,3.91,5.07,7.09
2020-08-12 00:00:00,2020-08-12 01:00:00,2.61,15.85,1.24,3.2,4.44,6.67
2020-08-12 01:00:00,2020-08-12 02:00:00,4.77,12.31,1.17,3.1,4.26,6.88
2020-08-12 02:00:00,2020-08-12 03:00:00,4.75,11.19,1.1,3.1,4.18,6.69
2020-08-12 03:00:00,2020-08-12 04:00:00,6.31,9.66,1.09,3.4,4.48,6.43
2020-08-12 04:00:00,2020-08-12 05:00:00,,,1.34,3.07,4.42,6.64
2020-08-12 05:00:00,2020-08-12 06:00:00,,10.19,1.27,2.93,4.21,6.73
2020-08-12 06:00:00,2020-08-12 07:00:00,5.65,11.55,1.21,3.25,4.46,6.67
2020-08-12 07:00:00,2020-08-12 08:00:00,4.23,11.76,1.16,3.33,4.48,6.56
2020-08-12 08:00:00,2020-08-12 09:00:00,3.41,7.45,1.26,3.83,5.08,6.61
2020-08-12 09:00:00,2020-08-12 10:00:00,7.84,8.18,1.5,4.3,5.83,6.82
2020-08-12 10:00:00,2020-08-12 11:00:00,8.1,11.79,1.59,4.96,6.54,6.81
2020-08-12 11:00:00,2020-08-12 12:00:00,5.63,15.75,1.56,5.37,6.92,7.11
2020-08-12 12:00:00,2020-08-12 13:00:00,,,1.71,5.46,7.17,7.37
2020-08-12 13:00:00,2020-08-12 14:00:00,7.91,12.52,1.75,5.15,6.91,7.15
2020-08-12 14:00:00,2020-08-12 15:00:00,9.11,12.96,1.46,4.87,6.33,6.8
2020-08-12 15:00:00,2020-08-12 16:00:00,11.03,16.99,1.59,4.82,6.41,7.19
2020-08-12 16:00:00,2020-08-12 17:00:00,5.97,11.34,1.27,4.68,5.97,6.65
2020-08-12 17:00:00,2020-08-12 18:00:00,,,1.41,5.33,6.73,6.85
2020-08-12 18:00:00,2020-08-12 19:00:00,2.15,4.75,1.45,5.23,6.69,7.11
2020-08-12 19:00:00,2020-08-12 20:00:00,6.25,7.68,1.31,4.96,6.26,7.12
2020-08-12 20:00:00,2020-08-12 21:00:00,5.29,9.29,1.24,4.74,5.99,7.17
2020-08-12 21:00:00,2020-08-12 22:00:00,7.26,8.88,1.4,4.65,6.04,7.17
2020-08-12 22:00:00,2020-08-12 23:00:00,4.73,10.68,1.17,3.9,5.07,6.88
2020-08-12 23:00:00,2020-08-13 00:00:00,1.69,3.89,1.21,3.26,4.46,7.09
2020-08-13 00:00:00,2020-08-13 01:00:00,0.69,4.17,1.29,2.93,4.24,7.0
2020-08-13 01:00:00,2020-08-13 02:00:00,2.78,5.29,1.17,2.45,3.62,6.85
2020-08-13 02:00:00,2020-08-13 03:00:00,,3.66,1.15,2.45,3.6,6.73
2020-08-13 03:00:00,2020-08-13 04:00:00,0.25,4.31,1.04,2.85,3.88,6.64
2020-08-13 04:00:00,2020-08-13 05:00:00,,,1.1,2.46,3.54,6.46
2020-08-13 05:00:00,2020-08-13 06:00:00,6.24,6.38,0.99,2.61,3.59,6.46
2020-08-13 06:00:00,2020-08-13 07:00:00,8.87,3.68,1.11,2.56,3.67,6.25
2020-08-13 07:00:00,2020-08-13 08:00:00,4.66,4.51,1.15,2.93,4.07,6.51
2020-08-13 08:00:00,2020-08-13 09:00:00,16.12,20.69,1.32,2.92,4.23,6.48
2020-08-13 09:00:00,2020-08-13 10:00:00,6.17,22.09,1.29,3.5,4.79,6.43
2020-08-13 10:00:00,2020-08-13 11:00:00,14.18,25.17,1.63,3.93,5.55,6.47
2020-08-13 11:00:00,2020-08-13 12:00:00,16.65,27.78,1.77,4.77,6.55,6.82
2020-08-13 12:00:00,2020-08-13 13:00:00,16.96,22.27,1.78,5.03,6.82,7.2
2020-08-13 13:00:00,2020-08-13 14:00:00,6.11,14.48,1.94,5.02,6.96,7.54
2020-08-13 14:00:00,2020-08-13 15:00:00,3.06,11.9,1.83,5.13,6.95,7.58
2020-08-13 15:00:00,2020-08-13 16:00:00,3.48,6.5,1.75,5.78,7.53,7.61
2020-08-13 16:00:00,2020-08-13 17:00:00,0.42,0.57,1.82,5.78,7.6,7.77
2020-08-13 17:00:00,2020-08-13 18:00:00,4.1,9.26,1.45,5.62,7.07,7.69
2020-08-13 18:00:00,2020-08-13 19:00:00,5.07,6.63,1.56,5.76,7.32,7.62
2020-08-13 19:00:00,2020-08-13 20:00:00,2.39,9.66,1.63,6.56,8.19,7.76
2020-08-13 20:00:00,2020-08-13 21:00:00,2.77,12.75,1.32,6.38,7.7,7.97
2020-08-13 21:00:00,2020-08-13 22:00:00,2.16,6.55,1.46,4.9,6.35,7.98
2020-08-13 22:00:00,2020-08-13 23:00:00,1.54,4.68,1.15,3.81,4.96,7.7
2020-08-13 23:00:00,2020-08-14 00:00:00,0.05,4.61,1.18,3.31,4.49,7.51
2020-08-14 00:00:00,2020-08-14 01:00:00,2.61,7.75,1.14,3.17,4.33,7.41
2020-08-14 01:00:00,2020-08-14 02:00:00,,,1.17,2.86,4.03,7.61
2020-08-14 02:00:00,2020-08-14 03:00:00,3.8,3.14,1.0,2.78,3.78,7.42
2020-08-14 03:00:00,2020-08-14 04:00:00,0.68,2.33,1.12,2.64,3.76,7.51
2020-08-14 04:00:00,2020-08-14 05:00:00,3.71,3.95,1.17,2.72,3.9,7.34
2020-08-14 05:00:00,2020-08-14 06:00:00,,,1.1,3.13,4.23,7.42
2020-08-14 06:00:00,2020-08-14 07:00:00,1.63,6.67,1.32,3.23,4.55,7.58
2020-08-14 07:00:00,2020-08-14 08:00:00,2.91,4.0,1.44,3.66,5.12,7.58
2020-08-14 08:00:00,2020-08-14 09:00:00,0.86,15.07,1.38,4.04,5.44,7.45
2020-08-14 09:00:00,2020-08-14 10:00:00,1.31,7.69,1.64,4.55,6.2,8.06
2020-08-14 10:00:00,2020-08-14 11:00:00,2.34,13.16,1.77,4.91,6.69,7.71
2020-08-14 11:00:00,2020-08-14 12:00:00,3.54,10.47,2.29,6.17,8.48,8.0
2020-08-14 12:00:00,2020-08-14 13:00:00,,,2.11,6.72,8.84,8.35
2020-08-14 13:00:00,2020-08-14 14:00:00,3.47,14.07,2.02,6.59,8.61,8.14
2020-08-14 14:00:00,2020-08-14 15:00:00,0.71,2.83,1.78,5.66,7.44,8.08
2020-08-14 15:00:00,2020-08-14 16:00:00,4.29,14.25,1.58,5.69,7.25,8.57
2020-08-14 16:00:00,2020-08-14 17:00:00,141.26,,1.58,5.97,7.56,9.84
2020-08-14 17:00:00,2020-08-14 18:00:00,7.91,10.75,1.69,6.17,7.87,9.52
2020-08-14 18:00:00,2020-08-14 19:00:00,7.77,7.45,1.5,6.26,7.77,9.0
2020-08-14 19:00:00,2020-08-14 20:00:00,0.8,2.3,1.45,6.16,7.61,8.54
2020-08-14 20:00:00,2020-08-14 21:00:00,1.22,8.34,1.38,6.25,7.62,8.58
2020-08-14 21:00:00,2020-08-14 22:00:00,2.87,6.2,1.24,4.85,6.09,8.28
2020-08-14 22:00:00,2020-08-14 23:00:00,1.12,4.7,1.14,4.4,5.54,8.25
2020-08-14 23:00:00,2020-08-15 00:00:00,4.81,7.81,1.1,3.69,4.8,8.21
2020-08-15 00:00:00,2020-08-15 01:00:00,4.95,11.5,1.2,3.06,4.25,7.96
2020-08-15 01:00:00,2020-08-15 02:00:00,1.68,3.84,1.14,2.92,4.05,8.27
2020-08-15 02:00:00,2020-08-15 03:00:00,3.15,4.21,1.05,2.82,3.88,7.83
2020-08-15 03:00:00,2020-08-15 04:00:00,1.16,6.89,1.08,2.68,3.76,8.27
2020-08-15 04:00:00,2020-08-15 05:00:00,1.36,10.72,1.01,2.75,3.76,8.41
2020-08-15 05:00:00,2020-08-15 06:00:00,6.89,9.44,1.19,2.85,4.04,8.14
2020-08-15 06:00:00,2020-08-15 07:00:00,1.24,8.32,1.22,3.33,4.54,8.1
2020-08-15 07:00:00,2020-08-15 08:00:00,4.56,15.26,1.63,3.83,5.46,8.32
2020-08-15 08:00:00,2020-08-15 09:00:00,10.2,14.64,1.61,4.45,6.05,8.27
2020-08-15 09:00:00,2020-08-15 10:00:00,3.24,19.02,1.58,4.39,5.96,7.91
2020-08-15 10:00:00,2020-08-15 11:00:00,9.5,22.16,1.81,4.64,6.45,8.41
2020-08-15 11:00:00,2020-08-15 12:00:00,6.68,15.59,1.57,4.75,6.32,8.46
2020-08-15 12:00:00,2020-08-15 13:00:00,8.05,20.88,1.51,4.82,6.34,8.31
2020-08-15 13:00:00,2020-08-15 14:00:00,1.46,25.69,1.59,5.46,7.05,8.01
2020-08-15 14:00:00,2020-08-15 15:00:00,9.62,22.11,1.48,5.17,6.65,8.01
2020-08-15 15:00:00,2020-08-15 16:00:00,17.76,27.64,1.34,4.97,6.31,8.64
2020-08-15 16:00:00,2020-08-15 17:00:00,12.77,32.03,1.55,4.79,6.31,7.95
2020-08-15 17:00:00,2020-08-15 18:00:00,,13.11,1.57,5.54,7.1,8.57
2020-08-15 18:00:00,2020-08-15 19:00:00,,0.85,1.52,5.96,7.47,8.43
2020-08-15 19:00:00,2020-08-15 20:00:00,3.03,3.1,1.37,6.65,8.03,8.41
2020-08-15 20:00:00,2020-08-15 21:00:00,0.35,6.42,1.27,7.26,8.53,8.4
2020-08-15 21:00:00,2020-08-15 22:00:00,0.08,11.88,1.23,5.05,6.29,8.49
2020-08-15 22:00:00,2020-08-15 23:00:00,3.39,10.9,1.35,4.43,5.78,8.32
2020-08-15 23:00:00,2020-08-16 00:00:00,4.81,9.63,1.2,3.86,5.05,8.21
2020-08-16 00:00:00,2020-08-16 01:00:00,7.8,11.28,1.08,3.11,4.18,7.92
2020-08-16 01:00:00,2020-08-16 02:00:00,5.15,8.91,1.01,2.73,3.75,8.39
2020-08-16 02:00:00,2020-08-16 03:00:00,1.34,8.9,1.07,2.66,3.73,8.25
2020-08-16 03:00:00,2020-08-16 04:00:00,5.64,9.68,1.07,2.58,3.63,8.25
2020-08-16 04:00:00,2020-08-16 05:00:00,0.6,3.1,1.12,2.37,3.5,8.29
2020-08-16 05:00:00,2020-08-16 06:00:00,4.92,3.67,1.07,2.64,3.72,8.22
2020-08-16 06:00:00,2020-08-16 07:00:00,4.51,7.68,1.21,2.58,3.79,8.18
2020-08-16 07:00:00,2020-08-16 08:00:00,,2.16,1.23,2.99,4.22,8.32
2020-08-16 08:00:00,2020-08-16 09:00:00,,,1.19,3.31,4.51,8.4
2020-08-16 09:00:00,2020-08-16 10:00:00,3.75,9.14,1.6,3.75,5.35,8.6
2020-08-16 10:00:00,2020-08-16 11:00:00,13.73,16.16,1.16,3.76,4.92,8.49
2020-08-16 11:00:00,2020-08-16 12:00:00,9.68,13.72,1.35,3.69,5.03,8.66
2020-08-16 12:00:00,2020-08-16 13:00:00,6.5,19.21,1.3,4.38,5.67,8.95
2020-08-16 13:00:00,2020-08-16 14:00:00,12.72,13.79,1.25,3.93,5.18,8.74
2020-08-16 14:00:00,2020-08-16 15:00:00,4.66,9.25,1.32,3.71,5.04,8.63
2020-08-16 15:00:00,2020-08-16 16:00:00,18.22,21.03,1.25,4.08,5.33,9.14
2020-08-16 16:00:00,2020-08-16 17:00:00,,,1.35,3.61,4.96,8.8
2020-08-16 17:00:00,2020-08-16 18:00:00,4.74,3.54,1.19,4.38,5.56,8.64
2020-08-16 18:00:00,2020-08-16 19:00:00,,8.04,1.1,4.2,5.31,8.83
2020-08-16 19:00:00,2020-08-16 20:00:00,0.04,8.28,1.11,4.4,5.49,8.8
2020-08-16 20:00:00,2020-08-16 21:00:00,11.38,17.26,1.16,3.66,4.83,8.73
2020-08-16 21:00:00,2020-08-16 22:00:00,14.91,21.7,1.31,3.28,4.58,9.13
2020-08-16 22:00:00,2020-08-16 23:00:00,11.79,24.55,1.21,3.12,4.33,9.4
2020-08-16 23:00:00,2020-08-17 00:00:00,13.69,20.36,1.11,2.78,3.89,9.25
2020-08-17 00:00:00,2020-08-17 01:00:00,11.17,17.63,1.11,2.38,3.52,9.04
2020-08-17 01:00:00,2020-08-17 02:00:00,4.0,13.34,1.37,2.1,3.46,9.03
2020-08-17 02:00:00,2020-08-17 03:00:00,5.91,7.14,1.11,2.33,3.46,8.52
2020-08-17 03:00:00,2020-08-17 04:00:00,7.27,9.65,1.31,2.29,3.6,8.9
2020-08-17 04:00:00,2020-08-17 05:00:00,,4.61,1.09,2.58,3.67,9.05
2020-08-17 05:00:00,2020-08-17 06:00:00,0.1,8.24,1.12,2.65,3.78,8.89
2020-08-17 06:00:00,2020-08-17 07:00:00,,,1.27,2.94,4.22,8.85
2020-08-17 07:00:00,2020-08-17 08:00:00,2.23,4.9,1.34,3.49,4.85,8.89
2020-08-17 08:00:00,2020-08-17 09:00:00,10.11,13.57,1.4,4.12,5.54,8.64
2020-08-17 09:00:00,2020-08-17 10:00:00,4.83,11.46,1.98,4.87,6.85,9.11
2020-08-17 10:00:00,2020-08-17 11:00:00,9.17,14.28,2.1,5.63,7.74,8.86
2020-08-17 11:00:00,2020-08-17 12:00:00,13.47,16.82,2.29,6.19,8.48,8.87
2020-08-17 12:00:00,2020-08-17 13:00:00,9.95,17.34,2.38,7.24,9.62,9.89
2020-08-17 13:00:00,2020-08-17 14:00:00,11.66,22.12,2.2,8.23,10.46,10.14
2020-08-17 14:00:00,2020-08-17 15:00:00,8.41,16.75,2.0,7.81,9.82,9.75
2020-08-17 15:00:00,2020-08-17 16:00:00,10.07,16.95,2.73,8.62,11.35,9.48
2020-08-17 16:00:00,2020-08-17 17:00:00,2.39,35.6,1.88,7.51,9.38,9.66
2020-08-17 17:00:00,2020-08-17 18:00:00,1.92,24.88,1.63,7.31,8.97,9.18
2020-08-17 18:00:00,2020-08-17 19:00:00,8.2,19.47,1.83,8.95,10.79,9.56
2020-08-17 19:00:00,2020-08-17 20:00:00,9.97,26.19,1.32,8.98,10.28,9.39
2020-08-17 20:00:00,2020-08-17 21:00:00,6.42,22.18,1.42,6.84,8.26,9.15
2020-08-17 21:00:00,2020-08-17 22:00:00,13.18,25.73,1.16,6.21,7.38,9.4
2020-08-17 22:00:00,2020-08-17 23:00:00,,,1.14,5.7,6.84,9.44
2020-08-17 23:00:00,2020-08-18 00:00:00,14.63,22.8,1.55,4.19,5.75,9.67
2020-08-18 00:00:00,2020-08-18 01:00:00,2.02,11.3,1.02,3.46,4.49,9.62
2020-08-18 01:00:00,2020-08-18 02:00:00,5.52,14.85,1.21,3.16,4.38,9.08
2020-08-18 02:00:00,2020-08-18 03:00:00,,9.29,1.18,2.83,4.0,8.79
2020-08-18 03:00:00,2020-08-18 04:00:00,6.77,4.66,0.93,2.8,3.73,8.67
2020-08-18 04:00:00,2020-08-18 05:00:00,3.16,4.33,1.05,2.67,3.72,8.93
2020-08-18 05:00:00,2020-08-18 06:00:00,2.04,7.48,1.11,2.86,3.97,8.84
2020-08-18 06:00:00,2020-08-18 07:00:00,0.92,1.53,1.25,3.17,4.41,8.9
2020-08-18 07:00:00,2020-08-18 08:00:00,9.36,3.85,1.43,3.4,4.81,9.07
2020-08-18 08:00:00,2020-08-18 09:00:00,2.78,8.23,1.34,4.12,5.48,9.82
2020-08-18 09:00:00,2020-08-18 10:00:00,1.88,2.78,1.56,4.18,5.75,9.29
2020-08-18 10:00:00,2020-08-18 11:00:00,4.93,9.5,1.67,4.42,6.08,9.05
2020-08-18 11:00:00,2020-08-18 12:00:00,1.54,15.92,1.74,5.05,6.81,9.59
2020-08-18 12:00:00,2020-08-18 13:00:00,14.76,20.12,1.79,4.92,6.7,9.37
2020-08-18 13:00:00,2020-08-18 14:00:00,7.98,18.02,1.62,5.27,6.88,9.63
2020-08-18 14:00:00,2020-08-18 15:00:00,14.09,24.21,1.85,5.3,7.16,9.79
2020-08-18 15:00:00,2020-08-18 16:00:00,13.62,24.4,1.68,6.1,7.77,10.17
2020-08-18 16:00:00,2020-08-18 17:00:00,10.97,17.66,1.76,6.22,7.99,10.16
2020-08-18 17:00:00,2020-08-18 18:00:00,19.42,24.45,1.71,6.12,7.83,9.9
2020-08-18 18:00:00,2020-08-18 19:00:00,12.16,23.68,1.67,6.1,7.76,10.41
2020-08-18 19:00:00,2020-08-18 20:00:00,26.05,20.16,2.05,9.45,11.49,9.58
2020-08-18 20:00:00,2020-08-18 21:00:00,22.19,,1.51,8.19,9.69,10.42
2020-08-18 21:00:00,2020-08-18 22:00:00,,,1.27,6.99,8.26,10.71
2020-08-18 22:00:00,2020-08-18 23:00:00,,,1.45,7.02,8.47,10.51
2020-08-18 23:00:00,2020-08-19 00:00:00,,,1.16,7.06,8.22,10.37
2020-08-19 00:00:00,2020-08-19 01:00:00,,39.1,1.12,4.73,5.87,10.29
2020-08-19 01:00:00,2020-08-19 02:00:00,13.64,14.88,1.15,2.92,4.05,9.23
2020-08-19 02:00:00,2020-08-19 03:00:00,,,1.19,2.35,3.53,8.89
2020-08-19 03:00:00,2020-08-19 04:00:00,,,0.96,2.26,3.22,8.95
2020-08-19 04:00:00,2020-08-19 05:00:00,,0.01,0.87,2.14,3.02,8.73
2020-08-19 05:00:00,2020-08-19 06:00:00,1.15,0.41,0.98,2.17,3.15,9.02
