From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-09-14 20:00:00,2022-09-14 21:00:00,,,2.1,0.66,3.43,7.52,16.43,0.55,9.18,0.11,,0.07,0.07,,89.85,2.67,91.78,0.0,736.69,,26.51,0.0
2022-09-14 21:00:00,2022-09-14 22:00:00,8.8,18.8,1.85,1.15,3.73,7.49,15.72,0.48,10.16,0.1,,0.07,0.06,,90.1,2.83,88.98,0.0,737.06,,26.18,0.0
2022-09-14 22:00:00,2022-09-14 23:00:00,9.08,19.08,2.15,0.61,3.57,7.51,15.37,0.47,11.67,0.1,,0.06,0.06,,94.34,1.85,89.38,0.0,736.99,,25.42,0.26
2022-09-14 23:00:00,2022-09-15 00:00:00,17.41,27.41,2.17,0.44,3.36,7.59,15.5,0.46,10.57,0.09,,0.06,0.06,,95.03,3.25,62.24,0.0,736.56,,25.41,0.28
2022-09-15 00:00:00,2022-09-15 01:00:00,14.6,24.69,2.15,0.55,3.45,7.54,15.38,0.45,10.44,0.09,,0.06,0.05,,93.87,3.07,63.21,0.0,736.08,,25.62,0.02
2022-09-15 01:00:00,2022-09-15 02:00:00,26.85,36.5,2.0,0.6,3.32,7.54,15.3,0.45,10.2,0.09,,0.06,0.05,,93.8,3.33,69.5,0.0,735.32,,25.51,0.0
2022-09-15 02:00:00,2022-09-15 03:00:00,289.2,299.2,2.12,0.41,3.32,7.54,15.27,0.44,10.36,0.09,,0.06,0.05,,92.8,2.79,65.09,0.0,734.89,,25.61,0.0
2022-09-15 03:00:00,2022-09-15 04:00:00,171.85,185.2,2.05,0.56,3.4,7.54,15.21,0.43,10.79,0.09,,0.06,0.05,,92.05,2.2,57.35,0.0,734.87,,25.68,0.0
2022-09-15 04:00:00,2022-09-15 05:00:00,15.57,29.94,2.13,0.56,3.51,7.54,15.25,0.44,9.48,0.09,,0.06,0.05,,93.37,2.33,61.25,0.0,734.75,,25.45,0.04
2022-09-15 05:00:00,2022-09-15 06:00:00,13.63,23.56,2.15,0.56,3.53,7.55,15.27,0.44,9.32,0.09,,0.06,0.05,,95.22,2.96,34.22,0.0,734.74,,25.23,0.13
2022-09-15 06:00:00,2022-09-15 07:00:00,13.31,23.32,2.13,0.45,3.35,7.52,15.3,0.47,7.91,0.1,,0.06,0.06,,94.44,3.02,37.58,5.91,735.01,,25.42,0.04
2022-09-15 07:00:00,2022-09-15 08:00:00,272.3,282.3,2.04,0.45,3.27,7.53,15.71,0.56,7.23,0.11,,0.08,0.07,,92.33,3.15,50.67,51.51,735.3,,25.99,0.01
2022-09-15 08:00:00,2022-09-15 09:00:00,384.5,394.5,2.01,0.5,3.22,7.46,16.71,0.57,5.54,0.11,,0.08,0.07,,89.61,2.92,51.52,87.09,735.6,,26.63,0.01
2022-09-15 09:00:00,2022-09-15 10:00:00,25.75,46.0,1.9,0.64,3.3,7.5,16.13,0.55,10.98,0.11,,0.08,0.07,,86.38,3.22,44.9,112.64,735.73,,27.38,0.02
2022-09-15 10:00:00,2022-09-15 11:00:00,14.04,24.08,1.83,0.75,3.3,7.48,17.21,0.54,11.62,0.11,,0.07,0.07,,84.59,3.44,40.81,131.08,735.84,,27.78,0.04
2022-09-15 11:00:00,2022-09-15 12:00:00,11.77,21.83,2.04,0.64,3.5,7.52,17.38,0.56,11.42,0.11,,0.08,0.07,,85.69,3.1,69.77,268.46,735.57,,27.84,0.08
2022-09-15 12:00:00,2022-09-15 13:00:00,13.64,23.59,1.96,0.82,3.48,7.5,17.38,0.53,12.98,0.1,,0.07,0.06,,79.95,3.57,70.2,333.19,734.92,,29.43,0.03
2022-09-15 13:00:00,2022-09-15 14:00:00,12.34,22.38,1.76,0.83,3.29,7.54,17.72,0.48,8.92,0.1,,0.06,0.06,,82.07,2.59,52.34,212.96,734.41,,28.78,0.0
2022-09-15 14:00:00,2022-09-15 15:00:00,8.51,18.62,1.7,0.9,3.32,7.47,19.04,0.48,9.08,0.1,,0.07,0.06,,76.58,2.54,103.65,300.16,733.82,,30.31,0.0
2022-09-15 15:00:00,2022-09-15 16:00:00,5.58,15.66,1.89,1.03,3.68,7.48,20.31,0.45,10.32,0.09,,0.06,0.05,,78.16,3.04,62.06,161.24,733.58,,29.62,0.04
2022-09-15 16:00:00,2022-09-15 17:00:00,5.4,15.4,1.6,1.22,3.47,7.47,20.21,0.44,10.93,0.09,,0.06,0.05,,83.95,2.21,65.34,78.9,733.64,,28.06,0.14
2022-09-15 17:00:00,2022-09-15 18:00:00,9.0,18.9,1.64,1.03,3.35,7.48,20.45,0.46,6.06,0.09,,0.06,0.06,,91.62,2.35,49.89,15.89,733.8,,26.49,0.49
2022-09-15 18:00:00,2022-09-15 19:00:00,8.44,18.48,1.66,1.28,2.42,7.55,22.07,0.34,4.35,0.07,,0.05,0.04,,92.81,1.54,33.44,1.68,734.14,,26.38,0.18
2022-09-15 19:00:00,2022-09-15 20:00:00,8.4,18.4,1.77,1.39,3.88,7.54,21.38,0.53,10.23,0.1,,0.07,0.06,,93.76,2.63,37.53,0.0,734.69,,25.97,0.0
2022-09-15 20:00:00,2022-09-15 21:00:00,1.87,4.09,1.73,0.95,3.35,7.48,21.18,0.55,5.41,0.11,,0.07,0.07,,92.79,2.67,47.87,0.0,735.17,,26.03,0.01
2022-09-15 21:00:00,2022-09-15 22:00:00,,,1.78,0.99,3.44,7.48,20.22,0.58,6.59,0.12,,0.08,0.07,,93.49,1.78,193.53,0.0,735.35,,25.82,0.01
2022-09-15 22:00:00,2022-09-15 23:00:00,11.28,20.4,1.79,0.87,3.4,7.51,20.03,0.56,6.49,0.11,,0.08,0.07,,92.62,2.09,86.34,0.0,735.36,,25.88,0.0
2022-09-15 23:00:00,2022-09-16 00:00:00,9.98,20.03,1.65,1.08,3.43,7.53,19.98,0.52,6.43,0.1,,0.07,0.06,,92.04,2.3,160.13,0.0,735.15,,25.85,0.0
2022-09-16 00:00:00,2022-09-16 01:00:00,7.18,17.26,1.75,0.98,3.44,7.52,20.23,0.49,3.86,0.1,,0.07,0.06,,91.44,2.0,309.72,0.0,734.91,,25.79,0.0
2022-09-16 01:00:00,2022-09-16 02:00:00,6.81,16.82,1.49,1.23,3.33,7.5,21.15,0.47,3.37,0.1,,0.06,0.06,,91.92,2.4,315.02,0.0,734.55,,25.68,0.0
2022-09-16 02:00:00,2022-09-16 03:00:00,5.34,15.38,1.73,0.9,3.3,7.5,19.91,0.45,4.08,0.09,,0.06,0.05,,92.06,2.77,293.08,0.0,733.95,,25.43,0.0
2022-09-16 03:00:00,2022-09-16 04:00:00,6.08,16.05,1.75,0.72,3.15,7.46,18.5,0.48,6.45,0.1,,0.07,0.06,,91.4,2.94,186.88,0.0,733.73,,25.48,0.0
2022-09-16 04:00:00,2022-09-16 05:00:00,10.87,20.73,1.98,0.68,3.43,7.54,18.05,0.45,7.28,0.09,,0.06,0.05,,91.86,2.76,161.0,0.0,733.94,,25.3,0.0
2022-09-16 05:00:00,2022-09-16 06:00:00,10.22,20.25,1.86,0.88,3.44,7.51,18.03,0.46,7.66,0.09,,0.06,0.06,,94.26,2.38,260.16,0.0,734.17,,24.63,0.0
2022-09-16 06:00:00,2022-09-16 07:00:00,11.46,21.43,1.81,0.88,3.45,7.51,18.02,0.48,7.45,0.1,,0.07,0.06,,95.0,1.71,326.51,20.89,734.3,,24.62,0.01
2022-09-16 07:00:00,2022-09-16 08:00:00,10.14,20.18,1.81,0.77,3.27,7.55,18.16,0.51,5.73,0.1,,0.07,0.06,,93.17,3.06,323.42,53.21,734.75,,25.2,0.02
2022-09-16 08:00:00,2022-09-16 09:00:00,13.5,23.41,1.59,0.99,3.25,7.51,19.57,0.56,4.99,0.11,,0.08,0.07,,89.05,2.67,304.44,69.91,735.2,,25.91,0.03
2022-09-16 09:00:00,2022-09-16 10:00:00,11.75,21.8,1.68,1.12,3.52,7.52,20.68,0.51,3.42,0.1,,0.07,0.06,,87.41,2.39,320.08,77.74,735.38,,26.21,0.0
2022-09-16 10:00:00,2022-09-16 11:00:00,9.17,19.25,1.9,0.64,3.33,7.54,18.71,0.57,6.39,0.11,,0.08,0.07,,85.5,2.31,317.5,123.85,735.24,,26.91,0.03
2022-09-16 11:00:00,2022-09-16 12:00:00,13.87,23.73,1.84,0.99,3.57,7.5,17.7,0.55,9.95,0.11,,0.07,0.06,,83.59,3.38,328.27,185.33,734.95,,27.4,0.02
2022-09-16 12:00:00,2022-09-16 13:00:00,14.78,24.75,1.85,0.75,3.38,7.51,18.0,0.57,12.9,0.11,,0.08,0.07,,79.51,3.86,315.47,323.97,734.31,,28.41,0.02
2022-09-16 13:00:00,2022-09-16 14:00:00,15.29,25.27,1.84,0.9,3.51,7.45,18.73,0.54,15.38,0.11,,0.07,0.06,,75.68,4.24,321.99,358.69,733.64,,29.3,0.03
2022-09-16 14:00:00,2022-09-16 15:00:00,10.83,20.96,1.67,0.99,3.36,7.46,20.42,0.48,15.14,0.09,,0.06,0.06,,74.31,4.09,313.37,226.64,733.15,,29.42,0.27
2022-09-16 15:00:00,2022-09-16 16:00:00,10.12,20.13,1.63,1.11,3.38,7.47,22.71,0.47,16.25,0.1,,0.07,0.06,,75.26,3.69,329.43,184.14,732.76,,29.31,0.18
2022-09-16 16:00:00,2022-09-16 17:00:00,10.37,20.33,1.49,1.57,3.65,7.47,24.18,0.47,17.38,0.1,,0.06,0.06,,73.96,4.7,329.2,130.26,732.6,,29.04,0.13
2022-09-16 17:00:00,2022-09-16 18:00:00,,,1.65,0.48,0.93,7.5,22.12,0.21,25.29,0.04,,0.03,0.02,,79.0,0.8,112.28,4.18,733.07,,28.24,0.01
2022-09-16 18:00:00,2022-09-16 19:00:00,,,1.79,0.95,3.44,7.47,21.12,0.64,20.72,0.13,,0.09,0.08,,80.77,2.21,321.04,1.55,733.23,,27.9,0.01
2022-09-16 19:00:00,2022-09-16 20:00:00,27.45,36.95,1.63,1.01,3.28,7.51,20.52,0.73,9.15,0.15,,0.1,0.09,,83.99,2.21,182.48,0.0,733.62,,27.23,0.0
2022-09-16 20:00:00,2022-09-16 21:00:00,25.22,35.22,1.78,1.06,3.57,7.54,19.2,0.62,9.86,0.12,,0.09,0.07,,83.73,3.09,156.96,0.0,734.33,,26.35,0.0
2022-09-16 21:00:00,2022-09-16 22:00:00,8.38,18.38,1.74,0.83,3.28,7.49,18.72,0.56,10.9,0.11,,0.07,0.07,,85.21,3.27,115.6,0.0,734.67,,25.66,0.0
2022-09-16 22:00:00,2022-09-16 23:00:00,6.83,16.83,1.86,0.86,3.45,7.49,18.75,0.53,9.84,0.1,,0.07,0.06,,84.63,1.94,135.42,0.0,734.81,,25.52,0.0
2022-09-16 23:00:00,2022-09-17 00:00:00,8.22,18.22,1.77,0.9,3.38,7.49,18.58,0.46,11.35,0.09,,0.06,0.06,,86.14,1.9,65.44,0.0,734.88,,25.05,0.0
2022-09-17 00:00:00,2022-09-17 01:00:00,5.0,15.09,1.81,0.87,3.42,7.51,18.74,0.43,12.32,0.09,,0.06,0.05,,88.03,0.39,113.71,0.0,735.02,,24.71,0.0
2022-09-17 01:00:00,2022-09-17 02:00:00,1.98,12.07,1.93,0.95,3.65,7.54,18.64,0.45,9.34,0.09,,0.06,0.05,,89.28,0.54,158.87,0.0,735.08,,24.61,0.0
2022-09-17 02:00:00,2022-09-17 03:00:00,4.43,14.36,1.75,0.9,3.35,7.52,18.67,0.45,7.66,0.09,,0.06,0.05,,90.89,0.44,189.35,0.0,734.96,,24.34,0.0
2022-09-17 03:00:00,2022-09-17 04:00:00,5.18,15.16,1.86,0.71,3.32,7.49,18.52,0.45,5.84,0.09,,0.06,0.05,,92.37,1.02,225.84,0.0,735.15,,24.15,0.0
2022-09-17 04:00:00,2022-09-17 05:00:00,7.24,17.18,1.8,0.85,3.41,7.54,18.64,0.45,5.15,0.09,,0.06,0.05,,92.95,0.83,197.92,0.0,735.25,,24.02,0.0
2022-09-17 05:00:00,2022-09-17 06:00:00,6.62,16.64,1.79,0.99,3.51,7.52,18.6,0.46,5.34,0.1,,0.06,0.06,,94.17,0.93,200.62,0.0,735.68,,23.83,0.0
2022-09-17 06:00:00,2022-09-17 07:00:00,7.28,17.26,1.89,0.89,3.46,7.55,18.76,0.54,4.05,0.11,,0.07,0.07,,93.72,0.76,208.3,23.03,736.02,,24.22,0.02
2022-09-17 07:00:00,2022-09-17 08:00:00,10.8,20.7,1.86,0.98,3.57,7.47,19.16,0.58,1.33,0.12,,0.08,0.07,,87.28,0.77,187.32,118.18,736.47,,26.17,0.07
2022-09-17 08:00:00,2022-09-17 09:00:00,14.2,24.11,1.77,0.95,3.44,7.48,20.64,0.54,2.08,0.11,,0.07,0.07,,77.67,1.1,196.04,209.97,737.03,,28.69,0.04
2022-09-17 09:00:00,2022-09-17 10:00:00,11.19,21.28,1.97,0.69,3.46,7.53,19.14,0.55,8.01,0.11,,0.08,0.07,,72.51,1.21,213.94,314.8,737.61,,30.44,0.03
2022-09-17 10:00:00,2022-09-17 11:00:00,17.13,26.95,1.76,1.0,3.48,7.55,18.53,0.55,11.01,0.11,,0.07,0.06,,70.11,1.28,225.7,313.43,737.92,,31.26,0.0
2022-09-17 11:00:00,2022-09-17 12:00:00,20.9,30.8,1.79,0.94,3.47,7.48,18.58,0.53,9.42,0.1,,0.07,0.06,,65.95,1.32,241.42,361.46,737.93,,32.41,0.0
2022-09-17 12:00:00,2022-09-17 13:00:00,21.29,31.28,1.73,0.86,3.28,7.55,18.84,0.55,12.22,0.11,,0.07,0.07,,65.03,1.3,232.16,337.62,737.65,,32.66,0.0
2022-09-17 13:00:00,2022-09-17 14:00:00,26.07,35.93,1.96,0.83,3.57,7.51,18.38,0.55,22.99,0.11,,0.07,0.07,,61.9,1.1,193.48,390.94,737.23,,33.7,0.0
2022-09-17 14:00:00,2022-09-17 15:00:00,25.71,35.73,1.63,1.13,3.39,7.48,19.95,0.54,24.01,0.11,,0.08,0.07,,59.6,1.1,190.39,379.2,736.67,,34.49,0.0
2022-09-17 15:00:00,2022-09-17 16:00:00,25.9,35.89,1.49,1.23,3.32,7.53,23.36,0.48,18.2,0.1,,0.07,0.06,,58.25,0.9,164.86,352.94,736.08,,35.08,0.0
2022-09-17 16:00:00,2022-09-17 17:00:00,25.71,35.71,1.51,1.17,3.3,7.48,25.64,0.49,11.9,0.1,,0.07,0.06,,62.76,2.19,254.53,82.65,736.09,,32.75,0.01
2022-09-17 17:00:00,2022-09-17 18:00:00,28.62,38.53,1.46,1.42,3.44,7.5,24.97,0.44,19.05,0.09,,0.06,0.05,,75.0,3.53,152.74,4.17,736.45,,25.37,0.91
2022-09-17 18:00:00,2022-09-17 19:00:00,15.67,26.04,1.73,1.03,3.47,7.47,22.11,0.78,9.02,0.15,,0.11,0.09,,80.83,1.12,270.35,4.3,736.5,,25.76,0.34
2022-09-17 19:00:00,2022-09-17 20:00:00,27.45,37.1,1.72,0.9,3.32,7.51,21.29,0.72,6.69,0.14,,0.1,0.09,,81.34,1.11,208.87,0.0,737.14,,26.2,0.0
2022-09-17 20:00:00,2022-09-17 21:00:00,25.93,36.17,1.76,0.98,3.46,7.45,22.56,0.66,5.02,0.13,,0.09,0.08,,83.93,1.17,143.36,0.0,737.74,,26.25,0.0
2022-09-17 21:00:00,2022-09-17 22:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-17 22:00:00,2022-09-17 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-17 23:00:00,2022-09-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 00:00:00,2022-09-18 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 01:00:00,2022-09-18 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 02:00:00,2022-09-18 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 03:00:00,2022-09-18 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 04:00:00,2022-09-18 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 05:00:00,2022-09-18 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 06:00:00,2022-09-18 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-18 07:00:00,2022-09-18 08:00:00,20.2,30.2,1.01,1.44,1.41,7.56,22.02,0.3,8.14,0.06,,0.04,0.04,,83.72,1.03,166.5,79.28,739.46,,27.38,0.0
2022-09-18 08:00:00,2022-09-18 09:00:00,25.87,35.87,1.75,1.08,3.52,7.52,22.91,0.59,8.19,0.12,,0.08,0.07,,80.58,2.54,320.29,215.34,739.61,,28.06,0.0
2022-09-18 09:00:00,2022-09-18 10:00:00,16.76,26.76,1.65,1.22,3.52,7.48,22.08,0.56,11.14,0.11,,0.08,0.07,,76.45,2.73,317.58,298.68,739.86,,29.25,0.01
2022-09-18 10:00:00,2022-09-18 11:00:00,15.07,25.07,1.62,1.18,3.51,7.55,21.71,0.54,14.05,0.11,,0.07,0.07,,72.09,3.3,323.74,390.55,739.83,,30.47,0.02
2022-09-18 11:00:00,2022-09-18 12:00:00,13.68,23.68,1.71,1.15,3.52,7.58,20.58,0.54,20.25,0.11,,0.07,0.07,,68.25,3.57,310.37,425.88,739.68,,31.22,0.05
2022-09-18 12:00:00,2022-09-18 13:00:00,15.11,25.11,1.83,0.96,3.54,7.5,20.32,0.55,23.1,0.11,,0.07,0.07,,66.41,3.28,325.65,267.22,739.43,,31.86,0.01
2022-09-18 13:00:00,2022-09-18 14:00:00,22.09,32.09,1.68,1.11,3.44,7.59,21.19,0.54,24.64,0.11,,0.07,0.07,,63.16,3.58,283.91,425.24,738.85,,32.44,0.01
2022-09-18 14:00:00,2022-09-18 15:00:00,18.53,28.53,1.66,1.08,3.41,7.48,21.2,0.51,25.01,0.1,,0.07,0.06,,58.36,4.37,310.84,468.56,738.16,,33.32,0.03
2022-09-18 15:00:00,2022-09-18 16:00:00,14.62,24.62,1.56,1.1,3.3,7.52,21.02,0.52,27.87,0.1,,0.07,0.06,,60.36,3.7,151.49,356.37,737.78,,32.93,0.1
2022-09-18 16:00:00,2022-09-18 17:00:00,17.61,27.61,1.58,1.15,3.35,7.49,22.04,0.56,24.68,0.11,,0.08,0.07,,63.71,2.79,65.89,243.06,737.62,,31.88,0.05
2022-09-18 17:00:00,2022-09-18 18:00:00,24.79,34.79,1.68,1.15,3.53,7.5,20.99,0.67,23.98,0.14,,0.09,0.08,,67.12,1.69,41.92,85.54,737.62,,31.63,0.02
2022-09-18 18:00:00,2022-09-18 19:00:00,32.0,42.0,1.59,1.12,3.29,7.5,20.97,0.77,22.4,0.15,,0.11,0.09,,70.98,1.23,50.65,1.86,737.88,,30.61,0.01
2022-09-18 19:00:00,2022-09-18 20:00:00,29.57,39.57,1.66,1.08,3.42,7.47,21.11,0.78,15.08,0.15,,0.11,0.09,,75.41,1.05,86.94,0.0,738.33,,29.68,0.0
2022-09-18 20:00:00,2022-09-18 21:00:00,27.7,37.7,1.77,1.07,3.52,7.51,20.73,0.77,11.37,0.15,,0.11,0.09,,77.19,1.06,78.46,0.0,738.7,,29.12,0.0
2022-09-18 21:00:00,2022-09-18 22:00:00,24.3,34.3,1.89,0.93,3.59,7.5,20.6,0.81,7.13,0.17,,0.11,0.1,,81.73,0.67,194.47,0.0,738.96,,28.23,0.0
2022-09-18 22:00:00,2022-09-18 23:00:00,33.07,43.07,1.9,0.87,3.52,7.49,19.37,0.8,5.09,0.16,,0.11,0.1,,84.12,0.68,214.46,0.0,739.06,,27.8,0.0
2022-09-18 23:00:00,2022-09-19 00:00:00,31.14,41.14,1.79,0.82,3.33,7.55,18.94,0.86,4.73,0.17,,0.12,0.1,,86.6,0.47,208.31,0.0,739.0,,27.37,0.0
2022-09-19 00:00:00,2022-09-19 01:00:00,40.82,50.54,1.87,0.75,3.36,7.53,18.95,0.78,3.76,0.16,,0.11,0.1,,87.52,0.61,274.23,0.0,738.88,,27.18,0.0
2022-09-19 01:00:00,2022-09-19 02:00:00,41.88,51.86,1.71,0.97,3.37,7.54,18.8,0.68,3.84,0.14,,0.09,0.08,,88.15,0.43,290.25,0.0,738.73,,26.86,0.0
2022-09-19 02:00:00,2022-09-19 03:00:00,31.2,41.51,1.77,0.87,3.34,7.51,18.91,0.67,3.98,0.14,,0.09,0.08,,88.48,0.38,278.59,0.0,738.44,,26.82,0.0
2022-09-19 03:00:00,2022-09-19 04:00:00,39.26,49.02,1.8,0.95,3.48,7.54,18.54,0.66,4.0,0.13,,0.09,0.08,,89.67,0.6,281.99,0.0,738.28,,26.57,0.0
2022-09-19 04:00:00,2022-09-19 05:00:00,30.36,40.62,1.85,0.81,3.39,7.49,18.53,0.73,4.48,0.15,,0.1,0.09,,90.33,0.57,198.13,0.0,738.39,,26.32,0.0
2022-09-19 05:00:00,2022-09-19 06:00:00,38.85,48.6,1.77,0.85,3.35,7.57,18.71,0.75,3.73,0.15,,0.1,0.09,,90.94,0.59,238.67,0.0,738.59,,26.21,0.0
2022-09-19 06:00:00,2022-09-19 07:00:00,35.21,45.32,1.87,0.98,3.57,7.57,18.7,0.9,4.11,0.18,,0.12,0.11,,90.46,0.88,314.27,10.31,738.87,,26.37,0.02
2022-09-19 07:00:00,2022-09-19 08:00:00,39.96,49.82,1.88,0.86,3.49,7.55,19.22,1.09,3.11,0.22,,0.15,0.13,,87.17,0.67,264.73,82.4,739.2,,27.45,0.03
2022-09-19 08:00:00,2022-09-19 09:00:00,56.63,66.16,1.81,0.96,3.44,7.54,21.2,0.81,3.29,0.15,,0.11,0.1,,78.62,1.41,308.72,211.59,739.7,,29.77,0.0
2022-09-19 09:00:00,2022-09-19 10:00:00,35.81,46.42,1.73,1.14,3.5,7.51,20.44,0.72,7.35,0.15,,0.1,0.09,,73.05,1.64,300.91,274.82,739.94,,31.36,0.0
2022-09-19 10:00:00,2022-09-19 11:00:00,29.95,40.1,1.75,0.94,3.4,7.55,19.1,0.71,11.59,0.14,,0.1,0.08,,79.62,3.75,73.02,104.22,740.16,,27.81,0.05
2022-09-19 11:00:00,2022-09-19 12:00:00,29.12,39.14,1.93,0.82,3.55,7.54,18.89,0.77,14.49,0.15,,0.11,0.09,,83.58,2.64,49.01,160.2,740.17,,27.18,0.02
2022-09-19 12:00:00,2022-09-19 13:00:00,32.5,42.41,1.75,0.91,3.37,7.55,18.78,0.63,26.95,0.12,,0.08,0.07,,73.28,3.8,92.86,447.26,739.62,,30.05,0.03
2022-09-19 13:00:00,2022-09-19 14:00:00,13.45,23.99,1.65,1.15,3.48,7.54,19.86,0.57,23.96,0.11,,0.08,0.07,,69.49,3.59,197.43,429.84,739.1,,30.85,0.04
2022-09-19 14:00:00,2022-09-19 15:00:00,11.25,21.3,1.6,1.01,3.28,7.53,21.12,0.53,21.46,0.1,,0.07,0.06,,68.27,2.84,102.35,384.58,738.34,,31.38,0.0
2022-09-19 15:00:00,2022-09-19 16:00:00,17.32,27.15,1.49,1.51,3.58,7.51,23.98,0.55,23.46,0.11,,0.08,0.07,,66.87,3.12,154.64,373.46,737.7,,32.02,0.0
2022-09-19 16:00:00,2022-09-19 17:00:00,19.86,29.72,1.4,1.61,3.55,7.46,25.88,0.56,20.45,0.11,,0.08,0.07,,65.81,3.08,212.53,276.88,737.39,,31.95,0.0
2022-09-19 17:00:00,2022-09-19 18:00:00,,,,,,,,,,,,,,,,,,,,,,
2022-09-19 18:00:00,2022-09-19 19:00:00,20.0,30.0,1.41,1.3,2.26,7.52,23.26,0.49,16.29,0.1,,0.07,0.06,,70.52,1.17,7.26,0.0,737.86,,30.26,0.01
2022-09-19 19:00:00,2022-09-19 20:00:00,4.0,9.0,1.63,1.25,3.56,7.53,22.99,0.97,11.78,0.2,,0.13,0.12,,72.4,1.33,33.02,0.0,738.24,,29.94,0.01
2022-09-19 20:00:00,2022-09-19 21:00:00,,,1.59,1.19,3.42,7.46,23.02,0.94,9.61,0.18,,0.12,0.11,,76.8,1.49,62.13,0.0,739.01,,29.21,0.0
2022-09-19 21:00:00,2022-09-19 22:00:00,35.72,45.22,1.55,1.44,3.61,7.48,22.87,0.77,10.44,0.14,,0.1,0.09,,78.62,0.81,175.32,0.0,739.29,,28.49,0.0
2022-09-19 22:00:00,2022-09-19 23:00:00,25.91,35.91,1.59,1.15,3.4,7.49,22.84,0.72,9.07,0.15,,0.1,0.09,,80.46,0.68,134.89,0.0,739.19,,28.12,0.0
2022-09-19 23:00:00,2022-09-20 00:00:00,32.14,42.14,1.65,1.18,3.49,7.55,22.89,0.73,5.5,0.15,,0.1,0.09,,82.38,0.6,256.46,0.0,739.14,,27.83,0.0
2022-09-20 00:00:00,2022-09-20 01:00:00,53.7,63.09,1.49,1.19,3.29,7.53,22.9,0.66,8.02,0.13,,0.09,0.08,,83.32,0.58,71.19,0.0,739.12,,27.71,0.0
2022-09-20 01:00:00,2022-09-20 02:00:00,25.59,35.59,1.54,1.08,3.21,7.53,22.76,0.7,4.04,0.14,,0.1,0.09,,84.65,0.94,271.83,0.0,738.76,,27.52,0.0
2022-09-20 02:00:00,2022-09-20 03:00:00,32.78,42.78,1.48,1.38,3.45,7.51,22.73,0.7,3.94,0.14,,0.1,0.08,,85.19,0.78,174.41,0.0,738.5,,27.45,0.0
2022-09-20 03:00:00,2022-09-20 04:00:00,37.74,47.74,1.7,1.23,3.64,7.54,22.76,0.76,2.41,0.15,,0.1,0.09,,87.65,1.42,316.83,0.0,738.16,,27.07,0.0
2022-09-20 04:00:00,2022-09-20 05:00:00,37.34,47.34,1.61,1.04,3.3,7.5,22.71,0.68,3.39,0.14,,0.09,0.08,,89.13,1.89,327.37,0.0,738.06,,26.51,0.0
2022-09-20 05:00:00,2022-09-20 06:00:00,30.78,40.78,1.53,1.35,3.5,7.49,22.57,0.72,4.59,0.14,,0.1,0.09,,88.9,1.71,213.65,0.0,738.34,,26.44,0.0
2022-09-20 06:00:00,2022-09-20 07:00:00,40.8,50.5,1.46,1.52,3.59,7.47,22.23,0.77,5.56,0.15,,0.1,0.09,,89.2,1.67,136.67,10.83,738.57,,26.44,0.03
2022-09-20 07:00:00,2022-09-20 08:00:00,46.11,56.11,1.51,1.31,3.42,7.47,21.91,0.9,5.19,0.18,,0.12,0.11,,88.14,1.26,43.08,64.39,739.09,,27.21,0.02
2022-09-20 08:00:00,2022-09-20 09:00:00,58.49,68.49,1.65,1.14,3.46,7.5,23.64,0.88,5.19,0.18,,0.12,0.11,,84.1,1.01,70.12,128.69,739.67,,28.64,0.01
2022-09-20 09:00:00,2022-09-20 10:00:00,45.98,55.98,1.56,1.27,3.46,7.54,25.38,0.82,7.44,0.16,,0.11,0.1,,81.86,1.19,77.6,137.74,740.07,,29.14,0.0
2022-09-20 10:00:00,2022-09-20 11:00:00,38.69,48.87,1.41,1.6,3.59,7.49,25.13,0.7,10.36,0.15,,0.09,0.09,,77.21,1.15,74.52,211.12,739.95,,30.15,0.04
2022-09-20 11:00:00,2022-09-20 12:00:00,28.68,38.96,1.5,1.26,3.38,7.53,25.09,0.73,17.32,0.15,,0.1,0.09,,68.66,1.21,130.36,381.75,739.68,,32.25,0.01
2022-09-20 12:00:00,2022-09-20 13:00:00,28.4,38.4,1.36,1.46,3.35,7.53,24.97,0.72,21.82,0.15,,0.1,0.09,,61.12,1.17,155.25,448.12,738.9,,34.48,0.0
