From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppm),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-01-17 21:00:00,2023-01-17 22:00:00,78.34,157.78,128.44,27.36,118.97,,36.89,0.23,4.79,0.0,,,,,74.64,0.39,171.19,0.0,783.36,8.95,,
2023-01-17 22:00:00,2023-01-17 23:00:00,64.19,146.95,79.87,15.62,73.02,,36.94,0.23,4.51,0.0,,,,,75.55,0.43,138.41,0.0,783.32,8.34,,
2023-01-17 23:00:00,2023-01-18 00:00:00,41.04,96.91,25.77,10.71,26.65,,37.01,0.22,4.68,0.0,,,,,77.36,0.32,165.52,0.0,782.98,7.52,,
2023-01-18 00:00:00,2023-01-18 01:00:00,14.38,47.14,16.81,12.54,19.43,,36.79,0.22,4.28,0.0,,,,,74.64,0.38,166.35,0.0,782.48,6.73,,
2023-01-18 01:00:00,2023-01-18 02:00:00,15.85,40.58,2.71,6.66,4.75,,36.8,0.21,4.07,0.0,,,,,72.64,0.42,197.1,0.0,782.02,5.95,,
2023-01-18 02:00:00,2023-01-18 03:00:00,8.13,26.5,1.75,4.29,5.0,,36.91,0.21,4.48,0.0,,,,,71.49,0.69,244.08,0.0,781.49,5.2,,
2023-01-18 03:00:00,2023-01-18 04:00:00,9.13,24.42,,2.68,0.71,,37.12,0.21,4.38,0.0,,,,,69.98,0.46,208.97,0.0,781.03,4.84,,
2023-01-18 04:00:00,2023-01-18 05:00:00,10.13,34.01,4.77,12.88,10.59,,37.35,0.22,4.42,0.0,,,,,72.41,0.67,189.84,0.0,780.84,4.38,,
2023-01-18 05:00:00,2023-01-18 06:00:00,14.32,34.98,30.41,24.01,37.5,,37.2,0.21,4.8,0.0,,,,,75.67,0.82,245.14,0.0,781.09,4.44,,
2023-01-18 06:00:00,2023-01-18 07:00:00,36.48,83.49,61.91,24.71,63.45,,37.24,0.22,4.63,0.0,,,,,76.25,0.87,271.61,0.0,781.74,4.88,,
2023-01-18 07:00:00,2023-01-18 08:00:00,35.3,114.33,113.41,28.23,107.16,,37.17,0.23,4.61,0.0,,,,,72.39,0.69,220.4,0.0,782.61,6.67,,
2023-01-18 08:00:00,2023-01-18 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-18 09:00:00,2023-01-18 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-18 10:00:00,2023-01-18 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-18 11:00:00,2023-01-18 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-01-18 12:00:00,2023-01-18 13:00:00,,,2.96,,1.55,0.32,55.86,0.21,5.19,0.0,,,,,46.62,1.63,213.55,198.94,782.94,18.23,,
2023-01-18 13:00:00,2023-01-18 14:00:00,,33.0,,,,,31.51,0.22,5.3,0.0,,,,,63.05,1.62,208.19,184.71,782.26,16.09,,
2023-01-18 14:00:00,2023-01-18 15:00:00,9.82,15.94,,0.11,,,33.71,0.22,4.62,0.0,,,,,33.98,1.73,200.16,130.77,781.61,20.62,,
2023-01-18 15:00:00,2023-01-18 16:00:00,14.87,17.14,,0.21,,,34.28,0.22,4.71,0.0,,,,,23.96,1.65,200.83,17.5,781.26,20.54,,
2023-01-18 16:00:00,2023-01-18 17:00:00,13.48,19.99,,0.61,,,35.21,0.22,4.97,0.0,,,,,20.96,1.34,250.94,57.95,781.18,19.96,,
2023-01-18 17:00:00,2023-01-18 18:00:00,13.25,23.14,,6.17,,,35.58,0.22,4.97,0.0,,,,,24.8,1.11,288.48,9.73,781.46,19.41,,
2023-01-18 18:00:00,2023-01-18 19:00:00,17.05,41.7,54.84,41.48,72.45,,35.29,0.23,5.21,0.0,,,,,33.86,0.61,201.43,0.0,782.21,14.28,,
2023-01-18 19:00:00,2023-01-18 20:00:00,37.9,102.95,148.86,57.15,151.47,,36.27,0.24,4.95,0.0,,,,,42.79,0.3,164.56,0.0,782.76,9.59,,
2023-01-18 20:00:00,2023-01-18 21:00:00,85.51,185.22,130.69,44.85,130.09,,37.72,0.24,5.32,0.0,,,,,47.57,0.43,185.57,0.0,783.36,7.42,,
2023-01-18 21:00:00,2023-01-18 22:00:00,84.95,177.02,83.6,35.05,86.62,,36.55,0.23,5.28,0.0,,,,,49.02,0.5,227.84,0.0,783.83,6.23,,
2023-01-18 22:00:00,2023-01-18 23:00:00,56.7,138.65,74.76,30.7,77.11,,36.22,0.23,5.22,0.0,,,,,52.69,0.65,272.81,0.0,783.92,5.29,,
2023-01-18 23:00:00,2023-01-19 00:00:00,45.38,109.29,31.92,17.58,35.3,,36.44,0.22,5.24,0.0,,,,,54.84,0.57,192.0,0.0,783.67,4.42,,
2023-01-19 00:00:00,2023-01-19 01:00:00,26.36,69.36,12.46,19.05,20.26,,36.41,0.22,5.19,0.0,,,,,56.09,0.67,214.69,0.0,783.15,4.04,,
2023-01-19 01:00:00,2023-01-19 02:00:00,20.75,47.45,4.04,16.66,12.14,,36.49,0.22,5.34,0.0,,,,,52.89,0.58,170.81,0.0,782.63,4.0,,
2023-01-19 02:00:00,2023-01-19 03:00:00,12.51,25.41,6.11,13.77,12.03,,36.7,0.23,5.16,0.0,,,,,48.18,0.91,272.68,0.0,781.87,4.38,,
2023-01-19 03:00:00,2023-01-19 04:00:00,14.72,53.16,5.76,11.62,11.68,,36.98,0.3,5.05,0.0,,,,,44.22,0.9,244.27,0.0,781.42,4.54,,
2023-01-19 04:00:00,2023-01-19 05:00:00,6.25,32.49,1.82,17.96,9.29,,36.93,0.35,5.23,0.0,,,,,47.09,0.68,174.08,0.0,781.31,4.09,,
2023-01-19 05:00:00,2023-01-19 06:00:00,8.13,51.99,8.95,23.87,19.85,,36.99,0.39,5.29,0.0,,,,,53.04,0.65,97.61,0.0,781.61,3.29,,
2023-01-19 06:00:00,2023-01-19 07:00:00,10.28,66.85,12.34,22.5,21.96,,36.73,0.42,5.37,0.0,,,,,55.49,0.53,69.36,0.0,782.15,2.93,,
2023-01-19 07:00:00,2023-01-19 08:00:00,24.11,114.15,52.78,39.47,63.89,,36.82,0.54,5.26,0.0,,,,,55.97,0.45,96.53,0.0,782.85,3.48,,
2023-01-19 08:00:00,2023-01-19 09:00:00,59.65,226.16,81.29,38.47,86.54,,37.06,0.53,5.36,0.0,,,,,40.37,0.56,120.7,49.97,783.53,10.46,,
2023-01-19 09:00:00,2023-01-19 10:00:00,59.91,174.81,43.48,33.2,53.02,,37.26,0.51,5.55,0.0,,,,,20.99,1.05,224.75,105.36,783.85,19.41,,
2023-01-19 10:00:00,2023-01-19 11:00:00,29.83,100.63,11.17,22.04,18.03,,37.36,0.54,5.12,0.0,,,,,13.31,2.31,273.29,162.52,783.75,20.73,,
2023-01-19 11:00:00,2023-01-19 12:00:00,15.38,31.14,1.85,18.83,8.7,,37.26,0.54,5.3,0.0,,,,,16.88,2.64,270.15,181.25,783.47,20.72,,
2023-01-19 12:00:00,2023-01-19 13:00:00,18.52,28.0,,18.67,7.36,,37.27,0.53,5.34,0.0,,,,,24.66,2.88,271.22,180.43,782.77,20.39,,
2023-01-19 13:00:00,2023-01-19 14:00:00,21.11,27.57,,15.73,5.7,,37.7,0.53,5.23,0.0,,,,,26.42,2.35,254.77,186.27,781.99,20.77,,
2023-01-19 14:00:00,2023-01-19 15:00:00,15.78,26.21,,11.92,4.74,,37.44,0.56,5.33,0.0,,,,,24.79,2.84,293.23,136.92,781.33,20.2,,
2023-01-19 15:00:00,2023-01-19 16:00:00,20.87,27.64,,17.47,6.08,,37.2,0.56,5.2,0.0,,,,,26.34,2.49,279.5,19.38,781.06,20.0,,
2023-01-19 16:00:00,2023-01-19 17:00:00,19.75,29.36,,13.11,3.68,,37.88,0.55,5.25,0.0,,,,,30.3,2.42,283.33,54.15,781.13,19.03,,
2023-01-19 17:00:00,2023-01-19 18:00:00,19.15,28.93,,14.28,4.96,,36.92,0.54,5.14,0.0,,,,,40.59,2.07,282.56,10.04,781.24,17.34,,
2023-01-19 18:00:00,2023-01-19 19:00:00,28.15,39.25,6.11,25.7,14.21,,36.97,0.52,5.28,0.0,,,,,58.76,0.64,219.2,0.0,781.61,13.34,,
2023-01-19 19:00:00,2023-01-19 20:00:00,37.67,58.48,12.64,35.25,29.03,,37.48,0.51,5.16,0.0,,,,,72.31,0.68,222.63,0.0,782.11,11.2,,
2023-01-19 20:00:00,2023-01-19 21:00:00,52.05,90.7,31.56,38.73,46.27,,37.23,0.55,5.2,0.0,,,,,77.14,0.45,160.25,0.0,782.62,9.79,,
2023-01-19 21:00:00,2023-01-19 22:00:00,65.11,110.96,46.91,41.8,60.38,,37.11,0.55,5.23,0.0,,,,,73.99,0.48,152.38,0.0,782.83,8.23,,
2023-01-19 22:00:00,2023-01-19 23:00:00,57.08,112.8,29.48,37.34,43.83,,36.86,0.54,5.32,0.0,,,,,64.94,0.57,181.6,0.0,782.77,7.55,,
2023-01-19 23:00:00,2023-01-20 00:00:00,42.12,75.79,17.26,29.81,29.86,,36.98,0.55,5.48,0.0,,,,,64.2,0.65,222.48,0.0,782.41,5.93,,
2023-01-20 00:00:00,2023-01-20 01:00:00,31.02,62.93,14.6,28.46,26.98,,36.66,0.52,5.29,0.0,,,,,56.17,0.8,242.91,0.0,781.91,5.59,,
2023-01-20 01:00:00,2023-01-20 02:00:00,35.45,54.98,5.06,18.32,13.84,,37.02,0.52,5.5,0.0,,,,,55.52,0.63,180.06,0.0,781.31,4.74,,
2023-01-20 02:00:00,2023-01-20 03:00:00,18.25,40.64,3.36,17.44,11.06,,37.01,0.51,5.36,0.0,,,,,53.6,0.88,218.31,0.0,780.62,4.54,,
2023-01-20 03:00:00,2023-01-20 04:00:00,19.75,44.92,,10.75,2.5,,37.06,0.48,5.31,0.0,,,,,51.53,0.88,223.56,0.0,780.3,4.54,,
2023-01-20 04:00:00,2023-01-20 05:00:00,17.09,47.51,0.38,13.46,4.78,,37.32,0.49,5.27,0.0,,,,,41.38,0.73,197.12,0.0,780.33,5.34,,
2023-01-20 05:00:00,2023-01-20 06:00:00,11.77,35.7,9.89,33.63,25.86,,37.18,0.51,5.53,0.0,,,,,41.61,0.62,169.63,0.0,780.5,5.27,,
2023-01-20 06:00:00,2023-01-20 07:00:00,17.89,56.0,9.93,26.12,21.98,,37.17,0.5,5.42,0.0,,,,,35.36,0.62,163.1,0.0,780.96,6.05,,
2023-01-20 07:00:00,2023-01-20 08:00:00,28.57,85.2,47.05,44.9,62.09,,37.13,0.47,5.29,0.0,,,,,33.62,0.55,191.71,0.0,781.68,6.77,,
2023-01-20 08:00:00,2023-01-20 09:00:00,58.87,154.17,65.37,42.08,75.51,,37.13,0.45,5.07,0.0,,,,,23.6,0.91,208.49,45.26,782.51,12.76,,
2023-01-20 09:00:00,2023-01-20 10:00:00,52.12,138.32,11.33,17.31,18.44,,37.42,0.46,5.37,0.0,,,,,13.07,2.11,298.85,112.48,782.9,18.14,,
2023-01-20 10:00:00,2023-01-20 11:00:00,12.64,33.1,0.02,15.99,6.5,,37.17,0.44,5.25,0.0,,,,,14.58,2.03,289.68,163.81,782.92,19.82,,
2023-01-20 11:00:00,2023-01-20 12:00:00,17.78,26.64,,13.43,2.67,,37.14,0.36,5.2,0.0,,,,,23.35,1.83,237.44,184.6,782.67,20.68,,
2023-01-20 12:00:00,2023-01-20 13:00:00,22.22,28.79,4.48,8.26,3.77,,37.45,0.28,5.09,0.0,,,,,29.65,1.5,246.64,171.33,782.06,21.13,,
2023-01-20 13:00:00,2023-01-20 14:00:00,18.02,33.28,,3.47,,,37.86,0.22,5.48,0.0,,,,,39.17,1.41,207.7,189.82,781.22,20.14,,
2023-01-20 14:00:00,2023-01-20 15:00:00,26.41,51.93,,2.94,,,37.42,0.22,5.26,0.0,,,,,41.72,1.62,208.68,136.93,780.62,19.75,,
2023-01-20 15:00:00,2023-01-20 16:00:00,35.49,47.36,,4.19,,,37.58,0.22,5.06,0.0,,,,,43.08,1.41,215.2,20.06,780.33,19.6,,
2023-01-20 16:00:00,2023-01-20 17:00:00,31.09,47.14,,2.73,,,37.2,0.22,5.31,0.0,,,,,50.22,1.19,221.16,52.5,780.44,18.07,,
2023-01-20 17:00:00,2023-01-20 18:00:00,28.27,56.92,0.1,4.09,3.72,,37.56,0.22,5.36,0.0,,,,,57.39,1.18,261.99,6.04,780.72,16.66,,
2023-01-20 18:00:00,2023-01-20 19:00:00,50.91,69.13,2.93,22.17,14.18,,37.73,0.22,5.15,0.0,,,,,72.09,0.67,193.67,0.0,781.2,12.93,,
2023-01-20 19:00:00,2023-01-20 20:00:00,60.25,95.91,21.46,36.84,37.09,,37.18,0.23,5.32,0.0,,,,,77.18,0.49,189.37,0.0,781.89,9.96,,
2023-01-20 20:00:00,2023-01-20 21:00:00,84.22,133.56,69.93,34.58,75.27,,37.01,0.23,5.04,0.0,,,,,79.22,0.41,239.92,0.0,782.46,7.81,,
2023-01-20 21:00:00,2023-01-20 22:00:00,90.06,161.58,73.6,34.43,78.15,,36.97,0.23,5.05,0.0,,,,,77.03,0.61,257.33,0.0,782.84,6.47,,
2023-01-20 22:00:00,2023-01-20 23:00:00,67.95,145.79,68.46,32.29,72.84,,36.89,0.23,5.27,0.0,,,,,80.11,0.87,295.75,0.0,782.75,5.59,,
2023-01-20 23:00:00,2023-01-21 00:00:00,54.11,124.5,19.64,18.57,33.82,,36.91,0.22,4.89,0.0,,,,,87.69,1.38,226.56,0.0,782.42,7.38,,
2023-01-21 00:00:00,2023-01-21 01:00:00,47.74,80.02,,3.95,0.1,,36.88,0.22,4.99,0.0,,,,,85.38,0.8,249.56,0.0,782.18,7.03,,
2023-01-21 01:00:00,2023-01-21 02:00:00,46.26,53.42,,10.04,3.24,,37.23,0.21,5.25,0.0,,,,,89.2,0.7,282.13,0.0,781.44,5.17,,
2023-01-21 02:00:00,2023-01-21 03:00:00,47.48,72.72,,3.88,1.73,,36.88,0.22,4.94,0.0,,,,,91.51,0.8,240.03,0.0,780.75,4.55,,
2023-01-21 03:00:00,2023-01-21 04:00:00,44.0,60.0,1.35,7.87,4.03,,37.3,0.22,5.2,0.0,,,,,90.83,0.76,234.92,0.0,780.16,3.74,,
2023-01-21 04:00:00,2023-01-21 05:00:00,41.52,66.72,,3.94,,,37.33,0.22,4.86,0.0,,,,,89.13,0.98,257.11,0.0,780.02,3.39,,
2023-01-21 05:00:00,2023-01-21 06:00:00,25.25,55.28,9.94,13.67,14.66,,37.14,0.22,5.02,0.0,,,,,86.48,0.68,112.95,0.0,780.31,2.76,,
2023-01-21 06:00:00,2023-01-21 07:00:00,27.13,72.5,15.54,19.15,22.82,,36.9,0.21,5.15,0.0,,,,,84.39,0.58,136.97,0.0,780.65,2.21,,
2023-01-21 07:00:00,2023-01-21 08:00:00,35.03,120.78,80.52,40.18,86.83,,36.87,0.23,4.82,0.0,,,,,80.36,0.66,186.22,0.0,781.14,2.89,,
2023-01-21 08:00:00,2023-01-21 09:00:00,84.28,275.83,85.34,40.39,90.84,,37.33,0.23,5.02,0.0,,,,,57.39,0.6,106.19,30.35,782.01,8.59,,
2023-01-21 09:00:00,2023-01-21 10:00:00,92.49,252.38,53.23,37.8,63.38,,37.35,0.23,4.96,0.0,,,,,37.48,0.9,163.38,103.62,782.47,17.35,,
2023-01-21 10:00:00,2023-01-21 11:00:00,82.48,172.33,15.36,24.61,16.63,,37.32,0.23,4.75,0.0,,,,,39.71,0.94,206.94,137.69,782.37,20.06,,
2023-01-21 11:00:00,2023-01-21 12:00:00,40.28,86.86,,6.76,0.55,,37.71,0.22,4.78,0.01,,,,,51.37,1.06,189.5,168.96,782.08,19.61,,
2023-01-21 12:00:00,2023-01-21 13:00:00,55.87,79.22,,4.51,,,37.65,0.22,5.21,0.01,,,,,55.91,1.16,191.28,147.73,781.4,20.5,,
2023-01-21 13:00:00,2023-01-21 14:00:00,55.77,81.92,,4.28,,,37.53,0.22,4.94,0.01,,,,,59.66,1.31,218.68,170.48,780.69,20.4,,
2023-01-21 14:00:00,2023-01-21 15:00:00,59.7,85.53,,3.16,,,37.53,0.22,5.22,0.0,,,,,57.47,1.45,208.01,122.04,780.09,20.05,,
2023-01-21 15:00:00,2023-01-21 16:00:00,50.49,73.22,,5.39,3.14,,37.43,0.22,5.26,0.0,,,,,59.98,1.79,267.86,50.44,779.93,18.85,,
2023-01-21 16:00:00,2023-01-21 17:00:00,46.36,73.57,,11.44,4.05,,37.78,0.22,5.04,0.0,,,,,57.05,2.35,293.29,49.14,779.98,18.37,,
2023-01-21 17:00:00,2023-01-21 18:00:00,42.13,70.72,1.27,16.8,9.04,,37.41,0.22,4.88,0.0,,,,,63.38,1.54,263.04,2.01,780.48,15.65,,
2023-01-21 18:00:00,2023-01-21 19:00:00,42.49,64.72,2.69,13.98,6.74,,36.96,0.22,5.04,0.0,,,,,73.09,0.72,166.57,0.0,780.98,12.56,,
2023-01-21 19:00:00,2023-01-21 20:00:00,44.88,71.92,12.1,34.6,28.09,,37.2,0.22,5.13,0.0,,,,,82.8,0.58,149.4,0.0,781.46,10.85,,
2023-01-21 20:00:00,2023-01-21 21:00:00,87.09,123.34,20.38,30.36,32.73,,36.97,0.23,4.96,0.0,,,,,83.04,0.51,169.72,0.0,781.92,9.36,,
2023-01-21 21:00:00,2023-01-21 22:00:00,98.44,148.87,34.52,26.7,42.26,,37.03,0.23,5.17,0.0,,,,,82.93,0.56,180.38,0.0,782.12,8.01,,
2023-01-21 22:00:00,2023-01-21 23:00:00,78.06,125.94,21.2,29.91,33.11,,36.85,0.23,4.94,0.0,,,,,81.7,0.66,266.58,0.0,781.98,6.77,,
2023-01-21 23:00:00,2023-01-22 00:00:00,57.36,109.1,16.06,19.84,23.6,,36.94,0.22,4.87,0.0,,,,,84.36,0.61,245.83,0.0,781.42,6.06,,
2023-01-22 00:00:00,2023-01-22 01:00:00,54.83,102.22,15.4,19.2,22.73,,36.97,0.22,4.8,0.0,,,,,84.65,0.74,276.75,0.0,780.99,5.15,,
2023-01-22 01:00:00,2023-01-22 02:00:00,63.3,94.66,3.56,15.25,10.95,,37.01,0.22,5.02,0.0,,,,,79.57,0.62,210.97,0.0,780.53,4.49,,
2023-01-22 02:00:00,2023-01-22 03:00:00,38.0,64.43,4.4,15.54,11.75,,37.07,0.22,4.86,0.0,,,,,80.36,0.89,280.23,0.0,779.99,4.28,,
2023-01-22 03:00:00,2023-01-22 04:00:00,38.0,69.21,4.99,16.3,12.72,,37.2,0.22,4.84,0.0,,,,,71.82,0.67,254.6,0.0,779.64,5.22,,
2023-01-22 04:00:00,2023-01-22 05:00:00,34.93,72.56,3.09,15.42,9.8,,37.09,0.22,5.11,0.0,,,,,65.78,0.56,185.39,0.0,779.57,5.41,,
2023-01-22 05:00:00,2023-01-22 06:00:00,14.42,44.63,15.98,22.03,24.74,,37.24,0.22,5.35,0.0,,,,,63.61,0.54,211.88,0.0,779.87,5.08,,
2023-01-22 06:00:00,2023-01-22 07:00:00,19.17,70.83,32.25,24.83,39.44,,37.06,0.22,5.37,0.0,,,,,61.6,0.5,195.96,0.0,780.17,5.28,,
2023-01-22 07:00:00,2023-01-22 08:00:00,36.09,131.69,59.03,28.98,63.41,,37.03,0.22,5.25,0.0,,,,,61.29,0.41,191.09,0.0,780.94,6.87,,
2023-01-22 08:00:00,2023-01-22 09:00:00,54.34,191.2,57.36,29.24,62.17,,37.41,0.22,5.12,0.0,,,,,41.61,0.65,167.88,69.83,781.52,14.2,,
2023-01-22 09:00:00,2023-01-22 10:00:00,76.17,188.21,5.82,16.94,11.58,,37.7,0.21,5.09,0.0,,,,,33.94,0.86,159.6,110.01,781.78,18.85,,
2023-01-22 10:00:00,2023-01-22 11:00:00,23.62,53.43,,5.62,1.12,,37.12,0.22,5.33,0.0,,,,,20.48,2.23,241.91,137.0,781.62,20.26,,
2023-01-22 11:00:00,2023-01-22 12:00:00,19.21,47.2,,2.28,,,37.51,0.22,4.94,0.0,,,,,15.25,1.83,243.05,142.32,781.14,20.44,,
2023-01-22 12:00:00,2023-01-22 13:00:00,6.87,18.57,,1.64,,,37.65,0.21,5.42,0.0,,,,,17.08,2.29,251.68,142.41,780.46,20.69,,
2023-01-22 13:00:00,2023-01-22 14:00:00,6.0,20.38,,1.19,,,37.62,0.22,5.19,0.0,,,,,35.99,2.15,277.16,80.53,779.84,19.29,,
2023-01-22 14:00:00,2023-01-22 15:00:00,33.96,38.77,,1.54,,,37.53,0.21,5.33,0.0,,,,,57.28,1.4,229.75,122.26,779.22,18.82,,
2023-01-22 15:00:00,2023-01-22 16:00:00,46.51,62.11,,,,,37.56,0.21,5.07,0.0,,,,,62.94,1.35,224.45,25.97,779.02,17.84,,
2023-01-22 16:00:00,2023-01-22 17:00:00,50.0,70.43,,1.4,,,37.52,0.22,4.88,0.0,,,,,69.7,1.32,211.06,43.52,779.21,16.69,,
2023-01-22 17:00:00,2023-01-22 18:00:00,52.05,75.42,,2.55,,,37.26,0.22,5.09,0.0,,,,,73.98,1.21,206.61,2.02,779.54,15.03,,
2023-01-22 18:00:00,2023-01-22 19:00:00,64.0,84.79,,7.13,0.47,,37.57,0.22,4.99,0.0,,,,,65.16,1.11,166.12,0.0,780.04,13.42,,
2023-01-22 19:00:00,2023-01-22 20:00:00,48.98,71.08,,9.88,2.93,,36.89,0.22,5.12,0.0,,,,,71.46,1.46,168.35,0.0,780.45,12.46,,
2023-01-22 20:00:00,2023-01-22 21:00:00,40.72,62.29,,0.74,,,36.9,0.22,5.16,0.0,,,,,77.93,2.52,175.59,0.0,780.9,12.36,,
2023-01-22 21:00:00,2023-01-22 22:00:00,31.61,57.5,,,,,36.38,0.21,5.19,0.0,,,,,78.8,2.9,174.55,0.0,781.09,12.16,,
2023-01-22 22:00:00,2023-01-22 23:00:00,29.13,62.57,,,,,37.08,0.22,5.08,0.0,,,,,80.8,2.62,172.96,0.0,780.96,11.78,,
2023-01-22 23:00:00,2023-01-23 00:00:00,30.77,58.43,,,,,37.16,0.21,5.2,0.0,,,,,81.99,2.22,173.44,0.0,780.68,11.6,,
2023-01-23 00:00:00,2023-01-23 01:00:00,36.0,49.0,,,,,37.45,0.22,5.09,0.0,,,,,80.66,1.91,182.81,0.0,780.33,13.24,,
2023-01-23 01:00:00,2023-01-23 02:00:00,14.09,19.92,,,,,36.7,0.21,5.12,0.0,,,,,80.16,2.23,188.44,0.0,779.68,13.51,,
2023-01-23 02:00:00,2023-01-23 03:00:00,8.77,16.86,,,,,37.66,0.21,5.14,0.0,,,,,87.96,1.67,184.24,0.0,779.47,12.25,,
2023-01-23 03:00:00,2023-01-23 04:00:00,14.0,20.0,,,,,37.61,0.21,5.24,0.0,,,,,85.12,1.76,177.54,0.0,779.34,12.56,,
2023-01-23 04:00:00,2023-01-23 05:00:00,,,,,,,37.02,0.21,5.35,0.0,,,,,80.79,1.79,176.97,0.0,779.16,13.23,,
2023-01-23 05:00:00,2023-01-23 06:00:00,,,,0.07,,,37.48,0.22,5.29,0.0,,,,,83.81,0.87,181.04,0.0,779.46,12.43,,
2023-01-23 06:00:00,2023-01-23 07:00:00,12.71,31.43,3.81,3.55,7.87,,37.39,0.22,5.29,0.0,,,,,91.31,0.69,147.78,0.0,780.2,10.67,,
2023-01-23 07:00:00,2023-01-23 08:00:00,21.96,48.41,6.09,14.29,12.55,,37.29,0.22,5.2,0.0,,,,,89.75,1.03,174.3,0.0,780.77,11.75,,
2023-01-23 08:00:00,2023-01-23 09:00:00,42.96,81.43,0.37,4.61,4.12,,37.22,0.22,5.27,0.0,,,,,80.24,1.04,185.49,23.24,781.42,14.36,,
2023-01-23 09:00:00,2023-01-23 10:00:00,15.13,34.72,,1.31,,,36.71,0.22,5.14,0.0,,,,,75.88,1.09,210.97,33.7,782.02,15.48,,
2023-01-23 10:00:00,2023-01-23 11:00:00,16.13,30.43,,0.85,,,36.58,0.22,5.16,0.0,,,,,74.03,1.22,244.68,94.29,781.98,16.56,,
2023-01-23 11:00:00,2023-01-23 12:00:00,17.89,30.92,,0.01,,,37.48,0.22,5.37,0.0,,,,,71.13,1.18,249.05,107.45,781.57,17.43,,
2023-01-23 12:00:00,2023-01-23 13:00:00,22.85,27.86,,,,,37.86,0.22,5.33,0.0,,,,,64.57,1.35,240.68,127.73,780.77,19.01,,
2023-01-23 13:00:00,2023-01-23 14:00:00,15.52,30.36,,,,,37.76,0.22,5.48,0.0,,,,,62.09,1.69,234.25,197.69,779.79,19.93,,
2023-01-23 14:00:00,2023-01-23 15:00:00,22.32,34.63,,0.01,,,38.17,0.22,5.19,0.0,,,,,63.06,1.54,252.89,115.52,779.11,20.64,,
2023-01-23 15:00:00,2023-01-23 16:00:00,44.49,60.28,,0.32,,,36.99,0.22,5.21,0.0,,,,,69.19,1.33,213.89,59.67,778.96,18.9,,
2023-01-23 16:00:00,2023-01-23 17:00:00,40.52,64.79,,0.25,,,37.44,0.22,5.12,0.0,,,,,74.29,1.37,226.95,23.82,779.25,16.98,,
2023-01-23 17:00:00,2023-01-23 18:00:00,35.17,59.94,,0.37,,,37.85,0.22,5.13,0.0,,,,,76.59,1.38,220.09,7.34,779.72,15.82,,
2023-01-23 18:00:00,2023-01-23 19:00:00,23.39,44.57,,2.89,,,36.95,0.22,5.15,0.0,,,,,85.97,1.54,195.55,0.0,780.43,13.75,,
2023-01-23 19:00:00,2023-01-23 20:00:00,26.39,41.93,,4.02,,,37.77,0.22,5.12,0.0,,,,,87.05,1.04,177.72,0.0,780.87,13.41,,
2023-01-23 20:00:00,2023-01-23 21:00:00,29.51,39.52,,2.44,,,37.58,0.22,5.04,0.0,,,,,87.76,1.36,179.69,0.0,781.56,13.49,,
2023-01-23 21:00:00,2023-01-23 22:00:00,34.05,46.73,,1.89,,,37.2,0.22,5.18,0.0,,,,,89.53,1.12,170.05,0.0,782.0,13.09,,
2023-01-23 22:00:00,2023-01-23 23:00:00,41.78,52.78,,1.52,,,37.28,0.22,5.45,0.0,,,,,87.34,0.62,162.73,0.0,781.85,13.64,,
2023-01-23 23:00:00,2023-01-24 00:00:00,45.25,50.48,,,,,37.25,0.22,5.02,0.0,,,,,88.48,0.62,183.15,0.0,781.37,13.68,,
2023-01-24 00:00:00,2023-01-24 01:00:00,33.0,45.0,,,,,37.07,0.22,5.16,0.0,,,,,92.1,0.8,182.96,0.0,780.9,13.24,,
2023-01-24 01:00:00,2023-01-24 02:00:00,,,,,,,36.9,0.22,5.38,0.0,,,,,93.75,0.59,179.89,0.0,780.5,13.26,,
2023-01-24 02:00:00,2023-01-24 03:00:00,,,,,,,37.14,0.22,5.25,0.0,,,,,94.07,1.17,164.25,0.0,779.85,13.03,,
2023-01-24 03:00:00,2023-01-24 04:00:00,,,,,,,36.84,0.22,5.59,0.0,,,,,94.96,1.57,172.17,0.0,779.41,12.93,,
2023-01-24 04:00:00,2023-01-24 05:00:00,,,,,,,37.42,0.22,5.4,0.0,,,,,95.59,0.88,168.73,0.0,779.62,12.91,,
2023-01-24 05:00:00,2023-01-24 06:00:00,,,,,,,37.38,0.22,5.08,0.0,,,,,95.81,0.75,172.12,0.0,780.0,12.89,,
2023-01-24 06:00:00,2023-01-24 07:00:00,6.65,11.22,,,,,37.23,0.22,4.99,0.0,,,,,95.49,0.85,184.12,0.0,780.51,12.63,,
2023-01-24 07:00:00,2023-01-24 08:00:00,11.0,12.0,,,,,37.2,0.22,5.22,0.0,,,,,95.28,1.08,173.69,0.0,781.12,12.6,,
