From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),BP (mmHg),AT (degree C),RF (mm)
2022-03-30 18:00:00,2022-03-30 19:00:00,24.2,71.2,13.0,43.0,22.88,0.92,0.72,18.5,11.15,1.47,232.21,829.1,,
2022-03-30 19:00:00,2022-03-30 20:00:00,4.64,6.85,12.85,42.76,22.75,0.91,0.7,20.75,11.2,1.17,229.38,828.62,,
2022-03-30 20:00:00,2022-03-30 21:00:00,10.49,15.48,12.94,43.08,22.92,1.0,0.71,19.25,11.25,0.95,229.71,828.25,,
2022-03-30 21:00:00,2022-03-30 22:00:00,18.77,26.56,12.93,42.97,22.85,0.94,0.76,17.25,11.2,0.9,250.63,827.89,,
2022-03-30 22:00:00,2022-03-30 23:00:00,37.49,51.05,13.04,43.25,23.01,0.98,0.72,16.5,11.16,0.72,310.05,834.75,,
2022-03-30 23:00:00,2022-03-31 00:00:00,24.28,33.3,15.94,43.12,22.94,1.07,0.71,15.67,11.15,0.82,342.45,837.21,,
2022-03-31 00:00:00,2022-03-31 01:00:00,28.7,47.78,16.05,43.31,23.04,1.04,0.87,17.0,11.18,0.84,108.75,823.89,,
2022-03-31 01:00:00,2022-03-31 02:00:00,58.16,112.35,15.92,43.08,22.91,1.0,1.06,15.25,11.18,0.59,47.68,822.69,,
2022-03-31 02:00:00,2022-03-31 03:00:00,155.27,542.94,15.97,43.3,23.03,0.93,1.25,15.0,11.17,0.66,11.71,823.65,,
2022-03-31 03:00:00,2022-03-31 04:00:00,109.99,367.5,16.03,43.22,22.99,1.07,1.23,16.25,11.13,0.83,23.21,821.62,,
2022-03-31 04:00:00,2022-03-31 05:00:00,23.85,42.3,16.04,43.38,23.08,0.97,1.23,15.75,11.14,0.6,191.65,824.42,,
2022-03-31 05:00:00,2022-03-31 06:00:00,11.22,19.25,16.11,43.44,23.11,1.06,1.17,22.75,11.15,0.37,200.21,823.1,,
2022-03-31 06:00:00,2022-03-31 07:00:00,32.61,48.34,16.15,43.4,23.08,1.03,1.05,29.75,11.15,0.51,235.49,828.94,,
2022-03-31 07:00:00,2022-03-31 08:00:00,65.53,102.51,16.03,43.22,22.99,1.06,1.05,26.5,11.13,0.76,67.34,817.21,,
2022-03-31 08:00:00,2022-03-31 09:00:00,33.56,57.83,16.05,43.3,23.03,1.05,1.02,19.0,11.13,1.02,117.38,818.42,,
2022-03-31 09:00:00,2022-03-31 10:00:00,9.1,16.09,16.07,43.25,23.0,1.1,0.82,22.75,11.12,2.58,129.02,819.4,,
2022-03-31 10:00:00,2022-03-31 11:00:00,16.33,24.52,16.16,43.47,23.12,1.0,0.88,37.0,11.11,3.11,134.7,819.94,,
2022-03-31 11:00:00,2022-03-31 12:00:00,30.73,44.25,15.99,43.2,22.98,1.01,0.92,41.5,11.12,3.43,130.9,819.59,,
2022-03-31 12:00:00,2022-03-31 13:00:00,15.52,22.29,15.99,43.12,22.94,1.02,0.88,45.25,11.2,3.14,121.51,818.76,,
2022-03-31 13:00:00,2022-03-31 14:00:00,9.75,14.8,16.05,43.05,22.9,0.98,0.82,44.5,11.15,3.27,122.96,818.92,,
2022-03-31 14:00:00,2022-03-31 15:00:00,31.18,45.82,16.06,43.36,23.06,1.03,0.77,31.5,11.13,2.82,124.86,819.13,,
2022-03-31 15:00:00,2022-03-31 16:00:00,107.75,153.25,15.94,43.09,22.93,0.98,0.67,20.5,11.51,1.34,147.62,821.54,,
2022-03-31 16:00:00,2022-03-31 17:00:00,11.57,17.67,16.11,43.32,23.04,1.04,0.78,28.25,11.5,1.3,210.62,825.75,,
2022-03-31 17:00:00,2022-03-31 18:00:00,70.37,118.12,15.95,43.15,22.95,0.99,1.0,36.0,11.44,2.17,229.57,828.29,,
2022-03-31 18:00:00,2022-03-31 19:00:00,97.63,161.88,15.84,43.02,22.88,0.93,0.98,54.75,11.4,1.51,230.75,828.66,,
2022-03-31 19:00:00,2022-03-31 20:00:00,23.28,37.7,15.97,43.24,23.0,0.98,0.99,47.25,11.41,0.75,233.45,827.75,,
2022-03-31 20:00:00,2022-03-31 21:00:00,26.74,42.81,15.84,43.01,22.88,1.0,0.99,48.25,11.36,0.42,152.79,822.17,,
2022-03-31 21:00:00,2022-03-31 22:00:00,44.54,67.0,16.04,43.27,23.01,1.02,1.02,47.0,11.39,0.53,300.12,830.45,,
2022-03-31 22:00:00,2022-03-31 23:00:00,73.31,122.33,16.07,43.31,23.04,1.03,1.02,49.5,11.42,0.58,279.91,830.78,,
2022-03-31 23:00:00,2022-04-01 00:00:00,43.95,77.78,16.13,43.53,23.15,1.12,1.05,53.0,11.38,0.73,312.44,835.1,,
2022-04-01 00:00:00,2022-04-01 01:00:00,19.61,31.37,16.04,43.32,23.05,1.01,0.84,47.25,11.44,0.82,316.38,835.88,,
2022-04-01 01:00:00,2022-04-01 02:00:00,36.71,58.55,15.93,43.06,22.91,0.99,0.88,50.25,11.42,0.84,309.49,835.11,,
2022-04-01 02:00:00,2022-04-01 03:00:00,39.37,62.73,16.19,43.2,22.98,1.07,0.86,45.5,11.34,0.83,326.56,835.86,,
2022-04-01 03:00:00,2022-04-01 04:00:00,37.33,60.24,16.2,42.85,22.79,0.99,0.88,42.75,11.35,0.82,331.82,837.11,,
2022-04-01 04:00:00,2022-04-01 05:00:00,40.51,63.86,16.11,42.97,22.86,0.94,0.91,33.0,11.39,0.83,325.41,836.83,,
2022-04-01 05:00:00,2022-04-01 06:00:00,41.58,65.15,15.7,42.68,22.7,0.88,0.93,15.5,11.36,0.84,333.18,837.34,,
2022-04-01 06:00:00,2022-04-01 07:00:00,44.41,69.66,16.0,43.23,23.0,0.99,1.03,10.5,11.34,0.8,192.25,831.59,,
2022-04-01 07:00:00,2022-04-01 08:00:00,45.05,69.82,16.0,43.32,23.04,1.02,1.25,16.5,11.38,0.83,52.47,816.53,,
2022-04-01 08:00:00,2022-04-01 09:00:00,59.68,92.51,15.9,43.09,22.92,0.97,1.36,17.0,11.41,0.83,120.34,818.71,,
2022-04-01 09:00:00,2022-04-01 10:00:00,74.72,114.25,15.94,43.2,22.98,0.96,1.26,17.25,11.42,0.78,177.47,823.42,,
2022-04-01 10:00:00,2022-04-01 11:00:00,60.91,92.26,16.04,43.33,23.05,0.95,1.23,27.5,11.44,1.37,240.66,829.45,,
2022-04-01 11:00:00,2022-04-01 12:00:00,48.38,74.07,15.91,43.1,22.93,0.89,1.19,29.0,11.38,1.55,239.7,829.27,,
2022-04-01 12:00:00,2022-04-01 13:00:00,59.58,91.37,16.0,43.27,23.02,1.06,1.09,24.25,11.37,1.71,218.44,827.08,,
2022-04-01 13:00:00,2022-04-01 14:00:00,53.13,83.36,15.82,43.05,22.9,0.96,1.07,25.75,11.39,1.45,127.54,820.31,,
2022-04-01 14:00:00,2022-04-01 15:00:00,47.48,74.34,15.85,43.2,22.97,0.91,1.0,22.0,11.35,1.65,195.69,825.1,,
2022-04-01 15:00:00,2022-04-01 16:00:00,48.82,76.45,16.04,43.22,22.99,1.11,0.88,19.75,11.35,1.81,227.74,827.91,,
2022-04-01 16:00:00,2022-04-01 17:00:00,69.8,105.73,15.96,43.0,22.87,0.96,0.75,21.75,11.34,1.4,153.68,822.11,,
2022-04-01 17:00:00,2022-04-01 18:00:00,45.79,71.5,16.01,43.15,22.95,0.95,0.67,26.0,11.34,2.35,227.14,827.89,,
2022-04-01 18:00:00,2022-04-01 19:00:00,39.25,63.06,16.11,34.97,22.99,1.03,0.68,41.0,11.46,2.16,226.04,828.16,,
2022-04-01 19:00:00,2022-04-01 20:00:00,47.34,76.31,15.95,43.09,22.93,0.88,0.7,43.25,11.66,1.74,221.61,827.43,,
2022-04-01 20:00:00,2022-04-01 21:00:00,70.73,112.71,15.96,43.11,22.93,1.01,0.79,37.5,11.49,1.35,230.22,828.3,,
2022-04-01 21:00:00,2022-04-01 22:00:00,52.96,85.86,16.11,43.3,23.03,1.03,0.85,32.0,11.49,0.57,208.71,828.53,,
2022-04-01 22:00:00,2022-04-01 23:00:00,46.42,75.79,15.97,43.23,22.99,0.98,0.86,36.75,11.47,0.48,97.88,820.24,,
2022-04-01 23:00:00,2022-04-02 00:00:00,53.26,87.64,12.95,9.96,22.9,1.02,0.92,21.0,11.35,0.63,125.77,820.13,,
2022-04-02 00:00:00,2022-04-02 01:00:00,59.96,97.3,12.98,9.97,22.95,1.03,1.04,54.75,11.38,0.9,124.85,819.02,,
2022-04-02 01:00:00,2022-04-02 02:00:00,62.38,101.84,13.04,9.93,22.96,1.0,1.06,49.25,11.4,0.91,122.91,818.93,,
2022-04-02 02:00:00,2022-04-02 03:00:00,88.1,143.98,13.16,9.82,22.97,0.97,1.01,52.75,11.4,1.27,129.7,819.47,,
2022-04-02 03:00:00,2022-04-02 04:00:00,60.26,97.69,12.89,9.9,22.79,0.89,1.03,52.75,11.39,1.03,127.04,819.18,,
2022-04-02 04:00:00,2022-04-02 05:00:00,45.45,73.16,13.15,10.02,23.17,1.03,1.03,40.25,11.39,0.3,222.3,825.23,,
2022-04-02 05:00:00,2022-04-02 06:00:00,53.23,84.5,13.05,9.96,23.0,1.04,0.99,31.5,11.34,0.27,224.4,824.93,,
2022-04-02 06:00:00,2022-04-02 07:00:00,51.29,80.5,12.98,9.94,22.91,0.92,0.79,26.0,11.32,0.36,214.63,827.51,,
2022-04-02 07:00:00,2022-04-02 08:00:00,54.45,83.02,12.98,9.99,22.96,0.9,0.84,26.75,11.35,0.56,309.33,832.81,,
2022-04-02 08:00:00,2022-04-02 09:00:00,42.25,65.8,13.03,10.03,23.06,0.94,0.84,17.25,11.32,0.51,298.21,830.77,,
2022-04-02 09:00:00,2022-04-02 10:00:00,47.77,75.84,13.01,10.0,23.01,1.02,0.88,19.5,11.3,1.19,143.48,820.5,,
2022-04-02 10:00:00,2022-04-02 11:00:00,64.47,100.64,13.01,9.95,22.96,0.98,0.88,30.5,11.3,2.09,122.75,818.87,,
2022-04-02 11:00:00,2022-04-02 12:00:00,54.8,84.99,12.96,9.97,22.93,1.07,0.88,38.25,11.29,2.95,125.93,819.17,,
2022-04-02 12:00:00,2022-04-02 13:00:00,44.72,70.25,12.98,9.92,22.9,0.99,0.86,40.75,11.3,3.38,125.13,819.07,,
2022-04-02 13:00:00,2022-04-02 14:00:00,32.62,51.09,12.95,9.9,22.85,1.03,0.87,49.75,11.38,3.62,125.21,819.05,,
2022-04-02 14:00:00,2022-04-02 15:00:00,35.84,56.67,13.06,10.01,23.08,1.04,1.01,43.67,11.37,4.12,130.68,819.58,,
2022-04-02 15:00:00,2022-04-02 16:00:00,47.48,75.09,13.08,9.98,23.06,1.03,1.02,47.5,11.35,4.18,131.54,819.62,,
2022-04-02 16:00:00,2022-04-02 17:00:00,43.27,68.27,12.96,9.85,22.8,0.94,1.01,44.75,11.34,3.74,129.03,819.43,,
2022-04-02 17:00:00,2022-04-02 18:00:00,81.41,122.43,12.98,9.84,22.82,0.94,1.0,51.5,11.38,3.34,125.2,819.13,,
2022-04-02 18:00:00,2022-04-02 19:00:00,60.17,88.64,13.14,9.9,23.04,0.98,1.03,50.0,11.37,3.08,131.46,819.56,,
2022-04-02 19:00:00,2022-04-02 20:00:00,33.84,51.48,13.26,10.04,23.3,1.14,1.02,46.25,11.38,2.12,132.95,819.7,,
2022-04-02 20:00:00,2022-04-02 21:00:00,31.73,48.35,12.99,10.0,22.99,0.98,0.99,43.25,11.32,1.59,134.41,819.9,,
2022-04-02 21:00:00,2022-04-02 22:00:00,21.55,33.25,13.02,9.87,22.89,0.92,0.86,39.75,11.29,0.93,130.19,819.59,,
2022-04-02 22:00:00,2022-04-02 23:00:00,28.7,44.66,13.03,9.88,22.92,1.05,0.85,46.75,11.29,1.22,123.41,819.08,,
2022-04-02 23:00:00,2022-04-03 00:00:00,34.12,53.67,13.09,9.99,23.08,1.01,0.85,44.67,11.3,1.03,121.08,818.69,,
2022-04-03 00:00:00,2022-04-03 01:00:00,48.48,79.37,16.1,43.36,23.06,0.99,0.76,23.0,11.34,1.12,126.88,819.2,,
2022-04-03 01:00:00,2022-04-03 02:00:00,39.77,62.76,16.02,43.17,22.96,1.09,0.71,20.75,11.35,0.74,114.05,819.08,,
2022-04-03 02:00:00,2022-04-03 03:00:00,27.43,43.53,16.06,43.33,23.05,0.96,0.7,18.25,11.37,0.38,122.48,823.77,,
2022-04-03 03:00:00,2022-04-03 04:00:00,37.66,58.02,15.91,42.99,22.87,0.93,0.74,19.0,11.37,0.82,341.85,836.31,,
2022-04-03 04:00:00,2022-04-03 05:00:00,38.51,60.44,16.07,43.35,23.06,1.04,0.81,16.5,11.42,0.84,339.25,837.87,,
2022-04-03 05:00:00,2022-04-03 06:00:00,35.23,55.95,16.02,43.18,22.96,1.04,0.94,13.75,11.39,0.85,334.48,837.64,,
2022-04-03 06:00:00,2022-04-03 07:00:00,38.56,60.98,15.96,43.26,23.01,1.01,0.96,10.25,11.35,0.86,336.96,837.95,,
2022-04-03 07:00:00,2022-04-03 08:00:00,36.49,57.02,16.19,43.61,23.2,1.03,1.02,8.25,11.36,0.69,199.41,832.06,,
2022-04-03 08:00:00,2022-04-03 09:00:00,48.34,85.79,15.84,43.02,22.88,0.91,1.04,9.0,11.38,0.58,103.95,822.09,,
2022-04-03 09:00:00,2022-04-03 10:00:00,32.06,52.24,16.14,43.46,23.12,1.05,0.98,10.0,11.37,0.9,138.78,820.88,,
2022-04-03 10:00:00,2022-04-03 11:00:00,29.66,45.92,15.98,43.2,22.98,0.96,1.02,14.75,11.32,1.73,125.2,819.08,,
2022-04-03 11:00:00,2022-04-03 12:00:00,55.88,85.8,16.06,43.28,23.02,1.05,0.95,19.25,11.29,2.92,124.37,819.0,,
2022-04-03 12:00:00,2022-04-03 13:00:00,32.74,49.46,16.0,42.98,22.86,0.95,0.76,25.0,11.26,2.69,124.19,818.95,,
2022-04-03 13:00:00,2022-04-03 14:00:00,18.31,28.2,16.12,43.31,23.04,1.01,0.81,26.0,11.29,2.77,122.52,818.79,,
2022-04-03 14:00:00,2022-04-03 15:00:00,32.11,49.51,15.99,43.27,23.01,1.1,0.73,15.5,11.28,1.6,152.94,821.91,,
2022-04-03 15:00:00,2022-04-03 16:00:00,51.47,78.51,16.05,43.27,23.02,1.02,0.68,13.33,11.22,2.62,225.43,827.98,,
2022-04-03 16:00:00,2022-04-03 17:00:00,20.2,30.76,15.91,43.12,22.93,0.93,0.59,16.0,11.22,2.92,225.07,827.95,,
2022-04-03 17:00:00,2022-04-03 18:00:00,29.79,45.93,16.08,43.34,23.06,1.06,0.59,19.0,11.24,3.1,227.2,828.15,,
2022-04-03 18:00:00,2022-04-03 19:00:00,47.15,73.22,15.97,42.95,22.85,0.97,0.57,26.25,11.22,2.92,225.69,828.07,,
2022-04-03 19:00:00,2022-04-03 20:00:00,11.69,17.73,15.89,42.97,22.85,0.98,0.7,26.5,11.35,2.38,227.21,827.85,,
2022-04-03 20:00:00,2022-04-03 21:00:00,39.48,56.44,16.07,43.32,23.04,0.98,0.88,24.25,11.27,0.91,162.86,822.54,,
2022-04-03 21:00:00,2022-04-03 22:00:00,42.49,61.51,16.03,43.28,23.02,1.02,0.9,24.75,11.27,1.62,118.19,819.15,,
2022-04-03 22:00:00,2022-04-03 23:00:00,32.84,49.94,15.99,43.04,22.89,0.98,0.9,23.75,11.27,1.55,120.44,818.74,,
2022-04-03 23:00:00,2022-04-04 00:00:00,41.03,62.17,13.02,9.91,22.93,0.89,1.05,54.33,11.25,1.71,124.18,818.91,,
2022-04-04 00:00:00,2022-04-04 01:00:00,25.18,38.85,15.91,9.88,22.82,0.93,0.91,32.5,11.28,1.68,128.57,819.39,,
2022-04-04 01:00:00,2022-04-04 02:00:00,25.58,39.18,15.87,9.98,22.88,0.95,0.91,36.5,11.25,1.4,132.21,819.83,,
2022-04-04 02:00:00,2022-04-04 03:00:00,29.91,45.55,15.89,10.02,22.93,0.94,0.86,25.75,11.22,1.0,114.3,818.08,,
2022-04-04 03:00:00,2022-04-04 04:00:00,46.8,70.47,16.14,9.95,23.07,1.01,0.74,19.25,11.2,1.27,195.74,824.82,,
2022-04-04 04:00:00,2022-04-04 05:00:00,15.67,23.7,15.87,9.99,22.89,0.92,0.76,15.5,11.22,0.65,274.53,829.24,,
2022-04-04 05:00:00,2022-04-04 06:00:00,16.67,25.23,15.96,10.02,23.0,0.96,0.75,15.25,11.24,0.84,111.95,824.39,,
2022-04-04 06:00:00,2022-04-04 07:00:00,25.0,36.73,15.99,18.34,23.01,0.92,0.79,12.5,11.23,0.53,90.51,818.77,,
2022-04-04 07:00:00,2022-04-04 08:00:00,29.33,43.52,15.91,10.02,22.95,0.99,0.84,5.5,11.2,0.51,116.06,820.92,,
2022-04-04 08:00:00,2022-04-04 09:00:00,37.38,56.4,15.85,10.02,22.9,0.99,0.88,5.25,11.2,0.42,187.94,825.18,,
2022-04-04 09:00:00,2022-04-04 10:00:00,42.8,65.03,16.09,10.03,23.1,1.04,0.94,5.75,11.19,0.91,150.33,822.56,,
2022-04-04 10:00:00,2022-04-04 11:00:00,30.17,46.33,16.07,9.99,23.05,1.05,0.96,12.0,11.3,2.85,131.04,819.62,,
2022-04-04 11:00:00,2022-04-04 12:00:00,37.15,58.36,16.08,9.96,23.04,1.07,1.08,21.0,11.23,3.6,131.97,819.75,,
2022-04-04 12:00:00,2022-04-04 13:00:00,91.44,138.84,15.88,10.01,22.91,0.99,0.99,27.0,11.23,3.55,130.38,819.59,,
2022-04-04 13:00:00,2022-04-04 14:00:00,72.89,109.14,15.87,9.96,22.87,1.04,0.95,29.5,11.25,3.93,129.26,819.46,,
2022-04-04 14:00:00,2022-04-04 15:00:00,20.12,29.27,15.82,9.91,22.77,0.91,0.93,20.5,11.21,3.47,126.12,819.18,,
2022-04-04 15:00:00,2022-04-04 16:00:00,74.44,121.57,15.99,9.88,22.88,0.92,0.92,23.25,11.26,3.23,125.06,819.11,,
2022-04-04 16:00:00,2022-04-04 17:00:00,54.52,87.21,15.94,9.98,22.94,0.91,0.92,20.0,11.24,3.03,127.11,819.3,,
2022-04-04 17:00:00,2022-04-04 18:00:00,20.87,31.18,15.29,10.04,23.12,1.06,0.86,19.33,11.18,2.53,125.7,819.13,,
2022-04-04 18:00:00,2022-04-04 19:00:00,16.44,25.72,16.1,9.96,23.05,1.08,0.8,25.0,11.16,2.14,125.95,819.13,,
2022-04-04 19:00:00,2022-04-04 20:00:00,41.53,67.36,15.96,9.9,22.87,0.93,0.75,21.75,11.23,1.83,127.46,819.31,,
2022-04-04 20:00:00,2022-04-04 21:00:00,19.07,29.31,15.98,9.98,22.97,0.96,0.74,22.0,11.25,1.66,125.13,819.2,,
2022-04-04 21:00:00,2022-04-04 22:00:00,16.86,25.27,16.28,10.03,23.26,1.11,0.75,20.5,11.27,1.23,133.05,819.83,,
2022-04-04 22:00:00,2022-04-04 23:00:00,23.25,33.02,15.99,9.89,22.88,0.92,0.76,22.5,11.25,1.15,138.32,820.24,,
2022-04-04 23:00:00,2022-04-05 00:00:00,20.61,30.16,12.98,9.93,22.91,0.89,0.77,23.67,11.24,1.2,128.38,819.37,,
2022-04-05 00:00:00,2022-04-05 01:00:00,25.93,38.3,16.02,43.27,23.01,1.03,0.78,22.25,11.29,1.06,120.56,818.75,,
2022-04-05 01:00:00,2022-04-05 02:00:00,29.63,44.0,16.05,43.26,23.01,1.07,0.8,21.75,11.31,0.84,124.2,819.0,,
2022-04-05 02:00:00,2022-04-05 03:00:00,15.12,23.03,15.96,43.2,22.98,1.01,0.91,24.25,11.26,0.82,127.19,819.38,,
2022-04-05 03:00:00,2022-04-05 04:00:00,53.55,81.66,15.9,43.01,22.88,0.93,0.93,16.25,11.29,0.62,80.79,818.88,,
2022-04-05 04:00:00,2022-04-05 05:00:00,32.47,48.19,16.11,43.39,23.08,1.04,0.92,17.75,11.24,0.75,58.86,814.88,,
2022-04-05 05:00:00,2022-04-05 06:00:00,18.45,26.72,15.92,43.1,22.93,0.99,0.94,11.0,11.2,0.77,53.67,819.82,,
2022-04-05 06:00:00,2022-04-05 07:00:00,23.25,34.47,16.05,43.35,23.06,1.02,0.95,10.5,11.16,0.62,91.18,817.46,,
2022-04-05 07:00:00,2022-04-05 08:00:00,52.59,77.4,16.05,43.37,23.07,1.0,0.98,8.75,11.25,0.38,202.95,824.68,,
2022-04-05 08:00:00,2022-04-05 09:00:00,94.16,134.83,16.0,43.25,23.0,1.02,1.02,7.0,11.44,0.57,160.09,822.6,,
2022-04-05 09:00:00,2022-04-05 10:00:00,27.84,41.95,16.09,43.37,23.07,1.0,0.81,9.0,11.55,2.4,125.77,819.21,,
2022-04-05 10:00:00,2022-04-05 11:00:00,21.54,32.51,16.01,43.2,22.98,1.02,0.84,12.5,11.52,3.4,126.42,819.28,,
2022-04-05 11:00:00,2022-04-05 12:00:00,60.56,99.88,16.05,43.33,23.05,1.03,0.76,21.75,11.49,3.14,137.49,820.2,,
2022-04-05 12:00:00,2022-04-05 13:00:00,41.09,63.75,15.97,43.16,22.96,0.99,0.34,28.75,11.54,3.31,130.37,819.54,,
2022-04-05 13:00:00,2022-04-05 14:00:00,117.54,232.49,15.88,42.88,22.81,0.86,0.32,30.75,11.54,3.1,126.76,819.2,,
2022-04-05 14:00:00,2022-04-05 15:00:00,162.78,458.15,16.04,43.35,23.06,0.99,0.39,25.25,11.64,2.91,123.29,818.91,,
2022-04-05 15:00:00,2022-04-05 16:00:00,4.98,7.83,16.0,43.11,22.93,0.97,0.35,26.0,11.98,2.73,123.46,818.97,,
2022-04-05 16:00:00,2022-04-05 17:00:00,9.67,14.86,15.97,43.11,22.93,0.92,0.44,22.5,11.69,0.99,134.39,821.22,,
2022-04-05 17:00:00,2022-04-05 18:00:00,21.41,33.47,16.14,35.01,23.08,1.12,0.63,26.5,11.5,0.92,169.27,822.59,,
2022-04-05 18:00:00,2022-04-05 19:00:00,35.97,53.2,15.95,43.19,22.97,1.09,0.67,29.0,11.46,0.76,168.83,822.57,,
2022-04-05 19:00:00,2022-04-05 20:00:00,38.25,54.96,16.04,43.35,23.06,1.02,0.68,28.75,11.44,0.79,131.97,820.33,,
2022-04-05 20:00:00,2022-04-05 21:00:00,20.79,30.34,16.04,43.29,23.03,1.12,0.7,27.5,11.47,0.55,165.49,822.63,,
2022-04-05 21:00:00,2022-04-05 22:00:00,15.01,22.52,16.07,43.41,23.09,1.02,0.69,31.0,11.45,0.88,122.92,818.9,,
2022-04-05 22:00:00,2022-04-05 23:00:00,21.26,33.34,15.98,43.23,23.0,0.94,0.7,30.5,11.45,0.97,117.5,818.44,,
2022-04-05 23:00:00,2022-04-06 00:00:00,38.05,60.76,15.97,43.25,23.0,1.0,0.78,57.33,11.42,1.12,122.63,818.82,,
2022-04-06 00:00:00,2022-04-06 01:00:00,18.32,29.75,16.0,43.22,22.99,1.01,0.49,24.75,11.45,1.2,124.56,818.99,,
2022-04-06 01:00:00,2022-04-06 02:00:00,12.44,19.22,16.0,43.04,22.89,0.99,0.54,27.0,11.43,1.85,125.29,819.09,,
2022-04-06 02:00:00,2022-04-06 03:00:00,17.73,27.82,16.13,42.75,22.74,0.96,0.55,28.25,11.49,2.67,126.45,819.18,,
2022-04-06 03:00:00,2022-04-06 04:00:00,43.58,75.28,16.01,42.68,22.7,0.91,0.54,28.0,11.48,2.8,126.19,819.16,,
2022-04-06 04:00:00,2022-04-06 05:00:00,26.69,46.94,16.0,42.94,22.84,0.97,0.54,28.5,11.5,1.2,120.11,818.66,,
2022-04-06 05:00:00,2022-04-06 06:00:00,19.34,35.05,16.02,43.15,22.95,1.04,0.53,20.75,11.43,0.8,113.6,818.08,,
2022-04-06 06:00:00,2022-04-06 07:00:00,50.53,93.03,15.76,42.79,22.76,0.97,0.56,22.75,11.49,0.86,115.09,818.16,,
2022-04-06 07:00:00,2022-04-06 08:00:00,16.2,25.84,15.92,43.13,22.94,1.02,0.54,20.25,11.54,0.71,117.91,818.86,,
2022-04-06 08:00:00,2022-04-06 09:00:00,15.73,24.65,16.13,43.45,23.11,1.05,0.78,26.25,11.45,1.22,125.99,819.34,,
2022-04-06 09:00:00,2022-04-06 10:00:00,23.62,36.85,16.12,43.48,23.13,1.06,0.76,26.0,11.44,2.82,128.37,819.42,,
2022-04-06 10:00:00,2022-04-06 11:00:00,29.67,44.47,15.98,43.27,23.02,1.04,0.74,27.0,11.42,4.06,121.52,818.83,,
2022-04-06 11:00:00,2022-04-06 12:00:00,22.43,33.74,15.94,43.26,23.01,1.04,0.74,27.25,11.42,3.9,120.21,818.77,,
2022-04-06 12:00:00,2022-04-06 13:00:00,28.8,42.48,16.06,43.34,23.05,0.96,0.71,28.5,11.45,3.54,134.48,819.9,,
2022-04-06 13:00:00,2022-04-06 14:00:00,18.38,26.75,16.07,43.36,23.07,1.0,0.72,29.75,11.44,3.83,125.64,819.12,,
2022-04-06 14:00:00,2022-04-06 15:00:00,8.56,12.46,15.48,35.14,23.12,1.13,0.62,31.0,11.46,3.03,124.37,819.06,,
2022-04-06 15:00:00,2022-04-06 16:00:00,12.43,18.66,16.0,43.21,22.99,1.04,0.56,21.25,11.18,1.59,128.46,820.35,,
2022-04-06 16:00:00,2022-04-06 17:00:00,37.48,63.68,16.08,43.32,23.04,0.9,0.42,19.0,11.18,2.58,225.05,827.57,,
2022-04-06 17:00:00,2022-04-06 18:00:00,23.83,39.82,16.08,42.87,22.8,0.82,0.38,23.75,11.22,2.88,222.58,827.99,,
2022-04-06 18:00:00,2022-04-06 19:00:00,10.1,14.91,15.95,42.55,22.63,0.84,0.38,27.25,11.17,1.95,241.09,829.84,,
2022-04-06 19:00:00,2022-04-06 20:00:00,136.19,223.16,15.84,42.59,22.65,0.83,0.42,29.5,11.19,1.19,294.3,834.0,,
2022-04-06 20:00:00,2022-04-06 21:00:00,50.33,80.64,15.95,42.99,22.86,0.95,0.48,27.75,11.23,1.53,237.56,829.31,,
2022-04-06 21:00:00,2022-04-06 22:00:00,3.36,4.91,15.92,43.08,22.91,0.88,0.52,24.25,11.22,0.81,289.99,833.52,,
2022-04-06 22:00:00,2022-04-06 23:00:00,22.22,33.36,15.99,43.24,23.0,1.01,0.58,24.5,11.28,0.64,272.66,830.66,,
2022-04-06 23:00:00,2022-04-07 00:00:00,24.56,36.2,16.02,9.92,22.94,1.01,0.85,60.0,11.26,0.83,115.15,818.41,,
2022-04-07 00:00:00,2022-04-07 01:00:00,18.16,27.32,13.01,9.98,22.99,0.95,0.71,29.75,11.22,0.66,121.96,819.69,,
2022-04-07 01:00:00,2022-04-07 02:00:00,27.0,41.17,12.95,9.96,22.91,0.98,0.72,26.0,11.22,0.66,112.17,819.69,,
2022-04-07 02:00:00,2022-04-07 03:00:00,38.18,54.48,13.03,10.05,23.09,1.03,0.73,32.0,11.19,0.65,111.19,819.59,,
2022-04-07 03:00:00,2022-04-07 04:00:00,113.42,154.46,13.09,9.97,23.06,1.01,0.73,30.25,11.23,0.63,103.44,819.93,,
2022-04-07 04:00:00,2022-04-07 05:00:00,53.28,73.0,13.02,9.95,22.98,1.05,0.73,24.75,11.22,0.84,100.57,825.94,,
2022-04-07 05:00:00,2022-04-07 06:00:00,14.63,20.07,13.01,10.0,23.0,1.1,0.66,23.25,11.22,0.85,339.11,838.05,,
2022-04-07 06:00:00,2022-04-07 07:00:00,4.81,7.36,13.11,9.96,23.07,1.02,0.58,14.75,11.23,0.8,246.74,834.04,,
2022-04-07 07:00:00,2022-04-07 08:00:00,20.11,30.62,12.91,10.0,22.91,0.92,0.67,11.5,11.22,0.56,292.28,832.23,,
