From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Xylene (ug/m3)
2022-08-11 22:00:00,2022-08-11 23:00:00,,,,,,,,,,,,,,,
2022-08-11 23:00:00,2022-08-12 00:00:00,,,,,,,,,,,,,,,
2022-08-12 00:00:00,2022-08-12 01:00:00,,,,,,,,,,,,,,,
2022-08-12 01:00:00,2022-08-12 02:00:00,,,,,,,,,,,,,,,
2022-08-12 02:00:00,2022-08-12 03:00:00,,,,,,,,,,,,,,,
2022-08-12 03:00:00,2022-08-12 04:00:00,,,,,,,,,,,,,,,
2022-08-12 04:00:00,2022-08-12 05:00:00,,,,,,,,,,,,,,,
2022-08-12 05:00:00,2022-08-12 06:00:00,,,,,,,,,,,,,,,
2022-08-12 06:00:00,2022-08-12 07:00:00,,,,,,,,,,,,,,,
2022-08-12 07:00:00,2022-08-12 08:00:00,,,,,,,,,,,,,,,
2022-08-12 08:00:00,2022-08-12 09:00:00,,,,,,,,,,,,,,,
2022-08-12 09:00:00,2022-08-12 10:00:00,,,,,,,,,,,,,,,
2022-08-12 10:00:00,2022-08-12 11:00:00,,,,,,,,,,,,,,,
2022-08-12 11:00:00,2022-08-12 12:00:00,,,,,,,,,,,,,,,
2022-08-12 12:00:00,2022-08-12 13:00:00,,,,,,,,,,,,,,,
2022-08-12 13:00:00,2022-08-12 14:00:00,,,,,,,,,,,,,,,
2022-08-12 14:00:00,2022-08-12 15:00:00,,,,,,,,,,,,,,,
2022-08-12 15:00:00,2022-08-12 16:00:00,,,,,,,,,,,,,,,
2022-08-12 16:00:00,2022-08-12 17:00:00,,,,,,,,,,,,,,,
2022-08-12 17:00:00,2022-08-12 18:00:00,,,,,,,,,,,,,,,
2022-08-12 18:00:00,2022-08-12 19:00:00,,,,,,,,,,,,,,,
2022-08-12 19:00:00,2022-08-12 20:00:00,,,,,,,,,,,,,,,
2022-08-12 20:00:00,2022-08-12 21:00:00,,,,,,,,,,,,,,,
2022-08-12 21:00:00,2022-08-12 22:00:00,,,,,,,,,,,,,,,
2022-08-12 22:00:00,2022-08-12 23:00:00,,,,,,,,,,,,,,,
2022-08-12 23:00:00,2022-08-13 00:00:00,,,,,,,,,,,,,,,
2022-08-13 00:00:00,2022-08-13 01:00:00,,,,,,,,,,,,,,,
2022-08-13 01:00:00,2022-08-13 02:00:00,,,,,,,,,,,,,,,
2022-08-13 02:00:00,2022-08-13 03:00:00,,,,,,,,,,,,,,,
2022-08-13 03:00:00,2022-08-13 04:00:00,,,,,,,,,,,,,,,
2022-08-13 04:00:00,2022-08-13 05:00:00,,,,,,,,,,,,,,,
2022-08-13 05:00:00,2022-08-13 06:00:00,,,,,,,,,,,,,,,
2022-08-13 06:00:00,2022-08-13 07:00:00,,,,,,,,,,,,,,,
2022-08-13 07:00:00,2022-08-13 08:00:00,,,,,,,,,,,,,,,
2022-08-13 08:00:00,2022-08-13 09:00:00,,,,,,,,,,,,,,,
2022-08-13 09:00:00,2022-08-13 10:00:00,,,,,,,,,,,,,,,
2022-08-13 10:00:00,2022-08-13 11:00:00,,,,,,,,,,,,,,,
2022-08-13 11:00:00,2022-08-13 12:00:00,,,,,,,,,,,,,,,
2022-08-13 12:00:00,2022-08-13 13:00:00,,,,,,,,,,,,,,,
2022-08-13 13:00:00,2022-08-13 14:00:00,,,,,,,,,,,,,,,
2022-08-13 14:00:00,2022-08-13 15:00:00,,,,,,,,,,,,,,,
2022-08-13 15:00:00,2022-08-13 16:00:00,,,,,,,,,,,,,,,
2022-08-13 16:00:00,2022-08-13 17:00:00,,,,,,,,,,,,,,,
2022-08-13 17:00:00,2022-08-13 18:00:00,,,,,,,,,,,,,,,
2022-08-13 18:00:00,2022-08-13 19:00:00,,,,,,,,,,,,,,,
2022-08-13 19:00:00,2022-08-13 20:00:00,,,,,,,,,,,,,,,
2022-08-13 20:00:00,2022-08-13 21:00:00,,,,,,,,,,,,,,,
2022-08-13 21:00:00,2022-08-13 22:00:00,,,,,,,,,,,,,,,
2022-08-13 22:00:00,2022-08-13 23:00:00,,,,,,,,,,,,,,,
2022-08-13 23:00:00,2022-08-14 00:00:00,,,,,,,,,,,,,,,
2022-08-14 00:00:00,2022-08-14 01:00:00,,,,,,,,,,,,,,,
2022-08-14 01:00:00,2022-08-14 02:00:00,,,,,,,,,,,,,,,
2022-08-14 02:00:00,2022-08-14 03:00:00,,,,,,,,,,,,,,,
2022-08-14 03:00:00,2022-08-14 04:00:00,,,,,,,,,,,,,,,
2022-08-14 04:00:00,2022-08-14 05:00:00,,,,,,,,,,,,,,,
2022-08-14 05:00:00,2022-08-14 06:00:00,,,,,,,,,,,,,,,
2022-08-14 06:00:00,2022-08-14 07:00:00,,,,,,,,,,,,,,,
2022-08-14 07:00:00,2022-08-14 08:00:00,,,,,,,,,,,,,,,
2022-08-14 08:00:00,2022-08-14 09:00:00,,,,,,,,,,,,,,,
2022-08-14 09:00:00,2022-08-14 10:00:00,,,,,,,,,,,,,,,
2022-08-14 10:00:00,2022-08-14 11:00:00,,,,,,,,,,,,,,,
2022-08-14 11:00:00,2022-08-14 12:00:00,,,,,,,,,,,,,,,
2022-08-14 12:00:00,2022-08-14 13:00:00,,,,,,,,,,,,,,,
2022-08-14 13:00:00,2022-08-14 14:00:00,,,,,,,,,,,,,,,
2022-08-14 14:00:00,2022-08-14 15:00:00,,,,,,,,,,,,,,,
2022-08-14 15:00:00,2022-08-14 16:00:00,,,,,,,,,,,,,,,
2022-08-14 16:00:00,2022-08-14 17:00:00,,,,,,,,,,,,,,,
2022-08-14 17:00:00,2022-08-14 18:00:00,,,,,,,,,,,,,,,
2022-08-14 18:00:00,2022-08-14 19:00:00,,,,,,,,,,,,,,,
2022-08-14 19:00:00,2022-08-14 20:00:00,,,,,,,,,,,,,,,
2022-08-14 20:00:00,2022-08-14 21:00:00,,,,,,,,,,,,,,,
2022-08-14 21:00:00,2022-08-14 22:00:00,,,,,,,,,,,,,,,
2022-08-14 22:00:00,2022-08-14 23:00:00,,,,,,,,,,,,,,,
2022-08-14 23:00:00,2022-08-15 00:00:00,,,,,,,,,,,,,,,
2022-08-15 00:00:00,2022-08-15 01:00:00,,,,,,,,,,,,,,,
2022-08-15 01:00:00,2022-08-15 02:00:00,,,,,,,,,,,,,,,
2022-08-15 02:00:00,2022-08-15 03:00:00,,,,,,,,,,,,,,,
2022-08-15 03:00:00,2022-08-15 04:00:00,,,,,,,,,,,,,,,
2022-08-15 04:00:00,2022-08-15 05:00:00,,,,,,,,,,,,,,,
2022-08-15 05:00:00,2022-08-15 06:00:00,,,,,,,,,,,,,,,
2022-08-15 06:00:00,2022-08-15 07:00:00,,,,,,,,,,,,,,,
2022-08-15 07:00:00,2022-08-15 08:00:00,,,,,,,,,,,,,,,
2022-08-15 08:00:00,2022-08-15 09:00:00,,,,,,,,,,,,,,,
2022-08-15 09:00:00,2022-08-15 10:00:00,,,,,,,,,,,,,,,
2022-08-15 10:00:00,2022-08-15 11:00:00,,,,,,,,,,,,,,,
2022-08-15 11:00:00,2022-08-15 12:00:00,,,,,,,,,,,,,,,
2022-08-15 12:00:00,2022-08-15 13:00:00,,,,,,,,,,,,,,,
2022-08-15 13:00:00,2022-08-15 14:00:00,,,,,,,,,,,,,,,
2022-08-15 14:00:00,2022-08-15 15:00:00,,,,,,,,,,,,,,,
2022-08-15 15:00:00,2022-08-15 16:00:00,,,,,,,,,,,,,,,
2022-08-15 16:00:00,2022-08-15 17:00:00,,,,,,,,,,,,,,,
2022-08-15 17:00:00,2022-08-15 18:00:00,,,,,,,,,,,,,,,
2022-08-15 18:00:00,2022-08-15 19:00:00,,,,,,,,,,,,,,,
2022-08-15 19:00:00,2022-08-15 20:00:00,,,,,,,,,,,,,,,
2022-08-15 20:00:00,2022-08-15 21:00:00,,,,,,,,,,,,,,,
2022-08-15 21:00:00,2022-08-15 22:00:00,,,,,,,,,,,,,,,
2022-08-15 22:00:00,2022-08-15 23:00:00,,,,,,,,,,,,,,,
2022-08-15 23:00:00,2022-08-16 00:00:00,,,,,,,,,,,,,,,
2022-08-16 00:00:00,2022-08-16 01:00:00,,,,,,,,,,,,,,,
2022-08-16 01:00:00,2022-08-16 02:00:00,,,,,,,,,,,,,,,
2022-08-16 02:00:00,2022-08-16 03:00:00,,,,,,,,,,,,,,,
2022-08-16 03:00:00,2022-08-16 04:00:00,,,,,,,,,,,,,,,
2022-08-16 04:00:00,2022-08-16 05:00:00,,,,,,,,,,,,,,,
2022-08-16 05:00:00,2022-08-16 06:00:00,,,,,,,,,,,,,,,
2022-08-16 06:00:00,2022-08-16 07:00:00,,,,,,,,,,,,,,,
2022-08-16 07:00:00,2022-08-16 08:00:00,,,,,,,,,,,,,,,
2022-08-16 08:00:00,2022-08-16 09:00:00,,,,,,,,,,,,,,,
2022-08-16 09:00:00,2022-08-16 10:00:00,,,,,,,,,,,,,,,
2022-08-16 10:00:00,2022-08-16 11:00:00,,,,,,,,,,,,,,,
2022-08-16 11:00:00,2022-08-16 12:00:00,,,,,,,,,,,,,,,
2022-08-16 12:00:00,2022-08-16 13:00:00,,,,,,,,,,,,,,,
2022-08-16 13:00:00,2022-08-16 14:00:00,,,,,,,,,,,,,,,
2022-08-16 14:00:00,2022-08-16 15:00:00,,,,,,,,,,,,,,,
2022-08-16 15:00:00,2022-08-16 16:00:00,,,,,,,,,,,,,,,
2022-08-16 16:00:00,2022-08-16 17:00:00,,,,,,,,,,,,,,,
2022-08-16 17:00:00,2022-08-16 18:00:00,,,,,,,,,,,,,,,
2022-08-16 18:00:00,2022-08-16 19:00:00,,,,,,,,,,,,,,,
2022-08-16 19:00:00,2022-08-16 20:00:00,,,,,,,,,,,,,,,
2022-08-16 20:00:00,2022-08-16 21:00:00,,,,,,,,,,,,,,,
2022-08-16 21:00:00,2022-08-16 22:00:00,,,,,,,,,,,,,,,
2022-08-16 22:00:00,2022-08-16 23:00:00,,,,,,,,,,,,,,,
2022-08-16 23:00:00,2022-08-17 00:00:00,,,,,,,,,,,,,,,
2022-08-17 00:00:00,2022-08-17 01:00:00,,,,,,,,,,,,,,,
2022-08-17 01:00:00,2022-08-17 02:00:00,,,,,,,,,,,,,,,
2022-08-17 02:00:00,2022-08-17 03:00:00,,,,,,,,,,,,,,,
2022-08-17 03:00:00,2022-08-17 04:00:00,,,,,,,,,,,,,,,
2022-08-17 04:00:00,2022-08-17 05:00:00,,,,,,,,,,,,,,,
2022-08-17 05:00:00,2022-08-17 06:00:00,,,,,,,,,,,,,,,
2022-08-17 06:00:00,2022-08-17 07:00:00,,,,,,,,,,,,,,,
2022-08-17 07:00:00,2022-08-17 08:00:00,,,,,,,,,,,,,,,
2022-08-17 08:00:00,2022-08-17 09:00:00,,,,,,,,,,,,,,,
2022-08-17 09:00:00,2022-08-17 10:00:00,,,,,,,,,,,,,,,
2022-08-17 10:00:00,2022-08-17 11:00:00,,,,,,,,,,,,,,,
2022-08-17 11:00:00,2022-08-17 12:00:00,,,,,,,,,,,,,,,
2022-08-17 12:00:00,2022-08-17 13:00:00,,,,,,,,,,,,,,,
2022-08-17 13:00:00,2022-08-17 14:00:00,,,,,,,,,,,,,,,
2022-08-17 14:00:00,2022-08-17 15:00:00,,,,,,,,,,,,,,,
2022-08-17 15:00:00,2022-08-17 16:00:00,,,,,,,,,,,,,,,
2022-08-17 16:00:00,2022-08-17 17:00:00,,,,,,,,,,,,,,,
2022-08-17 17:00:00,2022-08-17 18:00:00,,,,,,,,,,,,,,,
2022-08-17 18:00:00,2022-08-17 19:00:00,,,,,,,,,,,,,,,
2022-08-17 19:00:00,2022-08-17 20:00:00,,,,,,,,,,,,,,,
2022-08-17 20:00:00,2022-08-17 21:00:00,,,,,,,,,,,,,,,
2022-08-17 21:00:00,2022-08-17 22:00:00,,,,,,,,,,,,,,,
2022-08-17 22:00:00,2022-08-17 23:00:00,,,,,,,,,,,,,,,
2022-08-17 23:00:00,2022-08-18 00:00:00,,,,,,,,,,,,,,,
2022-08-18 00:00:00,2022-08-18 01:00:00,,,,,,,,,,,,,,,
2022-08-18 01:00:00,2022-08-18 02:00:00,,,,,,,,,,,,,,,
2022-08-18 02:00:00,2022-08-18 03:00:00,,,,,,,,,,,,,,,
2022-08-18 03:00:00,2022-08-18 04:00:00,,,,,,,,,,,,,,,
2022-08-18 04:00:00,2022-08-18 05:00:00,,,,,,,,,,,,,,,
2022-08-18 05:00:00,2022-08-18 06:00:00,,,,,,,,,,,,,,,
2022-08-18 06:00:00,2022-08-18 07:00:00,,,,,,,,,,,,,,,
2022-08-18 07:00:00,2022-08-18 08:00:00,,,,,,,,,,,,,,,
2022-08-18 08:00:00,2022-08-18 09:00:00,,,,,,,,,,,,,,,
2022-08-18 09:00:00,2022-08-18 10:00:00,,,,,,,,,,,,,,,
2022-08-18 10:00:00,2022-08-18 11:00:00,,,,,,,,,,,,,,,
2022-08-18 11:00:00,2022-08-18 12:00:00,,,,,,,,,,,,,,,
2022-08-18 12:00:00,2022-08-18 13:00:00,,,,,,,,,,,,,,,
2022-08-18 13:00:00,2022-08-18 14:00:00,,,,,,,,,,,,,,,
2022-08-18 14:00:00,2022-08-18 15:00:00,4.25,,10.95,19.18,30.13,2.3,10.97,0.28,,,,,,,
2022-08-18 15:00:00,2022-08-18 16:00:00,3.23,,10.92,19.96,30.88,1.98,0.28,0.32,,,,,,,
2022-08-18 16:00:00,2022-08-18 17:00:00,13.86,29.15,10.88,19.94,30.83,1.99,2.2,0.48,,,,,,,
2022-08-18 17:00:00,2022-08-18 18:00:00,14.8,,11.04,20.15,31.19,2.02,2.05,0.64,,,,,,,
2022-08-18 18:00:00,2022-08-18 19:00:00,8.35,,11.04,20.07,31.11,2.02,,0.44,,,,,,,
2022-08-18 19:00:00,2022-08-18 20:00:00,4.87,,10.96,20.02,30.98,2.0,,0.46,,,,,,,
2022-08-18 20:00:00,2022-08-18 21:00:00,5.91,,11.0,20.08,31.08,2.0,,0.6,,,,,,,
2022-08-18 21:00:00,2022-08-18 22:00:00,5.42,,10.98,20.03,31.01,1.98,,0.4,,,,,,,
2022-08-18 22:00:00,2022-08-18 23:00:00,3.61,,10.96,20.02,30.97,1.97,0.05,0.33,,,,,,,
2022-08-18 23:00:00,2022-08-19 00:00:00,8.31,,10.9,19.96,30.86,1.87,0.02,0.26,,,,,,,
2022-08-19 00:00:00,2022-08-19 01:00:00,9.52,,10.88,19.85,30.73,1.99,,0.17,,,,,,,
2022-08-19 01:00:00,2022-08-19 02:00:00,5.9,,10.9,19.98,30.88,1.99,,0.2,,,,,,,
2022-08-19 02:00:00,2022-08-19 03:00:00,4.16,,10.96,19.98,30.94,2.01,,0.22,,,,,,,
2022-08-19 03:00:00,2022-08-19 04:00:00,2.8,,10.96,20.07,31.04,2.0,,0.2,,,,,,,
2022-08-19 04:00:00,2022-08-19 05:00:00,3.38,,10.97,19.86,30.84,2.0,,0.17,,,,,,,
2022-08-19 05:00:00,2022-08-19 06:00:00,2.69,,11.16,20.28,31.44,2.06,0.03,0.16,,,,,,,
2022-08-19 06:00:00,2022-08-19 07:00:00,3.11,,10.9,19.98,30.88,1.98,,0.12,,,,,,,
2022-08-19 07:00:00,2022-08-19 08:00:00,4.61,,11.06,20.23,31.29,2.0,,0.25,,,,,,,
2022-08-19 08:00:00,2022-08-19 09:00:00,3.4,,11.02,20.1,31.12,1.99,,0.22,,,,,,,
2022-08-19 09:00:00,2022-08-19 10:00:00,3.33,,10.98,19.96,30.94,2.02,,0.21,,,,,,,
2022-08-19 10:00:00,2022-08-19 11:00:00,2.39,,11.05,20.1,31.16,2.0,,0.18,,,,,,,
2022-08-19 11:00:00,2022-08-19 12:00:00,1.9,,10.95,19.95,30.91,1.99,,0.27,,,,,,,
2022-08-19 12:00:00,2022-08-19 13:00:00,2.21,,10.91,19.98,30.89,1.99,,0.39,,,,,,,
2022-08-19 13:00:00,2022-08-19 14:00:00,6.29,,10.98,20.04,31.02,1.98,,0.38,,,,,,,
2022-08-19 14:00:00,2022-08-19 15:00:00,3.66,,10.98,19.92,30.91,2.05,,0.41,,,,,,,
2022-08-19 15:00:00,2022-08-19 16:00:00,4.76,,10.98,20.02,31.0,2.01,0.07,0.43,,,,,,,
2022-08-19 16:00:00,2022-08-19 17:00:00,3.31,,11.04,20.1,31.14,2.01,0.01,0.43,,,,,,,
2022-08-19 17:00:00,2022-08-19 18:00:00,2.35,,,,,,,0.41,,,,,,,
2022-08-19 18:00:00,2022-08-19 19:00:00,1.88,,,,,,0.04,0.42,,,,,,,
2022-08-19 19:00:00,2022-08-19 20:00:00,5.94,,,,,,0.08,0.4,,,,,,,
2022-08-19 20:00:00,2022-08-19 21:00:00,3.94,,,,,,0.13,0.48,,,,,,,
2022-08-19 21:00:00,2022-08-19 22:00:00,6.55,,,,,,0.05,0.38,,,,,,,
2022-08-19 22:00:00,2022-08-19 23:00:00,4.12,,,,,,0.1,0.39,,,,,,,
2022-08-19 23:00:00,2022-08-20 00:00:00,2.77,,,,,,0.07,0.35,,,,,,,
2022-08-20 00:00:00,2022-08-20 01:00:00,2.08,,,,,,0.12,0.32,,,,,,,
2022-08-20 01:00:00,2022-08-20 02:00:00,2.03,,,,,,0.12,0.33,,,,,,,
2022-08-20 02:00:00,2022-08-20 03:00:00,2.11,,,,,,0.03,0.34,,,,,,,
2022-08-20 03:00:00,2022-08-20 04:00:00,1.99,,,,,,0.21,0.35,,,,,,,
2022-08-20 04:00:00,2022-08-20 05:00:00,3.48,,,,,,0.06,0.36,,,,,,,
2022-08-20 05:00:00,2022-08-20 06:00:00,2.51,,,,,,0.03,0.38,,,,,,,
2022-08-20 06:00:00,2022-08-20 07:00:00,2.3,,,,,,0.07,0.38,,,,,,,
2022-08-20 07:00:00,2022-08-20 08:00:00,2.32,,,,,,0.12,0.37,,,,,,,
2022-08-20 08:00:00,2022-08-20 09:00:00,3.83,,,,,,0.01,0.36,,,,,,,
2022-08-20 09:00:00,2022-08-20 10:00:00,4.16,,,,,,0.06,0.39,,,,,,,
2022-08-20 10:00:00,2022-08-20 11:00:00,3.39,,,,,,0.08,0.38,,,,,,,
2022-08-20 11:00:00,2022-08-20 12:00:00,2.42,,,,,,0.06,0.46,,,,,,,
2022-08-20 12:00:00,2022-08-20 13:00:00,1.91,,,,,,,0.48,,,,,,,
2022-08-20 13:00:00,2022-08-20 14:00:00,2.67,,,,,,,0.51,,,,,,,
2022-08-20 14:00:00,2022-08-20 15:00:00,2.43,,,,,,0.04,0.51,,,,,,,
2022-08-20 15:00:00,2022-08-20 16:00:00,1.93,,,,,,0.13,0.46,,,,,,,
2022-08-20 16:00:00,2022-08-20 17:00:00,4.64,,,,,,0.04,0.47,,,,,,,
2022-08-20 17:00:00,2022-08-20 18:00:00,3.5,,,,,,0.08,0.46,,,,,,,
2022-08-20 18:00:00,2022-08-20 19:00:00,2.46,,,,,,0.17,0.47,,,,,,,
2022-08-20 19:00:00,2022-08-20 20:00:00,1.93,,,,,,0.11,0.52,,,,,,,
2022-08-20 20:00:00,2022-08-20 21:00:00,1.67,,,,,,0.23,0.54,,,,,,,
2022-08-20 21:00:00,2022-08-20 22:00:00,1.78,,,,,,0.27,0.47,,,,,,,
2022-08-20 22:00:00,2022-08-20 23:00:00,1.65,,,,,,0.14,0.39,,,,,,,
2022-08-20 23:00:00,2022-08-21 00:00:00,4.95,,,,,,0.23,0.42,,,,,,,
2022-08-21 00:00:00,2022-08-21 01:00:00,3.52,,,,,,0.12,0.41,,,,,,,
2022-08-21 01:00:00,2022-08-21 02:00:00,2.57,,,,,,0.07,0.42,,,,,,,
2022-08-21 02:00:00,2022-08-21 03:00:00,1.99,,,,,,0.09,0.42,,,,,,,
2022-08-21 03:00:00,2022-08-21 04:00:00,1.69,,,,,,0.15,0.4,,,,,,,
2022-08-21 04:00:00,2022-08-21 05:00:00,4.62,,,,,,0.04,0.33,,,,,,,
2022-08-21 05:00:00,2022-08-21 06:00:00,3.79,,,,,,0.09,0.29,,,,,,,
2022-08-21 06:00:00,2022-08-21 07:00:00,5.54,,,,,,0.11,0.34,,,,,,,
2022-08-21 07:00:00,2022-08-21 08:00:00,3.9,,,,,,0.07,0.34,,,,,,,
2022-08-21 08:00:00,2022-08-21 09:00:00,3.08,,,,,,0.12,0.36,,,,,,,
2022-08-21 09:00:00,2022-08-21 10:00:00,2.42,,,,,,0.1,0.38,,,,,,,
2022-08-21 10:00:00,2022-08-21 11:00:00,1.97,,,,,,0.17,0.4,,,,,,,
2022-08-21 11:00:00,2022-08-21 12:00:00,3.41,,,,,,0.14,0.35,,,,,,,
2022-08-21 12:00:00,2022-08-21 13:00:00,4.84,,,,,,0.03,0.35,,,,,,,
2022-08-21 13:00:00,2022-08-21 14:00:00,,,,,,,,,,,,,,,
2022-08-21 14:00:00,2022-08-21 15:00:00,,,,,,,,,,,,,,,
2022-08-21 15:00:00,2022-08-21 16:00:00,,,,,,,,,,,,,,,
2022-08-21 16:00:00,2022-08-21 17:00:00,,,,,,,,,,,,,,,
2022-08-21 17:00:00,2022-08-21 18:00:00,,,,,,,,,,,,,,,
2022-08-21 18:00:00,2022-08-21 19:00:00,,,,,,,,,,,,,,,
2022-08-21 19:00:00,2022-08-21 20:00:00,,,,,,,,,,,,,,,
2022-08-21 20:00:00,2022-08-21 21:00:00,,,,,,,,,,,,,,,
2022-08-21 21:00:00,2022-08-21 22:00:00,,,,,,,,,,,,,,,
2022-08-21 22:00:00,2022-08-21 23:00:00,,,,,,,,,,,,,,,
2022-08-21 23:00:00,2022-08-22 00:00:00,,,,,,,,,,,,,,,
2022-08-22 00:00:00,2022-08-22 01:00:00,,,,,,,,,,,,,,,
2022-08-22 01:00:00,2022-08-22 02:00:00,,,,,,,,,,,,,,,
2022-08-22 02:00:00,2022-08-22 03:00:00,,,,,,,,,,,,,,,
2022-08-22 03:00:00,2022-08-22 04:00:00,,,,,,,,,,,,,,,
2022-08-22 04:00:00,2022-08-22 05:00:00,,,,,,,,,,,,,,,
2022-08-22 05:00:00,2022-08-22 06:00:00,,,,,,,,,,,,,,,
2022-08-22 06:00:00,2022-08-22 07:00:00,,,,,,,,,,,,,,,
2022-08-22 07:00:00,2022-08-22 08:00:00,,,,,,,,,,,,,,,
2022-08-22 08:00:00,2022-08-22 09:00:00,,,,,,,,,,,,,,,
2022-08-22 09:00:00,2022-08-22 10:00:00,,,,,,,,,,,,,,,
2022-08-22 10:00:00,2022-08-22 11:00:00,,,,,,,,,,,,,,,
2022-08-22 11:00:00,2022-08-22 12:00:00,,,,,,,,,,,,,,,
2022-08-22 12:00:00,2022-08-22 13:00:00,,,,,,,,,,,,,,,
2022-08-22 13:00:00,2022-08-22 14:00:00,,,,,,,,,,,,,,,
2022-08-22 14:00:00,2022-08-22 15:00:00,,,,,,,,,,,,,,,
2022-08-22 15:00:00,2022-08-22 16:00:00,,,,,,,,,,,,,,,
2022-08-22 16:00:00,2022-08-22 17:00:00,,,,,,,,,,,,,,,
2022-08-22 17:00:00,2022-08-22 18:00:00,,,,,,,,,,,,,,,
2022-08-22 18:00:00,2022-08-22 19:00:00,,,,,,,,,,,,,,,
2022-08-22 19:00:00,2022-08-22 20:00:00,,,,,,,,,,,,,,,
2022-08-22 20:00:00,2022-08-22 21:00:00,,,,,,,,,,,,,,,
2022-08-22 21:00:00,2022-08-22 22:00:00,,,,,,,,,,,,,,,
2022-08-22 22:00:00,2022-08-22 23:00:00,,,,,,,,,,,,,,,
2022-08-22 23:00:00,2022-08-23 00:00:00,,,,,,,,,,,,,,,
2022-08-23 00:00:00,2022-08-23 01:00:00,,,,,,,,,,,,,,,
2022-08-23 01:00:00,2022-08-23 02:00:00,,,,,,,,,,,,,,,
2022-08-23 02:00:00,2022-08-23 03:00:00,,,,,,,,,,,,,,,
2022-08-23 03:00:00,2022-08-23 04:00:00,,,,,,,,,,,,,,,
2022-08-23 04:00:00,2022-08-23 05:00:00,,,,,,,,,,,,,,,
2022-08-23 05:00:00,2022-08-23 06:00:00,,,,,,,,,,,,,,,
2022-08-23 06:00:00,2022-08-23 07:00:00,,,,,,,,,,,,,,,
2022-08-23 07:00:00,2022-08-23 08:00:00,,,,,,,,,,,,,,,
2022-08-23 08:00:00,2022-08-23 09:00:00,,,,,,,,,,,,,,,
2022-08-23 09:00:00,2022-08-23 10:00:00,,,,,,,,,,,,,,,
2022-08-23 10:00:00,2022-08-23 11:00:00,,,,,,,,,,,,,,,
2022-08-23 11:00:00,2022-08-23 12:00:00,,,,,,,,,,,,,,,
2022-08-23 12:00:00,2022-08-23 13:00:00,,,,,,,,,,,,,,,
2022-08-23 13:00:00,2022-08-23 14:00:00,,,,,,,,,,,,,,,
2022-08-23 14:00:00,2022-08-23 15:00:00,,,,,,,,,,,,,,,
2022-08-23 15:00:00,2022-08-23 16:00:00,,,,,,,,,,,,,,,
2022-08-23 16:00:00,2022-08-23 17:00:00,,,,,,,,,,,,,,,
2022-08-23 17:00:00,2022-08-23 18:00:00,,,,,,,,,,,,,,,
2022-08-23 18:00:00,2022-08-23 19:00:00,,,,,,,,,,,,,,,
2022-08-23 19:00:00,2022-08-23 20:00:00,,,,,,,,,,,,,,,
2022-08-23 20:00:00,2022-08-23 21:00:00,,,,,,,,,,,,,,,
2022-08-23 21:00:00,2022-08-23 22:00:00,,,,,,,,,,,,,,,
2022-08-23 22:00:00,2022-08-23 23:00:00,,,,,,,,,,,,,,,
2022-08-23 23:00:00,2022-08-24 00:00:00,,,,,,,,,,,,,,,
2022-08-24 00:00:00,2022-08-24 01:00:00,,,,,,,,,,,,,,,
2022-08-24 01:00:00,2022-08-24 02:00:00,,,,,,,,,,,,,,,
2022-08-24 02:00:00,2022-08-24 03:00:00,,,,,,,,,,,,,,,
2022-08-24 03:00:00,2022-08-24 04:00:00,,,,,,,,,,,,,,,
2022-08-24 04:00:00,2022-08-24 05:00:00,,,,,,,,,,,,,,,
2022-08-24 05:00:00,2022-08-24 06:00:00,,,,,,,,,,,,,,,
2022-08-24 06:00:00,2022-08-24 07:00:00,,,,,,,,,,,,,,,
2022-08-24 07:00:00,2022-08-24 08:00:00,,,,,,,,,,,,,,,
2022-08-24 08:00:00,2022-08-24 09:00:00,,,,,,,,,,,,,,,
2022-08-24 09:00:00,2022-08-24 10:00:00,,,,,,,,,,,,,,,
2022-08-24 10:00:00,2022-08-24 11:00:00,,,,,,,,,,,,,,,
2022-08-24 11:00:00,2022-08-24 12:00:00,,,,,,,,,,,,,,,
2022-08-24 12:00:00,2022-08-24 13:00:00,,,,,,,,,,,,,,,
2022-08-24 13:00:00,2022-08-24 14:00:00,,,,,,,,,,,,,,,
2022-08-24 14:00:00,2022-08-24 15:00:00,,,,,,,,,,,,,,,
2022-08-24 15:00:00,2022-08-24 16:00:00,,,,,,,,,,,,,,,
2022-08-24 16:00:00,2022-08-24 17:00:00,,,,,,,,,,,,,,,
2022-08-24 17:00:00,2022-08-24 18:00:00,,,,,,,,,,,,,,,
2022-08-24 18:00:00,2022-08-24 19:00:00,,,,,,,,,,,,,,,
2022-08-24 19:00:00,2022-08-24 20:00:00,,,,,,,,,,,,,,,
2022-08-24 20:00:00,2022-08-24 21:00:00,,,,,,,,,,,,,,,
2022-08-24 21:00:00,2022-08-24 22:00:00,,,,,,,,,,,,,,,
2022-08-24 22:00:00,2022-08-24 23:00:00,,,,,,,,,,,,,,,
2022-08-24 23:00:00,2022-08-25 00:00:00,,,,,,,,,,,,,,,
2022-08-25 00:00:00,2022-08-25 01:00:00,,,,,,,,,,,,,,,
