From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (),RH (%),WS (m/s),WD (degree),SR (W/mt2),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2022-10-22 03:00:00,2022-10-22 04:00:00,233.0,362.0,0.47,18.3,10.1,20.93,17.6,0.77,4.3,0.73,0.9,3.6,9.1,,31.43,94.33,0.5,178.33,6.0,,2.47,0.0,11.33
2022-10-22 04:00:00,2022-10-22 05:00:00,,,1.47,14.4,7.47,25.57,17.55,0.51,6.55,0.65,0.95,3.4,8.55,,30.55,95.0,0.42,279.75,5.75,,2.65,0.0,10.78
2022-10-22 05:00:00,2022-10-22 06:00:00,,,0.53,13.1,7.4,22.25,17.35,0.76,4.2,0.62,1.85,3.38,8.67,,29.27,95.25,0.2,154.0,8.0,,2.2,0.0,10.5
2022-10-22 06:00:00,2022-10-22 07:00:00,146.5,295.0,0.6,19.88,11.07,22.02,17.23,0.76,6.53,0.6,1.3,3.05,8.15,,29.15,95.0,0.2,293.75,29.5,,2.02,0.0,11.38
2022-10-22 07:00:00,2022-10-22 08:00:00,188.75,352.5,0.4,11.53,6.45,20.98,17.17,0.75,25.2,0.65,1.5,2.45,7.0,,29.15,84.0,0.65,326.75,66.75,,1.92,0.0,15.05
2022-10-22 08:00:00,2022-10-22 09:00:00,176.5,292.75,0.47,8.1,4.7,17.27,17.1,0.74,34.9,0.53,0.93,2.5,7.17,,29.72,71.25,0.9,324.75,77.5,,1.75,0.0,19.52
2022-10-22 09:00:00,2022-10-22 10:00:00,115.5,168.75,0.45,8.25,4.75,15.57,17.15,0.74,43.43,0.5,1.18,3.03,8.2,,31.18,61.25,0.75,300.25,98.0,,2.23,0.0,23.6
2022-10-22 10:00:00,2022-10-22 11:00:00,96.75,148.0,0.43,7.7,4.47,19.12,17.1,0.74,49.67,0.43,1.05,3.32,8.8,,31.32,52.25,0.7,258.75,115.0,,2.6,0.0,26.48
2022-10-22 11:00:00,2022-10-22 12:00:00,86.25,131.25,0.43,6.57,3.85,21.33,17.1,0.74,56.33,0.4,0.88,3.33,8.8,,31.3,47.75,0.82,222.25,120.5,,2.6,0.0,27.73
2022-10-22 12:00:00,2022-10-22 13:00:00,88.0,136.0,0.38,6.0,3.52,24.05,17.05,0.74,60.38,0.35,0.78,3.25,8.55,,30.55,41.75,0.7,205.25,111.25,,2.38,0.0,29.52
2022-10-22 13:00:00,2022-10-22 14:00:00,61.0,102.75,0.43,5.22,3.15,22.2,17.0,0.74,64.7,0.3,0.67,3.28,8.62,,29.05,39.0,0.73,247.25,90.5,,2.5,0.0,30.32
2022-10-22 14:00:00,2022-10-22 15:00:00,59.75,84.75,0.78,4.97,3.27,23.35,16.98,0.74,72.95,0.3,0.6,3.2,8.6,,28.95,35.0,0.57,179.75,60.25,,2.35,0.0,30.85
2022-10-22 15:00:00,2022-10-22 16:00:00,56.0,88.0,0.57,5.65,2.92,22.15,12.2,0.54,73.42,0.25,0.6,3.2,8.55,,28.98,37.0,0.38,195.75,32.0,,2.3,0.0,30.38
2022-10-22 16:00:00,2022-10-22 17:00:00,,,0.78,9.88,5.88,21.43,22.4,0.98,65.3,0.28,0.72,2.88,7.83,,29.85,51.0,0.57,147.0,10.0,,1.77,0.0,25.6
2022-10-22 17:00:00,2022-10-22 18:00:00,101.0,244.0,0.4,15.8,8.7,15.47,22.87,1.0,27.65,0.38,1.15,3.2,8.65,,31.25,61.5,0.15,204.25,5.0,,2.33,0.0,20.7
2022-10-22 18:00:00,2022-10-22 19:00:00,104.0,323.0,0.85,23.13,12.37,22.15,18.87,0.83,7.05,0.4,0.9,3.6,9.5,,31.3,73.75,0.15,182.75,5.25,,2.5,0.0,18.0
2022-10-22 19:00:00,2022-10-22 20:00:00,,,0.57,19.37,10.77,22.43,22.77,1.0,16.03,0.47,0.77,3.6,9.43,,31.27,73.0,0.27,189.67,5.0,,2.6,0.0,17.07
2022-10-22 20:00:00,2022-10-22 21:00:00,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22 21:00:00,2022-10-22 22:00:00,,,,,0.0,,,,1.7,,,,,,30.5,77.0,0.3,174.0,6.0,,,0.0,15.2
2022-10-22 22:00:00,2022-10-22 23:00:00,,,0.85,14.65,8.5,12.05,20.2,0.89,20.7,0.35,0.25,2.3,6.2,,29.77,78.0,0.27,170.67,5.0,,1.8,0.0,14.33
2022-10-22 23:00:00,2022-10-23 00:00:00,,,0.5,13.8,7.4,11.8,,,6.1,,,,,,29.8,81.5,0.15,187.0,6.0,,,0.0,13.15
2022-10-23 00:00:00,2022-10-23 01:00:00,,,0.62,16.5,9.27,17.15,22.7,0.99,13.55,0.4,0.83,2.92,7.95,,29.48,83.25,0.25,165.25,5.75,,2.12,0.0,12.43
2022-10-23 01:00:00,2022-10-23 02:00:00,174.75,266.0,0.4,13.72,7.65,15.8,22.6,0.98,16.22,0.43,1.02,2.9,7.97,,30.63,81.75,0.28,167.75,5.5,,2.0,0.0,12.27
2022-10-23 02:00:00,2022-10-23 03:00:00,159.5,227.25,0.35,13.4,7.4,21.3,22.55,0.98,14.3,0.4,1.0,3.05,8.25,,31.35,83.25,0.32,160.75,6.0,,2.42,0.0,11.6
2022-10-23 03:00:00,2022-10-23 04:00:00,154.25,216.0,0.47,11.1,6.28,20.0,22.5,0.98,17.65,0.4,1.0,3.15,8.4,,31.33,82.75,0.32,157.75,6.0,,2.35,0.0,11.3
2022-10-23 04:00:00,2022-10-23 05:00:00,149.0,206.0,0.5,11.53,6.55,22.47,22.42,0.98,16.25,0.4,0.97,3.17,8.47,,31.3,83.25,0.4,175.0,6.0,,2.42,0.0,11.02
2022-10-23 05:00:00,2022-10-23 06:00:00,138.25,201.25,0.43,11.6,6.53,27.0,22.4,0.97,17.77,0.4,0.9,3.1,8.32,,29.78,81.75,0.7,143.5,7.25,,2.5,0.0,11.25
2022-10-23 06:00:00,2022-10-23 07:00:00,138.75,212.5,0.68,14.8,8.4,21.18,22.3,0.97,19.68,0.43,0.93,2.7,7.6,,29.25,79.0,0.33,170.75,29.5,,1.93,0.0,12.9
2022-10-23 07:00:00,2022-10-23 08:00:00,155.25,245.25,0.55,10.05,5.8,21.53,22.3,0.97,41.53,0.55,1.07,2.38,7.08,,29.27,74.25,0.62,153.75,39.5,,1.65,0.0,16.48
2022-10-23 08:00:00,2022-10-23 09:00:00,163.0,251.5,0.5,7.1,4.17,20.0,22.23,0.97,53.0,0.45,1.2,2.3,6.8,,29.12,52.75,0.85,169.5,66.75,,1.4,0.0,21.98
2022-10-23 09:00:00,2022-10-23 10:00:00,95.5,143.25,0.8,5.45,3.5,16.73,22.3,0.97,55.9,0.4,1.0,2.48,7.2,,30.75,41.75,0.88,218.75,102.25,,1.8,0.0,26.03
2022-10-23 10:00:00,2022-10-23 11:00:00,73.75,108.0,0.7,5.58,3.52,19.45,22.25,0.97,55.33,0.35,0.88,2.6,7.52,,31.2,35.25,0.93,212.25,120.75,,2.0,0.0,28.77
2022-10-23 11:00:00,2022-10-23 12:00:00,56.5,104.5,0.53,5.57,3.4,22.9,22.2,0.97,57.0,0.3,0.75,2.8,7.85,,31.33,31.75,1.27,217.75,126.25,,1.93,0.0,30.77
2022-10-23 12:00:00,2022-10-23 13:00:00,43.0,95.75,0.5,5.2,3.15,19.48,22.2,0.97,59.75,0.3,0.6,2.6,7.55,,31.18,29.75,1.12,207.25,117.25,,1.95,0.0,32.38
2022-10-23 13:00:00,2022-10-23 14:00:00,37.0,70.0,0.55,5.03,3.12,27.97,22.2,0.97,62.98,0.2,0.53,2.52,7.35,,29.7,28.0,1.12,218.75,97.75,,1.75,0.0,33.05
2022-10-23 14:00:00,2022-10-23 15:00:00,36.5,72.75,0.43,4.8,2.9,20.65,22.1,0.96,69.78,0.2,0.5,2.6,7.57,,29.1,27.5,0.77,238.5,69.5,,1.8,0.0,33.5
2022-10-23 15:00:00,2022-10-23 16:00:00,33.0,69.0,0.47,5.72,3.42,21.07,22.1,0.96,73.07,0.2,0.5,2.67,7.73,,29.1,29.0,0.65,211.25,38.75,,1.97,0.0,32.88
2022-10-23 16:00:00,2022-10-23 17:00:00,29.25,82.0,0.62,9.3,5.42,21.67,22.1,0.96,57.67,0.2,0.55,2.7,7.8,,29.18,40.75,0.3,189.5,12.25,,1.8,0.0,28.23
2022-10-23 17:00:00,2022-10-23 18:00:00,57.5,132.75,0.3,13.62,7.35,19.25,22.12,0.96,28.75,0.28,0.7,2.85,8.03,,30.8,57.5,0.1,245.33,5.0,,2.15,0.0,21.55
2022-10-23 18:00:00,2022-10-23 19:00:00,231.5,347.5,0.55,19.85,11.02,21.33,22.12,0.97,11.78,0.57,1.4,3.48,8.72,,31.4,70.75,0.15,276.5,5.5,,2.48,0.0,17.9
2022-10-23 19:00:00,2022-10-23 20:00:00,556.75,754.5,0.57,26.2,14.43,21.5,22.1,0.97,7.97,0.65,0.97,3.55,9.03,,31.45,75.0,0.22,175.75,5.75,,2.92,0.0,16.2
2022-10-23 20:00:00,2022-10-23 21:00:00,404.0,566.5,0.33,45.4,24.45,22.85,22.1,0.96,5.85,0.72,0.9,3.73,9.52,,31.42,78.75,0.25,182.25,5.75,,2.92,0.0,15.2
2022-10-23 21:00:00,2022-10-23 22:00:00,387.75,598.0,0.53,40.58,22.0,29.0,22.1,0.96,4.92,0.73,0.25,3.75,9.75,,29.75,82.75,0.17,223.0,5.5,,2.85,0.0,14.0
2022-10-23 22:00:00,2022-10-23 23:00:00,301.75,506.0,0.57,26.82,14.75,20.7,21.92,0.96,6.72,0.7,1.67,3.52,9.0,,29.3,84.0,0.3,180.0,5.75,,2.25,0.0,13.18
2022-10-23 23:00:00,2022-10-24 00:00:00,298.5,446.5,0.5,22.35,12.27,21.67,22.1,0.96,6.08,0.7,1.05,3.2,8.38,,29.3,83.25,0.17,212.25,6.0,,2.3,0.0,12.43
2022-10-24 00:00:00,2022-10-24 01:00:00,290.5,416.0,0.55,18.38,10.23,22.05,22.9,1.0,7.17,0.7,1.18,3.05,8.05,,29.27,83.75,0.38,165.0,6.0,,2.02,0.0,12.3
2022-10-24 01:00:00,2022-10-24 02:00:00,281.75,402.5,0.57,15.8,8.85,15.7,22.9,1.01,6.5,0.7,1.15,3.0,7.93,,31.02,83.0,0.47,153.25,6.0,,1.92,0.0,12.32
2022-10-24 02:00:00,2022-10-24 03:00:00,251.25,344.25,0.57,13.6,7.67,20.98,22.9,1.0,8.0,0.67,1.12,3.05,8.1,,31.42,85.0,0.2,175.25,6.0,,2.48,0.0,11.35
2022-10-24 03:00:00,2022-10-24 04:00:00,225.25,293.5,0.47,12.97,7.3,21.68,22.9,1.0,6.5,0.6,0.7,3.28,8.5,,31.38,87.5,0.25,175.0,6.0,,2.1,0.0,10.45
2022-10-24 04:00:00,2022-10-24 05:00:00,211.75,259.75,0.53,12.18,6.88,20.48,22.9,1.0,5.62,0.6,1.37,3.3,8.55,,31.4,88.0,0.22,211.5,6.0,,2.65,0.0,10.15
2022-10-24 05:00:00,2022-10-24 06:00:00,203.25,279.75,0.65,13.38,7.65,26.0,22.87,1.0,4.53,0.6,1.28,3.27,8.55,,29.92,89.5,0.28,167.5,7.0,,2.47,0.0,9.95
2022-10-24 06:00:00,2022-10-24 07:00:00,184.5,260.25,0.57,12.88,7.33,21.15,22.8,1.0,9.98,0.55,1.17,2.87,7.87,,29.52,88.75,0.27,211.25,22.75,,2.08,0.0,11.5
2022-10-24 07:00:00,2022-10-24 08:00:00,182.0,262.0,0.57,8.88,5.15,21.93,22.8,1.0,29.53,0.55,1.1,2.48,6.97,,29.5,76.5,0.65,317.25,51.0,,1.65,0.0,16.45
2022-10-24 08:00:00,2022-10-24 09:00:00,202.0,276.0,0.6,6.85,2.45,23.4,22.8,1.0,18.3,0.6,1.0,2.3,6.8,,29.53,69.33,1.23,318.33,62.67,,1.5,0.0,20.23
2022-10-24 09:00:00,2022-10-24 10:00:00,91.0,,0.9,7.35,4.6,17.07,22.75,1.0,37.38,0.45,0.72,2.85,7.67,,30.8,67.5,1.27,324.5,97.5,,2.33,0.0,22.72
2022-10-24 10:00:00,2022-10-24 11:00:00,91.0,140.0,0.4,6.9,4.0,18.77,22.7,0.99,39.3,0.4,0.9,3.2,8.43,,31.33,64.0,0.97,290.33,106.67,,2.03,0.0,25.43
2022-10-24 11:00:00,2022-10-24 12:00:00,,,1.0,4.3,3.1,11.6,,0.0,12.6,,,,,,31.2,60.0,1.25,311.5,118.0,,,0.0,27.55
2022-10-24 12:00:00,2022-10-24 13:00:00,,,1.07,5.3,3.67,11.88,22.7,0.99,40.35,0.3,0.6,3.45,5.15,,31.22,56.0,1.35,308.0,111.75,,2.1,0.0,28.55
2022-10-24 13:00:00,2022-10-24 14:00:00,38.25,74.5,0.47,5.42,3.25,28.35,20.75,0.91,46.1,0.3,0.57,3.85,6.25,,29.42,52.5,1.38,305.0,88.0,,2.38,0.0,29.02
2022-10-24 14:00:00,2022-10-24 15:00:00,32.25,83.0,0.43,5.15,3.1,18.52,20.3,0.89,59.15,0.25,0.47,2.8,7.92,,28.87,54.75,1.07,280.5,47.5,,2.0,0.0,28.62
2022-10-24 15:00:00,2022-10-24 16:00:00,,,1.43,4.57,3.63,22.3,20.7,0.9,65.07,0.2,0.35,2.1,6.2,,29.03,55.67,1.07,302.67,23.0,,1.55,0.0,26.6
2022-10-24 16:00:00,2022-10-24 17:00:00,,,0.45,4.88,2.92,21.3,13.25,0.57,66.5,0.2,0.45,2.7,7.55,,29.0,59.0,0.65,303.0,9.75,,2.0,0.0,24.48
2022-10-24 17:00:00,2022-10-24 18:00:00,48.0,102.0,0.47,6.25,3.68,16.97,9.6,0.41,67.15,0.25,0.47,2.38,7.05,,30.88,65.5,1.35,254.75,4.0,,1.85,0.0,20.2
2022-10-24 18:00:00,2022-10-24 19:00:00,97.25,171.5,0.35,8.72,4.92,22.88,9.95,0.43,53.05,0.4,0.62,2.95,7.97,,31.33,67.5,0.82,323.25,4.25,,2.12,0.0,17.67
2022-10-24 19:00:00,2022-10-24 20:00:00,155.75,217.67,0.17,9.93,5.42,21.12,30.0,1.31,37.48,0.4,0.65,3.93,6.33,,31.45,71.5,1.3,331.75,5.0,,2.33,0.0,17.8
2022-10-24 20:00:00,2022-10-24 21:00:00,193.0,250.5,0.5,7.02,4.15,19.85,42.7,1.87,39.27,0.43,0.57,3.0,8.28,,31.42,74.25,1.55,326.5,4.75,,2.18,0.0,16.68
2022-10-24 21:00:00,2022-10-24 22:00:00,103.5,139.0,0.42,5.1,3.05,27.45,42.68,1.87,37.05,0.33,0.6,2.85,7.97,,29.77,76.0,1.12,330.0,5.0,,2.22,0.0,15.37
2022-10-24 22:00:00,2022-10-24 23:00:00,64.25,100.75,0.4,4.4,2.67,18.78,8.03,0.36,34.5,0.3,0.58,2.55,7.38,,29.32,79.5,0.88,324.5,5.0,,1.8,0.0,14.1
2022-10-24 23:00:00,2022-10-25 00:00:00,45.75,78.0,0.68,4.4,2.9,20.1,6.73,0.29,28.75,0.22,0.5,2.4,7.18,,29.3,82.75,0.75,339.75,5.0,,1.73,0.0,12.97
2022-10-25 00:00:00,2022-10-25 01:00:00,39.75,65.75,0.45,5.77,3.4,20.62,7.1,0.31,21.33,0.2,0.53,2.3,6.95,,29.3,85.25,0.5,218.5,5.5,,1.9,0.0,12.22
2022-10-25 01:00:00,2022-10-25 02:00:00,52.25,75.0,0.33,6.5,3.73,17.4,7.2,0.31,21.72,0.2,0.5,2.32,6.95,,30.72,87.0,0.27,87.0,5.75,,1.7,0.0,12.02
2022-10-25 02:00:00,2022-10-25 03:00:00,44.0,61.0,0.37,5.78,3.43,22.42,7.17,0.31,15.02,0.2,0.5,3.53,4.93,,31.42,88.5,0.2,236.0,6.0,,2.03,0.0,11.17
2022-10-25 03:00:00,2022-10-25 04:00:00,41.0,73.5,0.55,6.67,4.0,18.95,7.13,0.31,18.77,0.3,0.47,2.27,6.43,,31.4,88.75,0.53,131.25,5.75,,1.6,0.0,11.62
2022-10-25 04:00:00,2022-10-25 05:00:00,28.25,48.25,0.55,5.58,3.42,22.55,20.35,0.89,23.32,0.25,0.5,3.78,5.07,,31.48,86.0,0.25,143.0,6.0,,2.08,0.0,11.57
2022-10-25 05:00:00,2022-10-25 06:00:00,25.0,42.0,0.43,5.37,3.17,25.43,32.8,1.43,24.53,0.3,0.5,3.33,6.37,,29.9,86.0,0.17,129.0,6.33,,2.1,0.0,11.37
2022-10-25 06:00:00,2022-10-25 07:00:00,,,1.9,5.25,4.3,18.07,32.8,1.43,15.1,0.1,0.6,1.0,3.2,,29.4,84.0,0.7,119.0,36.0,,0.8,0.0,13.6
2022-10-25 07:00:00,2022-10-25 08:00:00,,,0.73,5.2,3.37,17.68,32.62,1.42,33.73,0.2,0.35,2.05,6.3,,29.2,79.0,1.65,125.0,41.75,,1.58,0.0,15.6
2022-10-25 08:00:00,2022-10-25 09:00:00,57.67,106.33,0.45,6.8,4.0,19.83,32.5,1.42,47.3,0.27,0.5,1.7,5.5,,29.1,69.67,1.9,142.67,69.67,,1.3,0.0,19.03
2022-10-25 09:00:00,2022-10-25 10:00:00,94.0,159.5,0.2,6.95,3.9,17.5,32.5,1.42,53.2,0.3,0.28,1.67,5.42,,30.8,65.5,1.77,143.0,97.5,,1.33,0.0,21.38
2022-10-25 10:00:00,2022-10-25 11:00:00,99.75,164.0,0.43,6.88,4.02,20.38,32.43,1.42,66.15,0.3,0.38,1.58,5.12,,31.28,58.0,1.88,141.5,115.0,,1.25,0.0,24.07
2022-10-25 11:00:00,2022-10-25 12:00:00,97.5,175.0,0.47,6.47,3.85,22.77,32.4,1.42,81.0,0.3,0.12,1.4,4.75,,31.23,51.25,2.0,145.5,119.5,,1.07,0.0,25.6
2022-10-25 12:00:00,2022-10-25 13:00:00,89.5,179.25,0.58,6.78,4.05,19.87,32.4,1.42,93.45,0.25,0.62,1.25,4.17,,31.23,46.75,2.32,139.5,111.0,,0.97,0.0,26.7
2022-10-25 13:00:00,2022-10-25 14:00:00,79.5,177.25,0.65,5.42,3.42,28.88,32.35,1.42,98.45,0.22,0.55,1.08,3.6,,29.7,44.25,2.1,143.75,91.5,,0.65,0.0,27.53
2022-10-25 14:00:00,2022-10-25 15:00:00,70.25,163.75,0.35,4.6,2.75,21.3,32.3,1.41,100.17,0.2,0.45,0.88,3.02,,29.32,43.75,1.7,142.5,61.5,,0.6,0.0,27.9
2022-10-25 15:00:00,2022-10-25 16:00:00,68.0,152.0,1.25,5.15,3.8,19.5,19.6,0.85,69.57,0.2,0.4,0.8,3.0,,29.43,43.33,1.47,142.67,34.67,,0.6,0.0,27.6
2022-10-25 16:00:00,2022-10-25 17:00:00,,,1.9,6.37,4.87,22.6,32.75,0.95,86.77,0.15,0.3,0.75,2.3,,29.58,45.75,1.33,134.5,9.0,,0.55,0.0,24.6
2022-10-25 17:00:00,2022-10-25 18:00:00,,,0.7,10.53,6.15,18.88,32.68,1.43,75.0,0.2,0.55,1.1,3.72,,31.1,55.75,0.57,149.75,4.25,,0.83,0.0,21.27
2022-10-25 18:00:00,2022-10-25 19:00:00,114.0,231.75,0.57,12.12,6.92,22.17,32.6,1.42,60.42,0.3,0.88,1.62,5.18,,31.35,63.5,0.5,141.0,5.0,,1.3,0.0,19.58
2022-10-25 19:00:00,2022-10-25 20:00:00,142.75,267.0,0.38,14.07,7.8,22.57,32.5,1.42,48.1,0.32,0.9,1.95,5.97,,31.4,65.5,0.45,128.25,5.0,,1.55,0.0,18.35
2022-10-25 20:00:00,2022-10-25 21:00:00,209.5,308.75,0.65,17.9,10.03,22.12,30.2,1.32,24.78,0.35,0.9,2.23,6.52,,31.42,70.25,0.22,182.75,5.25,,1.62,0.0,16.1
2022-10-25 21:00:00,2022-10-25 22:00:00,221.0,322.0,0.62,18.68,10.43,25.05,6.22,0.27,24.48,0.4,1.05,2.48,7.15,,29.65,74.75,0.4,155.5,5.75,,1.62,0.0,14.85
2022-10-25 22:00:00,2022-10-25 23:00:00,213.75,314.0,0.68,11.4,6.6,24.1,6.2,0.27,45.32,0.35,0.88,2.35,6.88,,29.35,71.0,0.38,162.25,6.0,,1.72,0.0,15.6
2022-10-25 23:00:00,2022-10-26 00:00:00,149.25,235.25,0.55,15.15,8.52,21.27,6.23,0.27,9.88,0.3,0.83,2.35,6.9,,29.33,81.75,0.15,284.25,6.0,,1.6,0.0,11.95
2022-10-26 00:00:00,2022-10-26 01:00:00,153.25,230.75,0.57,9.32,5.4,20.0,6.6,0.29,24.47,0.3,0.9,2.5,7.25,,29.32,83.0,0.48,177.75,6.0,,1.83,0.0,12.02
2022-10-26 01:00:00,2022-10-26 02:00:00,139.0,205.25,0.68,7.9,4.75,16.1,6.67,0.29,40.75,0.3,0.77,2.35,7.05,,30.95,79.0,0.55,141.0,6.0,,1.8,0.0,13.35
2022-10-26 02:00:00,2022-10-26 03:00:00,124.0,175.0,0.57,7.38,4.4,20.35,6.7,0.29,39.58,0.3,0.8,2.58,7.43,,31.42,82.75,0.45,150.25,6.0,,1.98,0.0,11.95
2022-10-26 03:00:00,2022-10-26 04:00:00,105.25,153.0,0.55,6.53,3.9,20.98,6.7,0.29,48.8,0.3,0.73,2.62,7.53,,31.48,81.5,0.78,136.5,6.0,,1.85,0.0,12.23
2022-10-26 04:00:00,2022-10-26 05:00:00,96.25,149.0,0.53,7.2,4.25,21.25,6.62,0.29,46.92,0.3,0.62,2.35,6.98,,31.4,81.5,0.75,134.0,6.0,,1.68,0.0,12.28
2022-10-26 05:00:00,2022-10-26 06:00:00,98.25,149.25,0.3,10.55,5.85,27.6,6.43,0.28,40.02,0.3,0.6,2.25,6.6,,29.67,80.75,0.55,139.5,7.25,,1.48,0.0,12.05
2022-10-26 06:00:00,2022-10-26 07:00:00,103.75,149.0,0.58,10.97,6.3,20.22,6.33,0.27,48.45,0.28,0.58,2.05,6.25,,29.38,78.0,0.55,142.75,26.5,,1.48,0.0,12.82
2022-10-26 07:00:00,2022-10-26 08:00:00,110.5,188.75,0.72,7.98,4.8,22.85,12.25,0.53,71.2,0.3,0.62,1.75,5.48,,29.32,70.75,1.05,125.75,32.5,,1.32,0.0,15.97
2022-10-26 08:00:00,2022-10-26 09:00:00,111.25,188.25,0.7,7.03,4.3,20.45,17.3,0.76,61.9,0.3,0.6,1.8,5.47,,29.3,60.25,1.18,119.5,56.0,,1.15,0.0,19.4
2022-10-26 09:00:00,2022-10-26 10:00:00,108.0,190.0,0.4,8.1,4.7,11.4,17.3,0.76,69.57,0.3,0.57,2.1,6.37,,30.83,52.0,1.3,127.33,89.33,,1.43,0.0,21.9
2022-10-26 10:00:00,2022-10-26 11:00:00,,,,,0.0,,,0.0,2.0,,,,,,31.2,47.0,0.8,168.0,109.0,,,0.0,25.9
2022-10-26 11:00:00,2022-10-26 12:00:00,,200.0,0.7,7.0,4.32,9.45,17.53,0.77,85.85,0.27,0.3,2.2,6.43,,31.2,46.0,0.85,120.75,110.0,,1.47,0.0,27.0
2022-10-26 12:00:00,2022-10-26 13:00:00,103.25,192.75,0.7,7.78,4.67,21.58,17.4,0.76,92.27,0.3,0.32,2.57,7.35,,31.12,39.0,1.05,163.25,97.0,,1.82,0.0,28.07
2022-10-26 13:00:00,2022-10-26 14:00:00,100.0,171.0,0.5,7.45,4.2,32.9,17.4,0.76,46.9,0.3,1.0,2.6,7.2,,29.75,34.5,0.95,141.5,76.5,,1.7,0.0,28.8
2022-10-26 14:00:00,2022-10-26 15:00:00,,124.0,2.1,7.45,5.67,15.52,17.43,0.77,97.2,0.17,0.27,2.0,5.83,,29.1,33.25,0.82,154.5,57.75,,1.33,0.0,28.75
2022-10-26 15:00:00,2022-10-26 16:00:00,,,3.35,8.7,7.4,20.47,,,54.9,,,,,,29.35,36.0,0.65,146.5,22.0,,,0.0,26.95
2022-10-26 16:00:00,2022-10-26 17:00:00,,,1.35,12.27,7.62,19.95,17.38,0.76,80.95,0.17,0.65,1.88,5.65,,29.25,44.5,0.3,149.33,8.5,,1.35,0.0,23.67
2022-10-26 17:00:00,2022-10-26 18:00:00,100.75,233.0,0.72,47.6,25.93,17.35,17.28,0.76,9.3,0.38,1.3,2.58,7.62,,30.9,58.25,0.1,214.0,5.5,,1.77,0.0,17.95
2022-10-26 18:00:00,2022-10-26 19:00:00,136.0,269.0,0.27,56.5,30.3,21.4,17.2,0.76,5.33,0.43,2.0,3.2,8.63,,31.4,69.0,0.17,220.67,6.0,,2.33,0.0,15.5
2022-10-26 19:00:00,2022-10-26 20:00:00,,,2.1,42.63,24.33,19.55,17.55,0.77,4.67,0.5,2.15,3.5,9.2,,31.12,73.75,0.1,228.25,6.0,,2.75,0.0,13.75
2022-10-26 20:00:00,2022-10-26 21:00:00,,,0.62,61.8,33.35,20.28,17.4,0.76,5.57,0.55,2.1,3.88,10.1,,31.27,79.5,0.1,232.25,6.0,,2.83,0.0,12.45
2022-10-26 21:00:00,2022-10-26 22:00:00,384.0,581.75,0.55,42.77,23.23,29.52,17.28,0.76,5.88,0.65,2.2,4.0,10.4,,29.68,84.75,0.17,274.75,6.0,,2.65,0.0,11.15
2022-10-26 22:00:00,2022-10-26 23:00:00,433.25,617.25,0.52,48.4,26.17,20.12,17.2,0.76,5.03,0.75,1.78,3.85,9.9,,29.42,87.5,0.18,187.5,6.75,,2.5,0.0,10.0
2022-10-26 23:00:00,2022-10-27 00:00:00,379.0,573.5,0.62,36.27,19.77,19.52,17.17,0.75,4.95,0.75,1.1,3.7,9.6,,29.42,89.5,0.28,225.75,6.5,,2.23,0.0,9.03
2022-10-27 00:00:00,2022-10-27 01:00:00,318.75,471.25,0.43,26.7,14.57,21.15,17.6,0.77,4.07,0.73,1.4,3.48,9.05,,29.45,90.5,0.15,241.25,6.75,,2.17,0.0,8.57
2022-10-27 01:00:00,2022-10-27 02:00:00,200.5,302.33,0.6,29.27,16.05,16.85,17.6,0.77,2.85,0.65,1.77,3.22,8.65,,30.93,92.0,0.15,243.0,7.0,,2.25,0.0,7.97
2022-10-27 02:00:00,2022-10-27 03:00:00,180.5,259.25,0.47,21.57,11.88,20.98,17.6,0.77,3.8,0.6,1.97,3.25,8.55,,31.33,92.0,0.15,283.25,7.0,,2.27,0.0,7.15
2022-10-27 03:00:00,2022-10-27 04:00:00,162.0,223.75,0.5,15.8,8.82,22.92,17.6,0.77,3.0,0.57,1.75,3.25,8.6,,31.4,92.25,0.17,243.25,7.0,,2.15,0.0,6.25
2022-10-27 04:00:00,2022-10-27 05:00:00,137.75,202.0,0.57,21.73,12.0,21.15,17.6,0.77,3.2,0.53,1.8,3.17,8.5,,31.42,92.25,0.17,252.5,7.0,,2.2,0.0,5.8
2022-10-27 05:00:00,2022-10-27 06:00:00,124.0,210.5,0.57,29.25,16.02,26.93,12.45,0.55,4.08,0.47,1.52,3.02,8.32,,29.62,92.75,0.18,214.25,8.25,,2.38,0.0,6.2
2022-10-27 06:00:00,2022-10-27 07:00:00,109.5,202.0,0.82,26.6,14.8,21.55,10.65,0.47,7.15,0.4,1.05,2.8,7.88,,29.4,91.0,0.28,176.25,29.25,,1.85,0.0,7.83
2022-10-27 07:00:00,2022-10-27 08:00:00,133.0,235.25,0.45,17.25,9.53,20.05,10.6,0.47,30.4,0.4,1.2,2.33,6.95,,29.4,76.25,0.95,135.5,53.0,,1.65,0.0,13.18
