From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2023-02-21 20:00:00,2023-02-21 21:00:00,41.41,234.02,6.95,77.4,47.44,16.4,8.0,0.88,34.26,0.8,53.6,0.16,115.05,34.5,23.29,0.0
2023-02-21 21:00:00,2023-02-21 22:00:00,32.14,125.45,2.86,40.41,24.84,23.33,7.82,0.83,53.21,1.08,55.89,0.1,139.52,34.4,22.29,0.0
2023-02-21 22:00:00,2023-02-21 23:00:00,28.09,59.19,2.73,35.15,21.99,23.13,7.38,0.89,43.53,0.7,64.0,0.16,154.15,34.48,20.64,0.0
2023-02-21 23:00:00,2023-02-22 00:00:00,31.64,83.78,3.5,45.63,28.08,20.64,7.73,1.01,33.71,2.39,69.17,0.19,277.48,34.4,19.56,0.0
2023-02-22 00:00:00,2023-02-22 01:00:00,39.35,97.83,3.7,49.37,30.19,19.74,6.47,1.04,19.81,2.2,77.37,0.25,161.99,34.35,18.33,0.0
2023-02-22 01:00:00,2023-02-22 02:00:00,40.45,114.64,3.98,40.98,26.03,19.93,7.02,1.08,22.51,2.71,77.63,0.21,209.95,34.23,18.07,0.0
2023-02-22 02:00:00,2023-02-22 03:00:00,43.48,94.66,7.15,46.8,31.62,18.16,6.0,1.17,12.09,2.73,82.73,0.25,212.16,34.33,17.21,0.0
2023-02-22 03:00:00,2023-02-22 04:00:00,44.02,120.58,8.16,49.56,33.87,17.51,5.59,1.17,7.99,2.57,85.06,0.15,263.33,34.33,16.58,0.0
2023-02-22 04:00:00,2023-02-22 05:00:00,33.88,161.93,13.2,56.9,41.74,15.23,5.19,1.18,6.21,0.1,87.86,0.2,160.95,34.12,15.88,0.0
2023-02-22 05:00:00,2023-02-22 06:00:00,48.67,155.25,13.57,53.79,40.42,16.36,5.07,1.11,7.08,0.1,86.54,0.23,159.84,34.2,15.61,0.0
2023-02-22 06:00:00,2023-02-22 07:00:00,32.77,134.41,36.94,66.87,65.99,9.99,5.62,1.26,4.63,0.1,89.29,0.23,149.12,43.73,15.2,0.0
2023-02-22 07:00:00,2023-02-22 08:00:00,46.24,166.31,19.45,55.08,45.8,18.4,6.37,1.33,11.84,0.1,78.16,0.29,180.18,107.98,18.24,0.0
2023-02-22 08:00:00,2023-02-22 09:00:00,42.3,158.86,5.7,49.4,31.82,22.82,12.04,1.59,41.41,0.1,57.62,0.2,83.09,140.83,23.43,0.0
2023-02-22 09:00:00,2023-02-22 10:00:00,31.17,115.51,3.44,49.46,30.04,23.35,31.12,2.72,93.17,6.64,38.43,0.27,84.74,129.12,28.71,0.0
2023-02-22 10:00:00,2023-02-22 11:00:00,48.72,151.74,3.82,59.31,35.48,21.59,26.36,1.79,104.79,3.58,30.96,0.51,176.14,305.62,32.02,0.0
2023-02-22 11:00:00,2023-02-22 12:00:00,58.95,158.4,2.79,21.17,14.73,22.1,12.4,0.71,104.95,0.14,16.59,0.69,327.29,387.85,35.04,0.0
2023-02-22 12:00:00,2023-02-22 13:00:00,32.62,95.36,2.74,14.89,11.4,17.73,8.5,0.56,96.73,0.1,13.83,0.83,246.42,327.2,36.43,0.0
2023-02-22 13:00:00,2023-02-22 14:00:00,28.53,64.43,3.24,19.22,14.07,15.69,9.32,0.49,92.36,0.1,11.45,1.1,347.28,613.65,37.25,0.0
2023-02-22 14:00:00,2023-02-22 15:00:00,13.25,75.03,3.22,31.67,20.56,15.25,20.05,0.56,106.84,0.1,13.41,0.96,159.88,565.65,37.2,0.0
2023-02-22 15:00:00,2023-02-22 16:00:00,8.84,91.84,2.75,29.91,19.26,13.32,18.18,0.56,117.31,0.1,12.37,0.84,319.03,299.95,37.15,0.0
2023-02-22 16:00:00,2023-02-22 17:00:00,21.67,73.6,2.62,28.1,18.21,11.95,10.55,0.58,105.61,0.1,14.66,0.35,309.07,91.7,35.13,0.0
2023-02-22 17:00:00,2023-02-22 18:00:00,13.35,77.3,2.48,59.05,34.27,13.65,10.03,0.72,74.38,0.1,18.3,0.13,287.27,51.27,32.7,0.0
2023-02-22 18:00:00,2023-02-22 19:00:00,35.44,123.42,3.19,93.22,52.69,11.28,10.13,0.91,48.09,0.1,26.49,0.16,68.17,35.17,28.55,0.0
2023-02-22 19:00:00,2023-02-22 20:00:00,55.53,207.97,2.57,56.44,32.98,17.44,9.0,0.84,52.15,0.12,37.93,0.17,142.37,34.77,24.84,0.0
2023-02-22 20:00:00,2023-02-22 21:00:00,28.97,142.72,4.21,65.8,39.19,15.81,8.53,0.89,36.06,0.42,49.39,0.16,91.86,34.45,22.68,0.0
2023-02-22 21:00:00,2023-02-22 22:00:00,33.7,125.21,2.59,35.8,22.21,19.56,7.95,0.82,46.3,0.72,53.29,0.24,152.82,34.3,21.32,0.0
2023-02-22 22:00:00,2023-02-22 23:00:00,52.08,87.44,2.46,24.6,16.25,19.13,7.87,0.84,43.36,0.93,56.31,0.24,143.97,34.25,20.44,0.0
2023-02-22 23:00:00,2023-02-23 00:00:00,34.2,50.85,6.13,47.96,31.41,16.32,7.64,0.89,29.64,1.02,60.75,0.16,141.46,34.42,19.36,0.0
2023-02-23 00:00:00,2023-02-23 01:00:00,17.97,68.07,5.82,48.92,31.65,17.81,6.4,0.88,18.57,1.72,67.49,0.15,117.21,34.35,17.96,0.0
2023-02-23 01:00:00,2023-02-23 02:00:00,23.77,101.6,4.61,35.34,23.59,19.85,6.15,1.02,21.78,1.28,71.2,0.24,169.92,34.15,17.1,0.0
2023-02-23 02:00:00,2023-02-23 03:00:00,49.56,107.62,3.24,34.96,22.29,18.86,6.0,0.94,19.0,1.64,75.17,0.2,139.24,34.12,16.45,0.0
2023-02-23 03:00:00,2023-02-23 04:00:00,46.58,77.42,19.05,62.51,49.37,11.97,5.45,1.09,5.04,1.03,84.08,0.16,201.05,34.27,15.13,0.0
2023-02-23 04:00:00,2023-02-23 05:00:00,41.48,116.28,12.54,59.28,42.47,15.46,5.1,1.14,4.25,0.1,84.61,0.2,171.65,34.12,14.66,0.0
2023-02-23 05:00:00,2023-02-23 06:00:00,27.4,108.21,18.84,61.81,48.83,13.23,4.8,1.12,3.26,0.1,86.49,0.2,73.75,34.03,14.27,0.0
2023-02-23 06:00:00,2023-02-23 07:00:00,38.82,129.39,16.0,62.48,46.9,14.49,5.53,1.02,4.8,0.1,84.86,0.27,201.56,46.52,14.16,0.0
2023-02-23 07:00:00,2023-02-23 08:00:00,57.13,99.03,24.06,65.07,54.72,13.71,6.18,1.06,11.83,0.1,71.63,0.3,255.83,114.42,17.77,0.0
2023-02-23 08:00:00,2023-02-23 09:00:00,64.32,136.17,8.13,60.22,39.42,19.15,9.08,1.5,34.36,0.1,54.65,0.28,99.32,153.3,22.44,0.0
2023-02-23 09:00:00,2023-02-23 10:00:00,39.36,101.63,4.56,46.53,29.39,21.41,16.3,1.74,76.39,4.71,34.34,0.42,74.24,147.8,27.84,0.0
2023-02-23 10:00:00,2023-02-23 11:00:00,37.08,102.81,3.12,35.01,22.23,22.62,19.79,1.2,94.46,2.89,24.34,0.39,126.12,289.55,32.11,0.0
2023-02-23 11:00:00,2023-02-23 12:00:00,39.88,72.79,2.94,21.29,14.91,20.06,15.9,0.73,96.54,0.17,18.69,0.43,104.69,385.82,34.64,0.0
2023-02-23 12:00:00,2023-02-23 13:00:00,27.27,55.58,8.39,97.77,59.24,9.7,48.78,0.68,76.21,0.1,17.35,0.59,253.21,339.7,35.63,0.0
2023-02-23 13:00:00,2023-02-23 14:00:00,16.57,70.03,4.05,42.54,26.9,19.05,24.02,0.64,94.2,0.1,15.42,0.88,256.2,419.3,36.25,0.0
2023-02-23 14:00:00,2023-02-23 15:00:00,10.79,83.66,3.08,29.64,19.39,19.2,17.04,0.68,106.68,0.1,15.07,0.86,331.96,330.47,36.12,0.0
2023-02-23 15:00:00,2023-02-23 16:00:00,13.24,100.25,3.39,35.08,22.48,16.31,19.42,0.64,106.41,0.1,14.65,0.81,316.73,242.82,35.94,0.0
2023-02-23 16:00:00,2023-02-23 17:00:00,29.14,78.55,2.94,42.16,25.82,13.96,20.78,0.7,106.3,0.1,17.63,0.41,299.07,90.58,34.86,0.0
2023-02-23 17:00:00,2023-02-23 18:00:00,46.63,59.03,2.64,39.4,24.13,16.89,18.9,0.82,83.39,0.1,27.07,0.21,132.69,52.38,31.78,0.0
2023-02-23 18:00:00,2023-02-23 19:00:00,25.51,82.68,2.6,43.84,26.43,18.35,17.03,0.86,75.54,0.1,35.72,0.21,117.77,35.07,27.65,0.0
2023-02-23 19:00:00,2023-02-23 20:00:00,17.09,102.38,40.48,137.12,105.53,8.39,13.26,1.52,20.46,0.27,48.14,0.18,154.7,34.7,24.58,0.0
2023-02-23 20:00:00,2023-02-23 21:00:00,46.82,315.85,9.09,94.65,58.16,14.75,10.92,1.45,23.08,2.31,56.22,0.16,137.63,34.45,22.4,0.0
2023-02-23 21:00:00,2023-02-23 22:00:00,18.77,150.54,12.89,81.62,54.42,16.56,9.55,1.27,25.0,3.04,60.86,0.33,29.21,34.35,21.35,0.0
2023-02-23 22:00:00,2023-02-23 23:00:00,8.73,135.19,7.99,75.47,47.27,18.83,8.45,1.18,25.67,1.48,65.88,0.15,217.01,34.38,20.01,0.0
2023-02-23 23:00:00,2023-02-24 00:00:00,13.68,114.88,9.7,69.69,45.62,18.33,7.8,1.15,25.09,1.95,69.62,0.17,85.24,34.23,19.11,0.0
2023-02-24 00:00:00,2023-02-24 01:00:00,29.73,102.62,4.89,51.51,32.27,21.55,7.74,1.15,23.11,2.37,71.15,0.18,54.59,34.27,18.54,0.0
2023-02-24 01:00:00,2023-02-24 02:00:00,28.02,95.91,4.05,45.95,28.69,20.56,7.27,1.43,21.91,2.5,74.59,0.17,201.64,34.35,17.91,0.0
2023-02-24 02:00:00,2023-02-24 03:00:00,25.09,98.12,11.5,68.27,46.32,14.58,6.98,1.33,12.79,3.26,76.82,0.29,299.44,34.22,17.41,0.0
2023-02-24 03:00:00,2023-02-24 04:00:00,19.05,113.5,11.98,75.72,50.59,13.97,6.27,1.38,4.93,3.01,82.32,0.24,233.78,34.3,16.81,0.0
2023-02-24 04:00:00,2023-02-24 05:00:00,27.79,109.5,13.44,67.57,47.52,15.29,5.61,1.39,4.31,1.69,84.83,0.28,145.43,34.22,16.21,0.0
2023-02-24 05:00:00,2023-02-24 06:00:00,30.61,126.54,31.06,73.41,64.69,10.62,5.28,1.48,4.41,0.1,86.23,0.25,92.14,34.2,16.2,0.0
2023-02-24 06:00:00,2023-02-24 07:00:00,36.05,166.13,34.62,69.12,65.31,11.33,6.06,1.49,3.89,0.1,86.91,0.19,98.0,45.92,15.98,0.0
2023-02-24 07:00:00,2023-02-24 08:00:00,48.34,160.65,21.67,70.85,55.83,16.5,6.97,1.57,11.02,0.1,73.18,0.17,138.69,108.15,19.59,0.0
2023-02-24 08:00:00,2023-02-24 09:00:00,52.21,145.87,5.38,48.63,31.15,23.49,10.32,1.33,43.76,2.52,51.27,0.32,156.97,150.28,24.83,0.0
2023-02-24 09:00:00,2023-02-24 10:00:00,34.94,97.49,4.07,39.36,25.25,23.55,12.89,1.09,71.61,3.01,37.45,0.23,207.72,152.4,29.7,0.0
2023-02-24 10:00:00,2023-02-24 11:00:00,32.8,97.78,3.09,29.18,19.16,23.8,21.7,1.23,99.21,0.84,28.1,0.3,201.5,290.1,33.09,0.0
2023-02-24 11:00:00,2023-02-24 12:00:00,27.96,75.06,3.03,17.59,13.05,20.02,12.69,0.73,94.88,0.11,21.81,0.53,219.85,419.55,34.77,0.0
2023-02-24 12:00:00,2023-02-24 13:00:00,25.05,48.8,3.15,13.88,11.21,14.69,7.72,0.59,88.49,0.1,18.77,0.83,325.13,386.2,35.47,0.0
2023-02-24 13:00:00,2023-02-24 14:00:00,18.2,52.6,4.06,21.46,15.9,13.11,7.25,0.57,83.4,0.1,17.88,0.84,175.1,619.88,36.36,0.0
2023-02-24 14:00:00,2023-02-24 15:00:00,19.25,64.19,3.76,16.12,12.87,13.17,6.76,0.55,83.0,0.1,16.38,1.18,345.02,567.17,36.37,0.0
2023-02-24 15:00:00,2023-02-24 16:00:00,14.96,63.65,3.12,14.8,11.67,10.45,7.54,0.56,92.52,0.1,17.99,0.78,250.19,283.2,35.38,0.0
2023-02-24 16:00:00,2023-02-24 17:00:00,13.17,49.6,2.82,17.34,12.76,8.56,9.77,0.61,98.32,0.1,20.24,0.45,107.05,91.6,34.62,0.0
2023-02-24 17:00:00,2023-02-24 18:00:00,11.9,51.83,4.62,63.78,38.46,8.85,9.57,0.69,62.2,0.1,26.46,0.14,170.55,50.5,32.19,0.0
2023-02-24 18:00:00,2023-02-24 19:00:00,16.61,61.14,5.42,93.71,54.73,10.33,7.26,0.77,37.84,0.1,34.68,0.15,73.9,34.98,28.19,0.0
2023-02-24 19:00:00,2023-02-24 20:00:00,29.71,97.36,2.84,32.81,20.86,17.18,7.08,0.88,48.44,0.11,46.04,0.32,174.75,34.7,25.27,0.0
2023-02-24 20:00:00,2023-02-24 21:00:00,27.79,81.05,5.73,62.63,38.75,14.14,6.6,0.99,27.68,0.27,52.28,0.14,137.23,34.5,23.53,0.0
2023-02-24 21:00:00,2023-02-24 22:00:00,19.49,85.12,16.07,68.42,50.07,13.19,6.21,1.15,17.28,1.09,63.65,0.26,133.26,34.42,21.52,0.0
2023-02-24 22:00:00,2023-02-24 23:00:00,20.69,89.71,7.39,66.84,42.28,16.16,5.64,1.05,18.4,2.31,60.8,0.19,122.67,34.22,21.2,0.0
2023-02-24 23:00:00,2023-02-25 00:00:00,20.86,84.98,8.26,60.24,39.53,17.1,5.15,1.08,12.2,0.76,68.77,0.13,287.23,34.5,19.84,0.0
2023-02-25 00:00:00,2023-02-25 01:00:00,26.16,99.12,14.94,72.5,51.29,13.8,5.41,0.97,6.49,1.32,73.45,0.25,181.13,34.33,18.88,0.0
2023-02-25 01:00:00,2023-02-25 02:00:00,27.21,126.95,5.59,54.12,34.19,19.56,5.31,0.97,12.35,1.75,74.0,0.34,119.75,34.15,18.39,0.0
2023-02-25 02:00:00,2023-02-25 03:00:00,32.44,109.46,9.33,55.63,37.98,16.51,5.84,1.0,12.68,3.56,72.32,0.15,174.19,34.17,18.23,0.0
2023-02-25 03:00:00,2023-02-25 04:00:00,31.97,104.22,12.93,55.85,40.98,16.25,5.56,0.95,9.16,2.48,75.16,0.14,249.12,34.42,17.66,0.0
2023-02-25 04:00:00,2023-02-25 05:00:00,30.07,100.38,23.7,78.65,61.53,11.07,5.33,1.06,4.25,3.63,77.81,0.18,205.68,34.4,16.87,0.0
2023-02-25 05:00:00,2023-02-25 06:00:00,34.1,126.27,40.54,82.0,76.78,8.1,4.94,1.09,3.58,3.92,80.88,0.14,156.85,34.25,16.4,0.0
2023-02-25 06:00:00,2023-02-25 07:00:00,47.4,160.16,61.73,84.89,95.28,6.3,5.8,1.21,3.57,3.83,83.67,0.32,144.15,45.55,16.26,0.0
2023-02-25 07:00:00,2023-02-25 08:00:00,44.96,235.91,15.52,53.42,41.79,22.99,6.46,1.35,14.9,0.89,69.59,0.4,82.37,99.08,19.4,0.0
2023-02-25 08:00:00,2023-02-25 09:00:00,29.68,120.24,8.29,56.11,37.4,23.83,7.93,1.16,32.77,3.78,48.18,0.36,220.46,140.0,24.52,0.0
2023-02-25 09:00:00,2023-02-25 10:00:00,21.54,87.4,3.79,38.08,24.37,25.34,21.38,0.99,67.61,2.6,26.38,0.47,155.48,149.25,29.7,0.0
2023-02-25 10:00:00,2023-02-25 11:00:00,39.57,71.66,3.02,17.72,13.11,24.73,9.49,0.52,71.28,0.72,17.03,0.65,99.48,264.27,32.99,0.0
2023-02-25 11:00:00,2023-02-25 12:00:00,27.25,40.5,2.53,7.81,7.54,16.4,7.25,0.48,81.23,0.1,16.78,0.62,155.2,438.98,33.98,0.0
2023-02-25 12:00:00,2023-02-25 13:00:00,31.77,39.12,2.56,8.11,7.72,11.4,6.75,0.53,87.78,0.1,17.39,0.55,123.91,347.98,34.45,0.0
2023-02-25 13:00:00,2023-02-25 14:00:00,20.55,28.99,2.55,8.97,8.16,11.61,7.32,0.52,91.68,0.1,16.79,0.58,106.2,588.17,34.97,0.0
2023-02-25 14:00:00,2023-02-25 15:00:00,14.33,40.54,3.23,17.91,13.38,12.45,7.05,0.49,93.06,0.1,16.41,1.09,82.33,534.98,34.73,0.0
2023-02-25 15:00:00,2023-02-25 16:00:00,14.23,52.43,3.27,16.39,12.62,11.08,6.98,0.48,91.16,0.1,16.51,0.54,163.19,273.38,34.85,0.0
2023-02-25 16:00:00,2023-02-25 17:00:00,9.25,44.47,2.98,22.69,15.68,9.32,7.21,0.51,82.91,0.1,18.14,0.61,95.7,95.53,33.91,0.0
2023-02-25 17:00:00,2023-02-25 18:00:00,8.38,44.35,4.68,54.53,33.67,9.82,7.02,0.6,54.97,0.1,23.36,0.23,194.02,50.08,31.63,0.0
2023-02-25 18:00:00,2023-02-25 19:00:00,27.87,85.5,2.7,40.32,24.66,14.37,6.43,0.61,55.28,0.1,30.97,0.19,146.59,34.92,27.53,0.0
2023-02-25 19:00:00,2023-02-25 20:00:00,35.55,71.03,6.04,49.36,32.06,12.43,6.32,0.78,33.73,0.11,43.55,0.15,113.19,34.85,24.45,0.0
2023-02-25 20:00:00,2023-02-25 21:00:00,57.79,119.51,18.92,84.06,60.52,7.69,6.57,1.06,13.7,0.96,52.98,0.26,59.25,34.23,22.71,0.0
2023-02-25 21:00:00,2023-02-25 22:00:00,53.36,105.56,6.7,45.67,30.66,16.91,6.23,0.89,31.13,1.46,54.15,0.16,137.9,34.35,21.64,0.0
2023-02-25 22:00:00,2023-02-25 23:00:00,38.26,98.76,2.85,26.86,17.75,18.47,6.05,0.77,36.91,0.81,57.99,0.3,217.5,34.35,20.75,0.0
2023-02-25 23:00:00,2023-02-26 00:00:00,37.91,77.19,5.32,41.36,27.31,16.19,5.83,0.87,20.68,0.99,66.74,0.15,202.65,34.42,19.35,0.0
2023-02-26 00:00:00,2023-02-26 01:00:00,25.26,107.22,5.46,34.72,23.95,16.01,5.56,0.89,19.61,1.16,71.33,0.23,131.41,34.3,18.27,0.0
2023-02-26 01:00:00,2023-02-26 02:00:00,18.86,81.81,7.11,51.38,33.98,15.41,5.56,1.0,9.73,0.99,74.42,0.14,256.3,34.33,17.59,0.0
2023-02-26 02:00:00,2023-02-26 03:00:00,40.12,110.05,4.14,47.26,29.44,17.8,5.16,0.93,13.24,1.9,74.78,0.17,110.07,34.2,17.29,0.0
2023-02-26 03:00:00,2023-02-26 04:00:00,21.6,116.24,16.41,53.08,42.32,13.99,4.95,1.02,4.26,1.12,83.75,0.09,186.63,34.3,16.39,0.0
2023-02-26 04:00:00,2023-02-26 05:00:00,18.18,109.61,14.96,45.89,37.4,15.84,4.65,1.08,3.19,2.31,87.35,0.2,214.94,34.23,15.77,0.0
2023-02-26 05:00:00,2023-02-26 06:00:00,18.69,108.26,24.93,53.78,49.52,12.79,4.41,1.04,3.59,2.03,87.49,0.28,127.26,34.1,15.34,0.0
2023-02-26 06:00:00,2023-02-26 07:00:00,40.51,113.53,46.67,62.52,71.52,7.64,5.29,1.11,2.77,0.12,88.59,0.17,155.85,45.52,15.19,0.0
2023-02-26 07:00:00,2023-02-26 08:00:00,40.61,132.93,19.82,54.75,45.93,17.36,5.41,1.16,9.04,0.1,75.09,0.26,246.57,100.93,18.23,0.0
2023-02-26 08:00:00,2023-02-26 09:00:00,39.64,123.94,5.43,35.62,24.39,23.54,6.53,1.02,39.56,2.02,44.75,0.21,160.69,140.68,24.15,0.0
2023-02-26 09:00:00,2023-02-26 10:00:00,25.84,94.24,3.2,28.73,19.01,23.69,16.58,1.22,75.24,2.39,25.24,0.5,108.29,154.2,29.4,0.0
2023-02-26 10:00:00,2023-02-26 11:00:00,25.1,80.9,3.94,35.82,23.3,22.32,40.16,0.76,83.39,0.79,19.39,0.73,167.65,287.23,32.09,0.0
2023-02-26 11:00:00,2023-02-26 12:00:00,19.18,71.63,2.91,27.33,18.04,21.92,34.61,0.71,97.04,0.1,17.3,0.39,174.22,431.02,33.94,0.0
2023-02-26 12:00:00,2023-02-26 13:00:00,34.6,66.84,4.89,70.75,42.32,13.56,49.38,0.72,94.82,0.1,17.15,0.47,229.76,360.9,34.52,0.0
2023-02-26 13:00:00,2023-02-26 14:00:00,19.1,61.42,6.21,18.79,15.54,18.55,14.73,0.6,106.36,0.1,15.79,0.65,167.22,564.5,35.42,0.0
2023-02-26 14:00:00,2023-02-26 15:00:00,11.96,55.88,2.81,14.92,11.48,17.88,9.62,0.57,105.78,0.1,15.38,0.9,171.5,482.38,35.25,0.0
2023-02-26 15:00:00,2023-02-26 16:00:00,17.27,53.74,2.83,15.05,11.57,14.84,9.08,0.52,102.36,0.1,15.26,1.0,345.59,262.47,34.87,0.0
2023-02-26 16:00:00,2023-02-26 17:00:00,20.46,53.62,2.96,21.4,14.99,10.84,8.99,0.52,96.39,0.1,16.54,0.64,320.63,91.82,34.17,0.0
2023-02-26 17:00:00,2023-02-26 18:00:00,38.48,52.33,2.61,34.91,21.77,10.69,8.64,0.57,71.57,0.1,22.53,0.21,228.79,49.55,31.65,0.0
2023-02-26 18:00:00,2023-02-26 19:00:00,23.46,92.96,17.11,132.75,84.51,4.18,6.69,0.79,20.39,0.1,30.99,0.15,64.41,34.85,27.84,0.0
2023-02-26 19:00:00,2023-02-26 20:00:00,20.88,394.62,4.9,98.55,56.85,9.99,6.24,1.04,19.17,0.11,41.48,0.17,126.76,34.73,24.56,0.0
2023-02-26 20:00:00,2023-02-26 21:00:00,18.23,170.99,2.65,36.11,22.42,19.21,6.46,0.84,43.66,0.41,49.68,0.27,145.52,34.5,22.49,0.0
2023-02-26 21:00:00,2023-02-26 22:00:00,37.82,45.06,2.55,19.51,13.68,19.41,6.47,0.78,50.35,0.59,52.82,0.32,143.92,34.15,21.57,0.0
2023-02-26 22:00:00,2023-02-26 23:00:00,27.1,37.03,3.56,34.06,22.09,17.47,7.07,0.99,39.11,1.72,56.53,0.23,151.74,34.3,20.83,0.0
2023-02-26 23:00:00,2023-02-27 00:00:00,38.91,45.52,3.41,33.03,21.43,17.14,6.35,0.92,31.71,2.01,63.06,0.31,102.34,34.4,19.31,0.0
2023-02-27 00:00:00,2023-02-27 01:00:00,21.6,74.44,8.29,47.08,32.67,14.94,6.26,1.11,21.72,2.15,68.09,0.19,265.93,34.32,18.41,0.0
2023-02-27 01:00:00,2023-02-27 02:00:00,9.54,87.62,7.55,64.79,41.34,12.51,5.7,1.08,8.79,2.16,72.81,0.2,204.9,34.2,17.43,0.0
2023-02-27 02:00:00,2023-02-27 03:00:00,7.19,141.36,4.89,53.97,33.55,16.23,5.29,1.06,12.0,2.49,73.38,0.25,168.06,34.17,16.9,0.0
2023-02-27 03:00:00,2023-02-27 04:00:00,34.08,133.2,13.75,63.21,45.48,13.37,4.81,1.1,4.33,2.89,79.33,0.17,251.41,34.23,16.16,0.0
2023-02-27 04:00:00,2023-02-27 05:00:00,65.28,176.78,11.49,52.79,38.23,14.79,4.45,1.17,2.94,2.87,83.25,0.25,67.84,34.12,15.58,0.0
2023-02-27 05:00:00,2023-02-27 06:00:00,27.83,127.39,18.44,56.49,45.73,13.31,4.16,1.15,3.33,0.8,85.08,0.21,180.35,34.23,14.98,0.0
2023-02-27 06:00:00,2023-02-27 07:00:00,34.2,172.28,38.3,67.22,67.27,8.45,5.08,1.2,3.21,0.1,83.9,0.15,79.51,45.98,14.97,0.0
2023-02-27 07:00:00,2023-02-27 08:00:00,18.46,196.18,19.04,57.43,46.7,15.96,5.66,1.39,9.0,0.1,71.24,0.19,111.13,92.88,18.6,0.0
2023-02-27 08:00:00,2023-02-27 09:00:00,40.05,148.49,5.97,46.38,30.45,20.98,7.69,1.27,35.12,2.68,44.7,0.24,193.99,127.75,24.22,0.0
2023-02-27 09:00:00,2023-02-27 10:00:00,35.73,106.14,3.88,37.09,23.92,21.35,13.28,1.04,65.68,2.54,30.63,0.64,141.35,140.82,28.91,0.0
2023-02-27 10:00:00,2023-02-27 11:00:00,39.81,97.51,3.1,21.56,15.18,22.41,22.13,0.65,77.88,0.65,19.21,0.98,157.53,294.8,32.49,0.0
2023-02-27 11:00:00,2023-02-27 12:00:00,43.21,63.9,2.8,17.97,13.07,20.61,18.14,0.64,83.11,0.1,16.94,0.58,147.52,470.3,33.98,0.0
2023-02-27 12:00:00,2023-02-27 13:00:00,24.25,46.76,5.29,22.85,19.48,14.64,9.89,0.76,94.34,0.1,16.79,0.68,30.3,364.5,34.45,0.0
2023-02-27 13:00:00,2023-02-27 14:00:00,42.04,43.32,3.29,37.09,23.45,14.35,20.71,0.71,98.67,0.1,15.96,0.4,67.89,561.58,35.5,0.0
2023-02-27 14:00:00,2023-02-27 15:00:00,52.26,53.6,5.38,75.65,45.27,12.0,42.53,0.64,86.08,0.1,15.65,0.48,180.28,479.42,35.88,0.0
2023-02-27 15:00:00,2023-02-27 16:00:00,47.9,55.7,2.71,27.7,18.08,17.86,19.09,0.61,111.88,0.1,16.61,0.72,101.3,238.4,35.14,0.0
2023-02-27 16:00:00,2023-02-27 17:00:00,27.32,55.59,2.58,23.54,15.8,14.12,14.26,0.62,110.65,0.1,18.04,0.71,22.21,89.05,34.25,0.0
2023-02-27 17:00:00,2023-02-27 18:00:00,15.06,65.57,2.57,39.16,23.95,13.35,10.63,0.68,79.38,0.1,24.64,0.2,201.28,48.23,31.74,0.0
2023-02-27 18:00:00,2023-02-27 19:00:00,8.6,67.98,2.49,44.68,26.77,15.23,7.95,0.75,70.88,0.1,32.22,0.17,187.95,34.8,27.83,0.0
2023-02-27 19:00:00,2023-02-27 20:00:00,5.08,76.51,2.42,37.47,22.95,16.64,8.31,0.92,61.64,0.11,38.69,0.24,153.72,34.62,25.7,0.0
2023-02-27 20:00:00,2023-02-27 21:00:00,5.59,102.14,5.42,54.25,34.12,14.72,8.41,1.17,43.73,0.82,47.07,0.34,67.45,34.58,23.64,0.0
2023-02-27 21:00:00,2023-02-27 22:00:00,30.0,117.25,2.9,38.8,24.03,18.1,7.07,0.98,39.08,1.48,54.8,0.2,125.94,34.47,21.97,0.0
2023-02-27 22:00:00,2023-02-27 23:00:00,58.61,94.09,2.46,17.99,12.8,17.89,7.48,0.9,63.34,0.91,51.19,0.34,114.06,34.0,21.67,0.0
2023-02-27 23:00:00,2023-02-28 00:00:00,60.88,70.92,2.48,24.12,16.03,16.84,7.98,0.84,55.37,0.76,52.39,0.21,225.09,34.4,21.2,0.0
2023-02-28 00:00:00,2023-02-28 01:00:00,39.27,64.14,3.95,51.58,31.55,15.45,6.51,0.82,24.11,0.79,65.34,0.23,162.69,34.6,19.22,0.0
2023-02-28 01:00:00,2023-02-28 02:00:00,39.4,89.68,5.37,66.37,40.42,14.19,6.05,0.95,9.79,0.97,72.45,0.25,196.73,34.33,18.13,0.0
2023-02-28 02:00:00,2023-02-28 03:00:00,37.86,125.22,3.36,58.55,34.72,15.87,5.59,1.05,10.18,1.42,76.05,0.28,133.49,34.25,17.36,0.0
2023-02-28 03:00:00,2023-02-28 04:00:00,42.08,126.95,8.84,44.51,31.79,16.34,5.92,1.28,13.38,4.47,78.27,0.15,142.42,34.2,16.99,0.0
2023-02-28 04:00:00,2023-02-28 05:00:00,39.59,121.09,25.04,72.9,59.6,9.05,5.42,1.22,3.85,5.4,80.5,0.18,163.07,34.25,16.47,0.0
