From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),BP (mmHg),Xylene (ug/m3),AT (degree C)
2021-12-28 05:00:00,2021-12-28 06:00:00,31.5,68.0,0.33,5.93,3.4,3.33,8.7,0.59,,,0.15,,,26.0,90.25,1.82,149.25,,,16.6
2021-12-28 06:00:00,2021-12-28 07:00:00,29.0,62.75,0.55,5.7,3.45,3.4,9.3,0.57,,,0.2,,,25.78,92.25,2.97,143.25,,,16.32
2021-12-28 07:00:00,2021-12-28 08:00:00,25.75,55.0,0.42,5.55,3.33,3.58,9.12,0.57,,,0.28,,,25.67,92.75,2.75,147.5,,,16.45
2021-12-28 08:00:00,2021-12-28 09:00:00,24.5,52.25,0.75,6.2,3.92,3.57,9.47,0.61,1.96,0.0,0.28,,,25.77,89.75,2.85,145.5,,,17.23
2021-12-28 09:00:00,2021-12-28 10:00:00,23.5,54.25,0.97,5.65,3.78,3.33,8.55,0.57,3.53,0.0,0.22,,,25.37,83.75,3.08,145.5,,,18.42
2021-12-28 10:00:00,2021-12-28 11:00:00,24.75,56.0,1.0,6.47,4.25,3.17,8.7,0.62,10.48,0.0,0.15,,,25.5,72.25,2.65,142.0,,,20.57
2021-12-28 11:00:00,2021-12-28 12:00:00,22.25,50.75,0.93,7.15,4.55,3.25,8.93,0.67,19.41,0.0,,,,25.85,60.0,2.4,146.5,,,22.43
2021-12-28 12:00:00,2021-12-28 13:00:00,16.75,51.25,1.05,5.85,3.95,3.42,8.07,0.58,27.63,0.0,0.1,,,26.1,51.0,2.08,150.75,,,24.08
2021-12-28 13:00:00,2021-12-28 14:00:00,15.25,44.25,0.95,6.2,4.07,3.73,6.12,0.61,33.71,0.0,0.3,,,26.53,43.75,1.75,146.75,,,24.85
2021-12-28 14:00:00,2021-12-28 15:00:00,12.75,38.25,0.95,6.6,4.3,3.48,7.2,0.63,36.26,0.0,0.07,,,26.02,42.75,1.58,142.75,,,25.15
2021-12-28 15:00:00,2021-12-28 16:00:00,13.5,36.25,0.72,6.5,4.05,4.1,7.38,0.62,37.44,0.0,0.15,,,25.98,41.5,0.95,151.0,,,25.62
2021-12-28 16:00:00,2021-12-28 17:00:00,17.5,37.75,0.75,7.48,4.58,4.6,5.38,0.68,37.93,0.0,0.2,,,27.2,45.25,0.8,143.5,,,24.95
2021-12-28 17:00:00,2021-12-28 18:00:00,15.5,43.75,1.08,12.8,7.67,3.6,4.62,1.01,32.14,,,,,26.57,48.5,0.4,144.5,,,23.85
2021-12-28 18:00:00,2021-12-28 19:00:00,16.0,59.25,1.88,28.62,16.75,3.05,5.12,1.97,24.89,,,,,26.12,51.0,1.88,133.75,,,22.35
2021-12-28 19:00:00,2021-12-28 20:00:00,21.25,70.0,1.27,24.2,13.93,3.4,6.3,1.7,19.7,,0.0,,,25.58,55.75,2.4,130.75,,,21.3
2021-12-28 20:00:00,2021-12-28 21:00:00,19.25,58.25,0.75,11.95,6.97,2.7,7.95,0.96,15.78,0.0,0.0,,,25.08,60.25,2.9,125.5,,,20.43
2021-12-28 21:00:00,2021-12-28 22:00:00,21.25,47.0,0.55,8.9,5.2,3.32,8.5,0.77,11.37,0.0,0.0,,,24.85,88.75,0.33,111.25,,,18.15
2021-12-28 22:00:00,2021-12-28 23:00:00,25.25,63.25,0.45,8.72,5.03,2.65,8.03,0.76,4.21,0.0,,,,24.75,85.5,0.53,134.5,,,18.23
2021-12-28 23:00:00,2021-12-29 00:00:00,24.75,53.0,0.27,5.78,3.23,2.5,8.62,0.58,5.29,,0.1,,,24.73,70.25,0.85,141.5,,,19.57
2021-12-29 00:00:00,2021-12-29 01:00:00,21.0,39.5,0.17,5.75,3.18,2.67,11.1,0.58,8.43,,0.13,,,24.8,76.75,0.3,138.5,,,18.78
2021-12-29 01:00:00,2021-12-29 02:00:00,21.5,45.25,0.38,4.88,2.9,2.62,12.8,0.52,5.68,,0.22,,,24.68,75.75,0.55,141.0,,,18.95
2021-12-29 02:00:00,2021-12-29 03:00:00,21.5,47.25,0.4,3.88,2.38,2.72,12.95,0.47,6.27,0.0,0.15,,,24.68,77.25,1.6,142.0,,,18.75
2021-12-29 03:00:00,2021-12-29 04:00:00,17.25,43.75,0.25,4.03,2.35,2.65,12.78,0.47,5.78,0.0,0.17,,,24.62,79.5,1.38,140.75,,,18.23
2021-12-29 04:00:00,2021-12-29 05:00:00,18.75,48.0,0.35,4.15,2.48,2.8,13.03,0.48,3.43,0.0,0.2,,,24.6,84.25,0.43,141.75,,,17.45
2021-12-29 05:00:00,2021-12-29 06:00:00,22.0,46.75,0.33,5.07,3.0,2.73,13.7,0.54,0.78,,0.12,,,24.95,86.75,0.67,132.25,,,17.18
2021-12-29 06:00:00,2021-12-29 07:00:00,25.0,54.5,0.6,8.4,4.95,2.9,13.8,0.73,,,0.1,,,24.67,89.0,0.52,135.0,,,16.85
2021-12-29 07:00:00,2021-12-29 08:00:00,25.75,61.5,0.77,8.77,5.33,2.77,14.38,0.76,1.18,,,,,24.65,86.0,1.6,127.5,,,17.5
2021-12-29 08:00:00,2021-12-29 09:00:00,29.0,61.0,1.1,8.12,5.22,3.02,13.77,0.72,2.94,,,,,24.52,82.75,1.57,142.0,,,18.7
2021-12-29 09:00:00,2021-12-29 10:00:00,29.75,62.0,1.1,7.0,4.6,2.83,13.73,0.66,9.6,,,,,24.52,79.25,2.35,144.5,,,19.75
2021-12-29 10:00:00,2021-12-29 11:00:00,23.75,56.75,1.2,6.7,4.53,3.17,12.35,0.64,15.49,0.0,0.15,,,25.88,72.0,1.95,143.5,,,21.27
2021-12-29 11:00:00,2021-12-29 12:00:00,25.25,57.5,1.23,7.4,4.93,3.28,11.35,0.68,22.45,0.0,0.2,,,26.0,65.0,1.93,143.25,,,22.7
2021-12-29 12:00:00,2021-12-29 13:00:00,22.25,51.25,1.05,7.4,4.8,3.45,11.07,0.68,29.4,,0.28,,,26.25,59.25,0.97,149.0,,,24.35
2021-12-29 13:00:00,2021-12-29 14:00:00,19.25,45.75,1.1,7.45,4.85,3.25,10.0,0.68,34.98,,0.1,,,26.25,57.75,1.25,146.0,,,24.4
2021-12-29 14:00:00,2021-12-29 15:00:00,16.25,43.5,1.1,6.53,4.4,3.42,10.4,0.63,34.1,0.0,0.2,,,26.22,54.0,1.35,149.75,,,24.5
2021-12-29 15:00:00,2021-12-29 16:00:00,14.25,38.5,1.3,7.03,4.78,4.3,10.07,0.65,34.98,0.0,0.1,,,25.9,51.75,1.25,137.75,,,25.12
2021-12-29 16:00:00,2021-12-29 17:00:00,14.75,37.75,1.0,8.5,5.32,4.38,9.08,0.75,35.28,,0.1,,,27.18,54.0,1.57,127.25,,,23.75
2021-12-29 17:00:00,2021-12-29 18:00:00,16.0,44.5,0.93,11.55,6.9,4.05,9.43,0.93,27.44,,,,,26.6,53.75,0.77,127.0,,,23.35
2021-12-29 18:00:00,2021-12-29 19:00:00,25.0,64.0,1.55,21.7,12.8,4.15,10.22,1.55,23.81,,0.0,,,26.0,59.0,1.5,132.0,,,22.2
2021-12-29 19:00:00,2021-12-29 20:00:00,30.5,75.5,0.9,16.5,9.47,3.45,11.9,1.23,19.5,,,,,25.18,60.5,2.48,141.5,,,21.65
2021-12-29 20:00:00,2021-12-29 21:00:00,20.0,56.5,0.7,12.85,7.4,3.12,11.95,1.01,17.74,,,,,24.73,63.25,3.12,136.0,,,21.32
2021-12-29 21:00:00,2021-12-29 22:00:00,20.0,54.0,0.38,7.48,4.3,2.9,11.97,0.68,16.56,,,,,24.62,64.0,2.65,140.0,,,21.05
2021-12-29 22:00:00,2021-12-29 23:00:00,19.75,43.5,0.4,5.8,3.4,2.88,12.12,0.58,15.29,,0.2,,,24.55,64.75,2.12,144.0,,,20.7
2021-12-29 23:00:00,2021-12-30 00:00:00,19.25,46.5,0.3,5.62,3.25,2.88,11.4,0.57,13.23,,0.23,,,24.35,70.0,2.17,146.5,,,19.8
2021-12-30 00:00:00,2021-12-30 01:00:00,19.75,42.75,0.43,5.9,3.5,2.77,10.47,0.59,10.09,,0.15,,,24.2,74.5,2.2,147.25,,,19.27
2021-12-30 01:00:00,2021-12-30 02:00:00,19.25,45.5,0.4,5.4,3.2,2.97,11.1,0.56,8.03,,0.0,,,24.2,77.25,2.03,148.5,,,18.78
2021-12-30 02:00:00,2021-12-30 03:00:00,20.75,46.25,0.33,5.8,3.33,2.8,11.25,0.58,5.88,,0.4,,,24.02,79.5,2.52,145.0,,,18.28
2021-12-30 03:00:00,2021-12-30 04:00:00,23.25,44.25,0.2,6.38,3.4,2.8,11.58,0.61,4.21,,0.2,,,24.05,83.25,3.05,143.5,,,17.8
2021-12-30 04:00:00,2021-12-30 05:00:00,23.0,45.5,0.38,5.43,3.18,2.85,10.87,0.56,2.35,,,,,24.17,88.5,2.9,145.25,,,17.38
2021-12-30 05:00:00,2021-12-30 06:00:00,20.0,46.0,0.2,4.97,2.8,2.57,11.6,0.53,0.98,,0.1,,,24.4,91.5,3.17,143.0,,,17.05
2021-12-30 06:00:00,2021-12-30 07:00:00,19.5,42.0,0.45,5.1,3.05,3.35,11.23,0.54,0.39,,0.25,,,24.23,94.25,3.43,140.75,,,16.65
2021-12-30 07:00:00,2021-12-30 08:00:00,17.0,34.75,0.5,5.05,3.08,2.73,10.22,0.54,,,0.2,,,24.15,95.0,3.15,142.25,,,16.62
2021-12-30 08:00:00,2021-12-30 09:00:00,15.75,27.5,0.75,5.22,3.4,3.08,10.65,0.55,0.39,,0.22,,,24.12,95.0,3.17,143.5,,,16.88
2021-12-30 09:00:00,2021-12-30 10:00:00,21.25,46.5,1.3,6.12,4.27,2.75,10.4,0.6,3.13,,0.3,,,24.23,83.25,3.33,143.25,,,19.33
2021-12-30 10:00:00,2021-12-30 11:00:00,21.5,52.75,1.08,5.7,3.9,3.4,10.5,0.57,13.72,,0.2,,,25.88,70.5,3.0,144.25,,,21.48
2021-12-30 11:00:00,2021-12-30 12:00:00,19.5,50.25,0.95,5.55,3.75,3.5,10.5,0.57,22.54,0.0,0.17,,,25.93,59.5,2.88,147.25,,,23.12
2021-12-30 12:00:00,2021-12-30 13:00:00,16.25,51.5,1.0,5.92,3.97,3.9,9.83,0.59,29.59,0.0,0.12,,,26.35,51.0,2.22,144.75,,,24.65
2021-12-30 13:00:00,2021-12-30 14:00:00,11.25,40.5,0.72,5.83,3.73,3.85,9.53,0.59,35.97,0.0,0.1,,,26.52,46.0,1.62,153.25,,,25.57
2021-12-30 14:00:00,2021-12-30 15:00:00,11.75,30.5,0.6,5.28,3.3,3.67,9.75,0.55,39.69,0.0,0.15,,,26.03,46.75,1.95,146.25,,,25.93
2021-12-30 15:00:00,2021-12-30 16:00:00,11.0,33.25,0.43,5.48,3.23,4.12,9.82,0.56,41.35,0.0,0.28,,,25.92,47.75,1.0,150.75,,,26.3
2021-12-30 16:00:00,2021-12-30 17:00:00,11.5,38.75,0.65,7.22,4.38,4.58,8.88,0.67,40.47,0.0,0.1,,,27.12,53.25,1.9,146.75,,,25.35
2021-12-30 17:00:00,2021-12-30 18:00:00,13.75,44.75,0.88,9.12,5.55,3.77,8.57,0.79,33.81,0.0,0.1,,,26.75,62.25,2.27,143.75,,,23.82
2021-12-30 18:00:00,2021-12-30 19:00:00,15.5,47.0,1.1,11.32,6.92,3.28,8.92,0.92,25.68,,,,,26.18,67.5,2.9,142.75,,,22.5
2021-12-30 19:00:00,2021-12-30 20:00:00,14.25,45.25,0.73,10.47,6.2,3.2,10.53,0.87,20.58,,,,,25.48,71.25,3.02,140.5,,,21.5
2021-12-30 20:00:00,2021-12-30 21:00:00,15.75,40.75,0.58,9.82,5.67,3.1,11.55,0.83,16.86,0.03,0.0,,,25.07,76.25,2.98,140.25,,,20.68
2021-12-30 21:00:00,2021-12-30 22:00:00,18.0,44.0,0.32,8.85,4.97,3.08,11.75,0.77,13.62,,,,,24.77,81.5,2.92,139.25,,,19.85
2021-12-30 22:00:00,2021-12-30 23:00:00,18.5,45.5,0.33,5.9,3.42,3.02,11.03,0.59,10.78,,0.17,,,24.55,85.0,3.35,143.5,,,19.6
2021-12-30 23:00:00,2021-12-31 00:00:00,19.25,40.0,0.3,4.85,2.8,2.9,11.2,0.52,10.0,,0.15,,,24.5,86.5,3.83,140.5,,,19.38
2021-12-31 00:00:00,2021-12-31 01:00:00,16.75,37.25,0.35,4.45,2.65,2.7,11.97,0.5,9.12,,0.25,,,24.53,88.25,3.75,142.5,,,19.1
2021-12-31 01:00:00,2021-12-31 02:00:00,16.75,38.0,0.4,4.6,2.75,2.7,12.5,0.51,8.04,,0.2,,,24.48,90.75,3.7,145.25,,,18.88
2021-12-31 02:00:00,2021-12-31 03:00:00,18.0,36.25,0.4,4.1,2.5,2.55,13.1,0.48,7.06,,0.15,,,24.48,91.0,3.98,144.25,,,18.45
2021-12-31 03:00:00,2021-12-31 04:00:00,14.5,30.25,0.27,3.35,1.97,2.47,12.43,0.43,5.78,,0.22,,,24.5,91.0,3.33,147.75,,,18.42
2021-12-31 04:00:00,2021-12-31 05:00:00,12.5,26.25,0.3,3.2,1.98,2.58,12.53,0.42,5.49,0.0,0.2,,,24.53,91.5,2.58,148.0,,,18.42
2021-12-31 05:00:00,2021-12-31 06:00:00,10.25,20.0,0.27,3.37,2.0,2.57,13.35,0.43,5.39,,0.1,,,24.9,92.0,3.23,146.5,,,18.25
2021-12-31 06:00:00,2021-12-31 07:00:00,7.75,17.25,0.65,3.25,2.25,2.95,12.9,0.42,5.0,0.0,0.15,,,24.53,92.25,4.57,142.5,,,18.15
2021-12-31 07:00:00,2021-12-31 08:00:00,7.5,19.25,0.53,3.5,2.3,2.98,12.57,0.44,4.6,0.05,0.2,,,24.7,93.0,5.15,143.5,,,18.02
2021-12-31 08:00:00,2021-12-31 09:00:00,9.5,25.75,0.6,4.03,2.65,3.15,12.95,0.47,4.61,,0.2,,,24.45,91.5,5.62,142.25,,,18.32
2021-12-31 09:00:00,2021-12-31 10:00:00,11.0,34.0,1.02,4.75,3.35,3.07,12.38,0.52,6.47,,0.25,,,24.32,88.75,4.0,146.5,,,19.25
2021-12-31 10:00:00,2021-12-31 11:00:00,11.25,35.5,1.0,4.95,3.47,3.23,12.5,0.53,11.07,,0.07,,,25.62,83.25,3.6,145.5,,,20.75
2021-12-31 11:00:00,2021-12-31 12:00:00,12.25,39.25,0.8,4.88,3.25,3.17,11.32,0.53,17.44,0.0,0.1,,,25.92,78.25,3.17,145.75,,,21.93
2021-12-31 12:00:00,2021-12-31 13:00:00,12.5,37.5,0.98,5.53,3.73,3.4,10.95,0.56,22.93,,0.15,,,26.33,73.75,3.03,146.75,,,23.1
2021-12-31 13:00:00,2021-12-31 14:00:00,11.25,38.75,0.8,5.42,3.55,3.53,10.4,0.56,26.66,,0.15,,,26.53,73.75,3.12,147.25,,,22.92
2021-12-31 14:00:00,2021-12-31 15:00:00,12.25,39.0,0.97,6.07,4.05,3.45,10.68,0.6,26.16,,0.15,,,26.43,72.0,3.27,143.5,,,23.42
2021-12-31 15:00:00,2021-12-31 16:00:00,13.25,42.0,0.9,5.72,3.82,3.9,10.47,0.58,28.02,,0.1,,,26.0,71.25,3.2,145.25,,,23.38
2021-12-31 16:00:00,2021-12-31 17:00:00,14.0,42.0,0.85,5.95,3.85,3.95,10.93,0.59,26.95,,0.17,,,25.92,72.0,3.62,143.5,,,23.08
2021-12-31 17:00:00,2021-12-31 18:00:00,14.0,46.25,1.15,8.12,5.28,3.8,12.1,0.73,24.2,,,,,25.67,77.5,4.35,138.0,,,22.02
2021-12-31 18:00:00,2021-12-31 19:00:00,15.25,62.0,1.02,9.08,5.65,3.65,12.5,0.78,19.6,,,,,25.5,80.25,5.1,140.25,,,21.3
2021-12-31 19:00:00,2021-12-31 20:00:00,20.25,67.75,0.9,10.12,6.1,3.3,12.23,0.84,16.66,,,,,25.9,82.75,5.78,135.75,,,20.7
2021-12-31 20:00:00,2021-12-31 21:00:00,23.75,56.5,0.78,8.43,5.1,3.15,12.17,0.74,14.41,,,,,25.8,84.5,5.12,140.25,,,20.2
2021-12-31 21:00:00,2021-12-31 22:00:00,22.5,53.5,0.45,6.9,4.08,3.3,12.68,0.65,12.64,0.0,,,,25.9,86.5,4.83,140.0,,,19.98
2021-12-31 22:00:00,2021-12-31 23:00:00,21.75,56.25,0.6,6.5,3.95,3.3,12.62,0.63,11.46,,,,,25.98,88.75,3.12,148.25,,,19.7
2021-12-31 23:00:00,2022-01-01 00:00:00,24.0,51.0,0.47,5.8,3.47,3.27,13.2,0.58,10.58,,0.35,,,25.83,89.0,3.17,145.67,,,19.47
2022-01-01 00:00:00,2022-01-01 01:00:00,19.25,39.75,0.43,4.28,2.6,3.2,11.93,0.49,9.12,,0.27,,,25.7,91.25,4.78,142.25,,,19.0
2022-01-01 01:00:00,2022-01-01 02:00:00,13.75,26.5,0.47,3.8,2.4,3.2,11.3,0.46,8.04,,0.35,,,25.73,91.5,4.92,144.0,,,18.9
2022-01-01 02:00:00,2022-01-01 03:00:00,12.25,23.5,0.47,3.73,2.4,3.12,11.72,0.46,7.45,,0.27,,,25.7,92.0,3.38,148.5,,,18.82
2022-01-01 03:00:00,2022-01-01 04:00:00,9.75,19.0,0.28,3.17,1.9,3.17,11.57,0.42,7.35,,0.15,,,25.77,92.25,3.1,147.5,,,18.78
2022-01-01 04:00:00,2022-01-01 05:00:00,9.25,18.25,0.4,3.02,1.85,3.15,11.77,0.41,7.06,0.0,0.17,,,25.83,92.75,3.02,144.5,,,18.8
2022-01-01 05:00:00,2022-01-01 06:00:00,10.0,15.5,0.27,3.17,1.9,2.9,10.7,0.42,7.06,0.0,0.2,,,26.05,92.0,3.48,144.5,,,18.75
2022-01-01 06:00:00,2022-01-01 07:00:00,9.75,16.0,0.55,3.75,2.5,3.5,11.12,0.46,6.96,,0.2,,,25.93,92.25,3.9,143.25,,,18.6
2022-01-01 07:00:00,2022-01-01 08:00:00,10.0,23.0,0.45,4.03,2.5,3.6,11.3,0.47,6.56,,0.2,,,25.85,92.0,4.45,140.75,,,18.5
2022-01-01 08:00:00,2022-01-01 09:00:00,12.5,25.75,0.65,4.45,2.92,3.65,11.28,0.5,6.66,0.0,0.17,,,25.73,90.75,4.47,141.0,,,18.88
2022-01-01 09:00:00,2022-01-01 10:00:00,11.0,26.5,0.95,5.15,3.52,3.35,11.38,0.54,8.82,,0.25,,,25.73,87.75,3.98,142.0,,,19.77
2022-01-01 10:00:00,2022-01-01 11:00:00,11.5,32.0,1.02,5.12,3.58,3.35,10.8,0.54,13.33,,0.13,,,25.9,83.5,4.1,144.25,,,21.02
2022-01-01 11:00:00,2022-01-01 12:00:00,13.5,35.75,0.88,4.8,3.27,3.42,10.15,0.52,19.6,,0.22,,,26.25,78.75,3.6,147.0,,,22.38
2022-01-01 12:00:00,2022-01-01 13:00:00,14.5,37.0,0.65,4.83,3.08,3.48,8.53,0.52,25.18,,0.25,,,26.5,74.25,3.4,145.25,,,23.3
2022-01-01 13:00:00,2022-01-01 14:00:00,13.25,35.25,0.82,4.33,2.98,3.15,9.9,0.49,29.1,,0.22,,,25.85,69.5,2.42,153.5,,,24.32
2022-01-01 14:00:00,2022-01-01 15:00:00,14.5,38.0,0.7,4.68,3.05,2.93,10.7,0.52,33.03,0.0,0.2,,,24.92,67.5,2.35,144.25,,,24.38
2022-01-01 15:00:00,2022-01-01 16:00:00,15.5,33.5,0.6,4.58,2.92,3.17,9.93,0.51,32.64,,0.2,,,24.05,69.0,2.23,147.25,,,24.0
2022-01-01 16:00:00,2022-01-01 17:00:00,13.0,29.0,0.82,4.67,3.17,3.67,9.25,0.51,30.28,0.0,0.15,,,25.88,69.5,2.72,147.5,,,23.82
2022-01-01 17:00:00,2022-01-01 18:00:00,12.0,31.75,1.02,7.9,5.05,3.38,8.5,0.71,28.03,,0.05,,,26.4,73.25,2.62,144.0,,,22.9
2022-01-01 18:00:00,2022-01-01 19:00:00,18.0,39.75,1.43,9.65,6.33,2.88,8.73,0.82,23.13,,,,,26.12,74.0,1.95,146.25,,,22.27
2022-01-01 19:00:00,2022-01-01 20:00:00,17.5,39.75,0.68,9.95,5.82,2.88,9.65,0.83,20.39,,,,,25.98,75.75,1.38,145.75,,,21.98
2022-01-01 20:00:00,2022-01-01 21:00:00,15.75,41.5,0.55,7.6,4.45,2.88,9.75,0.69,18.91,,0.15,,,25.77,78.25,1.3,152.5,,,21.62
2022-01-01 21:00:00,2022-01-01 22:00:00,15.75,40.75,0.47,6.65,3.92,2.77,10.95,0.63,17.64,,,,,25.65,79.25,2.18,145.5,,,21.3
2022-01-01 22:00:00,2022-01-01 23:00:00,17.0,43.25,0.35,5.4,3.17,2.85,11.35,0.56,16.27,,0.32,,,25.6,81.5,3.45,144.75,,,20.95
2022-01-01 23:00:00,2022-01-02 00:00:00,13.75,42.0,0.4,4.57,2.75,2.73,11.32,0.51,15.09,,0.15,,,25.62,84.25,4.05,146.25,,,20.4
2022-01-02 00:00:00,2022-01-02 01:00:00,13.75,33.0,0.28,4.28,2.52,2.58,12.4,0.49,12.64,,0.17,,,25.53,87.5,3.22,148.5,,,19.65
2022-01-02 01:00:00,2022-01-02 02:00:00,15.25,26.5,0.33,4.2,2.47,2.53,11.32,0.48,9.99,,0.15,,,25.27,89.5,3.17,145.5,,,19.07
2022-01-02 02:00:00,2022-01-02 03:00:00,13.0,33.0,0.28,3.37,2.03,2.4,11.1,0.43,8.13,,0.15,,,25.23,89.0,3.33,145.25,,,18.98
2022-01-02 03:00:00,2022-01-02 04:00:00,13.25,28.25,0.35,3.1,1.93,2.38,11.3,0.42,7.74,,0.15,,,25.27,89.5,3.35,146.75,,,18.9
2022-01-02 04:00:00,2022-01-02 05:00:00,14.0,24.5,0.4,2.6,1.73,2.35,11.5,0.39,7.06,0.0,0.1,,,25.27,89.75,4.0,142.0,,,18.52
2022-01-02 05:00:00,2022-01-02 06:00:00,13.5,28.0,0.37,3.13,1.97,2.3,12.95,0.42,5.78,0.0,0.15,,,25.45,91.5,4.1,140.75,,,18.3
2022-01-02 06:00:00,2022-01-02 07:00:00,12.75,25.75,0.2,3.5,2.05,3.0,11.6,0.44,5.29,,0.2,,,25.3,92.0,4.25,142.25,,,18.15
2022-01-02 07:00:00,2022-01-02 08:00:00,14.5,27.0,0.38,3.8,2.35,2.6,11.07,0.46,4.7,,0.23,,,25.07,91.0,4.0,141.75,,,18.18
2022-01-02 08:00:00,2022-01-02 09:00:00,12.5,26.0,0.78,4.15,2.85,2.85,11.72,0.48,5.88,,0.2,,,25.32,84.75,3.53,144.25,,,19.15
2022-01-02 09:00:00,2022-01-02 10:00:00,11.5,31.0,1.0,4.5,3.23,2.8,11.93,0.5,11.27,,0.22,,,25.23,79.25,3.23,143.25,,,20.6
2022-01-02 10:00:00,2022-01-02 11:00:00,12.5,28.75,0.75,3.62,2.55,2.77,12.12,0.45,18.04,0.0,0.2,,,25.38,75.5,3.47,146.5,,,21.65
2022-01-02 11:00:00,2022-01-02 12:00:00,10.75,32.25,1.05,4.4,3.2,2.8,12.52,0.5,23.22,0.0,0.12,,,25.7,68.5,3.47,141.25,,,23.35
2022-01-02 12:00:00,2022-01-02 13:00:00,10.5,37.0,1.05,4.3,3.17,2.95,11.45,0.49,29.1,0.0,0.2,,,25.82,63.0,3.75,142.0,,,24.35
2022-01-02 13:00:00,2022-01-02 14:00:00,11.5,37.75,0.8,4.4,3.0,2.98,11.83,0.5,32.63,,0.12,,,26.05,59.75,3.52,139.5,,,25.05
2022-01-02 14:00:00,2022-01-02 15:00:00,9.75,30.0,0.53,4.5,2.85,3.0,11.85,0.51,36.16,0.0,0.12,,,26.15,57.25,2.33,145.75,,,25.8
2022-01-02 15:00:00,2022-01-02 16:00:00,9.5,28.25,0.7,4.9,3.18,2.92,10.05,0.53,38.42,0.0,0.2,,,26.4,59.25,2.55,138.0,,,25.47
2022-01-02 16:00:00,2022-01-02 17:00:00,10.75,31.75,0.53,5.35,3.28,2.95,8.93,0.55,36.45,,0.2,,,26.42,61.5,2.22,145.0,,,25.03
2022-01-02 17:00:00,2022-01-02 18:00:00,10.0,31.0,0.53,5.38,3.33,2.9,9.55,0.55,32.53,,0.12,,,26.25,65.5,1.57,149.25,,,24.0
2022-01-02 18:00:00,2022-01-02 19:00:00,11.0,32.0,0.65,8.55,5.05,2.88,9.98,0.75,26.26,,0.1,,,26.17,69.5,0.55,147.25,,,22.57
2022-01-02 19:00:00,2022-01-02 20:00:00,13.25,33.25,0.73,8.48,5.12,2.92,12.3,0.74,21.07,,0.15,,,26.0,70.25,2.17,145.5,,,22.03
2022-01-02 20:00:00,2022-01-02 21:00:00,10.75,29.25,0.5,6.97,4.12,2.98,11.62,0.65,19.11,,0.1,,,25.77,72.75,2.75,144.0,,,21.48
2022-01-02 21:00:00,2022-01-02 22:00:00,10.75,33.25,0.55,5.72,3.47,2.83,12.4,0.58,17.25,,0.17,,,25.7,74.5,3.17,144.25,,,21.0
2022-01-02 22:00:00,2022-01-02 23:00:00,12.5,32.75,0.47,5.23,3.2,2.83,13.1,0.55,15.58,,0.15,,,25.62,76.25,3.67,142.0,,,20.62
2022-01-02 23:00:00,2022-01-03 00:00:00,11.25,29.75,0.25,3.98,2.33,2.8,13.07,0.47,13.91,0.0,0.2,,,25.6,78.0,3.92,142.0,,,20.35
2022-01-03 00:00:00,2022-01-03 01:00:00,11.75,33.0,0.23,4.12,2.38,2.85,12.33,0.48,12.64,,0.18,,,25.57,82.25,4.92,141.0,,,19.7
2022-01-03 01:00:00,2022-01-03 02:00:00,12.25,35.75,0.28,4.2,2.5,2.78,11.73,0.49,9.89,,0.12,,,25.43,86.25,4.85,138.0,,,18.98
2022-01-03 02:00:00,2022-01-03 03:00:00,16.0,33.5,0.47,4.1,2.55,2.75,10.95,0.48,7.35,,0.15,,,25.25,89.5,4.35,140.75,,,18.48
2022-01-03 03:00:00,2022-01-03 04:00:00,15.25,28.0,0.45,3.5,2.23,2.75,11.45,0.44,5.69,,0.2,,,25.27,91.0,4.42,139.5,,,18.25
2022-01-03 04:00:00,2022-01-03 05:00:00,13.75,26.5,0.4,3.17,2.0,2.75,11.53,0.42,4.8,0.0,0.2,,,25.33,92.25,4.78,135.25,,,18.05
2022-01-03 05:00:00,2022-01-03 06:00:00,15.0,30.75,0.4,3.2,2.03,2.67,9.9,0.42,3.82,,0.15,,,25.6,92.75,3.75,135.0,,,17.85
2022-01-03 06:00:00,2022-01-03 07:00:00,12.25,30.5,0.5,3.0,2.0,3.3,11.45,0.41,3.43,,0.28,,,25.32,92.5,3.75,137.5,,,17.75
2022-01-03 07:00:00,2022-01-03 08:00:00,14.25,32.75,0.5,4.35,2.73,2.92,11.48,0.49,3.24,,0.28,,,25.23,91.75,3.18,136.0,,,17.9
2022-01-03 08:00:00,2022-01-03 09:00:00,17.5,36.5,0.62,5.22,3.3,3.33,11.28,0.55,4.41,,0.1,,,25.23,88.0,2.85,143.75,,,18.48
2022-01-03 09:00:00,2022-01-03 10:00:00,16.0,40.0,1.12,5.2,3.73,3.17,11.47,0.55,8.92,,0.15,,,25.25,82.25,1.78,146.75,,,19.9
2022-01-03 10:00:00,2022-01-03 11:00:00,15.75,37.75,1.2,5.15,3.7,3.05,11.75,0.54,16.36,,0.3,,,25.35,76.75,2.33,142.75,,,21.5
2022-01-03 11:00:00,2022-01-03 12:00:00,16.0,41.25,0.75,5.15,3.38,2.92,11.3,0.54,23.03,,0.2,,,25.07,71.75,2.5,138.5,,,22.7
