From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mg/m3),AT (degree C),RF (mm),Xylene (ug/m3)
2022-12-01 08:00:00,2022-12-01 09:00:00,53.66,103.25,2.78,11.09,8.15,20.08,31.65,1.37,1.04,,,,,,84.84,0.8,243.96,56.67,,20.76,,
2022-12-01 09:00:00,2022-12-01 10:00:00,58.9,113.53,2.6,10.26,7.57,19.97,31.82,2.25,1.96,,,,,,76.71,0.97,245.66,51.35,,22.34,,
2022-12-01 10:00:00,2022-12-01 11:00:00,49.45,95.0,2.18,9.79,6.98,19.84,31.77,1.64,,,,,,,72.91,0.77,209.2,48.19,,22.66,,
2022-12-01 11:00:00,2022-12-01 12:00:00,64.0,123.53,2.05,9.45,6.69,19.63,31.79,1.36,1.77,,,,,,70.62,0.89,268.66,50.55,,23.25,,
2022-12-01 12:00:00,2022-12-01 13:00:00,52.64,101.25,2.12,9.7,6.87,20.09,32.09,1.88,,,,,,,75.54,0.89,102.09,52.73,,22.6,,
2022-12-01 13:00:00,2022-12-01 14:00:00,51.52,99.05,2.09,10.35,7.2,19.8,31.96,1.78,0.42,,,,,,74.77,1.03,65.33,55.52,,23.09,,
2022-12-01 14:00:00,2022-12-01 15:00:00,36.47,69.55,2.23,9.63,6.94,18.0,25.94,0.66,9.39,0.0,,0.04,0.01,,63.4,0.74,94.78,55.5,918.23,25.13,,
2022-12-01 15:00:00,2022-12-01 16:00:00,34.22,65.14,2.9,11.4,8.42,17.52,19.71,0.4,9.29,0.0,,0.04,0.01,,67.23,0.81,92.49,37.73,917.2,23.97,,
2022-12-01 16:00:00,2022-12-01 17:00:00,32.24,61.2,2.83,11.67,8.51,17.74,31.98,1.86,2.8,0.0,,0.02,0.01,,75.51,0.73,93.22,5.84,,22.67,,
2022-12-01 17:00:00,2022-12-01 18:00:00,31.14,59.1,2.79,11.4,8.34,17.57,32.24,1.43,,,,,,,79.83,1.17,238.79,1.85,,22.12,,
2022-12-01 18:00:00,2022-12-01 19:00:00,23.82,44.71,2.98,13.32,9.52,17.27,32.17,1.58,2.89,,,,,,81.77,1.2,306.76,0.0,,21.48,,
2022-12-01 19:00:00,2022-12-01 20:00:00,42.39,81.16,5.0,16.77,12.98,16.66,31.9,2.62,0.64,,,,,,84.2,0.92,330.01,0.0,,21.09,,
2022-12-01 20:00:00,2022-12-01 21:00:00,42.84,82.05,5.75,11.6,10.83,16.82,32.03,2.64,0.25,,,,,,85.64,0.88,325.43,0.0,,20.79,,
2022-12-01 21:00:00,2022-12-01 22:00:00,38.95,74.4,6.23,11.81,11.35,17.02,32.04,1.85,,,,,,,86.32,0.96,329.85,0.0,,20.79,,
2022-12-01 22:00:00,2022-12-01 23:00:00,47.97,92.16,6.95,11.48,11.76,16.74,31.91,2.62,0.05,,,,,,85.92,0.96,330.86,0.0,,20.91,,
2022-12-01 23:00:00,2022-12-02 00:00:00,46.49,89.19,5.82,9.94,10.01,17.07,31.95,1.41,1.08,,,,,,85.52,0.9,326.06,0.0,,21.09,,
2022-12-02 00:00:00,2022-12-02 01:00:00,41.15,78.55,4.43,8.44,8.08,17.11,32.08,1.63,,,,,,,85.98,0.89,330.1,0.0,,21.05,,
2022-12-02 01:00:00,2022-12-02 02:00:00,38.36,73.25,4.08,7.44,7.29,16.73,32.03,1.44,,,,,,,87.09,0.79,326.98,0.0,,20.58,,
2022-12-02 02:00:00,2022-12-02 03:00:00,33.86,64.42,3.69,7.05,6.75,17.03,32.21,1.94,0.58,,,,,,87.81,0.88,324.44,0.0,,20.51,,
2022-12-02 03:00:00,2022-12-02 04:00:00,30.73,58.28,3.91,6.94,6.86,16.49,32.19,2.04,0.96,,,,,,88.02,0.8,320.92,0.0,,20.54,,
2022-12-02 04:00:00,2022-12-02 05:00:00,26.7,50.4,3.87,6.29,6.49,16.56,32.11,2.03,1.97,,,,,,88.09,0.8,320.38,0.0,,20.53,,
2022-12-02 05:00:00,2022-12-02 06:00:00,24.56,46.19,4.31,6.75,7.1,16.1,32.18,1.94,,,,,,,87.47,0.61,215.47,0.0,,20.18,,
2022-12-02 06:00:00,2022-12-02 07:00:00,24.46,46.0,4.68,6.68,7.35,16.09,32.17,2.02,,,,,,,88.01,0.46,116.25,0.7,,19.83,,
2022-12-02 07:00:00,2022-12-02 08:00:00,27.38,51.7,4.59,9.14,8.59,15.93,31.98,2.5,0.9,,,,,,88.14,0.71,198.89,18.65,,20.2,,
2022-12-02 08:00:00,2022-12-02 09:00:00,34.3,65.3,3.83,10.24,8.57,15.8,31.93,2.59,0.98,,,,,,84.81,0.95,281.13,54.55,,21.04,,
2022-12-02 09:00:00,2022-12-02 10:00:00,30.77,58.38,2.69,9.34,7.17,16.08,32.0,2.17,4.36,,,,,,79.53,1.11,274.38,56.1,,21.87,,
2022-12-02 10:00:00,2022-12-02 11:00:00,35.92,68.45,2.71,7.75,6.31,16.57,32.09,1.43,1.33,,,,,,72.05,0.98,109.29,55.87,,23.58,,
2022-12-02 11:00:00,2022-12-02 12:00:00,32.31,61.4,2.25,7.77,5.97,16.43,32.04,2.14,0.16,,,,,,65.11,1.05,79.77,55.58,,24.83,,
2022-12-02 12:00:00,2022-12-02 13:00:00,32.11,61.0,2.81,8.47,6.78,15.94,32.14,2.51,0.89,,,,,,57.63,0.7,81.74,55.31,,25.85,,
2022-12-02 13:00:00,2022-12-02 14:00:00,32.59,61.95,4.38,12.89,10.41,15.34,32.15,1.98,2.49,,,,,,52.8,0.52,92.2,55.1,,26.45,,
2022-12-02 14:00:00,2022-12-02 15:00:00,39.4,75.3,2.9,10.62,8.01,16.03,26.42,1.36,6.59,0.0,,0.01,,,54.85,0.57,75.25,54.8,917.35,26.59,,
2022-12-02 15:00:00,2022-12-02 16:00:00,34.91,66.47,3.54,11.28,8.89,15.98,19.76,0.32,9.34,0.0,,,,,52.53,0.59,68.54,54.57,917.71,26.79,,
2022-12-02 16:00:00,2022-12-02 17:00:00,26.4,49.85,3.4,7.56,6.78,15.78,31.91,1.36,0.67,0.0,,,,,49.28,0.55,105.78,43.03,,26.95,,
2022-12-02 17:00:00,2022-12-02 18:00:00,25.51,48.05,3.42,11.04,8.64,15.18,32.21,1.47,0.39,,,,,,53.69,0.69,93.93,13.48,,25.95,,
2022-12-02 18:00:00,2022-12-02 19:00:00,50.26,96.45,9.29,23.95,20.29,13.21,32.11,2.21,,,,,,,62.18,0.67,110.22,0.0,,24.41,,
2022-12-02 19:00:00,2022-12-02 20:00:00,70.87,137.0,8.67,20.36,17.88,14.48,32.0,2.21,0.44,,,,,,68.61,1.06,124.73,0.0,,23.38,,
2022-12-02 20:00:00,2022-12-02 21:00:00,71.89,139.0,7.55,14.65,13.93,15.08,31.98,2.75,1.18,,,,,,72.62,0.58,101.11,0.0,,22.74,,
2022-12-02 21:00:00,2022-12-02 22:00:00,45.24,86.75,5.02,9.39,9.07,15.18,31.94,2.62,2.19,,,,,,77.81,0.98,312.0,0.0,,21.99,,
2022-12-02 22:00:00,2022-12-02 23:00:00,25.91,48.85,4.24,7.75,7.57,15.29,31.88,2.31,2.01,,,,,,83.03,0.92,275.93,0.0,,21.42,,
2022-12-02 23:00:00,2022-12-03 00:00:00,23.03,43.2,4.38,7.93,7.78,15.1,31.82,2.27,,,,,,,84.67,0.93,241.2,0.0,,21.48,,
2022-12-03 00:00:00,2022-12-03 01:00:00,27.29,51.55,4.01,7.62,7.32,15.49,32.03,1.88,1.3,,,,,,84.86,1.02,240.01,0.0,,21.64,,
2022-12-03 01:00:00,2022-12-03 02:00:00,26.06,49.15,4.2,8.02,7.67,15.44,32.08,1.96,2.29,,,,,,84.3,1.03,272.12,0.0,,21.46,,
2022-12-03 02:00:00,2022-12-03 03:00:00,25.99,49.0,4.58,6.76,7.31,15.45,32.02,1.96,0.25,,,,,,85.32,0.91,311.55,0.0,,20.97,,
2022-12-03 03:00:00,2022-12-03 04:00:00,20.18,37.6,5.43,5.72,7.47,15.2,32.06,1.54,1.2,,,,,,85.69,0.81,327.62,0.0,,20.64,,
2022-12-03 04:00:00,2022-12-03 05:00:00,15.51,28.45,4.96,5.32,6.87,14.84,32.06,1.38,0.96,,,,,,85.85,0.64,223.64,0.0,,20.43,,
2022-12-03 05:00:00,2022-12-03 06:00:00,16.25,29.91,5.95,5.09,7.55,14.67,32.12,1.34,1.95,,,,,,86.48,0.61,50.86,0.0,,20.09,,
2022-12-03 06:00:00,2022-12-03 07:00:00,19.21,35.7,5.45,5.54,7.38,14.65,32.1,1.04,0.9,,,,,,86.63,0.66,37.23,1.25,,19.87,,
2022-12-03 07:00:00,2022-12-03 08:00:00,20.81,38.85,6.78,4.86,8.1,14.52,32.05,1.32,0.24,,,,,,85.71,0.6,44.51,20.49,,19.9,,
2022-12-03 08:00:00,2022-12-03 09:00:00,18.47,34.25,5.79,6.24,8.03,14.71,32.02,1.3,2.45,,,,,,82.75,0.84,171.83,48.61,,20.68,,
2022-12-03 09:00:00,2022-12-03 10:00:00,23.2,43.5,3.95,6.06,6.43,14.65,31.88,1.51,,,,,,,75.91,1.25,174.98,56.2,,22.7,,
2022-12-03 10:00:00,2022-12-03 11:00:00,22.49,42.1,4.74,6.72,7.42,14.76,32.2,1.69,,,,,,,66.67,1.4,101.28,55.7,,24.61,,
2022-12-03 11:00:00,2022-12-03 12:00:00,23.39,43.91,3.59,7.33,6.82,15.07,31.92,1.57,,,,,,,60.61,1.05,75.53,55.24,,25.59,,
2022-12-03 12:00:00,2022-12-03 13:00:00,21.02,39.25,4.56,7.37,7.63,14.87,31.85,1.42,,,,,,,53.2,0.64,96.05,55.26,,27.12,,
2022-12-03 13:00:00,2022-12-03 14:00:00,42.69,81.75,4.57,7.55,7.73,15.17,31.97,1.39,0.68,,,,,,47.87,0.68,172.33,55.19,,28.12,,
2022-12-03 14:00:00,2022-12-03 15:00:00,29.3,55.5,2.65,7.1,5.93,15.12,32.19,1.53,1.94,,,,,,45.81,0.7,130.99,53.52,,28.38,,
2022-12-03 15:00:00,2022-12-03 16:00:00,24.18,45.42,2.48,7.15,5.83,15.1,32.26,1.67,0.58,,,,,,46.8,0.6,180.07,53.2,,27.98,,
2022-12-03 16:00:00,2022-12-03 17:00:00,22.5,42.15,3.25,7.83,6.8,15.04,32.11,2.37,0.71,,,,,,43.48,0.64,242.92,54.49,,29.02,,
2022-12-03 17:00:00,2022-12-03 18:00:00,25.82,48.65,3.85,10.48,8.7,14.62,31.96,3.42,0.55,,,,,,46.81,0.56,175.14,20.14,,27.63,,
2022-12-03 18:00:00,2022-12-03 19:00:00,37.62,71.8,7.56,16.9,15.14,13.1,31.81,1.81,1.09,,,,,,56.69,0.91,210.55,0.0,,25.38,,
2022-12-03 19:00:00,2022-12-03 20:00:00,55.24,106.25,4.93,12.69,10.76,14.07,31.94,2.36,0.16,,,,,,69.47,0.58,98.68,0.0,,24.15,,
2022-12-03 20:00:00,2022-12-03 21:00:00,24.01,45.3,4.91,10.24,9.44,14.08,31.91,2.09,1.32,,,,,,75.35,0.53,92.77,0.0,,23.2,,
2022-12-03 21:00:00,2022-12-03 22:00:00,27.75,52.45,6.48,8.96,10.03,13.73,31.71,1.81,1.6,,,,,,78.11,0.72,110.02,0.0,,22.46,,
2022-12-03 22:00:00,2022-12-03 23:00:00,28.54,53.95,11.17,6.92,12.77,13.68,31.98,2.09,0.93,,,,,,81.28,1.02,326.72,0.0,,21.73,,
2022-12-03 23:00:00,2022-12-04 00:00:00,20.79,38.8,11.31,6.66,12.73,13.77,31.88,2.34,0.75,,,,,,83.59,0.99,238.79,0.0,,21.56,,
2022-12-04 00:00:00,2022-12-04 01:00:00,23.77,44.63,10.08,5.58,11.17,14.21,32.01,2.0,,,,,,,85.18,0.96,156.41,0.0,,21.5,,
2022-12-04 01:00:00,2022-12-04 02:00:00,22.98,43.09,9.46,5.2,10.46,14.16,31.97,2.33,0.45,,,,,,85.55,0.97,242.56,0.0,,21.21,,
2022-12-04 02:00:00,2022-12-04 03:00:00,26.32,49.65,11.09,4.34,11.32,13.9,32.07,2.18,2.49,,,,,,86.25,0.9,334.73,0.0,,20.75,,
2022-12-04 03:00:00,2022-12-04 04:00:00,22.13,41.42,13.89,4.92,13.91,13.57,31.8,3.53,0.4,,,,,,87.0,0.83,323.77,0.0,,20.5,,
2022-12-04 04:00:00,2022-12-04 05:00:00,27.24,51.45,11.32,4.51,11.6,13.95,31.78,3.07,,,,,,,86.73,0.86,326.28,0.0,,20.52,,
2022-12-04 05:00:00,2022-12-04 06:00:00,18.8,34.9,7.12,4.02,7.94,14.5,32.0,2.9,,,,,,,86.83,0.82,279.58,0.0,,20.37,,
2022-12-04 06:00:00,2022-12-04 07:00:00,17.37,32.1,7.2,3.42,7.67,14.39,31.87,2.76,,,,,,,87.43,0.47,145.56,0.01,,20.04,,
2022-12-04 07:00:00,2022-12-04 08:00:00,17.8,32.95,7.3,5.04,8.62,14.59,31.76,6.16,,,,,,,87.01,0.78,201.19,14.29,,20.37,,
2022-12-04 08:00:00,2022-12-04 09:00:00,29.46,55.8,5.33,6.3,7.7,14.41,31.88,2.83,0.99,,,,,,79.32,1.1,269.84,52.62,,22.02,,
2022-12-04 09:00:00,2022-12-04 10:00:00,19.38,36.04,3.72,6.29,6.37,14.68,31.68,3.42,0.97,,,,,,70.99,1.03,165.64,55.62,,23.27,,
2022-12-04 10:00:00,2022-12-04 11:00:00,22.73,42.6,2.73,6.31,5.58,14.96,32.0,2.31,,,,,,,65.03,0.6,60.8,55.12,,23.92,,
2022-12-04 11:00:00,2022-12-04 12:00:00,21.48,40.15,2.45,5.56,4.94,14.83,31.8,3.4,2.29,,,,,,55.38,1.1,84.61,55.04,,25.9,,
2022-12-04 12:00:00,2022-12-04 13:00:00,20.43,38.1,1.83,6.73,5.06,14.66,31.91,2.92,2.0,,,,,,45.59,0.68,97.11,55.09,,27.25,,
2022-12-04 13:00:00,2022-12-04 14:00:00,18.44,34.19,2.85,7.25,6.18,14.43,32.05,4.06,,,,,,,41.02,0.68,108.55,54.95,,27.96,,
2022-12-04 14:00:00,2022-12-04 15:00:00,24.64,46.35,2.27,6.66,5.38,14.32,32.19,3.38,0.16,,,,,,39.96,0.76,77.8,54.61,,28.14,,
2022-12-04 15:00:00,2022-12-04 16:00:00,18.19,33.7,2.0,8.34,6.07,14.29,32.09,3.47,0.51,,,,,,42.78,0.8,70.67,54.08,,27.08,,
2022-12-04 16:00:00,2022-12-04 17:00:00,23.64,44.4,2.19,8.12,6.1,14.39,32.11,1.99,,,,,,,47.7,0.88,107.64,52.83,,26.29,,
2022-12-04 17:00:00,2022-12-04 18:00:00,24.92,46.9,2.67,10.96,8.0,14.25,31.93,2.16,,,,,,,54.77,0.77,103.56,10.79,,24.61,,
2022-12-04 18:00:00,2022-12-04 19:00:00,29.81,56.5,2.93,11.31,8.39,14.04,32.03,3.0,,,,,,,61.37,0.47,71.74,0.0,,23.58,,
2022-12-04 19:00:00,2022-12-04 20:00:00,35.88,68.4,3.25,9.16,7.51,14.26,31.93,2.92,0.6,,,,,,66.83,0.53,88.17,0.0,,22.88,,
2022-12-04 20:00:00,2022-12-04 21:00:00,31.33,59.5,4.52,10.55,9.29,13.94,31.99,4.12,,,,,,,71.24,0.8,228.87,0.0,,22.21,,
2022-12-04 21:00:00,2022-12-04 22:00:00,33.03,62.81,3.57,8.27,7.3,14.42,31.89,3.38,2.53,,,,,,75.27,0.9,323.37,0.0,,21.71,,
2022-12-04 22:00:00,2022-12-04 23:00:00,31.68,60.15,3.99,8.16,7.57,14.7,31.83,5.29,0.22,,,,,,79.42,0.73,211.91,0.0,,21.21,,
2022-12-04 23:00:00,2022-12-05 00:00:00,28.69,54.3,3.71,7.57,7.04,14.68,31.47,4.96,1.9,,,,,,81.63,0.8,322.4,0.0,,20.82,,
2022-12-05 00:00:00,2022-12-05 01:00:00,29.99,56.84,4.14,8.84,8.07,17.22,32.44,2.51,1.14,,,,,,83.37,0.51,216.69,0.0,,20.34,,
2022-12-05 01:00:00,2022-12-05 02:00:00,31.52,59.86,5.81,9.1,9.57,21.27,32.0,2.56,1.42,,,,,,85.01,0.48,63.52,0.0,,19.96,,
2022-12-05 02:00:00,2022-12-05 03:00:00,34.02,64.75,6.28,10.04,10.45,22.87,31.29,3.09,1.13,,,,,,85.74,0.46,55.53,0.0,,19.64,,
2022-12-05 03:00:00,2022-12-05 04:00:00,35.6,67.85,5.97,10.61,10.5,24.51,30.78,2.59,0.96,,,,,,86.5,0.48,118.65,0.0,,19.32,,
2022-12-05 04:00:00,2022-12-05 05:00:00,37.13,70.86,5.75,9.95,9.96,25.64,30.67,3.66,0.82,,,,,,86.84,0.71,194.27,0.0,,19.29,,
2022-12-05 05:00:00,2022-12-05 06:00:00,41.58,79.55,4.6,9.92,9.03,26.53,30.67,1.96,1.0,,,,,,87.16,0.65,255.95,0.0,,19.21,,
2022-12-05 06:00:00,2022-12-05 07:00:00,71.84,138.9,4.42,11.09,9.5,25.29,30.24,1.93,0.67,,,,,,87.82,0.72,294.44,1.39,,19.12,,
2022-12-05 07:00:00,2022-12-05 08:00:00,48.23,92.6,2.95,9.08,7.23,18.63,30.01,1.99,1.49,,,,,,87.57,0.63,95.5,22.17,,19.54,,
2022-12-05 08:00:00,2022-12-05 09:00:00,53.2,102.39,2.69,13.11,9.15,17.63,31.51,2.92,0.72,,,,,,84.02,0.77,206.68,54.46,,20.61,,
2022-12-05 09:00:00,2022-12-05 10:00:00,54.48,104.9,2.73,12.81,9.04,16.89,31.74,2.55,,,,,,,77.53,0.94,219.38,55.36,,22.27,,
2022-12-05 10:00:00,2022-12-05 11:00:00,55.04,105.95,1.79,13.08,8.42,17.91,31.94,1.91,0.89,,,,,,66.26,1.09,64.78,54.69,,23.64,,
2022-12-05 11:00:00,2022-12-05 12:00:00,55.06,106.0,2.24,11.86,8.12,17.25,31.89,2.24,0.58,,,,,,58.46,1.36,99.08,54.5,,25.37,,
2022-12-05 12:00:00,2022-12-05 13:00:00,49.73,95.55,2.46,12.2,8.5,17.05,31.9,1.62,1.33,,,,,,52.43,0.93,78.71,54.51,,26.49,,
2022-12-05 13:00:00,2022-12-05 14:00:00,46.06,88.35,1.89,11.51,7.67,17.08,32.13,1.67,1.46,,,,,,49.76,0.94,87.89,54.23,,26.68,,
2022-12-05 14:00:00,2022-12-05 15:00:00,48.3,92.77,2.64,13.35,9.25,16.74,32.1,1.17,0.96,,,,,,46.65,0.5,113.44,54.08,,27.49,,
2022-12-05 15:00:00,2022-12-05 16:00:00,52.79,101.55,3.64,18.29,12.68,16.05,32.17,2.26,2.48,,,,,,51.92,0.81,92.05,53.71,,26.54,,
2022-12-05 16:00:00,2022-12-05 17:00:00,53.51,102.95,2.83,16.98,11.33,15.9,31.92,1.41,,,,,,,55.13,0.88,136.18,51.89,,25.82,,
2022-12-05 17:00:00,2022-12-05 18:00:00,,,3.3,18.96,12.76,15.18,31.99,1.14,3.7,,,,,,58.59,0.83,141.25,8.69,,25.05,,
2022-12-05 18:00:00,2022-12-05 19:00:00,,,3.73,21.13,14.28,15.09,31.92,1.69,,,,,,,63.54,0.57,84.69,0.0,,23.77,,
2022-12-05 19:00:00,2022-12-05 20:00:00,,,4.34,22.81,15.66,15.32,32.04,1.71,0.85,,,,,,67.38,0.66,124.09,0.0,,23.14,,
2022-12-05 20:00:00,2022-12-05 21:00:00,,,6.94,23.38,18.08,14.74,32.16,1.61,0.99,,,,,,70.18,0.59,47.32,0.0,,22.67,,
2022-12-05 21:00:00,2022-12-05 22:00:00,,,7.0,16.84,14.64,15.1,32.05,2.04,,,,,,,73.0,0.69,106.37,0.0,,22.4,,
2022-12-05 22:00:00,2022-12-05 23:00:00,,,5.19,12.14,10.69,16.15,31.93,2.05,,,,,,,77.0,0.9,320.53,0.0,,21.81,,
2022-12-05 23:00:00,2022-12-06 00:00:00,,,5.17,10.02,9.53,16.69,32.08,1.97,1.13,,,,,,82.54,0.97,265.89,0.0,,21.34,,
2022-12-06 00:00:00,2022-12-06 01:00:00,,,4.6,9.92,9.03,17.38,31.94,1.71,0.54,,,,,,83.9,0.93,309.49,0.0,,21.31,,
2022-12-06 01:00:00,2022-12-06 02:00:00,,,5.68,9.02,9.42,17.38,31.93,1.72,0.93,,,,,,84.08,0.84,316.53,0.0,,21.08,,
2022-12-06 02:00:00,2022-12-06 03:00:00,,,4.85,8.66,8.55,17.79,31.98,1.94,,,,,,,85.32,0.83,329.35,0.0,,20.71,,
2022-12-06 03:00:00,2022-12-06 04:00:00,,,5.7,8.05,8.91,17.66,32.19,2.08,0.92,,,,,,86.29,0.79,319.12,0.0,,20.53,,
2022-12-06 04:00:00,2022-12-06 05:00:00,,,6.04,7.79,9.05,18.02,32.01,1.66,1.44,,,,,,86.27,0.64,293.05,0.0,,20.46,,
2022-12-06 05:00:00,2022-12-06 06:00:00,,,6.4,7.09,8.97,18.23,32.12,1.8,,,,,,,86.09,0.45,217.28,0.0,,20.38,,
2022-12-06 06:00:00,2022-12-06 07:00:00,,,4.63,8.99,8.55,18.51,31.91,1.89,,,,,,,86.04,0.4,136.93,0.0,,20.26,,
2022-12-06 07:00:00,2022-12-06 08:00:00,,,3.88,8.99,7.94,18.72,31.86,1.82,1.24,,,,,,86.21,0.6,71.7,12.36,,20.15,,
2022-12-06 08:00:00,2022-12-06 09:00:00,,,2.6,9.54,7.18,18.73,31.99,1.25,,,,,,,83.38,0.78,168.64,42.45,,20.65,,
2022-12-06 09:00:00,2022-12-06 10:00:00,,,2.02,9.55,6.73,19.15,31.96,1.17,1.53,,,,,,78.69,1.02,171.4,55.24,,21.79,,
2022-12-06 10:00:00,2022-12-06 11:00:00,,,1.67,8.84,6.07,19.31,32.12,1.77,,,,,,,64.45,1.23,72.69,54.67,,24.12,,
2022-12-06 11:00:00,2022-12-06 12:00:00,,,1.57,8.23,5.66,18.83,32.11,1.87,0.87,,,,,,54.61,1.57,88.16,54.38,,25.32,,
2022-12-06 12:00:00,2022-12-06 13:00:00,48.94,94.0,1.8,8.17,5.81,18.83,32.0,1.35,,,,,,,48.84,1.14,110.15,54.33,,26.26,,
2022-12-06 13:00:00,2022-12-06 14:00:00,41.19,78.8,1.71,9.01,6.17,18.31,32.01,1.36,2.32,,,,,,44.67,0.87,86.97,54.17,,27.07,,
2022-12-06 14:00:00,2022-12-06 15:00:00,41.75,79.9,1.46,7.55,5.21,17.96,24.15,0.95,6.34,0.0,,0.01,0.01,,41.05,0.81,74.31,53.92,914.94,27.49,,
2022-12-06 15:00:00,2022-12-06 16:00:00,38.89,74.3,1.27,6.94,4.72,17.94,16.79,0.35,9.26,0.0,,0.02,0.01,,39.2,0.64,116.56,53.76,915.57,27.9,,
2022-12-06 16:00:00,2022-12-06 17:00:00,37.77,72.1,1.47,9.5,6.26,17.11,31.61,2.02,0.96,0.01,,0.03,0.03,,46.05,1.04,123.04,37.01,,26.18,,
2022-12-06 17:00:00,2022-12-06 18:00:00,52.74,101.45,1.84,12.38,8.09,16.44,32.09,1.85,2.27,,,,,,51.22,0.55,154.72,11.06,,24.96,,
2022-12-06 18:00:00,2022-12-06 19:00:00,66.09,127.7,2.25,18.06,11.43,15.43,32.09,1.85,0.27,,,,,,58.1,0.44,65.7,0.0,,24.02,,
2022-12-06 19:00:00,2022-12-06 20:00:00,80.35,155.6,2.45,16.96,11.02,16.03,31.94,1.37,,,,,,,64.59,0.6,87.81,0.0,,22.97,,
2022-12-06 20:00:00,2022-12-06 21:00:00,94.15,182.65,3.58,18.46,12.72,15.88,31.74,2.38,0.15,,,,,,67.68,0.74,141.87,0.0,,22.38,,
2022-12-06 21:00:00,2022-12-06 22:00:00,101.62,197.26,2.88,14.38,9.99,16.51,31.85,2.06,,,,,,,72.38,0.82,315.12,0.0,,21.7,,
2022-12-06 22:00:00,2022-12-06 23:00:00,84.12,162.98,4.16,18.71,13.33,15.96,31.88,2.04,0.45,,,,,,78.38,0.72,278.69,0.0,,21.07,,
2022-12-06 23:00:00,2022-12-07 00:00:00,85.05,164.81,3.88,15.33,11.32,16.77,31.94,2.43,,,,,,,81.71,0.63,328.07,0.0,,20.57,,
2022-12-07 00:00:00,2022-12-07 01:00:00,75.49,146.06,3.46,12.13,9.27,17.39,31.99,2.11,0.85,,,,,,84.15,0.41,283.76,0.0,,19.91,,
2022-12-07 01:00:00,2022-12-07 02:00:00,75.43,145.95,4.21,10.71,9.12,18.15,31.95,1.41,0.48,,,,,,86.41,0.58,189.72,0.0,,19.39,,
2022-12-07 02:00:00,2022-12-07 03:00:00,76.91,148.84,4.72,10.48,9.42,18.58,32.16,1.41,2.18,,,,,,86.03,0.69,281.61,0.0,,18.99,,
2022-12-07 03:00:00,2022-12-07 04:00:00,66.33,128.1,3.84,10.27,8.58,18.14,32.02,1.69,,,,,,,85.93,0.73,286.85,0.0,,18.8,,
2022-12-07 04:00:00,2022-12-07 05:00:00,70.13,135.55,3.76,10.57,8.68,17.42,32.12,1.79,1.03,,,,,,86.34,0.59,275.18,0.0,,18.65,,
2022-12-07 05:00:00,2022-12-07 06:00:00,71.32,137.9,3.96,11.21,9.19,17.14,32.0,1.1,1.19,,,,,,86.31,0.63,238.3,0.0,,18.29,,
2022-12-07 06:00:00,2022-12-07 07:00:00,70.41,136.1,4.2,11.18,9.36,17.04,32.14,1.61,1.22,,,,,,87.11,0.65,208.0,0.72,,17.79,,
2022-12-07 07:00:00,2022-12-07 08:00:00,67.94,131.24,4.08,11.78,9.6,17.08,32.09,1.86,0.24,,,,,,87.46,0.65,248.75,31.84,,18.1,,
2022-12-07 08:00:00,2022-12-07 09:00:00,81.34,157.52,3.3,11.04,8.54,17.7,31.88,1.69,1.09,,,,,,80.73,0.87,168.38,55.44,,19.24,,
2022-12-07 09:00:00,2022-12-07 10:00:00,70.46,136.2,2.46,12.05,8.41,17.76,31.99,1.85,1.13,,,,,,66.21,1.27,196.24,54.5,,20.5,,
2022-12-07 10:00:00,2022-12-07 11:00:00,57.74,111.25,2.17,15.11,9.79,17.03,32.09,1.36,0.49,,,,,,41.47,1.23,109.08,54.19,,22.68,,
2022-12-07 11:00:00,2022-12-07 12:00:00,49.83,95.75,1.67,12.46,7.99,17.12,32.07,1.22,1.28,,,,,,29.65,1.52,114.65,53.91,,24.31,,
2022-12-07 12:00:00,2022-12-07 13:00:00,44.6,85.5,1.59,6.75,4.89,15.62,31.95,1.5,1.41,,,,,,22.86,1.31,105.75,53.95,,25.55,,
2022-12-07 13:00:00,2022-12-07 14:00:00,36.76,69.8,1.63,8.18,5.68,15.36,32.17,1.98,,,,,,,22.08,1.35,108.26,53.96,,26.62,,
2022-12-07 14:00:00,2022-12-07 15:00:00,41.02,78.5,1.89,10.37,7.05,15.34,24.28,0.99,6.17,0.0,,0.02,0.01,,23.09,1.09,59.95,53.61,914.91,26.74,,
2022-12-07 15:00:00,2022-12-07 16:00:00,58.73,113.2,1.88,9.09,6.37,14.32,16.79,0.35,9.26,0.0,,0.02,0.01,,19.38,1.34,182.11,52.99,915.57,25.94,,
2022-12-07 16:00:00,2022-12-07 17:00:00,60.13,115.95,2.0,12.52,8.28,13.75,32.05,1.68,,0.01,,0.03,0.03,,25.08,0.85,98.69,34.25,,24.95,,
2022-12-07 17:00:00,2022-12-07 18:00:00,67.89,131.2,2.76,19.18,12.44,14.35,32.04,1.7,0.31,,,,,,36.13,0.8,153.63,6.3,,23.15,,
