From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (ug/m3),RF (mm),AT (degree C)
2023-02-19 21:00:00,2023-02-19 22:00:00,75.16,275.9,6.0,53.05,34.81,13.8,12.03,0.9,11.58,0.71,80.33,0.19,189.42,22.88,0.0,20.44
2023-02-19 22:00:00,2023-02-19 23:00:00,74.74,239.3,2.76,20.94,14.59,10.28,10.85,0.62,25.2,0.66,82.6,0.16,117.54,22.78,0.0,19.43
2023-02-19 23:00:00,2023-02-20 00:00:00,65.52,86.05,2.78,32.98,20.89,10.43,12.03,0.78,19.16,0.67,84.14,0.27,104.77,22.75,0.0,18.8
2023-02-20 00:00:00,2023-02-20 01:00:00,62.4,111.05,2.66,18.17,13.05,9.63,10.13,0.67,19.76,0.66,88.54,0.21,150.15,22.82,0.0,17.78
2023-02-20 01:00:00,2023-02-20 02:00:00,56.64,102.68,2.69,17.73,12.84,9.35,8.78,0.68,18.68,0.67,90.45,0.14,140.0,22.68,0.0,17.32
2023-02-20 02:00:00,2023-02-20 03:00:00,54.28,108.12,2.77,16.31,12.18,9.1,8.33,0.72,13.85,0.68,92.04,0.18,110.56,22.57,0.0,17.0
2023-02-20 03:00:00,2023-02-20 04:00:00,51.51,76.99,2.83,16.82,12.49,9.1,7.39,0.77,10.81,0.69,94.55,0.18,146.24,22.7,0.0,16.12
2023-02-20 04:00:00,2023-02-20 05:00:00,47.1,67.32,3.18,14.42,11.52,8.91,8.03,0.72,7.92,0.69,95.22,0.18,95.52,22.72,0.0,15.85
2023-02-20 05:00:00,2023-02-20 06:00:00,44.83,84.68,7.96,18.12,17.29,9.47,7.19,0.73,5.46,0.69,95.62,0.15,120.34,22.62,0.0,15.26
2023-02-20 06:00:00,2023-02-20 07:00:00,48.08,89.75,6.54,16.75,15.43,9.6,6.88,0.76,8.48,0.71,93.95,0.23,187.43,35.35,0.0,15.31
2023-02-20 07:00:00,2023-02-20 08:00:00,50.54,100.02,6.14,14.68,14.02,8.98,7.53,0.79,14.46,0.69,88.65,0.23,170.47,91.05,0.0,16.68
2023-02-20 08:00:00,2023-02-20 09:00:00,47.98,81.02,5.82,15.27,14.07,9.05,9.85,0.72,27.65,0.7,74.28,0.36,239.2,120.9,0.0,20.03
2023-02-20 09:00:00,2023-02-20 10:00:00,50.26,81.41,3.89,14.8,12.28,8.62,17.84,0.67,48.59,0.68,53.95,0.25,233.03,147.47,0.0,24.61
2023-02-20 10:00:00,2023-02-20 11:00:00,49.8,74.32,3.13,10.04,9.18,7.77,24.8,0.58,64.91,0.67,38.4,0.27,209.65,354.0,0.0,27.93
2023-02-20 11:00:00,2023-02-20 12:00:00,48.62,80.43,3.6,8.17,8.86,7.32,17.82,0.47,69.09,0.65,26.91,0.97,258.73,778.72,0.0,30.04
2023-02-20 12:00:00,2023-02-20 13:00:00,39.87,65.23,3.27,8.23,8.81,8.18,18.02,0.44,71.55,0.64,23.52,0.78,231.96,812.12,0.0,31.35
2023-02-20 13:00:00,2023-02-20 14:00:00,35.17,56.29,3.73,12.45,10.93,7.9,32.5,0.44,74.34,0.64,16.2,0.77,212.12,766.67,0.0,32.6
2023-02-20 14:00:00,2023-02-20 15:00:00,29.04,44.77,3.39,14.31,11.62,7.79,40.39,0.4,72.34,0.62,12.84,0.99,224.17,643.15,0.0,32.92
2023-02-20 15:00:00,2023-02-20 16:00:00,30.25,36.83,3.4,14.73,11.85,7.65,42.57,0.36,64.0,0.62,10.83,0.88,215.35,475.18,0.0,32.94
2023-02-20 16:00:00,2023-02-20 17:00:00,25.15,30.87,3.95,11.68,11.36,7.35,21.48,0.32,61.29,0.62,12.14,0.74,237.52,242.97,0.0,32.38
2023-02-20 17:00:00,2023-02-20 18:00:00,21.29,41.57,3.55,20.18,15.24,8.28,12.87,0.53,44.35,0.64,19.84,0.2,105.67,43.63,0.0,29.03
2023-02-20 18:00:00,2023-02-20 19:00:00,25.95,84.75,28.39,40.95,57.59,13.44,13.73,0.92,19.43,0.72,37.65,0.33,24.66,23.1,0.0,24.91
2023-02-20 19:00:00,2023-02-20 20:00:00,38.81,258.12,7.84,63.02,41.5,15.26,12.07,0.93,13.11,0.81,46.09,0.47,7.85,22.85,0.0,22.4
2023-02-20 20:00:00,2023-02-20 21:00:00,43.71,202.21,6.23,45.42,30.46,11.87,10.95,0.83,15.56,0.67,54.48,0.14,80.53,22.77,0.0,20.31
2023-02-20 21:00:00,2023-02-20 22:00:00,42.15,105.25,4.68,41.56,26.89,11.81,12.59,0.7,19.11,0.72,52.43,0.19,50.02,22.67,0.0,19.32
2023-02-20 22:00:00,2023-02-20 23:00:00,37.81,114.42,3.03,27.27,18.11,10.33,12.98,0.8,18.95,0.72,62.69,0.22,142.14,22.73,0.0,17.55
2023-02-20 23:00:00,2023-02-21 00:00:00,36.07,84.31,4.13,32.86,21.91,10.28,10.0,0.68,14.68,0.69,67.0,0.15,78.14,22.6,0.0,16.97
2023-02-21 00:00:00,2023-02-21 01:00:00,34.75,99.41,2.78,25.39,16.93,10.29,8.37,0.61,12.75,0.69,71.45,0.36,22.4,22.5,0.0,16.15
2023-02-21 01:00:00,2023-02-21 02:00:00,33.95,95.54,2.81,23.6,16.02,9.59,8.01,0.62,14.68,0.67,71.74,0.29,100.17,22.58,0.0,15.68
2023-02-21 02:00:00,2023-02-21 03:00:00,31.26,97.08,2.73,21.33,14.77,9.29,7.55,0.65,13.61,0.68,77.91,0.18,172.02,22.7,0.0,14.73
2023-02-21 03:00:00,2023-02-21 04:00:00,29.0,63.55,2.65,17.44,12.67,9.07,6.52,0.58,9.72,0.67,84.92,0.11,91.12,22.5,0.0,13.86
2023-02-21 04:00:00,2023-02-21 05:00:00,25.52,46.24,2.87,14.08,11.09,8.73,5.99,0.56,8.77,0.66,88.29,0.21,63.36,22.32,0.0,13.56
2023-02-21 05:00:00,2023-02-21 06:00:00,23.7,34.01,3.05,12.92,10.63,8.57,5.54,0.59,7.51,0.67,91.75,0.17,132.53,22.5,0.0,12.89
2023-02-21 06:00:00,2023-02-21 07:00:00,23.04,43.43,9.26,16.02,17.23,9.35,5.31,0.7,5.02,0.68,90.96,0.31,69.7,35.88,0.0,13.0
2023-02-21 07:00:00,2023-02-21 08:00:00,31.13,95.09,12.58,25.67,24.93,11.06,5.76,0.94,10.08,0.73,76.75,0.31,89.27,89.2,0.0,16.16
2023-02-21 08:00:00,2023-02-21 09:00:00,34.27,148.22,4.9,16.08,13.77,9.42,7.51,0.61,24.16,0.71,58.52,0.29,246.9,96.7,0.0,20.91
2023-02-21 09:00:00,2023-02-21 10:00:00,34.52,96.16,5.39,21.4,16.94,9.37,19.62,0.78,38.49,0.67,40.32,0.37,152.62,117.83,0.0,25.55
2023-02-21 10:00:00,2023-02-21 11:00:00,37.2,97.11,4.25,26.11,18.48,9.77,61.47,0.87,48.96,0.7,24.81,0.28,102.67,341.5,0.0,29.78
2023-02-21 11:00:00,2023-02-21 12:00:00,39.09,106.36,3.36,21.42,15.32,9.24,55.29,0.73,69.6,0.69,20.1,0.24,158.5,751.25,0.0,31.85
2023-02-21 12:00:00,2023-02-21 13:00:00,38.76,99.33,3.14,14.13,11.82,8.33,33.98,0.51,71.16,0.68,15.37,0.56,176.61,815.5,0.0,32.89
2023-02-21 13:00:00,2023-02-21 14:00:00,35.41,89.13,2.9,11.19,9.6,7.84,27.75,0.53,73.84,0.65,14.79,0.44,202.53,735.12,0.0,33.81
2023-02-21 14:00:00,2023-02-21 15:00:00,34.2,72.59,2.68,10.21,8.91,7.64,28.2,0.53,79.52,0.65,13.96,0.32,239.69,601.22,0.0,34.17
2023-02-21 15:00:00,2023-02-21 16:00:00,33.48,60.56,2.82,10.98,9.43,7.58,30.08,0.47,80.63,0.64,12.98,0.55,167.64,418.43,0.0,34.37
2023-02-21 16:00:00,2023-02-21 17:00:00,35.44,54.34,2.73,15.33,11.63,7.88,29.2,0.5,72.99,0.65,13.13,0.42,158.91,206.93,0.0,33.83
2023-02-21 17:00:00,2023-02-21 18:00:00,55.45,91.58,2.95,31.83,20.58,9.29,27.19,0.65,49.76,0.67,19.33,0.18,101.5,47.27,0.0,30.29
2023-02-21 18:00:00,2023-02-21 19:00:00,75.75,154.08,3.37,27.2,18.35,9.37,22.2,0.61,39.3,0.67,38.5,0.28,13.76,23.07,0.0,25.93
2023-02-21 19:00:00,2023-02-21 20:00:00,158.84,210.42,6.41,56.91,41.71,13.18,18.25,1.12,26.23,0.77,46.47,0.54,9.93,22.85,0.0,23.35
2023-02-21 20:00:00,2023-02-21 21:00:00,62.29,225.09,2.75,40.35,24.72,11.09,20.72,0.61,37.22,0.85,41.57,0.43,15.55,22.73,0.0,21.99
2023-02-21 21:00:00,2023-02-21 22:00:00,35.08,117.24,2.9,36.88,23.03,10.62,18.39,0.69,27.75,0.68,52.07,0.21,130.32,22.85,0.0,20.12
2023-02-21 22:00:00,2023-02-21 23:00:00,44.73,103.83,3.06,31.2,20.18,10.55,13.82,0.79,23.25,0.72,64.37,0.21,164.37,22.73,0.0,18.3
2023-02-21 23:00:00,2023-02-22 00:00:00,26.57,126.98,5.25,47.55,30.48,11.69,11.2,0.89,12.69,0.74,68.75,0.4,20.34,22.62,0.0,17.73
2023-02-22 00:00:00,2023-02-22 01:00:00,45.25,161.37,2.76,28.43,18.5,10.55,10.54,0.83,16.49,0.76,75.04,0.17,129.09,22.75,0.0,16.41
2023-02-22 01:00:00,2023-02-22 02:00:00,20.8,115.76,2.86,19.09,13.7,9.56,9.47,0.79,17.38,0.72,77.15,0.17,137.17,22.58,0.0,15.56
2023-02-22 02:00:00,2023-02-22 03:00:00,32.04,84.21,2.88,24.23,16.41,9.82,9.12,1.04,13.15,0.77,81.06,0.18,108.75,22.5,0.0,14.9
2023-02-22 03:00:00,2023-02-22 04:00:00,39.42,100.83,10.65,38.14,29.91,11.3,8.72,1.01,8.42,0.81,84.99,0.23,83.58,22.4,0.0,14.37
2023-02-22 04:00:00,2023-02-22 05:00:00,30.25,89.17,4.84,33.67,22.9,11.22,8.95,1.18,8.75,0.8,86.52,0.32,136.61,22.52,0.0,13.93
2023-02-22 05:00:00,2023-02-22 06:00:00,31.73,95.5,5.33,22.02,17.22,10.19,7.95,1.09,7.96,0.83,92.85,0.24,178.28,22.48,0.0,13.12
2023-02-22 06:00:00,2023-02-22 07:00:00,32.57,69.52,8.64,21.34,19.5,10.38,6.73,0.94,7.5,0.77,94.34,0.25,164.44,36.38,0.0,13.07
2023-02-22 07:00:00,2023-02-22 08:00:00,29.67,79.89,7.61,16.41,16.11,10.12,7.09,0.82,11.54,0.73,84.44,0.3,194.74,92.07,0.0,15.52
2023-02-22 08:00:00,2023-02-22 09:00:00,23.53,64.49,8.26,17.73,17.41,9.99,11.1,0.8,24.46,0.7,62.25,0.37,223.96,88.67,0.0,20.24
2023-02-22 09:00:00,2023-02-22 10:00:00,32.71,66.01,4.65,17.07,14.08,9.38,18.3,0.74,41.41,0.69,41.52,0.3,228.84,101.9,0.0,25.62
2023-02-22 10:00:00,2023-02-22 11:00:00,41.16,76.51,3.99,19.04,14.58,9.31,29.43,0.73,59.86,0.69,28.11,0.6,251.82,330.98,0.0,29.77
2023-02-22 11:00:00,2023-02-22 12:00:00,40.9,93.12,4.25,23.51,17.12,9.41,53.07,0.64,63.85,0.7,17.88,0.73,235.53,816.78,0.0,32.23
2023-02-22 12:00:00,2023-02-22 13:00:00,28.23,80.67,3.86,12.83,11.23,8.5,42.99,0.47,65.91,0.64,14.07,0.75,215.47,805.1,0.0,33.49
2023-02-22 13:00:00,2023-02-22 14:00:00,27.26,54.52,4.09,14.26,12.48,8.51,49.17,0.51,69.98,0.64,11.52,0.66,169.49,721.73,0.0,34.52
2023-02-22 14:00:00,2023-02-22 15:00:00,27.51,66.14,2.8,8.58,8.15,7.88,28.4,0.4,68.08,0.32,9.77,0.51,202.07,597.4,0.0,35.11
2023-02-22 15:00:00,2023-02-22 16:00:00,22.66,54.75,2.73,8.18,7.9,7.69,15.6,0.4,64.38,0.58,8.58,0.97,144.28,364.93,0.0,34.43
2023-02-22 16:00:00,2023-02-22 17:00:00,31.7,101.69,3.11,17.97,13.32,8.17,21.68,0.42,54.48,0.64,10.13,0.6,147.5,174.62,0.0,32.87
2023-02-22 17:00:00,2023-02-22 18:00:00,42.07,259.74,3.68,41.87,26.26,9.84,21.34,0.59,42.32,0.65,14.28,0.36,120.51,54.85,0.0,30.58
2023-02-22 18:00:00,2023-02-22 19:00:00,59.87,373.16,3.26,35.73,22.71,10.51,15.36,0.71,30.53,0.7,28.06,0.17,97.31,23.08,0.0,26.32
2023-02-22 19:00:00,2023-02-22 20:00:00,64.72,330.1,2.67,23.89,16.05,9.48,14.81,0.57,32.46,0.69,34.86,0.42,174.71,22.73,0.0,23.89
2023-02-22 20:00:00,2023-02-22 21:00:00,40.57,86.13,10.11,66.8,46.49,13.69,11.29,1.04,14.43,0.7,43.44,0.6,9.57,22.87,0.0,21.9
2023-02-22 21:00:00,2023-02-22 22:00:00,50.59,192.09,2.76,25.5,16.97,10.69,11.25,0.6,25.14,0.76,49.07,0.21,76.62,22.8,0.0,20.11
2023-02-22 22:00:00,2023-02-22 23:00:00,37.75,69.17,6.78,34.23,24.76,10.78,8.74,0.68,14.83,0.69,59.72,0.12,61.41,22.55,0.0,18.52
2023-02-22 23:00:00,2023-02-23 00:00:00,31.88,97.06,4.78,46.06,29.33,12.25,8.72,0.61,12.85,0.74,59.68,0.26,21.45,22.53,0.0,17.84
2023-02-23 00:00:00,2023-02-23 01:00:00,27.84,119.54,3.01,29.82,19.43,11.45,7.33,0.55,11.45,0.67,70.42,0.15,136.66,22.62,0.0,16.35
2023-02-23 01:00:00,2023-02-23 02:00:00,28.4,101.58,2.78,15.96,11.99,9.68,8.59,0.64,19.82,0.68,73.52,0.25,163.88,22.27,0.0,15.69
2023-02-23 02:00:00,2023-02-23 03:00:00,25.0,52.41,2.74,14.86,11.39,9.43,7.5,0.62,14.8,0.67,79.85,0.2,89.06,22.6,0.0,14.73
2023-02-23 03:00:00,2023-02-23 04:00:00,23.65,42.56,2.65,15.7,11.76,9.37,7.04,0.65,15.03,0.69,80.47,0.21,158.91,22.4,0.0,14.1
2023-02-23 04:00:00,2023-02-23 05:00:00,19.94,53.34,14.39,21.54,24.23,10.76,7.0,0.66,9.28,0.68,84.7,0.22,51.56,22.42,0.0,13.89
2023-02-23 05:00:00,2023-02-23 06:00:00,22.63,92.52,14.89,24.65,26.25,11.84,5.93,0.71,5.66,0.69,88.14,0.16,88.49,22.42,0.0,13.16
2023-02-23 06:00:00,2023-02-23 07:00:00,25.75,99.83,19.21,25.61,30.21,12.59,5.34,0.81,7.29,0.7,89.48,0.18,81.03,37.88,0.0,13.16
2023-02-23 07:00:00,2023-02-23 08:00:00,30.03,96.94,10.73,19.06,19.99,11.7,5.73,0.78,10.68,0.75,79.82,0.28,188.68,101.0,0.0,15.87
2023-02-23 08:00:00,2023-02-23 09:00:00,29.59,79.22,19.91,49.84,43.97,13.91,13.21,1.49,17.1,0.75,61.69,0.29,189.07,113.33,0.0,20.43
2023-02-23 09:00:00,2023-02-23 10:00:00,36.06,141.08,12.69,61.96,44.61,16.59,33.59,1.99,32.7,1.04,43.44,0.31,188.81,136.68,0.0,25.02
2023-02-23 10:00:00,2023-02-23 11:00:00,48.0,228.91,5.39,31.1,22.0,11.82,47.21,0.79,45.84,0.83,26.47,0.44,96.97,324.88,0.0,29.47
2023-02-23 11:00:00,2023-02-23 12:00:00,43.55,99.48,4.97,29.9,21.04,11.42,68.31,0.58,50.3,0.72,17.75,0.42,143.07,814.3,0.0,32.22
2023-02-23 12:00:00,2023-02-23 13:00:00,36.34,80.6,3.8,19.97,14.92,8.94,68.68,0.59,55.12,0.66,16.11,0.76,255.66,690.52,0.0,32.76
2023-02-23 13:00:00,2023-02-23 14:00:00,38.14,56.79,3.57,21.66,15.62,8.99,72.91,0.65,59.71,0.67,15.24,0.73,185.91,492.8,0.0,33.11
2023-02-23 14:00:00,2023-02-23 15:00:00,35.32,98.28,3.29,20.36,14.71,8.54,68.5,0.58,60.38,0.65,14.64,0.75,157.16,447.6,0.0,33.05
2023-02-23 15:00:00,2023-02-23 16:00:00,33.52,79.53,3.12,20.86,14.84,8.55,75.98,0.54,59.28,0.64,14.91,0.45,169.18,336.37,0.0,33.31
2023-02-23 16:00:00,2023-02-23 17:00:00,33.95,87.69,3.31,24.22,16.74,8.58,55.43,0.52,52.39,0.65,15.38,0.45,144.09,179.25,0.0,32.72
2023-02-23 17:00:00,2023-02-23 18:00:00,36.17,111.99,2.96,26.44,17.62,8.9,39.56,0.5,48.1,0.65,20.21,0.36,93.17,46.5,0.0,29.69
2023-02-23 18:00:00,2023-02-23 19:00:00,36.08,158.78,2.84,41.53,25.4,10.22,31.63,0.61,32.24,0.69,36.41,0.2,10.71,23.15,0.0,25.39
2023-02-23 19:00:00,2023-02-23 20:00:00,43.44,191.5,20.31,56.95,64.48,14.97,25.88,0.97,15.35,0.69,48.46,0.6,7.25,22.8,0.0,22.6
2023-02-23 20:00:00,2023-02-23 21:00:00,52.91,228.33,3.65,48.44,31.21,13.54,24.49,0.78,27.55,0.72,45.76,0.44,8.18,22.65,0.0,21.53
2023-02-23 21:00:00,2023-02-23 22:00:00,52.12,179.2,5.44,50.33,33.24,12.41,18.16,0.75,17.82,0.68,56.74,0.21,112.56,22.9,0.0,19.73
2023-02-23 22:00:00,2023-02-23 23:00:00,51.26,147.5,3.07,23.61,16.23,10.18,12.7,0.57,19.03,0.68,66.16,0.18,113.82,22.67,0.0,18.24
2023-02-23 23:00:00,2023-02-24 00:00:00,44.61,88.41,2.72,21.8,15.0,9.53,11.71,0.69,17.34,0.66,71.67,0.19,118.08,22.57,0.0,17.42
2023-02-24 00:00:00,2023-02-24 01:00:00,36.71,68.68,2.58,12.38,9.97,8.85,13.27,0.54,24.42,0.67,70.39,0.28,145.06,22.58,0.0,16.68
2023-02-24 01:00:00,2023-02-24 02:00:00,32.52,51.73,2.97,16.72,12.55,8.94,11.71,0.59,17.86,0.65,80.25,0.3,137.93,22.6,0.0,16.11
2023-02-24 02:00:00,2023-02-24 03:00:00,33.33,51.46,2.65,18.37,13.15,9.11,9.85,0.58,15.07,0.66,81.4,0.24,47.6,22.58,0.0,15.7
2023-02-24 03:00:00,2023-02-24 04:00:00,31.04,59.55,2.58,16.57,12.16,8.87,9.54,0.62,14.34,0.67,82.38,0.11,181.97,22.45,0.0,15.58
2023-02-24 04:00:00,2023-02-24 05:00:00,27.1,48.67,2.67,16.55,12.22,8.8,9.18,0.62,14.33,0.67,83.1,0.42,266.73,22.55,0.0,15.32
2023-02-24 05:00:00,2023-02-24 06:00:00,27.31,46.48,4.41,28.78,20.01,9.94,8.62,0.63,9.31,0.66,85.09,0.3,99.94,22.73,0.0,14.74
2023-02-24 06:00:00,2023-02-24 07:00:00,28.4,60.63,12.03,28.86,26.16,10.87,7.73,0.67,8.69,0.67,86.26,0.22,76.25,37.48,0.0,14.4
2023-02-24 07:00:00,2023-02-24 08:00:00,30.89,89.22,11.74,26.84,24.88,11.42,8.32,0.8,14.76,0.72,72.63,0.13,141.01,103.73,0.0,17.5
2023-02-24 08:00:00,2023-02-24 09:00:00,33.44,101.25,5.26,18.86,15.5,9.82,12.67,0.65,29.14,0.69,53.15,0.32,198.0,97.62,0.0,22.2
2023-02-24 09:00:00,2023-02-24 10:00:00,34.9,91.34,3.93,14.29,12.05,8.98,22.74,0.57,40.17,0.67,37.05,0.34,143.33,113.4,0.0,27.02
2023-02-24 10:00:00,2023-02-24 11:00:00,33.89,79.25,3.41,12.12,10.5,8.49,35.9,0.51,50.5,0.68,27.07,0.5,236.19,330.55,0.0,30.32
2023-02-24 11:00:00,2023-02-24 12:00:00,32.65,72.34,3.13,11.18,9.79,8.04,27.92,0.49,53.4,0.65,23.05,0.37,210.13,789.12,0.0,31.82
2023-02-24 12:00:00,2023-02-24 13:00:00,30.53,65.28,2.94,5.62,6.72,8.03,14.78,0.39,51.3,0.63,17.91,0.65,201.52,809.0,0.0,32.65
2023-02-24 13:00:00,2023-02-24 14:00:00,26.92,51.57,2.65,5.45,6.4,7.84,15.03,0.38,52.5,0.63,17.73,0.7,251.11,724.45,0.0,33.09
2023-02-24 14:00:00,2023-02-24 15:00:00,25.35,45.13,2.95,11.87,10.0,8.2,42.79,0.44,55.05,0.63,14.87,0.68,205.36,589.98,0.0,33.95
2023-02-24 15:00:00,2023-02-24 16:00:00,26.39,47.06,3.12,14.86,11.69,8.42,44.02,0.46,55.18,0.64,14.51,1.16,244.39,398.35,0.0,33.4
2023-02-24 16:00:00,2023-02-24 17:00:00,23.58,55.94,4.19,8.2,9.08,7.92,17.77,0.37,46.9,0.63,14.57,0.94,239.88,191.7,0.0,32.41
2023-02-24 17:00:00,2023-02-24 18:00:00,23.22,50.5,3.27,11.54,10.08,8.08,16.95,0.43,40.31,0.64,21.73,0.27,195.78,46.7,0.0,29.71
2023-02-24 18:00:00,2023-02-24 19:00:00,24.0,49.94,9.37,34.76,30.16,9.9,15.29,0.81,26.85,0.67,32.68,0.26,61.17,22.98,0.0,25.93
2023-02-24 19:00:00,2023-02-24 20:00:00,27.24,96.53,7.84,66.1,42.25,14.43,12.0,0.87,9.94,0.75,48.08,0.37,94.16,22.75,0.0,23.64
2023-02-24 20:00:00,2023-02-24 21:00:00,34.24,174.16,2.59,17.74,12.78,10.44,9.74,0.53,27.0,0.68,48.11,0.22,106.47,22.75,0.0,22.12
2023-02-24 21:00:00,2023-02-24 22:00:00,29.75,63.97,4.01,21.71,15.98,9.65,9.17,0.56,20.12,0.65,56.45,0.33,42.28,22.65,0.0,20.48
2023-02-24 22:00:00,2023-02-24 23:00:00,28.5,61.4,2.68,20.71,14.4,9.81,8.8,0.53,21.66,0.65,58.12,0.17,143.66,22.7,0.0,19.55
2023-02-24 23:00:00,2023-02-25 00:00:00,26.92,60.56,3.0,27.86,18.39,10.11,8.45,0.67,16.4,0.65,67.05,0.31,103.3,22.58,0.0,18.49
2023-02-25 00:00:00,2023-02-25 01:00:00,23.86,70.17,2.66,22.59,15.37,10.36,7.51,0.52,13.73,0.66,70.41,0.2,115.87,22.6,0.0,17.73
2023-02-25 01:00:00,2023-02-25 02:00:00,24.41,59.58,3.21,18.73,13.8,9.56,7.32,0.47,16.93,0.64,71.37,0.23,29.94,22.7,0.0,16.93
2023-02-25 02:00:00,2023-02-25 03:00:00,23.94,49.22,2.82,19.21,13.73,9.53,6.93,0.51,13.52,0.65,75.75,0.27,61.41,22.65,0.0,16.22
2023-02-25 03:00:00,2023-02-25 04:00:00,18.41,52.95,2.69,17.54,12.75,9.51,6.77,0.53,13.92,0.66,77.41,0.2,73.18,22.75,0.0,15.68
2023-02-25 04:00:00,2023-02-25 05:00:00,15.86,36.34,2.64,10.22,8.89,8.89,6.77,0.48,15.17,0.64,82.5,0.23,212.02,22.7,0.0,14.88
2023-02-25 05:00:00,2023-02-25 06:00:00,16.28,37.61,3.43,13.91,11.45,9.11,6.35,0.54,10.95,0.65,86.4,0.14,185.52,22.45,0.0,14.52
2023-02-25 06:00:00,2023-02-25 07:00:00,18.75,47.55,6.04,16.12,14.71,9.38,6.0,0.62,8.76,0.66,88.13,0.17,186.08,38.23,0.0,14.22
2023-02-25 07:00:00,2023-02-25 08:00:00,19.01,58.46,5.6,14.44,13.46,9.7,6.86,0.67,15.0,0.68,75.57,0.31,177.55,105.7,0.0,16.82
2023-02-25 08:00:00,2023-02-25 09:00:00,19.64,45.09,5.95,17.76,15.48,9.55,10.15,0.67,24.61,0.67,58.55,0.36,195.41,112.33,0.0,20.99
2023-02-25 09:00:00,2023-02-25 10:00:00,27.97,68.97,5.88,15.16,14.05,9.76,15.07,0.59,36.26,0.67,38.66,0.33,234.74,134.07,0.0,25.75
2023-02-25 10:00:00,2023-02-25 11:00:00,27.48,75.67,5.95,27.34,20.49,10.07,50.94,0.51,41.94,0.65,20.24,0.7,323.01,339.92,0.0,29.68
2023-02-25 11:00:00,2023-02-25 12:00:00,29.47,71.77,3.13,8.91,8.6,8.37,14.48,0.46,49.43,0.65,17.08,0.54,221.24,769.85,0.0,31.38
2023-02-25 12:00:00,2023-02-25 13:00:00,24.3,49.09,3.44,7.21,7.96,8.09,12.22,0.41,49.85,0.64,17.78,0.48,219.01,797.6,0.0,32.18
2023-02-25 13:00:00,2023-02-25 14:00:00,22.12,47.45,3.02,6.95,7.49,8.02,12.8,0.43,48.92,0.63,18.96,0.76,174.65,750.88,0.0,32.65
2023-02-25 14:00:00,2023-02-25 15:00:00,23.73,53.69,2.87,4.67,6.17,7.71,15.43,0.43,50.95,0.63,16.72,0.86,224.35,634.33,0.0,32.81
2023-02-25 15:00:00,2023-02-25 16:00:00,18.4,45.33,3.13,5.24,6.68,7.63,14.38,0.33,51.36,0.62,16.36,0.62,231.94,430.45,0.0,32.76
2023-02-25 16:00:00,2023-02-25 17:00:00,14.36,37.32,2.65,5.29,6.32,7.57,14.63,0.34,50.7,0.63,17.77,0.58,250.14,200.65,0.0,32.19
2023-02-25 17:00:00,2023-02-25 18:00:00,15.37,33.27,2.56,11.91,9.71,7.77,15.25,0.41,43.63,0.63,24.0,0.31,13.75,47.83,0.0,29.38
2023-02-25 18:00:00,2023-02-25 19:00:00,18.11,64.49,3.12,35.04,22.24,10.2,13.86,0.56,28.0,0.67,38.5,0.44,176.74,23.25,0.0,26.01
2023-02-25 19:00:00,2023-02-25 20:00:00,27.87,166.42,4.4,33.64,23.24,10.71,12.57,0.74,21.09,0.67,52.52,0.17,105.75,22.78,0.0,23.01
2023-02-25 20:00:00,2023-02-25 21:00:00,29.79,114.39,3.09,18.02,13.32,9.62,10.34,0.54,27.71,0.67,54.2,0.21,38.18,22.7,0.0,21.47
2023-02-25 21:00:00,2023-02-25 22:00:00,26.46,67.23,4.14,40.72,26.03,11.18,9.9,0.66,19.5,0.68,57.48,0.35,180.69,22.55,0.0,20.41
2023-02-25 22:00:00,2023-02-25 23:00:00,31.12,120.96,2.81,26.7,17.64,10.12,8.94,0.61,17.72,0.65,67.69,0.21,103.46,22.88,0.0,18.87
2023-02-25 23:00:00,2023-02-26 00:00:00,34.43,102.14,2.71,18.78,13.41,9.83,7.82,0.55,17.57,0.65,72.68,0.24,150.95,22.6,0.0,17.73
2023-02-26 00:00:00,2023-02-26 01:00:00,28.62,70.1,2.57,15.34,11.51,9.49,7.88,0.54,17.79,0.66,75.5,0.19,180.41,22.43,0.0,17.43
2023-02-26 01:00:00,2023-02-26 02:00:00,25.62,68.09,2.62,14.8,11.27,9.43,7.49,0.62,15.53,0.66,79.19,0.24,183.31,22.45,0.0,17.05
2023-02-26 02:00:00,2023-02-26 03:00:00,28.23,46.05,2.59,15.9,11.82,9.43,7.73,0.62,18.29,0.68,77.16,0.44,7.84,22.58,0.0,16.58
2023-02-26 03:00:00,2023-02-26 04:00:00,27.64,57.78,2.67,11.83,9.75,9.17,7.13,0.55,16.82,0.66,78.91,0.32,212.39,22.45,0.0,16.28
2023-02-26 04:00:00,2023-02-26 05:00:00,23.14,36.53,2.96,15.0,11.64,9.36,7.65,0.6,10.2,0.67,85.05,0.28,49.88,22.77,0.0,15.21
2023-02-26 05:00:00,2023-02-26 06:00:00,22.93,38.9,3.38,16.08,12.55,9.52,6.84,0.6,8.61,0.68,88.33,0.12,114.29,22.55,0.0,14.57
