From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),SR (W/mt2),BP (mmHg),RF (mm),AT (degree C)
2023-02-04 16:00:00,2023-02-04 17:00:00,34.1,57.92,5.91,7.18,12.84,44.87,1.78,0.51,10.27,2.08,55.72,1.06,1.61,,,0.57,42.43,,0.0,25.05
2023-02-04 17:00:00,2023-02-04 18:00:00,32.73,62.81,5.05,7.04,12.06,44.99,1.4,0.52,5.46,2.24,59.49,1.16,1.72,,,0.21,12.99,,0.0,21.8
2023-02-04 18:00:00,2023-02-04 19:00:00,55.8,130.28,4.9,6.92,11.89,45.04,1.36,0.58,6.09,2.59,63.26,1.21,1.79,,,0.15,8.49,,0.0,17.68
2023-02-04 19:00:00,2023-02-04 20:00:00,66.04,160.43,4.96,6.95,11.94,45.01,1.25,0.7,7.28,3.55,63.84,1.22,1.81,,,0.2,8.18,,0.0,16.02
2023-02-04 20:00:00,2023-02-04 21:00:00,76.63,155.17,5.07,7.0,12.06,44.99,1.18,0.68,9.23,5.05,63.72,1.22,1.83,,,0.1,8.26,,0.0,14.35
2023-02-04 21:00:00,2023-02-04 22:00:00,73.66,165.7,5.97,7.25,12.93,44.86,1.18,0.81,9.36,6.34,63.8,1.21,1.86,,,0.07,8.09,,0.0,12.82
2023-02-04 22:00:00,2023-02-04 23:00:00,82.66,153.22,6.2,7.22,13.09,44.82,1.21,0.83,8.15,6.79,63.23,1.18,1.86,,,0.07,8.04,,0.0,12.17
2023-02-04 23:00:00,2023-02-05 00:00:00,70.14,148.42,6.18,7.31,13.12,44.82,1.11,0.78,8.17,6.58,63.14,1.17,1.92,,,0.13,8.12,,0.0,11.19
2023-02-05 00:00:00,2023-02-05 01:00:00,55.71,157.59,5.03,6.98,12.01,45.01,1.12,0.74,9.2,5.91,62.08,1.12,1.85,,,0.09,8.0,,0.0,10.56
2023-02-05 01:00:00,2023-02-05 02:00:00,79.95,195.19,4.08,6.81,11.15,45.12,1.02,0.7,8.13,5.24,60.25,1.04,1.72,,,0.08,7.89,,0.0,10.04
2023-02-05 02:00:00,2023-02-05 03:00:00,81.18,258.36,3.99,6.74,11.03,45.18,0.97,0.69,8.39,4.67,58.74,0.97,1.62,,,0.09,7.92,,0.0,10.16
2023-02-05 03:00:00,2023-02-05 04:00:00,83.87,208.53,3.97,6.8,11.05,45.12,0.88,0.68,8.54,4.21,57.77,0.92,1.56,,,0.09,8.04,,0.0,9.29
2023-02-05 04:00:00,2023-02-05 05:00:00,98.88,290.86,3.92,6.77,11.01,45.14,0.9,0.67,8.3,3.79,56.56,0.88,1.46,,,0.07,7.94,,0.0,9.0
2023-02-05 05:00:00,2023-02-05 06:00:00,87.15,268.83,4.66,6.86,11.65,45.07,1.06,0.67,8.22,3.51,56.04,0.86,1.43,,,0.08,7.94,,0.0,8.69
2023-02-05 06:00:00,2023-02-05 07:00:00,89.78,240.71,4.84,6.95,11.85,45.04,0.85,0.66,8.6,3.42,55.2,0.84,1.41,,,0.11,15.0,,0.0,8.75
2023-02-05 07:00:00,2023-02-05 08:00:00,84.33,231.56,4.85,6.89,11.83,45.02,1.04,0.69,8.15,3.52,54.78,0.85,1.47,,,0.15,38.25,,0.0,11.8
2023-02-05 08:00:00,2023-02-05 09:00:00,96.42,224.36,4.84,7.07,11.91,45.0,2.52,0.7,9.78,3.91,54.97,0.88,1.53,,,0.17,43.38,,0.0,17.38
2023-02-05 09:00:00,2023-02-05 10:00:00,81.46,148.11,4.14,6.84,11.21,45.12,7.06,0.63,15.73,3.67,53.78,0.85,1.48,,,0.36,49.19,,0.0,22.09
2023-02-05 10:00:00,2023-02-05 11:00:00,71.84,118.59,3.63,6.66,10.71,45.19,6.17,0.55,23.85,3.08,51.88,0.8,1.36,,,0.96,61.69,,0.0,24.06
2023-02-05 11:00:00,2023-02-05 12:00:00,61.82,95.61,3.65,6.53,10.65,45.21,3.75,0.54,16.84,2.86,51.56,0.82,1.35,,,0.75,84.47,,0.0,25.47
2023-02-05 12:00:00,2023-02-05 13:00:00,56.9,90.14,4.46,6.92,11.52,45.06,2.17,0.5,16.18,3.04,57.42,1.0,1.6,,,0.54,272.55,,0.0,26.99
2023-02-05 13:00:00,2023-02-05 14:00:00,42.44,63.56,5.18,7.04,12.18,44.96,2.35,0.49,13.83,2.63,53.72,0.95,1.53,,,0.57,513.16,,0.0,27.73
2023-02-05 14:00:00,2023-02-05 15:00:00,43.6,72.3,5.74,7.13,12.67,44.9,2.34,0.46,13.6,2.48,55.59,0.98,1.58,,,0.67,412.88,,0.0,27.53
2023-02-05 15:00:00,2023-02-05 16:00:00,41.98,66.97,5.81,7.1,12.71,44.91,2.33,0.46,11.43,2.44,55.88,1.04,1.62,,,0.45,201.55,,0.0,27.59
2023-02-05 16:00:00,2023-02-05 17:00:00,33.34,59.45,5.78,7.12,12.7,44.89,2.29,0.45,11.11,2.31,57.17,1.06,1.63,,,0.37,42.74,,0.0,25.76
2023-02-05 17:00:00,2023-02-05 18:00:00,37.65,60.25,5.39,7.05,12.35,44.94,2.06,0.45,8.0,2.41,60.79,1.17,1.73,,,0.19,13.24,,0.0,22.26
2023-02-05 18:00:00,2023-02-05 19:00:00,56.61,114.71,4.97,6.96,11.96,45.0,1.97,0.47,8.26,2.6,63.9,1.23,1.82,,,0.27,8.59,,0.0,18.59
2023-02-05 19:00:00,2023-02-05 20:00:00,52.47,109.58,5.07,6.94,12.03,44.99,1.88,0.5,4.63,3.03,65.13,1.25,1.85,,,0.31,8.29,,0.0,17.64
2023-02-05 20:00:00,2023-02-05 21:00:00,58.2,116.09,5.11,7.11,12.15,44.97,1.86,0.56,5.77,3.24,64.85,1.25,1.88,,,0.1,8.25,,0.0,16.33
2023-02-05 21:00:00,2023-02-05 22:00:00,66.52,123.35,5.46,7.1,12.43,44.93,1.66,0.62,4.94,3.56,64.8,1.24,1.91,,,0.12,8.25,,0.0,14.65
2023-02-05 22:00:00,2023-02-05 23:00:00,59.14,120.07,6.27,7.31,13.2,44.83,1.8,0.65,7.26,3.89,64.27,1.21,1.94,,,0.12,8.23,,0.0,14.31
2023-02-05 23:00:00,2023-02-06 00:00:00,60.95,126.74,6.31,7.42,13.29,44.8,1.88,0.65,5.79,3.92,64.58,1.21,2.01,,,0.17,8.23,,0.0,13.09
2023-02-06 00:00:00,2023-02-06 01:00:00,53.77,148.61,5.38,7.04,12.32,44.98,1.8,0.64,6.5,3.81,64.16,1.17,2.01,,,0.13,8.2,,0.0,12.84
2023-02-06 01:00:00,2023-02-06 02:00:00,57.4,145.53,5.05,6.92,12.0,45.02,1.8,0.64,6.4,3.69,64.38,1.16,1.98,,,0.1,8.13,,0.0,11.95
2023-02-06 02:00:00,2023-02-06 03:00:00,69.88,160.0,4.22,6.83,11.28,45.11,1.67,0.66,4.65,3.58,63.18,1.09,1.88,,,0.07,8.13,,0.0,11.52
2023-02-06 03:00:00,2023-02-06 04:00:00,71.94,193.45,4.17,6.7,11.16,45.16,1.56,0.68,5.16,3.45,61.83,1.03,1.78,,,0.09,8.05,,0.0,10.84
2023-02-06 04:00:00,2023-02-06 05:00:00,79.5,204.07,4.19,6.75,11.2,45.12,1.62,0.68,4.42,3.38,60.4,0.98,1.73,,,0.09,8.15,,0.0,10.39
2023-02-06 05:00:00,2023-02-06 06:00:00,82.78,210.72,4.25,6.73,11.25,45.12,1.68,0.68,4.38,3.32,59.24,0.94,1.66,,,0.08,7.99,,0.0,9.93
2023-02-06 06:00:00,2023-02-06 07:00:00,75.5,212.8,5.12,7.02,12.12,44.98,1.73,0.69,5.03,3.3,58.78,0.93,1.62,,,0.11,14.87,,0.0,9.89
2023-02-06 07:00:00,2023-02-06 08:00:00,97.37,245.24,5.25,7.06,12.23,44.97,1.75,0.72,4.04,3.48,58.36,0.93,1.68,,,0.2,40.56,,0.0,12.95
2023-02-06 08:00:00,2023-02-06 09:00:00,93.94,241.11,5.23,7.07,12.23,44.97,2.01,0.72,6.14,3.8,57.41,0.93,1.7,,,0.22,44.21,,0.0,18.29
2023-02-06 09:00:00,2023-02-06 10:00:00,84.53,178.89,5.13,6.99,12.11,45.01,2.83,0.68,8.48,3.65,59.71,0.98,1.73,,,0.3,52.27,,0.0,22.52
2023-02-06 10:00:00,2023-02-06 11:00:00,61.88,115.55,4.22,6.78,11.25,45.12,3.02,0.63,11.17,3.33,60.06,0.96,1.68,,,0.31,70.49,,0.0,24.72
2023-02-06 11:00:00,2023-02-06 12:00:00,49.48,85.86,3.95,6.66,10.96,45.18,3.53,0.6,12.91,3.12,62.18,1.01,1.72,,,0.29,76.74,,0.0,26.66
2023-02-06 12:00:00,2023-02-06 13:00:00,62.71,101.76,4.68,6.87,11.67,45.03,3.72,0.56,12.37,3.11,67.23,1.12,1.88,,,0.68,291.98,,0.0,27.08
2023-02-06 13:00:00,2023-02-06 14:00:00,58.44,89.52,4.62,6.93,11.66,45.03,3.31,0.52,11.84,2.87,64.0,1.11,1.82,,,0.73,483.04,,0.0,27.35
2023-02-06 14:00:00,2023-02-06 15:00:00,68.02,91.8,5.27,7.13,12.29,44.95,2.43,0.47,11.24,2.62,62.3,1.08,1.76,,,0.7,398.89,,0.0,27.14
2023-02-06 15:00:00,2023-02-06 16:00:00,,,4.44,6.79,11.42,45.09,1.55,0.24,,2.04,45.91,0.59,1.41,0.8,,0.5,180.98,,0.0,26.9
2023-02-06 16:00:00,2023-02-06 17:00:00,,,4.46,6.64,11.37,45.09,2.58,0.18,18.64,1.76,24.17,,,124.34,,0.33,44.46,,0.0,25.37
2023-02-06 17:00:00,2023-02-06 18:00:00,7.0,20.0,4.74,6.9,11.74,45.05,1.18,0.34,4.73,1.77,18.88,0.76,,34.51,,0.15,13.65,,0.0,22.36
2023-02-06 18:00:00,2023-02-06 19:00:00,61.06,245.62,5.36,7.02,12.3,44.96,0.81,0.5,0.05,4.01,14.74,3.62,,1.3,,0.24,8.5,,0.0,18.96
2023-02-06 19:00:00,2023-02-06 20:00:00,69.76,223.96,5.56,7.22,12.57,44.91,0.78,0.55,,4.48,23.26,4.09,,1.52,,0.21,8.3,,0.0,17.75
2023-02-06 20:00:00,2023-02-06 21:00:00,75.12,219.42,,,,,0.92,0.59,0.03,4.7,30.7,1.8,,1.5,,0.05,8.22,,0.0,16.04
2023-02-06 21:00:00,2023-02-06 22:00:00,79.8,262.47,,,,,0.87,0.67,0.1,4.89,36.8,2.65,,1.41,,0.06,8.18,,0.0,14.79
2023-02-06 22:00:00,2023-02-06 23:00:00,89.53,224.79,,,,,1.0,0.7,0.01,5.08,41.7,2.88,,1.27,,0.1,8.24,,0.0,13.55
2023-02-06 23:00:00,2023-02-07 00:00:00,85.38,267.91,,,,,0.93,0.73,,5.04,44.51,2.48,,1.14,,0.07,8.21,,0.0,13.26
2023-02-07 00:00:00,2023-02-07 01:00:00,74.72,256.02,,,,,1.11,0.73,,4.87,46.61,1.72,,1.03,,0.11,8.21,,0.0,13.07
2023-02-07 01:00:00,2023-02-07 02:00:00,74.78,218.22,,,,,1.24,0.73,0.06,4.67,48.37,0.71,,0.91,,0.06,8.23,,0.0,12.92
2023-02-07 02:00:00,2023-02-07 03:00:00,69.6,182.86,,,,,1.15,0.7,0.06,4.46,49.97,0.47,,0.81,,0.06,8.15,,0.0,12.23
2023-02-07 03:00:00,2023-02-07 04:00:00,70.34,207.47,,,,,1.18,0.69,0.29,4.15,51.63,0.42,,0.74,,0.05,8.0,,0.0,11.52
2023-02-07 04:00:00,2023-02-07 05:00:00,64.47,268.99,,,,,1.14,0.69,0.22,3.9,52.61,,,0.65,,0.05,7.96,,0.0,11.19
2023-02-07 05:00:00,2023-02-07 06:00:00,65.91,208.46,,,,,1.24,0.68,0.07,3.74,53.5,,,0.57,,0.08,8.15,,0.0,11.11
2023-02-07 06:00:00,2023-02-07 07:00:00,62.04,184.94,,,,,1.14,0.68,0.1,3.73,54.35,,,0.51,,0.09,15.31,,0.0,10.85
2023-02-07 07:00:00,2023-02-07 08:00:00,60.36,190.75,,,,,1.23,0.71,0.02,3.92,54.56,,,0.45,,0.18,35.94,,0.0,13.92
2023-02-07 08:00:00,2023-02-07 09:00:00,71.22,198.51,,,,,2.75,0.7,0.88,4.13,54.3,,,0.41,,0.22,48.41,,0.0,18.81
2023-02-07 09:00:00,2023-02-07 10:00:00,65.74,,,,,,4.9,0.64,5.01,3.94,55.72,,,0.39,,0.29,54.02,,0.0,23.18
2023-02-07 10:00:00,2023-02-07 11:00:00,70.87,,,,,,5.37,0.57,8.71,3.34,54.22,,,0.33,,0.34,69.31,,0.0,25.33
2023-02-07 11:00:00,2023-02-07 12:00:00,65.24,,5.01,6.99,12.01,45.0,4.02,0.55,8.09,3.13,58.02,,,0.32,,0.3,89.16,,0.0,27.06
2023-02-07 12:00:00,2023-02-07 13:00:00,77.36,,5.0,7.0,12.0,45.0,4.12,0.54,8.53,3.03,62.14,,,0.32,,0.78,319.07,,0.0,27.29
2023-02-07 13:00:00,2023-02-07 14:00:00,79.61,,5.0,7.0,12.0,45.0,3.69,0.53,7.21,3.14,61.59,,,0.32,,0.83,475.56,,0.0,27.66
2023-02-07 14:00:00,2023-02-07 15:00:00,88.85,,5.55,6.21,12.0,45.0,3.29,0.51,8.42,2.88,58.28,,,0.31,,0.73,393.69,,0.0,27.67
2023-02-07 15:00:00,2023-02-07 16:00:00,77.7,,5.95,5.53,12.0,45.0,2.12,0.48,3.87,2.69,59.94,,,0.29,,0.54,166.49,,0.0,27.48
2023-02-07 16:00:00,2023-02-07 17:00:00,70.93,,6.08,5.36,12.0,45.0,1.7,0.5,0.97,2.7,61.22,,,0.29,,0.23,46.82,,0.0,26.01
2023-02-07 17:00:00,2023-02-07 18:00:00,60.94,,,,,,1.4,0.52,0.04,2.77,67.43,,,0.29,,0.13,13.68,,0.0,22.99
2023-02-07 18:00:00,2023-02-07 19:00:00,275.0,,,,,,1.47,0.58,0.23,2.98,69.16,,,0.29,,0.1,8.52,,0.0,19.51
2023-02-07 19:00:00,2023-02-07 20:00:00,268.51,,,,,,1.49,0.66,0.15,3.48,70.66,,,0.27,,0.08,8.26,,0.0,17.36
2023-02-07 20:00:00,2023-02-07 21:00:00,178.2,,,,,,1.55,0.72,0.28,3.93,71.47,,,0.24,,0.06,8.23,,0.0,16.2
2023-02-07 21:00:00,2023-02-07 22:00:00,186.66,,,,,,1.37,0.79,0.01,4.2,71.63,,,0.22,,0.11,8.2,,0.0,15.16
2023-02-07 22:00:00,2023-02-07 23:00:00,165.53,,,,,,1.42,0.84,,4.33,71.44,,,0.2,,0.09,8.14,,0.0,14.44
2023-02-07 23:00:00,2023-02-08 00:00:00,102.29,,,,,,1.24,0.84,0.03,4.29,71.37,,,0.18,,0.07,8.22,,0.0,13.97
2023-02-08 00:00:00,2023-02-08 01:00:00,86.52,,,,,,1.22,0.84,0.08,4.17,70.98,,,0.16,,0.06,8.22,,0.0,13.34
2023-02-08 01:00:00,2023-02-08 02:00:00,74.77,,,,,,1.34,0.83,0.15,4.05,70.13,,,0.15,,0.15,8.24,,0.0,12.92
2023-02-08 02:00:00,2023-02-08 03:00:00,140.08,,,,,,1.41,0.83,,3.87,69.24,,,0.13,,0.14,8.23,,0.0,12.68
2023-02-08 03:00:00,2023-02-08 04:00:00,102.89,,,,,,1.43,0.81,,3.67,68.45,,,0.12,,0.13,8.19,,0.0,12.36
2023-02-08 04:00:00,2023-02-08 05:00:00,112.8,,,,,,1.44,0.81,0.01,3.49,67.73,,,0.11,,0.15,8.15,,0.0,12.18
2023-02-08 05:00:00,2023-02-08 06:00:00,117.64,,,,,,1.35,0.81,0.1,3.31,66.5,,,0.1,,0.11,8.14,,0.0,12.59
2023-02-08 06:00:00,2023-02-08 07:00:00,69.33,,,,,,1.26,0.81,0.29,3.34,66.74,,,0.09,,0.14,15.17,,0.0,12.25
2023-02-08 07:00:00,2023-02-08 08:00:00,121.38,,,,,,1.28,0.81,,3.35,66.3,,,0.08,,0.24,38.12,,0.0,14.44
2023-02-08 08:00:00,2023-02-08 09:00:00,95.4,,,,,,1.41,0.79,0.33,3.35,65.97,,,0.07,,0.18,53.8,,0.0,19.1
2023-02-08 09:00:00,2023-02-08 10:00:00,68.83,,,,,,7.12,0.72,10.71,3.22,66.14,,,0.06,,0.45,65.81,,0.0,23.18
2023-02-08 10:00:00,2023-02-08 11:00:00,73.78,,,,,,11.34,0.67,21.89,2.91,60.26,,,0.05,,0.81,72.22,,0.0,25.27
2023-02-08 11:00:00,2023-02-08 12:00:00,77.62,,7.22,5.32,12.49,43.2,9.87,0.48,36.78,2.75,54.61,,,0.04,,0.57,101.16,,0.0,26.87
2023-02-08 12:00:00,2023-02-08 13:00:00,25.63,20.0,9.86,5.76,14.91,41.56,9.41,0.23,65.43,1.25,16.8,,,,,0.64,309.39,,0.1,27.81
2023-02-08 13:00:00,2023-02-08 14:00:00,55.39,375.41,8.98,5.93,14.29,41.99,2.62,0.29,11.24,0.82,7.59,,,,,0.88,479.51,,0.0,27.72
2023-02-08 14:00:00,2023-02-08 15:00:00,18.76,188.51,12.17,6.74,17.32,39.88,2.43,0.31,7.17,1.0,13.28,,,,,0.95,398.78,,0.0,27.61
2023-02-08 15:00:00,2023-02-08 16:00:00,61.88,85.99,12.94,6.85,18.0,39.48,2.75,0.3,9.03,1.18,18.0,,,,,0.82,156.23,,0.0,26.98
2023-02-08 16:00:00,2023-02-08 17:00:00,69.63,106.82,13.2,7.02,18.3,39.35,2.9,0.35,9.94,1.53,21.82,,,,,0.79,46.36,,0.0,25.76
2023-02-08 17:00:00,2023-02-08 18:00:00,66.51,110.12,13.08,7.03,18.2,39.39,1.4,0.38,1.4,1.74,27.65,,,,,0.16,13.68,,0.0,23.46
2023-02-08 18:00:00,2023-02-08 19:00:00,66.98,143.03,12.86,6.91,17.97,39.44,1.31,0.42,,1.95,35.13,,,,,0.13,8.61,,0.0,20.1
2023-02-08 19:00:00,2023-02-08 20:00:00,88.73,140.71,12.64,6.99,17.83,39.52,1.33,0.46,0.05,2.44,39.52,,,,,0.17,8.31,,0.0,18.14
2023-02-08 20:00:00,2023-02-08 21:00:00,84.38,127.13,12.69,6.94,17.85,39.5,1.57,0.53,,3.0,43.28,,,,,0.18,8.25,,0.0,17.12
2023-02-08 21:00:00,2023-02-08 22:00:00,81.06,144.84,12.67,6.88,17.8,39.54,1.7,0.6,0.05,3.33,46.22,,,,,0.1,8.23,,0.0,15.87
2023-02-08 22:00:00,2023-02-08 23:00:00,80.55,149.78,12.69,6.84,17.79,39.54,1.55,0.65,,3.54,48.77,,,,,0.12,8.2,,0.0,14.76
2023-02-08 23:00:00,2023-02-09 00:00:00,85.43,,12.79,6.98,17.95,39.47,1.56,0.68,,3.63,50.39,,,,,0.12,8.2,,0.0,14.04
2023-02-09 00:00:00,2023-02-09 01:00:00,84.12,,13.3,7.13,18.45,39.33,1.49,0.68,0.01,3.58,52.08,,,,,0.1,8.23,,0.0,13.65
2023-02-09 01:00:00,2023-02-09 02:00:00,84.03,,13.4,7.21,18.57,39.3,1.31,0.68,,3.44,53.79,,,,,0.1,8.2,,0.0,13.05
2023-02-09 02:00:00,2023-02-09 03:00:00,83.1,,12.67,6.93,17.82,39.55,1.45,0.68,0.01,3.3,54.94,,0.07,,,0.09,8.16,,0.0,12.78
2023-02-09 03:00:00,2023-02-09 04:00:00,77.86,,12.45,6.84,17.61,39.68,1.42,0.67,0.01,3.13,56.21,,0.08,,,0.14,8.21,,0.0,12.75
2023-02-09 04:00:00,2023-02-09 05:00:00,72.38,,12.54,6.89,17.7,39.61,1.52,0.65,,2.99,56.06,0.03,0.03,,,0.14,8.13,,0.0,12.26
2023-02-09 05:00:00,2023-02-09 06:00:00,70.31,,12.43,6.92,17.63,39.66,1.52,0.63,,2.75,55.55,0.07,,,,0.09,8.13,,0.0,11.9
2023-02-09 06:00:00,2023-02-09 07:00:00,48.46,20.0,12.79,7.05,17.98,39.44,1.57,0.63,1.79,2.72,55.29,0.04,0.14,,,0.08,15.73,,0.0,11.53
2023-02-09 07:00:00,2023-02-09 08:00:00,34.07,64.17,12.86,7.0,18.01,39.41,1.6,0.66,2.52,2.89,55.14,1.87,1.8,,,0.23,37.16,,0.0,14.45
2023-02-09 08:00:00,2023-02-09 09:00:00,78.52,135.24,13.18,7.05,18.3,39.37,4.47,0.66,7.87,3.22,53.2,1.76,1.71,,,0.5,50.64,,0.0,18.59
2023-02-09 09:00:00,2023-02-09 10:00:00,7.0,20.0,13.32,7.0,18.39,39.35,9.1,0.62,18.66,3.08,52.99,1.71,1.74,,,0.63,62.95,,0.0,21.65
2023-02-09 10:00:00,2023-02-09 11:00:00,147.45,,12.75,6.84,17.85,39.52,5.61,0.62,14.36,2.9,54.27,1.72,1.65,,,0.44,69.19,,0.0,23.96
2023-02-09 11:00:00,2023-02-09 12:00:00,133.6,261.75,12.63,6.91,17.79,39.55,3.85,0.61,15.81,2.8,57.71,1.89,1.8,,,0.47,97.36,,0.0,25.87
2023-02-09 12:00:00,2023-02-09 13:00:00,189.67,265.76,12.32,6.87,17.51,39.74,3.51,0.59,13.83,2.71,60.25,1.86,1.7,,,0.27,227.8,,0.0,27.5
2023-02-09 13:00:00,2023-02-09 14:00:00,142.79,280.94,11.74,6.63,16.91,40.16,3.21,0.59,11.44,2.86,66.41,2.18,2.19,,,0.85,492.02,,0.0,27.76
2023-02-09 14:00:00,2023-02-09 15:00:00,90.72,256.27,12.46,6.84,17.61,39.67,2.48,0.58,8.55,2.74,65.04,2.2,2.08,,,0.64,417.96,,0.0,27.96
2023-02-09 15:00:00,2023-02-09 16:00:00,59.78,249.05,12.4,6.84,17.56,39.71,2.04,0.58,6.02,2.66,64.27,2.21,1.99,,,0.39,157.72,,0.0,28.2
2023-02-09 16:00:00,2023-02-09 17:00:00,39.54,238.35,13.49,7.23,18.66,39.29,1.68,0.56,4.48,2.53,65.88,2.21,2.02,,,0.34,42.35,,0.0,26.25
2023-02-09 17:00:00,2023-02-09 18:00:00,33.02,236.08,14.45,7.43,19.54,39.17,1.54,0.59,3.75,2.52,67.88,2.19,1.89,,,0.26,13.93,,0.0,23.09
2023-02-09 18:00:00,2023-02-09 19:00:00,46.92,254.22,13.64,7.31,18.79,39.26,1.45,0.62,3.47,2.76,69.46,2.37,2.13,,,0.24,8.48,,0.0,20.76
2023-02-09 19:00:00,2023-02-09 20:00:00,57.06,259.0,,,,,1.47,0.64,4.64,2.93,70.99,2.44,2.25,,,0.11,8.41,,0.0,18.39
2023-02-09 20:00:00,2023-02-09 21:00:00,79.04,278.52,,,,,1.61,0.62,4.53,3.32,71.09,2.4,2.2,,,0.14,8.27,,0.0,16.68
2023-02-09 21:00:00,2023-02-09 22:00:00,109.25,302.9,,,,,1.59,0.69,5.42,3.88,70.13,2.29,2.1,,,0.12,8.24,,0.0,15.17
2023-02-09 22:00:00,2023-02-09 23:00:00,109.58,305.95,,,,,1.3,0.74,4.92,4.36,68.73,2.17,2.05,,,0.09,8.2,,0.0,14.23
2023-02-09 23:00:00,2023-02-10 00:00:00,92.93,301.47,,,,,1.4,0.74,4.75,4.66,67.17,2.16,2.32,,,0.07,8.16,,0.0,13.19
2023-02-10 00:00:00,2023-02-10 01:00:00,108.42,293.13,,,,,1.29,0.71,4.38,4.66,65.14,2.01,2.23,,,0.15,8.2,,0.0,12.09
2023-02-10 01:00:00,2023-02-10 02:00:00,131.0,320.85,,,,,1.09,0.7,5.0,4.55,63.3,1.85,1.96,,,0.1,8.1,,0.0,12.19
2023-02-10 02:00:00,2023-02-10 03:00:00,115.32,321.85,,,,,1.0,0.68,4.78,4.39,62.21,1.76,1.94,,,0.15,8.22,,0.0,11.94
2023-02-10 03:00:00,2023-02-10 04:00:00,110.61,322.33,,,,,1.09,0.66,4.5,4.25,61.53,1.7,1.94,,,0.06,8.2,,0.0,11.09
2023-02-10 04:00:00,2023-02-10 05:00:00,92.61,320.89,,,,,1.0,0.62,4.58,4.06,60.73,1.6,1.78,,,0.09,8.14,,0.0,10.46
2023-02-10 05:00:00,2023-02-10 06:00:00,81.42,318.73,,,,,0.92,0.6,4.74,3.79,58.76,1.51,1.7,,,0.08,8.08,,0.0,10.15
2023-02-10 06:00:00,2023-02-10 07:00:00,74.69,316.23,,,,,0.84,0.61,4.74,3.75,57.1,1.42,1.61,,,0.08,15.31,,0.0,10.15
2023-02-10 07:00:00,2023-02-10 08:00:00,80.62,335.69,,,,,1.0,0.66,4.8,4.09,55.78,1.38,1.66,,,0.17,37.03,,0.0,13.17
2023-02-10 08:00:00,2023-02-10 09:00:00,129.89,330.0,,,,,1.91,0.66,6.46,4.16,54.66,1.37,1.67,,,0.22,45.47,,0.0,17.88
2023-02-10 09:00:00,2023-02-10 10:00:00,,,,,,,3.75,0.62,11.8,4.02,54.78,1.3,1.56,,,0.28,52.82,,0.0,22.2
2023-02-10 10:00:00,2023-02-10 11:00:00,,,,,,,7.7,0.61,16.0,3.77,59.54,1.33,1.59,,,0.23,62.92,,0.0,25.82
2023-02-10 11:00:00,2023-02-10 12:00:00,,,,,,,5.22,0.54,19.64,3.64,65.63,1.43,1.71,,,0.63,125.38,,0.0,27.32
2023-02-10 12:00:00,2023-02-10 13:00:00,,,,,,,9.28,0.2,80.87,1.67,28.39,0.63,0.9,,,0.7,382.77,,0.0,28.1
2023-02-10 13:00:00,2023-02-10 14:00:00,,,,,,,9.12,0.21,87.68,0.58,5.33,0.1,0.16,,,0.56,503.03,,0.0,28.37
2023-02-10 14:00:00,2023-02-10 15:00:00,7.0,,,,,,7.87,0.2,95.54,0.57,2.86,0.1,0.17,,,0.88,408.34,,0.0,28.16
2023-02-10 15:00:00,2023-02-10 16:00:00,15.36,30.31,,,,,6.76,0.18,93.83,0.52,1.89,0.05,0.1,,,0.71,143.44,,0.0,27.94
2023-02-10 16:00:00,2023-02-10 17:00:00,40.37,61.02,,,,,2.67,0.23,25.18,0.79,3.04,0.1,0.11,,,0.38,42.96,,0.0,26.43
2023-02-10 17:00:00,2023-02-10 18:00:00,44.57,63.01,,,,,1.07,0.27,5.67,1.02,14.11,0.23,0.29,,,0.2,14.39,,0.0,23.37
2023-02-10 18:00:00,2023-02-10 19:00:00,54.67,93.5,,,,,0.97,0.33,5.73,1.4,21.88,0.36,0.47,,,0.29,8.75,,0.0,19.69
2023-02-10 19:00:00,2023-02-10 20:00:00,66.29,112.97,,,,,1.05,0.41,4.2,1.99,27.23,0.55,0.76,,,0.28,8.42,,0.0,18.34
2023-02-10 20:00:00,2023-02-10 21:00:00,73.57,115.82,,,,,1.17,0.49,4.78,2.69,32.08,0.69,0.9,,,0.18,8.4,,0.0,17.25
2023-02-10 21:00:00,2023-02-10 22:00:00,81.29,126.48,,,,,1.21,0.59,4.25,3.48,36.61,0.86,1.21,,,0.05,8.21,,0.0,15.37
2023-02-10 22:00:00,2023-02-10 23:00:00,82.28,131.64,,,,,1.16,0.64,4.78,4.11,40.06,0.92,1.34,,,0.07,8.15,,0.0,14.53
2023-02-10 23:00:00,2023-02-11 00:00:00,76.46,131.54,,,,,1.33,0.66,4.57,4.25,43.01,1.0,1.47,,,0.1,8.2,,0.0,13.62
2023-02-11 00:00:00,2023-02-11 01:00:00,75.41,137.71,,,,,1.33,0.68,4.57,4.17,45.04,1.05,1.54,,,0.07,8.15,,0.0,13.04
2023-02-11 01:00:00,2023-02-11 02:00:00,74.75,135.35,,,,,1.39,0.68,4.39,4.0,46.78,1.05,1.47,,,0.1,8.21,,0.0,12.52
