From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C),RF (mm)
2020-12-31 05:00:00,2020-12-31 06:00:00,76.02,112.97,8.09,89.94,98.05,37.54,11.66,1.66,3.21,0.17,,0.37,,74.34,3.11,217.75,0.01,,,,21.08,
2020-12-31 06:00:00,2020-12-31 07:00:00,75.03,104.13,8.04,92.81,100.84,38.92,11.69,1.56,3.64,0.07,,,0.17,74.82,3.03,153.13,0.01,,,,21.21,
2020-12-31 07:00:00,2020-12-31 08:00:00,71.0,107.0,7.27,74.7,81.95,36.95,11.4,1.51,4.67,0.04,,0.49,0.34,76.78,2.4,88.28,0.01,,,,21.43,
2020-12-31 08:00:00,2020-12-31 09:00:00,69.0,102.0,14.73,83.55,98.3,37.55,12.01,1.44,3.48,0.24,,,,73.58,1.91,233.9,0.01,,,,22.57,
2020-12-31 09:00:00,2020-12-31 10:00:00,61.32,100.03,17.59,82.09,99.7,37.4,11.31,1.42,4.77,0.01,,,,68.6,1.89,232.97,,,,,23.72,
2020-12-31 10:00:00,2020-12-31 11:00:00,63.89,100.98,28.11,93.87,121.94,38.73,11.88,1.4,5.63,0.04,,0.06,0.24,65.98,1.96,56.27,0.01,,,,24.57,
2020-12-31 11:00:00,2020-12-31 12:00:00,73.7,108.88,13.16,86.25,99.41,39.46,10.93,1.39,8.67,0.2,,0.66,0.96,61.27,1.97,55.99,,,,,25.71,
2020-12-31 12:00:00,2020-12-31 13:00:00,94.0,113.0,15.7,112.85,128.52,59.74,,1.44,11.21,0.01,,,,57.15,1.84,231.06,,,,,26.64,
2020-12-31 13:00:00,2020-12-31 14:00:00,99.77,108.11,12.47,105.73,118.19,65.53,,1.46,13.54,0.0,,0.21,0.61,55.52,1.86,231.9,,,,,27.18,
2020-12-31 14:00:00,2020-12-31 15:00:00,,,,,,,,,,,,,,,,,,,,,,
2020-12-31 15:00:00,2020-12-31 16:00:00,57.0,86.0,4.66,50.65,55.33,48.28,,,,,,,,,,,,,,,,
2020-12-31 16:00:00,2020-12-31 17:00:00,79.55,107.75,4.56,47.98,52.54,48.27,2.53,1.42,21.49,0.09,,0.17,,62.16,1.94,188.77,,,,,27.91,
2020-12-31 17:00:00,2020-12-31 18:00:00,69.0,100.0,4.33,51.33,55.65,49.65,0.7,1.48,20.37,0.09,,0.17,0.39,73.01,1.94,100.91,,,,,26.33,
2020-12-31 18:00:00,2020-12-31 19:00:00,80.0,106.0,3.63,38.71,42.34,47.44,,1.44,23.61,0.11,,0.06,0.15,80.53,1.96,236.63,,,,,25.04,
2020-12-31 19:00:00,2020-12-31 20:00:00,70.44,101.11,3.95,36.02,39.96,42.55,,1.38,15.03,0.27,,,0.94,83.56,1.95,144.41,,,,,23.68,
2020-12-31 20:00:00,2020-12-31 21:00:00,60.26,94.1,3.14,33.61,36.76,29.67,,1.38,13.85,0.0,,,0.17,78.54,1.96,205.7,,,,,23.77,
2020-12-31 21:00:00,2020-12-31 22:00:00,62.93,96.97,4.28,57.36,61.64,18.34,,1.47,9.47,0.18,,0.21,,72.35,1.95,77.0,,,,,24.02,
2020-12-31 22:00:00,2020-12-31 23:00:00,70.84,100.95,4.61,67.83,72.45,17.86,,1.67,7.86,0.04,,0.31,0.12,74.85,1.94,188.46,,,,,23.7,
2020-12-31 23:00:00,2021-01-01 00:00:00,71.97,101.0,5.01,46.29,51.3,15.26,,1.74,8.46,0.06,,0.12,0.35,80.01,1.94,53.7,0.01,,,,23.41,
2021-01-01 00:00:00,2021-01-01 01:00:00,74.94,,3.8,40.5,44.31,17.47,3.44,1.73,5.72,0.07,,0.08,,84.63,1.94,211.94,0.01,,,,22.92,
2021-01-01 01:00:00,2021-01-01 02:00:00,83.83,,4.14,31.89,36.03,16.25,4.01,1.74,7.98,0.09,,,0.36,86.24,1.94,53.73,0.01,,,,22.68,
2021-01-01 02:00:00,2021-01-01 03:00:00,65.42,,4.54,36.92,41.45,14.86,1.65,1.68,5.26,0.02,,0.44,0.04,87.43,1.94,54.04,0.01,,,,22.54,
2021-01-01 03:00:00,2021-01-01 04:00:00,74.78,,4.78,36.93,41.7,14.78,1.57,1.66,4.12,0.0,,0.11,0.07,87.81,1.95,84.58,0.01,,,,22.35,
2021-01-01 04:00:00,2021-01-01 05:00:00,75.0,,3.86,28.64,32.49,13.84,1.55,1.69,3.59,0.06,,,0.21,88.43,1.95,219.43,0.01,,,,22.32,
2021-01-01 05:00:00,2021-01-01 06:00:00,75.98,,7.16,57.83,65.0,16.88,1.63,1.71,2.03,0.14,,0.2,0.18,87.06,1.91,209.75,0.01,,,,22.5,
2021-01-01 06:00:00,2021-01-01 07:00:00,82.84,,56.0,96.25,152.26,29.45,3.06,1.74,1.27,0.06,,0.04,0.14,82.46,1.98,55.36,0.02,,,,22.49,
2021-01-01 07:00:00,2021-01-01 08:00:00,111.44,,58.06,88.45,146.51,25.78,3.3,1.82,1.54,0.12,,0.42,0.07,85.16,2.04,55.94,0.01,,,,22.27,
2021-01-01 08:00:00,2021-01-01 09:00:00,118.88,,87.33,91.43,178.77,30.37,5.17,1.97,1.46,0.06,,0.14,,82.57,1.85,231.34,0.01,,,,22.99,
2021-01-01 09:00:00,2021-01-01 10:00:00,141.55,,65.17,100.73,165.9,30.42,4.98,2.05,1.58,0.01,,0.15,0.4,79.9,1.84,230.83,0.01,,,,23.66,
2021-01-01 10:00:00,2021-01-01 11:00:00,119.45,143.0,30.73,99.36,130.09,25.76,6.24,2.06,3.57,0.0,,0.35,,73.05,1.86,231.54,,,,,24.88,
2021-01-01 11:00:00,2021-01-01 12:00:00,104.25,135.09,17.88,98.92,116.81,24.86,8.5,1.99,6.3,0.12,,,0.33,67.66,1.86,231.72,,,,,25.86,
2021-01-01 12:00:00,2021-01-01 13:00:00,109.9,135.99,18.01,123.38,141.4,27.28,10.92,1.95,7.24,0.01,,0.33,0.7,70.09,1.87,232.08,,,,,26.27,
2021-01-01 13:00:00,2021-01-01 14:00:00,114.9,138.97,11.91,77.07,88.97,24.22,10.98,1.9,13.18,0.14,,0.31,0.2,60.24,1.87,232.29,,,,,28.06,
2021-01-01 14:00:00,2021-01-01 15:00:00,71.98,104.47,10.64,46.98,57.62,21.54,9.84,1.68,14.3,0.02,,,,54.78,1.92,212.48,,,,,30.17,
2021-01-01 15:00:00,2021-01-01 16:00:00,55.31,82.25,10.83,48.31,59.14,25.76,9.4,1.55,15.46,0.11,,0.17,0.21,62.94,1.95,54.82,,,,,28.75,
2021-01-01 16:00:00,2021-01-01 17:00:00,60.87,82.0,7.67,34.36,42.04,29.2,6.56,1.49,13.08,0.03,,0.87,0.16,72.08,1.95,85.09,,,,,27.18,
2021-01-01 17:00:00,2021-01-01 18:00:00,50.22,72.11,5.6,28.84,34.43,28.2,4.52,1.4,9.25,0.06,,0.09,0.33,77.37,1.94,211.57,,,,,26.11,
2021-01-01 18:00:00,2021-01-01 19:00:00,40.2,58.16,5.29,24.89,30.19,25.48,3.21,1.29,11.9,0.22,,0.57,0.49,83.62,1.92,52.0,0.01,,,,25.07,
2021-01-01 19:00:00,2021-01-01 20:00:00,49.78,83.64,4.77,33.44,38.2,25.05,2.92,1.33,13.85,0.0,,0.4,,86.43,1.92,52.26,0.01,,,,24.19,
2021-01-01 20:00:00,2021-01-01 21:00:00,76.55,109.71,4.43,34.09,38.52,24.22,1.87,1.38,12.72,0.09,,0.06,0.49,82.93,1.92,52.25,,,,,23.93,
2021-01-01 21:00:00,2021-01-01 22:00:00,76.02,113.95,4.74,37.54,42.28,24.3,1.21,1.44,11.43,0.22,,0.13,,77.71,1.95,148.62,,,,,24.08,
2021-01-01 22:00:00,2021-01-01 23:00:00,72.09,109.09,5.85,53.03,58.9,25.23,1.26,1.52,6.23,0.0,,0.31,0.06,78.32,1.92,234.1,,,,,23.97,
2021-01-01 23:00:00,2021-01-02 00:00:00,80.8,118.86,7.64,64.64,72.27,26.3,1.13,1.74,6.35,0.04,,0.17,0.1,81.94,1.93,203.23,,,,,23.69,
2021-01-02 00:00:00,2021-01-02 01:00:00,81.0,116.06,4.45,27.87,32.31,21.95,0.67,1.74,10.22,0.2,,,,85.01,1.93,53.89,0.01,,,,23.57,
2021-01-02 01:00:00,2021-01-02 02:00:00,79.09,104.34,4.17,23.86,28.04,21.17,0.31,1.67,10.55,0.24,,,,84.97,1.94,53.03,,,,,23.55,
2021-01-02 02:00:00,2021-01-02 03:00:00,77.06,106.96,4.27,21.21,25.48,20.4,0.3,1.61,9.24,0.05,,0.53,0.5,84.06,1.94,235.49,,,,,23.46,
2021-01-02 03:00:00,2021-01-02 04:00:00,74.12,107.0,3.59,18.55,22.13,19.94,0.03,1.58,10.55,0.04,,0.41,0.34,85.56,1.92,52.43,,,,,23.13,
2021-01-02 04:00:00,2021-01-02 05:00:00,64.22,106.02,3.22,17.17,20.4,18.55,0.02,1.45,10.69,0.0,,0.34,0.37,86.39,1.91,51.66,0.01,,,,22.93,
2021-01-02 05:00:00,2021-01-02 06:00:00,55.2,91.0,3.63,18.68,22.31,20.61,0.15,1.4,9.74,0.07,,0.22,,86.58,1.91,52.61,0.01,,,,22.65,
2021-01-02 06:00:00,2021-01-02 07:00:00,56.95,90.01,3.6,24.02,27.62,22.31,0.43,1.37,8.46,0.25,,0.46,0.09,85.7,1.92,52.71,0.01,,,,22.66,
2021-01-02 07:00:00,2021-01-02 08:00:00,63.87,97.91,4.44,35.62,40.06,24.07,0.55,1.38,5.66,0.0,,0.45,0.23,84.09,1.94,76.88,0.01,,,,22.79,
2021-01-02 08:00:00,2021-01-02 09:00:00,73.0,104.0,4.75,44.15,48.89,25.12,0.59,1.48,6.33,0.25,,0.21,0.1,78.92,1.93,234.47,,,,,23.77,
2021-01-02 09:00:00,2021-01-02 10:00:00,89.0,114.0,6.36,44.4,50.75,23.75,0.13,1.46,4.95,0.11,,0.02,1.03,79.04,1.89,232.85,0.01,,,,25.0,
2021-01-02 10:00:00,2021-01-02 11:00:00,72.5,104.15,5.4,35.36,40.76,24.14,0.42,1.49,4.82,0.22,,0.12,0.17,82.09,1.88,232.18,,,,,24.71,
2021-01-02 11:00:00,2021-01-02 12:00:00,86.56,111.88,4.99,35.58,40.56,25.2,1.12,1.51,6.86,0.27,,,0.05,81.27,1.89,232.86,,,,,24.77,
2021-01-02 12:00:00,2021-01-02 13:00:00,86.02,120.9,4.55,29.34,33.88,23.54,2.55,1.53,6.76,0.06,,0.69,0.47,68.49,1.91,234.66,,,,,28.99,
2021-01-02 13:00:00,2021-01-02 14:00:00,79.21,111.15,4.74,25.06,29.8,24.32,3.43,1.52,9.78,0.22,,,0.33,68.25,1.95,236.58,,,,,27.35,
2021-01-02 14:00:00,2021-01-02 15:00:00,81.91,113.96,4.39,27.37,31.76,30.16,5.41,1.53,14.91,0.04,,0.6,,77.14,1.87,50.0,0.01,,,,25.01,
2021-01-02 15:00:00,2021-01-02 16:00:00,79.0,133.0,5.25,27.33,32.59,34.65,3.92,1.48,16.01,0.25,,0.16,,77.82,1.9,82.77,0.01,,,,24.43,
2021-01-02 16:00:00,2021-01-02 17:00:00,79.0,140.82,4.94,29.31,34.25,44.46,,1.33,15.67,0.05,,0.38,0.14,79.25,1.98,237.84,0.01,,,,23.96,
2021-01-02 17:00:00,2021-01-02 18:00:00,,112.0,4.68,28.9,33.59,36.61,0.89,1.13,7.37,0.12,,0.16,0.12,81.54,1.88,50.19,0.01,,,,23.03,
2021-01-02 18:00:00,2021-01-02 19:00:00,48.0,81.46,4.09,30.1,34.19,35.53,1.0,1.03,11.81,0.03,,,0.44,82.1,1.9,50.47,0.01,,,,22.65,
2021-01-02 19:00:00,2021-01-02 20:00:00,50.0,84.0,2.97,30.96,33.93,39.98,1.36,1.05,11.26,0.0,,1.35,0.63,83.3,1.88,50.32,0.01,,,,22.47,
2021-01-02 20:00:00,2021-01-02 21:00:00,49.0,81.0,2.79,28.89,31.67,37.58,1.37,1.07,12.34,0.35,,,,,,,,,,,,
2021-01-02 21:00:00,2021-01-02 22:00:00,48.03,80.01,3.91,33.01,36.92,37.4,1.13,1.11,11.82,0.01,,0.11,0.06,74.1,1.95,236.39,0.01,,,,22.86,
2021-01-02 22:00:00,2021-01-02 23:00:00,62.61,95.76,4.31,32.36,36.67,33.41,1.11,1.18,10.87,0.11,,0.09,0.37,76.57,1.91,52.05,0.01,,,,22.58,
2021-01-02 23:00:00,2021-01-03 00:00:00,62.0,89.0,4.02,29.39,33.41,29.32,1.02,1.18,9.48,0.2,,0.45,0.27,77.69,1.92,52.67,0.01,,,,22.46,
2021-01-03 00:00:00,2021-01-03 01:00:00,61.03,86.04,4.35,35.83,40.17,29.92,1.15,1.23,7.38,0.28,,0.49,0.06,78.74,1.92,52.64,0.01,,,,22.43,
2021-01-03 01:00:00,2021-01-03 02:00:00,69.0,90.0,4.94,40.31,45.26,28.53,1.21,1.31,7.1,0.19,,0.07,,79.7,1.94,52.91,,,,,22.21,
2021-01-03 02:00:00,2021-01-03 03:00:00,59.0,82.0,4.31,29.27,33.59,26.25,0.89,1.31,7.21,0.0,,0.12,0.37,81.92,1.96,52.34,0.01,,,,22.13,
2021-01-03 03:00:00,2021-01-03 04:00:00,61.0,83.0,3.85,26.12,29.97,25.09,1.14,1.25,8.16,0.0,,0.27,0.02,83.56,2.3,187.13,,,,,21.98,
2021-01-03 04:00:00,2021-01-03 05:00:00,55.0,79.0,3.35,24.76,28.11,23.41,1.12,1.28,8.44,0.0,,,0.14,79.08,2.11,135.61,0.01,,,,21.92,
2021-01-03 05:00:00,2021-01-03 06:00:00,60.0,82.0,4.13,31.65,35.77,22.35,0.73,1.29,9.15,0.08,,,,76.72,2.1,52.11,,,,,21.82,
2021-01-03 06:00:00,2021-01-03 07:00:00,60.0,88.92,4.37,37.3,41.68,19.47,0.38,1.29,6.63,0.09,,0.08,,77.32,2.3,144.1,,,,,21.77,
2021-01-03 07:00:00,2021-01-03 08:00:00,,84.07,9.85,75.21,85.06,21.98,0.45,1.4,2.41,0.04,,,0.02,77.55,2.25,85.56,0.01,,,,21.78,
2021-01-03 08:00:00,2021-01-03 09:00:00,,98.78,9.86,68.21,78.05,23.2,0.58,1.49,4.98,0.19,,,0.17,77.48,1.92,234.07,0.01,,,,22.67,
2021-01-03 09:00:00,2021-01-03 10:00:00,,99.99,7.74,59.44,67.17,20.74,0.41,1.55,6.85,0.09,,0.62,0.18,73.14,1.9,233.36,0.01,,,,23.88,
2021-01-03 10:00:00,2021-01-03 11:00:00,,99.02,7.31,61.17,68.47,20.0,0.55,1.58,6.01,0.0,,,,68.79,1.93,234.92,,,,,25.32,
2021-01-03 11:00:00,2021-01-03 12:00:00,,103.91,4.92,36.2,41.13,18.86,1.62,1.58,8.06,0.0,,,,69.56,1.9,52.23,,,,,25.42,
2021-01-03 12:00:00,2021-01-03 13:00:00,,93.12,3.81,29.93,33.73,17.95,1.93,1.41,11.48,0.0,,0.23,,70.84,1.85,49.47,,,,,23.92,
2021-01-03 13:00:00,2021-01-03 14:00:00,,95.96,3.14,26.2,29.34,17.32,1.85,1.19,12.61,0.0,,0.18,,69.06,1.86,49.69,,,,,23.8,
2021-01-03 14:00:00,2021-01-03 15:00:00,,79.0,3.59,21.51,25.12,15.88,0.96,0.98,14.16,0.0,,,0.64,71.1,1.88,49.83,,,,,23.49,
2021-01-03 15:00:00,2021-01-03 16:00:00,,74.09,3.17,23.25,26.42,15.94,0.65,1.0,14.56,0.06,,0.54,,71.05,1.89,50.76,,,,,23.64,
2021-01-03 16:00:00,2021-01-03 17:00:00,,71.03,3.08,20.44,23.5,14.98,0.31,0.92,14.1,0.04,,0.03,0.33,72.73,1.89,50.48,,,,,23.26,
2021-01-03 17:00:00,2021-01-03 18:00:00,,66.0,2.81,17.91,20.71,14.78,0.11,0.9,13.55,0.04,,,,73.97,1.89,50.75,,,,,22.98,
2021-01-03 18:00:00,2021-01-03 19:00:00,,56.0,2.87,19.6,22.47,14.09,0.04,0.88,12.32,0.0,,0.34,,75.81,1.92,51.12,0.01,,,,22.34,
2021-01-03 19:00:00,2021-01-03 20:00:00,,54.03,2.46,24.47,26.92,14.5,0.03,0.93,13.96,0.04,,0.07,0.13,77.2,1.89,50.56,0.01,,,,22.21,
2021-01-03 20:00:00,2021-01-03 21:00:00,,54.99,3.23,23.97,27.2,15.16,0.1,1.0,13.59,0.19,,0.07,0.14,77.98,1.89,49.53,0.01,,,,21.95,
2021-01-03 21:00:00,2021-01-03 22:00:00,,69.0,3.84,35.71,39.56,16.57,0.34,1.11,11.39,0.12,,0.09,,69.67,1.88,50.65,0.01,,,,21.9,
2021-01-03 22:00:00,2021-01-03 23:00:00,,76.87,5.28,44.99,50.27,18.62,0.24,1.21,10.54,0.06,,0.32,0.18,66.88,1.92,52.82,0.01,,,,22.34,
2021-01-03 23:00:00,2021-01-04 00:00:00,,88.88,8.64,87.94,96.58,24.73,1.31,1.55,4.01,0.0,,,0.65,67.03,1.94,53.73,0.02,,,,22.93,
2021-01-04 00:00:00,2021-01-04 01:00:00,,119.66,10.33,87.04,97.37,30.7,9.21,1.94,3.14,0.03,,0.26,0.05,71.07,1.92,210.17,0.01,,,,22.75,
2021-01-04 01:00:00,2021-01-04 02:00:00,,98.25,7.95,69.58,77.53,28.77,14.83,2.0,3.38,0.06,,0.18,0.44,73.08,1.94,77.24,0.01,,,,22.6,
2021-01-04 02:00:00,2021-01-04 03:00:00,,89.13,9.09,70.72,79.82,29.14,14.8,2.0,2.85,0.01,,0.4,0.2,73.77,1.92,202.41,0.01,,,,22.33,
2021-01-04 03:00:00,2021-01-04 04:00:00,,90.98,9.46,60.65,70.11,29.31,15.89,2.04,5.21,0.28,,,,75.73,1.94,53.59,0.01,,,,22.28,
2021-01-04 04:00:00,2021-01-04 05:00:00,,84.06,6.19,32.01,38.2,25.14,15.69,1.93,9.04,0.08,,0.42,,76.23,1.96,52.22,0.01,,,,22.04,
2021-01-04 05:00:00,2021-01-04 06:00:00,,70.16,4.48,32.14,36.61,27.99,18.16,1.83,7.63,0.0,,0.74,0.26,75.36,2.05,141.78,,,,,21.82,
2021-01-04 06:00:00,2021-01-04 07:00:00,,80.0,5.21,51.04,56.26,32.79,20.17,1.81,4.41,0.03,,,,72.9,1.94,235.45,,,,,21.99,
2021-01-04 07:00:00,2021-01-04 08:00:00,,82.97,22.75,86.13,108.81,39.94,20.84,1.86,1.93,0.0,,0.37,0.41,71.65,1.92,234.03,0.01,,,,22.11,
2021-01-04 08:00:00,2021-01-04 09:00:00,,89.94,22.32,84.38,106.71,40.75,20.5,1.93,2.65,0.11,,0.1,0.21,74.13,1.91,233.69,0.01,,,,22.36,
2021-01-04 09:00:00,2021-01-04 10:00:00,,136.22,13.23,81.62,94.81,38.58,21.19,1.9,4.29,0.14,,0.12,1.36,71.2,1.92,185.09,,,,,23.46,
2021-01-04 10:00:00,2021-01-04 11:00:00,91.0,106.0,5.92,35.3,41.23,29.86,24.05,1.73,7.57,0.15,,0.41,,67.54,1.92,101.2,,,,,24.62,
2021-01-04 11:00:00,2021-01-04 12:00:00,72.0,89.0,10.27,44.64,54.91,47.45,18.13,2.26,8.84,0.0,,0.1,0.63,65.41,1.92,186.17,,,,,24.56,
2021-01-04 12:00:00,2021-01-04 13:00:00,131.0,175.0,3.79,31.22,35.01,50.94,,1.87,14.53,,,,,,,,,,,,,
2021-01-04 13:00:00,2021-01-04 14:00:00,83.93,104.59,3.78,34.58,38.35,45.49,13.12,1.61,16.43,0.04,,0.32,0.45,66.4,1.89,50.89,,,,,23.96,
2021-01-04 14:00:00,2021-01-04 15:00:00,83.97,101.04,3.55,31.14,34.68,37.9,11.11,1.43,17.25,0.16,,0.03,0.45,67.7,1.89,51.03,,,,,23.82,
2021-01-04 15:00:00,2021-01-04 16:00:00,80.08,101.0,3.77,35.18,38.95,32.66,8.38,1.36,17.17,0.01,,0.09,,67.36,1.9,51.54,,,,,24.39,
2021-01-04 16:00:00,2021-01-04 17:00:00,85.0,97.0,3.56,30.59,34.16,28.09,6.4,1.33,17.04,0.0,,0.07,,71.38,1.88,50.14,,,,,23.86,
2021-01-04 17:00:00,2021-01-04 18:00:00,73.23,88.08,2.31,28.57,30.88,27.41,6.74,1.31,17.88,0.0,,0.2,0.33,73.45,1.93,139.0,,,,,23.05,
2021-01-04 18:00:00,2021-01-04 19:00:00,71.0,98.0,2.97,31.11,34.09,24.52,3.33,1.28,13.4,0.24,,0.31,,,,,,,,,,
2021-01-04 19:00:00,2021-01-04 20:00:00,75.0,101.0,2.71,30.16,32.87,21.02,2.61,1.26,11.38,0.0,,,0.44,80.4,1.9,49.52,0.01,,,,22.1,
2021-01-04 20:00:00,2021-01-04 21:00:00,71.0,84.0,2.98,25.51,28.49,21.31,3.56,1.3,10.95,0.0,,,0.51,80.84,2.01,98.01,,,,,21.95,
2021-01-04 21:00:00,2021-01-04 22:00:00,68.09,89.89,3.85,25.24,29.08,20.45,3.39,1.32,11.55,0.0,,1.27,0.59,78.17,2.05,219.18,,,,,21.97,
2021-01-04 22:00:00,2021-01-04 23:00:00,66.04,91.98,3.39,25.59,28.97,20.28,2.69,1.3,12.25,0.08,,,0.17,75.97,1.94,70.48,0.01,,,,22.0,
2021-01-04 23:00:00,2021-01-05 00:00:00,75.81,99.93,4.14,24.88,29.02,29.56,9.74,1.37,15.48,0.06,,,,74.17,1.91,50.72,0.01,,,,21.98,
2021-01-05 00:00:00,2021-01-05 01:00:00,64.27,83.0,3.97,24.34,28.31,36.7,12.26,1.33,13.98,0.01,,0.84,,73.62,1.87,49.81,0.01,,,,22.05,
2021-01-05 01:00:00,2021-01-05 02:00:00,63.04,83.0,4.19,28.0,32.2,34.26,13.32,1.33,12.88,0.23,,0.44,,73.53,1.94,94.03,0.01,,,,21.88,
2021-01-05 02:00:00,2021-01-05 03:00:00,59.1,84.97,3.16,22.2,25.36,28.87,12.41,1.29,14.23,0.02,,0.1,,71.57,2.01,79.28,0.01,,,,21.78,
2021-01-05 03:00:00,2021-01-05 04:00:00,59.97,80.07,3.84,20.79,24.62,27.15,13.01,1.27,13.78,0.05,,0.63,0.43,71.91,2.27,51.21,0.02,,,,21.59,
2021-01-05 04:00:00,2021-01-05 05:00:00,58.04,70.11,3.5,23.14,26.63,27.16,13.21,1.25,12.82,0.14,,0.36,,72.92,2.64,96.61,0.01,,,,21.45,
2021-01-05 05:00:00,2021-01-05 06:00:00,59.94,73.96,3.69,23.05,26.73,27.8,13.0,1.28,13.1,0.01,,0.26,,72.73,2.74,51.93,0.01,,,,21.39,
2021-01-05 06:00:00,2021-01-05 07:00:00,56.0,73.0,4.08,23.85,27.91,26.32,11.32,1.21,14.79,0.0,,,0.06,70.01,2.62,164.34,0.01,,,,21.48,
2021-01-05 07:00:00,2021-01-05 08:00:00,55.0,70.0,3.51,33.36,36.87,25.82,17.14,1.26,11.83,0.0,,,0.71,62.75,1.89,51.05,0.01,,,,21.88,
2021-01-05 08:00:00,2021-01-05 09:00:00,57.0,84.0,4.7,44.71,49.39,26.99,19.36,1.33,10.51,0.33,,,,63.32,1.9,51.87,0.01,,,,22.18,
2021-01-05 09:00:00,2021-01-05 10:00:00,68.69,88.93,6.34,50.94,57.28,29.54,24.25,1.38,9.13,0.37,,0.19,,61.99,1.91,52.22,0.01,,,,22.87,
2021-01-05 10:00:00,2021-01-05 11:00:00,79.78,122.62,5.02,37.6,42.62,32.52,23.68,1.38,11.14,0.07,,,0.47,64.08,1.89,51.7,,,,,23.85,
2021-01-05 11:00:00,2021-01-05 12:00:00,73.16,106.19,5.27,37.06,42.33,32.85,22.5,1.36,12.39,0.0,,,0.05,65.47,1.9,52.06,,,,,24.5,
2021-01-05 12:00:00,2021-01-05 13:00:00,78.0,96.0,5.87,37.89,43.74,33.18,20.69,1.42,14.21,0.04,,0.83,0.15,66.59,1.9,85.3,,,,,25.07,
2021-01-05 13:00:00,2021-01-05 14:00:00,90.0,106.0,3.83,33.09,36.92,34.46,21.45,1.57,18.13,0.05,,,0.41,68.47,1.93,136.0,,,,,24.56,
2021-01-05 14:00:00,2021-01-05 15:00:00,89.0,113.0,3.52,33.6,37.12,30.67,12.57,1.61,20.74,0.0,,0.17,0.21,70.44,1.89,50.53,,,,,24.11,
2021-01-05 15:00:00,2021-01-05 16:00:00,96.84,129.81,3.64,30.18,33.81,30.08,10.59,1.64,20.48,0.0,,0.47,0.6,72.66,1.9,50.96,,,,,23.89,
2021-01-05 16:00:00,2021-01-05 17:00:00,91.12,122.07,3.26,31.02,34.27,30.21,8.8,1.56,19.31,0.0,,0.41,0.5,74.54,1.91,51.18,,,,,23.48,
2021-01-05 17:00:00,2021-01-05 18:00:00,86.1,113.08,3.09,30.83,33.93,28.94,6.24,1.52,20.11,0.13,,0.56,0.2,77.92,1.9,75.31,,,,,22.84,
2021-01-05 18:00:00,2021-01-05 19:00:00,86.98,112.01,2.89,32.29,35.17,27.0,4.46,1.47,20.78,0.15,,1.72,0.25,79.95,2.01,238.73,,,,,22.39,
2021-01-05 19:00:00,2021-01-05 20:00:00,85.0,110.0,3.32,27.99,31.31,25.92,4.52,1.54,20.79,0.17,,0.72,0.64,79.53,1.92,100.89,,,,,22.21,
2021-01-05 20:00:00,2021-01-05 21:00:00,75.3,104.09,3.37,27.25,30.61,25.2,4.8,1.5,19.43,0.18,,0.1,,75.84,2.01,187.77,0.01,,,,22.14,
2021-01-05 21:00:00,2021-01-05 22:00:00,71.12,104.0,3.95,32.9,36.87,24.97,4.6,1.47,16.02,0.09,,0.48,0.38,73.69,1.92,85.14,0.01,,,,22.3,
2021-01-05 22:00:00,2021-01-05 23:00:00,77.82,101.03,4.87,49.61,54.49,24.87,4.27,1.54,11.55,0.09,,0.22,1.5,74.22,1.95,235.79,,,,,22.19,
2021-01-05 23:00:00,2021-01-06 00:00:00,88.71,102.97,5.17,43.1,48.27,24.65,4.42,1.67,10.2,0.11,,0.58,0.25,76.15,1.92,52.22,0.01,,,,22.13,
2021-01-06 00:00:00,2021-01-06 01:00:00,93.78,104.95,6.39,55.73,62.13,26.03,4.38,1.79,7.45,0.0,,,0.07,76.97,1.94,53.33,0.01,,,,22.23,
2021-01-06 01:00:00,2021-01-06 02:00:00,104.0,131.0,5.77,36.81,42.58,23.89,5.21,1.9,9.73,0.16,,,0.52,78.32,2.03,102.32,,,,,21.94,
2021-01-06 02:00:00,2021-01-06 03:00:00,91.5,127.09,5.6,33.38,38.98,22.79,4.67,1.88,9.9,0.02,,0.51,,78.92,2.38,184.73,0.01,,,,21.71,
2021-01-06 03:00:00,2021-01-06 04:00:00,83.31,100.45,5.3,29.66,34.95,22.37,4.78,1.81,10.18,0.0,,0.35,1.1,76.8,2.37,160.16,,,,,21.62,
2021-01-06 04:00:00,2021-01-06 05:00:00,78.0,95.0,4.2,27.73,31.94,20.36,6.58,1.71,10.58,0.0,,,,70.38,2.69,113.02,,,,,21.29,
2021-01-06 05:00:00,2021-01-06 06:00:00,65.39,93.0,4.44,27.88,32.31,19.74,9.88,1.62,9.24,0.0,,0.64,0.07,,,,,,,,,
2021-01-06 06:00:00,2021-01-06 07:00:00,66.96,97.94,4.34,32.72,37.06,19.76,9.29,1.61,7.79,0.06,,0.51,0.41,69.8,3.18,243.05,,,,,20.5,
