From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),AT (degree C),RF (mm)
2021-11-13 04:00:00,2021-11-13 05:00:00,20.49,74.14,4.65,12.64,18.01,8.75,,0.93,27.74,,0.72,70.39,23.79,0.0
2021-11-13 05:00:00,2021-11-13 06:00:00,21.52,67.14,5.19,12.74,18.4,8.02,,0.99,31.24,,0.63,53.62,23.86,0.0
2021-11-13 06:00:00,2021-11-13 07:00:00,21.26,66.23,5.03,13.59,17.75,8.43,8.05,0.97,30.18,,0.92,93.39,23.64,0.0
2021-11-13 07:00:00,2021-11-13 08:00:00,21.58,69.15,5.24,12.54,17.95,8.17,13.39,0.99,31.54,,0.57,95.84,23.94,0.0
2021-11-13 08:00:00,2021-11-13 09:00:00,20.84,68.17,5.06,13.03,18.47,8.07,14.17,0.95,30.41,,0.77,55.3,24.48,0.0
2021-11-13 09:00:00,2021-11-13 10:00:00,21.11,71.28,5.09,12.78,17.48,8.22,14.78,0.96,30.59,,0.82,65.41,24.84,0.0
2021-11-13 10:00:00,2021-11-13 11:00:00,20.98,72.82,5.52,12.39,19.13,8.14,14.2,0.96,29.95,,0.94,89.71,25.51,0.0
2021-11-13 11:00:00,2021-11-13 12:00:00,21.43,65.28,5.17,12.3,17.83,8.25,11.27,0.97,30.66,,0.68,166.07,27.24,0.0
2021-11-13 12:00:00,2021-11-13 13:00:00,20.33,51.86,,13.05,17.2,,,,,,0.6,255.75,,0.0
2021-11-13 13:00:00,2021-11-13 14:00:00,21.33,49.72,,13.18,,,,1.0,,,0.49,269.8,,0.0
2021-11-13 14:00:00,2021-11-13 15:00:00,20.81,43.97,4.87,12.95,18.24,8.5,,0.95,29.34,,0.78,205.1,27.7,0.0
2021-11-13 15:00:00,2021-11-13 16:00:00,20.61,40.32,4.88,13.07,18.44,7.96,,0.94,29.16,97.57,0.71,205.44,28.47,0.0
2021-11-13 16:00:00,2021-11-13 17:00:00,20.93,37.84,5.08,13.04,18.27,8.25,0.12,0.96,30.55,99.97,1.86,198.85,27.73,0.0
2021-11-13 17:00:00,2021-11-13 18:00:00,20.93,36.48,4.98,13.39,18.02,8.3,8.14,0.97,30.32,,0.65,231.89,25.28,0.0
2021-11-13 18:00:00,2021-11-13 19:00:00,20.56,35.84,,13.01,18.51,8.16,7.2,0.94,29.7,,0.75,163.08,25.19,0.0
2021-11-13 19:00:00,2021-11-13 20:00:00,21.09,34.88,,13.79,18.13,8.51,9.19,0.97,,,1.16,126.1,,0.0
2021-11-13 20:00:00,2021-11-13 21:00:00,20.64,34.41,,13.13,19.21,,9.34,0.91,,,0.96,109.6,,0.0
2021-11-13 21:00:00,2021-11-13 22:00:00,20.96,34.45,4.6,13.39,18.11,8.49,9.41,0.96,27.43,,0.97,98.53,24.46,0.0
2021-11-13 22:00:00,2021-11-13 23:00:00,21.43,34.3,4.97,12.81,18.1,7.98,,1.01,29.78,,1.08,56.58,24.44,0.0
2021-11-13 23:00:00,2021-11-14 00:00:00,20.54,34.13,4.83,12.54,18.06,8.16,,0.94,29.93,,1.22,69.34,24.31,0.0
2021-11-14 00:00:00,2021-11-14 01:00:00,21.33,33.62,5.12,12.73,18.61,8.5,6.05,0.97,30.79,,0.67,101.21,24.28,0.0
2021-11-14 01:00:00,2021-11-14 02:00:00,20.7,33.08,4.98,13.76,17.98,8.21,5.65,0.95,30.47,,0.64,73.17,24.34,0.0
2021-11-14 02:00:00,2021-11-14 03:00:00,21.41,32.85,5.15,13.3,18.32,8.66,19.29,0.97,31.51,,0.76,65.87,24.32,0.0
2021-11-14 03:00:00,2021-11-14 04:00:00,21.2,32.54,5.07,13.15,18.1,8.24,31.77,0.97,30.47,,0.71,98.89,24.41,0.0
2021-11-14 04:00:00,2021-11-14 05:00:00,20.8,32.15,4.92,12.76,18.42,8.38,38.46,0.93,29.68,,1.03,103.05,24.41,0.0
2021-11-14 05:00:00,2021-11-14 06:00:00,21.6,31.86,5.22,13.3,17.97,8.43,42.06,1.0,31.25,,1.05,163.66,24.52,0.0
2021-11-14 06:00:00,2021-11-14 07:00:00,21.6,32.06,5.22,12.96,17.04,8.27,7.1,0.99,31.44,,1.46,282.95,23.76,0.0
2021-11-14 07:00:00,2021-11-14 08:00:00,21.07,32.83,5.03,13.06,17.6,8.34,6.92,0.97,30.35,,0.76,147.58,22.8,0.0
2021-11-14 08:00:00,2021-11-14 09:00:00,21.5,33.43,5.19,13.26,17.69,8.16,,0.98,31.2,,1.0,93.8,23.2,0.0
2021-11-14 09:00:00,2021-11-14 10:00:00,21.1,33.62,5.04,12.88,17.57,8.31,,0.98,30.23,,0.95,74.88,23.77,0.0
2021-11-14 10:00:00,2021-11-14 11:00:00,20.52,33.59,4.83,13.32,18.75,8.73,,0.91,28.87,,1.21,83.62,24.33,0.0
2021-11-14 11:00:00,2021-11-14 12:00:00,20.4,33.35,4.85,13.18,18.59,8.45,,0.93,29.05,,1.31,87.86,25.29,0.0
2021-11-14 12:00:00,2021-11-14 13:00:00,20.73,33.23,4.9,13.82,18.08,7.89,17.31,0.98,29.37,,1.31,109.57,27.21,0.0
2021-11-14 13:00:00,2021-11-14 14:00:00,20.59,33.09,4.87,12.92,17.69,8.43,23.26,0.97,29.17,,1.33,143.94,27.58,0.0
2021-11-14 14:00:00,2021-11-14 15:00:00,20.95,32.62,4.98,13.65,18.48,8.62,26.21,0.95,29.89,,1.16,146.94,27.55,0.0
2021-11-14 15:00:00,2021-11-14 16:00:00,21.23,32.03,5.08,13.18,17.57,8.13,28.88,0.97,30.55,,1.04,147.44,27.86,0.0
2021-11-14 16:00:00,2021-11-14 17:00:00,20.84,31.69,4.94,13.04,17.81,8.43,29.53,0.95,29.61,,1.07,168.97,28.01,0.0
2021-11-14 17:00:00,2021-11-14 18:00:00,21.03,31.39,5.01,13.1,18.07,8.28,17.8,0.96,30.08,,0.98,184.78,27.26,0.0
2021-11-14 18:00:00,2021-11-14 19:00:00,20.95,31.82,4.98,13.12,17.51,8.16,2.0,0.96,29.88,,0.65,187.96,26.55,0.0
2021-11-14 19:00:00,2021-11-14 20:00:00,20.39,32.05,4.78,12.83,17.95,8.52,,0.93,28.53,,0.66,180.05,26.1,0.0
2021-11-14 20:00:00,2021-11-14 21:00:00,20.49,32.15,4.81,13.24,18.15,8.17,,0.93,28.78,,0.62,123.73,25.81,0.0
2021-11-14 21:00:00,2021-11-14 22:00:00,21.41,32.77,5.15,13.51,18.12,8.29,0.01,0.98,30.98,,0.73,122.3,25.54,0.0
2021-11-14 22:00:00,2021-11-14 23:00:00,20.75,32.57,4.9,12.88,18.38,8.32,11.4,0.95,29.39,,0.47,96.17,25.48,0.0
2021-11-14 23:00:00,2021-11-15 00:00:00,21.01,31.89,5.0,13.1,17.4,8.15,23.06,0.96,30.03,,0.41,119.58,25.45,0.0
2021-11-15 00:00:00,2021-11-15 01:00:00,21.14,31.26,5.05,12.88,18.28,8.29,5.57,0.96,30.32,,0.38,143.06,25.5,0.0
2021-11-15 01:00:00,2021-11-15 02:00:00,20.96,30.88,4.98,13.02,18.02,8.34,6.13,0.95,29.9,,0.29,81.6,25.54,0.0
2021-11-15 02:00:00,2021-11-15 03:00:00,20.62,31.15,4.86,13.26,18.04,8.36,7.3,0.94,29.08,,0.49,89.72,25.37,0.0
2021-11-15 03:00:00,2021-11-15 04:00:00,20.87,31.56,4.95,13.12,17.69,8.22,8.12,0.95,29.68,,0.59,112.66,25.16,0.0
2021-11-15 04:00:00,2021-11-15 05:00:00,20.91,32.0,4.96,13.23,17.98,8.34,6.57,0.96,29.77,,0.78,109.56,25.05,0.0
2021-11-15 05:00:00,2021-11-15 06:00:00,21.37,32.68,5.13,12.99,17.13,8.25,5.84,0.98,30.88,,0.91,112.54,24.85,0.0
2021-11-15 06:00:00,2021-11-15 07:00:00,21.03,32.82,5.01,12.98,17.85,7.97,5.17,0.96,30.07,,0.95,111.41,24.84,0.0
2021-11-15 07:00:00,2021-11-15 08:00:00,20.53,32.47,4.83,13.16,18.15,8.46,3.46,0.94,28.87,,0.84,119.09,25.11,0.0
2021-11-15 08:00:00,2021-11-15 09:00:00,21.01,32.41,5.0,13.28,17.4,8.29,,0.96,30.02,,0.78,152.64,25.82,0.0
2021-11-15 09:00:00,2021-11-15 10:00:00,20.77,32.07,4.92,13.29,17.3,8.37,,0.94,29.44,,0.86,145.04,25.91,0.0
2021-11-15 10:00:00,2021-11-15 11:00:00,21.23,31.45,5.08,12.88,17.73,8.4,,0.98,30.55,,0.69,127.03,26.62,0.0
2021-11-15 11:00:00,2021-11-15 12:00:00,20.99,34.18,4.99,13.12,17.82,8.23,,0.96,29.97,99.97,0.56,139.85,28.35,0.0
2021-11-15 12:00:00,2021-11-15 13:00:00,21.27,36.45,5.1,12.33,17.79,8.42,12.3,0.97,30.67,99.9,0.87,208.89,29.33,0.0
2021-11-15 13:00:00,2021-11-15 14:00:00,21.48,36.08,5.18,12.67,18.09,8.47,58.85,0.99,31.16,97.58,1.04,204.93,29.88,0.0
2021-11-15 14:00:00,2021-11-15 15:00:00,20.76,34.84,4.91,13.39,18.1,7.89,95.35,0.95,29.42,99.86,1.4,205.06,28.73,0.0
2021-11-15 15:00:00,2021-11-15 16:00:00,21.43,33.39,5.16,13.09,18.36,8.3,78.49,0.99,31.03,99.95,1.08,245.81,27.59,0.0
2021-11-15 16:00:00,2021-11-15 17:00:00,20.84,32.37,4.94,13.12,17.97,8.24,83.98,0.95,29.62,,0.44,215.09,26.68,0.0
2021-11-15 17:00:00,2021-11-15 18:00:00,20.62,32.01,4.86,12.97,17.68,8.52,,0.94,29.09,99.99,0.23,178.02,27.36,0.0
2021-11-15 18:00:00,2021-11-15 19:00:00,20.48,32.04,4.81,13.17,17.62,8.27,,0.93,28.74,,0.57,208.56,26.89,0.0
2021-11-15 19:00:00,2021-11-15 20:00:00,20.63,31.71,4.86,13.07,18.58,8.46,,0.94,29.12,,0.49,56.56,26.69,0.0
2021-11-15 20:00:00,2021-11-15 21:00:00,20.74,31.2,4.9,12.98,18.26,8.17,,0.95,29.38,,0.66,108.46,26.13,0.0
2021-11-15 21:00:00,2021-11-15 22:00:00,21.01,30.84,5.0,12.84,18.28,8.17,,0.96,30.02,,0.71,96.98,25.77,0.0
2021-11-15 22:00:00,2021-11-15 23:00:00,20.73,30.58,4.9,13.33,17.82,8.49,,0.95,29.36,,0.71,163.75,25.48,0.0
2021-11-15 23:00:00,2021-11-16 00:00:00,20.64,30.57,4.87,12.8,17.8,8.58,,0.94,29.15,,0.26,237.34,25.41,0.0
2021-11-16 00:00:00,2021-11-16 01:00:00,20.97,31.4,4.99,13.37,18.01,8.39,2.29,0.96,29.94,,0.61,85.9,25.25,0.0
2021-11-16 01:00:00,2021-11-16 02:00:00,20.92,32.15,4.97,13.18,18.16,8.27,,0.96,29.8,,0.82,126.23,25.05,0.0
2021-11-16 02:00:00,2021-11-16 03:00:00,20.77,32.41,4.92,12.88,18.05,8.39,,0.95,29.45,,0.71,112.18,24.81,0.0
2021-11-16 03:00:00,2021-11-16 04:00:00,20.61,32.08,4.86,13.29,18.53,8.39,,0.94,29.07,,0.64,89.37,24.72,0.0
2021-11-16 04:00:00,2021-11-16 05:00:00,20.79,31.46,4.92,13.08,17.62,8.11,4.05,0.95,29.5,,0.53,106.77,24.64,0.0
2021-11-16 05:00:00,2021-11-16 06:00:00,21.33,31.02,5.12,13.23,17.27,8.26,14.38,0.98,30.78,,0.69,116.82,24.59,0.0
2021-11-16 06:00:00,2021-11-16 07:00:00,21.0,30.71,5.0,13.69,18.77,8.37,7.75,0.96,30.0,,0.6,100.85,24.6,0.0
2021-11-16 07:00:00,2021-11-16 08:00:00,20.62,30.5,4.86,13.44,18.27,8.23,8.08,0.94,29.1,,0.88,125.94,25.27,0.0
2021-11-16 08:00:00,2021-11-16 09:00:00,21.12,30.35,5.04,13.18,17.89,8.2,7.53,0.96,30.27,,0.95,125.67,25.62,0.0
2021-11-16 09:00:00,2021-11-16 10:00:00,21.02,30.25,5.01,13.22,18.25,8.59,3.04,0.96,30.04,,1.45,139.98,25.78,0.0
2021-11-16 10:00:00,2021-11-16 11:00:00,21.13,30.17,5.05,13.25,17.4,8.46,,0.97,30.3,,1.36,140.47,25.76,0.0
2021-11-16 11:00:00,2021-11-16 12:00:00,20.91,30.42,4.96,12.77,18.16,8.12,,0.96,29.77,,0.64,115.77,26.28,0.0
2021-11-16 12:00:00,2021-11-16 13:00:00,21.37,30.67,5.13,12.81,18.16,8.27,4.88,0.98,30.88,,0.38,111.45,28.4,0.0
2021-11-16 13:00:00,2021-11-16 14:00:00,21.38,31.12,5.14,12.78,18.07,8.34,4.6,0.98,30.91,99.36,1.16,219.12,29.74,0.0
2021-11-16 14:00:00,2021-11-16 15:00:00,20.69,31.7,4.88,13.26,18.58,8.23,23.94,0.94,29.25,99.63,1.6,239.67,28.21,0.0
2021-11-16 15:00:00,2021-11-16 16:00:00,20.7,32.38,4.89,13.53,17.48,8.35,34.53,0.94,29.28,100.0,0.83,235.99,27.34,0.0
2021-11-16 16:00:00,2021-11-16 17:00:00,21.25,33.34,5.09,13.35,17.7,8.28,40.57,0.98,30.6,,0.52,208.63,27.01,0.0
2021-11-16 17:00:00,2021-11-16 18:00:00,20.85,33.51,4.94,13.06,17.84,8.33,44.62,0.95,29.64,,0.36,64.09,26.96,0.0
2021-11-16 18:00:00,2021-11-16 19:00:00,21.02,32.85,5.0,12.95,18.07,8.29,5.04,0.96,30.04,,0.85,64.45,26.57,0.0
2021-11-16 19:00:00,2021-11-16 20:00:00,20.64,32.59,4.87,13.05,17.43,8.24,0.49,0.94,29.14,,0.83,90.7,26.14,0.0
2021-11-16 20:00:00,2021-11-16 21:00:00,21.47,33.0,5.17,12.84,17.97,8.27,,0.99,31.12,,0.65,75.35,25.98,0.0
2021-11-16 21:00:00,2021-11-16 22:00:00,20.94,33.17,4.98,12.9,17.91,8.21,,0.96,29.85,,0.37,90.44,25.87,0.0
2021-11-16 22:00:00,2021-11-16 23:00:00,20.83,33.17,4.94,12.67,17.6,8.21,,0.95,29.6,,0.42,103.96,25.69,0.0
2021-11-16 23:00:00,2021-11-17 00:00:00,21.37,33.43,5.14,13.24,18.57,8.39,,0.98,30.89,,0.64,102.63,25.55,0.0
2021-11-17 00:00:00,2021-11-17 01:00:00,20.91,33.7,4.97,13.43,18.52,8.38,10.94,0.95,29.79,,0.58,69.63,25.47,0.0
2021-11-17 01:00:00,2021-11-17 02:00:00,20.59,33.51,4.85,12.21,18.28,8.22,19.19,0.93,29.01,,0.49,38.47,25.41,0.0
2021-11-17 02:00:00,2021-11-17 03:00:00,20.89,33.61,4.96,12.85,18.77,8.27,22.05,0.95,29.74,,0.48,62.91,25.23,0.0
2021-11-17 03:00:00,2021-11-17 04:00:00,21.55,33.17,5.21,12.93,18.55,8.3,23.82,0.99,31.33,,0.51,92.07,25.09,0.0
2021-11-17 04:00:00,2021-11-17 05:00:00,21.15,32.22,5.06,13.0,18.02,8.45,23.23,0.97,30.36,,0.51,98.93,24.96,0.0
2021-11-17 05:00:00,2021-11-17 06:00:00,20.62,31.56,4.86,13.06,18.09,8.36,7.59,0.94,29.09,,0.88,88.18,24.89,0.0
2021-11-17 06:00:00,2021-11-17 07:00:00,20.78,31.09,4.92,12.83,17.92,8.16,2.07,0.95,29.48,,0.99,107.71,24.86,0.0
2021-11-17 07:00:00,2021-11-17 08:00:00,21.02,30.76,5.01,12.62,18.14,8.28,,0.96,30.04,,0.93,89.07,25.18,0.0
2021-11-17 08:00:00,2021-11-17 09:00:00,21.02,30.54,5.0,13.1,17.86,8.18,,0.96,30.05,,0.86,123.98,26.77,0.0
2021-11-17 09:00:00,2021-11-17 10:00:00,21.26,30.37,5.1,12.96,18.4,8.24,4.7,0.97,30.63,98.52,0.81,127.38,28.99,0.0
2021-11-17 10:00:00,2021-11-17 11:00:00,21.45,30.26,5.16,13.13,18.71,8.32,18.05,0.98,31.06,86.64,0.41,155.08,31.22,0.0
2021-11-17 11:00:00,2021-11-17 12:00:00,21.67,30.71,5.25,12.5,17.43,7.99,31.0,0.99,31.6,70.47,0.9,211.4,32.23,0.0
2021-11-17 12:00:00,2021-11-17 13:00:00,20.75,31.69,4.91,12.56,17.32,8.26,9.46,0.95,29.41,67.52,1.15,249.71,32.18,0.0
2021-11-17 13:00:00,2021-11-17 14:00:00,20.72,32.09,4.9,13.29,18.29,8.3,15.84,0.94,29.32,67.81,1.21,260.8,31.97,0.0
2021-11-17 14:00:00,2021-11-17 15:00:00,20.6,31.73,4.85,13.31,17.3,8.25,13.93,0.94,29.05,75.57,1.44,263.61,31.02,0.0
2021-11-17 15:00:00,2021-11-17 16:00:00,21.24,31.97,5.09,13.03,17.63,8.53,,0.97,30.58,84.61,1.41,271.14,30.04,0.0
2021-11-17 16:00:00,2021-11-17 17:00:00,21.34,32.18,5.12,13.2,18.19,8.21,,0.98,30.81,96.45,1.04,265.0,29.06,0.0
2021-11-17 17:00:00,2021-11-17 18:00:00,21.42,31.72,5.16,13.13,18.16,8.38,,0.98,31.0,100.0,0.56,233.68,28.61,0.0
2021-11-17 18:00:00,2021-11-17 19:00:00,20.4,31.58,4.78,12.68,17.94,8.43,6.11,0.93,28.57,,0.28,244.55,28.36,0.0
2021-11-17 19:00:00,2021-11-17 20:00:00,20.85,32.1,4.95,13.3,18.09,8.4,17.76,0.95,29.64,,0.34,278.62,28.04,0.0
2021-11-17 20:00:00,2021-11-17 21:00:00,20.97,32.2,4.99,12.97,18.09,8.24,34.82,0.96,29.93,,0.53,30.89,28.06,0.0
2021-11-17 21:00:00,2021-11-17 22:00:00,20.99,31.91,5.0,13.0,18.54,8.45,43.41,0.96,29.98,,0.73,51.46,27.78,0.0
2021-11-17 22:00:00,2021-11-17 23:00:00,21.09,31.97,5.04,13.11,17.57,8.47,48.2,0.96,30.2,,0.81,45.61,27.42,0.0
2021-11-17 23:00:00,2021-11-18 00:00:00,20.85,32.19,4.94,12.97,18.1,8.48,50.89,0.95,29.63,,0.99,54.41,26.88,0.0
2021-11-18 00:00:00,2021-11-18 01:00:00,21.1,32.81,5.04,12.79,18.35,8.12,4.32,0.96,30.24,,0.63,109.4,25.96,0.0
2021-11-18 01:00:00,2021-11-18 02:00:00,21.75,32.85,5.28,12.78,18.05,8.3,,1.0,31.78,,0.34,247.99,25.67,0.0
2021-11-18 02:00:00,2021-11-18 03:00:00,20.9,32.53,4.96,13.17,17.79,8.35,,0.95,29.75,,0.38,173.72,25.59,0.0
2021-11-18 03:00:00,2021-11-18 04:00:00,20.2,32.23,4.71,12.89,17.61,8.49,,0.92,28.1,,0.67,85.3,25.1,0.0
2021-11-18 04:00:00,2021-11-18 05:00:00,21.15,32.13,5.05,12.85,18.51,8.31,,0.97,30.35,,0.49,182.78,24.85,0.0
2021-11-18 05:00:00,2021-11-18 06:00:00,20.85,32.62,4.94,12.9,18.74,8.12,,0.95,29.64,,0.67,76.35,24.86,0.0
2021-11-18 06:00:00,2021-11-18 07:00:00,20.89,33.09,4.96,13.08,18.02,8.32,7.58,0.95,29.73,,0.62,92.13,24.69,0.0
2021-11-18 07:00:00,2021-11-18 08:00:00,21.4,32.66,5.15,13.03,18.36,8.47,13.74,0.98,30.95,,0.46,38.36,25.39,0.0
2021-11-18 08:00:00,2021-11-18 09:00:00,20.99,31.87,5.0,12.8,18.3,8.41,15.4,0.96,29.99,,0.73,51.22,26.66,0.0
2021-11-18 09:00:00,2021-11-18 10:00:00,21.19,31.3,5.07,12.49,17.89,8.35,15.54,0.97,30.46,93.22,0.54,136.25,29.33,0.0
2021-11-18 10:00:00,2021-11-18 11:00:00,20.3,30.91,4.74,13.0,18.05,8.53,8.78,0.92,28.33,90.97,1.17,332.58,29.78,0.0
2021-11-18 11:00:00,2021-11-18 12:00:00,20.94,30.99,4.98,12.8,18.29,8.45,,0.96,29.85,86.09,1.46,339.3,30.23,0.0
2021-11-18 12:00:00,2021-11-18 13:00:00,20.41,31.61,4.78,13.07,17.99,8.34,3.12,0.93,28.59,84.87,1.72,314.16,30.24,0.0
2021-11-18 13:00:00,2021-11-18 14:00:00,20.69,32.16,4.88,13.09,18.17,8.32,0.04,0.94,29.26,80.05,2.28,317.66,30.01,0.0
2021-11-18 14:00:00,2021-11-18 15:00:00,21.52,32.08,5.19,13.64,18.07,8.21,1.6,0.99,31.24,87.45,2.09,311.27,29.35,0.0
2021-11-18 15:00:00,2021-11-18 16:00:00,20.38,31.63,4.77,12.88,17.5,8.45,16.64,0.93,28.52,92.88,2.15,313.88,28.84,0.0
2021-11-18 16:00:00,2021-11-18 17:00:00,20.96,31.23,4.99,13.14,17.39,8.09,29.93,0.95,29.91,97.55,1.73,318.42,28.47,0.0
2021-11-18 17:00:00,2021-11-18 18:00:00,20.73,31.18,4.9,12.95,17.71,8.26,37.23,0.95,29.37,99.99,1.54,317.24,27.89,0.0
2021-11-18 18:00:00,2021-11-18 19:00:00,21.06,31.57,5.02,12.83,17.71,8.18,6.81,0.96,30.13,,0.93,246.48,27.47,0.0
2021-11-18 19:00:00,2021-11-18 20:00:00,21.65,31.7,5.13,12.99,17.98,8.25,7.53,0.99,30.81,,0.42,149.75,27.19,0.0
2021-11-18 20:00:00,2021-11-18 21:00:00,21.37,31.77,5.13,12.74,18.43,8.29,3.71,0.98,30.88,,0.39,59.05,26.97,0.0
2021-11-18 21:00:00,2021-11-18 22:00:00,21.36,31.91,5.13,12.96,18.22,8.41,,0.98,30.87,,0.29,133.6,26.74,0.0
2021-11-18 22:00:00,2021-11-18 23:00:00,21.3,31.9,5.11,12.83,18.45,8.27,,0.97,30.72,,0.38,251.84,26.46,0.0
2021-11-18 23:00:00,2021-11-19 00:00:00,21.22,31.75,5.08,12.99,18.12,8.38,,0.97,30.53,,0.53,203.77,26.25,0.0
2021-11-19 00:00:00,2021-11-19 01:00:00,20.9,31.66,4.96,12.7,18.7,8.09,6.72,0.95,29.75,,0.33,191.26,26.15,0.0
2021-11-19 01:00:00,2021-11-19 02:00:00,20.67,31.74,4.88,13.2,18.28,8.27,24.96,0.94,29.21,,0.59,53.74,26.23,0.0
2021-11-19 02:00:00,2021-11-19 03:00:00,20.7,32.17,4.92,12.86,17.48,8.21,34.98,0.95,29.28,,0.6,74.73,26.02,0.0
2021-11-19 03:00:00,2021-11-19 04:00:00,20.34,32.7,4.86,12.84,17.95,8.34,40.85,0.92,28.6,,0.4,183.13,25.8,0.0
2021-11-19 04:00:00,2021-11-19 05:00:00,21.49,32.46,5.18,12.91,18.18,8.21,43.83,0.98,30.3,,0.47,125.94,25.5,0.0
2021-11-19 05:00:00,2021-11-19 06:00:00,21.1,32.9,5.04,12.87,17.53,8.41,46.38,0.96,31.25,,0.49,183.26,25.42,0.0
2021-11-19 06:00:00,2021-11-19 07:00:00,20.46,33.15,4.8,13.78,17.84,8.19,2.86,0.93,29.86,,0.35,123.68,25.35,0.0
2021-11-19 07:00:00,2021-11-19 08:00:00,21.42,33.27,5.16,12.79,18.04,8.36,,0.98,31.21,,0.49,45.71,25.59,0.0
2021-11-19 08:00:00,2021-11-19 09:00:00,21.49,33.36,5.4,13.37,18.03,8.36,,1.02,30.53,,0.58,122.19,26.93,0.0
2021-11-19 09:00:00,2021-11-19 10:00:00,20.41,32.81,4.78,13.22,17.98,8.16,,0.93,28.88,,0.72,233.23,26.35,0.0
2021-11-19 10:00:00,2021-11-19 11:00:00,20.93,32.36,5.0,12.45,18.02,8.4,,0.96,29.83,,1.06,259.36,25.98,0.0
2021-11-19 11:00:00,2021-11-19 12:00:00,21.01,32.3,5.06,13.0,16.53,8.3,,0.97,30.02,,2.15,296.14,27.97,0.0
2021-11-19 12:00:00,2021-11-19 13:00:00,21.76,32.36,5.23,13.01,17.92,8.15,6.86,0.99,31.1,,2.59,310.12,27.71,0.0
2021-11-19 13:00:00,2021-11-19 14:00:00,21.4,32.34,5.15,13.34,17.86,8.01,9.18,0.98,31.08,,2.19,293.77,28.52,0.0
2021-11-19 14:00:00,2021-11-19 15:00:00,20.91,32.19,4.96,12.54,18.12,8.28,9.11,0.95,30.24,,1.41,279.56,27.63,0.0
2021-11-19 15:00:00,2021-11-19 16:00:00,21.91,32.04,5.33,13.31,17.73,8.21,10.29,1.01,30.8,,1.25,286.4,27.18,0.0
2021-11-19 16:00:00,2021-11-19 17:00:00,21.15,31.57,5.04,12.87,18.37,8.34,1.14,0.97,30.68,,1.8,304.92,27.33,0.0
2021-11-19 17:00:00,2021-11-19 18:00:00,21.16,31.94,5.02,12.68,18.18,8.22,,0.96,30.29,,1.17,299.3,27.11,0.0
2021-11-19 18:00:00,2021-11-19 19:00:00,20.87,32.98,4.92,12.46,18.02,8.14,6.76,0.95,29.59,,0.32,110.81,27.08,0.0
2021-11-19 19:00:00,2021-11-19 20:00:00,20.9,32.84,4.94,13.12,18.66,8.16,4.34,0.95,29.76,,0.47,90.59,26.87,0.0
2021-11-19 20:00:00,2021-11-19 21:00:00,20.97,32.22,5.07,13.38,18.79,8.36,12.05,0.97,29.93,,0.58,140.37,26.67,0.0
2021-11-19 21:00:00,2021-11-19 22:00:00,20.78,32.17,4.92,12.68,18.52,8.16,28.79,0.95,30.07,,0.43,141.41,25.53,0.0
2021-11-19 22:00:00,2021-11-19 23:00:00,21.6,,,,,7.98,,,31.36,,0.39,107.32,25.28,0.0
2021-11-19 23:00:00,2021-11-20 00:00:00,20.82,32.0,4.93,11.96,18.66,8.47,43.35,0.95,29.43,,0.4,239.62,25.43,0.0
2021-11-20 00:00:00,2021-11-20 01:00:00,21.04,32.02,5.01,12.61,17.74,7.89,6.69,0.96,30.64,,0.59,105.47,25.46,0.0
2021-11-20 01:00:00,2021-11-20 02:00:00,21.21,32.39,5.24,12.39,17.46,8.17,5.6,0.97,31.55,,0.67,160.55,25.43,0.0
2021-11-20 02:00:00,2021-11-20 03:00:00,20.87,32.6,4.95,12.96,17.34,8.21,4.31,0.95,29.69,,0.44,248.4,25.23,0.0
2021-11-20 03:00:00,2021-11-20 04:00:00,20.71,32.68,4.89,13.46,17.68,8.11,,0.95,29.3,,1.23,220.62,24.96,0.0
2021-11-20 04:00:00,2021-11-20 05:00:00,20.82,32.57,4.94,13.25,18.13,8.21,,0.95,29.58,,0.63,225.58,24.77,0.0
2021-11-20 05:00:00,2021-11-20 06:00:00,20.9,32.47,4.96,13.16,18.18,8.23,,0.95,29.62,,0.28,191.81,25.11,0.0
2021-11-20 06:00:00,2021-11-20 07:00:00,21.15,32.29,5.11,13.07,18.43,8.35,4.04,0.97,30.7,,0.36,194.14,25.42,0.0
2021-11-20 07:00:00,2021-11-20 08:00:00,20.57,32.16,4.84,13.17,18.03,8.49,7.64,0.94,29.83,,0.39,131.95,26.12,0.0
2021-11-20 08:00:00,2021-11-20 09:00:00,20.84,31.89,4.94,12.4,18.59,8.25,25.69,0.95,30.24,,0.81,174.75,27.8,0.0
2021-11-20 09:00:00,2021-11-20 10:00:00,20.62,31.71,4.86,12.9,17.7,8.39,34.54,0.94,29.09,99.62,1.15,238.51,29.25,0.0
2021-11-20 10:00:00,2021-11-20 11:00:00,21.03,31.46,5.01,13.31,17.85,7.96,37.34,0.96,30.26,97.38,1.46,243.5,29.5,0.0
2021-11-20 11:00:00,2021-11-20 12:00:00,21.02,31.41,5.0,12.96,18.65,8.38,36.7,0.96,29.99,95.97,1.29,239.83,29.67,0.0
2021-11-20 12:00:00,2021-11-20 13:00:00,21.0,32.11,4.72,13.53,18.32,8.46,4.92,0.92,28.41,94.35,1.41,232.8,29.83,0.0
