From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C)
2023-03-02 23:00:00,2023-03-03 00:00:00,112.25,352.0,15.66,20.61,27.53,30.75,2.91,0.3,5.08,0.2,13.36,9.99,3.5,1.44,,58.36,0.23,166.69,14.12,,,20.38
2023-03-03 00:00:00,2023-03-03 01:00:00,108.0,332.91,34.99,6.93,34.28,29.96,2.74,0.36,5.04,0.23,12.95,10.63,3.62,1.71,,62.7,0.35,173.85,13.96,,,19.5
2023-03-03 01:00:00,2023-03-03 02:00:00,99.97,260.57,7.8,17.48,19.48,30.63,2.65,0.44,9.88,0.16,15.16,9.61,2.94,1.29,,58.79,0.36,203.62,13.8,,,19.04
2023-03-03 02:00:00,2023-03-03 03:00:00,92.36,290.8,7.53,17.81,19.43,30.78,2.9,0.47,7.54,0.11,24.56,11.43,3.49,1.19,,60.12,0.42,182.91,13.96,,,18.64
2023-03-03 03:00:00,2023-03-03 04:00:00,87.67,250.51,8.56,17.95,20.34,31.13,3.27,0.31,6.21,0.08,20.75,9.31,2.28,0.89,,62.57,0.26,216.58,13.5,,,18.02
2023-03-03 04:00:00,2023-03-03 05:00:00,87.45,218.33,15.18,13.04,23.12,31.53,3.13,0.3,5.0,0.09,22.01,9.93,2.48,1.29,,67.09,0.37,154.97,13.34,,,17.66
2023-03-03 05:00:00,2023-03-03 06:00:00,82.81,236.5,26.43,8.77,28.11,31.14,2.97,0.3,4.68,0.11,25.19,10.71,2.54,1.27,,68.63,0.3,159.12,13.79,,,17.25
2023-03-03 06:00:00,2023-03-03 07:00:00,87.0,270.61,19.89,9.84,25.24,31.39,2.63,0.3,5.88,0.13,31.54,12.28,3.04,1.56,,68.5,0.45,101.83,32.2,,,17.16
2023-03-03 07:00:00,2023-03-03 08:00:00,92.31,265.49,10.12,16.83,21.02,31.39,3.12,0.42,10.83,0.1,26.16,9.8,1.79,0.86,,59.56,0.4,129.36,120.51,,,19.13
2023-03-03 08:00:00,2023-03-03 09:00:00,94.55,254.76,7.21,20.55,20.64,31.07,5.15,0.33,28.19,0.08,33.79,8.5,1.56,0.7,,47.44,0.53,155.4,220.94,,,22.62
2023-03-03 09:00:00,2023-03-03 10:00:00,112.47,264.25,5.36,24.77,21.37,30.88,8.32,0.33,56.78,0.12,25.48,8.05,1.96,0.85,,37.3,0.51,222.73,286.12,,,26.02
2023-03-03 10:00:00,2023-03-03 11:00:00,115.68,251.89,3.68,15.79,15.23,30.53,10.23,0.39,79.19,0.17,15.1,8.21,2.17,0.96,,24.9,0.42,90.37,353.01,,,29.5
2023-03-03 11:00:00,2023-03-03 12:00:00,100.28,208.65,3.46,13.15,13.64,30.37,9.97,0.32,91.8,0.11,5.92,4.18,0.72,0.36,,18.57,0.38,140.13,343.76,,,31.79
2023-03-03 12:00:00,2023-03-03 13:00:00,85.03,163.34,3.46,11.39,12.71,30.14,8.29,0.59,95.89,0.05,2.99,2.32,0.33,0.17,,15.14,0.66,195.22,385.58,,,32.56
2023-03-03 13:00:00,2023-03-03 14:00:00,70.68,140.66,3.51,11.18,12.64,30.17,8.62,0.58,91.63,0.04,2.19,1.95,0.22,0.11,,13.77,0.56,149.91,348.3,,,33.23
2023-03-03 14:00:00,2023-03-03 15:00:00,60.23,118.77,3.51,10.7,12.38,29.87,6.65,0.56,87.67,0.02,1.28,1.08,0.15,0.07,,11.68,0.62,222.4,278.7,,,33.59
2023-03-03 15:00:00,2023-03-03 16:00:00,48.82,89.61,3.77,11.94,13.26,29.73,6.17,0.83,88.59,0.01,1.14,0.92,0.16,0.07,,11.66,0.52,210.04,129.36,,,33.18
2023-03-03 16:00:00,2023-03-03 17:00:00,51.57,100.03,4.08,17.53,16.47,29.23,7.62,0.33,85.67,0.03,3.34,1.06,0.18,0.08,,13.19,0.56,110.08,66.93,,,32.17
2023-03-03 17:00:00,2023-03-03 18:00:00,54.59,126.93,3.57,25.42,20.27,29.4,8.49,0.3,59.97,0.05,12.0,2.44,0.43,0.18,,18.77,0.48,123.59,25.15,,,29.97
2023-03-03 18:00:00,2023-03-03 19:00:00,58.83,177.91,13.89,27.93,29.99,29.48,6.55,0.31,30.26,0.24,11.24,6.53,2.05,0.84,,27.41,0.15,101.49,15.89,,,26.64
2023-03-03 19:00:00,2023-03-03 20:00:00,82.7,343.88,39.97,22.71,48.41,28.8,6.02,0.34,6.38,0.96,19.95,16.32,6.18,2.71,,36.28,0.23,161.99,15.05,,,24.34
2023-03-03 20:00:00,2023-03-03 21:00:00,107.81,425.98,26.91,20.56,36.64,30.17,4.58,0.3,7.63,1.21,22.45,19.94,8.04,3.84,,43.72,0.35,193.2,14.57,,,22.75
2023-03-03 21:00:00,2023-03-03 22:00:00,103.39,313.54,14.93,23.61,28.53,30.53,3.79,0.3,9.23,0.3,14.62,10.91,3.68,1.73,,46.51,0.36,182.0,14.27,,,21.54
2023-03-03 22:00:00,2023-03-03 23:00:00,97.07,259.65,26.73,14.92,33.51,30.42,3.34,0.3,5.28,0.18,13.2,9.0,2.23,0.97,,52.27,0.34,180.96,14.3,,,20.4
2023-03-03 23:00:00,2023-03-04 00:00:00,86.98,289.21,28.93,12.15,33.09,30.56,2.96,0.3,5.83,0.28,14.17,10.75,2.85,1.29,,57.76,0.28,135.64,14.2,,,19.57
2023-03-04 00:00:00,2023-03-04 01:00:00,83.85,303.91,23.08,11.63,28.79,30.39,2.36,0.43,5.29,0.19,11.66,8.86,2.95,2.78,,60.99,0.33,162.78,13.97,,,18.82
2023-03-04 01:00:00,2023-03-04 02:00:00,80.23,268.48,11.21,16.38,21.67,30.52,2.08,0.43,7.23,0.15,11.58,8.34,1.94,1.42,,62.29,0.36,198.2,13.94,,,18.02
2023-03-04 02:00:00,2023-03-04 03:00:00,77.53,215.34,6.16,17.4,18.1,30.63,2.07,0.43,9.3,0.09,18.23,9.22,1.95,0.91,,61.66,0.41,191.29,13.86,,,17.54
2023-03-04 03:00:00,2023-03-04 04:00:00,74.74,212.12,7.84,16.59,19.04,30.79,2.02,0.41,6.32,0.08,21.81,9.51,1.93,0.91,,65.65,0.35,114.23,13.53,,,17.02
2023-03-04 04:00:00,2023-03-04 05:00:00,74.22,217.46,7.25,17.16,18.86,31.39,1.84,0.3,5.75,0.1,27.88,10.94,2.55,1.48,,68.78,0.36,122.47,13.45,,,16.49
2023-03-04 05:00:00,2023-03-04 06:00:00,74.07,202.9,12.72,13.56,21.4,31.53,1.98,0.3,5.93,0.08,30.87,10.82,1.92,0.97,,69.97,0.29,146.88,14.0,,,15.95
2023-03-04 06:00:00,2023-03-04 07:00:00,78.44,234.37,13.82,14.01,22.53,31.55,1.9,0.3,5.69,0.11,39.55,12.72,2.62,1.47,,69.69,0.35,116.48,39.28,,,16.11
2023-03-04 07:00:00,2023-03-04 08:00:00,87.33,294.38,12.73,17.02,23.24,31.41,2.4,0.3,10.25,0.1,30.23,11.33,2.02,0.96,,59.77,0.45,130.4,140.81,,,18.66
2023-03-04 08:00:00,2023-03-04 09:00:00,96.84,308.74,7.32,21.59,21.27,31.03,4.38,0.85,33.23,0.1,24.01,9.92,1.75,0.84,,44.62,0.33,137.31,238.27,,,22.69
2023-03-04 09:00:00,2023-03-04 10:00:00,104.8,300.12,6.55,29.77,25.0,30.31,20.92,0.92,63.98,0.11,18.55,8.15,1.47,0.72,,30.62,0.69,93.4,304.87,,,26.31
2023-03-04 10:00:00,2023-03-04 11:00:00,109.05,307.14,4.23,26.34,21.29,30.37,35.6,0.85,101.81,0.09,86.75,12.0,1.42,0.56,,22.0,0.56,47.69,360.37,,,29.65
2023-03-04 11:00:00,2023-03-04 12:00:00,108.13,251.97,3.1,14.07,13.84,30.17,14.68,0.99,96.13,0.08,26.42,5.55,0.65,0.34,,18.34,0.48,271.91,348.55,,,31.84
2023-03-04 12:00:00,2023-03-04 13:00:00,94.66,171.3,3.52,13.74,14.01,30.19,15.11,0.54,105.09,0.04,5.4,2.12,0.24,0.13,,16.69,0.39,167.53,377.91,,,32.83
2023-03-04 13:00:00,2023-03-04 14:00:00,84.94,153.04,3.31,12.19,13.02,30.6,13.56,0.42,113.08,0.03,4.03,1.72,0.19,0.1,,15.78,0.3,163.13,338.62,,,33.68
2023-03-04 14:00:00,2023-03-04 15:00:00,77.27,138.28,3.29,11.48,12.62,30.48,12.3,0.4,122.68,0.02,2.73,1.3,0.15,0.08,,14.72,0.83,96.48,279.93,,,33.55
2023-03-04 15:00:00,2023-03-04 16:00:00,65.98,113.35,3.32,11.89,12.86,30.46,11.1,0.45,119.73,0.01,2.12,0.85,0.11,0.06,,14.84,0.72,132.25,127.23,,,33.56
2023-03-04 16:00:00,2023-03-04 17:00:00,64.18,110.11,,,,,,,53.48,0.0,0.0,,,,,15.01,0.29,308.98,19.04,,,30.98
2023-03-04 17:00:00,2023-03-04 18:00:00,65.04,111.99,,,,,3.54,0.51,49.76,0.0,0.0,,,,,15.7,0.17,328.4,15.78,,,30.41
2023-03-04 18:00:00,2023-03-04 19:00:00,65.61,142.56,14.04,25.1,28.6,28.84,2.96,1.8,19.02,0.39,5.28,8.8,3.51,3.26,,21.68,0.23,210.98,15.61,,,28.16
2023-03-04 19:00:00,2023-03-04 20:00:00,79.33,340.8,8.29,30.44,26.77,29.43,,0.81,7.62,0.94,14.46,19.29,7.96,4.72,,34.96,0.2,165.79,15.33,,,25.36
2023-03-04 20:00:00,2023-03-04 21:00:00,103.97,511.7,11.12,24.99,26.17,29.75,,0.31,5.59,0.64,19.95,16.77,7.71,4.52,,45.32,0.28,153.44,15.31,,,23.5
2023-03-04 21:00:00,2023-03-04 22:00:00,106.14,359.58,13.36,22.78,26.82,29.39,,0.74,6.41,0.41,16.61,11.49,4.95,2.4,,50.21,0.32,163.74,14.96,,,22.3
2023-03-04 22:00:00,2023-03-04 23:00:00,107.06,367.13,8.01,18.76,20.33,29.84,,1.24,7.08,0.34,13.45,10.39,4.3,2.15,,50.37,0.3,141.45,14.21,,,21.39
2023-03-04 23:00:00,2023-03-05 00:00:00,104.5,249.25,3.0,17.99,15.84,30.66,,1.13,6.17,0.15,9.82,6.91,2.22,1.17,,53.34,0.36,189.61,14.23,,,20.27
2023-03-05 00:00:00,2023-03-05 01:00:00,86.58,167.54,18.49,14.81,26.36,30.52,2.1,0.38,5.61,0.12,14.72,7.46,1.96,1.0,,57.15,0.31,179.2,14.36,,,19.35
2023-03-05 01:00:00,2023-03-05 02:00:00,83.53,250.65,21.57,10.45,26.93,30.67,1.75,0.35,4.72,0.11,19.83,8.97,2.25,0.98,,62.15,0.33,178.86,14.08,,,18.56
2023-03-05 02:00:00,2023-03-05 03:00:00,78.16,275.32,30.22,2.89,29.31,30.02,1.59,0.74,4.3,0.14,20.99,9.06,2.51,1.28,,66.38,0.33,140.94,14.25,,,18.02
2023-03-05 03:00:00,2023-03-05 04:00:00,73.1,241.27,11.41,14.16,20.64,30.41,1.53,0.3,4.69,0.12,19.93,7.82,2.43,1.65,,67.57,0.35,166.55,14.41,,,17.49
2023-03-05 04:00:00,2023-03-05 05:00:00,68.46,198.81,10.39,14.49,19.99,30.17,1.25,0.3,4.65,0.08,22.06,7.17,1.6,0.74,,68.31,0.29,117.02,14.38,,,16.93
2023-03-05 05:00:00,2023-03-05 06:00:00,65.0,173.7,9.91,14.96,19.85,30.01,1.09,0.3,4.66,0.07,21.51,6.31,1.11,0.49,,69.29,0.33,127.42,14.6,,,16.42
2023-03-05 06:00:00,2023-03-05 07:00:00,67.27,192.51,18.99,10.25,24.73,30.2,1.27,0.9,5.27,0.1,22.37,7.36,1.36,0.63,,69.93,0.3,130.7,43.36,,,16.51
2023-03-05 07:00:00,2023-03-05 08:00:00,75.19,270.96,11.87,16.08,22.04,31.2,1.25,0.38,10.32,0.12,23.0,7.87,1.49,0.72,,59.88,0.57,151.72,144.46,,,18.84
2023-03-05 08:00:00,2023-03-05 09:00:00,83.5,300.42,6.32,22.44,20.91,32.78,3.67,0.58,43.22,0.08,50.31,12.94,1.93,0.78,,45.16,0.53,153.38,233.57,,,22.68
2023-03-05 09:00:00,2023-03-05 10:00:00,102.54,357.8,4.31,22.52,19.32,32.08,12.18,0.61,76.49,0.07,81.71,14.13,1.99,0.7,,32.03,0.4,101.82,293.88,,,26.81
2023-03-05 10:00:00,2023-03-05 11:00:00,105.46,292.09,3.48,17.83,16.15,31.18,9.81,1.02,105.23,0.07,35.46,6.33,0.71,0.33,,24.49,0.4,202.7,335.79,,,29.92
2023-03-05 11:00:00,2023-03-05 12:00:00,101.57,224.39,3.2,15.26,14.55,30.32,7.74,0.84,113.41,0.07,23.62,3.89,0.37,0.18,,21.04,0.85,134.23,326.48,,,31.11
2023-03-05 12:00:00,2023-03-05 13:00:00,85.52,155.88,3.0,11.68,12.48,29.51,8.11,0.78,98.34,0.04,9.97,1.82,0.19,0.09,,15.68,0.44,215.12,368.07,,,33.38
2023-03-05 13:00:00,2023-03-05 14:00:00,75.9,102.99,3.0,11.11,12.19,29.16,11.4,0.79,93.52,0.02,5.36,0.86,0.11,0.05,,12.63,0.78,171.84,348.62,,,33.82
2023-03-05 14:00:00,2023-03-05 15:00:00,62.52,104.56,3.0,10.85,12.05,29.96,8.33,0.73,87.65,0.02,3.19,0.72,0.11,0.06,,12.81,1.13,226.39,291.91,,,33.77
2023-03-05 15:00:00,2023-03-05 16:00:00,52.09,119.08,3.0,11.8,12.56,30.23,11.66,0.84,94.48,0.01,3.28,0.86,0.13,0.06,,13.36,1.01,206.56,109.25,,,33.34
2023-03-05 16:00:00,2023-03-05 17:00:00,48.85,110.27,3.0,12.71,13.04,30.15,8.48,0.37,96.92,0.01,1.99,0.58,0.11,0.05,,14.33,0.84,198.12,59.91,,,32.41
2023-03-05 17:00:00,2023-03-05 18:00:00,43.68,98.76,3.62,19.37,17.08,30.32,8.47,0.39,65.3,3.4,10.8,11.93,2.17,0.74,,17.54,0.4,197.45,24.55,,,30.59
2023-03-05 18:00:00,2023-03-05 19:00:00,45.53,116.14,3.93,28.55,22.22,30.08,5.77,0.59,39.54,0.88,7.7,8.39,2.17,0.77,,25.14,0.34,218.01,15.37,,,27.56
2023-03-05 19:00:00,2023-03-05 20:00:00,49.32,155.67,3.73,30.75,23.23,30.04,4.16,0.51,25.95,0.91,11.18,11.97,4.15,1.7,,31.48,0.49,221.89,14.89,,,25.71
2023-03-05 20:00:00,2023-03-05 21:00:00,58.05,181.88,10.32,26.68,26.42,29.54,7.01,0.66,16.37,0.4,16.6,9.38,3.42,1.14,,32.89,0.41,227.62,14.86,,,25.22
2023-03-05 21:00:00,2023-03-05 22:00:00,72.11,322.74,30.51,18.0,38.22,29.26,4.87,0.81,5.18,1.37,21.54,18.47,7.97,3.05,,40.54,0.16,194.54,15.46,,,23.69
2023-03-05 22:00:00,2023-03-05 23:00:00,92.17,394.97,52.81,4.84,47.28,28.56,4.63,0.49,5.31,1.75,26.94,21.69,8.11,2.85,,45.02,0.31,178.06,14.91,,,22.31
2023-03-05 23:00:00,2023-03-06 00:00:00,107.67,448.73,41.25,9.25,40.07,30.04,4.14,0.31,5.11,1.23,33.24,21.76,7.19,2.48,,51.78,0.36,191.32,14.29,,,21.33
2023-03-06 00:00:00,2023-03-06 01:00:00,101.77,320.23,11.25,19.55,23.38,31.23,2.95,0.46,7.1,0.45,20.53,12.08,3.96,1.39,,52.84,0.43,198.56,14.19,,,20.43
2023-03-06 01:00:00,2023-03-06 02:00:00,95.75,288.1,8.94,19.71,21.58,31.6,3.15,0.49,6.49,0.16,18.13,9.57,2.72,0.88,,54.71,0.34,193.16,14.13,,,19.76
2023-03-06 02:00:00,2023-03-06 03:00:00,91.45,316.0,7.13,18.11,19.27,31.6,3.01,0.65,6.84,0.14,21.63,10.39,2.83,0.87,,58.24,0.33,150.31,14.17,,,19.08
2023-03-06 03:00:00,2023-03-06 04:00:00,87.96,254.51,10.54,15.16,20.47,31.18,2.12,0.57,4.69,0.12,18.14,9.04,2.21,0.84,,64.09,0.4,178.41,14.23,,,18.55
2023-03-06 04:00:00,2023-03-06 05:00:00,84.75,223.7,15.62,11.37,22.57,30.64,1.7,0.3,4.46,0.12,18.04,10.12,2.53,1.52,,65.94,0.25,115.17,14.38,,,18.11
2023-03-06 05:00:00,2023-03-06 06:00:00,80.48,219.54,7.66,16.68,18.94,30.69,1.28,0.3,5.17,0.09,15.0,6.26,1.35,0.67,,65.58,0.43,107.65,14.15,,,17.84
2023-03-06 06:00:00,2023-03-06 07:00:00,77.99,209.47,17.15,11.56,23.93,30.39,1.35,0.47,5.08,0.09,17.24,6.55,1.01,0.41,,65.77,0.33,158.83,35.94,,,17.84
2023-03-06 07:00:00,2023-03-06 08:00:00,96.28,319.62,16.08,18.82,26.93,30.99,1.56,0.75,8.29,0.19,22.82,9.43,1.96,0.97,,57.41,0.44,157.52,116.74,,,20.01
2023-03-06 08:00:00,2023-03-06 09:00:00,115.64,383.19,7.97,26.03,24.17,32.13,2.28,0.38,29.42,0.19,22.56,10.73,2.54,1.16,,45.83,0.34,241.08,203.27,,,23.74
2023-03-06 09:00:00,2023-03-06 10:00:00,124.65,354.87,3.88,20.11,17.69,32.11,4.84,0.35,64.32,0.23,17.57,10.42,3.06,1.33,,33.73,0.38,178.88,276.08,,,27.33
2023-03-06 10:00:00,2023-03-06 11:00:00,118.09,248.12,3.29,14.53,14.24,31.34,7.65,0.49,73.69,0.1,7.61,4.48,0.96,0.43,,21.49,0.73,105.68,333.65,,,30.07
2023-03-06 11:00:00,2023-03-06 12:00:00,94.85,143.19,3.09,11.68,12.56,31.0,7.76,1.13,76.69,0.05,2.83,2.3,0.32,0.16,,18.7,0.33,230.44,321.56,,,31.77
2023-03-06 12:00:00,2023-03-06 13:00:00,55.93,73.75,3.0,10.78,12.01,31.07,7.62,1.05,85.79,0.02,1.44,1.16,0.18,0.09,,17.82,0.42,151.36,360.25,,,32.6
2023-03-06 13:00:00,2023-03-06 14:00:00,29.0,100.67,3.0,10.78,12.02,31.08,7.88,1.03,88.86,0.02,1.23,0.69,0.13,0.06,,16.63,0.49,215.86,330.46,,,33.31
2023-03-06 14:00:00,2023-03-06 15:00:00,33.02,96.6,3.0,10.72,11.98,30.61,6.8,0.89,90.37,0.01,1.19,0.65,0.1,0.05,,14.05,0.91,189.79,293.18,,,33.13
2023-03-06 15:00:00,2023-03-06 16:00:00,34.53,87.15,3.0,11.29,12.29,30.36,5.46,1.08,94.16,0.01,1.09,0.55,0.11,0.05,,13.78,1.16,223.68,106.87,,,32.61
2023-03-06 16:00:00,2023-03-06 17:00:00,33.83,93.13,3.0,12.71,13.04,30.24,8.63,0.31,100.31,0.02,1.66,0.65,0.16,0.07,,15.39,0.78,214.44,63.29,,,31.78
2023-03-06 17:00:00,2023-03-06 18:00:00,36.35,102.05,3.24,23.57,19.01,30.05,7.64,0.25,68.68,0.03,2.9,1.07,0.29,0.11,,18.82,0.47,193.52,24.01,,,29.88
2023-03-06 18:00:00,2023-03-06 19:00:00,43.51,124.51,11.69,35.83,32.4,29.74,6.18,0.31,28.16,0.21,7.84,4.66,1.46,0.63,,26.64,0.27,171.41,15.76,,,26.98
2023-03-06 19:00:00,2023-03-06 20:00:00,71.66,418.04,27.26,25.92,39.32,30.25,4.46,0.41,13.31,0.68,18.9,24.55,5.37,2.42,,33.64,0.3,122.67,14.79,,,25.05
2023-03-06 20:00:00,2023-03-06 21:00:00,97.97,497.92,15.87,32.54,34.05,30.47,3.55,0.39,7.36,0.63,16.06,15.84,4.91,2.4,,39.45,0.34,200.84,14.63,,,23.71
2023-03-06 21:00:00,2023-03-06 22:00:00,101.65,342.69,9.17,29.77,27.12,30.99,2.82,0.37,9.97,0.45,12.04,10.56,3.59,1.98,,43.02,0.55,212.94,13.9,,,22.89
2023-03-06 22:00:00,2023-03-06 23:00:00,96.38,322.48,19.0,21.85,30.91,30.87,2.35,0.43,5.29,0.42,14.53,11.95,4.78,1.87,,49.34,0.27,141.01,14.34,,,22.0
2023-03-06 23:00:00,2023-03-07 00:00:00,105.5,378.15,26.78,13.3,32.69,30.79,2.34,0.33,6.75,0.38,19.23,14.45,5.17,2.56,,52.8,0.53,141.78,13.79,,,20.97
2023-03-07 00:00:00,2023-03-07 01:00:00,103.38,337.18,7.46,19.49,20.27,31.45,2.84,0.26,12.21,0.16,14.46,9.35,2.88,1.56,,50.57,0.39,168.38,14.08,,,20.72
2023-03-07 01:00:00,2023-03-07 02:00:00,97.6,263.96,9.13,20.41,22.12,31.7,2.77,0.24,5.65,0.15,13.51,7.94,1.98,0.89,,57.47,0.39,185.39,14.12,,,19.68
2023-03-07 02:00:00,2023-03-07 03:00:00,98.66,240.92,5.52,21.62,19.83,31.69,3.43,0.24,7.53,0.14,38.95,14.29,4.04,1.27,,54.41,0.29,188.7,14.13,,,19.25
2023-03-07 03:00:00,2023-03-07 04:00:00,104.8,316.72,6.37,19.54,19.4,31.92,3.94,0.23,6.17,0.1,73.77,23.74,7.14,1.77,,59.05,0.31,173.19,14.2,,,18.52
2023-03-07 04:00:00,2023-03-07 05:00:00,113.09,365.26,16.46,12.08,23.64,31.67,3.62,0.35,4.54,0.11,58.73,21.1,6.09,1.63,,63.92,0.45,185.83,13.84,,,17.91
2023-03-07 05:00:00,2023-03-07 06:00:00,118.26,354.66,11.38,16.22,21.71,31.64,3.31,0.35,4.83,0.12,38.86,13.37,3.34,1.03,,62.42,0.44,193.7,14.12,,,17.55
2023-03-07 06:00:00,2023-03-07 07:00:00,119.66,312.27,19.02,12.66,26.04,31.52,3.65,0.36,5.46,0.12,38.14,12.03,2.54,0.88,,63.15,0.45,180.32,32.45,,,17.53
2023-03-07 07:00:00,2023-03-07 08:00:00,126.84,335.35,17.11,18.47,27.57,31.64,4.83,0.38,8.28,0.14,40.93,12.73,2.66,0.97,,56.55,0.39,202.5,104.31,,,19.66
2023-03-07 08:00:00,2023-03-07 09:00:00,133.64,354.61,6.93,24.23,22.36,31.83,8.76,0.27,27.56,0.16,38.07,13.5,3.49,1.29,,43.33,0.6,71.95,182.17,,,23.03
2023-03-07 09:00:00,2023-03-07 10:00:00,133.15,297.67,3.94,19.38,17.35,31.47,12.83,0.29,60.35,0.11,16.55,7.89,1.65,0.72,,31.55,0.63,46.63,253.83,,,26.45
2023-03-07 10:00:00,2023-03-07 11:00:00,130.97,232.03,3.45,17.41,15.9,31.39,14.59,0.24,83.89,0.1,11.82,6.49,1.12,0.52,,25.03,1.54,40.79,309.88,,,28.9
2023-03-07 11:00:00,2023-03-07 12:00:00,120.78,200.4,3.25,14.59,14.25,30.8,13.7,0.28,88.59,0.07,7.51,4.79,0.61,0.32,,19.78,1.74,37.33,307.33,,,30.7
2023-03-07 12:00:00,2023-03-07 13:00:00,105.99,167.44,3.14,13.42,13.53,30.6,13.62,0.68,105.45,0.05,4.61,2.94,0.34,0.18,,18.12,1.2,44.84,325.33,,,31.83
2023-03-07 13:00:00,2023-03-07 14:00:00,88.73,146.89,3.14,15.21,14.48,30.32,17.19,0.81,106.56,0.03,5.87,1.82,0.21,0.1,,16.88,0.86,41.3,301.12,,,32.8
2023-03-07 14:00:00,2023-03-07 15:00:00,70.84,130.97,3.21,14.93,14.39,30.4,15.24,0.8,111.24,0.03,4.74,1.63,0.19,0.08,,16.12,0.63,173.2,253.07,,,33.22
2023-03-07 15:00:00,2023-03-07 16:00:00,64.91,129.77,3.07,15.45,14.55,30.12,16.75,0.76,115.29,0.03,6.35,1.29,0.21,0.08,,15.92,0.55,229.0,107.16,,,32.92
2023-03-07 16:00:00,2023-03-07 17:00:00,64.31,136.14,3.03,17.86,15.8,29.99,14.2,0.32,107.19,0.05,4.92,1.38,0.23,0.1,,16.67,0.4,251.02,55.05,,,31.84
2023-03-07 17:00:00,2023-03-07 18:00:00,74.16,187.32,7.89,55.02,39.52,29.28,10.75,0.23,27.36,0.4,8.93,6.44,3.54,2.59,,22.82,0.16,222.4,23.04,,,29.79
2023-03-07 18:00:00,2023-03-07 19:00:00,102.17,594.98,27.85,40.13,47.83,29.74,8.19,0.27,7.97,1.4,17.62,21.48,9.45,6.64,,31.06,0.24,187.19,14.8,,,27.67
2023-03-07 19:00:00,2023-03-07 20:00:00,128.39,587.58,20.9,33.66,38.73,30.54,6.5,0.25,7.38,1.33,19.68,22.47,10.28,6.25,,38.19,0.21,205.55,14.55,,,26.08
2023-03-07 20:00:00,2023-03-07 21:00:00,134.37,418.19,9.23,39.31,32.26,30.75,5.04,0.45,8.03,0.65,19.27,15.57,8.37,4.59,,39.52,0.15,259.77,14.71,,,25.39
2023-03-07 21:00:00,2023-03-07 22:00:00,130.99,365.94,4.5,33.19,25.15,30.83,6.41,0.5,26.68,1.51,20.38,19.7,12.71,6.11,,33.98,0.47,201.32,13.99,,,26.2
2023-03-07 22:00:00,2023-03-07 23:00:00,128.53,297.34,3.41,22.85,18.76,31.57,6.03,0.43,35.89,0.79,16.81,13.35,6.27,2.82,,39.72,0.8,93.48,14.06,,,25.14
2023-03-07 23:00:00,2023-03-08 00:00:00,125.8,247.03,3.99,25.81,20.81,31.51,7.63,0.48,29.32,0.22,32.45,8.53,2.34,0.87,,37.44,0.36,231.13,14.15,,,24.94
2023-03-08 00:00:00,2023-03-08 01:00:00,120.67,240.77,3.36,17.19,15.71,31.36,9.69,0.36,46.56,0.13,28.59,7.45,1.96,0.73,,34.2,0.46,72.65,13.86,,,25.15
2023-03-08 01:00:00,2023-03-08 02:00:00,100.66,218.27,3.79,23.2,19.26,31.68,7.56,0.33,26.24,0.11,11.65,5.49,1.25,0.51,,41.41,0.3,156.61,14.43,,,23.56
2023-03-08 02:00:00,2023-03-08 03:00:00,95.76,217.24,6.19,21.57,20.33,31.03,6.55,0.33,29.72,0.14,13.81,8.63,1.92,0.89,,40.06,0.29,133.08,14.24,,,23.42
2023-03-08 03:00:00,2023-03-08 04:00:00,97.95,180.03,3.97,18.6,16.96,31.34,6.27,0.3,39.79,0.08,8.32,4.42,0.91,0.42,,36.75,0.26,105.85,14.38,,,23.62
2023-03-08 04:00:00,2023-03-08 05:00:00,91.07,147.77,9.59,20.14,22.35,30.96,4.84,0.43,18.95,0.06,5.37,3.06,0.44,0.2,,43.55,0.25,180.34,14.49,,,22.46
2023-03-08 05:00:00,2023-03-08 06:00:00,97.21,236.12,10.68,21.53,23.98,31.47,3.14,0.62,7.53,0.0,0.0,,,,,54.32,0.44,188.51,14.49,,,21.23
2023-03-08 06:00:00,2023-03-08 07:00:00,99.11,239.77,5.61,21.06,19.61,31.8,2.31,0.59,8.61,0.0,0.0,,,,,57.64,0.43,191.83,25.04,,,20.77
2023-03-08 07:00:00,2023-03-08 08:00:00,104.7,249.68,7.6,22.34,21.9,31.94,2.06,0.57,11.51,0.0,0.0,,,,,54.95,0.55,149.37,59.67,,,21.74
2023-03-08 08:00:00,2023-03-08 09:00:00,108.6,260.56,6.5,20.95,20.12,31.68,2.54,0.38,22.77,0.0,0.0,,,,,45.98,0.48,240.3,100.53,,,23.79
2023-03-08 09:00:00,2023-03-08 10:00:00,117.26,281.79,3.84,16.73,15.86,31.76,6.53,0.25,40.49,0.0,0.0,,,,,37.5,0.78,232.45,170.95,,,25.92
2023-03-08 10:00:00,2023-03-08 11:00:00,114.17,261.3,3.48,14.85,14.57,31.56,14.53,0.22,61.73,0.0,0.0,,,,,30.98,0.48,248.44,212.19,,,28.05
