From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),RF (mm)
2021-10-08 20:00:00,2021-10-08 21:00:00,29.75,97.75,,,,,2.22,1.65,,1.05,7.42,,,28.22,84.5,0.5,179.0,24.75,754.0,,0.0
2021-10-08 21:00:00,2021-10-08 22:00:00,32.0,74.5,,,,,2.55,1.32,,1.05,5.9,,,28.13,81.25,0.75,161.75,25.5,754.0,,0.0
2021-10-08 22:00:00,2021-10-08 23:00:00,22.0,53.5,,,,,3.0,1.37,,0.97,4.7,,,28.13,79.0,0.48,212.75,25.5,754.5,,0.0
2021-10-08 23:00:00,2021-10-09 00:00:00,18.25,58.0,,,,,2.45,1.1,,0.92,6.05,,,28.15,77.5,0.47,202.75,25.25,754.75,,0.0
2021-10-09 00:00:00,2021-10-09 01:00:00,16.0,52.5,,,,,3.25,0.99,,1.07,3.67,,,28.1,81.5,0.85,221.0,24.75,755.0,,0.0
2021-10-09 01:00:00,2021-10-09 02:00:00,15.5,36.5,,,,,4.03,0.97,,0.62,2.17,,,28.1,82.5,0.77,266.75,24.75,755.25,,0.0
2021-10-09 02:00:00,2021-10-09 03:00:00,14.5,36.25,,,,,4.72,0.95,,0.47,2.38,,,28.07,84.0,1.05,263.25,25.0,755.5,,0.0
2021-10-09 03:00:00,2021-10-09 04:00:00,15.25,30.25,,,,,4.53,0.95,,0.5,1.95,,,28.08,85.25,1.2,286.5,25.0,755.75,,0.0
2021-10-09 04:00:00,2021-10-09 05:00:00,14.75,29.5,,,,,3.45,1.03,,0.4,2.05,,,28.02,86.0,1.18,293.25,24.75,756.0,,0.0
2021-10-09 05:00:00,2021-10-09 06:00:00,21.25,38.0,,,,,3.35,1.19,,0.57,2.55,,,27.95,86.25,1.5,296.75,25.0,756.0,,0.0
2021-10-09 06:00:00,2021-10-09 07:00:00,26.0,54.0,,,,,3.73,1.39,,0.72,3.23,,,27.9,85.25,1.65,285.75,31.25,755.25,,0.0
2021-10-09 07:00:00,2021-10-09 08:00:00,27.5,71.0,,,,,4.03,1.38,,0.72,3.55,,,27.83,81.5,2.3,291.5,52.0,754.25,,0.0
2021-10-09 08:00:00,2021-10-09 09:00:00,23.0,89.5,,,,,3.02,1.46,,0.8,3.07,,,27.85,78.25,2.0,291.5,149.25,752.5,,0.0
2021-10-09 09:00:00,2021-10-09 10:00:00,24.25,116.25,,,,,3.85,1.66,,0.72,3.77,,,28.05,75.0,1.33,289.5,224.75,751.25,,0.0
2021-10-09 10:00:00,2021-10-09 11:00:00,26.5,155.25,,,,,3.83,1.59,,1.15,3.33,,,28.0,72.75,1.37,282.5,303.75,750.0,,0.0
2021-10-09 11:00:00,2021-10-09 12:00:00,23.75,129.5,,,,,19.73,1.65,,0.62,3.0,,,28.0,70.25,0.8,262.5,313.25,749.25,,0.0
2021-10-09 12:00:00,2021-10-09 13:00:00,26.75,126.25,,,,,3.32,1.49,,0.7,3.35,,,28.02,68.25,0.9,275.75,274.5,749.0,,0.0
2021-10-09 13:00:00,2021-10-09 14:00:00,19.75,81.0,,,,,9.37,1.26,,0.65,3.07,,,28.0,70.0,0.8,235.75,210.75,749.25,,0.0
2021-10-09 14:00:00,2021-10-09 15:00:00,22.0,64.0,,,,,17.8,0.98,,0.25,1.47,,,27.88,76.25,1.25,131.5,132.75,751.25,,0.0
2021-10-09 15:00:00,2021-10-09 16:00:00,29.0,50.5,,,,,7.05,0.97,,0.57,1.15,,,27.85,78.5,1.27,130.0,52.5,752.5,,0.0
2021-10-09 16:00:00,2021-10-09 17:00:00,19.75,47.25,,,,,3.97,0.95,,0.22,1.52,,,27.92,77.25,1.28,171.75,41.75,754.0,,0.0
2021-10-09 17:00:00,2021-10-09 18:00:00,12.0,27.0,,,,,4.17,1.58,,0.6,4.88,,,28.05,85.25,1.07,257.25,25.0,755.75,,0.0
2021-10-09 18:00:00,2021-10-09 19:00:00,24.25,41.25,,,,,79.58,3.62,,1.67,11.2,,,27.88,90.0,0.3,312.75,23.75,756.0,,0.0
2021-10-09 19:00:00,2021-10-09 20:00:00,46.75,62.25,,,,,20.65,4.4,,3.42,23.43,,,28.07,88.25,0.3,313.25,23.75,755.75,,0.0
2021-10-09 20:00:00,2021-10-09 21:00:00,55.75,76.5,,,,,3.15,3.9,,3.85,23.9,,,28.02,85.5,0.5,310.25,23.75,755.5,,0.0
2021-10-09 21:00:00,2021-10-09 22:00:00,46.75,73.5,,,,,1.2,3.37,,3.05,19.45,,,28.05,83.0,0.75,310.75,24.5,755.0,,0.0
2021-10-09 22:00:00,2021-10-09 23:00:00,37.0,73.5,,,,,,2.45,,2.3,16.32,,,28.07,81.25,0.62,301.25,24.5,755.0,,0.0
2021-10-09 23:00:00,2021-10-10 00:00:00,25.75,56.0,,,,,,1.49,,1.5,11.22,,,28.02,80.25,0.62,304.5,24.0,755.0,,0.0
2021-10-10 00:00:00,2021-10-10 01:00:00,20.5,45.25,,,,,0.57,1.41,,1.03,7.28,,,28.02,80.0,0.5,291.5,24.5,755.0,,0.0
2021-10-10 01:00:00,2021-10-10 02:00:00,23.25,48.0,,,,,2.0,1.41,,0.85,5.62,,,27.95,81.5,0.38,287.5,24.75,755.0,,0.0
2021-10-10 02:00:00,2021-10-10 03:00:00,16.75,44.5,,,,,0.95,1.29,,0.75,5.12,,,27.92,82.0,0.43,293.25,24.5,755.0,,0.0
2021-10-10 03:00:00,2021-10-10 04:00:00,11.75,40.75,,,,,0.87,1.24,,0.7,4.43,,,27.9,81.5,0.55,292.25,24.75,755.0,,0.0
2021-10-10 04:00:00,2021-10-10 05:00:00,10.0,35.0,,,,,2.92,1.22,,0.65,4.43,,,27.9,82.75,0.57,288.75,24.75,755.0,,0.0
2021-10-10 05:00:00,2021-10-10 06:00:00,16.25,37.25,,,,,3.6,1.29,,0.8,4.45,,,27.88,82.5,0.88,296.0,24.5,755.0,,0.0
2021-10-10 06:00:00,2021-10-10 07:00:00,17.5,34.0,,,,,3.55,1.5,,0.83,4.75,,,27.85,81.25,0.95,296.25,35.25,755.0,,0.0
2021-10-10 07:00:00,2021-10-10 08:00:00,19.5,35.25,,,,,3.8,1.71,,0.93,5.58,,,27.83,80.5,0.98,296.25,64.25,754.0,,0.0
2021-10-10 08:00:00,2021-10-10 09:00:00,19.75,49.0,,,,,1.95,1.63,,1.1,6.42,,,27.95,78.75,1.25,291.25,103.75,753.25,,0.0
2021-10-10 09:00:00,2021-10-10 10:00:00,17.0,54.5,,,,,1.55,1.67,,0.97,5.38,,,27.95,75.5,0.62,295.5,167.75,751.75,,0.0
2021-10-10 10:00:00,2021-10-10 11:00:00,18.75,56.75,,,,,0.93,1.41,,0.9,4.55,,,27.95,70.75,0.9,284.5,304.75,749.5,,0.0
2021-10-10 11:00:00,2021-10-10 12:00:00,13.75,39.25,,,,,18.17,1.31,,0.65,3.12,,,28.0,69.25,1.12,270.75,306.75,749.75,,0.0
2021-10-10 12:00:00,2021-10-10 13:00:00,11.0,35.5,,,,,5.67,1.42,,0.55,2.67,,,28.0,68.5,1.18,220.5,343.5,748.75,,0.0
2021-10-10 13:00:00,2021-10-10 14:00:00,15.75,43.0,,,,,3.82,1.09,,0.5,2.25,,,28.0,71.25,0.62,219.5,224.0,749.25,,0.0
2021-10-10 14:00:00,2021-10-10 15:00:00,18.0,45.5,,,,,4.62,0.91,,0.2,1.67,,,28.1,73.0,0.62,146.0,185.75,749.75,,0.0
2021-10-10 15:00:00,2021-10-10 16:00:00,9.5,25.5,,,,,4.43,1.45,,0.37,1.7,,,28.05,85.0,0.78,226.5,43.25,755.5,,0.0
2021-10-10 16:00:00,2021-10-10 17:00:00,17.0,30.0,,,,,4.08,2.73,,1.15,6.7,,,27.98,84.75,0.33,265.5,47.75,755.0,,0.0
2021-10-10 17:00:00,2021-10-10 18:00:00,36.25,51.75,,,,,3.12,2.82,,1.88,13.03,,,28.05,84.5,0.35,274.0,31.25,754.75,,0.0
2021-10-10 18:00:00,2021-10-10 19:00:00,37.5,62.25,,,,,3.33,2.77,,2.1,13.97,,,28.02,83.0,0.4,232.25,24.75,755.0,,0.0
2021-10-10 19:00:00,2021-10-10 20:00:00,31.0,59.5,,,,,7.55,2.82,,1.83,12.07,,,27.98,83.25,0.3,240.75,24.75,755.0,,0.0
2021-10-10 20:00:00,2021-10-10 21:00:00,38.5,62.5,,,,,3.75,3.41,,1.95,12.55,,,28.0,84.75,0.33,245.25,24.75,755.0,,0.0
2021-10-10 21:00:00,2021-10-10 22:00:00,53.0,79.5,,,,,4.6,3.51,,2.52,15.28,,,27.98,85.0,0.6,293.75,24.75,755.0,,0.0
2021-10-10 22:00:00,2021-10-10 23:00:00,46.5,78.0,,,,,2.85,1.81,,1.88,12.12,,,27.95,83.5,1.12,287.5,24.75,755.0,,0.0
2021-10-10 23:00:00,2021-10-11 00:00:00,17.25,40.5,,,,,2.33,1.38,,0.95,5.95,,,28.05,82.75,0.62,276.75,24.75,755.25,,0.0
2021-10-11 00:00:00,2021-10-11 01:00:00,14.75,35.0,,,,,2.83,1.27,,0.75,4.83,,,27.98,81.75,0.75,308.25,24.5,755.0,,0.0
2021-10-11 01:00:00,2021-10-11 02:00:00,13.75,32.0,,,,,2.8,1.19,,0.68,3.65,,,27.95,81.5,0.52,277.75,24.75,755.0,,0.0
2021-10-11 02:00:00,2021-10-11 03:00:00,12.25,31.0,,,,,2.27,1.07,,0.65,3.2,,,27.95,82.5,0.8,300.25,24.5,755.25,,0.0
2021-10-11 03:00:00,2021-10-11 04:00:00,9.75,28.5,,,,,3.1,1.14,,0.53,2.67,,,27.85,84.75,0.5,304.25,24.5,756.0,,0.0
2021-10-11 04:00:00,2021-10-11 05:00:00,11.5,32.0,,,,,2.35,1.09,,0.57,2.78,,,27.75,86.0,0.4,306.75,24.75,755.75,,0.0
2021-10-11 05:00:00,2021-10-11 06:00:00,20.0,39.75,,,,,4.3,1.24,,0.6,3.12,,,27.77,86.0,0.72,289.0,24.75,755.5,,0.0
2021-10-11 06:00:00,2021-10-11 07:00:00,24.5,45.5,,,,,3.57,1.44,,0.78,4.08,,,27.8,85.75,0.78,286.75,30.0,755.0,,0.0
2021-10-11 07:00:00,2021-10-11 08:00:00,30.25,48.25,,,,,3.45,1.59,,0.95,4.67,,,27.92,85.25,0.9,283.5,48.25,755.0,,0.0
2021-10-11 08:00:00,2021-10-11 09:00:00,32.75,52.75,,,,,3.15,1.98,,0.97,5.28,,,27.98,85.5,1.05,299.75,62.5,754.5,,0.0
2021-10-11 09:00:00,2021-10-11 10:00:00,30.5,56.5,,,,,4.12,2.48,,1.32,7.25,,,27.92,85.75,0.88,291.0,118.75,754.0,,0.0
2021-10-11 10:00:00,2021-10-11 11:00:00,37.25,66.0,,,,,3.4,2.71,,1.93,9.57,,,27.95,81.5,0.77,293.75,133.25,753.25,,0.0
2021-10-11 11:00:00,2021-10-11 12:00:00,45.75,83.5,,,,,16.53,2.48,,1.67,9.35,,,27.98,77.75,0.57,280.25,161.75,752.0,,0.0
2021-10-11 12:00:00,2021-10-11 13:00:00,48.5,90.75,,,,,2.55,2.04,,1.07,7.0,,,27.98,75.25,0.75,291.5,197.5,751.0,,0.0
2021-10-11 13:00:00,2021-10-11 14:00:00,45.75,89.5,,,,,0.7,1.95,,0.9,5.25,,,28.07,74.5,0.8,280.25,196.25,751.0,,0.0
2021-10-11 14:00:00,2021-10-11 15:00:00,53.75,82.0,,,,,,1.16,,0.78,4.22,,,28.18,73.5,0.4,268.75,202.5,749.5,,0.0
2021-10-11 15:00:00,2021-10-11 16:00:00,34.5,59.0,,,,,0.53,0.99,,0.33,2.15,,,28.25,76.5,0.42,253.5,130.0,751.25,,0.0
2021-10-11 16:00:00,2021-10-11 17:00:00,34.75,47.25,,,,,5.83,1.07,,0.33,1.95,,,28.25,79.0,0.45,190.5,74.25,752.5,,0.0
2021-10-11 17:00:00,2021-10-11 18:00:00,37.75,55.75,,,,,9.2,1.07,,0.3,2.1,,,28.2,81.5,0.3,239.0,32.0,753.75,,0.0
2021-10-11 18:00:00,2021-10-11 19:00:00,32.5,53.5,,,,,5.55,1.12,,0.73,2.5,,,28.15,83.75,0.3,357.0,23.75,754.25,,0.0
2021-10-11 19:00:00,2021-10-11 20:00:00,36.75,57.75,,,,,5.82,1.41,,0.35,1.98,,,28.08,82.75,0.35,261.25,24.25,754.0,,0.0
2021-10-11 20:00:00,2021-10-11 21:00:00,38.75,65.25,,,,,4.25,2.4,,1.1,7.8,,,28.12,79.5,0.45,228.25,25.25,754.25,,0.0
2021-10-11 21:00:00,2021-10-11 22:00:00,46.5,95.25,,,,,4.75,2.53,,1.85,12.6,,,28.18,78.0,0.73,271.0,25.25,754.25,,0.0
2021-10-11 22:00:00,2021-10-11 23:00:00,44.25,104.5,,,,,3.75,2.09,,1.23,9.8,,,28.22,80.75,0.93,279.5,25.25,755.0,,0.0
2021-10-11 23:00:00,2021-10-12 00:00:00,39.5,78.5,,,,,3.38,1.38,,1.07,7.5,,,28.18,80.0,0.78,272.0,25.0,755.0,,0.0
2021-10-12 00:00:00,2021-10-12 01:00:00,29.25,55.0,,,,,3.52,1.05,,0.57,5.05,,,28.2,81.25,1.43,287.5,25.25,755.0,,0.0
2021-10-12 01:00:00,2021-10-12 02:00:00,21.0,40.5,,,,,3.67,1.0,,0.5,3.25,,,28.08,82.0,1.48,291.75,24.75,755.25,,0.0
2021-10-12 02:00:00,2021-10-12 03:00:00,18.5,30.75,,,,,2.65,0.94,,0.43,2.03,,,28.0,83.0,1.68,294.5,25.0,755.25,,0.0
2021-10-12 03:00:00,2021-10-12 04:00:00,12.75,23.25,,,,,2.8,0.94,,0.33,1.45,,,27.98,83.0,1.83,296.0,25.0,755.75,,0.0
2021-10-12 04:00:00,2021-10-12 05:00:00,16.75,20.75,,,,,1.4,0.93,,0.13,1.3,,,27.9,82.5,1.58,296.25,25.25,756.0,,0.0
2021-10-12 05:00:00,2021-10-12 06:00:00,12.25,21.0,,,,,,1.05,,0.23,2.27,,,27.88,81.5,1.45,295.0,25.75,756.0,,0.0
2021-10-12 06:00:00,2021-10-12 07:00:00,10.75,27.25,,,,,,1.26,,0.55,2.75,,,27.77,81.0,1.33,299.75,33.5,755.75,,0.0
2021-10-12 07:00:00,2021-10-12 08:00:00,15.5,43.0,,,,,0.5,1.47,,0.77,3.38,,,27.7,79.5,1.42,294.5,60.5,754.25,,0.0
2021-10-12 08:00:00,2021-10-12 09:00:00,22.25,60.25,,,,,2.5,1.58,,0.82,3.8,,,27.98,77.0,1.4,284.0,142.0,752.75,,0.0
2021-10-12 09:00:00,2021-10-12 10:00:00,16.75,62.0,,,,,3.33,1.88,,0.93,4.45,,,27.98,73.75,0.7,289.25,173.0,752.0,,0.0
2021-10-12 10:00:00,2021-10-12 11:00:00,13.75,76.75,,,,,2.97,2.07,,1.08,6.05,,,27.98,71.5,0.47,301.25,215.25,750.5,,0.0
2021-10-12 11:00:00,2021-10-12 12:00:00,33.25,84.25,,,,,17.73,1.85,,1.15,6.88,,,28.05,69.75,0.67,259.75,250.25,750.0,,0.0
2021-10-12 12:00:00,2021-10-12 13:00:00,29.5,78.25,,,,,6.15,1.48,,0.88,5.35,,,28.02,69.25,1.07,179.75,301.25,749.25,,0.0
2021-10-12 13:00:00,2021-10-12 14:00:00,25.5,62.25,,,,,4.97,1.19,,0.72,3.42,,,28.12,70.75,1.35,129.0,261.75,750.0,,0.0
2021-10-12 14:00:00,2021-10-12 15:00:00,26.25,48.5,,,,,4.28,1.1,,0.45,2.25,,,28.03,71.25,1.18,132.5,208.5,750.5,,0.0
2021-10-12 15:00:00,2021-10-12 16:00:00,27.0,52.25,,,,,3.67,1.05,,0.47,1.88,,,28.27,71.75,0.75,122.25,146.75,750.5,,0.0
2021-10-12 16:00:00,2021-10-12 17:00:00,36.5,58.5,,,,,4.88,1.03,,0.43,1.48,,,28.35,74.75,0.48,141.0,49.5,752.75,,0.0
2021-10-12 17:00:00,2021-10-12 18:00:00,37.0,58.5,,,,,4.05,1.08,,0.43,1.75,,,28.25,77.5,0.3,103.25,29.75,753.25,,0.0
2021-10-12 18:00:00,2021-10-12 19:00:00,36.5,75.25,,,,,3.95,2.53,,0.75,3.27,,,28.33,79.75,0.4,216.5,25.0,754.0,,0.0
2021-10-12 19:00:00,2021-10-12 20:00:00,48.75,116.5,,,,,5.55,3.44,,1.9,12.1,,,28.33,81.0,0.35,297.25,24.75,754.5,,0.0
2021-10-12 20:00:00,2021-10-12 21:00:00,62.0,125.0,,,,,7.57,3.15,,2.38,15.3,,,28.35,81.75,0.73,279.25,25.75,754.25,,0.0
2021-10-12 21:00:00,2021-10-12 22:00:00,54.25,101.25,,,,,6.15,2.69,,1.9,12.3,,,28.3,82.25,0.5,289.25,25.75,755.0,,0.0
2021-10-12 22:00:00,2021-10-12 23:00:00,38.5,74.5,,,,,5.55,2.31,,1.65,10.85,,,28.18,80.75,0.6,287.75,25.75,755.0,,0.0
2021-10-12 23:00:00,2021-10-13 00:00:00,29.5,65.5,,,,,4.75,1.46,,1.23,7.8,,,28.25,80.25,0.93,295.75,25.75,755.25,,0.0
2021-10-13 00:00:00,2021-10-13 01:00:00,19.0,40.5,,,,,4.88,1.15,,0.8,5.42,,,28.23,81.5,1.27,297.0,25.75,755.25,,0.0
2021-10-13 01:00:00,2021-10-13 02:00:00,28.0,33.0,,,,,4.0,0.99,,0.53,4.55,,,28.3,82.25,1.62,276.25,25.75,756.0,,0.0
2021-10-13 02:00:00,2021-10-13 03:00:00,3.0,23.0,,,,,3.4,0.99,,0.43,2.62,,,28.25,84.0,1.4,293.25,25.75,756.0,,0.0
2021-10-13 03:00:00,2021-10-13 04:00:00,4.0,22.75,,,,,4.1,1.01,,0.38,1.88,,,28.05,84.5,1.65,295.0,25.75,756.0,,0.0
2021-10-13 04:00:00,2021-10-13 05:00:00,7.75,21.5,,,,,1.23,1.01,,0.4,2.38,,,28.12,84.0,1.75,293.0,25.75,756.0,,0.0
2021-10-13 05:00:00,2021-10-13 06:00:00,10.75,20.75,,,,,0.63,1.13,,0.4,1.77,,,28.02,84.0,1.27,298.75,25.75,756.0,,0.0
2021-10-13 06:00:00,2021-10-13 07:00:00,11.75,26.0,,,,,0.2,1.29,,0.47,2.35,,,27.85,83.0,1.42,293.25,34.25,756.0,,0.0
2021-10-13 07:00:00,2021-10-13 08:00:00,9.5,37.0,,,,,1.72,1.49,,0.75,3.65,,,27.77,80.75,1.35,289.75,53.0,754.25,,0.0
2021-10-13 08:00:00,2021-10-13 09:00:00,17.0,46.0,,,,,1.55,1.6,,0.78,3.48,,,27.95,77.0,1.12,294.75,166.5,752.5,,0.0
2021-10-13 09:00:00,2021-10-13 10:00:00,27.25,60.25,,,,,3.43,1.76,,0.95,4.15,,,28.07,73.75,0.83,258.5,247.75,751.0,,0.0
2021-10-13 10:00:00,2021-10-13 11:00:00,34.75,77.25,,,,,3.53,1.62,,0.88,4.0,,,28.15,71.5,0.78,269.5,295.5,750.0,,0.0
2021-10-13 11:00:00,2021-10-13 12:00:00,44.5,90.0,,,,,18.5,1.27,,0.9,3.8,,,28.15,71.5,0.53,228.5,314.5,749.0,,0.0
2021-10-13 12:00:00,2021-10-13 13:00:00,36.75,108.5,,,,,4.83,0.99,,0.5,1.67,,,28.22,72.0,0.55,164.25,306.25,749.25,,0.0
2021-10-13 13:00:00,2021-10-13 14:00:00,27.5,82.75,,,,,2.2,0.96,,0.43,1.45,,,28.25,72.0,0.65,174.25,284.0,749.0,,0.0
2021-10-13 14:00:00,2021-10-13 15:00:00,29.0,80.0,,,,,1.92,0.96,,0.35,1.15,,,28.33,71.25,0.65,199.25,221.25,749.0,,0.0
2021-10-13 15:00:00,2021-10-13 16:00:00,29.5,72.25,,,,,1.2,0.98,,0.38,1.15,,,28.45,73.0,0.47,134.5,164.25,749.75,,0.0
2021-10-13 16:00:00,2021-10-13 17:00:00,32.0,66.0,,,,,4.33,1.02,,0.43,1.02,,,28.65,75.5,0.38,195.5,66.25,752.0,,0.0
2021-10-13 17:00:00,2021-10-13 18:00:00,33.0,60.75,,,,,5.97,1.01,,0.55,1.1,,,28.52,79.0,0.7,110.75,27.5,753.5,,0.0
2021-10-13 18:00:00,2021-10-13 19:00:00,29.25,59.5,,,,,5.85,1.6,,0.32,1.12,,,28.55,79.25,0.72,189.5,24.75,754.0,,0.0
2021-10-13 19:00:00,2021-10-13 20:00:00,34.75,75.75,,,,,4.92,2.27,,1.15,6.62,,,28.55,80.5,1.15,268.25,24.75,754.75,,0.0
2021-10-13 20:00:00,2021-10-13 21:00:00,31.75,70.75,,,,,4.92,2.08,,1.32,9.03,,,28.55,82.0,1.65,282.75,24.75,755.5,,0.0
2021-10-13 21:00:00,2021-10-13 22:00:00,30.5,53.0,,,,,4.47,2.08,,1.05,6.38,,,28.55,82.0,1.5,285.25,24.75,756.0,,0.0
2021-10-13 22:00:00,2021-10-13 23:00:00,21.5,37.75,,,,,4.78,1.76,,1.08,6.35,,,28.45,82.5,1.1,283.5,24.75,756.0,,0.0
2021-10-13 23:00:00,2021-10-14 00:00:00,25.75,37.25,,,,,5.05,1.56,,0.88,4.92,,,28.38,82.0,0.68,295.75,24.75,756.0,,0.0
2021-10-14 00:00:00,2021-10-14 01:00:00,23.0,36.25,,,,,6.78,1.18,,0.82,4.42,,,28.18,83.0,0.75,295.5,24.75,756.0,,0.0
2021-10-14 01:00:00,2021-10-14 02:00:00,18.5,32.25,,,,,7.9,1.15,,0.62,3.45,,,28.08,83.0,0.47,306.0,24.75,756.0,,0.0
2021-10-14 02:00:00,2021-10-14 03:00:00,22.5,35.0,,,,,8.52,1.02,,0.6,3.45,,,28.0,84.5,1.23,291.0,24.75,756.0,,0.0
2021-10-14 03:00:00,2021-10-14 04:00:00,22.25,31.75,,,,,7.08,0.96,,0.43,1.95,,,28.18,86.5,1.45,287.75,24.75,756.0,,0.0
2021-10-14 04:00:00,2021-10-14 05:00:00,23.75,31.25,,,,,6.88,1.11,,0.38,1.6,,,28.2,85.5,1.38,296.25,24.75,756.0,,0.0
2021-10-14 05:00:00,2021-10-14 06:00:00,18.0,34.5,,,,,7.12,1.17,,0.53,1.9,,,28.18,85.0,1.3,291.25,25.0,756.0,,0.0
2021-10-14 06:00:00,2021-10-14 07:00:00,23.25,51.0,,,,,7.05,1.37,,0.65,2.7,,,28.15,84.25,1.38,294.0,34.75,755.5,,0.0
2021-10-14 07:00:00,2021-10-14 08:00:00,31.0,82.0,,,,,7.02,1.42,,0.8,4.15,,,28.2,81.75,1.62,290.75,56.25,753.75,,0.0
2021-10-14 08:00:00,2021-10-14 09:00:00,33.25,96.5,,,,,5.1,1.42,,0.75,3.48,,,28.25,77.5,1.42,277.75,156.25,752.5,,0.0
2021-10-14 09:00:00,2021-10-14 10:00:00,28.25,108.25,,,,,3.7,1.5,,0.82,3.4,,,28.3,74.0,1.3,285.25,241.5,751.0,,0.0
2021-10-14 10:00:00,2021-10-14 11:00:00,21.25,124.25,,,,,3.8,1.64,,0.75,3.62,,,28.27,70.25,1.07,270.75,288.75,750.0,,0.0
2021-10-14 11:00:00,2021-10-14 12:00:00,28.5,122.25,,,,,19.17,1.54,,0.85,4.12,,,28.4,65.5,0.75,266.25,313.0,748.5,,0.0
2021-10-14 12:00:00,2021-10-14 13:00:00,33.25,75.0,,,,,2.48,1.09,,0.57,2.27,,,28.32,70.0,1.25,146.25,221.5,749.5,,0.0
2021-10-14 13:00:00,2021-10-14 14:00:00,15.25,36.25,,,,,,0.95,,0.45,1.5,,,28.45,75.0,1.05,130.25,136.25,751.75,,0.0
2021-10-14 14:00:00,2021-10-14 15:00:00,13.5,33.0,,,,,0.2,1.01,,0.4,1.22,,,28.5,79.75,0.55,115.25,143.25,752.25,,0.0
2021-10-14 15:00:00,2021-10-14 16:00:00,14.0,41.25,,,,,0.6,0.93,,0.35,1.1,,,28.72,78.25,0.93,127.25,149.75,751.5,,0.0
2021-10-14 16:00:00,2021-10-14 17:00:00,14.25,23.5,,,,,2.55,1.05,,0.38,0.97,,,28.75,79.25,0.73,123.5,76.0,752.25,,0.0
2021-10-14 17:00:00,2021-10-14 18:00:00,21.75,29.75,,,,,3.67,1.09,,0.35,1.0,,,28.7,81.0,0.62,123.75,35.0,753.5,,0.0
2021-10-14 18:00:00,2021-10-14 19:00:00,15.0,27.0,,,,,3.45,1.1,,0.38,1.08,,,28.65,82.0,0.53,127.0,24.5,754.0,,0.0
2021-10-14 19:00:00,2021-10-14 20:00:00,16.25,31.5,,,,,3.3,1.2,,0.25,1.02,,,28.55,82.25,0.43,129.75,24.25,754.0,,0.0
2021-10-14 20:00:00,2021-10-14 21:00:00,19.5,37.0,,,,,1.9,1.33,,0.53,2.72,,,28.55,83.0,0.45,169.5,24.75,754.0,,0.0
2021-10-14 21:00:00,2021-10-14 22:00:00,19.25,39.5,,,,,0.88,1.3,,0.55,2.9,,,28.55,83.5,0.38,170.0,24.75,754.0,,0.0
2021-10-14 22:00:00,2021-10-14 23:00:00,22.75,40.75,11.4,35.6,28.2,25.7,0.9,1.87,,0.7,4.05,,,28.52,84.0,0.5,244.0,24.75,754.0,,0.0
2021-10-14 23:00:00,2021-10-15 00:00:00,23.5,49.5,,,,,,1.56,,0.88,4.95,,,28.55,83.75,0.35,225.75,24.5,754.5,,0.0
2021-10-15 00:00:00,2021-10-15 01:00:00,29.0,49.75,,,,,3.3,1.17,,0.75,4.25,,,28.52,82.5,0.67,221.0,24.75,754.25,,0.0
2021-10-15 01:00:00,2021-10-15 02:00:00,28.75,42.75,2.98,6.15,5.7,35.65,5.08,0.9,,0.4,1.95,,,28.55,79.5,0.6,203.0,24.75,754.5,,0.0
2021-10-15 02:00:00,2021-10-15 03:00:00,18.75,31.75,3.7,9.8,8.2,38.7,4.3,0.96,,0.45,1.55,,,28.45,82.75,0.45,266.5,24.75,755.0,,0.0
2021-10-15 03:00:00,2021-10-15 04:00:00,18.0,29.0,,,,,4.32,0.95,,0.35,2.1,,,28.45,82.0,0.57,258.75,24.75,755.0,,0.0
2021-10-15 04:00:00,2021-10-15 05:00:00,18.25,34.25,9.08,19.65,17.8,30.1,2.27,1.0,,0.45,2.4,,,28.35,81.75,0.75,299.25,24.75,755.25,,0.0
2021-10-15 05:00:00,2021-10-15 06:00:00,16.75,40.25,11.87,25.93,23.47,31.23,1.12,1.15,,0.43,2.23,,,28.25,82.25,0.6,285.0,25.0,755.75,,0.0
2021-10-15 06:00:00,2021-10-15 07:00:00,12.0,42.5,18.87,26.77,29.53,28.6,1.45,1.35,,0.58,3.22,,,28.2,84.0,0.68,277.75,38.75,755.0,,0.0
2021-10-15 07:00:00,2021-10-15 08:00:00,19.75,55.5,26.55,27.4,36.15,26.25,1.83,1.43,,0.72,3.72,,,28.35,82.75,1.0,282.25,75.0,753.5,,0.0
2021-10-15 08:00:00,2021-10-15 09:00:00,25.75,55.25,,,,,3.9,1.57,,0.85,3.45,,,28.4,80.75,1.38,288.75,139.5,752.5,,0.0
2021-10-15 09:00:00,2021-10-15 10:00:00,29.5,62.5,,,,,3.65,1.68,,0.9,4.1,,,28.42,75.75,1.05,277.0,220.0,750.75,,0.0
2021-10-15 10:00:00,2021-10-15 11:00:00,33.5,73.75,,,,,2.57,1.65,,1.0,4.25,,,28.5,71.25,0.82,277.0,266.0,749.0,,0.0
