From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),RF (m/s),AT (degree C)
2023-02-23 15:00:00,2023-02-23 16:00:00,32.6,49.23,2.74,20.92,15.52,,30.15,0.41,132.03,0.68,10.65,1.78,290.27,357.85,0.0,35.11
2023-02-23 16:00:00,2023-02-23 17:00:00,28.29,39.97,2.66,23.46,16.78,,27.4,0.44,133.22,0.73,13.14,1.15,305.28,196.0,0.0,34.2
2023-02-23 17:00:00,2023-02-23 18:00:00,25.08,70.0,2.69,32.31,21.42,,17.74,0.53,95.65,0.87,14.54,0.45,268.78,79.9,0.0,32.38
2023-02-23 18:00:00,2023-02-23 19:00:00,60.81,160.56,6.9,56.18,48.77,,13.87,0.77,39.65,2.29,28.27,0.39,126.82,34.6,0.0,26.97
2023-02-23 19:00:00,2023-02-23 20:00:00,70.94,170.46,17.7,,75.55,,13.36,1.24,13.33,4.21,37.26,0.3,137.75,33.62,0.0,23.9
2023-02-23 20:00:00,2023-02-23 21:00:00,87.65,185.9,26.8,69.22,70.58,,10.14,2.24,17.93,6.04,36.4,0.34,134.3,33.57,0.0,22.94
2023-02-23 21:00:00,2023-02-23 22:00:00,108.73,230.3,45.5,71.55,92.81,,8.91,1.73,6.7,13.31,43.13,0.4,112.79,33.68,0.0,21.57
2023-02-23 22:00:00,2023-02-23 23:00:00,162.66,347.42,25.13,78.21,73.17,,7.32,0.96,5.16,3.83,51.27,0.34,100.59,33.7,0.0,20.02
2023-02-23 23:00:00,2023-02-24 00:00:00,98.79,237.65,12.41,77.5,55.5,,6.02,0.84,6.03,4.09,56.85,0.24,129.64,33.65,0.0,19.26
2023-02-24 00:00:00,2023-02-24 01:00:00,81.56,186.35,3.39,50.91,31.79,,8.06,0.97,20.39,4.73,65.16,0.43,107.24,33.42,0.0,18.7
2023-02-24 01:00:00,2023-02-24 02:00:00,51.96,101.58,9.43,62.92,43.2,,7.38,1.01,7.34,5.04,70.78,0.28,247.23,33.62,0.0,17.84
2023-02-24 02:00:00,2023-02-24 03:00:00,64.88,164.4,3.7,39.94,26.21,,6.34,0.94,15.45,3.9,72.42,0.23,180.47,33.55,0.0,17.51
2023-02-24 03:00:00,2023-02-24 04:00:00,44.0,76.69,3.01,29.57,20.25,,7.8,0.87,30.49,4.62,66.02,0.27,255.03,33.23,0.0,18.22
2023-02-24 04:00:00,2023-02-24 05:00:00,27.43,50.32,3.13,30.74,20.96,,6.52,0.93,11.63,4.09,79.86,0.41,92.52,33.65,0.0,17.04
2023-02-24 05:00:00,2023-02-24 06:00:00,31.46,74.04,3.18,32.62,21.98,,6.22,0.84,14.62,4.14,76.08,0.17,124.77,33.45,0.0,17.19
2023-02-24 06:00:00,2023-02-24 07:00:00,27.73,75.7,4.25,32.55,22.81,,5.82,0.89,9.31,4.2,79.81,0.3,174.6,47.05,0.0,16.95
2023-02-24 07:00:00,2023-02-24 08:00:00,40.9,110.52,7.68,45.05,32.08,,8.63,0.89,24.67,4.01,56.26,0.6,73.36,85.57,0.0,21.69
2023-02-24 08:00:00,2023-02-24 09:00:00,63.73,135.06,5.14,30.37,22.38,,10.21,0.89,45.63,4.17,43.77,0.53,252.73,242.2,0.0,26.03
2023-02-24 09:00:00,2023-02-24 10:00:00,52.51,85.27,4.21,29.54,21.19,,38.62,0.64,78.91,5.58,26.8,0.96,104.55,467.08,0.0,30.99
2023-02-24 10:00:00,2023-02-24 11:00:00,51.95,84.57,22.33,50.93,60.28,,85.13,0.46,70.04,3.41,22.1,1.27,108.45,607.77,0.0,32.55
2023-02-24 11:00:00,2023-02-24 12:00:00,21.71,58.77,4.95,38.08,26.25,31.41,47.9,0.44,92.12,2.92,18.37,0.65,128.49,651.62,0.0,33.85
2023-02-24 12:00:00,2023-02-24 13:00:00,,,2.73,14.78,12.3,29.61,18.98,0.38,106.13,0.79,14.94,1.66,332.32,625.73,0.0,34.59
2023-02-24 13:00:00,2023-02-24 14:00:00,31.44,35.85,2.58,10.65,10.02,26.08,10.05,0.33,103.75,0.57,12.53,2.4,264.93,631.85,0.0,35.01
2023-02-24 14:00:00,2023-02-24 15:00:00,28.09,59.08,2.56,11.04,10.21,23.71,10.4,0.34,118.99,0.46,14.09,2.22,344.3,570.48,0.0,34.82
2023-02-24 15:00:00,2023-02-24 16:00:00,23.12,41.67,2.4,10.62,9.87,21.76,14.67,0.39,124.06,0.5,13.84,1.29,318.58,422.9,0.0,35.42
2023-02-24 16:00:00,2023-02-24 17:00:00,18.92,30.55,2.48,18.47,14.03,20.04,23.68,0.45,121.65,0.53,12.84,1.68,101.47,224.85,0.0,34.63
2023-02-24 17:00:00,2023-02-24 18:00:00,20.48,43.18,2.88,25.96,18.26,20.79,12.52,0.43,86.0,0.51,16.63,0.81,81.12,70.42,0.0,32.33
2023-02-24 18:00:00,2023-02-24 19:00:00,19.17,46.55,6.95,45.35,38.5,16.92,8.47,0.82,38.24,2.95,23.8,0.33,248.49,34.3,0.0,28.3
2023-02-24 19:00:00,2023-02-24 20:00:00,44.6,158.91,3.17,32.71,22.18,21.25,7.98,0.58,48.48,3.07,29.26,0.26,158.14,33.83,0.0,25.84
2023-02-24 20:00:00,2023-02-24 21:00:00,32.27,48.06,46.25,74.91,86.12,8.97,6.38,0.98,6.32,3.27,39.76,0.5,120.25,33.67,0.0,23.34
2023-02-24 21:00:00,2023-02-24 22:00:00,187.42,458.56,18.21,62.96,55.16,17.39,5.49,1.07,11.89,3.96,40.21,0.33,117.34,33.55,0.0,22.75
2023-02-24 22:00:00,2023-02-24 23:00:00,145.5,313.92,30.48,63.72,62.38,17.73,5.07,0.95,18.19,4.15,42.38,0.43,107.9,33.12,0.0,22.27
2023-02-24 23:00:00,2023-02-25 00:00:00,198.26,371.88,2.91,36.19,23.63,28.66,5.15,0.62,30.35,1.75,45.0,0.19,156.74,33.8,0.0,22.02
2023-02-25 00:00:00,2023-02-25 01:00:00,84.92,119.26,3.36,32.85,22.25,28.52,5.17,0.61,27.05,2.51,53.05,0.26,121.85,33.58,0.0,20.21
2023-02-25 01:00:00,2023-02-25 02:00:00,52.11,99.59,3.13,28.85,19.97,28.34,6.42,0.63,32.91,2.32,51.17,0.21,164.44,33.52,0.0,20.22
2023-02-25 02:00:00,2023-02-25 03:00:00,52.67,110.06,3.08,26.72,18.82,27.9,7.81,0.56,41.48,2.38,48.83,0.25,177.65,33.48,0.0,20.42
2023-02-25 03:00:00,2023-02-25 04:00:00,44.65,49.1,3.12,27.07,19.03,27.03,7.48,0.63,30.97,2.15,56.99,0.17,158.18,34.08,0.0,19.06
2023-02-25 04:00:00,2023-02-25 05:00:00,21.56,51.31,3.05,32.19,21.65,25.78,6.89,0.77,28.06,2.7,58.13,0.23,149.92,33.35,0.0,18.32
2023-02-25 05:00:00,2023-02-25 06:00:00,30.74,65.77,9.49,47.53,34.84,22.34,6.96,1.0,21.3,3.12,57.39,0.33,120.92,33.47,0.0,18.31
2023-02-25 06:00:00,2023-02-25 07:00:00,72.54,167.31,15.37,58.31,45.17,20.82,5.83,0.98,9.84,4.9,65.06,0.28,129.92,48.1,0.0,17.34
2023-02-25 07:00:00,2023-02-25 08:00:00,76.54,156.1,7.4,45.45,32.06,24.82,7.56,0.89,30.15,4.43,48.38,0.52,89.04,91.83,0.0,21.13
2023-02-25 08:00:00,2023-02-25 09:00:00,60.82,95.8,4.87,30.95,22.46,27.16,11.32,0.79,52.63,3.0,34.56,0.54,27.22,236.8,0.0,26.12
2023-02-25 09:00:00,2023-02-25 10:00:00,51.52,72.87,4.37,27.42,20.22,27.18,30.41,0.86,77.03,11.28,17.0,1.44,98.91,454.53,0.0,29.94
2023-02-25 10:00:00,2023-02-25 11:00:00,51.53,65.04,31.14,66.97,82.69,11.08,149.51,0.67,48.72,8.68,15.34,1.57,97.94,566.7,0.0,31.98
2023-02-25 11:00:00,2023-02-25 12:00:00,48.68,75.76,6.43,30.61,27.56,26.77,42.9,0.48,96.86,3.86,14.39,1.36,65.34,631.65,0.0,33.33
2023-02-25 12:00:00,2023-02-25 13:00:00,38.37,46.11,2.67,10.19,9.85,30.09,10.22,0.41,118.0,1.27,14.41,1.87,47.93,606.23,0.0,33.59
2023-02-25 13:00:00,2023-02-25 14:00:00,,,2.62,9.55,9.48,26.53,9.56,0.4,116.56,0.84,12.72,1.3,179.76,614.48,0.0,34.71
2023-02-25 14:00:00,2023-02-25 15:00:00,23.27,28.79,2.69,10.52,10.04,22.88,13.34,0.34,123.67,0.7,12.38,1.51,97.3,574.53,0.0,34.88
2023-02-25 15:00:00,2023-02-25 16:00:00,20.1,25.08,2.67,9.83,9.67,22.01,13.73,0.36,118.42,0.58,12.8,1.48,257.0,440.55,0.0,34.84
2023-02-25 16:00:00,2023-02-25 17:00:00,16.02,23.29,2.92,14.55,12.34,21.13,12.0,0.34,111.2,0.49,14.82,2.04,23.23,254.68,0.0,33.89
2023-02-25 17:00:00,2023-02-25 18:00:00,28.18,59.93,2.63,6.85,8.08,21.77,7.14,0.29,103.54,0.43,17.72,1.09,41.23,76.98,0.0,32.02
2023-02-25 18:00:00,2023-02-25 19:00:00,16.89,23.26,2.93,27.53,19.48,19.35,6.44,0.41,61.65,0.45,25.28,0.35,111.03,34.2,0.0,28.37
2023-02-25 19:00:00,2023-02-25 20:00:00,47.51,66.03,3.81,57.95,35.71,16.71,5.88,0.67,33.6,1.53,34.95,0.27,114.58,33.8,0.0,25.25
2023-02-25 20:00:00,2023-02-25 21:00:00,68.23,197.96,12.85,68.4,52.18,14.7,6.7,1.29,15.58,3.5,40.92,0.25,132.64,33.5,0.0,23.48
2023-02-25 21:00:00,2023-02-25 22:00:00,96.08,248.88,52.08,77.72,91.91,11.45,6.53,0.97,4.68,5.88,48.44,0.32,72.1,33.75,0.0,21.52
2023-02-25 22:00:00,2023-02-25 23:00:00,233.14,442.44,25.6,76.36,64.92,16.35,5.46,0.74,6.17,2.94,51.96,0.4,111.74,33.4,0.0,20.62
2023-02-25 23:00:00,2023-02-26 00:00:00,144.14,295.31,15.52,72.17,54.18,20.85,4.58,0.74,3.11,2.76,57.74,0.28,166.77,33.6,0.0,19.72
2023-02-26 00:00:00,2023-02-26 01:00:00,79.79,209.47,11.8,60.81,43.62,24.46,4.99,0.74,5.12,3.3,60.92,0.27,157.98,33.62,0.0,19.21
2023-02-26 01:00:00,2023-02-26 02:00:00,104.85,215.45,4.8,50.23,32.48,27.33,5.05,0.8,10.36,3.8,62.0,0.24,272.02,33.38,0.0,19.03
2023-02-26 02:00:00,2023-02-26 03:00:00,52.11,108.47,3.83,45.27,29.11,28.01,5.02,0.8,11.07,3.89,65.82,0.11,314.55,33.8,0.0,18.79
2023-02-26 03:00:00,2023-02-26 04:00:00,,,,,,,,,,,,,,,,
2023-02-26 04:00:00,2023-02-26 05:00:00,,,,,,,,,,,,,,,,
2023-02-26 05:00:00,2023-02-26 06:00:00,,,,,,,,,,,,,,,,
2023-02-26 06:00:00,2023-02-26 07:00:00,,,,,,,,,,,,,,,,
2023-02-26 07:00:00,2023-02-26 08:00:00,,,,,,,,,,,,,,,,
2023-02-26 08:00:00,2023-02-26 09:00:00,,,,,,,,,,,,,,,,
2023-02-26 09:00:00,2023-02-26 10:00:00,,,,,,,,,,,,,,,,
2023-02-26 10:00:00,2023-02-26 11:00:00,,,,,,,,,,,,,,,,
2023-02-26 11:00:00,2023-02-26 12:00:00,,,,,,,,,,,,,,,,
2023-02-26 12:00:00,2023-02-26 13:00:00,,,,,,,,,,,,,,,,
2023-02-26 13:00:00,2023-02-26 14:00:00,,,,,,,,,,,,,,,,
2023-02-26 14:00:00,2023-02-26 15:00:00,,,,,,,,,,,,,,,,
2023-02-26 15:00:00,2023-02-26 16:00:00,,,,,,,,,,,,,,,,
2023-02-26 16:00:00,2023-02-26 17:00:00,,,,,,,,,,,,,,,,
2023-02-26 17:00:00,2023-02-26 18:00:00,,,,,,,,,,,,,,,,
2023-02-26 18:00:00,2023-02-26 19:00:00,,,,,,,,,,,,,,,,
2023-02-26 19:00:00,2023-02-26 20:00:00,,,,,,,,,,,,,,,,
2023-02-26 20:00:00,2023-02-26 21:00:00,,,,,,,,,,,,,,,,
2023-02-26 21:00:00,2023-02-26 22:00:00,,,,,,,,,,,,,,,,
2023-02-26 22:00:00,2023-02-26 23:00:00,,,,,,,,,,,,,,,,
2023-02-26 23:00:00,2023-02-27 00:00:00,,,,,,,,,,,,,,,,
2023-02-27 00:00:00,2023-02-27 01:00:00,,,,,,,,,,,,,,,,
2023-02-27 01:00:00,2023-02-27 02:00:00,,,,,,,,,,,,,,,,
2023-02-27 02:00:00,2023-02-27 03:00:00,,,,,,,,,,,,,,,,
2023-02-27 03:00:00,2023-02-27 04:00:00,,,,,,,,,,,,,,,,
2023-02-27 04:00:00,2023-02-27 05:00:00,,,,,,,,,,,,,,,,
2023-02-27 05:00:00,2023-02-27 06:00:00,,,,,,,,,,,,,,,,
2023-02-27 06:00:00,2023-02-27 07:00:00,,,,,,,,,,,,,,,,
2023-02-27 07:00:00,2023-02-27 08:00:00,,,,,,,,,,,,,,,,
2023-02-27 08:00:00,2023-02-27 09:00:00,72.2,84.22,2.91,13.93,12.0,30.05,10.99,0.5,81.74,3.42,18.35,1.57,139.61,319.9,0.0,28.43
2023-02-27 09:00:00,2023-02-27 10:00:00,,,2.75,11.5,10.6,28.67,10.69,0.54,90.35,1.98,20.04,1.84,120.53,454.72,0.0,29.63
2023-02-27 10:00:00,2023-02-27 11:00:00,41.16,55.98,2.61,10.95,10.2,21.88,10.26,0.58,99.1,3.69,16.25,1.73,127.76,581.67,0.0,31.93
2023-02-27 11:00:00,2023-02-27 12:00:00,,,2.51,11.22,10.27,22.35,10.42,0.66,116.53,5.05,13.4,1.43,98.78,589.03,0.0,33.5
2023-02-27 12:00:00,2023-02-27 13:00:00,,,2.5,11.23,10.25,22.59,11.61,0.56,123.38,4.07,12.27,1.34,140.67,535.93,0.0,34.32
2023-02-27 13:00:00,2023-02-27 14:00:00,28.38,52.5,2.55,11.29,10.33,20.16,13.31,0.52,139.06,2.8,11.95,1.51,47.02,545.9,0.0,34.99
2023-02-27 14:00:00,2023-02-27 15:00:00,31.89,42.23,2.44,8.35,8.69,24.61,13.88,0.44,150.42,0.58,11.39,0.89,16.28,482.93,0.0,35.47
2023-02-27 15:00:00,2023-02-27 16:00:00,17.32,42.0,2.18,15.04,11.99,38.0,21.45,0.56,159.4,1.33,11.98,1.2,175.34,356.07,0.0,35.31
2023-02-27 16:00:00,2023-02-27 17:00:00,31.5,45.44,2.21,21.24,15.26,40.67,26.95,0.55,153.54,1.34,13.55,1.21,256.25,200.75,0.0,34.59
2023-02-27 17:00:00,2023-02-27 18:00:00,49.29,71.34,2.36,18.14,18.46,34.61,15.87,0.61,120.32,0.73,17.47,0.75,145.54,64.25,0.0,32.19
2023-02-27 18:00:00,2023-02-27 19:00:00,35.44,71.55,2.69,56.04,37.11,26.8,15.42,1.06,68.52,4.04,26.5,0.28,209.44,34.3,0.0,28.48
2023-02-27 19:00:00,2023-02-27 20:00:00,68.96,168.49,2.34,49.42,30.08,30.45,12.24,1.2,59.1,5.15,32.97,0.19,138.07,33.85,0.0,25.77
2023-02-27 20:00:00,2023-02-27 21:00:00,55.37,80.34,14.48,63.73,58.69,23.07,8.91,1.03,26.7,7.39,39.94,0.6,120.59,33.17,0.0,23.97
2023-02-27 21:00:00,2023-02-27 22:00:00,91.63,252.44,5.53,70.59,50.42,27.09,7.72,1.08,21.39,4.58,43.47,0.48,110.88,33.75,0.0,22.78
2023-02-27 22:00:00,2023-02-27 23:00:00,122.27,264.01,3.75,68.98,43.27,29.52,6.08,1.12,19.41,5.75,52.4,0.26,81.77,33.62,0.0,21.62
2023-02-27 23:00:00,2023-02-28 00:00:00,99.53,184.63,3.21,54.36,33.36,32.41,5.3,0.82,20.97,4.11,56.14,0.29,225.72,33.67,0.0,20.62
2023-02-28 00:00:00,2023-02-28 01:00:00,68.61,118.4,4.67,45.93,30.14,32.8,5.38,0.89,17.17,3.78,62.15,0.17,221.25,33.75,0.0,19.9
2023-02-28 01:00:00,2023-02-28 02:00:00,57.06,125.57,3.38,34.76,23.27,33.35,6.4,0.93,29.01,4.25,59.15,0.38,156.13,33.23,0.0,19.77
2023-02-28 02:00:00,2023-02-28 03:00:00,59.99,86.15,3.06,33.27,22.23,32.89,6.9,0.64,45.26,3.8,50.55,0.44,124.77,33.0,0.0,20.23
2023-02-28 03:00:00,2023-02-28 04:00:00,41.08,82.04,2.67,21.81,15.92,33.68,7.13,0.58,44.48,2.37,51.55,0.26,174.54,33.9,0.0,20.2
2023-02-28 04:00:00,2023-02-28 05:00:00,28.76,60.69,9.21,46.25,33.94,28.9,5.47,0.66,15.18,2.65,65.07,0.24,101.0,33.83,0.0,17.9
2023-02-28 05:00:00,2023-02-28 06:00:00,42.38,111.27,13.81,62.72,46.23,25.57,5.29,0.72,9.66,3.12,62.3,0.24,127.6,33.52,0.0,17.51
2023-02-28 06:00:00,2023-02-28 07:00:00,61.14,129.84,20.82,58.49,49.65,26.72,5.0,0.94,4.91,5.63,65.77,0.16,130.31,48.9,0.0,17.36
2023-02-28 07:00:00,2023-02-28 08:00:00,99.2,229.65,25.49,63.82,56.17,26.0,5.27,1.25,8.75,5.85,58.84,0.22,266.43,94.8,0.0,20.3
2023-02-28 08:00:00,2023-02-28 09:00:00,101.46,175.91,4.62,28.37,20.91,36.06,8.54,0.7,51.75,6.05,31.62,1.03,69.74,191.55,0.0,26.49
2023-02-28 09:00:00,2023-02-28 10:00:00,81.95,86.43,3.06,16.37,13.39,35.62,14.2,0.71,80.98,4.14,20.12,1.53,127.49,417.77,0.0,29.76
2023-02-28 10:00:00,2023-02-28 11:00:00,61.8,87.53,2.95,18.35,14.34,29.37,18.23,0.62,100.8,5.05,17.19,1.71,113.44,545.47,0.0,31.87
2023-02-28 11:00:00,2023-02-28 12:00:00,49.01,63.66,3.51,31.13,21.47,27.04,37.36,0.68,112.73,2.48,14.78,1.12,188.24,542.2,0.0,34.56
2023-02-28 12:00:00,2023-02-28 13:00:00,,,3.14,37.21,24.34,31.42,41.14,0.62,,1.96,15.56,1.2,215.52,510.97,0.0,35.09
2023-02-28 13:00:00,2023-02-28 14:00:00,54.25,66.61,2.87,37.97,24.53,35.53,43.72,0.7,,3.48,15.71,0.91,249.61,497.68,0.0,35.5
2023-02-28 14:00:00,2023-02-28 15:00:00,60.62,75.92,3.28,15.37,13.05,35.74,26.45,0.56,156.52,5.69,13.83,1.19,308.08,491.05,0.0,36.02
2023-02-28 15:00:00,2023-02-28 16:00:00,54.67,72.1,2.73,17.43,13.68,35.79,26.84,0.54,171.0,11.04,14.37,1.68,331.68,360.5,0.0,35.42
2023-02-28 16:00:00,2023-02-28 17:00:00,47.83,66.63,2.66,21.46,15.73,33.43,29.66,0.51,165.59,5.31,15.87,1.42,336.57,197.28,0.0,34.65
2023-02-28 17:00:00,2023-02-28 18:00:00,41.12,62.98,2.66,21.27,15.63,31.57,26.97,0.55,138.0,2.36,20.6,0.52,144.42,73.0,0.0,33.17
2023-02-28 18:00:00,2023-02-28 19:00:00,,,,,,,,,,,,,,,,
2023-02-28 19:00:00,2023-02-28 20:00:00,,,,,,,,,,,,,,,,
2023-02-28 20:00:00,2023-02-28 21:00:00,,,,,,,,,,,,,,,,
2023-02-28 21:00:00,2023-02-28 22:00:00,,,,,,,,,,,,,,,,
2023-02-28 22:00:00,2023-02-28 23:00:00,,,,,,,,,,,,,,,,
2023-02-28 23:00:00,2023-03-01 00:00:00,,,,,,,,,,,,,,,,
2023-03-01 00:00:00,2023-03-01 01:00:00,,,,,,,,,,,,,,,,
2023-03-01 01:00:00,2023-03-01 02:00:00,,,,,,,,,,,,,,,,
2023-03-01 02:00:00,2023-03-01 03:00:00,,,,,,,,,,,,,,,,
2023-03-01 03:00:00,2023-03-01 04:00:00,,,,,,,,,,,,,,,,
2023-03-01 04:00:00,2023-03-01 05:00:00,,,,,,,,,,,,,,,,
2023-03-01 05:00:00,2023-03-01 06:00:00,,,,,,,,,,,,,,,,
2023-03-01 06:00:00,2023-03-01 07:00:00,,,,,,,,,,,,,,,,
2023-03-01 07:00:00,2023-03-01 08:00:00,,,,,,,,,,,,,,,,
2023-03-01 08:00:00,2023-03-01 09:00:00,,,,,,,,,,,,,,,,
2023-03-01 09:00:00,2023-03-01 10:00:00,,,,,,,,,,,,,,,,
2023-03-01 10:00:00,2023-03-01 11:00:00,,,,,,,,,,,,,,,,
2023-03-01 11:00:00,2023-03-01 12:00:00,,,,,,,,,,,,,,,,
2023-03-01 12:00:00,2023-03-01 13:00:00,,,,,,,,,,,,,,,,
2023-03-01 13:00:00,2023-03-01 14:00:00,,,,,,,,,,,,,,,,
2023-03-01 14:00:00,2023-03-01 15:00:00,,,,,,,,,,,,,,,,
2023-03-01 15:00:00,2023-03-01 16:00:00,,,,,,,,,,,,,,,,
2023-03-01 16:00:00,2023-03-01 17:00:00,,,,,,,,,,,,,,,,
2023-03-01 17:00:00,2023-03-01 18:00:00,,,,,,,,,,,,,,,,
2023-03-01 18:00:00,2023-03-01 19:00:00,,,,,,,,,,,,,,,,
2023-03-01 19:00:00,2023-03-01 20:00:00,,,,,,,,,,,,,,,,
2023-03-01 20:00:00,2023-03-01 21:00:00,,,,,,,,,,,,,,,,
2023-03-01 21:00:00,2023-03-01 22:00:00,,,,,,,,,,,,,,,,
2023-03-01 22:00:00,2023-03-01 23:00:00,,,,,,,,,,,,,,,,
2023-03-01 23:00:00,2023-03-02 00:00:00,,,,,,,,,,,,,,,,
2023-03-02 00:00:00,2023-03-02 01:00:00,,,,,,,,,,,,,,,,
2023-03-02 01:00:00,2023-03-02 02:00:00,,,,,,,,,,,,,,,,
2023-03-02 02:00:00,2023-03-02 03:00:00,,,,,,,,,,,,,,,,
2023-03-02 03:00:00,2023-03-02 04:00:00,,,,,,,,,,,,,,,,
2023-03-02 04:00:00,2023-03-02 05:00:00,,,,,,,,,,,,,,,,
2023-03-02 05:00:00,2023-03-02 06:00:00,,,,,,,,,,,,,,,,
2023-03-02 06:00:00,2023-03-02 07:00:00,,,,,,,,,,,,,,,,
2023-03-02 07:00:00,2023-03-02 08:00:00,,,,,,,,,,,,,,,,
2023-03-02 08:00:00,2023-03-02 09:00:00,62.36,88.26,3.2,20.32,15.57,36.47,8.83,0.65,61.1,3.51,35.05,0.78,23.7,222.6,0.0,28.17
2023-03-02 09:00:00,2023-03-02 10:00:00,58.3,73.85,4.41,34.8,24.11,33.98,35.92,0.77,70.81,4.01,22.59,1.17,69.75,345.82,0.0,30.5
2023-03-02 10:00:00,2023-03-02 11:00:00,61.44,63.34,4.15,27.82,21.31,29.58,31.29,0.67,93.55,4.73,18.34,1.66,99.23,456.17,0.0,32.41
2023-03-02 11:00:00,2023-03-02 12:00:00,72.67,74.66,16.0,,71.25,23.0,129.72,0.67,55.48,3.28,16.55,1.35,92.15,491.48,0.0,34.2
2023-03-02 12:00:00,2023-03-02 13:00:00,42.7,63.56,8.15,60.61,50.26,34.89,93.14,0.54,87.38,2.77,14.84,0.92,56.98,479.42,0.0,35.38
2023-03-02 13:00:00,2023-03-02 14:00:00,38.11,56.63,2.65,19.56,14.73,38.34,23.63,0.5,138.6,1.7,14.34,1.29,44.2,506.85,0.0,35.88
2023-03-02 14:00:00,2023-03-02 15:00:00,38.04,46.36,2.39,11.0,10.05,38.74,13.15,0.48,144.98,1.22,14.29,1.35,100.38,467.73,0.0,36.0
2023-03-02 15:00:00,2023-03-02 16:00:00,38.13,47.33,2.43,9.73,9.41,31.65,12.73,0.45,142.25,0.96,14.03,1.08,38.38,348.62,0.0,36.07
2023-03-02 16:00:00,2023-03-02 17:00:00,33.04,40.55,2.42,12.15,10.68,32.72,13.84,0.49,142.11,0.89,16.05,1.3,183.63,195.18,0.0,35.3
2023-03-02 17:00:00,2023-03-02 18:00:00,29.53,46.25,2.45,16.94,13.2,33.72,10.88,0.63,104.88,1.97,22.07,0.62,301.53,65.07,0.0,32.96
2023-03-02 18:00:00,2023-03-02 19:00:00,27.84,55.64,2.54,23.57,16.73,33.59,8.46,0.8,62.91,2.64,31.31,0.15,167.6,34.42,0.0,29.05
2023-03-02 19:00:00,2023-03-02 20:00:00,39.96,73.66,14.31,52.75,51.65,25.83,7.62,0.89,30.64,3.64,39.14,0.34,119.71,33.68,0.0,26.55
2023-03-02 20:00:00,2023-03-02 21:00:00,95.23,217.29,47.95,,103.1,13.8,6.73,1.05,3.57,4.75,44.77,0.32,106.84,33.65,0.0,25.22
2023-03-02 21:00:00,2023-03-02 22:00:00,130.81,337.21,6.66,68.92,46.0,31.07,6.83,0.87,26.63,3.33,44.87,0.38,161.81,33.45,0.0,24.61
2023-03-02 22:00:00,2023-03-02 23:00:00,100.66,272.1,3.3,61.19,37.0,34.27,5.93,0.82,21.92,3.67,51.12,0.2,125.13,33.88,0.0,23.49
2023-03-02 23:00:00,2023-03-03 00:00:00,95.06,256.02,6.4,64.62,41.37,33.41,4.73,0.85,9.13,2.99,61.39,0.11,199.06,33.88,0.0,21.75
2023-03-03 00:00:00,2023-03-03 01:00:00,67.67,183.81,3.37,40.87,26.44,38.03,5.51,0.8,22.48,3.08,62.98,0.22,233.28,33.55,0.0,21.69
2023-03-03 01:00:00,2023-03-03 02:00:00,35.11,90.75,3.58,29.37,20.6,38.24,6.67,0.72,36.29,2.74,60.03,0.21,172.82,33.6,0.0,21.38
2023-03-03 02:00:00,2023-03-03 03:00:00,33.29,73.35,3.11,34.53,22.92,37.07,5.95,0.72,24.75,3.16,66.83,0.18,107.4,33.75,0.0,20.24
2023-03-03 03:00:00,2023-03-03 04:00:00,41.25,89.86,5.38,34.48,24.72,36.1,5.84,0.77,24.3,3.14,67.97,0.39,106.65,33.45,0.0,19.71
2023-03-03 04:00:00,2023-03-03 05:00:00,66.64,191.29,26.55,70.06,60.28,26.61,5.17,0.74,2.61,3.81,70.03,0.29,108.7,33.58,0.0,18.97
2023-03-03 05:00:00,2023-03-03 06:00:00,85.42,277.57,19.27,59.63,48.99,31.17,4.64,0.83,2.46,3.2,78.13,0.24,226.28,33.67,0.0,18.2
2023-03-03 06:00:00,2023-03-03 07:00:00,62.61,179.34,13.64,50.21,39.56,35.12,4.34,0.82,2.97,4.14,81.8,0.23,153.34,49.9,0.0,18.0
2023-03-03 07:00:00,2023-03-03 08:00:00,56.78,130.63,10.74,43.82,33.9,37.04,5.03,1.03,17.14,5.29,65.5,0.5,177.0,93.67,0.0,21.13
2023-03-03 08:00:00,2023-03-03 09:00:00,50.0,104.09,4.07,24.98,18.7,40.45,6.37,0.81,44.24,5.14,48.01,0.99,346.38,161.95,0.0,25.42
2023-03-03 09:00:00,2023-03-03 10:00:00,46.12,71.5,3.23,19.13,14.97,39.09,10.39,0.74,67.64,5.53,31.48,0.94,189.89,376.9,0.0,30.1
2023-03-03 10:00:00,2023-03-03 11:00:00,42.1,60.13,8.07,22.88,32.83,27.0,54.75,0.59,79.32,4.32,15.85,1.27,92.68,544.9,0.0,33.9
2023-03-03 11:00:00,2023-03-03 12:00:00,44.83,56.57,4.21,26.93,20.9,32.26,34.05,0.44,106.01,1.75,14.02,1.25,45.09,581.85,0.0,35.01
2023-03-03 12:00:00,2023-03-03 13:00:00,,,2.54,10.21,9.76,36.62,9.3,0.4,122.65,0.88,12.08,1.95,19.77,557.23,0.0,35.66
