From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),Xylene (ug/m3),AT (degree C),RF (mm)
2022-12-10 11:00:00,2022-12-10 12:00:00,83.39,213.84,20.45,104.02,125.24,3.57,11.96,1.36,5.97,,,,,,51.47,0.38,211.95,330.06,745.53,,26.2,0.0
2022-12-10 12:00:00,2022-12-10 13:00:00,109.55,300.88,14.05,92.17,104.95,3.56,12.2,1.38,9.83,,,,,,46.46,0.46,179.81,361.12,744.8,,27.19,0.0
2022-12-10 13:00:00,2022-12-10 14:00:00,67.92,176.24,12.16,71.51,83.12,3.48,12.18,1.26,12.74,,,,,,45.1,0.77,88.81,349.95,744.18,,26.88,0.0
2022-12-10 14:00:00,2022-12-10 15:00:00,64.0,155.19,11.5,60.14,71.77,3.45,12.15,1.09,12.33,,,,,,44.42,0.69,83.42,297.59,743.6,,27.17,0.0
2022-12-10 15:00:00,2022-12-10 16:00:00,50.67,131.32,11.14,51.73,63.38,3.5,11.95,0.92,12.93,,,,,,45.62,0.83,86.62,206.73,743.22,,26.02,0.0
2022-12-10 16:00:00,2022-12-10 17:00:00,42.99,99.91,11.05,48.81,60.77,3.54,11.82,0.81,11.33,,,,,,54.03,0.46,73.47,72.44,743.14,,23.93,0.09
2022-12-10 17:00:00,2022-12-10 18:00:00,35.85,144.86,20.33,74.88,97.87,3.56,11.88,1.06,5.59,,,,,,68.8,0.13,75.82,0.66,743.18,,20.45,0.01
2022-12-10 18:00:00,2022-12-10 19:00:00,71.08,244.02,43.84,91.5,146.71,3.51,12.14,1.55,4.37,,,,,,79.48,0.14,92.91,0.0,743.44,,18.16,0.0
2022-12-10 19:00:00,2022-12-10 20:00:00,98.02,278.15,97.11,101.9,231.85,3.53,12.84,2.4,4.49,,,,,,84.48,0.11,84.31,0.0,743.83,,17.2,0.0
2022-12-10 20:00:00,2022-12-10 21:00:00,117.7,341.61,163.33,100.07,323.7,3.48,13.76,3.33,4.63,,,,,,87.28,0.03,26.32,0.0,744.1,,16.46,0.0
2022-12-10 21:00:00,2022-12-10 22:00:00,121.97,328.23,223.38,99.11,408.04,3.43,14.56,4.23,4.48,,,,,,86.69,0.08,65.83,0.0,744.25,,16.56,0.0
2022-12-10 22:00:00,2022-12-10 23:00:00,94.06,288.12,258.14,107.39,464.92,3.45,15.07,4.89,4.85,,,,,,86.78,0.11,31.82,0.0,744.29,,16.29,0.0
2022-12-10 23:00:00,2022-12-11 00:00:00,131.89,348.35,247.0,111.53,453.0,3.51,15.01,4.8,4.57,,,,,,87.91,0.34,83.14,0.0,744.13,,16.25,0.0
2022-12-11 00:00:00,2022-12-11 01:00:00,119.51,247.06,184.75,108.7,362.01,3.55,14.04,4.09,4.45,,,,,,87.64,0.42,66.91,0.0,743.9,,16.0,0.0
2022-12-11 01:00:00,2022-12-11 02:00:00,104.51,212.91,121.31,103.02,267.23,3.53,13.25,3.31,4.83,,,,,,89.05,0.49,80.91,0.0,743.77,,15.29,0.0
2022-12-11 02:00:00,2022-12-11 03:00:00,99.83,220.07,74.89,97.92,196.5,3.52,12.64,2.67,4.45,,,,,,90.36,0.43,85.09,0.0,743.73,,14.79,0.0
2022-12-11 03:00:00,2022-12-11 04:00:00,96.86,250.37,45.08,88.45,145.34,3.48,12.15,2.22,4.58,,,,,,92.18,0.4,104.09,0.0,743.57,,13.97,0.0
2022-12-11 04:00:00,2022-12-11 05:00:00,92.72,195.86,30.45,79.5,116.61,3.43,11.99,1.92,4.5,,,,,,93.97,0.49,88.37,0.0,743.35,,13.42,0.0
2022-12-11 05:00:00,2022-12-11 06:00:00,91.33,241.66,20.44,72.89,96.5,3.54,11.95,1.73,4.39,,,,,,93.29,0.58,82.81,0.0,743.62,,13.45,0.0
2022-12-11 06:00:00,2022-12-11 07:00:00,93.71,220.0,16.16,68.62,86.57,3.53,11.89,1.55,4.51,,,,,,93.47,0.58,82.78,0.0,744.03,,13.07,0.0
2022-12-11 07:00:00,2022-12-11 08:00:00,84.7,175.61,14.26,63.26,78.2,3.53,11.84,1.4,4.51,,,,,,92.76,0.4,57.52,42.33,744.55,,13.13,0.0
2022-12-11 08:00:00,2022-12-11 09:00:00,78.08,163.91,14.45,65.82,81.02,3.51,11.99,1.3,4.81,,,,,,83.5,0.76,83.53,156.6,745.18,,15.71,0.0
2022-12-11 09:00:00,2022-12-11 10:00:00,88.7,190.06,13.71,62.84,77.34,3.53,12.17,1.24,5.76,,,,,,73.18,0.74,121.83,261.61,745.63,,19.03,0.0
2022-12-11 10:00:00,2022-12-11 11:00:00,81.27,172.04,14.34,59.34,75.12,3.52,11.97,1.12,6.13,,,,,,56.49,0.67,106.28,360.1,745.81,,22.98,0.0
2022-12-11 11:00:00,2022-12-11 12:00:00,55.65,118.17,14.11,52.92,69.16,3.48,12.0,0.97,7.67,,,,,,48.61,0.61,89.75,417.65,745.63,,25.4,0.0
2022-12-11 12:00:00,2022-12-11 13:00:00,52.94,110.09,12.96,49.0,63.59,3.44,11.94,0.87,8.95,,,,,,45.73,0.7,102.34,411.69,744.91,,27.23,0.18
2022-12-11 13:00:00,2022-12-11 14:00:00,60.37,163.85,11.29,45.25,57.8,3.47,11.9,0.74,12.59,,,,,,41.64,1.16,99.54,412.42,744.04,,27.76,0.12
2022-12-11 14:00:00,2022-12-11 15:00:00,38.4,81.67,10.99,42.78,54.98,3.53,12.0,0.57,13.93,,,,,,40.28,0.95,99.3,344.74,743.38,,28.84,0.0
2022-12-11 15:00:00,2022-12-11 16:00:00,40.72,112.22,10.03,39.25,50.56,3.5,11.81,0.46,14.24,,,,,,36.95,0.97,81.95,272.6,742.96,,28.76,0.0
2022-12-11 16:00:00,2022-12-11 17:00:00,27.8,74.12,10.74,40.79,52.99,3.48,11.83,0.39,11.6,,,,,,40.84,0.61,87.93,118.37,742.61,,26.57,0.0
2022-12-11 17:00:00,2022-12-11 18:00:00,19.2,88.02,12.14,54.91,67.79,3.55,11.92,0.52,6.46,,,,,,54.85,0.46,78.76,1.62,742.49,,22.62,0.0
2022-12-11 18:00:00,2022-12-11 19:00:00,40.32,154.64,13.04,66.53,79.95,3.54,11.86,0.67,4.83,,,,,,62.57,0.63,75.83,0.0,742.79,,21.25,0.0
2022-12-11 19:00:00,2022-12-11 20:00:00,48.26,148.83,12.0,72.92,84.49,3.51,11.93,0.84,6.15,,,,,,65.43,0.63,60.98,0.0,743.17,,20.43,0.04
2022-12-11 20:00:00,2022-12-11 21:00:00,60.75,151.48,11.75,72.02,83.31,3.51,11.85,0.95,5.54,,,,,,68.24,0.68,77.39,0.0,743.44,,19.36,0.16
2022-12-11 21:00:00,2022-12-11 22:00:00,61.27,151.57,10.99,66.05,76.54,3.53,11.84,0.95,6.15,,,,,,67.87,1.02,91.09,0.0,743.45,,18.76,0.0
2022-12-11 22:00:00,2022-12-11 23:00:00,57.28,138.43,10.66,61.27,71.77,3.45,11.84,0.85,7.09,,,,,,68.55,1.24,89.97,0.0,743.31,,17.97,0.0
2022-12-11 23:00:00,2022-12-12 00:00:00,42.87,120.38,10.37,53.82,64.12,3.55,11.85,0.75,6.91,,,,,,70.09,1.03,85.42,0.0,743.19,,17.15,0.0
2022-12-12 00:00:00,2022-12-12 01:00:00,55.37,134.8,10.16,50.17,60.97,3.5,11.91,0.66,6.66,,,,,,71.83,1.17,84.7,0.0,742.96,,16.62,0.0
2022-12-12 01:00:00,2022-12-12 02:00:00,52.17,127.09,10.41,47.53,58.54,3.49,11.88,0.56,6.14,,,,,,74.97,0.94,80.35,0.0,742.93,,15.76,0.0
2022-12-12 02:00:00,2022-12-12 03:00:00,55.42,118.17,10.07,45.02,55.9,3.45,11.79,0.51,5.68,,,,,,79.1,0.74,83.19,0.0,742.73,,14.7,0.0
2022-12-12 03:00:00,2022-12-12 04:00:00,56.19,120.0,10.45,43.97,55.52,3.54,11.87,0.46,5.61,,,,,,81.64,1.01,94.22,0.0,742.62,,13.97,0.0
2022-12-12 04:00:00,2022-12-12 05:00:00,49.05,119.48,10.28,43.23,54.42,3.51,11.76,0.41,5.2,,,,,,83.71,0.84,90.52,0.0,742.51,,13.48,0.0
2022-12-12 05:00:00,2022-12-12 06:00:00,48.94,106.84,10.62,43.33,55.07,3.55,11.74,0.38,4.88,,,,,,86.14,0.8,87.6,0.0,742.7,,12.96,0.0
2022-12-12 06:00:00,2022-12-12 07:00:00,54.04,116.3,11.43,44.16,56.82,3.54,11.78,0.36,4.28,,,,,,88.38,0.69,93.8,0.0,743.03,,12.32,0.0
2022-12-12 07:00:00,2022-12-12 08:00:00,53.96,113.71,14.26,46.44,62.9,3.54,11.84,0.4,4.16,,,,,,87.92,0.67,81.3,47.02,743.6,,12.6,0.0
2022-12-12 08:00:00,2022-12-12 09:00:00,52.24,140.47,15.85,50.74,69.28,3.53,11.98,0.49,4.61,,,,,,78.78,0.86,92.49,167.55,744.37,,15.32,0.0
2022-12-12 09:00:00,2022-12-12 10:00:00,70.56,163.75,13.8,54.2,69.57,3.51,12.12,0.55,4.67,,,,,,65.06,0.83,93.95,275.29,745.03,,18.95,0.0
2022-12-12 10:00:00,2022-12-12 11:00:00,60.88,149.86,11.79,54.24,66.7,3.46,12.05,0.56,6.51,,,,,,56.13,0.86,84.5,352.23,745.22,,21.46,0.23
2022-12-12 11:00:00,2022-12-12 12:00:00,59.87,129.39,10.8,51.03,62.4,3.38,12.12,0.54,8.7,,,,,,51.67,1.21,89.68,421.12,744.67,,23.48,0.27
2022-12-12 12:00:00,2022-12-12 13:00:00,28.75,125.0,10.41,45.06,56.35,3.56,12.04,0.46,12.45,,,,,,45.75,1.21,103.22,432.18,743.79,,25.8,0.0
2022-12-12 13:00:00,2022-12-12 14:00:00,41.76,97.11,9.97,41.14,52.11,3.53,12.02,0.39,14.71,,,,,,40.14,1.24,86.79,418.27,742.9,,27.34,0.0
2022-12-12 14:00:00,2022-12-12 15:00:00,34.47,82.94,8.82,36.85,46.68,3.51,11.86,0.29,18.9,,,,,,35.62,1.54,96.09,366.88,742.31,,27.88,0.0
2022-12-12 15:00:00,2022-12-12 16:00:00,26.59,67.44,9.02,35.78,45.85,3.43,11.82,0.2,18.18,,,,,,35.95,1.16,104.09,277.52,742.0,,27.96,0.0
2022-12-12 16:00:00,2022-12-12 17:00:00,28.58,80.03,8.76,37.58,46.95,3.52,11.96,0.2,15.14,,,,,,41.85,0.9,81.31,122.34,741.86,,25.96,0.0
2022-12-12 17:00:00,2022-12-12 18:00:00,31.99,102.28,9.32,43.52,53.47,3.52,11.79,0.26,10.15,,,,,,55.37,0.88,64.65,2.16,741.91,,22.51,0.0
2022-12-12 18:00:00,2022-12-12 19:00:00,21.36,116.91,9.32,48.62,58.07,3.53,11.89,0.35,8.62,,,,,,57.14,0.93,81.54,0.0,742.22,,21.0,0.0
2022-12-12 19:00:00,2022-12-12 20:00:00,48.83,138.99,9.69,52.99,62.72,3.5,11.99,0.47,7.29,,,,,,58.3,0.86,54.65,0.0,742.59,,20.02,0.0
2022-12-12 20:00:00,2022-12-12 21:00:00,47.77,133.69,9.53,53.95,63.16,3.55,11.77,0.57,6.96,,,,,,61.62,1.02,71.9,0.0,742.99,,18.85,0.28
2022-12-12 21:00:00,2022-12-12 22:00:00,50.52,128.89,9.05,51.12,60.11,3.49,11.96,0.56,9.14,,,,,,59.69,1.5,86.86,0.0,743.14,,18.62,0.14
2022-12-12 22:00:00,2022-12-12 23:00:00,47.17,110.66,8.82,44.67,53.79,3.5,11.96,0.48,9.1,,,,,,60.68,1.3,89.29,0.0,743.28,,17.8,0.09
2022-12-12 23:00:00,2022-12-13 00:00:00,43.69,113.95,9.19,43.2,53.08,3.41,11.86,0.43,7.47,,,,,,62.91,1.17,83.36,0.0,743.43,,16.99,0.0
2022-12-13 00:00:00,2022-12-13 01:00:00,30.8,104.24,9.36,43.36,53.26,3.46,11.93,0.39,6.18,,,,,,65.6,1.09,79.46,0.0,743.52,,16.16,0.0
2022-12-13 01:00:00,2022-12-13 02:00:00,49.82,108.72,9.32,43.1,53.17,3.51,11.75,0.36,5.94,,,,,,67.17,1.09,90.35,0.0,743.63,,15.42,0.0
2022-12-13 02:00:00,2022-12-13 03:00:00,49.03,102.28,9.03,43.01,52.76,3.57,11.86,0.33,5.95,,,,,,68.96,1.23,92.41,0.0,743.68,,14.79,0.0
2022-12-13 03:00:00,2022-12-13 04:00:00,50.57,101.72,8.71,41.72,51.04,3.47,12.0,0.32,5.92,,,,,,71.63,1.37,97.2,0.0,743.69,,14.1,0.0
2022-12-13 04:00:00,2022-12-13 05:00:00,51.14,105.65,8.69,41.4,50.62,3.44,11.94,0.3,6.04,,,,,,74.63,1.56,90.69,0.0,743.68,,13.3,0.0
2022-12-13 05:00:00,2022-12-13 06:00:00,48.85,101.25,9.01,40.89,50.56,3.52,11.9,0.29,5.3,,,,,,77.46,1.24,85.92,0.0,743.89,,12.63,0.0
2022-12-13 06:00:00,2022-12-13 07:00:00,48.97,101.2,9.36,41.11,51.34,3.48,11.86,0.28,4.71,,,,,,80.7,1.12,88.34,0.0,744.31,,11.87,0.0
2022-12-13 07:00:00,2022-12-13 08:00:00,49.59,102.11,9.7,41.91,52.55,3.48,11.88,0.29,4.91,,,,,,80.44,1.25,89.1,47.76,744.92,,12.09,0.0
2022-12-13 08:00:00,2022-12-13 09:00:00,54.34,113.78,10.83,44.8,56.61,3.58,12.0,0.31,4.7,,,,,,74.11,1.39,92.68,159.33,745.48,,14.02,0.0
2022-12-13 09:00:00,2022-12-13 10:00:00,59.32,127.78,10.05,48.79,59.76,3.52,12.32,0.37,6.51,,,,,,68.26,1.55,100.3,254.07,745.95,,16.35,0.0
2022-12-13 10:00:00,2022-12-13 11:00:00,51.6,142.45,9.51,50.0,59.82,3.44,12.12,0.43,8.29,,,,,,60.06,1.23,97.09,335.78,746.01,,19.48,0.0
2022-12-13 11:00:00,2022-12-13 12:00:00,57.82,132.88,8.79,42.43,51.72,3.54,12.27,0.36,15.2,,,,,,53.71,1.43,100.32,413.25,745.44,,21.46,0.0
2022-12-13 12:00:00,2022-12-13 13:00:00,41.87,110.75,8.39,34.37,43.8,3.56,11.93,0.29,17.01,,,,,,50.68,1.46,86.86,419.06,744.65,,23.24,0.0
2022-12-13 13:00:00,2022-12-13 14:00:00,46.81,108.96,8.48,34.15,43.83,3.58,12.23,0.25,18.67,,,,,,48.69,1.74,72.85,410.88,743.85,,23.97,0.0
2022-12-13 14:00:00,2022-12-13 15:00:00,44.16,110.95,8.38,32.64,41.99,3.56,11.95,0.21,18.02,,,,,,46.85,1.94,74.03,352.47,743.4,,24.58,0.0
2022-12-13 15:00:00,2022-12-13 16:00:00,39.15,110.97,8.29,33.63,42.97,3.49,11.83,0.18,14.95,,,,,,47.86,1.57,68.3,255.51,743.06,,24.55,0.0
2022-12-13 16:00:00,2022-12-13 17:00:00,34.2,101.82,8.42,34.63,44.07,3.51,11.88,0.17,13.48,,,,,,51.79,0.95,84.86,106.98,742.87,,23.29,0.0
2022-12-13 17:00:00,2022-12-13 18:00:00,35.06,115.75,10.91,47.05,58.81,3.49,11.87,0.3,6.67,,,,,,64.44,0.26,86.38,2.13,742.81,,19.94,0.0
2022-12-13 18:00:00,2022-12-13 19:00:00,55.35,206.86,25.59,71.44,102.2,3.46,12.07,0.77,3.6,,,,,,71.41,0.34,99.89,0.0,743.03,,18.07,0.0
2022-12-13 19:00:00,2022-12-13 20:00:00,65.77,194.95,28.91,82.93,117.68,3.52,12.11,1.05,4.17,,,,,,63.09,0.65,82.09,0.0,743.3,,18.5,0.0
2022-12-13 20:00:00,2022-12-13 21:00:00,51.78,149.74,19.64,81.45,102.88,3.45,11.9,1.07,4.38,,,,,,61.41,0.94,83.13,0.0,743.54,,18.07,0.0
2022-12-13 21:00:00,2022-12-13 22:00:00,42.71,164.36,11.18,72.95,83.09,3.48,11.81,0.89,6.14,,,,,,60.71,1.7,87.97,0.0,743.35,,17.74,0.0
2022-12-13 22:00:00,2022-12-13 23:00:00,40.62,107.03,8.82,55.78,64.03,3.5,11.91,0.64,7.7,,,,,,62.71,1.6,82.94,0.0,743.27,,17.13,0.0
2022-12-13 23:00:00,2022-12-14 00:00:00,39.39,101.58,9.01,47.91,57.12,3.52,11.83,0.48,6.6,,,,,,66.41,1.4,72.11,0.0,743.23,,16.15,0.0
2022-12-14 00:00:00,2022-12-14 01:00:00,40.6,97.02,8.81,42.09,51.49,3.59,11.94,0.37,7.4,,,,,,68.43,1.42,83.17,0.0,743.06,,15.65,0.0
2022-12-14 01:00:00,2022-12-14 02:00:00,42.29,101.67,8.35,38.66,47.52,3.61,11.82,0.26,7.31,,,,,,70.99,1.47,86.55,0.0,742.83,,14.86,0.0
2022-12-14 02:00:00,2022-12-14 03:00:00,38.82,87.22,8.17,36.75,45.78,3.48,11.7,0.18,6.68,,,,,,73.32,1.4,81.74,0.0,742.64,,14.04,0.0
2022-12-14 03:00:00,2022-12-14 04:00:00,35.48,74.59,8.46,34.95,44.41,3.5,11.84,0.12,6.26,,,,,,76.31,1.23,72.16,0.0,742.78,,13.21,0.0
2022-12-14 04:00:00,2022-12-14 05:00:00,35.34,70.1,8.57,32.98,42.8,3.5,11.93,0.08,5.91,,,,,,77.13,1.54,70.97,0.0,742.93,,12.79,0.0
2022-12-14 05:00:00,2022-12-14 06:00:00,21.41,67.34,8.58,32.17,41.91,3.47,11.8,0.05,5.91,,,,,,78.74,1.4,74.04,0.0,743.24,,12.24,0.0
2022-12-14 06:00:00,2022-12-14 07:00:00,32.01,77.94,8.38,32.91,42.29,3.55,11.82,0.03,6.04,,,,,,78.9,1.46,76.77,0.0,743.66,,12.04,0.0
2022-12-14 07:00:00,2022-12-14 08:00:00,34.11,82.47,8.64,34.58,44.26,3.5,11.88,0.04,5.58,,,,,,77.96,1.4,85.3,53.53,744.21,,12.3,0.0
2022-12-14 08:00:00,2022-12-14 09:00:00,39.25,91.61,9.56,38.29,49.26,3.48,12.02,0.09,5.73,,,,,,69.04,1.45,90.01,177.46,744.81,,14.52,0.0
2022-12-14 09:00:00,2022-12-14 10:00:00,40.62,100.15,8.51,37.37,46.61,3.46,12.21,0.11,6.94,,,,,,60.5,1.74,75.47,267.57,745.5,,16.88,0.0
2022-12-14 10:00:00,2022-12-14 11:00:00,38.87,99.17,8.25,36.2,45.42,3.5,12.44,0.1,9.72,,,,,,49.98,2.08,81.52,349.11,745.59,,19.45,0.0
2022-12-14 11:00:00,2022-12-14 12:00:00,28.82,79.65,7.54,31.29,39.44,3.5,12.32,0.04,17.58,,,,,,40.43,2.5,101.4,419.79,745.26,,21.19,0.0
2022-12-14 12:00:00,2022-12-14 13:00:00,23.25,99.73,7.29,29.04,37.13,3.57,12.24,0.0,19.61,,,,,,37.17,2.33,108.62,431.36,744.68,,22.65,0.15
2022-12-14 13:00:00,2022-12-14 14:00:00,20.18,84.59,6.89,26.45,34.28,3.48,12.19,0.0,22.22,,,,,,35.38,2.41,96.31,418.66,744.14,,23.57,0.05
2022-12-14 14:00:00,2022-12-14 15:00:00,18.93,70.74,6.63,25.03,32.5,3.49,11.92,0.0,23.69,,,,,,33.59,2.17,96.39,362.15,743.77,,24.09,0.0
2022-12-14 15:00:00,2022-12-14 16:00:00,19.59,74.45,6.74,24.55,32.3,3.46,11.98,0.0,23.28,,,,,,34.25,1.72,104.48,270.77,743.5,,23.92,0.0
2022-12-14 16:00:00,2022-12-14 17:00:00,18.57,70.71,6.93,26.19,33.95,3.49,11.89,0.0,15.35,,,,,,37.04,1.11,91.0,124.88,743.28,,22.7,0.0
2022-12-14 17:00:00,2022-12-14 18:00:00,17.67,87.09,7.33,31.52,39.33,3.46,11.92,0.01,9.69,,,,,,43.11,0.73,82.4,2.29,743.41,,19.79,0.0
2022-12-14 18:00:00,2022-12-14 19:00:00,26.67,115.56,7.87,48.1,41.58,3.46,12.35,0.14,7.86,,,,,,49.44,0.61,58.42,0.0,743.82,,18.03,0.22
2022-12-14 19:00:00,2022-12-14 20:00:00,33.03,123.95,7.89,52.98,60.17,3.51,12.24,0.31,6.44,,,,,,50.16,1.34,81.33,0.0,744.16,,17.24,0.08
2022-12-14 20:00:00,2022-12-14 21:00:00,43.07,124.11,7.6,46.47,53.77,3.45,12.31,0.29,9.2,,,,,,49.97,1.71,91.64,0.0,744.48,,16.42,0.0
2022-12-14 21:00:00,2022-12-14 22:00:00,33.06,115.81,7.75,42.33,50.15,3.55,12.31,0.24,7.74,,,,,,52.4,1.03,79.28,0.0,744.67,,15.4,0.0
2022-12-14 22:00:00,2022-12-14 23:00:00,32.38,97.31,7.68,40.56,48.49,3.49,12.07,0.23,6.41,,,,,,55.07,1.01,79.91,0.0,744.71,,14.7,0.15
2022-12-14 23:00:00,2022-12-15 00:00:00,36.5,95.77,8.1,39.57,48.16,3.41,12.01,0.21,6.65,,,,,,58.34,0.84,83.47,0.0,744.61,,14.0,0.15
2022-12-15 00:00:00,2022-12-15 01:00:00,39.88,99.39,7.85,37.36,45.46,3.49,12.05,0.19,6.78,,,,,,60.62,0.94,81.04,0.0,744.45,,13.5,0.0
2022-12-15 01:00:00,2022-12-15 02:00:00,38.21,91.91,7.94,35.98,44.54,3.47,11.99,0.15,6.49,,,,,,64.85,0.69,79.9,0.0,744.32,,12.66,0.0
2022-12-15 02:00:00,2022-12-15 03:00:00,35.97,75.59,7.91,34.98,43.65,3.52,11.84,0.13,6.24,,,,,,67.81,0.84,78.25,0.0,744.08,,11.97,0.0
2022-12-15 03:00:00,2022-12-15 04:00:00,37.92,81.9,7.91,34.92,43.42,3.52,11.97,0.11,5.84,,,,,,69.54,0.97,74.92,0.0,743.98,,11.64,0.0
2022-12-15 04:00:00,2022-12-15 05:00:00,38.89,81.09,8.1,34.79,43.51,3.51,12.11,0.11,5.85,,,,,,72.14,1.01,77.09,0.0,743.88,,11.16,0.0
2022-12-15 05:00:00,2022-12-15 06:00:00,43.33,85.32,8.23,36.2,45.11,3.53,12.14,0.12,5.39,,,,,,74.36,0.93,73.89,0.0,743.99,,10.57,0.0
2022-12-15 06:00:00,2022-12-15 07:00:00,42.19,85.97,8.52,36.88,46.35,3.5,12.05,0.15,4.77,,,,,,76.4,1.04,79.14,0.0,744.37,,10.04,0.09
2022-12-15 07:00:00,2022-12-15 08:00:00,47.73,93.39,9.3,38.83,49.26,3.48,12.18,0.21,4.4,,,,,,75.39,0.87,83.65,30.83,744.84,,10.37,0.11
2022-12-15 08:00:00,2022-12-15 09:00:00,64.12,144.83,11.64,45.32,58.16,3.46,12.59,0.32,4.0,,,,,,67.55,1.08,82.65,135.57,745.48,,12.75,0.0
2022-12-15 09:00:00,2022-12-15 10:00:00,62.4,157.77,9.45,48.27,58.19,3.5,12.55,0.4,5.87,,,,,,60.9,1.11,97.02,239.35,745.73,,15.55,0.2
2022-12-15 10:00:00,2022-12-15 11:00:00,64.8,162.76,8.83,47.92,56.79,3.54,12.55,0.46,7.04,,,,,,56.54,1.34,60.06,322.42,745.72,,18.21,0.1
2022-12-15 11:00:00,2022-12-15 12:00:00,63.71,164.77,8.23,42.78,51.12,3.52,12.82,0.44,10.82,,,,,,53.26,1.99,81.12,385.93,745.3,,19.75,0.0
2022-12-15 12:00:00,2022-12-15 13:00:00,54.82,124.96,7.7,36.71,44.99,3.54,12.95,0.37,16.35,,,,,,49.0,2.21,81.1,391.94,744.6,,20.98,0.0
2022-12-15 13:00:00,2022-12-15 14:00:00,42.01,108.18,7.58,32.25,40.33,3.5,13.1,0.27,19.56,,,,,,44.6,2.05,90.71,382.22,743.68,,21.96,0.0
2022-12-15 14:00:00,2022-12-15 15:00:00,34.31,102.17,7.33,30.2,38.41,3.55,12.9,0.19,21.33,,,,,,42.47,1.99,94.37,329.78,743.02,,22.39,0.0
2022-12-15 15:00:00,2022-12-15 16:00:00,30.65,84.1,6.97,29.08,36.63,3.5,12.53,0.14,22.67,,,,,,42.51,1.92,92.56,238.04,742.45,,21.95,0.0
2022-12-15 16:00:00,2022-12-15 17:00:00,29.88,83.59,7.06,30.14,37.78,3.44,12.55,0.14,18.39,,,,,,48.41,1.18,91.99,90.07,742.21,,20.53,0.0
2022-12-15 17:00:00,2022-12-15 18:00:00,37.24,121.26,7.73,35.78,43.98,3.47,12.45,0.21,10.54,,,,,,57.85,0.54,87.62,1.28,742.23,,17.91,0.0
2022-12-15 18:00:00,2022-12-15 19:00:00,55.0,160.52,9.51,57.83,67.05,3.51,12.4,0.49,3.95,,,,,,64.44,0.53,84.73,0.0,742.4,,16.37,0.0
2022-12-15 19:00:00,2022-12-15 20:00:00,69.44,180.08,9.21,67.4,75.33,3.58,12.47,0.7,5.6,,,,,,64.18,0.58,86.18,0.0,742.61,,15.99,0.0
2022-12-15 20:00:00,2022-12-15 21:00:00,67.1,184.63,8.86,69.39,76.66,3.53,12.49,0.85,5.88,,,,,,66.62,0.54,84.21,0.0,742.68,,15.34,0.0
2022-12-15 21:00:00,2022-12-15 22:00:00,76.44,187.78,8.98,73.88,80.84,3.52,12.48,0.94,5.42,,,,,,67.22,0.8,83.88,0.0,742.75,,15.07,0.15
2022-12-15 22:00:00,2022-12-15 23:00:00,72.24,192.23,8.9,69.58,76.67,3.46,12.36,0.9,6.14,,,,,,66.89,0.94,78.84,0.0,742.9,,14.84,0.15
2022-12-15 23:00:00,2022-12-16 00:00:00,64.64,143.2,8.63,59.85,67.5,3.52,12.46,0.81,6.5,,,,,,69.13,0.78,82.92,0.0,742.71,,14.15,0.0
2022-12-16 00:00:00,2022-12-16 01:00:00,63.38,138.82,8.78,52.15,60.53,3.52,12.47,0.73,6.31,,,,,,71.15,0.67,70.88,0.0,742.56,,13.62,0.0
2022-12-16 01:00:00,2022-12-16 02:00:00,60.99,130.65,8.75,47.66,56.32,3.46,12.51,0.66,5.96,,,,,,73.78,0.53,76.58,0.0,742.52,,12.97,0.0
2022-12-16 02:00:00,2022-12-16 03:00:00,62.12,132.41,8.77,45.99,54.83,3.46,12.44,0.6,5.43,,,,,,75.33,0.63,65.87,0.0,742.48,,12.58,0.0
2022-12-16 03:00:00,2022-12-16 04:00:00,55.48,126.23,8.75,43.42,52.55,3.42,12.46,0.55,5.63,,,,,,76.77,0.55,57.29,0.0,742.62,,11.94,0.25
2022-12-16 04:00:00,2022-12-16 05:00:00,59.5,123.23,8.69,41.43,50.51,3.48,12.24,0.51,5.06,,,,,,79.21,0.61,52.78,0.0,742.57,,11.27,0.05
2022-12-16 05:00:00,2022-12-16 06:00:00,59.11,123.05,8.82,39.92,49.41,3.49,12.12,0.47,5.04,,,,,,80.87,0.55,69.7,0.0,742.91,,10.86,0.0
2022-12-16 06:00:00,2022-12-16 07:00:00,60.89,142.84,9.22,39.8,49.83,3.43,12.08,0.47,4.29,,,,,,81.9,0.6,71.76,0.0,743.25,,10.64,0.0
2022-12-16 07:00:00,2022-12-16 08:00:00,47.18,133.9,11.26,44.64,57.23,3.47,12.27,0.52,3.6,,,,,,82.85,0.64,91.0,21.6,743.81,,10.54,0.0
2022-12-16 08:00:00,2022-12-16 09:00:00,79.38,177.63,13.5,50.71,65.87,3.56,12.47,0.63,3.72,,,,,,76.47,0.71,90.41,101.44,744.43,,12.33,0.0
2022-12-16 09:00:00,2022-12-16 10:00:00,85.91,196.85,11.97,55.04,68.0,3.5,12.73,0.74,4.03,,,,,,67.64,0.47,105.44,188.57,744.85,,15.54,0.0
