From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2021-04-25 15:00:00,2021-04-25 16:00:00,5.75,59.75,3.75,6.6,3.58,8.57,13.23,0.43,102.12,,10.5,1.45,248.0,666.25,720.0,37.4,0.0
2021-04-25 16:00:00,2021-04-25 17:00:00,5.25,55.0,4.67,6.75,4.4,7.68,13.75,0.56,105.07,,10.25,1.23,255.25,620.5,720.0,37.12,0.0
2021-04-25 17:00:00,2021-04-25 18:00:00,6.5,53.5,3.3,9.0,4.45,7.43,15.7,0.66,108.28,,11.0,0.67,255.0,369.75,719.5,36.0,0.0
2021-04-25 18:00:00,2021-04-25 19:00:00,8.5,58.0,3.7,13.65,7.3,7.58,16.98,0.72,100.85,,12.0,0.33,295.25,44.5,720.0,33.67,0.0
2021-04-25 19:00:00,2021-04-25 20:00:00,13.5,66.0,3.98,20.5,11.17,8.22,17.6,0.94,82.53,,15.75,0.3,287.25,13.5,720.75,31.35,0.0
2021-04-25 20:00:00,2021-04-25 21:00:00,27.5,105.0,4.03,36.75,19.8,9.45,16.03,1.12,51.8,,19.0,0.3,287.5,8.25,721.25,29.35,0.0
2021-04-25 21:00:00,2021-04-25 22:00:00,36.5,148.75,4.27,35.1,19.12,10.45,17.82,1.06,60.1,,20.75,0.3,248.5,10.0,722.0,27.9,0.0
2021-04-25 22:00:00,2021-04-25 23:00:00,32.0,136.75,3.65,20.5,10.83,11.07,22.73,0.96,76.65,,21.75,0.3,249.0,11.5,722.0,26.8,0.0
2021-04-25 23:00:00,2021-04-26 00:00:00,40.0,124.75,3.88,26.47,14.25,14.85,25.77,1.36,39.75,,27.25,0.3,186.25,13.5,722.0,25.27,0.0
2021-04-26 00:00:00,2021-04-26 01:00:00,65.0,175.0,5.1,36.75,20.7,15.95,24.55,1.24,20.47,,31.0,0.3,215.0,14.5,721.0,24.3,0.0
2021-04-26 01:00:00,2021-04-26 02:00:00,72.25,224.0,7.17,53.85,31.5,18.82,95.03,1.51,13.38,,30.0,0.3,174.25,13.75,721.0,24.05,0.0
2021-04-26 02:00:00,2021-04-26 03:00:00,84.25,251.5,5.45,50.5,28.32,18.4,73.8,1.28,20.83,,30.75,0.3,253.25,9.75,720.25,23.48,0.0
2021-04-26 03:00:00,2021-04-26 04:00:00,80.25,215.5,6.05,46.3,26.52,17.12,53.57,1.16,10.85,,37.75,0.3,226.75,12.5,720.0,22.5,0.0
2021-04-26 04:00:00,2021-04-26 05:00:00,72.75,204.25,8.7,41.93,26.4,18.9,35.1,1.27,10.43,,38.75,0.3,196.0,13.75,720.0,22.15,0.0
2021-04-26 05:00:00,2021-04-26 06:00:00,66.25,189.5,6.3,41.1,24.0,17.42,27.23,1.33,15.83,,38.25,0.3,240.25,10.75,720.75,21.9,0.0
2021-04-26 06:00:00,2021-04-26 07:00:00,76.5,242.25,13.88,45.28,32.38,19.32,44.85,1.49,12.07,,39.0,0.3,246.25,229.0,721.5,22.78,0.0
2021-04-26 07:00:00,2021-04-26 08:00:00,100.25,315.75,7.62,36.05,22.4,20.77,47.27,1.33,49.58,,28.25,0.3,235.0,597.25,722.5,26.05,0.0
2021-04-26 08:00:00,2021-04-26 09:00:00,82.5,200.75,4.85,28.68,16.2,18.4,42.32,1.18,82.57,,22.0,0.38,229.5,670.0,723.0,30.62,0.0
2021-04-26 09:00:00,2021-04-26 10:00:00,59.5,153.5,4.03,13.32,7.35,15.8,23.38,0.82,133.8,,18.75,0.4,139.75,681.25,723.0,34.12,0.0
2021-04-26 10:00:00,2021-04-26 11:00:00,20.5,92.0,3.65,12.4,6.57,14.62,19.63,0.77,117.92,,15.5,0.9,167.0,704.75,723.0,35.92,0.0
2021-04-26 11:00:00,2021-04-26 12:00:00,13.25,77.5,4.17,11.17,6.33,13.0,17.9,0.72,109.68,,12.5,0.8,227.75,699.5,722.25,37.73,0.0
2021-04-26 12:00:00,2021-04-26 13:00:00,5.0,57.5,3.5,10.75,5.55,12.07,17.02,0.59,110.35,,11.0,0.97,206.0,713.25,721.5,38.0,0.0
2021-04-26 13:00:00,2021-04-26 14:00:00,5.25,48.0,4.17,10.12,5.78,11.47,14.0,0.53,114.05,,10.75,1.05,198.25,702.0,720.5,38.55,0.0
2021-04-26 14:00:00,2021-04-26 15:00:00,6.0,51.0,3.7,7.12,3.77,11.1,14.2,0.47,120.12,,11.0,1.1,209.5,682.5,719.75,38.45,0.0
2021-04-26 15:00:00,2021-04-26 16:00:00,8.75,51.0,4.15,6.88,4.02,10.65,13.55,0.53,125.68,,10.75,0.82,248.0,650.5,719.0,38.5,0.0
2021-04-26 16:00:00,2021-04-26 17:00:00,18.0,53.5,4.17,7.7,4.5,11.33,14.55,0.55,135.18,,11.75,0.55,194.75,593.75,718.0,38.35,0.0
2021-04-26 17:00:00,2021-04-26 18:00:00,22.0,67.25,3.82,11.2,6.05,10.9,16.4,0.8,135.07,,13.25,0.5,283.25,346.75,718.25,37.05,0.0
2021-04-26 18:00:00,2021-04-26 19:00:00,26.0,92.25,3.83,18.85,10.12,11.32,17.65,1.05,122.85,,15.75,0.3,158.5,20.0,719.0,34.53,0.0
2021-04-26 19:00:00,2021-04-26 20:00:00,30.75,111.0,3.97,24.75,13.38,12.45,16.55,1.2,115.85,,17.75,0.3,123.25,10.0,719.75,32.67,0.0
2021-04-26 20:00:00,2021-04-26 21:00:00,40.75,124.25,3.55,32.17,16.98,13.4,18.15,1.36,85.0,,21.5,0.3,127.5,9.0,720.25,30.65,0.0
2021-04-26 21:00:00,2021-04-26 22:00:00,64.75,186.0,3.92,46.45,24.9,18.77,34.33,1.85,58.7,,24.5,0.3,242.0,11.5,721.0,29.08,0.0
2021-04-26 22:00:00,2021-04-26 23:00:00,86.75,237.25,3.45,32.08,16.85,18.38,26.3,1.48,54.8,,26.5,0.3,293.75,7.75,721.0,27.93,0.0
2021-04-26 23:00:00,2021-04-27 00:00:00,65.0,193.0,3.8,31.42,16.82,20.18,15.6,0.46,50.9,,28.67,0.3,283.67,8.33,721.0,26.63,0.0
2021-04-27 00:00:00,2021-04-27 01:00:00,149.0,323.0,11.97,60.73,39.05,19.5,30.15,2.7,15.2,,33.5,0.3,244.75,11.75,720.25,26.12,0.0
2021-04-27 01:00:00,2021-04-27 02:00:00,133.5,304.25,3.7,37.3,19.88,23.23,30.3,,19.23,,35.25,0.3,203.0,8.0,720.0,25.38,0.0
2021-04-27 02:00:00,2021-04-27 03:00:00,87.0,252.5,14.7,44.78,32.77,24.33,38.2,,9.03,,37.5,0.3,221.25,8.5,720.0,24.75,0.0
2021-04-27 03:00:00,2021-04-27 04:00:00,89.5,253.25,5.08,42.83,23.93,23.6,98.73,,28.25,,32.0,0.3,245.25,7.75,720.0,24.05,0.0
2021-04-27 04:00:00,2021-04-27 05:00:00,93.5,207.5,4.25,37.77,20.57,21.65,46.17,1.92,26.2,,34.75,0.3,232.5,9.5,720.0,23.27,0.0
2021-04-27 05:00:00,2021-04-27 06:00:00,80.75,183.0,4.15,30.25,16.45,22.47,32.52,,30.77,,36.5,0.3,211.5,7.25,720.75,22.88,0.0
2021-04-27 06:00:00,2021-04-27 07:00:00,86.25,216.25,6.9,42.48,25.17,22.93,87.2,0.32,24.1,,35.0,0.3,253.0,167.5,721.75,24.05,0.0
2021-04-27 07:00:00,2021-04-27 08:00:00,120.75,326.5,7.15,39.65,23.93,25.0,90.55,1.84,42.38,,31.0,0.32,251.75,496.75,722.25,26.32,0.0
2021-04-27 08:00:00,2021-04-27 09:00:00,104.5,295.0,5.03,27.45,15.65,22.18,45.3,1.13,83.13,,22.75,0.38,222.25,656.75,723.0,32.15,0.0
2021-04-27 09:00:00,2021-04-27 10:00:00,70.25,231.75,3.65,15.98,8.47,18.28,20.12,,135.2,,17.0,0.47,224.0,668.25,723.0,35.45,0.0
2021-04-27 10:00:00,2021-04-27 11:00:00,48.0,117.5,3.7,12.53,6.7,17.17,20.03,1.05,149.8,,15.25,0.6,175.25,690.5,723.0,37.45,0.0
2021-04-27 11:00:00,2021-04-27 12:00:00,29.0,89.5,4.2,8.47,4.9,14.63,12.8,1.15,135.78,,11.5,0.78,191.25,702.25,722.25,38.52,0.0
2021-04-27 12:00:00,2021-04-27 13:00:00,16.75,58.75,3.3,9.95,5.0,14.4,12.77,,128.8,,11.5,0.95,200.25,704.0,721.5,39.27,0.0
2021-04-27 13:00:00,2021-04-27 14:00:00,13.25,68.5,3.35,8.55,4.28,12.38,9.32,0.61,125.38,,11.0,1.02,203.0,690.5,720.5,39.55,0.0
2021-04-27 14:00:00,2021-04-27 15:00:00,7.25,65.25,3.62,8.12,4.25,11.87,7.75,0.46,121.53,,10.75,0.9,187.75,667.75,719.75,39.92,0.0
2021-04-27 15:00:00,2021-04-27 16:00:00,13.25,68.5,3.77,7.77,4.17,10.65,8.03,0.49,118.83,,10.25,1.15,241.25,644.25,719.0,39.7,0.0
2021-04-27 16:00:00,2021-04-27 17:00:00,12.25,72.75,3.7,8.15,4.35,11.38,11.18,0.66,136.2,,12.0,0.8,214.0,579.5,718.75,39.15,0.0
2021-04-27 17:00:00,2021-04-27 18:00:00,17.25,87.25,3.9,8.65,4.78,11.48,12.02,0.77,144.77,,12.25,0.32,104.25,327.25,719.0,38.1,0.0
2021-04-27 18:00:00,2021-04-27 19:00:00,29.0,99.75,4.03,22.2,12.07,12.7,12.2,1.35,96.45,,16.75,0.3,191.75,21.75,719.0,34.85,0.0
2021-04-27 19:00:00,2021-04-27 20:00:00,61.5,201.75,5.05,42.25,23.55,16.85,12.8,1.86,45.35,,22.5,0.3,273.75,10.75,720.0,31.48,0.0
2021-04-27 20:00:00,2021-04-27 21:00:00,84.5,312.5,5.0,60.97,33.5,16.38,12.48,2.0,25.75,,24.5,0.3,151.25,6.25,720.5,30.6,0.0
2021-04-27 21:00:00,2021-04-27 22:00:00,90.75,315.0,5.97,68.62,38.35,20.02,40.5,2.93,13.15,,28.75,0.3,263.25,4.0,721.0,29.12,0.0
2021-04-27 22:00:00,2021-04-27 23:00:00,133.0,398.25,8.7,69.03,40.8,23.9,75.78,2.67,8.78,,30.5,0.3,192.75,4.25,721.75,28.12,0.0
2021-04-27 23:00:00,2021-04-28 00:00:00,129.25,383.25,11.02,61.15,38.5,24.58,73.23,2.12,10.32,,30.0,0.3,216.5,4.75,721.75,27.33,0.0
2021-04-28 00:00:00,2021-04-28 01:00:00,105.5,319.0,14.07,64.72,42.9,22.68,43.25,1.63,8.82,,31.0,0.3,206.75,7.67,721.0,26.78,0.0
2021-04-28 01:00:00,2021-04-28 02:00:00,88.75,234.5,5.62,52.23,29.35,24.2,23.4,2.24,14.88,,31.5,0.32,160.5,4.75,721.0,25.85,0.0
2021-04-28 02:00:00,2021-04-28 03:00:00,75.5,221.25,4.7,45.1,24.82,25.2,34.97,,13.47,,34.25,0.3,213.75,5.0,721.0,25.08,0.0
2021-04-28 03:00:00,2021-04-28 04:00:00,85.0,213.0,3.88,30.55,16.45,22.52,36.45,,33.38,,30.0,0.3,209.0,6.75,721.0,24.65,0.0
2021-04-28 04:00:00,2021-04-28 05:00:00,66.75,135.75,4.0,26.07,14.15,21.48,40.38,0.51,33.83,,30.0,0.3,227.0,3.33,721.0,24.38,0.0
2021-04-28 05:00:00,2021-04-28 06:00:00,76.75,160.0,4.28,33.33,18.2,20.95,68.9,0.47,24.6,,32.75,0.3,195.25,6.5,721.75,23.52,0.0
2021-04-28 06:00:00,2021-04-28 07:00:00,85.5,217.5,6.77,41.5,24.6,21.58,72.58,0.95,26.05,,31.5,0.3,227.5,220.0,722.25,24.48,0.0
2021-04-28 07:00:00,2021-04-28 08:00:00,94.0,257.5,4.95,25.62,14.65,20.0,35.6,0.74,56.4,,24.5,0.68,254.75,588.5,723.0,28.03,0.0
2021-04-28 08:00:00,2021-04-28 09:00:00,85.25,202.5,4.45,22.85,12.77,19.5,39.55,0.3,81.9,,19.5,0.55,224.25,650.25,723.0,33.02,0.0
2021-04-28 09:00:00,2021-04-28 10:00:00,69.75,169.5,3.85,15.82,8.57,19.4,21.0,0.14,114.1,,16.25,1.1,251.75,667.75,723.0,36.55,0.0
2021-04-28 10:00:00,2021-04-28 11:00:00,43.75,137.25,3.4,11.88,6.08,17.1,14.17,0.43,119.7,,13.25,1.27,261.0,687.25,723.0,38.92,0.0
2021-04-28 11:00:00,2021-04-28 12:00:00,25.25,109.5,3.67,8.33,4.43,14.4,10.2,,109.8,,10.5,1.15,215.5,690.5,722.25,40.62,0.0
2021-04-28 12:00:00,2021-04-28 13:00:00,9.5,107.0,4.0,9.1,5.1,13.43,10.9,,105.83,,10.0,1.1,146.0,686.5,721.5,41.62,0.0
2021-04-28 13:00:00,2021-04-28 14:00:00,13.5,84.0,3.32,9.3,4.65,13.2,7.68,0.13,109.3,,10.0,1.22,194.0,672.75,720.5,41.73,0.0
2021-04-28 14:00:00,2021-04-28 15:00:00,10.5,78.0,4.0,9.3,5.2,12.88,5.28,0.09,111.17,,9.0,1.23,115.0,654.25,719.25,41.65,0.0
2021-04-28 15:00:00,2021-04-28 16:00:00,5.25,77.25,3.77,9.88,5.33,12.08,3.85,0.26,114.75,,9.25,0.75,131.75,617.5,719.0,41.8,0.0
2021-04-28 16:00:00,2021-04-28 17:00:00,6.5,78.25,3.7,10.6,5.62,11.47,4.33,0.24,116.55,,10.25,0.85,95.25,573.0,718.0,40.9,0.0
2021-04-28 17:00:00,2021-04-28 18:00:00,17.5,92.5,4.28,12.97,7.43,10.18,5.23,0.6,109.27,,11.25,0.38,241.75,349.5,718.0,39.95,0.0
2021-04-28 18:00:00,2021-04-28 19:00:00,22.0,114.75,4.02,24.4,13.25,9.68,6.78,0.71,88.32,,13.5,0.3,132.0,25.75,718.5,36.33,0.0
2021-04-28 19:00:00,2021-04-28 20:00:00,38.75,156.25,4.2,41.42,22.48,10.95,7.42,1.23,48.45,,17.75,0.3,34.5,13.5,719.0,33.02,0.0
2021-04-28 20:00:00,2021-04-28 21:00:00,69.75,251.25,10.48,62.75,38.9,15.2,14.38,2.13,21.03,,22.5,0.3,147.5,14.25,720.0,31.4,0.0
2021-04-28 21:00:00,2021-04-28 22:00:00,95.0,396.5,17.47,66.38,46.5,20.2,34.75,1.8,15.08,,24.0,0.3,251.0,11.0,720.5,30.1,0.0
2021-04-28 22:00:00,2021-04-28 23:00:00,95.25,365.25,15.75,53.45,38.23,18.08,21.42,1.3,14.05,,26.25,0.3,185.0,9.5,721.0,29.27,0.0
2021-04-28 23:00:00,2021-04-29 00:00:00,78.5,282.5,6.75,58.15,33.42,20.88,45.8,1.44,14.07,,26.0,0.3,175.5,12.75,721.0,29.0,0.0
2021-04-29 00:00:00,2021-04-29 01:00:00,77.0,242.75,8.68,51.53,31.45,20.45,34.0,1.47,12.03,,28.5,0.3,169.75,11.75,720.75,28.05,0.0
2021-04-29 01:00:00,2021-04-29 02:00:00,71.75,227.25,10.78,57.27,36.25,23.5,32.35,1.77,8.5,,30.0,0.3,163.0,11.5,720.0,27.35,0.0
2021-04-29 02:00:00,2021-04-29 03:00:00,83.0,232.0,9.35,47.47,29.9,25.6,27.05,1.35,10.2,,31.5,0.3,263.5,10.25,720.0,26.95,0.0
2021-04-29 03:00:00,2021-04-29 04:00:00,78.5,227.25,5.15,42.6,23.82,23.5,19.95,2.42,9.68,,31.0,0.3,184.25,9.0,720.0,26.0,0.0
2021-04-29 04:00:00,2021-04-29 05:00:00,63.5,178.5,10.83,45.68,30.1,23.3,27.25,3.01,10.1,,31.25,0.3,154.25,8.75,720.25,25.9,0.0
2021-04-29 05:00:00,2021-04-29 06:00:00,59.0,190.0,7.53,38.9,23.8,23.65,37.77,3.48,11.93,,31.5,0.3,244.25,10.75,721.0,25.15,0.0
2021-04-29 06:00:00,2021-04-29 07:00:00,68.0,237.75,13.35,48.4,33.58,23.57,74.88,3.71,11.35,,33.0,0.3,203.0,206.5,721.25,25.8,0.0
2021-04-29 07:00:00,2021-04-29 08:00:00,93.75,317.25,7.75,39.73,24.42,25.8,41.48,3.4,32.4,,28.25,0.3,214.5,559.75,722.0,29.22,0.0
2021-04-29 08:00:00,2021-04-29 09:00:00,86.5,292.75,4.5,25.83,14.45,25.35,21.92,3.16,68.8,,22.25,0.3,247.75,583.75,722.0,32.88,0.0
2021-04-29 09:00:00,2021-04-29 10:00:00,78.25,245.0,4.38,29.28,16.12,26.6,20.27,3.52,107.0,,24.75,0.53,145.25,631.25,723.0,33.45,0.0
2021-04-29 10:00:00,2021-04-29 11:00:00,79.5,276.75,3.65,16.55,8.75,26.73,18.17,2.3,134.72,,16.75,0.45,184.75,658.5,722.0,39.23,0.0
2021-04-29 11:00:00,2021-04-29 12:00:00,57.0,187.0,4.5,14.17,8.2,22.53,17.75,1.5,146.9,,13.75,0.7,158.75,670.5,721.75,41.33,0.0
2021-04-29 12:00:00,2021-04-29 13:00:00,33.5,135.25,3.4,9.5,4.8,16.93,13.02,0.54,117.88,,10.5,0.85,206.25,678.5,720.75,42.48,0.0
2021-04-29 13:00:00,2021-04-29 14:00:00,17.0,121.25,3.5,7.42,3.8,15.3,11.05,,125.12,,11.5,1.75,128.75,674.75,720.0,41.15,0.0
2021-04-29 14:00:00,2021-04-29 15:00:00,19.5,161.25,4.15,9.1,5.22,16.3,11.0,0.4,127.77,,13.5,1.18,141.5,616.75,719.0,40.45,0.0
2021-04-29 15:00:00,2021-04-29 16:00:00,25.0,142.5,3.8,9.5,5.1,15.0,10.45,0.72,121.72,,12.75,0.92,157.5,626.5,718.25,41.27,0.0
2021-04-29 16:00:00,2021-04-29 17:00:00,18.75,137.25,4.05,8.65,4.9,14.62,10.3,0.8,123.15,,13.25,0.85,100.75,553.5,718.0,39.95,0.0
2021-04-29 17:00:00,2021-04-29 18:00:00,22.0,146.0,3.95,11.93,6.55,15.9,11.55,0.85,124.12,,16.25,1.5,99.0,240.0,718.0,37.58,0.0
2021-04-29 18:00:00,2021-04-29 19:00:00,36.25,178.5,4.0,13.9,7.67,16.2,11.48,1.09,113.25,,18.5,0.4,124.25,17.25,718.0,35.62,0.0
2021-04-29 19:00:00,2021-04-29 20:00:00,45.75,189.75,4.0,25.0,13.53,16.15,11.38,1.39,81.88,,21.0,0.3,147.5,11.75,718.0,33.55,0.0
2021-04-29 20:00:00,2021-04-29 21:00:00,55.75,223.75,4.02,27.05,14.62,17.77,12.92,1.24,78.35,,22.5,0.47,125.5,10.75,718.5,32.15,0.0
2021-04-29 21:00:00,2021-04-29 22:00:00,55.5,197.25,4.25,16.25,9.1,17.77,11.53,1.07,102.98,,22.75,1.02,104.5,11.25,719.75,32.33,0.0
2021-04-29 22:00:00,2021-04-29 23:00:00,40.5,154.75,3.62,12.9,6.8,17.55,11.05,1.08,92.92,,26.5,0.38,95.75,12.75,720.0,30.57,0.0
2021-04-29 23:00:00,2021-04-30 00:00:00,45.25,148.0,3.67,12.47,6.62,18.85,11.73,1.24,87.1,,30.75,0.33,100.0,12.75,720.0,29.3,0.0
2021-04-30 00:00:00,2021-04-30 01:00:00,45.5,142.0,4.08,16.73,9.2,19.75,12.12,1.08,72.55,,33.5,0.3,164.0,10.5,720.0,28.75,0.0
2021-04-30 01:00:00,2021-04-30 02:00:00,48.5,175.25,4.2,31.5,17.18,21.55,32.38,1.49,40.9,,33.5,0.33,234.75,8.5,719.75,27.58,0.0
2021-04-30 02:00:00,2021-04-30 03:00:00,62.0,235.75,3.95,29.9,16.12,22.55,38.47,1.24,43.33,,34.5,0.3,87.75,9.75,719.0,27.0,0.0
2021-04-30 03:00:00,2021-04-30 04:00:00,60.75,192.0,4.12,21.3,11.7,21.92,21.35,1.17,41.95,,37.0,0.3,142.5,9.0,719.0,26.65,0.0
2021-04-30 04:00:00,2021-04-30 05:00:00,56.75,175.25,3.9,26.75,14.43,22.43,16.48,1.38,24.22,,40.75,0.3,193.75,7.5,719.0,26.2,0.0
2021-04-30 05:00:00,2021-04-30 06:00:00,56.5,195.0,5.0,32.5,18.35,23.73,16.05,1.49,27.1,,39.75,0.42,156.5,9.0,719.5,25.95,0.0
2021-04-30 06:00:00,2021-04-30 07:00:00,55.75,212.5,4.2,22.1,12.17,22.88,19.35,1.2,65.0,,33.25,0.7,111.25,175.5,721.0,26.83,0.0
2021-04-30 07:00:00,2021-04-30 08:00:00,48.75,199.75,3.92,16.1,8.75,21.27,14.27,1.09,73.5,,29.5,0.3,150.5,531.25,721.75,29.42,0.0
2021-04-30 08:00:00,2021-04-30 09:00:00,47.25,189.5,4.47,14.1,8.15,22.38,14.17,1.09,84.87,,26.0,0.7,178.25,645.5,722.0,32.0,0.0
2021-04-30 09:00:00,2021-04-30 10:00:00,44.75,176.25,4.0,11.98,6.62,22.23,15.07,1.11,104.5,,22.5,1.12,227.0,672.75,721.5,34.33,0.0
2021-04-30 10:00:00,2021-04-30 11:00:00,46.0,164.25,4.1,13.27,7.38,23.2,15.07,1.17,114.0,,21.5,1.0,222.75,691.75,721.0,36.48,0.0
2021-04-30 11:00:00,2021-04-30 12:00:00,50.75,150.5,4.33,11.93,6.87,22.97,16.0,1.1,130.05,,18.75,0.98,205.5,690.0,720.25,38.77,0.0
2021-04-30 12:00:00,2021-04-30 13:00:00,43.75,141.25,4.3,8.7,5.1,21.47,15.05,0.95,134.28,,16.25,0.93,212.75,682.0,719.75,40.4,0.0
2021-04-30 13:00:00,2021-04-30 14:00:00,33.75,134.25,4.53,8.72,5.33,18.58,12.77,1.15,140.4,,14.75,0.82,180.25,666.75,718.5,41.12,0.0
2021-04-30 14:00:00,2021-04-30 15:00:00,32.75,129.25,4.12,10.5,5.95,17.73,12.15,0.93,132.97,,13.75,0.8,152.25,637.25,717.5,41.83,0.0
2021-04-30 15:00:00,2021-04-30 16:00:00,34.5,133.25,4.18,9.75,5.58,16.65,13.38,0.93,134.15,,15.0,0.57,230.5,477.5,717.0,39.9,0.0
2021-04-30 16:00:00,2021-04-30 17:00:00,43.0,151.5,4.12,11.33,6.4,16.62,14.73,1.03,131.07,,16.0,0.7,278.5,332.75,717.0,38.6,0.0
2021-04-30 17:00:00,2021-04-30 18:00:00,42.75,175.0,3.88,15.62,8.45,15.45,12.3,1.17,117.93,,16.5,0.45,217.5,224.25,717.0,38.27,0.0
2021-04-30 18:00:00,2021-04-30 19:00:00,35.25,176.75,3.82,26.5,14.23,15.42,11.38,1.69,88.63,,19.5,0.3,181.25,14.5,717.0,35.8,0.0
2021-04-30 19:00:00,2021-04-30 20:00:00,50.5,226.25,4.35,53.22,28.88,17.33,11.57,2.05,36.55,,24.75,0.3,323.5,9.25,718.0,33.27,0.0
2021-04-30 20:00:00,2021-04-30 21:00:00,72.0,286.25,4.75,48.82,26.83,18.98,12.45,1.86,55.6,,23.0,0.35,143.25,8.75,718.5,33.38,0.0
2021-04-30 21:00:00,2021-04-30 22:00:00,61.25,233.75,4.32,36.8,20.1,19.98,21.73,1.48,59.48,,24.25,0.35,208.5,9.25,719.5,32.5,0.0
2021-04-30 22:00:00,2021-04-30 23:00:00,62.75,230.0,3.7,18.27,9.72,21.85,17.53,1.1,88.92,,26.0,0.3,162.75,8.25,720.0,32.12,0.0
2021-04-30 23:00:00,2021-05-01 00:00:00,56.0,185.0,4.03,28.43,15.4,19.4,14.13,1.21,76.87,,28.67,0.3,237.0,3.67,720.0,31.43,0.0
2021-05-01 00:00:00,2021-05-01 01:00:00,61.5,240.5,4.1,37.9,20.5,23.27,47.5,1.0,61.73,,32.0,0.3,249.0,8.0,719.0,29.95,0.0
2021-05-01 01:00:00,2021-05-01 02:00:00,75.5,253.25,4.0,35.58,19.17,24.45,62.67,1.41,60.8,,32.25,0.3,195.5,7.5,719.0,29.45,0.0
2021-05-01 02:00:00,2021-05-01 03:00:00,78.5,238.0,3.58,17.62,9.3,22.35,18.68,1.31,64.7,,32.25,0.35,161.0,4.25,719.0,28.8,0.0
2021-05-01 03:00:00,2021-05-01 04:00:00,56.75,148.75,3.75,18.15,9.7,21.4,20.85,1.25,61.6,,30.75,0.38,211.75,4.67,719.0,29.6,0.0
2021-05-01 04:00:00,2021-05-01 05:00:00,55.0,152.0,4.17,14.95,8.38,20.02,17.7,1.09,78.83,,28.25,0.3,155.25,4.75,719.0,29.97,0.0
2021-05-01 05:00:00,2021-05-01 06:00:00,45.5,134.0,3.9,13.68,7.43,20.55,15.73,1.52,79.6,,29.75,0.42,181.75,4.5,719.0,29.32,0.0
2021-05-01 06:00:00,2021-05-01 07:00:00,52.75,154.75,4.38,15.97,9.05,20.62,15.88,1.28,76.4,,32.25,0.38,69.5,77.25,720.25,29.18,0.0
2021-05-01 07:00:00,2021-05-01 08:00:00,53.75,173.25,4.62,17.17,9.85,23.0,22.52,1.34,74.72,,37.25,0.47,129.25,203.25,721.75,29.23,0.0
2021-05-01 08:00:00,2021-05-01 09:00:00,58.25,202.0,4.25,16.75,9.4,24.4,20.43,1.4,77.4,,31.5,0.5,144.25,597.25,722.0,32.05,0.0
2021-05-01 09:00:00,2021-05-01 10:00:00,52.5,180.75,4.08,11.6,6.53,23.15,17.4,1.12,110.6,,24.25,0.6,168.5,657.0,722.0,35.5,0.0
2021-05-01 10:00:00,2021-05-01 11:00:00,40.25,129.25,4.15,10.58,6.0,22.45,14.27,1.04,126.45,,20.5,0.65,136.25,666.25,721.0,38.4,0.0
2021-05-01 11:00:00,2021-05-01 12:00:00,33.5,107.5,4.7,8.87,5.5,21.07,14.05,1.0,138.5,,18.75,0.65,153.0,672.75,720.75,39.52,0.0
2021-05-01 12:00:00,2021-05-01 13:00:00,29.75,96.0,3.35,7.5,3.7,21.0,15.92,0.98,146.5,,18.0,0.82,138.0,677.5,719.75,40.05,0.0
2021-05-01 13:00:00,2021-05-01 14:00:00,32.25,102.25,3.92,8.92,4.92,19.33,14.3,1.0,150.95,,17.0,0.7,170.25,663.0,718.75,41.08,0.0
2021-05-01 14:00:00,2021-05-01 15:00:00,32.25,102.5,3.58,8.43,4.38,18.15,14.43,0.77,151.9,,16.5,0.72,194.0,643.0,717.75,41.03,0.0
2021-05-01 15:00:00,2021-05-01 16:00:00,30.75,100.5,3.85,9.25,5.05,16.77,12.88,0.84,150.8,,16.5,0.68,101.75,581.0,717.0,40.55,0.0
2021-05-01 16:00:00,2021-05-01 17:00:00,33.5,102.0,3.88,9.05,4.97,16.45,13.97,0.87,151.35,,17.5,0.45,182.25,526.25,716.75,39.98,0.0
2021-05-01 17:00:00,2021-05-01 18:00:00,36.25,113.0,4.45,8.23,5.03,16.28,15.1,1.09,150.72,,19.0,0.48,158.5,239.75,716.75,38.62,0.0
2021-05-01 18:00:00,2021-05-01 19:00:00,41.0,182.0,3.45,12.38,6.4,15.2,16.35,1.03,124.72,,23.0,1.38,207.5,14.75,717.75,35.67,0.0
2021-05-01 19:00:00,2021-05-01 20:00:00,44.0,321.25,4.22,12.88,7.3,15.9,21.0,1.13,101.95,,26.5,0.7,252.5,11.5,719.0,33.45,0.0
2021-05-01 20:00:00,2021-05-01 21:00:00,40.0,164.25,4.2,9.88,5.68,15.12,11.9,0.95,97.92,,26.75,1.2,265.5,12.25,720.0,32.52,0.0
2021-05-01 21:00:00,2021-05-01 22:00:00,31.0,140.5,3.95,12.75,6.95,15.67,18.12,1.06,89.55,,27.0,0.68,257.5,13.75,720.0,32.1,0.0
2021-05-01 22:00:00,2021-05-01 23:00:00,43.0,140.25,3.65,15.92,8.45,16.8,29.17,1.03,80.78,,28.0,0.43,248.0,12.5,720.25,31.23,0.0
