From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm),Xylene (),AT (degree C)
2023-02-01 22:00:00,2023-02-01 23:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-01 23:00:00,2023-02-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 00:00:00,2023-02-02 01:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 01:00:00,2023-02-02 02:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 02:00:00,2023-02-02 03:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 03:00:00,2023-02-02 04:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 04:00:00,2023-02-02 05:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 05:00:00,2023-02-02 06:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 06:00:00,2023-02-02 07:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 07:00:00,2023-02-02 08:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 08:00:00,2023-02-02 09:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 09:00:00,2023-02-02 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 10:00:00,2023-02-02 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 11:00:00,2023-02-02 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 12:00:00,2023-02-02 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 13:00:00,2023-02-02 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-02 14:00:00,2023-02-02 15:00:00,8.73,29.18,5.01,9.99,9.38,14.02,3.64,0.65,23.15,0.0,0.76,,,,14.53,8.31,303.97,1023.06,970.97,0.0,,25.71
2023-02-02 15:00:00,2023-02-02 16:00:00,21.27,41.72,5.01,9.99,9.38,14.02,3.56,0.66,22.98,0.0,0.66,,,,13.78,8.43,236.78,1025.03,970.81,0.0,,25.11
2023-02-02 16:00:00,2023-02-02 17:00:00,37.7,58.15,5.01,9.99,9.38,14.02,3.62,0.67,23.15,0.0,0.88,,,,14.28,3.71,195.25,1021.01,970.77,0.0,,24.91
2023-02-02 17:00:00,2023-02-02 18:00:00,41.68,62.13,5.01,9.99,9.38,14.02,3.64,0.71,21.24,0.0,1.73,,,,15.72,13.01,197.67,1012.0,970.95,0.0,,22.76
2023-02-02 18:00:00,2023-02-02 19:00:00,44.82,65.27,5.01,9.99,9.38,14.02,3.78,0.78,19.49,0.0,2.82,,,,19.68,4.79,22.01,993.55,971.23,0.0,,21.57
2023-02-02 19:00:00,2023-02-02 20:00:00,46.72,67.16,5.01,9.99,9.38,14.02,3.89,0.94,16.04,0.0,2.68,,,,22.94,4.2,15.69,976.47,971.86,0.0,,21.5
2023-02-02 20:00:00,2023-02-02 21:00:00,50.3,70.75,5.01,9.99,9.38,14.02,4.1,0.86,15.17,0.0,2.51,,,,25.3,5.83,32.64,959.45,972.6,0.0,,21.51
2023-02-02 21:00:00,2023-02-02 22:00:00,54.1,74.55,5.01,9.98,9.38,14.03,4.92,0.79,15.12,0.0,1.63,,,,26.61,5.77,31.32,947.18,973.15,0.0,,21.5
2023-02-02 22:00:00,2023-02-02 23:00:00,52.45,72.9,5.01,9.99,9.38,14.03,4.6,0.81,13.39,0.0,1.86,,,,28.44,4.67,23.46,936.61,973.35,0.0,,21.5
2023-02-02 23:00:00,2023-02-03 00:00:00,50.96,71.41,5.01,9.98,9.38,14.04,3.54,0.78,13.7,0.0,2.04,,,,28.09,4.88,24.93,929.25,973.16,0.0,,21.49
2023-02-03 00:00:00,2023-02-03 01:00:00,48.78,69.23,5.01,9.99,9.38,14.02,3.75,0.72,15.03,0.0,1.57,,,,28.34,4.23,262.97,925.24,972.74,0.0,,21.48
2023-02-03 01:00:00,2023-02-03 02:00:00,41.5,61.95,5.01,9.99,9.38,14.02,4.38,0.81,14.39,0.0,1.0,,,,30.03,4.59,105.82,917.71,972.41,0.0,,21.49
2023-02-03 02:00:00,2023-02-03 03:00:00,51.47,71.92,5.01,9.98,9.38,14.04,4.44,0.71,14.07,0.0,1.15,,,,33.54,5.93,34.02,907.5,972.23,0.0,,21.49
2023-02-03 03:00:00,2023-02-03 04:00:00,57.48,77.93,5.01,9.98,9.38,14.04,5.94,0.81,13.18,0.0,1.21,,,,35.23,5.17,25.93,898.14,972.23,0.0,,21.5
2023-02-03 04:00:00,2023-02-03 05:00:00,53.87,74.32,5.01,9.98,9.38,14.04,4.86,0.77,12.9,0.0,1.12,,,,35.22,4.97,25.73,891.02,972.41,0.0,,21.48
2023-02-03 05:00:00,2023-02-03 06:00:00,51.06,71.51,5.01,9.98,9.38,14.03,4.33,0.74,13.2,0.0,0.86,,,,35.03,5.39,26.07,889.43,972.65,0.0,,21.48
2023-02-03 06:00:00,2023-02-03 07:00:00,47.3,67.75,5.01,9.99,9.38,14.03,4.21,0.85,11.83,0.0,1.37,,,,36.83,4.68,20.42,883.12,973.09,0.0,,21.53
2023-02-03 07:00:00,2023-02-03 08:00:00,48.77,69.22,5.01,9.98,9.38,14.04,4.39,0.91,11.25,0.0,3.17,,,,35.46,5.43,30.29,886.69,973.61,0.0,,22.48
2023-02-03 08:00:00,2023-02-03 09:00:00,53.62,74.06,5.01,9.98,9.38,14.04,4.68,0.88,14.25,0.0,3.04,,,,28.52,5.12,109.81,912.61,973.97,0.0,,23.84
2023-02-03 09:00:00,2023-02-03 10:00:00,54.29,74.74,5.01,9.98,9.38,14.04,4.98,0.75,16.81,0.0,1.48,,,,21.28,6.78,311.27,946.96,974.4,0.0,,24.67
2023-02-03 10:00:00,2023-02-03 11:00:00,47.45,67.9,5.01,9.98,9.38,14.04,4.64,0.69,19.12,0.0,0.71,,,,16.29,12.15,243.89,977.94,974.42,0.0,,24.94
2023-02-03 11:00:00,2023-02-03 12:00:00,45.22,65.67,5.01,9.98,9.38,14.03,4.57,0.67,21.77,0.0,0.81,,,,14.0,6.38,259.04,996.75,973.87,0.0,,24.9
2023-02-03 12:00:00,2023-02-03 13:00:00,48.31,68.75,5.01,9.99,9.38,14.03,4.36,0.65,22.34,0.0,0.58,,,,13.89,8.15,264.66,1008.28,973.05,0.0,,26.5
2023-02-03 13:00:00,2023-02-03 14:00:00,45.59,66.04,5.01,9.98,9.38,14.03,4.38,0.65,22.69,0.0,0.89,,,,13.25,7.58,201.87,1016.67,972.12,0.0,,25.3
2023-02-03 14:00:00,2023-02-03 15:00:00,40.13,60.58,5.01,9.98,9.38,14.03,4.32,0.65,22.29,0.0,0.69,,,,12.65,11.27,200.37,1023.7,971.29,0.0,,26.65
2023-02-03 15:00:00,2023-02-03 16:00:00,42.23,62.68,5.01,9.99,9.38,14.03,4.22,0.65,22.59,0.0,0.77,,,,12.14,11.06,231.0,1027.14,970.96,0.0,,24.88
2023-02-03 16:00:00,2023-02-03 17:00:00,44.93,65.38,5.01,9.99,9.38,14.03,4.16,0.66,21.86,0.0,0.94,,,,12.34,10.79,248.5,1024.13,970.91,0.0,,24.8
2023-02-03 17:00:00,2023-02-03 18:00:00,41.02,61.47,5.01,9.99,9.38,14.02,4.2,0.71,21.41,0.0,0.81,,,,13.06,8.46,238.88,1013.73,971.05,0.0,,22.74
2023-02-03 18:00:00,2023-02-03 19:00:00,40.26,60.71,5.01,9.99,9.38,14.03,4.33,0.94,17.16,0.0,2.77,,,,15.83,5.09,22.71,994.55,971.48,0.0,,21.57
2023-02-03 19:00:00,2023-02-03 20:00:00,44.7,65.16,5.01,9.98,9.38,14.02,4.34,0.92,15.97,0.0,4.17,,,,17.72,5.53,28.29,978.83,972.07,0.0,,21.5
2023-02-03 20:00:00,2023-02-03 21:00:00,51.03,71.48,5.01,9.98,9.38,14.03,5.71,0.98,13.86,0.0,2.99,,0.35,,19.48,4.6,19.65,966.79,972.66,0.0,,21.5
2023-02-03 21:00:00,2023-02-03 22:00:00,53.59,74.04,5.01,9.98,9.38,14.04,5.08,0.99,13.11,0.0,4.81,,0.4,,22.49,4.22,97.28,952.75,973.03,0.0,,21.5
2023-02-03 22:00:00,2023-02-03 23:00:00,54.31,74.76,5.01,9.99,9.38,14.03,4.49,0.97,11.4,0.0,4.38,,0.01,,24.75,4.7,259.8,939.92,973.01,0.0,,21.49
2023-02-03 23:00:00,2023-02-04 00:00:00,58.47,78.92,5.01,9.99,9.38,14.03,4.17,0.92,10.29,0.0,4.34,,,,25.88,6.3,216.65,929.3,972.8,0.0,,21.48
2023-02-04 00:00:00,2023-02-04 01:00:00,59.95,80.39,5.0,10.0,9.38,14.0,3.93,0.88,11.89,0.0,2.56,,0.31,,26.25,5.08,184.62,919.38,972.61,0.0,,21.49
2023-02-04 01:00:00,2023-02-04 02:00:00,54.9,75.34,5.0,10.01,9.38,13.98,3.96,0.82,11.92,0.0,2.41,,,,27.47,4.68,105.09,913.86,972.24,0.0,,21.49
2023-02-04 02:00:00,2023-02-04 03:00:00,48.55,69.0,5.0,10.01,9.38,13.99,3.96,0.83,12.05,0.0,2.12,,,,30.3,4.92,23.07,901.46,971.91,0.0,,21.49
2023-02-04 03:00:00,2023-02-04 04:00:00,47.91,68.36,5.0,10.01,9.38,13.98,4.95,0.85,12.1,0.0,1.44,,,,30.7,5.39,26.92,896.11,971.62,0.0,,21.48
2023-02-04 04:00:00,2023-02-04 05:00:00,55.56,76.01,4.99,10.01,9.38,13.98,5.94,1.12,10.84,0.0,2.08,,,,31.86,4.89,23.05,888.67,971.58,0.0,,21.48
2023-02-04 05:00:00,2023-02-04 06:00:00,60.44,80.89,5.0,10.0,9.38,13.99,5.13,1.05,10.5,0.0,2.29,,,,32.37,4.82,98.74,887.07,971.76,0.0,,21.48
2023-02-04 06:00:00,2023-02-04 07:00:00,58.5,78.95,5.0,10.0,9.38,14.0,4.75,1.13,9.41,0.0,2.57,,,,33.52,5.78,31.2,883.71,972.25,0.0,,21.52
2023-02-04 07:00:00,2023-02-04 08:00:00,61.77,82.22,5.0,10.0,9.38,14.0,5.37,1.34,9.02,0.0,3.85,,,,33.82,5.33,58.99,885.25,972.64,0.0,,22.38
2023-02-04 08:00:00,2023-02-04 09:00:00,77.78,98.23,5.0,10.0,9.38,13.99,5.47,1.28,11.79,0.0,4.42,,0.82,,29.34,9.51,196.03,912.77,973.08,0.0,,23.57
2023-02-04 09:00:00,2023-02-04 10:00:00,85.16,105.61,4.99,10.01,9.38,13.98,4.89,0.87,16.95,0.0,2.78,,,,22.99,9.56,235.99,945.76,973.53,0.0,,24.28
2023-02-04 10:00:00,2023-02-04 11:00:00,74.03,94.48,5.0,10.0,9.38,13.98,5.07,0.84,19.83,0.0,1.41,,,,18.74,8.96,118.31,974.6,973.4,0.0,,24.57
2023-02-04 11:00:00,2023-02-04 12:00:00,64.59,85.04,4.99,10.01,9.38,13.98,4.87,0.75,20.3,0.0,1.25,,,,15.43,8.37,239.35,1000.31,972.74,0.0,,24.59
2023-02-04 12:00:00,2023-02-04 13:00:00,59.69,80.14,5.0,10.0,9.38,14.0,4.91,0.72,21.01,0.0,0.72,,,,13.98,4.4,250.05,1014.88,971.93,0.0,,26.19
2023-02-04 13:00:00,2023-02-04 14:00:00,54.08,74.53,5.01,9.98,9.38,14.02,4.62,0.72,20.84,0.0,0.76,,,,13.22,7.41,227.89,1025.76,971.01,0.0,,25.09
2023-02-04 14:00:00,2023-02-04 15:00:00,44.78,65.23,5.0,10.0,9.38,14.0,4.41,0.72,19.79,0.0,0.78,,,,12.77,10.42,263.09,1035.42,970.32,0.0,,26.2
2023-02-04 15:00:00,2023-02-04 16:00:00,44.94,65.39,5.0,10.0,9.38,14.0,4.2,0.71,17.48,0.0,0.84,,,,12.47,5.77,151.94,1038.37,969.92,0.0,,24.54
2023-02-04 16:00:00,2023-02-04 17:00:00,44.55,65.0,5.0,9.99,9.38,14.02,4.17,0.74,17.22,0.0,1.2,,0.19,,12.37,8.7,246.55,1039.8,969.87,0.0,,24.49
2023-02-04 17:00:00,2023-02-04 18:00:00,37.42,57.87,5.01,9.99,9.38,14.02,4.02,0.78,14.7,0.01,2.0,,,0.01,14.07,9.46,159.11,1028.39,970.02,0.0,,22.77
2023-02-04 18:00:00,2023-02-04 19:00:00,37.29,57.74,5.0,9.99,9.38,14.01,4.03,1.15,10.54,0.0,5.62,,,,15.57,7.63,68.91,1007.65,970.43,0.0,,21.59
2023-02-04 19:00:00,2023-02-04 20:00:00,41.65,62.1,5.0,10.0,9.38,14.0,4.37,1.32,8.41,0.0,9.46,,,,17.3,4.38,53.07,985.75,971.0,0.0,,21.5
2023-02-04 20:00:00,2023-02-04 21:00:00,47.66,68.11,5.0,10.0,9.38,14.0,4.34,1.09,10.36,0.0,6.51,,0.56,,18.16,5.27,112.42,975.88,971.68,0.0,,21.49
2023-02-04 21:00:00,2023-02-04 22:00:00,46.68,67.13,5.0,9.99,9.38,14.0,5.04,0.93,12.18,0.0,3.56,,,,19.43,5.07,25.55,962.05,972.11,0.0,,21.5
2023-02-04 22:00:00,2023-02-04 23:00:00,43.78,64.22,5.01,9.99,9.38,14.02,6.12,0.88,13.44,0.0,2.9,,,,22.31,6.26,35.81,944.99,972.23,0.0,,21.49
2023-02-04 23:00:00,2023-02-05 00:00:00,46.46,66.91,5.01,9.99,9.38,14.02,6.29,0.93,13.3,0.0,2.06,,,,24.29,5.36,27.23,935.21,972.18,0.0,,21.49
2023-02-05 00:00:00,2023-02-05 01:00:00,53.34,73.79,5.01,9.98,9.38,14.03,5.63,0.91,10.41,0.0,3.44,,0.39,,26.62,7.82,89.42,923.59,972.04,0.0,,21.49
2023-02-05 01:00:00,2023-02-05 02:00:00,57.25,77.7,5.01,9.98,9.38,14.03,4.82,0.75,12.79,0.0,2.35,,,,27.14,4.4,96.39,915.55,971.65,0.0,,21.48
2023-02-05 02:00:00,2023-02-05 03:00:00,55.1,75.55,5.01,9.98,9.38,14.04,4.74,0.73,12.14,0.0,1.4,,,,28.16,4.37,20.29,908.64,971.13,0.0,,21.48
2023-02-05 03:00:00,2023-02-05 04:00:00,52.64,73.09,5.02,9.97,9.38,14.06,6.09,0.72,13.82,0.0,1.18,,,,28.45,5.64,30.57,903.74,970.8,0.0,,21.49
2023-02-05 04:00:00,2023-02-05 05:00:00,54.81,75.27,5.02,9.97,9.38,14.06,8.55,0.72,14.2,0.0,0.93,,,,30.09,5.8,31.9,898.29,970.82,0.0,,21.48
2023-02-05 05:00:00,2023-02-05 06:00:00,55.28,75.73,5.02,9.98,9.38,14.05,8.11,0.73,13.64,0.0,1.12,,,,31.48,5.02,24.98,892.01,970.98,0.0,,21.48
2023-02-05 06:00:00,2023-02-05 07:00:00,53.39,73.84,5.01,9.99,9.38,14.03,6.51,0.79,11.97,0.0,1.38,,,,33.47,5.25,27.85,883.7,971.31,0.0,,21.52
2023-02-05 07:00:00,2023-02-05 08:00:00,53.09,73.54,5.01,9.98,9.38,14.03,8.15,0.83,12.76,0.0,1.63,,,,32.65,5.01,111.57,887.76,971.83,0.0,,22.41
2023-02-05 08:00:00,2023-02-05 09:00:00,58.96,79.41,5.02,9.97,9.38,14.05,7.64,0.88,12.84,0.0,2.12,,,,28.4,11.01,203.25,915.39,972.24,0.0,,23.71
2023-02-05 09:00:00,2023-02-05 10:00:00,61.06,81.51,5.02,9.98,9.38,14.05,6.55,0.8,13.69,0.0,2.36,,,,26.47,13.98,236.34,952.93,972.51,0.0,,24.45
2023-02-05 10:00:00,2023-02-05 11:00:00,59.18,79.63,5.02,9.97,9.38,14.06,5.36,0.76,16.3,0.0,1.32,,,,27.09,15.47,215.32,984.69,972.49,0.0,,24.82
2023-02-05 11:00:00,2023-02-05 12:00:00,59.82,80.27,5.01,9.99,9.38,14.04,4.76,0.73,16.51,0.0,1.35,,,,25.48,13.5,178.01,1003.82,972.06,0.0,,24.91
2023-02-05 12:00:00,2023-02-05 13:00:00,55.5,75.95,5.01,9.99,9.38,14.02,4.88,0.71,18.22,0.0,0.92,,,,21.03,11.73,155.01,1018.07,971.53,0.0,,26.3
2023-02-05 13:00:00,2023-02-05 14:00:00,50.41,70.86,5.01,9.98,9.38,14.04,4.93,0.72,19.72,0.01,1.22,,,,18.23,12.74,177.81,1029.9,970.79,0.0,,25.93
2023-02-05 14:00:00,2023-02-05 15:00:00,48.64,69.09,5.01,9.98,9.38,14.04,4.8,0.7,19.81,0.0,0.84,,,,17.88,3.61,202.28,1032.16,970.08,0.0,,26.14
2023-02-05 15:00:00,2023-02-05 16:00:00,140.43,160.88,5.01,9.98,9.38,14.04,4.82,0.72,19.81,0.0,0.89,,,,17.07,12.64,253.68,1037.64,969.71,0.0,,25.06
2023-02-05 16:00:00,2023-02-05 17:00:00,150.02,170.47,5.01,9.99,9.38,14.04,4.77,0.69,19.66,0.0,0.79,,,,15.56,7.5,282.68,1036.37,969.69,0.0,,25.15
2023-02-05 17:00:00,2023-02-05 18:00:00,30.61,51.06,5.01,9.99,9.38,14.02,4.64,0.73,16.83,0.0,0.88,,,,16.91,12.73,197.4,1025.18,969.98,0.0,,22.68
2023-02-05 18:00:00,2023-02-05 19:00:00,54.05,74.5,5.01,9.99,9.38,14.03,4.49,1.36,8.24,0.0,3.92,,,,21.24,18.2,142.16,998.61,970.3,0.0,,21.59
2023-02-05 19:00:00,2023-02-05 20:00:00,64.87,85.32,5.01,9.98,9.38,14.04,4.64,2.06,3.11,0.0,16.2,,,,22.75,7.86,119.86,980.13,970.86,0.0,,21.49
2023-02-05 20:00:00,2023-02-05 21:00:00,88.37,108.82,5.01,9.98,9.38,14.05,5.19,1.54,7.78,0.0,11.29,,,,20.59,4.78,85.59,972.9,971.42,0.0,,21.49
2023-02-05 21:00:00,2023-02-05 22:00:00,101.01,121.45,5.02,9.98,9.38,14.04,4.99,1.11,10.86,0.0,8.67,,,,21.99,4.68,101.97,963.2,971.79,0.0,,21.48
2023-02-05 22:00:00,2023-02-05 23:00:00,72.73,93.18,5.01,9.99,9.38,14.02,4.64,0.96,11.54,0.0,3.73,,,,23.61,13.61,180.98,950.98,971.95,0.0,,21.49
2023-02-05 23:00:00,2023-02-06 00:00:00,56.51,76.96,5.01,9.99,9.38,14.03,4.66,0.84,13.24,0.0,2.6,,,,24.04,21.66,286.47,942.57,971.76,0.0,,21.48
2023-02-06 00:00:00,2023-02-06 01:00:00,50.02,70.47,5.0,10.0,9.38,14.01,4.67,0.82,14.39,0.0,1.25,,,,25.41,5.17,171.66,935.54,971.54,0.0,,21.49
2023-02-06 01:00:00,2023-02-06 02:00:00,45.55,66.0,5.0,9.99,9.38,14.02,4.52,0.82,13.8,0.0,1.15,,,,26.88,4.6,20.93,926.28,971.23,0.0,,21.49
2023-02-06 02:00:00,2023-02-06 03:00:00,53.2,73.64,5.01,9.99,9.38,14.02,4.3,0.8,13.36,0.0,1.06,,,,28.09,6.44,37.76,917.1,970.99,0.0,,21.49
2023-02-06 03:00:00,2023-02-06 04:00:00,58.96,79.41,5.0,10.0,9.38,14.01,4.21,0.77,13.44,0.0,0.89,,,,27.52,4.84,96.27,916.07,970.81,0.0,,21.48
2023-02-06 04:00:00,2023-02-06 05:00:00,52.8,73.25,5.0,10.0,9.38,13.99,4.31,0.78,12.21,0.0,0.93,,,,31.74,4.38,183.38,906.98,970.88,0.0,,21.5
2023-02-06 05:00:00,2023-02-06 06:00:00,48.25,68.7,5.0,10.0,9.38,14.01,4.01,0.81,9.67,0.0,1.19,,,,36.91,18.78,246.54,904.42,971.17,0.0,,21.48
2023-02-06 06:00:00,2023-02-06 07:00:00,55.95,76.4,5.01,9.99,9.38,14.02,3.82,0.86,9.33,0.0,1.38,,,,42.87,5.46,109.47,896.45,971.6,0.0,,21.53
2023-02-06 07:00:00,2023-02-06 08:00:00,72.85,93.3,5.01,9.99,9.38,14.02,3.8,0.96,8.51,0.0,2.08,,,,46.14,20.37,291.79,902.84,972.08,0.0,,22.51
2023-02-06 08:00:00,2023-02-06 09:00:00,72.54,92.99,5.01,9.99,9.38,14.01,3.91,1.0,9.36,0.0,2.17,,,,43.03,14.33,253.13,919.33,972.59,0.0,,23.9
2023-02-06 09:00:00,2023-02-06 10:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-06 10:00:00,2023-02-06 11:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-06 11:00:00,2023-02-06 12:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-06 12:00:00,2023-02-06 13:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-06 13:00:00,2023-02-06 14:00:00,,,,,,,,,,,,,,,,,,,,,,
2023-02-06 14:00:00,2023-02-06 15:00:00,30.09,50.54,,,,,6.91,0.77,18.72,0.0,0.69,,,,22.55,5.33,147.07,1032.09,969.91,0.0,,26.04
2023-02-06 15:00:00,2023-02-06 16:00:00,40.25,60.7,,,,,6.38,0.77,16.88,0.0,0.8,,,,22.23,16.52,186.06,1036.11,969.61,0.0,,25.24
2023-02-06 16:00:00,2023-02-06 17:00:00,55.38,75.83,,,,,5.51,0.79,15.71,0.0,1.35,,,,22.64,15.02,178.11,1033.19,969.58,0.0,,24.92
2023-02-06 17:00:00,2023-02-06 18:00:00,58.07,78.52,,,,,4.82,0.88,13.29,0.0,2.24,,,,23.99,20.31,172.52,1024.19,969.85,0.0,,22.81
2023-02-06 18:00:00,2023-02-06 19:00:00,54.99,75.44,,,,,4.5,1.15,9.5,0.0,4.52,,,,27.16,17.33,163.43,1003.64,970.25,0.0,,21.59
2023-02-06 19:00:00,2023-02-06 20:00:00,61.69,82.14,,,,,4.19,1.5,5.03,0.0,8.06,,,,30.51,21.59,160.24,988.44,970.66,0.0,,21.5
2023-02-06 20:00:00,2023-02-06 21:00:00,78.49,98.94,,,,,4.11,1.25,6.61,0.0,6.96,,,,32.07,22.56,158.65,976.02,970.98,0.0,,21.5
2023-02-06 21:00:00,2023-02-06 22:00:00,79.04,99.49,,,,,3.89,1.6,5.2,0.0,7.84,,,,34.49,7.0,63.18,963.56,971.06,0.0,,21.5
2023-02-06 22:00:00,2023-02-06 23:00:00,75.58,96.03,,,,,3.76,1.56,5.49,0.0,7.8,,,,35.57,12.93,188.7,959.39,970.99,0.0,,21.49
2023-02-06 23:00:00,2023-02-07 00:00:00,76.48,96.93,,,,,3.75,1.41,5.79,0.0,9.79,,,,35.75,11.24,106.61,952.6,970.88,0.0,,21.49
2023-02-07 00:00:00,2023-02-07 01:00:00,75.03,95.48,,,,,3.77,1.48,3.41,0.0,10.21,,,,39.39,6.25,68.28,940.39,970.63,0.0,,21.5
2023-02-07 01:00:00,2023-02-07 02:00:00,77.01,97.46,,,,,3.68,1.34,4.65,0.0,8.56,,,,39.79,6.66,41.53,936.42,970.43,0.0,,21.49
2023-02-07 02:00:00,2023-02-07 03:00:00,76.66,97.11,,,,,3.96,0.94,9.31,0.0,5.07,,,,36.69,5.1,110.83,932.34,970.15,0.0,,21.5
2023-02-07 03:00:00,2023-02-07 04:00:00,72.36,92.81,,,,,3.98,0.82,11.38,0.0,2.03,,,,35.59,4.82,98.72,926.08,969.98,0.0,,21.49
2023-02-07 04:00:00,2023-02-07 05:00:00,69.31,89.76,,,,,3.72,0.82,10.18,0.0,1.51,,,,39.46,10.83,140.25,923.21,970.26,0.0,,21.48
2023-02-07 05:00:00,2023-02-07 06:00:00,68.01,88.46,,,,,3.59,0.93,7.75,0.0,1.52,,,,40.48,14.56,153.12,912.13,970.61,0.0,,21.49
2023-02-07 06:00:00,2023-02-07 07:00:00,65.33,85.78,,,,,3.36,1.02,4.61,0.0,2.65,,,,44.06,5.21,55.26,903.04,971.02,0.0,,21.52
2023-02-07 07:00:00,2023-02-07 08:00:00,70.46,90.91,,,,,3.23,1.29,3.08,0.0,4.81,,,,45.2,6.84,104.38,907.81,971.5,0.0,,22.42
2023-02-07 08:00:00,2023-02-07 09:00:00,85.02,105.47,,,,,3.29,1.16,6.6,0.0,5.82,,,,44.64,17.84,181.35,938.14,971.95,0.0,,23.98
2023-02-07 09:00:00,2023-02-07 10:00:00,91.91,112.36,,,,,3.84,0.84,9.91,0.0,1.98,,,,39.68,14.6,166.93,967.44,972.4,0.0,,25.09
2023-02-07 10:00:00,2023-02-07 11:00:00,74.22,94.66,,,,,4.4,0.8,12.09,0.0,1.81,,,,34.01,17.23,158.71,988.89,972.52,0.0,,25.56
2023-02-07 11:00:00,2023-02-07 12:00:00,62.88,83.33,,,,,4.53,0.78,13.97,0.0,1.66,,,,28.37,16.29,159.66,1010.55,972.03,0.0,,25.68
2023-02-07 12:00:00,2023-02-07 13:00:00,52.22,72.67,,,,,4.4,0.75,14.68,0.0,1.22,,,,24.57,17.5,167.48,1026.84,971.26,0.0,,26.53
2023-02-07 13:00:00,2023-02-07 14:00:00,45.79,66.24,,,,,4.41,0.75,15.04,0.0,1.31,,,,23.38,15.32,154.42,1035.59,970.57,0.0,,26.61
2023-02-07 14:00:00,2023-02-07 15:00:00,46.6,67.05,,,,,4.81,0.75,16.05,0.0,1.14,,,,21.63,13.19,158.89,1039.88,969.86,0.0,,26.81
2023-02-07 15:00:00,2023-02-07 16:00:00,53.73,74.19,,,,,4.97,0.75,15.63,0.0,1.48,,,,21.46,12.35,149.86,1042.03,969.46,0.0,,25.85
2023-02-07 16:00:00,2023-02-07 17:00:00,60.23,80.68,,,,,4.85,0.8,14.69,0.0,1.65,,,,22.22,17.61,173.75,1036.83,969.34,0.0,,24.56
2023-02-07 17:00:00,2023-02-07 18:00:00,63.14,83.59,,,,,4.36,1.02,12.93,0.0,1.77,,,,24.03,22.94,174.64,1025.45,969.55,0.0,,22.68
2023-02-07 18:00:00,2023-02-07 19:00:00,64.72,85.17,,,,,4.3,1.07,11.1,0.0,4.4,,,,26.28,19.38,164.83,1009.24,969.93,0.0,,21.58
2023-02-07 19:00:00,2023-02-07 20:00:00,62.94,83.39,,,,,4.52,1.25,8.91,0.0,5.43,,,,28.73,19.23,152.54,994.64,970.36,0.0,,21.5
2023-02-07 20:00:00,2023-02-07 21:00:00,71.17,91.62,,,,,4.62,1.65,4.91,0.0,5.94,,,,31.78,19.56,168.05,980.85,970.78,0.0,,21.5
2023-02-07 21:00:00,2023-02-07 22:00:00,80.19,100.64,,,,,4.47,1.99,2.98,0.0,6.01,,,,33.96,9.82,106.62,970.63,971.06,0.0,,21.5
2023-02-07 22:00:00,2023-02-07 23:00:00,86.14,106.59,,,,,4.26,1.9,3.58,0.0,9.04,,,,36.15,11.66,92.61,961.75,971.08,0.0,,21.5
2023-02-07 23:00:00,2023-02-08 00:00:00,87.18,107.63,,,,,4.52,1.62,5.83,0.0,14.69,,,,36.52,5.92,94.2,952.45,971.02,0.0,,21.49
2023-02-08 00:00:00,2023-02-08 01:00:00,85.2,105.65,,,,,5.04,1.14,8.32,0.0,5.43,,,,35.59,8.01,52.47,952.64,970.89,0.0,,21.49
2023-02-08 01:00:00,2023-02-08 02:00:00,90.16,110.61,,,,,4.66,1.28,5.38,0.0,6.39,,,,39.39,8.76,88.12,939.96,970.73,0.0,,21.5
2023-02-08 02:00:00,2023-02-08 03:00:00,90.03,110.48,,,,,5.66,1.18,9.99,0.0,4.16,,,,37.82,6.71,40.41,935.03,970.6,0.0,,21.49
2023-02-08 03:00:00,2023-02-08 04:00:00,84.86,105.31,,,,,5.17,1.08,8.29,0.0,2.39,,,,39.42,8.82,113.12,930.6,970.59,0.0,,21.5
