From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2023-01-23 18:00:00,2023-01-23 19:00:00,46.75,98.75,2.88,43.08,25.25,6.47,2.75,1.22,23.92,0.95,169.67,1.77,3.9,45.5,0.38,140.25,16.0,23.85,0.0,1.4
2023-01-23 19:00:00,2023-01-23 20:00:00,61.75,130.0,2.57,32.92,19.6,6.12,2.25,1.2,19.85,1.43,171.03,2.28,5.08,64.75,0.95,91.0,16.0,23.1,0.0,1.85
2023-01-23 20:00:00,2023-01-23 21:00:00,101.75,158.75,2.02,25.58,15.25,2.3,1.82,1.19,24.83,1.28,171.25,1.73,3.4,74.0,0.78,72.0,16.25,22.67,0.0,1.1
2023-01-23 21:00:00,2023-01-23 22:00:00,136.25,174.5,1.88,20.02,12.18,,1.48,1.18,25.68,1.1,172.2,1.32,2.38,77.5,0.68,79.75,16.25,22.37,0.0,0.73
2023-01-23 22:00:00,2023-01-23 23:00:00,141.25,181.25,1.9,24.18,14.38,,1.67,1.28,18.57,1.1,169.68,1.33,2.27,78.25,0.5,73.25,16.25,22.17,0.0,0.7
2023-01-23 23:00:00,2023-01-24 00:00:00,135.0,186.75,2.05,23.88,14.4,,1.57,1.13,25.18,1.2,171.4,1.67,3.25,72.5,0.55,85.25,16.0,22.27,0.0,1.1
2023-01-24 00:00:00,2023-01-24 01:00:00,117.5,166.0,1.82,14.57,9.2,0.9,4.17,0.92,34.9,0.8,169.35,1.05,1.43,62.5,0.38,80.5,16.0,22.62,0.0,0.35
2023-01-24 01:00:00,2023-01-24 02:00:00,96.5,124.75,1.7,12.53,8.05,2.48,3.95,0.91,34.5,0.7,169.53,1.0,1.23,65.0,0.25,89.25,16.0,22.25,0.0,0.3
2023-01-24 02:00:00,2023-01-24 03:00:00,91.5,116.5,1.75,12.05,7.85,3.75,3.73,0.9,33.88,0.7,169.07,0.97,1.12,68.25,0.3,88.5,16.0,21.93,0.0,0.3
2023-01-24 03:00:00,2023-01-24 04:00:00,91.25,115.0,1.82,11.3,7.5,5.18,4.12,0.82,36.75,0.65,169.1,0.9,1.05,63.25,0.23,79.75,16.0,22.0,0.0,0.3
2023-01-24 04:00:00,2023-01-24 05:00:00,78.5,103.75,1.7,11.47,7.5,6.23,4.25,0.81,35.7,0.6,169.27,0.85,0.97,66.0,0.3,93.5,16.0,21.8,0.0,0.2
2023-01-24 05:00:00,2023-01-24 06:00:00,75.0,99.5,1.85,11.45,7.6,6.57,6.32,0.79,36.83,0.65,168.5,0.82,0.95,63.0,0.3,82.75,16.0,21.85,0.0,0.22
2023-01-24 06:00:00,2023-01-24 07:00:00,78.0,109.0,1.83,11.15,7.4,7.53,12.6,0.72,39.78,0.55,167.62,0.8,0.9,55.5,0.33,88.25,17.25,22.22,0.0,0.2
2023-01-24 07:00:00,2023-01-24 08:00:00,66.0,106.75,1.85,11.95,7.85,8.3,14.5,0.72,38.95,0.6,167.3,0.8,0.78,54.0,0.45,124.0,42.0,22.55,0.0,0.2
2023-01-24 08:00:00,2023-01-24 09:00:00,66.75,117.5,2.15,14.75,9.6,8.22,18.52,0.76,38.17,0.67,166.95,0.8,0.95,48.5,0.57,155.0,116.25,23.62,0.0,0.23
2023-01-24 09:00:00,2023-01-24 10:00:00,62.25,124.75,2.2,14.47,9.5,9.55,17.35,0.73,42.0,0.57,164.07,0.85,1.0,41.5,0.68,179.0,206.0,24.73,0.0,0.28
2023-01-24 10:00:00,2023-01-24 11:00:00,62.5,118.0,2.15,14.42,9.42,6.92,15.57,0.82,42.62,0.6,163.88,0.9,1.05,36.25,0.62,195.5,275.75,25.55,0.0,0.3
2023-01-24 11:00:00,2023-01-24 12:00:00,57.25,119.0,2.43,15.93,10.43,6.73,13.6,0.79,46.43,0.7,165.0,1.02,1.4,33.0,0.93,228.5,316.0,25.95,0.0,0.38
2023-01-24 12:00:00,2023-01-24 13:00:00,58.5,127.0,2.15,16.05,10.3,7.68,12.95,0.78,49.03,0.7,156.38,1.0,1.6,30.75,0.87,210.0,321.5,26.2,0.0,0.47
2023-01-24 13:00:00,2023-01-24 14:00:00,55.75,116.0,2.22,15.8,10.22,3.5,10.0,0.77,48.9,0.65,161.62,1.12,1.78,26.25,0.9,217.25,307.25,26.55,0.0,0.65
2023-01-24 14:00:00,2023-01-24 15:00:00,56.5,101.0,2.25,16.1,10.4,3.95,7.62,0.72,48.95,0.62,168.18,1.23,2.02,25.5,0.68,182.0,218.25,26.68,0.0,0.55
2023-01-24 15:00:00,2023-01-24 16:00:00,45.5,99.25,2.42,15.88,10.4,11.85,5.85,0.69,68.47,0.57,155.0,1.15,1.95,26.25,0.83,229.75,140.25,26.38,0.0,0.62
2023-01-24 16:00:00,2023-01-24 17:00:00,42.75,97.25,2.27,17.65,11.22,18.62,4.62,0.85,56.08,0.68,32.08,0.72,2.2,32.0,0.57,233.75,64.0,25.92,0.0,0.82
2023-01-24 17:00:00,2023-01-24 18:00:00,48.5,117.0,2.17,27.12,16.2,17.12,5.8,1.14,34.35,0.95,78.33,1.23,3.4,41.25,0.3,193.25,24.25,24.93,0.0,1.23
2023-01-24 18:00:00,2023-01-24 19:00:00,60.5,160.5,2.5,30.6,18.3,17.65,5.72,1.21,32.1,1.38,118.72,1.95,5.03,46.25,0.22,160.25,16.0,24.15,0.0,1.95
2023-01-24 19:00:00,2023-01-24 20:00:00,65.5,161.0,1.8,20.5,12.38,16.85,5.73,0.88,40.02,1.0,137.52,1.45,3.5,44.5,0.28,184.75,16.0,24.2,0.0,1.23
2023-01-24 20:00:00,2023-01-24 21:00:00,55.5,103.0,1.85,15.1,9.55,15.02,6.2,0.81,43.55,0.75,148.53,1.1,2.2,46.0,0.23,137.75,16.0,24.02,0.0,0.7
2023-01-24 21:00:00,2023-01-24 22:00:00,56.25,94.75,1.75,26.5,15.5,11.13,5.12,1.12,32.75,0.9,155.9,1.32,2.65,47.5,0.38,84.0,16.0,23.43,0.0,0.9
2023-01-24 22:00:00,2023-01-24 23:00:00,63.0,107.25,1.82,26.35,15.52,8.38,5.53,0.96,33.85,0.85,161.05,1.48,3.17,45.5,0.45,154.5,16.0,23.38,0.0,1.08
2023-01-24 23:00:00,2023-01-25 00:00:00,54.5,115.5,1.97,28.05,16.52,5.12,4.9,0.93,27.7,0.78,165.2,1.35,2.67,53.25,0.35,125.25,16.0,22.65,0.0,0.85
2023-01-25 00:00:00,2023-01-25 01:00:00,56.5,124.25,1.82,17.68,10.88,4.78,3.88,0.79,35.6,0.75,166.67,1.23,2.15,54.5,0.85,85.5,16.0,22.6,0.0,0.67
2023-01-25 01:00:00,2023-01-25 02:00:00,54.25,94.25,1.75,12.6,8.12,4.28,5.05,0.78,38.7,0.6,165.93,0.97,1.25,56.75,0.57,83.25,16.0,22.58,0.0,0.3
2023-01-25 02:00:00,2023-01-25 03:00:00,58.25,89.25,1.8,11.9,7.78,4.4,6.23,0.76,39.55,0.6,165.12,0.9,1.1,59.25,0.38,142.33,16.0,22.35,0.0,0.3
2023-01-25 03:00:00,2023-01-25 04:00:00,60.5,94.75,1.8,12.62,8.18,4.62,9.38,0.73,40.65,0.6,166.12,0.9,1.02,58.5,0.35,223.0,16.0,22.42,0.0,0.3
2023-01-25 04:00:00,2023-01-25 05:00:00,59.5,93.75,1.92,12.38,8.12,4.9,11.7,0.72,41.17,0.5,167.05,0.82,0.95,57.5,0.3,199.0,16.0,22.52,0.0,0.25
2023-01-25 05:00:00,2023-01-25 06:00:00,57.25,93.25,1.9,13.48,8.7,5.73,9.05,0.75,34.92,0.53,168.93,0.88,1.02,61.5,0.33,235.75,16.0,22.12,0.0,0.28
2023-01-25 06:00:00,2023-01-25 07:00:00,58.5,94.75,1.85,16.4,10.22,6.3,9.95,0.83,30.38,0.6,168.65,0.97,1.22,62.5,0.3,288.5,16.75,22.0,0.0,0.3
2023-01-25 07:00:00,2023-01-25 08:00:00,79.0,126.25,2.3,35.5,20.75,5.05,6.9,1.42,16.0,1.42,167.57,1.3,2.17,65.5,0.27,182.25,33.0,21.88,0.0,0.65
2023-01-25 08:00:00,2023-01-25 09:00:00,107.0,191.0,2.67,26.4,16.23,5.47,8.07,1.17,22.33,1.62,168.08,1.38,2.3,61.0,0.25,132.75,78.5,22.55,0.0,0.7
2023-01-25 09:00:00,2023-01-25 10:00:00,99.0,165.0,2.35,20.8,12.95,6.93,15.88,0.99,43.7,1.23,165.08,1.28,2.12,52.0,0.43,228.0,136.25,23.43,0.0,0.65
2023-01-25 10:00:00,2023-01-25 11:00:00,90.75,156.0,2.45,17.65,11.35,5.32,18.73,0.83,43.3,1.0,157.28,1.02,1.27,42.75,0.68,206.75,256.75,24.7,0.0,0.47
2023-01-25 11:00:00,2023-01-25 12:00:00,83.75,134.5,2.4,16.5,10.73,5.68,28.15,0.79,47.7,0.78,155.62,0.95,1.25,38.0,0.98,227.5,299.25,25.27,0.0,0.38
2023-01-25 12:00:00,2023-01-25 13:00:00,67.75,115.25,2.35,15.7,10.25,7.3,22.75,0.76,47.2,0.7,153.28,1.0,1.07,31.75,0.88,209.5,308.25,26.0,0.0,0.5
2023-01-25 13:00:00,2023-01-25 14:00:00,59.25,105.0,2.55,16.42,10.8,6.85,11.85,0.71,44.47,0.68,161.38,1.15,1.95,26.25,0.95,233.0,203.0,26.17,0.0,0.62
2023-01-25 14:00:00,2023-01-25 15:00:00,36.5,93.25,2.33,16.55,10.72,7.85,9.48,0.68,45.52,0.65,159.28,1.23,2.15,28.5,0.77,210.0,188.5,26.22,0.0,0.67
2023-01-25 15:00:00,2023-01-25 16:00:00,28.25,83.75,2.08,16.17,10.32,7.9,7.7,0.74,43.35,0.58,153.85,1.23,2.05,36.0,1.05,255.0,108.0,25.73,0.0,0.68
2023-01-25 16:00:00,2023-01-25 17:00:00,39.25,105.25,2.75,19.83,12.78,9.65,5.45,0.92,35.9,0.65,158.28,1.4,2.15,56.25,1.02,336.5,70.0,24.35,0.0,0.77
2023-01-25 17:00:00,2023-01-25 18:00:00,69.75,143.5,3.03,25.55,16.05,10.35,3.9,1.04,34.27,0.85,147.47,1.2,2.25,64.5,1.0,266.5,21.75,23.62,0.0,0.75
2023-01-25 18:00:00,2023-01-25 19:00:00,85.25,144.0,2.72,18.65,12.15,12.9,3.28,0.99,35.45,0.88,102.25,1.12,2.35,70.25,1.22,93.25,16.25,23.05,0.0,0.72
2023-01-25 19:00:00,2023-01-25 20:00:00,92.0,126.25,2.33,16.18,10.48,13.05,2.5,0.9,36.92,0.8,94.38,0.75,1.48,68.0,1.4,9.0,16.0,22.7,0.0,0.43
2023-01-25 20:00:00,2023-01-25 21:00:00,88.0,117.75,2.15,16.57,10.55,12.4,1.93,0.92,29.38,0.73,98.63,0.65,1.15,79.5,0.83,114.0,16.0,22.12,1.25,0.35
2023-01-25 21:00:00,2023-01-25 22:00:00,84.5,112.5,2.05,17.47,10.97,12.05,1.18,0.95,23.03,0.75,109.72,0.7,1.23,83.0,0.78,36.25,16.0,21.92,0.0,0.33
2023-01-25 22:00:00,2023-01-25 23:00:00,83.5,109.5,2.08,15.12,9.72,12.4,0.95,0.88,25.7,0.7,113.78,0.65,1.0,83.0,0.9,86.0,16.0,21.87,1.5,0.3
2023-01-25 23:00:00,2023-01-26 00:00:00,77.75,100.5,1.9,14.15,9.07,14.55,1.33,0.86,25.0,0.62,112.68,0.6,0.77,83.75,0.67,36.5,16.0,21.67,0.75,0.2
2023-01-26 00:00:00,2023-01-26 01:00:00,60.0,73.33,1.8,12.55,8.12,15.23,2.58,0.83,25.75,0.57,112.67,0.53,0.68,84.25,0.68,25.75,16.0,21.55,0.5,0.2
2023-01-26 01:00:00,2023-01-26 02:00:00,50.0,52.0,1.6,11.35,7.35,15.82,2.47,0.8,24.48,0.5,97.33,0.43,0.45,85.0,0.65,66.0,16.0,21.5,1.5,0.1
2023-01-26 02:00:00,2023-01-26 03:00:00,50.0,52.0,1.9,12.4,8.1,16.0,2.5,0.81,22.4,0.5,102.5,0.4,0.5,85.0,0.7,42.0,16.0,21.5,0.0,0.1
2023-01-26 03:00:00,2023-01-26 04:00:00,,,,,,,,,,,,,,,,,,,,
2023-01-26 04:00:00,2023-01-26 05:00:00,,,,,,,,,,,,,,,,,,,,
2023-01-26 05:00:00,2023-01-26 06:00:00,,,,,,,,,,,,,,,,,,,,
2023-01-26 06:00:00,2023-01-26 07:00:00,,,,,0.0,,,0.0,,,,,,85.0,0.2,61.0,16.0,21.7,0.0,
2023-01-26 07:00:00,2023-01-26 08:00:00,58.0,79.0,1.6,22.13,13.07,15.1,1.4,0.49,16.58,0.42,73.25,0.4,0.45,84.75,0.53,49.75,24.25,21.6,0.0,0.18
2023-01-26 08:00:00,2023-01-26 09:00:00,64.0,82.5,1.97,16.23,10.22,20.05,1.0,0.64,19.93,0.85,113.4,0.7,1.33,83.75,0.65,57.75,62.75,21.65,0.0,0.4
2023-01-26 09:00:00,2023-01-26 10:00:00,92.25,104.0,1.95,14.55,9.32,23.9,1.1,0.71,24.5,0.88,117.62,0.65,1.0,82.0,0.55,66.0,44.25,21.75,0.0,0.3
2023-01-26 10:00:00,2023-01-26 11:00:00,110.5,122.0,2.05,14.67,9.5,25.15,0.43,0.7,26.5,0.88,94.0,0.67,1.18,81.0,0.57,45.75,63.75,21.83,0.0,0.33
2023-01-26 11:00:00,2023-01-26 12:00:00,88.5,96.25,2.2,15.37,9.97,25.52,1.1,0.77,27.25,0.9,80.83,0.53,1.05,79.25,0.55,51.25,66.75,22.08,0.0,0.32
2023-01-26 12:00:00,2023-01-26 13:00:00,123.0,131.75,2.1,15.15,9.8,25.92,0.85,0.76,32.0,1.0,78.25,0.57,1.08,74.5,0.65,51.75,131.25,22.35,0.0,0.33
2023-01-26 13:00:00,2023-01-26 14:00:00,122.5,135.75,2.1,12.83,8.5,26.02,0.62,0.7,32.5,0.88,72.45,0.43,0.75,71.5,0.75,39.75,156.5,22.73,0.0,0.22
2023-01-26 14:00:00,2023-01-26 15:00:00,96.5,108.5,2.42,12.33,8.53,25.95,0.53,0.75,26.45,0.95,67.28,0.55,0.9,73.25,0.83,31.75,139.0,22.6,0.0,0.28
2023-01-26 15:00:00,2023-01-26 16:00:00,78.25,92.25,2.32,12.65,8.62,26.02,0.35,0.77,24.23,0.95,62.6,0.43,0.7,75.5,0.72,34.75,106.25,22.43,0.0,0.22
2023-01-26 16:00:00,2023-01-26 17:00:00,82.75,96.0,2.27,13.68,9.15,25.6,0.23,0.81,22.48,1.02,62.58,0.95,1.52,78.75,0.95,33.75,40.5,22.05,0.0,0.43
2023-01-26 17:00:00,2023-01-26 18:00:00,89.0,108.0,2.4,14.17,9.53,25.35,0.37,0.83,20.9,1.1,57.65,1.48,2.27,82.75,1.05,22.25,18.5,21.52,0.0,0.7
2023-01-26 18:00:00,2023-01-26 19:00:00,92.25,116.5,2.45,14.18,9.53,25.1,,0.8,24.15,1.1,52.65,0.62,1.1,83.5,1.27,17.25,17.0,21.3,0.0,0.3
2023-01-26 19:00:00,2023-01-26 20:00:00,88.75,114.0,2.17,14.3,9.38,24.32,0.1,0.79,22.98,1.08,48.1,0.47,0.97,84.0,1.12,187.5,16.75,21.28,0.0,0.3
2023-01-26 20:00:00,2023-01-26 21:00:00,84.75,110.5,2.0,13.83,9.0,23.98,0.2,0.77,22.15,0.97,46.7,0.38,0.67,85.0,1.23,28.75,16.25,21.15,0.5,0.2
2023-01-26 21:00:00,2023-01-26 22:00:00,65.75,91.0,2.05,12.35,8.23,24.3,,0.75,24.25,1.0,45.97,0.3,0.57,85.0,1.25,28.75,16.5,21.02,0.25,0.18
2023-01-26 22:00:00,2023-01-26 23:00:00,58.0,79.0,1.83,13.07,8.45,24.07,,0.72,22.2,1.0,45.95,0.3,0.45,85.0,0.9,34.75,16.5,20.98,0.0,0.12
2023-01-26 23:00:00,2023-01-27 00:00:00,56.5,84.5,1.73,12.5,8.05,24.57,,0.76,22.33,0.95,44.72,0.3,0.35,84.5,0.95,25.25,16.0,20.9,0.0,0.1
2023-01-27 00:00:00,2023-01-27 01:00:00,51.75,75.75,1.77,12.23,7.95,24.95,,0.84,21.65,0.9,45.62,0.3,0.3,84.5,0.78,116.25,16.0,20.85,0.75,0.1
2023-01-27 01:00:00,2023-01-27 02:00:00,47.25,69.75,1.82,11.52,7.6,25.4,,0.81,22.6,0.82,55.8,0.27,0.3,85.0,0.68,27.75,16.0,20.82,0.0,0.1
2023-01-27 02:00:00,2023-01-27 03:00:00,44.75,69.5,2.05,12.25,8.2,25.27,,0.84,22.45,0.83,50.7,0.32,0.3,85.0,0.8,36.5,16.0,20.73,0.0,0.1
2023-01-27 03:00:00,2023-01-27 04:00:00,51.0,80.0,1.65,13.1,8.3,25.33,,0.81,30.7,0.88,48.9,0.45,0.38,85.0,0.95,26.5,16.0,20.52,0.0,0.1
2023-01-27 04:00:00,2023-01-27 05:00:00,62.0,108.25,1.68,13.15,8.35,25.38,,0.81,31.23,0.77,48.07,0.38,0.3,84.25,0.62,48.5,16.0,20.48,0.0,0.1
2023-01-27 05:00:00,2023-01-27 06:00:00,77.5,124.25,1.75,14.08,8.93,25.48,,0.83,27.25,0.85,50.73,0.47,0.38,84.5,0.53,56.75,16.0,20.5,0.0,0.1
2023-01-27 06:00:00,2023-01-27 07:00:00,82.25,132.0,1.63,13.65,8.57,25.55,,0.85,29.8,0.9,54.55,0.58,0.45,83.5,0.6,47.0,17.0,20.42,0.0,0.2
2023-01-27 07:00:00,2023-01-27 08:00:00,93.5,139.0,1.88,13.8,8.85,24.97,,0.85,30.55,0.9,53.98,0.57,0.45,83.25,0.55,52.75,22.75,20.4,0.0,0.2
2023-01-27 08:00:00,2023-01-27 09:00:00,103.0,146.25,2.0,15.18,9.7,24.77,,0.89,28.53,0.97,55.28,0.6,0.53,82.25,0.6,44.5,36.75,20.55,0.0,0.2
2023-01-27 09:00:00,2023-01-27 10:00:00,114.0,157.5,2.3,16.82,10.8,23.65,,0.98,25.95,1.02,55.6,0.75,0.95,82.75,0.88,33.25,53.0,20.55,0.0,0.3
2023-01-27 10:00:00,2023-01-27 11:00:00,122.25,169.0,2.45,16.98,11.05,11.75,,0.94,27.4,1.05,52.12,0.73,1.02,79.25,0.95,106.5,84.5,20.72,0.0,0.33
2023-01-27 11:00:00,2023-01-27 12:00:00,120.0,155.5,2.47,16.33,10.7,12.45,,0.91,28.7,0.97,47.5,0.8,1.05,77.25,0.78,30.0,75.5,20.98,0.0,0.35
2023-01-27 12:00:00,2023-01-27 13:00:00,102.0,125.25,1.85,15.2,9.6,13.33,,0.83,37.2,0.88,54.85,0.72,1.05,69.75,0.55,55.75,118.5,21.5,0.0,0.33
2023-01-27 13:00:00,2023-01-27 14:00:00,76.75,99.75,1.8,14.45,9.15,13.02,,0.79,47.88,0.7,51.95,0.4,0.57,63.75,0.4,51.25,129.25,22.05,0.0,0.17
2023-01-27 14:00:00,2023-01-27 15:00:00,76.75,93.0,2.5,16.25,10.68,11.35,,0.79,42.78,0.7,41.3,0.35,0.65,62.75,0.5,22.75,138.0,22.33,0.0,0.2
2023-01-27 15:00:00,2023-01-27 16:00:00,80.75,100.5,2.38,16.7,10.82,11.58,,0.87,35.8,0.72,42.7,0.5,0.82,65.5,0.68,34.0,88.25,22.37,0.0,0.23
2023-01-27 16:00:00,2023-01-27 17:00:00,100.5,126.75,2.6,18.92,12.2,11.08,0.7,0.99,28.55,1.0,49.55,1.37,1.57,71.0,0.6,41.5,62.5,22.02,0.0,0.47
2023-01-27 17:00:00,2023-01-27 18:00:00,137.0,177.0,2.43,21.57,13.43,10.75,0.5,1.06,25.7,1.1,40.88,0.82,1.35,75.25,0.65,43.25,23.25,21.5,0.0,0.43
2023-01-27 18:00:00,2023-01-27 19:00:00,128.25,174.5,2.52,25.75,15.75,10.17,0.15,1.11,22.17,1.22,46.5,0.88,1.88,78.75,0.55,49.25,16.75,20.9,0.0,0.62
2023-01-27 19:00:00,2023-01-27 20:00:00,117.5,168.75,2.95,30.9,18.85,9.03,,1.21,17.05,1.3,52.33,0.95,2.12,81.75,0.45,47.25,16.5,20.48,0.0,0.7
2023-01-27 20:00:00,2023-01-27 21:00:00,101.25,172.75,2.67,33.05,19.75,7.78,,1.26,17.55,1.48,59.88,1.1,2.67,81.25,0.53,39.5,16.5,20.35,0.0,0.95
2023-01-27 21:00:00,2023-01-27 22:00:00,103.25,175.25,2.35,33.12,19.55,6.9,0.37,1.26,18.4,1.5,62.65,1.05,2.55,81.0,0.4,53.5,16.75,20.1,0.0,0.88
2023-01-27 22:00:00,2023-01-27 23:00:00,103.0,167.75,1.98,28.02,16.5,7.1,,1.09,24.2,1.3,64.0,1.03,2.57,80.75,0.57,80.0,16.5,19.9,0.0,0.9
2023-01-27 23:00:00,2023-01-28 00:00:00,92.25,158.75,2.08,19.02,11.8,7.97,0.5,0.92,31.1,0.95,66.88,0.5,0.88,76.75,0.57,87.5,16.0,19.85,0.0,0.27
2023-01-28 00:00:00,2023-01-28 01:00:00,87.75,154.25,1.9,17.8,11.0,7.85,0.7,0.85,30.6,0.92,69.38,0.43,0.67,75.75,0.4,88.25,16.0,19.62,0.0,0.2
2023-01-28 01:00:00,2023-01-28 02:00:00,94.0,149.0,1.95,17.0,10.62,8.0,0.6,0.81,28.35,0.85,68.3,0.4,0.6,76.75,0.2,130.75,16.0,19.38,0.0,0.17
2023-01-28 02:00:00,2023-01-28 03:00:00,88.0,144.5,1.9,16.1,10.1,8.5,0.35,0.75,32.73,0.75,67.62,0.33,0.45,75.5,0.2,131.0,16.0,19.35,0.0,0.12
2023-01-28 03:00:00,2023-01-28 04:00:00,96.0,159.5,1.77,15.65,9.77,8.7,0.97,0.76,35.83,0.8,68.22,0.3,0.3,72.5,0.18,119.0,16.0,19.4,0.0,0.1
2023-01-28 04:00:00,2023-01-28 05:00:00,134.0,204.0,1.52,16.42,9.97,8.38,0.62,0.77,34.58,0.85,68.2,0.3,0.33,71.75,0.25,66.5,16.0,19.27,0.0,0.1
2023-01-28 05:00:00,2023-01-28 06:00:00,119.0,185.0,1.62,14.6,9.1,8.45,0.62,0.75,34.4,0.85,68.42,0.33,0.43,71.0,0.4,85.25,16.75,19.2,0.0,0.1
2023-01-28 06:00:00,2023-01-28 07:00:00,92.75,145.25,1.68,16.3,10.05,8.4,0.9,0.77,33.73,0.77,67.12,0.35,0.55,73.5,0.43,66.75,18.25,18.97,0.0,0.12
2023-01-28 07:00:00,2023-01-28 08:00:00,89.5,135.25,1.88,17.77,11.0,8.5,0.85,0.76,33.33,0.85,66.03,0.43,0.62,74.5,0.88,88.25,43.5,18.9,0.0,0.2
2023-01-28 08:00:00,2023-01-28 09:00:00,93.25,143.25,2.33,18.85,11.92,8.32,1.55,0.8,36.33,0.83,66.67,0.43,0.85,66.25,0.65,72.75,137.75,19.78,0.0,0.25
2023-01-28 09:00:00,2023-01-28 10:00:00,105.0,145.5,2.27,15.82,10.28,8.85,1.9,0.76,48.1,0.85,68.4,0.35,0.5,56.0,0.9,71.75,238.25,20.67,0.0,0.15
2023-01-28 10:00:00,2023-01-28 11:00:00,101.0,133.5,2.42,15.43,10.23,8.28,1.8,0.7,46.5,0.75,67.4,0.3,0.4,45.0,0.88,73.25,319.0,21.52,0.0,0.1
2023-01-28 11:00:00,2023-01-28 12:00:00,79.5,117.25,2.47,15.23,10.1,8.1,1.95,0.66,48.8,0.6,65.2,0.3,0.4,37.25,0.75,70.5,365.75,22.43,0.0,0.1
2023-01-28 12:00:00,2023-01-28 13:00:00,62.75,98.5,1.9,14.95,9.55,7.2,1.38,0.68,48.15,0.6,70.97,0.33,0.35,37.75,0.62,86.5,369.5,23.3,0.0,0.1
2023-01-28 13:00:00,2023-01-28 14:00:00,61.0,101.0,2.1,15.2,9.75,6.2,1.25,0.7,49.98,0.65,74.0,0.32,0.4,38.0,0.68,65.25,337.5,23.7,0.0,0.12
2023-01-28 14:00:00,2023-01-28 15:00:00,57.75,101.25,2.35,16.22,10.55,5.85,1.17,0.71,51.65,0.65,73.6,0.4,0.53,39.5,0.8,40.5,273.75,23.8,0.0,0.17
2023-01-28 15:00:00,2023-01-28 16:00:00,60.75,100.25,2.3,16.3,10.57,5.62,2.05,0.71,49.95,0.6,63.83,0.33,0.57,44.0,0.8,36.5,180.75,23.68,0.0,0.17
2023-01-28 16:00:00,2023-01-28 17:00:00,66.0,101.5,2.12,17.23,10.88,6.12,1.57,0.73,45.32,0.57,61.23,0.4,0.65,44.0,0.55,43.75,83.25,23.6,0.0,0.2
2023-01-28 17:00:00,2023-01-28 18:00:00,55.5,90.0,1.92,24.55,14.62,5.62,0.8,0.91,31.9,0.65,67.3,0.62,1.43,52.0,0.33,114.0,24.0,22.68,0.0,0.45
2023-01-28 18:00:00,2023-01-28 19:00:00,56.25,106.0,1.75,31.0,17.93,4.35,0.5,1.03,28.7,1.05,72.97,1.65,4.42,55.0,0.38,96.75,16.75,21.97,0.0,1.73
2023-01-28 19:00:00,2023-01-28 20:00:00,62.5,111.75,2.6,43.25,25.12,3.2,0.85,1.25,23.68,1.12,70.1,1.23,3.4,58.25,0.75,85.75,16.0,21.67,0.0,1.25
2023-01-28 20:00:00,2023-01-28 21:00:00,80.5,129.0,4.2,59.82,35.22,,0.85,1.69,6.7,2.12,78.65,2.17,5.65,65.5,0.77,89.0,16.0,21.2,0.0,2.3
2023-01-28 21:00:00,2023-01-28 22:00:00,120.5,184.75,5.35,51.98,31.98,,0.23,1.6,9.07,2.25,81.92,2.23,5.9,66.5,0.7,88.75,16.5,20.9,0.0,2.4
2023-01-28 22:00:00,2023-01-28 23:00:00,106.25,159.0,2.2,20.2,12.5,4.0,0.2,0.91,26.32,1.62,81.2,1.35,3.55,61.25,0.47,118.0,16.75,20.92,0.0,1.33
2023-01-28 23:00:00,2023-01-29 00:00:00,74.25,101.0,1.7,15.62,9.72,6.48,0.5,0.79,33.8,0.72,79.95,0.47,0.95,56.75,0.35,128.0,16.0,21.07,0.0,0.27
2023-01-29 00:00:00,2023-01-29 01:00:00,58.75,81.5,1.8,18.0,11.0,6.8,1.9,0.76,38.58,0.6,82.92,0.4,0.7,48.25,0.33,60.75,16.0,21.4,0.0,0.2
2023-01-29 01:00:00,2023-01-29 02:00:00,47.0,73.5,1.55,14.82,9.15,8.05,1.62,0.69,43.85,0.5,79.65,0.33,0.53,42.75,0.35,174.0,16.0,21.55,0.0,0.12
2023-01-29 02:00:00,2023-01-29 03:00:00,37.25,62.5,1.85,13.82,8.82,8.62,1.55,0.67,43.05,0.4,80.08,0.3,0.43,46.25,0.45,150.0,16.0,21.3,0.0,0.1
2023-01-29 03:00:00,2023-01-29 04:00:00,32.75,57.5,1.88,12.3,8.07,9.12,1.0,0.69,44.0,0.4,81.65,0.3,0.33,45.5,0.32,101.5,16.0,21.18,0.0,0.1
2023-01-29 04:00:00,2023-01-29 05:00:00,30.25,53.5,1.77,12.8,8.28,9.4,0.92,0.65,41.2,0.4,81.1,0.3,0.3,46.25,0.35,80.25,16.0,21.05,0.0,0.1
2023-01-29 05:00:00,2023-01-29 06:00:00,30.0,56.25,1.65,17.42,10.62,9.27,1.03,0.68,37.35,0.4,80.35,0.3,0.4,50.75,0.35,123.0,16.0,20.7,0.0,0.1
