From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),RF (mm),Xylene (ug/m3),AT (degree C)
2022-11-26 11:00:00,2022-11-26 12:00:00,37.62,64.72,7.64,2.1,9.69,7.23,5.73,0.65,10.54,1.26,0.97,0.64,11.58,,19.63,0.92,94.28,649.45,0.0,8.69,25.95
2022-11-26 12:00:00,2022-11-26 13:00:00,36.97,62.55,7.53,2.07,9.62,7.19,5.65,0.64,10.44,1.24,0.96,0.63,11.81,,20.2,0.92,37.42,672.28,0.0,8.63,27.0
2022-11-26 13:00:00,2022-11-26 14:00:00,38.49,57.57,8.09,2.17,10.09,8.55,4.57,0.55,17.62,1.26,0.96,0.64,11.66,,20.52,0.9,21.97,595.05,0.0,8.65,27.79
2022-11-26 14:00:00,2022-11-26 15:00:00,39.01,57.33,8.29,2.21,10.49,9.39,3.75,0.47,22.48,1.25,0.97,0.64,11.68,,22.39,1.35,101.37,493.92,0.0,8.54,27.59
2022-11-26 15:00:00,2022-11-26 16:00:00,34.15,55.28,8.31,2.22,10.39,9.53,3.76,0.47,22.52,1.25,0.96,0.64,11.51,,23.26,1.65,180.31,285.3,0.0,8.67,26.87
2022-11-26 16:00:00,2022-11-26 17:00:00,32.48,52.1,8.4,2.16,10.55,9.54,3.81,0.48,22.67,1.27,0.98,0.63,11.64,,24.05,1.23,16.1,102.25,0.0,8.67,26.06
2022-11-26 17:00:00,2022-11-26 18:00:00,34.55,53.22,8.32,2.2,10.61,9.61,3.76,0.47,22.54,1.25,0.98,0.64,11.7,,27.44,1.06,13.0,20.45,0.0,8.74,24.77
2022-11-26 18:00:00,2022-11-26 19:00:00,35.26,63.69,8.17,2.14,10.44,9.51,3.67,0.45,22.26,1.23,0.97,0.63,11.59,,32.63,0.46,84.62,6.1,0.0,8.65,22.77
2022-11-26 19:00:00,2022-11-26 20:00:00,39.76,69.62,8.33,2.27,10.35,9.46,3.77,0.48,22.56,1.26,0.95,0.66,11.84,,42.98,0.66,144.44,5.88,0.0,8.6,20.55
2022-11-26 20:00:00,2022-11-26 21:00:00,41.3,67.33,7.04,2.52,9.44,8.2,3.79,0.48,15.93,1.26,0.96,0.65,11.6,,36.9,0.72,78.87,5.82,0.0,8.71,20.89
2022-11-26 21:00:00,2022-11-26 22:00:00,42.41,64.34,5.58,2.81,8.31,6.38,3.74,0.47,9.69,1.25,0.96,0.64,11.66,,46.36,0.49,187.75,6.15,0.0,8.55,18.77
2022-11-26 22:00:00,2022-11-26 23:00:00,42.79,63.58,5.6,2.83,8.31,6.35,3.75,0.47,9.7,1.25,0.96,0.65,11.53,,47.07,0.51,166.56,5.82,0.0,8.54,17.89
2022-11-26 23:00:00,2022-11-27 00:00:00,41.99,62.73,5.59,2.78,8.47,6.49,3.74,0.47,9.16,1.25,0.98,0.64,11.62,,39.23,1.09,141.74,5.25,0.0,8.64,18.71
2022-11-27 00:00:00,2022-11-27 01:00:00,41.71,63.52,5.66,2.76,8.38,6.57,3.79,0.48,3.22,1.26,0.97,0.63,11.44,,35.6,1.36,141.25,5.58,0.0,8.69,18.5
2022-11-27 01:00:00,2022-11-27 02:00:00,38.36,63.04,5.73,2.85,8.39,6.44,3.82,0.49,3.23,1.27,0.97,0.65,11.63,,37.08,0.59,132.63,6.12,0.0,8.6,17.38
2022-11-27 02:00:00,2022-11-27 03:00:00,37.21,59.65,5.6,2.85,8.53,6.61,3.75,0.47,3.2,1.25,0.98,0.65,11.48,,44.52,0.61,167.62,6.03,0.0,8.71,16.07
2022-11-27 03:00:00,2022-11-27 04:00:00,36.09,55.73,5.64,2.76,8.4,6.43,3.77,0.47,3.21,1.26,0.97,0.63,11.62,,46.24,0.49,191.81,5.75,0.0,8.59,15.23
2022-11-27 04:00:00,2022-11-27 05:00:00,35.71,58.59,5.69,2.82,8.46,6.51,3.8,0.48,3.22,1.27,0.98,0.65,11.6,,56.26,0.46,233.15,6.25,0.0,8.64,13.46
2022-11-27 05:00:00,2022-11-27 06:00:00,34.41,57.57,5.53,2.79,8.32,6.49,3.71,0.46,3.18,1.24,0.96,0.64,11.54,,63.58,0.63,195.37,5.95,0.0,8.63,12.14
2022-11-27 06:00:00,2022-11-27 07:00:00,33.96,59.14,5.62,2.79,8.39,6.49,3.76,0.47,3.21,1.25,0.97,0.64,11.69,,62.1,0.52,244.65,13.7,0.0,8.63,12.22
2022-11-27 07:00:00,2022-11-27 08:00:00,33.16,61.77,5.61,2.83,8.42,6.42,3.76,0.47,4.12,1.26,0.97,0.65,11.68,,55.16,0.43,244.29,111.2,0.0,8.58,14.37
2022-11-27 08:00:00,2022-11-27 09:00:00,32.89,55.64,5.54,2.83,8.26,6.51,3.72,0.46,7.71,1.24,0.96,0.65,11.62,,41.22,0.43,156.26,277.65,0.0,8.65,18.95
2022-11-27 09:00:00,2022-11-27 10:00:00,34.64,55.37,5.4,2.81,8.46,6.44,3.63,0.44,7.49,1.22,0.97,0.64,11.54,,28.33,1.37,127.7,455.8,0.0,8.6,21.85
2022-11-27 10:00:00,2022-11-27 11:00:00,35.24,61.64,5.61,2.76,8.33,6.57,3.76,0.47,7.82,1.25,0.96,0.63,11.56,,25.0,1.27,129.37,570.4,0.0,8.69,23.52
2022-11-27 11:00:00,2022-11-27 12:00:00,35.36,62.02,5.64,2.83,8.43,6.5,3.78,0.47,7.87,1.26,0.97,0.65,11.57,,24.37,0.68,100.44,623.0,0.0,8.63,25.35
2022-11-27 12:00:00,2022-11-27 13:00:00,35.4,58.95,5.51,2.86,8.48,6.56,3.7,0.46,7.66,1.23,0.98,0.65,11.93,,24.34,1.0,116.03,640.22,0.0,8.68,26.4
2022-11-27 13:00:00,2022-11-27 14:00:00,40.12,60.2,5.54,2.83,8.24,6.53,3.69,0.46,7.71,1.24,0.96,0.65,11.53,,24.45,1.42,252.16,581.25,0.0,8.66,27.3
2022-11-27 14:00:00,2022-11-27 15:00:00,41.74,59.53,5.98,2.79,8.79,8.72,4.45,0.54,15.0,1.11,1.06,0.6,11.24,,24.74,1.72,180.81,498.65,0.0,9.73,27.0
2022-11-27 15:00:00,2022-11-27 16:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-27 16:00:00,2022-11-27 17:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-27 17:00:00,2022-11-27 18:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-27 18:00:00,2022-11-27 19:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-27 19:00:00,2022-11-27 20:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-27 20:00:00,2022-11-27 21:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-27 21:00:00,2022-11-27 22:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-27 22:00:00,2022-11-27 23:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-27 23:00:00,2022-11-28 00:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-28 00:00:00,2022-11-28 01:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-28 01:00:00,2022-11-28 02:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-28 02:00:00,2022-11-28 03:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-28 03:00:00,2022-11-28 04:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-28 04:00:00,2022-11-28 05:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-28 05:00:00,2022-11-28 06:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-28 06:00:00,2022-11-28 07:00:00,,,7.2,3.41,7.46,14.42,6.49,0.72,25.92,0.82,1.16,0.55,10.05,,,,,,,13.88,
2022-11-28 07:00:00,2022-11-28 08:00:00,18.59,30.2,6.38,2.34,8.66,11.74,6.89,0.6,8.58,0.55,1.3,0.8,11.0,,60.42,0.57,231.69,67.1,0.0,9.95,14.2
2022-11-28 08:00:00,2022-11-28 09:00:00,21.4,35.42,6.05,2.26,8.21,10.56,7.2,0.56,9.43,0.47,1.21,0.94,11.44,,42.34,1.01,202.32,277.15,0.0,8.5,18.05
2022-11-28 09:00:00,2022-11-28 10:00:00,95.22,112.19,6.12,2.32,8.4,10.78,7.25,0.57,9.52,0.47,1.24,0.95,11.45,,25.61,1.78,131.75,463.25,0.0,8.68,21.24
2022-11-28 10:00:00,2022-11-28 11:00:00,48.09,57.58,6.19,2.38,8.38,10.85,7.32,0.58,9.62,0.48,1.24,0.97,11.52,,24.25,1.06,154.29,580.28,0.0,8.75,23.52
2022-11-28 11:00:00,2022-11-28 12:00:00,80.22,93.51,6.07,2.34,8.42,10.79,7.21,0.57,9.46,0.47,1.24,0.96,11.5,,22.77,0.88,129.37,645.7,0.0,8.7,24.98
2022-11-28 12:00:00,2022-11-28 13:00:00,92.44,105.06,6.15,2.3,8.23,10.57,7.29,0.58,9.57,0.48,1.22,0.95,11.63,,21.6,1.0,274.57,671.3,0.0,8.52,26.33
2022-11-28 13:00:00,2022-11-28 14:00:00,65.23,74.59,6.15,2.28,8.48,10.8,6.23,0.69,19.84,0.47,1.25,0.94,11.53,,21.54,1.32,102.86,615.88,0.0,8.71,27.04
2022-11-28 14:00:00,2022-11-28 15:00:00,54.04,62.48,6.01,2.35,8.47,10.4,5.89,0.71,22.27,0.46,1.25,0.96,11.53,,21.95,1.8,89.94,469.12,0.0,8.37,27.04
2022-11-28 15:00:00,2022-11-28 16:00:00,48.2,51.86,6.04,2.22,8.33,10.93,5.88,0.71,22.32,0.46,1.23,0.93,11.37,,21.01,1.97,260.53,331.07,0.0,8.77,26.91
2022-11-28 16:00:00,2022-11-28 17:00:00,46.61,48.55,6.07,2.28,8.47,10.59,5.86,0.71,22.39,0.46,1.25,0.95,11.5,,20.6,1.87,179.08,146.85,0.0,8.52,26.45
2022-11-28 17:00:00,2022-11-28 18:00:00,,,6.12,2.35,8.39,10.65,5.87,0.72,22.49,0.47,1.24,0.96,11.39,,24.59,1.0,14.61,18.47,0.0,8.58,24.71
2022-11-28 18:00:00,2022-11-28 19:00:00,30.9,36.69,6.06,2.24,8.27,10.62,5.87,0.72,22.38,0.46,1.22,0.93,11.45,,29.76,0.5,82.76,4.57,0.0,8.55,22.27
2022-11-28 19:00:00,2022-11-28 20:00:00,33.8,45.91,6.01,2.24,8.44,10.77,5.87,0.71,15.1,0.46,1.24,0.94,11.39,,32.41,0.55,39.02,4.17,0.0,8.68,20.83
2022-11-28 20:00:00,2022-11-28 21:00:00,28.1,50.55,6.19,2.35,8.43,10.65,5.88,0.73,8.21,0.48,1.25,0.96,11.64,,33.4,0.84,114.34,4.05,0.0,8.58,19.82
2022-11-28 21:00:00,2022-11-28 22:00:00,33.04,48.65,7.22,2.27,9.45,11.64,6.51,0.65,2.5,0.57,1.02,0.81,10.21,,31.58,1.04,133.72,2.23,0.0,9.29,19.27
2022-11-28 22:00:00,2022-11-28 23:00:00,32.29,54.46,9.26,2.31,11.53,13.51,7.52,0.56,2.51,0.73,0.67,0.64,8.61,,31.5,1.5,142.57,4.58,0.0,10.37,18.71
2022-11-28 23:00:00,2022-11-29 00:00:00,32.84,52.29,9.22,2.38,11.48,13.66,7.48,0.58,2.5,0.75,0.67,0.64,8.57,,32.66,1.49,130.72,4.88,0.0,10.36,18.27
2022-11-29 00:00:00,2022-11-29 01:00:00,33.47,50.09,9.27,2.33,11.4,13.48,7.52,0.59,2.51,0.76,0.65,0.64,8.45,,33.78,1.32,138.18,1.53,0.0,10.27,17.5
2022-11-29 01:00:00,2022-11-29 02:00:00,33.84,49.85,9.15,2.32,11.56,13.36,7.39,0.57,2.49,0.75,0.66,0.64,8.52,,36.43,0.84,142.02,0.3,0.0,10.36,16.59
2022-11-29 02:00:00,2022-11-29 03:00:00,28.97,45.95,9.24,2.29,11.29,13.52,7.5,0.56,2.51,0.74,0.64,0.65,8.47,,37.9,1.02,139.13,1.5,0.0,10.43,16.16
2022-11-29 03:00:00,2022-11-29 04:00:00,31.21,41.97,9.09,2.32,11.41,13.44,7.33,0.57,2.49,0.74,0.65,0.64,8.62,,40.55,0.75,158.58,3.8,0.0,10.3,15.18
2022-11-29 04:00:00,2022-11-29 05:00:00,25.51,44.71,9.31,2.23,11.32,13.43,7.58,0.58,2.52,0.75,0.64,0.65,8.53,,46.79,0.57,197.45,5.15,0.0,10.21,14.12
2022-11-29 05:00:00,2022-11-29 06:00:00,18.36,41.05,9.19,2.34,11.4,13.53,7.44,0.57,2.5,0.74,0.65,0.64,8.51,,60.03,0.65,262.93,4.6,0.0,10.37,11.78
2022-11-29 06:00:00,2022-11-29 07:00:00,22.29,41.77,9.24,2.32,11.48,13.45,7.5,0.6,2.5,0.77,0.67,0.64,8.71,,63.38,0.53,283.11,13.6,0.0,10.42,10.86
2022-11-29 07:00:00,2022-11-29 08:00:00,32.06,52.87,9.25,2.29,11.46,13.64,6.99,0.54,4.02,0.76,0.65,0.64,8.54,,55.2,0.99,323.15,132.35,0.0,10.57,13.01
2022-11-29 08:00:00,2022-11-29 09:00:00,36.57,56.52,9.29,2.34,11.58,13.51,4.58,0.37,10.53,0.77,0.66,0.65,8.54,,47.91,0.79,329.62,249.6,0.0,10.35,15.84
2022-11-29 09:00:00,2022-11-29 10:00:00,38.14,59.45,9.21,2.23,11.33,13.36,4.51,0.36,10.41,0.75,0.63,0.63,8.41,,40.22,0.71,269.32,442.98,0.0,10.21,19.36
2022-11-29 10:00:00,2022-11-29 11:00:00,39.91,53.0,9.28,2.26,11.49,13.33,4.57,0.37,10.52,0.76,0.65,0.63,8.46,,26.59,1.11,88.86,613.37,0.0,10.17,22.33
2022-11-29 11:00:00,2022-11-29 12:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-29 12:00:00,2022-11-29 13:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-29 13:00:00,2022-11-29 14:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-29 14:00:00,2022-11-29 15:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-29 15:00:00,2022-11-29 16:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-29 16:00:00,2022-11-29 17:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-29 17:00:00,2022-11-29 18:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-29 18:00:00,2022-11-29 19:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-29 19:00:00,2022-11-29 20:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-29 20:00:00,2022-11-29 21:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-29 21:00:00,2022-11-29 22:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-29 22:00:00,2022-11-29 23:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-29 23:00:00,2022-11-30 00:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-30 00:00:00,2022-11-30 01:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-30 01:00:00,2022-11-30 02:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-30 02:00:00,2022-11-30 03:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-30 03:00:00,2022-11-30 04:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-30 04:00:00,2022-11-30 05:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-30 05:00:00,2022-11-30 06:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-30 06:00:00,2022-11-30 07:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-30 07:00:00,2022-11-30 08:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-30 08:00:00,2022-11-30 09:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-30 09:00:00,2022-11-30 10:00:00,,,,,,,,,,,,,,,,,,,,,
2022-11-30 10:00:00,2022-11-30 11:00:00,28.37,41.37,8.4,3.62,11.63,10.89,6.14,0.59,19.32,1.17,1.83,2.09,7.97,,18.13,1.29,126.0,668.15,0.0,5.96,22.48
2022-11-30 11:00:00,2022-11-30 12:00:00,68.39,194.46,9.33,4.7,13.88,9.42,6.3,0.63,19.8,1.27,2.26,2.55,6.31,,15.68,0.96,138.44,705.05,0.0,4.14,23.55
2022-11-30 12:00:00,2022-11-30 13:00:00,99.67,194.41,9.22,4.66,13.89,9.34,6.25,0.62,19.59,1.25,2.27,2.53,6.26,,15.82,0.91,127.16,275.6,0.0,4.08,24.39
2022-11-30 13:00:00,2022-11-30 14:00:00,,,9.3,4.66,13.93,9.8,6.23,0.63,19.76,1.26,2.27,2.53,6.37,,14.79,0.92,116.35,189.62,0.0,4.41,25.28
2022-11-30 14:00:00,2022-11-30 15:00:00,9.27,24.14,9.07,4.6,13.71,9.68,6.24,0.61,19.29,1.23,2.23,2.5,6.19,,14.12,0.81,190.32,0.0,0.0,4.32,26.18
2022-11-30 15:00:00,2022-11-30 16:00:00,50.44,56.57,9.12,4.69,13.59,9.58,6.24,0.61,19.4,1.24,2.22,2.55,6.33,,15.87,0.91,104.37,188.08,0.0,4.25,26.02
2022-11-30 16:00:00,2022-11-30 17:00:00,111.4,120.17,9.12,4.62,13.76,9.64,6.22,0.61,19.39,1.24,2.24,2.51,6.44,,17.98,0.82,126.38,9.78,0.0,4.29,25.28
2022-11-30 17:00:00,2022-11-30 18:00:00,109.08,116.86,9.06,4.63,13.64,9.59,6.29,0.61,19.29,1.23,2.22,2.52,6.46,,23.35,0.79,132.59,0.12,0.0,4.25,23.03
2022-11-30 18:00:00,2022-11-30 19:00:00,103.21,108.49,9.21,4.53,13.76,9.55,6.29,0.62,19.57,1.25,2.24,2.46,6.37,,36.34,0.49,131.71,0.0,0.0,4.23,19.27
2022-11-30 19:00:00,2022-11-30 20:00:00,75.8,91.56,9.17,4.62,13.83,9.69,6.25,0.61,7.09,1.25,2.25,2.51,6.31,,43.28,0.53,187.02,0.0,0.0,4.32,17.76
2022-11-30 20:00:00,2022-11-30 21:00:00,74.83,87.59,9.09,4.58,13.6,9.64,6.21,0.61,2.89,1.23,2.22,2.49,6.41,,40.27,0.82,84.36,0.0,0.0,4.29,17.66
2022-11-30 21:00:00,2022-11-30 22:00:00,72.56,78.51,9.32,4.65,13.66,9.7,6.29,0.63,2.91,1.27,2.23,2.53,6.24,,38.63,0.76,53.42,1.0,0.0,4.34,17.56
2022-11-30 22:00:00,2022-11-30 23:00:00,70.37,77.42,9.06,4.58,13.76,9.53,6.2,0.61,2.89,1.23,2.24,2.49,6.43,,39.08,0.82,104.59,0.0,0.0,4.24,17.3
2022-11-30 23:00:00,2022-12-01 00:00:00,65.95,72.28,9.12,4.63,13.91,9.79,6.22,0.61,2.89,1.24,2.27,2.52,6.52,,42.13,0.62,140.04,0.0,0.0,4.4,16.13
2022-12-01 00:00:00,2022-12-01 01:00:00,67.24,72.41,9.22,4.59,13.81,9.5,6.25,0.62,2.9,1.25,2.26,2.5,6.38,,44.67,0.6,186.08,0.0,0.0,4.19,15.6
2022-12-01 01:00:00,2022-12-01 02:00:00,67.66,70.16,9.3,4.62,13.75,9.6,6.29,0.63,2.91,1.27,2.24,2.51,6.5,,47.02,0.58,92.62,0.0,0.0,4.26,16.24
2022-12-01 02:00:00,2022-12-01 03:00:00,63.92,70.03,9.2,4.66,13.57,9.52,6.25,0.62,2.9,1.25,2.22,2.53,6.36,,54.62,0.63,201.63,0.0,0.0,4.21,14.51
2022-12-01 03:00:00,2022-12-01 04:00:00,63.31,66.67,9.18,4.6,13.92,9.68,6.24,0.62,2.9,1.25,2.27,2.5,6.3,,61.13,0.54,237.22,0.0,0.0,4.32,12.08
2022-12-01 04:00:00,2022-12-01 05:00:00,63.52,64.37,9.16,4.55,13.67,9.59,6.23,0.61,2.9,1.24,2.23,2.48,6.27,,66.36,0.54,225.24,0.0,0.0,4.26,11.23
2022-12-01 05:00:00,2022-12-01 06:00:00,67.99,69.44,9.09,4.64,13.76,9.67,6.21,0.61,2.89,1.24,2.25,2.52,6.37,,68.08,0.5,247.18,0.0,0.0,4.32,11.14
2022-12-01 06:00:00,2022-12-01 07:00:00,66.8,71.31,9.31,4.67,13.57,9.74,6.29,0.62,2.91,1.27,2.21,2.54,6.26,,66.47,0.78,321.0,0.0,0.0,4.36,11.26
2022-12-01 07:00:00,2022-12-01 08:00:00,68.4,75.19,9.26,4.59,13.79,9.55,5.57,0.6,5.24,1.07,1.68,1.93,7.44,,62.78,0.98,323.29,0.0,0.0,6.97,12.94
2022-12-01 08:00:00,2022-12-01 09:00:00,72.77,74.78,9.13,4.62,13.97,9.48,4.67,0.56,7.46,0.85,0.98,1.31,8.56,,57.33,1.25,332.56,0.0,0.0,10.29,15.41
2022-12-01 09:00:00,2022-12-01 10:00:00,76.7,81.02,9.09,4.53,13.59,9.59,4.63,0.56,7.43,0.85,0.96,1.29,8.51,,47.41,0.84,343.88,0.0,0.0,10.39,19.61
2022-12-01 10:00:00,2022-12-01 11:00:00,75.87,79.69,9.23,4.61,13.71,9.74,4.78,0.57,7.52,0.86,0.96,1.3,8.57,,38.43,1.5,118.96,0.0,0.0,10.52,22.65
2022-12-01 11:00:00,2022-12-01 12:00:00,74.01,76.22,9.2,4.56,13.72,9.61,4.74,0.57,7.5,0.86,0.97,1.29,8.48,,35.8,1.38,144.93,0.0,0.0,10.41,24.24
2022-12-01 12:00:00,2022-12-01 13:00:00,,,9.22,4.5,14.11,9.53,4.76,0.57,7.52,0.86,0.99,1.28,8.59,,33.69,1.11,158.69,0.0,0.0,10.34,25.59
2022-12-01 13:00:00,2022-12-01 14:00:00,65.47,71.01,9.14,4.46,13.5,9.53,4.96,0.56,7.46,0.85,0.95,1.27,8.53,,33.38,1.3,152.49,0.0,0.0,10.34,25.91
2022-12-01 14:00:00,2022-12-01 15:00:00,46.23,53.76,7.48,2.68,10.72,8.81,5.33,0.64,18.06,0.67,0.7,1.02,9.75,,33.16,1.29,159.57,0.0,0.0,8.65,25.91
2022-12-01 15:00:00,2022-12-01 16:00:00,43.5,51.62,7.29,2.01,9.42,8.6,5.77,0.68,21.46,0.67,0.59,0.93,10.24,,33.31,1.39,157.96,0.0,0.0,8.29,25.89
2022-12-01 16:00:00,2022-12-01 17:00:00,53.14,61.93,7.31,2.08,9.26,8.67,5.79,0.68,21.49,0.67,0.58,0.95,10.26,,34.69,1.04,165.38,0.0,0.0,8.36,25.1
2022-12-01 17:00:00,2022-12-01 18:00:00,44.24,54.73,7.3,2.1,9.42,8.37,5.77,0.68,21.46,0.67,0.59,0.95,10.21,,38.44,0.86,162.2,0.0,0.0,8.1,24.01
2022-12-01 18:00:00,2022-12-01 19:00:00,42.65,46.68,7.32,2.09,9.44,8.67,5.82,0.68,21.51,0.67,0.59,0.95,10.36,,39.1,1.12,138.25,0.0,0.0,8.35,23.49
2022-12-01 19:00:00,2022-12-01 20:00:00,39.93,46.44,7.35,2.18,9.41,8.63,5.89,0.69,21.59,0.68,0.59,0.97,10.07,,41.74,1.76,139.31,0.0,0.0,8.32,22.99
2022-12-01 20:00:00,2022-12-01 21:00:00,39.39,43.42,7.27,2.12,,8.56,5.72,0.68,7.66,0.67,0.58,0.95,10.23,,46.3,1.72,140.65,0.0,0.0,8.26,21.92
2022-12-01 21:00:00,2022-12-01 22:00:00,37.3,41.88,6.51,2.19,8.52,8.25,4.73,0.58,3.0,0.75,0.79,0.78,9.29,,51.02,0.98,169.12,0.0,0.0,8.69,20.52
2022-12-01 22:00:00,2022-12-01 23:00:00,31.3,38.42,5.62,2.32,7.93,7.84,3.62,0.49,2.51,0.88,1.1,0.54,7.94,,58.62,0.75,224.06,0.0,0.0,9.4,18.98
2022-12-01 23:00:00,2022-12-02 00:00:00,34.24,37.12,5.62,2.24,7.86,7.75,3.62,0.49,2.51,0.88,1.1,0.53,7.93,,59.94,1.17,346.18,0.0,0.0,9.27,18.0
2022-12-02 00:00:00,2022-12-02 01:00:00,34.05,39.95,5.52,2.35,7.93,7.71,3.52,0.48,2.47,0.85,1.1,0.55,7.84,,61.83,0.7,37.4,0.0,0.0,9.22,17.58
2022-12-02 01:00:00,2022-12-02 02:00:00,34.51,38.91,5.56,2.26,8.1,7.83,3.56,0.48,2.48,0.86,1.12,0.53,7.92,,62.4,0.61,89.33,0.0,0.0,9.39,17.36
2022-12-02 02:00:00,2022-12-02 03:00:00,35.06,41.99,5.59,2.33,7.82,7.66,3.59,0.49,2.49,0.87,1.09,0.55,7.86,,64.37,0.47,153.83,0.0,0.0,9.15,16.72
2022-12-02 03:00:00,2022-12-02 04:00:00,36.02,41.66,5.55,2.27,7.99,7.78,3.56,0.48,2.48,0.86,1.11,0.53,7.8,,66.62,0.53,190.54,0.0,0.0,9.32,16.27
2022-12-02 04:00:00,2022-12-02 05:00:00,36.61,44.21,5.52,2.27,8.12,7.75,3.52,0.47,2.47,0.85,1.12,0.54,7.85,,71.51,0.64,285.49,0.0,0.0,9.29,15.04
2022-12-02 05:00:00,2022-12-02 06:00:00,40.48,46.67,5.51,2.29,7.99,7.79,3.51,0.47,2.47,0.85,1.11,0.54,7.92,,73.44,0.54,225.56,0.0,0.0,9.33,14.53
2022-12-02 06:00:00,2022-12-02 07:00:00,38.41,43.32,5.57,2.33,7.82,7.8,3.57,0.48,2.48,0.86,1.09,0.55,7.85,,74.72,0.44,190.5,0.0,0.0,9.35,14.14
2022-12-02 07:00:00,2022-12-02 08:00:00,36.56,43.47,5.55,2.35,7.92,7.8,3.55,0.48,2.93,0.86,1.1,0.55,7.91,,72.98,0.55,272.25,0.0,0.0,9.36,15.36
2022-12-02 08:00:00,2022-12-02 09:00:00,38.08,45.81,5.65,2.38,7.88,7.82,3.65,0.5,6.59,0.88,1.1,0.56,7.88,,60.22,0.75,244.71,0.0,0.0,9.38,19.15
2022-12-02 09:00:00,2022-12-02 10:00:00,34.38,39.37,7.87,2.41,10.12,9.13,5.1,0.54,10.99,0.7,0.96,0.91,10.69,,53.12,2.24,140.31,0.0,0.0,10.26,21.65
2022-12-02 10:00:00,2022-12-02 11:00:00,34.27,39.62,8.5,2.36,10.94,9.46,5.6,0.55,12.4,0.68,0.97,0.95,11.42,,48.45,2.13,143.03,0.0,0.0,10.34,23.38
2022-12-02 11:00:00,2022-12-02 12:00:00,42.3,54.07,8.51,2.43,11.05,9.61,5.62,0.55,12.42,0.68,0.99,0.97,11.33,,42.97,1.81,143.73,0.0,0.0,10.61,25.04
2022-12-02 12:00:00,2022-12-02 13:00:00,49.28,52.94,8.45,2.38,10.74,9.44,5.53,0.54,12.31,0.67,0.94,0.96,11.15,,36.38,1.47,161.42,0.0,0.0,10.29,26.33
2022-12-02 13:00:00,2022-12-02 14:00:00,44.88,48.56,8.56,2.42,10.74,9.48,5.6,0.56,12.51,0.7,0.93,0.96,11.39,,34.16,1.37,167.16,0.0,0.0,10.35,26.98
2022-12-02 14:00:00,2022-12-02 15:00:00,38.69,47.3,8.55,2.45,10.91,9.48,5.74,0.56,12.5,0.69,0.96,0.97,11.09,,35.34,1.52,108.93,0.0,0.0,10.36,27.1
2022-12-02 15:00:00,2022-12-02 16:00:00,33.05,44.34,8.48,2.44,11.03,9.46,5.52,0.55,14.51,0.68,0.98,0.97,11.27,,37.81,2.04,140.3,0.0,0.0,10.32,26.11
2022-12-02 16:00:00,2022-12-02 17:00:00,40.92,54.29,8.48,2.44,11.13,9.46,5.57,0.55,18.87,0.68,1.0,0.97,11.38,,40.77,1.76,151.99,0.0,0.0,10.31,25.56
