From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C)
2023-02-03 15:00:00,2023-02-03 16:00:00,48.45,90.42,2.69,24.2,19.84,43.3,11.46,0.3,83.78,1.47,0.0,0.55,0.35,0.9,17.08,0.53,329.66,360.56,31.34
2023-02-03 16:00:00,2023-02-03 17:00:00,49.93,91.5,2.95,26.45,21.23,43.01,9.92,0.34,74.48,1.59,0.0,0.55,0.37,1.01,19.7,0.42,324.16,87.09,29.52
2023-02-03 17:00:00,2023-02-03 18:00:00,47.12,93.98,4.53,52.89,36.59,39.62,8.94,0.59,52.05,1.78,0.01,0.58,0.46,1.6,27.48,0.18,137.19,31.45,25.98
2023-02-03 18:00:00,2023-02-03 19:00:00,53.53,101.39,13.07,74.04,54.79,35.93,7.99,0.93,29.6,3.11,0.03,0.64,0.91,4.39,36.93,0.21,118.38,25.05,22.67
2023-02-03 19:00:00,2023-02-03 20:00:00,61.6,133.59,45.5,106.06,98.18,26.4,6.24,1.85,6.41,6.69,0.14,0.75,2.38,11.08,45.77,0.25,175.9,32.84,21.1
2023-02-03 20:00:00,2023-02-03 21:00:00,73.17,161.52,21.43,77.62,63.48,33.85,4.89,1.23,12.19,8.85,0.16,0.81,3.14,14.16,53.4,0.28,90.19,33.5,19.23
2023-02-03 21:00:00,2023-02-03 22:00:00,78.69,173.01,19.91,72.17,59.34,34.7,4.49,0.93,15.66,6.0,0.05,0.77,1.51,7.44,57.68,0.28,155.92,34.64,18.13
2023-02-03 22:00:00,2023-02-03 23:00:00,84.09,173.43,14.94,56.55,47.0,37.56,3.15,0.87,16.46,5.92,0.06,0.78,1.39,6.43,65.22,0.27,93.11,35.7,16.62
2023-02-03 23:00:00,2023-02-04 00:00:00,77.23,164.35,7.87,42.08,33.55,40.45,2.37,0.79,18.73,4.77,0.04,0.75,0.91,4.13,70.05,0.31,109.28,37.79,15.52
2023-02-04 00:00:00,2023-02-04 01:00:00,69.36,146.25,6.09,34.14,27.88,41.6,2.08,0.63,19.47,4.25,0.04,0.73,0.77,3.24,72.45,0.27,119.33,36.52,14.91
2023-02-04 01:00:00,2023-02-04 02:00:00,63.83,122.57,4.43,30.32,24.5,42.27,1.55,0.56,20.56,3.64,0.03,0.71,0.67,2.62,76.12,0.24,60.91,31.35,13.93
2023-02-04 02:00:00,2023-02-04 03:00:00,63.91,113.01,3.96,29.47,23.67,42.54,1.12,0.54,15.08,3.13,0.03,0.68,0.59,2.12,79.02,0.42,149.83,26.77,13.61
2023-02-04 03:00:00,2023-02-04 04:00:00,54.8,101.29,3.73,27.77,22.58,42.73,0.89,0.5,14.45,3.05,0.02,0.66,0.56,1.93,82.47,0.24,75.56,24.8,12.8
2023-02-04 04:00:00,2023-02-04 05:00:00,52.16,88.03,5.92,37.48,29.52,41.17,0.42,0.45,9.94,2.69,0.01,0.65,0.5,1.53,84.16,0.2,99.72,18.13,12.13
2023-02-04 05:00:00,2023-02-04 06:00:00,42.83,93.12,8.8,34.7,30.38,41.15,0.35,0.47,11.69,2.5,0.01,0.64,0.47,1.34,86.32,0.25,100.78,13.96,11.44
2023-02-04 06:00:00,2023-02-04 07:00:00,47.11,95.04,17.46,41.51,41.05,38.82,0.51,0.61,7.38,2.79,0.01,0.62,0.49,1.47,86.13,0.4,122.94,24.28,11.46
2023-02-04 07:00:00,2023-02-04 08:00:00,54.69,110.82,13.79,43.88,39.51,39.45,2.63,0.81,14.86,4.27,0.01,0.64,0.6,2.18,73.23,0.59,132.87,68.76,14.54
2023-02-04 08:00:00,2023-02-04 09:00:00,81.83,141.79,10.89,48.95,39.66,39.31,6.22,0.74,30.96,5.08,0.01,0.68,0.67,2.53,55.16,0.52,170.97,284.16,19.12
2023-02-04 09:00:00,2023-02-04 10:00:00,88.63,151.68,4.16,36.55,27.6,41.59,9.27,0.56,52.89,3.89,0.02,0.68,0.64,2.46,39.97,0.38,243.46,578.07,23.1
2023-02-04 10:00:00,2023-02-04 11:00:00,81.53,139.15,4.02,32.63,25.4,42.07,8.17,0.34,63.01,3.11,0.01,0.66,0.6,2.26,27.4,0.43,266.34,651.16,27.01
2023-02-04 11:00:00,2023-02-04 12:00:00,60.32,110.8,3.59,25.74,21.39,42.94,4.63,0.26,61.83,2.21,0.01,0.64,0.45,1.41,18.59,0.75,303.61,684.6,28.9
2023-02-04 12:00:00,2023-02-04 13:00:00,42.97,90.25,3.67,23.26,20.13,43.19,4.26,0.32,64.13,1.86,0.01,0.61,0.41,1.24,15.53,0.64,305.99,670.12,30.6
2023-02-04 13:00:00,2023-02-04 14:00:00,36.61,76.48,3.49,23.2,19.95,43.31,6.35,0.32,70.45,1.6,0.0,0.59,0.39,1.14,13.33,0.78,320.31,634.72,31.32
2023-02-04 14:00:00,2023-02-04 15:00:00,34.3,68.48,3.21,22.12,19.15,43.45,4.67,0.21,68.62,1.33,0.0,0.56,0.34,1.0,12.09,0.74,321.49,566.02,32.03
2023-02-04 15:00:00,2023-02-04 16:00:00,26.12,72.11,3.66,22.22,19.56,43.36,3.54,0.22,66.6,1.17,0.0,0.55,0.32,0.84,12.85,0.59,335.85,335.41,31.68
2023-02-04 16:00:00,2023-02-04 17:00:00,29.19,79.96,3.59,21.96,19.37,43.42,2.42,0.26,59.77,1.14,0.0,0.56,0.32,0.88,16.48,0.41,340.65,81.48,29.73
2023-02-04 17:00:00,2023-02-04 18:00:00,31.16,78.91,15.97,55.31,47.18,37.39,3.23,0.79,36.15,1.24,0.0,0.56,0.36,1.1,23.52,0.24,25.85,21.61,26.34
2023-02-04 18:00:00,2023-02-04 19:00:00,41.32,95.23,24.31,85.31,69.92,32.75,4.22,1.27,10.43,4.13,0.05,0.67,1.31,6.27,34.22,0.18,189.38,14.58,22.87
2023-02-04 19:00:00,2023-02-04 20:00:00,62.32,136.72,24.66,84.48,69.76,32.45,5.13,1.23,7.75,7.53,0.1,0.77,2.65,11.07,40.62,0.23,72.14,14.15,20.82
2023-02-04 20:00:00,2023-02-04 21:00:00,74.17,152.37,34.54,79.45,75.12,31.12,4.87,1.41,5.79,7.69,0.08,0.79,2.2,9.86,47.34,0.22,116.09,12.56,19.41
2023-02-04 21:00:00,2023-02-04 22:00:00,90.63,171.82,23.44,62.51,57.09,35.39,3.71,1.09,11.01,7.41,0.07,0.8,1.77,8.13,51.62,0.26,109.86,11.69,17.54
2023-02-04 22:00:00,2023-02-04 23:00:00,96.6,169.93,14.03,46.48,40.91,38.92,2.46,0.86,13.04,5.97,0.06,0.77,1.11,5.37,57.64,0.28,92.34,10.94,16.74
2023-02-04 23:00:00,2023-02-05 00:00:00,87.16,154.86,8.31,37.84,31.65,40.79,1.87,0.74,13.88,4.87,0.04,0.74,0.78,3.53,63.62,0.22,119.09,10.56,15.62
2023-02-05 00:00:00,2023-02-05 01:00:00,71.09,132.64,10.31,37.1,32.89,40.41,1.4,0.62,14.62,4.34,0.03,0.72,0.66,2.83,67.86,0.26,144.97,9.94,14.86
2023-02-05 01:00:00,2023-02-05 02:00:00,60.22,117.25,5.8,30.45,25.69,42.04,1.14,0.56,15.19,3.58,0.02,0.7,0.55,2.19,71.15,0.27,112.57,9.84,14.32
2023-02-05 02:00:00,2023-02-05 03:00:00,53.28,102.96,5.43,28.14,24.16,42.32,0.85,0.49,18.12,3.11,0.02,0.69,0.48,1.76,73.21,0.26,71.86,10.08,13.54
2023-02-05 03:00:00,2023-02-05 04:00:00,49.17,86.44,4.6,26.26,22.48,42.72,0.77,0.44,15.96,2.59,0.01,0.66,0.42,1.4,75.14,0.24,139.77,9.86,13.21
2023-02-05 04:00:00,2023-02-05 05:00:00,48.07,86.29,7.97,28.38,26.35,42.08,0.48,0.41,12.91,2.41,0.0,0.65,0.4,1.33,80.24,0.49,117.29,9.86,12.8
2023-02-05 05:00:00,2023-02-05 06:00:00,38.31,84.3,11.46,32.01,31.12,40.94,0.45,0.47,11.46,2.27,0.0,0.64,0.37,1.17,79.91,0.25,86.7,9.64,12.46
2023-02-05 06:00:00,2023-02-05 07:00:00,34.42,100.42,13.74,38.93,36.65,39.65,0.57,0.59,11.45,2.56,0.0,0.63,0.37,1.24,80.86,0.28,108.43,19.73,12.3
2023-02-05 07:00:00,2023-02-05 08:00:00,48.13,123.67,15.84,44.08,41.1,38.75,2.88,0.68,16.9,4.12,0.01,0.66,0.52,2.07,66.0,0.41,116.44,69.79,16.1
2023-02-05 08:00:00,2023-02-05 09:00:00,73.28,142.5,8.74,37.36,31.75,40.81,5.62,0.53,33.69,4.11,0.02,0.67,0.53,2.16,51.47,0.59,146.86,239.08,19.86
2023-02-05 09:00:00,2023-02-05 10:00:00,71.66,131.1,5.77,35.88,27.99,41.7,8.51,0.47,52.13,3.29,0.02,0.7,0.52,2.05,37.45,0.44,206.38,531.69,24.03
2023-02-05 10:00:00,2023-02-05 11:00:00,65.58,129.1,5.16,31.69,25.82,42.07,13.38,0.31,66.29,2.93,0.01,0.69,0.48,1.76,26.31,0.35,208.9,607.43,27.95
2023-02-05 11:00:00,2023-02-05 12:00:00,58.05,111.34,3.55,26.15,21.57,42.92,15.17,0.26,70.07,2.15,0.0,0.67,0.38,1.22,21.61,0.6,313.05,645.84,29.86
2023-02-05 12:00:00,2023-02-05 13:00:00,52.95,93.7,4.04,26.01,21.9,42.87,13.0,0.3,74.2,1.73,0.0,0.64,0.35,1.04,18.89,0.54,316.06,635.52,31.38
2023-02-05 13:00:00,2023-02-05 14:00:00,46.25,88.86,3.5,22.67,19.68,43.34,11.57,0.28,75.67,1.47,0.0,0.6,0.33,0.92,16.6,0.68,314.17,586.3,32.43
2023-02-05 14:00:00,2023-02-05 15:00:00,40.98,89.08,3.36,21.2,18.79,43.53,9.22,0.26,73.98,1.39,0.0,0.57,0.31,0.87,16.58,0.7,293.71,527.49,32.93
2023-02-05 15:00:00,2023-02-05 16:00:00,36.91,84.11,3.44,20.92,18.7,43.6,6.05,0.24,64.4,1.11,0.0,0.55,0.29,0.81,16.5,0.61,315.76,315.7,32.7
2023-02-05 16:00:00,2023-02-05 17:00:00,35.75,85.3,3.93,24.75,21.14,43.02,6.06,0.31,60.01,1.05,0.0,0.54,0.3,0.84,20.06,0.4,336.3,69.4,30.93
2023-02-05 17:00:00,2023-02-05 18:00:00,34.6,88.81,3.71,40.85,29.52,41.26,4.9,0.73,39.49,2.31,0.0,0.57,0.45,1.46,27.26,0.24,179.99,11.31,27.57
2023-02-05 18:00:00,2023-02-05 19:00:00,57.85,106.89,19.14,70.78,57.98,35.21,5.36,1.13,19.17,4.95,0.06,0.69,1.56,7.02,36.9,0.26,98.57,4.95,24.03
2023-02-05 19:00:00,2023-02-05 20:00:00,74.62,141.54,18.19,75.63,59.79,34.7,5.71,1.21,14.02,5.5,0.06,0.7,1.3,6.34,41.39,0.21,80.75,5.17,22.3
2023-02-05 20:00:00,2023-02-05 21:00:00,81.83,146.73,18.8,65.86,55.09,35.78,4.22,1.11,10.96,6.31,0.06,0.75,1.61,7.85,49.37,0.28,95.25,5.12,20.86
2023-02-05 21:00:00,2023-02-05 22:00:00,81.74,145.43,11.41,55.6,43.63,38.05,3.48,1.01,13.1,6.34,0.05,0.77,1.33,6.51,53.91,0.2,156.38,5.09,19.6
2023-02-05 22:00:00,2023-02-05 23:00:00,90.99,150.71,12.12,54.61,43.68,38.2,3.02,0.84,14.07,5.2,0.04,0.77,1.1,5.36,58.86,0.26,140.12,5.15,18.66
2023-02-05 23:00:00,2023-02-06 00:00:00,80.98,141.83,6.89,38.8,31.02,40.88,,0.69,18.06,5.23,0.04,0.77,1.0,4.04,66.69,0.34,105.85,5.09,17.47
2023-02-06 00:00:00,2023-02-06 01:00:00,74.85,134.88,6.0,33.98,27.73,41.55,,0.58,17.24,3.9,0.03,0.75,0.63,2.6,70.69,0.36,151.7,5.0,16.62
2023-02-06 01:00:00,2023-02-06 02:00:00,59.89,121.82,3.86,28.6,23.13,42.59,,0.55,15.06,3.58,0.02,0.73,0.55,2.13,72.46,0.24,26.0,5.01,15.97
2023-02-06 02:00:00,2023-02-06 03:00:00,53.48,108.28,4.44,27.29,22.9,42.63,,0.5,17.12,3.15,0.01,0.72,0.48,1.73,75.74,0.26,98.49,4.97,14.87
2023-02-06 03:00:00,2023-02-06 04:00:00,49.64,97.7,4.28,27.68,22.97,42.65,,0.48,14.48,2.75,0.01,0.7,0.42,1.41,78.8,0.22,120.59,4.83,14.44
2023-02-06 04:00:00,2023-02-06 05:00:00,51.46,103.5,6.13,29.93,25.69,42.1,,0.49,11.96,2.58,0.0,0.67,0.41,1.33,80.39,0.25,97.42,4.85,13.94
2023-02-06 05:00:00,2023-02-06 06:00:00,44.02,115.41,11.3,32.39,31.2,40.92,,0.54,8.03,2.44,0.0,0.67,0.4,1.3,83.77,0.3,121.66,4.79,13.65
2023-02-06 06:00:00,2023-02-06 07:00:00,44.04,122.02,20.23,42.83,44.0,38.03,,0.63,6.7,2.83,0.01,0.65,0.45,1.67,82.84,0.2,85.47,15.09,13.49
2023-02-06 07:00:00,2023-02-06 08:00:00,52.74,128.46,15.57,42.22,39.89,39.25,,0.8,16.25,4.04,0.01,0.66,0.54,2.24,70.74,0.63,132.89,65.37,16.4
2023-02-06 08:00:00,2023-02-06 09:00:00,74.03,145.11,11.37,44.72,37.8,39.23,5.75,0.62,29.38,4.87,5.75,0.7,0.6,2.44,58.4,0.56,141.66,246.34,20.1
2023-02-06 09:00:00,2023-02-06 10:00:00,78.62,148.09,7.11,40.73,32.22,40.63,9.68,0.52,49.37,4.11,9.71,0.71,0.53,2.0,40.63,0.54,143.37,527.46,24.89
2023-02-06 10:00:00,2023-02-06 11:00:00,70.78,140.3,6.38,36.32,29.28,41.34,7.44,0.43,56.1,3.26,9.75,0.71,0.54,2.02,25.09,0.46,149.14,612.6,29.38
2023-02-06 11:00:00,2023-02-06 12:00:00,59.28,116.96,6.38,30.57,26.22,42.49,5.94,0.32,58.79,3.32,9.94,0.7,0.64,2.32,17.94,0.65,203.95,645.85,31.34
2023-02-06 12:00:00,2023-02-06 13:00:00,43.07,90.21,4.04,25.94,21.85,42.53,6.11,0.27,64.2,2.34,8.93,0.66,0.49,1.66,17.52,0.51,217.25,624.38,32.29
2023-02-06 13:00:00,2023-02-06 14:00:00,40.01,90.31,3.63,24.46,20.74,43.08,7.35,0.26,67.6,1.76,8.33,0.62,0.4,1.27,17.59,0.85,305.71,588.15,32.49
2023-02-06 14:00:00,2023-02-06 15:00:00,36.01,82.59,3.54,23.91,20.36,43.34,7.4,0.25,67.6,1.44,7.75,0.57,0.37,1.12,17.57,0.82,305.2,521.25,33.0
2023-02-06 15:00:00,2023-02-06 16:00:00,39.15,82.37,3.25,23.02,19.66,43.38,6.79,0.23,66.35,1.36,8.03,0.56,0.37,1.18,18.32,0.71,295.46,321.81,32.53
2023-02-06 16:00:00,2023-02-06 17:00:00,41.5,81.42,3.04,23.06,19.51,43.37,5.31,0.28,63.06,1.2,8.16,0.56,0.37,1.24,20.77,0.75,311.53,78.12,30.81
2023-02-06 17:00:00,2023-02-06 18:00:00,36.33,83.33,3.96,37.42,27.9,41.61,6.51,0.52,43.73,1.74,8.86,0.57,0.42,1.57,27.0,0.36,341.06,17.16,27.94
2023-02-06 18:00:00,2023-02-06 19:00:00,41.58,104.65,31.38,98.2,82.52,29.65,5.84,1.23,7.67,4.12,15.92,0.65,1.33,6.56,35.38,0.21,230.44,10.46,24.7
2023-02-06 19:00:00,2023-02-06 20:00:00,51.55,130.33,26.68,82.12,70.14,32.48,7.08,1.16,8.79,5.91,20.9,0.73,2.12,10.56,41.01,0.28,76.71,9.15,22.64
2023-02-06 20:00:00,2023-02-06 21:00:00,62.34,147.36,20.45,69.84,58.55,34.82,5.45,1.16,10.24,5.7,18.23,0.76,1.54,7.84,46.23,0.27,119.18,8.98,21.23
2023-02-06 21:00:00,2023-02-06 22:00:00,70.37,156.95,14.02,56.07,46.0,37.65,4.45,0.94,14.22,5.98,18.52,0.79,1.46,7.33,51.16,0.22,106.49,8.96,19.93
2023-02-06 22:00:00,2023-02-06 23:00:00,77.35,161.63,28.75,67.09,63.84,33.74,3.56,0.88,7.55,4.83,15.29,0.79,1.0,5.03,57.85,0.27,262.99,8.44,19.28
2023-02-06 23:00:00,2023-02-07 00:00:00,78.73,146.8,12.92,53.06,43.51,38.15,2.56,0.76,7.42,4.98,14.74,0.79,0.97,4.51,64.34,0.22,86.97,8.27,17.98
2023-02-07 00:00:00,2023-02-07 01:00:00,69.48,133.41,6.86,38.15,30.64,41.03,2.53,0.65,14.09,4.06,13.08,0.78,0.73,3.32,67.08,0.27,217.7,7.96,17.11
2023-02-07 01:00:00,2023-02-07 02:00:00,55.49,121.81,5.38,31.32,25.8,42.05,2.23,0.56,17.18,3.4,11.83,0.76,0.59,2.47,70.24,0.2,101.08,7.98,16.3
2023-02-07 02:00:00,2023-02-07 03:00:00,50.33,109.66,4.2,27.92,23.04,42.64,1.71,0.52,15.97,2.94,10.42,0.74,0.5,1.96,75.42,0.48,128.85,7.94,15.4
2023-02-07 03:00:00,2023-02-07 04:00:00,46.87,103.54,4.22,27.01,22.58,42.76,1.36,0.48,12.96,2.62,9.9,0.72,0.46,1.69,77.34,0.23,117.39,7.84,14.87
2023-02-07 04:00:00,2023-02-07 05:00:00,41.35,96.66,4.96,27.02,23.18,42.66,1.43,0.42,15.63,2.34,9.36,0.7,0.42,1.45,77.96,0.26,130.87,7.79,14.5
2023-02-07 05:00:00,2023-02-07 06:00:00,35.93,90.47,5.65,30.96,25.84,42.05,1.35,0.46,14.5,2.15,8.92,0.69,0.38,1.24,81.14,0.24,75.3,7.77,13.96
2023-02-07 06:00:00,2023-02-07 07:00:00,42.55,92.84,25.49,51.36,52.81,36.32,1.71,0.64,7.11,2.4,8.89,0.68,0.41,1.46,81.23,0.31,116.93,18.22,13.96
2023-02-07 07:00:00,2023-02-07 08:00:00,47.25,111.8,20.75,51.44,49.01,37.28,4.83,0.78,13.12,4.6,11.17,0.7,0.65,3.01,68.96,0.63,139.65,91.96,16.95
2023-02-07 08:00:00,2023-02-07 09:00:00,67.9,154.24,12.3,51.68,42.26,38.2,11.36,0.64,30.94,4.63,10.49,0.71,0.61,2.64,55.6,0.66,147.34,271.11,21.28
2023-02-07 09:00:00,2023-02-07 10:00:00,79.06,166.78,5.8,39.51,30.5,41.01,13.58,0.49,51.76,3.81,10.26,0.72,0.59,2.51,37.93,0.48,168.52,536.75,26.16
2023-02-07 10:00:00,2023-02-07 11:00:00,76.21,134.74,3.4,29.93,23.46,42.49,7.8,0.31,62.36,3.03,9.49,0.71,0.54,1.97,23.98,0.38,258.85,610.74,29.68
2023-02-07 11:00:00,2023-02-07 12:00:00,50.45,105.83,4.29,25.86,22.02,42.88,,0.2,59.77,,,,,,19.33,0.41,333.31,623.09,32.09
2023-02-07 12:00:00,2023-02-07 13:00:00,40.53,82.59,,,,,5.47,0.2,60.61,11.68,20.5,0.33,16.11,41.38,17.38,0.73,311.27,613.9,32.89
2023-02-07 13:00:00,2023-02-07 14:00:00,36.23,72.33,7.65,27.03,24.43,58.18,4.32,0.21,57.99,3.88,5.84,0.37,3.33,8.73,17.08,0.64,316.45,582.68,33.29
2023-02-07 14:00:00,2023-02-07 15:00:00,38.31,83.11,4.5,21.8,19.09,58.07,7.4,0.19,64.95,3.03,8.79,0.47,3.1,8.04,16.61,0.53,294.5,507.24,33.84
2023-02-07 15:00:00,2023-02-07 16:00:00,40.43,90.03,4.21,17.53,16.58,58.25,8.79,0.18,64.07,1.29,14.71,0.3,1.07,3.62,17.05,0.61,303.16,321.36,33.48
2023-02-07 16:00:00,2023-02-07 17:00:00,39.6,82.11,3.29,18.11,16.15,58.01,8.23,0.19,59.18,0.93,10.06,0.34,0.7,2.54,19.59,0.69,322.41,77.05,31.6
2023-02-07 17:00:00,2023-02-07 18:00:00,36.71,80.68,3.26,21.66,18.02,58.01,8.1,0.33,45.76,1.11,9.44,0.46,0.74,2.87,26.28,0.31,342.42,18.97,28.57
2023-02-07 18:00:00,2023-02-07 19:00:00,39.43,92.56,3.14,27.55,21.04,58.0,11.64,0.66,39.75,1.85,10.31,0.57,0.85,3.49,30.75,0.32,187.54,12.01,26.03
2023-02-07 19:00:00,2023-02-07 20:00:00,45.85,106.69,28.2,37.19,46.54,58.18,10.67,1.23,12.63,4.66,15.93,0.72,1.87,8.0,38.74,0.46,121.59,12.04,23.91
2023-02-07 20:00:00,2023-02-07 21:00:00,60.74,134.1,13.91,35.53,34.05,58.17,9.91,0.79,19.89,4.08,14.92,0.78,1.62,7.42,43.61,0.48,150.82,11.87,22.8
2023-02-07 21:00:00,2023-02-07 22:00:00,57.3,136.04,14.81,31.6,32.69,58.03,8.89,0.7,20.87,3.72,14.17,0.84,1.43,6.48,50.14,0.48,144.88,11.96,21.42
2023-02-07 22:00:00,2023-02-07 23:00:00,62.32,136.56,7.26,27.24,24.22,57.96,7.26,0.5,23.85,3.21,12.74,0.89,1.11,4.89,55.56,0.27,102.7,11.87,20.26
2023-02-07 23:00:00,2023-02-08 00:00:00,57.94,126.96,6.17,24.05,21.65,58.0,6.82,0.44,27.77,2.74,11.54,0.91,0.87,3.67,56.92,0.28,104.34,11.75,19.57
2023-02-08 00:00:00,2023-02-08 01:00:00,50.7,113.59,6.5,21.11,20.35,58.08,7.01,0.4,28.8,2.31,10.72,0.93,0.73,2.92,58.31,0.34,112.65,11.81,19.22
2023-02-08 01:00:00,2023-02-08 02:00:00,44.49,106.97,3.42,21.4,18.01,57.97,6.63,0.36,32.56,2.06,10.04,0.94,0.65,2.44,62.8,0.28,98.09,11.82,18.46
2023-02-08 02:00:00,2023-02-08 03:00:00,43.26,99.17,2.37,17.99,15.33,57.99,6.98,0.32,35.36,1.82,9.47,0.94,0.58,2.1,64.88,0.26,105.34,11.78,18.32
2023-02-08 03:00:00,2023-02-08 04:00:00,44.41,94.83,2.38,19.62,16.21,57.88,7.71,0.32,33.35,1.66,9.09,0.94,0.55,1.87,68.09,0.32,187.97,11.46,17.8
2023-02-08 04:00:00,2023-02-08 05:00:00,50.27,99.88,2.98,28.86,21.6,57.91,7.22,0.33,23.12,1.58,8.48,0.92,0.49,1.61,71.02,0.35,166.95,11.77,17.61
2023-02-08 05:00:00,2023-02-08 06:00:00,46.73,105.29,7.84,26.07,24.08,58.1,5.43,0.36,15.5,1.56,8.23,0.91,0.48,1.55,75.92,0.15,145.4,11.77,16.72
2023-02-08 06:00:00,2023-02-08 07:00:00,46.96,120.19,8.95,29.38,26.74,58.11,4.87,0.5,14.58,1.93,8.66,0.92,0.55,1.97,78.06,0.26,57.65,22.52,16.21
2023-02-08 07:00:00,2023-02-08 08:00:00,55.45,129.17,14.04,29.46,30.95,57.91,7.22,0.79,15.5,3.22,9.86,1.02,0.77,2.99,69.41,0.55,139.2,87.31,18.75
2023-02-08 08:00:00,2023-02-08 09:00:00,82.72,157.62,8.4,27.11,25.09,58.44,9.43,0.65,28.95,4.25,11.06,1.02,0.9,3.63,62.38,0.63,158.33,241.19,21.68
2023-02-08 09:00:00,2023-02-08 10:00:00,90.3,158.03,4.31,26.3,21.34,57.92,17.94,0.54,51.86,3.31,10.14,1.0,0.74,2.97,49.51,0.24,257.53,469.87,25.47
2023-02-08 10:00:00,2023-02-08 11:00:00,88.99,150.64,2.49,22.07,17.61,58.09,21.74,0.44,66.91,2.79,9.13,0.98,0.63,2.28,36.49,0.33,244.79,557.03,28.71
2023-02-08 11:00:00,2023-02-08 12:00:00,65.75,126.33,2.3,19.31,15.98,57.92,19.09,0.38,77.5,2.26,8.32,0.92,0.54,1.79,30.56,0.56,273.39,605.28,30.87
2023-02-08 12:00:00,2023-02-08 13:00:00,58.79,109.29,4.58,21.46,18.98,57.96,23.8,0.36,85.36,1.96,8.01,0.87,0.52,1.75,26.32,0.49,272.85,602.5,32.48
2023-02-08 13:00:00,2023-02-08 14:00:00,59.62,109.03,3.54,17.28,15.91,58.0,18.54,0.34,85.86,1.65,7.56,0.82,0.46,1.52,23.74,0.85,318.11,561.9,33.18
2023-02-08 14:00:00,2023-02-08 15:00:00,51.15,110.53,3.67,16.53,15.61,58.01,14.37,0.3,83.0,1.44,7.32,0.77,0.43,1.38,23.36,0.62,315.5,483.73,33.35
2023-02-08 15:00:00,2023-02-08 16:00:00,49.96,103.16,3.59,16.08,15.31,58.05,12.29,0.29,77.28,1.29,7.46,0.75,0.42,1.28,23.44,0.54,325.79,293.49,33.44
2023-02-08 16:00:00,2023-02-08 17:00:00,44.78,109.69,3.5,17.11,15.78,58.01,10.45,0.31,69.61,1.2,7.71,0.74,0.41,1.27,25.77,0.51,334.76,77.89,31.56
2023-02-08 17:00:00,2023-02-08 18:00:00,47.33,99.31,3.58,27.34,21.29,57.96,9.36,0.57,45.58,1.62,8.42,0.75,0.48,1.64,30.31,0.42,300.51,17.99,29.08
2023-02-08 18:00:00,2023-02-08 19:00:00,44.03,102.11,8.5,41.08,32.61,57.96,6.47,0.9,23.77,3.76,12.15,0.8,0.96,4.56,38.62,0.22,96.88,10.8,25.73
2023-02-08 19:00:00,2023-02-08 20:00:00,50.61,104.04,10.49,42.36,34.9,57.89,7.63,1.09,20.32,4.38,14.6,0.88,1.42,6.86,42.14,0.26,206.46,10.6,24.45
2023-02-08 20:00:00,2023-02-08 21:00:00,56.58,118.28,14.73,40.09,37.13,57.86,7.74,1.02,14.79,4.87,15.76,0.94,1.61,7.66,49.34,0.21,128.63,10.62,22.77
2023-02-08 21:00:00,2023-02-08 22:00:00,59.1,137.42,30.16,35.18,47.07,57.76,7.89,1.08,12.11,4.91,16.06,0.99,1.68,7.84,56.41,0.22,47.0,10.71,21.57
2023-02-08 22:00:00,2023-02-08 23:00:00,68.83,150.33,17.45,40.77,39.71,57.99,8.75,0.9,12.57,4.29,14.53,1.0,1.3,6.04,59.58,0.19,179.51,10.45,21.05
2023-02-08 23:00:00,2023-02-09 00:00:00,69.68,150.93,17.16,38.72,38.38,57.75,6.42,0.83,6.27,4.16,13.98,1.02,1.22,5.51,66.54,0.36,234.5,10.16,19.95
2023-02-09 00:00:00,2023-02-09 01:00:00,69.68,144.61,15.93,34.23,35.0,57.93,5.54,0.77,4.36,4.37,13.46,1.04,1.13,4.79,70.12,0.23,210.19,9.98,19.18
2023-02-09 01:00:00,2023-02-09 02:00:00,68.28,128.14,21.42,29.76,37.08,58.06,5.08,0.74,3.02,4.14,12.99,1.03,1.07,4.41,72.81,0.24,204.75,10.02,18.49
2023-02-09 02:00:00,2023-02-09 03:00:00,67.72,128.21,8.97,26.1,25.01,57.98,4.53,0.69,5.64,3.99,12.49,1.04,0.99,3.98,76.82,0.43,194.75,10.09,17.56
2023-02-09 03:00:00,2023-02-09 04:00:00,68.6,118.86,9.97,20.7,22.95,58.07,4.21,0.64,6.15,3.54,11.46,1.02,0.81,3.2,80.34,0.27,131.79,9.96,16.86
2023-02-09 04:00:00,2023-02-09 05:00:00,67.26,114.71,12.83,19.73,24.76,57.97,4.04,0.62,6.62,3.27,10.87,0.99,0.71,2.71,82.72,0.24,73.88,10.05,16.04
2023-02-09 05:00:00,2023-02-09 06:00:00,60.66,111.35,14.28,20.13,26.15,57.98,3.98,0.61,4.29,3.03,10.39,0.97,0.68,2.5,83.26,0.26,112.87,9.96,15.82
