From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (ug/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm),Xylene (ug/m3)
2023-02-19 06:00:00,2023-02-19 07:00:00,58.25,142.25,28.07,59.38,54.4,22.75,9.83,,11.95,0.2,1.95,0.5,0.65,0.33,67.0,0.28,62.0,237.75,,18.57,0.0,
2023-02-19 07:00:00,2023-02-19 08:00:00,87.5,203.75,25.73,55.08,50.2,30.15,14.62,,10.38,0.23,2.0,0.5,0.7,0.4,68.0,0.33,105.5,312.75,,18.55,0.0,
2023-02-19 08:00:00,2023-02-19 09:00:00,140.0,294.5,13.75,54.5,40.2,33.42,59.0,,19.6,0.38,2.05,0.57,0.7,0.38,53.75,0.45,96.0,281.75,,20.17,0.0,
2023-02-19 09:00:00,2023-02-19 10:00:00,153.5,323.75,7.72,54.92,35.5,32.42,45.8,1.28,45.17,0.4,2.02,0.53,0.7,0.32,48.5,0.8,61.25,349.75,,21.1,0.0,
2023-02-19 10:00:00,2023-02-19 11:00:00,161.0,342.25,5.2,50.6,31.15,32.75,37.13,1.11,56.38,0.4,1.92,0.6,0.7,0.43,40.5,0.95,56.0,373.75,,22.32,0.0,
2023-02-19 11:00:00,2023-02-19 12:00:00,135.25,302.5,7.92,47.68,31.82,27.1,119.1,0.66,50.23,0.33,1.95,0.5,0.6,0.35,35.25,0.8,73.0,391.75,,23.45,0.0,
2023-02-19 12:00:00,2023-02-19 13:00:00,98.75,227.0,3.17,31.4,19.27,31.25,99.88,0.55,64.57,0.25,1.75,0.38,0.47,0.3,33.5,0.98,96.75,376.75,,29.38,0.0,
2023-02-19 13:00:00,2023-02-19 14:00:00,57.0,151.25,2.38,31.07,18.45,32.92,68.85,0.57,73.05,0.2,1.62,0.33,0.4,0.3,31.25,1.3,78.25,329.75,,31.6,0.0,
2023-02-19 14:00:00,2023-02-19 15:00:00,50.0,150.25,1.85,26.82,15.8,32.45,55.88,0.51,82.38,0.2,1.65,0.3,0.38,0.27,28.0,1.28,78.0,319.75,,31.9,0.0,
2023-02-19 15:00:00,2023-02-19 16:00:00,46.75,134.75,1.68,28.58,16.6,29.27,71.1,0.56,84.58,0.12,1.7,0.3,0.3,0.25,25.5,1.2,82.75,246.5,,31.95,0.0,
2023-02-19 16:00:00,2023-02-19 17:00:00,42.25,133.25,1.95,34.7,20.05,23.88,48.1,0.55,71.35,0.12,1.7,0.28,0.3,0.28,21.25,1.18,57.75,176.5,,31.85,0.0,
2023-02-19 17:00:00,2023-02-19 18:00:00,33.25,120.75,1.5,46.85,26.18,21.02,53.27,0.94,59.88,0.1,1.7,0.27,0.3,0.3,31.0,0.6,97.75,163.0,,31.05,0.0,
2023-02-19 18:00:00,2023-02-19 19:00:00,50.0,160.0,21.28,116.97,79.53,16.3,59.18,2.15,15.23,0.17,1.95,0.32,0.47,0.35,43.5,0.15,135.0,171.5,,29.45,0.0,
2023-02-19 19:00:00,2023-02-19 20:00:00,82.25,242.0,5.3,86.3,50.25,19.22,39.52,1.81,17.43,0.25,2.45,0.55,0.82,0.55,50.75,0.17,161.5,170.25,,28.58,0.0,
2023-02-19 20:00:00,2023-02-19 21:00:00,87.75,248.0,5.75,87.08,51.02,20.85,35.73,1.93,17.58,0.3,2.75,0.67,0.97,0.6,46.75,0.17,139.5,173.5,,21.4,0.0,
2023-02-19 21:00:00,2023-02-19 22:00:00,101.5,265.0,4.2,85.33,48.82,20.4,21.83,1.61,21.52,0.35,2.88,0.7,1.05,0.67,42.5,0.25,99.75,170.25,,21.68,0.0,
2023-02-19 22:00:00,2023-02-19 23:00:00,152.5,280.75,2.33,71.08,39.7,22.75,18.02,1.3,19.45,0.4,2.77,0.68,0.97,0.6,40.25,0.33,131.5,169.25,,21.3,0.0,
2023-02-19 23:00:00,2023-02-20 00:00:00,161.5,294.75,10.72,85.42,54.15,21.05,20.62,1.73,22.35,0.4,2.52,0.6,0.85,0.47,38.5,0.3,110.75,174.5,,21.2,0.0,
2023-02-20 00:00:00,2023-02-20 01:00:00,184.25,307.0,1.48,32.2,18.3,22.5,30.45,0.63,47.42,0.4,2.25,0.53,0.73,0.35,33.5,0.57,193.75,175.0,,21.35,0.0,
2023-02-20 01:00:00,2023-02-20 02:00:00,108.75,186.5,0.52,28.22,15.45,18.57,15.3,0.44,45.12,0.25,1.9,0.38,0.53,0.3,37.75,0.27,277.25,177.25,,20.7,0.0,
2023-02-20 02:00:00,2023-02-20 03:00:00,44.75,120.75,8.53,70.08,44.2,15.2,13.25,0.61,23.88,0.2,1.57,0.3,0.4,0.25,48.25,0.15,123.0,178.5,,19.75,0.0,
2023-02-20 03:00:00,2023-02-20 04:00:00,56.25,129.25,2.12,61.25,34.33,17.35,8.67,0.64,14.38,0.15,1.52,0.3,0.4,0.23,59.75,0.17,257.0,155.5,,19.1,0.0,
2023-02-20 04:00:00,2023-02-20 05:00:00,65.25,140.0,12.38,60.05,41.98,16.82,6.12,0.75,10.8,0.2,1.68,0.3,0.4,0.28,66.0,0.17,266.75,46.25,,18.75,0.0,
2023-02-20 05:00:00,2023-02-20 06:00:00,61.75,137.0,15.65,57.75,43.45,17.0,3.7,0.75,8.55,0.2,1.8,0.32,0.43,0.28,68.5,0.2,269.75,42.0,,18.75,0.0,
2023-02-20 06:00:00,2023-02-20 07:00:00,56.25,129.75,13.15,65.47,45.5,16.05,3.1,0.77,11.03,0.2,1.82,0.35,0.5,0.3,67.25,0.17,177.5,50.5,,18.65,0.0,
2023-02-20 07:00:00,2023-02-20 08:00:00,49.75,119.5,14.12,34.55,29.85,19.48,6.95,0.62,35.2,0.2,1.82,0.33,0.5,0.3,43.0,0.88,201.0,236.25,,20.75,0.0,
2023-02-20 08:00:00,2023-02-20 09:00:00,40.0,132.5,1.4,20.2,11.9,20.25,6.5,0.42,54.85,0.1,1.57,0.3,0.43,0.25,33.75,0.9,254.25,349.5,,22.4,0.0,
2023-02-20 09:00:00,2023-02-20 10:00:00,22.5,91.5,1.45,19.77,11.68,20.15,5.55,0.31,61.4,0.1,1.4,0.25,0.3,0.2,29.75,0.9,251.75,356.0,,23.5,0.0,
2023-02-20 10:00:00,2023-02-20 11:00:00,24.0,82.0,1.6,20.83,12.4,21.53,4.37,0.4,71.0,0.1,1.3,0.2,0.3,0.15,24.5,1.05,261.0,376.0,,29.77,0.0,
2023-02-20 11:00:00,2023-02-20 12:00:00,23.5,75.25,1.23,16.38,9.7,18.77,3.0,0.33,73.28,0.1,1.3,0.2,0.3,0.18,17.75,1.48,249.75,417.5,,32.12,0.0,
2023-02-20 12:00:00,2023-02-20 13:00:00,18.0,56.75,0.8,14.48,8.35,18.12,2.3,0.26,70.93,0.1,1.38,0.2,0.27,0.12,11.75,1.27,255.75,419.0,,32.73,0.0,
2023-02-20 13:00:00,2023-02-20 14:00:00,9.25,46.0,0.95,14.3,8.38,17.3,1.73,0.26,71.77,0.1,1.42,0.2,0.28,0.1,10.75,1.15,232.0,344.0,,33.28,0.0,
2023-02-20 14:00:00,2023-02-20 15:00:00,10.75,42.25,0.95,15.22,8.85,16.15,1.35,0.24,71.95,0.1,1.5,0.2,0.3,0.1,8.5,1.1,218.25,318.5,,33.58,0.0,
2023-02-20 15:00:00,2023-02-20 16:00:00,14.0,40.0,1.18,15.75,9.35,15.2,1.8,0.25,73.88,0.1,1.55,0.2,0.22,0.1,7.25,1.15,243.75,258.0,,33.7,0.0,
2023-02-20 16:00:00,2023-02-20 17:00:00,13.75,43.0,1.12,18.45,10.72,13.8,0.83,0.27,68.15,0.1,1.58,0.2,0.28,0.1,6.0,0.93,257.5,171.0,,33.73,0.0,
2023-02-20 17:00:00,2023-02-20 18:00:00,5.25,39.5,1.83,41.88,23.75,11.62,0.97,0.54,55.2,0.1,1.6,0.2,0.22,0.1,8.5,0.48,206.0,159.5,,32.75,0.0,
2023-02-20 18:00:00,2023-02-20 19:00:00,9.33,45.0,10.97,96.03,60.0,10.83,2.6,1.44,19.13,0.1,1.9,0.3,0.37,0.2,25.33,0.23,158.0,194.0,,30.47,0.0,
2023-02-20 19:00:00,2023-02-20 20:00:00,47.0,144.25,3.38,81.72,46.25,11.95,3.42,1.47,23.6,0.17,2.97,0.93,0.93,0.55,21.25,0.6,224.0,174.0,,26.12,0.0,
2023-02-20 20:00:00,2023-02-20 21:00:00,49.0,134.5,1.02,41.67,22.98,11.68,1.38,0.62,39.73,0.2,3.1,0.95,0.97,0.57,18.25,0.7,209.5,167.0,,26.05,0.0,
2023-02-20 21:00:00,2023-02-20 22:00:00,19.25,69.0,0.95,36.92,20.43,11.6,2.33,0.5,42.33,0.2,2.7,0.73,0.78,0.43,21.5,0.73,223.0,171.75,,25.73,0.0,
2023-02-20 22:00:00,2023-02-20 23:00:00,16.75,57.25,0.5,22.5,12.35,12.92,4.2,0.33,53.1,0.12,2.35,0.55,0.65,0.33,22.5,1.2,221.0,172.75,,25.95,0.0,
2023-02-20 23:00:00,2023-02-21 00:00:00,19.0,62.0,0.57,18.33,10.25,13.7,5.4,0.31,60.17,0.1,2.0,0.4,0.47,0.25,24.75,1.23,230.25,169.25,,25.75,0.0,
2023-02-21 00:00:00,2023-02-21 01:00:00,21.0,67.5,0.9,16.85,9.68,14.55,9.43,0.37,65.85,0.1,1.78,0.3,0.35,0.18,25.75,1.3,236.25,169.75,,25.45,0.0,
2023-02-21 01:00:00,2023-02-21 02:00:00,23.5,70.75,0.7,16.05,9.12,14.68,13.4,0.38,69.03,0.1,1.57,0.27,0.3,0.12,28.5,1.28,235.5,172.75,,24.95,0.0,
2023-02-21 02:00:00,2023-02-21 03:00:00,31.75,76.25,0.45,19.0,10.5,14.48,15.8,0.38,63.33,0.1,1.45,0.2,0.22,0.1,33.0,0.57,286.25,182.5,,24.18,0.0,
2023-02-21 03:00:00,2023-02-21 04:00:00,39.25,80.75,0.6,22.7,12.58,14.38,16.32,0.39,59.18,0.1,1.4,0.17,0.2,0.1,34.0,0.53,274.0,187.5,,23.8,0.0,
2023-02-21 04:00:00,2023-02-21 05:00:00,40.0,82.5,0.65,21.0,11.68,13.68,14.45,0.33,59.5,0.1,1.32,0.1,0.2,0.08,31.5,0.72,268.5,189.0,,23.92,0.0,
2023-02-21 05:00:00,2023-02-21 06:00:00,35.5,74.5,0.65,16.08,9.07,13.25,16.12,0.3,63.75,0.1,1.3,0.1,0.12,0.05,30.25,0.95,280.75,182.25,,24.12,0.0,
2023-02-21 06:00:00,2023-02-21 07:00:00,36.25,74.25,0.65,21.52,11.95,13.3,16.55,0.39,59.53,0.1,1.3,0.1,0.1,0.05,32.25,0.6,292.25,188.5,,23.75,0.0,
2023-02-21 07:00:00,2023-02-21 08:00:00,44.25,91.0,1.55,33.05,18.85,13.55,15.0,0.56,51.25,0.1,1.3,0.1,0.1,0.1,32.25,0.53,305.75,218.25,,23.87,0.0,
2023-02-21 08:00:00,2023-02-21 09:00:00,50.25,108.0,2.67,30.75,18.57,12.8,13.2,0.44,50.77,0.1,1.3,0.15,0.2,0.03,24.75,0.97,289.25,297.5,,25.35,0.0,
2023-02-21 09:00:00,2023-02-21 10:00:00,39.5,115.25,6.28,50.35,31.9,11.25,11.88,0.74,45.77,0.1,1.42,0.17,0.23,0.1,20.25,0.85,234.75,426.25,,26.7,0.0,
2023-02-21 10:00:00,2023-02-21 11:00:00,38.25,149.75,6.25,37.5,25.05,12.95,11.65,0.42,48.27,0.1,1.75,0.2,0.3,0.12,16.5,1.25,307.0,453.5,,30.97,0.0,
2023-02-21 11:00:00,2023-02-21 12:00:00,26.0,123.5,3.32,30.48,18.88,13.25,15.47,0.46,53.2,0.1,1.83,0.23,0.3,0.12,16.75,1.25,248.25,436.75,,32.6,0.0,
2023-02-21 12:00:00,2023-02-21 13:00:00,20.25,91.25,3.5,28.45,17.95,14.05,13.72,0.42,52.58,0.1,2.0,0.28,0.32,0.2,16.25,1.33,254.75,434.5,,32.95,0.0,
2023-02-21 13:00:00,2023-02-21 14:00:00,18.25,83.0,2.95,25.2,15.78,14.53,9.22,0.38,52.33,0.1,2.05,0.3,0.33,0.2,17.25,1.42,187.5,356.25,,33.0,0.0,
2023-02-21 14:00:00,2023-02-21 15:00:00,17.0,68.75,3.25,27.2,17.12,14.0,7.8,0.37,51.3,0.1,2.1,0.3,0.35,0.2,14.0,1.47,16.5,298.25,,33.1,0.0,
2023-02-21 15:00:00,2023-02-21 16:00:00,13.75,68.0,2.8,30.12,18.32,13.8,8.28,0.41,51.45,0.1,2.25,0.42,0.4,0.25,13.5,1.05,180.75,235.25,,33.27,0.0,
2023-02-21 16:00:00,2023-02-21 17:00:00,14.75,67.5,2.62,31.27,18.77,13.43,6.22,0.43,50.75,0.1,2.33,0.43,0.43,0.25,14.0,0.78,337.0,149.25,,33.23,0.0,
2023-02-21 17:00:00,2023-02-21 18:00:00,15.25,74.5,2.55,54.55,31.07,12.38,7.48,0.76,42.03,0.1,2.42,0.6,0.57,0.35,17.5,0.6,113.25,129.25,,32.73,0.0,
2023-02-21 18:00:00,2023-02-21 19:00:00,27.75,105.25,20.72,93.97,66.82,9.65,8.12,1.69,15.45,0.15,2.9,0.88,0.83,0.53,28.75,0.25,106.5,133.75,,31.2,0.0,
2023-02-21 19:00:00,2023-02-21 20:00:00,46.5,152.5,13.33,95.25,61.5,12.0,18.7,1.86,9.75,0.23,4.08,1.68,1.52,1.02,34.75,0.35,167.5,141.0,,26.3,0.0,
2023-02-21 20:00:00,2023-02-21 21:00:00,88.75,232.5,2.98,82.15,46.1,13.45,26.45,1.86,14.22,0.3,4.17,1.52,1.52,0.95,36.0,0.3,268.0,142.25,,25.95,0.0,
2023-02-21 21:00:00,2023-02-21 22:00:00,132.75,301.5,16.6,82.48,57.35,13.12,16.12,1.44,13.28,0.33,4.0,1.28,1.32,0.82,32.5,0.28,245.75,143.25,,25.78,0.0,
2023-02-21 22:00:00,2023-02-21 23:00:00,79.25,190.0,0.62,38.33,20.9,12.53,4.25,0.41,32.3,0.27,3.67,1.0,1.15,0.7,25.25,0.82,280.5,140.0,,26.32,0.0,
2023-02-21 23:00:00,2023-02-22 00:00:00,24.25,79.0,0.7,33.45,18.38,12.88,4.67,0.24,35.52,0.2,2.8,0.7,0.78,0.47,27.25,0.78,290.0,140.25,,27.38,0.0,
2023-02-22 00:00:00,2023-02-22 01:00:00,19.5,66.5,0.5,25.6,13.92,13.2,3.93,0.31,35.08,0.12,2.22,0.47,0.6,0.33,32.0,0.4,275.75,143.75,,27.35,0.0,
2023-02-22 01:00:00,2023-02-22 02:00:00,19.25,71.75,1.0,28.32,15.9,13.2,3.2,0.33,28.77,0.1,1.8,0.35,0.45,0.22,36.25,0.23,269.25,145.75,,26.65,0.0,
2023-02-22 02:00:00,2023-02-22 03:00:00,22.5,76.75,0.93,26.4,14.8,13.08,4.02,0.34,28.0,0.1,1.57,0.3,0.33,0.18,39.5,0.32,267.25,148.75,,26.52,0.0,
2023-02-22 03:00:00,2023-02-22 04:00:00,22.25,77.5,0.5,21.97,12.12,13.12,6.22,0.3,31.5,0.1,1.37,0.2,0.3,0.12,37.5,0.55,278.5,146.5,,26.5,0.0,
2023-02-22 04:00:00,2023-02-22 05:00:00,18.5,77.5,0.55,22.0,12.15,12.78,7.65,0.3,31.55,0.1,1.23,0.2,0.22,0.1,36.75,0.65,282.5,143.75,,26.48,0.0,
2023-02-22 05:00:00,2023-02-22 06:00:00,23.75,84.0,0.9,27.25,15.25,13.1,8.78,0.32,27.85,0.1,1.2,0.12,0.2,0.1,43.5,0.33,259.5,145.25,,25.9,0.0,
2023-02-22 06:00:00,2023-02-22 07:00:00,34.5,90.25,2.27,43.02,24.73,11.95,6.97,0.53,18.8,0.1,1.15,0.1,0.2,0.08,51.25,0.17,272.75,100.5,,25.12,0.0,
2023-02-22 07:00:00,2023-02-22 08:00:00,47.0,103.0,4.1,40.45,24.82,13.42,7.33,0.55,19.75,0.1,1.2,0.18,0.2,0.1,50.0,0.45,268.5,148.0,,25.97,0.0,
2023-02-22 08:00:00,2023-02-22 09:00:00,56.75,129.5,3.27,24.98,15.98,14.95,8.75,0.46,30.2,0.1,1.2,0.15,0.2,0.08,44.75,0.68,230.75,293.0,,27.55,0.0,
2023-02-22 09:00:00,2023-02-22 10:00:00,32.0,111.25,4.0,21.35,14.6,15.12,8.88,0.47,40.7,0.1,1.27,0.17,0.22,0.1,47.0,0.82,239.0,319.5,,27.95,0.0,
2023-02-22 10:00:00,2023-02-22 11:00:00,35.0,117.75,2.85,22.45,14.3,17.3,9.4,0.52,46.3,0.1,1.3,0.15,0.23,0.1,46.5,0.88,238.5,351.0,,28.53,0.0,
2023-02-22 11:00:00,2023-02-22 12:00:00,38.0,126.0,2.42,27.4,16.55,17.38,8.0,0.54,58.2,0.1,1.35,0.2,0.3,0.1,42.0,0.85,198.75,395.25,,29.07,0.0,
2023-02-22 12:00:00,2023-02-22 13:00:00,38.25,127.0,2.1,22.12,13.45,19.83,6.7,0.51,66.57,0.1,1.45,0.25,0.3,0.1,35.5,0.82,198.5,395.75,,29.75,0.0,
2023-02-22 13:00:00,2023-02-22 14:00:00,37.5,127.5,2.1,22.62,13.7,19.05,6.75,0.52,69.55,0.1,1.52,0.3,0.3,0.1,34.25,0.98,267.75,340.5,,30.22,0.0,
2023-02-22 14:00:00,2023-02-22 15:00:00,34.25,125.25,3.5,38.85,23.52,18.3,30.35,0.55,54.93,0.1,1.5,0.35,0.3,0.17,32.5,1.18,39.0,298.5,,30.48,0.0,
2023-02-22 15:00:00,2023-02-22 16:00:00,38.0,135.25,2.95,31.1,18.9,21.25,16.0,0.6,51.65,0.1,1.52,0.3,0.3,0.2,34.0,1.55,61.5,238.0,,30.27,0.0,
2023-02-22 16:00:00,2023-02-22 17:00:00,44.5,150.0,2.95,34.73,20.88,20.1,7.23,0.67,46.2,0.1,1.55,0.3,0.3,0.2,34.75,1.3,64.0,171.5,,30.25,0.0,
2023-02-22 17:00:00,2023-02-22 18:00:00,44.75,151.75,3.17,50.65,29.53,18.95,7.22,0.98,36.6,0.15,1.6,0.3,0.35,0.25,40.25,0.7,98.25,149.75,,29.73,0.0,
2023-02-22 18:00:00,2023-02-22 19:00:00,55.5,184.0,9.43,90.9,56.05,15.78,25.93,1.69,14.45,0.2,1.93,0.45,0.55,0.38,49.0,0.2,114.0,143.25,,28.9,0.0,
2023-02-22 19:00:00,2023-02-22 20:00:00,81.5,245.0,40.67,102.43,87.58,14.9,13.12,2.44,8.88,0.25,2.83,0.65,0.85,0.6,53.5,0.18,123.5,148.75,,28.23,0.0,
2023-02-22 20:00:00,2023-02-22 21:00:00,107.25,304.25,20.4,84.55,61.58,18.77,14.0,2.05,11.62,0.38,3.72,0.88,1.25,0.77,45.25,0.4,119.75,150.5,,28.2,0.0,
2023-02-22 21:00:00,2023-02-22 22:00:00,103.5,301.25,2.2,60.9,34.2,20.3,13.45,1.33,19.1,0.4,3.48,0.78,1.18,0.73,46.75,0.25,126.25,152.0,,27.9,0.0,
2023-02-22 22:00:00,2023-02-22 23:00:00,82.0,252.75,1.9,51.55,28.9,20.0,7.78,0.96,20.7,0.3,2.97,0.65,0.97,0.6,50.75,0.2,180.0,152.5,,27.45,0.0,
2023-02-22 23:00:00,2023-02-23 00:00:00,75.75,203.5,11.55,69.4,46.33,20.5,10.18,0.74,18.55,0.3,2.67,0.55,0.85,0.45,52.75,0.22,303.0,151.75,,25.7,0.0,
2023-02-23 00:00:00,2023-02-23 01:00:00,93.25,211.5,13.57,80.62,53.93,23.25,7.15,,7.02,0.25,2.55,0.58,0.8,0.4,57.75,0.25,278.25,151.75,,20.83,0.0,
2023-02-23 01:00:00,2023-02-23 02:00:00,92.0,218.5,43.75,77.35,76.75,22.62,5.75,,6.25,0.25,2.6,0.6,0.8,0.4,64.75,0.25,256.5,151.5,,20.3,0.0,
2023-02-23 02:00:00,2023-02-23 03:00:00,88.5,251.5,21.07,67.3,52.9,25.73,4.0,,6.45,0.25,2.47,0.55,0.8,0.4,63.5,0.25,157.25,150.0,,20.07,0.0,
2023-02-23 03:00:00,2023-02-23 04:00:00,76.75,238.75,7.62,57.95,37.0,28.3,3.1,,6.5,0.2,2.23,0.5,0.7,0.3,65.75,0.25,270.75,149.25,,20.07,0.0,
2023-02-23 04:00:00,2023-02-23 05:00:00,71.0,184.75,12.12,51.05,37.02,26.82,2.12,,5.95,0.2,2.02,0.47,0.62,0.3,72.75,0.35,231.5,149.75,,19.55,0.0,
2023-02-23 05:00:00,2023-02-23 06:00:00,75.5,174.25,15.15,48.95,38.38,29.47,1.95,,7.75,0.2,2.0,0.45,0.62,0.3,72.75,0.35,109.0,151.0,,19.57,0.0,
2023-02-23 06:00:00,2023-02-23 07:00:00,69.5,160.75,4.7,42.38,26.35,29.5,1.4,,8.95,0.2,1.95,0.43,0.55,0.3,73.5,0.2,199.0,152.25,,19.23,0.0,
2023-02-23 07:00:00,2023-02-23 08:00:00,63.25,144.0,11.38,46.75,34.12,27.92,1.73,,10.95,0.2,1.82,0.35,0.47,0.22,70.5,0.45,257.25,182.0,,19.75,0.0,
2023-02-23 08:00:00,2023-02-23 09:00:00,76.0,180.5,7.47,46.35,30.73,30.38,6.95,0.01,18.87,0.2,1.82,0.35,0.5,0.2,56.75,0.47,298.75,245.75,,21.23,0.0,
2023-02-23 09:00:00,2023-02-23 10:00:00,82.25,220.25,7.25,45.6,30.15,29.6,7.55,0.76,30.43,0.2,1.8,0.3,0.5,0.2,49.25,0.7,330.75,296.75,,21.7,0.0,
2023-02-23 10:00:00,2023-02-23 11:00:00,74.25,215.75,5.1,36.8,23.75,31.1,6.0,0.72,39.12,0.2,1.75,0.3,0.5,0.2,45.0,0.88,341.75,310.5,,25.85,0.0,
2023-02-23 11:00:00,2023-02-23 12:00:00,57.0,174.0,2.8,29.17,17.8,25.23,5.45,0.62,48.25,0.2,1.68,0.3,0.4,0.2,41.0,0.93,177.75,359.5,,27.62,0.0,
2023-02-23 12:00:00,2023-02-23 13:00:00,47.75,141.5,2.02,25.45,15.2,27.38,7.97,0.49,57.67,0.2,1.68,0.32,0.43,0.25,36.25,0.82,184.5,379.75,,28.35,0.0,
2023-02-23 13:00:00,2023-02-23 14:00:00,46.75,131.25,1.73,23.77,14.05,27.32,10.6,0.48,57.73,0.15,1.62,0.3,0.38,0.2,36.0,0.95,190.75,293.5,,29.07,0.0,
2023-02-23 14:00:00,2023-02-23 15:00:00,40.5,119.0,1.65,26.6,15.53,24.68,9.82,0.47,57.65,0.1,1.58,0.3,0.35,0.2,33.25,0.78,20.0,270.75,,31.0,0.0,
2023-02-23 15:00:00,2023-02-23 16:00:00,36.0,116.0,1.82,23.45,13.95,24.3,7.72,0.45,56.83,0.1,1.6,0.3,0.38,0.2,31.25,1.1,29.75,241.75,,31.48,0.0,
2023-02-23 16:00:00,2023-02-23 17:00:00,35.5,117.75,2.02,30.23,17.7,23.48,7.9,0.52,52.73,0.1,1.63,0.3,0.38,0.2,33.25,1.1,64.25,161.25,,31.35,0.0,
2023-02-23 17:00:00,2023-02-23 18:00:00,45.75,140.25,3.12,58.92,33.88,21.88,22.62,0.96,39.25,0.1,1.7,0.42,0.47,0.32,39.25,0.5,101.5,139.0,,29.12,0.0,
2023-02-23 18:00:00,2023-02-23 19:00:00,62.75,193.25,31.62,84.97,70.93,18.08,83.4,2.25,17.43,0.2,2.05,0.53,0.65,0.45,53.75,0.1,166.75,128.25,,27.55,0.0,
2023-02-23 19:00:00,2023-02-23 20:00:00,107.0,266.0,28.68,94.65,73.65,25.0,19.18,2.53,11.38,0.38,3.43,1.05,1.3,0.97,65.25,0.15,235.0,134.0,,26.67,0.0,
2023-02-23 20:00:00,2023-02-23 21:00:00,199.75,383.0,50.18,88.85,88.08,23.88,9.32,3.04,11.7,0.53,3.93,1.12,1.5,1.02,68.0,0.23,216.5,135.5,,26.38,0.0,
2023-02-23 21:00:00,2023-02-23 22:00:00,187.0,388.0,36.27,88.52,76.53,27.4,6.75,2.89,9.6,0.6,4.35,1.35,1.8,1.2,67.0,0.25,272.0,134.5,,26.12,0.0,
2023-02-23 22:00:00,2023-02-23 23:00:00,162.75,383.25,93.47,90.55,124.12,25.2,6.67,3.54,6.15,0.6,4.9,1.55,2.02,1.27,68.25,0.17,220.5,135.75,,25.73,0.0,
2023-02-23 23:00:00,2023-02-24 00:00:00,171.5,383.25,115.45,85.03,139.08,25.12,6.47,2.28,6.03,0.6,5.83,1.68,2.25,1.42,69.0,0.2,278.5,136.25,,25.45,0.0,
2023-02-24 00:00:00,2023-02-24 01:00:00,167.25,363.25,87.75,82.57,115.27,25.6,5.15,2.44,5.25,0.62,6.28,1.75,2.35,1.5,67.25,0.17,276.75,136.75,,25.35,0.0,
2023-02-24 01:00:00,2023-02-24 02:00:00,143.25,298.5,47.0,65.67,73.12,28.15,3.3,1.67,4.03,0.53,5.7,1.6,2.15,1.35,72.0,0.22,271.0,137.5,,24.88,0.0,
2023-02-24 02:00:00,2023-02-24 03:00:00,104.75,235.5,18.68,56.23,45.05,31.73,1.7,0.93,4.2,0.4,4.7,1.3,1.77,1.1,72.5,0.35,213.75,138.25,,24.7,0.0,
2023-02-24 03:00:00,2023-02-24 04:00:00,83.75,206.25,14.83,52.1,39.75,33.1,1.57,1.21,4.25,0.33,3.68,1.0,1.38,0.85,77.5,0.52,87.5,136.75,,24.6,0.0,
2023-02-24 04:00:00,2023-02-24 05:00:00,92.75,206.25,8.9,46.38,31.88,36.27,1.0,1.15,4.52,0.3,3.0,0.82,1.12,0.7,79.25,0.45,274.75,137.0,,24.35,0.0,
2023-02-24 05:00:00,2023-02-24 06:00:00,110.5,204.25,18.18,42.83,37.55,34.08,0.47,1.14,4.35,0.3,2.67,0.7,1.0,0.6,81.75,0.3,172.25,137.0,,24.15,0.0,
2023-02-24 06:00:00,2023-02-24 07:00:00,110.25,193.0,5.55,42.42,27.07,35.65,0.1,0.94,4.05,0.3,2.45,0.65,0.85,0.47,80.25,0.28,186.5,140.75,,23.93,0.0,
2023-02-24 07:00:00,2023-02-24 08:00:00,117.25,196.25,13.42,48.05,36.48,33.62,0.2,1.02,4.75,0.3,2.12,0.5,0.7,0.4,76.25,0.42,245.25,200.0,,24.2,0.0,
2023-02-24 08:00:00,2023-02-24 09:00:00,132.25,241.25,3.4,34.98,21.38,37.47,7.12,0.78,7.83,0.28,1.93,0.45,0.62,0.33,55.25,0.7,123.5,275.5,,25.53,0.0,
2023-02-24 09:00:00,2023-02-24 10:00:00,83.0,179.0,4.2,30.88,19.88,36.17,6.32,0.74,17.45,0.22,1.7,0.33,0.55,0.3,51.5,1.05,85.75,315.75,,26.07,0.0,
2023-02-24 10:00:00,2023-02-24 11:00:00,76.75,174.5,4.15,30.9,19.8,38.1,8.35,0.61,8.35,0.2,1.5,0.3,0.45,0.25,48.75,0.95,102.75,376.75,,26.8,0.0,
2023-02-24 11:00:00,2023-02-24 12:00:00,68.0,152.25,4.12,30.8,19.75,36.4,27.45,0.66,21.2,0.2,1.48,0.3,0.4,0.22,44.25,1.05,82.5,391.0,,27.73,0.0,
2023-02-24 12:00:00,2023-02-24 13:00:00,71.75,168.0,4.25,32.9,20.95,40.27,56.98,0.59,162.45,0.2,1.42,0.3,0.47,0.28,37.5,1.18,86.75,378.0,,28.62,0.0,
