From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3)
2021-04-23 06:00:00,2021-04-23 07:00:00,192.5,346.25,65.4,33.12,32.5,2.18,10.32,0.7
2021-04-23 07:00:00,2021-04-23 08:00:00,277.0,500.75,66.78,30.15,35.45,2.2,15.38,0.7
2021-04-23 08:00:00,2021-04-23 09:00:00,181.5,671.25,72.47,32.88,43.72,2.25,25.23,0.7
2021-04-23 09:00:00,2021-04-23 10:00:00,158.5,410.5,31.27,29.62,39.45,2.0,61.4,0.7
2021-04-23 10:00:00,2021-04-23 11:00:00,113.75,382.0,55.7,25.87,144.85,1.27,46.65,0.7
2021-04-23 11:00:00,2021-04-23 12:00:00,108.25,328.0,14.7,24.0,33.2,0.83,70.1,0.7
2021-04-23 12:00:00,2021-04-23 13:00:00,80.0,166.0,13.1,22.1,36.88,0.72,68.55,0.6
2021-04-23 13:00:00,2021-04-23 14:00:00,85.75,172.0,10.07,19.23,20.15,0.69,62.48,0.6
2021-04-23 14:00:00,2021-04-23 15:00:00,68.25,169.5,9.28,20.15,25.52,0.68,68.78,0.6
2021-04-23 15:00:00,2021-04-23 16:00:00,68.0,151.25,7.25,16.92,27.17,0.62,61.97,0.6
2021-04-23 16:00:00,2021-04-23 17:00:00,55.25,117.0,8.8,17.15,25.25,0.62,59.3,0.6
2021-04-23 17:00:00,2021-04-23 18:00:00,67.5,124.25,8.33,22.77,39.55,0.82,41.33,0.6
2021-04-23 18:00:00,2021-04-23 19:00:00,115.25,161.25,16.65,25.8,38.55,0.97,39.4,0.6
2021-04-23 19:00:00,2021-04-23 20:00:00,142.5,193.25,83.12,32.78,56.85,1.58,15.83,0.6
2021-04-23 20:00:00,2021-04-23 21:00:00,186.0,314.0,88.15,32.67,60.07,1.98,10.78,0.67
2021-04-23 21:00:00,2021-04-23 22:00:00,330.0,665.75,82.33,34.52,57.5,2.19,9.88,0.7
2021-04-23 22:00:00,2021-04-23 23:00:00,319.5,915.25,72.3,28.3,46.7,2.26,9.5,0.7
2021-04-23 23:00:00,2021-04-24 00:00:00,308.0,924.0,76.68,29.83,50.9,2.56,9.95,0.7
2021-04-24 00:00:00,2021-04-24 01:00:00,328.5,912.25,74.28,26.8,53.62,2.44,9.93,0.7
2021-04-24 01:00:00,2021-04-24 02:00:00,270.25,994.0,71.42,26.7,57.58,2.4,9.95,0.7
2021-04-24 02:00:00,2021-04-24 03:00:00,192.25,866.5,60.1,28.93,54.85,2.24,9.93,0.7
2021-04-24 03:00:00,2021-04-24 04:00:00,136.0,439.5,41.92,29.02,49.02,2.06,13.48,0.7
2021-04-24 04:00:00,2021-04-24 05:00:00,110.25,286.0,40.45,27.27,49.33,2.07,14.12,0.7
2021-04-24 05:00:00,2021-04-24 06:00:00,125.75,227.0,57.87,27.18,51.1,1.98,10.25,0.7
2021-04-24 06:00:00,2021-04-24 07:00:00,159.75,261.5,50.85,28.65,48.18,1.86,14.18,0.7
2021-04-24 07:00:00,2021-04-24 08:00:00,138.5,335.5,17.82,24.62,45.27,1.61,28.48,0.7
2021-04-24 08:00:00,2021-04-24 09:00:00,83.25,238.5,12.8,24.3,44.02,1.45,37.53,0.7
2021-04-24 09:00:00,2021-04-24 10:00:00,79.25,132.0,10.8,25.47,43.95,1.3,63.73,0.7
2021-04-24 10:00:00,2021-04-24 11:00:00,88.75,136.25,6.8,23.4,44.53,1.03,66.7,0.65
2021-04-24 11:00:00,2021-04-24 12:00:00,76.0,153.25,7.27,23.0,28.0,0.66,67.62,0.6
2021-04-24 12:00:00,2021-04-24 13:00:00,66.0,160.75,4.65,23.73,23.43,0.68,66.55,0.6
2021-04-24 13:00:00,2021-04-24 14:00:00,63.0,137.75,4.6,20.23,20.57,0.66,65.98,0.6
2021-04-24 14:00:00,2021-04-24 15:00:00,62.5,113.25,4.45,21.65,20.12,0.62,64.85,0.6
2021-04-24 15:00:00,2021-04-24 16:00:00,60.25,105.0,3.38,19.7,23.12,0.58,66.28,0.6
2021-04-24 16:00:00,2021-04-24 17:00:00,58.0,105.0,6.7,19.75,24.98,0.55,66.35,0.6
2021-04-24 17:00:00,2021-04-24 18:00:00,65.25,105.0,8.55,19.82,27.8,0.61,63.17,0.6
2021-04-24 18:00:00,2021-04-24 19:00:00,109.75,133.0,25.38,22.45,37.08,0.79,57.2,0.6
2021-04-24 19:00:00,2021-04-24 20:00:00,157.25,244.5,17.57,23.05,31.63,0.77,66.28,0.6
2021-04-24 20:00:00,2021-04-24 21:00:00,99.0,315.0,18.7,23.38,31.72,0.63,65.03,0.6
2021-04-24 21:00:00,2021-04-24 22:00:00,110.0,282.75,16.55,23.57,33.62,0.61,66.7,0.6
2021-04-24 22:00:00,2021-04-24 23:00:00,101.25,275.75,11.97,22.88,34.55,0.61,72.03,0.6
2021-04-24 23:00:00,2021-04-25 00:00:00,91.5,218.25,22.55,21.68,36.73,0.87,43.93,0.6
2021-04-25 00:00:00,2021-04-25 01:00:00,108.75,231.0,21.45,23.73,34.08,0.87,45.27,0.6
2021-04-25 01:00:00,2021-04-25 02:00:00,92.5,294.0,21.15,23.42,34.1,0.82,44.93,0.6
2021-04-25 02:00:00,2021-04-25 03:00:00,89.25,274.5,19.88,24.82,33.27,0.89,55.38,0.6
2021-04-25 03:00:00,2021-04-25 04:00:00,79.25,216.25,11.85,24.05,29.67,0.79,80.6,0.6
2021-04-25 04:00:00,2021-04-25 05:00:00,64.0,215.5,13.25,24.0,29.9,0.75,78.78,0.6
2021-04-25 05:00:00,2021-04-25 06:00:00,63.0,194.0,13.75,23.9,30.38,0.8,75.15,0.6
2021-04-25 06:00:00,2021-04-25 07:00:00,74.25,150.75,16.45,24.95,33.98,0.88,57.42,0.6
2021-04-25 07:00:00,2021-04-25 08:00:00,94.25,178.25,18.38,25.5,39.62,0.94,57.45,0.6
2021-04-25 08:00:00,2021-04-25 09:00:00,102.75,207.25,20.02,25.2,44.75,1.0,74.4,0.6
2021-04-25 09:00:00,2021-04-25 10:00:00,91.25,256.0,20.08,23.95,46.4,0.92,66.23,0.6
2021-04-25 10:00:00,2021-04-25 11:00:00,88.75,250.75,16.7,22.88,60.67,0.87,71.72,0.6
2021-04-25 11:00:00,2021-04-25 12:00:00,68.0,222.75,13.53,24.47,20.85,0.55,77.75,0.6
2021-04-25 12:00:00,2021-04-25 13:00:00,62.25,177.0,5.7,23.77,23.65,0.74,77.7,0.6
2021-04-25 13:00:00,2021-04-25 14:00:00,58.75,150.25,5.9,20.55,22.27,0.75,71.85,0.6
2021-04-25 14:00:00,2021-04-25 15:00:00,50.5,134.5,4.75,20.3,22.5,0.71,75.22,0.6
2021-04-25 15:00:00,2021-04-25 16:00:00,62.75,87.25,3.98,17.82,32.48,0.71,75.42,0.6
2021-04-25 16:00:00,2021-04-25 17:00:00,59.25,96.0,3.95,17.2,34.27,0.62,72.62,0.6
2021-04-25 17:00:00,2021-04-25 18:00:00,58.0,102.0,5.55,17.02,34.02,0.59,72.4,0.6
2021-04-25 18:00:00,2021-04-25 19:00:00,52.0,102.0,17.17,18.83,38.45,0.7,67.62,0.6
2021-04-25 19:00:00,2021-04-25 20:00:00,98.0,348.0,36.9,21.48,41.38,0.87,56.03,0.6
2021-04-25 20:00:00,2021-04-25 21:00:00,96.0,329.0,29.25,20.52,45.6,0.96,59.5,0.6
2021-04-25 21:00:00,2021-04-25 22:00:00,86.0,261.5,25.95,21.6,32.83,0.96,62.35,0.6
2021-04-25 22:00:00,2021-04-25 23:00:00,72.75,224.5,20.6,22.77,32.78,0.92,59.62,0.6
2021-04-25 23:00:00,2021-04-26 00:00:00,77.75,207.0,31.57,24.32,42.13,1.12,35.85,0.6
2021-04-26 00:00:00,2021-04-26 01:00:00,122.0,218.75,59.62,22.55,41.42,1.46,16.53,0.6
2021-04-26 01:00:00,2021-04-26 02:00:00,188.25,263.0,60.98,24.12,38.4,1.58,12.38,0.62
2021-04-26 02:00:00,2021-04-26 03:00:00,229.75,371.25,70.72,25.58,46.42,1.73,9.5,0.65
2021-04-26 03:00:00,2021-04-26 04:00:00,238.25,707.75,64.7,29.27,41.33,1.86,9.75,0.7
2021-04-26 04:00:00,2021-04-26 05:00:00,214.25,705.5,55.55,28.68,39.5,1.93,9.97,0.7
2021-04-26 05:00:00,2021-04-26 06:00:00,190.75,554.75,63.85,28.2,42.98,2.0,9.75,0.7
2021-04-26 06:00:00,2021-04-26 07:00:00,191.75,439.75,62.62,31.03,46.2,2.16,11.05,0.7
2021-04-26 07:00:00,2021-04-26 08:00:00,220.75,454.5,63.48,30.27,46.6,2.13,22.15,0.7
2021-04-26 08:00:00,2021-04-26 09:00:00,195.0,496.5,34.15,29.18,43.15,1.86,56.33,0.7
2021-04-26 09:00:00,2021-04-26 10:00:00,134.25,483.0,20.0,26.8,39.95,1.53,69.4,0.7
2021-04-26 10:00:00,2021-04-26 11:00:00,93.0,406.0,17.75,24.82,46.0,1.24,82.43,0.7
2021-04-26 11:00:00,2021-04-26 12:00:00,83.5,179.0,14.53,24.53,49.2,0.79,83.67,0.7
2021-04-26 12:00:00,2021-04-26 13:00:00,80.0,185.5,11.75,25.0,41.45,0.7,82.78,0.62
2021-04-26 13:00:00,2021-04-26 14:00:00,71.25,164.0,10.02,23.05,35.12,0.61,87.8,0.62
2021-04-26 14:00:00,2021-04-26 15:00:00,63.25,142.25,9.38,22.92,37.17,0.54,90.92,0.6
2021-04-26 15:00:00,2021-04-26 16:00:00,66.25,126.25,6.4,20.75,25.95,0.47,82.42,0.6
2021-04-26 16:00:00,2021-04-26 17:00:00,68.5,130.5,8.53,19.17,29.73,0.61,77.98,0.6
2021-04-26 17:00:00,2021-04-26 18:00:00,54.0,105.0,13.3,19.33,31.43,0.75,70.97,0.6
2021-04-26 18:00:00,2021-04-26 19:00:00,51.0,105.0,63.0,24.1,35.98,1.04,37.25,0.6
2021-04-26 19:00:00,2021-04-26 20:00:00,162.5,210.5,121.62,30.52,53.92,1.54,8.5,0.6
2021-04-26 20:00:00,2021-04-26 21:00:00,279.75,395.0,105.03,35.55,47.67,1.87,6.68,0.7
2021-04-26 21:00:00,2021-04-26 22:00:00,229.75,580.75,106.8,32.57,44.28,1.91,6.22,0.7
2021-04-26 22:00:00,2021-04-26 23:00:00,188.5,532.75,88.77,30.75,37.6,1.81,9.03,0.7
2021-04-26 23:00:00,2021-04-27 00:00:00,165.0,464.0,82.62,30.3,39.6,1.99,6.58,0.7
2021-04-27 00:00:00,2021-04-27 01:00:00,189.0,359.0,91.97,30.4,44.77,1.89,6.05,0.7
2021-04-27 01:00:00,2021-04-27 02:00:00,264.0,426.0,79.9,32.6,42.17,1.87,6.9,0.7
2021-04-27 02:00:00,2021-04-27 03:00:00,245.5,477.5,64.33,32.38,36.7,1.91,6.58,0.7
2021-04-27 03:00:00,2021-04-27 04:00:00,198.25,574.75,70.53,33.95,38.8,1.98,6.9,0.7
2021-04-27 04:00:00,2021-04-27 05:00:00,214.0,447.25,70.35,34.02,39.38,1.99,6.33,0.7
2021-04-27 05:00:00,2021-04-27 06:00:00,196.5,537.5,72.6,33.42,43.55,2.04,6.77,0.7
2021-04-27 06:00:00,2021-04-27 07:00:00,239.0,425.75,73.6,35.18,45.62,2.14,7.17,0.7
2021-04-27 07:00:00,2021-04-27 08:00:00,266.5,509.5,71.25,37.65,45.42,2.17,16.8,0.7
2021-04-27 08:00:00,2021-04-27 09:00:00,208.0,572.25,36.68,37.88,39.02,1.94,49.5,0.7
2021-04-27 09:00:00,2021-04-27 10:00:00,146.5,432.0,22.9,31.82,50.12,1.65,64.93,0.7
2021-04-27 10:00:00,2021-04-27 11:00:00,91.5,370.25,20.7,27.48,69.57,1.23,75.08,0.7
2021-04-27 11:00:00,2021-04-27 12:00:00,72.0,170.5,21.57,25.13,91.45,0.75,78.7,0.7
2021-04-27 12:00:00,2021-04-27 13:00:00,80.25,131.75,76.4,26.93,157.9,0.64,54.35,0.62
2021-04-27 13:00:00,2021-04-27 14:00:00,134.25,158.25,39.02,24.32,114.2,0.45,75.67,0.6
2021-04-27 14:00:00,2021-04-27 15:00:00,128.25,187.75,15.5,23.62,54.55,0.41,86.45,0.6
2021-04-27 15:00:00,2021-04-27 16:00:00,91.75,157.5,8.48,21.22,30.77,0.33,74.0,0.6
2021-04-27 16:00:00,2021-04-27 17:00:00,85.25,127.25,6.15,20.53,25.25,0.24,71.1,0.6
2021-04-27 17:00:00,2021-04-27 18:00:00,53.0,113.0,12.0,20.48,29.7,0.56,63.88,0.6
2021-04-27 18:00:00,2021-04-27 19:00:00,83.0,163.0,77.62,28.45,58.53,0.95,30.98,0.6
2021-04-27 19:00:00,2021-04-27 20:00:00,146.0,313.0,124.25,31.67,86.83,1.37,7.47,0.7
2021-04-27 20:00:00,2021-04-27 21:00:00,450.5,708.0,119.38,33.6,75.4,1.69,6.55,0.7
2021-04-27 21:00:00,2021-04-27 22:00:00,747.75,,111.03,32.1,67.33,1.95,6.25,0.7
2021-04-27 22:00:00,2021-04-27 23:00:00,436.5,,107.08,31.15,55.73,2.11,6.4,0.7
2021-04-27 23:00:00,2021-04-28 00:00:00,396.0,,94.67,31.7,57.7,2.13,6.0,0.7
2021-04-28 00:00:00,2021-04-28 01:00:00,281.0,615.0,86.95,30.8,45.77,2.2,5.07,0.7
2021-04-28 01:00:00,2021-04-28 02:00:00,247.25,607.5,75.15,30.75,33.38,2.07,5.95,0.7
2021-04-28 02:00:00,2021-04-28 03:00:00,227.0,546.75,73.4,25.78,38.12,1.98,6.3,0.7
2021-04-28 03:00:00,2021-04-28 04:00:00,276.25,503.75,77.85,30.23,55.98,1.96,5.78,0.7
2021-04-28 04:00:00,2021-04-28 05:00:00,251.0,694.0,76.25,31.4,60.22,1.91,5.8,0.7
2021-04-28 05:00:00,2021-04-28 06:00:00,222.75,587.5,75.7,30.67,51.02,1.91,6.03,0.7
2021-04-28 06:00:00,2021-04-28 07:00:00,250.0,493.0,72.62,33.08,47.12,1.97,5.3,0.7
2021-04-28 07:00:00,2021-04-28 08:00:00,272.0,523.75,72.7,34.52,44.7,1.91,14.0,0.7
2021-04-28 08:00:00,2021-04-28 09:00:00,205.0,562.75,48.53,32.2,40.5,1.75,40.53,0.7
2021-04-28 09:00:00,2021-04-28 10:00:00,147.25,367.5,27.27,30.95,44.78,1.54,70.83,0.7
2021-04-28 10:00:00,2021-04-28 11:00:00,114.0,244.5,19.18,27.08,49.87,1.27,83.05,0.7
2021-04-28 11:00:00,2021-04-28 12:00:00,84.0,168.5,11.13,25.87,34.35,0.86,78.05,0.7
2021-04-28 12:00:00,2021-04-28 13:00:00,34.75,88.25,10.45,25.75,32.1,0.69,72.8,0.67
2021-04-28 13:00:00,2021-04-28 14:00:00,60.25,105.25,8.93,24.85,26.82,0.55,66.2,0.6
2021-04-28 14:00:00,2021-04-28 15:00:00,83.0,163.0,8.45,25.32,27.3,,67.15,0.6
2021-04-28 15:00:00,2021-04-28 16:00:00,47.0,162.75,9.15,24.37,23.18,1.09,71.58,0.6
2021-04-28 16:00:00,2021-04-28 17:00:00,44.5,148.75,12.07,23.97,29.07,1.7,71.03,0.6
2021-04-28 17:00:00,2021-04-28 18:00:00,64.25,125.5,17.85,25.2,31.2,1.82,65.88,0.6
2021-04-28 18:00:00,2021-04-28 19:00:00,78.75,188.0,27.53,26.07,35.6,1.33,64.42,0.6
2021-04-28 19:00:00,2021-04-28 20:00:00,122.25,229.5,75.88,32.27,36.62,0.94,31.52,0.6
2021-04-28 20:00:00,2021-04-28 21:00:00,114.5,296.0,76.95,34.48,33.2,0.88,28.8,0.7
2021-04-28 21:00:00,2021-04-28 22:00:00,70.5,443.25,101.5,38.75,37.55,0.59,16.07,0.7
2021-04-28 22:00:00,2021-04-28 23:00:00,73.75,354.0,76.1,41.25,36.9,0.46,16.93,0.7
2021-04-28 23:00:00,2021-04-29 00:00:00,100.75,352.75,87.65,42.55,36.6,0.42,12.02,0.7
2021-04-29 00:00:00,2021-04-29 01:00:00,190.75,441.75,95.65,37.85,39.28,1.7,10.28,0.7
2021-04-29 01:00:00,2021-04-29 02:00:00,308.0,720.0,87.22,37.25,43.05,1.62,9.1,0.7
2021-04-29 02:00:00,2021-04-29 03:00:00,209.75,671.0,91.35,33.55,37.38,1.51,10.35,0.7
2021-04-29 03:00:00,2021-04-29 04:00:00,251.25,671.0,78.22,38.62,33.67,1.47,10.2,0.7
2021-04-29 04:00:00,2021-04-29 05:00:00,204.5,983.0,79.22,41.67,37.98,1.44,11.05,0.7
2021-04-29 05:00:00,2021-04-29 06:00:00,117.5,869.0,79.58,36.98,37.05,1.43,10.07,0.7
2021-04-29 06:00:00,2021-04-29 07:00:00,135.5,512.0,88.75,41.47,51.58,1.51,11.32,0.7
2021-04-29 07:00:00,2021-04-29 08:00:00,134.75,499.75,40.52,39.23,40.83,1.3,27.83,0.7
2021-04-29 08:00:00,2021-04-29 09:00:00,32.5,595.5,29.4,35.8,38.73,1.05,42.63,0.7
2021-04-29 09:00:00,2021-04-29 10:00:00,92.5,493.75,28.3,33.62,46.62,0.85,58.15,0.7
2021-04-29 10:00:00,2021-04-29 11:00:00,77.0,200.5,15.47,30.25,49.57,0.62,79.38,0.7
2021-04-29 11:00:00,2021-04-29 12:00:00,71.75,155.25,15.17,29.97,66.85,0.47,83.92,0.65
2021-04-29 12:00:00,2021-04-29 13:00:00,70.25,110.0,15.3,29.23,56.97,0.38,84.67,0.6
2021-04-29 13:00:00,2021-04-29 14:00:00,102.0,208.5,16.97,28.2,52.58,0.3,80.65,0.6
2021-04-29 14:00:00,2021-04-29 15:00:00,231.0,540.0,10.32,29.05,25.5,0.29,78.15,0.6
2021-04-29 15:00:00,2021-04-29 16:00:00,,339.75,9.92,30.28,22.75,0.4,82.62,0.6
2021-04-29 16:00:00,2021-04-29 17:00:00,255.0,498.0,8.12,26.97,16.6,0.66,73.08,0.6
2021-04-29 17:00:00,2021-04-29 18:00:00,203.25,773.75,9.43,26.1,34.65,0.85,77.03,0.6
2021-04-29 18:00:00,2021-04-29 19:00:00,41.75,648.0,12.75,28.4,33.32,0.89,78.55,0.6
2021-04-29 19:00:00,2021-04-29 20:00:00,37.0,63.25,28.9,29.12,56.3,0.98,69.97,0.6
2021-04-29 20:00:00,2021-04-29 21:00:00,86.25,130.5,17.75,33.3,30.95,0.97,84.2,0.6
2021-04-29 21:00:00,2021-04-29 22:00:00,85.5,302.25,13.07,31.1,26.33,0.91,80.55,0.6
2021-04-29 22:00:00,2021-04-29 23:00:00,20.25,294.5,20.57,32.7,25.95,0.96,67.3,0.6
2021-04-29 23:00:00,2021-04-30 00:00:00,36.25,67.0,26.93,34.08,35.9,0.99,58.88,0.6
2021-04-30 00:00:00,2021-04-30 01:00:00,64.5,163.0,44.98,31.58,45.22,1.63,37.83,0.6
2021-04-30 01:00:00,2021-04-30 02:00:00,68.0,154.5,51.12,30.93,47.08,1.62,32.38,0.6
2021-04-30 02:00:00,2021-04-30 03:00:00,73.5,131.0,48.8,31.85,50.42,1.65,35.75,0.6
2021-04-30 03:00:00,2021-04-30 04:00:00,71.0,133.75,45.5,31.5,49.7,1.72,39.5,0.6
2021-04-30 04:00:00,2021-04-30 05:00:00,58.0,115.5,23.12,31.8,47.75,1.6,54.52,0.6
2021-04-30 05:00:00,2021-04-30 06:00:00,28.0,90.0,19.2,32.9,37.08,1.56,53.75,0.6
2021-04-30 06:00:00,2021-04-30 07:00:00,,,25.67,35.88,40.38,1.62,42.97,0.6
2021-04-30 07:00:00,2021-04-30 08:00:00,79.0,139.0,28.27,37.68,42.85,1.58,47.6,0.6
2021-04-30 08:00:00,2021-04-30 09:00:00,70.75,139.0,13.47,33.08,35.62,1.55,62.47,0.6
2021-04-30 09:00:00,2021-04-30 10:00:00,45.75,119.75,9.73,33.17,36.15,1.51,60.5,0.6
2021-04-30 10:00:00,2021-04-30 11:00:00,47.5,63.25,13.0,32.12,54.77,0.66,67.42,0.6
2021-04-30 11:00:00,2021-04-30 12:00:00,65.0,75.75,10.0,31.73,30.65,0.91,77.28,0.6
2021-04-30 12:00:00,2021-04-30 13:00:00,83.25,101.25,12.45,31.43,35.25,1.58,82.53,0.6
2021-04-30 13:00:00,2021-04-30 14:00:00,48.0,99.0,14.0,27.85,36.58,1.52,85.78,0.6
2021-04-30 14:00:00,2021-04-30 15:00:00,129.0,158.0,15.82,32.15,38.95,1.39,104.15,0.6
2021-04-30 15:00:00,2021-04-30 16:00:00,122.25,269.0,14.35,32.95,30.27,1.35,85.52,0.6
2021-04-30 16:00:00,2021-04-30 17:00:00,124.0,521.0,31.67,30.43,75.3,0.89,70.08,0.6
2021-04-30 17:00:00,2021-04-30 18:00:00,149.75,507.0,30.62,29.05,80.03,0.9,68.17,0.6
2021-04-30 18:00:00,2021-04-30 19:00:00,106.75,449.0,24.5,29.23,47.55,0.91,60.25,0.6
2021-04-30 19:00:00,2021-04-30 20:00:00,97.0,395.5,47.08,30.88,47.7,0.98,38.8,0.6
2021-04-30 20:00:00,2021-04-30 21:00:00,108.0,374.75,89.45,36.48,57.23,1.45,17.5,0.6
2021-04-30 21:00:00,2021-04-30 22:00:00,149.75,382.75,107.4,38.55,58.33,1.75,6.65,0.62
2021-04-30 22:00:00,2021-04-30 23:00:00,156.25,523.25,84.83,38.83,49.12,1.6,13.15,0.65
2021-04-30 23:00:00,2021-05-01 00:00:00,97.0,758.0,69.0,37.1,45.73,1.67,15.97,0.7
2021-05-01 00:00:00,2021-05-01 01:00:00,62.5,399.0,100.55,33.45,46.33,2.08,6.65,0.7
2021-05-01 01:00:00,2021-05-01 02:00:00,69.25,372.75,96.88,33.1,48.33,2.18,5.92,0.7
2021-05-01 02:00:00,2021-05-01 03:00:00,65.75,311.0,99.55,32.98,45.9,2.12,7.32,0.7
2021-05-01 03:00:00,2021-05-01 04:00:00,41.25,327.25,82.75,33.67,42.85,2.06,10.15,0.7
2021-05-01 04:00:00,2021-05-01 05:00:00,50.75,217.75,80.85,34.53,35.45,1.93,9.17,0.7
2021-05-01 05:00:00,2021-05-01 06:00:00,39.0,197.75,82.17,34.75,38.9,1.94,8.53,0.7
2021-05-01 06:00:00,2021-05-01 07:00:00,99.5,214.5,90.85,34.88,42.25,1.93,8.68,0.7
2021-05-01 07:00:00,2021-05-01 08:00:00,137.0,303.0,28.1,36.0,31.62,1.87,34.03,0.7
2021-05-01 08:00:00,2021-05-01 09:00:00,45.5,261.25,22.6,33.45,43.85,1.89,45.67,0.7
2021-05-01 09:00:00,2021-05-01 10:00:00,44.75,126.0,18.7,33.78,53.7,1.77,64.47,0.7
2021-05-01 10:00:00,2021-05-01 11:00:00,67.25,112.25,14.42,31.9,51.2,1.32,76.15,0.7
2021-05-01 11:00:00,2021-05-01 12:00:00,48.75,148.5,10.9,29.6,35.75,1.0,84.95,0.6
2021-05-01 12:00:00,2021-05-01 13:00:00,50.0,108.0,7.1,22.77,31.55,0.91,79.25,0.6
2021-05-01 13:00:00,2021-05-01 14:00:00,37.25,102.25,6.65,20.57,37.88,0.9,79.92,0.6
2021-05-01 14:00:00,2021-05-01 15:00:00,32.25,109.5,11.35,19.97,53.42,0.76,72.58,0.6
2021-05-01 15:00:00,2021-05-01 16:00:00,32.0,102.0,45.62,22.55,124.37,0.79,64.52,0.6
2021-05-01 16:00:00,2021-05-01 17:00:00,54.25,122.0,22.55,22.65,80.2,1.12,86.12,0.6
2021-05-01 17:00:00,2021-05-01 18:00:00,50.0,169.5,17.68,20.73,60.3,1.1,73.88,0.6
2021-05-01 18:00:00,2021-05-01 19:00:00,71.75,134.25,36.1,24.53,60.45,1.35,62.05,0.6
2021-05-01 19:00:00,2021-05-01 20:00:00,140.25,185.25,62.6,28.55,66.95,1.69,46.15,0.62
2021-05-01 20:00:00,2021-05-01 21:00:00,172.25,353.75,97.4,35.88,72.6,2.11,25.07,0.7
2021-05-01 21:00:00,2021-05-01 22:00:00,136.5,451.0,44.85,32.28,50.0,1.88,57.4,0.7
2021-05-01 22:00:00,2021-05-01 23:00:00,61.25,372.75,18.43,28.67,37.27,1.67,68.5,0.7
2021-05-01 23:00:00,2021-05-02 00:00:00,32.5,228.0,28.33,29.33,36.33,1.7,51.78,0.7
2021-05-02 00:00:00,2021-05-02 01:00:00,42.0,207.75,27.38,27.6,36.8,1.55,51.88,0.7
2021-05-02 01:00:00,2021-05-02 02:00:00,42.75,142.5,19.3,26.4,36.52,1.53,46.83,0.68
2021-05-02 02:00:00,2021-05-02 03:00:00,52.5,128.0,26.65,26.1,37.18,1.5,36.48,0.67
2021-05-02 03:00:00,2021-05-02 04:00:00,51.5,130.0,40.38,25.5,38.75,1.45,33.6,0.7
2021-05-02 04:00:00,2021-05-02 05:00:00,60.25,169.5,24.0,25.8,37.88,1.42,42.05,0.6
2021-05-02 05:00:00,2021-05-02 06:00:00,60.0,210.5,37.83,27.0,39.45,1.41,26.58,0.62
2021-05-02 06:00:00,2021-05-02 07:00:00,76.0,113.0,44.65,28.98,59.08,1.55,27.15,0.7
2021-05-02 07:00:00,2021-05-02 08:00:00,79.0,148.75,25.93,29.5,42.68,1.5,32.08,0.7
2021-05-02 08:00:00,2021-05-02 09:00:00,68.5,238.0,12.85,26.17,36.27,1.38,48.67,0.7
2021-05-02 09:00:00,2021-05-02 10:00:00,34.25,180.25,7.65,23.72,30.78,1.22,50.97,0.68
2021-05-02 10:00:00,2021-05-02 11:00:00,24.0,146.0,9.62,24.15,31.27,1.15,52.4,0.6
2021-05-02 11:00:00,2021-05-02 12:00:00,15.5,81.5,8.13,23.8,20.95,1.13,61.02,0.6
2021-05-02 12:00:00,2021-05-02 13:00:00,20.0,95.25,6.05,26.37,19.4,1.46,64.15,0.6
2021-05-02 13:00:00,2021-05-02 14:00:00,58.5,90.0,4.75,24.45,18.2,1.41,66.95,0.6
2021-05-02 14:00:00,2021-05-02 15:00:00,63.0,72.0,5.3,24.53,19.62,1.42,67.95,0.6
2021-05-02 15:00:00,2021-05-02 16:00:00,57.5,72.5,9.15,23.92,26.07,1.46,69.12,0.6
2021-05-02 16:00:00,2021-05-02 17:00:00,73.75,92.0,13.32,22.48,26.73,1.5,70.8,0.6
2021-05-02 17:00:00,2021-05-02 18:00:00,90.75,163.5,14.8,21.5,30.62,1.5,66.47,0.6
2021-05-02 18:00:00,2021-05-02 19:00:00,93.25,214.75,15.6,21.8,30.0,1.52,61.95,0.6
2021-05-02 19:00:00,2021-05-02 20:00:00,113.0,217.75,38.25,22.57,29.77,1.65,35.3,0.6
2021-05-02 20:00:00,2021-05-02 21:00:00,130.25,245.25,63.08,26.02,40.1,1.98,20.98,0.62
2021-05-02 21:00:00,2021-05-02 22:00:00,91.25,273.25,72.12,28.25,42.3,2.17,13.87,0.7
2021-05-02 22:00:00,2021-05-02 23:00:00,86.5,292.0,60.38,28.38,39.95,2.13,16.77,0.7
2021-05-02 23:00:00,2021-05-03 00:00:00,81.75,277.25,69.58,27.08,41.57,2.15,10.7,0.7
2021-05-03 00:00:00,2021-05-03 01:00:00,94.5,251.25,81.17,25.85,40.3,2.43,7.67,0.7
2021-05-03 01:00:00,2021-05-03 02:00:00,106.75,316.5,69.92,24.88,40.45,2.4,9.0,0.7
2021-05-03 02:00:00,2021-05-03 03:00:00,100.75,355.5,74.78,24.0,38.38,2.33,6.25,0.7
2021-05-03 03:00:00,2021-05-03 04:00:00,93.5,362.5,76.15,23.73,36.52,2.29,7.75,0.7
2021-05-03 04:00:00,2021-05-03 05:00:00,93.75,304.5,74.23,24.58,33.6,2.23,6.92,0.7
2021-05-03 05:00:00,2021-05-03 06:00:00,109.75,270.0,73.6,26.27,40.4,2.41,6.32,0.7
