From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (),Benzene (ug/m3),Toluene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),AT (degree C),RF (mm)
2019-07-01 09:00:00,2019-07-01 10:00:00,59.0,,4.0,20.75,14.3,7.85,0.92,31.45,0.7,0.8,55.5,0.2,137.0,419.75,742.0,-0.25,37.67,0.0
2019-07-01 10:00:00,2019-07-01 11:00:00,160.25,,3.73,18.87,13.07,7.63,2.27,39.85,0.7,0.8,50.0,0.2,136.0,550.25,742.0,-0.2,39.0,0.0
2019-07-01 11:00:00,2019-07-01 12:00:00,56.75,,3.4,18.0,12.33,8.48,1.7,45.08,0.7,0.8,46.5,0.2,129.5,553.5,742.0,-0.22,39.78,0.0
2019-07-01 12:00:00,2019-07-01 13:00:00,197.5,,2.65,16.93,8.45,7.78,0.56,47.88,0.7,0.85,43.5,0.25,167.5,542.5,741.25,-0.25,40.77,0.0
2019-07-01 13:00:00,2019-07-01 14:00:00,50.0,,3.1,18.35,12.25,7.32,0.36,49.62,0.7,0.9,41.25,0.3,178.5,471.75,741.0,-0.3,41.72,0.0
2019-07-01 14:00:00,2019-07-01 15:00:00,50.75,,3.03,16.27,11.1,6.7,,51.1,0.7,0.9,40.0,0.3,178.5,348.5,740.5,-0.2,42.2,0.0
2019-07-01 15:00:00,2019-07-01 16:00:00,55.25,,2.98,14.82,10.28,6.62,0.02,52.8,0.7,0.9,38.75,0.3,142.0,255.0,740.0,-0.25,42.38,0.0
2019-07-01 16:00:00,2019-07-01 17:00:00,55.5,,2.85,16.58,11.12,7.17,1.69,51.27,0.7,0.9,38.0,0.3,142.0,87.25,739.75,-0.3,42.45,0.0
2019-07-01 17:00:00,2019-07-01 18:00:00,98.25,,2.6,16.8,11.05,7.2,1.27,47.2,0.7,0.9,39.25,0.3,142.0,61.5,739.75,-0.33,41.8,0.0
2019-07-01 18:00:00,2019-07-01 19:00:00,38.25,,3.95,29.5,18.9,7.05,1.39,42.55,0.7,0.9,41.25,0.3,196.25,16.0,740.0,-0.25,40.8,0.0
2019-07-01 19:00:00,2019-07-01 20:00:00,59.0,,14.85,65.3,46.8,8.48,3.04,21.62,0.7,0.9,44.0,0.3,195.75,14.0,740.0,-0.2,40.15,0.0
2019-07-01 20:00:00,2019-07-01 21:00:00,205.75,,63.4,38.9,72.25,9.17,2.15,16.7,0.82,0.95,46.0,0.3,176.0,10.25,740.75,-0.2,39.1,0.0
2019-07-01 21:00:00,2019-07-01 22:00:00,227.25,,5.8,30.82,21.13,7.93,3.66,75.55,0.9,1.05,49.25,0.3,163.25,8.0,741.0,-0.25,38.17,0.0
2019-07-01 22:00:00,2019-07-01 23:00:00,216.5,,3.25,22.98,14.85,7.53,2.71,32.55,0.9,1.0,51.25,0.3,161.5,8.0,741.5,-0.25,37.85,0.0
2019-07-01 23:00:00,2019-07-02 00:00:00,207.25,,2.65,19.8,12.7,7.22,1.19,29.75,0.9,1.0,52.5,0.3,164.5,8.0,741.5,-0.25,37.55,0.0
2019-07-02 00:00:00,2019-07-02 01:00:00,187.75,,4.4,15.3,11.72,6.88,2.04,30.65,0.9,1.0,53.75,0.3,166.25,8.0,741.0,-0.3,37.25,0.0
2019-07-02 01:00:00,2019-07-02 02:00:00,153.5,,2.67,15.3,10.3,6.58,1.96,28.23,0.9,1.0,55.0,0.3,159.5,8.0,741.0,-0.3,37.08,0.0
2019-07-02 02:00:00,2019-07-02 03:00:00,176.75,,2.7,15.7,10.55,6.62,0.66,27.57,0.9,1.0,55.0,0.3,162.5,8.0,741.0,-0.28,37.0,0.0
2019-07-02 03:00:00,2019-07-02 04:00:00,155.25,,2.62,14.15,9.65,6.68,0.71,25.8,0.9,1.0,56.25,0.3,161.5,8.0,741.0,-0.28,36.77,0.0
2019-07-02 04:00:00,2019-07-02 05:00:00,171.33,,2.7,11.6,8.33,7.13,,27.53,0.9,1.0,57.33,0.3,150.0,8.0,741.0,-0.13,36.2,0.0
2019-07-02 05:00:00,2019-07-02 06:00:00,183.33,,2.95,13.5,6.37,7.17,,24.87,0.9,1.0,60.67,0.3,129.0,14.0,741.0,-0.17,35.8,0.0
2019-07-02 06:00:00,2019-07-02 07:00:00,141.75,,3.8,17.95,12.65,7.07,1.78,19.15,0.9,1.0,58.75,0.3,131.0,68.75,742.0,-0.2,36.42,0.0
2019-07-02 07:00:00,2019-07-02 08:00:00,158.5,,4.85,21.05,15.18,7.4,2.34,18.45,0.9,1.0,56.0,0.3,131.0,170.5,742.0,-0.2,37.17,0.0
2019-07-02 08:00:00,2019-07-02 09:00:00,174.25,,4.45,18.15,13.25,7.7,,23.45,0.9,1.0,54.5,0.3,137.75,347.5,742.0,-0.22,37.45,0.0
2019-07-02 09:00:00,2019-07-02 10:00:00,162.0,,4.25,15.3,11.65,7.5,,26.45,0.9,1.0,51.25,0.3,141.5,479.5,742.0,-0.32,38.23,0.0
2019-07-02 10:00:00,2019-07-02 11:00:00,211.5,,3.63,15.47,11.17,7.57,1.41,30.17,0.9,1.0,47.25,0.3,144.0,472.5,742.0,-0.3,39.32,0.0
2019-07-02 11:00:00,2019-07-02 12:00:00,175.5,,3.9,19.77,13.68,6.82,1.29,29.0,0.9,1.0,44.75,0.3,144.5,471.75,742.0,-0.35,39.95,0.0
2019-07-02 12:00:00,2019-07-02 13:00:00,114.75,,3.75,17.17,12.18,8.12,1.9,29.92,0.75,0.75,46.5,0.2,203.5,334.0,741.25,-0.3,41.02,0.0
2019-07-02 13:00:00,2019-07-02 14:00:00,104.25,,3.6,14.38,10.6,7.95,3.73,28.45,0.7,0.7,53.25,0.2,227.5,324.0,741.0,-0.17,39.12,0.0
2019-07-02 14:00:00,2019-07-02 15:00:00,74.0,,2.93,14.35,10.0,8.88,2.92,21.33,0.7,0.7,63.75,0.2,256.25,81.5,741.0,-0.12,37.15,0.0
2019-07-02 15:00:00,2019-07-02 16:00:00,88.25,,3.0,17.2,11.6,9.3,1.94,19.9,0.85,0.8,63.25,0.25,213.75,59.25,741.0,-0.2,36.78,0.0
2019-07-02 16:00:00,2019-07-02 17:00:00,50.67,,2.87,15.47,10.57,8.3,2.18,19.23,1.0,0.9,61.33,0.3,205.33,47.67,741.0,-0.23,37.1,0.0
2019-07-02 17:00:00,2019-07-02 18:00:00,49.0,,3.1,20.3,13.32,8.07,1.97,15.15,1.1,1.05,61.75,0.3,204.5,14.0,741.0,-0.2,37.2,0.0
2019-07-02 18:00:00,2019-07-02 19:00:00,71.75,,2.78,16.5,11.03,8.03,4.5,16.75,1.02,0.9,64.0,0.3,203.25,14.0,741.0,-0.17,36.7,0.0
2019-07-02 19:00:00,2019-07-02 20:00:00,73.25,,3.73,18.0,12.65,7.15,2.83,17.8,1.0,0.9,66.0,0.27,220.5,27.75,741.25,-0.32,36.32,1.25
2019-07-02 20:00:00,2019-07-02 21:00:00,103.5,,13.85,9.8,16.5,7.2,3.28,18.5,1.0,0.9,72.0,0.3,252.0,17.0,742.0,-0.3,34.5,5.0
2019-07-02 21:00:00,2019-07-02 22:00:00,109.0,,14.63,42.5,25.85,6.27,1.92,63.7,1.0,0.9,71.25,0.3,266.5,43.25,742.0,-0.2,34.65,0.0
2019-07-02 22:00:00,2019-07-02 23:00:00,70.0,,5.05,21.53,15.57,7.6,1.95,12.43,1.0,0.9,70.25,0.3,268.75,19.0,742.0,-0.2,34.92,0.0
2019-07-02 23:00:00,2019-07-03 00:00:00,,,3.38,14.5,10.45,8.05,1.72,13.52,1.0,0.9,69.5,0.3,268.0,14.0,742.0,-0.2,35.08,0.0
2019-07-03 00:00:00,2019-07-03 01:00:00,,,2.9,10.22,7.82,6.95,0.71,15.25,1.0,0.9,67.25,0.3,268.0,14.0,742.0,-0.2,35.45,0.0
2019-07-03 01:00:00,2019-07-03 02:00:00,3.0,,2.83,9.17,7.2,6.62,1.58,13.58,1.0,0.9,66.5,0.3,268.0,14.0,742.0,-0.2,35.7,0.0
2019-07-03 02:00:00,2019-07-03 03:00:00,4.75,,2.3,9.03,6.68,7.75,2.76,11.3,1.0,0.9,66.75,0.3,268.0,14.0,742.0,-0.2,35.65,0.0
2019-07-03 03:00:00,2019-07-03 04:00:00,12.0,,2.6,9.4,7.1,7.73,2.47,11.27,1.0,0.9,67.0,0.3,268.0,14.0,741.75,-0.2,35.62,0.0
2019-07-03 04:00:00,2019-07-03 05:00:00,17.75,,2.58,8.88,6.83,7.08,2.19,9.82,1.0,0.9,67.0,0.3,268.0,14.0,742.0,-0.2,35.6,0.0
2019-07-03 05:00:00,2019-07-03 06:00:00,17.33,,3.07,11.07,8.37,6.93,1.2,11.33,1.0,0.9,65.67,0.3,269.67,14.67,742.0,-0.2,35.73,0.0
2019-07-03 06:00:00,2019-07-03 07:00:00,18.25,,4.17,12.1,8.4,6.53,2.78,11.22,1.0,0.9,64.0,0.3,271.0,52.75,742.0,-0.2,36.0,0.0
2019-07-03 07:00:00,2019-07-03 08:00:00,21.75,,6.03,13.75,12.18,6.67,2.8,10.55,1.0,0.9,63.25,0.3,271.0,124.25,742.0,-0.23,36.4,0.0
2019-07-03 08:00:00,2019-07-03 09:00:00,31.25,,3.9,10.55,8.75,6.93,,17.0,1.0,0.9,61.0,0.2,281.25,215.5,742.0,-0.4,36.8,0.0
2019-07-03 09:00:00,2019-07-03 10:00:00,34.75,,4.2,10.75,9.15,6.9,,22.62,1.0,0.9,58.25,0.28,247.5,348.75,742.0,-0.38,37.28,0.0
2019-07-03 10:00:00,2019-07-03 11:00:00,31.5,,2.47,8.5,6.53,6.43,2.95,28.45,1.0,0.9,55.25,0.3,201.25,353.0,742.0,-0.35,38.0,0.0
2019-07-03 11:00:00,2019-07-03 12:00:00,25.75,,2.28,8.17,6.2,6.45,2.95,31.52,1.0,0.9,52.25,0.3,231.25,384.0,742.0,-0.43,38.67,0.0
2019-07-03 12:00:00,2019-07-03 13:00:00,30.0,,2.15,9.1,6.6,6.83,3.02,33.35,1.0,0.9,49.5,0.3,206.0,509.25,742.0,-0.4,39.45,0.0
2019-07-03 13:00:00,2019-07-03 14:00:00,28.33,,2.1,8.67,6.33,7.33,1.33,38.7,1.0,0.9,46.0,0.3,254.33,446.67,741.33,-0.43,40.23,0.0
2019-07-03 14:00:00,2019-07-03 15:00:00,31.0,,2.75,12.5,7.07,7.93,,37.27,1.0,0.9,44.0,0.3,239.0,376.0,741.0,-0.37,40.93,0.0
2019-07-03 15:00:00,2019-07-03 16:00:00,90.0,,148.4,5.37,92.67,7.73,0.04,36.6,0.88,0.95,43.0,0.2,258.0,279.75,740.75,-0.45,41.32,0.0
2019-07-03 16:00:00,2019-07-03 17:00:00,100.0,,267.2,15.0,219.63,127.0,0.49,35.53,0.8,1.0,42.0,0.2,196.0,84.0,740.0,-0.5,41.6,0.0
2019-07-03 17:00:00,2019-07-03 18:00:00,35.25,,6.77,14.9,13.43,,0.68,35.62,1.0,0.82,43.5,0.3,169.0,64.75,740.0,-0.35,38.85,0.0
2019-07-03 18:00:00,2019-07-03 19:00:00,39.0,,3.75,18.4,8.57,7.55,1.42,33.23,1.17,0.93,46.33,0.3,162.0,14.0,740.67,-0.3,37.93,0.0
2019-07-03 19:00:00,2019-07-03 20:00:00,,,,,,,,,,,,,,,,,,
2019-07-03 20:00:00,2019-07-03 21:00:00,,,,,,,,,,,,,,,,,,
2019-07-03 21:00:00,2019-07-03 22:00:00,,,,,,,,,,,,,,,,,,
2019-07-03 22:00:00,2019-07-03 23:00:00,,,,,,,,,,,,,,,,,,
2019-07-03 23:00:00,2019-07-04 00:00:00,,,,,,,,,,,,,,,,,,
2019-07-04 00:00:00,2019-07-04 01:00:00,34.0,,2.75,13.35,9.3,7.15,1.54,23.9,1.0,0.8,56.5,0.3,165.0,11.0,742.0,-0.25,35.15,0.0
2019-07-04 01:00:00,2019-07-04 02:00:00,24.75,,2.8,11.28,8.28,7.0,2.84,19.73,1.0,0.8,58.0,0.3,165.0,11.0,742.0,-0.22,35.0,0.0
2019-07-04 02:00:00,2019-07-04 03:00:00,22.0,,2.8,11.6,7.05,7.1,1.52,13.48,1.0,0.8,60.0,0.3,165.0,10.75,742.0,-0.2,34.73,0.0
2019-07-04 03:00:00,2019-07-04 04:00:00,25.0,,2.6,12.15,8.57,7.3,1.53,13.57,1.0,0.8,60.75,0.3,164.25,11.0,742.0,-0.28,34.62,0.0
2019-07-04 04:00:00,2019-07-04 05:00:00,25.75,,3.05,12.25,8.97,8.32,0.85,17.48,1.0,0.8,60.25,0.3,161.75,11.0,741.5,-0.3,34.65,0.0
2019-07-04 05:00:00,2019-07-04 06:00:00,27.5,,2.78,13.25,9.32,8.62,0.77,15.1,1.0,0.8,61.0,0.3,163.0,11.0,741.5,-0.25,34.5,0.0
2019-07-04 06:00:00,2019-07-04 07:00:00,27.25,,3.95,14.98,11.15,7.4,0.96,16.2,1.0,0.8,61.25,0.3,163.0,82.0,742.0,-0.27,34.52,0.0
2019-07-04 07:00:00,2019-07-04 08:00:00,34.0,,5.42,18.23,14.1,7.17,2.41,20.5,1.0,0.8,59.75,0.3,164.25,248.0,742.0,-0.28,35.02,0.0
2019-07-04 08:00:00,2019-07-04 09:00:00,39.75,,4.83,16.12,12.48,7.28,0.77,26.0,1.0,0.8,58.0,0.3,168.25,395.25,742.0,-0.27,35.55,0.0
2019-07-04 09:00:00,2019-07-04 10:00:00,30.0,,4.25,17.3,12.65,7.6,1.16,29.8,1.0,0.8,54.5,0.3,180.25,489.75,742.0,-0.33,36.35,0.0
2019-07-04 10:00:00,2019-07-04 11:00:00,29.25,,3.7,14.8,10.9,6.8,,34.12,1.0,0.8,50.25,0.3,242.75,536.75,741.5,-0.32,37.47,0.0
2019-07-04 11:00:00,2019-07-04 12:00:00,26.67,,4.47,18.13,13.27,7.33,,35.9,0.97,0.9,47.33,0.27,243.0,600.0,741.0,-0.33,38.97,0.0
2019-07-04 12:00:00,2019-07-04 13:00:00,70.25,,3.88,16.35,11.85,6.65,1.8,37.5,0.9,1.1,44.25,0.2,276.25,597.0,741.0,-0.45,41.05,0.0
2019-07-04 13:00:00,2019-07-04 14:00:00,58.0,,4.75,19.73,14.4,7.03,1.49,38.52,1.0,1.15,42.5,0.25,262.25,565.75,741.0,-0.43,41.75,0.0
2019-07-04 14:00:00,2019-07-04 15:00:00,63.0,,4.38,19.65,13.98,7.9,,39.73,1.1,1.2,41.75,0.3,244.25,307.0,740.25,-0.33,42.12,0.0
2019-07-04 15:00:00,2019-07-04 16:00:00,139.0,,121.62,13.83,104.05,6.87,0.22,41.2,1.1,1.2,42.5,0.3,228.5,177.75,740.0,-0.25,41.85,0.0
2019-07-04 16:00:00,2019-07-04 17:00:00,32.25,,7.73,17.68,15.68,160.1,3.13,40.55,1.1,1.2,41.0,0.3,214.75,76.75,740.0,-0.3,42.3,0.0
2019-07-04 17:00:00,2019-07-04 18:00:00,59.0,,3.88,19.95,13.78,,2.39,38.58,1.1,1.2,42.5,0.3,210.5,73.0,740.0,-0.3,41.62,0.0
2019-07-04 18:00:00,2019-07-04 19:00:00,71.75,,4.68,23.98,16.57,8.67,,35.28,1.1,1.2,45.75,0.3,240.5,15.25,740.0,-0.25,40.22,0.0
2019-07-04 19:00:00,2019-07-04 20:00:00,76.0,,6.03,39.9,26.1,8.55,,25.3,1.1,1.2,47.25,0.23,116.25,13.0,740.0,-0.2,39.53,0.0
2019-07-04 20:00:00,2019-07-04 21:00:00,91.75,,4.45,30.48,19.83,8.18,4.03,27.45,1.1,1.2,50.5,0.28,213.75,13.0,740.0,-0.25,38.92,0.0
2019-07-04 21:00:00,2019-07-04 22:00:00,75.75,,7.2,31.38,22.55,9.03,4.04,77.72,1.1,1.2,51.25,0.23,240.75,13.0,740.75,-0.2,38.45,0.0
2019-07-04 22:00:00,2019-07-04 23:00:00,90.25,,4.5,25.68,17.3,7.95,2.46,22.38,1.1,1.2,52.75,0.3,72.5,13.0,741.0,-0.2,38.05,0.0
2019-07-04 23:00:00,2019-07-05 00:00:00,85.0,,3.6,24.42,15.93,7.22,2.91,20.45,1.1,1.2,55.0,0.3,69.25,13.0,741.0,-0.2,37.77,0.0
2019-07-05 00:00:00,2019-07-05 01:00:00,80.25,,3.48,18.0,12.4,7.8,3.95,22.18,1.1,1.2,56.75,0.25,88.0,13.0,741.0,-0.2,37.62,0.0
2019-07-05 01:00:00,2019-07-05 02:00:00,58.5,,3.0,15.1,7.85,6.38,3.97,22.1,1.1,1.2,57.0,0.3,234.75,13.0,740.5,-0.2,37.55,0.0
2019-07-05 02:00:00,2019-07-05 03:00:00,68.0,,2.95,13.15,9.4,6.33,,21.02,1.1,1.2,58.0,0.3,231.5,13.0,740.0,-0.2,37.48,0.0
2019-07-05 03:00:00,2019-07-05 04:00:00,87.5,,2.83,14.1,9.8,7.1,,17.93,1.1,1.2,58.0,0.3,218.75,13.0,740.0,-0.2,37.38,0.0
2019-07-05 04:00:00,2019-07-05 05:00:00,32.33,,3.0,13.3,9.5,6.27,0.61,18.2,1.1,1.2,59.67,0.3,202.33,13.0,740.0,-0.2,37.07,0.0
2019-07-05 05:00:00,2019-07-05 06:00:00,92.25,,2.83,14.12,9.8,6.5,1.24,20.62,1.1,1.2,60.75,0.3,186.5,16.25,740.0,-0.25,36.75,0.0
2019-07-05 06:00:00,2019-07-05 07:00:00,98.0,,3.82,17.1,12.2,7.22,1.62,17.57,1.1,1.2,60.25,0.3,182.75,61.5,740.25,-0.2,36.9,0.0
2019-07-05 07:00:00,2019-07-05 08:00:00,89.0,,6.62,26.55,19.5,8.05,1.84,14.65,1.1,1.2,59.75,0.3,187.25,91.75,741.0,-0.2,37.28,0.0
2019-07-05 08:00:00,2019-07-05 09:00:00,99.5,,4.47,16.48,12.42,6.8,3.7,19.95,1.1,1.2,56.75,0.3,190.25,295.75,741.0,-0.2,38.05,0.0
2019-07-05 09:00:00,2019-07-05 10:00:00,106.25,,4.5,18.45,13.45,8.3,2.63,24.52,1.1,1.2,54.25,0.3,184.25,333.5,741.0,-0.22,38.7,0.0
2019-07-05 10:00:00,2019-07-05 11:00:00,149.67,,3.9,18.35,12.9,11.15,3.94,29.73,1.1,1.2,50.33,0.3,196.67,546.67,740.67,-0.27,39.9,0.0
2019-07-05 11:00:00,2019-07-05 12:00:00,132.0,,3.67,16.93,12.0,10.58,3.43,37.2,1.02,0.97,46.5,0.38,176.75,644.0,740.0,-0.4,40.88,0.0
2019-07-05 12:00:00,2019-07-05 13:00:00,38.75,,5.42,18.95,14.48,9.8,3.72,42.08,1.18,1.1,44.25,0.45,190.5,520.25,740.0,-0.43,41.17,0.0
2019-07-05 13:00:00,2019-07-05 14:00:00,36.25,,4.53,18.18,13.35,9.05,2.67,43.88,1.3,1.2,41.75,0.5,223.0,576.0,739.25,-0.5,42.08,0.0
2019-07-05 14:00:00,2019-07-05 15:00:00,40.0,,4.53,20.4,14.53,8.18,2.8,45.43,1.3,1.2,40.75,0.5,237.0,375.25,738.75,-0.47,42.48,0.0
2019-07-05 15:00:00,2019-07-05 16:00:00,40.25,,118.6,10.97,102.3,7.9,1.89,41.1,1.3,1.2,40.75,0.5,251.25,194.25,738.0,-0.43,42.33,0.0
2019-07-05 16:00:00,2019-07-05 17:00:00,40.25,,8.38,27.27,21.32,152.5,3.13,35.42,1.3,1.2,49.5,0.42,135.75,66.75,738.0,-0.47,39.8,0.0
2019-07-05 17:00:00,2019-07-05 18:00:00,36.5,,6.47,34.7,23.73,,2.7,31.18,1.3,1.2,49.0,0.5,104.0,55.25,738.0,-0.38,39.77,0.0
2019-07-05 18:00:00,2019-07-05 19:00:00,30.75,,5.0,33.08,21.65,6.5,3.36,33.67,1.28,1.2,49.75,0.5,104.0,13.5,738.0,-0.3,39.45,0.0
2019-07-05 19:00:00,2019-07-05 20:00:00,32.0,,10.5,53.62,37.05,7.03,3.91,23.35,1.0,1.0,51.5,0.5,105.0,13.0,739.0,-0.3,39.0,0.0
2019-07-05 20:00:00,2019-07-05 21:00:00,47.5,,10.25,42.6,31.0,7.08,2.47,22.67,1.0,1.0,54.25,0.5,105.0,13.0,739.25,-0.38,38.5,0.0
2019-07-05 21:00:00,2019-07-05 22:00:00,46.0,,8.85,29.78,23.03,6.75,1.35,72.3,1.0,1.0,61.25,0.5,106.25,61.75,740.0,-0.22,37.1,1.12
2019-07-05 22:00:00,2019-07-05 23:00:00,29.25,,3.55,11.7,9.07,7.75,0.84,9.78,1.0,1.0,73.75,0.5,172.75,116.25,740.5,-0.23,34.88,1.38
2019-07-05 23:00:00,2019-07-06 00:00:00,12.25,,2.85,8.57,6.88,9.32,0.79,6.52,1.0,1.0,74.0,0.42,180.75,113.75,740.0,-0.17,34.2,0.0
2019-07-06 00:00:00,2019-07-06 01:00:00,30.75,,2.8,5.05,4.95,7.28,1.0,13.58,1.0,1.0,74.0,0.45,116.0,144.5,740.0,-0.17,34.4,0.0
2019-07-06 01:00:00,2019-07-06 02:00:00,80.25,,3.25,6.35,6.05,5.75,1.17,94.93,1.0,1.0,74.0,0.5,115.0,151.25,740.0,-0.27,34.52,0.0
2019-07-06 02:00:00,2019-07-06 03:00:00,57.25,,2.65,6.75,5.75,6.53,,98.52,1.0,1.0,74.0,0.5,115.0,146.5,740.0,-0.23,34.6,0.0
2019-07-06 03:00:00,2019-07-06 04:00:00,51.25,,2.8,8.53,6.85,6.72,,93.9,1.0,1.0,74.0,0.5,114.75,100.0,739.25,-0.3,34.8,0.0
2019-07-06 04:00:00,2019-07-06 05:00:00,40.25,,2.85,9.82,7.53,5.0,,91.7,1.0,1.0,74.0,0.5,114.0,30.5,739.25,-0.3,34.8,0.0
2019-07-06 05:00:00,2019-07-06 06:00:00,29.75,,2.93,11.4,6.35,4.17,,90.38,1.2,1.05,73.75,0.5,114.0,19.25,740.0,-0.3,34.92,0.0
2019-07-06 06:00:00,2019-07-06 07:00:00,24.0,,2.88,14.15,9.85,5.25,0.95,89.88,1.27,1.0,72.25,0.5,114.0,18.75,740.0,-0.3,35.15,0.0
2019-07-06 07:00:00,2019-07-06 08:00:00,20.0,,3.68,17.48,12.3,5.92,2.22,88.35,1.33,1.08,71.5,0.5,113.0,31.0,740.0,-0.3,35.42,0.0
2019-07-06 08:00:00,2019-07-06 09:00:00,18.0,,6.38,15.7,13.55,4.17,1.0,87.6,1.37,1.08,72.0,0.5,113.0,66.25,740.0,-0.3,35.38,0.0
2019-07-06 09:00:00,2019-07-06 10:00:00,52.25,,3.55,19.05,13.05,3.45,,86.65,1.05,1.0,70.25,0.5,112.0,153.5,740.0,-0.3,35.83,0.0
2019-07-06 10:00:00,2019-07-06 11:00:00,98.0,,14.7,35.9,31.05,5.0,1.49,88.53,1.1,1.03,66.33,0.5,112.0,131.67,740.0,-0.3,36.7,0.0
2019-07-06 11:00:00,2019-07-06 12:00:00,87.75,,3.5,14.82,10.75,4.48,2.75,88.38,1.0,1.02,68.75,0.35,115.0,68.0,740.0,-0.03,35.7,0.0
2019-07-06 12:00:00,2019-07-06 13:00:00,17.5,,3.3,17.38,10.07,4.85,1.47,87.75,1.2,1.1,73.0,0.33,233.5,96.75,740.25,0.22,32.75,0.0
2019-07-06 13:00:00,2019-07-06 14:00:00,7.0,,4.9,20.03,14.67,5.83,0.48,91.5,1.2,1.1,73.67,0.5,280.33,381.67,740.0,0.17,32.67,0.0
2019-07-06 14:00:00,2019-07-06 15:00:00,9.25,,4.42,24.1,16.43,5.28,0.94,93.05,1.32,1.6,68.5,0.5,264.5,135.75,739.25,0.0,33.85,0.0
2019-07-06 15:00:00,2019-07-06 16:00:00,12.0,,135.3,20.35,120.83,6.0,2.48,93.3,1.23,1.27,67.25,0.5,269.75,73.0,739.0,-0.12,34.22,0.0
2019-07-06 16:00:00,2019-07-06 17:00:00,17.0,,9.28,29.65,23.3,176.4,2.14,95.88,1.18,1.52,64.25,0.5,267.25,125.0,739.0,-0.17,34.55,0.0
2019-07-06 17:00:00,2019-07-06 18:00:00,10.5,,4.65,23.6,16.32,,0.68,91.25,1.12,1.2,63.0,0.5,261.75,56.5,739.0,-0.2,34.67,0.0
2019-07-06 18:00:00,2019-07-06 19:00:00,5.75,,5.97,25.65,18.5,6.83,1.83,67.8,1.1,1.1,64.25,0.5,270.0,12.25,739.25,-0.2,34.2,0.0
2019-07-06 19:00:00,2019-07-06 20:00:00,23.0,,4.8,25.3,17.4,6.1,2.27,35.7,1.1,1.1,66.0,0.5,270.0,10.0,740.0,-0.2,33.9,0.0
2019-07-06 20:00:00,2019-07-06 21:00:00,11.0,,7.5,37.7,26.2,8.4,3.15,11.0,0.9,0.9,69.0,0.1,223.0,10.0,740.0,-0.2,33.5,0.0
2019-07-06 21:00:00,2019-07-06 22:00:00,10.0,,5.1,20.3,15.0,8.1,2.74,31.6,0.9,0.9,69.0,0.1,223.0,10.0,740.0,-0.2,33.5,0.0
2019-07-06 22:00:00,2019-07-06 23:00:00,14.67,,4.0,15.43,11.47,7.43,4.28,10.3,0.9,0.9,69.33,0.1,224.0,10.0,740.0,-0.2,33.33,0.0
2019-07-06 23:00:00,2019-07-07 00:00:00,19.67,,3.73,11.9,9.4,7.2,4.23,9.0,0.9,0.9,70.33,0.1,224.0,10.0,740.0,-0.2,33.13,0.0
2019-07-07 00:00:00,2019-07-07 01:00:00,13.0,,3.83,12.9,9.93,7.8,0.6,7.87,0.9,0.9,71.0,0.1,225.33,10.0,740.0,-0.2,32.97,0.0
2019-07-07 01:00:00,2019-07-07 02:00:00,19.5,,3.75,14.07,10.55,7.8,2.25,7.68,0.9,0.9,70.5,0.1,224.25,10.0,740.0,-0.2,32.95,0.0
2019-07-07 02:00:00,2019-07-07 03:00:00,27.0,,3.3,10.0,8.0,8.2,1.06,7.9,0.9,0.9,70.0,0.1,224.0,10.0,740.0,-0.2,33.0,0.0
2019-07-07 03:00:00,2019-07-07 04:00:00,18.5,,2.9,10.05,7.7,7.9,6.56,5.2,0.9,0.9,71.0,0.1,224.0,10.0,740.0,-0.2,32.9,0.0
2019-07-07 04:00:00,2019-07-07 05:00:00,17.33,,3.63,14.77,10.8,7.83,0.69,4.43,0.9,0.9,71.0,0.1,224.0,10.0,740.0,-0.2,33.0,0.0
2019-07-07 05:00:00,2019-07-07 06:00:00,19.5,,9.65,22.25,19.68,7.9,,3.52,0.9,0.9,72.0,0.1,226.5,10.0,740.0,-0.2,32.77,0.0
2019-07-07 06:00:00,2019-07-07 07:00:00,23.75,,3.83,14.03,10.57,6.83,,4.38,0.9,0.9,71.5,0.1,224.0,10.25,740.0,-0.2,32.82,0.0
2019-07-07 07:00:00,2019-07-07 08:00:00,23.0,,4.25,16.48,12.23,7.25,,4.75,0.9,0.9,70.75,0.1,224.75,37.75,740.0,-0.2,32.98,0.0
2019-07-07 08:00:00,2019-07-07 09:00:00,23.0,,4.83,12.03,10.3,7.0,0.97,4.43,0.9,0.9,71.33,0.1,226.67,114.67,740.0,-0.13,33.13,0.0
2019-07-07 09:00:00,2019-07-07 10:00:00,35.0,,4.3,11.75,9.7,7.05,,4.3,0.9,0.9,67.75,0.1,224.5,193.25,740.5,-0.2,33.65,0.0
2019-07-07 10:00:00,2019-07-07 11:00:00,34.0,,3.6,9.4,7.97,7.23,3.49,4.95,0.9,0.9,62.0,0.1,224.75,519.25,741.0,-0.12,34.73,0.0
2019-07-07 11:00:00,2019-07-07 12:00:00,,,,,,,,,,,,,,,,,,
2019-07-07 12:00:00,2019-07-07 13:00:00,24.0,,2.9,7.2,6.2,6.0,4.1,8.3,0.9,0.9,53.0,0.1,214.0,751.0,740.0,0.0,36.5,0.0
