From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),RF (mm),AT (degree C)
2023-02-23 20:00:00,2023-02-23 21:00:00,33.59,97.76,8.06,37.39,26.0,38.07,6.2,1.39,14.65,4.33,22.24,7.93,21.17,,46.61,1.25,282.43,0.0,923.65,1.52,,0.0,19.3
2023-02-23 21:00:00,2023-02-23 22:00:00,34.31,93.56,5.26,32.14,21.01,40.34,6.13,1.29,12.92,4.18,19.39,7.87,20.97,,52.2,1.54,301.28,0.0,924.65,-0.42,,0.0,18.0
2023-02-23 22:00:00,2023-02-23 23:00:00,33.63,98.96,8.31,37.12,26.05,35.97,6.04,1.14,11.38,3.79,16.87,7.53,19.72,,55.81,1.77,299.8,0.0,925.0,-0.46,,0.0,17.36
2023-02-23 23:00:00,2023-02-24 00:00:00,34.66,93.52,3.74,16.64,11.7,42.3,6.03,0.95,17.46,3.42,14.52,7.05,18.22,,62.32,1.74,300.03,0.0,924.65,1.5,,0.0,16.83
2023-02-24 00:00:00,2023-02-24 01:00:00,35.6,88.4,3.8,12.64,9.65,42.19,5.4,0.72,14.63,2.9,12.43,6.51,16.6,,68.01,1.91,300.01,0.0,924.08,1.36,,0.0,16.05
2023-02-24 01:00:00,2023-02-24 02:00:00,33.64,87.29,3.72,13.76,10.17,42.77,5.49,0.68,16.1,2.63,10.84,6.27,15.72,,72.01,1.49,298.63,0.0,923.73,-0.41,,0.0,15.38
2023-02-24 02:00:00,2023-02-24 03:00:00,38.29,78.19,3.73,15.06,10.86,42.52,5.53,0.65,14.79,2.46,9.41,5.75,14.31,,74.33,0.8,275.12,0.0,923.35,-0.48,,0.0,15.07
2023-02-24 03:00:00,2023-02-24 04:00:00,35.53,74.62,3.81,22.7,14.91,41.72,5.62,0.76,9.46,2.74,8.48,5.47,13.56,,80.07,0.9,268.96,0.0,922.73,-0.44,,0.0,14.2
2023-02-24 04:00:00,2023-02-24 05:00:00,37.35,81.07,3.87,21.41,14.29,41.8,5.59,0.85,7.88,3.43,7.93,5.25,12.98,,86.05,1.01,285.98,0.0,922.83,-0.53,,0.0,13.09
2023-02-24 05:00:00,2023-02-24 06:00:00,40.27,81.14,3.8,15.41,11.1,42.34,5.63,0.8,8.68,3.95,7.71,5.09,12.56,,87.49,1.28,298.94,0.0,922.83,-0.5,,0.0,12.46
2023-02-24 06:00:00,2023-02-24 07:00:00,38.12,79.3,3.94,13.12,10.01,42.64,5.59,0.68,7.71,3.52,7.16,4.88,12.05,,89.06,0.6,269.32,0.05,923.78,-0.42,,0.0,11.91
2023-02-24 07:00:00,2023-02-24 08:00:00,43.76,77.01,5.95,24.27,17.45,39.95,5.67,0.87,4.11,3.71,22.83,4.83,11.88,,90.13,0.85,270.77,56.19,925.25,-0.48,,0.0,12.03
2023-02-24 08:00:00,2023-02-24 09:00:00,43.91,88.3,7.79,25.98,19.82,39.14,5.67,1.05,6.57,5.32,30.11,4.85,11.94,,81.28,0.89,276.21,186.16,926.4,-0.48,,0.0,13.82
2023-02-24 09:00:00,2023-02-24 10:00:00,54.0,96.44,7.73,28.09,20.88,36.69,5.62,1.11,13.97,5.69,19.89,4.93,12.29,,67.16,0.78,264.81,425.89,927.27,-0.5,,0.0,16.77
2023-02-24 10:00:00,2023-02-24 11:00:00,54.73,101.2,7.7,30.59,22.15,36.73,5.69,1.2,24.55,5.44,14.86,5.08,12.78,,60.55,0.81,266.04,544.21,927.85,-0.5,,0.0,19.07
2023-02-24 11:00:00,2023-02-24 12:00:00,51.12,102.73,5.49,30.72,20.45,46.16,6.07,1.04,33.73,5.03,15.37,5.8,14.4,,53.36,0.82,271.07,606.14,927.53,-0.56,,0.0,21.15
2023-02-24 12:00:00,2023-02-24 13:00:00,55.52,100.34,4.88,28.13,18.61,54.69,6.15,0.91,40.06,4.41,20.18,6.5,15.73,,43.8,0.74,259.0,674.69,926.33,-0.41,,0.0,23.32
2023-02-24 13:00:00,2023-02-24 14:00:00,40.26,102.54,5.19,27.7,18.63,63.11,6.25,0.83,47.17,3.82,18.95,6.42,15.48,,39.78,1.28,269.55,628.78,925.08,-0.42,,0.0,24.4
2023-02-24 14:00:00,2023-02-24 15:00:00,7.1,25.82,5.36,28.39,19.13,72.95,6.19,0.87,44.66,3.24,16.21,6.01,15.0,,32.43,1.4,273.69,547.68,923.77,-0.41,,0.0,25.89
2023-02-24 15:00:00,2023-02-24 16:00:00,25.81,92.81,5.16,23.11,16.21,71.01,6.04,0.76,,2.86,15.95,6.33,16.12,,23.35,1.88,281.18,455.18,923.05,-0.52,,0.0,26.55
2023-02-24 16:00:00,2023-02-24 17:00:00,28.67,90.11,8.4,40.49,29.43,62.03,6.06,0.77,33.28,2.38,15.98,6.28,16.48,,24.82,1.68,273.14,280.41,922.82,-0.48,,0.0,26.14
2023-02-24 17:00:00,2023-02-24 18:00:00,25.66,77.72,19.16,69.9,57.46,44.48,6.0,0.93,19.09,2.45,15.84,6.28,17.06,,27.11,0.85,272.0,59.21,923.3,-0.56,,0.0,24.88
2023-02-24 18:00:00,2023-02-24 19:00:00,27.34,92.23,11.2,61.15,40.93,46.72,5.97,1.25,20.26,3.63,20.52,7.25,20.07,,30.56,0.42,268.65,0.12,924.28,-0.56,,0.0,22.79
2023-02-24 19:00:00,2023-02-24 20:00:00,23.24,109.23,10.56,59.41,39.51,45.88,6.04,1.65,17.93,4.88,23.55,8.85,23.99,,32.64,0.52,270.24,0.0,925.55,-0.57,,0.0,21.55
2023-02-24 20:00:00,2023-02-24 21:00:00,34.03,131.36,7.62,49.7,32.09,47.85,6.05,1.71,16.14,5.31,24.77,9.8,26.26,,36.3,0.75,273.64,0.0,926.7,-0.5,,0.0,20.47
2023-02-24 21:00:00,2023-02-24 22:00:00,33.64,135.26,6.33,39.37,25.65,50.61,6.0,1.52,16.06,5.07,23.29,9.98,26.18,,42.15,0.88,294.92,0.0,927.72,-0.46,,0.0,19.04
2023-02-24 22:00:00,2023-02-24 23:00:00,39.89,120.76,4.91,38.16,23.87,51.1,6.04,1.34,12.06,4.89,20.9,9.69,24.47,,45.57,0.45,264.89,0.0,928.0,2.12,,0.0,18.4
2023-02-24 23:00:00,2023-02-25 00:00:00,50.43,118.63,4.07,31.06,19.49,52.87,6.11,1.23,13.41,5.19,17.39,8.86,22.16,,52.66,0.56,261.06,0.0,927.92,1.72,,0.0,17.6
2023-02-25 00:00:00,2023-02-25 01:00:00,51.59,124.06,3.81,31.31,19.41,53.48,5.76,1.19,8.64,5.88,14.71,8.18,20.05,,60.27,0.78,219.73,0.0,927.67,8.12,,0.0,16.4
2023-02-25 01:00:00,2023-02-25 02:00:00,55.14,127.1,3.86,24.95,16.13,54.48,5.69,1.02,10.62,5.76,13.38,7.61,18.34,,68.36,0.78,302.47,0.0,927.3,7.59,,0.0,15.18
2023-02-25 02:00:00,2023-02-25 03:00:00,53.69,114.55,3.77,19.26,13.08,55.11,5.72,1.02,8.17,4.75,11.67,6.87,16.53,,75.16,0.24,177.18,0.0,926.88,11.3,,0.0,14.12
2023-02-25 03:00:00,2023-02-25 04:00:00,49.89,112.27,5.2,31.28,20.51,49.98,5.71,1.12,5.7,4.04,10.1,6.04,14.62,,74.13,0.85,298.86,0.0,926.62,-0.57,,0.0,13.88
2023-02-25 04:00:00,2023-02-25 05:00:00,47.17,110.49,4.96,38.52,24.11,46.57,5.57,1.01,6.21,3.38,9.52,5.56,13.35,,70.01,0.39,251.22,0.0,927.05,-0.52,,0.0,13.43
2023-02-25 05:00:00,2023-02-25 06:00:00,46.57,101.11,4.0,26.59,17.09,45.91,5.55,0.9,7.5,2.63,8.42,5.03,12.13,,73.16,0.59,252.45,0.0,927.83,-0.57,,0.0,12.64
2023-02-25 06:00:00,2023-02-25 07:00:00,42.01,83.33,4.93,22.57,15.75,44.81,5.47,1.0,8.27,2.88,7.54,4.59,11.12,,73.29,1.03,300.94,0.06,928.85,-0.53,,0.0,12.32
2023-02-25 07:00:00,2023-02-25 08:00:00,40.46,84.52,4.97,25.71,17.41,42.4,5.43,1.04,8.73,4.04,7.13,4.33,10.55,,72.58,1.06,297.05,57.96,929.97,-0.51,,0.0,12.36
2023-02-25 08:00:00,2023-02-25 09:00:00,40.98,90.43,6.6,24.34,18.01,41.63,5.54,0.82,10.52,3.49,6.93,4.24,10.46,,65.9,0.45,251.56,178.91,930.97,-0.47,,0.0,14.38
2023-02-25 09:00:00,2023-02-25 10:00:00,30.07,93.85,4.61,18.1,13.15,44.39,5.64,0.66,17.35,2.61,7.43,4.45,11.1,,58.29,0.38,137.9,395.87,931.68,-0.45,,0.0,17.14
2023-02-25 10:00:00,2023-02-25 11:00:00,38.78,88.47,5.09,29.01,19.24,45.67,6.0,0.73,23.61,2.36,8.42,4.91,12.27,,56.75,0.77,77.56,523.42,931.92,-0.24,,0.0,19.75
2023-02-25 11:00:00,2023-02-25 12:00:00,40.58,96.96,4.14,29.56,18.76,48.3,6.2,0.84,34.36,2.77,9.89,5.41,13.43,,53.75,1.42,96.4,598.25,931.55,-0.53,,0.0,21.46
2023-02-25 12:00:00,2023-02-25 13:00:00,44.87,110.54,3.75,26.28,16.74,49.81,6.42,0.87,41.88,3.05,10.09,5.5,13.49,,53.4,1.67,108.08,635.17,930.38,-0.52,,0.0,22.38
2023-02-25 13:00:00,2023-02-25 14:00:00,46.79,120.09,3.62,21.0,13.87,52.27,6.25,0.86,50.64,2.97,9.47,5.04,12.08,,48.47,1.35,119.32,605.69,928.98,1.01,,0.0,23.67
2023-02-25 14:00:00,2023-02-25 15:00:00,49.98,116.31,3.54,16.81,11.62,55.2,6.18,0.81,58.53,2.73,9.18,4.78,11.55,,42.5,1.11,127.47,530.82,927.65,14.16,,0.0,24.55
2023-02-25 15:00:00,2023-02-25 16:00:00,42.97,113.58,3.59,17.22,11.87,56.09,6.09,0.76,66.28,2.49,9.25,4.86,11.92,,40.57,0.91,159.99,397.88,926.85,13.17,,0.0,24.86
2023-02-25 16:00:00,2023-02-25 17:00:00,44.88,105.39,4.1,26.78,17.28,54.53,6.0,0.76,65.24,2.4,9.62,5.14,12.63,,38.85,0.4,160.11,203.02,926.32,16.14,,0.0,25.0
2023-02-25 17:00:00,2023-02-25 18:00:00,42.58,103.12,4.9,43.0,27.62,50.34,6.05,0.94,44.54,2.59,12.42,6.05,14.8,,40.36,0.29,203.81,40.73,926.38,18.55,,0.0,24.04
2023-02-25 18:00:00,2023-02-25 19:00:00,43.82,114.05,7.72,71.81,56.08,36.55,5.98,1.72,13.79,2.96,16.26,7.3,17.71,,50.41,0.18,105.42,0.01,927.45,,,0.0,21.78
2023-02-25 19:00:00,2023-02-25 20:00:00,50.62,160.6,100.66,,156.19,27.95,6.52,3.76,2.22,5.4,31.04,10.58,25.37,,57.78,0.14,77.37,0.0,928.9,,,0.0,20.67
2023-02-25 20:00:00,2023-02-25 21:00:00,62.11,343.55,71.58,79.95,115.29,57.09,7.21,5.45,3.58,10.96,61.56,19.21,45.94,,64.07,0.3,198.54,0.0,930.42,4.93,,0.0,19.43
2023-02-25 21:00:00,2023-02-25 22:00:00,78.45,284.81,13.67,73.3,49.46,56.19,6.68,3.78,6.53,10.51,61.47,22.27,54.01,,68.81,0.28,231.11,0.0,931.58,,,0.0,18.14
2023-02-25 22:00:00,2023-02-25 23:00:00,78.03,173.71,5.1,52.9,31.73,55.61,6.35,2.75,8.86,7.86,43.99,18.06,43.85,,73.3,0.35,293.72,0.0,931.93,,,0.0,17.38
2023-02-25 23:00:00,2023-02-26 00:00:00,71.0,134.43,4.0,40.8,24.53,56.17,6.25,1.85,10.36,6.12,31.12,14.42,35.36,,76.96,0.72,295.81,0.0,931.9,11.14,,0.0,16.45
2023-02-26 00:00:00,2023-02-26 01:00:00,67.15,108.41,3.63,34.36,20.86,57.25,5.44,1.52,8.92,5.25,22.38,11.55,28.46,,79.0,1.11,297.56,0.0,931.67,8.39,,0.0,15.67
2023-02-26 01:00:00,2023-02-26 02:00:00,57.69,113.9,3.6,35.55,21.46,54.36,5.51,1.38,11.17,5.16,16.83,9.42,23.34,,77.27,0.58,292.69,0.0,931.35,0.44,,0.0,15.37
2023-02-26 02:00:00,2023-02-26 03:00:00,70.1,102.1,3.44,21.43,13.95,56.36,5.41,0.99,16.62,4.42,12.72,7.61,18.81,,75.52,0.54,288.99,0.0,930.85,0.12,,0.0,15.12
2023-02-26 03:00:00,2023-02-26 04:00:00,55.59,77.17,3.6,37.34,22.4,50.66,5.28,0.86,10.47,3.37,10.22,6.64,16.27,,74.87,0.92,296.4,0.0,930.57,2.92,,0.0,14.84
2023-02-26 04:00:00,2023-02-26 05:00:00,52.94,106.42,3.48,26.2,16.48,52.32,5.23,0.95,13.73,3.76,8.87,5.94,14.54,,73.14,0.38,278.51,0.0,930.9,,,0.0,14.68
2023-02-26 05:00:00,2023-02-26 06:00:00,49.32,96.39,3.4,20.81,13.61,52.27,5.22,0.81,14.92,3.65,8.15,5.71,13.91,,72.82,0.39,280.47,0.0,931.4,19.46,,0.0,14.5
2023-02-26 06:00:00,2023-02-26 07:00:00,49.42,73.12,3.85,37.82,22.84,46.85,5.19,0.78,8.17,3.21,7.63,5.5,13.43,,74.08,0.98,297.39,0.04,932.35,,,0.0,14.16
2023-02-26 07:00:00,2023-02-26 08:00:00,49.49,107.77,3.98,27.11,17.35,47.77,5.18,0.79,10.72,3.19,7.65,5.55,13.4,,72.11,0.24,277.04,45.56,933.35,,,0.0,14.51
2023-02-26 08:00:00,2023-02-26 09:00:00,48.62,93.75,4.95,29.51,19.39,46.23,5.17,0.82,12.63,3.24,7.93,5.55,13.51,,66.58,0.99,296.09,154.3,934.43,,,0.0,16.38
2023-02-26 09:00:00,2023-02-26 10:00:00,51.18,126.82,4.54,23.91,16.14,50.1,5.27,0.89,18.04,3.44,8.79,5.9,14.26,,59.31,0.18,140.25,349.47,935.25,,,0.0,19.78
2023-02-26 10:00:00,2023-02-26 11:00:00,47.25,104.47,3.94,17.64,12.38,52.05,5.46,0.89,36.55,3.75,10.23,6.3,15.29,,51.8,0.43,165.59,481.91,935.48,,,0.0,22.2
2023-02-26 11:00:00,2023-02-26 12:00:00,46.05,100.06,3.73,24.46,15.77,51.1,5.89,0.78,41.63,3.18,9.79,6.18,15.07,,50.3,1.12,112.69,564.08,935.1,,,0.0,23.14
2023-02-26 12:00:00,2023-02-26 13:00:00,45.37,110.62,3.41,16.13,11.16,52.44,5.66,0.71,51.12,2.51,8.58,5.84,14.22,,49.23,1.16,119.53,597.03,933.9,,,0.0,24.0
2023-02-26 13:00:00,2023-02-26 14:00:00,45.47,101.85,3.37,15.9,11.02,55.17,5.61,0.74,60.98,2.39,7.92,5.46,13.43,,44.28,1.03,120.59,562.95,931.92,,,0.0,24.81
2023-02-26 14:00:00,2023-02-26 15:00:00,47.25,98.41,3.33,14.27,10.12,56.91,5.53,0.73,62.45,2.31,7.89,5.11,12.93,,40.25,1.01,139.07,497.01,930.42,,,0.0,25.27
2023-02-26 15:00:00,2023-02-26 16:00:00,36.96,97.98,3.36,12.75,9.36,57.18,5.53,0.71,61.61,2.15,7.87,5.1,13.12,,38.52,0.94,137.24,378.24,929.5,13.12,,0.0,25.51
2023-02-26 16:00:00,2023-02-26 17:00:00,40.52,70.51,3.72,18.75,12.78,55.84,5.46,0.7,63.63,1.97,8.01,5.19,13.26,,39.58,0.93,125.38,202.6,928.88,11.58,,0.0,25.03
2023-02-26 17:00:00,2023-02-26 18:00:00,39.46,82.64,3.67,31.01,19.14,54.34,5.54,0.81,54.22,2.08,9.11,5.63,14.0,,43.83,0.58,113.6,42.84,928.95,7.78,,0.0,24.09
2023-02-26 18:00:00,2023-02-26 19:00:00,42.54,104.35,5.49,70.55,42.67,45.12,5.55,1.19,21.49,2.94,14.22,7.13,17.28,,49.7,0.24,82.33,0.02,929.85,,,0.0,22.5
2023-02-26 19:00:00,2023-02-26 20:00:00,42.04,143.81,69.74,,123.55,16.7,5.79,2.13,2.34,4.5,23.2,10.25,23.94,,57.5,0.16,95.3,0.0,931.27,,,0.0,21.11
2023-02-26 20:00:00,2023-02-26 21:00:00,62.8,294.79,63.91,,108.99,56.13,6.52,3.93,2.42,9.5,50.03,17.67,42.08,,62.51,0.31,307.68,0.0,932.6,-0.45,,0.0,20.09
2023-02-26 21:00:00,2023-02-26 22:00:00,66.87,251.87,11.14,57.12,38.85,60.12,6.04,2.7,13.52,8.95,49.71,19.63,48.19,,68.89,0.24,148.37,0.0,933.15,0.4,,0.0,18.67
2023-02-26 22:00:00,2023-02-26 23:00:00,66.52,146.93,3.87,35.96,21.89,57.92,5.86,1.76,17.79,6.32,34.48,15.77,38.8,,71.97,0.32,90.72,0.0,933.08,-0.42,,0.0,17.67
2023-02-26 23:00:00,2023-02-27 00:00:00,66.0,114.9,3.51,32.7,19.9,56.62,5.7,1.41,19.05,5.47,24.02,12.29,30.83,,73.25,0.71,297.5,0.0,932.6,15.66,,0.0,17.17
2023-02-27 00:00:00,2023-02-27 01:00:00,60.36,113.66,3.87,26.3,16.84,57.66,5.92,1.19,15.11,4.63,18.46,10.34,25.9,,75.6,0.71,295.68,0.0,931.55,14.12,,0.0,16.26
2023-02-27 01:00:00,2023-02-27 02:00:00,53.64,98.14,3.82,23.6,15.39,56.75,5.91,1.02,18.1,3.8,14.41,8.82,21.78,,75.25,0.28,284.68,0.0,930.82,15.45,,0.0,15.62
2023-02-27 02:00:00,2023-02-27 03:00:00,50.32,70.7,3.76,17.08,11.94,57.04,5.83,0.88,20.46,3.29,11.4,7.71,19.07,,73.97,0.26,262.97,0.0,930.12,-0.56,,0.0,15.16
2023-02-27 03:00:00,2023-02-27 04:00:00,44.09,63.46,3.71,15.19,10.92,55.29,5.74,0.71,21.3,2.83,9.96,6.56,16.45,,72.47,0.33,270.3,0.0,929.55,-0.48,,0.0,14.98
2023-02-27 04:00:00,2023-02-27 05:00:00,36.78,80.69,3.76,22.02,14.52,52.4,5.77,0.72,17.04,2.67,9.1,5.75,14.56,,73.75,1.14,302.76,0.0,929.65,-0.48,,0.0,14.61
2023-02-27 05:00:00,2023-02-27 06:00:00,44.14,77.04,3.77,21.51,14.27,50.38,5.67,0.7,14.64,2.67,8.07,5.17,13.06,,75.15,0.52,284.05,0.0,930.05,-0.52,,0.0,14.07
2023-02-27 06:00:00,2023-02-27 07:00:00,41.24,75.43,3.89,27.47,17.46,47.21,5.62,0.73,13.25,2.88,7.21,4.7,11.81,,72.45,0.35,282.23,0.2,930.95,-0.55,,0.0,14.13
2023-02-27 07:00:00,2023-02-27 08:00:00,41.77,77.71,4.25,27.09,17.57,45.95,5.57,0.77,14.38,2.78,6.82,4.37,11.19,,69.48,0.61,296.4,48.89,932.05,-0.51,,0.0,14.68
2023-02-27 08:00:00,2023-02-27 09:00:00,45.1,84.41,5.67,33.64,22.12,44.5,5.57,0.94,14.76,3.1,7.22,4.45,11.3,,64.51,0.79,298.11,159.72,933.58,-0.52,,0.0,16.35
2023-02-27 09:00:00,2023-02-27 10:00:00,44.1,112.48,5.8,33.2,22.0,46.7,5.69,1.04,19.88,3.61,8.65,5.11,12.76,,59.98,0.48,181.35,315.7,934.45,-0.49,,0.0,19.09
2023-02-27 10:00:00,2023-02-27 11:00:00,44.19,120.58,5.78,34.57,22.69,53.95,6.06,1.08,40.36,4.11,11.44,6.19,14.86,,50.45,0.4,127.61,421.69,934.88,-0.52,,0.0,21.46
2023-02-27 11:00:00,2023-02-27 12:00:00,47.45,129.01,5.17,33.93,21.87,63.03,6.31,0.85,44.08,3.22,11.14,5.86,14.51,,47.99,0.65,91.32,548.52,934.07,-0.51,,0.0,22.92
2023-02-27 12:00:00,2023-02-27 13:00:00,43.35,115.55,5.04,34.73,23.61,42.49,6.52,0.9,66.68,2.92,10.8,4.64,11.98,,44.2,0.45,216.21,593.71,932.98,-0.42,,0.0,24.47
2023-02-27 13:00:00,2023-02-27 14:00:00,48.24,115.0,5.16,28.71,20.38,55.92,6.16,1.03,72.71,2.85,10.1,3.67,9.53,,41.0,0.81,222.1,572.79,931.27,-0.41,,0.0,25.36
2023-02-27 14:00:00,2023-02-27 15:00:00,46.94,129.15,4.07,23.23,15.41,63.42,6.39,1.07,73.09,2.93,15.12,5.23,12.88,,42.84,0.82,177.05,494.47,929.83,-0.37,,0.0,25.72
2023-02-27 15:00:00,2023-02-27 16:00:00,46.63,102.54,3.95,15.74,11.39,68.69,6.04,1.01,67.04,2.69,14.41,4.96,12.75,,42.55,0.88,172.11,364.63,928.45,-0.29,,0.0,25.99
2023-02-27 16:00:00,2023-02-27 17:00:00,46.06,105.11,4.13,21.37,14.47,92.64,6.42,1.04,65.16,2.67,13.04,5.78,14.6,,43.34,0.93,198.42,198.86,927.53,-0.39,,0.0,25.66
2023-02-27 17:00:00,2023-02-27 18:00:00,42.82,105.27,9.67,53.11,38.54,56.7,6.23,1.18,47.43,3.27,16.32,6.18,15.5,,38.87,0.92,272.5,41.89,927.6,-0.37,,0.0,25.01
2023-02-27 18:00:00,2023-02-27 19:00:00,41.35,96.78,10.6,60.4,43.51,47.18,6.1,1.46,28.59,3.91,17.01,5.89,16.02,,40.71,0.51,275.6,0.07,928.2,-0.37,,0.0,23.54
2023-02-27 19:00:00,2023-02-27 20:00:00,41.31,130.24,11.82,68.91,45.6,52.91,6.48,1.9,15.64,5.49,29.3,11.01,26.8,,45.47,0.44,297.71,0.0,929.17,4.94,,0.0,22.2
2023-02-27 20:00:00,2023-02-27 21:00:00,49.48,155.21,12.91,67.72,46.08,51.63,6.52,2.41,13.19,7.74,33.46,12.73,30.23,,50.16,0.52,309.23,0.0,930.42,-0.26,,0.0,21.09
2023-02-27 21:00:00,2023-02-27 22:00:00,51.42,179.94,5.37,49.75,30.3,58.97,6.45,2.2,15.09,8.16,32.89,13.15,31.29,,52.82,0.5,275.0,0.0,930.7,-0.46,,0.0,20.24
2023-02-27 22:00:00,2023-02-27 23:00:00,55.76,157.53,10.13,51.55,35.06,46.02,6.28,1.81,13.49,6.99,27.24,11.48,27.73,,56.06,0.57,283.92,0.0,930.95,-0.36,,0.0,19.57
2023-02-27 23:00:00,2023-02-28 00:00:00,57.91,161.52,7.12,37.74,25.43,57.03,6.0,1.56,16.02,6.15,20.11,8.43,21.2,,65.59,1.09,306.44,0.0,930.72,-0.05,,0.0,17.97
2023-02-28 00:00:00,2023-02-28 01:00:00,57.73,149.61,3.69,20.17,13.5,50.99,5.96,1.14,17.32,5.08,14.8,7.07,17.98,,67.37,0.28,309.81,0.0,930.72,-0.15,,0.0,17.28
2023-02-28 01:00:00,2023-02-28 02:00:00,70.79,155.57,3.42,28.73,17.75,73.51,6.43,0.95,10.3,6.06,15.14,9.25,21.53,,71.09,0.83,295.18,0.0,929.85,2.48,,0.0,16.0
2023-02-28 02:00:00,2023-02-28 03:00:00,54.61,128.38,3.51,27.67,17.27,66.11,6.46,0.76,11.13,4.54,12.48,8.5,19.87,,71.91,0.64,140.62,0.0,929.23,11.64,,0.0,15.01
2023-02-28 03:00:00,2023-02-28 04:00:00,46.52,109.28,3.64,36.48,21.98,60.22,6.5,0.68,8.93,3.68,9.89,7.14,17.18,,71.62,0.65,294.88,0.0,928.75,7.5,,0.0,14.72
2023-02-28 04:00:00,2023-02-28 05:00:00,41.39,115.37,3.93,28.52,18.05,45.77,6.06,0.58,12.36,2.82,8.25,6.22,14.88,,71.22,0.26,274.25,0.0,929.3,5.22,,0.0,14.53
2023-02-28 05:00:00,2023-02-28 06:00:00,40.87,98.62,3.73,21.05,13.99,25.58,5.35,0.68,17.06,2.54,5.28,3.38,9.13,,68.06,0.84,298.05,0.0,930.42,-0.28,,0.0,14.7
2023-02-28 06:00:00,2023-02-28 07:00:00,36.27,99.05,3.71,25.05,16.06,40.65,5.62,0.66,13.69,2.68,5.64,4.01,10.62,,68.75,0.82,294.55,0.77,930.98,-0.36,,0.0,14.2
2023-02-28 07:00:00,2023-02-28 08:00:00,32.81,100.86,4.42,31.8,20.16,45.99,5.8,0.59,9.25,2.47,6.36,5.04,12.8,,64.21,0.33,165.97,52.83,931.95,-0.41,,0.0,14.96
2023-02-28 08:00:00,2023-02-28 09:00:00,35.33,94.04,5.16,26.79,18.14,48.03,6.02,0.65,13.43,2.59,7.16,5.35,13.21,,56.38,0.4,308.88,174.96,933.1,-0.34,,0.0,17.19
2023-02-28 09:00:00,2023-02-28 10:00:00,35.99,99.96,6.14,24.8,17.88,49.39,6.18,0.7,19.54,2.61,8.3,5.5,13.77,,53.73,0.27,55.18,363.98,933.75,-0.48,,0.0,19.42
2023-02-28 10:00:00,2023-02-28 11:00:00,41.52,102.06,5.38,24.23,17.04,48.65,6.37,0.74,40.15,2.61,9.73,5.91,14.81,,50.51,0.35,139.53,507.66,934.27,-0.53,,0.0,21.84
2023-02-28 11:00:00,2023-02-28 12:00:00,46.52,109.85,4.81,22.2,16.12,36.01,6.28,0.8,57.55,2.35,8.22,4.37,11.73,,49.23,0.67,148.9,579.0,934.58,-0.45,,0.0,23.52
2023-02-28 12:00:00,2023-02-28 13:00:00,44.1,115.88,6.18,25.03,20.76,39.04,6.46,0.85,63.52,2.53,9.0,4.55,12.1,,46.88,0.64,163.1,578.81,933.35,-0.4,,0.0,24.72
2023-02-28 13:00:00,2023-02-28 14:00:00,46.04,117.7,4.76,33.45,21.69,58.88,6.62,0.8,59.51,2.52,10.13,5.73,14.25,,43.1,0.45,172.74,572.56,931.45,-0.44,,0.0,25.74
2023-02-28 14:00:00,2023-02-28 15:00:00,49.93,111.72,6.75,44.71,30.08,64.64,6.96,0.86,46.75,2.7,13.8,7.23,17.2,,36.74,1.41,257.16,470.67,929.75,-0.53,,0.0,26.37
2023-02-28 15:00:00,2023-02-28 16:00:00,44.16,102.54,4.89,23.41,16.16,69.1,6.77,0.8,41.52,2.5,13.7,6.22,15.52,,32.27,1.52,270.75,362.56,928.5,-0.48,,0.0,26.59
2023-02-28 16:00:00,2023-02-28 17:00:00,42.47,95.8,6.53,33.74,22.87,69.81,6.56,0.77,39.26,2.17,13.2,5.9,15.44,,32.64,1.27,270.28,244.69,927.85,-0.46,,0.0,26.34
2023-02-28 17:00:00,2023-02-28 18:00:00,34.61,94.34,10.16,53.74,38.73,44.77,6.17,0.95,36.57,2.51,12.3,4.96,13.96,,36.81,0.91,265.65,68.02,928.03,-0.37,,0.0,25.12
2023-02-28 18:00:00,2023-02-28 19:00:00,35.45,96.93,9.23,49.66,33.74,42.11,6.46,1.3,32.74,3.81,15.77,5.77,16.39,,40.52,0.69,270.88,0.46,928.92,-0.28,,0.0,23.46
2023-02-28 19:00:00,2023-02-28 20:00:00,46.37,116.43,11.94,57.89,39.82,50.67,6.56,1.76,21.01,5.3,24.15,8.6,23.29,,44.91,0.93,295.6,0.0,929.72,-0.39,,0.0,22.0
2023-02-28 20:00:00,2023-02-28 21:00:00,46.68,142.59,10.75,50.32,34.97,59.37,6.85,1.86,22.86,6.19,30.0,12.74,32.02,,48.85,1.32,304.24,0.0,930.15,-0.49,,0.0,20.98
2023-02-28 21:00:00,2023-02-28 22:00:00,53.42,149.16,4.27,32.77,20.54,62.45,6.76,1.55,28.04,5.42,26.34,11.86,29.5,,51.94,0.66,288.65,0.0,930.9,-0.4,,0.0,20.11
