From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppm),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2022-04-05 10:00:00,2022-04-05 11:00:00,72.35,111.59,2.52,1.51,4.73,15.58,25.81,0.85,27.31,0.0,39.13,1.47,89.1,0.0,750.0,35.62,0.0
2022-04-05 11:00:00,2022-04-05 12:00:00,58.79,94.01,2.48,1.47,4.67,15.28,25.44,0.81,33.58,0.0,32.18,1.04,237.75,0.0,750.0,38.93,0.0
2022-04-05 12:00:00,2022-04-05 13:00:00,53.18,88.21,2.51,1.65,4.89,14.98,25.39,0.78,43.25,0.0,27.23,1.19,266.13,0.0,749.83,40.14,0.0
2022-04-05 13:00:00,2022-04-05 14:00:00,42.55,78.51,2.47,1.72,4.9,14.01,25.21,0.72,50.23,0.0,22.34,1.28,265.09,0.0,749.15,42.1,0.0
2022-04-05 14:00:00,2022-04-05 15:00:00,36.0,74.89,2.56,1.46,4.78,12.12,24.65,0.64,50.95,0.0,16.92,2.38,279.76,0.0,748.35,41.73,0.0
2022-04-05 15:00:00,2022-04-05 16:00:00,23.04,59.74,2.43,1.39,4.55,11.21,24.17,0.52,50.4,0.0,17.89,1.91,277.4,0.0,747.78,41.59,0.0
2022-04-05 16:00:00,2022-04-05 17:00:00,20.85,53.55,2.57,1.47,4.84,9.94,24.05,0.44,49.51,0.0,16.53,2.17,294.51,0.0,747.59,40.44,0.0
2022-04-05 17:00:00,2022-04-05 18:00:00,17.15,51.01,2.4,1.58,4.67,11.12,24.54,0.42,40.06,0.0,20.77,1.78,250.96,0.0,747.76,38.29,0.0
2022-04-05 18:00:00,2022-04-05 19:00:00,27.18,74.41,2.66,1.36,4.83,12.89,24.64,0.52,25.75,0.0,23.27,1.03,238.25,0.0,748.16,35.53,0.0
2022-04-05 19:00:00,2022-04-05 20:00:00,37.3,94.97,2.58,1.53,4.91,12.65,24.43,0.58,20.49,0.0,24.93,0.58,267.25,0.0,748.57,33.45,0.0
2022-04-05 20:00:00,2022-04-05 21:00:00,36.49,93.86,2.63,1.15,4.55,11.58,24.35,0.62,19.99,0.0,32.3,0.56,50.4,0.0,748.87,30.22,0.0
2022-04-05 21:00:00,2022-04-05 22:00:00,36.63,81.97,2.52,1.5,4.77,11.14,24.3,0.63,12.65,0.0,34.51,0.42,122.61,0.0,749.03,28.77,0.0
2022-04-05 22:00:00,2022-04-05 23:00:00,40.63,80.33,2.54,1.57,4.84,11.36,24.18,0.68,8.51,0.0,37.25,0.43,102.25,0.0,749.06,28.07,0.0
2022-04-05 23:00:00,2022-04-06 00:00:00,41.81,79.92,2.4,1.69,4.76,13.37,23.92,0.76,2.08,0.0,42.21,0.57,138.57,0.0,748.91,27.25,0.0
2022-04-06 00:00:00,2022-04-06 01:00:00,50.29,96.47,2.51,1.61,4.86,13.84,24.1,0.83,0.71,0.0,44.58,0.55,126.15,0.0,748.56,26.41,0.0
2022-04-06 01:00:00,2022-04-06 02:00:00,56.66,100.0,2.65,1.49,4.95,13.46,24.17,0.88,0.68,0.0,47.32,0.37,94.16,0.0,748.23,25.32,0.0
2022-04-06 02:00:00,2022-04-06 03:00:00,59.25,97.84,2.44,1.69,4.83,13.86,24.42,0.89,0.8,0.0,44.98,0.35,148.11,0.0,748.07,25.54,0.0
2022-04-06 03:00:00,2022-04-06 04:00:00,53.93,91.54,2.52,1.26,4.58,13.75,24.6,0.88,2.69,0.0,46.61,0.52,142.11,0.0,747.84,25.16,0.0
2022-04-06 04:00:00,2022-04-06 05:00:00,51.76,87.05,2.57,1.43,4.74,12.66,24.64,0.86,7.02,0.0,51.19,0.65,173.15,0.0,748.11,23.34,0.0
2022-04-06 05:00:00,2022-04-06 06:00:00,49.79,77.28,2.64,1.39,4.84,11.79,24.74,0.81,6.68,0.0,55.38,0.61,142.24,0.0,748.79,21.95,0.0
2022-04-06 06:00:00,2022-04-06 07:00:00,49.19,76.92,2.47,1.41,4.59,11.36,25.77,0.79,6.89,0.0,53.05,0.67,50.13,0.0,749.51,22.9,0.0
2022-04-06 07:00:00,2022-04-06 08:00:00,50.52,78.06,2.5,1.41,4.69,12.09,26.95,0.8,11.3,0.0,47.78,0.94,65.14,0.0,750.0,27.07,0.0
2022-04-06 08:00:00,2022-04-06 09:00:00,67.1,97.09,2.54,1.45,4.76,13.22,26.67,0.85,19.33,0.0,43.65,1.31,64.52,0.0,750.0,30.14,0.0
2022-04-06 09:00:00,2022-04-06 10:00:00,75.12,114.16,2.48,1.56,4.77,13.77,26.44,0.9,30.49,0.0,35.96,0.71,141.06,0.0,750.0,34.49,0.0
2022-04-06 10:00:00,2022-04-06 11:00:00,71.2,111.6,2.58,1.36,4.74,13.06,26.07,0.89,42.65,0.0,24.3,0.99,213.36,0.0,750.0,37.46,0.0
2022-04-06 11:00:00,2022-04-06 12:00:00,51.96,91.55,2.57,1.54,4.85,11.74,25.03,0.87,61.4,0.0,23.72,1.01,232.33,0.0,750.0,38.84,0.0
2022-04-06 12:00:00,2022-04-06 13:00:00,54.18,93.42,2.58,1.5,4.86,12.19,24.43,0.9,72.51,0.0,19.6,1.24,262.44,0.0,749.88,40.62,0.0
2022-04-06 13:00:00,2022-04-06 14:00:00,44.22,82.21,2.55,1.37,4.76,11.24,24.2,0.79,68.31,0.0,15.7,1.08,221.21,0.0,749.3,42.27,0.0
2022-04-06 14:00:00,2022-04-06 15:00:00,29.44,59.75,2.54,1.4,4.72,10.79,23.16,0.68,61.68,0.0,14.37,1.64,235.5,0.0,748.51,42.12,0.0
2022-04-06 15:00:00,2022-04-06 16:00:00,22.83,56.95,2.54,1.55,4.87,12.45,23.66,0.52,58.82,0.0,13.52,1.9,275.99,0.0,747.88,41.8,0.0
2022-04-06 16:00:00,2022-04-06 17:00:00,15.62,47.84,2.47,1.46,4.66,11.17,23.9,0.43,52.15,0.0,13.88,2.03,278.25,0.0,747.67,40.75,0.0
2022-04-06 17:00:00,2022-04-06 18:00:00,12.45,41.45,2.57,1.42,4.74,11.09,23.89,0.4,44.63,0.0,16.81,1.36,272.93,0.0,747.6,38.67,0.0
2022-04-06 18:00:00,2022-04-06 19:00:00,14.63,46.19,2.52,1.32,4.61,12.63,23.94,0.48,27.84,0.0,23.17,0.63,234.92,0.0,747.85,34.86,0.0
2022-04-06 19:00:00,2022-04-06 20:00:00,18.93,57.77,2.54,1.73,4.97,11.21,23.93,0.54,19.66,0.0,31.47,0.53,87.31,0.0,748.19,30.75,0.0
2022-04-06 20:00:00,2022-04-06 21:00:00,30.94,69.4,2.58,1.59,4.89,12.06,23.95,0.6,12.36,0.0,33.77,0.54,60.57,0.0,748.79,28.94,0.0
2022-04-06 21:00:00,2022-04-06 22:00:00,30.84,63.69,2.5,1.65,4.89,13.61,23.85,0.67,4.5,0.0,37.5,0.49,140.32,0.0,749.14,27.99,0.0
2022-04-06 22:00:00,2022-04-06 23:00:00,43.46,87.03,2.7,1.4,4.89,13.15,24.01,0.77,5.82,0.0,39.21,0.64,71.84,0.0,749.31,26.43,0.0
2022-04-06 23:00:00,2022-04-07 00:00:00,37.34,71.34,2.47,1.33,4.56,12.76,23.95,0.76,3.88,0.0,42.05,0.44,79.62,0.0,749.19,25.33,0.0
2022-04-07 00:00:00,2022-04-07 01:00:00,33.13,60.01,2.53,1.29,4.59,14.32,24.13,0.78,1.01,0.0,45.53,0.55,173.55,0.0,748.93,25.15,0.0
2022-04-07 01:00:00,2022-04-07 02:00:00,42.25,70.5,2.5,1.43,4.68,13.57,24.52,0.77,4.48,0.0,46.43,0.53,63.64,0.0,748.62,24.55,0.0
2022-04-07 02:00:00,2022-04-07 03:00:00,36.57,60.89,2.5,1.39,4.66,12.58,24.98,0.74,5.41,0.0,45.95,1.13,93.11,0.0,748.31,24.23,0.0
2022-04-07 03:00:00,2022-04-07 04:00:00,35.77,62.66,2.5,1.5,4.74,12.36,26.67,0.74,11.57,0.0,44.84,1.52,78.18,0.0,748.31,24.89,0.0
2022-04-07 04:00:00,2022-04-07 05:00:00,46.92,76.56,2.53,1.6,4.82,13.45,24.76,0.76,11.26,0.0,67.97,1.8,86.16,0.0,748.51,24.25,0.0
2022-04-07 05:00:00,2022-04-07 06:00:00,56.97,82.86,2.43,1.66,4.74,14.05,24.37,0.75,9.99,0.0,82.67,1.43,83.2,0.0,749.21,24.69,0.0
2022-04-07 06:00:00,2022-04-07 07:00:00,52.5,74.12,2.54,1.55,4.81,14.05,24.77,0.69,11.04,0.0,82.69,1.89,77.27,0.0,749.84,25.73,0.0
2022-04-07 07:00:00,2022-04-07 08:00:00,43.35,64.91,2.41,1.61,4.73,14.51,24.92,0.63,12.8,0.0,76.83,2.33,62.28,0.0,750.0,27.1,0.0
2022-04-07 08:00:00,2022-04-07 09:00:00,41.73,61.77,2.43,1.47,4.65,14.68,25.25,0.57,15.87,0.0,68.56,2.17,71.45,0.0,750.0,29.15,0.0
2022-04-07 09:00:00,2022-04-07 10:00:00,41.18,59.0,2.47,1.56,4.79,14.89,25.26,0.52,19.91,0.0,60.26,2.35,60.0,0.0,750.0,31.45,0.0
2022-04-07 10:00:00,2022-04-07 11:00:00,36.36,58.01,2.37,1.43,4.5,15.03,25.38,0.47,26.03,0.0,51.82,1.81,63.41,0.0,750.0,33.73,0.0
2022-04-07 11:00:00,2022-04-07 12:00:00,34.12,56.98,2.58,1.33,4.67,13.23,24.8,0.45,38.98,0.0,41.91,1.5,100.96,0.0,750.0,36.25,0.0
2022-04-07 12:00:00,2022-04-07 13:00:00,33.04,55.71,2.58,1.46,4.79,8.91,22.2,0.51,50.95,0.0,35.19,1.28,191.35,0.0,749.94,38.79,0.0
2022-04-07 13:00:00,2022-04-07 14:00:00,31.35,51.27,2.64,1.37,4.83,8.81,22.25,0.49,55.38,0.0,27.34,0.93,201.51,0.0,749.19,40.75,0.0
2022-04-07 14:00:00,2022-04-07 15:00:00,24.76,48.21,2.52,1.42,4.71,8.05,22.31,0.47,58.61,0.0,23.03,1.36,284.36,0.0,748.31,41.82,0.0
2022-04-07 15:00:00,2022-04-07 16:00:00,22.21,46.75,2.65,1.44,4.92,7.37,22.21,0.46,67.39,0.0,21.31,0.77,253.68,0.0,747.62,42.35,0.0
2022-04-07 16:00:00,2022-04-07 17:00:00,21.38,45.29,2.68,1.26,4.81,7.26,22.93,0.44,77.01,0.0,24.86,0.92,103.72,0.0,747.25,40.61,0.0
2022-04-07 17:00:00,2022-04-07 18:00:00,25.21,48.65,2.6,1.49,4.88,11.86,26.49,0.38,44.06,0.0,30.51,0.56,130.14,0.0,747.15,37.78,0.0
2022-04-07 18:00:00,2022-04-07 19:00:00,26.74,57.44,2.44,1.7,4.8,13.38,27.09,0.44,34.54,0.0,36.55,0.47,143.33,0.0,747.35,34.0,0.0
2022-04-07 19:00:00,2022-04-07 20:00:00,25.81,57.25,2.4,1.75,4.8,14.51,26.68,0.47,19.78,0.0,41.33,0.49,133.85,0.0,747.89,31.4,0.0
2022-04-07 20:00:00,2022-04-07 21:00:00,33.22,72.1,2.27,1.84,4.71,14.51,26.32,0.54,15.55,0.0,42.66,0.46,50.08,0.0,748.3,29.57,0.0
2022-04-07 21:00:00,2022-04-07 22:00:00,33.94,66.85,2.42,1.43,4.54,14.02,26.24,0.59,17.0,0.0,40.98,0.79,56.07,0.0,748.42,28.39,0.0
2022-04-07 22:00:00,2022-04-07 23:00:00,32.15,57.8,2.56,1.69,4.99,13.59,26.47,0.58,25.22,0.0,45.64,1.51,51.94,0.0,748.27,29.93,0.0
2022-04-07 23:00:00,2022-04-08 00:00:00,39.77,66.45,2.45,1.8,4.92,15.84,26.63,0.59,20.19,0.0,53.17,1.0,118.29,0.0,748.21,29.23,0.0
2022-04-08 00:00:00,2022-04-08 01:00:00,52.73,84.91,2.53,1.6,4.83,16.13,26.03,0.63,14.51,0.0,58.57,0.53,112.36,0.0,747.8,27.64,0.0
2022-04-08 01:00:00,2022-04-08 02:00:00,53.01,82.14,2.58,1.39,4.76,15.85,26.12,0.64,18.88,0.0,63.26,1.23,53.44,0.0,747.42,27.33,0.0
2022-04-08 02:00:00,2022-04-08 03:00:00,56.31,81.12,2.33,1.81,4.77,16.44,25.77,0.65,13.79,0.0,70.43,1.98,67.56,0.0,747.28,26.71,0.0
2022-04-08 03:00:00,2022-04-08 04:00:00,56.98,85.78,2.46,1.61,4.79,16.42,25.71,0.67,10.36,0.0,77.12,2.3,69.72,0.0,747.39,26.09,0.0
2022-04-08 04:00:00,2022-04-08 05:00:00,54.35,80.78,2.47,1.56,4.76,16.27,25.98,0.64,8.19,0.0,82.75,2.27,61.28,0.0,747.79,25.71,0.0
2022-04-08 05:00:00,2022-04-08 06:00:00,40.12,59.49,2.45,1.42,4.59,15.92,25.93,0.56,7.81,0.0,84.47,2.54,71.07,0.0,748.28,25.64,0.0
2022-04-08 06:00:00,2022-04-08 07:00:00,29.46,44.14,2.48,1.72,4.87,15.69,26.24,0.48,9.04,0.0,83.17,2.57,60.35,0.0,748.98,26.08,0.0
2022-04-08 07:00:00,2022-04-08 08:00:00,25.93,40.7,2.46,1.63,4.8,16.16,26.44,0.44,10.15,0.0,79.56,2.33,72.12,0.0,749.5,26.97,0.0
2022-04-08 08:00:00,2022-04-08 09:00:00,29.82,43.74,2.46,1.58,4.74,16.05,26.66,0.4,13.57,0.0,72.03,2.6,71.09,0.0,749.84,28.68,0.0
2022-04-08 09:00:00,2022-04-08 10:00:00,31.94,49.38,2.44,1.71,4.86,16.29,27.07,0.38,17.05,0.0,64.08,2.88,56.73,0.0,749.95,30.73,0.0
2022-04-08 10:00:00,2022-04-08 11:00:00,31.86,51.35,2.62,1.43,4.83,16.5,26.96,0.38,23.65,0.0,57.0,2.74,80.54,0.0,749.52,32.38,0.0
2022-04-08 11:00:00,2022-04-08 12:00:00,29.69,50.64,2.58,1.47,4.81,15.88,27.14,0.36,27.52,0.0,49.66,2.52,66.5,0.0,748.93,34.28,0.0
2022-04-08 12:00:00,2022-04-08 13:00:00,26.33,47.09,2.42,1.7,4.78,15.03,27.31,0.35,34.53,0.0,39.25,1.4,88.9,0.0,748.18,37.39,0.0
2022-04-08 13:00:00,2022-04-08 14:00:00,23.52,43.71,2.44,1.57,4.71,14.13,27.31,0.34,39.37,0.0,31.42,0.96,227.52,0.0,747.3,40.4,0.0
2022-04-08 14:00:00,2022-04-08 15:00:00,22.16,42.58,2.51,1.47,4.7,13.53,26.9,0.34,43.91,0.0,28.64,1.29,255.23,0.0,746.43,41.23,0.0
2022-04-08 15:00:00,2022-04-08 16:00:00,22.19,42.98,2.51,1.57,4.78,12.98,26.64,0.34,46.39,0.0,26.83,1.02,238.2,0.0,745.71,41.52,0.0
2022-04-08 16:00:00,2022-04-08 17:00:00,23.09,46.19,2.48,1.42,4.63,12.49,26.21,0.34,52.5,0.0,28.69,0.95,246.13,0.0,745.24,40.24,0.0
2022-04-08 17:00:00,2022-04-08 18:00:00,26.09,48.85,2.52,1.53,4.79,12.42,26.28,0.36,49.38,0.0,37.72,0.79,47.27,0.0,745.13,37.22,0.0
2022-04-08 18:00:00,2022-04-08 19:00:00,26.37,47.9,2.38,1.65,4.69,14.61,26.91,0.37,33.8,0.0,49.04,0.53,46.06,0.0,745.37,33.05,0.0
2022-04-08 19:00:00,2022-04-08 20:00:00,60.06,85.58,2.62,1.41,4.79,15.0,27.04,0.52,25.87,0.0,52.69,0.45,107.37,0.0,745.79,30.75,0.0
2022-04-08 20:00:00,2022-04-08 21:00:00,44.54,67.21,2.44,1.75,4.87,11.92,26.39,0.51,29.89,0.0,54.91,0.6,77.02,0.0,746.36,29.91,0.0
2022-04-08 21:00:00,2022-04-08 22:00:00,33.95,51.9,2.5,1.67,4.87,11.65,26.88,0.49,29.23,0.0,49.72,1.77,55.09,0.0,746.7,30.95,0.0
2022-04-08 22:00:00,2022-04-08 23:00:00,39.28,64.01,2.42,1.45,4.6,12.08,27.18,0.53,23.45,0.0,52.5,2.33,69.75,0.0,746.7,31.04,0.0
2022-04-08 23:00:00,2022-04-09 00:00:00,46.85,76.74,2.46,1.65,4.79,12.64,27.09,0.57,20.54,0.0,56.18,2.05,76.62,0.0,746.5,30.29,0.0
2022-04-09 00:00:00,2022-04-09 01:00:00,45.51,74.61,2.44,1.7,4.83,12.63,26.87,0.57,24.89,0.0,57.22,2.65,90.18,0.0,746.09,30.02,0.0
2022-04-09 01:00:00,2022-04-09 02:00:00,40.45,65.76,2.49,1.43,4.65,12.85,26.91,0.56,22.73,0.0,59.92,2.23,81.45,0.0,745.85,29.11,0.0
2022-04-09 02:00:00,2022-04-09 03:00:00,41.94,68.15,2.4,1.77,4.81,13.21,26.7,0.56,17.69,0.0,67.19,2.97,78.7,0.0,745.91,27.78,0.0
2022-04-09 03:00:00,2022-04-09 04:00:00,44.11,71.55,2.59,1.34,4.68,13.42,26.4,0.57,13.54,0.0,75.9,2.8,65.41,0.0,746.07,26.83,0.0
2022-04-09 04:00:00,2022-04-09 05:00:00,46.68,69.38,2.45,1.55,4.73,13.37,26.62,0.56,10.1,0.0,82.05,2.27,64.53,0.0,746.35,26.41,0.0
2022-04-09 05:00:00,2022-04-09 06:00:00,42.96,62.6,2.44,1.62,4.74,13.39,26.83,0.52,10.84,0.0,82.31,3.16,65.61,0.0,746.86,26.71,0.0
2022-04-09 06:00:00,2022-04-09 07:00:00,37.7,56.0,2.47,1.45,4.63,13.13,26.86,0.46,14.27,0.0,79.95,3.04,70.87,0.0,747.54,26.93,0.0
2022-04-09 07:00:00,2022-04-09 08:00:00,34.82,51.0,2.49,1.67,4.89,13.45,27.26,0.42,14.88,0.0,76.34,2.83,66.12,0.0,748.13,27.5,0.0
2022-04-09 08:00:00,2022-04-09 09:00:00,36.08,49.4,2.51,1.35,4.6,13.59,27.48,0.39,15.78,0.0,71.08,2.81,62.22,0.0,748.61,28.71,0.0
2022-04-09 09:00:00,2022-04-09 10:00:00,36.23,53.68,2.49,1.56,4.78,13.68,27.42,0.39,19.25,0.0,64.42,3.1,62.15,0.0,748.59,30.67,0.0
2022-04-09 10:00:00,2022-04-09 11:00:00,32.9,52.41,2.57,1.41,4.75,13.83,27.65,0.37,23.98,0.0,56.53,2.0,80.57,0.0,748.47,32.95,0.0
2022-04-09 11:00:00,2022-04-09 12:00:00,28.36,47.49,2.48,1.51,4.7,13.85,28.1,0.35,29.81,0.0,49.88,2.7,74.41,0.0,747.86,34.89,0.0
2022-04-09 12:00:00,2022-04-09 13:00:00,23.48,44.31,2.42,1.52,4.61,13.25,27.98,0.34,35.58,0.0,42.52,1.91,81.94,0.0,747.02,36.96,0.0
2022-04-09 13:00:00,2022-04-09 14:00:00,22.84,44.71,2.68,1.27,4.78,12.79,28.05,0.33,39.13,0.0,38.27,1.61,123.33,0.0,746.15,38.76,0.0
2022-04-09 14:00:00,2022-04-09 15:00:00,21.84,43.06,2.55,1.37,4.67,12.27,28.16,0.33,43.01,0.0,31.31,0.95,161.94,0.0,745.18,40.83,0.0
2022-04-09 15:00:00,2022-04-09 16:00:00,20.3,40.45,2.35,1.55,4.58,11.71,27.85,0.32,45.06,0.0,29.97,0.84,155.03,0.0,744.36,41.61,0.0
2022-04-09 16:00:00,2022-04-09 17:00:00,21.81,44.38,2.49,1.71,4.87,11.57,27.47,0.33,43.88,0.0,30.09,0.77,238.29,0.0,743.82,40.98,0.0
2022-04-09 17:00:00,2022-04-09 18:00:00,23.07,49.05,2.54,1.53,4.79,11.36,27.37,0.34,42.77,0.0,38.83,0.63,156.66,0.0,743.77,38.16,0.0
2022-04-09 18:00:00,2022-04-09 19:00:00,23.19,48.3,2.56,1.65,4.97,11.14,27.28,0.34,33.25,0.0,52.32,0.67,94.02,0.0,744.29,33.53,0.0
2022-04-09 19:00:00,2022-04-09 20:00:00,23.88,46.05,2.55,1.51,4.8,11.25,27.52,0.33,32.37,0.0,51.87,1.01,45.71,0.0,744.88,32.36,0.0
2022-04-09 20:00:00,2022-04-09 21:00:00,29.25,52.36,2.64,1.47,4.88,10.86,27.58,0.35,28.45,0.0,52.33,1.83,45.95,0.0,745.6,32.23,0.0
2022-04-09 21:00:00,2022-04-09 22:00:00,33.12,59.45,2.41,1.45,4.55,10.81,27.5,0.39,24.71,0.0,58.07,2.09,57.5,0.0,746.04,31.18,0.0
2022-04-09 22:00:00,2022-04-09 23:00:00,33.99,60.94,2.51,1.58,4.8,11.17,27.75,0.43,22.32,0.0,60.23,2.47,65.06,0.0,746.08,30.66,0.0
2022-04-09 23:00:00,2022-04-10 00:00:00,38.78,66.08,2.41,1.69,4.76,11.64,27.61,0.49,21.16,0.0,64.42,3.11,69.76,0.0,745.96,29.84,0.0
2022-04-10 00:00:00,2022-04-10 01:00:00,40.81,73.65,2.56,1.42,4.74,11.36,27.75,0.49,22.13,0.0,69.11,3.24,74.24,0.0,745.68,29.1,0.0
2022-04-10 01:00:00,2022-04-10 02:00:00,31.33,58.24,2.3,1.67,4.61,11.54,27.33,0.44,21.14,0.0,72.08,3.01,73.8,0.0,745.46,28.31,0.0
2022-04-10 02:00:00,2022-04-10 03:00:00,25.24,44.09,2.42,1.69,4.8,11.57,27.66,0.37,20.78,0.0,73.95,2.94,75.14,0.0,744.95,27.54,0.0
2022-04-10 03:00:00,2022-04-10 04:00:00,22.45,37.59,2.5,1.55,4.77,11.43,27.55,0.34,19.92,0.0,75.46,2.67,69.61,0.0,745.04,26.9,0.0
2022-04-10 04:00:00,2022-04-10 05:00:00,21.36,35.71,2.45,1.53,4.67,11.43,27.62,0.32,18.38,0.0,76.58,2.25,47.62,0.0,745.48,26.59,0.0
2022-04-10 05:00:00,2022-04-10 06:00:00,21.05,33.66,2.47,1.64,4.8,11.07,27.76,0.3,16.57,0.0,77.27,2.57,58.59,0.0,745.99,26.67,0.0
2022-04-10 06:00:00,2022-04-10 07:00:00,22.92,35.34,2.6,1.68,5.0,10.87,27.33,0.29,16.23,0.0,77.22,2.43,68.37,0.0,746.58,26.88,0.0
2022-04-10 07:00:00,2022-04-10 08:00:00,24.04,36.1,2.49,1.64,4.84,10.92,27.79,0.28,16.24,0.0,77.24,2.66,66.51,0.0,747.14,26.95,0.0
2022-04-10 08:00:00,2022-04-10 09:00:00,26.63,36.74,2.58,1.54,4.85,11.37,27.87,0.27,15.66,0.0,74.38,2.53,66.28,0.0,747.62,27.64,0.0
2022-04-10 09:00:00,2022-04-10 10:00:00,28.34,38.08,2.45,1.62,4.78,11.35,28.23,0.28,17.44,0.0,69.82,2.65,63.41,0.0,747.88,28.86,0.0
2022-04-10 10:00:00,2022-04-10 11:00:00,25.94,38.56,2.47,1.53,4.71,11.5,28.25,0.28,23.72,0.0,61.67,2.26,73.32,0.0,747.55,31.75,0.0
2022-04-10 11:00:00,2022-04-10 12:00:00,24.95,41.08,2.48,1.41,4.64,11.79,28.75,0.29,29.49,0.0,54.64,2.71,74.2,0.0,747.08,33.93,0.0
2022-04-10 12:00:00,2022-04-10 13:00:00,24.17,41.34,2.6,1.53,4.89,11.98,28.64,0.29,34.27,0.0,48.66,2.08,80.56,0.0,746.34,36.01,0.0
2022-04-10 13:00:00,2022-04-10 14:00:00,22.45,41.98,2.63,1.43,4.82,12.12,29.28,0.29,38.7,0.0,43.55,1.89,111.58,0.0,745.47,37.78,0.0
2022-04-10 14:00:00,2022-04-10 15:00:00,23.1,42.81,2.36,1.62,4.62,11.5,28.9,0.3,41.81,0.0,37.51,1.07,105.91,0.0,744.63,39.92,0.0
2022-04-10 15:00:00,2022-04-10 16:00:00,24.35,43.22,2.5,1.5,4.72,10.96,29.04,0.3,44.7,0.0,36.36,0.82,108.24,0.0,743.97,40.44,0.0
2022-04-10 16:00:00,2022-04-10 17:00:00,25.3,44.24,2.42,1.7,4.79,10.77,29.01,0.31,47.32,0.0,39.41,0.74,96.98,0.0,743.47,39.29,0.0
2022-04-10 17:00:00,2022-04-10 18:00:00,26.81,44.66,2.29,1.57,4.5,10.55,29.16,0.31,41.58,0.0,46.61,0.74,100.21,0.0,743.41,36.9,0.0
2022-04-10 18:00:00,2022-04-10 19:00:00,26.97,46.88,2.61,1.45,4.8,10.01,28.68,0.32,31.59,0.0,58.24,0.47,87.52,0.0,743.63,33.51,0.0
2022-04-10 19:00:00,2022-04-10 20:00:00,26.76,43.92,2.49,1.68,4.88,10.36,28.97,0.32,27.46,0.0,60.53,1.31,56.22,0.0,744.2,32.2,0.0
2022-04-10 20:00:00,2022-04-10 21:00:00,33.29,59.16,2.47,1.48,4.66,10.77,29.66,0.37,26.78,0.0,59.41,1.27,65.14,0.0,744.72,32.04,0.0
2022-04-10 21:00:00,2022-04-10 22:00:00,39.44,70.84,2.49,1.45,4.66,10.24,29.48,0.41,26.05,0.0,63.46,2.25,96.76,0.0,744.76,31.19,0.0
2022-04-10 22:00:00,2022-04-10 23:00:00,38.42,66.75,2.58,1.41,4.72,10.14,29.37,0.43,25.95,0.0,66.6,3.42,80.81,0.0,745.21,30.39,0.0
2022-04-10 23:00:00,2022-04-11 00:00:00,33.68,69.84,2.52,1.56,4.8,10.12,29.5,0.38,23.55,0.0,68.36,4.48,74.85,0.0,746.17,29.77,0.0
2022-04-11 00:00:00,2022-04-11 01:00:00,26.39,64.2,2.52,1.63,4.84,9.92,29.31,0.33,22.13,0.0,69.86,2.58,80.08,0.0,745.52,28.82,0.0
2022-04-11 01:00:00,2022-04-11 02:00:00,20.44,43.9,2.48,1.51,4.7,9.86,29.12,0.29,19.78,0.0,71.09,2.17,76.32,0.0,745.47,27.95,0.0
2022-04-11 02:00:00,2022-04-11 03:00:00,17.74,34.12,2.52,1.49,4.77,9.92,29.07,0.27,17.87,0.0,73.94,1.32,52.05,0.0,745.27,26.72,0.0
2022-04-11 03:00:00,2022-04-11 04:00:00,18.3,35.66,2.54,1.28,4.6,9.62,28.84,0.26,15.19,0.0,77.38,1.75,61.13,0.0,745.41,25.8,0.0
2022-04-11 04:00:00,2022-04-11 05:00:00,15.31,31.27,2.46,1.64,4.78,9.58,28.67,0.25,13.16,0.0,77.84,1.66,77.78,0.0,745.54,25.44,0.0
2022-04-11 05:00:00,2022-04-11 06:00:00,13.12,26.69,2.33,1.62,4.64,9.45,28.54,0.25,13.66,0.0,77.13,1.88,88.75,0.0,745.88,25.4,0.0
2022-04-11 06:00:00,2022-04-11 07:00:00,16.63,20.91,2.45,1.45,4.63,9.41,28.13,0.24,14.07,0.0,76.3,1.88,74.48,0.0,746.43,25.73,0.0
2022-04-11 07:00:00,2022-04-11 08:00:00,17.83,24.7,2.39,1.7,4.76,9.71,28.08,0.25,14.25,0.0,72.66,2.34,56.67,0.0,746.97,27.03,0.0
2022-04-11 08:00:00,2022-04-11 09:00:00,16.36,29.09,2.36,1.61,4.62,10.14,28.21,0.26,15.88,0.0,65.97,2.35,58.59,0.0,747.36,28.81,0.0
2022-04-11 09:00:00,2022-04-11 10:00:00,18.28,30.96,2.5,1.56,4.78,10.5,28.15,0.27,21.16,0.0,59.98,2.82,65.39,0.0,747.39,30.68,0.0
2022-04-11 10:00:00,2022-04-11 11:00:00,19.29,31.41,2.62,1.35,4.76,10.63,27.88,0.28,27.56,0.0,53.9,2.41,69.92,0.0,747.17,32.89,0.0
2022-04-11 11:00:00,2022-04-11 12:00:00,17.35,31.79,2.65,1.26,4.76,8.27,25.52,0.32,37.25,0.0,49.02,2.21,88.53,0.0,746.76,34.65,0.0
2022-04-11 12:00:00,2022-04-11 13:00:00,17.07,31.67,2.46,1.67,4.84,8.11,25.39,0.33,42.66,0.0,46.34,2.4,73.73,0.0,745.88,35.77,0.0
