From Date,To Date,PM2.5 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2022-03-03 18:00:00,2022-03-03 19:00:00,54.45,1.18,
2022-03-03 19:00:00,2022-03-03 20:00:00,73.7,1.56,
2022-03-03 20:00:00,2022-03-03 21:00:00,76.2,1.37,
2022-03-03 21:00:00,2022-03-03 22:00:00,82.38,1.3,
2022-03-03 22:00:00,2022-03-03 23:00:00,104.75,1.36,
2022-03-03 23:00:00,2022-03-04 00:00:00,115.83,1.43,
2022-03-04 00:00:00,2022-03-04 01:00:00,103.68,1.3,
2022-03-04 01:00:00,2022-03-04 02:00:00,83.78,1.08,
2022-03-04 02:00:00,2022-03-04 03:00:00,81.67,0.94,
2022-03-04 03:00:00,2022-03-04 04:00:00,94.38,0.94,
2022-03-04 04:00:00,2022-03-04 05:00:00,92.5,0.9,
2022-03-04 05:00:00,2022-03-04 06:00:00,85.15,0.96,
2022-03-04 06:00:00,2022-03-04 07:00:00,90.53,1.15,
2022-03-04 07:00:00,2022-03-04 08:00:00,99.0,1.18,
2022-03-04 08:00:00,2022-03-04 09:00:00,101.9,1.05,
2022-03-04 09:00:00,2022-03-04 10:00:00,101.45,0.99,
2022-03-04 10:00:00,2022-03-04 11:00:00,97.95,1.08,
2022-03-04 11:00:00,2022-03-04 12:00:00,94.85,0.91,
2022-03-04 12:00:00,2022-03-04 13:00:00,79.78,0.73,
2022-03-04 13:00:00,2022-03-04 14:00:00,54.72,0.66,
2022-03-04 14:00:00,2022-03-04 15:00:00,33.15,0.62,
2022-03-04 15:00:00,2022-03-04 16:00:00,20.5,0.62,
2022-03-04 16:00:00,2022-03-04 17:00:00,14.57,0.58,
2022-03-04 17:00:00,2022-03-04 18:00:00,15.35,0.6,
2022-03-04 18:00:00,2022-03-04 19:00:00,30.1,0.68,
2022-03-04 19:00:00,2022-03-04 20:00:00,49.42,0.9,
2022-03-04 20:00:00,2022-03-04 21:00:00,72.73,1.15,
2022-03-04 21:00:00,2022-03-04 22:00:00,84.6,1.27,
2022-03-04 22:00:00,2022-03-04 23:00:00,79.43,1.25,
2022-03-04 23:00:00,2022-03-05 00:00:00,84.57,1.14,
2022-03-05 00:00:00,2022-03-05 01:00:00,69.67,0.99,
2022-03-05 01:00:00,2022-03-05 02:00:00,78.95,0.95,
2022-03-05 02:00:00,2022-03-05 03:00:00,88.8,0.96,
2022-03-05 03:00:00,2022-03-05 04:00:00,98.07,0.93,
2022-03-05 04:00:00,2022-03-05 05:00:00,106.03,0.95,
2022-03-05 05:00:00,2022-03-05 06:00:00,94.72,0.88,
2022-03-05 06:00:00,2022-03-05 07:00:00,78.83,0.87,
2022-03-05 07:00:00,2022-03-05 08:00:00,75.97,0.89,
2022-03-05 08:00:00,2022-03-05 09:00:00,69.15,0.88,
2022-03-05 09:00:00,2022-03-05 10:00:00,67.22,0.9,
2022-03-05 10:00:00,2022-03-05 11:00:00,57.33,0.85,
2022-03-05 11:00:00,2022-03-05 12:00:00,61.3,0.79,
2022-03-05 12:00:00,2022-03-05 13:00:00,58.28,0.73,
2022-03-05 13:00:00,2022-03-05 14:00:00,54.77,0.71,
2022-03-05 14:00:00,2022-03-05 15:00:00,42.85,0.6,
2022-03-05 15:00:00,2022-03-05 16:00:00,29.77,0.59,
2022-03-05 16:00:00,2022-03-05 17:00:00,19.95,0.69,
2022-03-05 17:00:00,2022-03-05 18:00:00,23.57,0.7,
2022-03-05 18:00:00,2022-03-05 19:00:00,34.0,0.74,
2022-03-05 19:00:00,2022-03-05 20:00:00,52.8,0.96,
2022-03-05 20:00:00,2022-03-05 21:00:00,58.4,0.98,
2022-03-05 21:00:00,2022-03-05 22:00:00,54.45,1.08,
2022-03-05 22:00:00,2022-03-05 23:00:00,65.85,1.0,
2022-03-05 23:00:00,2022-03-06 00:00:00,64.87,1.01,
2022-03-06 00:00:00,2022-03-06 01:00:00,50.7,0.88,
2022-03-06 01:00:00,2022-03-06 02:00:00,54.85,0.88,
2022-03-06 02:00:00,2022-03-06 03:00:00,74.55,0.92,
2022-03-06 03:00:00,2022-03-06 04:00:00,87.92,0.96,
2022-03-06 04:00:00,2022-03-06 05:00:00,103.92,1.08,
2022-03-06 05:00:00,2022-03-06 06:00:00,112.93,1.15,
2022-03-06 06:00:00,2022-03-06 07:00:00,,,
2022-03-06 07:00:00,2022-03-06 08:00:00,,,
2022-03-06 08:00:00,2022-03-06 09:00:00,,,
2022-03-06 09:00:00,2022-03-06 10:00:00,,,
2022-03-06 10:00:00,2022-03-06 11:00:00,,,
2022-03-06 11:00:00,2022-03-06 12:00:00,,,
2022-03-06 12:00:00,2022-03-06 13:00:00,,,
2022-03-06 13:00:00,2022-03-06 14:00:00,,,
2022-03-06 14:00:00,2022-03-06 15:00:00,,,
2022-03-06 15:00:00,2022-03-06 16:00:00,,,
2022-03-06 16:00:00,2022-03-06 17:00:00,,,
2022-03-06 17:00:00,2022-03-06 18:00:00,,,
2022-03-06 18:00:00,2022-03-06 19:00:00,,,
2022-03-06 19:00:00,2022-03-06 20:00:00,,,
2022-03-06 20:00:00,2022-03-06 21:00:00,,,
2022-03-06 21:00:00,2022-03-06 22:00:00,,,
2022-03-06 22:00:00,2022-03-06 23:00:00,,,
2022-03-06 23:00:00,2022-03-07 00:00:00,,,
2022-03-07 00:00:00,2022-03-07 01:00:00,,,
2022-03-07 01:00:00,2022-03-07 02:00:00,,,
2022-03-07 02:00:00,2022-03-07 03:00:00,,,
2022-03-07 03:00:00,2022-03-07 04:00:00,,,
2022-03-07 04:00:00,2022-03-07 05:00:00,,,
2022-03-07 05:00:00,2022-03-07 06:00:00,,,
2022-03-07 06:00:00,2022-03-07 07:00:00,,,
2022-03-07 07:00:00,2022-03-07 08:00:00,,,
2022-03-07 08:00:00,2022-03-07 09:00:00,,,
2022-03-07 09:00:00,2022-03-07 10:00:00,,,
2022-03-07 10:00:00,2022-03-07 11:00:00,109.2,1.11,
2022-03-07 11:00:00,2022-03-07 12:00:00,114.17,1.01,
2022-03-07 12:00:00,2022-03-07 13:00:00,104.38,0.92,
2022-03-07 13:00:00,2022-03-07 14:00:00,85.22,0.81,
2022-03-07 14:00:00,2022-03-07 15:00:00,64.45,0.77,
2022-03-07 15:00:00,2022-03-07 16:00:00,48.75,0.72,
2022-03-07 16:00:00,2022-03-07 17:00:00,42.77,0.73,
2022-03-07 17:00:00,2022-03-07 18:00:00,43.9,0.81,
2022-03-07 18:00:00,2022-03-07 19:00:00,47.25,1.06,
2022-03-07 19:00:00,2022-03-07 20:00:00,73.53,1.26,
2022-03-07 20:00:00,2022-03-07 21:00:00,85.42,1.26,
2022-03-07 21:00:00,2022-03-07 22:00:00,86.08,1.21,
2022-03-07 22:00:00,2022-03-07 23:00:00,96.45,1.36,
2022-03-07 23:00:00,2022-03-08 00:00:00,100.6,1.38,
2022-03-08 00:00:00,2022-03-08 01:00:00,109.25,1.15,
2022-03-08 01:00:00,2022-03-08 02:00:00,121.3,1.1,
2022-03-08 02:00:00,2022-03-08 03:00:00,125.12,1.23,
2022-03-08 03:00:00,2022-03-08 04:00:00,134.53,1.17,
2022-03-08 04:00:00,2022-03-08 05:00:00,139.72,0.97,
2022-03-08 05:00:00,2022-03-08 06:00:00,140.75,0.96,
2022-03-08 06:00:00,2022-03-08 07:00:00,143.3,1.07,
2022-03-08 07:00:00,2022-03-08 08:00:00,125.93,1.06,
2022-03-08 08:00:00,2022-03-08 09:00:00,114.52,1.14,
2022-03-08 09:00:00,2022-03-08 10:00:00,107.53,1.08,
2022-03-08 10:00:00,2022-03-08 11:00:00,104.0,0.97,
2022-03-08 11:00:00,2022-03-08 12:00:00,102.68,0.88,
2022-03-08 12:00:00,2022-03-08 13:00:00,98.6,0.81,
2022-03-08 13:00:00,2022-03-08 14:00:00,,0.79,
2022-03-08 14:00:00,2022-03-08 15:00:00,,0.82,
2022-03-08 15:00:00,2022-03-08 16:00:00,3.8,0.82,
2022-03-08 16:00:00,2022-03-08 17:00:00,11.5,0.7,
2022-03-08 17:00:00,2022-03-08 18:00:00,30.18,0.88,
2022-03-08 18:00:00,2022-03-08 19:00:00,38.1,0.82,
2022-03-08 19:00:00,2022-03-08 20:00:00,108.28,1.17,
2022-03-08 20:00:00,2022-03-08 21:00:00,139.5,1.39,
2022-03-08 21:00:00,2022-03-08 22:00:00,112.65,1.31,
2022-03-08 22:00:00,2022-03-08 23:00:00,105.95,1.22,
2022-03-08 23:00:00,2022-03-09 00:00:00,97.4,1.11,
2022-03-09 00:00:00,2022-03-09 01:00:00,92.68,0.97,
2022-03-09 01:00:00,2022-03-09 02:00:00,102.17,0.95,
2022-03-09 02:00:00,2022-03-09 03:00:00,109.32,1.0,
2022-03-09 03:00:00,2022-03-09 04:00:00,122.2,1.06,
2022-03-09 04:00:00,2022-03-09 05:00:00,136.17,0.99,
2022-03-09 05:00:00,2022-03-09 06:00:00,122.23,1.03,
2022-03-09 06:00:00,2022-03-09 07:00:00,115.03,1.09,
2022-03-09 07:00:00,2022-03-09 08:00:00,127.77,1.24,
2022-03-09 08:00:00,2022-03-09 09:00:00,109.68,1.2,
2022-03-09 09:00:00,2022-03-09 10:00:00,102.62,1.09,
2022-03-09 10:00:00,2022-03-09 11:00:00,97.32,1.0,
2022-03-09 11:00:00,2022-03-09 12:00:00,86.03,0.83,
2022-03-09 12:00:00,2022-03-09 13:00:00,60.5,0.61,
2022-03-09 13:00:00,2022-03-09 14:00:00,45.68,0.57,
2022-03-09 14:00:00,2022-03-09 15:00:00,31.4,0.51,
2022-03-09 15:00:00,2022-03-09 16:00:00,18.82,0.56,
2022-03-09 16:00:00,2022-03-09 17:00:00,29.17,0.56,
2022-03-09 17:00:00,2022-03-09 18:00:00,33.08,0.62,
2022-03-09 18:00:00,2022-03-09 19:00:00,45.62,0.85,
2022-03-09 19:00:00,2022-03-09 20:00:00,56.0,1.05,
2022-03-09 20:00:00,2022-03-09 21:00:00,58.2,1.29,
2022-03-09 21:00:00,2022-03-09 22:00:00,63.77,1.43,
2022-03-09 22:00:00,2022-03-09 23:00:00,81.85,1.23,
2022-03-09 23:00:00,2022-03-10 00:00:00,85.9,1.08,
2022-03-10 00:00:00,2022-03-10 01:00:00,66.38,0.97,
2022-03-10 01:00:00,2022-03-10 02:00:00,69.48,0.97,
2022-03-10 02:00:00,2022-03-10 03:00:00,78.25,0.92,
2022-03-10 03:00:00,2022-03-10 04:00:00,94.85,0.84,
2022-03-10 04:00:00,2022-03-10 05:00:00,93.65,0.61,
2022-03-10 05:00:00,2022-03-10 06:00:00,69.5,0.61,
2022-03-10 06:00:00,2022-03-10 07:00:00,49.48,0.57,
2022-03-10 07:00:00,2022-03-10 08:00:00,37.65,0.6,
2022-03-10 08:00:00,2022-03-10 09:00:00,29.73,0.67,
2022-03-10 09:00:00,2022-03-10 10:00:00,29.23,0.78,
2022-03-10 10:00:00,2022-03-10 11:00:00,50.12,0.92,
2022-03-10 11:00:00,2022-03-10 12:00:00,80.55,0.99,
2022-03-10 12:00:00,2022-03-10 13:00:00,68.97,0.71,
2022-03-10 13:00:00,2022-03-10 14:00:00,65.08,0.67,
2022-03-10 14:00:00,2022-03-10 15:00:00,57.58,0.7,
2022-03-10 15:00:00,2022-03-10 16:00:00,55.4,0.67,
2022-03-10 16:00:00,2022-03-10 17:00:00,37.88,0.65,
2022-03-10 17:00:00,2022-03-10 18:00:00,33.77,0.67,
2022-03-10 18:00:00,2022-03-10 19:00:00,33.62,0.93,
2022-03-10 19:00:00,2022-03-10 20:00:00,53.87,1.15,
2022-03-10 20:00:00,2022-03-10 21:00:00,71.83,1.1,
2022-03-10 21:00:00,2022-03-10 22:00:00,66.0,1.15,
2022-03-10 22:00:00,2022-03-10 23:00:00,86.28,1.04,
2022-03-10 23:00:00,2022-03-11 00:00:00,98.7,0.98,
2022-03-11 00:00:00,2022-03-11 01:00:00,87.07,0.97,
2022-03-11 01:00:00,2022-03-11 02:00:00,85.0,0.92,
2022-03-11 02:00:00,2022-03-11 03:00:00,86.55,0.98,
2022-03-11 03:00:00,2022-03-11 04:00:00,101.28,0.98,
2022-03-11 04:00:00,2022-03-11 05:00:00,99.08,0.98,
2022-03-11 05:00:00,2022-03-11 06:00:00,89.17,1.01,
2022-03-11 06:00:00,2022-03-11 07:00:00,89.35,0.61,
2022-03-11 07:00:00,2022-03-11 08:00:00,82.75,0.67,
2022-03-11 08:00:00,2022-03-11 09:00:00,76.28,1.02,
2022-03-11 09:00:00,2022-03-11 10:00:00,86.95,0.99,
2022-03-11 10:00:00,2022-03-11 11:00:00,79.48,0.86,
2022-03-11 11:00:00,2022-03-11 12:00:00,71.5,0.4,
2022-03-11 12:00:00,2022-03-11 13:00:00,58.3,0.3,
2022-03-11 13:00:00,2022-03-11 14:00:00,51.4,0.3,
2022-03-11 14:00:00,2022-03-11 15:00:00,45.48,0.3,
2022-03-11 15:00:00,2022-03-11 16:00:00,29.9,0.3,
2022-03-11 16:00:00,2022-03-11 17:00:00,68.9,0.32,
2022-03-11 17:00:00,2022-03-11 18:00:00,56.2,0.32,
2022-03-11 18:00:00,2022-03-11 19:00:00,64.78,0.37,
2022-03-11 19:00:00,2022-03-11 20:00:00,75.43,0.51,
2022-03-11 20:00:00,2022-03-11 21:00:00,66.8,0.6,
2022-03-11 21:00:00,2022-03-11 22:00:00,54.2,0.69,
2022-03-11 22:00:00,2022-03-11 23:00:00,70.45,0.63,
2022-03-11 23:00:00,2022-03-12 00:00:00,62.9,0.43,
2022-03-12 00:00:00,2022-03-12 01:00:00,61.05,0.41,
2022-03-12 01:00:00,2022-03-12 02:00:00,65.08,0.37,
2022-03-12 02:00:00,2022-03-12 03:00:00,73.3,0.52,
2022-03-12 03:00:00,2022-03-12 04:00:00,81.0,0.5,
2022-03-12 04:00:00,2022-03-12 05:00:00,108.03,0.52,
2022-03-12 05:00:00,2022-03-12 06:00:00,92.8,0.55,
2022-03-12 06:00:00,2022-03-12 07:00:00,90.72,0.58,
2022-03-12 07:00:00,2022-03-12 08:00:00,80.1,0.6,
2022-03-12 08:00:00,2022-03-12 09:00:00,86.5,0.62,
2022-03-12 09:00:00,2022-03-12 10:00:00,78.95,0.5,
2022-03-12 10:00:00,2022-03-12 11:00:00,75.1,0.39,
2022-03-12 11:00:00,2022-03-12 12:00:00,68.85,0.52,
2022-03-12 12:00:00,2022-03-12 13:00:00,53.63,0.38,
2022-03-12 13:00:00,2022-03-12 14:00:00,57.2,0.37,
2022-03-12 14:00:00,2022-03-12 15:00:00,50.95,0.3,
2022-03-12 15:00:00,2022-03-12 16:00:00,28.33,0.3,
2022-03-12 16:00:00,2022-03-12 17:00:00,39.23,0.38,
2022-03-12 17:00:00,2022-03-12 18:00:00,39.3,0.35,
2022-03-12 18:00:00,2022-03-12 19:00:00,39.62,0.34,
2022-03-12 19:00:00,2022-03-12 20:00:00,57.9,0.58,
2022-03-12 20:00:00,2022-03-12 21:00:00,67.15,0.87,
2022-03-12 21:00:00,2022-03-12 22:00:00,77.15,1.01,
2022-03-12 22:00:00,2022-03-12 23:00:00,82.3,0.99,
2022-03-12 23:00:00,2022-03-13 00:00:00,76.8,0.85,
2022-03-13 00:00:00,2022-03-13 01:00:00,86.7,0.8,
2022-03-13 01:00:00,2022-03-13 02:00:00,91.12,0.83,
2022-03-13 02:00:00,2022-03-13 03:00:00,115.55,0.86,
2022-03-13 03:00:00,2022-03-13 04:00:00,130.43,0.89,
2022-03-13 04:00:00,2022-03-13 05:00:00,138.52,0.92,
2022-03-13 05:00:00,2022-03-13 06:00:00,128.1,0.8,
2022-03-13 06:00:00,2022-03-13 07:00:00,124.9,1.15,
2022-03-13 07:00:00,2022-03-13 08:00:00,149.62,1.44,
2022-03-13 08:00:00,2022-03-13 09:00:00,126.65,1.13,
2022-03-13 09:00:00,2022-03-13 10:00:00,110.7,0.77,
2022-03-13 10:00:00,2022-03-13 11:00:00,84.62,0.52,
2022-03-13 11:00:00,2022-03-13 12:00:00,68.7,0.41,
2022-03-13 12:00:00,2022-03-13 13:00:00,59.13,0.47,
2022-03-13 13:00:00,2022-03-13 14:00:00,45.05,0.45,
2022-03-13 14:00:00,2022-03-13 15:00:00,43.0,0.42,
2022-03-13 15:00:00,2022-03-13 16:00:00,29.78,0.44,
2022-03-13 16:00:00,2022-03-13 17:00:00,41.0,0.37,
2022-03-13 17:00:00,2022-03-13 18:00:00,47.72,0.44,
2022-03-13 18:00:00,2022-03-13 19:00:00,45.27,0.54,
2022-03-13 19:00:00,2022-03-13 20:00:00,71.1,0.73,
2022-03-13 20:00:00,2022-03-13 21:00:00,76.72,0.93,
2022-03-13 21:00:00,2022-03-13 22:00:00,64.5,0.99,
2022-03-13 22:00:00,2022-03-13 23:00:00,82.28,0.93,
2022-03-13 23:00:00,2022-03-14 00:00:00,87.4,0.93,
2022-03-14 00:00:00,2022-03-14 01:00:00,79.8,1.2,
2022-03-14 01:00:00,2022-03-14 02:00:00,103.93,1.39,
2022-03-14 02:00:00,2022-03-14 03:00:00,130.47,1.46,
2022-03-14 03:00:00,2022-03-14 04:00:00,164.8,1.27,
2022-03-14 04:00:00,2022-03-14 05:00:00,158.38,1.09,
2022-03-14 05:00:00,2022-03-14 06:00:00,157.07,0.96,
2022-03-14 06:00:00,2022-03-14 07:00:00,147.82,0.9,
2022-03-14 07:00:00,2022-03-14 08:00:00,138.67,0.9,
2022-03-14 08:00:00,2022-03-14 09:00:00,118.9,0.94,
2022-03-14 09:00:00,2022-03-14 10:00:00,101.85,0.75,
2022-03-14 10:00:00,2022-03-14 11:00:00,77.45,0.55,
2022-03-14 11:00:00,2022-03-14 12:00:00,63.15,0.42,
2022-03-14 12:00:00,2022-03-14 13:00:00,42.98,0.44,
2022-03-14 13:00:00,2022-03-14 14:00:00,28.4,0.37,
2022-03-14 14:00:00,2022-03-14 15:00:00,33.48,0.3,
2022-03-14 15:00:00,2022-03-14 16:00:00,17.15,0.3,
2022-03-14 16:00:00,2022-03-14 17:00:00,10.5,0.32,
2022-03-14 17:00:00,2022-03-14 18:00:00,19.9,0.33,
2022-03-14 18:00:00,2022-03-14 19:00:00,24.27,0.63,
2022-03-14 19:00:00,2022-03-14 20:00:00,38.4,1.03,
2022-03-14 20:00:00,2022-03-14 21:00:00,,,
2022-03-14 21:00:00,2022-03-14 22:00:00,,,
2022-03-14 22:00:00,2022-03-14 23:00:00,,,
2022-03-14 23:00:00,2022-03-15 00:00:00,,,
2022-03-15 00:00:00,2022-03-15 01:00:00,,,
2022-03-15 01:00:00,2022-03-15 02:00:00,,,
2022-03-15 02:00:00,2022-03-15 03:00:00,,,
2022-03-15 03:00:00,2022-03-15 04:00:00,,,
2022-03-15 04:00:00,2022-03-15 05:00:00,,,
2022-03-15 05:00:00,2022-03-15 06:00:00,,,
2022-03-15 06:00:00,2022-03-15 07:00:00,,,
2022-03-15 07:00:00,2022-03-15 08:00:00,,,
2022-03-15 08:00:00,2022-03-15 09:00:00,,,
2022-03-15 09:00:00,2022-03-15 10:00:00,,,
2022-03-15 10:00:00,2022-03-15 11:00:00,,,
2022-03-15 11:00:00,2022-03-15 12:00:00,,,
2022-03-15 12:00:00,2022-03-15 13:00:00,,,
2022-03-15 13:00:00,2022-03-15 14:00:00,104.5,0.49,
2022-03-15 14:00:00,2022-03-15 15:00:00,99.83,0.34,
2022-03-15 15:00:00,2022-03-15 16:00:00,81.2,0.34,
2022-03-15 16:00:00,2022-03-15 17:00:00,80.27,0.56,
2022-03-15 17:00:00,2022-03-15 18:00:00,81.75,0.52,
2022-03-15 18:00:00,2022-03-15 19:00:00,82.4,0.88,
2022-03-15 19:00:00,2022-03-15 20:00:00,95.6,1.26,
2022-03-15 20:00:00,2022-03-15 21:00:00,115.65,1.12,
2022-03-15 21:00:00,2022-03-15 22:00:00,102.2,0.88,
2022-03-15 22:00:00,2022-03-15 23:00:00,106.9,0.79,
2022-03-15 23:00:00,2022-03-16 00:00:00,108.8,0.83,
2022-03-16 00:00:00,2022-03-16 01:00:00,112.2,0.85,
2022-03-16 01:00:00,2022-03-16 02:00:00,115.07,0.85,
2022-03-16 02:00:00,2022-03-16 03:00:00,133.8,0.96,
2022-03-16 03:00:00,2022-03-16 04:00:00,143.95,0.92,
2022-03-16 04:00:00,2022-03-16 05:00:00,156.9,0.94,
2022-03-16 05:00:00,2022-03-16 06:00:00,171.2,1.13,
2022-03-16 06:00:00,2022-03-16 07:00:00,162.62,1.06,
2022-03-16 07:00:00,2022-03-16 08:00:00,166.0,1.08,
2022-03-16 08:00:00,2022-03-16 09:00:00,151.12,0.9,
2022-03-16 09:00:00,2022-03-16 10:00:00,130.8,0.84,
2022-03-16 10:00:00,2022-03-16 11:00:00,124.22,0.65,
2022-03-16 11:00:00,2022-03-16 12:00:00,120.5,0.54,
2022-03-16 12:00:00,2022-03-16 13:00:00,108.02,0.49,
2022-03-16 13:00:00,2022-03-16 14:00:00,107.58,0.37,
2022-03-16 14:00:00,2022-03-16 15:00:00,85.15,0.44,
2022-03-16 15:00:00,2022-03-16 16:00:00,71.22,0.52,
2022-03-16 16:00:00,2022-03-16 17:00:00,63.8,0.44,
2022-03-16 17:00:00,2022-03-16 18:00:00,68.95,0.47,
2022-03-16 18:00:00,2022-03-16 19:00:00,76.35,0.82,
2022-03-16 19:00:00,2022-03-16 20:00:00,90.95,0.97,
2022-03-16 20:00:00,2022-03-16 21:00:00,95.32,0.97,
2022-03-16 21:00:00,2022-03-16 22:00:00,83.78,1.16,
2022-03-16 22:00:00,2022-03-16 23:00:00,102.18,1.55,
2022-03-16 23:00:00,2022-03-17 00:00:00,124.3,1.65,
2022-03-17 00:00:00,2022-03-17 01:00:00,136.98,1.47,
2022-03-17 01:00:00,2022-03-17 02:00:00,151.35,1.19,
2022-03-17 02:00:00,2022-03-17 03:00:00,153.03,1.19,
2022-03-17 03:00:00,2022-03-17 04:00:00,165.55,1.53,
2022-03-17 04:00:00,2022-03-17 05:00:00,178.45,1.04,
2022-03-17 05:00:00,2022-03-17 06:00:00,162.97,0.81,
2022-03-17 06:00:00,2022-03-17 07:00:00,166.93,1.19,
2022-03-17 07:00:00,2022-03-17 08:00:00,162.35,1.27,
2022-03-17 08:00:00,2022-03-17 09:00:00,155.0,1.11,
2022-03-17 09:00:00,2022-03-17 10:00:00,183.58,1.29,
2022-03-17 10:00:00,2022-03-17 11:00:00,194.85,0.78,
2022-03-17 11:00:00,2022-03-17 12:00:00,155.95,0.33,
2022-03-17 12:00:00,2022-03-17 13:00:00,114.78,0.3,
2022-03-17 13:00:00,2022-03-17 14:00:00,94.35,0.3,
2022-03-17 14:00:00,2022-03-17 15:00:00,88.8,0.55,
2022-03-17 15:00:00,2022-03-17 16:00:00,81.4,0.5,
2022-03-17 16:00:00,2022-03-17 17:00:00,63.32,0.43,
2022-03-17 17:00:00,2022-03-17 18:00:00,72.17,0.57,
2022-03-17 18:00:00,2022-03-17 19:00:00,79.0,0.65,
2022-03-17 19:00:00,2022-03-17 20:00:00,97.63,0.88,
2022-03-17 20:00:00,2022-03-17 21:00:00,126.73,1.01,
2022-03-17 21:00:00,2022-03-17 22:00:00,127.35,1.0,
2022-03-17 22:00:00,2022-03-17 23:00:00,130.65,0.94,
2022-03-17 23:00:00,2022-03-18 00:00:00,131.2,0.98,
2022-03-18 00:00:00,2022-03-18 01:00:00,137.1,0.68,
2022-03-18 01:00:00,2022-03-18 02:00:00,147.15,0.69,
2022-03-18 02:00:00,2022-03-18 03:00:00,176.0,0.75,
2022-03-18 03:00:00,2022-03-18 04:00:00,197.67,0.98,
2022-03-18 04:00:00,2022-03-18 05:00:00,208.13,1.67,
2022-03-18 05:00:00,2022-03-18 06:00:00,216.2,1.69,
2022-03-18 06:00:00,2022-03-18 07:00:00,222.55,1.38,
2022-03-18 07:00:00,2022-03-18 08:00:00,222.9,1.44,
2022-03-18 08:00:00,2022-03-18 09:00:00,225.45,1.47,
2022-03-18 09:00:00,2022-03-18 10:00:00,248.8,1.27,
2022-03-18 10:00:00,2022-03-18 11:00:00,239.93,1.01,
2022-03-18 11:00:00,2022-03-18 12:00:00,204.2,0.7,
2022-03-18 12:00:00,2022-03-18 13:00:00,164.95,0.32,
2022-03-18 13:00:00,2022-03-18 14:00:00,110.67,0.33,
2022-03-18 14:00:00,2022-03-18 15:00:00,110.37,0.36,
2022-03-18 15:00:00,2022-03-18 16:00:00,92.98,0.34,
2022-03-18 16:00:00,2022-03-18 17:00:00,76.05,0.32,
2022-03-18 17:00:00,2022-03-18 18:00:00,79.2,0.31,
2022-03-18 18:00:00,2022-03-18 19:00:00,82.3,0.77,
2022-03-18 19:00:00,2022-03-18 20:00:00,101.8,0.89,
2022-03-18 20:00:00,2022-03-18 21:00:00,100.35,0.59,
2022-03-18 21:00:00,2022-03-18 22:00:00,105.47,0.68,
2022-03-18 22:00:00,2022-03-18 23:00:00,121.4,0.67,
2022-03-18 23:00:00,2022-03-19 00:00:00,106.0,0.65,
2022-03-19 00:00:00,2022-03-19 01:00:00,96.1,0.38,
2022-03-19 01:00:00,2022-03-19 02:00:00,105.6,0.35,
2022-03-19 02:00:00,2022-03-19 03:00:00,93.85,0.72,
2022-03-19 03:00:00,2022-03-19 04:00:00,102.5,0.73,
2022-03-19 04:00:00,2022-03-19 05:00:00,127.6,0.34,
2022-03-19 05:00:00,2022-03-19 06:00:00,125.18,0.35,
2022-03-19 06:00:00,2022-03-19 07:00:00,117.67,0.34,
2022-03-19 07:00:00,2022-03-19 08:00:00,110.0,0.34,
2022-03-19 08:00:00,2022-03-19 09:00:00,116.0,0.41,
2022-03-19 09:00:00,2022-03-19 10:00:00,121.57,0.5,
2022-03-19 10:00:00,2022-03-19 11:00:00,132.15,0.85,
2022-03-19 11:00:00,2022-03-19 12:00:00,147.43,0.64,
2022-03-19 12:00:00,2022-03-19 13:00:00,140.85,0.56,
2022-03-19 13:00:00,2022-03-19 14:00:00,119.52,0.39,
2022-03-19 14:00:00,2022-03-19 15:00:00,107.92,0.32,
2022-03-19 15:00:00,2022-03-19 16:00:00,92.0,0.31,
2022-03-19 16:00:00,2022-03-19 17:00:00,99.73,0.45,
2022-03-19 17:00:00,2022-03-19 18:00:00,94.35,0.46,
2022-03-19 18:00:00,2022-03-19 19:00:00,84.5,0.34,
2022-03-19 19:00:00,2022-03-19 20:00:00,98.9,0.47,
2022-03-19 20:00:00,2022-03-19 21:00:00,116.8,0.38,
2022-03-19 21:00:00,2022-03-19 22:00:00,125.05,0.36,
2022-03-19 22:00:00,2022-03-19 23:00:00,124.3,0.57,
2022-03-19 23:00:00,2022-03-20 00:00:00,105.4,0.4,
2022-03-20 00:00:00,2022-03-20 01:00:00,89.58,0.43,
2022-03-20 01:00:00,2022-03-20 02:00:00,103.35,0.39,
2022-03-20 02:00:00,2022-03-20 03:00:00,100.05,0.36,
2022-03-20 03:00:00,2022-03-20 04:00:00,114.53,0.37,
2022-03-20 04:00:00,2022-03-20 05:00:00,111.8,0.52,
2022-03-20 05:00:00,2022-03-20 06:00:00,120.8,0.58,
2022-03-20 06:00:00,2022-03-20 07:00:00,138.25,1.05,
2022-03-20 07:00:00,2022-03-20 08:00:00,150.58,1.15,
2022-03-20 08:00:00,2022-03-20 09:00:00,147.33,0.94,
2022-03-20 09:00:00,2022-03-20 10:00:00,174.15,0.82,
2022-03-20 10:00:00,2022-03-20 11:00:00,136.18,0.73,
2022-03-20 11:00:00,2022-03-20 12:00:00,120.45,0.59,
2022-03-20 12:00:00,2022-03-20 13:00:00,107.1,0.42,
2022-03-20 13:00:00,2022-03-20 14:00:00,86.2,0.4,
2022-03-20 14:00:00,2022-03-20 15:00:00,72.53,0.32,
2022-03-20 15:00:00,2022-03-20 16:00:00,54.3,0.3,
