From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),RF (mm)
2021-11-25 21:00:00,2021-11-25 22:00:00,33.25,53.25,1.48,0.8,1.5,0.53,15.95,29.92,92.75,0.3,,13.0,759.5,0.5
2021-11-25 22:00:00,2021-11-25 23:00:00,26.25,50.5,1.93,0.2,1.5,0.53,19.57,29.9,96.0,0.45,,13.75,759.5,2.5
2021-11-25 23:00:00,2021-11-26 00:00:00,12.0,22.0,1.15,0.4,1.02,0.72,19.22,30.03,97.75,0.62,,14.0,758.25,14.5
2021-11-26 00:00:00,2021-11-26 01:00:00,12.0,13.0,1.6,0.37,1.32,0.53,14.47,30.27,99.0,0.3,,13.75,757.25,0.25
2021-11-26 01:00:00,2021-11-26 02:00:00,14.5,17.25,1.52,0.45,1.5,0.43,13.65,30.63,99.0,0.3,,13.0,755.75,0.25
2021-11-26 02:00:00,2021-11-26 03:00:00,23.0,30.0,1.73,0.4,1.38,0.55,13.72,30.85,99.0,0.33,,13.0,755.0,0.25
2021-11-26 03:00:00,2021-11-26 04:00:00,26.0,30.0,1.15,0.9,0.98,0.73,12.43,30.6,99.0,0.3,,13.0,754.25,4.75
2021-11-26 04:00:00,2021-11-26 05:00:00,25.75,30.25,1.63,,1.18,0.48,14.3,29.42,99.0,0.55,,13.0,754.0,1.25
2021-11-26 05:00:00,2021-11-26 06:00:00,24.0,31.75,1.53,,1.07,0.62,14.6,29.52,98.0,0.85,,13.0,754.75,0.0
2021-11-26 06:00:00,2021-11-26 07:00:00,22.5,35.5,1.55,0.3,1.18,0.62,15.55,29.48,96.75,0.83,,14.25,756.25,0.25
2021-11-26 07:00:00,2021-11-26 08:00:00,26.75,38.5,1.65,0.4,1.28,0.62,14.38,29.6,96.25,0.75,,18.5,757.75,0.25
2021-11-26 08:00:00,2021-11-26 09:00:00,26.0,34.0,0.98,0.42,1.05,0.6,18.05,30.23,96.75,1.02,,53.0,759.0,2.5
2021-11-26 09:00:00,2021-11-26 10:00:00,21.0,36.0,1.52,0.42,1.48,0.65,18.65,30.8,96.75,1.1,,100.0,760.5,0.0
2021-11-26 10:00:00,2021-11-26 11:00:00,21.0,36.0,1.78,0.3,1.6,0.5,17.98,30.95,95.0,1.23,,190.75,760.25,0.0
2021-11-26 11:00:00,2021-11-26 12:00:00,19.0,26.0,1.47,0.15,1.18,0.67,18.4,30.82,92.75,1.8,,172.5,758.0,0.0
2021-11-26 12:00:00,2021-11-26 13:00:00,18.75,25.75,1.88,0.3,1.58,0.4,16.2,29.53,91.0,1.98,,63.5,756.25,0.25
2021-11-26 13:00:00,2021-11-26 14:00:00,14.25,22.5,1.75,,1.23,0.58,16.25,29.52,97.0,1.62,,21.75,755.0,10.75
2021-11-26 14:00:00,2021-11-26 15:00:00,5.5,14.75,1.5,0.33,1.32,0.45,19.7,29.38,98.33,0.62,,35.0,753.75,4.0
2021-11-26 15:00:00,2021-11-26 16:00:00,12.25,14.25,1.4,0.2,1.1,0.6,17.02,29.45,99.0,1.15,,30.25,754.0,10.0
2021-11-26 16:00:00,2021-11-26 17:00:00,8.75,19.25,0.8,0.7,1.0,0.5,14.6,30.17,99.0,1.95,,34.0,754.25,0.0
2021-11-26 17:00:00,2021-11-26 18:00:00,12.33,35.33,1.0,0.7,1.2,0.57,14.53,30.77,98.67,0.53,,15.0,754.67,0.0
2021-11-26 18:00:00,2021-11-26 19:00:00,24.5,38.75,1.15,0.75,1.38,0.58,16.7,30.8,98.0,1.0,,13.0,756.0,0.0
2021-11-26 19:00:00,2021-11-26 20:00:00,17.5,27.0,1.4,0.6,1.35,0.62,18.05,30.62,98.5,1.23,,13.0,757.5,0.25
2021-11-26 20:00:00,2021-11-26 21:00:00,26.25,31.0,1.52,0.57,1.55,0.35,19.23,29.3,99.0,0.45,,13.0,758.0,0.25
2021-11-26 21:00:00,2021-11-26 22:00:00,44.25,57.25,1.32,0.4,1.27,0.35,20.57,29.27,97.5,1.05,,13.0,758.75,0.5
2021-11-26 22:00:00,2021-11-26 23:00:00,28.0,39.5,1.52,0.1,1.2,0.6,17.08,29.2,98.75,1.3,,13.0,758.25,5.0
2021-11-26 23:00:00,2021-11-27 00:00:00,14.25,23.0,1.9,0.2,1.55,0.53,18.82,29.3,98.33,1.28,,13.0,757.5,5.5
2021-11-27 00:00:00,2021-11-27 01:00:00,20.0,33.75,1.65,0.3,1.27,0.7,19.68,30.02,99.0,1.02,,13.0,757.5,1.25
2021-11-27 01:00:00,2021-11-27 02:00:00,24.75,37.5,1.6,,1.2,0.73,18.7,30.48,,0.65,,13.75,756.5,1.25
2021-11-27 02:00:00,2021-11-27 03:00:00,19.5,31.5,1.42,0.45,1.25,0.62,16.07,30.55,,1.02,,14.0,755.0,2.5
2021-11-27 03:00:00,2021-11-27 04:00:00,19.0,28.5,1.82,,1.45,0.57,16.2,30.35,,0.9,,14.0,755.0,1.75
2021-11-27 04:00:00,2021-11-27 05:00:00,27.25,31.5,1.57,0.1,1.3,0.4,15.8,29.1,,1.25,,14.0,755.0,4.5
2021-11-27 05:00:00,2021-11-27 06:00:00,15.75,24.5,1.77,,1.25,0.55,15.1,29.13,,2.03,,14.0,756.0,7.25
2021-11-27 06:00:00,2021-11-27 07:00:00,16.25,18.25,1.62,,1.1,0.65,15.15,29.12,,1.2,,14.0,758.0,5.25
2021-11-27 07:00:00,2021-11-27 08:00:00,20.0,22.0,1.38,0.1,1.1,0.65,14.43,29.18,,1.1,,17.5,759.0,1.0
2021-11-27 08:00:00,2021-11-27 09:00:00,37.0,46.0,1.73,0.2,1.35,0.62,14.22,29.82,,0.58,,65.5,760.5,1.25
2021-11-27 09:00:00,2021-11-27 10:00:00,37.75,47.5,1.98,0.28,1.75,0.62,14.8,30.18,99.0,1.02,,110.5,759.5,0.5
2021-11-27 10:00:00,2021-11-27 11:00:00,42.25,54.25,2.05,0.47,1.9,0.5,14.82,30.42,98.5,1.35,,153.0,759.25,0.0
2021-11-27 11:00:00,2021-11-27 12:00:00,43.0,52.0,1.7,0.2,1.43,0.7,14.6,30.53,96.33,1.4,,193.33,758.33,0.0
2021-11-27 12:00:00,2021-11-27 13:00:00,30.5,38.0,1.8,,1.32,0.55,20.45,29.27,94.25,0.68,,220.0,756.75,0.0
2021-11-27 13:00:00,2021-11-27 14:00:00,22.5,41.5,1.4,,1.07,0.58,23.1,29.4,88.25,1.23,,290.25,755.75,0.0
2021-11-27 14:00:00,2021-11-27 15:00:00,3.5,16.75,1.45,0.15,1.17,0.55,17.65,29.45,86.25,1.08,,257.75,754.25,0.0
2021-11-27 15:00:00,2021-11-27 16:00:00,7.25,18.25,1.45,0.3,1.25,0.58,22.03,29.5,87.75,1.3,,183.5,754.0,0.0
2021-11-27 16:00:00,2021-11-27 17:00:00,13.25,19.25,1.53,0.5,1.38,0.42,24.62,29.3,89.5,0.68,,120.25,754.75,0.0
2021-11-27 17:00:00,2021-11-27 18:00:00,9.75,24.5,1.67,0.9,1.52,0.57,22.07,29.27,93.0,0.38,,22.5,755.5,0.0
2021-11-27 18:00:00,2021-11-27 19:00:00,6.75,13.75,1.2,0.6,1.17,0.6,16.2,29.25,96.25,0.45,,13.0,757.0,1.25
2021-11-27 19:00:00,2021-11-27 20:00:00,9.75,20.0,1.62,0.53,1.57,0.47,15.92,29.27,98.5,0.3,,13.0,758.75,9.75
2021-11-27 20:00:00,2021-11-27 21:00:00,10.75,13.25,1.48,0.5,1.45,0.55,15.65,29.93,99.0,0.3,,13.0,758.5,2.0
2021-11-27 21:00:00,2021-11-27 22:00:00,9.75,14.0,1.57,0.88,1.75,0.4,17.0,30.27,,0.3,,13.0,758.0,1.75
2021-11-27 22:00:00,2021-11-27 23:00:00,18.25,23.5,1.7,0.97,1.92,0.27,14.68,30.45,,0.3,,13.0,758.0,0.0
2021-11-27 23:00:00,2021-11-28 00:00:00,18.5,23.75,1.55,0.83,1.72,0.42,15.1,30.5,,0.47,,13.0,757.25,0.0
2021-11-28 00:00:00,2021-11-28 01:00:00,20.5,23.25,1.6,0.47,1.5,0.6,14.22,29.33,,0.33,,13.0,757.0,0.25
2021-11-28 01:00:00,2021-11-28 02:00:00,31.0,33.0,1.03,0.6,1.15,0.57,14.05,29.2,,0.65,,13.0,755.5,4.0
2021-11-28 02:00:00,2021-11-28 03:00:00,12.0,19.0,1.32,0.27,1.2,0.6,16.6,29.2,,1.0,,13.0,755.0,0.0
2021-11-28 03:00:00,2021-11-28 04:00:00,10.5,17.5,2.0,,1.52,0.57,15.93,29.23,,0.85,,13.0,754.5,0.0
2021-11-28 04:00:00,2021-11-28 05:00:00,6.0,11.5,1.35,0.2,1.0,0.73,14.88,29.77,,0.4,,13.0,755.25,0.25
2021-11-28 05:00:00,2021-11-28 06:00:00,6.0,7.0,1.28,0.3,1.1,0.65,12.98,30.1,,0.3,,13.0,756.5,0.25
2021-11-28 06:00:00,2021-11-28 07:00:00,,,1.45,0.37,1.25,0.68,15.22,30.18,,0.3,,23.5,758.0,0.0
2021-11-28 07:00:00,2021-11-28 08:00:00,14.0,17.0,1.73,0.5,1.68,0.45,14.9,30.27,,0.3,,73.75,758.75,3.5
2021-11-28 08:00:00,2021-11-28 09:00:00,16.25,20.5,1.62,0.87,1.8,0.28,17.93,29.32,98.0,0.62,,152.25,761.25,0.0
2021-11-28 09:00:00,2021-11-28 10:00:00,19.25,27.0,1.25,0.7,1.18,0.58,17.88,29.68,89.5,2.72,,469.0,761.5,0.0
2021-11-28 10:00:00,2021-11-28 11:00:00,7.5,13.75,1.53,0.5,1.23,0.72,21.6,29.7,88.5,1.85,,266.5,760.75,0.0
2021-11-28 11:00:00,2021-11-28 12:00:00,5.25,9.0,1.48,0.5,1.12,0.8,22.55,29.68,87.75,1.12,,290.25,759.5,0.0
2021-11-28 12:00:00,2021-11-28 13:00:00,3.75,6.5,1.73,0.85,1.05,0.65,17.5,30.12,93.25,0.38,,101.5,757.5,1.0
2021-11-28 13:00:00,2021-11-28 14:00:00,6.0,8.0,1.6,0.15,1.28,0.68,16.45,30.62,94.75,0.8,,123.0,756.75,0.25
2021-11-28 14:00:00,2021-11-28 15:00:00,,,1.42,0.47,1.3,0.55,17.95,30.9,93.75,0.7,,286.5,756.0,0.0
2021-11-28 15:00:00,2021-11-28 16:00:00,,4.0,2.1,,1.42,0.57,17.27,31.05,89.25,1.23,,193.5,756.25,0.0
2021-11-28 16:00:00,2021-11-28 17:00:00,,4.0,1.73,0.3,1.4,0.4,17.82,29.47,94.5,0.93,,35.75,757.0,1.25
2021-11-28 17:00:00,2021-11-28 18:00:00,4.0,,1.45,0.3,1.05,0.47,17.65,29.25,98.33,0.3,,14.25,758.0,7.0
2021-11-28 18:00:00,2021-11-28 19:00:00,4.25,10.0,2.1,0.2,1.6,0.35,14.7,29.2,,0.38,,13.0,758.0,0.25
2021-11-28 19:00:00,2021-11-28 20:00:00,5.0,10.0,1.77,0.57,1.77,0.28,13.65,29.25,,0.3,,13.0,759.25,0.0
2021-11-28 20:00:00,2021-11-28 21:00:00,9.0,13.0,1.52,0.55,1.5,0.6,20.1,29.85,,0.65,,13.0,761.75,0.5
2021-11-28 21:00:00,2021-11-28 22:00:00,8.0,12.25,1.77,0.33,1.55,0.62,21.25,30.18,,0.53,,13.0,761.25,0.25
2021-11-28 22:00:00,2021-11-28 23:00:00,4.75,11.25,1.98,0.4,1.78,0.55,14.43,30.22,,0.32,,13.0,761.0,0.0
2021-11-28 23:00:00,2021-11-29 00:00:00,6.25,15.5,2.12,0.1,1.73,0.53,14.1,30.25,,0.45,,12.75,760.25,0.0
2021-11-29 00:00:00,2021-11-29 01:00:00,12.75,18.0,1.77,0.23,1.52,0.47,15.93,29.28,,0.3,,13.0,759.75,0.0
2021-11-29 01:00:00,2021-11-29 02:00:00,12.0,21.0,1.8,0.1,1.4,0.55,16.55,29.2,,0.65,,13.0,758.0,0.0
2021-11-29 02:00:00,2021-11-29 03:00:00,5.0,,1.6,0.1,1.27,0.65,14.1,29.18,,1.03,,13.0,757.25,0.0
2021-11-29 03:00:00,2021-11-29 04:00:00,5.0,,1.73,,1.18,0.62,15.98,29.13,,0.4,,13.0,757.0,0.0
2021-11-29 04:00:00,2021-11-29 05:00:00,22.0,26.0,1.33,0.35,1.3,0.67,16.17,29.65,,0.33,,13.0,757.5,0.0
2021-11-29 05:00:00,2021-11-29 06:00:00,24.25,28.0,1.68,0.5,1.35,0.67,17.77,29.92,,0.53,,12.75,757.5,0.0
2021-11-29 06:00:00,2021-11-29 07:00:00,28.75,34.5,1.6,0.35,1.48,0.53,18.17,30.05,,0.5,,19.75,758.75,0.0
2021-11-29 07:00:00,2021-11-29 08:00:00,25.25,37.75,1.67,0.57,1.68,0.47,18.73,30.1,99.0,0.45,,80.25,760.75,0.0
2021-11-29 08:00:00,2021-11-29 09:00:00,32.25,42.25,2.25,0.45,1.88,0.43,17.1,29.25,98.0,0.7,,118.75,762.0,0.0
2021-11-29 09:00:00,2021-11-29 10:00:00,28.0,40.75,2.23,0.8,1.9,0.42,16.8,29.13,97.0,0.42,,141.75,762.75,0.0
2021-11-29 10:00:00,2021-11-29 11:00:00,39.25,44.75,2.05,0.87,1.98,0.57,18.95,29.2,94.75,0.7,,136.0,762.75,2.5
2021-11-29 11:00:00,2021-11-29 12:00:00,37.0,50.0,2.02,0.87,1.98,0.55,19.65,29.23,94.75,0.5,,144.75,761.75,1.5
2021-11-29 12:00:00,2021-11-29 13:00:00,21.0,32.0,1.12,0.92,1.45,0.67,14.82,29.68,94.0,1.0,,201.25,760.75,0.0
2021-11-29 13:00:00,2021-11-29 14:00:00,21.0,32.0,1.97,0.4,1.83,0.75,13.43,30.47,90.75,0.5,,244.0,758.5,0.0
2021-11-29 14:00:00,2021-11-29 15:00:00,8.0,11.0,2.17,0.3,1.73,0.65,15.7,30.48,95.25,0.38,,38.25,758.25,14.5
2021-11-29 15:00:00,2021-11-29 16:00:00,10.25,14.25,1.27,1.15,1.65,0.45,17.05,30.42,98.0,0.3,,96.75,756.0,1.0
2021-11-29 16:00:00,2021-11-29 17:00:00,19.0,25.25,1.1,0.78,1.3,0.45,19.9,29.6,97.0,0.3,,65.0,756.5,0.0
2021-11-29 17:00:00,2021-11-29 18:00:00,27.5,32.75,1.38,1.7,2.02,0.3,21.35,29.2,96.5,0.3,,18.25,757.25,0.0
2021-11-29 18:00:00,2021-11-29 19:00:00,39.5,50.25,2.12,2.3,2.93,0.1,22.88,29.18,97.5,0.3,,13.0,758.75,0.0
2021-11-29 19:00:00,2021-11-29 20:00:00,50.75,67.75,1.48,1.8,2.15,0.28,27.23,29.13,98.0,0.3,,13.0,760.0,0.0
2021-11-29 20:00:00,2021-11-29 21:00:00,43.25,62.25,1.07,1.38,1.62,0.55,20.07,29.7,98.5,0.3,,13.0,760.75,0.25
2021-11-29 21:00:00,2021-11-29 22:00:00,41.5,57.25,1.75,1.38,2.15,0.35,20.38,30.15,99.0,0.3,,13.0,761.0,0.0
2021-11-29 22:00:00,2021-11-29 23:00:00,45.75,62.75,1.52,2.17,2.4,0.3,21.02,30.25,,0.3,,13.0,761.0,0.0
2021-11-29 23:00:00,2021-11-30 00:00:00,52.0,72.0,1.75,1.45,2.2,0.45,19.4,30.3,,0.3,,13.0,760.0,0.0
2021-11-30 00:00:00,2021-11-30 01:00:00,46.0,57.0,1.88,0.82,1.98,0.53,18.75,29.5,,0.3,,13.0,759.25,0.25
2021-11-30 01:00:00,2021-11-30 02:00:00,17.0,33.0,1.8,0.62,1.8,0.57,19.35,29.13,,0.3,,13.0,758.75,0.0
2021-11-30 02:00:00,2021-11-30 03:00:00,17.75,32.25,1.9,0.42,1.75,0.65,20.82,29.1,,0.3,,13.0,758.0,0.0
2021-11-30 03:00:00,2021-11-30 04:00:00,17.5,28.75,1.7,1.0,1.93,0.57,21.08,29.13,,0.3,,13.0,757.25,0.0
2021-11-30 04:00:00,2021-11-30 05:00:00,10.0,24.5,1.28,0.45,1.12,0.88,18.22,29.67,,0.3,,13.0,757.0,0.0
2021-11-30 05:00:00,2021-11-30 06:00:00,10.0,23.0,1.47,0.55,1.5,0.75,18.1,30.0,,0.3,,13.0,758.25,0.0
2021-11-30 06:00:00,2021-11-30 07:00:00,38.0,49.0,1.67,1.18,2.0,0.55,19.32,30.15,,0.3,,35.5,760.25,0.0
2021-11-30 07:00:00,2021-11-30 08:00:00,35.25,46.75,1.38,1.45,1.85,0.43,19.73,30.58,97.0,0.3,,121.75,761.5,0.0
2021-11-30 08:00:00,2021-11-30 09:00:00,27.0,40.25,2.22,0.3,1.88,0.67,17.83,29.9,89.5,0.88,,271.5,763.5,0.0
2021-11-30 09:00:00,2021-11-30 10:00:00,28.5,43.5,1.75,0.1,1.4,0.7,16.55,29.77,85.75,1.47,,360.5,764.0,0.0
2021-11-30 10:00:00,2021-11-30 11:00:00,33.5,48.25,1.32,0.1,1.1,0.7,18.68,29.82,82.75,1.55,,411.25,763.75,0.0
2021-11-30 11:00:00,2021-11-30 12:00:00,31.25,37.75,1.65,,1.2,0.78,20.43,29.9,80.75,2.18,,596.0,762.75,0.0
2021-11-30 12:00:00,2021-11-30 13:00:00,19.75,31.0,1.1,0.3,0.98,0.77,16.32,30.4,79.5,2.33,,527.0,760.5,0.0
2021-11-30 13:00:00,2021-11-30 14:00:00,19.0,31.25,1.1,0.2,0.75,0.85,15.82,31.12,82.0,1.67,,411.0,758.5,0.0
2021-11-30 14:00:00,2021-11-30 15:00:00,19.75,32.25,1.42,,0.92,0.7,17.6,31.22,80.5,1.12,,367.75,757.5,0.0
2021-11-30 15:00:00,2021-11-30 16:00:00,22.25,33.75,1.6,,1.1,0.67,15.7,31.22,80.75,1.23,,258.75,757.0,0.0
2021-11-30 16:00:00,2021-11-30 17:00:00,26.0,38.75,1.55,0.2,1.15,0.55,14.65,30.07,85.25,0.77,,122.0,756.25,0.0
2021-11-30 17:00:00,2021-11-30 18:00:00,34.5,46.0,0.93,0.57,0.98,0.55,15.3,29.77,89.5,0.4,,39.25,757.25,3.5
2021-11-30 18:00:00,2021-11-30 19:00:00,35.25,44.25,1.55,0.57,1.43,0.5,16.1,29.7,95.25,0.3,,13.0,758.0,0.0
2021-11-30 19:00:00,2021-11-30 20:00:00,42.25,51.0,1.92,0.55,1.85,0.53,14.82,29.75,94.0,0.3,,13.5,759.75,0.0
2021-11-30 20:00:00,2021-11-30 21:00:00,41.5,57.0,1.3,0.5,1.33,0.73,16.25,30.12,92.25,0.65,,14.0,760.75,0.0
2021-11-30 21:00:00,2021-11-30 22:00:00,38.25,48.75,1.73,0.3,1.48,0.73,15.3,30.75,90.25,0.55,,13.5,761.75,0.25
2021-11-30 22:00:00,2021-11-30 23:00:00,41.5,51.5,1.9,0.2,1.65,0.65,14.4,30.9,92.75,0.67,,13.0,761.5,0.5
2021-11-30 23:00:00,2021-12-01 00:00:00,40.0,53.0,1.3,0.55,1.23,0.7,13.57,30.97,92.0,0.7,,13.0,761.33,0.0
2021-12-01 00:00:00,2021-12-01 01:00:00,39.25,51.5,1.92,0.1,1.45,0.65,17.32,29.95,90.25,0.6,,13.0,760.0,0.0
2021-12-01 01:00:00,2021-12-01 02:00:00,36.75,54.25,1.52,0.2,1.15,0.6,17.45,29.52,89.75,0.35,,13.0,759.5,0.0
2021-12-01 02:00:00,2021-12-01 03:00:00,37.25,56.75,1.15,0.2,0.95,0.75,18.77,29.5,91.75,0.3,,13.0,758.5,0.0
2021-12-01 03:00:00,2021-12-01 04:00:00,43.0,54.25,1.15,0.2,1.0,0.72,18.05,29.35,94.5,0.3,,13.0,758.0,0.0
2021-12-01 04:00:00,2021-12-01 05:00:00,47.5,59.75,1.68,0.3,1.3,0.65,21.3,29.77,96.0,0.3,,13.0,758.0,0.0
2021-12-01 05:00:00,2021-12-01 06:00:00,41.75,61.75,1.65,0.35,1.35,0.7,21.48,30.42,96.0,0.3,,13.0,758.75,0.0
2021-12-01 06:00:00,2021-12-01 07:00:00,38.0,52.0,1.77,0.33,1.55,0.68,14.9,30.68,96.75,0.3,,24.75,759.25,0.0
2021-12-01 07:00:00,2021-12-01 08:00:00,57.0,67.0,1.95,0.27,1.75,0.65,14.25,30.95,90.75,0.42,,124.0,760.5,0.0
2021-12-01 08:00:00,2021-12-01 09:00:00,53.5,64.25,1.58,0.23,1.38,0.67,16.82,30.27,83.0,1.23,,265.0,761.5,0.0
2021-12-01 09:00:00,2021-12-01 10:00:00,42.0,57.5,2.0,,1.45,0.67,16.73,29.93,81.25,1.07,,253.5,761.75,0.0
2021-12-01 10:00:00,2021-12-01 11:00:00,42.75,62.25,1.93,,1.38,0.82,15.0,29.95,79.75,1.65,,416.25,761.25,0.0
2021-12-01 11:00:00,2021-12-01 12:00:00,53.0,63.5,1.55,0.2,1.15,0.8,13.97,30.0,78.0,1.25,,370.25,759.5,0.0
2021-12-01 12:00:00,2021-12-01 13:00:00,48.5,64.75,1.47,,1.18,0.7,16.8,30.45,79.0,1.68,,418.25,758.0,0.0
2021-12-01 13:00:00,2021-12-01 14:00:00,44.75,64.0,1.5,,1.02,0.82,16.3,31.12,76.5,1.55,,360.75,756.5,0.0
2021-12-01 14:00:00,2021-12-01 15:00:00,46.5,66.25,1.4,0.1,1.0,0.77,15.5,31.25,77.25,1.1,,261.0,756.0,0.0
2021-12-01 15:00:00,2021-12-01 16:00:00,46.75,72.75,1.48,,1.1,0.72,13.77,31.23,79.0,0.93,,177.75,755.75,0.0
2021-12-01 16:00:00,2021-12-01 17:00:00,52.5,73.5,1.85,,1.2,0.68,16.77,30.18,79.75,0.88,,125.0,756.0,0.0
2021-12-01 17:00:00,2021-12-01 18:00:00,56.0,81.25,1.68,0.4,1.32,0.62,15.85,29.75,81.25,0.68,,25.75,756.0,0.0
2021-12-01 18:00:00,2021-12-01 19:00:00,63.75,95.25,1.62,0.3,1.38,0.62,17.78,29.85,84.25,0.35,,14.0,757.5,0.0
2021-12-01 19:00:00,2021-12-01 20:00:00,69.25,106.75,1.32,0.45,1.32,0.67,18.83,29.8,85.25,0.35,,14.0,759.0,0.0
2021-12-01 20:00:00,2021-12-01 21:00:00,69.0,101.5,1.53,0.37,1.42,0.62,14.58,30.05,86.0,0.35,,14.0,760.0,0.0
2021-12-01 21:00:00,2021-12-01 22:00:00,64.25,96.75,1.55,0.35,1.42,0.8,13.83,30.65,85.0,0.38,,14.0,760.5,0.0
2021-12-01 22:00:00,2021-12-01 23:00:00,59.5,94.75,1.75,0.15,1.45,0.73,12.8,30.85,85.25,0.35,,13.75,760.5,0.0
2021-12-01 23:00:00,2021-12-02 00:00:00,59.75,89.5,1.12,0.17,0.95,0.67,13.8,30.88,85.0,0.3,,13.0,760.0,0.0
2021-12-02 00:00:00,2021-12-02 01:00:00,54.0,81.0,1.62,0.4,1.2,0.72,13.93,29.98,84.25,0.3,,13.0,759.25,0.0
2021-12-02 01:00:00,2021-12-02 02:00:00,49.25,69.25,1.82,0.25,1.4,0.65,15.97,29.38,85.75,0.3,,13.0,758.25,0.0
2021-12-02 02:00:00,2021-12-02 03:00:00,52.5,73.0,1.5,0.47,1.42,0.55,12.73,29.35,88.0,0.3,,13.0,757.25,0.0
2021-12-02 03:00:00,2021-12-02 04:00:00,51.5,79.5,1.77,0.2,1.32,0.7,11.62,29.25,90.0,0.3,,13.0,757.0,0.0
2021-12-02 04:00:00,2021-12-02 05:00:00,52.5,72.5,1.38,0.5,1.15,0.7,13.68,29.53,90.0,0.3,,13.0,757.5,0.0
2021-12-02 05:00:00,2021-12-02 06:00:00,50.25,77.0,1.77,0.4,1.4,0.7,13.55,30.27,90.0,0.3,,13.0,758.0,0.0
2021-12-02 06:00:00,2021-12-02 07:00:00,50.75,92.25,1.7,0.33,1.52,0.62,20.15,30.57,90.25,0.3,,29.0,759.0,0.0
2021-12-02 07:00:00,2021-12-02 08:00:00,60.5,113.0,1.8,0.45,1.7,0.57,22.1,30.93,86.5,0.32,,136.0,760.5,0.0
2021-12-02 08:00:00,2021-12-02 09:00:00,60.75,113.25,1.55,0.55,1.55,0.62,21.3,30.25,79.75,0.65,,230.0,762.0,0.0
2021-12-02 09:00:00,2021-12-02 10:00:00,46.5,90.5,1.3,0.87,1.52,0.57,29.85,29.85,73.75,1.02,,399.75,762.0,0.0
2021-12-02 10:00:00,2021-12-02 11:00:00,38.75,71.0,1.55,0.1,1.25,0.8,25.82,30.02,68.5,1.73,,526.25,762.0,0.0
2021-12-02 11:00:00,2021-12-02 12:00:00,29.0,61.0,1.9,,1.5,0.7,25.12,30.0,67.0,1.7,,565.25,760.75,0.0
2021-12-02 12:00:00,2021-12-02 13:00:00,28.75,58.75,1.67,,1.27,0.68,28.88,30.35,66.25,1.73,,556.25,759.0,0.0
2021-12-02 13:00:00,2021-12-02 14:00:00,28.0,57.75,1.4,,1.07,0.75,17.12,31.03,65.75,1.8,,527.25,757.5,0.0
2021-12-02 14:00:00,2021-12-02 15:00:00,25.25,49.25,1.32,,0.97,0.67,17.85,31.25,65.75,1.93,,422.5,757.0,0.0
2021-12-02 15:00:00,2021-12-02 16:00:00,21.75,57.0,1.9,,1.2,0.77,15.72,31.2,68.75,1.35,,233.75,756.0,0.0
2021-12-02 16:00:00,2021-12-02 17:00:00,37.5,72.75,1.8,,1.18,0.68,15.95,30.35,71.75,1.07,,115.5,756.0,0.0
2021-12-02 17:00:00,2021-12-02 18:00:00,46.0,90.5,1.6,0.2,1.2,0.65,16.2,29.85,78.25,0.62,,32.25,756.25,0.0
2021-12-02 18:00:00,2021-12-02 19:00:00,58.25,111.75,1.68,0.3,1.38,0.77,21.15,30.02,81.25,0.73,,13.0,757.5,0.0
2021-12-02 19:00:00,2021-12-02 20:00:00,58.5,117.5,1.73,0.27,1.5,0.8,23.07,30.1,82.25,0.53,,13.0,758.75,0.0
2021-12-02 20:00:00,2021-12-02 21:00:00,60.25,122.25,1.3,0.53,1.35,0.8,18.5,30.25,83.0,0.35,,13.0,759.5,0.0
2021-12-02 21:00:00,2021-12-02 22:00:00,70.0,137.75,1.75,0.33,1.55,0.8,18.88,30.8,83.0,0.35,,13.0,760.0,0.0
2021-12-02 22:00:00,2021-12-02 23:00:00,70.75,148.25,1.8,0.35,1.65,0.7,16.82,30.95,85.75,0.3,,13.0,760.0,0.0
2021-12-02 23:00:00,2021-12-03 00:00:00,68.25,124.5,1.6,0.4,1.52,0.7,15.43,31.0,88.5,0.3,,13.0,759.0,0.0
2021-12-03 00:00:00,2021-12-03 01:00:00,54.0,108.75,1.68,0.23,1.5,0.65,19.22,30.25,90.0,0.3,,13.0,758.5,0.0
2021-12-03 01:00:00,2021-12-03 02:00:00,52.0,88.5,1.48,0.33,1.38,0.65,22.15,29.68,91.0,0.3,,13.0,757.5,0.0
2021-12-03 02:00:00,2021-12-03 03:00:00,47.25,77.5,1.55,0.3,1.25,0.75,17.05,29.65,92.0,0.3,,13.0,755.75,0.0
2021-12-03 03:00:00,2021-12-03 04:00:00,56.25,91.25,1.68,0.35,1.45,0.6,22.2,29.58,93.75,0.3,,13.0,755.0,0.0
2021-12-03 04:00:00,2021-12-03 05:00:00,69.75,108.25,1.4,0.2,1.1,0.83,20.85,29.8,95.25,0.3,,13.0,755.0,0.0
2021-12-03 05:00:00,2021-12-03 06:00:00,64.5,103.5,1.62,,1.2,0.85,17.65,30.43,96.0,0.3,,13.0,755.75,0.0
2021-12-03 06:00:00,2021-12-03 07:00:00,66.75,103.5,1.65,0.3,1.43,0.82,16.48,30.77,96.0,0.3,,28.75,757.5,0.0
